-0.00011639+0.0015286i,0.00019826-0.00023225i,-0.00070819-0.0020217i,-0.0017411-0.0011478i,-0.0025789+0.00033927i,-0.0026232+0.0013866i,-0.0014973+0.0018653i,-0.00080706+0.0012676i,0.00028089+0.00063854i,0.00042429+0.00072012i,2.0292e-05+0.00048972i,0.0001841+8.8933e-05i,2.6103e-05+0.00042002i,-0.00078741+0.00072034i,-0.0012865+0.00068837i,-0.0005637+0.00042318i,0.000105-5.194e-05i,0.00036879-0.00048875i,0.00070424-0.00057276i,0.00058103-0.00067453i,0.00056204-0.00065716i,0.00074754-1.6329e-05i,0.00047226+0.00060644i
0.0022937+0.0018145i,0.0011475+0.0024292i,0.00076236+0.0021207i,0.00057298+0.00081501i,0.0007404+0.00011108i,0.00097298-7.5416e-05i,-0.000441-0.00052632i,-0.0018823-0.00015133i,-0.00040716-0.00036406i,0.001126-0.00080949i,0.00078289-0.00055217i,0.00030149-0.00059721i,-0.00072439-0.00039872i,-0.001203-0.0001553i,-0.00053591-0.0004544i,-0.00017559-0.00024925i,-0.00013301-0.00013188i,-0.00071215-0.0002714i,-0.00069947-0.00050173i,0.00020808-0.00059982i,0.00056123-0.00080577i,7.5838e-05-0.00080012i,-3.9266e-05-0.00032119i
0.00021729+0.0041964i,9.5849e-05+0.003858i,-0.00079438+0.0022729i,-0.0012582+0.00092998i,-0.0008561+0.00026385i,-0.00062995-0.00027673i,-0.0016136-0.00080653i,-0.0014876-0.00061344i,-0.00048447+7.1598e-05i,0.00043978-0.00034688i,0.00051435-0.00038818i,0.00021185+0.00026094i,0.00045458-2.7431e-05i,0.00037614+1.4028e-06i,-0.00044023+0.00029258i,-0.00070563+1.7017e-05i,-3.2734e-05+0.00015785i,-0.00020206+0.00056003i,-0.00037551+0.00058852i,0.00027489+0.00041697i,0.00066163-2.2684e-05i,-0.00020024-0.0003402i,-0.00080805-0.00055112i
-0.0027475-0.00057141i,-0.0026367+0.001118i,-0.0018476+0.0028654i,-0.00085315+0.0033945i,0.00018003+0.0020535i,0.00063364+4.9956e-05i,0.00018981-0.00031263i,-0.00069751+0.00052046i,-0.00015131+0.0007981i,0.0014269+0.00078028i,0.0017578+0.00085653i,0.0011853+0.00051152i,0.00031093+0.00079266i,-0.00088749+0.00091248i,-0.00067649-0.00041857i,0.00011317-0.00079253i,-5.551e-05+0.00038806i,9.4424e-05+0.00046389i,0.00011732-9.543e-05i,-0.00019711-0.00014592i,-1.9668e-05-0.00031205i,0.0005679-0.00069611i,0.0016051-0.0010271i
0.0036006+0.0017078i,0.0030511+0.0020129i,0.0022071+0.0011627i,0.000902+0.00036807i,-0.00043058+2.3153e-05i,-0.0011253+1.2058e-05i,-0.0013317-0.00047855i,-0.00067256-0.00052015i,9.8089e-05+0.00022348i,-0.00062698+0.00028458i,-0.0003949+0.00015663i,0.00047895-0.00010245i,0.00015557-0.00031545i,-0.00083008-0.00082043i,-0.0011351-0.00085824i,-0.00040602-0.00033709i,-0.00012122-0.00063375i,-0.00035232-0.0012177i,0.00017981-0.00089776i,0.00029981-0.00042382i,0.00012051-0.00065579i,0.00013452-0.0005165i,-0.00035821+0.00023774i
0.0013123+0.0010259i,0.0018228+9.2757e-05i,0.0014663-0.0019253i,-0.0012159-0.0014915i,-0.0019547-0.00012711i,-0.00062615-5.5545e-05i,-0.00048823-0.00020883i,-0.00065941+0.00028327i,-0.00051376+0.00014139i,-0.00020804-0.00020596i,9.6992e-05-0.00022948i,0.00038806-4.0695e-05i,-1.546e-05+0.00088643i,0.00015268+0.001055i,0.00018782+0.00086826i,-0.00050037+0.00102i,-0.00042131+0.00064782i,-0.00036719+0.00015068i,-0.0004476-0.00024953i,-9.7745e-05-0.00054401i,0.00029895-0.00049142i,-2.5188e-06-0.00027243i,-0.00013022+0.00033268i
0.0029264-0.00028011i,0.001775+0.00091317i,-0.00015516+0.0016644i,-0.00097742+0.0007092i,-0.00099703+0.00021631i,-0.00085679+0.00063391i,-0.001142+0.00088447i,-0.0010264+0.00081347i,-0.00022633-0.00025398i,0.00023353-0.0010061i,0.00017748-0.0008638i,-0.00013056-0.00051989i,-0.00019055-0.00022681i,-0.00022816+5.8512e-05i,-0.00029702+0.00022038i,-8.9235e-05-0.00014036i,0.00017113-0.0005409i,0.00036311-0.00044135i,0.00044314+0.00018723i,0.00019166+0.00018433i,7.7262e-05-0.00051043i,-0.00010123-0.0004562i,3.4158e-06+0.00028789i
0.0018912+0.0010415i,0.0021001+0.0011627i,0.0023097+0.0015971i,0.0012178+0.0019064i,0.00023023+0.0011171i,2.5224e-05-0.00020387i,-8.2814e-05-8.0422e-05i,-0.00055293+0.00057724i,-0.00070919+2.1523e-05i,-0.00083851+0.00010238i,-0.00076303+7.0738e-05i,-0.00036808-5.0777e-05i,-1.6943e-05+0.00083698i,-0.00036311+0.00044337i,4.8461e-05-0.00010361i,0.00043501+0.00069988i,-0.00056717+0.00049545i,-0.00098-0.00040146i,-0.00027575-0.00059772i,-1.5622e-05-6.0389e-05i,0.00013807+0.00098967i,0.0001489+0.0010426i,-0.00035164+0.00028035i
-0.0016997+6.6538e-05i,-0.0011136-0.00089774i,-0.0015678+0.00058133i,-0.0024844+0.0018671i,-0.0016621+0.0013998i,0.00021165+0.00030092i,0.00026214+2.4852e-05i,-0.00039771+0.00065928i,-0.00013746+0.00049834i,7.6546e-05+0.00027488i,3.732e-05+0.00059104i,0.00063153+0.00061456i,0.00025711+0.0003134i,-3.9008e-05+0.00029395i,0.00025386+0.00053996i,0.00018401+0.00040842i,0.0002571-3.807e-05i,-0.00032837-0.0011204i,-0.0010255-0.0011966i,-0.00032943-0.00029427i,0.00010175-0.00043125i,-2.0993e-05-0.00050619i,0.00046353-4.1161e-06i
0.00034823-0.00072247i,-0.00019295-0.00026603i,-0.00096589-0.00086971i,-0.0015622-0.00069918i,-0.0011028-0.00013294i,-0.0004-0.0002053i,0.00012618-0.00037028i,-0.00011736+0.00024873i,0.0001309+0.00056027i,-0.00010568-0.00010467i,-0.00056994-0.0010991i,-0.00054649-0.0010417i,-0.00038692-0.00091316i,-0.0002317-0.00095206i,-0.00024613-0.00085587i,-0.00038073-0.000619i,-0.00015987+0.00010792i,0.00032435+0.00042503i,0.00050358+0.00081668i,0.0011695+0.00096133i,0.0014105+0.00098565i,0.00032114+0.0010723i,-0.0001135+0.00065756i
0.0010832-0.0016237i,0.00095129-0.0009827i,-0.00084501-0.0009268i,-0.0014416-0.00010528i,-0.0013697+0.0012559i,-0.00064102+0.0012875i,0.00050567+9.4608e-05i,0.00064588+0.00014138i,0.00033294+0.00093864i,0.00012998+0.00050884i,-0.00046155+0.00022677i,-0.00098092+0.00076715i,-0.0011535+0.00096104i,-0.00069168+0.00060818i,0.00033912+0.00013195i,0.0002353-0.00020527i,0.00057084-0.00011569i,0.001099+0.00025736i,0.00032187+0.00010431i,0.00028133+0.0005079i,0.00068868+0.0010077i,0.00078837+0.00025786i,0.00087067-0.001083i
0.00034106+0.0012246i,-0.00029205+0.0012072i,-0.0013968+0.00057758i,-0.0020273+1.3589e-05i,-0.0011785-0.00021836i,5.4657e-05-5.5432e-05i,-0.00023746+0.00037544i,-0.0008373+0.0011567i,-0.00044127+0.0011676i,-6.515e-05+0.00011426i,0.0003191-0.00024787i,0.00095646+0.00042013i,0.00078244+0.00092287i,0.0004583+0.0011728i,0.00023485+0.0015378i,-7.1261e-05+0.00090358i,7.7004e-06+0.00063861i,-0.00055191+0.0011616i,-0.00073775+0.00026501i,2.8797e-05-0.0010653i,0.000422-0.00084296i,0.0003403-0.00035914i,0.00010497-0.00084119i
0.00016199-0.0014306i,-0.0020151-0.0017076i,-0.0016322-0.0015011i,-0.001311-0.0011751i,-0.0015811-0.00090544i,-0.00073625-0.00034992i,-0.00012953+0.00033628i,-0.00045184+0.0011942i,-0.00019949+0.00099354i,0.00051629+0.00043908i,0.0006913-5.277e-05i,-0.00029658+5.8046e-05i,-0.00092512+0.0010571i,-0.00017525+0.0013275i,0.00028368+0.00063246i,-0.00036656-8.4738e-05i,-0.00088226-0.00068131i,-0.00066413-0.00026068i,-0.00028718+0.00013338i,-0.00038205-0.00041036i,-0.00064487-0.00074337i,-0.00013747-0.00043523i,0.00019739+7.2566e-05i
0.00081028+0.0010703i,0.0012672+0.0017159i,0.0005834+0.0019781i,-0.00037406+0.001399i,0.00010208+0.00056184i,0.00077685-0.00061352i,0.0003888-0.00053418i,-0.0004146+8.1312e-05i,-0.0006053+0.00063312i,-7.8304e-05+0.001149i,0.00034631+0.00075385i,0.00074697-0.00011136i,0.0010352-0.00066021i,0.00014521-0.00086051i,3.2604e-05-0.00038215i,0.00060306-0.00016493i,0.00053806+9.2029e-05i,0.00073177+0.00031066i,0.00059788+4.0843e-05i,-0.00014351+0.00017234i,-0.00073156+9.0642e-05i,-0.00025244-0.00045793i,0.00011425+5.4828e-05i
-0.00087234+0.0011154i,-0.0013371+0.0011998i,-0.0014692+0.00050517i,-0.0020249+0.00051809i,-0.0016538+0.0011592i,-0.00057398+0.00056222i,-0.00032564-0.00018205i,-0.00046322+0.00055945i,0.00020463+0.0013578i,0.00051894+0.0010803i,0.00015603+6.403e-05i,-6.7122e-05-7.1731e-05i,-9.4187e-05-0.00040405i,-0.00047479-0.00090046i,-0.00064463-6.9681e-05i,-0.00047207+0.0001593i,-0.00042893-3.3233e-05i,0.00028041+0.00020678i,0.00093456+0.00018009i,0.00071992-0.00042074i,4.1506e-05-0.00035945i,0.00022436+0.00038221i,0.00083667+0.00065123i
-0.00092269-0.00031114i,-0.00071608+3.7937e-05i,-0.0011514+0.0010651i,-0.0010531+0.001532i,0.00013836+0.00098534i,0.00024445+5.5244e-05i,-0.00027603-9.1276e-05i,-0.00076978+0.00023905i,-0.0010278+0.00010343i,-8.1435e-05-0.00036209i,0.00096246+0.00010719i,0.00070179+0.00054522i,-0.0010723+0.00041284i,-0.00097621+0.00016612i,0.00071122-0.00063568i,0.0011202-0.00056077i,0.00046791-0.00078715i,0.00015852-0.00080635i,-0.00041007-2.1563e-05i,-0.00030338+0.00044924i,-0.00015602+0.00047864i,-0.00042255+0.0005196i,-0.00038876+0.00044944i
0.0011195+0.0026654i,0.0021899+0.0029622i,0.0012267+0.0019762i,-8.7271e-05+0.00015526i,-6.0938e-05-0.0010562i,-0.00035777-0.0011523i,-0.00094276-0.00039146i,-0.0010481+0.00028115i,-0.00026049+0.00031717i,0.00026286-0.00020267i,0.00023462+0.00013138i,-0.00035057+0.0005967i,-0.00084722-4.8081e-05i,-0.00055921-0.00050668i,0.00025135-0.00044164i,9.3889e-05-8.4541e-05i,0.00032321+0.00072154i,0.00064792+0.00072037i,-2.1644e-05+3.0234e-05i,-0.0003578-5.1051e-05i,-0.00034401+0.00026291i,-6.3218e-05+5.9724e-05i,0.00019011-0.00011842i
-0.00043676+0.00013352i,-0.00057418+0.00050275i,-0.00064809+0.00069605i,-0.0013514+0.0010532i,-0.00053265+0.00058066i,0.0010652-0.00054401i,0.0012696-0.00083584i,0.00083567-0.00011684i,0.00024563-2.0198e-05i,-5.8787e-05-0.00045609i,0.00043936+0.00020327i,0.00033057+0.001012i,9.9313e-06+0.00011008i,-1.5528e-05-0.00048374i,0.00016921-7.1698e-05i,5.2618e-05+8.4749e-05i,-0.00023827+0.00047533i,4.8974e-05+0.00042077i,0.0004664+0.00027289i,0.00025641+0.00018288i,-0.00026332+0.00045682i,-0.0009077+0.00041569i,-0.00098153+4.4996e-05i
-0.00019677+0.00085372i,-0.00063688+0.0011523i,-4.6191e-05+0.0011649i,0.0010448+0.00065136i,0.0013449+0.0004347i,-0.00017757-0.00075643i,-0.0014602-0.0012475i,-0.0012315+3.965e-05i,-0.00048488+0.00095046i,0.00058523+0.0017522i,0.0013697+0.0011617i,0.00089351-0.00010908i,0.00026563-0.0004785i,0.00064363-0.00070077i,0.001101-0.00046765i,0.00039334-9.5931e-05i,-0.00069084+3.531e-05i,-0.00010719-9.793e-05i,0.00056914-5.5672e-05i,-0.00029479-0.00045597i,-0.00053903-0.00066195i,-2.5756e-06-0.00038408i,0.00019764-0.00042121i
0.00082599+0.0012549i,0.0016399+0.0015242i,0.0013675+0.0006461i,-0.00070642+1.9184e-05i,-0.001189+4.5629e-05i,-5.7099e-05+0.00010771i,0.00052584-0.00012165i,-0.00030339-0.0001043i,-0.00074383-1.4424e-05i,-0.00026031+0.00018148i,-0.00026568+0.00038291i,8.9319e-05-0.00013085i,0.00081134-0.00060267i,0.00048748-0.00046797i,-0.00018991-0.00044984i,0.00017723+0.00027317i,0.00059978+0.00058097i,-0.00018483+7.7598e-05i,-0.00084187-0.00013579i,-0.00087094-4.0543e-05i,-0.00019966+0.0004043i,0.00010251+0.00013489i,-0.00011728-0.00034881i
-0.0031347-0.0010537i,-0.0032487-0.00055591i,-0.002951+0.00081041i,-0.0029777+0.0013021i,-0.0022756+0.00072822i,-0.0011499-6.2012e-05i,-0.0008402-0.00054557i,-0.00090589-2.6615e-05i,-0.00057897+0.0010883i,0.00016455+0.0007353i,0.00049905+9.5472e-05i,8.2034e-05-0.00049049i,-0.0004674-0.00013056i,-0.00046623+0.00064125i,2.5031e-05+0.00019656i,-4.4868e-06+0.00015839i,-0.00055611+0.00033993i,-0.00073681-0.00043156i,-0.00034883-0.00055513i,-3.7654e-05-9.3413e-05i,-4.3299e-05+0.0002529i,-0.00010328+0.00055294i,-5.0483e-05+3.1514e-05i
-0.0011068+0.0003969i,-0.001292-0.0003087i,-0.00046593+0.00064332i,9.4511e-05+0.0018725i,0.00071917+0.00092734i,0.0015052+0.00015226i,0.00082351+0.00058419i,0.00069391+0.00073639i,0.0010054+0.00056346i,0.00087229+0.00044894i,0.00062984+0.00049595i,0.00015773+2.2039e-05i,0.0003501-0.0004621i,0.00080147-0.0002716i,0.0010549+0.00017586i,0.00055434+3.4e-05i,3.2483e-05-0.00042354i,-0.00019006-0.00070183i,-0.0003363-0.0004147i,-6.6878e-05+0.00093998i,-0.0001026+0.00034605i,-0.00054868-0.0014292i,-0.00075322-0.00098209i
0.0019061+0.0015644i,0.0027644+0.00081611i,0.0012697+0.0010437i,-0.0013073+0.00084843i,-0.0015674+0.00076353i,-7.9428e-05+0.00059212i,0.0001401+0.00029174i,-0.0011818+0.00065607i,-0.00084262+0.00060775i,0.00038128+0.0010288i,0.00029028+0.0012461i,5.3867e-05+0.00058945i,0.00046524+0.00073497i,0.00039782+0.00076971i,-2.2833e-05+7.1029e-05i,0.0002079-0.00059716i,0.00040546-0.00041979i,0.00037465+9.5425e-06i,0.00063382-0.0005072i,0.0006392-0.00062447i,0.00039872-9.6641e-05i,0.00050636+0.00021649i,-3.187e-05+0.00042865i
-0.0012827+0.00092984i,-0.0018312+0.0017519i,-0.0016427+0.001779i,-0.000799+0.00045967i,-0.00025733+0.00011447i,-0.00025046-0.00054282i,-0.00062864-0.00073286i,-0.0012267+5.0112e-05i,-0.0004652-0.00013704i,0.0015682+0.00010343i,0.0018309+0.0004577i,0.001204+0.00026654i,0.00044694+0.0005306i,-0.00041491+9.7117e-05i,-0.00031826-0.00068157i,-0.00020083-0.00034816i,-0.00010165+5.986e-05i,0.00038184+5.6986e-06i,0.00037974-0.00011924i,0.00023587-0.0001164i,-0.00019668+0.00030556i,-9.0609e-05+0.0010602i,-0.00013184+0.00075556i
0.00094194+0.0017149i,0.0013457+0.0015564i,0.00018201+0.001659i,-0.00019634+0.00106i,0.00053497+0.00018734i,0.00031066-0.00080389i,-0.00086729-0.00066045i,-0.00093762+0.00044684i,-0.0004476+0.00084632i,-0.00051934+0.00063659i,0.00025606+0.00039657i,0.00080187+0.00033321i,0.00029019+0.00029738i,0.00018625+0.00033478i,-0.00029393+0.00021983i,-0.0005095+0.00030834i,-8.1649e-05-5.5549e-05i,0.00035053+0.00029002i,0.00017811+0.00057054i,-0.00018234+0.00029922i,-0.0005292+0.00024458i,-0.00063738+0.00013075i,0.00026445+9.801e-05i
0.0022948+0.0016643i,0.0024256+0.00017895i,0.0018577-0.00058815i,-0.00033367+0.00033952i,-0.0016171+0.00082476i,-0.0004221+5.5548e-05i,-0.0003273-0.0011004i,-0.00043551-0.00051172i,0.00059673+0.00081415i,0.00088668+0.00051456i,4.6258e-06-2.6869e-05i,-0.00017995+0.00026221i,0.00052796+6.2334e-05i,0.00024017-0.00021758i,-0.00045333-0.00040215i,-0.00052278-7.9795e-05i,-0.00021465-0.00024339i,0.00010037-7.3404e-05i,0.00010983-0.00021366i,0.00028398-0.00039688i,0.0002219-0.00021898i,0.00033999-0.00027302i,0.00047781+0.00036227i
-0.0023017-0.00051766i,-0.002798-0.00095604i,-0.0022874+0.00084371i,-0.0015092+0.00098591i,8.4857e-05+0.000961i,0.00089158+0.00042469i,0.0006843-0.00078567i,-0.00015087-0.00044673i,-0.00042322+0.00046362i,4.1033e-05+0.00094743i,0.00018079+0.0012817i,0.00027858+0.0018797i,-0.00034862+0.0019957i,-0.00019986+0.0011776i,0.00067068+0.0002641i,0.00060044-2.0949e-05i,0.00012506+0.00041023i,-0.0010035+0.00068936i,-0.00081943-9.8357e-05i,0.0001486-0.00016787i,-0.00020435+0.00026991i,-0.00063308+0.00017281i,-0.00036251+0.00021194i
0.00078296+0.00046898i,0.0013967+0.0015594i,-0.00032831+0.0022659i,-0.0012644+0.0010482i,-0.00019526+0.00065248i,0.00095182+0.0001462i,0.00015985-0.00034598i,-0.0012147+0.00025234i,-0.00079191+0.00051802i,0.00048104-0.00014784i,0.0010403-0.0004325i,0.00063952+0.00029362i,0.00071439+0.00043579i,0.00021905+0.00053325i,-0.00083794+0.00045655i,-0.00034344+0.0001827i,0.00011392-0.00023039i,-0.00040026-0.00066079i,-0.00102-0.00010193i,-0.001248+0.00026777i,-0.00033885-0.00037007i,0.00037225+6.975e-05i,0.00063513+0.00033752i
-0.00087349+0.0017423i,-0.00036406+0.0024806i,-5.8357e-05+0.0015152i,-0.00016215+0.0014597i,-0.00060361+0.0022309i,4.9455e-05+0.001884i,0.00030436+0.0010253i,-0.00063308+0.00097499i,-0.00091898+0.00088538i,-1.3556e-06+0.00056043i,0.00045231+8.6151e-05i,0.0010461+5.8636e-05i,0.001082+9.5717e-05i,0.00037281+6.0097e-05i,0.00013685+1.261e-05i,-0.00029462+0.00043153i,-0.00069628+0.00018782i,-0.00051709-0.00068307i,-0.00023947-0.00047063i,8.4467e-05+0.00071736i,0.00027846+0.0012312i,-0.00024774+0.00078478i,-0.00037952-0.00015834i
0.0041725-0.002097i,0.0026309-0.0026826i,0.0013856-0.0034546i,0.0011822-0.0028478i,0.00080748-0.0018962i,0.00028546-0.00083283i,-0.00024545+5.2461e-05i,-0.00036357+0.00041872i,0.00024162+0.00034265i,-0.00020904+0.00034259i,-0.0011212+0.00011063i,-0.0010103-0.00034935i,-0.00067544-0.00089338i,2.7739e-05-0.00049265i,0.00018453+0.00036629i,0.00019677+0.00037303i,-0.00030016+0.00050868i,-0.00055923+0.00067335i,0.0002876+0.00020595i,0.00035877-0.00049894i,0.00079701-0.00039014i,0.00027293+0.00015723i,-0.00046366+2.8643e-05i
0.0024637+0.0018163i,0.0031093+0.0013666i,0.0011086+0.00043486i,-0.0015576+7.9205e-06i,-0.0018687+4.9067e-05i,-0.00069129-0.00013969i,-0.00032972+0.00021491i,-0.00044997+0.00066663i,0.00013717+0.0004499i,0.00109-3.0622e-06i,0.001541+0.00057447i,0.00117+0.00073484i,0.00116+0.00018575i,0.00094157-0.00033523i,0.00023549-0.00063952i,0.00048278-0.00038176i,0.00060367-0.00039388i,0.00022084+9.9837e-05i,8.1428e-05+0.00053381i,0.00026909+5.2997e-05i,-0.00027767-0.00021645i,-0.00047168+3.228e-05i,-0.0001155+0.00038731i
-0.0014405+0.003853i,-0.001139+0.0042197i,0.00011698+0.0032714i,0.00024151+0.0020505i,-0.0011029+8.6294e-05i,-0.0012922-0.00074i,-0.00047388-0.00021217i,-0.00055751-2.0072e-05i,-0.00071168+0.00062883i,-0.00025487+0.00090261i,0.00030096+0.00043637i,0.00029386+0.00057187i,2.6955e-05+0.00073415i,-6.657e-05+4.8883e-05i,0.00026755-0.00062637i,-0.0001792-0.00076321i,0.00013395-0.00096509i,0.00082434-0.00072118i,0.00051848-0.00064422i,-0.00012037-0.00063661i,-0.00045125-0.00028093i,-0.00034351+0.00015658i,-0.0002471+0.00026366i
-0.00030355+0.00016265i,0.00044644-0.0007312i,0.0001512+0.00044794i,-0.00020996+0.0017376i,0.00095123+0.0019281i,0.0020889+0.00018736i,0.0010908-0.00043676i,0.00018785-0.00015605i,0.0004155-0.00023962i,0.00084622-0.00065808i,0.00099434-0.0012924i,0.00070128-0.00096074i,0.00076577-0.00013829i,0.00061861-0.00016531i,0.00015573+0.00011603i,-6.6599e-05+0.00033349i,-0.0002817-0.00028514i,-0.000252-0.00091657i,-0.00055849-0.00044902i,-0.00067669-9.235e-05i,-0.00061339-0.00044025i,-0.00024725-0.00011691i,0.00023395+0.00035263i
-0.00028207+0.0017984i,0.00093976+0.0022574i,0.0013437+0.00229i,0.00027537+0.0013159i,-0.00026337+0.00020196i,0.00049854-0.00047138i,-6.0687e-06-6.276e-05i,-0.001112+0.00071432i,-0.001111+0.00055989i,0.00014329+0.00036185i,0.00023479+0.00018425i,-0.00043285-7.33e-05i,-0.00068977-0.00012364i,-0.0011593-0.00035341i,-0.0016786-0.00028143i,-0.0015112-5.0543e-05i,-0.00073386+5.5393e-05i,-0.00049882+0.00031386i,-0.00010137+0.00068086i,-2.5119e-05+0.00078852i,-0.0005555+0.00082417i,-0.00032021+0.0014041i,0.0004964+0.0012039i
0.00087952+0.0012314i,0.00024364+0.00080199i,-0.0010386-0.00034853i,-0.0017375-0.00077719i,-0.0016266-0.00040473i,-0.001431-0.00072228i,-0.00047914-0.0010249i,-0.00016999+4.3057e-05i,-0.00054536+0.00059334i,-0.00035613-0.00038996i,0.00055857-0.00032518i,0.00095323+0.0012313i,0.00077537+0.0015212i,0.00063841+0.00063539i,0.00014675-9.6318e-05i,9.4004e-05-0.00055785i,0.00042778-0.00055997i,0.00031231-0.00051548i,-0.00014458-8.4354e-05i,0.0002038+0.00066261i,0.00055847+0.00077536i,0.0002167+0.00033932i,-0.00038838-0.00019426i
0.0027544-0.00082457i,0.0031636-0.00097394i,0.0023085-0.0018678i,-0.00050286-0.0016256i,-0.0016444-0.00083636i,-0.000846-0.00087659i,-0.00075409-0.00054224i,-0.00036077+0.00049996i,1.0352e-05+0.00099062i,-0.0005724+0.00040722i,-0.0007289-0.0003492i,-0.00026155-0.00060528i,0.00013294-0.00020191i,6.0443e-05+0.00097317i,-0.00039205+0.0010864i,-0.00026828+0.00084883i,-0.0002107+0.00081828i,-0.00018326+0.00057168i,0.00043877+0.00078837i,0.00092314+0.00076875i,0.00060414+0.00057691i,0.00031869+0.00026636i,0.00018994+4.9531e-05i
-0.0024317+0.001296i,-0.0022123+0.0029074i,-0.0024871+0.0027689i,-0.0030485+0.0019276i,-0.0024442+0.0015761i,-0.00083721+0.0010445i,-0.00019908+0.00085431i,-0.0002327+0.00099178i,0.00059368+0.00092134i,0.0010236+0.00030078i,0.00052326+0.00035863i,8.5121e-06+0.00075934i,-0.000402+0.00034215i,-6.7937e-05+0.00027987i,-0.00030406-0.00015424i,-0.00064921+9.0203e-05i,-0.00045694+0.0008054i,0.00020281+0.00017902i,0.00057552-0.00050842i,6.8825e-05-0.00059907i,0.00066843+0.00022746i,0.0007151+0.00058952i,9.7671e-05+0.00038325i
0.0011711+0.00069684i,-9.2665e-05-0.00081951i,-2.6664e-05-0.0013347i,-0.00047837-0.00064232i,-0.00041181-0.00017445i,-0.00033828-0.00038366i,-0.00085827-0.00022898i,-0.0010087-0.00033263i,-0.00096295-0.00038656i,-0.00035935-0.00072989i,-0.00020333-0.0010585i,8.9435e-05-0.00051487i,0.00019255+0.00048647i,-7.2528e-05+0.0008784i,0.00024361+0.00022226i,0.00025653+0.00014045i,-0.0001453+0.0002305i,0.00020025-3.3131e-05i,0.00061142+8.5482e-05i,0.0003947+0.00023331i,-0.00068301+0.00039393i,-0.0012407+0.00039899i,-0.00054729-0.00023364i
-0.0010957+0.00027782i,0.00074957+0.0021286i,0.00086775+0.0031371i,0.00083858+0.0029187i,0.0010576+0.0024627i,0.00067498+0.00080395i,-0.00029683-0.00041027i,-0.00041403+3.4328e-05i,0.00027792+0.0006881i,0.00052889+0.00061745i,0.00053312+0.00043304i,0.00068514-1.7601e-05i,0.00086847-0.00038148i,0.00095485-0.00049166i,0.001078-0.00033303i,0.00065809-0.00022967i,0.00035802-0.00022345i,0.00087766-0.00023378i,0.0011563+0.00019998i,0.00097014+0.00027705i,-8.7936e-05-0.00027577i,-0.00076868-0.00021201i,-0.0004332+0.0005353i
0.00053747+0.0024908i,-0.000477+0.0026279i,-0.0010932+0.0010433i,-0.0011294+0.00027101i,-0.0010475-0.00071423i,-0.00035983-0.0010606i,0.00032359+4.7314e-05i,0.00036452+0.00034961i,-5.7672e-05+0.0002069i,0.00016043+0.00028561i,0.00046835+0.0006649i,0.00040421+0.0008587i,0.0016205+0.00064665i,0.0018781-0.00038804i,0.00084387-0.00090021i,8.0167e-05-0.00055195i,-0.001053-0.00029036i,-0.0012885+0.00048068i,-0.0011303+0.00072412i,-0.0011167+0.00078664i,1.1059e-05+0.0011956i,0.00062109+0.0010035i,0.00049308+0.00079567i
0.00023217+0.00051461i,0.0023442+0.00060741i,0.0028054+0.0010227i,0.001317+0.00020819i,0.00042427-0.00031195i,2.0213e-05-9.3389e-05i,-0.0007674-0.00011472i,-0.00089606-0.00033353i,-9.48e-05+0.00032959i,-3.9597e-05+1.9283e-05i,-0.0004619-0.00012789i,-7.3398e-05-1.5095e-05i,0.00039245-0.00045539i,-0.00021925-0.00056809i,-9.4297e-05-0.00015342i,3.4206e-05+0.00051398i,-0.0012359+0.0011428i,-0.0012212+0.00078409i,-0.00059834-0.00078434i,3.0827e-05-0.00090907i,0.0012852+0.00038947i,0.00098867+0.00079846i,-6.4288e-05-0.00036547i
-0.00070423+0.00078156i,-0.0016167+0.0010297i,-0.0019568+0.00074047i,-0.0011481+0.00090117i,-0.00068692+0.00089447i,0.00026644+0.00060892i,0.0010154+0.00035373i,0.00096928+0.0008065i,0.00051167+0.00073029i,-1.267e-05-5.1879e-05i,-8.5922e-05-0.00032022i,0.00014144-0.00055762i,0.00064518-0.00058101i,0.0011189-0.00054502i,0.000828+0.00044708i,0.00021577+0.00062561i,0.00022115-0.00011048i,0.00020757-0.00023218i,2.924e-05-1.2002e-05i,-8.0111e-05+0.00014482i,-2.8845e-05+0.00031368i,-1.8271e-05+0.00038365i,-0.00038213+0.00072738i
0.00017725+0.002866i,0.00047111+0.0019435i,0.0013723+0.0012031i,0.0009405+0.0013741i,0.00023225+0.00038428i,0.00035667-0.00075179i,-0.0003327-0.00063811i,-0.0011918+0.0002262i,-0.00024652+0.0008033i,0.00060514+0.00077248i,0.00031467+0.00064139i,-2.9589e-06-0.00033638i,-0.00010578-0.00075078i,-0.00031386-0.00034542i,-0.00016608+2.6599e-05i,7.3875e-05-0.00020598i,0.00061654-0.00062578i,5.2406e-05-0.00020143i,-0.00043791+0.00032082i,0.0003867+8.2919e-06i,0.00042433-0.00039435i,-0.0002801-0.00050382i,-8.6693e-05-0.00040836i
