-0.0016051+5.1184e-05i,-0.00070899-0.0016465i,-0.00043064-0.0021931i,-0.00068447-0.0011547i,-0.0009565+0.00072224i,-0.00089071+0.0018096i,-5.4651e-05+0.001788i,0.00059167+0.0022969i,0.00053639+0.0017876i,0.00083738+0.00041011i,0.0012658-0.0003894i,0.0013299-0.0014143i,0.00081259-0.00059779i,-0.00017584+0.00034751i,-0.00018204-4.9573e-05i,9.9079e-05-0.00017661i,-0.00019348-0.00014943i,-1.4056e-05+0.00030975i,5.791e-05+4.0476e-05i,-0.00031885-0.00098611i,-0.00058333-0.00084147i,-0.00054504-0.00044549i,-4.1408e-05+4.8535e-05i
0.31502+0.3035i,0.19523+0.50475i,0.060804+0.73722i,0.12302+0.78208i,0.21363+0.55981i,0.15776+0.27695i,0.048114+0.13716i,0.021842+0.11162i,0.088855+0.0696i,0.10931-0.024284i,0.023895-0.070496i,-0.048237-0.022386i,-0.044438+0.031458i,-0.030099+0.027831i,-0.033734-0.0072623i,-0.046412-0.052059i,-0.075501-0.096918i,-0.10319-0.1087i,-0.096916-0.080585i,-0.060641-0.045228i,-0.032853-0.017017i,-0.026271+0.013129i,-0.017889+0.034725i
-0.024692+0.22118i,0.23913+0.10498i,0.35301-0.091832i,0.17978-0.16133i,-0.038391-0.094605i,-0.099787-0.01553i,-0.067672+0.001233i,-0.045893+0.023048i,-0.0079089+0.098834i,0.068706+0.11594i,0.10267+0.029208i,0.077145-0.041112i,0.05238-0.045467i,0.052373-0.038902i,0.076748-0.051365i,0.10741-0.079839i,0.11528-0.10401i,0.079039-0.086687i,0.032147-0.019528i,0.031492+0.026725i,0.041499+0.0041665i,0.018121-0.030158i,-0.0041863-0.03403i
-0.29207-0.34717i,-0.3497-0.39194i,-0.25012-0.40996i,-0.15152-0.36107i,-0.11521-0.15989i,-0.030799+0.051616i,0.068896+0.1165i,0.082214+0.062019i,0.02481-0.042909i,-0.023864-0.088305i,-0.034316-0.042043i,-0.030723+0.010098i,-0.026146+0.021657i,-0.021011-0.0078061i,-0.036466-0.051003i,-0.063413-0.068293i,-0.070386-0.070752i,-0.062217-0.073632i,-0.049586-0.052492i,-0.019382-0.0057381i,0.0306+0.028606i,0.05824+0.02407i,0.041688+0.011833i
-0.50483+9.1165i,0.61711+9.2881i,4.2359+9.2485i,6.127+5.4344i,5.3707+1.1892i,3.1434-1.3107i,1.09-1.4078i,0.37675-0.39532i,0.86024+0.17661i,1.3379-0.33331i,0.80034-1.2521i,-0.25255-1.5865i,-1.1343-1.1993i,-1.6635-0.35488i,-1.6436+0.39186i,-1.1285+0.66507i,-0.44654+0.6004i,0.068495+0.49213i,0.32104+0.48149i,0.37483+0.55227i,0.38287+0.63364i,0.38204+0.63152i,0.28781+0.49825i
0.057177+0.14498i,0.081483-0.0075465i,-0.037485+0.0059764i,-0.049766+0.23999i,0.12226+0.32555i,0.20195+0.23706i,0.15833+0.20591i,0.13397+0.22604i,0.12178+0.2265i,0.12512+0.1834i,0.10195+0.073897i,0.033248-0.006019i,0.012936-0.030366i,0.013282-0.073855i,-0.020695-0.10567i,-0.035561-0.1087i,-0.035912-0.14237i,-0.063277-0.16524i,-0.072367-0.10806i,-0.023237-0.033294i,0.033454-0.0049083i,0.053535-0.0077092i,0.045276-0.0055389i
-0.44256-0.10693i,-0.47497+0.058942i,-0.23618+0.19975i,0.032905+0.20403i,0.13134+0.15268i,0.16666+0.10122i,0.20457-0.0078162i,0.18821-0.12744i,0.16899-0.15097i,0.16999-0.12997i,0.13282-0.14777i,0.086547-0.17758i,0.063094-0.1851i,0.035707-0.16205i,0.0023731-0.10913i,-0.032143-0.07184i,-0.094827-0.0472i,-0.12827+0.021704i,-0.060684+0.082359i,0.028544+0.051684i,0.045502-0.023965i,0.0024949-0.054414i,-0.033372-0.03215i
0.39509-0.067071i,0.46458+0.0057026i,0.4416+0.033076i,0.33122-0.044663i,0.22024-0.086895i,0.14793-0.10479i,0.054784-0.096506i,0.012616+0.015832i,0.087177+0.096865i,0.1221+0.051426i,0.064906+0.022049i,0.058065+0.034053i,0.09474-0.017886i,0.047888-0.075648i,-0.036555-0.036865i,-0.038257+0.039886i,0.028239+0.072481i,0.098113+0.054797i,0.12619-0.0035405i,0.085284-0.061169i,0.017892-0.065829i,-0.011014-0.029247i,-0.0034374-0.0042171i
0.11295+0.097408i,0.081522-0.17445i,-0.12451-0.34417i,-0.27875-0.22454i,-0.215-0.083135i,-0.092975-0.091759i,-0.087528-0.15858i,-0.20556-0.19631i,-0.30286-0.16275i,-0.23461-0.098918i,-0.11536-0.13055i,-0.12561-0.21956i,-0.20801-0.20159i,-0.20378-0.085702i,-0.1108-0.0011652i,-0.044908-0.00087099i,-0.049979-0.028969i,-0.077077-0.036911i,-0.085768-0.032519i,-0.070167-0.024531i,-0.049154-0.018367i,-0.04635-0.0090157i,-0.052266+0.011321i
-0.46101+0.070313i,-0.50156+0.25059i,-0.30507+0.36605i,-0.016197+0.34284i,0.1299+0.21029i,0.096686+0.089967i,0.078551+0.089333i,0.16162+0.17645i,0.22144+0.24292i,0.16386+0.21479i,0.027425+0.16852i,-0.068758+0.19083i,-0.052733+0.19437i,-0.014669+0.1248i,-0.027401+0.070865i,-0.047104+0.066231i,-0.052074+0.056092i,-0.053046+0.038854i,-0.051819+0.038287i,-0.046096+0.048237i,-0.020487+0.049907i,0.023506+0.032684i,0.056742+0.007038i
0.28628-0.16161i,0.38-0.064376i,0.41696+0.037293i,0.34089-0.0098857i,0.19807-0.070533i,0.097903-0.070244i,0.043311-0.11554i,0.014557-0.23698i,0.029442-0.32453i,0.057915-0.27402i,0.085906-0.15929i,0.10996-0.1221i,0.071693-0.13771i,0.010263-0.095066i,0.0081053-0.025376i,0.027012-0.0020751i,0.012213+0.0062787i,-0.0078224+0.031866i,-0.0030952+0.051853i,0.01421+0.043887i,0.022885+0.017486i,0.0099902-0.0074733i,-0.018648-0.019206i
0.13973+0.04501i,0.08177-0.17421i,-0.034594-0.27987i,-0.038373-0.18402i,0.035825-0.10022i,0.051753-0.070966i,0.011757+0.012065i,-0.054009+0.13473i,-0.11326+0.21116i,-0.089349+0.17321i,-0.057256+0.072208i,-0.091739+0.043423i,-0.099142+0.0767i,-0.060433+0.069598i,-0.044756+0.038449i,-0.04569+0.034217i,-0.034487+0.035607i,-0.025677+0.0039217i,-0.032605-0.035762i,-0.032837-0.035933i,-0.015105-0.015674i,-0.0014158-0.0063359i,0.0062562+0.0064265i
-0.37233+0.19901i,-0.36955+0.31987i,-0.24463+0.24626i,-0.13693+0.05577i,-0.099742-0.068539i,-0.090413-0.11081i,-0.057402-0.14707i,-0.00045699-0.17316i,0.027588-0.15035i,0.0093811-0.087214i,0.014404-0.027745i,0.062007-0.016356i,0.084262-0.037163i,0.078278-0.024098i,0.088779+0.013497i,0.11246+0.025779i,0.12219+0.020227i,0.11183+0.032204i,0.084309+0.050341i,0.04101+0.033279i,-0.0057628-0.0053027i,-0.028569-0.018713i,-0.019763-0.018013i
0.22075-0.23725i,0.34467-0.14439i,0.43239+0.027696i,0.40119+0.096502i,0.27731+0.073069i,0.11735+0.074969i,-0.017846+0.12768i,-0.083735+0.16167i,-0.081496+0.14534i,-0.038005+0.10688i,-0.011386+0.055909i,-0.030266+0.01018i,-0.046497-0.012011i,-0.047545-0.028389i,-0.058416-0.041533i,-0.072117-0.042644i,-0.084456-0.049144i,-0.090558-0.062267i,-0.074853-0.062762i,-0.045655-0.037274i,-0.019878+0.00011962i,-0.0013517+0.019201i,0.0078462+0.022167i
0.14109-0.011103i,0.045638-0.24498i,-0.070178-0.41863i,-0.091847-0.43357i,-0.074631-0.3261i,-0.012179-0.1553i,0.082247-0.043925i,0.11592-0.011357i,0.10237+0.0099226i,0.087065+0.005861i,0.047276-0.013248i,0.0093171-0.00055987i,0.0025262+0.019202i,0.0066115+0.023658i,0.0071997+0.016036i,0.0027185-0.00029119i,-0.0021702-0.0047716i,-0.0077999+0.015431i,-0.0076368+0.0459i,0.0035715+0.053478i,0.015041+0.034537i,0.022959+0.010904i,0.028428-0.012284i
-0.28203+0.27353i,-0.28759+0.36312i,-0.27872+0.26104i,-0.28793+0.13492i,-0.2186+0.09574i,-0.092503+0.023799i,-0.033598-0.06916i,-0.024014-0.07556i,-0.0077761-0.033093i,0.0023921-0.011378i,0.010835-0.0084172i,0.026529-0.018475i,0.030928-0.035493i,0.018569-0.032035i,0.011038-0.00013295i,0.020224+0.031719i,0.029862+0.043454i,0.039454+0.036304i,0.048794+0.012631i,0.041176-0.0091987i,0.019272-0.015359i,-0.0070034-0.01349i,-0.030297-0.0096951i
0.095071-0.28723i,0.1448-0.22816i,0.14012-0.047016i,0.087738+0.09289i,0.06359+0.096741i,0.0075043+0.025752i,-0.08633-0.0041383i,-0.11108+0.0090274i,-0.06098-0.0016378i,-0.013463-0.028485i,0.0055453-0.05162i,0.00024454-0.076783i,-0.017881-0.088096i,-0.029659-0.079121i,-0.029439-0.072812i,-0.037543-0.07848i,-0.052903-0.078551i,-0.049576-0.071405i,-0.035527-0.068495i,-0.029442-0.059375i,-0.023226-0.034381i,-0.01075-0.0080553i,-0.0080905+0.0054226i
0.11138+0.020659i,-0.0070866-0.012577i,-0.051585+0.081641i,0.075241+0.15187i,0.13927+0.067373i,0.088123+0.0042756i,0.069212+0.027757i,0.050652+0.028872i,-0.0014147+0.026679i,-0.017419+0.037069i,-0.019121+0.033291i,-0.035826+0.046335i,-0.037985+0.066943i,-0.03548+0.064985i,-0.037345+0.066012i,-0.027437+0.078602i,-0.023092+0.083056i,-0.043124+0.089331i,-0.066085+0.10585i,-0.058102+0.10917i,-0.022631+0.078345i,0.0030677+0.035903i,0.014329+0.022021i
-0.11479+0.31098i,0.040721+0.34176i,0.19182+0.10448i,0.15795-0.1517i,0.035955-0.15055i,0.016585-0.025833i,0.061588-0.0037277i,0.064102-0.034425i,0.02838-0.020316i,-0.004563+0.02594i,-0.0046853+0.056054i,0.01983+0.044402i,0.037042+0.018746i,0.044111+0.0063845i,0.03999-0.0022682i,0.031104-0.016771i,0.035965-0.036443i,0.057727-0.048493i,0.083837-0.047232i,0.082795-0.0443i,0.048285-0.03752i,0.019188-0.021962i,0.017203-0.011942i
0.018675-0.35273i,0.050247-0.41772i,0.025686-0.34091i,-0.028477-0.15523i,0.027156-0.026151i,0.12228-0.053804i,0.12347-0.10874i,0.090873-0.089531i,0.080203-0.054315i,0.071681-0.041513i,0.055445-0.047406i,0.026682-0.056576i,0.0027224-0.053383i,-0.0095838-0.042624i,-0.014041-0.018433i,-0.0077828+0.014492i,-0.0058095+0.035586i,-0.010589+0.035821i,-0.013684+0.01553i,-0.011163-0.0037139i,-0.00091258-0.0089336i,0.00099209-0.014528i,-0.014734-0.023592i
0.046413-0.0056575i,-0.18355-0.018337i,-0.34595+0.075669i,-0.24635+0.14029i,-0.11485+0.078019i,-0.14076+0.035304i,-0.17959+0.079408i,-0.13318+0.088313i,-0.065081+0.030281i,-0.030686-0.034127i,-0.038841-0.054627i,-0.055867-0.034045i,-0.055317-0.010827i,-0.045276-9.318e-05i,-0.032539-0.0031857i,-0.024245-0.021475i,-0.028493-0.044661i,-0.047799-0.057044i,-0.066638-0.045554i,-0.062882-0.021087i,-0.043617-0.0048938i,-0.025787+0.0041443i,-0.014435+0.015817i
-0.05464+0.37313i,0.11099+0.50786i,0.26993+0.43407i,0.29229+0.21524i,0.18877+0.035633i,0.061935-0.029047i,-0.021635-0.032153i,-0.073545-0.01189i,-0.09901+0.030852i,-0.083657+0.064673i,-0.041221+0.063145i,-0.001907+0.036629i,0.015378+0.0084707i,0.021499+0.0002306i,0.027961+0.007626i,0.033988+0.015852i,0.038961+0.028198i,0.04397+0.048277i,0.046411+0.058826i,0.034774+0.045031i,0.013752+0.020991i,0.0044974+0.0062579i,0.010511-0.0043974i
0.0083608-0.33049i,0.10854-0.44571i,0.18819-0.48343i,0.11017-0.40177i,0.017713-0.2071i,0.051648-0.01927i,0.11413+0.055455i,0.12835+0.058365i,0.12438+0.040226i,0.11316+0.023204i,0.089311+0.013736i,0.064568+0.008208i,0.045073+0.0021504i,0.018436-0.010508i,-0.02071-0.014532i,-0.057512-0.0020736i,-0.076251+0.0060845i,-0.070701-0.00043264i,-0.045947-0.0098667i,-0.015822-0.01261i,0.0022377-0.013034i,0.0050615-0.016205i,0.001709-0.015725i
0.038903-0.039537i,-0.18559-0.050237i,-0.3693+0.034237i,-0.30726+0.12225i,-0.13586+0.084793i,-0.030351-0.050396i,0.0028839-0.14837i,0.0012652-0.14317i,0.0026349-0.075871i,0.021209-0.044374i,0.019325-0.055791i,-0.0042886-0.050733i,-0.013414-0.027114i,-0.0058102-0.0079832i,0.017688+0.0017498i,0.055475-0.0015146i,0.082255-0.012585i,0.080979-0.02097i,0.056544-0.022678i,0.026219-0.015449i,0.0068838-0.0023758i,0.00074065+0.0088929i,-0.0042043+0.011366i
0.0006112+0.3437i,0.13128+0.41886i,0.18467+0.31255i,0.13076+0.15013i,0.074386+0.067769i,0.029976+0.047525i,-0.019188+0.038682i,-0.059321+0.022116i,-0.086705+0.00012459i,-0.099572-0.001922i,-0.086685+0.01356i,-0.058057+0.015529i,-0.038678+0.0057795i,-0.024482+0.0048426i,-0.014023+0.004481i,-0.02158-0.0066234i,-0.043349-0.0093311i,-0.058892+0.0085578i,-0.04744+0.027977i,-0.020056+0.026905i,-0.0076547+0.012673i,-0.0084464+0.0075157i,-0.0039544+0.01044i
-0.054558-0.30043i,0.013885-0.36348i,0.14005-0.31097i,0.17583-0.20276i,0.1031-0.12106i,0.016359-0.055719i,-0.024041+0.014557i,0.0032688+0.062998i,0.045431+0.070838i,0.053971+0.06077i,0.040983+0.037601i,0.017107+0.0097002i,0.00097107-0.0050223i,-0.0027572-0.014665i,-0.0089244-0.017561i,-0.01522-0.0086704i,-0.009136-0.0055476i,0.0047011-0.013393i,0.0045258-0.019435i,-0.0056805-0.0067567i,0.002137+0.012924i,0.018201+0.012267i,0.018369+0.00094342i
0.036665-0.010921i,-0.17027-0.025881i,-0.35567-0.00014881i,-0.35248+0.026291i,-0.23206+0.064718i,-0.088463+0.11004i,0.032896+0.10809i,0.078255+0.048122i,0.070182-0.016769i,0.055827-0.038557i,0.046891-0.020429i,0.046447-0.0013022i,0.040526+0.0030477i,0.01853+0.0080345i,-0.003947+0.025073i,-0.0085274+0.046406i,-0.0067562+0.057106i,-0.0095941+0.055883i,-0.0079332+0.044484i,-0.0019129+0.021981i,-0.00093062-0.0018647i,-0.0043997-0.015676i,-0.0053967-0.01785i
0.042244+0.29573i,0.17119+0.40023i,0.21052+0.3946i,0.19055+0.31868i,0.18639+0.16018i,0.13379-0.033397i,0.032509-0.13647i,-0.037273-0.12312i,-0.057699-0.063552i,-0.049957-0.034218i,-0.045282-0.040469i,-0.051966-0.039382i,-0.049377-0.027251i,-0.034322-0.017005i,-0.0075095-0.013188i,0.021641-0.027631i,0.033845-0.05182i,0.026003-0.065621i,0.012741-0.057124i,0.0080614-0.035331i,0.0071875-0.022034i,0.0012186-0.015383i,-0.0033986-0.0057504i
-0.086794-0.27581i,-0.0038744-0.32413i,0.18248-0.30455i,0.25735-0.26383i,0.16103-0.19461i,0.048708-0.089258i,2.7705e-05-0.00403i,-0.015801+0.036147i,-0.020506+0.053953i,-0.0079766+0.052934i,0.0093926+0.02736i,0.01344-0.00021137i,0.007683-0.011667i,0.004476-0.011395i,-0.0032583-0.0047828i,-0.021533+0.01041i,-0.031987+0.031859i,-0.023759+0.044476i,-0.008639+0.035592i,-0.0054866+0.011594i,-0.017807-0.0024484i,-0.027488+0.0021632i,-0.024288+0.0066178i
0.083291-0.0059147i,-0.039894-0.04659i,-0.12243-0.091114i,-0.1141-0.15394i,-0.1208-0.15311i,-0.12415-0.081828i,-0.093498-0.047356i,-0.072841-0.044335i,-0.044114-0.022501i,-0.012916-0.0035635i,-0.012131+0.016747i,-0.014723+0.040996i,-0.0033547+0.049062i,0.0046966+0.036606i,0.00327+0.0091499i,-0.0028932-0.02031i,-0.015023-0.038379i,-0.029434-0.033461i,-0.030242-0.009799i,-0.010738+0.011152i,0.014246+0.016956i,0.030101+0.01115i,0.032884+0.0017134i
0.027599+0.24013i,0.078295+0.2028i,-0.073593+0.076025i,-0.24863+0.064011i,-0.16164+0.14673i,0.049043+0.15186i,0.13378+0.096474i,0.11071+0.046902i,0.064849-0.0019203i,0.033546-0.020855i,0.03701-0.019513i,0.044946-0.035203i,0.034438-0.048104i,0.019834-0.038612i,0.01416-0.01013i,0.024257+0.018357i,0.04073+0.026979i,0.048894+0.016761i,0.042886-0.0010221i,0.021357-0.01088i,-0.0010795-0.0057941i,-0.0099617+0.0024095i,-0.010624+0.0083269i
-0.16406-0.24071i,-0.18735-0.17249i,-0.062778+0.024422i,0.098964+0.15365i,0.13157+0.072505i,0.020604-0.058687i,-0.058479-0.054735i,-0.01159+0.0071019i,0.043168+0.026974i,0.035772+0.016535i,0.0060911+1.5872e-05i,-0.013408-0.0068819i,-0.013421-0.0085217i,-0.0060411-0.0084927i,-0.002367-0.0078843i,-0.0079766-0.012975i,-0.020553-0.013102i,-0.029411-0.0018622i,-0.032905+0.011416i,-0.025019+0.016561i,-0.0056561+0.0067424i,0.0056049-0.012292i,0.0040838-0.022649i
0.10245+0.035824i,0.033637+0.097801i,0.025592+0.14586i,0.067697+0.074046i,0.029454+0.0052472i,-0.0075219+0.042534i,0.031302+0.060627i,0.038674+0.026759i,0.01005+0.016182i,0.001083+0.014015i,-0.0016344+0.0020228i,-0.010889-0.0014685i,-0.022805+0.0011298i,-0.029255-4.9687e-05i,-0.028576-0.0035949i,-0.022544-0.0011092i,-0.012572+0.0026352i,-0.0056271-0.0018727i,-0.00070556-0.0088153i,0.00053629-0.011271i,-0.0055133-0.0041373i,-0.0092938+0.011679i,-0.0049265+0.020461i
0.1061+0.21583i,0.29232+0.11797i,0.30608-0.086288i,0.15171-0.16496i,0.045126-0.095044i,0.012906-0.039941i,-0.052848-0.047671i,-0.11877-0.042522i,-0.11254-0.011068i,-0.062739+0.0096833i,-0.025918+0.018261i,-0.0075226+0.02238i,0.0034756+0.018022i,0.0011425+0.010397i,-0.012567+0.0076559i,-0.024876+0.007543i,-0.023613+0.0058087i,-0.0060479+0.0055475i,0.013969+0.0067192i,0.02227-0.00084796i,0.018029-0.015463i,0.0073409-0.0239i,-0.001551-0.022893i
-0.21405-0.26662i,-0.32161-0.28671i,-0.32557-0.19342i,-0.22044-0.042156i,-0.056672+0.026938i,0.057596-0.019947i,0.080545-0.050165i,0.07005-0.036904i,0.047712-0.033648i,0.028617-0.033946i,0.023772-0.043068i,0.012645-0.055609i,-0.0007945-0.044821i,-0.0032852-0.012263i,0.010733+0.024918i,0.034446+0.043406i,0.040611+0.037422i,0.018997+0.019471i,-0.011598+0.0061794i,-0.026651+0.01171i,-0.020875+0.024937i,-0.0071873+0.030346i,0.0023599+0.02681i
0.10102+0.064351i,0.025206+0.18475i,0.045455+0.2914i,0.14781+0.19269i,0.10431+0.016597i,-0.033973-0.022268i,-0.073079+0.00089779i,-0.045655-0.0047706i,-0.019322-0.0034407i,-0.0046243+0.0064103i,-0.009058+0.021703i,-0.0086453+0.039083i,0.0051893+0.033531i,0.02061+0.0060614i,0.025621-0.027037i,0.01176-0.050833i,-0.013784-0.05476i,-0.02783-0.03739i,-0.01799-0.010612i,-0.00023045-0.0011878i,0.0058881-0.013631i,-0.00059319-0.025912i,-0.008263-0.024494i
0.10983+0.19881i,0.29679+0.087433i,0.28037-0.13852i,0.066468-0.22032i,-0.040042-0.1023i,0.035526+0.014536i,0.10203+0.0345i,0.098539+0.022075i,0.062851+0.010671i,0.019799+0.0081385i,0.00060386+0.0082252i,-0.0021392+0.0010225i,-0.0064482-0.00069901i,-0.0078238-0.0016439i,-0.007429-0.0087845i,-7.8723e-05-0.012763i,0.016155-0.0086571i,0.022691-0.00055924i,0.014085+0.0019347i,0.0051485+0.0023683i,0.00393+0.010582i,0.012014+0.018228i,0.020248+0.015909i
-0.21783-0.28307i,-0.3366-0.33075i,-0.36172-0.26348i,-0.27818-0.10453i,-0.14031-0.015503i,-0.077396-0.026962i,-0.093887-0.0013821i,-0.076513+0.060047i,-0.020403+0.07366i,0.019003+0.045538i,0.036323+0.013558i,0.04316-0.013917i,0.033302-0.037978i,-0.003345-0.041029i,-0.04216-0.011842i,-0.05866+0.023823i,-0.056863+0.036484i,-0.037304+0.027138i,-0.011335+0.0094758i,-0.003551-0.0060433i,-0.01286-0.012766i,-0.024952-0.012087i,-0.027757-0.010537i
0.08529+0.10355i,-0.051079+0.30122i,-0.1042+0.54497i,0.012913+0.54548i,0.086482+0.31273i,0.068495+0.11943i,0.071393+0.016664i,0.052455-0.049927i,0.0071243-0.055258i,-0.0050243-0.036382i,-0.010533-0.036595i,-0.026702-0.029098i,-0.025477-0.0027773i,0.00066458+0.017748i,0.029+0.015003i,0.0418-0.0054428i,0.040907-0.021833i,0.028041-0.022715i,0.0083685-0.013439i,0.0016136-0.0045074i,0.014206-0.0022629i,0.027368-0.00514i,0.026062-0.0063642i
0.14379+0.20756i,0.46488+0.1188i,0.65711-0.13321i,0.51737-0.31749i,0.22247-0.26539i,0.027074-0.1118i,-0.053568-0.028044i,-0.07181-0.002632i,-0.047832+0.0008902i,-0.026222-0.0043849i,-0.023428+0.0026279i,-0.022837+0.0097436i,-0.026081+0.0060939i,-0.030955+0.0030465i,-0.02894+0.0034249i,-0.025969+0.011793i,-0.024115+0.025115i,-0.016469+0.025897i,-0.0044088+0.015324i,0.0016799+0.0064647i,-0.0032173+0.0050466i,-0.011489+0.011388i,-0.012008+0.017901i
-0.19338-0.33155i,-0.33241-0.4698i,-0.40873-0.50021i,-0.37019-0.32798i,-0.18494-0.11272i,0.0014316-0.052903i,0.057065-0.073511i,0.048673-0.068878i,0.032094-0.04525i,0.015311-0.011803i,0.01172+0.0074049i,0.0092495+0.0081883i,0.013379+0.0074141i,0.022031+0.0021899i,0.020589-0.00056672i,0.019706-0.0026268i,0.019171-0.012821i,0.009296-0.013877i,-0.0033768+0.00093439i,-0.0065521+0.012056i,-0.00069683+0.0070686i,0.0057411-0.0079025i,0.0070617-0.016886i
0.063253+0.10226i,-0.14127+0.24728i,-0.30955+0.41743i,-0.2492+0.40055i,-0.12415+0.22654i,-0.087258+0.12255i,-0.055262+0.11591i,-0.017459+0.1019i,-0.0081183+0.070708i,-0.0034005+0.040988i,0.0068344+0.020817i,0.01818+0.011668i,0.01808+0.0067516i,0.0080646+0.010895i,0.0046174+0.017836i,0.0073793+0.019285i,0.0048874+0.016499i,-0.0036925+0.0064622i,-0.0097549-0.0049087i,-0.010949-0.0073688i,-0.0096722+0.0010155i,-0.0061944+0.011456i,-0.0041014+0.009895i
0.081424+0.25271i,0.37177+0.30626i,0.5686+0.25926i,0.51377+0.14504i,0.33049+0.015576i,0.18654-0.067875i,0.10316-0.088845i,0.05018-0.066326i,0.023718-0.035545i,0.013056-0.024299i,-0.0024022-0.024846i,-0.01702-0.021106i,-0.016309-0.022407i,-0.0089655-0.034462i,-0.0042228-0.047198i,-0.0077564-0.056578i,-0.01663-0.055167i,-0.01493-0.037406i,-0.0016417-0.015151i,0.0093023-0.0065939i,0.0066466-0.011633i,-0.005529-0.01233i,-0.010179-0.0021521i
-0.12343-0.36945i,-0.16691-0.55012i,-0.13626-0.67988i,-0.14214-0.59383i,-0.16935-0.30748i,-0.13956-0.074534i,-0.10074+0.013795i,-0.062108+0.044861i,-0.012898+0.047112i,0.014563+0.031687i,0.020557+0.016354i,0.017702-0.00069765i,0.0074136-0.0092639i,-0.0032183-0.0025991i,-0.012818+0.013914i,-0.015019+0.036436i,-0.0035106+0.052922i,0.0072702+0.052519i,0.0070054+0.034963i,0.001823+0.015661i,0.0010599+0.0080164i,0.0084055+0.0051075i,0.011629-0.00040029i
0.074344+0.12622i,-0.16337+0.23104i,-0.37889+0.39093i,-0.31275+0.41732i,-0.11616+0.25814i,-0.020668+0.091805i,-0.0010643+0.0035832i,-0.015665-0.051607i,-0.038798-0.059194i,-0.028785-0.033411i,-0.0083264-0.016441i,0.00021678-0.0045185i,0.0026933+0.0038885i,-0.0017053+0.0046565i,-0.0076637+0.00055689i,-0.012958-0.0071555i,-0.017491-0.015696i,-0.014774-0.020294i,-0.0089994-0.017029i,-0.005795-0.0085492i,-0.0014141-0.0036886i,0.002617-0.005892i,0.0040727-0.0078752i
0.018227+0.2417i,0.26542+0.29704i,0.4006+0.23359i,0.30506+0.12748i,0.16133+0.061979i,0.096429+0.045682i,0.07172+0.053334i,0.05886+0.06247i,0.045785+0.04448i,0.019435+0.014289i,-0.004821-0.0053888i,-0.019141-0.017489i,-0.024042-0.016642i,-0.015297-0.0015858i,0.0045035+0.012666i,0.025102+0.011915i,0.032938-0.00065212i,0.023397-0.0092841i,0.010791-0.0094757i,0.007454-0.0058275i,0.0083964-0.0032077i,0.0046793-0.0017887i,-0.004136-0.00085479i
-0.09189-0.36446i,-0.072502-0.45771i,0.069377-0.46335i,0.16423-0.36866i,0.11711-0.23469i,0.038207-0.14871i,0.0032062-0.11402i,0.0021348-0.081751i,0.0038468-0.044541i,-0.0027002-0.016412i,-0.0082553+0.0023868i,-0.0069845+0.010388i,0.0018735+0.0073039i,0.0099481-0.001348i,0.0037898-0.0082063i,-0.014827-0.0049189i,-0.029969+0.0080778i,-0.032217+0.01903i,-0.023376+0.021124i,-0.01311+0.016643i,-0.011105+0.012006i,-0.010042+0.012164i,-0.0016459+0.012856i
0.09847+0.11483i,-0.15879+0.090846i,-0.45729+0.086703i,-0.4882+0.096476i,-0.29656+0.10319i,-0.1195+0.10368i,-0.028642+0.091714i,0.0032116+0.062089i,0.0089985+0.043783i,0.016296+0.041783i,0.023439+0.039381i,0.02114+0.038427i,0.015854+0.032294i,0.0091701+0.017902i,0.003482+0.0087399i,0.010643+0.0052934i,0.02411-0.0017211i,0.02782-0.0075792i,0.017528-0.0080726i,0.0034254-0.0070933i,0.00090728-0.0054218i,0.0067404-0.0059654i,0.0052766-0.0065975i
-0.047688+0.25593i,0.17677+0.3819i,0.35301+0.3954i,0.34051+0.27208i,0.23123+0.090138i,0.11488-0.032722i,0.01271-0.061882i,-0.052008-0.038139i,-0.056546-0.016622i,-0.025733-0.021651i,-0.0053633-0.03742i,0.0015233-0.043143i,0.0010426-0.039988i,-0.0073133-0.030806i,-0.010896-0.021275i,-0.012361-0.017424i,-0.017046-0.012616i,-0.016862-0.0070423i,-0.0076609-0.0040607i,0.003408-0.0036339i,0.002138-0.005677i,-0.0075309-0.0036302i,-0.0078545-0.0015675i
-0.040756-0.37212i,-0.03904-0.42978i,0.044973-0.37964i,0.081341-0.24845i,0.029521-0.11156i,-0.012572-0.037536i,-0.011736-0.0081401i,0.016574+0.010153i,0.036896+0.011261i,0.030319+0.001766i,0.015626-0.006758i,0.0017021-0.015934i,-0.0077442-0.014906i,-0.0046684-0.00050901i,0.0065976+0.012724i,0.011559+0.010426i,0.0035395+0.00080029i,-0.0061346+0.0015752i,-0.0093775+0.0084292i,-0.0088796+0.012183i,-0.0036891+0.011675i,0.0023715+0.0059177i,0.0021661+0.0050415i
