-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
-0.00011273+0.00083297i,0.00021962+0.0001692i,-0.0011538+0.00070069i,-0.0017135+0.0020036i,-0.0011017+0.0027081i,-0.00079777+0.002258i,-0.00043275+0.0014319i,0.00026013+0.00076291i,0.0010364-0.0006014i,0.0018672-0.0018844i,0.0018364-0.0019827i,0.0012532-0.0018541i,0.0013493-0.0013987i,0.0010567-0.0013465i,0.00043523-0.0018986i,0.00011051-0.0016525i,-4.9461e-05-0.0013535i,0.00032179-0.00085132i,-3.2944e-05+0.0001861i,-0.00019884+0.0010687i,0.00031543+0.001083i,0.00064667+0.00087521i,0.00050705+0.0010962i
-0.0013281+0.001949i,-0.00021358+0.002748i,0.00086466+0.0027212i,0.0014319+0.0022201i,0.0011875+0.0020628i,4.4205e-05+0.0017943i,-0.00026705+0.0012775i,-0.0003994+0.00030531i,-0.00051458-0.0005821i,0.00021164-0.00040239i,0.00099175+0.00030305i,0.001519+0.0011293i,0.001235+0.0014461i,0.00074501+0.0010148i,0.00098563+0.00013929i,0.0004728-0.00010033i,8.5943e-06+6.5823e-05i,0.00078479+0.00041958i,0.0012822+0.00025096i,0.00018392+0.00038278i,-0.00046798+0.00024708i,5.5318e-05+0.00044855i,0.00044188+0.00092665i
-0.0015579+0.00052278i,-0.0021289+0.0016262i,-0.0013962+0.0027679i,-0.00051492+0.0025504i,-0.00054192+0.0010742i,-0.00095218+0.00072532i,-0.00048192+0.0015092i,-5.2889e-05+0.00095044i,-0.00010309-3.1504e-05i,-0.00048834+0.00035373i,-0.00064391+0.00071946i,-0.00050219+0.0011856i,-0.00019646+0.0013023i,0.00012737+0.0013745i,-0.00040821+0.0011438i,-0.0003144+0.00097255i,0.00025393+0.00033368i,0.00059953-0.0003972i,0.00062985-0.00048647i,0.00042056-0.00015861i,0.00072626-0.00028437i,0.00085375-0.0012077i,9.6438e-05-0.0010251i
0.00067777-0.0049077i,-0.0017414-0.0043555i,-0.002649-0.0016076i,-0.0015951+0.0010455i,-0.0013744+0.0031748i,-0.0016919+0.0034216i,-0.0010098+0.0022123i,-0.00058751+0.0011369i,-0.00062365-4.4572e-05i,-0.00057737-0.0012566i,8.7471e-05-0.0015279i,7.0182e-05-0.0012048i,-0.00053804-0.00068202i,-0.00050479+0.00024819i,-0.0006634+0.00033967i,-0.00038377-8.2586e-05i,-0.00018594-0.0002486i,-0.00063752-1.5356e-05i,-0.00066804+0.00018145i,-0.00019958+0.00022606i,0.00053624+7.6912e-05i,0.00037674+0.00013929i,7.8673e-05-0.00030302i
0.0020048+0.00047034i,-0.0005896+0.0014975i,-0.0019984+0.00061261i,-0.0023988+0.0010274i,-0.002113+0.0020057i,-0.0017726+0.0019572i,-0.0011746+0.0015843i,0.0001088+0.0010202i,0.0011977-0.00026038i,0.0015501-0.0013297i,0.00089738-0.0024753i,7.5991e-05-0.0021721i,-0.00020959-0.00024614i,-9.0189e-05-3.7348e-05i,-0.00023329-0.0014343i,-0.00058631-0.0019734i,-0.0010639-0.00099603i,-0.0013929-0.00046789i,-0.00088649-0.00053649i,-0.00067985-0.00029303i,-0.00039397-0.00017055i,0.00020349+2.3749e-05i,0.00020756+0.00039843i
-0.0013316+0.00041162i,-0.0018183+0.00098175i,-0.0027017+0.0013869i,-0.0024856+0.0022496i,-0.0015234+0.0036357i,-0.00097034+0.0035954i,-3.6346e-05+0.0018704i,0.00028488+0.00087485i,0.00052496+0.00079281i,0.0018387+0.00082969i,0.001922+0.00028163i,0.00079531-0.00021352i,0.00074572-0.00057241i,0.0012264-0.00091217i,0.00091027-0.0007862i,0.00039475-0.00010444i,0.00048713+0.0001891i,0.00014952+5.1127e-05i,-0.00061904+0.00034736i,-0.00066612+0.00056536i,-0.00049068+1.748e-05i,-0.00058346-0.00042263i,-0.00086899+3.7117e-05i
0.00029982-0.00052584i,-0.0025617+0.0018352i,-0.0026013+0.0030508i,-0.0010806+0.0025556i,-0.00026174+0.0014253i,-0.00088892+0.0017556i,-0.00044055+0.0023169i,0.00033179+0.0015865i,0.00072314+0.00031771i,0.00097899-0.00044732i,0.00034672-0.0005076i,0.00033596+0.0001616i,0.00073665+0.00070555i,0.0008486-0.00010524i,0.00078445-0.00032774i,0.00044224+0.00037396i,-7.9899e-05+0.00081043i,0.00012276+0.0010522i,0.00059094+0.00071992i,0.0004749+0.00021647i,0.00040298+0.00026936i,0.0003407+0.00053719i,0.00020993+0.00072929i
0.0015722-0.00032549i,0.0018874+0.00098126i,0.00027522+0.0016622i,-0.0012329+0.003115i,-0.0027018+0.0039503i,-0.0017891+0.00369i,-0.00055357+0.0029304i,-0.00052388+0.0014131i,-0.00041659-0.00076901i,0.00013945-0.0019451i,0.00036046-0.0019444i,7.3857e-06-0.0005467i,-0.00048445-0.00019698i,0.00037347-0.0010536i,0.00084576-0.00064739i,-0.00014546+0.00045654i,-0.00079457+0.0013877i,-0.00015149+0.0011292i,0.00031243+0.00042331i,9.5549e-05+0.00062706i,0.00012911+0.00029922i,0.00017579-0.00036529i,0.00028081+5.9892e-05i
0.0015752-0.0017084i,0.00078447-0.0043489i,7.829e-05-0.0051105i,-0.00043861-0.003363i,-0.0010114-0.00052003i,-0.00206+0.001485i,-0.0018436+0.001957i,-0.00059923+0.0010037i,0.00059915-0.00090719i,0.0013678-0.0021115i,0.0014354-0.0018721i,0.00085009-0.0010836i,0.00030522-0.00025871i,0.0006781-0.0002204i,0.00054314-0.00088292i,-0.00039437-0.00073733i,-0.0011965+8.0475e-05i,-0.0012736+0.00074837i,-0.0013217+0.00076384i,-0.0017995+0.00093899i,-0.0011469+0.00064212i,-0.00038378+0.00026641i,-0.00037691+0.00072229i
-0.00078527+0.001497i,-0.0023142+0.0022927i,-0.0023918+0.0025092i,-0.0016195+0.001602i,-0.0015739+0.0013988i,-0.0013755+0.0013792i,-0.0002435+0.0008975i,0.00067402+0.00091533i,0.00063098+0.0009557i,0.000478+0.0011224i,0.00071664-0.00016705i,0.00075169-0.0013912i,-7.6071e-05-0.0010376i,-0.00033049-0.00052161i,0.0010856-3.9207e-05i,0.00097996+0.00068142i,-0.0004395+0.0009059i,-0.00089762-0.00023i,-0.00068197-0.0010567i,-0.00047721-0.00056642i,-0.00038847-0.00028021i,-0.00048702-0.00068809i,-0.00015321-0.0008895i
0.0034033-0.00065893i,0.0030092-0.0023783i,0.0010554-0.0025251i,-0.00032637-0.0013829i,-0.0012183-6.1935e-05i,-0.0020894+0.00072465i,-0.001005+0.0010101i,0.00019385+0.00048137i,0.00034334-0.00010054i,0.00051256-0.00012617i,0.00051625+0.00044798i,0.00038231+0.00096701i,0.00037683+0.0011416i,0.00039071+0.0010066i,0.00057004+0.0010049i,0.00082468+0.00073338i,0.00013161+0.00045663i,-0.00090071-0.00054822i,-0.00135-0.0015477i,-0.0010553-0.0011299i,0.00024509-0.00067374i,0.00088313-0.0011555i,0.00015275-0.0014633i
0.00034546+0.0023646i,-0.0012726+0.0030017i,-0.0010514+0.0030076i,-0.00017219+0.0024553i,-0.0010718+0.0016084i,-0.0014645+0.0016254i,-0.00086839+0.0018925i,5.134e-05+0.0016991i,0.00040368+0.00073496i,0.00074861-0.00057109i,0.00094657-0.00094497i,0.00015798-0.0001062i,-0.00062797+0.00014467i,-0.00041705-0.0002023i,0.0001054+0.00016926i,-0.00039716+0.0004752i,-0.00029705-8.6033e-05i,0.0006151-0.00039147i,0.00093483-0.00085071i,0.0008472-0.00082018i,0.00051467-8.6113e-05i,-0.00028433+8.1576e-05i,-0.0001806+0.00028144i
-0.001623+0.00055439i,-0.00084921+0.0023809i,-0.00022141+0.0030037i,0.00060735+0.0033451i,0.00027712+0.0036019i,-0.00035268+0.0028385i,-7.8626e-05+0.00076015i,0.000248-0.0007405i,0.0010556-0.00054972i,0.0022224+0.0010961i,0.0016285+0.00059685i,0.00020669-0.0014174i,-3.0553e-05-0.0022156i,0.00066179-0.0016284i,0.0010216-0.00069813i,0.00046122-0.00021166i,-0.00017135+0.00012222i,-0.00015003+0.00051901i,4.6982e-05+0.00099791i,-0.00019863+0.00059614i,-0.00044515-0.00022693i,2.6857e-05-0.00057492i,0.00013385-0.00022853i
-0.00014042+0.00089263i,-0.0012066-0.0011306i,-0.0022341-0.0015974i,-0.0020233+7.9635e-05i,-0.00092078+0.0017496i,-0.00065908+0.0023167i,-0.00031974+0.001594i,0.00091775+0.00097943i,0.0013108+0.00065242i,0.0013179+0.00045505i,0.0012939-0.00093971i,0.00085395-0.0023462i,0.00090012-0.0015056i,0.00078989-0.0002071i,0.00075102+0.00048548i,0.00025557+0.00065666i,-0.00037313+0.00048229i,-0.00080386+0.00034758i,-0.00077103+0.00061704i,-0.00083735+4.8128e-05i,-0.00053706-0.00055087i,0.00042612-6.1257e-06i,0.00022028+0.0006751i
0.0011121-0.00018866i,-0.00033871+0.00059789i,-0.00158+0.0017574i,-0.0021102+0.0016188i,-0.0021484+0.0016032i,-0.0014029+0.0020528i,-0.00081396+0.0017768i,-0.00077111+0.0013788i,-0.0012478+0.00016589i,-0.0016562-0.00082325i,-0.00050673-0.00085228i,0.0007806-0.00060951i,0.00047907+0.0003974i,-0.00099723+0.00089219i,-0.0015863+0.00058772i,-0.0011386-0.00026877i,-0.00078285-0.00091405i,-0.00067204-0.0008101i,-0.00070253-0.0001007i,-0.0004062+0.00020321i,0.00058533-0.00012538i,0.0010167-0.00020709i,0.00038823-0.00064093i
-0.00091101+0.0012825i,0.0006909+0.002829i,0.0010183+0.0043427i,0.00073333+0.0039638i,0.00084121+0.0028428i,-6.71e-05+0.0019754i,-0.00086733+0.0016463i,-0.00089555+0.00061909i,-0.00050126-0.0014997i,0.00033812-0.0027395i,0.00075226-0.0024408i,0.00082953-0.00091949i,8.2026e-05+2.7147e-05i,-0.0010071-0.00034655i,-0.0010929-0.00067314i,-0.00042275-0.0011953i,0.00021008-0.0010356i,0.00072982+6.486e-05i,0.00037717-3.1124e-05i,-0.00024171-0.00037045i,4.2173e-06-0.00027052i,-4.8261e-05-0.00035154i,3.6362e-05+0.00016579i
-0.0038088+0.0015862i,-0.0058596+0.0020933i,-0.0058135+0.0024056i,-0.0043723+0.0026337i,-0.0028047+0.0027515i,-0.00099982+0.0019864i,-6.6851e-05+0.00086741i,0.00044485+0.0007458i,0.0012957+0.00038559i,0.0025762-0.00081419i,0.0026167-0.0011813i,0.00074687-0.00083784i,-0.00021397-0.0011686i,0.00018953-0.00145i,3.4817e-05-0.0017307i,0.00037164-0.0016474i,0.0005525-0.00028553i,0.00023018+0.00085203i,-9.1724e-06+0.00089787i,-4.8444e-05+0.00032381i,-0.00047198-0.00058529i,-0.00037627-0.00095914i,6.4463e-05-0.00069951i
0.001321-0.0024682i,0.000246-0.002065i,-0.00033614-0.0012207i,-0.0011117+0.0010365i,-0.0011437+0.0031918i,-0.00052824+0.0039361i,-0.00042518+0.00343i,0.00014278+0.0026254i,0.00080522+0.0022143i,0.00086064+0.0017329i,0.00037626+0.00059053i,0.00090889-0.00089349i,0.0020863-0.0012312i,0.0031905-0.00063186i,0.0032066-0.00014646i,0.001714+0.00020995i,0.0011774+0.00083655i,0.0008441+0.00097479i,0.00020538+0.00053703i,0.00048425+0.00053227i,0.00070183-0.00025562i,0.00078277-0.0009936i,0.00067565-0.00081893i
-0.00052906+0.0033944i,-0.00062706+0.004117i,6.4299e-05+0.0048734i,0.00065161+0.0042364i,0.00030949+0.0019339i,-0.0012334-0.00020717i,-0.0023504-0.00015021i,-0.0020673+0.00035635i,-0.0017872-1.5846e-05i,-0.00085734-0.0010007i,0.00094251-0.0016876i,0.0017041-0.001715i,0.0018079-0.00020648i,0.00092643+0.0014993i,-0.00010775+0.0015248i,-0.00057549+0.00064422i,-0.0013264+0.00025946i,-0.00099739+7.9402e-05i,-0.00043932-0.0002144i,-0.00023253+0.00023664i,-0.00035492+0.00050251i,-0.00045151+0.00031598i,0.00022601+0.00067729i
0.0027661+0.00086431i,0.0022727+0.0004599i,0.0009686-2.3027e-05i,-0.00067406-0.00030273i,-0.0012074+0.00088759i,-0.0014983+0.0021057i,-0.0016708+0.0017586i,-0.00032224-3.3254e-05i,0.0015481-0.0021357i,0.0027284-0.0023852i,0.0023553-0.00090252i,0.0010487+0.00053797i,-0.00027213+0.0018953i,-0.0012381+0.0013596i,-0.0019291+6.3969e-05i,-0.0017725+9.9587e-05i,-0.000633-0.00059932i,-9.3217e-05-0.001488i,-0.00059223-0.00083579i,-0.0011649+0.0001709i,-0.001218+0.00078559i,-0.00063262+0.0012792i,-0.00060057+0.0009557i
-0.0015978+0.00029205i,-1.0019e-05+0.0026212i,0.0011311+0.0038672i,0.00063836+0.0027348i,0.00010498+0.0024322i,0.00053606+0.0024863i,0.00088671+0.0019465i,0.00090598+0.0013867i,0.0012412+0.00082454i,0.0019938+0.00084486i,0.0017403+0.00066394i,0.00021466+0.00017584i,-0.0010936-0.0012098i,-0.0015834-0.0023176i,-0.001002-0.0020823i,-0.00079171-0.00081939i,-0.00071504-1.7778e-05i,6.3365e-05-0.00068544i,0.00025519-0.0007687i,-0.00026654-0.00016928i,-0.00068055+6.2722e-05i,-0.00067765+8.4592e-05i,-0.00010748-0.00022462i
-0.0017519+3.7645e-05i,-0.0024-2.666e-05i,-0.0015495+0.00059886i,-0.00072959+0.0015799i,-0.001059+0.0025002i,-0.0011364+0.0024647i,-0.0014655+0.0010805i,-0.001933+0.00015579i,-0.0026379+0.00039887i,-0.002487+0.00075201i,-0.0014168-8.6616e-06i,-0.0013898-0.0015454i,-0.00090259-0.002352i,0.00044866-0.0016831i,0.0014752-0.0013388i,0.0012021-0.00096205i,0.00059954+0.00012635i,0.00077194+0.00096498i,0.0013+0.00072727i,0.00078853-0.00054818i,0.0010635-0.00059111i,0.0013394+0.0008114i,0.00044434+0.0010206i
-0.0011984+0.00040142i,-0.0016711+0.00039587i,-0.0027081+0.00070995i,-0.0019921+0.0030775i,-0.0009199+0.0042513i,-0.0010046+0.003228i,-0.0015122+0.0018341i,-0.0011372+6.8053e-05i,-0.00068314-0.0014925i,0.00014066-0.001953i,0.00080454-0.0023407i,0.0010892-0.0022852i,0.0022799-0.0018623i,0.0028714-0.0008814i,0.0020787+2.2383e-05i,0.0014756+0.00018299i,0.0006334+0.00010011i,-0.00019763+0.00061103i,-0.00067603+0.0014377i,-0.0007167+0.001923i,0.00012776+0.00070039i,0.00041167-7.7663e-05i,0.00059398+0.0003392i
-0.0027065+0.00032583i,-0.0016981+0.0016779i,-0.00030042+0.0032943i,0.00018835+0.0028521i,-0.00015493+0.0016273i,-0.0011048+0.0020114i,-0.0011485+0.0025595i,1.9834e-05+0.0015016i,0.0011672+4.4295e-05i,0.0024444-0.00039507i,0.0024985-0.00015712i,0.0020542+0.00087132i,0.0022363+0.0029889i,0.0014742+0.0035663i,0.00053863+0.0016646i,0.00043484+0.00033379i,-0.00047376+0.00033527i,-0.00056261+0.00035652i,-4.4698e-05+0.00017309i,-0.00022791-3.53e-05i,-0.00060186+0.0002575i,-0.00054921-4.8798e-06i,-0.00026742-0.00024428i
0.00024068+0.001215i,0.00071616+0.0022295i,-0.00023857+0.0025278i,-0.0015313+0.0025201i,-0.0017229+0.0027792i,-0.001003+0.0027068i,2.5925e-05+0.0016622i,0.00077176+0.00094922i,0.0011255+0.0016481i,0.0021493+0.0021056i,0.0022924+0.0020235i,0.00082797+0.0012782i,-0.0013519+0.0014536i,-0.0025848+0.0011426i,-0.0017734+0.00021898i,-0.0003366-0.00017977i,-8.8069e-05-0.00050834i,-0.00049915-0.00092052i,-0.00032245-0.00092208i,0.00019387-0.00040167i,0.00039905+2.6296e-05i,0.00038044-0.0001441i,4.6128e-05+6.1313e-05i
-0.00031066+0.00039873i,-0.0013963+0.00077474i,-0.0024711+0.001356i,-0.0021655+0.0025114i,-0.00084107+0.0029293i,-0.00044685+0.0022949i,-0.00074656+0.0014695i,0.00035278+0.00025195i,0.00097804-0.00037241i,0.0003787-0.00028381i,-0.00019992-0.00083275i,-0.00086035-0.0025667i,-0.0013349-0.0039214i,-0.0015398-0.0043186i,-0.0014914-0.0032952i,-0.00026478-0.00112i,0.00076769-0.00032612i,0.00048432-0.00060829i,-0.00022593-0.00021323i,-0.00011934+0.0005016i,0.0005165+0.0004505i,0.00087421+0.00050915i,0.0014467+5.849e-05i
-0.0015676-0.0034387i,-0.0028149-0.0025987i,-0.0035086-0.00087126i,-0.0035502+0.00065631i,-0.0035963+0.0020494i,-0.0026673+0.0040121i,-0.00053769+0.0033464i,0.00024561+6.927e-05i,-0.00013162-0.0017459i,4.9265e-06-0.0021925i,0.00098492-0.0029373i,0.0014643-0.0041052i,0.0023449-0.004836i,0.0025119-0.0046659i,0.0017306-0.0032165i,0.00084891-0.0015148i,0.00056491-0.00022891i,-0.00010748-6.968e-06i,-0.0009594-0.00064735i,-0.00078215-2.058e-05i,-0.00074002+0.00060204i,-0.00062287+0.00043534i,-8.5729e-05+0.00015058i
0.0012892+0.0003333i,0.00023134+5.5679e-05i,-6.6923e-05+0.0014428i,-2.0251e-05+0.0023866i,-0.0010734+0.0018339i,-0.0022011+0.0017607i,-0.0015596+0.0013886i,0.00014577+0.00075125i,0.0017882+0.00057642i,0.0029548+0.00019923i,0.0032354-0.00056156i,0.0029117-0.0014822i,0.0033708-0.00070136i,0.0035978+0.00066135i,0.0030498+0.00036612i,0.0013274+5.8906e-05i,-0.00061064+0.00051917i,-0.00067963+4.7848e-05i,-8.2499e-05-0.0009148i,-0.00081062-0.00022692i,-0.0017685+2.6404e-05i,-0.00085323-0.0005446i,0.00026343-0.001104i
0.002153+0.00033314i,0.0027165-0.00024293i,0.0012531+0.00050117i,-0.0008393+0.0014103i,-0.0014975+0.0019904i,-0.0016149+0.0022832i,-0.0010849+0.002354i,-2.4986e-05+0.0019576i,0.00096684+0.0018705i,0.00078198+0.0021359i,-0.00025264+0.003144i,-0.0009773+0.004257i,-0.00034687+0.0058042i,8.5821e-06+0.0065188i,6.3164e-05+0.0047963i,0.00030888+0.0024422i,0.00041882+0.00065911i,8.6598e-05-0.00041778i,-0.00046465-0.00028668i,-0.00031918+0.00024118i,-6.0013e-05+0.00035695i,0.00060955+0.00034502i,0.0010584+0.00020244i
-0.0003918-3.5765e-05i,-0.00069033+0.0002158i,-0.00064849+3.974e-05i,-0.0011322-0.00069906i,-0.00032823-0.00051736i,-0.00072581+0.00062724i,-0.0010506+0.00030175i,-0.00070057-0.00030874i,-0.00071857-0.00018024i,-0.00032249+0.00055994i,-0.0011165+0.0010289i,-0.0025084+0.0013286i,-0.0039127+0.0019681i,-0.0039555+0.0021178i,-0.0019804+0.002119i,-0.0012165+0.0017799i,-0.00094192+0.0002495i,-0.00016145-0.00013518i,-2.2398e-05+0.00056608i,-2.2962e-05+0.0012004i,0.00017208+0.00148i,0.00023667+0.00033373i,0.00040982-0.00038952i
9.679e-05-0.0036804i,-0.0020326-0.0016283i,-0.0036668+0.0011751i,-0.0036852+0.0031899i,-0.0032806+0.004137i,-0.00181+0.0042759i,0.00037548+0.0032812i,0.0017006+0.0014382i,0.0018385-0.00050638i,0.0018242-0.0014007i,0.0013231-0.0025004i,0.000132-0.0042253i,-0.00099395-0.0049714i,-0.00090656-0.0046658i,-0.00068146-0.0030433i,-0.00054733-0.0016018i,1.5284e-05-0.00073548i,0.00015626+0.0002224i,-0.00025012+0.00028302i,-0.00078182+0.0001967i,-0.0008276+0.001077i,-0.00089201+0.0010115i,-0.0009017+0.00010656i
0.00066667-0.00079395i,-0.0014223-0.00036223i,-0.0020794+0.00145i,-0.0010915+0.0030142i,-0.001046+0.0019994i,-0.00089518+0.0012712i,0.00021461+0.0018976i,0.0016086+0.0018754i,0.0025448+0.0006333i,0.0035258-0.00098982i,0.0042876-0.0025242i,0.0045974-0.0035427i,0.0052745-0.0044987i,0.0054195-0.0048616i,0.0032859-0.0037227i,0.00089443-0.0020076i,0.0002116-0.00055905i,0.00014576+0.00057761i,0.00068396+0.00080271i,0.00090927+0.00086095i,0.00020374+0.00048297i,-0.00055341-0.00024122i,-0.00044422-0.0011315i
-0.00069633+0.0021481i,0.00058653+0.0038989i,0.00040928+0.0039362i,-0.0013582+0.0030194i,-0.0017945+0.0024061i,-0.00044811+0.0020606i,-0.00011146+0.0018811i,-9.1747e-05+0.0010196i,0.00029906-0.00017124i,0.00045416-0.00034804i,0.00093788+0.00019748i,0.0019521+0.0017265i,0.0035613+0.0033978i,0.0044261+0.0028807i,0.0035054+0.0013476i,0.0020267+8.1815e-05i,0.00084408+2.3584e-05i,0.00010563+0.00037323i,0.00029368+0.00048249i,0.00087224+0.0008409i,0.00068266+0.00080031i,-0.00028422+0.00053688i,0.00020293-0.00014021i
9.2175e-05-0.0026815i,-0.00062846-0.0021291i,-0.00274-0.0013425i,-0.0035695+0.00064189i,-0.0022933+0.0019711i,-0.0013108+0.0019836i,-0.00099004+0.0013923i,-0.00073251+0.00014248i,-0.00066749-0.00092189i,-0.0017893-0.0013006i,-0.0026475-0.00056444i,-0.0027463+0.0008474i,-0.0031348+0.0027324i,-0.0031951+0.0033922i,-0.0023976+0.0018504i,-0.00089913+0.00055432i,-0.00013611-0.00044796i,-0.00048502-0.00042826i,-0.0012588-0.00026765i,-0.0010361+0.00025628i,7.7693e-05+0.00063406i,0.000367+0.00078115i,-0.00036475+0.0012107i
-0.0019612-0.0025361i,-0.0040667-0.00083373i,-0.0042329+0.0027423i,-0.0026303+0.0049016i,-0.0014464+0.0047126i,-0.0017329+0.0038439i,-0.0016004+0.0025334i,-0.00056495+0.0011838i,-9.3964e-05+0.00016985i,-0.00027711-0.00038486i,-0.00035235-0.0013497i,-0.002105-0.0019192i,-0.0044901-0.0014371i,-0.0049834-0.00096254i,-0.003332-0.0011357i,-0.001032-0.00087941i,-0.00014505-0.00014559i,0.00043972+0.00055082i,0.00035905+0.00018972i,-0.00046924-0.00033613i,-0.00080428+0.00018033i,-0.00085476+0.00021839i,-0.0011814-0.00016705i
0.0028419+0.0031724i,0.0028419+0.0029392i,0.0010425+0.0019323i,-0.0012828+0.0022454i,-0.0023889+0.0029952i,-0.0012817+0.0027492i,1.7884e-05+0.0021186i,0.00070029+0.0020923i,0.001495+0.0022281i,0.0024544+0.00098303i,0.0030049-0.0011388i,0.0025554-0.0029586i,0.0014066-0.0043354i,0.00073805-0.0042132i,0.00030838-0.002736i,-8.546e-05-0.001626i,-0.00021024-0.00075622i,-0.00053073+0.0001035i,-0.00080177+0.00045609i,-0.00015477+3.1145e-05i,0.0012178-0.00026787i,0.0016916+0.00047766i,0.00093253+0.00046668i
-0.001705+0.00074231i,0.00019048+0.0016789i,0.00064551+0.0022597i,8.0714e-05+0.0032185i,-0.00064372+0.0037571i,-0.0015692+0.0027235i,-0.0010682+0.0017612i,0.00029265+0.0016079i,0.00039065+0.0014187i,0.0010213+0.0018156i,0.0027378+0.0022315i,0.0045582+0.0018473i,0.0059483+0.00012897i,0.0056842-0.0014123i,0.0038089-0.0011526i,0.0017725-0.00072302i,0.00055876-0.00062454i,0.00017211-0.00014948i,-0.00084168+0.00048565i,-0.0013421+0.0006329i,-0.00065219+0.0003979i,-0.00084639+5.3833e-05i,-0.00042093+0.00018876i
0.0020933-0.0032677i,0.00054111-0.0035529i,-0.0019786-0.0016432i,-0.0030253-0.00037757i,-0.0035685+0.00033919i,-0.0032449+0.00072814i,-0.0014015-0.00012654i,0.00060635-0.00057155i,0.00072969-0.0010001i,2.8909e-05-0.0015929i,-0.00056348-0.00088241i,-0.00028435+0.0018381i,0.00092419+0.0037044i,0.0020096+0.0027366i,0.0019605+0.0010334i,0.0010279-0.00015841i,0.00081475-0.00066498i,0.0002549-0.00075655i,-0.00045675-0.00090795i,-0.00013299-0.00045184i,0.00032649+0.00015116i,0.00054115+0.00060979i,0.00041709+0.00065047i
0.0042752+0.0010566i,0.0031724-2.8049e-05i,0.0011351-0.0017275i,-0.0015611-0.00085587i,-0.0044605+0.0011164i,-0.004772+0.0026877i,-0.0024737+0.0025037i,-0.00010576+0.00039491i,0.001437-0.0019698i,0.0015626-0.0029106i,-0.00013138-0.0029849i,-0.0022454-0.0017564i,-0.003025+0.00043535i,-0.001096+0.0021867i,0.00075854+0.0023616i,0.0010485+0.00049876i,-0.00017588-0.0010039i,-0.0006153-0.00069232i,-0.0002509+0.00035974i,-0.00036545+0.00073198i,-0.00036899+0.00062658i,-0.0002545-0.00024911i,0.00010808-0.00089222i
-0.00039764+0.00022582i,-0.00056022-0.00020761i,-0.00069834+7.1436e-05i,-0.0014651+0.00040513i,-0.0010568+0.00071291i,-0.00025921+0.0011426i,-0.000263+0.0013464i,-0.00099402+0.0016527i,-0.0010735+0.0023122i,0.001242+0.00088653i,0.002703-0.0022886i,0.0014048-0.0044099i,-0.001567-0.0038653i,-0.0031007-0.0025421i,-0.0019223-0.0018239i,-0.00030607-0.00075123i,0.00025797+0.00096969i,0.00055424+0.0024066i,0.00029954+0.0021667i,-0.00070257+0.0011125i,-0.0010882-0.00021787i,-0.00040594-0.001013i,-0.0001777-0.00071251i
-0.00087097+0.0038573i,0.00030717+0.0057142i,0.0016503+0.0051234i,0.0024447+0.002365i,0.0021243+0.00037735i,0.00039316-0.00090796i,-0.0010606-0.00034795i,-0.00082682+0.00022887i,-0.0012474+0.00019206i,-0.0016744+0.00097568i,0.00030833+0.0010913i,0.0022454-0.00024846i,0.0027044-0.0021471i,0.00083696-0.0023206i,-0.0017148-0.00065399i,-0.0012961+0.00034276i,-0.00017108+0.00065507i,-0.00016013+0.0002272i,-0.00011393-0.00013323i,-0.00010019+0.00039812i,-0.00043074-7.1075e-05i,-0.00050137-0.00054924i,0.00011568+0.00039978i
0.00016183-0.0016118i,0.00032115-0.0029701i,-0.0011564-0.0025147i,-0.00236-0.0001134i,-0.0025928+0.00037827i,-0.0024278-3.225e-05i,-0.00052033+0.00066173i,0.0012893+0.00069677i,0.00092436-0.0003713i,-6.7948e-05-0.00039535i,-0.00046052+0.0010225i,0.00085358+0.0031408i,0.0036371+0.0040249i,0.0049256+0.0018898i,0.0034581-0.00072225i,0.00099261-0.0006353i,-0.00012474-0.00038804i,-0.0010375-0.001029i,-0.0021616-0.00054709i,-0.0016486-0.00025482i,-0.000189-0.00029094i,0.00043378+0.00051421i,-2.2641e-05+0.00029824i
0.0022088-0.00073231i,0.0013535-0.0014679i,-0.0013592-0.0024185i,-0.0034816-0.0013721i,-0.0043037+0.00034656i,-0.0046237+0.0011143i,-0.0024549+0.0023259i,-0.00011962+0.0020539i,0.0015473-0.00019489i,0.0021111-0.0017251i,0.00070782-0.0020199i,-0.00073912-0.00025503i,-0.00077753+0.0023965i,0.001557+0.003341i,0.0025957+0.0023562i,0.00090791+0.00029746i,0.0007798-0.00057397i,0.0012106-0.00062073i,0.0011276-0.00059798i,0.00068146+2.3731e-05i,0.00032525+0.00019821i,0.00048388+0.00019595i,0.00038543+0.00057127i
