-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
-0.013873+0.011773i,-0.011407+0.018834i,-0.0053756+0.027049i,0.0024509+0.021519i,0.0088149+0.013175i,0.010925+0.0049501i,0.0056311-0.00024159i,0.0010286-0.0003247i,-5.7303e-06+0.0019438i,0.0030493+0.0021697i,0.0053997-0.0017315i,0.0022955-0.0056319i,-0.0017381-0.0055541i,-0.003974-0.0031512i,-0.0039027-0.00049343i,-0.0021402+0.00085363i,-0.00027594+0.00063829i,0.00042275+0.00082519i,-4.7608e-05+0.00066634i,-0.0016188-0.00033541i,-0.0026682-0.0019081i,-0.001475-0.0016896i,-0.00012243-0.0004075i
-0.0012365-0.002345i,-0.00059742-0.0027639i,-0.0013431-0.0010027i,-0.0023026+0.0029943i,-0.0011686+0.0049376i,-0.00098648+0.0028332i,-0.001457-7.3428e-07i,-2.7939e-05-0.001023i,0.0010927-0.00063126i,0.0017939+0.00092219i,0.0023471+0.0010667i,0.0025852-0.0012593i,0.0011234-0.0036379i,-0.0010251-0.0039674i,-0.0012456-0.0022371i,-0.00029273-0.00074563i,-0.00063333+0.0010418i,-0.0016836+0.0026655i,-0.0013585+0.0018859i,-0.00051958+0.00099368i,0.00034182+0.00064259i,0.0010477+0.00050172i,0.00023942+0.00037322i
-0.0028098-0.001281i,-0.0045004+0.00038166i,-0.0055738+0.0034586i,-0.0034546+0.0033332i,-0.00066504+0.0016088i,-0.00033508+0.0016308i,-0.0010785+0.0020542i,-0.0010336+0.0015646i,-0.0010786+0.0010726i,-0.0010211+0.0006296i,-0.0005633-0.00017921i,0.00024269-0.00025089i,0.0019743-0.0010348i,0.0021029-0.0024041i,0.00034486-0.001423i,-0.00038701-0.00030312i,-0.00066125+0.00025339i,-0.00067451-9.1717e-05i,-0.00048646-0.0012307i,5.4345e-06-0.00090071i,0.00039176-2.4014e-05i,0.00023829-0.00026809i,0.00033105-1.5569e-05i
5.29e-05+0.0024847i,-0.00027023+0.0032991i,-0.0016647+0.0033287i,-0.0018716+0.0038763i,-0.002186+0.0031491i,-0.0021354+0.0012581i,-0.0016553+0.0010719i,-0.002065+0.0014779i,-0.0021006+0.0014301i,-0.00051404+0.00060464i,-0.00041909-7.7289e-06i,-0.0014397+0.00089598i,-0.00072145+0.0016492i,0.0010205+0.00084051i,0.00082522-0.00012161i,-0.00046984+0.00029496i,-0.00059749+0.000319i,0.00029124-0.00017327i,0.00033444+0.00061532i,-0.00068567+0.00087935i,-0.0018209+0.00011798i,-0.0011068-0.0001363i,0.00011128+0.00058797i
0.00082932-0.00024635i,0.00019163-0.0013993i,-0.00017786-0.00085622i,-0.0016348+0.00104i,-0.0028617+0.0028145i,-0.0026997+0.0036295i,-0.001623+0.0025783i,0.00040524+0.00080768i,0.002141-0.00044265i,0.0024869-0.00079411i,0.0023892-0.0017918i,0.0010324-0.0021317i,8.003e-05-0.00016151i,0.00042876+0.0022324i,0.00035406+0.0023596i,-0.00086018+0.0011322i,-0.00086946+0.0012082i,4.8736e-05+0.0010646i,-1.5402e-05+0.00091243i,-0.00034536+0.0012616i,-0.00024918+0.00064963i,-7.1697e-05-0.00036432i,-8.4522e-05-0.0010428i
-0.0037881-0.0020589i,-0.0043668-0.00067034i,-0.0038949+0.0023434i,-0.0010632+0.0034242i,0.00081672+0.0027178i,0.0003674+0.0022702i,0.00048174+0.0025379i,0.0017365+0.0017183i,0.0020853+0.0021426i,0.0020216+0.0028113i,0.0022928+0.0011836i,0.0017109-0.0010287i,0.00032915-0.0016651i,-7.9311e-05-0.00042883i,0.00029333+0.00068622i,0.00050371+0.00028622i,-6.9984e-05-0.00057071i,-0.0011512-0.00094862i,-0.0017652-0.0015654i,-0.0013265-0.0024157i,-0.0001013-0.0020189i,0.00037797-0.00077511i,0.00012313-0.00014013i
5.951e-06+0.0027751i,0.0023569+0.0047767i,0.0030668+0.006033i,0.00083202+0.0044819i,-0.0014467+0.0024347i,-0.0015715+0.0011087i,-0.0011137+0.00061196i,-0.00074813+0.00089418i,0.00015122+0.00055174i,0.00067563+0.0008716i,0.00068894+0.0015205i,0.00076299+0.0011326i,0.0002186-0.00025837i,-0.00063063-0.0016753i,-0.00084715-0.00046529i,9.5124e-06+0.00032894i,0.00027785-0.00046516i,0.00017606-0.00054621i,0.0011397-4.3196e-06i,0.00071953+0.00069415i,-7.062e-05+0.0010888i,0.00037729+0.00067116i,0.00044826+2.4144e-05i
-0.0014984+0.00048246i,-0.0038729+0.00082494i,-0.0052654+0.00097249i,-0.003242+0.0014797i,-0.00089768+0.0025017i,-0.00050589+0.0027017i,-0.0011395+0.0018121i,-0.0010445+0.00079208i,-0.00021428-0.00076272i,0.00056472-0.0025686i,0.00052114-0.003383i,0.00058911-0.0020782i,0.0016952-0.00056925i,0.0017426-0.0010084i,-0.00036753-0.0010827i,-0.0015018-0.00083667i,-0.00040223-0.00054526i,0.00029349-0.00012122i,0.00011339+0.00045218i,8.4726e-06+0.00088966i,-8.8128e-05-6.0179e-05i,-0.00041475-0.00043948i,-0.00035306+0.00036103i
-0.0023947+0.00083188i,-0.0025236+0.0020022i,-0.001934+0.0034669i,-0.00093118+0.0038483i,-0.00052622+0.0035898i,-0.00017336+0.0035491i,0.0010246+0.0030678i,0.0021029+0.0014379i,0.0019152+0.00071683i,0.0011143+0.00032636i,0.0012577-0.00084845i,0.00045082-0.0011972i,0.00018733-0.0011387i,0.0010366-0.0010886i,0.00078368-0.0012182i,-0.00016581-0.00096406i,-0.00054814-0.00011179i,-0.00043965+0.00014379i,-0.0010322+0.00025973i,-0.0012573+0.00047562i,-0.00055852+0.00027426i,7.9081e-05+0.00047997i,0.00060413+5.3444e-05i
0.0032283-0.0011569i,0.0032445-0.0011167i,0.0013854+0.0012611i,-0.0014552+0.0033681i,-0.0026078+0.0031719i,-0.0028467+0.0024171i,-0.002039+0.0012628i,-0.00011385-2.6667e-05i,0.0012877-0.00024933i,0.0022986+0.00055021i,0.0020877+0.00081811i,0.00044098+0.00058281i,-0.00094287+0.001092i,-0.00014315+0.001608i,0.00072419+0.0010668i,-0.00019996+0.00047604i,-0.00030932+0.00049742i,0.00078984-0.00013689i,0.0015675-0.0009085i,0.0011146-0.0010689i,0.0015051-0.00013774i,0.0020845+0.00018449i,0.0013625-0.00028345i
-0.00027513+0.00030122i,-0.00081702+0.0012159i,-0.0019916+0.0024254i,-0.0019169+0.0032783i,-0.00088264+0.0029773i,-0.00072394+0.0019495i,-0.0011469+0.0015988i,-0.0018705+0.0012586i,-0.0024308+0.00099006i,-0.0016187+0.0011244i,-0.00026761+0.00045521i,-0.00033274-4.677e-05i,-0.00031035+0.00014525i,0.00048419-4.6776e-05i,0.0010767+0.00021446i,0.000913+0.00026545i,0.00030144-0.00036975i,-7.4205e-05-0.0011451i,-0.00038298-0.00068717i,-0.0010974-9.5725e-06i,-0.0022039-0.00021427i,-0.0022016-0.00012364i,-0.0014349-0.00011651i
-0.0056979+0.001804i,-0.0060804+0.0046562i,-0.0045379+0.0042201i,-0.0022948+0.0033188i,-0.0015191+0.0036563i,-0.00049836+0.0042989i,0.00087961+0.0023863i,0.00096508-0.00038515i,0.00030876-0.00094922i,0.00046512-0.00058875i,0.00023894-0.0012615i,0.00037188-0.0015535i,0.00072569-0.0010512i,9.4471e-07-0.0014782i,-1.0153e-05-0.001296i,0.0006862+3.6784e-05i,0.00064623+0.000447i,-0.00018962+0.00090851i,-0.00039576+0.0015968i,0.00032105+0.0013084i,0.00094097+0.0010912i,0.0008993+0.00031267i,0.0002024-0.00048792i
0.0019055-0.005515i,0.0012428-0.0038638i,-0.0021132-0.00071366i,-0.0049739+0.001981i,-0.0044091+0.0046406i,-0.0027722+0.0053574i,-0.0010678+0.0029819i,0.00016288+0.00055866i,0.0015717-0.00071988i,0.0032662-0.0010767i,0.0031002-0.00086175i,0.0023478-0.00060443i,0.0024942-0.00019253i,0.0024091-0.0011412i,0.0014459-0.0024355i,0.00047586-0.0021402i,-7.3025e-05-0.0011369i,-0.00013664-0.00072495i,-0.00027381-0.00071681i,-0.00036287-0.00093406i,0.00021504-0.00095302i,0.0013157-0.00079888i,0.00087245-0.00096528i
0.002283-0.0017625i,-0.00010517-0.0028768i,-0.0034415-0.0030841i,-0.0044177-0.00041311i,-0.0039359+0.00079703i,-0.0037447+8.431e-05i,-0.0021587+0.0004269i,0.0016229+0.0011103i,0.0040018+0.0022633i,0.0035256+0.0028459i,0.0025178+0.0019473i,0.00086431+0.00092763i,-0.00016258+0.00037188i,0.00063312-0.00024127i,0.0015613-0.00076762i,0.00092784-0.00087829i,-2.5011e-05-0.00079057i,-0.0004128-0.00024134i,-0.00070688+7.912e-05i,-0.00077889+0.00044097i,-0.00035493+0.0011983i,7.3591e-05+0.0020073i,0.00062506+0.001336i
-0.0035415+0.0045118i,-0.002821+0.0075776i,-0.0012876+0.0064117i,-0.00030917+0.0024357i,-0.0010933+0.00096597i,-0.0014819+0.0012679i,-0.00085111+0.00094658i,-0.00024966-0.0005399i,-3.1449e-06-0.0013408i,0.00062377-0.0014587i,0.0001954-0.001065i,-0.00022718-0.00079873i,-0.00014702-0.00050885i,-0.00019011+0.00021547i,-0.00041985+0.0010356i,-0.00033887+0.00098386i,0.00022785+0.00061414i,0.00084618+0.0016505i,0.0015397+0.0018521i,0.0015337+0.00061786i,0.0010734-0.0002258i,0.0005038-0.00054945i,-0.00054223-0.00059936i
0.0031462-0.00033795i,0.0029843-0.00017224i,0.00094681+0.00055661i,-0.0013835+0.0031936i,-0.0023547+0.0050787i,-0.0022324+0.0046038i,-0.0018028+0.0030881i,-0.0015156+0.00086169i,-0.0015666-0.0014818i,-0.0021537-0.0024022i,-0.0015217-0.0030801i,-0.0005714-0.0026542i,0.00049547-0.001204i,0.0010061-1.8773e-05i,0.0014006+0.00083617i,0.0022598+0.00096184i,0.0014185+0.0008577i,-0.00048737+0.0010528i,-0.0013964+0.00076392i,-0.0016747+0.00064777i,-0.0022027+0.00082462i,-0.0022129+4.3024e-05i,-0.001663+0.00014578i
-0.00065782-0.0033039i,-0.0027364-0.0038884i,-0.0035886-0.0020073i,-0.0025523+0.00044962i,-0.00215+0.0018505i,-0.0026949+0.0025833i,-0.0022582+0.0022691i,-0.0002819+0.00070093i,0.0019523-0.00050511i,0.0029037-0.00050459i,0.0018989-0.00044098i,0.00086452+0.00024491i,0.00035908+0.0013462i,5.4311e-05+0.00065658i,-0.00014244-0.00074371i,-9.6313e-05-0.00099579i,0.00059044-0.00013936i,0.00065518+0.00032811i,0.00023849+0.00038784i,0.0010386+0.00022404i,0.0024089+0.00025993i,0.0025007+0.00084427i,0.0014216+0.00084495i
-0.0013354+0.0021366i,-0.0012434+0.0032904i,-0.0016447+0.003512i,-0.0026688+0.0021688i,-0.0032156+0.00055976i,-0.0026394-0.00013569i,-0.0010345-0.00036266i,0.00042481-9.1166e-05i,0.001565+0.0017753i,0.0022542+0.002163i,0.0017508+0.00045393i,0.00037313-0.00025028i,-0.00050741-0.0008303i,-0.00037725-0.0010645i,8.1898e-05-0.00079142i,-0.00063916-0.00019503i,-0.0012108-4.3836e-05i,2.6833e-05-0.00047052i,0.00055541-0.00069091i,-0.00015934-0.00070752i,-0.00094984-0.00050542i,-0.00093517-0.00030253i,6.1489e-05+0.00047145i
0.0025479+0.00031905i,0.0025482+0.00020333i,0.0024404+4.5125e-05i,-0.00015695+0.00074018i,-0.00072904+0.0015595i,0.00069083+0.0021594i,0.00075009+0.0029075i,0.00085938+0.003464i,0.0017459+0.0030318i,0.0020734+0.0021399i,0.0012525+0.0006982i,0.0010292-0.00089908i,0.00082069-0.0010858i,0.0010127-0.0010712i,0.0020857-0.0012975i,0.0016945-0.001931i,-0.0001143-0.0013606i,-0.00092378+0.00067565i,-0.00077123+0.001926i,5.0663e-05+0.0024891i,0.00073861+0.0023617i,0.00040187+0.0010976i,0.00027703-0.00020554i
-0.0027526-0.0022929i,-0.0045328-0.0015182i,-0.0046696+0.0011767i,-0.0024518+0.0037191i,-0.00042343+0.0051322i,-0.0008021+0.0041554i,-0.0017191+0.0016143i,-0.00042845-0.00082785i,0.00092041-0.0019418i,0.0022086-0.0016412i,0.0032157-0.0011327i,0.003132-0.0012097i,0.003028-0.00020956i,0.0026208+0.00030848i,0.0013206-0.00020013i,0.00050231+2.1696e-06i,0.00086037-0.00022108i,0.00057947-0.00062438i,-1.0657e-05-0.0015898i,9.3431e-05-0.0022619i,0.00027963-0.0028637i,0.00059967-0.0035065i,0.00061416-0.0032492i
-0.0019674+0.0030736i,-0.0016971+0.0044818i,-0.00067386+0.0071032i,-0.00098218+0.0071604i,-0.0023555+0.0040672i,-0.0034765+0.0017811i,-0.00379+0.0010113i,-0.0028047+0.00019882i,-0.0018318-0.00095912i,-0.00057628-0.0012236i,0.00049094-0.00063723i,-0.00013781-0.00046296i,-0.0010533-0.00036812i,-0.00092608-0.00039825i,-3.5781e-05+6.9859e-05i,0.00072878+0.0012004i,0.00064382+0.0014376i,0.00012133+0.00114i,-0.00082282+0.00084112i,-0.0015927+0.00047376i,-0.0015907+0.00093203i,-0.00042013+0.0010177i,0.00082832+3.5767e-05i
0.0025539+0.0010135i,0.0015708+0.00059609i,-0.0016369-0.001224i,-0.004064-0.0012851i,-0.0048986-0.00042524i,-0.0042871-0.0001669i,-0.0018864+0.00024354i,0.00085483+0.00093575i,0.0022157+0.0014315i,0.0023903+0.0011482i,0.00099447-0.00033017i,-0.0015682-0.0013967i,-0.0020502-0.0010176i,-0.0012457-0.00055541i,-0.0012771-0.00052209i,-0.0017454+0.00018701i,-0.0011905+0.0010979i,0.00017483+0.0017101i,0.0010611+0.0027176i,0.0015468+0.0032254i,0.0017236+0.002435i,0.0010737+0.0014812i,0.0004836+0.00079067i
-0.00012907-0.0017609i,-0.0012247-0.0026514i,-0.00055776-0.0010433i,0.00045242+0.0013923i,0.00097886+0.0032367i,0.00065484+0.004142i,0.00092597+0.0036732i,0.0014173+0.0020605i,0.0013051+0.00048375i,0.0012924+0.00055658i,0.0013226-1.6901e-05i,0.0015381-0.0015589i,0.00244-0.002174i,0.0025953-0.001908i,0.0005842-0.0011297i,-0.0005217-0.0012429i,-0.00039217-0.0012447i,-0.0010719-0.0010542i,-0.0030482-0.001059i,-0.004664-0.00096507i,-0.0046545-0.00031922i,-0.0031175-4.2324e-05i,-0.0021765+0.00037803i
-0.001179+0.0021457i,-0.0021697+0.0020559i,-0.0017498+0.0041889i,-0.00082751+0.0040189i,-0.001517+0.0024153i,-0.00257+0.0026051i,-0.0014857+0.003695i,-0.00012504+0.003723i,0.00052084+0.0033398i,0.0010604+0.0033404i,0.0028174+0.0030876i,0.003942+0.0030234i,0.0030011+0.0026905i,0.0025141+0.0015102i,0.0027273+0.00012846i,0.0021602-0.0012844i,0.0010169-0.001986i,0.00062931-0.0019867i,0.0014609-0.0024662i,0.0021525-0.001713i,0.0019734-0.00048431i,0.0010868-0.00018593i,-0.00014639-0.00047219i
0.001598+0.0027869i,0.0024207+0.0018789i,-0.00053675+0.00011134i,-0.0043103+0.00022814i,-0.0042759+0.0013466i,-0.0026626+0.00092832i,-0.0017704-0.00038119i,0.00016315-0.0008482i,0.0020241-0.0012824i,0.0022263-0.0018378i,0.0014726-0.00094962i,0.00089486+0.0008197i,0.0010341+0.0012587i,0.0014874+0.00027434i,0.0012856+0.0001134i,0.0012297+0.0006887i,0.0015685+0.00051718i,0.0011744+0.001037i,0.0012001+0.0010433i,0.0013641-0.00054877i,0.00068472-0.0018323i,-0.00030655-0.0015005i,-0.00066012-0.00069096i
-0.0025222-0.0006322i,-0.0035676-0.00072627i,-0.0033718+0.00098307i,-0.0012966+0.0020607i,0.00057439+0.00064838i,0.00096945-0.00085853i,0.00051583-0.0015372i,0.00037072-0.0020823i,8.2854e-05-0.0024671i,0.00049084-0.0031973i,0.0005116-0.0034499i,-0.00094831-0.0038578i,-0.0024467-0.0035435i,-0.0028978-0.0016885i,-0.002564+0.00079003i,-0.001675+0.0020965i,-0.0011218+0.0025201i,-0.0019076+0.0031433i,-0.0017747+0.0034791i,-0.0010491+0.0031471i,-0.0003511+0.0027605i,0.00047279+0.0015264i,0.0012264+0.00038i
0.002421+0.0019502i,0.0017721+0.0018619i,0.0023727+0.0023046i,0.0038385+0.0033146i,0.0028832+0.00384i,0.001209+0.003081i,0.00016202+0.0027792i,0.00022165+0.0023897i,0.0010661+0.0010211i,0.0022167-0.00053927i,0.0017629-0.0022826i,-0.00039343-0.0042174i,-0.00063019-0.0041481i,-0.00056501-0.0022749i,-0.001522-0.0014411i,-0.0023103-0.0016579i,-0.002432-0.0017165i,-0.0024339-0.0012784i,-0.0022936-0.0013227i,-0.0018148-0.0012454i,-0.00071576-0.00067847i,-0.00050529-0.00038035i,-0.00013844+0.00010957i
-4.1652e-05+0.0043294i,0.0021347+0.004143i,0.001865+0.003796i,-0.0012363+0.0039782i,-0.0046495+0.0034208i,-0.006148+0.0028101i,-0.0061906+0.0031798i,-0.0043559+0.0028284i,-0.002421+0.0020124i,-0.0011502+0.0013316i,8.0169e-05+0.0013404i,0.00073944+0.0014003i,0.00054029+0.00065734i,0.00074795+0.0004845i,0.00092718+0.0001913i,0.00086788-0.00084307i,0.0009919-0.0011194i,0.00076181-0.00084014i,-8.9415e-06-0.00061759i,-0.00076177-0.00054022i,-0.0015266-0.00024068i,-0.0010412-5.4531e-05i,0.00026998+0.00066397i
-0.0066207+0.0011165i,-0.0063202+0.0034374i,-0.0059382+0.0043527i,-0.0035687+0.0041013i,-0.00086835+0.0037106i,-0.00082647+0.0017504i,-0.0017268+0.0011618i,-0.0024214+0.0031874i,-0.0021729+0.0055472i,-0.00057972+0.0058355i,0.00014714+0.00476i,-0.00075851+0.0040037i,-0.0007345+0.0032533i,0.00097038+0.002869i,0.002908+0.0020374i,0.0031396+0.00074051i,0.0023298+0.00023958i,0.0024501+0.0012569i,0.0027663+0.0023142i,0.0024056+0.0013702i,0.0022579-0.00023744i,0.0022543-0.00079315i,0.0011887-0.00011096i
0.00072331+0.0005625i,-0.00014963+0.0028872i,-0.00062686+0.0039255i,-0.00024213+0.0040532i,5.7284e-05+0.0041342i,0.0011622+0.0039822i,0.0030219+0.0024456i,0.0039803+0.00089678i,0.003699+0.00070665i,0.0031198+0.00039213i,0.0016454+0.00038674i,0.000623+0.00037602i,0.00084965-0.00065781i,0.0010774-0.0018279i,0.0012131-0.0015951i,7.9304e-05-7.1922e-05i,-0.0012999+0.00077064i,-0.0016634+0.00062405i,-0.0018604+0.0011371i,-0.0022+0.0020115i,-0.0013668+0.0020009i,-0.0002763+0.0009494i,-6.6411e-05+6.2867e-05i
0.0025508-0.00073415i,0.0019597-0.00271i,0.0011544-0.001494i,-0.00038+0.002713i,-0.0023772+0.0048011i,-0.0027868+0.004899i,-0.00079766+0.004347i,0.002886+0.0022882i,0.0047605+0.00099688i,0.005076+0.00039063i,0.0051517-0.0014282i,0.0041983-0.0030394i,0.001711-0.0023362i,-0.00056853-0.0015716i,-0.00044177-0.0016799i,-0.00010192-0.0019074i,-0.00031444-0.0020362i,-2.5093e-05-0.0013783i,0.00017929-0.00067177i,0.00052877-0.00046287i,0.00057789+0.00046389i,0.00067292+0.00050762i,0.00089536+0.00028858i
-0.001211+0.0027651i,-0.0027505+0.0037572i,-0.0025781+0.0044015i,-0.0037303+0.0035112i,-0.0051394+0.0022351i,-0.0051043+0.002273i,-0.0036862+0.0017118i,-0.00059406+0.00062896i,0.0025994-0.00060575i,0.004013-0.0018782i,0.0032829-0.0023255i,0.0025642-0.0021592i,0.0024019-0.0026486i,0.0018255-0.0030283i,0.00064779-0.0030321i,0.00024847-0.002921i,0.00045921-0.0028177i,0.0005607-0.0024333i,0.0011214-0.0018277i,0.00035838-0.0016592i,-0.00051488-0.0024459i,-0.00079176-0.0014191i,-0.00085565+0.00073223i
-0.00041158-0.001135i,-0.00099063-0.0024748i,-0.0024316-0.0025487i,-0.0020802-0.0015592i,-5.0942e-05-0.00068864i,0.0001659-0.00035492i,-0.0016141-0.0013421i,-0.0021791-0.0030534i,-0.0015279-0.0042453i,-0.00081328-0.0038201i,-0.00082429-0.0021871i,-0.001426-0.00039444i,-0.0011008+3.5491e-05i,-0.00045888-0.00032491i,-0.00033053+0.00070942i,0.00067167+0.0016406i,0.0014434+0.0022543i,0.0011329+0.0024678i,0.00017548+0.0021059i,-4.3033e-05+0.0016495i,-4.3941e-05+0.0019717i,-0.00027328+0.0018725i,-0.00024828+0.001388i
0.0021799-0.0023532i,0.0014615-0.0017123i,0.00052479+7.9341e-05i,-0.00035122+0.0039613i,-0.0016312+0.006748i,-0.0012987+0.006225i,-8.2221e-05+0.0032798i,-0.0010059+0.00067766i,-0.0025128-0.0011912i,-0.0023351-0.0018235i,-0.0011959-0.00078687i,-0.0010458+0.0010256i,-0.0007483+0.0020903i,0.00027485+0.0023325i,0.00020848+0.0026053i,-0.0011377+0.0017824i,-0.0020354-0.0001256i,-0.0017915-0.0016177i,-0.0011642-0.0022837i,-0.00073492-0.0013754i,2.023e-05-0.00018136i,1.1962e-05+0.00015906i,-0.0011438+0.00010966i
-0.0015034-0.00071117i,-0.0031418+0.0010191i,-0.0038549+0.0035712i,-0.00567+0.004498i,-0.0064576+0.003234i,-0.0053935+0.0026694i,-0.0029322+0.004595i,-0.00098757+0.0045772i,-0.00062609+0.0017393i,-0.00035551+0.0003941i,0.00028246+0.00028392i,0.0018341-0.00019805i,0.0018693-0.0010335i,0.00035253-0.0022178i,-0.00066374-0.0018883i,-0.0012985-0.00066259i,-0.0013539-0.00065034i,-0.00054151+2.2779e-05i,0.00044825+0.0014898i,0.00014722+0.0010952i,-0.00066306+0.00074362i,-8.4545e-05+0.0010619i,0.0016584+0.00022794i
0.00038707+0.00068467i,0.00047529-0.00038988i,-0.0019902-0.00017248i,-0.0047047-0.0012963i,-0.0037288-0.0021467i,-0.0016254-0.00020045i,-0.00063147+0.0018073i,0.00024587+0.0030846i,0.00051994+0.0036651i,0.00078663+0.0023968i,0.0013624+0.0004955i,0.0012951+0.00023276i,0.0015163+0.00060086i,0.0016838-0.00042767i,0.0025257-0.0016176i,0.0037697-0.0021085i,0.0046335-0.0021554i,0.0046206-0.0009539i,0.0030968+0.00050582i,0.0024601+0.00062832i,0.0024458-0.00021975i,0.0016876+0.00013772i,0.00025849+1.7278e-06i
-0.0025526-0.0026577i,-0.0028354-0.0017057i,0.0003923-0.0012261i,0.0043203+0.0012349i,0.0039145+0.0049144i,0.00083365+0.0056388i,8.2138e-05+0.0040477i,0.00083658+0.0016583i,0.001554+0.0014408i,0.0015613+0.0010777i,0.0012704-0.0004324i,0.00069827-0.00051875i,0.00074906+0.0012654i,0.0021619+0.0028748i,0.0030785+0.0027012i,0.0019576+0.0028808i,-0.0003024+0.0029198i,-0.0025536+0.0018137i,-0.0036595+0.00063131i,-0.0029062+0.00029169i,-0.0021078+0.00017469i,-0.0010781-0.00074581i,0.00039813-0.00059159i
0.0013189+0.0012784i,0.0026877+0.0030564i,0.0013651+0.0079908i,-0.0016936+0.010414i,-0.002733+0.009439i,-0.0024801+0.0067758i,-0.0028244+0.0041508i,-0.0025903+0.0014008i,-0.0012917-0.00063777i,5.6798e-05-0.00057759i,0.0004711-0.0011149i,0.00040076-0.0010867i,-0.00032866-0.00032586i,-0.0012507-0.00054781i,-0.0027286+0.0001187i,-0.003365+0.0018762i,-0.0013658+0.0026354i,0.00061929+0.0017905i,0.00092786+0.00044801i,0.00044915+7.3215e-05i,2.649e-07-0.00033982i,-0.00063735-0.00093314i,-0.0015481-0.0010786i
-0.001565+0.00012936i,-0.0056711-5.1226e-05i,-0.011135-0.00033491i,-0.014286+0.00051771i,-0.014177+0.00038623i,-0.01043-0.00056061i,-0.0053619-0.0013805i,-0.00071256-0.0019625i,0.0021148-0.0012561i,0.0025892+0.0013732i,0.0039362+0.0028694i,0.0048678+0.0016756i,0.0037198+4.2474e-05i,0.001728-0.0015564i,-3.3575e-06-0.0029998i,-0.0022815-0.0045609i,-0.0032075-0.0056966i,-0.0015761-0.0050078i,5.6407e-05-0.0032602i,-0.00046477-0.0022043i,-0.00091364-0.001953i,-0.000705-0.0012685i,-0.0011458-0.00015911i
-0.0064481-0.0035757i,-0.0062864-0.0046918i,-0.0025193-0.0054635i,0.0040308-0.0054777i,0.008109-0.0023408i,0.0069196+0.00089887i,0.0049142+0.0012715i,0.0044545+0.00091763i,0.0042908+0.0013394i,0.0043404+0.0013811i,0.003942-0.00024154i,0.0029598-0.0018191i,0.0024815-0.0034566i,0.0019652-0.0044474i,0.0018647-0.0040066i,0.0021191-0.0029181i,0.002043-0.00088577i,0.00025431+0.0015946i,-0.0011851+0.0033139i,-0.0010627+0.0038987i,-0.00040789+0.0029682i,-0.00016975+0.001585i,0.00046686+5.238e-06i
0.0041912+8.8347e-05i,0.0052547+0.0027234i,0.0043756+0.006475i,0.0033083+0.010253i,0.0015728+0.011801i,0.00043631+0.0095089i,0.0020274+0.007918i,0.0031191+0.0058687i,0.0032888+0.0020437i,0.004381-0.0003179i,0.0035285-0.0023119i,-0.00063759-0.002877i,-0.0024504-0.00040401i,-9.7484e-05+0.0019943i,0.0016262+0.0027751i,0.0019094+0.0024539i,0.0026255+0.00054303i,0.0037401-0.0010849i,0.0026663-0.00060812i,0.0010074+0.00014607i,0.00069443+0.0012743i,3.694e-05+0.0024118i,-0.00087527+0.0020875i
-0.0016742+0.0014302i,-0.004389+0.0013546i,-0.008368+0.0034591i,-0.012402+0.0079668i,-0.016085+0.010275i,-0.014877+0.0075991i,-0.010777+0.0026775i,-0.0070737-0.0029666i,-0.002918-0.0069683i,0.00053592-0.0075002i,0.0010439-0.0072665i,-0.00025029-0.0060912i,-0.0010576-0.0025056i,-0.0001539+0.0013546i,0.00073657+0.0035935i,-0.00036113+0.0042795i,-0.0025623+0.0042961i,-0.0044122+0.0030308i,-0.0037986+0.00075119i,-0.0021245-0.00021619i,-0.00071714+0.00018183i,0.0012504+0.0008088i,0.0020611+0.00098533i
-0.003305-0.0026439i,-0.0043121-0.0022646i,-0.0070357-0.004702i,-0.0068097-0.0094054i,-0.0037744-0.010212i,-0.0042443-0.0073202i,-0.0061645-0.0077017i,-0.0061336-0.0087441i,-0.0052789-0.0068667i,-0.0042889-0.0042621i,-0.0028593-0.00058694i,-0.0011916+0.0022925i,-0.00062769+0.00085098i,-0.0011128-0.0016016i,-0.0016395-0.0021715i,-6.5976e-05-0.0025121i,0.0032618-0.001601i,0.0047523+0.00066774i,0.0038449+0.001811i,0.002847+0.0010184i,0.0018118-2.1183e-05i,0.00090106-0.00072684i,0.00042098-0.00085874i
