-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
-0.00076323+0.00038845i,-0.0012718+0.00067027i,-0.0025498+0.0013733i,-0.0021229+0.0025353i,-0.00026586+0.0030921i,0.001736+0.0021056i,0.0020144-0.00032031i,0.00036263-0.0015804i,-0.00095016-0.0011468i,-0.001039-0.00025427i,-0.00088483+0.00044141i,-0.00082538+6.5391e-05i,-0.00078808-0.00062039i,-0.00028893-0.00073578i,-0.0001363-3.6325e-05i,-0.00020093+7.1333e-05i,0.00017188+9.5665e-05i,-0.00014535+0.00076807i,1.2018e-05+0.00023176i,0.0009198-0.00073412i,0.00070315-0.00085194i,-9.8869e-05-0.0001345i,-0.00010567+0.00041176i
0.0003694-0.002495i,-0.00028182-0.0030295i,-0.0013404-0.0033141i,-0.0026679-0.003154i,-0.0024707-0.0014949i,-0.00061122-0.00015097i,0.00083343-9.6985e-05i,0.00050546-0.00031247i,-0.00054241+0.00020872i,-0.00095692+0.00053171i,-0.0002779-0.00037404i,0.00051154-0.00088416i,0.00098601-0.00072716i,0.0010377-0.00019335i,0.0003869-0.000397i,0.00023251-0.0003427i,0.00024626+0.00020312i,-6.8068e-05-5.2949e-05i,0.00020024-0.00016555i,0.00017778+0.00064999i,0.00025903+0.00061124i,0.00082054+0.00013189i,0.00082978+0.00012461i
-0.00070371-0.0015157i,-0.00095574-0.00063154i,-0.0017147+0.00017478i,-0.0024804+1.4153e-05i,-0.0015869+0.00066745i,0.00055247+0.0011524i,0.0012551+0.00023404i,8.1402e-05+0.00052358i,-0.0011575+0.0015338i,-0.0011222+0.0010852i,0.00027801+0.00047348i,0.0014018+0.00025645i,0.0017029-0.00061327i,0.0013967-0.00091799i,0.0007396+0.00018787i,0.00023448+0.00054156i,0.00030891-0.00014508i,0.00072731+0.00038539i,9.4424e-05+0.00062214i,4.317e-05-0.00022564i,-0.00036432+6.3793e-05i,-0.00085029+0.00036567i,0.00046254+6.272e-05i
-0.00098473-0.0011754i,-0.0020693-0.00099564i,-0.0032315-0.000481i,-0.0036391+0.0005949i,-0.0025134+0.0024321i,0.00013947+0.0026567i,0.00096788+0.00043361i,-0.0005762-0.00058376i,-0.0013057-0.00010448i,-0.0007872+4.3857e-05i,2.6877e-05+0.00012397i,-1.0695e-05+0.00063958i,-1.5462e-05+0.00081505i,0.00070583+0.00063362i,8.0398e-06+0.00087942i,-0.00044398+0.00025179i,-0.00014917-0.00042335i,9.2708e-05-0.00011626i,-0.00034233+0.00059074i,-0.0005388+0.00078756i,-0.00025596+0.00049611i,-0.00023509-0.00027758i,3.9761e-05-0.0010882i
-0.00065976+0.0001911i,-0.0019725-0.001103i,-0.0031735-0.0013039i,-0.0022681+0.00030077i,-0.0013139+0.0014466i,-0.00068261+0.0014331i,-0.00075314+0.00085285i,-0.0010132+0.00025376i,-0.00062876+0.00077064i,-0.00040517+0.0012719i,-0.00031312+0.0015356i,-0.0003938+0.00098249i,-0.0011555-0.00063465i,-0.0013932-0.0012083i,-0.00085615-0.0005325i,-0.00030571-0.00081999i,0.00014772-0.00052767i,0.00061763+0.00017265i,0.00066675-0.00040114i,0.00018613-0.001061i,7.4649e-05-0.00081493i,0.00020263+5.9773e-05i,0.0001055+0.0006372i
3.0408e-06+0.00012321i,-0.00097425-0.00090436i,-0.0013982-0.00064135i,-0.0010089+0.00091294i,-0.00014458+0.0017828i,0.00099673+0.00088919i,0.001015-0.00085996i,-0.00035959-0.00063413i,-0.0016365+0.00061649i,-0.0013228+0.0008577i,-0.0011893+0.00055623i,-0.00181-0.00044561i,-0.001378-0.0012117i,-0.00075622-0.00043484i,-0.00073218+0.0003752i,-0.00023635+0.00063315i,0.00077354+0.0010435i,0.00076265+0.00086238i,-9.0008e-05+0.00075332i,-0.0004005+0.00073855i,-0.00054396+4.9523e-05i,-0.00031893+0.00013218i,0.00013879-0.00012089i
-0.00062702+1.7025e-05i,-3.9519e-05+0.00058275i,-3.9601e-05+0.00095076i,-0.00085906+0.0012349i,-0.00023981+0.0013541i,0.0010229+0.00086162i,0.00088916-0.00029636i,-0.0010984-0.00081048i,-0.0017525-0.00027474i,-0.00086797-3.2841e-05i,-0.00033515-0.00051998i,0.00098868-0.00013017i,0.0016254+0.00034771i,0.00099905-3.6817e-06i,0.00039354-3.1757e-05i,-0.00044097+0.00013285i,-0.00096817+0.000158i,-0.00078265+0.00061357i,-0.00033077+0.00020263i,0.00078594-0.00081681i,0.0006947-0.0012088i,9.992e-06-0.0012711i,0.00034435-0.00050573i
0.0013996+0.00051681i,0.00076865+0.0003025i,-6.9085e-06+0.0001595i,-0.00033862-0.00019038i,0.00077761+0.00064575i,0.0021012+0.0015261i,0.0014108+0.00038265i,1.8999e-05-0.00057292i,-0.00067209-0.00044309i,-0.00074953-9.2073e-05i,0.00028804+0.00054487i,0.0016418+0.00083605i,0.0016196+0.00057414i,0.00080452+0.00054688i,4.5313e-06+0.00024877i,0.00034631-0.00019944i,0.00013427-0.00033671i,-0.00079895-0.00031539i,-0.0003186-0.00015812i,-7.7495e-05-0.00050424i,-0.00026288-0.00057389i,0.00014008-4.2246e-05i,0.00082219+7.0996e-05i
-0.0011989-0.0016406i,-0.0029944-0.0016107i,-0.0049166-0.0021827i,-0.0051468-0.0016277i,-0.0032886+0.00085238i,-0.00087962+0.0020941i,0.00027826+0.00058732i,-0.0005286-0.00034892i,-0.00098852+0.00049212i,-0.00058994+0.0011311i,-0.0001109+0.0011809i,-1.7195e-05+0.00076422i,-1.5646e-05-0.00011111i,-0.00020459-0.00048502i,-0.00030729-0.00063137i,-0.00055723-0.00046144i,-0.0012231-0.00045056i,-0.0014811-0.00057016i,-0.0011497+0.00028847i,-0.00057503+0.00066724i,0.00031993+3.6657e-05i,0.00026623-0.00030277i,0.00028533-4.7602e-05i
-0.0014929-0.00068166i,-0.0010458+0.00071484i,-0.0021609+0.0018286i,-0.0024706+0.0028763i,-0.0009714+0.0035896i,0.00088265+0.0027182i,0.0007633+0.00073171i,-0.0001418-0.00018496i,-0.00032225+0.00070876i,-0.001582+0.0014555i,-0.00224+0.00057941i,-0.0015282-0.00046042i,-0.0017623-0.0010833i,-0.0018692-0.00073697i,-0.0010009+0.00027423i,-0.00026232+0.00069462i,-6.3992e-05+0.00067047i,0.0002225+0.00066791i,0.0002035+0.00049414i,0.0004877-1.0949e-05i,0.0007689-0.00057885i,0.00016111-0.0004101i,0.00023085+0.00020333i
0.00023587+0.00054744i,0.00070073+0.00036321i,0.00024165+0.00046487i,0.00030552-0.00027035i,0.0015907-7.4533e-06i,0.0019977+1.3141e-05i,0.0011199-0.0014851i,-0.00082597-0.00174i,-0.0020195-0.00032785i,-0.0014786-0.00038731i,-0.00067599-0.0010138i,-0.0011957-0.0018345i,-0.0014147-0.0020668i,-0.0013122-0.00097144i,-0.0010704-0.00011591i,-0.00049567+0.00015991i,6.7572e-05+9.1954e-05i,0.00034702+0.00045619i,-0.00022762+0.00027556i,7.5286e-05-0.00019622i,0.00029985-0.00034818i,0.00017078-0.0002518i,-0.00013382-0.00037948i
-0.0012045-0.00098611i,-0.0017586-0.00080778i,-0.003645-0.00062344i,-0.0049501+0.00054227i,-0.0034403+0.0022994i,-0.00034033+0.0016556i,0.0014884-0.00027167i,0.00086709-0.0004371i,-0.00030665+8.1839e-05i,-0.00043541+7.0112e-05i,-0.0004259-0.0001226i,-0.00026663-0.00031407i,4.0359e-05-0.00077708i,0.00092885-0.00024941i,0.00088709+0.00063236i,0.00026228+0.00057554i,-1.0999e-05+0.00062481i,0.00049222+0.00089302i,0.001+0.00095761i,0.00049322+1.7438e-05i,0.00036006-0.0013196i,0.00030026-0.0012287i,-0.00034178-0.00055613i
-0.00072975+0.00039882i,-0.00013012+0.00020857i,-0.00066173+2.1371e-05i,-0.00082446+0.0013575i,0.00010086+0.0027613i,0.0012321+0.0030352i,0.00083869+0.0013984i,-0.00042843-4.2542e-05i,-0.00080714+0.00049742i,-3.3182e-05+0.0014888i,0.00037108+0.0018049i,0.00051696+0.0016982i,0.0011984+0.0012983i,0.00062409+0.00028998i,-0.00018398-0.00019471i,-0.00029318-0.00019805i,-4.1271e-05-0.00015747i,0.00012259+0.00048575i,0.00021752+0.00086438i,-0.00024335+0.00072973i,0.00017708-8.6526e-05i,0.0013333-0.00065571i,0.0010867-0.00023908i
0.0011604+0.0018501i,0.0013641-0.00034675i,0.00014518-0.0021399i,-0.001949-0.0010699i,-0.0018154+0.0015235i,0.00014414+0.0016068i,0.00094237-0.00059252i,0.00019994-0.001097i,-0.0008292+0.00014074i,-0.0018082+0.00031371i,-0.00081985+0.00090983i,0.00011654+0.002415i,-0.00055195+0.0015874i,-0.00066814+0.00048608i,-0.00061636+0.00091922i,-0.00034519+0.00082581i,0.00055855+0.00010698i,0.00038847-0.0002428i,-0.00028732+0.00023693i,-0.000338+0.00065043i,-0.00015484+0.00030422i,-3.8674e-05+0.00051887i,-6.1069e-06+0.00061849i
-0.00012591+0.00040956i,-0.00014138-0.00026885i,-0.0010453-0.00030562i,-0.0016037-0.00031377i,-0.00083042+0.00030305i,0.00060976+0.00083265i,0.0001121+0.00026639i,-0.00095976-0.00018618i,-0.0012456+3.8823e-05i,-0.0014129+6.5765e-05i,-0.0016301+0.00019065i,-0.0017308-0.00047828i,-0.0016382-0.0014683i,-0.00176-0.0017447i,-0.00090307-0.0012585i,-0.0003896+6.0298e-05i,-2.8585e-05+0.00058154i,0.00046904+0.00084721i,-9.4315e-05+0.0011031i,-0.00083885+0.00042501i,-0.00083622+0.00082781i,-9.8271e-05+0.00069551i,-0.00032198-0.00050517i
0.00050259+0.00083105i,0.00091765+0.00021977i,-3.1569e-05+0.0006257i,-0.00049509+0.00054208i,0.00061381+0.0002389i,0.00080712-0.00012896i,0.0003031-0.00057373i,-0.00050906-0.00053917i,-0.0012057+0.0005815i,-0.00092069+0.00081953i,-0.00056513-0.00025087i,-0.00011856-0.0014474i,-0.00015958-0.0021349i,-0.00026945-0.0019469i,0.0001075-0.0007191i,0.00034021-0.00024925i,-0.00038738-0.00011665i,-0.0006662+3.5595e-05i,0.00044375-0.00016506i,0.0009281+8.583e-06i,4.5971e-05-0.00039761i,-0.00054209-0.00093429i,-0.00063753-0.00051905i
-0.001431+0.00086382i,-0.0031316+0.0011381i,-0.0046489+0.0015182i,-0.0047298+0.0019178i,-0.0025722+0.0030023i,-0.00040355+0.0024993i,-6.146e-05+6.0146e-05i,-0.00062337-0.00082646i,-0.00062243+0.00018285i,0.0001985+0.00051166i,0.00032694+0.00028291i,0.0010884+1.7731e-05i,0.001809-0.00026911i,0.00085423-0.00029755i,-0.0002799-8.7783e-05i,-0.00017419-7.696e-05i,0.00014509-3.6457e-05i,-0.00022529-8.006e-05i,-0.0002045+0.00019252i,-0.00010331-0.00018114i,0.00014476-0.00027083i,0.00053879+0.00035987i,0.00081558+0.0010278i
-0.00013784-0.0010914i,-0.00023367-0.0018008i,-0.00079763-0.0023842i,-0.0013475-0.0011916i,-0.0016606+0.00065137i,-0.00075628+0.0011915i,0.00088828+0.00047227i,0.0012953-9.3818e-05i,0.00035613+0.0012856i,-0.00088487+0.0019158i,-0.00074541+0.0017501i,0.00035076+0.0024766i,0.00060446+0.0022926i,0.00034067+0.0015189i,0.00030625+0.001042i,0.00037627+0.00084269i,-0.00011773+0.0006323i,-0.00023091+2.3298e-05i,0.00087194-0.00011917i,0.0013716-0.00021084i,0.0012651-0.00024338i,0.00088202+0.00054942i,0.00080435+0.0011547i
0.00087165-0.00017454i,-5.0762e-05-0.00042651i,-0.0022833-0.00071935i,-0.0032375+4.3747e-05i,-0.002106+0.0023287i,-0.00034108+0.0032226i,0.00063546+0.001113i,-0.0004246-0.00031289i,-0.00097523-0.00053821i,-0.00078472-0.00044206i,-0.0015753+0.00042267i,-0.0022398+0.00098249i,-0.0017832+0.0012902i,-0.0010553+0.0012404i,-0.00065042+0.00035292i,-0.00091438-0.00042286i,-0.0007283-0.0001791i,3.2791e-05+0.00035295i,-0.00039707+0.0004436i,-0.00096107+0.00046138i,-0.0008017+0.00052594i,-0.00042971-2.3962e-05i,-0.00026014+0.00017912i
-0.001292+0.0014127i,-0.0012241+0.0018693i,-0.0016195+0.0022728i,-0.0012188+0.0020753i,-0.00067553+0.0017665i,0.00056892+0.0010035i,0.0011781-5.7086e-05i,-0.00035168+5.2853e-05i,-0.0016355+0.00011111i,-0.0011332-0.00076539i,-0.00077154-0.00065595i,-0.0011504-0.00036454i,-0.0022091-0.0011492i,-0.0023177-0.001755i,-0.0016356-0.00078273i,-0.0013994+0.00086225i,-0.0003414+0.0012052i,0.00025422+0.00058432i,-0.00026672+7.1731e-05i,-0.00027161-0.00031412i,-0.00025019-0.00049726i,-0.00046702-0.0004726i,-0.00080787-5.0353e-05i
-0.002213-0.00070334i,-0.0026237-0.00063085i,-0.002589-0.00063447i,-0.0025511+0.00052623i,-0.0019273+0.0015765i,-0.00027975+0.0010904i,4.8203e-06-0.00041618i,-0.0010805-0.001033i,-0.0017184-0.00076952i,-0.00040057+3.2187e-05i,0.00011384+0.00038598i,5.7955e-05-0.0005526i,1.7813e-05-0.0011462i,-0.00055127-0.0016272i,-0.00072222-0.0017608i,-0.00045153-0.0011489i,-0.00029652+0.00018206i,0.00047241+0.0013499i,0.00047871+0.0012884i,-8.5824e-05+0.00094637i,0.00038573+0.00077398i,0.00059381+9.3171e-06i,0.00064266-0.00023714i
0.0024705-0.0020881i,0.00084506-0.0027085i,-0.0012765-0.003578i,-0.002252-0.0025373i,-0.0019757+0.00074791i,-0.00029752+0.0021073i,0.00048608+0.00091847i,-0.00077781+0.00016586i,-0.0014221+0.00053659i,-0.00090137+0.0010599i,-0.00073155+0.00064987i,0.00012498+0.00013527i,0.00060755+0.0005564i,0.00087316+0.0010091i,0.0011119+0.001015i,0.00068366+0.00089092i,-0.00027335+0.00066162i,-0.00095752+0.00015349i,-0.0010176-0.00060106i,-0.00081139-0.0007306i,-0.00016475-0.00033831i,0.00053226+0.00059462i,0.00020896+0.0014642i
0.0011266+0.0019921i,0.0006619+0.0015567i,0.00088218+0.0007905i,0.00041942+0.00078894i,0.00038187+0.0020834i,0.0010006+0.0017118i,0.0010135-6.7987e-05i,-0.00035297+0.00030708i,-0.0018585+0.0012252i,-0.0014781+0.0012824i,-0.0012343+0.0013581i,-0.00039435+0.0016126i,0.0004673+0.001567i,0.00052433+0.00061008i,0.00011388-2.576e-05i,-0.00037662-0.00044779i,-0.00034817-0.00082071i,9.3239e-05-0.00050273i,0.00015421+1.25e-05i,-0.0002774+0.00015667i,-0.00027386-4.7561e-05i,-0.00014521-4.8239e-05i,-0.00028604+0.00097191i
-0.0011063+0.00027827i,-0.0025906-0.00093785i,-0.003876-0.0015939i,-0.004444-0.00056998i,-0.0025338+0.0015713i,0.00037528+0.002301i,0.0012598+0.0007624i,0.00071556-4.3466e-05i,0.00065888+0.00046331i,-7.0164e-06+0.00052874i,-0.001182+0.0010791i,-0.0016977+0.0013647i,-0.0018902+0.0014565i,-0.001516+0.0011324i,-0.00065571+0.00011967i,0.00022604-0.00015173i,0.0009052-6.7041e-05i,0.00060337-2.3881e-05i,-0.00022386-0.0002202i,-0.00065264+0.00021504i,-0.00049793+0.0003229i,-0.00030177+8.064e-05i,-0.00023318+0.0005053i
0.00057648-0.0018254i,-0.00063094-0.0024059i,-0.0012759-0.0024985i,-0.0013047-0.0017186i,8.97e-05-0.00026745i,0.001995+0.00044866i,0.0020292-0.00069068i,0.0011099-0.00066512i,0.00036302-0.00017921i,-0.00057367-0.00038176i,-0.0016335-0.00031754i,-0.0014485-0.00079256i,-0.0015948-0.00085327i,-0.0019824-0.00053885i,-0.0012892-0.00037633i,-0.00085823+0.00016165i,6.2171e-05+5.6196e-05i,0.00076736+5.2827e-05i,0.00071313+0.00043261i,0.00059449+4.8102e-05i,0.00074795-9.7831e-05i,0.00079752+0.00014901i,0.00026686-0.00030772i
-0.00108-0.0014204i,-0.001176-0.0009611i,-0.0026545-0.00010918i,-0.0031474+0.0016776i,-0.0015078+0.0028014i,0.00041213+0.0025089i,0.00069488+0.00067535i,-0.0010207+7.9672e-05i,-0.0014105+0.00084001i,-0.00062096+0.0014819i,0.00036845+0.0011906i,0.0010475-0.00011934i,0.001014-0.0017431i,6.8658e-05-0.0018883i,-0.00018401-0.00032393i,7.9022e-05+0.0010937i,-8.1182e-05+0.00081685i,-0.00025187-0.00015569i,-0.00065049-0.00049891i,-0.00052107-0.0003862i,-0.00031853+6.8121e-05i,-0.00054271+0.00023065i,-0.00038956+0.00044338i
0.00096136+0.00053396i,0.00043105+0.00080148i,-0.00078375-0.00029487i,-0.0021324-0.00084903i,-0.0013239+0.0012781i,0.00034285+0.0028322i,-0.00023128+0.0012772i,-0.0022669+0.00037108i,-0.0026636+0.0002147i,-0.0019204-0.00015829i,-0.00041751+0.00042519i,0.0011008+0.00092944i,0.0014125+5.8381e-05i,0.0017284-0.00029185i,0.0015269-4.6514e-05i,0.00046046-0.00087955i,5.5504e-05-0.00095405i,0.0002529+0.00028717i,0.00045842+0.0016954i,0.00052078+0.0018712i,0.00039154+0.0011302i,-0.00040803-0.00040549i,-0.00075558-0.00079075i
0.00017229-0.0019526i,-0.0016753-0.0028071i,-0.0016595-0.0035197i,-0.0027701-0.002176i,-0.0032279+0.00022093i,-0.0015009+0.0013983i,-0.00022396+0.00086358i,-0.00053428+0.00032425i,-0.00097042+0.00039087i,-0.0012849+0.0007857i,-0.0011901+0.0011293i,3.9257e-05+0.0015322i,0.00072849+0.0016468i,0.0006242+0.00099497i,0.00095978+0.00046953i,0.00041438+0.00017992i,-0.00043994+0.00049243i,0.0002993+0.00045517i,0.00067711+0.0002352i,-0.00045116+7.3092e-05i,-0.00089698-0.00049197i,-0.00040895-8.9048e-05i,-7.8481e-05+0.00062586i
-0.0014727-0.0011737i,-0.0018467-0.0012209i,-0.0046306-0.0003116i,-0.0054223+0.001254i,-0.0024069+0.0034989i,0.0007327+0.0032028i,0.0012481+0.00087923i,-0.0002511-0.00035151i,-0.00068944-4.4723e-05i,-0.00022656+0.00024641i,-0.0007969+0.00074953i,-0.0016615+0.0013356i,-0.0014095+0.00055896i,-0.0012591-0.0005517i,-0.001357-0.00032092i,-0.00096302-6.167e-06i,-0.00045093+8.5823e-05i,0.00020121+0.00035306i,0.00066699-0.00010385i,-0.00012109-0.00088391i,-0.00032947-0.00096964i,0.00013755-0.00075301i,-8.5112e-06-0.00021006i
-4.1901e-05+0.001008i,-0.00015965+0.00041851i,0.00056012-3.3836e-05i,0.00056303-0.00028935i,-7.7683e-05+0.00049596i,0.00021035+0.00086985i,0.0014153+0.00022924i,0.0011288+0.00023697i,-0.00047192+0.00087847i,-0.0013611+0.00091502i,-0.0014125+5.0838e-05i,-0.0017779-0.0008385i,-0.0014899-0.0012374i,-0.00066368-0.001255i,-0.00017648-0.0013118i,-0.0005933-0.00054807i,-0.00094146+0.00010178i,-0.00019267+0.00057887i,0.00091717+0.00042787i,0.0006596+0.00020947i,-0.00026725+0.00069576i,-0.00011093+0.00079325i,0.00015295+0.0001879i
6.0738e-06-0.001141i,-0.0010493-0.00072912i,-0.0028719-0.00060903i,-0.0034675-0.00016034i,-0.0024352+0.0015647i,-0.00044735+0.0010763i,0.00069013-0.00069952i,-0.00043417-0.0010755i,-0.0016252-0.00044803i,-0.0011859-0.00072702i,-0.0001239-0.00036834i,0.00070632+0.00014976i,0.001543-0.0013823i,0.0013916-0.0029876i,0.00086102-0.0022818i,8.5336e-05-0.0010321i,-0.00067507-0.00040793i,-0.00092273+0.0002441i,-4.707e-05+0.0003941i,0.00063892+0.00082935i,0.00071063+0.00092506i,0.0004514+0.0010178i,0.00011939+0.00099114i
-0.0004497-0.0010803i,-0.001197-0.0012102i,-0.0029037-0.0019254i,-0.00321-0.0010005i,-0.0013377+0.0017701i,0.00039463+0.002716i,0.0009919+0.00051689i,-0.00016563-0.0010402i,-0.0015221-0.00054006i,-0.0010676+0.00023176i,4.7722e-05+0.00046057i,0.0012589+0.00058589i,0.0017568+0.00055299i,0.0010034+1.7104e-05i,0.00037453+0.00025262i,0.00016309+0.00047355i,-0.00093675+0.00051912i,-0.00091032+0.00088632i,0.00043401+0.0011377i,0.00079466+0.00058394i,0.00054287-7.0846e-05i,0.00090319+6.1455e-05i,0.00076305+0.00033609i
-0.00078605+0.00036738i,-0.0014502+2.2624e-05i,-0.0027463-0.0010924i,-0.0032334+5.0528e-06i,-0.0018742+0.0020189i,-3.5502e-05+0.0016473i,-3.3966e-05-0.00037149i,-0.00069403-0.0012386i,7.4775e-05-0.00026941i,5.3259e-05+0.00049814i,-0.0003892+0.0011361i,0.00028858+0.0020921i,0.00088801+0.0023977i,0.00076605+0.0021126i,0.00033042+0.0017443i,0.00048188+0.0008716i,0.0011645+0.00034272i,0.0010041+0.00024674i,0.00070394-0.00034875i,0.00057339-0.00030797i,0.00025339+0.00029711i,-6.4924e-06+0.00030924i,-0.00023774-0.00025756i
0.00038399-0.0011148i,0.00025299-0.00073238i,-0.00040512-0.00099979i,-0.0023752-0.00034038i,-0.001969+0.00081451i,-0.00035506+0.0020114i,-0.00014925+0.0019614i,-0.00025382+0.0015666i,-0.00050653+0.0021528i,-0.00076038+0.001914i,-0.0013427+0.00019535i,-0.0022717-0.00055384i,-0.0029654-0.00019683i,-0.002446+0.00041324i,-0.0012574+0.00094551i,-0.00096515+0.0005894i,-0.00098624-4.6316e-05i,-0.00063537-0.00017403i,0.00020773-0.0004655i,0.00040918-0.00075351i,0.00046613-0.00011891i,0.00099491+0.0002733i,0.00038998-0.0004042i
-0.00040539-0.00045543i,-9.7552e-05-0.00047943i,-0.00071281-4.8208e-05i,-0.001464+0.0016522i,-0.00071482+0.0028911i,0.0017476+0.0016132i,0.0020836-0.00034705i,-0.00018396-0.00067076i,-0.0011471-0.0004477i,-0.00086247-0.00029839i,-0.00060572-0.00025518i,-0.00081373-0.0018036i,-0.0019699-0.0026085i,-0.002412-0.0021506i,-0.0017168-0.0006785i,-0.0013321+0.00022659i,-0.00062701+0.00033873i,0.00030421+0.0014457i,0.00049015+0.0014646i,0.00047794+0.00051813i,0.00015625+0.00042809i,-0.00072242+0.00075273i,-0.00026294+0.00040642i
-0.0010375+0.0018379i,-0.0016872+0.0006656i,-0.0025382+0.00039559i,-0.0029731+0.0010106i,-0.0021288+0.0016927i,-0.00016739+0.0020294i,0.00059107+0.0010225i,-0.00030556-0.00052001i,-0.0009058-0.0010144i,-0.00073495-0.0003931i,-0.00034086+0.0002131i,0.00064146+0.00029136i,0.0018318-0.00061658i,0.0018077-0.0014664i,0.0008035-0.00091209i,0.00029345-0.00054052i,-0.00033113-0.00035751i,-0.00089758+1.0115e-05i,3.7332e-05-2.9726e-05i,0.00039751+0.00050639i,-0.00030401+0.00029249i,-0.00026976-0.00079785i,9.646e-05-0.00070163i
-0.00045921+0.00054299i,-0.00051342-0.0011381i,-0.00097317-0.0025984i,-0.0016155-0.0023316i,0.00016705+1.3533e-05i,0.0019379+0.00039283i,0.0016421-0.0012287i,0.00054467-0.0015695i,0.00018917-0.00040299i,0.00066853+0.00080135i,0.0011601+0.0011729i,0.0023098+0.0013362i,0.0026764+0.0011141i,0.0014088+2.7668e-05i,0.0005491-6.2371e-05i,0.00063151+0.0011675i,-0.00012425+0.001132i,-0.00035374+0.00076583i,0.00029821+0.00075988i,0.00046178+0.00022365i,0.0005835+4.9448e-05i,0.0001849-2.092e-06i,2.7535e-06-9.1461e-05i
0.0021802-0.00012406i,0.0021076-0.00094075i,-0.00033112-0.00098518i,-0.0022345+0.00035758i,-0.001165+0.0029613i,0.00037377+0.0027703i,0.00061578+0.00058604i,-0.0011847+0.00031938i,-0.0022878+0.0014534i,-0.0014937+0.0019213i,-0.001887+0.0024052i,-0.0023809+0.0025418i,-0.0017851+0.0019039i,-0.0015264+0.0012767i,-0.00096729+0.0011685i,-0.00061028+0.0010835i,-0.00030569+0.00093949i,0.00036509+0.00072222i,0.00067333+0.0008338i,0.0010746+0.00049471i,0.00085406+0.00011088i,0.00026773+0.00085848i,-0.0007504+0.00089987i
-0.001098+0.0027679i,-0.0018+0.0022568i,-0.0020702+0.001778i,-0.0020299+0.0011463i,-0.0005032+0.00059611i,0.0010733+0.00098584i,0.00048744+0.00040271i,-0.0017326+0.00050566i,-0.002853+0.001251i,-0.0017855+0.00059728i,-0.0013462+5.0773e-05i,-0.0027078-0.00047462i,-0.0032456-0.00074059i,-0.0023084-0.00057422i,-0.0011742+0.00054629i,-0.00011065+0.00064785i,0.0004749+0.00013706i,0.00076703+0.00026445i,0.0010224+0.0007752i,0.00092376+0.0010516i,0.00044872+0.0010267i,0.00023702+0.00080734i,-0.00053753+0.00057077i
-0.0019635-0.0003105i,-0.003138+0.00012298i,-0.0015062+0.00046062i,-0.00098438+0.00079348i,-0.00075978+0.0017169i,0.00060821+0.00149i,0.00023993-9.1541e-05i,-0.0015524-0.0010067i,-0.0026891-0.0012167i,-0.0014579-0.0012534i,-0.00021784-0.0015875i,-0.00059102-0.0022268i,-0.0018624-0.001525i,-0.0022951-0.00046366i,-0.0009049-0.00096269i,0.00032469-0.0016198i,0.00064951-0.0012188i,0.00011115-0.00027461i,-0.00039677+0.00042863i,-0.00065985-2.8308e-05i,-0.0009032-0.00095074i,-0.0010317-0.00073881i,-0.00060998-0.00010119i
0.0013995+0.0013747i,0.001675+0.00012026i,0.0010514-0.0020571i,0.00028048-0.00174i,0.00030064+0.00079536i,0.0008318+0.0012227i,0.0010585+0.00075043i,0.00044858-0.00015345i,-0.00031999-0.00058161i,-0.00037544-0.00034709i,-0.00022306+0.00017562i,0.00059815+0.00030639i,0.0012111-0.00029888i,0.00053139-0.00052673i,-0.00033418-0.00032828i,-0.00058167-0.00018394i,-0.00047357-7.3771e-05i,-0.00079374-0.00066085i,-0.00030552-0.0015648i,0.00022723-0.0013076i,0.00042357-0.00071766i,0.00082767-0.00058749i,0.0012136-5.0142e-05i
0.0014115+0.00017427i,-0.00042765-0.0002679i,-0.0010347-0.00081302i,-0.0013683-0.0010982i,-0.00060822+0.00017811i,0.00073877+0.000361i,0.001451-0.00043081i,0.00072497+3.9953e-05i,-0.00071742+0.00089158i,-0.0016563+0.0014024i,-0.00082896+0.0023745i,0.00051081+0.0034645i,0.00081902+0.0034491i,0.0011004+0.0014609i,0.00099517-0.0003029i,-0.00021365-0.0001412i,-0.0012118+0.00010617i,-0.0016661-8.3935e-05i,-0.0011577+0.0003266i,0.00012096+0.00034231i,0.0012727+4.0578e-05i,0.0014578+0.00017163i,0.00010894+0.0007845i
