-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
0.00076534+0.00067367i,-1.0404e-05-0.00053504i,-0.0018473+0.00022677i,-0.0028516+0.0010071i,-0.002178+0.00080146i,-0.0010817+0.0010129i,-0.00014306+0.00029888i,-0.00042404-0.00082064i,-0.0015507-0.00051253i,-0.0017677+0.00079215i,-0.0016186+0.001644i,-0.0018609+0.0018948i,-0.001739+0.0011592i,-0.00089941+0.00074816i,-0.00040323+0.00041924i,-0.0001293+0.0004255i,0.00081315+0.0010314i,0.00094452+0.00083491i,0.00047007+0.00081809i,9.8925e-05+0.0013809i,-0.00041566+0.0008831i,-0.0013662+0.00022823i,-0.0014931+0.00014071i
0.00091264+0.00055286i,0.00080576-0.00098119i,-0.00030098-0.0026222i,-0.0020089-0.0025754i,-0.0018674-0.00099207i,0.00025708+0.00070015i,0.00018119-0.00010089i,-0.0017835-0.0013304i,-0.0024637-0.0013595i,-0.0015726-0.0012425i,-0.00038045-0.00072672i,-0.0012518+0.00022634i,-0.0023552+2.6555e-06i,-0.0018551-0.00026647i,-0.00070049+7.4099e-06i,-0.00057819+0.0005045i,-0.0007661+0.00026561i,-0.0003173+7.3732e-05i,-0.00025243-0.00019861i,-0.00029929-4.8775e-05i,-0.00023019+0.00030163i,7.4015e-05+4.2312e-05i,9.7943e-05+0.00021956i
0.00038619-0.0011494i,-0.0011461-0.0024401i,-0.001288-0.0038938i,-0.0011958-0.0031371i,-0.0016817-0.00073713i,-0.00086841+0.00040589i,0.00025096-0.00033315i,0.00050663-0.00066998i,0.00080969-0.00060496i,0.00068662-0.0012969i,-1.2575e-05-0.0014228i,-0.00048516-0.0012464i,-0.0014272-0.0010792i,-0.001413-0.00034701i,0.00036257+0.00030342i,0.0012187+0.00062041i,0.0014454+0.00056956i,0.00080971-2.5732e-05i,2.3477e-06-0.00057152i,0.00095083-0.00028102i,0.0015034-8.8497e-05i,0.00093838+0.00029294i,0.00017717+0.00029651i
5.4712e-05-0.0014581i,0.0011547-0.0018945i,-0.00068025+1.626e-06i,-0.0023072+0.0019756i,-0.00090254+0.0028841i,0.0013247+0.0023419i,0.0017934+0.00075032i,0.00074518+0.00052645i,0.00018912+0.0014729i,-0.00018662+0.0022173i,-0.00035846+0.0021677i,0.00063632+0.0011377i,0.0018869+0.00024201i,0.0010713+0.000142i,-0.0004416-4.299e-05i,-0.00014054-0.00029162i,0.00040899-0.00042087i,0.00099467-0.00039629i,0.0013681-0.00034727i,0.0009683-0.00027539i,1.4262e-05+9.4017e-06i,-2.2948e-05-1.9078e-05i,0.00098532-0.00032664i
0.0011019+0.0032536i,0.0013519+0.0035171i,0.00011106+0.0019772i,-0.00061218+0.0014195i,-0.00046233+0.0022604i,0.00032357+0.0017793i,0.001512+0.00064011i,0.00067333+0.00070568i,-0.0010128+0.0011123i,-0.0018904+0.0012253i,-0.0023089+0.0016031i,-0.0018326+0.0024252i,0.00013311+0.0023735i,0.0010388+0.0015806i,0.00042486+0.00061363i,6.1229e-05+0.00020535i,-4.562e-05-0.00012787i,-0.00039861-0.00069982i,-0.00055972-4.4131e-05i,-0.00063881+0.0004492i,-0.00048394+0.00033072i,-0.00055289+0.00016715i,-0.0013026+7.5259e-05i
-0.0013309+0.0003538i,-0.0039404-0.00090277i,-0.0030233-0.0024135i,-0.0024821-0.0018393i,-0.002456+0.00013039i,-0.0015105+0.0016672i,-0.00023485+0.0010773i,-0.0010051-0.0010021i,-0.0019079-0.0025347i,-0.0016807-0.0019986i,-0.0021063-0.00082602i,-0.0023343+0.00040568i,-0.002003+0.00082516i,-0.0013925+0.00091437i,-0.0011637+0.00045927i,-0.0004866-0.00010244i,-0.00034898+6.9198e-05i,-0.0008258-0.00015399i,-0.00030193-0.00014775i,0.00015138+0.00016091i,0.00027561-0.00011843i,0.00017333-0.00019289i,-0.00052147+0.00014241i
0.0016825-0.0051537i,0.00067389-0.0060762i,-0.00085833-0.0050965i,-0.0012564-0.0023932i,-0.00082911+0.00097722i,0.00099433+0.0024248i,0.0017638+0.0010903i,0.0010297-0.00051684i,0.0004616-0.0012167i,8.0204e-05-0.001355i,-0.00032882-0.0011991i,-0.00063232-0.00087007i,-0.00014887-0.00056139i,0.00010588-0.00012026i,-0.00017437+0.00039264i,5.2215e-05+0.00048431i,0.00046778+0.00039149i,0.00024115+0.00088631i,0.00019217+0.00038759i,0.00035162-0.00063215i,0.00016031-0.00025628i,2.2184e-05-0.00028416i,0.00074208-0.00063313i
0.001619+0.00077266i,0.003077+0.0013763i,0.0012058-0.0013197i,-0.0018477-0.001507i,-0.002674+0.001202i,-0.0013776+0.0022926i,0.00040415+0.00076302i,0.00028832+1.078e-05i,-0.00062538+0.0013496i,-7.7767e-05+0.0019768i,0.00094216+0.0012391i,0.0010439-0.0002785i,0.00047225-0.0010363i,-9.7038e-05-0.00061036i,-0.00024041+0.000222i,0.00015358+0.00092187i,0.00094879+0.00060731i,0.00081594-0.00010993i,0.00060322-0.00025148i,0.00077094+0.00044577i,0.00068235+0.0012451i,0.00027097+0.0015491i,-0.00028378+0.0014807i
-0.0027513-0.0018662i,-0.0037076-0.0012735i,-0.0054432-0.0013828i,-0.0069025-0.00095359i,-0.0054063+0.001555i,-0.0013489+0.0032557i,0.00077266+0.0013502i,-0.00029278+0.00059968i,-0.0016295+0.0016227i,-0.0017422+0.0010763i,-0.0012528+0.00046619i,-0.00013073+0.0012237i,0.00079613+0.0013639i,0.0010635+0.00022429i,0.0009137-0.00046514i,6.1395e-05-0.00024135i,-9.3216e-05-0.00012289i,0.0006428-7.8176e-05i,0.00077919-0.00034987i,0.00078645-0.00073996i,0.00051493-0.0008249i,0.00055678-0.0006882i,0.00035798+0.00017753i
0.00030957-0.0032107i,-0.0014704-0.0027576i,-0.0029292-0.0020686i,-0.0033573-0.0010573i,-0.0020913+0.00063272i,0.00031273+0.0012942i,0.0006819+0.00042625i,-0.00092981-0.0014159i,-0.0018972-0.0021575i,-0.0016989-0.0012987i,-0.0021126-0.00035118i,-0.0013363+0.00099236i,0.0010994+0.001346i,0.0027021+6.7717e-05i,0.0022165-0.00016466i,0.00082699-7.1103e-05i,-0.00027487-0.0009357i,-0.00022923-0.0015276i,-0.00015472-0.0012239i,-0.00024076-0.0013486i,-0.00038858-0.0013401i,-0.00055021-0.00081857i,-0.00018001-0.00069984i
0.0015142+0.001513i,0.00077287+0.00067859i,-0.00057551+0.00066875i,-0.0013099+0.0010099i,-0.00086162+0.0018319i,-0.0001776+0.0019764i,0.00036275-7.7131e-05i,0.00056574-0.0018388i,-0.0002437-0.0013324i,-0.0008604-0.00053503i,-0.0013571-0.00037924i,-0.0010338+0.00011221i,0.00065471+0.0010701i,0.0013942+0.0016036i,0.00016748+0.0011453i,-0.00078825+0.00033663i,-0.00053931-1.0443e-06i,-0.00021145-0.00040543i,-0.00026527-0.00019483i,-0.0010738+0.00031297i,-0.0012371+0.00034645i,4.7639e-05+0.00042645i,0.00058925+0.00033326i
-0.0011594+6.2382e-05i,-0.0017735-0.0020198i,-0.0021251-0.0035714i,-0.0024976-0.0024222i,-0.0020556+0.0010348i,-0.00016346+0.0025612i,0.0011164+0.0011824i,0.0009426+0.00082336i,-7.0221e-05+0.0016661i,-0.00085545+0.001157i,-0.0014183+0.00040197i,-0.001165+0.00036445i,-0.00091373+0.00048246i,-0.0015855+0.000581i,-0.0011516+0.00036226i,-0.00095433-0.00043342i,-0.000865-0.00072056i,0.00074288-0.00039603i,0.0012508+0.00024593i,0.00083613+0.0012354i,0.0005579+0.0014879i,-0.00021546+0.0014078i,-0.00084033+0.0010032i
-0.00018147-0.0012247i,-0.00012502-0.0024623i,-6.1208e-05-0.0021815i,-0.0017478-0.0012542i,-0.0020923+0.00067377i,-0.00047866+0.0014456i,5.1879e-05-0.00025288i,-0.0005547-0.0010165i,-0.00073827+0.00057608i,-0.0010844+0.0012469i,-0.00092808+0.00042124i,0.00016359-0.0007899i,-0.00017536-0.0015497i,-0.001733-0.0013154i,-0.0012134-0.00075134i,0.00046877+3.6428e-05i,0.0004633+0.0011364i,-0.00018069+0.0017687i,-0.00024789+0.0013964i,-0.00016815+0.0013207i,-0.00016013+0.0017609i,-0.00055153+0.0011229i,-0.00010159+0.00027194i
-0.00067631-8.7507e-05i,-0.00099828+0.00068059i,-0.002148+0.0019845i,-0.0032655+0.0027675i,-0.002335+0.003488i,-0.00055295+0.0027788i,-0.00031185+0.00026237i,-0.002219-0.0012724i,-0.0030277-0.001907i,-0.0017602-0.00078492i,-5.5458e-05+0.00014726i,0.00079113+0.00012213i,0.00093322+0.00021396i,0.00068889+0.0004998i,-1.6225e-05+0.00049716i,-0.00033344+5.0522e-05i,-2.1435e-05+0.00028307i,0.00033362+0.00063352i,-2.9654e-05+0.00088783i,-0.00045983+0.001223i,5.0522e-05+0.00023307i,0.00054223-0.00051156i,0.0008057-0.00053557i
0.0009673+7.5231e-06i,-0.00015955+0.00048467i,-0.0024635-0.00029327i,-0.0028209+0.0010228i,-0.0014002+0.0035606i,0.00066338+0.0027431i,0.0013833+0.00041082i,0.00031409-0.00045306i,0.00022441-7.1614e-05i,0.00098654-0.00016461i,0.00047073-0.00047702i,0.00047706+0.00027038i,0.0020117+0.0011502i,0.0026787+0.00099844i,0.0024113+0.00088022i,0.001514+0.00077856i,0.00082054+0.00030462i,0.00066575-1.0769e-05i,0.00043471-0.00075426i,0.00011633-0.0017777i,-0.00036276-0.001437i,-7.9577e-05-0.00026767i,0.00016826-0.00018092i
-0.0027625-0.00088722i,-0.0034804-0.0027482i,-0.0044545-0.003619i,-0.0042771-0.0025255i,-0.0026613+0.00065687i,-0.00020336+0.0028447i,0.0015697+0.00096092i,0.0015063-0.00053962i,0.0011141+0.00099214i,0.00037006+0.0010447i,-0.0011719+3.6366e-05i,-0.0018623+0.00041879i,-0.0013005+0.0010042i,-0.0013922+0.00079426i,-0.0010903+6.0108e-05i,-0.00019987-0.00052054i,0.00012887-0.00021383i,0.00014679-0.00053273i,0.00065668-0.00080095i,0.00048788-0.00014391i,-0.00040155+0.00062577i,-0.00049069+0.0014053i,-0.00062453+0.00083263i
-0.0010875-0.0016883i,-0.00084089-0.0036474i,0.00010603-0.004296i,-0.00041916-0.0024625i,-0.00015913+0.00030698i,0.0016396+0.0010105i,0.0013986+2.2458e-05i,-0.00083216-0.00024587i,-0.0025745+0.00070606i,-0.0028395+0.00050232i,-0.0022997+0.00020752i,-0.001894-7.9892e-05i,-0.002287-0.00045067i,-0.0029676+3.4101e-06i,-0.001718+0.00039736i,-5.2694e-05+0.00086843i,5.0233e-05+0.00092552i,0.00024824+0.00073019i,0.00019879+0.00096063i,-0.00050437+0.0012792i,-0.00071328+0.0018778i,-0.00042104+0.0016093i,5.011e-05+0.0001872i
0.0030292+0.0035078i,0.0046981+0.0032562i,0.0045636+0.0027096i,0.0020132+0.0014976i,4.9552e-05+0.0022186i,6.7265e-05+0.0024807i,-1.7634e-05-0.00011317i,-0.0015044-0.0014683i,-0.0026243-0.00038212i,-0.002931+0.00073084i,-0.0021204+0.00084369i,-0.00051771-0.00027256i,-0.00031498-0.0019561i,-0.0013816-0.0028455i,-0.0021657-0.0021661i,-0.0021242-0.0015299i,-0.0015628-0.0010854i,-0.0013744-5.7205e-05i,-0.0011676+0.0003536i,-0.00095695+0.00013674i,-0.00074464+0.00022399i,-0.0004115+0.00062078i,-0.00038927+0.00090086i
-0.00079944+0.001865i,-0.0019636+0.00265i,-0.0042308+0.0011074i,-0.0043632+0.00068415i,-0.0024655+0.0021442i,-0.00025796+0.0015399i,0.00050443-0.00091346i,-0.00062606-0.0019394i,-0.00059823-0.0010296i,3.6373e-05+0.00035467i,0.00061902+0.0014107i,0.0019072+0.0019937i,0.0020096+0.001809i,0.0010035+0.0012637i,0.00026087+0.0010589i,2.7804e-06+0.0012437i,0.00014871+0.0015564i,0.00064082+0.001664i,0.0010385+0.0014537i,0.0016712+0.0011072i,0.0020483+0.00025851i,0.0016573-0.00019004i,0.001292+4.6882e-05i
-0.0011918-0.0020494i,-0.0037136-0.0047522i,-0.0038531-0.0058348i,-0.0034527-0.0021521i,-0.0025754+0.0018184i,-0.00060636+0.0026434i,0.00015721+0.002027i,-0.00051275+0.0016551i,-0.00059535+0.0018252i,0.00061092+0.0023303i,0.0010873+0.0017161i,0.0010161+0.0014916i,0.00084265+0.002447i,0.0011248+0.0015495i,0.0014323+0.00098782i,0.0013298+0.00020632i,0.0012422-0.00074918i,0.00081504-0.0011515i,0.0010226-0.0015691i,0.0013847-0.00098149i,0.0013507+0.00037181i,0.0010903+0.00068312i,0.00076208-0.00015009i
0.0024689-0.0032116i,0.0029548-0.0043203i,0.0008573-0.0052802i,-0.0023486-0.0035465i,-0.0023576-0.00010514i,0.00026608+0.0011674i,0.0014264+0.00077334i,0.00045376+0.0011579i,-2.078e-05+0.0015696i,-0.00035561-2.0711e-05i,-0.0015481-0.0014289i,-0.002954-0.0010444i,-0.003025-0.00022643i,-0.0012058+0.00024324i,-7.4859e-05-0.00032079i,-0.00024657+0.00024874i,-2.3843e-05+0.0010932i,-0.00018842+0.00073645i,-0.00072666-8.0648e-05i,-0.00087947-0.0010925i,-0.0010549-0.0012907i,-0.0014789-0.00064062i,-0.0016382-0.00028571i
0.0030654+0.0024753i,0.0029904+0.0025674i,0.0012843+0.0014929i,-0.00087246+0.00059332i,-0.0011025+0.0020604i,0.00044131+0.0030256i,0.00076084+0.0011624i,-0.0010065-0.00030752i,-0.0029592-0.00092263i,-0.0028049-0.0019583i,-0.0026381-0.0019506i,-0.001708-0.0011974i,-0.00033627-0.0012261i,-0.00048954-0.0012508i,-9.3215e-05-0.0005394i,0.00070924+0.00056945i,0.0005121+0.00079277i,0.00020709+0.00087509i,-9.9255e-05+0.0010153i,-0.00053151-0.0004002i,-0.00021748-0.0018233i,-0.000194-0.0012569i,-0.00020363-0.00087654i
-0.0029837+0.002327i,-0.0053184+0.0015651i,-0.0049616+0.00086274i,-0.0028086+0.00091738i,-0.0007829+0.00072606i,0.0010952-0.0001043i,0.0014043-0.0012745i,-5.4639e-06-0.0026018i,-0.00080034-0.0021283i,-0.0012244-0.0010584i,-0.00096616-0.00039065i,-0.00035459+5.7513e-05i,0.0003056-0.0004913i,-0.00028835-0.0011653i,-0.0022874-0.0017076i,-0.0031148-0.001515i,-0.0021485-0.0016435i,-0.00099877-0.001194i,-0.00045146-0.00046713i,-5.9898e-05-0.00010226i,0.00038485-0.00030852i,0.00064147-0.00071456i,0.00057444-0.0010285i
-0.00059917-0.0035833i,-0.0022641-0.0044484i,-0.0032594-0.0043258i,-0.0035164-0.0011588i,-0.0024386+0.0022132i,-0.00042431+0.0029043i,0.00068635+0.0020654i,-0.00017438+0.00037281i,-0.0010498+0.0013718i,-0.0014637+0.003578i,-0.00097485+0.004114i,0.00068258+0.0035533i,0.0017161+0.002722i,0.00038616+0.0011964i,-0.0015264+0.00076381i,-0.0018569+0.00062933i,-0.0012877+0.00019258i,-0.00045835+0.00057001i,0.00026705+0.00092766i,0.00085789+0.0013681i,0.0017493+0.001553i,0.0023043+0.00097404i,0.0019067+0.00086633i
0.0049792-7.3011e-05i,0.0071343-0.0011403i,0.0069216-0.0018118i,0.0034388-0.00087554i,0.00075448+0.0018002i,0.00053913+0.0029353i,0.00051992+0.00051791i,-0.00036126-3.5547e-05i,-0.0011694+0.0020471i,-0.000543+0.0039099i,0.00059374+0.0037421i,0.00024505+0.0025498i,-0.00012967+0.0016974i,0.00018182+0.0017291i,0.00063958+0.0015532i,0.0012533+0.00033944i,0.0016239-0.00042989i,0.0018071-0.0003351i,0.0013793-4.3117e-05i,0.00031414-3.2102e-05i,-0.00023809+0.00021112i,-0.00052664-0.00037936i,-0.000811-0.001233i
-0.0015061+0.0018888i,-0.003149+0.0033234i,-0.006095+0.0015752i,-0.007491-8.1752e-05i,-0.0056134+0.00085098i,-0.0020531+0.0012977i,-0.00069847+5.7455e-05i,-0.0025801-0.00087718i,-0.0031663-0.0010267i,-0.0014666-0.0016169i,-0.0007169-0.0023476i,-0.0011148-0.0026086i,-0.00075291-0.0016383i,0.00036766-0.00054003i,0.00017003+0.0004741i,-0.00092894+0.0013059i,-0.00037622+0.0010815i,0.00022587+0.00025981i,-0.00039025-0.00023916i,-0.0011611-0.00048219i,-0.0012334-0.0012067i,-0.0010398-0.0015185i,-0.0011292-0.0011534i
-0.005287-0.00056512i,-0.0068832-0.00012754i,-0.0071766+0.0020235i,-0.0053738+0.0040428i,-0.0018454+0.0048861i,0.0017984+0.0035619i,0.0027494+0.00047834i,0.0013556-0.0016445i,0.00016388-0.0027132i,-0.00025877-0.0029045i,-0.00081581-0.0025221i,-0.00030221-0.0022788i,0.00025018-0.0027346i,-7.6662e-05-0.0032285i,0.00040033-0.002323i,0.00053811-0.0010701i,1.4032e-05+0.00033561i,-0.00013229+0.0013482i,2.4003e-05+0.0012276i,0.00084319+5.1454e-05i,0.001959-0.0010896i,0.0021586-0.00076478i,0.0010788-0.00056896i
0.0024163-0.0020118i,0.0028185-0.0051223i,0.0018201-0.0048775i,0.00065179-0.0019601i,0.0016648+0.00089744i,0.0022949+0.0013721i,0.001823-0.00076649i,0.0013013-0.0017639i,0.00061261-0.00079894i,-0.00063494+1.2375e-05i,-0.0015812+0.00019303i,-0.00044977+0.00063519i,0.00050429+0.00012512i,-0.00062405-0.00090542i,-0.0016035-0.0015779i,-0.0013216-0.0020317i,-0.00055932-0.0013447i,-9.2017e-05-0.00041349i,-0.00022313-0.00031397i,-0.00051818+0.00035492i,-0.00082739+0.001388i,-0.00084728+0.0020452i,-0.00020873+0.0017679i
0.0030911+0.0022544i,0.0020081+0.002428i,0.00076178-0.00016307i,-0.0013983-0.0014759i,-0.0025785+0.00057273i,-0.00052582+0.0010778i,0.00039151-9.863e-05i,-0.001222-0.00023281i,-0.0021249+0.0019469i,-0.0025568+0.0036843i,-0.0030188+0.0040253i,-0.0023248+0.0036389i,-0.0014339+0.0017952i,-0.0011361+0.00084249i,-0.0015251+0.0015451i,-0.0010265+0.0022691i,-0.00019171+0.0021087i,-0.00019024+0.0012179i,-0.00086901+0.0017517i,-0.0014905+0.002263i,-0.0009266+0.0020937i,-0.00061388+0.0018468i,-0.0010492+0.0011575i
0.00054179+0.0001658i,-0.0006663+0.0010086i,-0.00058058+5.9246e-05i,-0.0012407-0.0016654i,-0.0019039-0.0012282i,-0.00082823+0.00071724i,4.1467e-05-6.286e-05i,-0.001292-0.0014023i,-0.0024745-0.00021452i,-0.0020335+0.00067848i,-0.0005112+0.00099394i,3.8576e-05+0.0013843i,-4.516e-05+0.001929i,-8.2816e-05+0.001314i,-0.00050446+2.6652e-05i,0.0002252-0.00032814i,0.00081034-0.00016926i,-6.7758e-05-0.00074897i,-0.00050917-0.0013352i,-0.00033517-0.0020916i,-0.0010023-0.0018872i,-0.0019236-0.00081297i,-0.001832-0.00038183i
-0.0038831-0.0047103i,-0.0056084-0.0050121i,-0.0073498-0.0037351i,-0.0064131+0.0001392i,-0.0039164+0.0029583i,-0.00077696+0.0022126i,0.00065828+0.00021763i,-0.00041026-0.0018656i,-0.00085662-0.0026103i,0.00084333-0.0012429i,0.0027763-0.0010072i,0.0027084-0.0017809i,0.0018613-0.0015946i,0.00084538-0.00045916i,-0.00028537+0.00066862i,-0.0010705+0.00072077i,-0.0019632+0.0011613i,-0.0019569+0.0015188i,-0.00068388+0.00028173i,0.00069255-0.0003481i,0.0016316-0.00068118i,0.001039-0.0010346i,-5.9977e-05-0.0010676i
0.0032714-0.0029567i,0.0012746-0.0034497i,-0.0014046-0.0031178i,-0.0038922+0.0007179i,-0.0031277+0.0035352i,-6.3335e-05+0.0026263i,0.00067866+0.00087768i,-0.00090012+0.00033119i,-0.0017038+0.00024259i,-0.0011268-0.00051497i,-0.00055488-0.00046784i,-0.0003324-0.00022484i,0.00080818-0.00044415i,0.0022301-0.0013957i,0.0027095-0.0019918i,0.0019586-0.0011644i,0.0015077+0.00012352i,0.0016068+0.0012449i,0.0018721+0.002203i,0.0024308+0.0023414i,0.0024569+0.0020896i,0.001784+0.0018531i,0.0010134+0.00092624i
0.00084921+0.00018582i,0.0007593-0.00047135i,-0.00070949-0.0023323i,-0.0029062-0.0021112i,-0.0022725+0.00090124i,0.00069185+0.0027805i,0.0020841+0.0015695i,0.0010275+0.0010788i,-0.0013377+0.0020809i,-0.0037992+0.0014541i,-0.0041116+0.00062035i,-0.0022977+0.0010949i,-0.00071038+0.0013659i,-0.00055128+0.0004753i,-0.0011019-0.00094055i,-0.001318-0.0019908i,-0.00098942-0.0022705i,-0.0010454-0.0013963i,-0.0012658+0.00014083i,-0.0015645+0.00040437i,-0.0020509+0.00037632i,-0.002235+0.00092091i,-0.0026446+9.8226e-05i
-0.0035208-0.0017557i,-0.0057661-0.00062542i,-0.0062023-0.0010531i,-0.0054385-0.00048549i,-0.0051885+0.0014349i,-0.0018112+0.0026756i,0.00092264+0.0012808i,0.00043987-0.0003728i,-0.0018959+0.00036441i,-0.0038865+0.0014485i,-0.0041156+0.0014005i,-0.0033762+0.0005194i,-0.0015341-0.0010483i,-7.7241e-05-0.0016352i,-1.4504e-05-0.00047837i,-0.00013867+0.00070205i,5.737e-05+0.00082559i,-0.00015576+0.00031425i,-0.00062859+0.0010354i,-0.00050698+0.0018628i,-1.3133e-05+0.00063954i,-8.3875e-05+0.0002679i,-0.00063356+0.00059445i
0.00095613-0.0024023i,0.0014355-0.0031493i,-0.00048518-0.0035781i,-0.0024185-0.0026053i,-0.0016831+0.00012551i,-0.00046116+0.0016718i,4.4765e-05-2.963e-05i,-0.00024217-0.002009i,-7.3194e-05-0.0009946i,0.00093224+0.00082613i,0.0014521+0.0012129i,0.0010416+0.00087797i,3.9234e-05+0.00011207i,-0.0018965-0.00077202i,-0.0028015-0.0011941i,-0.0015975-0.00039987i,-0.00039881+0.00038919i,2.0105e-05-0.00018304i,0.0006889-0.00096723i,0.0016436-0.0019907i,0.0019828-0.0019162i,0.0018632-0.0008883i,0.001323-0.00014499i
0.0021502+0.0017401i,0.00046827+0.00060319i,-0.0022929-0.0011526i,-0.0051577-0.00057785i,-0.0042813+0.00078279i,-0.00069785+0.001557i,0.001126+0.0004914i,0.0013284-0.0015021i,0.0013288-0.002156i,0.0023247-0.001291i,0.0032719-0.00072606i,0.002434-0.00031572i,0.0018403+0.0005388i,0.0018435+0.0012901i,0.001301+0.0016907i,0.00083348+0.0011999i,-5.527e-05+0.00055241i,-0.00036424-7.2378e-05i,0.0013294-7.323e-05i,0.0028713+0.0016126i,0.0027047+0.0023802i,0.0018148+0.0019973i,0.0011166+0.0012474i
-0.0042569+0.0011446i,-0.0030993+0.00069185i,-0.00047476+4.0247e-05i,-8.2066e-05-0.00099342i,-0.00090814+0.0011032i,0.0003628+0.0032327i,0.00057098+0.0012447i,-0.001578-0.0010589i,-0.0033071-0.00096083i,-0.0025342-0.00084362i,-0.0014407-0.00096466i,-0.0018188-0.0010033i,-0.0017924-0.0012066i,0.00013431-0.0010656i,0.0014459-0.00037741i,0.0010996+0.00012191i,0.000691+0.00056176i,0.00035278+0.0013758i,0.00037784+0.0017097i,0.00043103+0.0010715i,0.00040169-0.00036234i,-0.00017969-0.00082321i,-0.00031722-0.00056407i
0.00075224-0.0022133i,0.00041107-0.0027717i,-0.00044229-0.00050107i,-0.0013834+0.0020352i,-0.00093832+0.0035206i,0.00060361+0.0028141i,0.0018497+0.00073936i,9.0217e-06-0.00055336i,-0.0036719-0.00025759i,-0.0047378-0.0010358i,-0.0036203-0.0015298i,-0.0028669+8.4373e-05i,-0.0023338+0.00068622i,-0.0022496+0.00042582i,-0.0012815+9.3893e-05i,-0.00063623-0.00072594i,-0.00059175-0.00089215i,8.5138e-05+0.00028352i,0.00069258+0.00083798i,0.0001806+0.00046864i,-0.0015933-0.00041461i,-0.002368-0.001428i,-0.0010989-0.0012864i
0.0021575-0.00072371i,0.0025404-0.0003386i,-0.00065433-0.00017213i,-0.0034394+0.0011702i,-0.0023964+0.0032146i,0.00011841+0.0032659i,0.00085382+0.0014214i,-0.0002658+0.00068254i,-0.0013235+0.00064495i,-0.0019923+0.00023169i,-0.0021885+0.0001603i,-0.00099301-0.00038455i,-0.0002406-0.0016635i,-0.00018435-0.0022178i,-5.5942e-05-0.0019566i,-0.00065474-0.00086997i,-0.0011836+0.00032361i,-0.00092353+0.00038456i,0.00026327-0.00010638i,0.0012051-0.00048864i,0.0014824-0.00045835i,0.0013001-7.8024e-05i,0.00062744-0.0003346i
-0.00051721+0.0041115i,-0.0026925+0.0029087i,-0.0044354-0.00023714i,-0.0040879-0.0012674i,-0.0012321+0.00037275i,0.0010133+0.00052518i,0.0012591-0.00043108i,0.00036109+0.00022339i,0.00038705+0.0020822i,0.00055155+0.0022819i,-0.00067173+0.0012807i,-0.00047984+0.0011657i,0.00023649+0.001223i,0.00027347+0.00021286i,0.00067342-0.0010187i,0.0010667-0.00080837i,0.0015179-0.00067052i,0.0011046-0.0013994i,2.8326e-05-0.001145i,-0.00020473-0.00068901i,-0.00018371-0.00048034i,6.0025e-05+0.00025265i,0.00037575+0.0011793i
-0.00213-0.0022733i,-0.001544-0.0025915i,-0.00084757-0.0020976i,-0.0012452-0.00050936i,-0.0015097+0.0019168i,-0.00042839+0.0029691i,0.00086773+0.00033381i,0.00064945-0.0016176i,0.00073101-0.00064943i,0.0020094+0.0010153i,0.0024337+0.0019285i,0.0020285+0.0020893i,0.0019672+0.0016444i,0.0014563+0.0010737i,0.00069914+0.0011287i,0.0010599+0.0011578i,0.00042637+0.00078735i,-0.00086607+0.00010972i,-0.00075959+0.0011319i,3.7829e-05+0.0020113i,-8.5054e-05+0.0016041i,-0.00086381+0.0013327i,-0.0011631+0.00080282i
0.0049327-0.0017814i,0.0056434-0.0042418i,0.0041217-0.0068272i,0.00074854-0.0061172i,-0.0019947-0.001786i,-0.0015192+0.001539i,-0.00040262+0.00037566i,-0.001782-0.0023136i,-0.0031454-0.0037381i,-0.0026381-0.0037058i,-0.0021634-0.0031968i,-0.0024705-0.0029849i,-0.0019583-0.0024948i,-0.0010849-0.0013662i,0.00010584-0.00069419i,0.001131-0.00044746i,0.0014225-0.00043714i,0.0012523+0.00038999i,0.00023729+0.00054049i,-0.00014493-0.00050426i,0.00024897-0.0005481i,9.3464e-05-0.00018098i,-0.0001806-0.00012605i
-0.00032168+0.0028299i,-0.0012014+0.0036648i,-0.0024497+0.0018803i,-0.0037787+0.0014932i,-0.0045934+0.0033335i,-0.0030491+0.0034102i,-0.00091213+0.0018347i,-0.00121-0.00019566i,-0.0024948-0.0019819i,-0.0032435-0.0024266i,-0.0027983-0.0014118i,-0.0022937-0.00015907i,-0.0021817-4.7811e-05i,-0.0027134-0.00065084i,-0.0030564-0.0003379i,-0.0027376+0.00055718i,-0.0027237+0.00077251i,-0.0025132+0.0011354i,-0.0015583+0.001633i,-0.00013515+0.0013089i,0.0014062+0.00015587i,0.0015624-0.00020799i,0.0011297-0.00034066i
