-0.001024-0.00012925i,-0.0018928+5.8044e-05i,-0.0022852-0.000473i,-0.001709-0.00049685i,-0.001715+0.00050968i,-0.0016267+0.0012373i,-0.001081+0.0020979i,-0.00014993+0.0017111i,0.00069337+0.00080423i,0.0012028-4.1209e-05i,0.0012095-0.00085322i,0.00056752-0.00077782i,0.00079053-6.4705e-05i,0.0010365-0.00023189i,0.00026669-0.00041804i,-0.00027821+0.00071181i,-8.2896e-05+0.001345i,0.00054389+0.00044963i,1.3644e-05-0.0001161i,-0.00050206-0.00056291i,-5.174e-05-0.00035842i,-0.00012739+2.3656e-05i,-0.00039512-0.00060664i
0.0014379+0.0011461i,0.0013723+0.00033833i,1.0358e-05-4.4102e-05i,-0.00049112+0.00042167i,-3.8615e-05+0.00087313i,-0.00012831+0.00070725i,-0.0007105+0.00045943i,-0.00094735+0.00047772i,-0.00045618+0.00045048i,0.00033534+0.00057553i,0.0010312+0.00089722i,0.00086497+0.00055972i,0.00012944+0.00085206i,-0.00043445+0.0013683i,-0.00035451+0.00048225i,0.00046323-1.1499e-05i,0.001086+0.00037052i,0.0010861+0.00068441i,0.00054655+0.0005632i,-0.00010537+4.9585e-05i,0.00023309-0.00031812i,0.00032894+0.00013802i,0.00030181+0.00040806i
0.0010614+0.0010697i,-5.4611e-05+0.00038861i,-0.00023504-0.00064412i,0.00043575-0.0013929i,0.00054107-0.00087615i,-0.00031586+0.00036033i,-0.00086786+0.00067635i,-0.00048043+0.0007949i,-0.00050558+0.00052508i,-0.00052199+0.00020134i,2.9495e-05+0.00068934i,0.00015775+0.00064362i,-0.00046128-0.00023258i,-0.000203-0.00058158i,0.00014863+0.00048502i,-0.00010344+0.0012416i,0.00038104+0.0011687i,0.00054742+0.00052533i,0.00055914-0.00067663i,0.0009145-0.00094669i,0.00072481-0.00077258i,9.9196e-05-0.00031209i,-0.00011821-0.000201i
0.00043415-0.0027344i,0.00076695-0.0029874i,0.00043833-0.0021425i,-0.00028491+0.00015517i,-0.0018275+0.0014875i,-0.0019+0.0012746i,-0.00047391+0.00052019i,0.00028736+3.277e-05i,0.00041705+4.1297e-05i,-0.00049939-0.00054728i,-0.00058941-0.00036811i,-9.6293e-05+0.00028014i,-0.00025338+0.0004313i,9.2394e-05+0.00033914i,0.00033763+0.00050879i,0.00033531+0.0011448i,0.00010593+0.0009016i,-0.00041541-0.00039537i,-0.00035074-0.00073684i,6.3601e-05-0.00016479i,0.00062662+0.00013685i,0.00077455+0.0002213i,0.00019519+0.00064539i
-0.00073043-0.0014034i,-0.00059273-0.0012885i,-0.00051608-0.0008881i,-0.00041996-0.00061118i,-0.00046031-0.00073233i,-0.0011335-0.001072i,-0.0012446-0.00095303i,-0.00051527+0.00032893i,0.00039422+0.00039775i,0.00089971-0.00037205i,-1.7339e-05-0.00012527i,-0.00060013+7.4541e-06i,-0.00013908-0.00032266i,0.00042399-0.00020533i,0.00082841-0.00041285i,0.00081948-0.0006029i,0.00045898-0.0010923i,9.2786e-05-0.00061107i,7.9599e-05+0.00064091i,0.00046001+0.001237i,-9.8667e-06+0.0011156i,-0.00071813+0.00043126i,-0.0005526+0.00037676i
0.0020877-0.0027062i,0.0014289-0.0023153i,-0.00055147-0.0015465i,-0.00049687-0.0004757i,-0.00012233-0.00039579i,-0.0011242+0.00062073i,-0.00082983+0.0015273i,-8.8153e-05+0.00093395i,-0.00048153-0.00051896i,-0.00082888-0.00083026i,-0.0007094+0.00020628i,-0.00058003+0.00098143i,-0.00033166+0.0014256i,0.00052123+0.00082396i,0.00097812+0.0003416i,0.0010168+0.00046713i,0.00057206+0.00058067i,0.00031683+0.00027214i,-0.00062761+0.00015804i,-0.0014694+0.00028073i,-0.0013978-0.00023677i,-0.00093932-0.00075205i,-0.00058067-9.6655e-05i
0.003995-0.0028718i,0.005231-0.0044512i,0.0024643-0.0064559i,-0.00042183-0.004886i,-0.0018859-0.0012376i,-0.0017071+0.0025012i,0.00036985+0.002305i,0.0010649-0.00010309i,0.00060863-0.0014217i,-4.3399e-05-0.00099703i,-0.0007159+0.00033352i,-0.00022336+0.00086679i,0.00015796+0.0009517i,0.00013908+0.0017873i,-0.00043912+0.0028139i,-0.00035747+0.0018201i,-0.00023329+0.00026783i,-0.0001685-0.00032404i,0.00027644-0.00058888i,0.00080143-0.00072104i,0.00099098+0.00015574i,0.00040947+0.00041986i,0.00034625-1.1414e-05i
-0.0038544+0.0037363i,-0.0050512+0.004885i,-0.002593+0.0067426i,0.00044888+0.0056763i,0.0022522+0.0037201i,0.0020602+0.00097973i,0.00022709+3.3878e-05i,-0.00075015+0.00058512i,-0.0015861+0.00099945i,-0.00076803+0.00032149i,0.00084231-0.0011486i,0.00084534-0.0011162i,0.00036538-0.0013541i,0.00021237-0.0027875i,0.00052844-0.0038834i,0.00089197-0.0031724i,0.00014944-0.0011735i,-0.00076945-0.00055381i,-0.0014807-0.00080284i,-0.0013036-0.00089208i,-0.00022251-0.00034747i,5.6848e-05+0.00048742i,1.1046e-05-0.0001772i
-0.00057007+0.001647i,-0.00099884+0.0018177i,-0.00055735+0.0027282i,0.0017851+0.0025189i,0.0032538+0.0013504i,0.0023114-0.001029i,0.00055723-0.002011i,-0.00099786-0.00046001i,-0.0011223+7.5542e-05i,-0.00012471-0.00081114i,0.00020624-0.00043018i,4.9345e-05-0.00026401i,-0.00019233-0.0012701i,7.1371e-05-0.0019328i,0.00018927-0.0021605i,5.755e-05-0.0018341i,0.00024017-5.9563e-05i,0.00032982+0.00079176i,0.00036901+0.00049313i,-0.00021222-7.669e-05i,-0.00069557-2.6629e-05i,-0.00073243+0.00091377i,-9.8858e-06+8.1008e-05i
-0.0015521-0.00074232i,-0.0014023+9.8716e-05i,-2.7766e-05+0.0018701i,0.00016952+0.00099448i,-8.9719e-05+0.00012531i,-0.00023128-0.00071332i,-0.00013569-0.0012509i,0.00031358-0.00024243i,0.00050274+0.00081297i,0.00064067+0.0010879i,0.0014374+0.00063933i,0.0012135+0.00023956i,7.587e-05-0.0004156i,-6.0766e-05-0.00071048i,0.00044266-0.0009994i,0.00062041-0.0012005i,0.00030622-0.00092249i,-0.00031187-0.0010698i,-0.00054256-0.00069442i,-0.00036371-0.00011167i,-0.00015676+0.00014236i,0.00053973-0.00014735i,0.0012362+0.00018668i
-0.00042151+0.0018027i,-0.00023859+0.002803i,0.00051209+0.0035262i,0.00039135+0.0028645i,0.00055127+0.0015339i,0.0014591-0.0011219i,0.00037323-0.0017592i,-0.0010121-0.0006354i,-0.00038899-0.00033612i,3.224e-05-0.00061042i,9.4905e-05-0.00098487i,0.00066012-0.00095268i,0.0009139-0.001332i,0.00085351-0.001042i,0.00088599-0.00073273i,0.00048669-0.00057752i,-0.00028675+0.00030219i,-0.00050365+0.0010952i,-0.00053521+0.00050796i,-0.00062897-0.00024849i,-0.000458+4.485e-05i,-1.153e-05+0.0002038i,0.00015539-0.00027177i
0.0020652+0.0020657i,0.0023005+0.0017965i,0.0013181+0.0015879i,0.0008868+0.00073149i,0.0015178+0.00049695i,0.00031541+9.2484e-05i,-0.0010654-0.00063047i,-0.0011116-0.00018957i,-0.00050957+0.00033505i,7.9266e-05-0.00050556i,3.3088e-05-0.00068089i,0.00026191-0.00043834i,0.00056335-0.00047023i,0.00031692-2.3067e-05i,0.00037507-0.0006391i,0.00021194-0.00042867i,-0.00011712-0.00022506i,-0.00047406-0.00055899i,-0.00059885-0.0002272i,-0.00023479-4.6094e-05i,2.4195e-05+0.00058142i,-0.00016176+0.00045759i,-3.6966e-05+0.00020971i
-0.00032778-0.0023589i,-0.0013779-0.0018493i,-0.0027188-0.0014238i,-0.0026027-0.0015792i,-0.0014889-0.00058963i,-0.00068228+0.00025602i,-0.00081784-0.00024011i,-0.00081271-0.00054202i,-0.00087579-0.00036311i,-0.0010417-0.000392i,-0.00057229-0.00017647i,9.0692e-05+0.00013255i,0.00060641-1.7812e-05i,0.0014487+5.8083e-05i,0.0004592-0.00020997i,-6.7431e-05-0.00028363i,0.00020225-9.6083e-05i,0.00034092-0.00032144i,0.00087294+0.00024731i,0.00094396+0.00053098i,0.00023432+8.5563e-05i,-0.00057665-0.00025617i,-0.00040453-0.0007372i
0.0016486-0.0010634i,-6.6672e-05-0.0014947i,-0.0015663-0.0020754i,-0.0021311-0.0012306i,-0.0018461-0.00061723i,-0.0011192+0.00013182i,-0.00092101+0.0011218i,-0.00098722+0.00060778i,-0.00062332-0.00061889i,-0.00013492-0.0011827i,8.004e-05-0.00044695i,0.0009341+0.00017089i,0.0014579-1.2236e-06i,0.00077506-0.00036465i,0.00038705-0.00014781i,0.00023973+0.00024679i,-3.0036e-06-0.00019636i,0.00014985-0.00065444i,0.00042623-0.00026084i,0.00063407+0.00016952i,0.00075121-3.6358e-05i,0.00062077-0.00075501i,0.00041012-0.00037673i
0.0021713-0.0019857i,0.0016229-0.0022204i,0.00094568-0.00062562i,-0.00033999+0.000985i,-0.0010108+0.00084621i,-0.00049449+0.00038754i,-0.00036567+0.00071158i,-0.00064516+0.00072956i,-0.00065593-0.00014815i,-0.00026707-0.00061978i,8.826e-05-0.00038474i,0.00079726+0.00030803i,0.00059568+0.00072519i,-0.00010695+0.00042394i,-0.00018188+0.00010679i,-0.00015949-0.00016836i,-8.7156e-05+0.00051896i,2.8409e-06+0.00060648i,0.00074673+0.00011702i,0.000959-0.00020001i,-8.1755e-05-0.00080765i,-0.00051806-0.0015105i,-0.0005558-0.0010524i
0.00061653+0.0022409i,0.0011052+0.0013605i,0.0018628+0.00064859i,0.0015459-0.00016439i,0.00037294-0.00029601i,-0.001049+0.00015519i,-0.0010188+0.00058594i,-0.00060928+0.0011952i,-0.00068762+0.0011887i,-4.5734e-05-0.00019667i,0.00025733-0.00087067i,0.00016835-0.00033035i,-0.00021063+0.00055921i,-0.00017251+0.00047067i,-3.0604e-05-0.00030757i,-0.0001929-0.00030349i,7.7877e-05-8.1957e-05i,2.3885e-05-0.00017176i,-0.00082556+0.00015867i,-0.00074784+0.00020517i,0.0002106-0.00066137i,0.00016245-0.0005702i,-0.00032949-0.0002307i
0.0002596+0.0020041i,0.00070092+0.0015598i,0.00067008+0.0010982i,6.089e-05+0.00021316i,-0.00037627+0.00052908i,-0.00075342+0.00022693i,-0.001418+0.00054494i,-0.0015044+0.0010669i,-0.00042277+0.00022774i,4.326e-05+0.00023055i,-0.0001347+0.00039987i,-4.0584e-05+7.9027e-05i,0.00064221+1.1897e-05i,0.00031047+4.6336e-05i,-0.00082249-0.00015405i,-0.0012731-9.9613e-05i,-0.0005564-0.00049627i,1.1153e-05-0.00091424i,-0.00020076-0.00011492i,-0.00049928+0.0005434i,-0.00022392+0.00070829i,0.00047922+0.00051493i,0.00054606+0.00016602i
-0.00031246-0.0010043i,-0.0010769-0.0012326i,-0.0011113+1.4129e-05i,-0.0005242+0.00099592i,0.00021764+0.00044756i,0.0007288+2.0424e-06i,0.0002725-0.00045385i,-0.00047963-0.00022461i,-0.0011545+0.00019869i,-0.00063361+0.00015632i,0.00031674-0.00042082i,0.0002463-0.00025035i,-0.0003159+0.00059767i,-0.0004107+0.00086278i,-0.00022701+0.00073933i,-0.00058021+0.0010323i,-0.00036887+0.00072456i,0.00016077-0.000294i,0.00039219-0.00061624i,0.00015848-0.00073883i,-4.6053e-05-0.00089141i,0.00046102-0.001122i,0.0009133-0.0010461i
0.00085293+2.3671e-06i,0.0016871+0.00042875i,0.0020884-6.9828e-05i,0.0010549-0.00080397i,-0.00019532+7.8625e-05i,-0.00021844+5.0929e-05i,0.00012941-0.00037168i,-0.00048037+0.00035203i,-0.00048168+0.00092208i,5.4431e-05+0.00073701i,0.00082226+5.8161e-05i,0.00094083-1.1257e-05i,0.00056243-0.00019629i,0.0013224-0.00068404i,0.0019769-0.00083721i,0.0015146-0.0013612i,0.0003366-0.0011505i,-0.00082798+2.6105e-05i,-0.00085705+5.7392e-05i,-0.00040497+0.00013593i,0.00019699+0.00084753i,0.00035655+0.00029996i,0.00041447-0.00021775i
0.001029+0.0025406i,0.00059349+0.002475i,0.0017007+0.0032126i,0.0020696+0.003263i,0.0017574+0.0017663i,0.00095819+0.00062979i,-0.00026418+0.00028983i,-0.00067753+0.00038971i,-0.00043982+0.00067418i,-1.6519e-05+0.00015644i,0.00056033-0.0006052i,0.00097964-3.5771e-05i,0.00074958-0.00069955i,0.00042488-0.0018665i,-2.7394e-05-0.0015832i,-0.00033385-0.0015136i,-0.00053802-0.00080515i,-0.0001645+5.5028e-05i,0.00022447+0.00013799i,-0.00015919+0.00010371i,-9.7655e-05+0.0001775i,-0.00029078+0.00091057i,-0.00031265+0.0015076i
-0.00042262+0.00064058i,-0.0014243+0.0012271i,-0.0024649+0.0019806i,-0.00070114+0.0025944i,0.0012605+0.001822i,0.0013818-0.00013888i,-0.00019775-0.0010313i,-0.00099438-0.00012151i,-0.00022542+1.6858e-05i,0.00050527-0.00055298i,0.00064976-0.00043501i,0.00048529-0.00013164i,-7.2137e-05+0.00011741i,-6.4786e-06+0.00034114i,0.0013939-0.00029187i,0.0020667-0.00108i,0.0010688-0.00047893i,0.000545-0.00011002i,0.00074395-0.00031332i,-1.0556e-05-0.00033082i,-0.00037382+0.00016181i,5.0221e-05+0.00018497i,-7.6692e-05-0.00025727i
0.0011513+0.0016506i,0.0018782+0.0014906i,0.001968+0.00064601i,0.0013418-0.00035893i,0.00063669-0.00035692i,-0.00012138-0.000165i,4.8325e-07+0.00076959i,0.00065265+0.0010797i,0.0015179+0.00068504i,0.00045735+0.00077677i,-0.00083601-0.00011398i,-0.00071814-0.00076503i,-0.00025301-0.00051624i,-0.00051736-0.00018193i,-0.00066346-0.0005538i,-0.00025123-0.00083741i,-0.00017324-0.00037929i,-6.1197e-06+3.3841e-05i,0.00016458+0.00022964i,0.00021213+0.00038277i,0.00020655+0.0005775i,-0.00047348+0.00060813i,-0.00030078+0.00060724i
-0.0016735-0.0011583i,-0.0017196-0.00087071i,-0.0029497+0.00067964i,-0.0024354+0.0015937i,-0.0010422+0.0018495i,-5.0134e-05+0.00046534i,-0.0002654-0.00078404i,-0.00040441-0.00069499i,0.00016457+0.00040231i,1.123e-05+0.00096244i,0.00014941+0.00028065i,0.00023315+1.587e-05i,0.00025432-0.00053516i,0.00068596-0.0010829i,0.00065748-0.00036926i,0.00041064+0.00057546i,0.00033216+0.0004318i,0.00044306-0.00030963i,0.00091491-0.0012397i,0.00061255-0.0011049i,-0.00089251-0.00064143i,-0.0014401-0.00042935i,-0.00034143+6.6917e-05i
0.0023415+0.0020976i,0.0021374+0.0021407i,0.0016463+0.0017374i,0.0005447+0.0019301i,9.9046e-05+0.0011863i,1.729e-05+0.0005046i,-0.00076429+0.00070625i,-0.0010513+0.0012684i,-0.00047981+0.0013069i,-0.0001738+0.00062267i,-0.0005224-0.00032218i,0.00010977-0.00078241i,-7.254e-05-0.0010707i,-0.00060784-0.0010252i,-5.4491e-05+0.00045864i,0.00019157+0.0011931i,-0.00045623+0.00086757i,-0.00060205+0.0010871i,-0.00082851+0.0011546i,-0.00084714+0.0014859i,5.0666e-05+0.0012887i,-1.1339e-05-5.3467e-05i,-0.0003883-0.00040031i
0.0010742+0.0011369i,0.0013756-0.00038171i,0.0012553-0.0011683i,0.0013187-0.0011827i,0.0010836-0.0012735i,0.00027045-0.00097809i,-0.00050615-0.00018915i,-0.00061959+0.00040302i,0.00022079+0.00040148i,0.00083221-0.00037948i,0.00045572-0.0010568i,0.00021306-0.00072764i,-0.00022068-0.0001623i,8.8195e-05-0.00072529i,0.00044608-0.00091436i,0.00032839-0.00039725i,4.0466e-05+5.6439e-05i,-0.00022448+0.00039457i,-0.00022932+0.00036961i,-0.00060473-0.00050984i,-0.00072584-0.00080698i,-9.2605e-05-0.00024063i,0.0001661-0.00039194i
-0.00186+0.0015897i,-0.00083726+0.0012357i,9.8712e-05+0.00078895i,-2.458e-05+0.0017815i,4.6527e-05+0.0031466i,0.00057484+0.0016234i,0.00046678-0.00038043i,-0.00052637-8.9471e-05i,-0.00051009+0.00030216i,0.00015839+0.00061629i,4.8366e-05+0.00035217i,-9.0376e-05-0.00047837i,-6.6373e-05-0.0010602i,0.00060968-0.00076742i,0.00097259-0.00022435i,0.00030596-0.00024514i,-0.000381+0.00021175i,-0.00031609+0.00016603i,0.000134-0.00058067i,0.00026541-0.0010935i,2.6381e-05-0.0009694i,7.5862e-05-0.00095104i,0.00040431-0.00056599i
-0.0017184-0.00027858i,-0.0025326+0.0010252i,-0.0018279+0.0022495i,-0.00074321+0.0027867i,0.00013597+0.0025424i,0.00072129+0.0015939i,0.00037823+0.00063174i,-0.00059592-0.00047276i,-0.0007891-0.0012694i,-0.00041946-0.00066192i,-0.00031444+0.00023214i,0.00029731+3.6627e-05i,0.00050176-0.00047163i,-1.8375e-05-0.00046541i,-0.00070989-0.00019964i,-0.00055931-0.00090065i,-0.00038775-0.0007243i,-0.00035231+9.4216e-05i,-0.00050069+0.00060047i,-0.00097046+0.00051191i,-0.0013776-0.00043517i,-0.00052743-0.00081388i,0.0003392-0.00042604i
0.0026947-0.0015243i,0.0016681-0.0017071i,0.00037686-0.0029977i,-1.787e-05-0.0034573i,-0.00017549-0.0025098i,-0.00038742-0.0009352i,-0.00035753+4.5093e-05i,4.4731e-05-0.00012982i,0.00050707-0.00038358i,0.00030743-0.00051949i,0.00033354-0.00043385i,0.00024498-0.00029287i,9.3371e-05-5.9899e-05i,0.00031125-2.8315e-06i,-2.9844e-05-0.00050785i,-0.0008513-0.00061479i,-0.0010668-0.00049484i,8.0218e-05-0.00025164i,0.00022716-0.00042956i,-0.00085752-0.00043423i,-0.00071281+9.4457e-05i,3.1055e-05+0.00055192i,0.00011784+0.0010469i
0.00096-0.00047751i,0.00051664-0.0010125i,0.0004248-0.00059707i,0.00053392+0.0014567i,0.00014751+0.0019026i,0.00024121+0.00051327i,-5.2924e-05+0.00034795i,-0.0006389+0.00066941i,-0.00038582+0.00044071i,-7.7775e-05+8.7769e-05i,-5.68e-05-8.3478e-05i,4.6757e-05-0.00013578i,0.00040662-0.00029054i,0.00035619-0.00042266i,0.00025959-0.0004005i,0.00033988+7.845e-05i,0.00079331-1.4424e-06i,0.00091555-0.0001093i,0.00025637-1.1488e-06i,0.00042398+0.00016915i,0.00096482+0.00031841i,0.00046295-0.00011049i,0.00030634-0.00052622i
0.00016422+0.0013711i,0.00045534+0.0031884i,0.00084733+0.0034598i,0.00075719+0.0023716i,0.0012376+0.0011605i,0.00057197+0.00046455i,-0.00036963+8.6365e-05i,-0.00038741+0.00025014i,0.00012528+0.00079195i,0.00075986+0.00069101i,0.0007672+0.00055575i,0.00044801+0.00052639i,0.00029799+0.00033069i,-1.0749e-05+1.4063e-05i,5.3532e-05-0.00031277i,0.00056174-5.9076e-05i,0.00026881+0.00042556i,-0.00053707+0.00010988i,-0.0010367-0.000594i,-0.00091913-0.00038713i,-0.00014965+3.6174e-05i,0.00029868-5.1002e-05i,0.00022736-2.9836e-05i
0.00086533-0.00077574i,0.0010913-0.0011282i,0.00030582-0.0016432i,-0.00034674-0.0017899i,-7.9208e-05-0.00041497i,0.00010882+0.0011125i,-0.00067649+0.001182i,-0.00035509+0.00077975i,-4.0508e-05+0.0012066i,-0.00066563+0.0010372i,-0.00071593+0.00042647i,-0.00024681+0.00061059i,7.3934e-05+0.00055563i,0.00053939+0.0005318i,0.00029824+0.00094026i,-8.922e-05+0.00066278i,0.00055128+0.00063986i,0.00015149+0.0010292i,9.6566e-05+0.0012144i,0.00047583+0.00091626i,0.00021171-7.3576e-05i,5.7268e-05-0.00042424i,0.00083043-4.3371e-05i
-0.0031295-0.0020067i,-0.0026395-0.0010794i,-0.0028814+0.00026435i,-0.0024047+0.0010969i,-0.00095885+0.0018481i,0.00028411+0.0014616i,0.00098318+0.00029826i,-2.888e-05-0.00053233i,-0.00056745-0.00080593i,-0.00014649-0.00013811i,-2.127e-05+0.00050815i,0.00071065+0.00091506i,0.0014211+0.0011759i,0.00096727+0.0012906i,0.00046166+0.00098471i,0.00048597+0.00047959i,0.00029779+0.00028634i,0.00012621-0.00044046i,0.00021806-0.00078634i,-8.9039e-05-0.00056314i,-7.6671e-05+2.9612e-05i,0.00031182+0.0010778i,0.00046649+0.0010768i
0.0025604+0.00055754i,0.0022146-0.00034132i,0.0017098-0.00048268i,0.00069505-0.00039253i,0.00022464-0.00042423i,-0.00055215-4.6371e-05i,-0.0015568+1.0763e-05i,-0.001656+0.0004285i,-0.0013474+0.000347i,-0.0010786-0.00052951i,-0.00051939-0.00053844i,-0.00023347-0.00041592i,-0.00053532-0.00027726i,-0.00055265+0.00084223i,-0.0008212+0.0016276i,-0.0006716+0.00071627i,0.00012252+0.00051209i,7.7558e-05+0.0010984i,-0.0001816+0.00067716i,0.00044146-0.00026527i,5.7169e-05-0.00016179i,-0.00084297+0.00039056i,-0.00075834+0.00024093i
-0.0016809-0.00097347i,-0.0017036-0.00038968i,-0.00164+0.0010132i,-0.0010735+0.001975i,-0.00020125+0.0018358i,0.00033589+0.00048314i,-0.00013948-0.00030465i,-0.00043227+0.0003752i,-0.00015467+0.00027255i,-0.00078998-0.00044897i,-0.00086416-1.6506e-05i,-0.00013832+0.0001784i,0.00033617+0.00038285i,0.00027129+0.00073383i,-0.00028766+0.00046293i,-0.00060736+0.00038006i,-0.0005964+0.00043633i,-0.0011734+0.00031997i,-0.0011316-0.00065543i,-0.00078999-0.001564i,-0.00070899-0.0009465i,8.9338e-05-0.00021893i,0.00067511+3.4799e-05i
0.0019724+0.00071403i,0.0026573+0.00068013i,0.0033392+0.0005153i,0.0018178+0.00042307i,0.00038265+0.00040964i,0.00072135+0.00041932i,6.016e-05+0.00079637i,-0.00062167+0.00015775i,-0.00048867-0.0001867i,-0.00011127-3.5059e-05i,4.6705e-05+7.7737e-05i,0.00015339+0.00014687i,0.00063965-0.00045783i,0.00017755-0.0012607i,-0.00029429-0.00085401i,-0.00023721-0.00086963i,-0.00018783-0.0013051i,0.00022159-0.00086254i,0.00035816-0.00060928i,-0.00011539-0.00067677i,-0.0008463-4.3407e-05i,-0.00051229+0.00057805i,0.00038515+0.00053671i
-0.0014747-0.0016791i,-0.00068038-0.0024728i,-0.00099764-0.0020987i,-0.0011606-0.001414i,-0.0010551-0.00078419i,-0.0013664-0.00041189i,-0.0015781+6.5211e-05i,-0.0014149+0.00070571i,-0.00048885+0.00073986i,0.00025476+0.00012445i,0.00041097+2.8598e-05i,0.00069097+0.00033686i,0.00032734+0.00020477i,-0.00018942-0.00078018i,0.00024728-0.0015047i,0.0010938-0.0010067i,0.0011345-0.00027479i,0.00037288+3.2547e-05i,-0.00071752+5.4002e-05i,-0.00082806-0.00033472i,7.5005e-05-0.00069775i,0.0007379-0.00075634i,0.00070932-0.0010635i
0.002041+0.00035642i,0.0018055+0.001129i,0.0012932+0.0017506i,0.00056134+0.0013955i,0.00012714+0.00075081i,-0.00065252+0.0010415i,-0.0010897+0.0010225i,-0.00067036+0.00079144i,-0.00027084+0.00022838i,8.1899e-05-0.00028861i,0.00041207-2.193e-05i,0.00025046+0.00039309i,-0.00015556+0.00014354i,-0.00067175-0.0005329i,-0.00041535-0.0011155i,-0.00020251-0.0010749i,-0.00042978-0.0010377i,-0.00044056-0.00072056i,7.0888e-05-0.00016966i,0.00037659-0.00043885i,0.00011187-0.0006185i,-0.00018853-9.2331e-05i,-0.00017982+0.0003561i
-0.001682-0.00093424i,-0.00076764-0.00048879i,-0.00093848+0.00034528i,-0.0002378+0.0016993i,0.00068575+0.002542i,0.00076394+0.001123i,0.00055226+0.00088224i,9.8626e-05+0.0012915i,-6.8616e-05+0.00057022i,0.00039029+7.6897e-05i,0.00010596+0.00019507i,4.6917e-05+0.0004107i,0.00074199-7.1061e-05i,0.0011159-0.0001611i,0.0011179-0.00030707i,0.00053141-9.2887e-05i,-0.00010079+0.00044494i,0.0002553+0.00026913i,0.00074217-0.00015487i,0.00079096-0.00035539i,0.00041315-0.00043432i,-0.00050741-0.00020673i,-0.00044216-0.00064623i
-0.0022408+0.00034238i,-0.0020893+0.00055786i,-0.0021637-0.00035554i,-0.0014402-0.0001596i,0.00031411+0.00091664i,0.001476+0.00073865i,0.0011351+0.00029872i,0.00045574-0.00035151i,0.00036764-0.00036508i,9.4471e-05-0.00028306i,0.00046608-0.00010066i,0.0020848+0.00045778i,0.0022177+0.00083826i,0.0012585+0.00049079i,0.0014179+0.00023388i,0.0007074+0.00039494i,-0.00034562+0.00051354i,-0.00043254+0.00048733i,-0.0005064-0.00018954i,-0.00067792-0.00033273i,-0.0006659-0.00037712i,0.00019096-0.00055135i,0.00031134+0.00026887i
0.0014765+0.00085186i,0.0014036+0.0011026i,0.0019667+0.0012767i,0.0019318+0.00040312i,0.00074198-0.00022647i,-0.00032262-0.00021183i,-0.00066986+0.00068572i,-0.00077306+0.001748i,-0.0010692+0.0010585i,-0.00025615+2.8139e-05i,0.00049418-0.00012188i,0.00053934+0.00021352i,0.00012099+0.000146i,-0.00039967-0.00029403i,-0.00011247-0.00019566i,0.00067935+0.0003179i,0.0010551+0.00058752i,0.00041269+0.00030063i,0.00021426+0.00013218i,0.00068538+0.00031624i,0.00084231+0.00075297i,9.6394e-05+0.00057353i,-0.00032878+0.00018249i
2.8184e-05-0.0010236i,-0.00067615-0.0013532i,-0.0016738-0.00064059i,-0.0019309+7.2571e-05i,-0.00068309+0.00055848i,-0.00051096+0.0010533i,-0.0015244+0.00098783i,-0.0011336+0.00021999i,0.00038428+0.0002074i,0.00042313+0.00079372i,-0.0004978+0.00060159i,-0.0001099+0.00045676i,0.00028986-0.00026581i,0.00060947-0.00065771i,0.00035885+4.1692e-05i,6.3901e-05+0.00034872i,0.00024588-2.5341e-05i,8.3397e-05-0.00045596i,0.00029189-0.00089034i,0.0005973-0.00090508i,0.00023026-0.00010311i,-0.00042061+0.00044914i,-0.00074689+1.0069e-05i
0.00027275+0.00086274i,0.00035384+0.0009578i,0.0003885+0.00057701i,0.00048995+0.00058869i,0.00034997+0.00058781i,0.00036529-0.00019688i,-0.00030876-0.00049445i,-0.00094806+0.00035667i,-0.00043822+0.001073i,0.00044162+0.00055667i,0.00029561-0.0001741i,-6.9485e-05-0.00027623i,-0.00018556-0.00017898i,-0.00061753-0.00037055i,-0.00044933-0.00074275i,-0.00030238-0.00043495i,-0.00041129-0.00087661i,-0.00098464-0.00036839i,-0.001278+0.00082974i,-0.00024736+0.00079483i,0.00030973-5.8114e-05i,-0.00015293-0.00027527i,-0.00022305+4.3282e-05i
-0.0010247-0.0018209i,-0.00064526-0.0013563i,-6.1647e-05+4.0627e-05i,0.00021255+0.0016074i,0.00030615+0.0026481i,0.0002132+0.0025032i,0.00037805+0.0015317i,0.00069586+0.00039634i,4.0657e-05-0.00046547i,-0.00093713-0.00042561i,-0.00051618+0.00056496i,-3.2878e-05+0.00090368i,-0.00032208+0.0002144i,-0.00021874-9.7604e-05i,0.00062222-1.8918e-05i,0.00051839+0.00031995i,0.0003114+0.00058287i,0.00084579+0.00049923i,0.00088735+0.00044582i,0.00053536+0.0002751i,1.8923e-05-4.455e-05i,-0.00024969+4.939e-05i,-0.00061708+0.00084765i
