-0.001024-0.00012925i,-0.0018928+5.8044e-05i,-0.0022852-0.000473i,-0.001709-0.00049685i,-0.001715+0.00050968i,-0.0016267+0.0012373i,-0.001081+0.0020979i,-0.00014993+0.0017111i,0.00069337+0.00080423i,0.0012028-4.1209e-05i,0.0012095-0.00085322i,0.00056752-0.00077782i,0.00079053-6.4705e-05i,0.0010365-0.00023189i,0.00026669-0.00041804i,-0.00027821+0.00071181i,-8.2896e-05+0.001345i,0.00054389+0.00044963i,1.3644e-05-0.0001161i,-0.00050206-0.00056291i,-5.174e-05-0.00035842i,-0.00012739+2.3656e-05i,-0.00039512-0.00060664i
0.00040451-0.00035399i,-0.00087826-0.00047357i,-0.0010938+9.7242e-05i,-0.00024002+0.00092662i,0.00048839+0.0010844i,0.00052098+0.0012572i,0.00063498+0.0015809i,4.0023e-05+0.00068763i,-0.00077491-0.00052875i,-8.2686e-05-0.00042596i,0.00024828+0.0005155i,-3.3391e-05+0.00071442i,-0.0007047+0.00066817i,-0.00071002+0.00099141i,-0.00055645+0.0013623i,-0.0002707+0.0010219i,-0.00013172+0.00039647i,-0.00031984+0.00081641i,-1.2161e-05+0.0012706i,6.7215e-05+0.00048598i,7.468e-05-0.00056973i,8.3131e-05-0.00094145i,-0.00068697-0.00075941i
0.00048257+0.0022463i,0.00097389+0.0017044i,0.0024794+0.0023084i,0.0030749+0.0019698i,0.0021459+0.00089846i,0.00098437+0.00029515i,-0.00082373+0.00026165i,-0.0012493+0.00026848i,-0.001179+0.00053799i,-0.0010411+0.00066312i,-4.6545e-05+0.00055045i,0.00051101+0.00035399i,-0.00037655-0.00072896i,-0.00041733-0.0018045i,-4.3954e-05-0.0010979i,-7.2508e-05+0.00042401i,0.00076518+0.00052231i,0.0011358+0.00037568i,0.00137+0.0004315i,0.001388-0.00030916i,0.00074459-0.00075979i,0.0010905+0.00010461i,0.00024014+0.00046658i
-0.00075069+0.00012877i,-0.00064776-0.00055782i,-0.0010202-0.00062107i,-0.0015297+0.00029805i,-0.00067006+0.00022126i,-0.00035728-0.00058659i,-0.00071471-0.00015976i,-0.0001494+0.00049747i,0.00039689+0.0006132i,0.00037601+0.00060175i,-0.0005871+0.00034971i,-0.00046701+3.2755e-05i,0.00067568+0.00025817i,0.0011607+0.00063527i,0.00098726+0.00085666i,0.00039094+0.00088386i,0.00048755+0.00012095i,0.0011533-0.00075979i,0.00077407-0.00083373i,0.00083234+0.00022136i,0.00049184+0.00070821i,-0.0003332+0.00065424i,-0.00024111+0.00098729i
0.0015684-0.0005445i,0.00076041+0.00010579i,0.00050232-0.00064184i,0.00087768-0.0011334i,0.0010342-0.00064483i,0.00014938-0.00036924i,-0.00062339+0.00086766i,-0.0012136+0.001838i,-0.00062839+0.001269i,0.00075314+0.00013492i,0.00048116-0.00042499i,-0.00017321-0.00017848i,0.00031694+0.00047282i,-0.00014398+0.0012459i,-0.0011632+0.00092123i,-0.0010484+0.00010056i,-0.00073525-0.000258i,-0.00038328-0.00039846i,9.7365e-06+9.2414e-05i,5.135e-05+4.0418e-05i,0.00047327-0.00057374i,0.00098921-5.1162e-05i,0.00065643+0.00049987i
-0.0014701+0.00052705i,-0.0017977+0.0020698i,-0.001186+0.0018685i,9.8579e-05+0.00088811i,0.00077349+0.0010091i,0.00014532+0.00053917i,-8.025e-05-0.00042697i,0.00032998-0.00020073i,0.00064666+0.00023415i,0.0010063-0.00032587i,0.00085499-0.00035638i,5.6173e-05-0.00032924i,-0.00015961-0.0011895i,-6.948e-06-0.0015677i,0.00014439-0.00069004i,-6.1523e-07-7.3666e-05i,-0.00019309-0.00020654i,-7.8648e-05-5.7486e-05i,-0.00034334+7.5165e-05i,-0.00071756+0.00021289i,5.7689e-05+0.00060373i,0.0005913+0.00030065i,0.00020465-0.00056992i
0.002273-0.00058854i,0.00076425-0.0009836i,0.0003808-0.00078642i,0.00040538-0.00025784i,0.0005223-6.3576e-05i,0.0010478+0.00053991i,0.00082503+0.0011379i,0.00037948+0.000937i,3.0877e-05+0.00087904i,9.2056e-05+0.00051197i,0.00037936+0.00011634i,0.00010665+0.00014962i,-0.00017365+0.00012642i,-2.9111e-05+0.00068472i,-4.8579e-05+0.00094558i,8.8141e-05-0.00019322i,0.00015917-0.00066322i,-0.00030978-0.000304i,-0.00028194-0.00033321i,6.5466e-05-0.00086851i,0.00061915-0.000706i,0.0011338-0.00024908i,0.00058704-0.00014756i
-0.0012685+0.0008495i,-0.00058129+0.00048482i,-0.00086708+0.0013791i,-0.00068588+0.0029749i,-0.00010122+0.0026404i,-0.00036691+0.00051488i,-0.0015017-0.00087073i,-0.0016544-0.00069959i,-0.0013759-0.00037179i,-0.0010723-0.00036028i,-0.00033136+9.4788e-05i,0.00040978-0.00046969i,0.00037866-0.0017949i,-0.00011228-0.0010105i,0.0003841-0.00045883i,0.00072067-0.00057038i,4.5817e-05-4.1443e-05i,3.0828e-05-0.00015976i,-5.15e-05-0.00036924i,-0.00050376-0.00041802i,-0.00096739+0.00058679i,-0.0012985+0.00063457i,-0.00074312-0.00044091i
0.00049208-0.00060574i,0.0012607-0.0019475i,0.0016263-0.0029868i,0.0005534-0.0021919i,-5.1594e-05-0.00073399i,-0.00046015-0.00062151i,-0.00048752-0.00094318i,0.0004079-0.00048939i,0.0007237+0.00028236i,0.0001542+0.0006284i,-0.00055339+0.00050086i,-0.0007478-5.5074e-05i,-0.00051101-0.00021704i,-0.00016347+0.001302i,-0.00047849+0.0023777i,-5.4402e-05+0.00099857i,0.0001623+0.0003712i,-0.00025415+0.0010439i,4.2454e-05+0.00020788i,0.00088075-0.00094539i,0.0011083-0.00074954i,0.00071392-0.00072884i,-0.00012872-0.00077608i
-0.0010243+0.00027205i,-0.0010014+0.0009986i,-0.00036337+0.0015979i,-0.00045045+0.0017442i,-0.00061706+0.0015193i,-0.00049489+0.0019025i,-4.5452e-05+0.001794i,0.00024741+0.00085336i,-0.00012183-7.4592e-05i,-0.00075161-0.00049787i,-0.00053278-0.00087599i,0.00069265-0.00063262i,0.0011871-0.00036881i,0.0006443-0.0001234i,-8.5676e-05+0.00067492i,4.3267e-05+0.00013249i,-0.00018152-0.00071561i,-0.00058772-0.0006477i,-0.00016968-0.00024589i,-0.00021443-0.00028341i,-0.00056315-0.00029167i,0.00050803-0.00027081i,0.001277-0.00026587i
-0.0009377-0.00031521i,-0.00013315+0.0008186i,0.00080984+0.00075467i,0.0014215+0.00015946i,0.001072-2.587e-05i,0.00046179+1.5168e-05i,0.00028539+0.0010807i,4.6281e-05+0.0015126i,0.00069143+0.0008931i,0.001621+0.00050534i,0.0018055+0.00015815i,0.00070713-0.00020918i,0.00015872-0.00052404i,0.00045104-0.00080383i,-0.00010286-0.00059464i,6.9005e-05-6.5791e-05i,-0.00024607+0.00041791i,-0.0007651+0.00047804i,-0.00073735+0.00023875i,-0.00027586+0.00026639i,0.00021686+0.00020785i,0.00016533-1.1178e-05i,0.00020976+0.00011969i
0.0018925-0.0011158i,0.0012085-0.0012917i,1.0139e-05-0.0013787i,-0.00099788+3.3402e-05i,-0.00053423+0.001422i,0.00029835+0.0017966i,-1.4092e-06+0.00082615i,0.00013225-0.00038619i,0.00055615-0.00056685i,0.00020694-0.00054312i,6.7789e-05-0.00027816i,-0.00038344-0.00038574i,-0.00099225-0.00093172i,-0.00017042-0.00032549i,0.00081062+0.00054224i,0.00072652+0.00024148i,0.00047662-0.00036949i,0.00031147-0.00060081i,0.00026051-3.2925e-05i,-0.00019575+0.00012297i,-0.00074366-0.00025878i,-0.00017151-0.00016967i,0.00040401+0.00068508i
-0.0022988-0.00012118i,-0.0030636-0.0014596i,-0.0028009-0.00061455i,-0.0013891+0.00046921i,6.9698e-05+0.00092289i,-0.00029752+0.00064258i,-0.0013823-3.7527e-05i,-0.00057727-0.00056846i,0.00069289-0.00057422i,0.00084879-0.00026544i,0.00039695+0.00030777i,0.00030525+0.0004821i,0.000554+0.0002333i,0.00076404-2.1669e-05i,0.0006972+0.00014398i,0.0010434+0.00038169i,0.00095995+0.00018667i,-0.00014372-0.00046971i,-0.00031613-0.00041217i,0.00025162+6.1568e-05i,9.2951e-05-6.606e-08i,0.00013461+0.00023128i,4.885e-05+0.0002594i
0.00062468-0.0015955i,0.0014175-0.0011341i,0.0016177-0.00027168i,0.00073049-9.0689e-05i,-0.00027235-0.0005799i,-0.0012326-0.00045039i,-0.0016068+0.00052583i,-0.0015816+0.0011447i,-0.0011004+0.00090087i,-0.00040659+0.00047984i,-0.00044825-0.00059732i,-0.00041597-0.0010481i,-0.00096843-0.0001777i,-0.0018963-8.5954e-05i,-0.0017302-0.00042943i,-0.00095575-0.00058583i,-0.0002053-0.00047122i,3.404e-05+0.00010066i,2.8924e-05+0.0008289i,0.00014211+0.00064805i,7.376e-05+0.00028949i,-1.7595e-05+0.00025444i,3.911e-05+7.0725e-05i
0.0011543-0.0011644i,0.00036878-0.0017295i,0.00062554-0.0014307i,-0.00059976+0.00020489i,-0.0013869+0.001025i,-0.0012062+0.0012155i,-0.0007685+0.0014846i,0.0001727+0.0016421i,0.00053418+0.0013991i,0.00037155+0.00084195i,-0.00042849+0.00088427i,-0.00013871+0.00056964i,0.00063377+0.00042324i,0.0003645+0.00051558i,-0.00037728-9.3791e-05i,-0.00079011-0.00020597i,-0.00032365-0.00024895i,0.00020437-0.00063326i,-0.00023586-0.00051799i,-0.00032104-4.4218e-05i,0.00071797+0.00036401i,0.00063186+0.00070124i,0.00011527+0.00059744i
8.6619e-05-0.0026804i,-5.7255e-05-0.0019561i,-7.3896e-05-0.0017311i,-0.00065583-0.00060789i,-0.00075561+0.0010326i,-0.00012602+0.0013575i,-0.00020269+0.0009012i,0.00036145+0.00091619i,0.00076307+0.00042212i,6.895e-05+3.1872e-05i,0.00023169-0.0001263i,0.00094991+7.8048e-05i,0.00063286+0.00039146i,0.0010585+0.00082947i,0.0014568+0.0013887i,0.0006076+0.00055394i,5.3433e-05+0.00010471i,0.00050681+0.00025077i,0.00068293-3.7258e-05i,0.00041389-0.00058551i,-0.00011947-0.00061303i,-0.000272+3.5434e-05i,0.00026345+0.00033095i
0.0018546-6.6183e-05i,0.0022757-0.00052184i,0.0017709-0.00048362i,0.001353-0.00026725i,0.00070562+0.00011959i,0.0003562+0.0013944i,0.0001757+0.0017044i,0.00031536+0.0012074i,0.0013743+0.00035394i,0.00089024-0.00064686i,4.1029e-05-0.0006037i,-0.00024197+4.5906e-05i,3.1532e-05+0.00022439i,-0.00051817+0.00015808i,-0.0011844-0.00020941i,-0.00014676+0.00016814i,0.0008958+0.00045959i,0.0009021+0.00014737i,0.00034931-3.8397e-05i,6.7822e-05-0.00085107i,-3.651e-05-0.00067763i,-0.00091623+0.00016185i,-0.00039126-0.00020123i
0.00018976-0.0018709i,-0.00036488-0.00174i,-0.0016807-0.0016026i,-0.0017367-0.00038523i,-0.0013725+0.0017007i,-0.0010962+0.0024025i,-0.00035989+0.0014708i,-1.0572e-05+0.00075889i,7.0643e-05+0.00093056i,0.00034026+0.0013439i,0.00061293+0.00083974i,0.00077248-4.9059e-05i,0.00015653-1.3617e-05i,2.0347e-05+0.00063492i,0.00059732+0.0012722i,0.00067123+0.0011961i,0.00082014+0.00071715i,0.00031409+0.00058556i,-0.00020596+0.00017464i,0.00067886-0.00086108i,0.0011325-0.00023427i,0.00019062+4.3253e-05i,-0.00029966-0.00027325i
0.00018852-0.00012343i,3.5467e-05-0.00019478i,-0.00047328+0.00029958i,-0.00048298+0.0011364i,-0.00053472+0.0010859i,-0.0007471-0.00058137i,-0.00035862-0.000785i,-0.00037546-1.2174e-05i,-0.00074095+0.00065124i,-0.00086553+0.00046113i,-0.00039572-0.00051357i,0.00016557-0.0007591i,0.00016636-0.00064246i,-0.00035061-0.00024886i,-0.00045288-0.00041249i,-0.00028687-0.00051027i,1.5928e-05-0.00014897i,0.0001943-0.00026063i,9.2544e-05+0.00019783i,-9.694e-06+0.00058774i,-0.00066627+0.00064902i,-0.00079036-0.00010945i,-0.00044695-0.00016063i
0.00034683+0.00096959i,0.0014451+0.00066453i,0.0014149-0.00062499i,0.00090372-0.0012614i,0.00044399-0.00045282i,0.00067255+0.00039366i,0.00068244+0.00052269i,0.00027361+0.0010405i,-0.00026338+0.00095016i,-0.00044389+0.00013153i,-0.00021995+0.00031701i,-0.00052548+0.0007092i,-0.00099856+7.8614e-05i,-0.00021446-0.00026593i,0.00097415+5.683e-05i,0.00074467+0.00027223i,0.00012053+0.0002629i,0.00076635+5.7168e-05i,0.00081701+0.00042447i,0.00083042+0.00076108i,0.00073344+0.00030518i,0.00034023-0.00061387i,-0.00034086-0.0007256i
-0.00055311+0.0013587i,-0.0017274+0.00098707i,-0.0019988+0.00064454i,-0.00057276-0.00034846i,-0.00033933-0.00088593i,-0.0009624-9.1083e-05i,-0.00099053+0.0008444i,-0.00097363+0.00061103i,-0.00032223-8.802e-05i,-0.00054465-0.00015753i,-0.00052251-0.00035732i,0.00018741-0.00020711i,0.00029616-0.00027158i,0.00020453-0.00060833i,0.00013451-0.00027975i,0.00013376+0.00041281i,-1.7239e-05+0.00030126i,-6.529e-05+6.8684e-05i,0.00034464+6.3373e-05i,0.00074856+9.8993e-05i,0.00043145-0.00018047i,0.00048652-0.00044793i,6.1677e-05-0.00016869i
-0.0016066+0.0011007i,-0.0011016+0.00086507i,-0.00092026+0.0011556i,-0.0001941+0.0007784i,0.0012104-0.00042908i,0.00093679-0.00074059i,-0.00062664-0.00044368i,-0.00082955+0.00023128i,0.00011653+0.00092937i,2.0997e-06+0.0007099i,-0.00052639-0.00048982i,-0.00015409-0.00081897i,-3.2236e-06-0.00063544i,0.00022322-0.00073639i,0.0005741-0.00056867i,0.00087767-0.0005837i,0.00034744-0.00069759i,0.00024145-0.00037909i,0.00052785-0.00010687i,0.00096534+0.00035142i,0.0007654+0.00074824i,-5.2203e-05+0.00046161i,5.4943e-05+0.00020627i
0.00025743-0.0011638i,0.00048874-0.0005598i,-0.00010683-0.00032394i,0.00022475-0.00031808i,0.00097315-0.00011036i,0.00030246-0.0003748i,-0.0008237-0.00069251i,-0.00099366-0.0002426i,-0.00022088+0.00081334i,-0.00011536+0.0012191i,0.00016569+0.00092797i,0.00042434+0.00025975i,4.3135e-05+0.00029987i,-0.00050792+0.00037877i,-0.0009959+6.9323e-05i,-0.0010582+0.00031362i,-0.00066275+0.00057265i,-0.00029288+0.00028277i,0.00017165-0.00044572i,0.0010785-0.00015912i,0.0012092+0.00018713i,0.0001069-6.0688e-05i,-0.00091755-0.00038775i
-0.0012136-0.0014163i,-0.00055947-5.8379e-05i,-0.00062767+0.001687i,-0.00089377+0.0022874i,-0.00041783+0.0017451i,0.00019431+0.0012993i,6.2302e-05+0.00092536i,2.9798e-05+0.00053788i,0.00016103+0.00055707i,5.4154e-05+9.9365e-05i,0.00035628+0.00024556i,0.00041185+0.0009911i,0.00068483+8.6888e-05i,0.00091594-6.3882e-05i,-3.4073e-05+0.00063661i,-0.00042453+0.00050794i,-0.00016614+0.00038279i,-0.00053552+0.00067806i,-0.00053464+0.00041334i,0.00042719+2.5033e-05i,0.0012552-0.0005517i,0.001185-0.00076677i,0.00066641+0.00012944i
-2.026e-05-0.00047094i,-0.00048806-0.0014057i,-0.00018426-0.0018197i,0.0003955-0.000938i,0.00055143-4.523e-05i,0.00025934+0.00020676i,-0.00059882+0.00047801i,-0.00076549-0.00049172i,-0.00055375-0.00096925i,-0.00030318-0.00056578i,-0.00043801-0.00044473i,-0.00062505-0.00086343i,-0.0002673-0.001152i,7.6573e-05-0.001388i,6.5673e-05-0.0011965i,-4.2678e-05-0.00055184i,0.00038226+5.886e-05i,0.00061906+9.1736e-05i,6.3282e-05-0.00024547i,-0.00061414-0.00028891i,-0.0011543-0.00011565i,-0.00098281-0.00032022i,-0.00032807-0.00075134i
0.00069468+0.00018594i,0.0014464+0.00089468i,0.0014112+0.0031257i,0.0015949+0.0027846i,0.0018043+0.001386i,0.0014488+0.00040148i,0.00063361+0.00019105i,9.8929e-06+0.0005026i,-2.3281e-05+0.00084887i,0.00015397+0.00052357i,0.00023465-0.00028808i,0.00036694-0.00099771i,0.00018115-0.0011969i,-0.00047361-0.00091056i,0.00011524-0.00074672i,-0.00012407+0.00015975i,-0.00054575+0.00072816i,-8.6764e-05-0.00033041i,-7.959e-06-0.00074359i,0.00062406-0.0005038i,0.00055264-0.00051498i,-0.00030426-0.00051904i,-0.00078606-0.00024313i
0.0029448-0.00041212i,0.0031078-0.0015563i,0.0026012-0.0022659i,0.001151-0.0018689i,9.7138e-06-0.0012894i,-0.00073131+0.00039875i,-0.0014176+0.0020905i,-0.00094614+0.0010952i,-0.00040305-0.0007531i,-0.0009597-0.00084249i,-0.00071835-0.00032894i,-0.00059898-6.1743e-05i,-0.00096759-0.000253i,-0.0008379+0.00021372i,-0.00084049+0.00079019i,-0.00049384+0.000707i,-0.00022067-8.0642e-05i,0.00016264-0.00060576i,0.00087801-0.00020564i,0.00065771-3.9915e-05i,0.00014821-0.0001752i,-0.00024246-0.00025742i,-0.00026325+1.9265e-05i
-0.0016179+0.00053906i,-0.0027573+0.00097215i,-0.0026962+0.00095027i,-0.00070189+0.0012027i,0.00073361+0.0014028i,0.0011755+0.0010145i,0.00047059+0.00023515i,-0.00027513-0.00020387i,0.00085266-0.0002391i,0.0010538-0.00027719i,0.00031095-0.00086768i,0.00028805-0.001076i,0.00045395-0.0008611i,0.00076131-0.00045168i,0.00045974+0.00032151i,0.0004947+0.00054174i,0.00092986+0.00042927i,8.8554e-05+0.00035872i,-7.415e-05+0.00020877i,0.00044601-8.1226e-05i,0.00026881+1.2827e-05i,-0.00026384+0.0001796i,-0.00010934+0.00018767i
-3.1515e-05+0.0013761i,-0.00038143+0.0014698i,0.00042572+0.0017785i,0.00067711+0.0017555i,0.00059871+0.00093015i,0.0011017+0.00052074i,0.00033146+0.00060593i,-0.0003631+0.00047893i,-0.00015649+0.00059362i,-0.00051801+7.4907e-05i,-0.00012706-0.00070209i,0.00039445-0.00087732i,-2.9297e-05-0.00040767i,-0.00066712+0.00020887i,-0.00084725+0.00030322i,-0.0008128+9.9495e-05i,-0.0010009-0.00085032i,-0.00089224-0.00094245i,-0.00074936-0.00029203i,-0.00016194+0.00037712i,-0.00051381+4.5162e-05i,-0.00036848-0.00038685i,0.00079046-0.00010552i
0.0022389-0.00032233i,0.0030301-0.0012102i,0.0031665-0.000615i,0.0016758+0.0003161i,-0.00050371+0.00025135i,-0.0016625+3.2082e-06i,-0.0010765-0.000422i,0.00066954+0.00014774i,0.00085046+0.00053247i,0.00059898-0.00014806i,0.00051956-0.00025886i,-0.00048522-0.00015651i,-0.0013667-0.00021898i,-0.0012683-0.0002585i,-0.00065903-0.00063474i,0.00016824-0.0010376i,-7.3127e-05-0.00060317i,-0.00015218+0.00028497i,0.0001458+0.00072107i,-0.00010469+0.00033382i,6.8432e-05+0.00032789i,0.00028023+0.00058701i,0.00069112+0.00049611i
0.0015266-0.0015753i,0.001343-0.0022076i,1.1209e-05-0.0035826i,-0.00020396-0.0032697i,-0.00034871-0.0008267i,-0.00037441+0.00077448i,-0.00067715+0.0010887i,-0.0011769+0.0011292i,-0.0012928+0.00089061i,-0.0012286+0.0001598i,-0.0005148-2.2103e-05i,-0.00017053-0.00018185i,-0.00044929+0.00024399i,-0.00038041+0.00062355i,-5.5809e-05+0.00024525i,-0.00067008+0.00022037i,-0.00058668+0.00077757i,0.00032343+0.00095928i,0.0003714+0.00096393i,0.00025087+0.0005269i,0.00022227+0.00016902i,-5.13e-05+0.00052827i,-0.00015049+0.00064252i
-0.00059997+0.00064971i,-0.00070457+0.00072941i,-0.00077284+0.0016542i,-0.00044491+0.0025479i,0.00014188+0.0019225i,-0.00090879+0.0012262i,-0.001381+0.0019256i,-6.2468e-05+0.0016357i,0.00051276+0.00041905i,-0.00011353+0.00012675i,-0.00074813+0.00062363i,-0.00081763+0.00031529i,0.00047656-0.00079421i,0.0015462-0.00067567i,0.00052762+5.1414e-05i,-0.00038219+0.00057856i,1.9367e-06+0.00049434i,0.00025248+6.2741e-05i,0.00016014-0.00023252i,8.2786e-05+0.00025092i,-0.00011228+0.0002484i,0.0001775-7.028e-05i,0.00030199-0.00029837i
0.0017483-0.0023854i,0.00122-0.0016445i,0.00021937-0.0013009i,-0.00088291-0.00081838i,-0.00089941-0.00033641i,-0.00055591+0.00069134i,-9.1619e-05+0.0017604i,0.00036928+0.0014442i,0.00095661+1.4943e-05i,0.0011106-0.00017586i,0.0007428+0.00096039i,0.00047534+0.00068139i,0.00014666+9.3866e-05i,0.00020401+0.00092472i,-0.00034167+0.00063841i,-0.0010216-0.00089647i,-0.0010018-0.00069673i,-0.001065-2.8718e-06i,3.489e-05+0.00025845i,0.00064426+0.00044933i,-0.00016487-0.00030646i,-0.00020894-0.00081225i,-9.9869e-05-5.9759e-05i
0.001306+0.00098659i,0.0019815-0.0007238i,0.0010703-0.0016105i,9.3951e-05-0.0010934i,-0.00084225+0.00041631i,-0.0021156+0.0017939i,-0.0020793+0.0020068i,-0.0010768+0.0014077i,0.00053566+0.00068647i,0.0017715-0.00047714i,0.0021495-0.00072987i,0.0010836-0.00047341i,-0.00020392-0.00081398i,-0.0011871-0.00086898i,-0.0014475-0.00038722i,-0.00079677-0.00045956i,-0.00018-0.00023881i,-0.00014523+1.1695e-05i,-0.00027165-0.00011758i,-0.0001561+0.00017789i,2.2874e-05+0.00088132i,-7.736e-05+0.00045698i,-8.9839e-05+5.0404e-05i
-0.00032915-0.0022287i,0.00028696-0.0012532i,6.5556e-05+0.00022237i,-0.00042797+0.001367i,-9.4768e-05+0.00057772i,-0.001093-0.00015105i,-0.0020831-0.0009402i,-0.00065437-0.0011687i,-1.1475e-05-0.00080291i,-0.00068474-0.00068933i,-0.00037273+0.00031579i,-0.00018417+0.00082553i,-0.00030284+0.00026957i,0.00022238+3.3867e-05i,9.6214e-05+0.00078648i,-0.00062857+0.00043718i,-0.00055723-0.00033408i,0.00028119-0.00021347i,0.00033337-0.00082594i,-0.00073934-0.00080092i,-0.00073711-0.00046522i,0.00027262-0.00015998i,0.00060653+8.6806e-05i
0.0016374-0.0021522i,0.0018905-0.0019986i,0.0013556-0.003229i,0.00056921-0.0033345i,-0.00012582-0.0013551i,-0.00036655+0.00038876i,-8.6344e-05+0.0011318i,0.00063011+0.0010386i,0.00045711+0.00052296i,-0.00032331+0.00021824i,-0.00089369+0.00014714i,-0.00025956+0.00021813i,0.00053676+0.0011051i,-0.0001649+0.0011106i,-0.00077228+0.00084758i,-3.2816e-05+0.00085407i,9.9493e-05+0.00014651i,-0.0001793-0.00084585i,-0.00011244-0.0011884i,0.0004173-0.00089565i,0.00077516+0.00031155i,0.00077098+0.001491i,0.00024004+0.001039i
-0.0011143-0.0042666i,-0.0027821-0.0027362i,-0.0039944-0.00031684i,-0.0039987+0.001991i,-0.0021448+0.0042872i,-2.62e-05+0.0044862i,0.0011157+0.0017132i,0.0010921-0.00056193i,0.00054674-0.00056305i,0.00042761+0.00026265i,0.00098752+0.001084i,0.00074029+0.0010105i,-0.00010373+0.00068866i,0.00023719+0.00074139i,0.0015087+0.00047705i,0.0021939-3.0519e-07i,0.0017293-0.00014633i,0.00068336-0.0001697i,0.00034046+9.763e-05i,-3.8273e-05+0.00018848i,0.00055412-0.00024172i,0.00087474+6.0611e-05i,0.00011911-9.3587e-05i
0.0021434-0.0021374i,0.0016171-0.0023651i,0.00083784-0.0015957i,0.00030294+0.00048798i,2.651e-05+0.0019337i,-8.2167e-05+0.0021406i,-0.00035416+0.0017148i,-0.00047929+0.00061456i,-3.7881e-05-0.00027088i,-0.00047562-0.00054986i,-0.00063937-0.00043568i,-0.00028975-0.00020641i,8.591e-05+1.2369e-06i,0.00031989+0.00010401i,-0.00014666+3.7084e-05i,-0.00035587-0.00021143i,-0.00048503-0.00015614i,-8.354e-05+6.628e-05i,0.00077927+0.00019433i,0.00090256-0.00020517i,0.00063009-0.00067767i,0.00064909-0.00034602i,0.00022759-0.00018893i
0.00055909+0.0013782i,0.0015973+0.0013003i,0.0012594+0.0016843i,0.00096123-0.00030155i,0.00082839-0.0014193i,-0.00081281-0.00092902i,-0.0012619+0.00014665i,-0.00022826+0.0011i,-0.00030333+0.0010859i,2.2593e-05+0.0007865i,8.087e-05+0.00028947i,-0.00058047-0.00017732i,-0.00018304-0.00029262i,0.00010497-0.00021541i,0.00047626-0.00036378i,0.00084481-0.00030494i,0.00028409+0.00040273i,-0.00020015+0.0014449i,-0.000298+0.001669i,-0.00045726+0.00033664i,-0.00021767-0.00052017i,1.79e-06-0.00079661i,-0.0006312-0.0008037i
0.0013004-0.00010629i,0.001038-0.0014047i,-0.00016955-0.0022179i,-0.0011401-0.00097178i,-0.00094778+0.00023182i,0.00014283+0.00091774i,0.00064181+0.00058455i,1.1643e-05+9.8392e-06i,-3.1548e-05+0.00018846i,0.00063768+0.00078344i,0.001316+0.00096799i,0.0011228+0.00029892i,0.00010679-0.00017588i,2.6074e-05+0.00027102i,0.00050473+0.0011993i,0.00059441+0.0011082i,0.00053777-0.00019353i,0.00082168+0.00016979i,0.00037655+0.00089344i,0.00033517+0.00046876i,0.00058081-4.0363e-05i,0.00023156-0.0009706i,0.0004362-0.001433i
-0.0028268-0.0013205i,-0.0034718-0.00049919i,-0.0033445+0.0010322i,-0.0020368+0.0030434i,-0.00068085+0.0028683i,-0.00076429+0.0013723i,-0.00081621+0.00084418i,-0.00073092+0.00073544i,-0.00016586+0.00062117i,0.00080945+0.0010711i,0.00085248+0.0012383i,0.00049171+0.00055345i,0.00031592-0.00018059i,0.00036935-0.00011056i,-3.685e-05+0.00030986i,-9.6062e-05+0.00048399i,0.00036267+0.00016335i,2.1964e-05+0.00023081i,0.00025678+0.00011365i,0.00065854-0.00061784i,0.00060808-0.00065508i,3.7865e-05-0.00016345i,-0.00034197+0.00082568i
-0.0017723-0.00088407i,-0.0006981-0.00045914i,0.00058473+0.00096293i,0.00021968+0.00083627i,0.00027152+6.1845e-05i,0.00036938-0.00040519i,-0.00015555-0.00079396i,-0.00019867-0.00012838i,-1.9987e-05+0.00035857i,0.00065935+0.00032008i,0.00068725+0.00089906i,-0.00028575+0.00041922i,-0.00024357-0.00035525i,0.00079495-0.00046241i,0.0013666-0.0001154i,0.00098456+0.00034469i,0.00061179-0.00016693i,-0.00012972+0.00014151i,-0.00065327+0.00063257i,6.226e-05+0.00063587i,-0.00027797+0.0006268i,-0.00041877+0.00050892i,0.00051375+0.00027149i
0.0018752-0.0018243i,0.0016531-0.0019514i,0.00079363-0.00049842i,3.5439e-05-6.7306e-05i,0.00038724-0.0005181i,0.0012123+0.0002101i,0.00098275+3.9227e-05i,0.0010949-0.00055932i,0.0016651-0.00067241i,0.0014256-0.0005077i,0.00018948+0.00048918i,-0.00025412+0.00084125i,5.9394e-05+0.00050976i,-0.00018748+0.000128i,-0.00080685-0.00033104i,-0.00021095-0.00036177i,0.0006386-0.0005111i,0.00098671-0.00066489i,-0.0001765-0.00014665i,-0.00041878+0.00011563i,0.00026051+0.00024564i,4.3781e-06-0.00027663i,-7.9582e-05-0.00074214i
