-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
-0.00033661-0.00064242i,0.00085571-0.00056152i,0.0016365-0.00056444i,0.0020576-0.00051191i,0.001881-0.00019168i,0.0013389-0.00036648i,0.00068759-0.00065089i,-0.00013009-0.00055051i,-0.00046538-0.00064154i,-0.0010069-0.00069338i,-0.0017519-0.00013729i,-0.0010757+6.196e-05i,-0.00042939-0.00080018i,-0.00051328-0.0017914i,-5.407e-05-0.0016756i,0.00022111+8.6753e-05i,-0.00014244+0.00064647i,3.038e-06+5.5481e-05i,-0.00045309-0.00032633i,-0.0009932-0.00015322i,-0.00089331+0.00028163i,-0.00018947+8.5491e-05i,0.00052799+0.00028237i
0.00059745+0.0010206i,0.00040671+0.00085597i,-0.0001352+0.00094111i,7.4116e-05+0.00047388i,0.00033311-0.0008094i,0.00091856-0.00090649i,0.0012379-0.00021192i,0.0004655-0.0005117i,-0.00040381-0.00027163i,-0.00050206-0.00044625i,-0.00062805-0.00049718i,-0.00036743-0.00019597i,-0.00065584-7.5167e-05i,-0.00054426+0.00014396i,-7.6336e-05+6.1898e-05i,-0.00030524-8.9948e-05i,8.4951e-05+0.00011418i,-6.2497e-05+0.00012278i,-0.00046076-0.00015177i,-0.00028798-7.268e-05i,-1.8995e-05+0.00046199i,0.00026534+0.00070794i,0.00011614+0.00058882i
0.0016873-0.0016186i,0.0011399-0.0010994i,0.00055079-0.0020239i,8.2559e-05-0.002332i,-0.00082528-0.0019619i,-0.0013951-0.0010698i,-0.00055621-0.00093492i,-4.2014e-05-0.0019335i,-0.00045288-0.0015379i,-0.0013192-0.00064823i,-0.0022014-0.0011171i,-0.0010392-0.0011635i,-0.00034401-0.00039496i,-0.00094138-0.00016288i,-0.00080597-0.00020468i,-0.00097022-0.00069115i,-0.0012058-0.0005418i,-0.0002412+0.00011892i,-5.0657e-05+0.00015275i,-0.0007498+6.6439e-05i,-0.00068343+0.00013664i,-0.00039694+0.0001154i,-0.00033106+0.00026257i
-0.00090086-0.00053242i,-0.0013527-0.0013979i,-0.0011734-0.0012775i,-0.00091381+0.00018074i,2.4973e-05+0.0008171i,0.00096289+0.00033205i,0.0007472+0.00041851i,0.0010847+0.00077257i,0.00054115+0.00059967i,-0.0011839-1.2891e-05i,-0.0013136+0.000183i,-0.0014318+0.00093334i,-0.0020541+0.00092916i,-0.00093522+0.00059119i,-0.00032574-0.00010531i,-0.00014619-0.00094239i,0.00043538-0.00078705i,0.00021208-0.00053946i,0.0003471-0.00026025i,0.00051469-6.2077e-05i,-0.00035489-0.00038896i,-0.00023779-0.00038084i,-0.00033149-0.00018741i
0.00096167-0.0033725i,-0.0001547-0.0036421i,-0.00095318-0.0041422i,-0.0015875-0.0031427i,-0.0020182-0.0021678i,-0.0011852-0.0021162i,7.598e-05-0.0017308i,0.00023777-0.0014096i,-0.00015952-0.0012619i,-0.00099841-0.0011667i,-0.001194-0.0010485i,-0.00098717-0.00055995i,-0.00098226-0.00052579i,-0.00096735-0.00030893i,-0.00076442-0.00036965i,-0.0008582-0.00059242i,-0.0012843-3.3258e-05i,-0.00096923+0.00099076i,-0.00017091+0.0013105i,0.00012218+0.001103i,0.00016969+0.00065753i,-0.00048999-0.00035184i,-0.00077416-0.00077426i
-0.00045545-0.0017567i,-0.0010196-0.0025098i,-0.0016809-0.0010882i,-0.00084394+0.00022574i,-0.00022273-3.3385e-05i,0.00075371-0.0005687i,0.0017419-0.00023827i,0.0010743+0.00023104i,-0.00013512+0.00054015i,-0.0005323+0.00040969i,-0.0011766-1.5671e-05i,-0.0011797-0.00050647i,-0.00036459-0.00064413i,-0.00033392-0.00072476i,-0.000107-0.00094431i,0.00036993-0.00061054i,5.2255e-05-0.00085417i,-3.2376e-05-0.0010962i,-0.00015256-0.0011089i,-0.00084734-0.0011909i,-0.0006681-0.00083475i,0.0002305-5.2741e-05i,2.5847e-05+7.4286e-05i
0.00094704+0.0010253i,0.0012672+0.00093395i,0.0010346+0.00045896i,6.5775e-05-0.00068696i,-0.0002873-0.00086353i,-0.00064719-0.00039985i,-0.00095166-0.00063816i,0.00016064-0.00092019i,-2.1543e-05-0.0010445i,-0.00055729-0.00088892i,-0.00064568-0.00084522i,-0.0012787+6.342e-07i,-0.0020786+5.4581e-05i,-0.0017933-0.00048374i,-0.00019306-2.6336e-05i,0.00053705+0.00074431i,-0.00023437+0.0013352i,-0.00031496+0.00099826i,-1.7891e-06-0.00016065i,-0.0001466-0.00078485i,5.1489e-06+5.8467e-05i,-0.00018439+0.00034057i,-0.00036713+7.8634e-05i
-0.0018254-0.0013135i,-0.0014265-0.0017191i,-0.0020422-0.00074316i,-0.0011272+0.00079957i,0.0004662+0.00053081i,0.00096249-0.00027346i,0.00071046-0.00068604i,0.00036875-0.0004083i,-0.00031244+5.3538e-05i,-0.0002909-0.00069487i,7.795e-05-0.0006428i,-0.0007069-6.3776e-05i,-0.0012677-0.00019001i,-0.0010914+0.00013538i,-0.00079663+0.00030595i,-0.00048757+0.00080856i,-0.00068675+0.00037766i,-0.00090497-0.00037176i,-0.0012892-2.3931e-05i,-0.0011242+0.00042926i,-0.00060129+0.00090741i,4.2619e-05+0.0011191i,0.000428+0.00084147i
0.00088519+0.0012279i,0.0019316+0.001469i,0.0023492+0.0011382i,0.001241+0.0002995i,-0.00030466-0.00040727i,-0.0010437-0.0014097i,-0.0011221-0.0014717i,-0.00020282-0.0003654i,0.00050069+0.00022091i,0.00013078-0.00045851i,-0.00011998-0.0004452i,-0.0007294+5.369e-05i,-0.0010621-0.00019785i,-0.00070067-0.00074369i,-0.00016207-0.00037119i,0.00057046-7.4168e-05i,0.00069344-0.00057887i,0.00015586-0.0002103i,-0.00024292+0.00062739i,-0.00043236+0.00054934i,-8.3789e-05-3.8099e-06i,0.00045063+1.0629e-05i,-3.7236e-05+6.6548e-05i
-0.0018655+0.0014792i,-0.0019621+0.0018801i,-0.0015816+0.0014557i,-0.0005803+0.00015166i,-0.00027611-0.0010824i,7.937e-05-0.0021244i,0.00070211-0.0015842i,0.00026559-0.00046516i,-0.00028123+9.0101e-05i,-0.0002112+0.00047912i,-0.00025573+0.00078804i,-0.00038122+0.00082515i,-0.00039768+1.2031e-05i,-0.00048561-0.00077138i,-0.000135-0.00096923i,-3.8305e-05-0.00074603i,-8.7314e-05-0.00061277i,-0.00031985-0.00041677i,-0.00030513-0.00035798i,0.00034384-0.00012104i,8.476e-05-0.00052552i,-0.000476-0.00057305i,-3.9124e-05-0.00012178i
0.00066908+0.00071538i,0.00095982+0.00062594i,0.0020075-0.00020347i,0.002418-0.0005263i,0.0013137-0.00090961i,0.00035096-0.0010965i,0.00012698-0.0010702i,-0.00022942-0.001307i,-5.9791e-05-0.0020547i,-8.3418e-05-0.0019943i,-0.00073666-0.00057767i,-0.0011416+7.8859e-05i,-0.0011557-0.00025826i,-0.00081207+0.00010334i,-0.00039058+0.00029513i,2.1072e-05-0.00030204i,-0.00019506+0.00039723i,-0.00023516+0.00083259i,-0.00038886+0.00047128i,-0.00048987+0.00016199i,-0.00036393+8.7853e-05i,-0.00034896+0.00034533i,0.0001773+0.00058478i
0.00081256-0.0019528i,0.0010193-0.0018543i,0.00085603-0.0018439i,0.00050669-0.0001692i,-0.00029848+0.0010265i,-0.00078813+0.00078481i,0.00010944+2.5335e-05i,0.00063058-0.00022545i,0.0001723-0.00079967i,-0.0007426-0.0012332i,-0.0015759-0.0006503i,-0.0016343-0.00019196i,-0.0010576-0.00023815i,-0.0010148-2.0778e-05i,-0.0014377+0.00080927i,-0.00074997+0.00049503i,-0.00017036-5.9385e-05i,-0.00029225-0.00010358i,-0.00025234-0.00041488i,-0.00039117-0.00021878i,-0.00090617+0.00023383i,-0.0011218-4.5887e-05i,-0.0006766-0.0004077i
0.00057688+1.9137e-05i,-0.00063563-0.00040888i,-0.00093926+0.00040563i,-0.00039068+0.00056124i,3.1334e-05-0.00083961i,0.00075827-0.0013134i,0.00069948-0.0010519i,0.00010854-0.0010191i,-0.00026327-0.0013264i,-0.00052845-0.00107i,-0.00075203-0.00046759i,-0.0012148-0.0005708i,-0.0012177-0.00074791i,-0.00074212-0.0002304i,-0.00030229-0.00025156i,-5.6223e-05-0.00018068i,-0.00018303+0.00025131i,-0.00011692+0.00057814i,-0.00035414+0.00044306i,-0.00030695+0.00027297i,5.6785e-05+0.00036068i,0.00027711+3.3558e-06i,0.00062126-0.00042997i
-0.001629-0.00018209i,-0.00065597-0.00019756i,-0.0010275-0.00043378i,-0.0013639-0.00050084i,-0.0010412-0.00028629i,-0.0011648-0.00029288i,-0.0011309-0.0010199i,-4.2989e-05-0.00078919i,0.00043726+0.00065266i,-9.8614e-05+0.0013178i,-0.0011212+0.0011712i,-0.0011162+0.00073359i,-0.00058261+0.00040187i,-0.00076833+0.00056913i,-0.00045075+0.00080899i,-0.00033162+0.00042504i,-0.00015124-2.4712e-05i,0.00027806+0.00039895i,-0.00044144+4.6022e-05i,-0.0002625-0.00053959i,0.00016821-0.00026517i,0.00028842+2.1228e-05i,0.00025549-0.00021478i
-0.00079038-0.0019195i,-0.0012177-0.0017195i,-0.0015981-0.0012288i,-0.0012214-0.001142i,-0.00076355-0.0012421i,3.8501e-05-0.0012769i,0.00054532-0.0015606i,0.00037389-0.0017249i,-0.00011244-0.00086394i,-0.00059971+0.00043711i,-0.00072187+0.0010605i,-0.00099017+0.00080952i,-0.0015935+0.00091736i,-0.0017663+0.00084139i,-0.00099122+0.00026979i,-0.00064614+0.00020308i,-0.00086503+0.00023108i,-0.0010227+4.2972e-05i,-0.00052306-0.00014149i,-0.00042562-0.00014989i,-0.00081387-0.00040264i,-0.00097042-0.0012163i,-0.00085929-0.0015829i
0.00061917-0.0018082i,0.0010403-0.0016756i,0.00069165-0.0017061i,0.00040533-0.0014011i,0.00043107-0.00065364i,0.0006676-6.718e-05i,0.00021044+0.00020805i,-0.00043717-8.5862e-05i,-0.00088475-0.00097262i,-0.0017847-0.0012043i,-0.0020708-0.00061365i,-0.0011025+3.684e-06i,-0.00084972+0.00036627i,-0.001143+0.00061819i,-0.00051879+0.00038701i,-0.00038085-0.00012493i,-0.00052592-0.00074912i,-0.00018951-0.0006117i,-3.6418e-05-0.00017764i,-0.00041084-0.00012278i,-0.00078388-4.9318e-07i,-0.00070004+0.00054694i,-0.00019498+0.0012881i
0.00011229+0.00096387i,0.00017569+0.00075219i,-0.00018993-7.3334e-05i,1.7001e-05-0.00039831i,0.00016071-0.00032191i,-0.00018462-0.00041823i,-0.00051748-0.00059385i,5.8571e-05-0.00073139i,0.00056497-0.0001379i,-0.00031126+9.8849e-05i,-0.0016102-0.00056337i,-0.0011767-0.00087746i,-0.00062632-0.00055099i,-0.00037968-0.0002614i,-0.00022142+6.7041e-05i,2.2023e-05-0.00023176i,0.00012719-0.00082992i,-0.00039096-0.00025914i,-0.00055424+0.00028527i,-0.00034386+0.00037803i,-3.5738e-05+0.00029382i,1.4794e-05-0.00032858i,-0.00059612-0.00092157i
-0.002822+0.00014871i,-0.0034412+0.00077526i,-0.0049391+0.0015103i,-0.0031948+0.00067163i,-0.00096562+6.2124e-05i,0.00039802+2.8075e-05i,0.00067404-0.0008137i,0.00082948-0.0014282i,0.00073895-0.00029472i,-0.00047684+9.3238e-05i,-0.0014014-0.00017952i,-0.0017113-0.00056423i,-0.0013746-0.00094638i,-0.00067492-0.00042604i,4.674e-05-0.00047201i,0.00071117+1.3254e-06i,0.00074738-1.9947e-05i,0.00031604-0.00058807i,-0.00011325-0.00012945i,-0.00032366-7.7894e-06i,-0.00059635-0.00010012i,6.9075e-06+0.00035432i,0.00065449+0.00086537i
0.00034282-0.0025233i,0.00075657-0.0028123i,-0.00066961-0.002961i,-0.00080977-0.0014119i,0.00021757+0.00023345i,-1.4964e-06+0.00038905i,7.8884e-05-0.00059372i,-7.6654e-05-0.0010049i,-0.00040087-0.00060522i,-0.00039945+0.00038917i,-0.00022671+0.00079299i,-0.00018718+0.00034929i,-0.0011987-9.3458e-05i,-0.0010403-0.00042075i,3.1012e-05-3.4902e-05i,-4.5368e-05+0.00060908i,-0.00019691+0.00085838i,0.00074137+0.00017756i,0.0010681+3.6656e-05i,0.00090427-0.00029821i,0.00016576-0.0012783i,4.8881e-05-0.0011581i,0.00035451-0.00010898i
0.00017466-0.00056457i,0.00087585-0.00079047i,-0.00059223-0.00043773i,-0.0012023-0.00056413i,-0.00020433-0.00054412i,0.00090554-0.0010678i,0.00061221-0.0016424i,0.00048753-0.0014243i,0.00077453-0.001087i,0.00010262-0.00077187i,-0.00063692-0.00012843i,-1.9762e-05-0.00012684i,-0.00032668-0.00052196i,-0.0012175-0.00063537i,-0.00078513+0.00030845i,-0.00052854+0.0008976i,-0.00042421+0.00075013i,-3.8751e-05+0.00097926i,0.00032022+0.00096058i,0.00013041+0.00034983i,-0.00073931-0.00043824i,-0.0011024-0.00039748i,-0.00064818-0.00017328i
0.00064964-0.0015651i,-0.00011932-0.00055217i,-0.00078391-0.00033869i,-0.00074083+0.00025956i,-0.00035102-0.00041285i,0.00049982-0.0018287i,0.00093547-0.0010447i,0.00093487-0.00028413i,0.00050182-0.00056833i,-0.00052217-0.0006124i,-0.0008492-0.00043757i,-0.00057885-0.00044185i,-0.00071411-0.00050751i,-0.00095047-0.00037833i,-0.00092699-0.00054332i,-0.0010892-0.00038477i,-0.0011079-0.00046495i,-0.0014394-0.00051074i,-0.0016574-0.00025789i,-0.0010808-0.00074213i,-0.00089754-0.00095904i,-3.5684e-05-0.00056171i,0.00034011+6.4373e-05i
-0.0022913-0.0010999i,-0.0018555-0.00074082i,-0.0035044-0.0021832i,-0.0037886-0.0012432i,-0.0018191+0.00024185i,-0.0001084-0.0003386i,0.00079756-0.0015023i,0.00099192-0.0013207i,0.00054073-0.0016815i,-0.00034989-0.0015122i,-0.0012323-0.00013831i,-0.0011798-0.0005437i,-0.00058323-0.0014676i,-0.00041456-0.0010142i,-0.00026514-0.00020542i,0.00023481-0.00022015i,0.00013039-0.00025743i,-0.00050156-0.00017036i,-0.0010796+0.00024578i,-0.00088383+9.511e-05i,-0.00034359-6.4417e-05i,-0.00034152+0.00061128i,7.8467e-05+0.00044126i
-0.0014523+0.0017692i,-1.8259e-06+0.0027797i,-0.0014029+0.00068586i,-0.002114-0.00026723i,-0.00043839-0.00034264i,0.00068879-0.00067022i,2.2157e-05-0.001233i,-7.983e-05-0.0012781i,0.00073137-0.001523i,-0.00022963-0.0011643i,-0.0017788+5.2745e-05i,-0.001015-0.00039082i,8.3021e-06-0.00081391i,-0.00021013-0.0010249i,-0.00032341-0.0012556i,-0.00064707-0.0010981i,-7.1843e-05-0.00068867i,0.00011869+0.00013924i,-0.00093393-0.00025181i,-0.00084596-0.00078914i,-0.00057617-0.0005058i,-0.00027574-0.00045398i,-0.00038459+0.00016119i
-0.001002+0.0014548i,-0.00091991+0.00023352i,-0.00026168+0.00060296i,-0.00043486+0.00065065i,0.00024147-0.00022801i,0.00084244-0.00041154i,0.00019657+6.1398e-05i,-4.0146e-05+0.0012951i,-0.000206+0.0018583i,-0.00041489+0.00090174i,-0.00037158+0.00033638i,-0.0007797+0.0011835i,-0.0013752+0.0010255i,-0.0015538-6.6086e-05i,-0.0011433-0.00066328i,-0.0004252-0.00071158i,-2.5392e-05-0.00040191i,0.00077965-0.0004238i,0.00069989+0.00014026i,4.0765e-05+0.0013229i,2.2027e-05+0.0014315i,0.00020024+0.00031763i,0.00026516-0.00055699i
-0.00024158+2.8671e-05i,-0.00092786-0.00073479i,-0.00035161-0.0014807i,0.00066197-0.00055141i,0.000534+0.00015127i,-1.0535e-05-0.00056606i,-0.00072015-0.0011834i,-0.00095503-0.0011656i,-0.00011878-0.0012108i,-0.00015329-0.00057179i,-0.00077736-0.00035488i,-0.00079434-0.00038139i,-0.00053752-0.00015818i,-0.00026827-0.00033135i,-0.00010294-0.00048958i,0.00033363-0.00050662i,0.00030974-0.00036315i,-0.00033555-0.00029429i,-0.00047108-0.00053294i,-0.00051853-0.00032309i,-0.00035616+0.00040223i,0.00023589+8.4679e-05i,-1.0321e-05-3.786e-07i
0.0017297+0.0007569i,0.0018143+0.00058371i,0.0041447+0.002113i,0.0033672+0.001008i,0.0012865-0.0011159i,8.9428e-05-0.0012091i,0.00016221-0.00084549i,0.0004622-0.00050594i,0.0004803-0.00022525i,0.00015485-0.00029569i,-0.00019647-0.00051157i,-0.00016307-0.00078019i,-0.00017153-0.00088969i,-5.8195e-06-0.00086386i,0.00020725-0.00055387i,0.00050382-0.00021937i,0.00030196-0.00065974i,-0.00018684-0.00041193i,-0.00010999+0.00042101i,2.8451e-05+0.00070042i,-0.00051776+0.00030321i,-0.00054459-2.9709e-05i,-0.00023143+0.00044439i
0.0010215-0.0014418i,0.0010314-0.0018374i,9.1883e-05-0.0019177i,-0.00079495-0.0020384i,-0.00097982-0.0019738i,-0.00069596-0.0014408i,0.00034746-0.00067842i,0.0015296-0.00026459i,0.0012201+0.00035435i,4.5422e-05+0.00029599i,-0.00021402-0.00075409i,0.00049152-0.0010534i,-8.0606e-05-1.4678e-05i,-0.0010465+0.00039964i,-2.4939e-05-0.00071952i,0.00065637-0.0010811i,2.7902e-05+3.725e-05i,-0.00016919+0.00064044i,-7.1442e-05+0.00082113i,-0.00039982+0.00089027i,-0.0011057+0.00065714i,-0.0012304+0.00054862i,-0.00033702+0.00034888i
0.00049583-0.0017039i,-0.00030286-0.0013712i,0.00071313-0.00054344i,0.0010688-0.00016804i,-0.00019428-0.00054842i,-0.00037118-0.0015289i,0.00039484-0.0012613i,0.00058033-0.00058705i,-4.3777e-05-0.00067094i,-0.001536-0.0010374i,-0.0020129-0.00095605i,-0.0012514-0.00044539i,-0.0012552-0.0008895i,-0.00059021-0.0013679i,3.1225e-05-0.0011238i,-7.448e-05-0.0010911i,9.2098e-05-0.0010542i,-0.00019004-0.00098234i,-0.00099601-0.00054806i,-0.00061029-0.00056202i,0.00015438-0.00096068i,-0.00035733-0.00049049i,-0.00063018+0.00025807i
0.00015069+0.00061812i,-0.00049759+0.0019514i,-0.00036097+0.0027935i,-0.00012875+0.0020373i,-0.00020546+0.0011687i,-0.00010454+0.00023795i,0.00055174-0.00074933i,0.0013962-0.00061433i,0.00050164-0.00051528i,-0.00098052-0.00064497i,-0.0017552-0.00070944i,-0.0015034-0.0007301i,-0.00077147-0.0009767i,-0.00021102-0.00043993i,-0.00018389+0.00011465i,-0.00077947-0.00010399i,-0.0012279-0.00020357i,-0.0011231-0.00020736i,-0.00084606-1.8369e-05i,-8.9213e-05+0.00057258i,0.00015253+0.00084713i,-0.00012738+0.00082607i,0.00060256+0.00078404i
0.0011564-0.00082379i,0.0013165-0.0010154i,0.0011744-0.00056255i,0.0015387-0.0007437i,0.0020299-0.0015544i,0.0017429-0.00096369i,0.00070713-0.00041696i,0.00084653-0.00029849i,0.0010618-5.248e-05i,-1.7664e-05-3.3409e-06i,-0.00060774+0.00020467i,-9.5775e-05+0.00037791i,-0.00028632+0.00019082i,-0.0017016+0.00016188i,-0.0015073+0.00021839i,-0.00042158-4.5913e-05i,-1.1126e-05+7.3388e-06i,0.00033018+0.00074631i,0.00013007+0.00044939i,-0.00021053-0.00010769i,-0.00026378+0.0002723i,0.00011331+0.00066702i,0.00043488+0.00034197i
-0.00018315-0.00041359i,0.00044357-0.00050168i,0.0012665-0.00072092i,0.00093299-0.00015749i,9.8206e-05+0.00047219i,0.000316-0.0010489i,0.00093987-0.0020151i,0.00052474-0.00088165i,9.0435e-05-0.00028608i,-0.00042336-0.00054574i,-0.00058089+0.00016247i,-0.00072265+0.0005729i,-0.0013425+0.00032493i,-0.0012133+3.8623e-05i,-0.00074233-0.00040723i,-0.00037723-0.00082764i,-0.00081434-0.00043556i,-0.0010685+0.00013418i,-0.00021353-5.3284e-05i,-0.00024875-0.0006665i,-0.00027678-0.00056479i,8.3545e-05+0.00018072i,-3.9291e-05+0.00073524i
6.2674e-05+0.0012475i,-0.00070522+0.0014357i,-0.0010247+0.0010854i,-0.00052645+0.00053004i,-0.00025299+0.00012215i,0.00027765-0.00070793i,0.0005797-0.0011447i,0.00076805-0.00095711i,0.00054211-0.0011447i,-0.00034269-0.001364i,-0.0007209-0.0011983i,-0.0010149-0.00027957i,-0.00083841-0.00035387i,-0.00017614-0.00076106i,-0.00099728-0.00060602i,-0.0013492-0.00059531i,-0.00011151-0.000288i,0.00051024-0.00054507i,0.00099501-0.00084239i,0.0011987-0.0011264i,0.00081463-0.00068851i,0.00025625+0.00026162i,-5.9972e-05+0.00019781i
-0.000817+0.00072446i,-0.00028115+0.00025243i,0.0012725-0.00047019i,0.0021455-0.00044902i,0.0017438-0.0011534i,0.0015854-0.00061864i,0.0010084-0.00010693i,0.00035964-0.00083933i,0.00029224-0.0014346i,-0.00028584-0.0011497i,-0.00098006-0.00036098i,-0.0015538-0.00013702i,-0.0014946-0.00035302i,-0.0010503-0.00060126i,-0.0004987-0.00048965i,0.0003086-0.00056744i,0.00066161-0.00026842i,0.00046047+4.1207e-05i,-0.0004922+1.0158e-05i,-0.00067377-0.00010198i,-2.1964e-05-0.00023098i,0.0001886+0.00077939i,-8.382e-05+0.00097824i
-0.00034785-0.0010441i,-0.00079059-0.0010762i,-0.00082578-0.0011618i,-0.00076331-0.00095877i,-0.00073593-0.00021148i,-0.00013122-0.00012717i,0.0007516-0.00074219i,0.0012417-0.00065853i,0.00080814+0.00026766i,0.00024197+0.00034168i,0.00068139-6.7461e-05i,0.00064374-0.00028829i,-0.00091036-0.00057685i,-0.0013709-0.00040337i,-0.00092323+0.00027825i,-0.00084801+5.3479e-05i,-0.00062486+2.9233e-05i,-0.00062778+0.0005674i,-0.00027107-4.9166e-06i,0.00048668-0.00064983i,7.8773e-05+6.5981e-06i,-0.00044084+0.00056742i,-0.0006927+0.00021435i
0.0020697-0.00060289i,0.0012984+0.0001159i,0.00072428+0.0002766i,0.00040524-0.00068492i,0.00096854-0.00091451i,0.0012356-0.00041238i,0.00066275-0.00054491i,0.0006802-0.00091173i,0.00077789-0.00054812i,-0.00027495+1.3858e-05i,-0.0013745-1.8477e-06i,-0.0020159-0.0001148i,-0.0018302+0.00017662i,-0.00086226-0.00024738i,-0.00015895-0.00025615i,-5.7391e-05+0.00010684i,-0.00022159-0.00074777i,-0.00040116-0.00082808i,-3.468e-05-0.00036153i,-8.6681e-05+0.00026655i,-5.8785e-05+0.00099034i,0.00051015+0.00070417i,0.00075433-0.0001919i
0.0004893+0.00081081i,-0.00053126+0.00094198i,-0.00068114+0.00095886i,-0.00049749+0.00098904i,-0.00053657+0.00045772i,-0.00041102-0.00077078i,-0.00018613-0.0008063i,0.00013229+4.8101e-05i,3.2253e-05+7.7627e-05i,-0.00042143-0.00020304i,-0.00046909-0.00070085i,-0.00078876-0.00067035i,-0.0016172-0.00094542i,-0.0017042-0.0013322i,-0.001032-0.00022626i,-0.00087083+0.00039425i,-0.0011852-0.00035229i,-0.0010775-0.00052086i,-0.00052146-0.00015671i,-0.00015177-0.00012594i,-0.00079711+0.00025536i,-0.00098419+0.00087944i,-0.0005453+0.00118i
0.0030142-0.0021407i,0.0027937-0.0027054i,0.0019263-0.0029271i,0.0012009-0.0022715i,0.00020515-0.0020359i,-0.0010963-0.00045255i,-0.0014191+0.00026541i,-0.00076357-0.00048653i,-0.00045407-0.0010393i,-0.0012564-0.0011016i,-0.0014857-0.0010252i,-0.0011958-0.0012652i,-0.0011901-0.0010066i,-0.00081275-0.00043783i,-0.00088887-0.00048306i,-0.0011215-0.0001832i,-0.00081087+0.00035133i,-0.000684-7.5352e-05i,1.9047e-05-0.00011817i,-6.8189e-05+0.00055913i,-0.0011361+0.001001i,-0.0012811+0.00070629i,-0.00047881+0.00025046i
-0.0016068-0.00030042i,-0.0014944-0.00044362i,-0.0024066+0.0009241i,-0.0014894+0.0013598i,0.00043581+0.00024141i,0.00095921-0.0010183i,0.0012383-0.0008207i,0.0010327-0.00042501i,0.0006301-0.00076366i,0.00046703-0.00097356i,-0.00027588+0.00020002i,-0.00081942+0.00042714i,-0.00098124-0.00031843i,-0.00091631+0.00031529i,-0.00063543+0.00062102i,7.1141e-06+0.00031488i,0.00035158-0.00033497i,0.00047684-0.00032896i,-0.0001924+0.00017255i,-0.00091148-0.00032464i,-0.00081847-1.6637e-05i,-0.00053134+0.00069363i,-0.00030905+0.0003792i
0.00063761+0.00069273i,-0.00042475+0.0016528i,0.00057473+0.0014186i,0.0017809+0.00028634i,0.0014655-0.00057629i,0.00050119-0.00074681i,0.00042212-0.00065096i,0.0011635-0.00034563i,0.00053764-0.00034007i,-0.00081673-0.00058536i,-0.0011783-0.0003389i,-0.0012085-0.00038472i,-0.001789-0.0015413i,-0.0015318-0.0020377i,-0.00012291-0.0010765i,-0.00031489-0.00032881i,-0.00044078-0.00019337i,0.00060428+0.00019841i,0.00072162+0.00047644i,-6.5615e-05+0.00019772i,-0.00097612+0.00010514i,-0.00095333-1.0365e-05i,-0.00036222-0.00037392i
-0.0035962-0.0008825i,-0.003827-0.0018367i,-0.0046397-0.00048548i,-0.0029695+0.00046918i,-0.0011408+0.0016465i,-0.00018426+0.0010493i,0.00081063+0.00010251i,0.00057115+0.00069298i,5.7505e-05+0.0002285i,-0.00034827+0.00034889i,-0.0010279+0.0015115i,-0.00089232+0.00046938i,-0.00059099-0.00018574i,-0.00030451+0.00024253i,-0.00053511+0.00028759i,-0.00084816+0.00095346i,-0.00030509+0.0010833i,-2.8928e-06+0.00023053i,-0.00024273+0.00029631i,-0.00036707+0.00044655i,-0.00021816-9.6338e-05i,-0.00048956-0.00012871i,-0.00041704+0.00045778i
-6.039e-05-3.579e-05i,0.00046444-0.0010245i,-0.00016925-0.001016i,-0.00023416-0.00040718i,0.00068108+9.5173e-05i,0.00017748+0.00027633i,-0.00052-8.4607e-05i,-8.0556e-05-4.7673e-05i,-6.5829e-05+0.00030242i,-0.00041685+0.00035825i,-0.0002634+0.00030262i,0.00052245+0.00068662i,0.000458+0.00084955i,-0.00078004-5.5292e-05i,-0.00091672-0.00072231i,-0.0010019+0.00024554i,-0.0010583+0.0010398i,-0.00049219+0.00026663i,2.9603e-05-0.00058924i,2.0945e-05-0.00025108i,-2.6713e-05+0.00049998i,0.00025161+0.00032803i,5.5249e-05-0.00041358i
-0.00085156+0.0029313i,-0.000688+0.0037414i,-0.00086052+0.0035349i,0.00033719+0.0023496i,0.0015786+0.0012161i,0.0017333-0.00075403i,0.0009226-0.00089727i,3.9903e-06-0.00016133i,-0.00015381-0.00013803i,-0.00026374+0.00041067i,-0.00026005+0.00036896i,-0.0004051+0.00010072i,-0.00098544+0.00018188i,-0.00077935+0.00011231i,0.00010237+0.00013453i,1.5338e-05+0.00012787i,-0.00056468-0.0001932i,-0.00075168+5.5758e-05i,-0.00070975+0.00017912i,-0.00028414+0.00020164i,-0.00028058+0.00024553i,-0.00069185+0.00070392i,-0.00055069+0.001295i
