-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
0.00079595-0.0020172i,0.00038635-0.0021169i,-0.00089448-0.002226i,-0.0011925-0.0014978i,-0.00028694-0.00089612i,2.1093e-05-0.00064744i,6.4646e-06-0.00026748i,0.00038518-7.7655e-05i,0.00030998-0.00085117i,-0.00056685-0.001101i,-0.0012987-0.00035407i,-0.0013267+0.00023418i,-0.0017002+0.00043677i,-0.0014696-0.00032865i,-0.00086139-0.0010357i,-0.00060706-0.00091122i,-0.00059261-0.00078649i,-0.00051424-0.00079548i,-0.00036931-0.00011372i,-0.00022163+0.00032665i,-0.00020527+0.00022442i,-0.00013609-0.00013194i,-0.000577-2.7377e-06i
0.00059007-0.00026338i,0.001096-0.00036363i,0.00099548-0.0017509i,0.00048643-0.001592i,0.00033072-0.0011116i,0.00028325-0.001558i,-0.00029885-0.00093109i,-0.00041757-0.00043689i,-0.00043984-0.0012874i,-0.00054244-0.0017525i,-0.00040432-0.00081399i,-0.00047253-0.00082803i,-0.00097793-0.0010447i,-0.00070014-0.00019138i,3.7998e-05+0.00011002i,-0.00031052-0.0003355i,-0.00069664-0.00052796i,-0.00015998-0.00066509i,0.00039429-0.00043141i,-2.3097e-05-0.00019097i,-0.00057519-0.00048719i,-0.00067777-0.00065251i,-0.00063947-0.00055212i
-0.0017833-0.00072798i,-0.0030788-0.00061181i,-0.0020074-0.0014554i,-0.00019161-0.00096656i,0.00020102-0.00030644i,0.00078352-0.00029108i,0.0011306-0.00043675i,0.0006909-0.00029265i,9.3328e-05+1.5999e-05i,-0.00046223-7.7298e-05i,-0.00076213-0.00058887i,-0.00099946-0.00048994i,-0.0010247-0.00037366i,-0.00019087+0.00063008i,0.00012666+0.0017136i,2.3302e-05+0.00076587i,0.00048875-0.0002963i,0.00083919+0.00010888i,0.00078214+0.00038874i,0.00041251+0.00015047i,0.00047939-0.00035526i,0.00037495-0.00042807i,9.3829e-05+4.9618e-05i
-7.6155e-05-0.0013342i,-0.0014166-0.002403i,-0.0024898-0.0020649i,-0.001982-0.0011932i,-0.0012342-0.00046726i,-0.00059728-0.00095422i,0.00026899-0.0011931i,0.00024942-0.0010335i,-0.00029532-0.00077947i,-0.00098394-0.00084313i,-0.0012769-0.00074722i,-0.00070259-0.00098337i,-9.5243e-05-0.0010372i,-0.00083473-0.00028639i,-0.0013044+0.00018595i,-0.0011758+7.1711e-05i,-0.00034047+0.00011531i,-0.00019265+0.00017796i,-0.0010526-0.0008823i,-0.00099514-0.001062i,-0.00058208+0.00011433i,-0.00047836+0.00021917i,-1.7e-06-3.5638e-06i
0.00054601-0.0012375i,0.0013024-0.00092961i,0.00089529-0.0012571i,0.00030154-0.0010672i,0.00010829-0.00062813i,0.00022806-0.00018579i,0.00089235+0.00041632i,0.0013084+0.00032981i,0.00020465+8.3255e-05i,-0.0014337-0.00016942i,-0.0022439-0.00058444i,-0.0022868-0.00084738i,-0.0012442-0.00072344i,-0.00069455-0.00040312i,-0.00036553-0.00026104i,7.5056e-05-0.00049037i,-8.438e-05-0.00068673i,0.00017675+0.00011422i,0.00042706+0.0008242i,0.00022726+0.0001692i,-0.00031173-0.00083494i,-0.00073492-0.00054675i,-0.0006123-9.4986e-05i
0.0013698+0.0018913i,0.0023155+0.0027659i,0.0033851+0.001823i,0.0031847+0.00092033i,0.0022783-0.0002136i,0.0010593-0.0011038i,-0.00011168-0.00098889i,-0.00024918-0.00074887i,-5.585e-05-0.0010116i,-0.00045181-0.0010168i,-0.00057935-0.00043489i,-0.00043616-0.0001284i,-0.00085117-0.00050777i,-0.00078405-0.0013595i,0.00038001-0.00076406i,0.00032197+2.1684e-05i,-0.00064279+0.00016719i,-0.0010535+0.00063995i,-0.001484+0.00081736i,-0.00088643-0.00012975i,-0.00035044-0.00081995i,-0.00037017-0.00022271i,-2.8024e-05+0.00058494i
-0.0018979+0.00069485i,-0.0011551+0.00039482i,-0.0012796+0.00046999i,-0.00059734+0.00080971i,0.00063655+0.00032501i,0.0014726-0.00089868i,0.0012574-0.0012703i,0.00086844-0.00094251i,4.1634e-05-0.00086244i,-0.00082197-0.00014402i,-0.00088718+0.0011489i,-0.0005844+0.00067731i,-0.00017372-0.0007642i,-0.00023788-0.00044399i,-0.0005394+0.00037501i,-0.0001805+0.00010625i,-0.00011117-0.0001496i,-0.0006169-0.00018026i,-0.00024277-0.00037957i,-0.00048088-1.5288e-05i,-0.00098001+0.00026301i,-0.00079866+0.00012123i,-0.00084229+0.00030893i
0.0024026-0.0010576i,0.0020197-0.00091157i,0.0015526-0.001127i,0.00099342-0.00086989i,9.8815e-05-0.001166i,-0.00076768-0.0016671i,-0.00047508-0.0012396i,-0.00061853-0.00081861i,-0.00083976-0.0013347i,-0.00044635-0.001331i,-0.00097189-0.00072525i,-0.0015525-0.0012371i,-0.0012231-0.001177i,-0.00054661-0.00052821i,-4.928e-05-0.00012274i,3.4136e-05-0.00010962i,0.00044405-0.00035358i,-5.7707e-05-0.00039524i,-0.00064035+1.4804e-05i,-0.0005345+2.1459e-05i,-0.00085525-0.00031276i,-0.0006545-6.4576e-05i,0.00015675+0.00020639i
-0.00033777-4.0409e-05i,-0.00050228-0.00068162i,-0.0011828-0.00023082i,-0.00086475+0.00012736i,-3.0329e-05+7.4903e-05i,0.00072787+0.00070192i,0.0010701+0.00027216i,0.00050271-0.00069913i,0.00015361-0.0010322i,-0.00053036-0.00040451i,-0.0010185-0.00013683i,-0.0012547-0.00030255i,-0.0012984-0.00054382i,-0.0016661-0.00082259i,-0.001881-0.0010384i,-0.0018675-0.00036144i,-0.0014857+0.00083092i,-0.00045103+0.00071504i,0.0001946-0.00022248i,-8.2151e-05-0.00025267i,-0.00036596-8.8541e-05i,7.2694e-05+3.3546e-05i,0.00074697+0.0002031i
-0.0014042+0.00014252i,-0.0020655+0.00019932i,-0.0030768-0.00061343i,-0.0022167-0.0012547i,-0.001334-0.00065784i,-0.00082058-0.00062877i,-0.00041463-0.0011221i,0.00014159-0.00099841i,7.1176e-05-0.00065041i,-0.00093344-0.00013313i,-0.0019496+0.00023981i,-0.0016385+3.7153e-05i,-0.0014565-0.0005862i,-0.0017311-0.00055057i,-0.00134-0.00033246i,-0.0012261+2.1758e-06i,-0.000972-0.00014697i,-0.00012856-0.00041257i,-0.00011216+0.00056325i,-0.0004062+0.00082374i,-0.00085373+0.00073073i,-0.000992+0.00055052i,-0.0010372+0.00042463i
0.00022523+0.0011588i,-0.00016871+0.0016219i,-0.0010496+0.0019162i,-0.00080255+0.0018343i,0.00055594+0.00089566i,0.0013374+8.5875e-05i,0.0005656+0.00016647i,-2.4236e-06-0.00031353i,0.0001483-0.0012844i,-0.00010812-0.00077579i,-0.00052718+1.2302e-05i,-0.00048483+0.0004765i,-0.00079466+0.00015378i,-0.0018276-0.00052718i,-0.0016056-0.00057612i,-0.00071844-0.00076903i,-0.00025249-0.0003266i,-6.0958e-05+0.00019798i,0.00017721+0.00036283i,0.00028097+0.00018697i,0.00032576-0.00097853i,0.00037944-0.00058012i,0.00030122+0.00017288i
-0.00030212-0.00096794i,-0.00046195-0.001099i,-0.00012913-0.0012191i,0.00026986-0.0013863i,0.00018685-0.0011467i,0.00019164-0.0014311i,0.00088963-0.0013762i,0.0014224-0.00098793i,0.0013312-0.00067451i,0.00034895-0.0003557i,-0.00058706+0.00032718i,-0.00076299+0.00021507i,-0.0015625-0.00032825i,-0.0017273-0.00075635i,-0.00073052-0.0007975i,0.00061323-0.00018203i,0.0012113-0.00014437i,0.0002139+0.00017921i,-0.00040416+0.00022717i,4.4572e-05+0.00030923i,0.00040375+0.00054633i,0.00049808+0.00055882i,0.00017821+4.0111e-05i
4.284e-06-0.00097184i,0.00022741-0.00015243i,-0.00026901-0.00012853i,-0.00032526+0.000368i,-0.00034805+4.3552e-05i,0.00026-0.00088584i,0.00060887-5.3216e-05i,0.00024939+0.0005596i,-3.5754e-05+0.00030781i,-0.00034824-0.00013389i,-0.00052796-0.00011713i,-0.00055407+0.00011223i,-0.0010999+3.6578e-05i,-0.0014909-0.00045512i,-0.00080647-0.00060619i,-0.00086465-0.00058443i,-0.0011453-0.0010631i,-0.00044778-0.00066396i,0.00035522-0.00018409i,0.0004047-0.00024948i,6.9462e-06-0.0004406i,-0.00028865-0.00031856i,-0.00061227-7.507e-05i
-0.00015805+0.0024692i,-0.0010759+0.0027022i,-0.00022683+0.0020572i,0.00070636+0.00091521i,0.00098855-7.9951e-05i,0.00073715-0.00039278i,0.00061485-0.00038985i,0.00098226-0.00037857i,0.00090691-0.00065252i,-8.825e-05-0.00035318i,-0.0010068-0.00043858i,-0.00067132-0.00081473i,-0.00035844-0.0011559i,3.5513e-05-0.0013297i,-2.6421e-05-0.00085051i,-0.0006404-1.7448e-05i,-0.00076354+0.00047141i,-0.00047553+1.5424e-05i,-0.00046906+2.6516e-05i,-0.00045732+0.00063041i,-0.00023693+0.00054086i,3.9289e-05-0.0002238i,-0.00017497-0.00049608i
0.00040409-0.0030215i,0.00013482-0.002114i,0.0012225-0.0012097i,0.0020821-0.0010952i,0.0013024-0.00048599i,0.00099085-0.00063026i,0.0014451-0.00062433i,0.0014956-0.0005814i,0.00071097-0.0011539i,-0.00023092-0.00057854i,-0.00075483+7.0428e-05i,-0.0011088-0.00088941i,-0.0016588-0.0012706i,-0.001321-3.1881e-05i,-0.00082551+0.00042128i,-0.0013338-9.4621e-05i,-0.0011497+0.00037917i,-0.00026818+0.00036433i,0.00012996-1.7603e-05i,-0.0007222-0.0004598i,-0.0009523-0.00092987i,-0.00015988-0.00034378i,-0.00042972+0.00016177i
0.0013798+0.00062965i,0.0017416+0.00059934i,0.0012018+0.00076176i,0.00037842-0.00043716i,4.0323e-05-0.0011134i,-0.00014813-0.00089425i,-0.00077668-0.00093771i,-0.00058606-0.0010245i,-0.00025925-0.00076332i,-0.0006935-0.00057601i,-0.00090151-0.00095517i,-0.00038041-0.0011188i,-0.000742-0.00053325i,-0.0007744-0.00027208i,-0.00012221-0.00050317i,-0.00064998-4.2149e-05i,-0.0009643+0.0003996i,-0.00050369+0.00050726i,-0.00049552+0.00071932i,-9.4895e-05-0.00032381i,-0.00020758-0.00085084i,-0.00052956-0.00057795i,-0.00050459-0.00053097i
0.00052061-0.0007559i,-0.00069098-0.0011497i,-0.00084708-0.0007357i,-0.00065237-1.0894e-05i,1.2245e-05-0.00080803i,0.0006087-0.0015254i,0.001155-0.0013293i,0.0008092-0.00049431i,-0.00025049+0.00029873i,-0.00092263+0.00025234i,-0.00094393+0.00029397i,-0.00074135+0.00039346i,-0.0013883-0.00032591i,-0.0019623-0.00082562i,-0.0014698-0.000874i,-0.0010828-0.00029583i,-0.00088983+0.00060612i,-0.00014298+0.00092658i,6.9948e-05+0.00076291i,-0.00056537+0.0004043i,-0.00084093-0.0001351i,-0.00022928-0.00055395i,0.00070362+0.0001878i
-0.0031128+0.00020038i,-0.0025372+0.00072213i,-0.0022359+0.0010699i,-0.0017753+0.0010041i,-0.00040891+0.0014938i,0.00029704+0.0008838i,0.0003914-0.00025748i,-0.0008783-0.00049932i,-0.002037-0.0011089i,-0.0017477-0.0009676i,-0.0013011+4.993e-05i,-0.0013781+0.0005961i,-0.00086544+0.00064863i,-0.00030673+0.00049907i,0.00035138+7.74e-05i,0.00087518-0.00048566i,0.00054285-0.00018602i,0.00012611-0.00012114i,-0.00030998-0.0007341i,-0.0002529-0.0013358i,0.00037315-0.00087272i,0.00011535-0.00017531i,-0.00028228-1.5514e-05i
-0.0012034-0.00041877i,-0.002267-0.00039603i,-0.0031102-7.1886e-05i,-0.0019685+7.309e-05i,5.4888e-05+7.7413e-05i,0.00074971-0.00043486i,0.0011742-0.00066123i,0.0010513-0.00027608i,0.00064516-9.9976e-05i,0.00032136+0.00030165i,-0.00043305+0.00097709i,-0.00057977+0.00033204i,-0.00047644-0.00052277i,-0.00063535-9.6709e-05i,-0.00032046+0.00030653i,-0.00097312+0.00088579i,-0.0015114+0.00073992i,-0.001243+0.00037214i,-0.0016488+0.00049321i,-0.0015162+0.00064634i,-0.00047267+0.00052671i,-0.0004062-1.3064e-06i,-0.00048734-4.4037e-05i
0.00053339+0.0015985i,0.00042851+0.0021397i,0.00049528+0.0012741i,0.0011759+0.00010652i,0.0023302-0.00030185i,0.0022152-0.00048309i,0.00088909-0.00022166i,-9.8908e-05-0.00012219i,-0.00034349-0.00031908i,-0.001393-1.4074e-05i,-0.0019748-1.4846e-05i,-0.001341-0.00048058i,-0.0011031-0.0007581i,-0.0014192-0.00058639i,-0.00095866-0.00091919i,-0.00034615-0.0010637i,-0.00043533-0.00072991i,-0.00070976-0.00021021i,-0.00031865-5.9e-05i,-0.00021086+0.00012709i,-0.00035547+0.00023199i,-2.7798e-05-0.00064412i,0.00015348-0.00083575i
-0.0022263-0.00038518i,-0.0031689-0.00011618i,-0.0030891+0.00039828i,-0.001734+0.00022978i,-0.00062799+0.00015139i,-0.00039782-0.00019451i,-0.00068825-0.00084374i,-0.0010847-0.00086839i,-0.0020064-0.0012265i,-0.0021582-0.001288i,-0.0015681-0.00071783i,-0.0013576-0.00052008i,-0.00067853-0.00024483i,-0.00036675+0.00018097i,-0.00058801+0.00037853i,-0.00017795+5.7766e-05i,-4.0728e-05+0.00037189i,-0.00065692+0.00076242i,-0.00064778+0.00073057i,0.00047022+0.00091674i,0.00097122+0.00069397i,0.00029746+0.00017001i,-9.607e-05+6.5833e-05i
-0.00051782-0.00056426i,-0.0008121-0.00086479i,-0.0014446-0.0011898i,-0.00056222-0.00019i,0.00058246-0.00016804i,0.00088644-0.00054414i,0.00098452-0.0001212i,0.00099645+0.00012575i,0.0003477-0.00047727i,-0.00047344-0.00029008i,-0.00088753+0.00023412i,-0.00097364-0.00038001i,-0.0012027-0.00046077i,-0.001542-0.00032385i,-0.00094086-0.00022698i,-0.00031314+0.00040201i,-0.00055109+0.00017288i,-0.00085752-0.00045068i,-0.00062599-0.00017473i,-0.00033114+0.00018418i,-0.00019934+0.00069662i,-4.9016e-05-0.00030791i,-7.5194e-05-0.00063827i
0.0021057+0.00043743i,0.0018656+9.4147e-05i,0.0016811+0.00050828i,0.0015346+0.0007678i,0.0010867+0.00092194i,0.00089565-0.00018628i,0.00066264-0.0013421i,0.00068888-0.00078317i,0.00041949-0.00030955i,-0.00018281-0.00063849i,-0.000209-0.0010178i,-0.00059814-0.0011554i,-0.0015355-0.0020892i,-0.0012397-0.0025497i,8.983e-05-0.0014026i,0.00023908-0.00014923i,-0.00039263+0.00012078i,-0.00014266+1.7746e-05i,0.00014957-0.00055025i,3.4912e-05-9.447e-05i,-4.4485e-05+0.00073296i,-0.00043744+0.00054306i,-0.00011635-9.27e-06i
-0.00034256-0.0024679i,-0.0010792-0.0024465i,-0.00060765-0.002215i,0.00050505-0.0020493i,0.00045555-0.001618i,-0.00038198-0.00050527i,0.00012221+0.0002681i,0.00037822-0.00049064i,-0.00019787-0.0014947i,-0.00067275-0.0010739i,-0.00077209-0.00044945i,-0.00071475-0.00070935i,-0.0011357-0.001065i,-0.0015307-0.00094521i,-0.00080275-0.00078429i,-0.00070429-0.0002192i,-0.0010346+0.00047699i,-0.00036688+0.001057i,-0.00014929+0.001067i,-0.0001181+0.00095815i,0.00040619+0.00039517i,0.0001645-0.00017633i,-0.00021777+0.0001739i
0.00083071-0.00089969i,5.3768e-05-0.00070098i,8.5025e-05-0.00026981i,3.0018e-05+0.00010235i,0.0004653-0.00031779i,0.00042316-0.00095123i,0.00017726-0.00080363i,0.00075972-0.0011132i,0.0007065-0.0016461i,-0.0008875-0.0013326i,-0.001722-0.00080061i,-0.001685-0.001106i,-0.0018359-0.0016517i,-0.0014679-0.0013696i,-0.0010611-0.00089797i,-0.0008469-0.00049304i,-0.00088045+0.00024244i,-0.00068365+0.00068105i,-2.4348e-05+0.00063936i,-0.00077809+0.00037521i,-0.0012856-0.00033138i,-0.00037276-0.00071758i,0.00022977-0.00096529i
2.494e-05+0.00067389i,0.0010083+0.0010573i,0.00066356+0.0010161i,0.00028588+0.00012379i,0.00084122+3.1138e-05i,0.0011941-7.4142e-05i,0.0002728-0.00046416i,-0.00027256-0.00028904i,-0.00012903-0.0010103i,-0.00042748-0.0012426i,-0.0011704-0.00039764i,-0.0018742-0.00097369i,-0.0024853-0.00082075i,-0.0021437+0.00066326i,-0.00098949+0.0011995i,-0.00067184+9.6801e-05i,-0.00077227-0.00060639i,-0.00024867+6.0738e-05i,-9.5133e-05+0.00022435i,-0.00060273+0.00018235i,-0.00030091+0.00021083i,-0.00054034-0.00046629i,-0.00083567-0.00099179i
-0.00044346+0.00029233i,-0.00090465+0.00071367i,-0.00071363+0.0011705i,0.00082902+0.00045779i,0.0014414-5.7524e-06i,0.00085702+5.7897e-05i,0.00032946-0.00053259i,0.00062974-0.00094353i,0.0013253-0.00081938i,0.00099144-0.00066282i,0.00032418-0.00027544i,-0.00027746-0.0002055i,-0.00075421-0.00075482i,-0.00086947-0.0010558i,-0.00072677-0.0010473i,-0.00029671-0.00026396i,-0.00038366+0.00013437i,-0.00026371+0.00017471i,0.00014136+0.00054718i,0.00013834+0.00072918i,-0.00015751+0.00078953i,-0.00024555+0.0010735i,-0.00022065+0.0010261i
-0.00061794-0.00015555i,-0.0006042-2.2761e-05i,0.00074581+0.00015913i,0.0012324-0.0006061i,0.0015343-0.0013606i,0.0019523-0.00048744i,0.0016826+0.00070151i,0.00097889+0.00018631i,0.00029907-0.00046809i,-0.0005011-0.0010204i,-0.00089983-0.0009092i,-0.0013319-0.0011878i,-0.001647-0.0013576i,-0.0010549-0.0012132i,-0.00039166-0.00092875i,-0.00023711-8.0658e-05i,0.00022859+0.0010258i,0.00020892+0.0011037i,-0.00054012+0.00077778i,-0.00061585+0.0007206i,-8.3171e-05+0.00012851i,0.00032679+0.00019019i,-0.00071156-3.5064e-05i
0.0026853-0.0011277i,0.0026781-0.0005855i,0.0012217-0.00087278i,6.7596e-05-0.00037636i,3.9937e-05-6.9246e-05i,-1.9781e-05-0.0012484i,-0.00029423-0.0014504i,0.00012096-0.00062327i,0.00040763+0.00034558i,-0.0014408+0.00078077i,-0.0025902+0.00045975i,-0.0017768-0.00011481i,-0.0012514-0.00080572i,-0.00085178-0.0010105i,-9.135e-05-0.0010415i,-6.3098e-05-0.00035239i,-0.0010319+0.00079401i,-0.0013095+0.00044356i,-0.0006779-0.00069571i,-0.00053886-0.00082164i,-0.00023894-0.00063215i,-9.9648e-05-0.00066324i,-0.00021155-0.00056893i
-0.001965+0.0019445i,-0.0010509+0.0026943i,-0.0010603+0.0028893i,-5.0781e-05+0.0021662i,0.00046275+0.0006057i,0.00076538-0.00023575i,0.00033024-3.3481e-05i,-0.00089642-0.0004079i,-0.00081593-0.0005831i,-0.0010128-0.00010794i,-0.0015031+3.8653e-05i,-0.0013715-0.00020111i,-0.00067857-0.00024949i,-0.00028761+0.00034183i,-0.00022141+0.0006936i,-0.0002648+0.00042655i,-0.00011163+0.00015554i,-1.3843e-05+0.0006681i,-0.0001733+0.00097316i,-5.4985e-05+0.00081008i,0.00019356+3.3052e-05i,-9.2308e-05-0.0010854i,-0.00057455-0.00096911i
0.00036718+0.00036888i,0.00029281+0.00066938i,0.00082892-0.00026457i,0.00064749-0.00082763i,0.00061196-0.00099737i,0.00070841-0.0011497i,0.00051061-0.0012899i,0.00039627-0.0013545i,0.00073252-0.00094859i,-0.00015977-0.00096059i,-0.00097963-0.001429i,-0.00034976-0.00088321i,-0.00079243-0.00058762i,-0.0013937-0.00041133i,-0.00096496-0.00063416i,-0.0010748-0.0013441i,-0.0010953-0.00021312i,-0.00086433+0.001031i,-8.1809e-05+0.00076699i,0.0003682+0.00022294i,-7.9436e-05-0.00024997i,-0.00025505+8.4638e-06i,-0.00011523-6.0471e-05i
-0.00044981+0.00050018i,-0.00046489+9.1536e-05i,-0.00098864-4.4466e-05i,-0.0010975+0.00024782i,-0.00014733+0.00063813i,0.00057007+0.00055719i,0.00054751+0.00011638i,0.00052125-0.00033843i,-6.9032e-05-0.00059669i,-0.00046895-0.00026439i,-0.0011776-0.00041142i,-0.001547-0.0013049i,-0.0015397-0.0018063i,-0.0015019-0.0013432i,-0.00077808-0.00037653i,-0.00059715-0.00017697i,-0.00031814-0.00068486i,-5.2248e-05-0.00036805i,-0.00057514-9.5758e-05i,-0.00050996+0.00017423i,-0.00036306+0.00012785i,-0.0010625-0.00015205i,-0.0012555+0.00055385i
-0.00011802-0.00079063i,-0.00033445-0.00089574i,0.00029298-0.0011353i,0.00019418-0.0020957i,-0.00012303-0.0015388i,0.00062789-0.0010764i,0.00094699-0.00099912i,0.00034014-0.0007371i,-0.0001578-5.7938e-05i,-0.00081669+0.00026381i,-0.0012858-0.00020085i,-0.0013537-0.00048757i,-0.0016052-0.00070575i,-0.0010474-0.00050948i,-8.5158e-05-5.387e-05i,0.00035057+2.8664e-05i,0.00046775-0.00039987i,0.00025878-0.00087507i,-0.0006177-0.00093953i,-0.00086219-0.00048689i,-0.0008571-0.00011015i,-0.00041876-0.0001566i,-0.00031995-0.00020299i
-0.0017828-0.0017157i,-0.00094449-0.0013902i,-0.001368-0.00081111i,-0.0013186-0.00023931i,-0.0003697-7.7271e-05i,0.00010301-0.00014138i,-0.00018502-8.6442e-05i,0.00035727-0.00048887i,0.0003672-0.00040566i,-0.00067272-9.8763e-05i,-0.00014799-0.00014313i,2.3421e-05+2.5191e-05i,-0.00067241-0.00056538i,-0.0007454-0.001113i,-0.00081729-0.00067242i,-0.00112+0.00020162i,-0.0008148+0.00035789i,-0.00052492+0.00015808i,-0.00045991-1.2156e-05i,-0.000467-3.3447e-05i,8.3307e-05+0.00064906i,-8.1833e-05+0.00032345i,-0.00033544-0.00035482i
0.0018135+0.00095451i,0.0026611+0.0019152i,0.0030225+0.0018266i,0.0023676+0.0002793i,0.0014709-0.00086359i,0.00070847-0.0013397i,0.00056597-0.0018682i,0.00091567-0.0021238i,-6.7758e-05-0.0015846i,-0.00079289-0.00098765i,-0.00045203-0.00084531i,-0.00016719-0.00064733i,-0.00025353-0.0011351i,-0.00025649-0.0014535i,-0.00011441-0.00049992i,-0.00052417+0.00043929i,-0.0014823+0.00069201i,-0.0019334+0.0005578i,-0.0013596+0.00034016i,-0.00040821+0.00073682i,-0.00050734+0.00072813i,-0.00012668+0.00036693i,0.00040369+0.00053851i
-0.0013204+0.0011735i,-0.00060313+0.00059593i,0.00061086+0.00146i,0.0015251+0.0010048i,0.0016334-0.00030463i,0.0007316-0.001002i,0.00047287-0.0010295i,0.0013123-0.00042196i,0.00083196-0.00060877i,-0.00033788-0.00076438i,-0.00079366-0.00031741i,-0.00095392-0.00088223i,-0.00095206-0.0017352i,-0.0010592-0.0013221i,-0.00068705-0.0010459i,-0.00043041-0.00060147i,-1.7335e-05-0.00019956i,-1.7442e-05+0.00012018i,-0.00025353+0.00027995i,-0.00039749-0.00025372i,-0.00059267+0.00029202i,-0.00091566+0.00029141i,-0.00059713-0.00038982i
0.00044609-0.0020043i,0.00082354-0.0018644i,0.00073317-0.0016656i,0.00054231-0.00090039i,0.0008885-0.00086081i,0.0013454-0.0016621i,0.0014343-0.0017443i,0.0012253-0.00088673i,0.00048925+2.5046e-05i,-0.00066271+0.00026716i,-0.0011189-0.00032981i,-0.00053398-0.00077385i,-0.00034497-0.0016925i,-0.001085-0.0014237i,-0.00099845+5.1735e-05i,-8.5667e-05+0.00021702i,3.3611e-05-0.00043956i,-0.00019689-0.00012158i,7.5878e-05+0.00029513i,0.00043637-0.00012017i,0.00012202-8.0306e-05i,-0.00059032+0.0008962i,-0.0010863+0.0005774i
-0.00035594-0.0032152i,0.00056578-0.002992i,-0.0001815-0.0031644i,-0.00076376-0.0020081i,-0.00082908-0.0007288i,8.1519e-05-0.00022894i,0.00060076-0.00029208i,1.3448e-05-0.0010807i,-7.7688e-05-0.0009829i,-0.00043874+0.00036106i,-0.00080188+0.0011942i,-0.00061688+0.00019813i,-0.00061777-0.00055107i,-0.00064157-0.00068028i,-0.00030254-0.00085709i,0.00011947-0.00078037i,-3.6549e-05-0.00085558i,-0.00024874-0.00048785i,-0.00033912-0.00035768i,-0.00067235-0.00037397i,-0.00062607+3.9081e-05i,-0.00042672+0.00029988i,-0.00058947-3.0343e-05i
-0.0014954+0.0049435i,-0.00082528+0.0051135i,0.00050717+0.0058845i,0.00097498+0.004619i,0.001649+0.0017848i,0.0011816-0.00056882i,0.00010856-0.00060433i,0.00040304-0.00032891i,0.00047622-0.0011962i,-0.00019869-0.0010506i,-0.0003396+0.00031183i,-0.00044063+5.7975e-05i,-0.00070288-0.00093714i,-0.00092602+0.00010888i,-0.00024513+0.00041093i,0.00065921-0.00030369i,0.00074039-0.00023295i,0.0001941+2.2558e-05i,-0.001052-0.0004231i,-0.00084337-0.00061191i,-0.00024834-0.00054249i,-0.00032931+0.00048817i,-0.00039152+0.00050217i
0.00096683+0.0034536i,0.00037091+0.0032116i,0.0011427+0.0027575i,0.0026483+0.0011326i,0.0027513-0.0010293i,0.0018814-0.0018466i,0.0010576-0.0012801i,0.00036647-0.00077154i,-0.00055294-0.0013109i,-0.0010275-0.0020426i,-0.00066562-0.0012906i,-0.00013053-0.0005016i,-0.00037799-0.001119i,-0.00055303-0.001201i,-1.5597e-05-0.00052244i,-0.00036593-0.00022315i,-0.00082881-0.00020177i,-0.00069392-0.00051083i,-0.00076255-0.00082337i,-0.0010203-0.00016033i,-0.0011147-0.00052451i,-0.00070899-0.0017555i,-0.0006284-0.0015474i
0.00055016-0.0010111i,0.00091877-0.0021921i,0.00085582-0.0018383i,0.00070953-0.00066911i,0.00070509-0.0012426i,0.0010962-0.0015174i,0.0015178-0.00077857i,0.0010058+5.8073e-05i,0.000193-0.00020058i,-0.0010711-0.00035172i,-0.0016707-0.000219i,-0.0021123-0.00061421i,-0.0019241-0.00085338i,-0.00099756-0.0011266i,-0.0010986-0.00060909i,-0.0014384+0.00034684i,-0.0011111+0.00049157i,-0.00037052+0.00021848i,-0.0001594-0.00038155i,-0.00070934-0.00053963i,-0.00071154-0.00039305i,0.00010519-0.00028937i,-0.00014559+0.00011762i
0.0034972-0.00015257i,0.002849+0.00064375i,0.0020784-0.00017153i,0.0011581-0.0017474i,0.0010318-0.0020938i,0.00049573-0.0012514i,0.00018342-0.00044662i,0.0004387-0.00032157i,2.7072e-05-0.0008993i,-0.00047441-0.00075663i,-0.00060455-0.00019637i,-0.00058761-0.0010984i,-0.00077947-0.0015389i,-0.00065547-0.00088042i,-0.00040401-0.0010702i,-0.00042147-0.0010951i,-0.00019555+0.00016744i,0.000857+0.00064275i,0.0010624+0.00045416i,0.00048547-0.00019457i,0.00035512-0.0006829i,0.00075079-0.00075394i,0.0010162-0.00080611i
