-0.00099468+0.0011518i,-0.00068774+0.00031205i,-0.0015758+0.0010156i,-0.0007942+0.0015921i,-6.2757e-05+0.001699i,-0.00046317+0.0014145i,-0.0008362+0.00094393i,1.3471e-05+0.0010585i,0.0010438+0.00081725i,0.00058416-6.9106e-05i,0.00041151-0.00046323i,0.00039711+0.00019312i,-9.96e-05+0.00077718i,-0.0001047+0.00062168i,0.00024137+0.00072742i,-0.00034204+0.00022036i,-0.00047673+0.00022917i,-0.00013341+0.0011931i,-0.00025781+0.0010071i,-0.00013313+2.7632e-05i,0.00030584-0.00056808i,-0.00035959-0.00056122i,-0.0010816-0.00043287i
-0.0003714+0.0014575i,0.00052775+0.0012615i,0.001642+0.0014334i,0.0019105+0.00030137i,0.0013992-1.1858e-05i,0.00071027-0.00065619i,0.00046023-0.0013376i,0.00026545-0.00065216i,-0.00064006-0.00028963i,-0.0013753-0.00086605i,-0.00099458-0.0010792i,-0.0001172-0.0012373i,0.00032989-0.0011489i,0.00066211-0.00041149i,6.7557e-05-0.00041574i,-0.00074343-9.8799e-06i,-0.00071252+0.00057021i,-2.1227e-05-0.00013996i,9.0113e-05-0.0014232i,-0.00073877-0.0011488i,-0.0018425+0.00032659i,-0.002096+0.00052072i,-0.00086642-0.00021975i
0.000345+0.00071655i,0.00091047+0.00014077i,0.00099106-0.00057112i,0.00054206-3.4149e-05i,0.00077189-0.00069792i,0.00083422-0.0015201i,0.00049626-0.0011849i,-0.00035323-0.00094211i,-0.00070482-0.0008335i,-0.00067318-0.00044727i,-0.00013214+0.00043678i,0.00089964+0.0012139i,0.00051138+0.00090841i,-0.00042976+0.0001023i,-0.00046407+0.00032309i,-0.00040528+0.00075427i,0.00019594+0.00039728i,0.0010439+0.00049839i,0.001061+0.00034598i,0.00078077-0.00039858i,0.001014-0.00091756i,0.00159-0.00091252i,0.0011942+1.0885e-05i
5.5605e-05-0.00031921i,-0.00013882-0.00017074i,-0.00037231+0.00013426i,-0.0004625-0.00017306i,-0.000451-0.00046402i,-4.5106e-05-0.00027407i,8.3564e-05+0.00017657i,-0.00084049+0.00043148i,-0.0017463+0.00081855i,-0.001916+0.001147i,-0.0017761+0.00022054i,-0.00085255-0.00094496i,0.00059978-0.0013666i,0.0010187-0.00072576i,-0.00011357-0.00019366i,-0.00044911-0.0007116i,-0.00033931-0.00059579i,-0.0011586-0.00014416i,-0.001097-0.00038773i,-0.00021403+0.00014758i,-0.00022225+0.0014341i,-0.00056089+0.0015331i,-0.00063352+0.00042343i
-0.00047616-0.00050811i,-0.00052716-0.00095405i,-0.0004749-0.0012254i,-6.1922e-05-0.0010499i,8.4235e-05+0.00088343i,0.00022327+0.0014669i,0.00014968+0.00031888i,-8.378e-05-0.00072252i,-0.00031432-0.00087953i,-0.00090011-0.00015698i,-0.00075126+0.00095146i,0.00071769+0.0016614i,0.0012661+0.0010969i,0.0012818+0.00016944i,0.0012159+7.5068e-05i,0.00088942+1.9889e-05i,0.00075407-0.00013023i,0.00098665-0.00017114i,0.0008071-0.0004542i,-0.00010059-0.0012501i,-0.00046654-0.0013924i,-0.0009938-0.00090998i,-0.001444-0.00042694i
0.00068601-0.00039422i,0.0015046-0.0001175i,0.00094759-0.00017936i,0.00019316-0.00019997i,-0.00013622-0.00068721i,-0.00031233-0.0009589i,-0.0007215-0.00043431i,-0.0010977-0.0004827i,-0.0015073-0.00082293i,-0.0018368+0.00021427i,-0.0014018+0.00096754i,-0.00092266-0.00010085i,-0.0012796-0.00071266i,-0.0012877-0.00045193i,-0.00076286+5.4981e-05i,-0.00053199-9.3557e-05i,-1.5446e-05-0.00073117i,0.00066796-0.00041142i,0.00061295+0.00036624i,0.00061642+0.00079678i,0.00099855+0.00050405i,0.0011909+0.00024222i,0.0002729+0.0003355i
0.00090795+0.00092518i,0.001206+0.00063281i,0.0020207+0.00054172i,0.0015548-8.8822e-05i,0.00073126-0.00071228i,0.00099557-0.0012304i,0.00089433-0.0011935i,-0.00048535-0.0011815i,-0.0010252-0.001065i,-4.6707e-05-0.00047664i,0.00039163+0.00048125i,0.0003515+0.00083439i,0.00041885+0.0007128i,0.00085481+0.00096342i,0.00099358+0.0010749i,0.00065524+0.0005412i,0.00088062-0.00043929i,0.00093636-0.00038051i,0.00045299-0.00072647i,0.00048084-0.00032089i,-0.0004342+0.00035216i,-0.00077072-2.3343e-05i,0.00011264-0.00029103i
0.00059993-0.0012473i,0.00018752-0.0012599i,-0.0018675-0.0014083i,-0.0022093-0.0012577i,-0.0015988-0.00065037i,-0.0003898-0.00019799i,0.00085489-7.1438e-05i,0.00031888-0.00044574i,-0.00076346-0.0005005i,-0.0012426+0.00065844i,-0.001131+0.0016056i,-0.00045949+0.0020563i,-0.00048747+0.0019065i,-0.00060746+0.00062141i,-0.00023935-0.00021479i,-0.00049119+0.00025774i,-3.5672e-05+0.00056687i,0.00030549+0.00060427i,0.00010189-2.0369e-05i,0.00015602-0.00060789i,-1.186e-05-0.0004136i,0.0005098+4.2007e-05i,0.0004101+0.0011296i
-0.00034796-0.00089427i,-0.0015836-0.00034357i,-0.0014105-0.00071924i,-0.00020949-0.00065177i,0.00091574-0.00037031i,0.0016624-7.1438e-05i,0.0014548-0.00023564i,0.00019289-0.00070357i,-0.00078658-0.0010799i,-0.00091637-0.00068958i,-0.00070032+0.00043332i,0.00030864-6.0214e-05i,0.0015445-0.00073925i,0.0017995-0.00099098i,0.0013964-0.00080355i,0.0012054-0.00028882i,0.00062266+0.00021582i,-0.00013793+9.2002e-05i,-0.00051106-0.0002305i,-0.00086368-0.00061878i,-0.001815-0.0011578i,-0.0013031-0.00058748i,-0.00045029+0.00060115i
3.8123e-05+0.00063188i,0.00046975-0.00029887i,0.0020487-4.4438e-05i,0.0014456-0.00011997i,0.00061969-0.00019898i,-0.00013562+0.00042401i,-0.0010705+6.4566e-05i,-0.00073151-6.6604e-05i,-0.00087105-0.00024602i,-0.0013882-0.00061955i,-0.00083947-0.00017447i,-0.00042786+0.0014213i,-0.00027987+0.0026976i,-0.00057897+0.0021734i,-0.00026694+0.00098037i,0.00028282+0.00093168i,0.00058808+0.0012597i,0.00054623+0.0015789i,0.0008072+0.0012048i,0.0010563-0.00013374i,0.00076578-0.00083684i,0.00041749-0.00022645i,-0.00032468+0.00043002i
0.00077987+0.0028015i,0.0015854+0.0019226i,0.0012738+6.8463e-05i,0.0012891-0.0015625i,0.00093745-0.002294i,0.00033846-0.0017545i,0.0011106-0.00063415i,0.0015052+0.00031833i,0.00064072+0.00077792i,-0.00035629+0.00029891i,-0.00061208+0.00010895i,-0.00050552+0.00040002i,-0.00064137-0.00032501i,-1.3935e-05-0.00031319i,-0.00018937-0.00010104i,-0.00033447+1.5849e-05i,-0.00016325-0.00010842i,-0.00057353-0.00015812i,-0.00093724+0.00026246i,-0.0012099+0.00019282i,-0.00094029+0.00059827i,0.0004575+0.0010296i,0.00108+0.0013353i
0.0016139+0.00068953i,0.00073599-0.00025083i,0.00029215-0.00090847i,-0.00043735-0.00038116i,-9.6086e-05-0.00038441i,-0.00024435-0.00038777i,-0.00068787+3.4133e-05i,-0.00067141+0.00014959i,-0.00079898-0.00016993i,-0.00066332+3.0965e-05i,-0.00013449+0.00044223i,0.00011216+0.0010812i,0.00096627+0.0018931i,0.0012275+0.0019685i,0.00073755+0.0012461i,0.00012055+0.00074046i,0.00011377+0.00097537i,0.0011339+0.00016459i,0.0019112-0.00082823i,0.0012725-0.00051296i,0.00019895-0.00032055i,-7.4531e-05-0.00050606i,-0.00034658-0.00041946i
0.0024374-0.0010046i,0.0018445-0.00047421i,0.0012199-0.00011079i,0.00027349-0.00090873i,9.4057e-05-0.00086463i,0.00022417-0.00013513i,0.00020492-0.0003384i,-3.5717e-05-0.00066548i,-0.00045808-0.00082011i,-0.00075301-0.00045867i,-0.00063736+0.0001112i,-0.00058709+0.00064254i,-0.00091917-3.3782e-05i,-0.00051652-0.00078293i,0.00023257-0.00091705i,0.00053618-0.00068161i,0.00012532-0.00059897i,4.5613e-05-0.00051923i,0.00023189-0.00025977i,0.00022195-0.00065614i,0.00018238-0.00027712i,-0.00026761+0.00043449i,-0.00031938+0.00061746i
0.0019756-0.00032481i,0.0019627-0.00097738i,0.00088977-0.0014064i,0.00034327-0.0019228i,0.00011522-0.0013534i,0.00038028-0.00037683i,-0.00034228-0.0001531i,-0.0016861-0.00059864i,-0.0020544-0.00072547i,-0.0021792-0.00020922i,-0.0016308+0.00060235i,-5.7328e-05+0.0013194i,0.0010685+0.0016714i,0.0012494+0.0012832i,0.0007484+0.00082196i,0.00054344+0.0010094i,0.00040348+0.00058112i,0.00014344-0.00036552i,0.0003287-0.00051381i,-0.0003416-0.0010858i,-0.00063447-0.0011275i,-0.00037877-2.7378e-05i,-0.00021318+0.00038447i
0.0005569-0.00092698i,0.0011933-0.0017979i,0.00026209-0.0020833i,-0.00053515-0.0014308i,0.00068059-0.000484i,0.00089122+9.035e-07i,0.00040481+9.4095e-05i,0.00029092-4.9799e-05i,-0.00035127-0.00040639i,-0.0014153+0.00024583i,-0.0017941+0.00096685i,-0.0016852+0.0011396i,-0.0019613+0.0013428i,-0.00066588+0.0012543i,0.00012431+0.00070263i,6.2407e-05-2.3082e-05i,0.00038064-0.00026702i,0.000768-5.9285e-05i,0.00051164+0.00067045i,-0.00039378+0.00071494i,-0.00063592+0.00059067i,-0.00034744+0.00036062i,-0.00044651+0.00052629i
0.00022958+0.00084049i,7.2921e-06+0.0016864i,-0.00026649+0.0010205i,-0.00027472-0.00012737i,0.000146-0.00069253i,0.00087272-0.00072157i,0.000837-0.00051742i,-0.0004021-0.0007091i,-0.0012435-0.00076393i,-0.0011082-0.00033745i,0.0004567+0.00011578i,0.00075296+0.00097964i,0.00039141+0.00034806i,0.0016533+0.00028683i,0.0021893+0.00049409i,0.0012706-0.00056038i,0.00062901-0.00083916i,0.00054818-0.00059157i,5.0496e-05-0.00050343i,-0.00047021-0.0011665i,-0.0005682-0.00092101i,-0.00020847+0.00061063i,-0.00010323+0.0011794i
0.00027577+0.00095776i,0.00060942+0.00016341i,0.0022643-0.00046834i,0.0021379-1.7439e-05i,0.00076421+0.00030612i,-0.00042281+6.5781e-06i,-0.00050665-5.3844e-05i,-2.814e-05-1.2597e-05i,-0.00014094+0.00027716i,-0.00092573+0.00091831i,-0.00067976+0.0010603i,0.00030556+0.001136i,0.00049477+0.0018021i,0.00031545+0.0016197i,0.00029428+0.00050945i,0.0004741+0.00010059i,0.00080343-0.00017263i,0.0007644-0.00022705i,0.0010517-0.00039833i,0.001098-0.00055766i,0.00092346-0.00082702i,0.00056389-0.00068776i,-0.00013914+0.00054049i
0.00023536-0.00034023i,0.00080368-0.0016401i,0.0014806-0.00064946i,0.0016006-0.00021135i,0.0012224-0.001165i,0.00043255-0.0011962i,0.00028891-0.00082522i,0.00049552-0.00043669i,-1.8585e-05-0.00011578i,-0.00019419+0.00043899i,-0.0003252+0.00054759i,-0.0005371-0.00010561i,-0.00024937-0.001237i,0.00015754-0.0018369i,0.00065199-0.0010494i,0.00038771+0.00013737i,0.00012063+0.00012685i,0.0002425+0.0001806i,-0.00016945+0.00060358i,-0.00096075-7.1987e-05i,-0.0013355-0.00012459i,-0.0010522+0.00056153i,-0.00049646+0.00036739i
-0.00047503+0.00033198i,-0.0014783-0.00037097i,-0.001307-0.00071213i,-0.00038679-0.00058486i,0.00085952-0.00024583i,0.00082857+3.2376e-05i,0.00029667+0.00015458i,0.00045846+0.00027834i,-3.3697e-06+0.00085544i,6.1074e-05+0.0016361i,0.00047882+0.0021136i,0.0010595+0.0019245i,0.0012551+0.0017769i,0.00033837+0.0018247i,-0.00061808+0.0013326i,-0.00086911+0.00036168i,-0.00023645+0.00028751i,0.00023842+0.00078502i,0.0010783+0.00037216i,0.0025826-0.00033469i,0.0023255-6.6846e-05i,0.00044674+0.00041311i,-0.00045752+7.0584e-05i
-0.0006186+0.0011777i,-0.00026603+0.0012499i,-0.00063517+0.0012672i,-0.00025093+0.0013377i,0.00079351+0.0010465i,0.00054804-0.00060249i,0.00070899-0.0018253i,0.00017504-0.0011738i,-0.00061427-0.00081636i,-0.00091364-0.0010355i,-0.00065629-0.0010446i,-9.2257e-05-0.00037037i,-0.00026762+0.00016105i,-0.00012498-0.00025457i,0.00029134-0.00092399i,0.00024003-0.00067377i,9.847e-05-0.00011861i,5.0521e-05+0.00010705i,-0.00059639+0.00030637i,-0.00037509-0.00022489i,-9.0827e-05-0.00035721i,-0.00072615-6.4236e-05i,-0.00082161+5.146e-05i
0.0020575-0.0010524i,0.001963-0.0010519i,0.0011841-0.00036607i,0.00011554-0.00075127i,-0.00049999-0.0011871i,-0.0011599-0.00033889i,-0.001156-0.00067366i,-0.0006702-0.0010137i,-0.00074942-0.00061849i,-0.0011807-0.00039096i,-0.00048212+0.00050694i,0.0011968+0.0015633i,0.0020783+0.0014227i,0.001535+0.0011428i,0.0005755+0.00048707i,-0.00039862+0.0001153i,-0.00057035+0.00046822i,-2.666e-05+0.00053515i,0.00010888-0.00040886i,-0.00018729-0.00098594i,-0.00046524-0.00018482i,-0.00034787-0.0002989i,-0.00010357-0.0010813i
0.0013505-0.00088841i,0.0010494-0.0021119i,0.0011865-0.002671i,0.0010539-0.0027527i,0.00036083-0.0015199i,-0.00026766-0.00014125i,-0.00037871+0.00017169i,-0.00063097+7.2571e-06i,-0.00074767+3.651e-05i,-0.00073783+0.0006138i,-0.00085999+0.00070504i,-0.00067615+0.00050747i,-0.00056209+0.00057825i,-0.00055956+7.3353e-05i,-0.00030356-0.00015136i,0.00024-3.8003e-05i,0.00056478+0.00054298i,-5.0098e-05+0.0011239i,-0.00053419+0.0007399i,-0.00055181+0.00037443i,-0.00082265+0.00071492i,-0.00063215+0.00045091i,-6.0212e-05+0.0003298i
-0.00015749+0.00078765i,-0.00026676+0.00062677i,-0.0012641+0.00026597i,-0.00088611-0.00091825i,0.00061039-0.00053625i,0.0012323+0.00073095i,0.00052829+0.00081757i,-0.00029255-3.8935e-05i,-0.00061815+0.00036278i,-0.00050555+0.00050978i,0.00033733+9.0971e-05i,0.001121+0.00011055i,0.0019171+0.00010494i,0.0020973-3.8784e-05i,0.0011651+0.00034036i,1.3583e-05+0.001211i,-0.00045791+0.0010544i,-0.0002872+0.00039194i,0.00018078-0.00013813i,0.00022075-0.00043724i,-0.00021217-0.00047306i,-0.00014283-0.00018608i,-0.00062785+0.00020892i
-0.0010938-0.00054641i,-0.0010316+1.9979e-05i,-0.0017318+0.0013577i,-0.00099611+0.0017272i,0.00087444+0.00037084i,0.0008177+0.00024102i,-3.2281e-05+0.0001962i,-0.00018447+0.00025757i,-0.00022148+0.00056566i,-0.00016205+0.00022483i,1.0466e-05+0.0006544i,-0.00039755+0.0013528i,-0.00048487+0.0010382i,0.00031631+0.00045027i,0.00039407+0.00018356i,-0.0004987+5.3492e-05i,-0.00022565-0.00014379i,0.00056903-0.00017191i,0.00070093-0.00024223i,0.00031696-0.00048947i,-0.00050177-0.00057i,-0.00071687+0.00023853i,-4.9558e-05+0.00077178i
-0.000181+0.00025575i,0.00017494-0.0003628i,0.00053678-0.00059387i,0.00012099-0.00049878i,0.00027135-0.00044025i,0.00052269+0.00033131i,-8.7586e-05-0.00010784i,-0.00066977-0.0005789i,-0.00097668-0.00098263i,-0.0010419-0.0013587i,-0.00050572-0.0013102i,0.00069036-0.00085728i,0.001414-0.00061725i,0.0015683-0.00075625i,0.00072694+5.1455e-05i,-3.7277e-05+0.00091828i,0.00029755+0.00032269i,0.00042214-0.00047827i,-7.5639e-05-0.00018434i,-0.00062492+0.00026491i,-0.00088573-0.00053498i,-0.0010879-0.00081487i,-0.0013762+0.00044282i
0.00076003+0.00035134i,0.00067005+0.00085911i,0.0019395-0.00029302i,0.0012681-0.0012533i,-8.0018e-05-0.00068197i,1.8264e-05+0.0002848i,-0.00012846+0.00020947i,-0.00075677-9.9898e-05i,-0.0010091-4.2294e-05i,-0.0011825+7.0124e-06i,-0.00054275+0.00054626i,0.0005859+0.0014441i,0.00062755+0.0022076i,0.00020612+0.0017949i,-0.00043179+0.0003849i,-0.00072036+2.4289e-05i,-5.4207e-05+7.0171e-05i,0.00017514-0.00036442i,0.00034676-0.0010115i,0.00062883-0.00070689i,-0.00016626+0.00033636i,-0.00052657+0.00022208i,-0.00070031+8.4101e-05i
0.0010975+0.001841i,3.6613e-05+0.0001031i,-0.0011441-0.00095953i,-0.00091766-0.0010812i,2.4456e-06-0.00055859i,0.00086522+0.00055519i,0.00069354+0.00035665i,-0.0003199-0.00067016i,-0.0010048-0.00031528i,-0.00086901+0.00031957i,-0.0010243+0.00025421i,-0.00085657+9.6419e-06i,-0.00051471-0.00048088i,-0.0011897-0.00085212i,-0.00109-0.0004036i,-0.00029621+0.000105i,0.00012729+0.00052021i,0.00017238+0.00066223i,0.00016147+0.00063481i,3.6018e-05+0.00042269i,-0.00035573+0.00021335i,6.3477e-05+3.6982e-05i,0.00014865+0.0006423i
-0.0024787+0.00070024i,-0.0019088+0.0012789i,-0.00104+0.0020685i,-0.00098966+0.0024917i,-0.00042969+0.0019612i,0.00036321+0.0010937i,0.00044537-2.0208e-05i,0.00028618-0.0010756i,-0.0008793-0.00077483i,-0.0013818-0.00011414i,0.00021034+0.00029877i,0.0012995+0.0007858i,0.0012104+0.00087577i,0.00076763+0.00015898i,0.00012474-0.00013165i,-0.0002041+0.00014227i,-0.00028333+0.00030778i,0.00038515-0.0001432i,0.00079513-0.00050387i,-6.4631e-05-0.00063716i,-0.00096377-0.0011032i,-0.00078493-0.0011235i,-0.00014699-0.00053946i
0.00323-5.1138e-05i,0.0031294-0.00091316i,0.0028452-0.0011433i,0.0030806-0.0019517i,0.0016285-0.0017619i,0.00026805-0.00082442i,0.00014515-0.00048436i,0.00020755-0.00057514i,-1.787e-05-0.00079327i,-4.4346e-05-0.00051887i,-0.00059681+0.00027476i,-0.0011336+0.00090771i,-0.00066608+0.00077293i,-0.00039115+0.00056741i,-0.00032183+0.00073637i,-0.00037671+0.00031293i,0.00052589+9.0742e-05i,0.0016119+1.7981e-05i,0.0012326+0.00014547i,0.00038468+0.00013682i,-0.00034929+5.4006e-05i,-0.00029178+0.00021487i,0.00034085+0.00040554i
-2.5249e-05-0.00094684i,0.00033653-0.0017201i,-0.00032734-0.0025171i,-0.00076312-0.001867i,-0.00056821-0.00049148i,-0.00059948+0.00060558i,-0.00017952+0.00044831i,-0.00047418-0.00053913i,-0.0010644-0.00059625i,-0.0002464+0.00043637i,0.00030682+0.00069007i,0.00061186+0.00039914i,0.00044994+0.00080249i,0.00097391+0.00068022i,0.00084483+0.00045961i,8.4344e-05+0.00020934i,0.00021616-0.00064455i,0.00057801-0.00014815i,0.00025887+0.00017275i,-0.00026971-7.3594e-06i,-0.000222+0.00014425i,6.9699e-05-0.00013121i,-0.00023178-3.2731e-05i
-0.0021518-0.0023346i,-0.0034723-0.0020118i,-0.0045443-0.0021061i,-0.0038251-0.0013618i,-0.0018244+0.00023632i,-1.9275e-05+0.00023664i,0.00033143+3.6627e-05i,0.00032339-0.00040748i,5.0305e-05-0.00055781i,-0.00078713+0.00036306i,-7.7435e-05+0.00068116i,0.00068961+0.0012389i,0.00086988+0.0021798i,0.00060972+0.0014375i,0.00058198+0.00032811i,0.00078978+0.00017817i,0.00070317+9.0436e-05i,0.00055848-0.00041159i,0.00053225-0.00046331i,0.00076464-0.00059429i,0.0006497-0.00058642i,0.00013144+0.00021933i,-0.00050089+0.00073145i
0.00039311+0.00152i,0.00032351+0.0016788i,0.0011233+0.0025041i,0.001296+0.0019522i,0.00093773+0.00017287i,-0.00030217-0.0002798i,-0.00080898+0.00012551i,-0.00023714+0.00024685i,5.9417e-06-2.2086e-05i,-0.00038787+1.1155e-05i,-0.00023797-5.9347e-06i,-0.00032935+4.5607e-05i,-0.0010525+0.00041199i,-0.00084351+0.00087611i,8.0442e-05+0.00092303i,-0.00038159+0.00050241i,-0.00041353+8.395e-05i,-0.00030472-0.00031056i,-0.0006321-0.00098989i,-0.00026689-0.0013717i,-0.00017978-0.00067922i,-0.00034747-5.3728e-05i,2.1405e-05-4.2894e-07i
-0.00015091+0.00025686i,0.00082366+9.8842e-05i,0.0014867-0.00011735i,0.0012945-4.1596e-05i,0.0010193+0.00042277i,0.00054655+0.00032353i,-2.1058e-05-0.00011111i,-0.00031104-0.00033602i,-0.00078514+0.00016775i,-0.0010357+0.00058131i,-0.00087543+0.0013358i,-0.0004181+0.0018721i,8.9666e-07+0.0014862i,0.00081068+0.0011115i,0.0010331+0.00098183i,0.00042062+9.0106e-05i,0.00029301-0.00082557i,0.0002726-0.0008343i,0.00046309-0.00055284i,0.00067989-0.00041408i,0.00011713-0.00045208i,-0.00079742-0.00024469i,-0.00068613-0.00015859i
-0.00095771-5.3953e-05i,0.00017278+0.0008041i,0.00086971+0.0004864i,0.0011118-0.00052399i,0.0014978-0.00083233i,0.0014016-0.0014476i,0.00061323-0.0017936i,0.00019253-0.00056441i,-0.00015552+0.00017058i,-0.00093813+0.00063798i,-0.0007173+0.0013782i,-2.5363e-05+0.0011836i,6.6526e-05+0.00052408i,5.0098e-05+0.00020741i,0.00069215-5.8789e-05i,0.00081616-0.00046309i,0.00058077-0.00024874i,0.00092339+0.0013988i,0.0010249+0.0018053i,0.00063518+0.0010325i,0.00044605+0.00083225i,0.0003332+0.000367i,-6.6399e-05-0.00013535i
-0.0026-0.00083222i,-0.0033692-9.3061e-05i,-0.0045974+0.0010874i,-0.004385+0.0019231i,-0.0019684+0.001735i,0.00075657+0.0010043i,0.0010743+0.00048698i,-0.00020521-0.00017664i,-0.00067953-0.00034453i,-0.00054665-0.00017228i,-3.7102e-05-0.00017542i,0.00070232+0.00033621i,0.001459+0.00041491i,0.0016612+0.0005103i,0.00075682+0.00017829i,-0.00019764-1.877e-05i,-0.00065281+0.00014024i,-0.00049892-0.00019397i,-0.0010399-0.00060511i,-0.0013245-0.0009127i,-0.00076549-0.00081907i,-0.00038772-9.1715e-05i,-0.00066358+0.00074765i
-0.00075958+0.0011413i,-0.00029184+0.00081924i,0.00066907+0.00077851i,0.0005821+0.0012882i,0.00028136+0.00030577i,-0.00050152-0.00043127i,-0.00036731-6.9205e-06i,0.00029359+0.00073448i,-1.2508e-05+0.001313i,-0.00045061+0.0013761i,-0.00060941+0.0010479i,-0.00078508+0.00071405i,-0.00069805+0.00059961i,-0.0011326+0.00026995i,-0.00061409-0.00045106i,0.00015708-4.0839e-05i,0.00058454+0.00079111i,0.00095346+0.0011302i,0.00013558+0.00040303i,-0.00091356-0.00059325i,-0.0011294-0.00034714i,-0.00083614-0.00037467i,0.00026795-0.00040577i
0.0031864+0.0010218i,0.0023947+9.9583e-05i,0.0017727-0.0009891i,0.0012339-0.0011909i,-0.00020004-0.0014279i,-0.00049939-0.0012985i,-0.00013271-0.00061835i,-0.00036428-0.00059809i,-0.00084801-0.0012994i,-0.0014896-0.0011633i,-0.0010436-9.7797e-05i,-0.00021576+0.0006154i,-0.00048636-1.0344e-05i,-0.00010411-0.00030503i,0.00051827+0.00018349i,0.00057706+0.00073186i,-4.5197e-05+0.001045i,-0.00055363+0.00038269i,-0.00029703-0.00046398i,-0.00043618-0.0010843i,-0.00074152-0.00044365i,-0.00041668+0.00053067i,0.00013545+0.00041198i
0.00051102+0.0017142i,0.0010352-0.00058793i,0.0010967-0.0025157i,0.00072796-0.0023135i,0.00062785-0.00095987i,0.0002758-0.00067248i,-0.00027831-0.00089256i,-0.00017753-0.0010375i,-9.5597e-05-0.00079614i,-0.00029005-0.00044858i,0.00011349+0.0002566i,0.00013517+0.00036957i,-0.0003643-0.00014538i,-0.00039595+0.00054299i,-0.00035079+0.00053283i,-0.00015033-0.00015513i,0.00061508-0.00032809i,0.0015388+6.8081e-05i,0.001825+0.00039609i,0.00064098+4.5868e-05i,-0.00049266-0.00052296i,-0.00056538-0.00028546i,-0.00067962+7.6299e-05i
-0.0014602-0.0015117i,-0.0024853-0.00048163i,-0.0025582-0.00040739i,-0.0016493-0.00064355i,-9.2288e-05-0.00019809i,0.00090087+0.00013545i,0.00059953+0.00015232i,-1.1722e-05+0.00047646i,-0.00038062+0.00076671i,-0.00044824+0.0010103i,-0.001071+0.00088515i,-0.0015218+0.00043802i,-0.00087269+0.00032225i,0.00030834-0.00032073i,0.00058737-0.00029354i,0.00092782+0.00039563i,0.00078067+0.00048973i,0.00041773+5.9161e-05i,0.00031875+0.00033714i,-0.00014002+0.00022334i,-0.00013923+0.00041368i,-0.00023669+0.00084831i,-0.00063592+0.0010217i
-0.0006183+0.0020484i,-0.00051188+0.0023107i,-0.00046953+0.0023707i,-0.0003169+0.0018782i,7.1801e-05+0.0010114i,-0.0002469-1.3675e-05i,-0.00058528-0.00023099i,-0.00014871+0.0003669i,5.2731e-05+0.00042806i,-0.00052653+0.00025218i,-0.00073228+0.00017052i,2.6764e-05+1.8323e-05i,0.00096401+1.0637e-05i,0.00084724+0.0006814i,-0.00010002+0.00066425i,-0.0010283+0.00066513i,-0.00092222+0.0011753i,-0.00019882+0.0005666i,0.00070277+0.00031594i,0.00053972+0.00050091i,-0.00079+0.000467i,-0.00091069+0.00061207i,-0.00077011+0.00015094i
0.0038413+0.00083131i,0.0037754+0.0019637i,0.0037194+0.0010495i,0.002634-5.7712e-05i,0.00094065-0.0011173i,0.00034388-0.00019988i,0.00078886+0.00074495i,0.0007403+0.00039414i,-8.0719e-05-0.00031253i,-0.00032692-0.00063881i,-0.00090376+7.739e-05i,-0.0013104+0.00027542i,-0.0011173+0.00050113i,-0.0004345+0.00044913i,0.0004954-0.00014411i,0.0010604-0.00014295i,0.00095848+0.00017346i,0.00070013+0.0004012i,0.0004302+0.00027666i,0.00029918+5.436e-05i,-8.6195e-05+0.0002282i,0.00034696+0.00015961i,0.00016127+0.00043803i
0.00166-0.0028795i,0.00086623-0.0030481i,-3.8662e-05-0.003259i,-0.00011805-0.0026232i,-0.00012821-0.0020895i,-0.001192-0.0016972i,-0.0012549-0.0013397i,-0.00031414-0.0014998i,-0.00071071-0.0012389i,-0.0015374-0.00038221i,-0.00071158+0.00017256i,0.00063928+0.00048656i,0.00091843+0.00016017i,0.00041914+0.00076434i,-0.00023646+0.0010896i,-0.00017376+0.00032323i,0.00022249+0.00062523i,-0.00010537+0.0005851i,-7.6012e-05-9.4376e-05i,0.0004969-5.0984e-05i,0.00015649+0.00060169i,-0.00044698+0.00088586i,-0.00081418+0.0008244i
-0.00055293+0.0027979i,-0.00073404+0.001627i,-0.00041637+0.00089854i,-0.00022239+0.00034788i,-8.7003e-05+0.00014101i,0.00021569-0.00011825i,0.000353-7.9796e-05i,-0.00027611-5.6645e-05i,-0.0011883-0.0003944i,-0.00059712-0.00096903i,0.00038976-0.00094443i,0.00043514-0.00042378i,0.0004013+2.0926e-05i,0.00080637+1.9993e-05i,0.00063051+0.00030333i,-7.8543e-05+0.00081466i,-0.00058371+0.0010879i,-0.00062523+0.00031631i,-0.00036474-0.00019408i,-0.00045337-0.00017741i,-0.0004984-0.0003131i,-0.0010456+0.00033417i,-0.00095993+0.00060882i
0.0017979+0.0038409i,0.0012961+0.003545i,0.0019327+0.0022998i,0.0029843+0.00094843i,0.0022361-0.00056276i,0.0009327-0.00099734i,0.00018551-2.9276e-05i,-0.00039472+0.00026928i,-0.00035428-3.0596e-05i,-0.00032525-0.00022301i,-0.00093623-0.00042475i,-0.00087416-3.4435e-05i,-0.00086541+0.00067543i,-0.00047247+0.0010595i,0.0003896+0.00091285i,0.0007888+0.00017036i,0.0002438-0.00013689i,-0.00050572+0.00056158i,-0.00019294+0.00058099i,0.00013382-0.0002188i,-0.00016903-0.0010449i,-5.7394e-05-0.0013165i,1.1792e-05-0.00057379i
