-0.00099468+0.0011518i,-0.00068774+0.00031205i,-0.0015758+0.0010156i,-0.0007942+0.0015921i,-6.2757e-05+0.001699i,-0.00046317+0.0014145i,-0.0008362+0.00094393i,1.3471e-05+0.0010585i,0.0010438+0.00081725i,0.00058416-6.9106e-05i,0.00041151-0.00046323i,0.00039711+0.00019312i,-9.96e-05+0.00077718i,-0.0001047+0.00062168i,0.00024137+0.00072742i,-0.00034204+0.00022036i,-0.00047673+0.00022917i,-0.00013341+0.0011931i,-0.00025781+0.0010071i,-0.00013313+2.7632e-05i,0.00030584-0.00056808i,-0.00035959-0.00056122i,-0.0010816-0.00043287i
-0.14903+0.1733i,-0.070415+0.096365i,-0.019539+0.034621i,0.017361+0.078117i,0.055392+0.074856i,0.035683-0.0075327i,-0.0079276-0.037672i,-0.0074238-0.006465i,0.019221+0.023556i,0.037319+0.022831i,0.029691+0.0016991i,0.0088982-0.0090727i,-0.00096643-0.010695i,-0.0017592-0.010314i,0.0010003-0.010924i,0.00047416-0.019363i,-0.0076001-0.024344i,-0.011971-0.012871i,-0.0045108+0.0058932i,0.012032+0.012074i,0.0208-5.4553e-06i,0.011913-0.013268i,-0.00066128-0.014826i
-0.2129-0.19683i,-0.25345-0.08447i,-0.15682-0.03588i,-0.061695-0.10531i,-0.062216-0.1244i,-0.06684-0.035312i,-0.023405+0.033276i,0.019782+0.028568i,0.034173-0.00077909i,0.017236-0.014171i,-0.0090691+0.00042015i,-0.014869+0.017893i,-0.012204+0.012101i,-0.02038-0.0010372i,-0.032214-0.0044118i,-0.037931+0.0049467i,-0.032027+0.019848i,-0.014636+0.024969i,-0.002245+0.020582i,-0.0035444+0.023864i,-0.0031508+0.034042i,0.006225+0.032149i,0.013718+0.018812i
0.29513-0.029526i,0.28393+0.029728i,0.24057+0.14506i,0.18759+0.17305i,0.11238+0.098139i,0.051787+0.014573i,0.020337-0.023112i,-0.0054292-0.028591i,-0.026331-0.029741i,-0.029713-0.02534i,-0.0095714-0.015247i,0.015973-0.011682i,0.022265-0.010741i,0.017782-0.0053481i,0.023039+0.0016979i,0.033075-0.000959i,0.032274-0.010249i,0.019256-0.01295i,0.0022534-0.0077791i,-0.0080454+0.00019686i,-0.0061388+0.0033075i,0.0016847-0.00037618i,0.0061302-0.0036385i
0.012617+0.19353i,0.090279+0.034858i,0.10059-0.1102i,0.093535-0.11129i,0.088144-0.058953i,0.049607-0.022703i,0.024602-6.2633e-05i,0.025585-0.00053394i,0.018358-0.0057314i,0.014071-0.0057616i,0.010206-0.013332i,-0.0031918-0.018046i,-0.01184-0.011461i,-0.013143-0.0039818i,-0.015383-0.0027528i,-0.021634-0.0018381i,-0.029456+0.0060629i,-0.027781+0.01449i,-0.01111+0.012815i,0.0038006-0.0020069i,0.0038963-0.014471i,-0.0019817-0.012826i,-0.0046706-0.0071661i
-0.30353-0.073994i,-0.3529-0.0019345i,-0.33179+0.016453i,-0.27818+0.023814i,-0.18216+0.053159i,-0.070317+0.046895i,-0.01331+0.0058096i,0.00037781-0.01555i,0.012038-0.0090841i,0.016724+0.0033812i,0.0068269+0.013057i,-0.0053338+0.01708i,-0.0061756+0.016617i,0.0064096+0.01676i,0.027073+0.015199i,0.049701+0.0049363i,0.057813-0.011092i,0.043076-0.017893i,0.027178-0.0096176i,0.026608+0.0011789i,0.028725+0.0018032i,0.021696-0.0040164i,0.014568-0.0064017i
0.20946-0.13164i,0.18683-0.055561i,0.18839+0.022593i,0.16682-0.00036585i,0.092325-0.028304i,0.015645-0.010265i,-0.031141+0.012287i,-0.041838+0.024132i,-0.027976+0.014994i,-0.018015-0.0023237i,-0.015144-0.011289i,-0.015656-0.012782i,-0.014246-0.0088151i,-0.0073084-0.010513i,-0.0068177-0.017128i,-0.021018-0.015675i,-0.039799-0.0068535i,-0.045013+0.002517i,-0.033254+0.0050443i,-0.020485-0.0009961i,-0.017417-0.008356i,-0.018123-0.0079437i,-0.016623-0.0013468i
0.12811+0.14251i,0.11855+0.0053754i,-0.025984-0.060124i,-0.13705-0.013227i,-0.099899+0.00098137i,-0.014611-0.031864i,0.021884-0.037052i,0.020571-0.019214i,0.013111-0.0060429i,0.0076476-0.0079486i,-0.00018465-0.012295i,-0.0055436-0.0022425i,-0.0037843+0.011806i,-0.0032771+0.020982i,-0.0067488+0.033028i,-0.00077854+0.044287i,0.015241+0.044085i,0.023852+0.034704i,0.017754+0.026569i,0.0082118+0.021846i,0.0067932+0.014743i,0.0084955+0.0033572i,0.0033572-0.0059356i
-0.28626+0.033703i,-0.2671+0.10912i,-0.16576+0.1606i,-0.039273+0.19373i,0.019335+0.15139i,-0.0053988+0.069703i,-0.020502+0.033957i,0.010983+0.01926i,0.033574-0.0036924i,0.022142-0.013579i,0.001389-0.0026589i,-0.0052146+0.0086303i,-0.0079005+0.0022507i,-0.020671-0.0085429i,-0.029532-0.016703i,-0.035284-0.02725i,-0.041627-0.031602i,-0.030676-0.021944i,-0.0068225-0.011388i,0.0060965-0.01122i,0.0063723-0.010402i,0.0060735-0.0082497i,0.0065349-0.010747i
0.096289-0.14827i,0.11241-0.071542i,0.19086-0.065007i,0.1864-0.16345i,0.076533-0.14682i,0.025223-0.013369i,0.041274+0.0506i,0.032936+0.034038i,0.012977+0.013614i,0.009325+0.0044222i,0.011002+0.00077082i,0.0078963-0.0015701i,-0.0041936-0.0034731i,-0.014749-0.00071306i,-0.015296+0.0042597i,-0.0050464+0.013691i,0.012415+0.024075i,0.022795+0.017463i,0.011089-0.0031594i,-0.011702-0.010298i,-0.020872-0.0007617i,-0.017529+0.0065201i,-0.0097888+0.0072517i
0.19417+0.078855i,0.20521-0.041501i,0.11867-0.076621i,0.038996-0.021665i,0.02721+0.0088987i,0.037114-0.033384i,0.023469-0.080031i,-0.0068749-0.069212i,-0.021262-0.031854i,-0.012356-0.014548i,0.0034695-0.019799i,0.013306-0.03181i,0.01664-0.034834i,0.019623-0.031349i,0.022537-0.03337i,0.013832-0.050769i,-0.011404-0.069647i,-0.031959-0.062763i,-0.027807-0.036476i,-0.0095153-0.020077i,0.0028108-0.017326i,0.00662-0.01209i,0.0088978-0.0042841i
-0.23188+0.05437i,-0.22766+0.003998i,-0.19262-0.10556i,-0.11178-0.14857i,-0.024154-0.12327i,-0.0075093-0.076661i,-0.027085-0.037648i,-0.022754-0.033156i,-0.014974-0.043932i,-0.026604-0.033201i,-0.041937+9.2835e-05i,-0.045973+0.03044i,-0.038988+0.043946i,-0.0186+0.046656i,0.0064503+0.040731i,0.02251+0.035077i,0.030793+0.038956i,0.031739+0.042892i,0.028858+0.041854i,0.024404+0.035679i,0.009316+0.026907i,-0.0087089+0.023257i,-0.01316+0.019568i
0.007262-0.11942i,-0.054442+0.0051505i,-0.092497+0.083894i,-0.13968+0.07418i,-0.12886+0.072841i,-0.040836+0.086021i,0.019455+0.090957i,0.037893+0.088183i,0.050286+0.044844i,0.042319-0.016394i,0.019534-0.038566i,0.0050284-0.028605i,0.002649-0.015579i,0.0044005-0.0088368i,0.0084121-0.0041776i,0.01532-0.0007256i,0.01543+0.0012152i,0.0044472+0.012908i,-0.002676+0.031387i,0.0059554+0.030743i,0.016354+0.0074865i,0.011266-0.010913i,0.0011518-0.012715i
0.21234+0.05149i,0.24834+0.03183i,0.23946+0.12193i,0.22276+0.19747i,0.16463+0.14056i,0.062866+0.041955i,-0.0043977-0.0078166i,-0.021425-0.01704i,-0.0087138+0.0032483i,0.024843+0.014829i,0.037743-0.010237i,0.020508-0.037134i,0.0040581-0.042393i,-0.0088963-0.025932i,-0.019935+0.006991i,-0.029145+0.039547i,-0.045418+0.065195i,-0.054953+0.07682i,-0.04558+0.062659i,-0.030806+0.031622i,-0.017701-0.0011209i,-0.009882-0.03123i,-0.012045-0.039962i
-0.19592+0.06944i,-0.17871+0.037624i,-0.14901+0.010703i,-0.096549+0.039026i,-0.069576+0.043544i,-0.080339+0.028581i,-0.065566+0.032508i,-0.033039+0.026614i,-0.021958+0.022058i,-0.025326+0.039339i,-0.018469+0.066244i,0.0030156+0.085989i,0.024608+0.082097i,0.033492+0.051917i,0.034277+0.01211i,0.031356-0.025817i,0.020579-0.064096i,0.0043224-0.086707i,-0.0026597-0.072312i,0.0033977-0.030398i,0.013388+0.0078975i,0.024887+0.024035i,0.025805+0.0158i
-0.022459-0.088535i,-0.0047488+0.01237i,0.11237+0.03956i,0.19089-0.013904i,0.15966-0.017941i,0.12364+0.02834i,0.15366+0.038857i,0.1931-0.0018269i,0.1543-0.056246i,0.057356-0.075345i,-0.02081-0.054129i,-0.065066-0.020999i,-0.082733+0.0030493i,-0.075948+0.014513i,-0.062681+0.020485i,-0.057537+0.03126i,-0.044516+0.046705i,-0.01018+0.048462i,0.013562+0.025715i,0.0020027-0.0042518i,-0.016552-0.02181i,-0.014924-0.024499i,-0.0001403-0.022098i
0.21928+0.0073257i,0.23575-0.0871i,0.16526-0.18397i,0.043466-0.25667i,-0.041474-0.22808i,-0.066685-0.14711i,-0.12339-0.099922i,-0.19292-0.0413i,-0.14525+0.018562i,-0.028498+0.006244i,0.028427-0.040209i,0.03032-0.06766i,0.012533-0.075586i,-0.016-0.06119i,-0.035568-0.040636i,-0.043761-0.041243i,-0.052453-0.047813i,-0.056251-0.038836i,-0.049117-0.025991i,-0.03325-0.018807i,-0.015898-0.009373i,-0.0032131+0.0061883i,0.0078171+0.019405i
-0.17053+0.047221i,-0.228-0.015064i,-0.34098-0.031265i,-0.37395+0.059078i,-0.26004+0.093455i,-0.1466+0.03148i,-0.098431+0.0092566i,-0.05113+0.031741i,-0.024737+0.044121i,-0.024264+0.064083i,0.0027722+0.074948i,0.03523+0.051018i,0.044456+0.016741i,0.035669-0.020223i,0.017691-0.05162i,0.0063092-0.061388i,0.0035153-0.059504i,0.0062246-0.051756i,0.022614-0.034401i,0.039357-0.014593i,0.038219+0.0049501i,0.025947+0.017271i,0.0071513+0.017794i
-0.088147-0.069988i,-0.13273+0.030724i,-0.099202+0.080631i,-0.02945+0.05131i,0.047289-0.0029292i,0.12565-0.04843i,0.1661-0.090105i,0.13703-0.13169i,0.053747-0.14756i,-0.04483-0.12089i,-0.108-0.066309i,-0.11126-0.016313i,-0.078929+0.0098981i,-0.027321+0.024997i,0.032683+0.031191i,0.079962+0.028133i,0.11992+0.021701i,0.14984+0.010013i,0.14454-0.0094976i,0.099511-0.030051i,0.038509-0.040133i,-0.008985-0.033256i,-0.024234-0.02112i
0.20893+0.041896i,0.24348+0.086934i,0.22429+0.1937i,0.18108+0.25947i,0.12788+0.24306i,0.055806+0.18743i,-0.033539+0.17332i,-0.054785+0.21363i,0.037219+0.17434i,0.12504+0.027763i,0.13297-0.09055i,0.10847-0.14332i,0.073504-0.15033i,0.03034-0.093972i,0.011264-0.014412i,0.0049629+0.021775i,-0.026538+0.037262i,-0.060495+0.073973i,-0.060199+0.10234i,-0.038772+0.081663i,-0.027114+0.033534i,-0.032618+0.0012713i,-0.026867-0.0085781i
-0.089066+0.03857i,-0.015703-0.029153i,0.073626-0.06013i,0.14948-0.01315i,0.13677+0.024821i,0.071402+0.017219i,0.06157-0.07023i,0.028935-0.20634i,-0.062707-0.19472i,-0.079076-0.033885i,-0.023026+0.084967i,0.015735+0.14087i,0.045048+0.14992i,0.06203+0.085113i,0.05513+0.009449i,0.058092-0.022117i,0.064168-0.035285i,0.036581-0.042769i,-0.0045635-0.026747i,-0.013336+0.0043502i,0.00054813+0.010801i,0.00012012-0.00853i,-0.0048014-0.0124i
-0.11038-0.080314i,-0.13801-0.083624i,-0.091956-0.19342i,-0.081837-0.32949i,-0.11635-0.29716i,-0.075888-0.1248i,0.049575-0.014215i,0.13656-0.038192i,0.10246-0.12429i,-0.014347-0.13449i,-0.081262-0.028931i,-0.051702+0.073425i,-0.0075048+0.11446i,0.020122+0.12577i,0.029017+0.10414i,-0.008484+0.083181i,-0.058766+0.099074i,-0.067857+0.11778i,-0.040338+0.10701i,-0.012584+0.073i,0.0081839+0.036635i,0.030574-0.0028667i,0.024476-0.03444i
0.21255+0.049821i,0.23639+0.064558i,0.2123+0.062165i,0.14175+0.010518i,0.038299-0.019394i,-0.062611+0.0043078i,-0.11593+0.073143i,-0.066666+0.16095i,0.057+0.17016i,0.11788+0.057903i,0.04513-0.041979i,-0.071886-0.022503i,-0.13112+0.044358i,-0.12174+0.07221i,-0.080393+0.054174i,-0.056857+0.013411i,-0.059319-0.012695i,-0.062151-0.010384i,-0.055793+0.009025i,-0.040845+0.022019i,-0.033069+0.016448i,-0.030669+0.014697i,-0.015627+0.013034i
-0.059613+0.012004i,-0.089305-0.081527i,-0.23308-0.15548i,-0.38242-0.13395i,-0.3639-0.1137i,-0.21633-0.1377i,-0.094903-0.13749i,-0.084136-0.1096i,-0.14176-0.081577i,-0.14891-0.039643i,-0.088099-0.014639i,-0.056387-0.042525i,-0.074643-0.066913i,-0.073866-0.048058i,-0.040852-0.012074i,-0.012624+0.0089639i,-0.0086754+0.015071i,-0.011911+0.019018i,0.00082304+0.019478i,0.026921+0.013151i,0.048415-0.010768i,0.040603-0.048121i,0.014614-0.059791i
-0.15419-0.089587i,-0.20017+0.0053123i,-0.10344+0.15406i,0.1085+0.2522i,0.25551+0.18439i,0.20142+0.047645i,0.087914+0.041188i,0.13289+0.084327i,0.24634+0.003589i,0.21692-0.11307i,0.077328-0.12381i,-0.018083-0.064728i,-0.045125-0.025453i,-0.059977+0.00805i,-0.056395+0.057406i,-0.04097+0.076751i,-0.048191+0.077189i,-0.040274+0.081279i,-0.00099847+0.055743i,0.016083+0.0081357i,0.010801-0.020103i,0.015562-0.027736i,0.022944-0.031982i
0.15958+0.096455i,0.19772+0.18978i,0.24009+0.26038i,0.28295+0.2143i,0.26902+0.11829i,0.21586+0.036932i,0.14824-0.042153i,0.084093-0.074448i,0.098243-0.047536i,0.13097-0.038465i,0.080786-0.047172i,0.0047741-0.04258i,-0.041999-0.059411i,-0.07797-0.086094i,-0.094151-0.079787i,-0.091534-0.081229i,-0.11948-0.10949i,-0.15867-0.087986i,-0.14019-0.0045118i,-0.079434+0.04379i,-0.034589+0.028846i,-0.010744+0.0031729i,0.0039469-0.014706i
0.096739+0.061265i,0.17349-0.030565i,0.17962-0.0748i,0.16925-0.010941i,0.19539+0.053785i,0.16945+0.060957i,0.1012+0.092256i,0.094317+0.13742i,0.10908+0.11592i,0.071908+0.047796i,-0.016465-0.011291i,-0.096435-0.020262i,-0.10132-0.0028774i,-0.056985-0.0050934i,-0.013627-0.012403i,0.020837-0.027268i,0.02671-0.06333i,-0.00585-0.087137i,-0.038312-0.065409i,-0.026418-0.016851i,0.023822+0.016502i,0.062489+0.020344i,0.059605+0.013214i
-1.025+8.9312i,0.19629+9.018i,4.1538+8.9017i,6.3378+5.0576i,5.618+0.79381i,3.2644-1.6415i,1.0858-1.576i,0.29006-0.41407i,0.76127+0.25066i,1.3057-0.25107i,0.81363-1.2344i,-0.25042-1.617i,-1.1381-1.2521i,-1.6643-0.43189i,-1.6415+0.30085i,-1.1263+0.55687i,-0.44454+0.465i,0.076937+0.33986i,0.32213+0.33871i,0.33927+0.44261i,0.31787+0.57158i,0.33426+0.61163i,0.27661+0.49612i
0.17252+0.03376i,0.095608+0.059706i,-0.03429+0.1144i,-0.051489+0.16806i,0.055199+0.18327i,0.12889+0.14535i,0.062774+0.11384i,-0.047129+0.12293i,-0.072866+0.096107i,-0.032159+0.033249i,-0.0075608-0.026821i,-0.038367-0.071879i,-0.081595-0.077342i,-0.093993-0.056972i,-0.076455-0.031885i,-0.045403-0.015494i,-0.039405-0.013657i,-0.051099-0.0013952i,-0.034556+0.022817i,-0.0018032+0.023189i,0.019512+0.0099044i,0.034242+0.0068226i,0.045391+0.010172i
0.029913+0.034977i,0.049712-0.00026315i,-0.0095941-0.0040336i,-0.047202+0.049274i,0.045285+0.022697i,0.15893-0.15768i,0.15845-0.3225i,0.11562-0.33095i,0.10692-0.25261i,0.07097-0.17704i,0.0073356-0.10084i,-0.012809-0.055279i,-0.019256-0.072873i,-0.044132-0.085554i,-0.057023-0.055563i,-0.067818-0.045526i,-0.11184-0.060512i,-0.14049-0.037231i,-0.10255+0.00367i,-0.056328+0.0093933i,-0.04309-0.0028363i,-0.036539-0.013804i,-0.028087-0.021259i
-0.13707-0.1051i,-0.1836-0.10837i,-0.1648-0.035785i,-0.097242+0.055747i,-0.064791+0.06052i,-0.16239+0.032096i,-0.29945+0.14133i,-0.27832+0.2793i,-0.14651+0.22289i,-0.086929+0.070902i,-0.11338-0.0098125i,-0.15432-0.039895i,-0.17369-0.039485i,-0.1469-0.0031327i,-0.075981+0.030436i,-0.0088313+0.051469i,0.047497+0.083667i,0.11006+0.082183i,0.12699+0.01997i,0.06644-0.018614i,0.0031666+0.012893i,-0.0016004+0.053639i,0.014619+0.049465i
0.039638+0.11184i,-0.0028156+0.21583i,-0.0018494+0.28907i,0.056006+0.22171i,0.07288+0.093036i,0.095085+0.072599i,0.21945+0.08959i,0.28249+0.023822i,0.1566-0.025182i,0.018168+0.010484i,-0.0043602+0.051237i,-0.0062393+0.056377i,-0.043075+0.052249i,-0.058365+0.048101i,-0.040884+0.023355i,-0.041939-0.030905i,-0.071986-0.085338i,-0.10749-0.10698i,-0.12191-0.084571i,-0.090666-0.035601i,-0.038655-0.0053219i,-0.016131-0.0099098i,-0.026355-0.022884i
0.085137+0.065713i,0.16756+0.042586i,0.16177-0.017159i,0.050252-0.027479i,-0.051643+0.0078317i,-0.12097+0.0021247i,-0.20534-0.021482i,-0.22743+0.022288i,-0.13385+0.078882i,-0.040645+0.062669i,-0.027778+0.035863i,-0.038348+0.073807i,-0.0090797+0.14362i,0.051904+0.15321i,0.075158+0.10297i,0.044768+0.092444i,0.029178+0.13355i,0.054046+0.153i,0.076141+0.12941i,0.059353+0.091033i,0.026312+0.062275i,0.013781+0.04799i,0.019417+0.036855i
-0.043772-0.1732i,-0.025117-0.23624i,0.032188-0.22105i,0.076767-0.13235i,0.11577-0.030437i,0.18581+0.051955i,0.26647+0.062343i,0.28044-0.026309i,0.19308-0.11253i,0.092022-0.089174i,0.083852-0.0031402i,0.14672+0.038842i,0.17356+0.013522i,0.1295-0.025075i,0.068304-0.044143i,0.045267-0.048076i,0.047186-0.057504i,0.020472-0.085622i,-0.025034-0.10296i,-0.030032-0.084873i,-0.0013654-0.057984i,0.0061307-0.052921i,-0.020764-0.048543i
-0.024053+0.054987i,-0.12225+0.067849i,-0.18435+0.052819i,-0.15124+0.014459i,-0.10173-0.032874i,-0.092159-0.12403i,-0.16555-0.23187i,-0.30587-0.25892i,-0.39404-0.20864i,-0.35938-0.14292i,-0.23774-0.10746i,-0.13757-0.12769i,-0.10633-0.12631i,-0.062689-0.072934i,-0.0019192-0.053939i,0.019138-0.061943i,0.027742-0.034103i,0.057585+0.016604i,0.075432+0.0466i,0.045811+0.040265i,-0.011258+0.023904i,-0.051028+0.034941i,-0.045962+0.060618i
0.013401+0.10463i,0.051839+0.11612i,0.039815+0.077595i,0.025532+0.050061i,0.067327+0.061631i,0.080472+0.092333i,0.063022+0.19063i,0.11224+0.33327i,0.15232+0.39171i,0.1041+0.33031i,0.02886+0.24196i,-0.002644+0.20949i,0.029471+0.18166i,0.04499+0.089556i,-0.0041793-0.0052555i,-0.047018-0.040009i,-0.02804-0.05579i,0.012819-0.09266i,0.027489-0.11786i,0.020696-0.092579i,0.0090052-0.03457i,0.0090083+0.0071935i,0.013761+0.0032745i
0.0084398-0.15789i,0.025022-0.1947i,0.029904-0.17528i,0.0076525-0.16698i,-0.0024207-0.19273i,0.0004146-0.22006i,-0.010118-0.26621i,-0.037394-0.33942i,-0.056064-0.33568i,-0.026501-0.20048i,0.064946-0.083039i,0.14842-0.085279i,0.13373-0.11698i,0.050225-0.085664i,-0.01521-0.017773i,-0.036144+0.02561i,-0.037809+0.038167i,-0.02478+0.028196i,-0.0049+0.0012376i,0.0010856-0.014048i,0.0037129-0.0034277i,0.0105+0.015637i,0.0062329+0.02704i
-0.042466+0.062546i,-0.14585+0.10698i,-0.19484+0.19516i,-0.11827+0.25414i,-0.026773+0.20307i,-0.0074236+0.14636i,-0.010931+0.17856i,-0.028169+0.23629i,-0.065353+0.25356i,-0.061795+0.20727i,-0.041778+0.11672i,-0.061227+0.059014i,-0.056056+0.066476i,-0.0022826+0.075513i,0.025013+0.055999i,0.013301+0.038009i,-0.0042347+0.020409i,-0.034218-0.0066272i,-0.068301-0.025962i,-0.066531-0.027085i,-0.030247-0.025731i,-0.00082806-0.031233i,0.010673-0.028934i
-0.0060587+0.12061i,0.095311+0.14882i,0.21128+0.065712i,0.23277-0.069232i,0.15897-0.145i,0.096868-0.15718i,0.092758-0.17646i,0.11202-0.19022i,0.11848-0.14722i,0.092248-0.088469i,0.059815-0.04322i,0.067686-0.0081502i,0.083659-0.012734i,0.0573-0.031419i,0.020434-0.015799i,0.006577+0.023403i,0.011876+0.052704i,0.021988+0.062741i,0.02029+0.059817i,0.0021511+0.047352i,-0.0202+0.034441i,-0.036155+0.02753i,-0.04584+0.020358i
0.10015-0.15374i,0.14711-0.18697i,0.13949-0.16397i,0.060875-0.10319i,-0.030115-0.015094i,-0.10057+0.077446i,-0.15531+0.14301i,-0.17765+0.12781i,-0.17403+0.035249i,-0.15562-0.014016i,-0.10527-0.0097816i,-0.069637-0.031023i,-0.075505-0.041541i,-0.062633-0.018726i,-0.021998-0.0078586i,0.016937-0.017818i,0.040937-0.03449i,0.036875-0.051027i,0.011156-0.053938i,-0.013413-0.026775i,-0.014636+0.013342i,0.0091895+0.035184i,0.033308+0.035035i
-0.056116+0.011558i,-0.13369-0.053195i,-0.1384-0.090179i,-0.016709-0.097861i,0.090757-0.12841i,0.094493-0.14956i,0.061521-0.12198i,0.024506-0.034934i,0.0080048+0.082212i,0.034501+0.11732i,0.044525+0.065874i,0.026312+0.03542i,0.026658+0.032634i,0.029937+0.019869i,0.0075907+0.0094346i,-0.018979+0.018262i,-0.022988+0.041657i,-0.0059418+0.063414i,0.012142+0.068907i,0.019605+0.053294i,0.014104+0.0248i,-0.0035451+0.0017466i,-0.01449-0.0045457i
-0.11075+0.10646i,-0.10778+0.14677i,-0.10696+0.059397i,-0.15873-0.078666i,-0.18525-0.095707i,-0.12336-0.028346i,-0.050551+0.0014256i,-0.020945-0.0075496i,-0.010786-0.0047763i,0.0056006+0.021362i,0.026549+0.038906i,0.038092+0.036169i,0.042009+0.029136i,0.048705+0.017851i,0.055472+0.0033658i,0.061412-0.012392i,0.064625-0.035889i,0.054953-0.057422i,0.041609-0.05432i,0.044574-0.030583i,0.050171-0.014205i,0.036901-0.0098792i,0.016533-0.0045425i
0.16971-0.077107i,0.21851-0.043785i,0.1896+0.031158i,0.095812+0.058935i,0.019161+0.021348i,-0.0059513-0.033497i,0.0026088-0.070373i,0.023566-0.08569i,0.021289-0.089527i,-0.0025254-0.074705i,-0.0023221-0.047401i,0.023623-0.039815i,0.033651-0.047879i,0.018922-0.046229i,0.00053524-0.035762i,-0.010635-0.025572i,-0.010676-0.019647i,-0.001333-0.025679i,0.0064897-0.041669i,0.0038556-0.052178i,-0.0078721-0.036684i,-0.014936-0.0020088i,-0.015022+0.015873i
-0.028237-0.014502i,-0.097266-0.12839i,-0.18583-0.16592i,-0.21808-0.059701i,-0.17422+0.048166i,-0.11767+0.091379i,-0.094445+0.11477i,-0.092563+0.12563i,-0.075371+0.11019i,-0.047239+0.068925i,-0.036684+0.028778i,-0.044737+0.014399i,-0.051065+0.020897i,-0.040815+0.030314i,-0.019957+0.031369i,-0.0055272+0.026598i,-0.0074985+0.022303i,-0.031753+0.019667i,-0.06321+0.020738i,-0.068408+0.02621i,-0.039766+0.02466i,-0.0016083+0.011408i,0.019349+0.001748i
-0.16395+0.046295i,-0.17198+0.14944i,-0.069677+0.21515i,0.056602+0.2054i,0.10337+0.15516i,0.095097+0.09857i,0.10151+0.056858i,0.11226+0.03337i,0.089868+0.029171i,0.058041+0.032011i,0.04177+0.020165i,0.028247+0.0068394i,0.017772+0.0014426i,0.0078967-0.010821i,-0.0080992-0.02365i,-0.017761-0.018874i,-0.0065246-0.0024723i,0.025359+0.011865i,0.049402+0.015403i,0.037676+0.010539i,0.006574+0.005802i,-0.015288+0.0027034i,-0.019391+0.0029602i
0.18908-0.0019303i,0.22802+0.038668i,0.20335+0.041899i,0.14458-0.02824i,0.071786-0.078448i,0.010648-0.067065i,-0.035103-0.04938i,-0.056574-0.035806i,-0.045717-0.023716i,-0.039872-0.010119i,-0.04018+0.018897i,-0.014012+0.045057i,0.021641+0.049454i,0.039479+0.047332i,0.040092+0.044613i,0.035913+0.033098i,0.029194+0.016142i,0.017204+0.0053838i,0.013064+0.0018381i,0.023557-0.0011043i,0.0302-0.0010828i,0.026435+0.0056056i,0.022374+0.0049596i
-0.014967-0.0019729i,0.008345-0.10661i,-0.0083048-0.14486i,-0.035931-0.064646i,-0.014776+0.0045696i,0.020531+0.010846i,0.045487+0.0028162i,0.059391-0.009268i,0.050546-0.0058012i,0.051146+0.0078716i,0.063792-0.011682i,0.053395-0.046571i,0.030836-0.059983i,0.020265-0.062269i,0.010948-0.064255i,-0.0067318-0.058124i,-0.019673-0.048627i,-0.021703-0.046639i,-0.022111-0.046088i,-0.024205-0.035501i,-0.022409-0.019496i,-0.020748-0.0083012i,-0.026931-0.00015659i
-0.16936-0.070542i,-0.199-0.041181i,-0.12069-0.044891i,-0.049986-0.088274i,-0.060031-0.085564i,-0.072585-0.046065i,-0.069446-0.04079i,-0.084703-0.054822i,-0.087224-0.05284i,-0.074473-0.036751i,-0.062994-0.0066606i,-0.040408+0.019201i,-0.017268+0.024371i,-0.0069391+0.021708i,0.0011509+0.015685i,0.014156+0.005532i,0.027338-0.00088677i,0.02716-0.0037774i,0.01349-0.0064605i,0.0030543-0.0057093i,0.0041068-0.0014287i,0.015936+0.0023167i,0.029313+0.0034094i
0.17643+0.10537i,0.14185+0.1633i,0.045399+0.19427i,0.0031105+0.194i,0.04175+0.1663i,0.088859+0.10046i,0.090462+0.04308i,0.075281+0.033656i,0.067396+0.026817i,0.051643+0.0016979i,0.03415-0.017166i,0.0264-0.023929i,0.020865-0.027735i,0.003265-0.035247i,-0.026943-0.037236i,-0.05159-0.02485i,-0.055006-0.0055749i,-0.036893+0.0079021i,-0.014724+0.0095332i,-0.0048234+0.006245i,-0.0056249+0.0058067i,-0.011261+0.0053038i,-0.015143+0.0033021i
-0.0042562-0.0075386i,0.078893-0.11516i,0.10021-0.20681i,0.057729-0.19488i,0.040849-0.13844i,0.013161-0.10754i,-0.04242-0.092139i,-0.087075-0.075235i,-0.11595-0.041508i,-0.11032+0.015628i,-0.065032+0.054617i,-0.0264+0.048002i,-0.020242+0.030845i,-0.02219+0.03773i,-0.01385+0.058878i,0.0011681+0.069965i,0.016037+0.062918i,0.023527+0.044505i,0.023183+0.02421i,0.02144+0.0072708i,0.020933-0.0071115i,0.018711-0.016371i,0.010079-0.017589i
-0.13512-0.16954i,-0.23005-0.11505i,-0.22733+0.020731i,-0.13139+0.094315i,-0.054779+0.063786i,-0.034855+0.050883i,-0.011797+0.10794i,0.044399+0.14806i,0.081988+0.12109i,0.076786+0.072833i,0.060513+0.033296i,0.040772+0.0037378i,0.022654-0.0068652i,0.017411-0.010901i,0.013192-0.018781i,0.0029162-0.019192i,-0.0017698-0.017732i,-0.000136-0.027317i,-0.0049371-0.036634i,-0.01843-0.029975i,-0.028939-0.010065i,-0.029938+0.0084191i,-0.024765+0.018353i
