-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
-0.00076896+0.00087499i,-0.00075472+0.0011492i,-0.00027599+0.00012601i,-0.00075748-0.00043758i,-0.00062852-0.00058769i,0.00081902-0.0014943i,0.00063204-0.0020501i,-0.00056203-0.0015799i,-0.00055573+0.00013064i,-0.00062991+0.0011055i,-0.0015394+0.00014836i,-0.0020793-0.00084585i,-0.001821-0.00046818i,-0.00066886+0.00031402i,0.0003844+0.00025033i,0.00086185-7.6732e-05i,-0.00017111+0.00023042i,-0.0013602+0.00054476i,-0.00092189+0.00045286i,-0.00049284+0.00042993i,-0.00014441+0.00058825i,-0.00012764+0.00079035i,-0.00059028+0.00083359i
0.0012435+0.00015915i,0.00088303-0.0019834i,0.0020331-0.0018147i,0.0027167-0.0011159i,0.0022793-0.0017703i,0.00017736-0.0023646i,-0.0010918-0.001166i,-0.0013284-0.00014868i,-0.00081179+0.00066851i,-0.00065632+0.001735i,-0.00099681+0.0016363i,-0.00020481+0.0010276i,0.00043431+0.00063061i,-0.00040207-0.00028517i,-0.00044621-0.00082834i,-0.00013167-0.0013331i,-9.1378e-05-0.0012245i,-0.00015976-0.0009517i,-0.00088172-0.00032439i,-0.0011839-2.9608e-05i,-0.0013498-0.00028133i,-0.0010262-9.0243e-05i,-0.0010135-3.0899e-05i
-0.00020837-0.0046582i,-0.0015958-0.0043372i,-0.00353-0.0033099i,-0.001835-0.0019337i,0.00070453-0.0010146i,0.0013665-0.000613i,0.0012073-0.00013658i,0.0010621-5.1675e-05i,6.5414e-05-0.00075392i,-0.00028071-0.00089157i,0.0008378+7.4582e-05i,0.00063437+0.00094941i,-0.00018888+0.00081099i,0.00037881-0.00024327i,0.0012351-0.00088796i,0.0013565-0.0011747i,0.00097116-0.0017077i,-0.00037717-0.0022569i,-0.0012789-0.0017525i,-0.0011048-0.00058566i,-0.00072469-0.00036183i,-0.00063239-0.00054132i,-0.00056429-0.00011821i
0.0019033+0.0019659i,0.0028837+0.002017i,0.0030306+0.0026928i,0.0032402+0.002778i,0.0028955+0.0016053i,0.0017445+0.0004783i,0.00047024-6.8994e-05i,0.00018857+0.00031965i,7.5556e-05+0.00075713i,0.00025644+0.00045902i,0.00097537-0.00011808i,0.0013809-0.00040409i,0.00078701-0.00084854i,0.00039229-0.0010308i,0.00021125-0.00028947i,-0.0001517-0.00034051i,0.00052325-0.00055911i,0.00092287-0.00053252i,0.00039475-0.00027982i,0.00053517-9.6115e-05i,0.00012788-8.3398e-06i,-0.00045407-0.000256i,0.00013839-0.00030003i
0.00049757-0.0011584i,0.0029304-0.0028227i,0.0039414-0.0036992i,0.003477-0.0031496i,0.001806-0.0014272i,0.0013195-0.00049332i,0.0017199-0.00076745i,0.00085252-0.00057115i,0.00011482-0.00052862i,0.00021849-0.0011202i,0.00044243-0.0011887i,0.00013151-0.00097917i,-0.00038538-0.00049683i,0.00075272+0.00025114i,0.0022146+0.00081379i,0.0028844+0.0014544i,0.0024943+0.0022761i,0.0018698+0.001834i,0.0015552+0.00029624i,0.0012795-0.0011262i,0.0015359-0.001869i,0.0017634-0.0016061i,0.00051489-0.00086546i
0.0028382-0.00028922i,0.0027764-0.00092301i,0.0031462-0.00090396i,0.0018687-0.00027908i,0.0013873-0.00055574i,0.00052534-0.0009465i,-0.00045207+0.00011518i,0.00049889+0.00044132i,0.00083977+0.00010644i,-0.00076559+0.00013404i,-0.0017843-0.00020676i,-0.0022749+0.00022012i,-0.0023755+0.00095408i,-0.0013921+0.0012906i,0.00040063+0.0010857i,0.0012499+0.00090958i,0.00049074+0.0013151i,0.00040563+0.0017506i,0.0014842+0.0011918i,0.0015434-4.4858e-05i,0.0015875-0.00043194i,0.0013587-0.00045642i,0.00020318+3.9967e-06i
0.0015824+0.0012253i,0.0016994+0.0026512i,0.0016309+0.0019699i,0.0027075-0.00036002i,0.0026103-0.00096022i,0.0022213-0.0010393i,0.0018248-0.0015715i,0.0016119-0.0015784i,0.0010563-0.0015831i,0.00028005-0.00025355i,-8.9036e-05+0.0017959i,0.00015388+0.002361i,0.0011787+0.0021769i,0.0012216+0.0013151i,0.00043784-0.00024562i,0.00057141-0.00086916i,0.00075084-0.00023502i,0.0004936+0.0011895i,0.00022521+0.0010765i,0.00033585+0.00050207i,0.00087383+0.0011057i,0.00088783+0.0012774i,5.0045e-05+0.00058239i
0.00068855-0.0012615i,0.00029292-0.0016512i,0.00052573-0.0017011i,0.0012149-0.0021073i,0.0015656-0.0031103i,0.0011476-0.0021622i,0.00059836-0.00096227i,0.00037017-0.0008082i,0.00018581-0.00060318i,0.00060627-0.00030755i,0.0012385+0.00057858i,0.00065461+0.0015051i,2.061e-05+0.002i,7.4242e-05+0.0021421i,-2.5621e-05+0.0015787i,-0.000616+0.00093759i,-0.00074236+0.00032039i,-0.00093065+0.00012188i,-0.0013219+0.0010981i,-0.0003265+0.001651i,0.00073007+0.001142i,0.00031816+0.00070894i,0.00014551-0.00010262i
-0.0055136-0.0020847i,-0.0059717-0.0013192i,-0.0031193+0.00012325i,0.0001603+0.00031497i,0.001543-0.00058879i,0.00080111-0.00077088i,-0.00072078-0.0010386i,-0.0014476-0.0012668i,-0.0015254-0.0009583i,-0.00099742-0.00083569i,-0.00040884-0.00044049i,0.0013479-0.00040129i,0.0028359-0.00089701i,0.002409+0.00015357i,0.0012244+0.0011408i,0.00072342+0.00043346i,0.00010789+5.2301e-05i,-0.0013154-0.00054512i,-0.0018631-0.0011101i,-0.0014494-0.00041181i,-0.00069694-0.00036928i,-0.00051306+0.00016026i,-0.00073159+0.00048567i
0.0003335-0.001921i,-0.00063266-0.0034109i,-0.0012843-0.0028821i,-1.1713e-05-0.0013773i,0.00085198-0.00081048i,-3.3356e-05-0.0010709i,-0.0014896-0.00079592i,-0.0020634+0.00014125i,-0.00080826+0.00087538i,-0.00033145+0.0002608i,-0.00030725-0.00011365i,-0.00067165-0.00043591i,-0.00030409-0.00078735i,0.00061079-0.00041017i,0.0010164-0.000839i,0.0010077-0.00075372i,0.00063076-0.0007809i,2.7204e-05-0.00082631i,-6.8001e-05-0.00029303i,-0.00047358-0.000181i,-0.00070296+0.00042856i,-0.00053623+0.00063226i,-0.00032189-0.00057536i
0.0027101-0.0007147i,0.0027489+0.00016034i,0.001744+0.0016874i,0.0014988+0.0020185i,0.0024248+0.0015736i,0.0022862+0.0010078i,0.0015933+0.0010075i,0.0017147+0.00069884i,0.0013631+0.00016317i,-5.3706e-05+0.00012122i,-0.0012675+0.00045196i,-0.0011397+0.00069519i,-0.00030609+0.00029324i,-0.00017469-0.00041521i,-8.0957e-05-0.00020998i,0.00075521+0.00032683i,0.0012287+0.00036959i,0.00095996+2.3511e-05i,0.00049572-0.00075509i,0.00089085-0.0010417i,0.00058649-0.00074115i,-0.00044293-0.00079075i,0.00013405+1.3227e-05i
0.0014607+0.0021304i,0.0027993+0.00042861i,0.0043437-0.0010989i,0.0038083-0.0026843i,0.0019626-0.0031672i,0.00095493-0.0019987i,0.00062053-0.0010162i,0.00097886-0.00048189i,0.0013933-0.0007905i,0.001409-0.00018764i,0.00041818+0.0011364i,-0.00066952+0.0012527i,-0.00094588+0.0014909i,-0.00060949+0.0011018i,-8.1108e-05-0.00027726i,0.00016411-0.00073354i,0.00082572-0.00049473i,0.0015193-7.3648e-05i,0.00043036+0.00088142i,-0.00028478+0.00089612i,-6.0172e-05-1.5654e-05i,-0.00030361-0.00047551i,-0.00052191-0.00064299i
-0.00022928-0.0004788i,-0.0016162+0.0001504i,-0.00053414-0.00039475i,0.0009413-0.0013052i,0.00073074-0.0017969i,0.00019284-0.0016216i,0.0007009-0.0020913i,0.0013261-0.0017327i,0.0012864-0.00059251i,0.00015053-0.00080939i,-0.00039854-0.0012691i,-0.00055012-0.00014616i,-0.0012241+0.0010369i,-0.00036883+0.0012596i,0.00040372+0.00095382i,0.00097415+0.00019287i,0.0010958+0.00033856i,0.00078198+0.0010549i,0.00080368+0.00070073i,0.0011575-0.00029193i,0.0010121-0.00057702i,0.00054094-0.0010624i,0.00059058-0.0014724i
0.00045157-0.00053221i,0.0013528-0.0021036i,0.0033027-0.0026408i,0.0037625-0.00089514i,0.0030252-0.000658i,0.0021922-0.0014832i,0.0013564-0.0021747i,6.0404e-05-0.0020562i,-0.00083138-0.0012873i,-0.00079802-0.0010788i,0.00012875-0.00034652i,0.00089998+0.00013604i,0.001261-0.0003415i,0.0018452-0.00051435i,0.0020461-0.00071882i,0.0010405-0.00095089i,-0.00041498+0.00020808i,-0.00070448+0.0014069i,0.00010779+0.0012198i,0.00061614+0.00066505i,0.00054299+0.0006016i,0.00062938+0.00079499i,0.00039904+0.00045693i
-0.00056913+0.0017171i,-0.0012168+0.0012164i,-0.00108+0.00061686i,0.00047728+0.00082576i,0.001988+0.00095827i,0.0014105-0.00027466i,-0.00053655-0.0016839i,-0.0017787-0.0011511i,-0.0023382+0.00044273i,-0.0015239+0.0013643i,-7.3324e-05+0.0012737i,0.00057347+0.00077192i,0.0015388+0.00058694i,0.0023153-0.00038971i,0.0020527-0.0014392i,0.0017133-0.00097889i,-0.00012532-0.00052484i,-0.0011828-0.00052282i,-0.00026494+4.1164e-05i,-0.00013994+0.00020775i,-1.8294e-05+0.00010799i,0.00044216+0.00038012i,0.0010409+0.00055001i
0.0029872+0.0034742i,0.0046392+0.0030614i,0.0057924+0.0027696i,0.004313+9.304e-05i,0.0024294-0.0025265i,0.00055732-0.0017211i,-0.0018844-0.00088232i,-0.0023832-0.00034333i,-0.00066981+0.0013949i,0.00087718+0.0021954i,0.0010171+0.0010935i,0.0011101+0.00021831i,0.000879-0.00015286i,-0.00016996-0.00035977i,-0.00086669-0.00027292i,-0.00075503-0.00026566i,-0.00018518+8.4197e-05i,-0.00052183+0.00098927i,-0.0010448+0.00064505i,-0.0012308+3.0193e-05i,-0.00082626-0.00030528i,6.3898e-05-0.00051514i,0.00084204-0.00012049i
-0.001362-0.0038906i,-0.00062813-0.0030066i,-3.9244e-07-0.00050134i,0.0011518+0.0011601i,0.0017294+0.0011547i,0.0017588+0.00049635i,0.00049724+0.0014126i,-7.851e-05+0.0018957i,0.00061328+0.0004681i,0.0010383-0.00029255i,0.0013805+0.00011107i,0.00092777+0.00049731i,0.00028979+0.00029359i,-6.4958e-05+0.00018498i,0.00039916+0.00043507i,0.00089145+0.00054629i,0.00094369+0.00010225i,0.0012214-0.00042622i,0.00032862-0.00025159i,6.6824e-05-0.00073238i,-0.00014618-0.0011501i,-0.00068429-0.00050078i,-9.4879e-05-0.00070997i
-0.00018169+0.00087488i,-0.0004484+0.0010251i,-0.00042643+0.00076573i,-7.566e-05+9.6506e-05i,-5.3387e-05-0.00044273i,-0.00024032-0.00013146i,-0.00021609+0.00091788i,0.00052797+0.00088886i,0.00072543+0.00025868i,0.00014147-0.00044339i,8.2691e-05-0.00080454i,0.00015951+0.0001041i,-3.2593e-05+0.0011894i,-7.8821e-05+0.0016696i,0.00044853+0.0010937i,0.00075584+0.00043843i,0.0011625+6.042e-05i,0.0021151-0.00044494i,0.0023232-0.00037377i,0.001302+0.00073222i,-1.0227e-05+0.00062726i,0.00031877-0.00022129i,0.00073969-0.00023053i
-0.0011313+0.0036108i,-0.0013153+0.0051175i,0.00055033+0.0033633i,0.0034648+0.001407i,0.0032469-9.6518e-05i,0.0016464-0.0018766i,0.00086842-0.0024597i,0.00074038-0.0018493i,-0.00020827-0.0014989i,-0.0014087-0.0013376i,-0.0013737-0.00058256i,-0.00067939+0.00011512i,-0.0008068-6.0245e-05i,-0.00017189-0.00033039i,0.00074377-0.0005613i,0.00054529-0.00046899i,0.0003097-0.00061026i,-7.0171e-05-0.00067448i,0.00034092+8.0497e-05i,0.0011017+0.00061618i,0.00068164+0.00043537i,0.00059802-0.00016103i,0.0008129-1.4771e-05i
0.0015816+0.0013378i,0.0011956+0.00050744i,0.0025968-0.00038407i,0.004134-0.0019318i,0.0038793-0.0031636i,0.001563-0.0029722i,-0.00015836-0.0020712i,-0.0010323-0.0022086i,-0.0011877-0.0015064i,-0.00043781+0.00057837i,-0.00022768+0.0014135i,0.00065432+0.00059031i,0.001074+0.00021026i,-0.00067793-0.00098373i,-0.0023998-0.0020252i,-0.0022935-0.0014862i,-0.0018534+0.00010624i,-0.0017094+0.00078703i,-0.0011487+0.0011721i,-0.00067606+0.0012964i,-6.8569e-05+0.00071164i,0.00051176+0.00055048i,-4.1309e-05+0.00080381i
0.0010814-0.0034804i,0.00053059-0.0054653i,-0.00013534-0.0046237i,-0.00035678-0.0023037i,0.0001694-0.0018661i,0.00042931-0.0022158i,-0.00044366-0.0013803i,-0.0011343-7.1431e-05i,-0.0012321+0.00072766i,-0.00026104+0.00079895i,0.0008081+0.00043443i,0.0011165-0.00021273i,0.00086451-0.00049695i,0.00046042+7.0016e-05i,-0.00037992+0.00064579i,-0.0012397+5.3885e-05i,-0.0010852-0.00023268i,-0.00024767+0.00069281i,0.00035268+0.0012964i,0.00078151+0.0015282i,0.00072552+0.0011999i,0.00012625+0.00052587i,0.00059671+7.8038e-05i
0.0016641-0.0020504i,0.0025713-0.0041073i,0.0034891-0.004358i,0.0035244-0.0024588i,0.0022652-0.002293i,0.00026382-0.0022191i,-0.0014081-0.0013079i,-0.0017237-0.00018591i,-0.0013776+0.00079602i,-0.00055204+0.00095504i,0.00065058+0.00061253i,0.00093417+8.9285e-05i,0.00090444+0.00035708i,0.0013235+0.00029483i,0.0015357-0.00046654i,0.0012012-0.0010459i,0.00097461-0.0014164i,0.00051262-0.0011181i,-9.2753e-05-0.00074521i,-0.00036165-0.00085535i,-0.00014437-0.00078377i,5.6003e-05-0.0001351i,0.00016845+0.00091918i
-0.0011257+0.0039879i,0.000513+0.0052929i,0.0027968+0.0057447i,0.0037048+0.0038847i,0.0033203+0.00068612i,0.0025089-8.1755e-05i,0.00127-0.00023383i,0.00019036-0.00096281i,-9.6236e-05-0.0012239i,-7.3589e-05-0.00093103i,1.966e-05+0.00012987i,0.00014113+0.00058048i,0.00050324+0.00042013i,0.00087849-0.00036422i,0.0028357-0.0016808i,0.003695-0.0018536i,0.002895-0.0012671i,0.0019606-0.00094409i,0.0012889-0.001288i,0.00087531-0.0010789i,0.00038704-0.00033684i,-0.00028321+5.1485e-05i,-0.00026436-1.1336e-05i
0.0018681+0.0024673i,0.0013289+0.002741i,0.00037683+0.00091152i,0.00034026-0.0016897i,0.0016946-0.00163i,0.0010133+0.00022843i,-0.0011089+0.00058716i,-0.001593+0.00037218i,-0.0014799+3.9922e-05i,-0.0011685-0.00058241i,-0.0007705-0.00010208i,-3.8113e-05+0.00041999i,0.00056228+0.00062059i,0.00094616+0.00097272i,0.0013988+0.0012215i,0.0015876+0.00050022i,0.0012853-0.00043022i,0.00081771-0.0011814i,0.00058572-0.0011615i,-0.00024446-0.00012176i,-0.0002894+0.00012868i,0.00016531-0.00047927i,-0.00010167-0.00053078i
-0.00027821+0.0039785i,-0.00034212+0.0035666i,-0.00042491+0.0021859i,0.00080426+0.0016611i,0.0011567+0.00065202i,0.0019684-2.4187e-05i,0.0015758+0.00061751i,0.00047641+0.00093936i,0.00062543+0.00081144i,0.00051634+0.00040178i,0.00039777+0.00036247i,0.00061045+0.00043558i,0.00049042+1.8597e-05i,-5.384e-05-0.00042503i,-8.6113e-05+0.0003235i,-0.00047636+0.0020845i,-0.00047897+0.0025176i,-0.00032297+0.0017467i,-0.00053152+0.001111i,0.00027794+0.0011394i,0.00019051+0.00094341i,-0.00023693+0.00019957i,0.00023096-0.00057393i
-0.0010727-0.0038804i,-0.0020371-0.0040624i,-0.0011219-0.0031246i,0.00078031-0.0010806i,0.00097934-0.00072627i,0.00087478-0.00077363i,0.0015366-8.2143e-05i,0.0017305+0.00014221i,0.00084089+0.00076676i,0.00060478+0.000633i,0.0015017+0.00031815i,0.0012299+0.00017896i,-0.00034775-0.00029476i,-0.0008492+0.00053679i,-0.00051692+0.0029368i,-0.00055403+0.00428i,-0.00040115+0.0034489i,6.7585e-05+0.0022824i,0.00075941+0.0014726i,0.0010152+0.00066838i,0.00085475+0.00014506i,0.00068576-5.2538e-05i,0.00081138+6.9533e-05i
-0.00076461-0.0022763i,-0.00028257-0.0022612i,0.0020511-0.0014431i,0.003431-0.0012945i,0.0028239-0.0014943i,0.00096953-0.0015913i,0.00025682-0.0010138i,0.00041309-0.00098603i,-5.0176e-05-0.00063435i,-0.0005807+0.00024609i,-0.00019338+0.0002135i,0.00038615+9.5834e-05i,0.00075066+0.00093993i,0.00048019+0.0017707i,7.8093e-05+0.0018675i,-0.00065427+0.00082627i,-0.00082376+0.00078643i,-0.00080565+0.0011708i,-0.00079999+0.00039186i,-0.00036182-0.00049898i,0.00034205-0.00097067i,0.00043632-0.00092703i,0.00015313-0.00021746i
0.0042664+0.00050575i,0.0060988-0.0010712i,0.0063096-0.0013658i,0.0054923-0.0013374i,0.0045364-0.0014596i,0.0023489-0.0015996i,-0.00034026-0.0018523i,-0.001583-0.0018758i,-0.00073178-0.0010963i,0.00028581-0.00025431i,0.00039604+0.00041412i,-0.0003461+0.0012406i,-0.0006174+0.00097984i,9.8279e-05+9.1111e-05i,0.00013648-0.0010819i,-0.00078993-0.002405i,-0.0016991-0.0022899i,-0.0019748-0.0019483i,-0.0016312-0.0019139i,-0.0010197-0.0017033i,-0.00013037-0.0007285i,6.5957e-05+0.00084328i,-0.00039302+0.0012575i
-0.00061612+0.0060952i,-0.0014805+0.0070432i,-0.0022016+0.0056789i,-0.00029432+0.0028746i,0.0025166+0.00081631i,0.0021824-0.00063192i,-0.00090075-0.0014688i,-0.0021402-0.00073191i,-0.0013759+0.00059549i,-0.0014586+0.00071349i,-0.0011065+0.0010281i,0.00087132+0.0014059i,0.001981-0.00038449i,0.0011344-0.0029585i,0.00012972-0.003795i,-0.0010084-0.0032373i,-0.0012473-0.0022855i,-0.0018779-0.00071332i,-0.0020836-0.000573i,-0.00098072-0.0013i,-9.4043e-05-0.00069325i,0.00029979-0.00013871i,0.00073643-0.00014752i
-0.0004941-1.6939e-05i,-0.0015589-0.00060303i,-0.0020341-0.0011231i,-0.0014218-0.0011486i,-0.0008717-0.00055417i,-0.0010709+0.00033942i,-0.0014592+0.0018504i,-0.0012602+0.0025898i,-0.00068603+0.0016277i,5.968e-05+0.00082538i,0.00041988+0.00073738i,-0.00046277+8.2398e-05i,-0.0011378-0.0010349i,-0.0011962-0.001505i,-0.00049274-0.0012058i,0.0010328-0.0012348i,0.0012429-0.0012546i,0.00051882-0.0010404i,0.0012207-0.0004467i,0.0016836+0.00024748i,0.0012921+0.00039925i,0.00037811+0.00063807i,-0.00015747+0.00031336i
-0.0032605-0.0011961i,-0.0028108-0.0013934i,-0.0002021+0.0003317i,0.0027412+0.0012762i,0.0031579-6.3613e-05i,0.001281-0.0014525i,0.00071591-0.001534i,0.0011483-0.0012057i,0.00037977-0.00011533i,0.00011816+0.00026342i,0.0008514-0.00079023i,-0.00014286-0.0013098i,-0.0014078-0.0011535i,-0.00094419-0.0004606i,0.0015766-0.00038966i,0.0034016-0.0010477i,0.0026254-0.0015115i,0.0015725-0.00081451i,0.00099866-1.1344e-05i,0.000449-5.0445e-05i,-0.00014281-0.0002533i,-0.00047881-0.00051263i,-0.00020722-0.00070762i
0.0072414-0.0011319i,0.0095399-0.0021369i,0.0093849-0.0036614i,0.006433-0.0045077i,0.002966-0.0030458i,0.00096141-0.00037867i,0.00039631+0.0013072i,0.00060505+0.0015256i,0.00063501+0.0011632i,9.9717e-05+5.8661e-05i,-0.00023208-0.00045183i,0.00031407+0.00054408i,0.0010096+0.001246i,0.0016932+0.0013736i,0.0031107+0.0015662i,0.0035855+0.00099461i,0.0026061-0.00029136i,0.00053143-0.0005964i,-0.00038442-4.4566e-05i,-0.00024506+0.0005389i,-0.00063549+0.00015986i,-0.00048279-0.00067248i,-0.00028324-0.0002671i
-0.00035711+0.00052512i,-0.0011874-0.00047111i,-0.0012889-0.0024473i,-0.00011258-0.0020181i,0.0019525-0.001021i,0.0032107-0.0014519i,0.0028841-0.0023076i,0.0016671-0.0032235i,0.00029159-0.0021534i,-0.00040097-0.00010398i,-0.00019345+0.00047905i,0.0004512+0.00075646i,0.0017361+0.00068221i,0.0028959+0.00082461i,0.0029768+0.0015612i,0.002281+0.0021127i,0.0016411+0.0024069i,0.001883+0.0021012i,0.0016767+0.0010615i,0.0010742+0.00040693i,0.00045042+0.00015157i,-3.2354e-05-0.00031481i,-3.8693e-05-0.00015992i
-0.00097223+0.0070066i,-0.00023106+0.0083926i,0.0015385+0.0067314i,0.0014317+0.0041796i,0.00078683+0.0020164i,-5.2688e-05+0.00060684i,-0.0014004-3.132e-05i,-0.0016274-9.329e-05i,-0.0017332+0.00090247i,-0.0012275+0.0011011i,-0.00022245+0.00076326i,0.00060385+0.0004237i,0.0013425-0.0010265i,0.00061254-0.0020872i,-0.00062442-0.00059478i,-0.00086692+0.0021064i,-0.0003574+0.0031918i,-0.00035628+0.00265i,-0.00071717+0.0022161i,-0.00040272+0.0010203i,9.2217e-05-9.5126e-05i,0.00016654+0.00040429i,0.00032403+8.3791e-05i
-0.0062384-0.00048247i,-0.0060133+0.0012464i,-0.0028104+0.0024271i,9.1465e-05+0.0020842i,0.0011405+0.00084821i,0.0010993-0.0011459i,0.00097661-0.0016666i,-0.00019086-0.001515i,-0.0014842-0.0014705i,-0.0010888-0.00038276i,-0.00058293-0.00033756i,-0.00097736-0.0018416i,-0.0019155-0.0033371i,-0.0020116-0.00252i,-0.0013171-0.0007591i,-0.00088384+3.9509e-05i,-0.0012058+0.00042975i,-0.0010378+0.00076463i,-0.00019363+0.00055385i,0.00037028-9.4336e-05i,0.00094436-0.00066143i,0.00089776-0.00042464i,0.00017702-8.2921e-05i
0.0016504-0.00211i,0.0048206-0.0023822i,0.0051094-0.0013054i,0.0036179-0.0012438i,0.0019485-0.0017845i,-0.00055404-0.0011984i,-0.0023095-0.00045748i,-0.0029194+0.00091969i,-0.0027626+0.0016857i,-0.0015536+0.00067536i,-0.00081178-0.00041839i,-0.00088746-0.00035491i,-0.0014896+0.001284i,-0.0025621+0.0024028i,-0.0023556+0.001698i,-0.0017427+6.1692e-05i,-0.0017632-0.0014678i,-0.0013866-0.0019815i,-0.0007595-0.0025999i,4.1931e-06-0.0026305i,0.00098225-0.00075871i,0.00046579+0.00024128i,-0.00067421-0.00015557i
0.00072272-0.005543i,0.0010202-0.00678i,0.0015542-0.0054012i,0.0029145-0.0022429i,0.0041514-0.0009132i,0.0029635-0.0014345i,0.00026944-0.00093309i,-0.00034785+0.00059111i,0.00052558+0.00074467i,0.00067149+0.00025836i,-0.00073064+0.00036584i,-0.0007856+0.0010256i,0.00068922+0.0011963i,0.0010932+0.00075508i,0.0010673-0.00054978i,0.0010783-0.0017773i,0.00064894-0.0020323i,0.00029334-0.001985i,-0.0003954-0.0012189i,-8.6215e-05-0.00078784i,0.00060066-0.00084841i,0.000261-0.00032833i,-0.0004543+2.1027e-05i
0.0022388+0.0023465i,0.0024108+0.0035502i,0.0029318+0.0028099i,0.0017055+0.00026536i,-6.3607e-05-0.0010065i,-0.00049315-8.7938e-05i,0.00018527+0.0012585i,0.0012661+0.00081575i,0.0014625+0.00038669i,0.00059649+0.00046034i,0.00079+0.0008619i,0.0014946+0.0013283i,0.002667+0.0011498i,0.0027633-0.00038833i,0.0017215-0.0024408i,0.0011302-0.0018312i,0.00094101-0.00063931i,0.00087304-0.00082468i,6.7415e-06-0.00039489i,-9.1425e-05+0.00024803i,0.00036397+0.00014216i,0.00052079+0.00013991i,0.00065177+5.5026e-05i
0.0030396+0.0027899i,0.0034843+0.0020863i,0.0035533+0.0006692i,0.0022274+0.00083719i,0.0023858+0.0011088i,0.0026483-0.00018159i,0.0017574-0.00061108i,0.0014486-0.00060633i,0.001327-0.00045259i,0.001012+0.00047719i,0.0016199+0.00061234i,0.0020281-0.00064313i,0.00054965-0.0019981i,-0.00079369-0.0031774i,-0.0001234-0.0031834i,0.0014668-0.0017822i,0.0021989-0.00067251i,0.0015756-0.00061273i,0.00051229-0.0004244i,0.00061556+0.00031684i,0.00033823+0.00053231i,-0.00066819+0.00020808i,-0.00086777+0.00018409i
-0.0022389+0.0024997i,-0.0028338+0.0027892i,-0.0022769+0.003541i,-0.00022887+0.0022482i,0.0014945+0.00026904i,0.0021538-2.9194e-05i,0.0027651-1.0496e-05i,0.0013781-0.00080489i,-0.00018569-0.00053294i,-0.00029404-7.7441e-05i,-0.00079595-0.00031254i,-0.0022794-0.00084022i,-0.0032637-0.00071018i,-0.003477-0.00018116i,-0.0018916-5.6779e-06i,0.0004703-0.00016159i,0.0012487-0.00011706i,0.00097073+0.00031042i,0.00097219+0.00078425i,0.00073412+0.00011797i,0.00024799-1.8103e-06i,0.00044407+0.00051056i,0.00022703+0.00055059i
0.00094134+0.00073069i,0.0029531-0.00085094i,0.0041257-6.1369e-05i,0.0043958-0.0010481i,0.0047946-0.0022472i,0.0028926-0.0018047i,0.0006801-0.00099655i,-0.00056561-0.00056725i,-0.00049298-0.00067182i,-0.00093253-0.00015721i,-0.0020832-0.00016416i,-0.002501+0.00035425i,-0.0024395+0.0011787i,-0.0009856+0.0024493i,0.0010526+0.0032994i,0.0014387+0.0023865i,0.00064066+0.0015474i,0.00054485+0.001618i,0.00075296+0.002277i,0.00041309+0.0015365i,0.00053097+9.3232e-05i,0.00078511-0.00014842i,0.00076104-0.00042461i
0.00096677-0.0042304i,0.003254-0.0044076i,0.0023884-0.0042075i,0.00065401-0.0032969i,0.00047104-0.0025811i,0.00019573-0.0017212i,-0.00066925-0.00058702i,-0.0010208+0.00019208i,4.5091e-05+0.00070762i,0.00033734+0.00011654i,-0.00045271+5.8085e-05i,-0.00085229+0.00092294i,0.0013091+0.0015087i,0.0027835+0.0025181i,0.0024583+0.0034808i,0.0018738+0.003038i,0.001023+0.0011739i,0.00068201-0.00051854i,0.00077271-0.0010415i,0.0011852-0.0010495i,0.0012142-0.00059008i,0.00085406+0.00016655i,0.00073499+7.4138e-05i
0.0023015+0.00024976i,0.0031299+0.0018324i,0.0023+0.0012151i,0.0015109-0.0001422i,0.0017096-0.00014532i,0.0011797-0.00074285i,0.00012568-0.0010382i,-0.00082914-0.00054379i,-0.00070967-0.00081379i,0.00073496-0.00077148i,0.0022442-0.00046633i,0.0030881-0.0010537i,0.0044588-0.0022509i,0.0044614-0.0026519i,0.0025485-0.0018674i,0.0017472-0.00021838i,0.0010431-0.00028839i,-0.00033645-0.0017145i,-0.00093571-0.0014941i,-0.00085873-0.0006464i,-0.0011778-0.00054662i,-0.00092781-0.00071718i,-0.00061634-0.00051559i
