-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
-0.0019814+0.00099325i,-0.0016329-0.00014844i,-0.00034054+8.4321e-05i,0.00073383+0.00016803i,0.00071075-0.00058972i,0.00062832-0.00094402i,0.00036874-0.0014345i,0.00016729-0.0016818i,-0.0002367-0.00082809i,2.7822e-06-0.00048992i,0.00037774-0.00028785i,-0.00028041+0.00028606i,0.0002406+0.00011756i,0.00092999-0.0010872i,0.0005826-0.0020269i,-0.00041-0.0012554i,-0.00072823-0.00040639i,-0.00010672-0.00027031i,-2.5093e-05-0.00035334i,-0.00036085-8.2236e-05i,-8.2327e-05+0.0010104i,-0.00010858+0.0010696i,-0.00029412+0.00015209i
0.0012549-0.0023138i,0.0012018-0.0028233i,0.00016534-0.0021567i,-0.00039601-0.001673i,-0.0010581-0.0012333i,-0.0016467-0.00045783i,-0.00083772-9.6223e-05i,0.00019986-0.00019801i,7.599e-05-0.00037359i,-0.00022963-0.00050677i,0.00044408-0.00045631i,0.00076037-0.00024649i,0.00057863+0.00013645i,0.00038569+0.00045706i,-0.00046071+0.00029097i,-0.00034866+0.00041565i,-0.00031815+2.6595e-05i,-0.0005524-0.00028893i,4.8868e-05+0.00045449i,0.00057436+0.0010557i,-0.0004489+0.0002735i,-0.0013606-0.00087039i,-0.00056282-0.00084552i
0.0011712+0.00016881i,0.00029514+0.00074807i,0.0012176+0.00028462i,0.0021574-0.0009886i,0.0011347-0.0012795i,-6.898e-05-0.0013593i,-0.00062008-0.0014904i,0.0003058-0.0010365i,0.00035555-0.0002039i,-0.00035962-0.00022581i,-0.00033853-0.00031249i,-0.00017538-0.00011924i,-5.4515e-05-0.00018791i,0.00017119+0.00032071i,0.00035552-0.00022446i,0.00025222-0.00077071i,-0.00030728-0.00074125i,-0.00031229+7.7952e-05i,3.931e-05+3.1406e-05i,0.00070769-0.00041667i,0.00035721+0.00033445i,-0.00023339+0.00081754i,0.00026565-0.00016632i
0.0017252-0.00098784i,0.0018891-0.0018063i,0.0011102-0.0021379i,-0.00014053-0.002179i,-0.00083234-0.0016598i,-0.00099023-0.00065279i,-0.00071644+0.00029445i,-0.00042589+0.0001645i,-0.00036679-0.00024576i,-0.00048112-3.4827e-05i,-0.0001302+0.00071351i,-0.00019034+0.00060366i,-0.00061328+1.9051e-05i,-7.0733e-05+0.00067577i,0.00020881+0.0013778i,-0.00037711+0.0011426i,-0.00061606+0.00079048i,6.0972e-06+0.001169i,0.0009767+0.0012756i,0.0017645+0.00060427i,0.0013313-0.00064532i,0.00020196-0.0014455i,-0.00040656-0.00092569i
0.0017367-0.0002537i,0.00099772-0.00090994i,0.00052802-0.0014017i,5.5631e-05-0.0013591i,0.00086731-0.0011504i,0.00076093-0.00043395i,-0.00053177-0.00077791i,-0.00025434-0.0010175i,0.00040688-0.0012097i,3.6389e-05-0.0013509i,-0.00014292-0.00010051i,0.00017801+0.0011542i,0.00032621+0.00058185i,0.00039113-0.00029211i,0.00015072-0.00035583i,-0.00026902-0.00048021i,-0.00032165-0.000763i,7.0433e-06+0.00010275i,0.00072955+0.00077375i,0.00036793+0.00060891i,-0.00098077+0.00014498i,-0.00074016-0.00060986i,0.00016959-0.00060593i
0.002354-0.0010114i,0.0021938-0.0014657i,0.0012926-0.00089488i,0.00012263-0.001231i,-0.00052053-0.0012438i,0.0002099-0.00066378i,3.0797e-05-0.00035824i,-0.00082227-0.00022308i,-0.00052376-0.00058327i,0.00016723-0.00023814i,0.00026701+0.00035923i,0.0011005+0.00021495i,0.0016732+0.00075305i,0.00063404+0.0011334i,-8.6606e-05+0.00031781i,3.9037e-06+0.0002856i,0.00051555+9.6027e-05i,0.00074363-0.00019817i,0.00014915+0.00014219i,6.4229e-05+0.0009299i,0.00071707+0.0006863i,0.00048526+6.4883e-05i,6.666e-05+0.00059438i
-0.00034205-0.002589i,0.00037595-0.0012784i,0.00082805-0.0014605i,0.00040844-0.0023909i,0.0011026-0.0017558i,0.001422-0.0012757i,0.00016592-0.0012782i,-0.001269-0.00037201i,-0.001763-4.4959e-05i,-0.001295+0.00012142i,0.00027009-5.0689e-05i,0.00056697-0.0009211i,0.00065167-0.0012916i,0.0016381-0.00096898i,0.0018199-0.00051982i,0.0011961-0.00060588i,-0.00025355-0.0003168i,-0.00079864+0.0001699i,-0.00057735-9.0591e-05i,-0.00049873-0.00063606i,-0.0003652-0.00073232i,-0.00019958+0.00015666i,1.8337e-05+0.00053799i
-0.00072216-0.0018173i,-0.00068152-0.0025084i,-0.0019273-0.0010968i,-0.0009415-0.00019052i,-0.00024719-0.00045873i,-0.00055199-0.00075757i,-0.00082564-0.00011687i,-0.0013058+0.00018774i,-0.0011979+5.4082e-05i,-0.0011708+0.0003255i,-0.00035312-0.00015193i,0.00073826-0.00051714i,0.00076943-0.000289i,-5.2756e-05+0.00044994i,0.00026308+5.7043e-05i,0.0009977-0.00083465i,0.0005407-0.00044622i,-8.8678e-05+1.4656e-06i,-0.00027316-0.00010255i,-5.8558e-05-0.00073377i,-0.00031472-0.0011152i,-0.00085369-0.00079302i,-0.00085259+6.3452e-05i
-0.00065286+0.00016082i,-0.00083115-0.00054196i,-0.00050232-0.00035401i,0.0005398+0.00045672i,0.0012321-1.6408e-05i,0.0010168-0.00095186i,0.00080002-0.0017098i,0.00069967-0.0015051i,-0.000376-0.00086934i,-0.00068037-0.00035826i,-0.00039626+0.00070401i,0.00030601+0.00081902i,0.00070488+5.4631e-05i,0.00070916-0.00093247i,0.00079434-0.0011961i,0.00041381-0.00081422i,-0.00034499-3.3285e-05i,-0.00055417-0.00015471i,-7.7528e-07+7.7625e-05i,0.00041437+0.00059389i,-1.6393e-05+0.00021426i,0.00016865+0.00022657i,-4.2459e-05+0.00079634i
0.0019066-0.00086231i,0.0022842-0.0011283i,0.00076679-0.0017081i,-0.0007227-0.002303i,-0.0010039-0.0023236i,-0.0016286-0.0013621i,-0.0020235-0.00075367i,-0.0018114-0.00058599i,-0.0010755+0.00046605i,-4.427e-05+0.00093812i,0.00037606+0.00070391i,-6.9239e-05+0.00048889i,-5.2174e-05+0.00062512i,0.00059401+0.00035415i,0.0006393+0.00013192i,-0.00028327+0.00026319i,-0.0004708+0.0005846i,-0.000395+0.00022996i,-0.0010512+0.00016804i,-0.00049299+0.00077602i,-8.0354e-06+0.0010607i,-0.00011188+0.00057614i,-0.00047794-0.00046123i
-0.0019793-0.0008742i,-0.00078362-5.064e-05i,-0.00083853+0.00062309i,3.5304e-05+0.00053485i,0.001087+0.00044174i,0.00045665-0.00016534i,0.00019087-0.00097919i,-0.00079641-0.00091423i,-0.0011869-0.0010563i,-0.00041374-0.00036495i,-0.00050837+0.0003248i,-0.00058715+0.00030235i,0.00028068+0.00022821i,0.0013232+9.5518e-07i,0.0017325+7.3142e-05i,0.0016362+0.00031421i,0.0010619+0.00017776i,0.00021799-8.3653e-05i,0.00030382-0.0004624i,0.00092523+8.8979e-05i,0.00050932+7.9495e-05i,-0.00039384-9.7485e-05i,-0.00077212+0.00031727i
0.00081358-5.7607e-05i,0.00083486+0.00035801i,0.0012492+2.273e-06i,0.0022649-0.0010967i,0.002323-0.0018585i,0.001226-0.0022074i,-0.00053645-0.00095907i,-0.001282+0.00020965i,-0.000732+0.00052089i,-0.00010044+0.00092742i,4.1083e-05+0.00079723i,0.0001311-0.00033078i,0.00057917-0.00060431i,0.00044921-0.00071027i,0.00034953-0.001481i,0.00026331-0.00094922i,0.00018822+0.00083377i,4.5118e-05+0.0006881i,0.00019937+5.1852e-05i,0.00039211-0.00018636i,0.000509-0.00058539i,0.00076744+5.1285e-06i,0.00039359+0.00032645i
-0.00079598+0.00037223i,-0.00074402+0.0004882i,-0.0009967+0.00086692i,-0.00020951+0.00011207i,0.0011849-0.0013394i,0.0013032-0.0012822i,0.00051651-0.00062615i,0.00061512+6.2662e-05i,0.00037896+0.00041751i,4.1758e-05+5.6124e-05i,0.00015699-3.4168e-05i,0.00049902-0.0001214i,0.0012034+0.00010952i,0.0010215+0.00046557i,0.00058689-0.00021024i,0.00098855-0.00077689i,0.00042107-0.00056836i,-0.00083523-0.00049112i,-0.001044-0.00061598i,-0.001103-0.00029706i,-0.00044577+8.2527e-05i,1.5447e-05+0.00031374i,-0.00078321-0.00011633i
0.00010231+0.0018992i,0.001231+0.0018668i,0.0026889+0.001105i,0.0026261+0.00029004i,0.00087768-7.4323e-05i,-0.00034113-0.00053871i,-0.00010073-0.00088551i,4.8501e-05-0.00019645i,-0.00037003+0.00058498i,-0.00085413+0.00040537i,-0.00060309-0.00023252i,-0.00032589-0.00067695i,-0.00040203-0.00071005i,0.00017047-0.00082824i,0.0004594-0.00070309i,-0.00018408-0.00015367i,-0.00034143-0.00036165i,-4.6735e-05-0.00041761i,-0.00018782-0.00026291i,-0.0001919-0.00037371i,-0.0010092+0.0001756i,-0.00094661-8.0527e-05i,0.00054241-0.00036805i
-0.0029732-0.00060031i,-0.0041291-2.2224e-05i,-0.0033947+0.0021022i,-0.0002396+0.0025629i,0.0012511+0.0011661i,0.0007883+0.0001666i,0.00053569-0.00064888i,0.00010493-1.8665e-05i,-6.8127e-05+0.00085647i,0.00047291+0.001356i,0.0011228+0.0016184i,0.0013493+0.00033665i,0.0011066-0.00025831i,0.0012816+0.00010328i,0.0017015+0.00019006i,0.0016547-2.0088e-06i,0.0005147-0.00039581i,-0.00028423-0.0014254i,0.00014735-0.0019312i,0.00031327-0.0015581i,0.00029943-0.001204i,-3.4965e-05-0.00099104i,-7.3888e-05-0.00027072i
0.00084139-0.0012945i,0.00072232-0.0010661i,0.00013133-0.0021259i,-0.0002238-0.0034499i,-0.00078602-0.0034386i,-0.0010798-0.0014963i,-0.001437+0.00011273i,-0.00085338+0.00035487i,-0.00010139-0.00014564i,0.00045243-0.00044064i,0.00067796+0.00020592i,0.00029354+0.001227i,0.00025149+0.0009077i,-2.2882e-07+0.00049127i,-0.00014466+0.00097325i,0.00029621+0.00096506i,0.00018168+0.00054904i,7.7397e-05+0.00020626i,-0.00021028+4.7493e-05i,-0.00051427-0.00031945i,-0.00039353-0.00087259i,-0.00072449-0.00039394i,-0.00093163-2.0846e-05i
9.4907e-05-0.0021127i,0.00099566-0.0024636i,0.00080613-0.0020211i,0.00055737-0.00093353i,0.00059583-0.00063026i,0.00090567-0.00071585i,0.00028721-0.00046502i,-0.00065205+0.00015066i,-0.00083016+0.0002889i,-0.00050722+0.00050453i,9.0702e-05+0.00084314i,0.00062989+0.00090599i,0.00059774+0.00091799i,0.00043277+0.0011101i,0.00012988+0.0012021i,0.00023246+0.00019854i,0.00083533-0.0003627i,6.0225e-05+0.00020295i,-0.00048898+0.00011149i,0.00019063-2.5106e-05i,0.00079568+0.00058909i,0.0007589+0.00082905i,0.00012745+0.0010287i
-0.0020023+0.0013101i,-0.0019248+0.0028871i,-0.0018297+0.0030465i,-2.4449e-05+0.0016237i,0.0019222+0.00021666i,0.0012955-0.00021609i,-0.00038904-0.00072152i,-0.00085403-0.00050568i,-0.00066734+0.00024129i,0.00021717+0.00025935i,0.0012263+0.00029492i,0.0015722+0.00092593i,0.0008809+0.00088822i,0.00063997+0.0006077i,0.00055086+0.00026089i,0.00044518+0.00018906i,0.00048051+0.00045419i,0.00011799-0.00025853i,2.4589e-05-0.00068886i,-0.00035878-8.477e-05i,-0.00070273+0.00032593i,-0.00047516+0.00019457i,-0.00028335-6.3229e-05i
-0.00093249+1.2698e-05i,-0.0020929-6.1908e-05i,-0.0012999-0.00028157i,-0.00044897-0.0005002i,0.00056881-0.00055621i,0.0014578-9.6857e-05i,0.00054574-0.00075988i,-8.0929e-05-0.00067716i,-0.00034456+0.00067218i,-0.00038276+0.0002355i,0.00023479-0.00018146i,0.00060038+0.00056481i,0.00018401+0.00012257i,0.00034546-0.00016284i,0.0012966+0.00078329i,0.00103+0.00081784i,0.00011898-0.00023969i,-0.00012337-0.0007384i,-5.6478e-05-0.00065923i,9.7436e-05-0.00049273i,-0.00020942-0.00024818i,-0.00024536+0.00018783i,-0.00029324+7.9112e-05i
-0.00073933+0.00028547i,-0.0010784-0.0019613i,0.00077968-0.0020544i,0.0019238-0.0010374i,0.0010007-0.00099214i,-0.00075807-0.0012515i,-0.0013197-0.00052082i,-0.00026196+0.0006603i,0.00034213+0.0010904i,9.1471e-05+0.00020699i,0.00032335-0.00074031i,0.00049592-0.0002029i,0.0003523+0.00023176i,0.0001844+9.9296e-05i,-0.00010667-0.0002119i,2.6295e-05-0.00026424i,8.9049e-05-0.00029333i,0.00015073-0.00068697i,0.00027832-0.00070979i,-1.1222e-05-0.00074519i,-0.0001947-0.00051181i,-8.5484e-05-0.00033048i,0.00023394-0.00047059i
0.0015169-0.00061417i,0.0017357-0.00013379i,0.0017576-0.00094474i,0.0010239-0.0012966i,0.00023764-0.0013807i,-0.00046189-0.00063735i,-0.00099509+0.00041236i,-6.9926e-06+0.0009537i,0.00064984+0.00076648i,0.00044903-0.00023381i,-0.00058282-0.00046152i,-0.0009184-0.00022184i,-8.8301e-05+0.00015751i,0.00015787-0.00024854i,-0.00044407-0.00086303i,-0.00060661-0.0012843i,-0.00033477-0.001297i,-0.00014111-0.00022178i,0.00042361+0.00032871i,0.00060128+0.00015897i,-0.00012009-0.00013516i,-0.00062614+4.1402e-05i,-0.0003729+0.00054337i
0.0015458+0.0039727i,0.0034663+0.0043589i,0.0042771+0.0029863i,0.0031551-0.00023654i,0.001726-0.0019654i,0.00029882-0.0019172i,-0.00093889-0.0011508i,-0.001479+0.00036004i,-0.0013837+0.00094314i,-0.00034674-0.00012894i,0.00036837-0.00069414i,0.0003473-4.6333e-05i,-0.00042152-0.00023131i,-0.00086014-0.0014219i,-0.00033893-0.001843i,-0.00011976-0.0010574i,-0.00054025-4.6755e-06i,-0.0011041+8.6126e-05i,-0.0012721-0.00014918i,-0.00046428-0.00024061i,0.0006035-0.00010158i,0.00046889-0.00022293i,0.00068089-0.00025992i
-0.00050683+8.0014e-05i,-0.00016067+0.0006953i,-0.00052039+0.00021509i,-0.00043547-0.00012583i,-0.0011757+1.0802e-05i,-0.0019236+0.00091968i,-0.00098245+0.0012319i,-5.0556e-05+0.00024727i,-0.00027306+1.5995e-05i,-0.00049746+0.00024901i,0.00011258-0.00013238i,0.00070822+5.7705e-05i,0.00092773+0.00048006i,0.00069904+0.00046799i,0.00037913+0.00066518i,0.0001471+0.00029592i,-0.0002644-7.9507e-05i,-1.1449e-05-0.00022171i,0.00043961-0.00036864i,0.00023172-0.00017688i,0.00029029-9.1905e-05i,0.00035467-0.00053227i,0.0003944-0.0010708i
-0.0019878-3.6266e-05i,-0.0022532-0.0015911i,-0.00088908-0.0023704i,0.00051983-0.0026865i,0.00091194-0.002907i,0.0007213-0.0022394i,0.0001567-0.00091035i,0.00010775-0.00035632i,0.00051768+1.2364e-05i,-0.00028334-0.00014729i,-0.00055376-0.00050001i,0.00010755-0.00052663i,0.00030955-0.00078901i,0.00052427-0.0011177i,0.00048944-0.0011141i,0.00025902-0.0010011i,0.0002157-0.00095397i,-4.1957e-05-0.00038127i,-9.0624e-05-0.00036113i,-1.5705e-05-0.0011477i,-0.00014919-0.0008283i,0.00061131-0.00067349i,0.00097153+0.00010105i
0.00027818+0.00018948i,-0.00032961+0.00012615i,0.00050313-0.00045007i,0.00061919-0.00047844i,-1.8443e-06-0.00070278i,0.00017311-0.00086932i,0.00014234-0.00030099i,-0.00061815+1.5744e-05i,-0.00068128+0.00026075i,0.00011077+0.00030479i,0.00078357-0.00038821i,0.000729-0.00069716i,-0.00065462-0.00042069i,-0.00079123+0.00013859i,0.00024598+0.00037864i,0.00070232+0.00047199i,0.00067105+4.7408e-05i,0.0002957-0.00035971i,-3.1209e-05-0.00055834i,-7.664e-05-0.00027263i,3.6312e-05+3.1644e-05i,-3.9099e-05-0.00074199i,-0.0003827-0.0010654i
0.0020714+1.1166e-05i,0.0026001+0.00015536i,0.002317-0.00031164i,0.0016504-0.0010534i,0.0014145-0.0025433i,0.0015551-0.0030666i,0.00067141-0.001358i,-0.00067669+0.00028702i,-0.0011967+0.00078242i,-0.00082598+0.00066127i,3.2625e-05+0.00011661i,0.00042772-0.00050549i,0.00044223-0.0003545i,0.0002332-5.2609e-05i,6.3752e-05+0.00050067i,0.00059945-5.1251e-05i,0.0002238-0.00025962i,-0.00021327+4.7325e-05i,-6.4005e-05+0.00027474i,-2.3622e-05+0.00018183i,9.365e-05-5.9517e-05i,0.00026789-3.3188e-05i,-0.00045302-0.00032422i
-0.0017706+0.00043548i,-0.0014171+0.0017826i,-0.00051472+0.0025257i,0.00012716+0.001694i,0.00060041+0.00023853i,0.00082746-0.00035741i,0.00021611-0.00044005i,-0.0007903-0.00018126i,-2.1194e-05+0.0003639i,0.0003876+0.00043465i,-0.00018151-8.5293e-05i,-8.968e-05+3.4726e-05i,0.0010685+2.5295e-05i,0.0012385-0.0004909i,0.00016752-0.00123i,0.00048019-0.0015107i,0.00053477-0.00095577i,-0.00024307-0.00043395i,-0.00065853-0.00056089i,-0.00030527-0.00038671i,0.00048676-0.00020708i,0.0010023-0.00012148i,0.00086471-0.00038871i
0.00064093-0.00018646i,0.00078432-0.0016804i,0.0017084-0.0025178i,0.0023399-0.0023147i,0.0012152-0.0025989i,-0.0003765-0.0025788i,-1.0811e-05-0.0014494i,0.00072924-0.0001514i,0.00067209+7.1302e-05i,-0.00013347-0.0002122i,-0.00031142-0.00052128i,0.00014742-0.00069021i,0.00010337-0.0007252i,-0.00034011+0.00024621i,-0.0004552+0.00076813i,-0.00012003-1.6482e-05i,-7.1104e-05+0.00010782i,0.00012519+0.00059806i,0.00022116+7.4818e-05i,0.00026452-0.0001361i,0.00016697-0.00010066i,-0.0005289+0.00018864i,-0.00040026+0.00014216i
-0.0010617-0.001451i,-0.00081116-0.00061702i,-0.00096355-0.00029832i,-0.0012841-0.001151i,-0.00042928-0.0011652i,-0.00068359-0.00053015i,-0.00079752-0.00025927i,-5.4166e-05+5.6017e-05i,0.00013539-0.00036958i,-0.00036644-0.00054131i,-0.00031566+0.00044724i,0.00044074+0.00096563i,0.00021871+0.00047151i,-0.00037732+0.00034439i,-0.00026242+1.2103e-05i,-0.0003552-0.00027217i,0.00018738-0.00061917i,0.0010335-0.00084419i,0.00038331-0.00048031i,-0.00027908+0.00018298i,-0.00054385+0.0007961i,-0.00052296+0.00072113i,-0.00060872-0.00030945i
0.00068703-0.0017184i,0.0012474-0.0021532i,0.0013015-0.0025429i,0.0011068-0.0025259i,0.00025441-0.0022709i,-0.00029551-0.0013088i,-0.0005906+5.8517e-05i,-0.00047656+0.00058796i,-0.00016373+0.00025468i,-7.5843e-05-0.00015549i,-0.00011668+0.00033848i,-0.00030182+0.00054104i,-0.00084248+0.00044947i,-0.00067377-0.00019426i,-2.1308e-05-0.00025667i,-0.00010027-0.00017755i,-0.00044753-0.00060489i,-0.00061763-0.00041209i,-0.00015518-0.00075175i,0.00039616-0.00099859i,0.0005334-0.00060006i,0.00053003-0.00020804i,-3.0794e-07+0.00031997i
0.00081725+0.0006468i,0.00086292+0.0010093i,0.0015991+0.000847i,0.001675+0.00046854i,0.0010648-0.00036018i,0.00017324-0.00084154i,0.00014677-0.00040094i,0.00035046-6.6033e-05i,0.00021409-0.00048642i,1.0833e-05-0.0011377i,-0.0010643-0.0014015i,-0.00036168-0.00020715i,0.001161+0.001191i,0.0014376+0.00065799i,0.00099685-0.00033908i,9.0546e-05-0.00038314i,-0.00012327+0.00013233i,0.00023487+7.7997e-05i,0.0011688+1.0828e-05i,0.001643+9.8778e-05i,0.0013264+0.00016303i,0.00034702+0.00011518i,0.0006446+0.00029592i
-0.00016717+0.0012377i,0.00081603+0.00073676i,0.0016693+0.00043228i,0.0020866-4.5362e-05i,0.001397-0.0014364i,-6.3537e-05-0.0017786i,-0.00079411-0.00055739i,-0.0010155-0.00099942i,-0.00057269-0.00076728i,-0.00018119+0.00015047i,-0.00055858-0.00023378i,-0.00026062-0.00042498i,0.00031514+2.5277e-05i,0.00054306-0.00057287i,0.00086005-0.0010535i,0.00050079-0.001041i,0.00022572-0.00048273i,0.0004165+0.00042099i,-0.00037505+0.00011618i,-0.0012793-0.00037678i,-0.0012828-7.8071e-05i,-0.00043161+0.00036272i,0.00023545+0.00035193i
-0.0014994-0.0032022i,-0.0012634-0.0029349i,-0.0011114-0.0023382i,-0.00082345-0.0016374i,-4.0748e-05-0.00061103i,0.00061418-0.00029231i,0.00029078-0.00063212i,-0.0011386-0.00052327i,-0.0012957-0.00087365i,-0.00018478-0.00022071i,0.00057031+0.00065331i,-6.4796e-05+0.00015223i,-0.0007513-0.00035228i,-0.00013316+0.0001098i,0.00039272+0.0006372i,0.00034451-5.0991e-05i,0.0002889+0.00028396i,0.00058186+0.00095035i,0.0010438+0.0010157i,0.00038522+0.00075178i,3.916e-05+0.00054183i,0.00032182+0.00063309i,0.00040599-0.00015842i
0.00064227-0.00049645i,0.000701-0.0011331i,0.0017115-0.00028814i,0.0028453-0.00032053i,0.0031005-0.0011482i,0.0012397-0.0015057i,1.0398e-05-0.0010027i,0.00013543-0.00027166i,3.2694e-05-0.00018871i,0.00033516-0.00038844i,0.00069885-0.00029267i,0.00069609-0.00010233i,0.00028322-0.00011109i,0.00068071-5.5147e-06i,0.0011081-0.00032507i,0.0014142-0.00046347i,0.0018985+0.00038056i,0.001391+0.00099138i,0.00026617+0.0011787i,-0.00017627+0.00090221i,-3.7076e-05+0.00090772i,-6.1772e-05+0.00065253i,-0.00053226-4.9637e-05i
0.00064371+0.00017034i,0.0015177-3.6881e-05i,0.00015033-0.0006658i,-0.0010488-0.00074327i,-6.7565e-05-0.00084757i,0.00058411-0.00028489i,0.00062154+0.00015911i,0.00058225+0.00010394i,-0.0002126+0.00033584i,-0.00032298+0.00042735i,0.00031317+0.00053618i,0.00061829+1.6101e-05i,0.0010145-0.00025368i,0.0010256-0.00028905i,0.00069323-0.00058076i,0.00085258-0.00059546i,0.00085163-0.00056339i,0.00054058-0.00075986i,0.00038704-0.00088735i,0.00047825-0.00054385i,-0.00015586-0.00038984i,-0.00052506-0.00029097i,-0.00020848-0.00036365i
-0.0020149-0.00041188i,-0.0024524-0.0012358i,-0.0019639-0.0011883i,-0.00065799-0.00019968i,0.00025199+0.00035617i,0.00063302-0.00095773i,-8.8508e-05-0.0016722i,-0.00058838-0.001048i,-0.0003462+0.00026579i,-0.00059516+0.00055439i,-0.00085773-0.00010231i,-0.00055863-0.00019874i,-0.00021161+0.0002857i,0.00045466+0.00019193i,0.0015068-6.379e-05i,0.0016185-8.9327e-06i,0.00099919-0.00014867i,0.00052313-0.00060838i,-0.00056232-0.0004679i,-0.00095573+0.00052348i,-0.00027107+0.00086532i,0.00025436-1.1194e-06i,0.00044095-0.00063021i
-0.0012715-0.0024888i,0.00017161-0.0033468i,0.00033348-0.002293i,-0.00012273-0.0013246i,-0.00045094-0.0015087i,6.1996e-05-0.0014099i,0.00053023-0.00037571i,-0.00060615+0.00028672i,-0.00094971+0.00038617i,-0.00072962+0.00064577i,-0.00047421+0.00042155i,0.0002471-0.00010439i,0.00059025-9.7851e-05i,0.00071754-0.00037764i,0.0016065-0.00026892i,0.0017258-8.2095e-05i,0.0015399-3.1654e-05i,0.0010087+0.00026939i,0.00080402+6.4312e-05i,0.00054505+0.00032848i,0.0001339+0.0001617i,7.0633e-06-0.00011407i,4.3843e-05-0.00016837i
0.0014647-0.0015805i,0.0015964-0.00060338i,0.00141-0.00024837i,0.0015267-0.00071574i,0.0019691-0.00041634i,0.00060439+0.00029448i,-0.00073118-0.00018478i,-0.00019708-0.00052326i,-0.00034888+0.00022071i,-0.00061454+0.00038522i,0.00015168+0.00020507i,0.00049876-9.4968e-05i,0.00010387-0.00039895i,-0.00041993-0.00079689i,0.00016679-0.00092822i,0.000352-0.0004668i,-0.00037111-0.00016841i,0.0003657-4.9357e-05i,0.00097514-2.0543e-05i,-0.00022541-0.00024744i,-0.00036223-0.00012451i,0.00059271-9.6876e-05i,0.00092621+0.00042175i
0.002021+0.0015213i,0.00084064+0.0011993i,0.00091709-0.00080024i,0.0013507-0.0027889i,0.0011454-0.0026667i,0.00020406-0.0012671i,-0.0010865+3.9918e-05i,-0.00086612+0.0012661i,0.00030679+0.0016507i,0.00049284+0.0010606i,-0.00044375+0.00035727i,-0.0014092-0.00021862i,-0.0011718-0.00032465i,-0.00027913-9.8957e-05i,-0.00021671-0.00032306i,0.00034373-0.00094165i,0.0011965-0.0009252i,0.00085703-0.00027132i,7.9302e-05-8.4144e-05i,-0.0005074-0.00032757i,-0.00033374+3.5516e-05i,-0.00024922+0.00024953i,-0.00062516+0.00040094i
-0.0016585+0.00014832i,-0.0025167+0.00025067i,-0.0025467+0.0016929i,-0.0013647+0.0019746i,0.00047613+0.0009756i,0.00091103+0.00017448i,0.00046234-0.00020303i,0.00040452-0.00026598i,0.00070759+0.00014991i,0.0010672+0.0001706i,0.00058001+0.00072395i,-0.00029617+0.00091428i,-0.00022796+0.00028015i,8.8872e-06+0.00022128i,-7.511e-05-2.5483e-05i,0.0010207-0.00058786i,0.0012085-0.00057096i,0.00038868-0.00047911i,4.9272e-05-0.00029413i,0.00010642-0.00010939i,0.00043295+0.00018177i,-0.00052259+0.00069859i,-0.0011781+0.00059371i
-0.0015434-0.00045409i,-0.0014033-0.00077016i,-0.00071548-0.00055641i,0.00083433-0.0016443i,0.0010724-0.0035121i,-0.00045917-0.0030315i,-0.001181-0.0017085i,-0.0011234-0.0011955i,-0.0004667-9.5372e-05i,3.393e-05+0.00054505i,0.00023918+0.00042901i,-0.00012832+0.00020113i,-0.000446-0.00036452i,0.00012861-0.00098469i,0.00072011-0.0010816i,0.00080622-0.0010143i,0.00059254-0.0010565i,0.00024938-0.00026715i,-1.7979e-06+0.00047718i,-0.00056668+0.00040636i,-0.001103-9.8021e-05i,-0.00067699-0.00029997i,0.00012026-0.00020055i
0.0026889-0.0010111i,0.0037525-0.0016884i,0.0037671-0.00274i,0.0017629-0.0029851i,0.00048222-0.0023456i,-0.0002717-0.001222i,-0.00030419+0.00032741i,0.00021142+0.00079353i,0.00057221+0.0006621i,0.000462+0.00081316i,-0.00015647+0.00056313i,-6.5631e-05-6.2994e-05i,0.00033843-0.00013835i,-1.6723e-05-0.00040098i,-0.00027391-0.00057544i,0.00033592-0.00049877i,0.00099786-7.9539e-05i,6.8532e-05-7.4323e-05i,-0.00095316-0.00031339i,-0.0010536-0.00037493i,-0.00085475-0.00045491i,-0.00086857-0.00031206i,-0.00097553-9.1853e-05i
0.00040305+0.0016145i,0.00056078+0.0018943i,0.0017034+0.00057095i,0.0022958-0.00028522i,0.0013582-0.00075148i,-0.0001899-0.0011468i,-0.00096396-0.00093558i,-0.0010777-6.9032e-05i,-0.00070939+0.00096719i,-0.0005207+0.0011683i,-0.00044906+0.0010733i,0.00017883+0.00050627i,0.00035364-5.5782e-05i,-0.00011832-2.643e-05i,-0.00025298-0.0004527i,0.00022602-0.001065i,0.00066595-0.00055101i,0.00052406-8.7078e-05i,0.00082553-0.00027906i,0.0012068-0.0006092i,0.00084383-0.00059673i,0.00016077-0.00015368i,7.73e-06+0.00031111i
