-0.0011345+0.0011483i,-0.0011144-0.00049693i,-0.0012906-0.0017028i,-0.0014215-0.0012233i,-0.0014936-0.00028576i,-0.0021366+0.0014347i,-0.0020206+0.0026342i,-3.8932e-05+0.002511i,0.0010803+0.0014824i,0.00069757+0.00018565i,0.00041727-0.00041909i,-5.7472e-05-0.00023998i,9.0941e-05+2.9692e-05i,-0.00048041-0.00015745i,-0.0012745-0.00091187i,-7.021e-05-0.00057501i,0.00051117+0.00010704i,-0.00056983+1.2779e-05i,-0.00029131+0.00012315i,0.00049565+0.00044314i,0.00083147-2.3003e-06i,0.00065778-0.00027235i,7.3602e-05-0.00066898i
0.00097379+0.00062285i,0.00097736+0.00032849i,0.0013938+0.00058878i,0.00072402+0.00015469i,-0.00034245-0.00030117i,-0.0010259+5.091e-05i,-0.0016043+0.00034097i,-0.0012736+0.000476i,-0.0010928+0.00035941i,-0.00033287+0.00023303i,0.00027668+0.0012066i,0.00033453+0.0016039i,0.00033576+0.00056008i,1.7888e-05+0.00049753i,-0.00043645+0.0004039i,-0.00015742-0.00047001i,0.00051084-0.00094394i,0.0004154-0.00044559i,0.00010309+0.00045019i,-0.0001432+0.0010402i,0.00026634+0.00070636i,0.00074746+0.00045452i,0.00026909+0.00097719i
-0.0012241+0.00085338i,-0.001326+0.0020933i,-0.0011547+0.0017369i,-0.00074855+0.00042821i,-0.00091428-0.00011952i,-0.0015592-0.00044254i,-0.0015173-8.5077e-05i,-0.0012583-0.00016912i,-0.0012083-0.00021263i,-0.00051633+0.00038112i,-0.00040753+5.5264e-05i,-0.0010055-0.00081838i,-0.00027162-0.00073985i,0.00026451-0.00019417i,-0.0003921-0.00024559i,-0.00032402-2.5815e-05i,1.0559e-06+0.00021822i,-3.2928e-05-0.00017183i,-1.0661e-05-5.3966e-05i,7.8738e-05+0.00034096i,0.00024154-0.00020428i,-0.00015159-5.4958e-05i,-0.00056173+0.0002086i
0.002809+0.00015742i,0.0028552-0.00080119i,0.0014294-0.0012771i,-0.00038344-0.0015108i,-0.0011857-0.0017778i,-0.001489-0.00033863i,-0.00090082+0.0011465i,-0.00068953+0.0015166i,-0.00029312+0.0012286i,-0.00010551+0.00035417i,-0.00058102-3.7965e-05i,0.00019856+0.00044799i,0.00089852+0.0008482i,0.00039059+0.00065113i,-4.5261e-05+0.00079226i,-0.0009225+0.00048945i,-0.00084922-0.00036309i,0.00058422-0.0001583i,0.00086619+2.3057e-05i,0.00017837+0.000312i,0.00052177+0.000251i,0.00055091-0.0005847i,-0.00055802-0.00097188i
-0.0025487+0.0005152i,-0.0019001+0.0012637i,-0.0011083+0.0021088i,-0.00044355+0.0017568i,-0.00081629+0.00052574i,-0.0017694-0.00047767i,-0.0019355-0.00053757i,-0.00078614-0.00021622i,0.00036533+3.9544e-05i,0.00055519+0.00074697i,6.998e-05+0.0011641i,0.00015198+1.2669e-05i,0.00041765-0.00056096i,0.00031568-0.00068357i,7.292e-05-0.00095034i,-0.0009288-0.0010237i,-0.0010365-0.00094364i,-0.00045561-0.0005567i,-0.00014086-0.00075384i,2.2016e-05-0.00068307i,-0.00031493-0.00030503i,-0.00038276-0.00037526i,0.00025864-0.0008935i
0.00011358-9.8176e-05i,0.00076011+0.0010796i,0.0015176+0.0011177i,0.00094216-8.2517e-05i,-0.00045831-0.00015268i,-0.0019348+0.00057407i,-0.0026708+0.00019589i,-0.0013566-0.00029639i,0.00024939-8.4036e-05i,-0.00032974-4.6141e-05i,-0.0011641+0.00019078i,-0.0005554+4.0009e-05i,-9.102e-05-0.00069948i,-0.00068472-0.00062544i,-0.0013684-0.00021334i,-0.00042788-0.00020276i,0.00022202-0.001019i,0.00050592-0.00082939i,0.00039818+0.00041731i,-0.00065677+0.00084867i,-0.0008657+0.0001846i,-0.00036989-0.00065516i,0.00037775-0.00032563i
-0.00053692-0.0012911i,0.00013347-0.00066376i,0.00018493+0.00033825i,-0.00050861+0.00023849i,-0.00073984-0.00045146i,-0.001167+0.00039761i,-0.0015896+0.00097462i,-0.0011679+0.00088716i,-0.00031025+0.00079779i,0.00017141+0.0007523i,-0.00012681+0.00036745i,-0.00023992-0.00042058i,0.00076002-0.000791i,0.00071386-0.00089645i,0.0001041-0.00047911i,5.5733e-05+0.00031129i,0.0003652+8.8621e-06i,0.00074692-0.00060874i,0.00069497-0.0001897i,0.00038423-9.4748e-05i,9.0005e-05-0.001078i,3.1698e-05-0.00090774i,6.836e-05+0.00058523i
0.00021212+0.0013985i,-0.00055168+0.0016929i,-0.00027694+0.0015293i,0.00021462-0.00011i,-0.00039454-0.0011583i,-0.00099359-0.00098166i,-0.0010973-0.00041524i,-0.0013063+0.00015648i,-0.0016943+0.00055559i,-0.00079148+0.00063209i,0.00061512+0.00028214i,0.00089348-4.3179e-05i,0.00081071-0.00046121i,0.0003442-0.00086639i,-0.00066792-0.00077075i,-0.00094056-0.00061108i,-6.8629e-05-0.00018033i,-0.00039187+2.9522e-05i,-0.0010262+2.1482e-05i,-0.00028898+0.00015178i,8.4144e-05+0.00063448i,0.00038686-7.8141e-05i,0.00021882-0.0012162i
7.8055e-05-2.3715e-05i,0.00014833+0.00067571i,0.00033845+0.00071613i,0.0006023+8.2721e-05i,1.4239e-06-7.051e-05i,-0.0012814+0.00038047i,-0.0011989+0.00038592i,-0.00056429+0.00016522i,0.00034178+7.0894e-05i,0.00073764+0.00061301i,0.00032725+0.0011634i,5.418e-06+0.0007604i,-8.2002e-05-5.912e-05i,-0.00057833-0.00017749i,-0.0010816+9.2096e-05i,-0.00065689+0.0001364i,-0.0010307-0.00011876i,-0.00056796-0.0004957i,0.0005484-0.0011283i,0.00047235-0.000739i,0.00030772-5.1261e-05i,0.00032048+0.00014875i,-7.3264e-06-0.00054157i
-0.00019728+0.00075584i,-0.00013914-0.0006179i,0.00034698-0.0004323i,0.00054642-0.00038131i,-2.3457e-05-0.00055253i,-0.0010614-0.00014001i,-0.0015196+0.00077464i,-0.00096622+0.0010053i,-0.00052798-8.5129e-05i,0.00032164-0.00042878i,0.00084205-0.00046973i,0.00015455-0.00018707i,-0.00062619+0.00028305i,-0.0010984+0.00021253i,-0.00095835-0.00016817i,-0.00034317-0.00049099i,0.00022101-0.00056018i,0.00018327+7.0067e-05i,-0.00024747+0.0002673i,-0.00027651+0.00025552i,0.00052863+0.000209i,0.00090257-0.00015889i,0.00010613-0.00044065i
0.00070688-0.0020399i,-0.00045978-0.0010329i,-0.001958-0.00099533i,-0.0023582-0.00066917i,-0.0020895-6.5941e-05i,-0.00060791+0.00093181i,0.00071259+0.00087287i,4.9704e-05+0.00070227i,-0.00066016-0.00010149i,7.7189e-05-0.00080123i,0.00038741-0.00036417i,-0.00022107-0.00029844i,-0.00021995+0.00031874i,0.00060349+0.00083629i,0.00050745+0.0007343i,0.00025469+0.00025941i,0.00047093-0.00037422i,0.00072275-0.0003738i,0.00014675+0.00045683i,-0.00037581+0.00055427i,-0.00015541+0.00025374i,2.7778e-05-0.00044392i,-0.00015069-0.00029643i
-0.0018178+0.00081057i,-0.0013259+0.0017784i,-0.00055584+0.0016696i,-0.00022903+0.00058364i,-0.00031303-0.00021506i,-0.00054414-0.00026428i,-0.00084833-7.514e-05i,-0.00079246+0.00015412i,-0.00035681+0.00045097i,0.00044711+0.00021585i,0.0007283-0.00039471i,0.00016672-0.00060376i,-0.00088553-0.0002189i,-0.0017914-0.00012274i,-0.00013885-0.00044591i,0.0010636-0.00040575i,0.0006854-0.00016063i,0.00064022-5.5283e-05i,0.0004954-0.00051526i,0.00011055-0.00080898i,0.00035097-5.0242e-05i,0.00018918+0.00027442i,-0.00019109-0.00016191i
0.00020049-9.9157e-05i,-0.00023965+0.00071644i,0.00025823+0.0012803i,0.0017229+0.00123i,0.001337-8.8933e-05i,0.00042269-0.00080968i,0.00017729-0.00042085i,7.7177e-06+3.9407e-05i,-0.00012714-2.1224e-05i,0.00055441+0.00047555i,0.00083978+0.00075895i,0.00010299+8.0049e-05i,0.00010705-0.00077638i,0.00049812-0.0011409i,0.00010675-0.0012102i,-0.00032867-0.0012191i,0.00034099-0.0012847i,0.001166-0.00070144i,0.00056008-2.0502e-05i,-0.00065415+0.00013458i,-0.00052196+0.00021134i,0.00037531+0.00025182i,0.0010053+0.00052284i
0.00025646-9.7598e-05i,0.0002199+0.0002913i,-0.00010515-1.7144e-05i,-0.00035419-0.00022956i,-0.00052261-0.00035458i,-0.0016357-0.000577i,-0.0021956-0.00084348i,-0.001534-0.00093814i,-0.00067487-0.00044624i,-0.00043929+0.00045861i,-0.00023336+0.00085946i,-0.00052883+0.00010712i,-0.0005039-0.00030847i,-0.0002638+0.0012819i,-0.00058432+0.0017623i,-0.00061012+0.00085911i,-0.00039107+0.00043968i,-0.00039613-0.00029898i,-0.00029168-0.00058562i,0.00022791-0.00046203i,0.00048607-0.00051381i,9.7351e-05-0.00045067i,-0.00038069-0.00018223i
-0.00072363+0.0010596i,-0.00028166+0.001522i,0.00023944+0.0011902i,0.00060694+0.00035789i,0.00024162-0.00023153i,-0.00064164-0.00029228i,-0.0013517-0.00016951i,-0.00079404+0.00048277i,-0.00033263+0.0013182i,0.00016011+0.00069539i,0.00072649-0.0001504i,0.00050237-0.00013746i,0.00048122+0.00049298i,-0.00011672+0.00033929i,-0.00072778-0.00073634i,-0.00071325-0.00068986i,-0.00055137-0.00026967i,-0.00068252-5.0907e-05i,-0.00058649-1.4393e-05i,-0.00076853+0.00015071i,-0.00036642+0.00024855i,0.00029728-0.00082192i,0.0003448-0.0011621i
0.0010653-0.00045941i,2.1323e-05-2.1654e-05i,-0.00098734+0.00036324i,-0.0014758+0.00028852i,-0.0014098+9.3336e-05i,-0.0010885+0.00039306i,-0.0014048+0.00067674i,-0.00098078+0.0005215i,0.00011691-0.00036672i,-0.00022048-0.00062675i,-0.00062155+3.4551e-05i,0.00018833+0.00036351i,0.00039154+0.00074253i,0.00049536+0.00055541i,0.00081313+0.00013897i,0.00034744-0.00013031i,-0.00058203+0.00025395i,-0.00085734+0.00028034i,-0.0010103+8.4119e-05i,-0.00070568+0.00033618i,-0.00014816+0.00059231i,0.0004585+0.0008486i,0.00028206+0.00040731i
-0.0022732+0.0018049i,-0.00078039+0.0022915i,0.0003424+0.0023305i,0.00057611+0.0012437i,-8.344e-05+0.0005394i,-0.0011753-0.00022902i,-0.0019217-0.0013157i,-0.0011668-0.00087771i,-0.00087944+0.00019206i,-0.0014461+0.000594i,-0.00084043+0.00035657i,-5.7677e-05+0.0001563i,0.00017419-0.00030117i,0.00033723-0.0010439i,3.3298e-05-0.0014528i,-7.5977e-05-0.00098468i,2.099e-06-0.00068952i,-9.1708e-05-0.00083989i,-0.00023978-0.00059066i,2.8074e-05-0.00029207i,0.00051526+5.527e-05i,0.00076289+0.00065649i,0.00073229+0.0010792i
-0.00093015+0.00048561i,2.1502e-05-0.00022413i,0.00082776-0.00058804i,1.8363e-05-0.00072722i,-0.00094393-0.00022583i,-0.00088272+0.00044225i,-0.00063741+9.037e-05i,-0.00068662-0.0002996i,-0.00043311-0.00062198i,5.2937e-06-0.0011364i,0.00041871-0.00092319i,0.00041625+0.00024715i,0.00014593+0.00080439i,-0.00032746+0.00010644i,-0.00078451-0.00010184i,1.1732e-05+0.00013288i,0.00081246-0.00036934i,0.0006538-0.00087638i,-0.00016584-0.0009554i,-8.9984e-05+1.6314e-05i,0.0006586+0.00041933i,0.00070926+0.00053086i,0.00051799+0.00053018i
-0.00051621-0.00046555i,-0.00016486+0.00050247i,3.6071e-05+0.00095297i,0.00031273+0.0002686i,-9.6575e-05-6.7154e-05i,-0.00034164+4.885e-06i,-0.00088825+3.3487e-05i,-0.0012164+0.0002336i,-0.00058141+0.00068786i,-0.00015217-0.00018948i,0.00032415-0.00091898i,0.00047988-0.00042555i,0.00011053+0.00038582i,0.00044071+0.00014434i,0.00025253-0.00015507i,-0.00029016+0.00021959i,1.8443e-05+0.00012794i,0.00019047-0.00010153i,-0.00045911+0.0001838i,-0.0011183+0.00034516i,-0.00085036-0.00015375i,-0.0004488-0.00046816i,-4.8017e-05-4.8235e-05i
-0.00080448-0.00036151i,-0.00034034-0.0001902i,-0.0005812+0.0011816i,0.00015618+0.0013176i,0.0008222+0.0005237i,-0.0003905-0.00021129i,-0.0016497-0.00062343i,-0.00062902-0.00083586i,6.6834e-05-0.0010583i,-6.2641e-05-0.00031701i,-7.3998e-06+0.00015047i,0.00027561+0.00030751i,0.00046366+0.00033816i,0.0001975+0.00056898i,4.5397e-05-8.9142e-05i,0.00028385-0.00057736i,-1.2357e-05-8.1322e-05i,-0.00051327-4.7313e-05i,-0.00061568-0.0001466i,-0.00045295-7.1121e-05i,9.634e-05-4.3272e-05i,0.00080549+0.00061516i,0.00059907+0.0012324i
0.00011782+0.00016255i,-3.4949e-06-3.2495e-05i,0.00047028-0.0001726i,-0.00021756+8.438e-06i,-0.0013386+0.00016908i,-0.0019086+0.00046748i,-0.0016327+0.0011234i,-0.00058186+0.0013969i,0.00026754+0.0002522i,0.00029524-0.00029155i,0.00072535-0.0003954i,0.00065097+0.00033258i,-0.00011345+0.0010701i,-0.00021348+0.0010469i,-0.00035617+0.00021934i,-7.3572e-05+0.00027702i,0.00029198+0.00059994i,0.00030718+0.00013071i,0.00038768-0.00038854i,0.00081796-0.00039939i,0.0010891-0.0001496i,0.001234-0.0004122i,0.00054072-0.00015985i
-0.003069-0.00051353i,-0.0012447-0.00046542i,-0.00043866+0.00053654i,-0.00066949+0.00054007i,-0.0013189-7.7959e-06i,-0.0019531-0.00040268i,-0.0022211+0.00053363i,-0.0021326+0.0013269i,-0.001224+0.00060063i,-0.00034855+0.00018206i,0.00033321+9.9312e-05i,0.00028419+0.00037533i,0.00055292+0.00016784i,0.00060781-0.00040122i,4.6554e-05-0.00050465i,0.00036398-0.00036771i,0.00099367-0.00010422i,0.0011989+0.00024875i,0.00049199+0.00032131i,-4.1399e-05-0.00019404i,4.2031e-05-0.00055606i,0.00031708-0.00041498i,0.00014324-0.00017262i
0.0006444-0.00048099i,0.00077184-0.00020401i,0.0013439+0.00036442i,0.0011959+0.0013171i,0.00069807+0.00070847i,-0.00061748+0.0002209i,-0.0006262-6.572e-05i,0.00042393-0.00019285i,-0.00011955+0.00011029i,-0.00043636+0.0003667i,-8.3525e-05+0.0004208i,0.00051483+5.4554e-05i,0.00058081-0.00014418i,6.7539e-05+9.2105e-05i,-3.9432e-05+0.00051525i,-0.00026384+0.00047627i,-0.00061414-0.00025001i,-0.00029669-0.0005345i,1.7863e-07+1.9941e-05i,4.0333e-05+0.00051969i,-0.0001454+0.00060229i,-0.00054145+0.00036568i,-0.00010723-0.00055891i
-0.00018867+0.00090961i,-1.7304e-05+0.00074677i,-0.00015381-0.00058589i,-0.0011174-0.00020038i,-0.0016709+0.00057501i,-0.0021588-0.0001429i,-0.0019251-5.0884e-05i,-0.00058312+0.00069925i,-5.7083e-06+0.00016096i,-0.00017685-0.00039776i,0.00033905-0.00058966i,0.00066009-0.00038706i,-0.00024903+0.00060792i,-0.00042041+0.00063544i,0.00014317+0.00027949i,8.554e-05+3.067e-05i,-0.00021702-0.00029558i,-0.00080812-0.00085556i,-0.0010179-0.00094158i,-0.00064833-0.00087544i,-2.0646e-05-0.00064689i,-5.435e-05-0.0001823i,-0.00069883-1.2787e-05i
-0.00085852-0.0012782i,-0.00054533-0.00088795i,-0.00014826-0.0010947i,-0.00039845-0.00072091i,-0.00056098+0.00019431i,-0.0005434+0.00029277i,-0.00077527-0.00010576i,-0.0011325+0.00013877i,-0.0007469-8.7154e-05i,0.00013708+0.00034401i,0.0011785+0.0015521i,0.00070363+0.0017768i,0.0002715+0.0012918i,0.00036111+0.0011687i,0.00036798+0.0010704i,0.00032717+0.00060147i,-0.00018919+0.00050764i,0.00019004-2.9247e-05i,0.00096375-0.00069069i,0.00030007-0.00028922i,-0.00043435-0.00011691i,-0.0010986-0.00042963i,-0.00046272+8.9026e-05i
-0.00084391+0.00083424i,-0.00064934+0.0007473i,-1.9901e-05+0.00049901i,-0.00031071+0.00036292i,-0.00026112-0.00063643i,-0.0014685-0.0012904i,-0.002258-0.00095557i,-0.0017064-0.00044894i,-0.00079859-0.00021208i,0.00014129-0.00040583i,0.00066737-0.00068575i,0.00036603-0.00016259i,-0.00022055+0.0001316i,-0.00011255-0.00062056i,-0.00010784-0.00092901i,-7.5976e-05-0.00041845i,0.00054169-0.0003395i,0.00065622-0.00020895i,0.00012774+0.00033284i,0.00013559+0.0006945i,0.00067807+0.00083408i,0.00095739+0.0010292i,0.0004171+3.7453e-05i
0.0019965+0.00087449i,0.0016818+0.00087959i,0.00089841+0.00080238i,0.0010064-0.00053335i,-0.00012933-0.0015034i,-0.0018677-0.0014294i,-0.0018208+2.7484e-05i,-0.0006308+0.00076945i,0.00052815+0.00022068i,0.00079826-9.8028e-05i,0.00064695-0.00025889i,0.00038824-0.00021277i,-0.00055792-0.00018i,-0.0006236-0.00039489i,-2.8141e-05-0.0004525i,0.00042941-0.00012163i,0.00052595+0.00039775i,0.0007734+0.00026414i,0.0006133-9.058e-05i,4.5397e-05+0.00036353i,-1.5305e-05+0.00034768i,0.00037514+0.00042387i,0.0013049-1.6748e-06i
0.00074522+0.0013867i,0.0007902+0.001121i,0.0014627+0.00083732i,0.00040506+0.0003609i,-0.0014344-0.000277i,-0.0027203-0.0011435i,-0.0022512-0.00023834i,-0.00090732+0.0011627i,-7.5922e-06+0.00089179i,0.00046224-8.2513e-05i,0.00054586+5.8009e-05i,-1.188e-05+0.00065497i,-0.00012376-0.00030975i,-0.00022676-0.00096164i,-0.00057138-0.00039928i,-0.00040773-2.0123e-05i,0.00046081+8.4622e-05i,0.00024485+0.00054576i,-0.00071638+0.000872i,0.00044478+0.0010477i,0.0013945+0.00044368i,0.00028953-0.00044905i,-0.00074471-0.00067019i
-0.0021062+0.0019307i,-2.294e-05+0.0013735i,0.0008372+0.00073133i,0.00019807+0.00038006i,-0.00056299+0.00028735i,-0.0014276+0.00043361i,-0.0013517-1.0016e-05i,-0.0010514-0.00077005i,-0.00080614-0.00072207i,0.0001604-0.00038106i,0.00051047-0.00021952i,0.0005423+9.5218e-05i,0.00017958+0.00024234i,-0.00070036+0.00037138i,-0.0003854+0.00035177i,0.00011244+0.00028084i,0.00049877+4.2101e-07i,0.00050021-0.00014454i,8.584e-05-0.00068006i,-0.00015557-0.00093374i,-0.00019687-0.00041792i,-7.7842e-05+0.00044294i,-0.00029694+0.00083897i
-0.00034784-0.00016077i,-0.00097696+0.00080277i,-0.0015848+0.001711i,-0.001234+0.00061642i,-0.0010921-0.00025935i,-0.0011554+0.00045014i,-0.0012547+0.00031685i,-9.8059e-05+3.8958e-05i,0.00076796+0.00037361i,0.00049655+0.00094998i,0.00056741+0.0011066i,0.00067728+0.00017191i,0.00063264+0.00029332i,0.00046556+0.00046015i,0.00011179-8.0935e-07i,2.4681e-05+0.00023712i,-0.00060208+0.00024613i,-0.00089836+0.00032997i,-0.00031673+0.00057046i,0.00010922+0.00029269i,0.00021506-0.00010894i,0.00073867-8.884e-05i,0.00058979+0.0007775i
-0.0022265-0.001337i,-0.0011692-0.0013357i,-0.00086855+0.000172i,-0.00019126+0.00090022i,-7.1746e-05-0.00016993i,-0.00029854-0.0011703i,-0.00043441-0.00068018i,-0.00035282-0.00047075i,-0.00014279-0.00036992i,0.00012358+0.00035676i,0.0004159+0.00065556i,0.00046346+0.00042685i,0.0006299-0.0002447i,0.00083473-0.00039732i,0.00022231+0.00041427i,-0.00053185+0.00041065i,-0.00064496+0.00028404i,-0.00038967-9.4188e-05i,-0.00044502-0.00053094i,-0.0010634+0.00032276i,-0.00027142+0.00086167i,0.00023293+0.00043017i,-0.00039933+1.9702e-05i
-0.001025-0.0002546i,-1.4293e-05+0.00030176i,-6.336e-05+0.00060756i,-0.0001114+0.00085392i,-0.00024999+0.00082629i,-0.00057941+0.00063604i,-0.00063876-0.00017531i,-0.00070702-0.00022513i,-0.00074072+0.00037375i,-0.00050044+0.00039946i,-0.00012272+0.0010374i,0.00020617+0.00075212i,0.00034309-0.00019404i,0.00018131-0.00043188i,0.00031745-8.9388e-06i,-0.00012832+0.00012262i,-0.00049348-4.2586e-05i,-8.9695e-05+7.4678e-05i,5.5903e-05-0.0004112i,1.7279e-05-0.00035626i,-0.00020925+0.00018226i,-1.4101e-07+0.00016303i,0.00064527-0.00031503i
0.00017378+0.00087315i,-0.00033906+0.0014443i,-0.0012143+0.0014206i,-0.00097466+0.00022414i,-0.00065658-0.00055325i,-0.00077735-0.00049074i,-0.0012924-0.00013134i,-0.0016053+0.00020075i,-0.0010586-0.00023993i,0.00031273-0.00074564i,0.00095929+0.00062442i,0.00014485+0.00088725i,3.0206e-05-0.00051375i,0.00065284-0.00099322i,0.00065974-0.00090567i,0.00024566-0.00066246i,-0.00011666-0.00065271i,-0.00033869-0.00072253i,-0.00027527-0.00079308i,-0.00010706-0.00052391i,-0.00051098+0.00045256i,-0.00052307+0.00061552i,3.2802e-05+0.00014595i
0.0011699+0.00079863i,0.0023215-0.00011094i,0.0016328-0.00036905i,0.00047205-0.00046366i,-0.00027025-0.00071824i,-0.0010688-0.00037849i,-0.0012589+0.00077333i,-0.0010756+0.0011438i,-0.00050317+0.00066632i,-0.00076508+0.00010908i,-0.00030928+0.00016653i,0.00044256+0.00049222i,0.00021946+0.0004963i,-6.0076e-05+0.00031024i,1.5566e-06+0.00045587i,0.00046703+0.00069502i,0.00047405+0.00033824i,-4.1784e-05+0.00054959i,8.9394e-05+0.00037592i,0.0010069-0.0002467i,0.0011372-0.00054341i,0.0012921-0.00057918i,0.0014334+0.00029915i
-0.00059056+0.00048042i,-0.00046305+0.001244i,-0.00023794+0.0024774i,-0.00030273+0.0016479i,-0.0016833+0.00040708i,-0.0026439+7.7321e-05i,-0.002492+0.00054215i,-0.0012479+0.00034212i,-0.00028096-0.00060259i,-4.5971e-05-0.00076323i,0.00035956-0.000164i,0.00058641+0.00014169i,0.00066034+0.0003699i,0.00033242+0.0002023i,-0.00024988-0.0009632i,2.3011e-05-0.00062213i,0.00012296+0.00040518i,-0.00027089+0.00030648i,-0.00050434+0.00016621i,-0.00060018+0.00023483i,4.1245e-05+0.00046704i,0.00019805+0.00034909i,-5.62e-05+0.00024108i
-0.00017559-0.00049638i,-0.0002178-0.00034711i,0.00011193+9.9623e-05i,0.00040301+0.00024452i,0.00053077+0.00014865i,0.00067415-0.00059217i,-0.0001807-0.0011769i,-0.0010683-0.00056173i,-0.00046147+1.8078e-05i,6.1873e-05+0.00012981i,9.4599e-05+0.00078583i,-0.00026425+0.00048337i,-0.00064685-0.00015519i,-0.00017751-9.7944e-05i,6.5143e-05-0.00046628i,-0.00048504-0.00080127i,-0.0011618-0.00080166i,-0.00070032-0.00094282i,0.00054566-0.0011927i,0.00011928-0.00101i,-0.0010615-0.0012006i,-0.00058554-0.00091141i,-0.00018723+0.00014147i
0.000914+0.0011984i,0.0022435+0.0012318i,0.0026382+0.00013921i,0.0017921-0.00071394i,0.00076513-0.00074854i,-0.0017969-0.00036093i,-0.0029523+0.00042378i,-0.0015781+0.00055052i,-0.00066087-6.5147e-05i,-0.00071278-0.00055267i,-0.00077044+0.00014299i,-0.0010535+0.00057593i,-0.0012415+0.00014325i,-0.0012902-0.000584i,-0.0014767-0.0011743i,-0.0011669-0.00095161i,-0.00047099-9.9071e-05i,0.00028981+0.00060266i,0.00031912+0.00026349i,0.00028493+0.00011343i,6.2717e-05-4.5532e-05i,-0.00014864-0.0005599i,9.2857e-05-0.00057279i
-0.0012018-0.00052304i,-0.00099124+0.00046402i,-0.00028975+0.00030254i,0.00037883-8.5887e-05i,-0.00012865-0.00026858i,-0.0010073-0.00044334i,-0.0014718-0.00039572i,-0.0017564+9.0744e-05i,-0.002003-4.5944e-05i,-0.00086162-0.00049005i,0.00078042+6.4946e-05i,0.00085156+0.00080445i,0.0010254+0.00040416i,0.00071249+2.3774e-05i,0.00011527-2.4851e-05i,0.00011224-0.00016019i,0.0001859-0.00051018i,0.00013474-0.00023197i,-0.00019904-3.8225e-05i,-0.00027945+0.0003023i,-0.0002288+0.000291i,-0.00059516-0.00025332i,-0.00033326-0.00020028i
-0.00010156-0.0015586i,-0.0011514-0.0013794i,-0.00096624-0.0012071i,-0.00039075+0.00024879i,-0.0013911+0.0011199i,-0.0016923+0.00074955i,-0.00072778+0.0011264i,-0.00036556+0.0013671i,0.0002131+0.00031447i,0.00049583-8.343e-05i,0.00072311+0.00059288i,0.00011163+0.00081311i,-0.00066459+0.00017085i,-0.00031438-0.00010219i,-0.00018093+0.00016832i,-0.00014451-0.00019178i,-0.0001205+1.2689e-05i,5.323e-05+0.00019446i,0.00061736-0.00075173i,0.00049613-0.00064402i,-0.00051897+0.00033106i,-0.00074431+0.00050925i,-0.00059344+0.00041711i
-0.0012028+0.00067679i,-0.0011584+0.00086313i,-0.0008187-0.00053553i,-0.0012299-0.0010892i,-0.0018002+0.00024026i,-0.0019896+0.00095058i,-0.00099298+0.00070377i,-0.00053835-0.00016072i,-0.00041309-0.00096899i,0.00025958-0.0014928i,0.00059215-0.00025443i,0.00043843+0.0013349i,-0.00024946+0.0010394i,-6.8415e-05+0.00045767i,-0.00040716+0.00055328i,-0.0013272+0.00039237i,-0.00060771+0.00014669i,0.00059351+0.00045268i,0.0010519+0.00084147i,0.00054975+0.00053633i,0.00041575-0.00024433i,0.00046026-0.00016101i,0.00051816+0.00033096i
-0.00051207-0.00072561i,-0.00018863-0.00081686i,0.00042592-0.00070794i,0.00036161-0.00040876i,-0.00085585+0.00044332i,-0.0015343+0.00060458i,-0.0015771+0.00041724i,-0.00079849+0.000173i,-0.00023949+0.00058869i,0.00016239+0.0012798i,0.000442+0.00042669i,0.00070415-0.0010716i,0.0012018-0.0010655i,0.00083168-0.00036629i,0.00044189+0.00057369i,4.9357e-05+0.00043119i,0.00010179+3.0512e-05i,0.00038345+0.0006416i,0.00045107+0.00042277i,0.00060158+4.0185e-05i,-0.00035564-2.6735e-06i,-0.00060133+8.4899e-05i,2.2017e-05+0.00016615i
0.00059581+0.00015574i,0.00034354+0.0011515i,0.00031512+0.0020823i,-0.00027512+0.0022536i,-0.00076454+0.0017323i,-0.0012019+0.00045967i,-0.001617-0.00052349i,-0.00054247-0.00045203i,0.00064459+2.947e-05i,0.00030184+0.00014128i,-0.00018502+0.00020771i,-0.00059901+0.00056799i,-0.00086005+0.00075781i,-0.00048359+0.00029198i,-9.2541e-05-3.6839e-05i,-1.9256e-05-0.00014805i,-3.0277e-05-0.00027855i,-1.1612e-06-0.00066675i,-0.00018689+7.9906e-05i,-0.00018077+0.00064422i,0.00024654-0.00012691i,0.00080148-0.00084734i,0.00090422-0.00092025i
-0.0014325+0.0011774i,-0.0007381+0.00047817i,0.0008491-0.00017793i,0.0015098+0.00040252i,7.5617e-05-3.649e-05i,-0.0017782-0.00043335i,-0.002298-1.3112e-05i,-0.0013946+0.00051249i,-0.00075043+0.0010012i,-0.001032+0.00045338i,-0.00063418+0.00031323i,-2.6697e-05+0.00039551i,-0.00032104+0.00044929i,-0.00042771+0.00081509i,-0.00033645+0.0013011i,-0.00067843+0.00082581i,-0.00022023-6.4009e-05i,0.00028723-0.00018898i,-0.00084801-0.00028674i,-0.0013825-0.00054169i,-0.00064619-0.00034736i,-0.00036071-0.00027759i,-8.1016e-05+0.00010057i
