-0.0011345+0.0011483i,-0.0011144-0.00049693i,-0.0012906-0.0017028i,-0.0014215-0.0012233i,-0.0014936-0.00028576i,-0.0021366+0.0014347i,-0.0020206+0.0026342i,-3.8932e-05+0.002511i,0.0010803+0.0014824i,0.00069757+0.00018565i,0.00041727-0.00041909i,-5.7472e-05-0.00023998i,9.0941e-05+2.9692e-05i,-0.00048041-0.00015745i,-0.0012745-0.00091187i,-7.021e-05-0.00057501i,0.00051117+0.00010704i,-0.00056983+1.2779e-05i,-0.00029131+0.00012315i,0.00049565+0.00044314i,0.00083147-2.3003e-06i,0.00065778-0.00027235i,7.3602e-05-0.00066898i
0.13176+0.042865i,-0.038533+0.22305i,-0.03309+0.27264i,0.12662+0.068772i,0.14965-0.13421i,0.080979-0.20315i,0.048693-0.22967i,0.01929-0.2054i,0.0098777-0.13239i,0.0047773-0.096055i,-0.021507-0.074595i,-0.034952-0.038935i,-0.036711-0.018714i,-0.037301-0.011376i,-0.037647-0.0016874i,-0.040102+0.015006i,-0.039258+0.032897i,-0.037113+0.037362i,-0.031715+0.027767i,-0.023123+0.015402i,-0.012948+0.0068783i,0.0032191+0.0022297i,0.019684-0.002637i
0.22604+0.50034i,0.43202+0.35021i,0.32362+0.018971i,-0.017176-0.11494i,-0.1828+0.0014997i,-0.15712+0.10195i,-0.13435+0.10358i,-0.11403+0.085236i,-0.061429+0.059874i,-0.015773+0.025876i,0.0019735+0.0039979i,0.0034928+0.00064187i,8.0917e-05-0.00044248i,-0.0037974-0.00032162i,0.0035794+0.0061838i,0.022791+0.0071794i,0.042334+0.0092092i,0.056902+0.014443i,0.052766+0.0065393i,0.029196-0.0034213i,0.0014254-0.0062324i,-0.023932-0.0069827i,-0.039099-0.0036203i
-0.41694-0.22804i,-0.41761-0.15546i,-0.25522-0.041042i,-0.10926+0.013915i,-0.050405+0.0052117i,-0.020404+0.0086123i,0.007529+0.040298i,0.026979+0.038239i,0.011587+0.010206i,-0.0077767+0.015972i,-0.0036521+0.041335i,0.0034537+0.057197i,0.015621+0.067017i,0.031617+0.055304i,0.030697+0.023075i,0.01593-0.0041697i,0.0011657-0.02556i,-0.0090207-0.036242i,-0.013437-0.025021i,-0.0074149-0.0072793i,0.00549-0.0032943i,0.0098097-0.0083987i,0.0040531-0.0061235i
0.44934-0.31266i,0.38674-0.42175i,0.27572-0.35147i,0.28077-0.17829i,0.32464-0.065691i,0.31787-0.061356i,0.24652-0.10068i,0.12633-0.086424i,0.042856-0.013096i,0.031613+0.01309i,0.023794-0.032396i,-0.0015054-0.069136i,-0.01337-0.059117i,-0.011781-0.026173i,-0.010312-0.0031114i,-0.017776-0.00047872i,-0.029873-0.0027267i,-0.035142-0.0018842i,-0.022985-0.00030966i,-0.0032362+1.598e-05i,0.0058661+0.0024774i,0.012295+0.008671i,0.02352+0.0088268i
0.047421+0.57932i,0.074419+0.64359i,0.0018406+0.51133i,-0.077909+0.30881i,-0.13751+0.1408i,-0.2226+0.059349i,-0.25212+0.06049i,-0.1674+0.053859i,-0.073665-0.0011838i,-0.04045-0.026502i,-0.0081573+0.0018072i,0.035042+0.014754i,0.04007-0.011126i,0.018421-0.035117i,0.0020695-0.02798i,0.0037908-0.00035626i,0.013406+0.022516i,0.01497+0.033766i,0.010453+0.028452i,0.0020168+0.0080245i,-0.010207-0.0079254i,-0.02281-0.0092672i,-0.030683+0.00048899i
-0.38069-0.45142i,-0.38355-0.49356i,-0.28007-0.35063i,-0.18839-0.13494i,-0.085509+0.011096i,0.01541+0.08966i,0.066733+0.13759i,0.073399+0.12708i,0.051069+0.080128i,0.019581+0.048871i,-0.0081693+0.031193i,-0.03863+0.022879i,-0.049005+0.034822i,-0.029906+0.044493i,-0.0086561+0.030574i,0.0011171+0.008373i,0.0099155-0.0045963i,0.020817-0.011417i,0.019262-0.015698i,0.0095072-0.011677i,0.0082198-0.00093357i,0.011979+0.0020799i,0.011164-0.0070845i
0.26626-0.12614i,0.19935-0.069142i,0.14808+0.015889i,0.14283+0.010487i,0.082842-0.012616i,0.018541+0.0088308i,0.029975+0.0026134i,0.048069-0.038275i,0.026901-0.050785i,0.0058461-0.027457i,0.015557-0.0043563i,0.038905-0.0018705i,0.043215-0.0087201i,0.027827-0.0094416i,0.011033-0.0063916i,-1.3816e-05-0.0082961i,-0.01047-0.016111i,-0.01801-0.018545i,-0.015256-0.006116i,-0.0066258+0.0079956i,8.568e-05+0.011173i,0.0071984+0.016018i,0.018337+0.024494i
-0.060305+0.39939i,-0.052273+0.29352i,-0.095118+0.065854i,-0.13881-0.043284i,-0.11155-0.029914i,-0.031301-0.028879i,0.0030172-0.070514i,-0.024414-0.062526i,-0.018745-0.004627i,0.016408-0.0034473i,-0.0035102-0.027635i,-0.033748-0.010607i,-0.022446+0.0050866i,-0.0042836+0.0016641i,-0.00078265-0.00028798i,-0.0047753+0.0038453i,-0.0070112+0.012503i,-0.0081061+0.013812i,-0.0096204+0.0049923i,-0.0087954-0.0051695i,-0.0095185-0.016389i,-0.018058-0.02893i,-0.028334-0.034477i
-0.28612-0.090684i,-0.19089+0.058051i,0.0023647+0.098117i,0.04193-0.016029i,-0.056778-0.076367i,-0.10852-0.006216i,-0.07701+0.064627i,-0.0265+0.047037i,-0.015554-0.0087677i,-0.019725-0.015697i,0.0074386-0.0064525i,0.024716-0.019576i,0.01278-0.018648i,0.0054499-0.0024697i,0.012972+0.012703i,0.02204+0.017013i,0.021234+0.011689i,0.017964+0.011096i,0.018115+0.010212i,0.018337+0.0092425i,0.021222+0.012595i,0.025393+0.010677i,0.025031+0.006639i
0.3247-0.2512i,0.19458-0.3348i,0.062815-0.18979i,0.13441+0.019831i,0.27423+0.069549i,0.2899-0.0066851i,0.19712-0.045229i,0.10046-0.0028786i,0.066071+0.045129i,0.052224+0.039561i,0.014848+0.026935i,-0.0086212+0.039708i,-0.0085112+0.042014i,-0.015508+0.025945i,-0.029716+0.010078i,-0.033084+0.00094966i,-0.023152-0.0047538i,-0.013761-0.0095467i,-0.016025-0.0092623i,-0.023533-0.0063416i,-0.026741-0.0021115i,-0.026717+0.010734i,-0.024507+0.023506i
0.13155+0.53862i,0.34831+0.53763i,0.32079+0.29681i,0.078+0.13629i,-0.080184+0.14062i,-0.11452+0.12496i,-0.11474+0.05427i,-0.098084-0.011554i,-0.083701-0.032388i,-0.053528-0.021365i,-0.0099288-0.035372i,0.0083126-0.062801i,0.0098992-0.065145i,0.013592-0.050419i,0.015795-0.035997i,0.015029-0.025106i,0.0094535-0.018148i,0.0014514-0.015957i,0.0013253-0.012963i,0.0071286-0.011983i,0.0087563-0.01714i,0.0076865-0.023442i,0.0092716-0.024595i
-0.47664-0.38244i,-0.66187-0.28134i,-0.52314-0.078828i,-0.23708-0.030578i,-0.099211-0.11056i,-0.093095-0.11525i,-0.086296-0.032606i,-0.02877+0.027319i,0.03249+0.0029342i,0.036791-0.029627i,0.027763-0.0016568i,0.031711+0.02718i,0.016366+0.027215i,-0.0027794+0.02883i,-0.0064263+0.031868i,-0.0070904+0.029506i,-0.0073656+0.02664i,-0.0035568+0.024737i,0.00082092+0.02028i,-0.0019436+0.01584i,-0.0088823+0.016345i,-0.010031+0.015851i,-0.0072392+0.011435i
0.61391-0.21431i,0.63173-0.45924i,0.37386-0.43844i,0.15475-0.1647i,0.12375+0.061244i,0.15041+0.131i,0.14313+0.10178i,0.089892+0.044463i,0.018924+0.030644i,-0.02119+0.041511i,-0.04341+0.030507i,-0.053966+0.017179i,-0.036048+0.014708i,-0.011091+0.0075089i,0.0016777-0.0062278i,0.0039377-0.017212i,0.00058039-0.01859i,-0.00087432-0.012265i,0.0045446-0.006592i,0.01692-0.0064867i,0.02541-0.010667i,0.022754-0.010225i,0.014211-0.0017847i
-0.40346+0.54647i,-0.32393+0.71747i,-0.14517+0.49606i,-0.11475+0.12351i,-0.20371-0.031365i,-0.20555-0.011868i,-0.10745-0.0052873i,-0.043195-0.033793i,-0.035846-0.044872i,-0.024038-0.040912i,0.004289-0.044348i,0.024768-0.038278i,0.030648-0.01535i,0.029032-0.00019416i,0.024019+0.0031648i,0.019562+0.0045454i,0.016383+0.0041179i,0.010932+0.00076127i,-0.00016432+7.7509e-05i,-0.010647+0.0072248i,-0.012699+0.014078i,-0.0091135+0.013604i,-0.0041501+0.0087039i
-0.12369-0.5603i,-0.25699-0.57306i,-0.2228-0.34908i,-0.034114-0.18i,0.11256-0.17611i,0.11183-0.17869i,0.045728-0.10589i,0.021774-0.016871i,0.049327+0.029644i,0.064671+0.040151i,0.049651+0.048475i,0.030649+0.043761i,0.015807+0.018041i,0.0016921+0.0015657i,-0.011021+0.0038292i,-0.018212+0.0077653i,-0.019407+0.0069547i,-0.017235+0.0073526i,-0.0096132+0.006044i,-0.0035861-0.0035674i,-0.0054011-0.016069i,-0.0064517-0.023653i,-0.00614-0.022759i
0.41473+0.36716i,0.54068+0.32787i,0.41686+0.18788i,0.19287+0.16141i,0.087269+0.24914i,0.091055+0.27869i,0.086827+0.21139i,0.035283+0.13067i,-0.022564+0.08893i,-0.043241+0.057353i,-0.047198+0.013389i,-0.051875-0.0087524i,-0.042777-0.0020392i,-0.026865+0.0002265i,-0.015496-0.0049493i,-0.0045633-0.0050929i,0.0056167-0.001999i,0.01066-0.0019892i,0.0080291-0.0026359i,0.0032123+0.0042398i,0.003377+0.016318i,0.0050461+0.024273i,0.0026107+0.022695i
-0.39683+0.03072i,-0.4032+0.11139i,-0.21541+0.13616i,-0.058543+0.053414i,-0.052481-0.069998i,-0.0777-0.13495i,-0.057477-0.14364i,-0.015059-0.1359i,0.014952-0.12617i,0.026517-0.10074i,0.039287-0.066463i,0.044021-0.049021i,0.028588-0.037894i,0.014195-0.017889i,0.0095087-0.0010195i,0.0070185+0.0058227i,0.002769+0.0071528i,0.0014268+0.0070892i,0.0053068+0.0023343i,0.0051776-0.008942i,-0.0030411-0.018221i,-0.013714-0.019528i,-0.015381-0.013553i
0.30527-0.21522i,0.25109-0.28006i,0.074594-0.20344i,-0.012021-0.040432i,0.030499+0.068263i,0.066316+0.08223i,0.046686+0.066725i,0.024337+0.065274i,0.026128+0.060859i,0.024099+0.044502i,0.0049305+0.042841i,-0.0028115+0.052861i,0.002287+0.048681i,0.0016624+0.033601i,-0.00047312+0.016685i,-0.00041846-0.0010819i,-0.00016535-0.014825i,-0.0017269-0.021295i,-0.0075545-0.016065i,-0.0066596-0.0037785i,0.0047465+0.00019963i,0.01654-0.0050715i,0.019391-0.0092288i
-0.10453+0.22354i,-0.063695+0.19376i,-0.013436+0.066359i,-0.037616-0.023948i,-0.095387-0.034554i,-0.1343-0.015412i,-0.13276+0.0040242i,-0.097004-0.0026452i,-0.06922-0.03066i,-0.059934-0.042563i,-0.051063-0.038885i,-0.0402-0.031871i,-0.027132-0.018183i,-0.010644-0.0070274i,-0.0018197-0.0020255i,-0.0041124+0.0021355i,-0.0091135+0.0085223i,-0.0081333+0.016413i,-9.2664e-05+0.017691i,0.0022551+0.01317i,-0.0040682+0.015881i,-0.010316+0.025251i,-0.010277+0.02834i
-0.032325-0.25251i,-0.045424-0.21474i,-0.045332-0.093358i,-0.0098779-0.028658i,0.033301-0.021527i,0.060268-0.0079177i,0.07577-0.0026157i,0.064777-0.008811i,0.04527+0.00028968i,0.042756+0.0027823i,0.045621-0.0092854i,0.04257-0.013938i,0.035126-0.012019i,0.023375-0.0079585i,0.014591-0.003549i,0.0086087-0.00093i,0.0012597-0.0005938i,-0.0064721-0.0044274i,-0.012016-0.0035276i,-0.0091977-0.00047687i,-0.0036927-0.0065459i,-0.0054281-0.015869i,-0.0091747-0.015747i
0.086799+0.212i,0.047917+0.21239i,0.012063+0.10474i,0.0062617-0.0045856i,-0.0090724-0.046146i,-0.029992-0.038525i,-0.040181-0.0081138i,-0.035379+0.018402i,-0.026493+0.031091i,-0.015986+0.044688i,-0.0020938+0.051046i,0.0026388+0.036495i,-0.0014775+0.016151i,-0.0061066+0.0058115i,-0.0095973+0.0074344i,-0.0047722+0.011095i,0.0060703+0.012514i,0.014642+0.012486i,0.016216+0.0044488i,0.011964-0.0037354i,0.011281-0.0026483i,0.01793+0.00081507i,0.022174-0.001244i
-0.20305-0.13i,-0.17557-0.1691i,-0.064023-0.10227i,0.024282-0.0051842i,0.067489+0.054366i,0.093765+0.087294i,0.095282+0.077384i,0.057321+0.043624i,0.019896+0.024349i,0.005764+0.0079843i,-0.0082301-0.010843i,-0.02048-0.015934i,-0.020857-0.010462i,-0.016-0.010109i,-0.0098219-0.015186i,-0.0030994-0.017891i,-0.0014329-0.017928i,-0.0053917-0.011462i,-0.0061868+0.0012545i,-0.0054708+0.0079212i,-0.011613+0.0079024i,-0.020142+0.0088666i,-0.019334+0.011078i
0.28957+0.030673i,0.35004+0.073706i,0.24867+0.070422i,0.098598+0.040673i,0.0061185+0.013169i,-0.026243-0.011672i,-0.0094789-0.023304i,0.028776-0.032368i,0.037346-0.039408i,0.027585-0.027423i,0.030159-0.017615i,0.028031-0.01711i,0.017354-0.0080484i,0.012409+0.0038058i,0.00952+0.0084371i,0.0022997+0.0082451i,-0.0013516+0.007642i,0.0027375+0.0029728i,0.0059506-0.0069239i,0.0062391-0.01335i,0.0082804-0.016414i,0.0071141-0.01974i,-0.00088699-0.018763i
-0.2456+0.19021i,-0.32705+0.20074i,-0.24726+0.12678i,-0.11745+0.052823i,-0.03662+0.027072i,0.011442+0.013188i,0.012332-0.0025804i,-0.010843+0.01439i,-0.0087601+0.032426i,-0.0073128+0.018634i,-0.020134+0.016886i,-0.016619+0.032667i,-0.0040282+0.030767i,-0.0023482+0.017638i,-0.0048438+0.0072398i,-0.0052214+0.00032475i,-0.0048567-0.0030076i,-0.0045878-0.0043936i,-0.0036623-0.0023598i,-0.001759+0.0015324i,0.00016105+0.0061074i,0.0046889+0.0096448i,0.011109+0.0080902i
0.085844-0.33231i,0.13035-0.41574i,0.087238-0.30551i,0.024373-0.1313i,-0.0034948-0.042758i,-0.044187-0.027921i,-0.075984-0.024964i,-0.068375-0.034866i,-0.047408-0.044449i,-0.027617-0.035733i,-0.017592-0.028396i,-0.017157-0.023399i,-0.0093797-0.014059i,0.0020639-0.0088467i,0.0048019-0.0043094i,0.0046272+0.0039831i,0.0072254+0.0083253i,0.0063262+0.0067686i,-0.00016326+0.0023696i,-0.008511-0.0019024i,-0.01475-0.0021074i,-0.0177+0.0023343i,-0.018728+0.0083706i
0.17429+0.30262i,0.19177+0.39472i,0.12087+0.29465i,0.025118+0.14403i,-0.020641+0.091259i,-1.1323e-05+0.086654i,0.035525+0.070038i,0.047529+0.052879i,0.043832+0.036224i,0.036842+0.014797i,0.036176+0.00082534i,0.038428-0.0074954i,0.028355-0.012219i,0.014395-0.0092872i,0.007316-0.005308i,-0.00037149-0.0060401i,-0.0096967-0.0074027i,-0.013514-0.0065425i,-0.0092202-0.00074557i,0.0018297+0.0062168i,0.012329+0.0041764i,0.013105-0.004601i,0.006735-0.011209i
-0.34724-0.10988i,-0.44102-0.15541i,-0.32039-0.12202i,-0.12097-0.091572i,-0.023907-0.11039i,-0.028673-0.088871i,-0.038719-0.033703i,-0.03391-0.016689i,-0.035185-0.017332i,-0.028928+0.00015186i,-0.015104+0.01866i,-0.0072042+0.023245i,-0.0028759+0.017668i,-0.0041642+0.012345i,-0.0057193+0.013295i,0.0025072+0.010477i,0.010131+0.0034461i,0.010214+0.0032324i,0.0078319+0.0040234i,0.0030947+0.00099338i,-0.00081951+0.0005043i,0.0027217+0.0052187i,0.010897+0.010132i
0.30586-0.17075i,0.40627-0.20697i,0.32086-0.14518i,0.17227-0.027506i,0.10122+0.06867i,0.091888+0.10017i,0.082672+0.078316i,0.060745+0.05044i,0.041728+0.036454i,0.025197+0.016297i,0.0017517-0.011141i,-0.021463-0.026284i,-0.032208-0.021199i,-0.023574-0.011408i,-0.0097836-0.0093906i,-0.0068541-0.0047725i,-0.0078965+0.0044153i,-0.0053251+0.0080885i,-0.00034128+0.0053828i,0.0019498-0.0012019i,-0.0022873-0.007083i,-0.0097367-0.00808i,-0.014007-0.004166i
-0.085001+0.33323i,-0.10535+0.42824i,-0.051701+0.31093i,-0.011451+0.098326i,-0.043463-0.03182i,-0.069985-0.063381i,-0.057577-0.047863i,-0.035576-0.028874i,-0.028066-0.018903i,-0.014874-0.0018798i,0.018657+0.0090794i,0.037995+0.0053565i,0.032549+0.0034408i,0.023755+0.0077199i,0.017843+0.0085644i,0.0097424-0.0021593i,0.0013226-0.014167i,-0.0013657-0.016302i,-0.0018971-0.012231i,-0.0036355-0.003449i,-0.0020126+0.0045527i,0.0012077+0.0023111i,0.0019855-0.0062534i
-0.17776-0.24998i,-0.2344-0.32938i,-0.2008-0.23662i,-0.096235-0.066826i,0.025631+0.032147i,0.089891+0.035265i,0.07759+0.001883i,0.039094-0.0035542i,0.028023+0.0058889i,0.014322-0.0036622i,-0.023401-3.1263e-05i,-0.037694+0.022297i,-0.020733+0.02567i,-0.0097949+0.0081583i,-0.010143-0.0034842i,-0.005331+0.0045185i,0.0053336+0.013903i,0.0079241+0.011487i,0.0029321+0.0063171i,0.0029364+0.0029359i,0.0049589+0.002269i,0.0059167+0.0069825i,0.0085299+0.0099668i
0.30007+0.033684i,0.38894+0.019281i,0.27566-0.021811i,0.077011-0.031175i,-0.04579-0.016196i,-0.092262-0.0087647i,-0.089911-0.0086089i,-0.066301-0.019227i,-0.04888-0.021579i,-0.019992-0.013201i,0.011291-0.025219i,0.018667-0.039607i,0.017267-0.028748i,0.018209-0.011651i,0.011531-0.0036746i,-0.0040816-0.0028208i,-0.015533-0.00042619i,-0.014363+0.0058702i,-0.0075171+0.0090226i,-0.0038473+0.0056181i,-0.0045193-0.0019541i,-0.0092901-0.0064307i,-0.015802-0.0031654i
-0.19473+0.19424i,-0.25153+0.27663i,-0.1778+0.24454i,-0.070338+0.13706i,-0.012739+0.069317i,0.031399+0.057331i,0.060625+0.050432i,0.069178+0.040879i,0.064818+0.024042i,0.037789+0.01426i,0.017535+0.03263i,0.020463+0.042265i,0.013216+0.022528i,-0.0060923+0.0047862i,-0.0082872+0.00062123i,0.010012-0.0027888i,0.025089-0.010766i,0.022839-0.016073i,0.01366-0.013582i,0.0084464-0.008287i,0.0064044-0.0050715i,0.0070576-0.0070066i,0.0071593-0.011242i
-0.026959-0.2674i,-0.067477-0.35185i,-0.077462-0.27533i,-0.03189-0.15694i,-0.0093431-0.1068i,-0.037957-0.065705i,-0.052023-0.014735i,-0.05026-0.0021868i,-0.05048-0.00345i,-0.032751-0.0079413i,-0.024257-0.028804i,-0.032451-0.034019i,-0.02172-0.019156i,-0.00084696-0.0071973i,0.002875+0.0021186i,-0.0092567+0.012214i,-0.019042+0.019936i,-0.014414+0.020112i,-0.0066424+0.011509i,-0.0069471+0.004248i,-0.010187+0.0055287i,-0.010298+0.013482i,-0.0052692+0.022424i
0.21435+0.13476i,0.32498+0.16107i,0.29921+0.10907i,0.17975+0.077023i,0.11085+0.10134i,0.10514+0.093914i,0.090678+0.051402i,0.076092+0.019486i,0.066045-0.003678i,0.044081-0.0079605i,0.037384+0.0024256i,0.035417+0.0010561i,0.0094651+0.0011043i,-0.01339+0.010911i,-0.013167+0.0092519i,-0.0065661-0.0082949i,-0.0080735-0.023753i,-0.015819-0.025099i,-0.016927-0.016379i,-0.0076728-0.0098165i,-0.00024559-0.011091i,-0.00078145-0.015972i,-0.005729-0.017757i
-0.23004+0.091258i,-0.30006+0.1617i,-0.22395+0.15245i,-0.11365+0.039598i,-0.096301-0.061432i,-0.12024-0.066737i,-0.11025-0.028429i,-0.095295+0.0050587i,-0.078581+0.030128i,-0.050227+0.032684i,-0.037385+0.02523i,-0.028143+0.02632i,-0.0035072+0.017064i,0.014866+3.605e-05i,0.017766-0.0003844i,0.018075+0.013985i,0.022475+0.026538i,0.025483+0.02563i,0.018548+0.017837i,0.0076673+0.015342i,0.0036369+0.015897i,0.0076827+0.014621i,0.01447+0.0093582i
0.065973-0.22988i,0.05551-0.35387i,0.0004981-0.29177i,0.0054371-0.082051i,0.094849+0.049378i,0.14399+0.043929i,0.11455-0.00028223i,0.078596-0.032928i,0.053574-0.050383i,0.029991-0.049125i,0.017189-0.040395i,0.0086458-0.028618i,0.0021228-0.0038347i,0.0023031+0.014247i,-0.0020412+0.0081234i,-0.014341-0.0065272i,-0.024397-0.01448i,-0.02426-0.0099092i,-0.012342-0.0013445i,-0.001239-0.0028127i,-0.00087076-0.0073814i,-0.0069144-0.0062157i,-0.012709-0.0011969i
0.1385+0.19165i,0.22515+0.25588i,0.20539+0.16769i,0.046195+0.016812i,-0.12716-0.031276i,-0.17249+0.001447i,-0.1268+0.026797i,-0.081212+0.041634i,-0.043337+0.05548i,-0.0080138+0.051849i,0.010216+0.035787i,0.016415+0.017748i,0.014076-0.0084382i,0.003525-0.02708i,0.0015156-0.024814i,0.014103-0.015836i,0.028148-0.010471i,0.030854-0.011014i,0.021422-0.011259i,0.011056-0.0043091i,0.00815+0.0016065i,0.010417+0.00034315i,0.01041-0.0037993i
-0.23866-0.010483i,-0.37024+0.026908i,-0.31883+0.082889i,-0.10631+0.090227i,0.076003+0.040258i,0.13413-0.0090941i,0.1177-0.030511i,0.08247-0.043412i,0.038503-0.052161i,-0.0037633-0.040029i,-0.02168-0.01778i,-0.01944-0.0026596i,-0.0089161+0.0092537i,0.0011822+0.016911i,-0.00079921+0.020235i,-0.012628+0.025863i,-0.023455+0.029046i,-0.023725+0.02457i,-0.015386+0.012505i,-0.0098302-0.0024424i,-0.0091228-0.008205i,-0.0088809-0.0037864i,-0.0066753+0.0035251i
0.16264-0.17211i,0.22905-0.29293i,0.15796-0.30242i,0.0075023-0.18439i,-0.089853-0.05667i,-0.11293+0.02233i,-0.087001+0.064987i,-0.042553+0.0733i,-0.0012936+0.05696i,0.027713+0.024573i,0.031569-0.0076438i,0.015097-0.021454i,-0.0071557-0.021666i,-0.021868-0.013664i,-0.018868-0.0086742i,-0.007463-0.018104i,0.0011088-0.028541i,0.0023807-0.026245i,-0.001491-0.013598i,-0.00217-0.0014044i,-0.00037107+0.0017079i,-0.001835-0.0024719i,-0.003786-0.0047253i
0.033277+0.24061i,0.098831+0.38251i,0.16759+0.35581i,0.1902+0.19427i,0.1757+0.064834i,0.14874-0.0080517i,0.098354-0.06016i,0.042561-0.075364i,0.0039814-0.054755i,-0.014359-0.013637i,-0.0072592+0.018252i,0.0089115+0.024249i,0.021206+0.019307i,0.028078+0.012904i,0.026365+0.010281i,0.020652+0.015371i,0.012132+0.021851i,0.0034692+0.019198i,-0.0012768+0.0094252i,-0.0040841+0.0010171i,-0.0052693-0.0017709i,-0.0041167+0.0001611i,-0.00078065+0.0012486i
-0.19536-0.13281i,-0.33699-0.19248i,-0.35331-0.14536i,-0.2551-0.052967i,-0.18569-0.0074418i,-0.15894+0.036636i,-0.10475+0.082717i,-0.045112+0.085174i,-0.012214+0.055563i,-0.0038018+0.012488i,-0.015829-0.012678i,-0.026205-0.007112i,-0.02546+0.0060333i,-0.019638+0.011542i,-0.01686+0.0049618i,-0.021824-0.0067859i,-0.022324-0.014221i,-0.01249-0.011193i,-6.9584e-05-0.0017485i,0.0071466+0.0053349i,0.0070288+0.0089748i,0.0045452+0.0092003i,0.0021484+0.0063689i
0.22975-0.063085i,0.37077-0.13822i,0.36361-0.17365i,0.25792-0.12363i,0.20496-0.0609i,0.17357-0.069312i,0.093919-0.09662i,0.021571-0.089873i,-0.0082674-0.05931i,-0.0028869-0.018792i,0.019172-0.0026795i,0.027903-0.012912i,0.02558-0.021041i,0.021124-0.02313i,0.017918-0.018i,0.021086-0.0074327i,0.021568+0.0032518i,0.013517+0.0083036i,0.0030218+0.0036849i,-0.004147-0.0016783i,-0.0044016-0.0025642i,-0.0010901-0.0027163i,-0.00030222-0.0032098i
-0.10649+0.21571i,-0.15823+0.36587i,-0.1503+0.35676i,-0.1539+0.20791i,-0.19901+0.12681i,-0.17632+0.14644i,-0.074147+0.14986i,0.0025862+0.11885i,0.025387+0.075913i,0.011861+0.031645i,-0.010001+0.017518i,-0.013046+0.023567i,-0.0095223+0.023728i,-0.0096089+0.019242i,-0.012842+0.016326i,-0.017101+0.015142i,-0.015089+0.0087235i,-0.0074181-0.0024776i,0.00060122-0.0077044i,0.0070376-0.0066051i,0.0096186-0.0042153i,0.0081431-0.0024041i,0.0056084-0.0011772i
-0.089367-0.22063i,-0.1707-0.35725i,-0.17839-0.32791i,-0.038173-0.19126i,0.12111-0.15642i,0.12538-0.17916i,0.034176-0.14353i,-0.025409-0.096339i,-0.037912-0.058939i,-0.019234-0.026968i,-0.0010996-0.024287i,-0.00503-0.032875i,-0.011328-0.030578i,-0.01092-0.022037i,-0.0044476-0.013977i,0.0050024-0.011827i,0.0094707-0.0095531i,0.006828-0.00036129i,0.00010892+0.0054553i,-0.005755+0.0035497i,-0.0083985-0.00024346i,-0.0096337-0.0018903i,-0.0097143+0.00085421i
0.21857+0.08981i,0.37011+0.1271i,0.33765+0.094869i,0.10059+0.083124i,-0.084601+0.17354i,-0.06795+0.2203i,0.01674+0.15468i,0.059093+0.087161i,0.062899+0.045996i,0.040114+0.020025i,0.021605+0.019184i,0.021751+0.023056i,0.018816+0.021326i,0.011049+0.019744i,0.0060549+0.01656i,0.0025057+0.012036i,-0.0034729+0.0045123i,-0.0088215-0.0043179i,-0.0066586-0.0065085i,-0.00041883-0.0035467i,0.0014993-0.0015232i,0.001842+6.2646e-05i,0.0037923-0.00028045i
-0.20816+0.099185i,-0.33862+0.19655i,-0.2715+0.21918i,-0.04318+0.067924i,0.07093-0.15049i,0.011349-0.21489i,-0.060188-0.14434i,-0.084408-0.081385i,-0.075737-0.037939i,-0.040818-0.011487i,-0.019111-0.0085384i,-0.019704-0.0064082i,-0.015489-0.0023593i,-0.0052228-0.0036907i,0.00055706-0.0067259i,0.00096625-0.0075376i,0.0018853-0.0045522i,0.0070688+2.1021e-05i,0.0099418+0.0010503i,0.0059626-0.00047883i,0.0018056+0.00047259i,0.00024315+0.0035292i,0.0011748+0.0059354i
0.075474-0.21969i,0.10214-0.39077i,0.028059-0.37527i,-0.074274-0.10872i,-0.05407+0.14951i,0.043016+0.18867i,0.095739+0.10423i,0.10234+0.035418i,0.077184-0.0022088i,0.036091-0.0097105i,0.019054-0.0030523i,0.021827-0.0023625i,0.021752-0.0018414i,0.018126-0.001616i,0.011872-0.0022107i,0.0024354+0.0015894i,-0.0068092+0.0062133i,-0.011229+0.0077102i,-0.0084093+0.0048344i,-0.0029137+0.00090548i,0.00049203-0.00099913i,0.001964-0.0026898i,0.00022924-0.0055914i
0.10871+0.19743i,0.22755+0.33438i,0.30764+0.26768i,0.24272-0.0034719i,0.075222-0.18395i,-0.047985-0.14993i,-0.088212-0.050747i,-0.092609+0.012927i,-0.066685+0.03505i,-0.026926+0.022184i,-0.011145+0.0067914i,-0.012283+0.0054866i,-0.012025+0.0032495i,-0.011404-0.0019883i,-0.008794-0.003357i,-0.0028365-0.001896i,0.0043929-0.0028486i,0.0073212-0.007241i,0.000937-0.0079785i,-0.0067026-0.0040724i,-0.0083432-0.0030784i,-0.0065514-0.0024893i,-0.003019+0.0020898i
