-0.00082935+0.00097378i,-0.00032099+0.00032309i,-0.00089439-0.00078984i,-0.0026036-0.0016412i,-0.0030228-9.3948e-05i,-0.0020794+0.0016162i,-0.0018819+0.0015127i,-0.0015645+0.00046114i,-3.2288e-05-1.5293e-05i,0.00068116+0.00061882i,0.00046909+0.00045518i,0.00053086-0.00079836i,0.00061641-0.0010392i,0.00075968-0.00029004i,0.0010503+0.00075559i,0.0010874+0.00070282i,0.00064233+0.00027152i,-0.00026024+0.00063145i,-0.00050008+0.00038122i,-0.00030845+0.00032186i,-0.0008409+0.00016162i,-0.00086521+8.5542e-05i,0.00020192+0.00094952i
0.00077633-0.00062158i,0.0015075-0.0013836i,0.0010444-0.0011759i,-0.0015188-0.00021781i,-0.0032637+0.00021673i,-0.0026505+0.00080328i,-0.0014361+0.00060152i,-0.0010063+4.8358e-05i,-0.0011787-0.00069376i,-0.00097-0.00086049i,-0.00042123+0.00012956i,0.00021699+0.00056131i,-0.00029051+0.0009296i,-0.00070907+0.0013507i,-9.942e-05+0.00093595i,0.00066437+0.00037093i,0.00066987-0.00011153i,8.252e-05+0.00054918i,9.9145e-05+0.00053286i,0.00045288-0.00069014i,-0.00015648-0.00032014i,-0.00062004+0.00073339i,-0.00031922+0.00098131i
0.0015302-0.0013047i,0.0012698-0.0021751i,0.00096471-0.0040111i,-0.0010136-0.0045363i,-0.0032024-0.0031619i,-0.0035776-0.00092331i,-0.0022598+0.00065949i,-0.00092564+0.00095676i,-0.0015085+0.00068737i,-0.0013436+0.00053682i,-0.0005508+0.00077714i,-0.00014008+0.00090666i,-1.3006e-05+0.001397i,-0.00038196+0.00071417i,0.00015551-0.00058194i,0.00087618-0.00075603i,0.00072159+3.7433e-05i,0.00092007+0.00072875i,0.00068611+5.9835e-05i,-6.6615e-06+0.00041469i,-0.00065528+0.00058875i,-0.00049611-0.00065829i,3.9145e-05-0.00053995i
7.2217e-06-0.00057431i,-0.00013654-0.0019601i,-0.0019536-0.0024433i,-0.0024756-0.0027811i,-0.0020885-0.0011798i,-0.0011302+0.00064046i,-0.00079023+0.00016384i,-0.00125-0.00028695i,-0.0014314+0.00046642i,-0.0010921-9.596e-05i,-0.00018897-0.00028706i,-0.00025426+0.00036487i,-0.00054255+0.00050815i,7.6337e-05+9.2453e-05i,0.0008484+0.0001794i,0.00070432+8.1863e-05i,7.4737e-05-1.9754e-05i,-0.00043685+0.00048866i,-0.00057962+0.00037311i,-0.00026987+0.00095829i,-0.00012075+0.0018176i,-0.00014974+0.00094193i,-0.00031347+0.0003391i
0.0010776+0.00033518i,0.0013949+0.00046925i,0.0012957-0.00038989i,-0.00038908-0.0010166i,-0.0014461-0.00079967i,-0.00082121-0.00056154i,-0.0006252+6.262e-05i,-0.001075-7.7197e-05i,-0.00088388-5.3486e-05i,-0.00052409+0.00077353i,-0.00027229+0.0010676i,-0.00060349+0.00059272i,-0.00032079+0.00067679i,0.00061764+0.0013395i,0.0010197+0.0014603i,0.0011246+0.00073788i,0.0013356+0.00037054i,0.0005803+0.00020867i,-0.00035836+0.00026054i,-0.00020193+0.00063615i,-0.00015264+0.00077289i,-6.5723e-05+0.0010896i,-0.00013271+0.0013833i
-0.0013082+0.0010759i,0.00031224+0.0006129i,0.0011566+0.00046192i,0.00053881+0.00029272i,-0.00035469-0.0002145i,-0.00051082-0.00051929i,-0.00030705-1.9641e-05i,-0.00047425-0.00055973i,-0.0008776-0.00053768i,-0.00083276-5.732e-05i,-0.00057606-0.0004353i,-0.00072775-0.00081353i,-5.0515e-05-0.00053021i,0.00066396-0.00041415i,0.00074154-0.0012253i,0.00054506-0.0010511i,0.00034519+0.00010961i,0.00041609+0.00050246i,0.00044993+0.00017959i,0.00040956-8.833e-05i,-2.9565e-05+9.0758e-05i,-0.00033147+0.00029261i,-0.00016015+0.00025553i
-0.00013923-7.8727e-05i,0.00033226-0.00025091i,5.764e-05-0.0010992i,-0.00035666-0.001432i,-0.00098677+0.00030493i,-0.0016864+0.00095815i,-0.00038852+8.9427e-05i,7.8805e-05-0.00040129i,-0.0001454+0.00030398i,7.0356e-05+0.00077908i,2.0535e-05+0.00032227i,-0.00010608+0.00046338i,-0.00030126+0.00089683i,4.7298e-05+0.00067299i,0.00062369+0.00061705i,0.00018108+0.00062734i,-0.00029099+3.116e-05i,-0.00020569-0.00081666i,-0.00094873-0.0003737i,-0.00079422-0.00034565i,-2.8476e-05-0.00055758i,-0.0006967-0.00063123i,-0.00029364-9.5923e-05i
-0.00022651+7.4788e-05i,0.00022923-0.0010608i,2.9542e-05-0.0017506i,-0.0011185-0.0023629i,-0.0016309-0.0024887i,-0.0009785-0.001976i,-0.001314-0.0010183i,-0.0015801-0.00043565i,-0.00079132-0.00046761i,-0.00020434-0.00023919i,9.3036e-05+3.3137e-05i,-0.00042396+0.00017437i,-0.00076272+0.00082364i,-0.0002361+0.00027684i,0.00036219-0.00030415i,0.0005935+0.00026591i,-9.0826e-05+0.00058356i,3.1686e-05+0.00026806i,0.00022687+0.00095838i,0.00019443+0.0016929i,0.00051055+0.0015641i,1.602e-06+0.0010214i,-0.00021257+0.00069834i
-0.00032078+7.2289e-05i,-0.00011113-0.0014138i,-0.000488-0.0031174i,-0.0016935-0.0028201i,-0.0022641-0.00033846i,-0.0018441+0.00086457i,-0.0013882+0.00027444i,-0.0013384-0.00025948i,-0.0013463+0.00017501i,-0.0011378+0.00082647i,-0.00038325+0.00037124i,-0.0002942-0.00051051i,-0.00057854-0.0001774i,0.00035173-0.00019312i,0.00094972-0.00064638i,0.00062877-0.00026579i,-1.1687e-07-0.00018491i,0.00023883-8.036e-05i,0.00051385+0.0001487i,0.0002904-0.00028154i,0.00016397-0.00065907i,-0.00014381-0.0011138i,1.9429e-05-0.0017476i
-0.0021622+0.00042909i,-0.0016076-0.00021181i,-0.0016977-0.00034323i,-0.0019856-1.24e-06i,-0.0021443+0.0014124i,-0.0012899+0.0022504i,-0.00057861+0.00086867i,-0.00070082-0.00016286i,-0.0013004+0.00033773i,-0.001336+0.0006187i,-0.00070911+0.000748i,-0.0005166+0.00080876i,-0.00043398+0.00052561i,0.00014805+0.0006146i,0.00079111+0.0010501i,0.00067738+0.0010427i,0.00030817+0.00069324i,-7.7803e-06+0.00052037i,0.00015249+0.00075409i,0.00044814+0.0012052i,6.0737e-05+0.0010088i,-0.00049509+0.00066996i,-0.00052249+0.00058215i
-0.00042187-0.000714i,-0.00026544-0.0013706i,-0.0013812-0.001532i,-0.0026388-0.00075873i,-0.0021272+0.00066301i,-0.0015024+0.0010741i,-0.00095774+0.00048593i,-0.00056678+1.5436e-05i,-0.00077084+0.00010271i,-0.00090109+0.00031877i,-0.00072671+0.00048148i,-0.00026613+0.00088714i,0.00030061+0.00080154i,0.00053325+0.00097415i,0.00068355+0.0015798i,0.0009903+0.00088896i,0.0010193+3.4535e-06i,0.00035349+0.00045146i,-3.543e-05+0.00070651i,-0.00016617+0.00036518i,-0.00015866-0.00011141i,-0.000413+0.00013315i,-0.00028943+0.00025604i
0.0015127+7.4788e-06i,0.00286-0.00022734i,0.0030658-0.0014722i,0.0003445-0.0030788i,-0.0012918-0.0031693i,-0.0014137-0.0015738i,-0.0014118-0.00058884i,-0.0013557-5.3108e-05i,-0.0012824-5.1866e-05i,-0.00057692-0.00051i,1.941e-05+0.00015488i,-7.7979e-05+0.000589i,-0.00039311-5.3753e-05i,-0.00039237+0.00038759i,0.0004612+0.00076782i,0.00075879+0.00046194i,0.00015179+0.00036667i,-0.00034878+0.00037819i,-0.00037839+0.00032851i,0.00031707+8.2957e-05i,0.00041074-2.7702e-06i,-0.00064957+0.00055443i,-0.00099296+0.0011635i
-2.1807e-05+0.00055919i,0.00014149-0.00020621i,8.4573e-05-0.00092575i,-0.0009849-0.00059232i,-0.0021834-0.00064964i,-0.0014233-0.00067807i,-0.00048898-1.325e-05i,-0.00079753-0.00017475i,-0.0010945+0.00014752i,-0.00055479+0.00058297i,6.2721e-05+0.0008533i,0.00063966+0.00051607i,0.0012663-3.7624e-05i,0.0008538-0.00013451i,0.00046649-0.00013291i,0.000714+0.00022674i,0.0010678+0.00037754i,0.0010371+0.00034095i,0.00042426-3.9543e-05i,-4.3464e-05-0.00055131i,-0.00023815-0.00017227i,-0.00030115+0.00040559i,-0.00011596+0.00083651i
0.0014234+0.00026342i,0.00093696-0.00092397i,0.0011118-0.003244i,-2.1832e-05-0.0034674i,-0.001711-0.00169i,-0.001988-0.00024711i,-0.0014943+0.00081401i,-0.0012686+0.00074172i,-0.0014098+0.00020822i,-0.0010123-3.5112e-05i,-0.00020495-0.0002513i,0.00020967-0.0001892i,0.0008594+0.00030152i,0.0011181+0.00087976i,0.00066317+0.0013016i,0.00014504+0.0011879i,-0.00052796-0.00014093i,-0.00073181-0.00010476i,-0.00017364+0.00082235i,0.00010832+0.00046104i,0.00017014+0.00045676i,0.00036067+0.00081914i,3.6357e-05+0.00084132i
-0.00049766+0.00074102i,0.00080551+0.0002643i,0.0009702+0.00066647i,-0.00017303+1.6424e-05i,-0.0013394-0.00025203i,-0.00027643+0.00051585i,0.0006302+0.00082519i,5.6893e-05+0.00058895i,-0.00022511+0.00095424i,-0.00058138+0.000528i,-0.0011695+0.00015619i,-0.00060462+1.6503e-05i,-0.00011378+0.00031158i,-0.00028272+0.00091269i,0.00013153+0.0011237i,0.0014562+5.1195e-05i,0.0015466-0.0010192i,-0.00012361-0.00053778i,-0.00070234-0.00036362i,-0.00085971-0.00042123i,-0.00057048-2.366e-05i,-0.00043933-0.00020161i,-0.00059125-8.835e-05i
-0.0010653-0.0014287i,-0.00036812-0.0015196i,-0.0012669-0.0021426i,-0.0033785-0.0018811i,-0.0038691-0.00066057i,-0.0018631+0.00093806i,0.00037071+0.00074293i,9.1353e-05+0.00073574i,-0.0011165+0.00079223i,-0.00055005-8.3079e-05i,0.00061496+0.00056287i,0.00014289+0.001201i,-0.00033269+0.00057223i,0.00021014-0.00015442i,0.00034265-0.00060225i,0.0011198-0.0010922i,0.0008698-0.00082099i,-9.7016e-05-0.00022847i,0.0002454+0.0004718i,0.00036444+0.0018067i,-6.6493e-05+0.0013033i,-0.00022733+0.00011479i,2.1673e-06-0.0001701i
-0.00054672+0.00056399i,0.00072352+0.00043025i,0.00068678-0.00073601i,-0.00099882-0.0022255i,-0.0015849-0.0020284i,-0.0011984-0.00074687i,-0.0010142+0.00017786i,-0.00084983+3.4427e-05i,-0.00085968-0.00042404i,-0.00054599-0.00044542i,-0.00016313-0.00017106i,6.4103e-06+0.00068411i,-0.0005397+0.0010811i,-0.00058899+0.00023281i,0.00035149-0.00041262i,0.0004682+0.00025597i,0.00015095+0.00038664i,0.0001512+0.00033309i,0.00060898+0.00055547i,0.00071065+0.00068477i,-0.00016159+0.0012233i,-0.00064805+0.0011856i,-0.00020519+0.00089893i
0.00081201+0.00097567i,0.0020716+0.0001274i,0.0021638-0.0014562i,0.00062646-0.0024259i,-0.00050186-0.0017571i,-0.00077685-0.00048451i,-0.00059476+0.00074539i,-0.00065615+0.00094614i,-0.00061733+0.00040227i,-0.00062835-0.00022188i,-0.00038979-0.00040562i,0.00019063-6.0068e-05i,0.00019063+0.00020967i,0.00051604+0.00017861i,0.0010163+0.00062417i,0.0012023+0.00086186i,0.00020678+8.7507e-05i,0.00042615-0.00088537i,0.0011284-0.0010535i,0.00052236-0.00045433i,-0.00026706+0.00016317i,-0.00056579-0.00031346i,-0.00022681-0.00090468i
0.00095588-0.00066097i,0.00108-0.0014858i,0.0015697-0.002617i,0.00032718-0.0034965i,-0.0014896-0.0033574i,-0.0019089-0.0023461i,-0.0011933-0.0010503i,-0.00048713-0.00010156i,-0.00013436+0.00019092i,-3.9842e-07+0.00052468i,-0.00063733+0.00059696i,-0.0011132+0.0012292i,-0.00034155+0.0012753i,0.0005461+0.00034525i,0.0004942+0.00029967i,0.00050652+0.00031102i,0.0011197-7.1158e-06i,0.00059118-0.00034038i,-0.00013987-0.00037274i,-0.00044839-0.00066211i,-0.00059517-0.00029306i,-0.00053916+8.8658e-05i,0.0005201+0.00018532i
3.2827e-06+0.00055988i,0.00012542-0.00029387i,-0.001547+0.00021707i,-0.0025093+0.00087923i,-0.0024851+0.00061653i,-0.0024505+0.00026407i,-0.0015808-0.00022218i,-0.0011974-3.3821e-05i,-0.0012618+7.408e-06i,-0.00072242+0.00020017i,0.00041445+0.00021392i,0.00074548+2.5019e-06i,0.00052921-5.8384e-06i,0.00049547+0.00035401i,0.00052775+0.00074135i,0.00027651+0.00089208i,0.00010639+0.00074743i,0.00015986-7.0729e-05i,-0.00022475-0.00052872i,-0.00048058+0.0002526i,-0.00030913+0.00050691i,-0.00082051-1.9474e-06i,-0.0012598-1.3791e-05i
0.00040259+0.00074315i,0.00050078+0.00026668i,0.00013175-0.00084583i,-0.00051697-0.00096761i,-0.00092112-0.00047286i,0.00017031-0.00055238i,0.00093606+2.4696e-05i,0.00035951-0.00037069i,8.7089e-05-8.4035e-05i,-0.00024986+0.00066711i,-0.00063368+0.00098205i,-0.00012807+0.0014117i,0.00014194+0.001569i,-0.00032427+0.00093635i,0.00011128+0.0005806i,0.00022022+0.00047019i,-0.00021431+2.3112e-05i,9.9792e-06-0.00025695i,0.00039533-0.00054034i,0.00018963-0.00051764i,0.00013165-3.94e-05i,0.00012418+0.00039711i,-0.00016546+8.3389e-05i
-0.0004206-0.0020961i,0.00017041-0.0016947i,0.0004979-0.0029748i,-0.00061203-0.0028563i,-0.0026614-0.00088153i,-0.0022842+0.0011749i,-0.0011204+0.0014181i,-0.0011949+0.00027809i,-0.00092253+0.00028941i,-0.0004886+0.00067958i,-0.00030115+0.00035777i,-0.00014104+0.00039517i,0.00041049+0.00074741i,0.00079123+0.00060255i,0.0010242+6.9533e-05i,0.00083424-0.00022368i,0.00060239-0.00028876i,0.00032308-0.00056176i,-0.00017853-0.00029658i,-0.00045544+0.00018654i,-0.0003387-0.00012685i,-0.00076317-0.00013723i,-0.00018058+0.00049234i
-0.00016878-0.001133i,0.00062794-0.0026326i,-0.000228-0.0045329i,-0.0029782-0.0038462i,-0.0042365-0.0023494i,-0.0030034-0.00073176i,-0.0019571-2.3414e-05i,-0.0014092+0.00023563i,-0.0013154+0.00054249i,-0.0011028-0.00015392i,-0.00095141-0.00040571i,-0.00084259-0.00059308i,-0.00047617-0.0002792i,-0.0009086+0.00037772i,-0.00056249+0.00082264i,0.00087144+0.0005258i,0.0006008-0.00048473i,-0.00031307-0.0010414i,0.00013957-6.9353e-05i,-0.00016813+0.00062869i,-0.00046871+0.0010025i,0.00018746+0.00040915i,0.00073112-0.00022125i
0.0012142+0.0013621i,0.0016707+0.0004489i,0.0011272-0.00033862i,-0.00022874-0.00026183i,-0.001325+0.0003084i,-0.0017801+8.1187e-05i,-0.001671-0.00024882i,-0.0019259-0.00028547i,-0.0013164+0.0002071i,0.00022273+0.00059595i,0.00035217+0.00037089i,-0.0005823+0.00034431i,-0.0012444+0.00015792i,-0.00049899+0.00036551i,0.00044901+0.00044103i,0.0007909-0.00047014i,-5.9625e-05-0.001332i,-0.00039976-0.0010508i,0.0001233-0.00065147i,-0.00055209-0.00038743i,-0.0013489-7.5383e-06i,-0.0010609-0.00011514i,-0.00022853-0.0001359i
-0.00057444+2.4235e-05i,-0.00010358+0.00017075i,0.00059523-2.4023e-05i,-0.0001545+0.0001479i,-0.0017299+0.00075984i,-0.0013349+0.00053102i,-0.00049052+0.00015631i,-0.00085098+0.0003527i,-0.00157+0.0006632i,-0.00081587+0.001351i,5.8405e-05+0.0010204i,-0.00022917-0.0003587i,-0.00038736-0.000172i,-0.00016814+0.00035952i,0.00021454+0.00076078i,3.3065e-05+0.00031882i,0.00051878-0.00045771i,0.0011265-0.00043176i,-0.0001108-0.0003127i,-0.00061719+0.0002675i,1.2656e-05+0.0006234i,-0.00026494+0.00049586i,0.00033265+0.0010091i
1.0656e-05-0.0014306i,-0.00011626-0.0015413i,-0.0012426-0.0030305i,-0.0024163-0.0029751i,-0.0022551-0.00084192i,-0.0016624+0.00093399i,-0.0010087+0.00077463i,-0.00092046-0.0004845i,-0.0017856-0.00042304i,-0.0017048+0.00011324i,-0.00086559+0.00042738i,-0.00056051+0.0001458i,-0.00040762-5.7794e-05i,0.00024004-0.00011575i,0.0011433-8.5683e-05i,0.0010474+5.8871e-05i,0.00039916+0.00039876i,-6.7498e-05+0.00024269i,-7.493e-05-3.2371e-05i,8.0627e-05+0.0002932i,3.4754e-05+0.00061455i,0.00026184+0.00035192i,0.0002234-7.7874e-05i
-0.00084191-0.0022791i,-0.00097843-0.0021838i,-0.0021916-0.0021208i,-0.003505-0.0017811i,-0.0034211-0.00057077i,-0.0021403+0.0010233i,-0.0012247+0.0008123i,-0.0017145-0.00045323i,-0.0023025+6.4583e-05i,-0.0011745+0.00081461i,-4.1541e-06+0.00082015i,1.4289e-05+0.00092007i,-0.00029591+0.00085952i,-0.0012026+0.00038305i,-0.0013678-0.00017315i,-0.00071903-0.00010314i,-0.00064778+0.00040691i,-0.0004626+0.00018523i,-0.00042227+0.00024726i,-0.00020276+0.00089382i,-0.00043399+0.00065918i,-0.00057305+0.00033624i,-0.00057008+0.00041846i
-0.00097372-0.00029822i,0.00019222-0.00030883i,0.00034526-0.00010352i,-0.00089828-0.00083363i,-0.0019014-0.00050373i,-0.001591-0.00038246i,-0.0010788-0.00042673i,-0.0018145+0.00023272i,-0.0024258-0.00010473i,-0.0015264-0.00029795i,-0.00047911-0.00058854i,3.1308e-05-0.00051141i,5.2874e-05+0.00053314i,-0.0003339+0.00090962i,-0.00045395+0.00063405i,0.00040266+0.00018213i,0.00053819-0.00076531i,0.00019104-0.00064408i,0.00041488+0.00010885i,-0.00038693+0.00052561i,-0.00097287+0.0008316i,-0.0012234+0.00092005i,-0.0008274+0.00053413i
0.0014768+0.0015375i,0.0013991+0.00062545i,0.0018253-0.00082097i,0.001191-0.001929i,-0.00021462-0.0017559i,-0.0003607-0.0011773i,-4.9567e-07-0.00048192i,-0.00028555+0.00024978i,-0.0001054+0.00043563i,0.00011418+0.00050909i,-0.00055492+0.00021268i,-0.00090168+0.00030213i,-0.00024304+0.0010904i,0.00035561+0.0013957i,0.00077956+0.00086834i,0.00034008+3.8636e-05i,-0.00024959-0.00047005i,-0.00055639-0.00071085i,-0.00060583-0.00018081i,-0.00070146+0.00079312i,-0.0012517+0.0010727i,-0.0014189+0.00093724i,-0.0011798+0.00038945i
0.00042525-0.00015425i,0.00033169-0.00090009i,-0.00012843-0.0019821i,-0.0014718-0.002604i,-0.0024415-0.0015109i,-0.0023665-0.001084i,-0.0015577-0.00071089i,-0.00042247+0.00014038i,-0.00024837-0.00030144i,-0.00017272-0.00037751i,-7.4834e-05-0.00054126i,-0.00037481+9.0133e-05i,-0.00028519+0.0010078i,0.00027363+0.0011108i,0.0010826+0.00056767i,0.00086541+7.6884e-05i,0.00019873+6.6557e-05i,-5.9981e-05+0.00025287i,-0.0003133+0.00014883i,-0.00033857-0.00018378i,0.00010244-0.0001623i,2.8427e-05+0.00063413i,0.00011614+0.0011057i
-0.00031032-0.0005831i,0.00015617-0.0013481i,0.0002024-0.0020626i,-0.0021704-0.001293i,-0.0038337-0.00041052i,-0.0026673+0.00095168i,-0.00076828+0.0012816i,-0.00014506-6.5766e-05i,-0.00092939-0.0007141i,-0.00075535-0.00024672i,-6.6076e-05-9.9131e-05i,2.6748e-05+0.00012842i,0.00018867+0.00048391i,0.00046442+0.00018179i,0.001041-6.8514e-05i,0.0010467-9.9255e-05i,0.00040481+0.00045095i,-3.5302e-05+0.0013523i,-0.00079434+0.0017808i,-0.0014424+0.0012378i,-0.00061696+0.00027297i,0.00052615-0.00016229i,0.00056614+0.00026325i
0.00073714-0.00078585i,-8.079e-05-0.0018051i,-0.00099041-0.002565i,-0.0018569-0.0013217i,-0.0019212+0.00034374i,-0.00033066+0.0003692i,-0.00011553+0.00022989i,-0.00086623-1.9658e-05i,-0.0012262-0.00055716i,-0.0014663-0.00033703i,-0.0014918-0.0010517i,-0.0012805-0.0015426i,-0.00088129-0.00074172i,-0.00029727+6.9049e-05i,-0.00033331+0.00049711i,-0.00029922-0.00081834i,9.3582e-05-0.0012332i,-0.00044692-0.00032878i,-0.0013479-0.00022359i,-0.0004954-0.00025785i,0.00060572+0.00025807i,0.00021255+0.00056171i,0.00027159+0.00027881i
-0.0013023+0.00027815i,-0.00073144-0.00096825i,-0.0011672-0.0019513i,-0.0025667-0.0018305i,-0.0034843-0.00070385i,-0.0022899+0.00010273i,-0.00058554+0.00010448i,-0.00067757-0.00030468i,-0.0010828+0.00025263i,-0.00039066+0.00059895i,4.7908e-05+0.00041025i,-2.557e-05+0.0003927i,0.00035611-8.6739e-05i,0.00063353-0.00076123i,0.00029268-0.0013619i,-1.415e-05-0.0007415i,-0.00069289-6.5258e-05i,-0.00094154-0.00058931i,-0.00023433+0.00015978i,-5.7719e-05+0.0011166i,-0.00060354+0.0006776i,-0.0007995+0.00061136i,3.1565e-05+0.00053347i
0.00017613-0.00052878i,0.00083702-0.0017446i,7.1458e-06-0.0016789i,-0.0014018-0.0016188i,-0.0020174-0.0010251i,-0.0015963-0.00032363i,-0.00089665+0.00037409i,-0.00083677+0.0010596i,-0.00055012+0.00052473i,-5.3644e-05-0.0008318i,-9.8249e-05-0.0012251i,-0.00051331-0.00055928i,-0.00059018-5.8429e-05i,-0.00084536-0.00032985i,-4.197e-05+0.00029944i,0.00059556+0.00075023i,-0.00030442+0.00025927i,-0.00011491-0.00011533i,0.00039367+0.00022579i,-0.00035147+0.0012496i,-0.0007077+0.00096836i,-0.0008647+0.00020572i,-0.00038944-0.000482i
-5.6108e-05+0.00034663i,0.00012632-0.00091479i,0.00089326-0.0010564i,0.00048809-0.00038201i,-0.00076481-0.0006438i,-0.0018742-0.00095564i,-0.0014313-0.00067103i,-7.7915e-05-0.00049263i,-9.5082e-05-0.00037531i,9.7192e-05+6.104e-05i,0.00030952+0.00024321i,-0.00031944+1.4504e-05i,-0.00077431+0.00023024i,-0.0005831-3.7011e-05i,-0.00057664-0.00036141i,-0.00038036-3.309e-06i,-0.00011461+4.1032e-05i,-2.9717e-05-0.00036029i,-1.0051e-05-0.0010141i,-0.00078998-0.00067888i,-0.0014542-2.7299e-05i,-0.00090403+0.00018388i,-0.00031298+0.00045458i
-0.001563+7.7777e-05i,-0.001906-0.00041595i,-0.00087038-0.001681i,-0.0016103-0.002138i,-0.0029665-0.0016407i,-0.0023025-0.00093842i,-0.0010852-0.00043996i,-0.0012534+4.2509e-05i,-0.0015662+0.0010756i,-0.001244+0.0010521i,-0.00042581+0.00035552i,-0.00034156+0.00022198i,-0.00083794-0.00029449i,-0.0005091-0.00039927i,0.00059777-0.0002158i,0.0007628+0.00024009i,0.00041859+0.00079752i,-3.1435e-05+0.00097552i,-0.00015246+0.001132i,-0.00030027+0.00093436i,-0.00023279-9.9295e-05i,8.9549e-05-5.1593e-05i,3.7503e-05+0.000259i
0.0013897-0.0012551i,0.0015105-0.0019845i,0.0010571-0.0024435i,8.8386e-05-0.002458i,-0.001561-0.0013695i,-0.0017469+0.00034741i,-0.00043507+0.00046915i,-8.236e-05-6.0929e-06i,-0.00033974-0.0004592i,-0.00024074-0.00017378i,-0.00034344+0.00027301i,0.00041362+0.00087559i,0.0011158+0.00085337i,0.0008475+0.00016181i,0.00044433+0.00017626i,-9.0249e-06-0.00011975i,-0.00037206-0.001089i,-0.00072932-0.001104i,-0.00087029-0.00045877i,-0.0009259-0.00015343i,-0.00062032-0.00014645i,-0.00058734+0.00023799i,-0.00093113+0.00047487i
-0.0013688-0.00068584i,-0.00071694-0.0012107i,-0.0019573-0.0011992i,-0.0041584-0.0017672i,-0.0036044-0.0010323i,-0.0013274+0.00013562i,-0.00019044+0.00017787i,-0.00037627-0.00054717i,-0.00085426-0.00063094i,-0.00040343-1.5645e-05i,0.00017474+0.00016535i,-0.0002276+0.00045121i,-0.00040044+0.00084146i,-5.3264e-05+0.00029977i,0.00046912+0.00016412i,0.00040354-0.00047999i,0.00042067-0.00021254i,0.00059034-0.00023602i,0.00025523-0.00063257i,0.00021804+0.00022187i,0.00023995+0.00016298i,0.00015061+9.0293e-05i,-0.0002422+0.00017675i
-0.00072166-0.00030522i,-0.00020944-0.00015692i,-0.0010666-0.00057527i,-0.00104-0.0013418i,-0.00030499-0.00089411i,-0.00019844+2.8525e-05i,-9.0724e-05+0.00017639i,-0.00027905+4.3803e-05i,-0.00071723+8.8802e-05i,-0.00088761+0.00095486i,-0.00046138+0.0013851i,0.00046612+0.00079461i,0.00074071+0.00073079i,0.00066505+0.0003958i,0.00033938+0.00017637i,-0.0003717+8.8769e-05i,-0.00073559-0.0001976i,-0.00079944+0.00053714i,-0.0009466+0.00084005i,-0.00076018+0.00029345i,-0.00059968-3.6174e-05i,-0.00071555-0.0012402i,-0.00035115-0.001131i
-0.00052856+0.00080001i,0.00075359-0.00082302i,0.0010239-0.0010959i,0.00014959-0.00081938i,-0.00023043-0.00096134i,0.00013401-0.00084558i,-0.001118-0.00096124i,-0.002289-0.0020002i,-0.0018074-0.0011993i,-0.0013765+9.1358e-06i,-0.00075562+0.00021186i,-0.00044205-6.5979e-05i,0.00036884-8.0451e-05i,6.3578e-05+0.00048246i,-0.00073176+0.00071284i,-4.7412e-05-0.00016526i,0.00081385-0.00061156i,0.0006661-0.00053243i,-0.00015412-0.00066664i,-0.0010292+5.2274e-05i,-0.00084472+0.00071529i,-0.00047574+0.00061555i,-0.00014263+0.00011529i
-0.00020235-0.0020304i,-0.00094416-0.0022815i,-0.0020874-0.0022303i,-0.0028841-0.0020745i,-0.0027449-0.00085911i,-0.00099223+0.00089715i,0.00029194+0.00036787i,0.00031525-0.00080522i,-0.00030065-9.8835e-06i,-0.00072314+0.00073661i,-0.00042164+0.0011217i,-0.00018982+0.00049275i,-0.00011656+5.569e-05i,8.697e-05+0.0001926i,0.00084438-0.00085705i,0.0012721-0.0013121i,0.00053236-0.00064895i,-0.00022668+0.00025877i,-0.00066512-6.4934e-05i,-0.0012186-0.00073246i,-0.0013633-0.00074151i,-0.0010045-0.00058835i,-0.0011077-8.9821e-05i
0.0004713-0.00090665i,0.00030588-0.00047103i,-0.00065713-0.0012073i,-0.0020313-0.0018543i,-0.0031161-0.0017147i,-0.0030693-0.0014197i,-0.0021398-0.00050217i,-0.0012331-0.00035289i,-0.00048217-0.00022296i,-0.00037547+0.00022422i,-0.000417+0.0010875i,1.4304e-05+0.0014691i,2.2723e-05+0.0010701i,0.00022071+0.00080356i,0.00046454-1.2629e-06i,0.00061975-0.00060332i,0.00010007-0.00075023i,-0.000745-0.00039005i,-0.00074023+0.00050449i,-0.00047767+0.0004567i,-0.00013354-0.00045992i,0.00016937-0.00037296i,0.00027794-0.00068856i
-0.0016426-0.00076929i,-0.00084483-0.001056i,-0.00034091-0.0017783i,-0.0012417-0.0026471i,-0.0021623-0.0012818i,-0.0011615+0.00048692i,-0.00030334+0.00032988i,-0.0003425-0.00051022i,-0.00091597-0.00020483i,-0.0010672+0.00020991i,-0.00012335-1.8573e-05i,0.00032911-0.00057109i,0.00013306-0.00089504i,2.6621e-05-0.00098181i,0.00013811-0.00045261i,0.00025305-0.00023613i,0.00074665-0.00034274i,0.00029702-0.00053972i,-0.00040002-0.00056127i,-0.00047308+0.00045581i,-0.00044583+0.00066208i,-0.00010378+0.00025613i,-0.00030044+0.00052883i
