-0.00082935+0.00097378i,-0.00032099+0.00032309i,-0.00089439-0.00078984i,-0.0026036-0.0016412i,-0.0030228-9.3948e-05i,-0.0020794+0.0016162i,-0.0018819+0.0015127i,-0.0015645+0.00046114i,-3.2288e-05-1.5293e-05i,0.00068116+0.00061882i,0.00046909+0.00045518i,0.00053086-0.00079836i,0.00061641-0.0010392i,0.00075968-0.00029004i,0.0010503+0.00075559i,0.0010874+0.00070282i,0.00064233+0.00027152i,-0.00026024+0.00063145i,-0.00050008+0.00038122i,-0.00030845+0.00032186i,-0.0008409+0.00016162i,-0.00086521+8.5542e-05i,0.00020192+0.00094952i
0.0034221+0.018989i,0.032856+0.024762i,0.08433-0.017664i,0.082607-0.08044i,0.005685-0.052464i,-0.03164+0.048753i,0.0071745+0.086445i,0.024444+0.041326i,0.00089157+0.00041535i,-0.0088591-0.0080598i,-8.0351e-05-0.0097373i,0.0086611-0.0094434i,0.011523-0.0070044i,0.0099335-0.0060814i,0.0075007-0.0064068i,0.0087285-0.008007i,0.01053-0.010613i,0.0094302-0.014336i,0.0069406-0.017657i,0.0025769-0.016588i,-0.0022455-0.0099007i,-0.0030053-0.0025249i,-0.00065209-0.0014566i
-0.03142-0.056226i,-0.074559-0.13272i,-0.11509-0.17495i,-0.098826-0.12973i,-0.0003831-0.085033i,0.09096-0.098956i,0.083086-0.098482i,0.035163-0.051711i,0.011407-0.011773i,0.0007917-0.00054694i,-0.0026304-0.0004426i,0.00019888-0.0057819i,0.0026332-0.009107i,0.0047076-0.0077178i,0.0041996-0.0079066i,0.00044267-0.010657i,-0.0052076-0.010404i,-0.01387-0.003463i,-0.021546+0.0059164i,-0.020325+0.0099947i,-0.013259+0.0051413i,-0.010059-0.0014607i,-0.010459-0.0013073i
0.032544+0.021982i,0.076586+0.075952i,0.12431+0.14583i,0.14894+0.15209i,0.11042+0.088248i,0.019797+0.030384i,-0.027788+0.020217i,-0.010884+0.022351i,0.010344+0.018544i,0.013762+0.021145i,0.0087855+0.022013i,0.0027485+0.017168i,0.0018956+0.011434i,0.0027612+0.0082255i,0.0037385+0.010233i,0.0038468+0.014946i,0.0050806+0.016941i,0.013969+0.012743i,0.021457+0.00387i,0.018473-0.0019009i,0.011825-0.0014241i,0.0077628+0.00059938i,0.0068546+0.00094504i
0.028687+0.030848i,0.06141+0.043497i,0.069668+0.0053146i,0.025863-0.059396i,-0.015786-0.054815i,0.0072505-0.0036945i,0.038552-0.010665i,0.019565-0.037301i,-0.0030977-0.028049i,-0.0023689-0.016807i,-0.00421-0.015246i,-0.0093066-0.012993i,-0.013576-0.012545i,-0.019605-0.0099411i,-0.020258-0.004084i,-0.014858-0.0015213i,-0.0097079-0.0042124i,-0.0097295-0.0081104i,-0.01286-0.0093399i,-0.011293-0.0060593i,-0.0037417-0.00046837i,0.0033217+0.0016602i,0.0048712+0.00028726i
-0.070526-0.012475i,-0.1598-0.035695i,-0.22742-0.041259i,-0.21099-0.019681i,-0.1553-0.038933i,-0.13847-0.091647i,-0.13637-0.079657i,-0.090252-0.029145i,-0.036258-0.01288i,-0.01423-0.014721i,-0.0080204-0.010654i,-0.0083996-0.0045917i,-0.013115+0.00026476i,-0.014654+0.0028986i,-0.01375+0.0038637i,-0.011397+0.0057531i,-0.0068478+0.0096814i,-0.00067347+0.015101i,0.0078421+0.018229i,0.012087+0.012313i,0.005945+0.0027794i,-0.0015497+0.00056887i,-0.0016788+0.0036144i
0.017271-0.024555i,0.062293-0.031148i,0.13086-0.028086i,0.16717-0.030984i,0.12673-0.017695i,0.058465+0.041342i,0.037871+0.083499i,0.041287+0.056291i,0.033356+0.0078846i,0.024941-0.012248i,0.021985-0.0086504i,0.020784+0.0011709i,0.021238+0.0060311i,0.022737+0.0018485i,0.023639-0.0052793i,0.023883-0.0074416i,0.02227-0.0087954i,0.013515-0.016602i,-0.0002162-0.023118i,-0.0074141-0.019281i,-0.007012-0.010854i,-0.0041944-0.0062466i,-0.0021528-0.0055216i
0.067597+0.0039289i,0.13015-0.00044319i,0.12484-0.010335i,0.03689-0.007507i,-0.0044859+0.016116i,0.037764+0.017205i,0.048758-0.014673i,0.010259-0.019958i,-0.016666-0.00065074i,-0.025216+0.006914i,-0.024569+0.0082581i,-0.014176+0.0078506i,-0.0041014+0.0077566i,-0.00051724+0.010942i,-0.00011181+0.01082i,-0.0033335+0.0038536i,-0.010728-0.0012059i,-0.01669+0.0026835i,-0.017323+0.0091448i,-0.013136+0.00892i,-0.0075624+0.0020994i,-0.0042262-0.0042022i,-0.005075-0.0042654i
-0.058758+0.046781i,-0.12608+0.09757i,-0.15087+0.14565i,-0.088025+0.16428i,-0.038144+0.14666i,-0.045502+0.11965i,-0.036278+0.10319i,-0.0042743+0.076162i,0.0070131+0.047724i,0.0025654+0.037496i,0.0024192+0.025894i,0.0014962+0.01007i,-0.0021284+0.0040127i,-0.0043648+0.0077252i,-0.0037599+0.013958i,-0.00014752+0.015986i,0.0045425+0.012593i,0.012266+0.0069095i,0.018125-0.0011003i,0.014705-0.0051938i,0.0064789+0.00078117i,0.0007813+0.0074454i,0.00031301+0.0083422i
-0.033822-0.02483i,-0.052037-0.05334i,-0.033598-0.10391i,0.011455-0.16156i,0.050172-0.17788i,0.069535-0.14234i,0.07841-0.10261i,0.063874-0.082711i,0.031642-0.062908i,0.015302-0.044499i,0.010417-0.0348i,0.004572-0.026692i,-0.0020995-0.02165i,-0.011719-0.020532i,-0.018233-0.017748i,-0.015231-0.015704i,-0.010073-0.015074i,-0.0097769-0.010205i,-0.010641-0.0015597i,-0.0068973+0.0027926i,-0.001994+0.0010908i,-0.00067678-0.00024625i,-0.0014289-0.001762i
0.066887-0.058073i,0.12629-0.11001i,0.12556-0.1158i,0.045666-0.059847i,-0.020469-0.028507i,-0.040695-0.057811i,-0.070311-0.074351i,-0.080321-0.03877i,-0.048493-0.0036596i,-0.020356+0.0074973i,-0.0084931+0.010771i,-0.0038953+0.0083807i,-0.0031876+0.0035245i,-0.00043743+0.0023275i,0.0010616+0.0046886i,-0.0012088+0.010648i,-0.0010482+0.017453i,0.0038209+0.017713i,0.0083615+0.013122i,0.0066387+0.0084597i,0.0013088+0.004632i,-0.0013897+0.002538i,-0.00059904+0.0038958i
0.01029+0.068732i,0.024127+0.14042i,0.057801+0.17091i,0.10805+0.12225i,0.12839+0.06005i,0.10464+0.051414i,0.081109+0.057843i,0.063463+0.035704i,0.047678+0.0094376i,0.037961-0.00488i,0.022457-0.0090095i,0.005069-0.0041437i,-0.00019788+0.002098i,0.0067115+0.0024594i,0.016521-0.0036243i,0.020309-0.0073382i,0.018259-0.0082357i,0.010757-0.012784i,-0.00079129-0.016766i,-0.0039217-0.016887i,0.002375-0.013392i,0.0085817-0.0085638i,0.010263-0.0056607i
-0.056641+0.032682i,-0.11389+0.053246i,-0.14942+0.030889i,-0.16879-0.030574i,-0.19152-0.058558i,-0.17344-0.049742i,-0.11102-0.045158i,-0.060502-0.044041i,-0.041335-0.036946i,-0.036213-0.027581i,-0.030968-0.016992i,-0.021419-0.0031995i,-0.012648+0.0073913i,-0.0089566+0.012605i,-0.0092352+0.012857i,-0.012794+0.0051162i,-0.016396-0.0023776i,-0.014273-0.00077346i,-0.0078107+0.0047023i,-0.0058311+0.0067171i,-0.0086847+0.004521i,-0.010349+0.0023106i,-0.011226+0.0011759i
-0.00056763-0.098571i,0.006933-0.18321i,0.0075847-0.17554i,0.011389-0.044083i,0.022787+0.068575i,0.0018237+0.1081i,-0.027293+0.12831i,-0.015207+0.12087i,0.0051027+0.083744i,0.0082331+0.055199i,0.011936+0.037067i,0.015869+0.017888i,0.013428+0.0051918i,0.0068803+0.00026763i,0.0016293+0.0028345i,0.0038593+0.0084909i,0.0089405+0.0089097i,0.010639+0.0063949i,0.012093+0.0035308i,0.014682+0.0017351i,0.014634+0.0020916i,0.0094872+0.0013472i,0.0033325+0.0015719i
0.06103+0.020047i,0.11753+0.036479i,0.15613+0.0024032i,0.1532-0.085939i,0.13277-0.1472i,0.12129-0.15437i,0.10387-0.1345i,0.067804-0.09872i,0.03429-0.065073i,0.016004-0.042858i,0.0044365-0.022629i,0.0006566-0.0049257i,-0.0002163+0.00086316i,-0.0092665-0.0006289i,-0.01808-0.00098039i,-0.015408-0.0023974i,-0.0073429-0.0061596i,-0.0044683-0.0070629i,-0.0070744-0.0042491i,-0.011235-0.0047339i,-0.014382-0.009327i,-0.012937-0.010822i,-0.0071888-0.010807i
-0.011283+0.090511i,-0.031319+0.17998i,-0.058399+0.227i,-0.083126+0.20046i,-0.1005+0.16207i,-0.094729+0.13611i,-0.076941+0.075836i,-0.070423+0.012412i,-0.062614-0.0057098i,-0.044713+0.0013986i,-0.022595+0.0060438i,-0.0048051+0.0011318i,0.0023359-0.004078i,0.0066529-0.00047888i,0.010758+0.0062713i,0.0063809+0.012392i,5.6957e-05+0.016995i,-0.00029884+0.013983i,0.0011419+0.0052573i,0.0011213+0.0033714i,0.0016726+0.0097818i,0.0032164+0.014881i,0.0032639+0.016299i
-0.070502-0.064324i,-0.11313-0.11302i,-0.090469-0.1047i,0.0097016-0.045642i,0.11739-0.018529i,0.15926-0.018123i,0.15167+0.004188i,0.12869+0.01667i,0.094688+0.0083317i,0.069115-0.00035635i,0.045818-0.01586i,0.013377-0.026358i,-0.0081268-0.022072i,-0.0094317-0.015671i,-0.0002646-0.013347i,0.0088554-0.013186i,0.012143-0.01282i,0.0094265-0.012267i,0.0032858-0.013178i,-0.00044947-0.01794i,-0.00066684-0.021532i,0.00038535-0.016959i,0.0018914-0.0096872i
0.051115-0.053785i,0.088344-0.11739i,0.084259-0.18435i,0.00080331-0.21781i,-0.1209-0.20838i,-0.18155-0.17111i,-0.15886-0.11752i,-0.10096-0.068848i,-0.052855-0.040702i,-0.033699-0.025645i,-0.02373-0.011878i,-0.010393+0.00043004i,0.00030722+0.0088713i,0.0059661+0.014916i,0.0045231+0.015338i,-0.0032064+0.0072486i,-0.012028-0.00074331i,-0.015863-0.00097049i,-0.012832+0.0047122i,-0.0093818+0.013914i,-0.0078797+0.017762i,-0.0072341+0.010317i,-0.010306+0.00062326i
0.067674+0.083601i,0.12424+0.15625i,0.13832+0.18451i,0.11608+0.1667i,0.11707+0.1636i,0.10963+0.16828i,0.052003+0.14274i,-0.0068171+0.11322i,-0.023781+0.086356i,-0.017386+0.056993i,-0.009812+0.032313i,-0.0043751+0.013967i,-0.0027721+0.0031311i,-0.0030459-0.0052345i,-0.0043787-0.010815i,-0.0034997-0.0071303i,0.0012858+0.0006875i,0.0050762+0.006213i,0.0084327+0.011184i,0.015231+0.01033i,0.022316+0.0017293i,0.022477-0.004795i,0.017418-0.0026957i
-0.094606+0.011651i,-0.1647+0.025339i,-0.14216+0.025544i,-0.040412-0.020996i,0.0143-0.10868i,0.018267-0.17091i,0.030567-0.16808i,0.038465-0.13404i,0.029305-0.093898i,0.013546-0.061294i,-0.0073098-0.029977i,-0.020654+0.0086617i,-0.019982+0.028786i,-0.021895+0.027163i,-0.025157+0.023572i,-0.017814+0.017903i,-0.0064713+0.006857i,-0.0010842-0.0033077i,-0.001091-0.0074235i,-0.0079694-0.0077907i,-0.018371-0.0045982i,-0.019524-0.00019499i,-0.010044-7.438e-05i
-0.027472-0.07452i,-0.0729-0.12934i,-0.14375-0.12858i,-0.19949-0.043685i,-0.2104+0.067441i,-0.19252+0.12606i,-0.14339+0.1139i,-0.082122+0.064176i,-0.047331+0.021955i,-0.028344+0.013582i,-0.0038013+0.015828i,0.018899+0.0029976i,0.02527-0.013267i,0.022229-0.01492i,0.021524-0.0023903i,0.019556+0.01134i,0.013935+0.016525i,0.0088437+0.012915i,0.004359+0.0026753i,0.0040046-0.0053229i,0.0041094-0.0053962i,-0.0022051+0.00049081i,-0.0096045+0.008701i
0.12432+0.021655i,0.23461+0.049993i,0.26674+0.066783i,0.2133+0.036426i,0.19298-0.024451i,0.21417-0.049191i,0.2001-0.024241i,0.15172+0.012738i,0.10583+0.027425i,0.073076+0.018962i,0.046363-0.0013308i,0.016652-0.019164i,-0.005252-0.021713i,-0.014483-0.017926i,-0.016056-0.014202i,-0.011826-0.008793i,-0.003877-0.0060981i,0.0051717-0.0075626i,0.010527-0.011076i,0.007578-0.015138i,0.0008753-0.018303i,0.0011633-0.01692i,0.0064135-0.015147i
-0.034924+0.061828i,-0.028626+0.095459i,0.048755+0.069127i,0.1021-0.0062003i,0.017958-0.056002i,-0.10316-0.050901i,-0.14007-0.035266i,-0.10331-0.038867i,-0.055452-0.043944i,-0.031871-0.03698i,-0.015638-0.015398i,0.0090707+0.0045155i,0.023765+0.012124i,0.027502+0.016153i,0.027937+0.01135i,0.016082-0.0036738i,-0.0020189-0.012844i,-0.012964-0.010179i,-0.014976-0.0031159i,-0.010994+0.0060745i,-0.0020953+0.015464i,0.0059791+0.012699i,0.0023165+0.0014906i
-0.10023-0.042804i,-0.18963-0.080991i,-0.21907-0.087888i,-0.13913-0.019295i,-0.019721+0.097966i,0.051761+0.1599i,0.054633+0.13472i,0.012607+0.084684i,-0.021838+0.053004i,-0.020036+0.032035i,-0.008842+0.0059999i,-0.014347-0.017477i,-0.024614-0.024195i,-0.021536-0.022273i,-0.011612-0.021804i,-0.0045093-0.020453i,-0.00031655-0.014396i,-0.0012461-0.0045667i,-0.0062453+0.0090495i,-0.0074487+0.017234i,-0.0033171+0.014932i,0.0018341+0.013887i,0.0069656+0.01808i
0.09208-0.062983i,0.14559-0.099219i,0.10857-0.095294i,0.0096004-0.083459i,-0.0348-0.1309i,-0.034333-0.19733i,-0.02564-0.19778i,-0.001697-0.14169i,0.012571-0.087001i,0.0016636-0.054761i,-0.023215-0.026456i,-0.041621+0.010814i,-0.037054+0.036965i,-0.028099+0.043053i,-0.026856+0.045605i,-0.018071+0.044956i,-0.0042487+0.033025i,0.0015039+0.013815i,0.0015836-0.003509i,-0.0014477-0.011623i,-0.0069411-0.012244i,-0.011624-0.012856i,-0.012675-0.014272i
0.028452+0.079252i,0.044627+0.1241i,0.044149+0.09507i,0.021244+0.010575i,-0.0028048-0.01924i,0.0021824+0.023923i,0.015691+0.056916i,0.0079782+0.043091i,-0.0089252+0.011861i,-0.017532+0.0064955i,-0.0033828+0.017926i,0.02425+0.010448i,0.034655-0.01004i,0.024246-0.020776i,0.010976-0.01588i,0.0022833-0.0011152i,-0.0022726+0.011107i,-0.0027385+0.012927i,-0.0029608+0.0072598i,-0.0011006+0.00022709i,0.0010025-0.0078615i,-0.0045912-0.0097115i,-0.010629-0.0014223i
-0.096599+0.056486i,-0.17071+0.12864i,-0.16771+0.17693i,-0.068269+0.14295i,0.04173+0.049271i,0.10007-0.014605i,0.10766-0.016567i,0.085467+0.0072123i,0.063317+0.032949i,0.054146+0.033885i,0.03767+0.0089756i,0.0076019-0.0061749i,-0.012033-0.0028123i,-0.015638+7.4145e-05i,-0.015108-0.00070637i,-0.011203-0.0016613i,-0.0045999-0.003028i,0.0044203+0.00098765i,0.016789+0.0055373i,0.0216+0.0016102i,0.016106-0.0012037i,0.014308+0.0008657i,0.018538-0.0026161i
0.049986-0.11558i,0.13267-0.18015i,0.21639-0.13922i,0.20024-0.011782i,0.065272+0.078015i,-0.093692+0.096228i,-0.15791+0.083193i,-0.1127+0.053565i,-0.045441+0.01784i,-0.01579-0.0021628i,-0.0054163+0.0025572i,0.013815+0.016837i,0.030451+0.019154i,0.036431+0.015729i,0.041207+0.0097338i,0.040153-0.0061019i,0.028637-0.018549i,0.013601-0.018176i,0.00013829-0.012515i,-0.010173-0.0044714i,-0.014398+0.0045379i,-0.01308+0.0083006i,-0.012866+0.0075115i
0.078878-0.0073423i,0.14192-0.07267i,0.15413-0.17601i,0.085993-0.22822i,-0.0089325-0.18354i,-0.041332-0.11432i,-0.020753-0.081427i,-0.018742-0.0636i,-0.036705-0.042549i,-0.030962-0.021357i,-0.0059496-0.016918i,0.001061-0.033692i,-0.012928-0.039784i,-0.026506-0.02509i,-0.029703-0.011757i,-0.024824-0.0048901i,-0.016174-0.00059591i,-0.0091511+0.00021067i,-0.0042665+0.0027196i,-0.0001193+0.00696i,0.0012705+0.0069157i,0.0020128+0.0066882i,0.0050923+0.0076356i
-0.081582+0.11521i,-0.18006+0.19757i,-0.26964+0.17597i,-0.26414+0.062117i,-0.17485-0.016857i,-0.091117-0.049716i,-0.050509-0.064664i,-0.027644-0.050131i,-0.0021675-0.029814i,0.0040509-0.029648i,-0.018924-0.02447i,-0.038973+0.00087367i,-0.033691+0.020147i,-0.019005+0.021713i,-0.0092968+0.020402i,-0.0025174+0.019112i,0.00013114+0.010438i,-0.002567-0.0021681i,-0.0068623-0.01257i,-0.0088781-0.016663i,-0.0051347-0.016477i,-0.00047789-0.018257i,-0.0016891-0.016542i
-0.062204-0.068928i,-0.1179-0.094209i,-0.11823-0.058047i,-0.014067+0.00036369i,0.15211+0.035426i,0.26092+0.080769i,0.25453+0.11764i,0.18965+0.089882i,0.11549+0.031242i,0.04942+0.0073807i,0.015293+0.015225i,0.014551+0.014471i,0.018567-0.0013622i,0.01374-0.017713i,0.0065528-0.023726i,-0.0025131-0.017678i,-0.010105-0.008234i,-0.0098923-0.00096255i,-0.006228+0.004795i,-0.00088122+0.0065629i,0.0023495+0.0050837i,0.00022288+0.0040153i,0.00030576+0.0052691i
0.075469-0.044913i,0.1277-0.062296i,0.12232-0.018473i,0.045669+0.05991i,-0.036762+0.085342i,-0.076461+0.058342i,-0.074806+0.016762i,-0.05971-0.014576i,-0.047273-0.0065196i,-0.020152+0.012388i,0.0084005+0.00048069i,0.0084345-0.014539i,-0.0031992-0.0053543i,-0.0070001+0.010066i,-0.0071027+0.020731i,-0.0026532+0.027999i,0.0038144+0.026929i,0.0063156+0.018691i,0.0065533+0.0061336i,0.0023177-0.0072975i,-0.0047996-0.012432i,-0.0058257-0.0087756i,-0.0037087-0.005085i
0.069506+0.13402i,0.16921+0.26856i,0.25751+0.3536i,0.24269+0.32027i,0.11593+0.22285i,-0.024846+0.1337i,-0.086955+0.084997i,-0.068777+0.070091i,-0.029693+0.04749i,-0.01297+0.021118i,-0.0076492+0.018306i,0.0045799+0.025718i,0.011186+0.022139i,0.0077899+0.010983i,0.003926-0.0012423i,-0.00061961-0.0093846i,-0.0061211-0.0070725i,-0.0059046+0.0044104i,-0.00087546+0.01603i,0.0011405+0.019991i,-0.0022888+0.016151i,-0.0066273+0.009852i,-0.0070464+0.0052906i
-0.068391-0.046981i,-0.066766-0.11893i,0.022108-0.23259i,0.10697-0.36125i,0.078567-0.46811i,0.024487-0.49111i,0.022616-0.40618i,0.021691-0.27633i,0.0034374-0.163i,-0.0044149-0.077647i,0.0025378-0.028704i,0.0050874-0.019531i,-0.0066232-0.022672i,-0.021252-0.014488i,-0.025254-0.0027319i,-0.015547+0.0041374i,0.00053172+0.0026624i,0.010545-0.007759i,0.011447-0.016033i,0.0079484-0.015116i,0.0064517-0.00772i,0.0070435-0.0011818i,0.0035418+0.00010993i
-0.047023-0.13055i,-0.13445-0.28961i,-0.2334-0.42872i,-0.24792-0.39209i,-0.15818-0.17899i,-0.070279+0.008211i,-0.065723+0.070613i,-0.092055+0.074268i,-0.07446+0.06346i,-0.033566+0.027288i,-0.02441-0.015408i,-0.033327-0.027241i,-0.022459-0.014534i,0.00046671-0.00072567i,0.016676+0.0089386i,0.025928+0.0063929i,0.02472-0.0079882i,0.0090693-0.015135i,-0.0098077-0.0069381i,-0.015369+0.0052771i,-0.0080392+0.0096348i,5.8572e-06+0.0056091i,0.005047+0.0041174i
0.070542+0.078054i,0.06886+0.15761i,-0.01827+0.21952i,-0.078818+0.24024i,0.0046595+0.26338i,0.12488+0.28712i,0.17206+0.25832i,0.17177+0.17886i,0.14087+0.093828i,0.085619+0.039911i,0.041119+0.023765i,0.024824+0.023443i,0.022091+0.017514i,0.01812+0.0041132i,0.012124-0.0059776i,0.0035426-0.0058331i,-0.0032334+0.0026931i,0.00063668+0.0086931i,0.011102-4.7692e-05i,0.015699-0.015332i,0.011626-0.020699i,0.0065384-0.01508i,0.0029239-0.0089611i
-0.035839+0.096087i,-0.04436+0.23312i,-0.055424+0.37709i,-0.11953+0.39635i,-0.24992+0.27793i,-0.34268+0.16741i,-0.28642+0.09106i,-0.15273+0.00042124i,-0.073125-0.052067i,-0.038335-0.039066i,-0.009131-0.014369i,2.3883e-05+0.0013472i,-0.0043722+0.012968i,-0.0060645+0.016466i,-0.0051459+0.013046i,-0.0042168+0.0049045i,-0.010287-0.0045369i,-0.019578-0.0067774i,-0.02195-0.0010412i,-0.018668+0.0028105i,-0.014009+0.00086308i,-0.010676-0.0011941i,-0.0085566+0.0020179i
-0.050069-0.043129i,-0.049917-0.023775i,0.039134+0.047334i,0.15101+0.084432i,0.17695+0.012184i,0.14175-0.074957i,0.09823-0.064308i,0.05323-0.00084878i,0.014453+0.022714i,-0.016663+0.012914i,-0.032462+0.012858i,-0.028491+0.011486i,-0.020414-0.0018334i,-0.014802-0.010846i,-0.013264-0.010787i,-0.017587-0.0022317i,-0.016803+0.011637i,-0.0031102+0.02128i,0.015905+0.020043i,0.023993+0.0089543i,0.014763-0.0018071i,0.0023164-0.0046455i,-0.004808-0.0077238i
0.11804-0.054992i,0.26582-0.13972i,0.42187-0.24486i,0.49631-0.31726i,0.46769-0.34298i,0.38232-0.3584i,0.2541-0.338i,0.13007-0.24828i,0.065173-0.14375i,0.038175-0.076039i,0.028851-0.040092i,0.030192-0.030701i,0.013556-0.03196i,-0.018181-0.018499i,-0.035531-0.0026038i,-0.031232+0.008014i,-0.0081621+0.013084i,0.0095524+0.001663i,-0.0015475-0.010783i,-0.021994-0.0042502i,-0.027875+0.010057i,-0.02014+0.014953i,-0.0095147+0.012241i
0.02923+0.0013232i,0.069088-0.093622i,0.072846-0.26948i,0.036261-0.33225i,0.036658-0.15022i,0.072254+0.075571i,0.053247+0.12681i,-0.027617+0.071054i,-0.071031+0.041501i,-0.04446+0.032127i,-0.012954+0.014395i,0.0013186+0.0055279i,0.016111+0.009827i,0.034109+0.011862i,0.041459+0.012064i,0.033245+0.007227i,0.017581-0.0037404i,0.0024356-0.0064185i,-0.00058557-0.00098078i,0.0079878+0.0033394i,0.017114+0.0038346i,0.021194+0.003087i,0.02143+0.001386i
-0.1482+0.010643i,-0.3395+0.026217i,-0.54052+0.024474i,-0.6202+0.014632i,-0.56659+0.025042i,-0.44295+0.05256i,-0.27474+0.074565i,-0.1126+0.079476i,-0.023814+0.075892i,0.0064822+0.069364i,0.010045+0.046985i,-0.0087176+0.02581i,-0.017843+0.015338i,-0.0062632+0.00097474i,0.012387-0.0094879i,0.031627-0.016728i,0.036239-0.026089i,0.021733-0.030326i,0.0018483-0.031294i,-0.013098-0.030456i,-0.015718-0.022717i,-0.011212-0.013084i,-0.010826-0.0026213i
-0.026817+0.011879i,-0.11951+0.11243i,-0.2293+0.28967i,-0.25693+0.35595i,-0.23941+0.20327i,-0.26616+0.04917i,-0.2421+0.04597i,-0.10721+0.050695i,0.0015981-0.016788i,0.017405-0.058959i,0.0028615-0.05157i,-0.013277-0.030017i,-0.023293+0.0037924i,-0.021577+0.033226i,-0.021416+0.046302i,-0.019319+0.04686i,-0.014911+0.035801i,-0.012785+0.029042i,-0.0017445+0.034027i,0.018353+0.032981i,0.027664+0.018194i,0.019924+0.0025467i,0.011399-0.004979i
0.1059+0.021062i,0.25347+0.079392i,0.40668+0.17007i,0.44955+0.18254i,0.39291+0.04166i,0.30653-0.12516i,0.20872-0.16648i,0.12294-0.11562i,0.056965-0.072757i,0.0092314-0.050391i,-0.0036998-0.023376i,0.011619-0.011567i,0.01616-0.028648i,1.5755e-05-0.048793i,-0.017613-0.053864i,-0.031115-0.036479i,-0.033921-0.004102i,-0.017844+0.01475i,0.0013311+0.0070244i,0.0029594-0.01023i,-0.0074993-0.020609i,-0.014776-0.020947i,-0.018212-0.017966i
0.025137+0.014477i,0.15322-0.0094799i,0.34295-0.079836i,0.42404-0.082781i,0.33872+0.069789i,0.24163+0.20319i,0.16885+0.14794i,0.058457+0.053625i,0.0070239+0.049997i,0.027437+0.042479i,0.023246+0.017339i,0.0053366+0.015176i,-0.010904+0.013834i,-0.035955+0.014115i,-0.045649+0.012685i,-0.045742-0.0024597i,-0.046051-0.012779i,-0.038329-0.010602i,-0.032861-0.00017395i,-0.027833+0.016404i,-0.020912+0.027561i,-0.01301+0.03002i,-0.00027561+0.028311i
-0.0034544+0.0089086i,0.0025928-0.020449i,0.020766-0.13273i,0.048379-0.25721i,0.072551-0.21087i,0.11419-0.03601i,0.1598+0.036148i,0.12675-0.010917i,0.029546-0.044948i,-0.031407-0.034641i,-0.034755-0.019005i,-0.011761-0.0046446i,0.030164+0.0092159i,0.076889+0.020643i,0.10366+0.031146i,0.11149+0.029664i,0.10419+0.011156i,0.080995-0.010281i,0.054307-0.026531i,0.028933-0.035762i,0.0092036-0.029065i,0.0024244-0.013356i,0.00089449-0.0069563i
-0.031473-0.082718i,-0.12578-0.18936i,-0.28208-0.28227i,-0.41604-0.29204i,-0.45904-0.25693i,-0.43042-0.22228i,-0.35943-0.14604i,-0.24326-0.065802i,-0.1438-0.023955i,-0.08472+0.019992i,-0.033621+0.03584i,-0.013636+0.0066712i,-0.027561-0.01357i,-0.04293-0.016847i,-0.045931-0.012581i,-0.030626-0.0037659i,-0.009787-0.004131i,-0.0046918-0.012961i,-0.013474-0.017056i,-0.017193-0.0090243i,-0.0080716-0.001783i,0.00090649-0.0026732i,0.0017371+0.00043044i
-0.098439-0.033457i,-0.27047-0.06841i,-0.44617-0.021975i,-0.4156+0.12188i,-0.15593+0.16231i,0.022116+0.071929i,0.008421+0.07729i,0.032541+0.14666i,0.10687+0.1089i,0.10287+0.025094i,0.058466+0.0033888i,0.026974+0.014242i,0.007056+0.02969i,-7.2345e-05+0.039067i,-0.011497+0.036077i,-0.028637+0.040452i,-0.037642+0.04813i,-0.03504+0.051497i,-0.016054+0.051042i,0.0096145+0.036049i,0.021499+0.012715i,0.017993-0.0057928i,0.010352-0.01357i
0.085637+0.10999i,0.23449+0.31479i,0.37587+0.52378i,0.40478+0.49353i,0.31561+0.2226i,0.18758-0.029155i,0.10733-0.1608i,0.050874-0.18595i,0.0059671-0.12822i,-0.020188-0.062518i,-0.033992-0.028648i,-0.026352-0.020944i,-0.015367-0.044483i,-0.018492-0.080149i,-0.026113-0.098099i,-0.035134-0.096633i,-0.036753-0.078752i,-0.025957-0.050476i,-0.015582-0.026529i,-0.015151-0.012785i,-0.016589-0.0046048i,-0.014066-0.00059721i,-0.011148+0.00084639i
0.085554+0.020771i,0.25976+0.053913i,0.50558+0.041421i,0.55542-0.040183i,0.29507-0.037024i,0.072584+0.077461i,0.044279+0.10617i,0.0057334+0.05164i,-0.035796+0.045284i,0.012636+0.046932i,0.049071+0.016i,0.026479+0.0062786i,-0.003887+0.02504i,-0.022199+0.055785i,-0.012668+0.078044i,0.010902+0.070325i,0.018011+0.046537i,0.012201+0.0237i,0.0039415+0.01019i,-0.00075952+0.0053192i,-0.0075423+0.0024699i,-0.014496+0.0054816i,-0.012603+0.0064675i
-0.15637+0.0323i,-0.35568+0.0083784i,-0.49082-0.10231i,-0.40536-0.21623i,-0.20864-0.22101i,-0.06283-0.14392i,0.049816-0.061683i,0.12791-0.050928i,0.10252-0.086824i,0.038889-0.096891i,0.014254-0.082233i,0.012915-0.057198i,0.027795-0.023883i,0.050704+0.0053817i,0.062242+0.023191i,0.066798+0.024487i,0.065412+0.017378i,0.057687+0.0094078i,0.048157-0.0052147i,0.033874-0.018233i,0.020745-0.014807i,0.014271+7.0046e-05i,0.012073+0.013181i
