-0.0017045-0.00049653i,-0.0016445-0.00033549i,-0.0021233-0.0001542i,-0.0024048-0.0001339i,-0.0021698-5.6944e-05i,-0.0010678-9.5527e-05i,-0.00072416+0.0013022i,1.7128e-05+0.0026068i,0.0016434+0.0019376i,0.0022917+0.00055562i,0.001481-0.00039799i,0.00057868-0.0010339i,-0.00011843-0.00035579i,-0.00092429-0.00032693i,-0.00062147-0.00046287i,0.00026777+0.00015638i,0.00016607+0.00038844i,-0.00023379+0.00020402i,-0.00029859+0.00044279i,-0.00039195+0.00066842i,-0.000404+0.00012918i,-0.00078182-0.00039567i,-0.0010233-0.00031452i
-7.4007e-06-0.00038302i,-4.1079e-05+0.00017306i,-0.00018042+0.0014445i,-1.5323e-05+0.0017007i,0.00056876+0.00070427i,0.0008245-2.9132e-05i,-7.1163e-05-0.00052668i,-0.00035263-0.00045817i,-0.00033474+0.00052196i,-0.0013303+0.00062142i,-0.0016404-0.00050536i,-0.00076897-0.00073769i,0.00016703-0.00075789i,0.00011857-0.00088344i,0.00012365-2.1694e-05i,-0.00013938+0.0009483i,-0.0010172+0.00092734i,-0.0015746+0.0005069i,-0.0020631+0.00026643i,-0.0017342+0.00040995i,-0.00084473+0.00041702i,-0.0014283-0.00019906i,-0.0016085-0.00070758i
0.0017431-0.0018347i,0.0020959-0.0020887i,0.0022868-0.0020914i,0.0013408-0.0018367i,0.00070322-0.00057673i,0.00030116+0.00048211i,-6.6881e-05+8.4235e-05i,3.0388e-05-0.00067617i,-0.00050542-0.00049493i,-0.00037764-0.00022906i,-8.3101e-05-0.00012281i,0.00028312+0.0006493i,0.00081358+0.001624i,0.00048781+0.0016913i,0.00061876+0.00025226i,0.00053254-0.00051977i,0.00034778-0.0014592i,8.2134e-05-0.0018427i,0.00011383-0.0012055i,-0.00020152-0.001464i,-0.00068226-0.0010888i,-0.00049783-0.00021114i,0.00012922+8.0078e-05i
0.00016406-3.249e-05i,9.4926e-05+0.00042613i,-0.00065638+0.00056316i,-0.0016538+0.00035776i,-0.0017169+0.00032652i,-0.0013785+0.00073424i,-0.001314+0.00023772i,-0.001083-0.00012832i,-0.0011552+0.00049042i,-0.0014548+0.0005751i,-0.0014318+0.00055269i,-0.0018568+0.00055499i,-0.0014523+0.00065212i,-4.34e-05+0.00086806i,0.00022551+0.0014292i,-0.00050512+0.0011339i,-8.555e-05+0.00045061i,1.8784e-05+0.00072875i,-5.386e-06+0.00055907i,0.0011676+0.00087385i,0.00096591+0.0015354i,0.00030299+0.0012069i,0.00048421+0.00076092i
-0.00088949-0.0009477i,-0.00055358-0.0004494i,0.00046762+0.0014593i,0.001482+0.0014912i,0.001282+0.0003184i,0.00064658-0.00060152i,0.00034745-0.00026289i,-0.00069565+2.9459e-06i,-0.001411-0.00035309i,-0.00028706-0.0002579i,0.00022481-8.7793e-05i,-0.00031452-0.00062195i,-0.00026981-0.00023465i,0.00012843+0.00085238i,0.00015986+0.00059689i,0.00015302-9.1698e-05i,0.00014476-0.00041146i,-0.00026148-0.0007034i,-0.00070793-0.0014881i,-0.00080438-0.0019491i,-0.00038108-0.0011127i,-0.00053195-0.0002165i,-0.00032368+2.9173e-05i
-0.00059863-0.0014875i,-0.00051182-0.0018066i,-0.0017995-0.0014728i,-0.0018729-0.0011254i,-0.0010295+1.2524e-05i,-0.00089633+0.00026597i,-0.00092529-0.00042518i,-0.0012338-0.00040962i,-0.0014776-0.00023461i,-0.0010031+6.0713e-05i,-0.00053231+0.0012671i,-6.9999e-05+0.0020201i,-0.00018338+0.0015066i,-0.00033635+0.00011058i,0.00083483-0.00067743i,0.0013071+0.00030999i,0.00034436+0.00043573i,-0.000808+0.00037177i,-0.00054833+0.0011929i,0.0006903+0.00085i,0.0010994+0.00057859i,0.00075171+0.0016484i,2.3821e-05+0.0018377i
-0.0021179+0.0024087i,-0.002445+0.0025837i,-0.0019662+0.0030471i,-0.0016049+0.0025319i,0.00010453+0.0022119i,0.00057044+0.0013487i,-0.00045573+0.00014252i,-0.0005772-5.7453e-05i,-0.0010271-0.00035857i,-0.0011784-0.00027476i,-0.00027868-6.9305e-05i,1.5293e-05-3.0084e-05i,-0.00074097+0.00027142i,-0.0013741+0.00029824i,-0.00085123-1.0036e-05i,-0.00073007-0.00025545i,-0.0013257-0.0001461i,-0.0010651+1.3929e-05i,-0.00083184-0.00028429i,-0.0010949+0.00068416i,-0.00081346+0.00048958i,6.0479e-05-0.0005652i,0.00065905-0.00096881i
-0.0021683-0.0013607i,-0.0020445-0.0019908i,-0.0019506-0.0010433i,-0.0019735+0.00046821i,-0.0015422+0.00063692i,-0.00053317+0.00044509i,-0.00024135+0.00021251i,-6.5627e-05+5.0784e-05i,-0.00023136+0.000123i,-0.0002015+0.00046357i,5.9663e-05+0.0012102i,9.8211e-05+0.0015005i,0.000294+0.0013437i,0.00025872+0.0010662i,0.00024832+0.00085216i,7.8869e-05+0.00055089i,-1.4458e-05+0.0007524i,0.00081848+0.00093924i,0.0010219+0.0001092i,0.00071558-0.0013143i,0.00063506-0.0017087i,0.0002694-0.00048836i,0.00014891-9.5627e-05i
8.385e-05+0.0014384i,-0.00055932+0.0018995i,-0.00060381+0.0027064i,0.00055193+0.0023923i,0.0012072+0.0014213i,0.00013313+0.00056835i,-0.00085959-0.00030129i,-0.00085107-0.00015442i,-0.00073556+0.00098973i,-0.00053832+0.00091711i,-0.00056837+0.00013056i,-0.00077084-0.00028513i,-0.0010959-0.00041463i,-0.0014344-0.00036055i,-0.0019283+0.00029214i,-0.0016864+0.00053409i,-0.00085513+0.0001209i,-0.00047218-0.0003073i,-0.00024244+0.00042482i,-0.00082701+0.0013472i,-0.0011217+0.0016371i,-0.00059365+0.0010928i,-0.00015983+0.0003578i
-0.0018314-0.00054831i,-0.0018345-8.3257e-05i,-0.0014582+0.0004705i,-0.0019601+0.00042739i,-0.0024138+0.0005062i,-0.0016442+0.00039845i,-0.00054341-0.00051347i,4.7707e-05-0.001278i,-0.00015032-0.0013488i,-0.00079795-0.00051936i,-0.00069123+0.00045756i,0.00051591+0.0018728i,0.0001564+0.0027323i,-0.00014805+0.0019063i,2.0867e-05+0.00074013i,0.00021718-0.00027907i,0.00098241+0.00028669i,0.0011853+0.00069583i,-2.3783e-05-0.00047039i,-0.001067-0.0013758i,-0.00070774-0.001263i,-0.00034379-0.00077532i,0.00046813-0.00093521i
-0.0012096+0.0026197i,-0.00064404+0.0036066i,0.0013727+0.0040229i,0.0030344+0.0023664i,0.0028194+0.0005525i,0.0011457+8.8785e-05i,1.9674e-06+0.00040051i,-0.00011927+0.00057097i,-0.00025278+0.00032013i,-0.00051153-2.6661e-06i,-0.00053564+0.0001614i,-0.0013502+0.00054392i,-0.0014989+0.00098052i,-0.00087814+0.0009676i,-0.0010562+0.001205i,-0.0013196+0.0017608i,-0.0013431+0.0016919i,-0.00032531+0.00084366i,0.00070367+0.00039149i,0.0005361+0.00079305i,4.8134e-05+0.00092823i,-4.0354e-05+0.00055619i,-0.00018632+0.00012441i
-0.00038979-0.00084644i,-0.00045302-0.00030934i,-0.00043167-0.00040527i,-0.0015306-0.00029062i,-0.0017433+0.00043841i,-0.00070797+0.0001754i,-0.00016439-0.00045017i,4.0031e-05-0.00032398i,-5.3596e-06-0.0006181i,-0.00020035-0.00052025i,-0.00035647+0.00022425i,0.00072228+0.00037672i,0.0013124+0.00059664i,-4.1933e-05+0.00029128i,-0.0005896+2.8421e-05i,-0.00034752+0.0004042i,-0.00040453+0.00015087i,-0.00081415-0.00075001i,-0.0014572-0.0014129i,-0.0012776-0.001656i,-0.00069204-0.0011126i,-0.00019971-0.0005557i,-1.366e-05-0.00032691i
0.0034299-0.00067979i,0.0025043-0.00080845i,0.0025312-0.0023856i,0.0016204-0.0030198i,0.00062351-0.0015284i,-5.7005e-05+0.00025745i,8.6963e-06+0.00059288i,0.00077185+0.00018837i,0.00034093-0.00046504i,-0.00022852-0.00047055i,-0.00071804+0.001098i,-0.0010826+0.001951i,-0.00092297+0.0021439i,-0.00012566+0.0016966i,0.00089062+0.00090566i,0.00094101+0.0013196i,0.0009566+0.00090028i,0.0017071+0.0001396i,0.0011998-6.4944e-05i,0.0005918-0.00016928i,0.00043667-0.00031593i,-0.00010126-0.00060356i,-6.7782e-05-0.00044741i
0.0015373+0.00085667i,0.001119-0.00055995i,0.0019324-0.0019182i,0.0011644-0.0012405i,0.00017776-0.00071373i,-6.9586e-05-0.0010018i,-7.1946e-05-0.00097366i,-9.704e-05-0.0003682i,-0.00012821+0.0002889i,-0.00080558+0.00060774i,-0.00083176+0.00027017i,9.414e-07+1.5194e-05i,6.617e-06+0.00038718i,0.00035934+0.00018726i,0.00029006-5.3633e-05i,-0.00037074+0.00031282i,-0.00044195+0.00053223i,-0.00068962+0.00044614i,-0.0009452+0.00054563i,-0.0013613+0.00087975i,-0.0012491+0.00063236i,-0.00010085+0.00040646i,-0.00026598-5.9307e-05i
0.001919+0.00046588i,0.0010797-0.00050794i,0.00039334-0.0014322i,0.00025501-0.0016199i,-0.00027221-0.0017202i,-0.00011638-0.00071728i,0.00019141-0.00029176i,0.00021471-0.00057303i,0.00014972-0.00049656i,-0.0010402-0.00051951i,-0.0011693-0.00021218i,0.0001203+0.00080426i,0.00071731+0.0011282i,0.00071309+0.00060468i,0.00051803+0.00044084i,0.00036528+0.00016361i,2.4283e-06-0.00042436i,0.00034072-0.00054754i,0.0012223-0.00079754i,0.0010133-0.0015113i,0.00023507-0.0017942i,0.00038306-0.0011784i,0.00033333-0.00084214i
0.00081577+0.0016116i,0.0006665+0.0012481i,0.0021408+0.0014447i,0.0016415+0.001666i,0.00097951+0.00068007i,0.00046039-0.0012153i,5.9271e-06-0.001463i,0.00011504-0.00029109i,-0.00057644-0.00029252i,-0.0004741-0.00033348i,-0.00025517+0.00088121i,-0.00083456+0.0012088i,-0.0012286+0.0005235i,-0.00076103+0.00026263i,-0.00060781+0.00013481i,-0.00058955+0.0002082i,-0.00039873+0.00050393i,-0.00083282+0.00093061i,-0.0001748+0.0013955i,0.0010344+0.0017021i,0.0011294+0.0012107i,0.00088861+0.001091i,0.00018174+0.0010278i
-0.00014673+0.0013395i,-9.4388e-05+0.0014385i,-0.00041359+0.0012841i,-0.00028846+0.0004896i,0.00028196-9.4802e-05i,0.00032905-2.0354e-05i,9.4114e-05+0.00020628i,-0.00056514-8.9945e-05i,-0.00042368-0.00033057i,0.00037053+0.00019914i,0.00019059+0.0009896i,-0.00012181+0.00054996i,-7.8977e-05-0.00011054i,-0.00016974+0.000306i,-4.9714e-05+0.0005968i,0.0002886+0.00019866i,-0.00020375-0.00023069i,-0.00068692-0.00040754i,-4.011e-05+3.1182e-05i,-0.0004978-3.3782e-05i,-0.0011234-0.0003642i,-0.00031714+0.00016326i,0.00043484+0.0006195i
0.0012278+0.00097837i,0.0013856+0.00053698i,0.0017652+0.0014656i,0.0015685+0.0014678i,0.0015749+0.00013523i,0.0003738-0.00060508i,-0.0011748+0.00018793i,-0.00081595-6.3129e-05i,-0.00099527-0.00070241i,-0.0016605-0.00015214i,-0.0010522+0.00056422i,-0.00084286+0.00059885i,-0.001224+0.0006638i,-0.00087591+0.0013459i,-0.00016347+0.001551i,-9.1809e-05+0.0012009i,-9.0902e-05+0.00080175i,-0.00010297+0.00023764i,0.00024725-0.00025112i,0.00081324-0.00013561i,0.00073034-0.00032953i,0.00088581-0.00027699i,0.0011805+0.00035766i
0.0018151+0.00022675i,0.0028986+0.0013747i,0.0042815+0.001425i,0.0033373-1.5139e-07i,0.0011077-0.0012118i,0.00035201-0.0010711i,0.0010911-0.00047512i,0.00069868-0.00060804i,-0.00026962-0.0010626i,-0.0010296-0.00097496i,-0.0010589-0.00064528i,-0.00079332+0.00024407i,-0.00071112+0.0013039i,-0.00023553+0.00073245i,-0.00013804-5.5443e-05i,-0.00025701+0.00046828i,-1.1679e-06+0.00058939i,-9.4171e-05-0.00032409i,-0.00063957-0.00034189i,-0.00093201+0.00011448i,-0.0010797-0.00080232i,-0.0011888-0.0012588i,-0.00085238-0.00097008i
-0.00012636+0.00093019i,0.00024228+0.0012494i,-6.5784e-05+0.0016854i,0.00049369+0.0015048i,0.0013071+0.0011026i,0.00078581+0.00068315i,0.0004976-0.00023589i,0.00072046-0.00011379i,0.00026568+0.00032986i,-0.00039533+0.00054938i,-0.00015012+0.00045512i,8.1166e-06+0.00057974i,-0.0003334+0.0005348i,-0.00042878+0.00013438i,-0.00019768+0.00025043i,-0.0002991+0.0004594i,-0.00016633-0.00037756i,0.0004394-0.00027282i,0.00049476+0.00029501i,0.00031404+0.00014162i,0.00059721-0.0001627i,0.00081063+0.00014515i,0.0004829-0.00029261i
0.0011193-0.001709i,-0.00032099-0.0023213i,-0.0017794-0.003628i,-0.0027936-0.0035265i,-0.0026316-0.0024048i,-0.0017858-0.001816i,-1.067e-05-0.0019983i,0.00044952-0.0013052i,-0.0010037-0.0011997i,-0.0012137-0.001586i,-0.00074441+0.0002337i,1.3919e-05+0.0012147i,0.00035337+0.00057159i,-1.3107e-05+0.00043592i,7.5974e-06-5.1846e-05i,0.00071039+0.00042045i,0.0001948+0.00087698i,-0.0004095+6.2214e-05i,3.8366e-05-0.00047014i,1.1379e-06-8.4181e-05i,-0.00032363+0.00011576i,-6.1853e-05+8.4249e-05i,-9.9161e-06+0.00027312i
-0.0010733-0.0018316i,-0.0015456+0.00067422i,-0.002494+0.0016497i,-0.0014625+0.00099755i,-0.00086272+0.0014535i,-0.00051672+0.0017113i,-0.00037818+0.00060778i,-0.00066431+0.00011877i,-0.00060678+0.00070268i,-3.4947e-05+0.0014146i,0.00036739+0.0014949i,0.001047+0.00058636i,0.0011693+0.00028522i,0.0003653-0.00024858i,-0.00011704-0.00067219i,-0.00067159+0.00014803i,-0.00039759+0.00034145i,-0.00037335+4.0965e-05i,-0.00058389-0.00040265i,-0.00039202-0.00085046i,-0.00083718-0.00059154i,-0.00046397-0.00026951i,-0.00034295-0.0005193i
0.00047324+0.0015951i,0.00048637+0.0011221i,0.00041347+0.00045805i,0.00068775-6.0856e-05i,0.00057006-0.00056061i,8.7912e-05-0.00056077i,0.00032594-2.1811e-05i,0.0006061+0.00012674i,-6.2738e-05-0.00027627i,-0.00098263-4.363e-05i,-0.0012592-1.6618e-05i,-0.00043502-5.5121e-05i,0.00055974+0.00020111i,0.00091797+0.00037995i,0.0010185+0.0002602i,0.00040271+0.00037985i,-0.00014894+0.00065665i,0.00033072+0.0011266i,0.00057621+0.0024102i,2.7012e-05+0.0020417i,0.00018503+0.00044466i,0.00028685-0.00010277i,0.00036268-0.00019339i
-0.0016574+0.0014677i,-0.00090039+0.0010307i,0.0003106+0.00095784i,0.00094306+0.00059713i,9.4903e-05-1.337e-06i,-0.0008807-0.00019797i,-0.00067255-0.00012272i,-7.388e-05+0.00014668i,-0.00035635+0.0002544i,-0.001017+7.2019e-05i,0.00012827-6.1692e-05i,0.00081796-0.00063303i,-0.00040208-0.00050286i,-0.00071121-0.00021916i,0.00010249-0.00041765i,0.00030518-0.00050778i,0.0002677-0.00032585i,0.00027774-0.00063201i,-0.00062793-0.00097294i,-0.0016468-0.00088247i,-0.0019678-0.00010013i,-0.0013568-0.00038962i,-0.0010984-0.00041875i
-0.0021909+0.00019506i,-0.0020416+0.00033081i,-0.0021071+0.00096539i,-0.0017532+0.0018075i,-0.00082138+0.00085161i,0.00010348-0.00016678i,0.00046773-0.00068796i,0.00093902-0.0010767i,0.0010917-0.00060929i,-9.5585e-05+0.0002606i,-0.00042664+0.00062475i,-7.4173e-05+0.00095943i,0.00010809+0.00089072i,-1.8672e-05+0.00057699i,-1.9012e-05+0.00077152i,-0.00027223+0.0010908i,2.2217e-05+0.00061074i,0.00048967-0.00044173i,0.00066665-0.00083569i,0.0003532-0.00053078i,0.00026439-0.00036728i,0.00055236-0.00056161i,0.00044554-0.00029031i
0.00051738-0.0014818i,0.00080547-0.0017771i,0.00022582-0.0015842i,-0.000459-0.00055329i,-0.00069242+0.0002956i,-0.00036428+0.00091206i,-0.0001523+0.00053905i,-3.03e-05+4.6251e-05i,-0.00043374-0.0002195i,-0.0011531-7.8285e-05i,-0.0008927+0.00037587i,-0.00031455+0.00028477i,0.00024313+0.00032488i,0.00046162+0.00029434i,0.00052262-1.0051e-05i,0.0010005+5.5092e-05i,0.00064967+0.00039142i,2.2044e-05+0.0010948i,-0.00033356+0.00089188i,-0.0010859+0.00036721i,-0.001643+6.7651e-05i,-0.0011818-0.00074099i,0.00031203-0.00058872i
0.00074391+0.0017095i,0.0015618+0.0014649i,0.00259+0.002106i,0.0019155+0.0015538i,0.0012199+0.00013682i,-0.00012739-0.00058638i,-0.00034693-0.00017296i,-1.295e-05+0.00019244i,-0.00052732+1.9093e-05i,-0.00089464-0.00011631i,-0.00042146-0.0002223i,-1.4289e-05-0.00014005i,-0.00027886+0.00058724i,-0.00057697+0.0010304i,-0.00067709+0.00042313i,-0.0005+3.6096e-05i,-0.00051724-3.939e-05i,0.00010433-0.00084754i,0.00067281-0.00061829i,0.00094219-0.00032067i,0.0013302-0.00074699i,0.0012651-0.00041152i,0.00048583+0.00015776i
0.00075133-0.00040641i,0.00041418-0.00044571i,0.00010744-0.00077034i,0.00018945-0.00058091i,-7.1377e-05-0.0004536i,-0.00057406-0.00071963i,-9.4509e-05-0.00067201i,-0.00027115-0.00036914i,-0.0011729-0.00051748i,-0.0011745-0.00067415i,-0.00031404+9.1358e-05i,-0.00052282+0.0010319i,-0.00074509+0.0009872i,-0.00073841+0.00069767i,-0.00050356+0.00023809i,-0.00026919+0.00018837i,-1.5211e-05+0.0012618i,0.00032903+0.001874i,0.00019513+0.00034099i,0.0002822-0.00030782i,0.00042685+0.00051499i,0.00040787+0.00067645i,0.00079875+0.00091659i
-0.0013729+0.0019232i,-0.00044512+0.002081i,-2.5997e-05+0.0026172i,0.00051138+0.0028525i,0.0012251+0.0023862i,0.0017469+0.0010558i,0.0018826+0.00041008i,0.00093816+0.00025459i,-0.00060421-0.00013872i,-0.00095012-0.00020437i,-0.00041804+8.1144e-05i,0.00062162+0.00011882i,0.00099494+0.0002752i,0.00046817+0.00049488i,-0.00014972+7.2106e-05i,-0.00029632-0.00099007i,-8.3041e-05-0.0012377i,-0.00021284-6.5038e-05i,-0.00031251-0.00029395i,-0.00038529-0.0010115i,-0.0004088-0.00094621i,-0.00046605-0.00052689i,0.00018711-0.00012237i
-0.00058478-0.00059252i,-0.0012026-0.00076525i,-0.0020396-0.0010735i,-0.0019816-0.0005363i,-0.0016654-0.0003048i,-0.0011947-0.00046033i,-0.0010147-0.00044407i,-0.00064985-0.00060812i,-0.00082076-0.0011683i,-0.0013269-0.00098547i,-0.0011155-2.3499e-05i,-0.00056465+0.0013735i,-0.00052075+0.002836i,-0.0011+0.0021547i,-0.00090835+0.00089254i,-0.00046428+0.00052237i,0.00047696+0.00043713i,0.0012524+0.00050563i,0.00057346+0.0001187i,3.6978e-05+0.0003409i,0.00028338+0.00051403i,-0.00041299+0.00013891i,6.1111e-05-0.00013397i
6.8787e-05+0.0013163i,-0.00094739+0.0019828i,-0.00070056+0.0028681i,-0.00054136+0.0025209i,-0.00015797+0.00070536i,-1.0881e-05-0.0011201i,-0.00039782-0.0011736i,-0.00065512-0.00027339i,-0.00057161-0.00046575i,2.2017e-05-0.00042563i,-0.0003102-0.00049394i,-0.0011674-0.00117i,-0.00096461-0.00097068i,-0.00087615-0.00029265i,-0.0011491-0.00018691i,-0.00072456+0.00024704i,-0.0001081+0.00018952i,-0.00015499-0.00029355i,-0.00023105-0.00059935i,-6.7802e-05+0.00014041i,-7.5375e-05+0.00018526i,1.5996e-05-0.00051574i,1.5798e-05-5.7787e-05i
-0.0019125+0.00028323i,-0.0017909+0.00093383i,-0.0020589+0.0018849i,-0.0016107+0.0018086i,-0.00054442+0.0013988i,0.00070116+0.0015647i,0.00085634+0.0010975i,0.00029892-0.00028352i,-0.00015907-0.0010815i,-0.00018076-0.00056971i,-0.00028733+0.00041517i,-0.00044306+0.00082908i,-0.00031994+0.00071551i,-0.00061136+0.00045087i,-0.00060416-2.1556e-05i,-0.0008616-0.00024579i,-0.00060595-0.00020984i,0.00019505-0.00099042i,0.00081035-0.0013643i,0.00073335-0.00041607i,0.0010639+0.00080352i,0.001068+0.00098124i,0.00051526+0.00064846i
0.0013527-0.00039236i,0.0010544+0.00014449i,0.00095568+0.0018162i,0.0013337+0.0018864i,0.00068727+0.00048217i,-0.00047412+0.0002814i,-0.00031793+0.00081753i,0.00024869+0.00069056i,-0.00027919+0.00015307i,-0.0010938-0.00081009i,-0.0011767-0.00066342i,-0.0011289+0.001112i,-0.0015299+0.001833i,-0.0010097+0.0014171i,-0.00024712+0.0013491i,0.00017085+0.001103i,0.00019133+0.00040503i,-0.00025798+0.00031214i,-9.3063e-05-4.864e-05i,0.00062378-0.00061723i,0.00072652-0.0006628i,0.00040627-0.00053525i,0.00083347-0.00052754i
0.00085929-0.0010645i,0.0013607-0.00081567i,0.0016825-0.0012064i,0.0014123-0.001532i,0.00055998-0.00083798i,-0.00036053-0.00018074i,-0.00046343-0.00034953i,-0.00090532-0.00047787i,-0.00091847+0.00019581i,-0.00024546+0.00063101i,0.00034355+0.00036628i,-0.00037302+0.00045997i,-0.00032433+5.2966e-05i,6.1502e-05+7.6936e-05i,0.00028999+0.00016042i,0.00070161+0.00026818i,0.00064028+0.00050048i,0.00015286-0.00014301i,0.00010473-0.00099603i,5.3957e-05-0.0013185i,-0.00039619-0.0010875i,6.8189e-05-0.00020132i,0.00032813+0.00041919i
-0.0012835-6.4642e-05i,-0.001818+0.00062805i,-0.0011645+0.0011496i,1.9194e-05+0.00022252i,-6.3739e-05-0.00030202i,-0.00089943+6.058e-05i,-0.00041872-0.00022669i,0.00019877-0.00039745i,-0.00025843-1.6543e-05i,-0.00067783+0.0001928i,-0.00044134+0.0005731i,-0.00020034+0.0012062i,-0.00019848+0.0013929i,-0.00038998+0.0011908i,-0.00047946+0.00014649i,-0.00073825-0.00066032i,-0.00018832+0.0003773i,0.00015029+0.00098217i,0.00021368+0.00050622i,0.00048217+0.00038105i,-0.00016039+0.00012183i,-0.00029255-0.00065624i,-0.00013196-0.00095823i
0.00045845+0.00024043i,-0.00046526+0.00017163i,-0.001266+0.0003083i,-0.001431-0.00032571i,-0.00092649-0.00057977i,-0.00013398-0.00026013i,0.00015812-0.000277i,0.00032618-0.0001916i,0.00012638-0.00010365i,-0.00037177-0.00073132i,-0.00024888-0.00052948i,-0.00037721+5.6623e-05i,-0.00065989+0.00052024i,-0.00019496+0.0012717i,-5.5326e-05+0.00082943i,0.00025049-0.00032444i,0.00089342-0.00050537i,3.9012e-07-0.00055485i,-0.0010292-0.00032524i,-0.00044823+2.383e-05i,0.00030847-6.6188e-05i,4.447e-05+0.00054075i,-0.00035117+0.00066786i
0.0013793-0.00059647i,0.0019069-0.00023034i,0.0013215-0.00038352i,-4.4961e-05-0.0004162i,-0.00028375-0.00071918i,-0.00073327-0.00063045i,-0.00088559-0.00072088i,-0.00066819-0.0010316i,-0.0009286-0.00066502i,-0.00094479-3.7296e-05i,-0.00025008+0.00019165i,-0.00022646+0.00064835i,-0.00036473+0.00073027i,3.2921e-05+0.00042673i,0.0001659+0.00015377i,-5.3215e-05+0.00014726i,0.00011757+9.1073e-05i,0.00070914-0.00022433i,0.0010039-0.00046006i,0.00070362-0.00042156i,-0.00016883-7.3222e-05i,-0.00039612+0.00023711i,8.2977e-05+0.00021104i
0.00013203+0.0002013i,-0.00033677+0.0006529i,0.00036843+0.0013854i,0.00065045+0.00083098i,0.00046773+0.0006063i,0.00043376+0.0001147i,0.00020899-0.00019575i,0.0002274-0.00046252i,-6.6704e-05-0.00088706i,-0.00061778-0.00055683i,-0.00042898-0.00011018i,-0.00056546+4.3905e-05i,-0.0007267-0.00018695i,-0.0003108-0.00037706i,-5.9259e-05-0.00030395i,-0.00051177+0.00071049i,-0.0011425+0.0014438i,-0.00074382+0.0016323i,-0.00061106+0.00080203i,-0.00074934+0.00028558i,-0.00050982+0.00052958i,-5.2448e-05+0.00058007i,-0.00013185+7.0353e-05i
-3.2205e-05-3.6419e-05i,0.00071856-6.1596e-06i,0.00018548-0.00022856i,-0.0010156-0.0001219i,-0.00063213+0.0002219i,-0.00070661+0.00063028i,-0.00074729+0.00032943i,0.00033493-0.0013134i,0.00065833-0.0018466i,0.00032649-0.00046951i,0.0005487+0.00024388i,0.0011433+0.00072844i,0.000389+0.0010583i,0.0002712+0.00073352i,0.00042726+0.00050194i,-6.4018e-06+0.0013716i,-0.00013317+0.0014045i,-0.00031825+0.00026694i,-0.00017804-0.00024271i,-0.00057199-0.0005784i,-0.00086106-0.001075i,-0.00045275-0.00060703i,-0.00068666-0.00043459i
-0.00045276+0.00056077i,-0.00012936+0.00063829i,0.0011744+0.00077629i,0.00093603+0.00086005i,-0.00050164-0.00036492i,-0.0009549-0.0012275i,7.0825e-05-0.00023933i,0.00058398+0.0003059i,0.0003052-0.00014535i,0.00013308-0.00045268i,-6.73e-05+0.00057447i,-0.00049079+0.0013071i,-0.0011192+0.00022182i,-0.00091302-0.00025895i,-0.00035496+0.00010046i,-0.0005818-0.00014272i,-0.00079204-6.2634e-05i,-0.00071494-0.00021623i,-0.00057036-0.00026678i,-0.00081685+3.9896e-06i,-0.00072046-0.00040208i,-0.00059764-0.00044781i,-0.00050922-9.5957e-05i
-0.00064634-0.00015046i,-0.0011366-0.00079673i,-0.0011496-0.00083568i,-0.0010856-0.00061586i,-0.00081519-0.00024084i,-0.00024972-0.00030777i,8.1917e-05-0.0003566i,8.248e-06-0.00034057i,-0.00094982-0.00053919i,-0.0014119-0.00059772i,-0.00010701-0.00020848i,0.00089876+0.00046919i,0.00084682+0.0012267i,0.00077997+0.0011631i,0.00075837+0.0010502i,0.00049992+0.0014291i,-0.00017551+0.0011793i,-0.00076241-0.00027021i,-0.00055996-0.0011678i,-0.00098697-0.00095703i,-0.00077324-0.00036685i,-0.00012548+0.00020011i,0.00056528+0.00011792i
-0.0019153+0.0043628i,-0.0011386+0.0039542i,0.00047671+0.0045098i,0.0017807+0.0033221i,0.0022419+0.0018508i,0.0014679+0.00048827i,0.00088559-0.00066677i,0.00045562-0.00049718i,-0.00063932-0.00064094i,-0.0010913-0.00015171i,-0.00065693+0.000593i,1.3042e-05+0.00048489i,-0.00013743+0.00030515i,-0.0011762+0.00051311i,-0.0021105+0.00031854i,-0.0020532-0.00020174i,-0.0016993-3.4698e-05i,-0.0013284+0.00041214i,-9.4471e-05+0.00075985i,0.00070987+0.00074613i,-0.00018462+0.00016876i,-0.00039099-0.00056895i,6.8459e-05-0.00070044i
-0.0023896-0.0013288i,-0.0021009-0.00086794i,-0.0029263+0.00047033i,-0.0029069+0.0013554i,-0.0012532+0.0011611i,0.00033979+0.00071727i,0.00052838+0.00019622i,-0.00021224-0.0006088i,-0.00038738-0.0011841i,-0.00034617-0.00066182i,-0.00055733+7.3108e-05i,-0.00059368+0.00028511i,9.8811e-05+0.00029825i,0.00060069-0.00010988i,0.00050707-0.00053712i,0.00042248-0.00088358i,0.00023146-0.00017772i,-6.6754e-05+0.00082408i,-0.0003064+0.00026608i,-0.00073785-0.0011649i,-0.0011158-0.0018188i,-0.000457-0.00087253i,0.00061519-0.00040207i
