-0.0048759+0.0017919i,-0.0033015+0.0014256i,-0.0036011+0.00024387i,-0.0032201-4.1337e-07i,-0.0021581+0.0010621i,-0.0014082+0.001816i,-0.0010656+0.0018916i,-0.0008361+0.0017275i,2.335e-05+0.0013425i,0.0015651-0.00043489i,0.0016546-0.0011028i,0.00077862-0.000603i,0.00029284-0.00021142i,0.00038489+0.00078423i,0.0005309+0.00052803i,0.00012212-0.00017675i,0.00048145-0.00019882i,0.0013219+4.3456e-05i,0.00084643-0.00044759i,0.0010105-0.0010896i,0.0018986-0.00073406i,0.0017995-0.00036528i,0.0002699-0.00049472i
0.002221-0.0021511i,0.0015778-0.0023252i,0.00079186-0.0026281i,-0.00038453-0.0031266i,-0.0016591-0.0029199i,-0.0014224-0.001786i,-0.00062487-0.00055446i,-0.00010655-9.5216e-05i,0.00060193-0.00043378i,0.0006498-0.0014625i,0.00077398-0.0018509i,0.00067395-0.0011709i,0.00047764-0.0010269i,0.00013373-0.0013396i,-0.00014765-0.00066224i,-0.00013133+5.6681e-05i,-0.00091543-0.0001244i,-0.00086321-0.00044899i,-0.00022094-0.00063945i,-0.00062986-0.00053581i,-0.00020357-3.4282e-05i,0.00022482-0.00052819i,0.00030909-0.00098881i
-0.0011804-0.0017642i,-0.0016389-0.0011328i,-0.0019459-0.0012851i,-0.0018624-0.001116i,-0.0011656+7.4358e-05i,-0.0011052+0.0010401i,-0.0016364+0.0014989i,-0.00082326+0.0016538i,0.00089288+0.00058562i,0.0010688-0.0004531i,0.0004482-0.00080157i,0.00041148-0.0015224i,0.00061813-0.0019281i,0.00021708-0.00089724i,0.00019189+0.00047842i,0.00022601+0.00040499i,0.00033939+0.00025197i,0.00026929+0.00017696i,0.00024828-0.00025304i,-0.0001021-0.00040102i,-0.00084961+0.00010557i,-0.00066541-4.5702e-05i,-0.00016689+7.351e-06i
-0.00043171+0.0016475i,-0.00067373+0.0018039i,-0.0012597+0.0016729i,-0.00018794+0.00068648i,0.0011164-0.00068567i,0.00067181-0.00059704i,0.00042648-0.00018928i,0.00064663+5.4485e-05i,0.0010325+0.00039719i,0.00087313-0.00039481i,0.00023201-0.0011689i,-0.00085393-0.00079406i,-0.00055456-0.00069708i,0.00035067-0.00097712i,0.0001758-0.00052956i,0.0001555-0.00037804i,-0.00014374-0.0001708i,0.00011167+0.00045216i,0.00026047+0.00023398i,-0.00063085+0.00039687i,-0.00086174+0.00039317i,-0.00041142+3.0116e-05i,0.00036799-0.00012208i
0.0012569-0.00055502i,0.0015681-0.0001333i,0.0012624-0.00069693i,0.0003554-0.00061786i,5.3572e-05-0.00068373i,1.8912e-05-0.0012011i,-0.00023709-0.00030673i,0.00039532+0.00087718i,0.00045713+0.0014446i,-0.00039467+0.0010503i,-0.00032141-0.00018063i,0.00014868-0.00043628i,-0.00026534-0.00054511i,-0.00071114-0.0012934i,-0.00074592-0.0010262i,2.5848e-05-0.00044626i,0.00048644-0.00063527i,0.00059436-0.00037786i,0.0005308-0.00012167i,-1.2293e-06-0.00026495i,0.0005316+0.00037387i,0.0005874+0.00069115i,-0.00023717-0.00022954i
-0.00055491+0.0020869i,3.678e-05+0.001937i,9.1808e-05+0.0025652i,-0.00032289+0.0017261i,-0.00048101+0.00088933i,-0.0011623+0.00059315i,-0.0013461+0.00067147i,-1.6754e-05+0.00082344i,0.0010005+3.9008e-05i,0.00032855-0.00036303i,-2.3126e-05+4.7758e-06i,-0.00023938-0.00019391i,-0.00081143-0.0010403i,-0.00018657-0.0016425i,0.00045725-0.0010651i,0.00055891-0.00010948i,0.00035772+3.8834e-05i,0.00033583+0.00020897i,0.00050783+0.00052818i,-5.1858e-05+0.00030599i,-0.00041239+0.00018591i,0.00044018+0.00086399i,0.00059779+0.00064741i
0.00070525+0.00093579i,0.00095138+0.00048887i,0.0018085+0.00081553i,0.0010685-2.4592e-05i,0.00032867-0.0014318i,0.00018095-0.0017782i,0.00019905-0.00088725i,0.00089116+0.00047964i,0.0013128+0.0011515i,0.001483+0.00023587i,0.0014356-0.0011354i,0.0014612-0.0022032i,0.00035842-0.0019554i,-0.00029502-0.0010601i,0.00065325-0.00070005i,0.00016766-0.00014023i,-0.00085112-3.0167e-05i,-0.00068127+3.4563e-05i,-8.107e-05+2.3024e-05i,-0.00042129-0.0010026i,-0.0006619-0.00086284i,-0.00017178-0.00021259i,0.00022958-0.00066619i
-0.0013185-0.0016124i,-0.0012367-0.002515i,-0.00027727-0.0015595i,0.00032305-4.691e-05i,0.00077092+0.00070045i,-5.4652e-05+0.0011728i,-0.0006034+0.0010763i,-0.00090851+0.00059094i,-0.00026396-0.00016611i,0.00078212-0.000988i,0.00063282-0.0012214i,0.00050513-0.00095933i,-0.0001017-0.00063286i,-0.00058658-0.00030514i,0.00012141-0.00050693i,0.0011222-0.00051148i,0.00091689+3.4906e-05i,0.00016743-2.7443e-05i,-0.00010489-0.00047179i,-0.0001349-0.00065113i,3.9826e-05-0.00088627i,0.00067196-0.001153i,0.00021332-0.00051344i
0.0011698+0.00040594i,0.0011859+0.00035441i,-0.00031131-0.00015035i,-0.00061973-0.00050218i,-0.00068616-0.00028796i,-0.00084614-0.00037125i,-0.00061987-0.00028825i,-0.00048119+7.3906e-05i,0.00038057-1.5957e-05i,0.00063699-0.00013189i,0.00029328-0.00011748i,-0.00020179-0.00087774i,-6.2508e-05-0.00086503i,0.00078294-0.00052344i,0.00060601-0.00034992i,0.00016689-0.00017442i,0.00013592-0.00011563i,0.00020817-0.00011685i,0.00057999-0.00049101i,0.00057037-0.00046269i,-0.00019896-8.0887e-05i,-0.00020253-0.0003232i,-0.0001563-0.00027696i
0.0011349+0.0007129i,0.00073198+0.00010278i,0.0010782-0.00061041i,0.0015348-0.00097099i,0.00068676-0.0017882i,-0.00063218-0.0013817i,-0.00088963+0.00054474i,-0.00024016+0.0013844i,0.00068005+0.00065104i,0.00084095-0.00096006i,0.00046577-0.0017457i,0.00022633-0.0013678i,-0.00022193-0.0011877i,-0.00089256-0.00036773i,-0.0011181+0.00021823i,-0.0008198-7.4078e-05i,-0.00039851+3.3821e-05i,4.9259e-05+0.00033524i,0.00047375-8.7572e-06i,0.00053184+0.00019463i,0.00036873+0.00063408i,2.6659e-05+0.00026136i,-0.00019354-0.00057986i
-0.0005987+0.00034979i,5.5589e-05-0.00022146i,0.00050624-0.00018355i,0.00025392-0.00011912i,0.00061104-0.00045952i,0.00061+0.00014397i,-2.653e-05+0.00062644i,-0.00015331+0.00065868i,0.00024071+0.00096429i,0.0011377+8.9309e-06i,0.0015948-0.0012815i,0.0011555-0.0015817i,-0.00028805-0.0014291i,-0.00068002-0.0010802i,0.00011598-0.0010031i,0.00030615-0.00090707i,0.0006357-0.000681i,0.00099247-0.00038972i,-9.4351e-05-8.606e-05i,-0.0010793-0.00026608i,1.7135e-05-0.00025581i,0.00098121+0.00011147i,0.0001712-5.6735e-05i
0.00062482-0.00043047i,0.00072936-0.0001543i,-0.00061069-0.00017189i,-0.0017229-0.0015873i,-0.0019974-0.002569i,-0.0011862-0.0015083i,-0.00081593-0.00032827i,-0.00037628-0.00021871i,0.00091551-0.00020003i,0.0014289-0.00036843i,0.00092044-0.00055819i,-0.00023813-0.00052802i,-0.00043492-0.00078867i,-3.4394e-05-0.00063049i,-0.00071663-0.00056986i,-0.00045477-0.00060559i,0.00028023-0.00075269i,-0.00020431-0.00052881i,-0.00031911+0.00013857i,-0.00013164-0.00027714i,-3.7421e-05-0.0009495i,-0.00046248-0.00041391i,-9.8119e-05+1.0813e-05i
0.0024839+0.0017396i,0.0023689+0.00096602i,0.0022417+6.737e-05i,0.0021249-0.00080152i,0.0016964-0.00088509i,0.00062355+0.00038073i,0.00014508+0.0015465i,-0.00038314+0.0014355i,-0.0003042+0.00041988i,0.00059099-0.00076243i,0.00096515-0.0010966i,0.0012127-0.0012037i,0.0012491-0.00090972i,0.0010868-0.0005409i,0.00060011-0.00059498i,0.00049581-0.0010295i,0.000737-0.0015321i,0.00073923-0.00039818i,0.00061442+0.00032441i,0.00014845+6.36e-06i,3.9313e-05-0.00053804i,-0.00022448-0.00071901i,-0.00054605-0.00031122i
-0.0013634+0.0028723i,-0.00025907+0.0029382i,-0.00013329+0.0031892i,-0.0005744+0.0015669i,-0.00046624-0.00094579i,-0.00078459-0.001959i,-0.0010028+2.039e-05i,-0.00031607+0.0014621i,0.0010449+0.00040731i,0.002045-0.00069545i,0.0013383-0.0011744i,0.00078137-0.001271i,0.00057956-0.00096687i,0.00048436-0.00063016i,0.00062124+0.00023352i,0.00046658+0.00041027i,0.00011818+1.083e-05i,0.00010815-0.00039764i,0.00033888-0.00031284i,0.00021213+0.00046835i,-0.00013247+0.00038822i,2.7928e-05-0.00052498i,0.00029026-0.00076003i
-0.00022328+0.00054439i,0.00043622+0.0010635i,0.00055132+0.0017045i,0.0011917+0.0010931i,0.0013925-0.0003211i,0.00065784-0.0013155i,0.00040889-0.00046045i,0.00071221+0.00068573i,0.00091073+0.0003045i,0.0015493-0.00027406i,0.0017363-0.00054481i,0.001306-0.00050819i,0.00048511-0.00022395i,2.231e-05-0.00058213i,0.00024381-0.00073725i,-8.3648e-05-0.00018341i,-0.00059347+0.00036798i,-0.00034971+7.659e-05i,6.7564e-06-0.00030917i,0.00042492-0.00016207i,0.00039616-0.00035303i,0.00067249-0.0003118i,0.00083557+0.00060209i
0.0012068+0.0017921i,0.0011509+0.0027063i,-0.00089011+0.0027411i,0.00029162+0.0018106i,0.0018391+0.0017418i,0.0010646+0.0014754i,-0.00057295+0.0014688i,-0.00065473+0.0018767i,0.00046222+0.00053456i,0.001289-0.0015623i,0.0013638-0.0014944i,0.00030048-0.00068127i,-0.0012016-4.9916e-05i,-0.0014225+0.00092864i,-0.0003801+0.00079966i,0.0001806-0.00048893i,-0.00013273-0.00079088i,-5.4328e-05-0.00012873i,0.00012366+8.8621e-05i,0.00038962+8.6905e-05i,0.00027626-0.00019651i,-0.00045541+2.1274e-05i,-0.0002028+0.00012066i
-0.00015856+0.00056836i,0.00014768+0.00066066i,-0.0004202+0.0003219i,-0.001028-0.00059041i,-0.00054324-0.0016782i,-0.00038737-0.0010328i,-0.00084701+0.00065994i,-0.00038604+0.001817i,0.00018739+0.0011989i,0.00028217+0.00045615i,0.00053459-0.00014514i,0.00054068-0.00093095i,0.00029621-0.0015332i,0.0002218-0.0011526i,0.00055229-0.00028315i,0.00049172-0.00037941i,-0.0001027-0.0010637i,-1.1261e-05-0.0012342i,0.00060118-0.0010891i,0.00045868-0.0010327i,0.00037697-0.00059011i,0.00054941-0.00037596i,0.00042173-0.00029851i
-0.0016578-0.0008603i,-0.0025448-0.00038633i,-0.0015232+5.1511e-05i,-0.00027363+0.00026173i,-0.00089622-2.8463e-05i,-0.0014722-0.00080985i,-0.00092427-0.00092109i,-0.00011129-0.00020629i,0.00090149-0.00019124i,0.00093328-0.00084884i,0.00048424-0.0010567i,7.0245e-05-0.0007363i,-0.00024701-0.00049098i,-0.0010107-0.00092629i,-0.00057106-0.001044i,0.00054814-0.00044915i,-8.1648e-06+0.00049051i,-0.00091326+0.00012608i,-3.9699e-05-0.00071717i,0.00052858-0.00014434i,-9.5737e-05+0.0002221i,-0.0007124+0.00027003i,-0.0011912+0.00056968i
0.0014539-0.0023947i,0.0011951-0.0030546i,-0.00014341-0.002401i,-0.0010773-0.00074411i,-0.001266-0.00033398i,-0.00092295-0.0002448i,-0.00055653+0.00028789i,-0.00012076+0.00041107i,0.00015956+0.00044553i,0.00010724-0.00016806i,-0.0001446-0.0008645i,-0.00018085-0.00080524i,2.7899e-05-0.00085585i,-0.00020236-0.00068882i,-0.00020492-0.00079821i,2.3408e-05-0.00046076i,-0.00056269+0.00043948i,-0.00077484+3.4881e-05i,-0.00068082-0.00036165i,-0.00035887+0.00010247i,0.00048529+2.1615e-06i,0.0001997-0.00044927i,-0.00072312-0.0012503i
0.0017123+0.0019371i,0.0030455+0.00093584i,0.0028034+0.000574i,0.0015173-0.00015692i,0.00034536-0.0010585i,-0.00089162-0.0017517i,-0.0013018-0.00051589i,-0.00086999+0.00088939i,0.00056173+0.00030532i,0.0006848-0.00095892i,9.3767e-05-0.0010724i,0.00023967-0.0015403i,-0.00031185-0.00179i,-0.00057415-0.0014462i,0.00059804-0.00060909i,0.0012222+0.00091668i,0.00073049+0.00095729i,0.00010676-0.00016551i,-0.00012185-0.00018371i,-0.00047348+0.00076586i,-0.00035606+0.0011373i,-0.0001433+0.0010023i,-0.00079426+0.00037758i
9.9562e-05+0.00094594i,0.00024661+0.001392i,-0.0013678+0.0014672i,-0.0016878+0.00050747i,-0.0016199-0.00035848i,-0.0015704-0.00075545i,0.00025124-0.00038193i,0.0015693+0.00028121i,0.0012127+0.00046735i,0.00058971-7.6079e-05i,0.00035537-0.001i,0.00036379-0.0018839i,3.3578e-05-0.0018376i,3.1538e-05-0.001223i,0.00054063-0.00070899i,0.00011681-0.00011893i,-0.00013177-0.00077617i,0.00012493-0.00010081i,4.0946e-05+0.0009686i,-0.00023793+0.00013683i,-0.00042186-0.00067674i,-0.00057593-0.00067866i,-0.00049644-0.00046117i
-0.00093283-0.00043215i,7.1265e-05-0.00085512i,-0.00025275-0.0006292i,-0.0009031-0.00042238i,-0.0011983-0.0017286i,-0.0014056-0.0013443i,-0.0014793+0.00022311i,-0.00060482+0.00077341i,-0.000327-0.00014251i,-0.00019054-0.001369i,-0.00015762-0.0013528i,7.9543e-05-0.00056539i,-0.0001433+2.7692e-05i,-0.00058885+0.00030864i,-0.00037825-0.00041727i,0.00034321-0.00071088i,0.0006612+0.00023466i,0.00037109+0.00084773i,0.0001443+0.0003487i,-0.00032847-0.00046286i,-0.00045492-0.0011138i,-0.00039163-0.00053585i,-0.00065611+8.1716e-05i
0.0022812-0.00027188i,0.0035074-8.7515e-07i,-0.00092886+0.00094293i,-0.0028203+0.0012656i,-0.0011362+0.00077844i,0.00027033+0.00061003i,0.00023548+0.0012315i,0.00055546+0.0016208i,0.00095732-5.7052e-05i,0.0014555-0.0017928i,0.00059502-0.0013682i,-0.00086281-0.0013749i,-0.0009085-0.0015096i,-0.0010326-0.00071563i,-0.0004594-0.00066815i,0.00059127-0.00042546i,0.00053083+0.00010385i,0.00046632+0.00018782i,0.00060448-8.7071e-06i,0.00015389+7.3224e-05i,-0.00058886-0.00013478i,-0.00071911-0.00022248i,6.9933e-06+0.00029518i
-0.0001256-0.00086586i,-8.0619e-05-0.0011384i,0.0006686-0.00022036i,0.00086456-0.00028751i,0.00067459-5.8205e-05i,-0.00032432+0.00057826i,-0.0010717+0.00025587i,-0.00036677+7.3402e-05i,0.00017408+0.00039674i,-0.00011879+0.00053412i,0.00016652-0.00036525i,-0.00017952-0.00064392i,-0.00079554-0.00016577i,-0.00080761+3.7119e-05i,-0.000321+0.00016797i,-8.6733e-05-7.9144e-06i,0.00020089-0.00027554i,0.00080256+0.00011091i,0.0005022+0.00073492i,0.0005078+0.00056526i,0.00054676+2.9591e-05i,0.00022156-5.0775e-05i,0.00056114+0.00014438i
-0.00053322+0.00036761i,0.00033039+0.00055151i,0.00081654-0.0011059i,6.5957e-05-0.0021178i,-0.00015134-0.0010979i,-0.00071357+0.00040939i,-0.0008474+0.0012167i,0.00039657+0.0010835i,0.00040197+0.00039033i,0.00040388-0.00033815i,0.00097361-0.00073184i,0.00044063-0.0014522i,0.00018353-0.0017539i,-7.6424e-05-0.0011546i,-0.00074113-0.00059798i,-0.00096784-0.00048127i,-0.00073868-0.00023528i,-0.00033996+0.00040685i,-0.00031848+0.00013662i,-0.00021874-0.00062075i,-0.00016329-0.00077146i,-0.00038696-5.6836e-05i,-0.00031316+0.00045334i
0.0017238-0.00026998i,0.0007286-0.0011509i,0.0010428-0.0017391i,0.00069592-0.0012561i,-0.00086652-0.00055056i,-0.0019427-0.0014712i,-0.0015556-0.00097083i,-0.00043869+0.00019939i,0.00023126-0.00022318i,0.0010764-0.00066528i,0.00072102-0.0011051i,5.1173e-05-0.0017213i,-6.327e-05-0.00088941i,-4.2294e-05+0.00023045i,-0.00039231-0.00010571i,-0.0008042+0.00010465i,-0.00061004+0.00098659i,3.2761e-05+0.0011221i,0.00023597+0.0004679i,6.893e-06-0.00040773i,-0.00063426+0.00012822i,-0.0013405+0.00079385i,-0.0007725+0.00064906i
0.0013577-0.0015087i,0.0022212-0.0017307i,0.0021377-0.0012127i,0.0014216-0.00092317i,-0.00059468-0.001092i,-0.0016653-0.00025922i,-0.0012495+0.0015268i,-0.00016201+0.0016935i,0.0006423+0.00050783i,0.0011526-0.00069187i,0.0019076-0.00080615i,0.00075193-0.0011148i,-0.00037272-0.0014978i,-0.00021634-0.00060275i,-1.8962e-05+4.5191e-05i,-0.0001173+0.000383i,-0.00043108+0.00096623i,-0.00046301+0.0010071i,-1.9117e-05+3.8788e-05i,0.00013929-0.00024841i,4.5911e-05+0.00055743i,-0.00011141+0.0005667i,0.00037848+6.0912e-05i
-0.0022842-0.0011028i,-0.0014867-0.00074075i,-0.00082598-0.00099677i,-0.00087963-0.0016608i,-0.00028929-0.0019287i,0.00019561-0.00070432i,-0.00021081+0.0003596i,-0.00052083+0.00036325i,2.9383e-05+6.0998e-06i,0.00041296+0.00010712i,0.0007097-0.00036387i,0.00059075-0.0009362i,-0.00032297-0.00067137i,-0.00066303+0.00018629i,-0.00017225+0.00034243i,-0.00020337+0.00024855i,-0.00055426-2.9357e-05i,-0.00061455-0.00056893i,0.000144-0.00033784i,0.00040527+0.00055228i,-0.00039657+0.00099122i,-0.0005794+0.0009998i,-0.00046928+0.0006374i
-0.0014234-0.0013103i,-0.0006211-0.00097069i,0.00040276-0.001093i,0.00053435-0.0013423i,0.00037528-0.0006657i,-0.00043716-0.00020792i,-0.00038697+0.00042909i,0.00014603+0.0011756i,0.00039197+0.00047258i,0.00012707-0.0015879i,0.00052349-0.002318i,0.00025775-0.0019877i,-6.6093e-05-0.0019518i,0.00094649-0.00099341i,0.00067252-0.00013072i,-0.00010846-0.00011857i,-0.00048832-0.00023542i,-0.000607-0.00033133i,-0.0006564-0.00067516i,-0.00019385-0.00068811i,0.00010707-0.00032301i,-0.00031096-0.00081747i,-0.00069716-0.0010808i
-0.00078813+0.0012191i,-0.00079302+0.0014751i,0.0010557-0.0002384i,0.0020483-0.0011207i,0.0014968-0.0013246i,0.00080338-0.0013469i,-0.0011487-0.00074189i,-0.0016166+0.00030843i,-0.00048535+0.00067025i,3.2512e-05+0.00069904i,0.0002775+0.00026978i,0.00059224-0.00018646i,0.00061912+0.00028583i,7.0353e-05+0.00045145i,-0.000303-0.00064526i,-1.2472e-05-0.0012358i,0.00017803-0.00089018i,-5.7641e-05-0.00060091i,-2.4446e-05-0.00063108i,-0.00019533+0.00025124i,-0.00067267+0.001326i,-0.00099137+0.0013352i,-0.0014348-0.0001656i
-0.0022859-0.00054316i,-0.0016808+0.00060183i,-0.0012053+0.0019543i,-0.0008876+0.0024311i,-0.00055479+0.0014969i,-1.2661e-05-7.0722e-06i,-0.0001256+0.00013626i,-0.00092724+0.0014767i,-0.0005667+0.0012218i,0.00033857+0.00018107i,7.0341e-05-0.0005456i,-0.00061141-0.0018073i,-0.00033452-0.0021154i,0.0001333-0.0013415i,0.00030984-0.00066268i,0.00038489-0.00071769i,0.00041528-0.00064912i,0.00074902-0.00045334i,0.0013009-0.00014905i,0.00053708-2.4095e-05i,-0.00052282-0.00073166i,-0.0011243-0.00054617i,-0.0010126-0.0003094i
-0.00064353-0.00097207i,-0.0010546-7.5579e-06i,-0.0014207+0.0010982i,-0.001741+0.0011024i,-0.0014631-7.0507e-05i,-0.0016494-0.00084743i,-0.0021787-0.00051812i,-0.001103+0.0002388i,0.00085-0.00014536i,0.001937-0.0010439i,0.0022838-0.0011522i,0.0015137-0.00093313i,0.00046916-0.00080077i,0.00039816-0.00038285i,-2.6776e-05+1.0799e-05i,-0.00029158+6.6912e-05i,-6.2095e-05-0.00013917i,2.8356e-05-0.00058716i,7.5664e-05-0.00093006i,0.00017799-0.00066173i,0.00030142+0.00035349i,0.00024992+0.00054757i,-0.00015318+0.00017189i
-0.0010468+0.0013884i,4.5706e-05+0.0019819i,0.0010284+0.0023395i,0.0014333+0.00059993i,0.00018041-0.0011028i,-0.00050768-0.0018127i,-0.00055535-0.0010658i,0.00036579-0.00041352i,0.0011959+0.00015876i,0.00069961+0.00028589i,0.00074616-0.00053455i,0.00077331-0.0014261i,0.00040539-0.00087027i,0.00057507+0.00071283i,0.0010374+0.00082902i,4.3318e-05+0.00067676i,-0.00092624-2.4494e-05i,-0.00037789-0.0010161i,-0.00011353-0.0012476i,-0.00013014-0.00074806i,-0.00055292+3.0213e-05i,-0.00085165+0.00050688i,-0.0007488+0.00026795i
-0.0025158+0.0017488i,-0.0027935+0.0022098i,-0.002691+0.0030654i,-0.00091072+0.0025496i,0.001019+0.0011112i,0.00042366+0.00026394i,-0.0010954-0.00013049i,-0.00034494-0.00028579i,0.0020381-0.00033365i,0.0025052+0.00061664i,0.00075461+0.00067458i,0.00015937-0.00048136i,-0.00038857-0.0010935i,0.00016009-0.00054439i,0.00084803-0.00011059i,-3.8098e-05-3.9707e-05i,-0.00046854-0.00026031i,-0.00019822-0.00097979i,-0.00016302-0.00071987i,-4.853e-05-0.00053133i,-0.0003064+0.00013419i,0.00010761+0.00085184i,0.00057577+0.00092951i
0.00087948+0.001115i,0.00057586+0.0020179i,0.0014834+0.0019145i,0.0018473+0.00078836i,0.00081204-0.00066318i,-0.00055451-0.00030105i,-0.0015087+0.00062892i,-0.0010184+0.00092496i,0.00021128+0.00027762i,0.00037467-0.00086893i,0.00066777-0.0014896i,0.00043806-0.0013231i,-0.00037891-0.0012976i,-0.00032766-0.00093442i,0.0003204-9.246e-05i,0.00038095+0.0001494i,-9.7611e-05-0.00013654i,5.4825e-05-0.00044625i,0.00056055-0.00034156i,0.00065642+6.5942e-05i,0.0006269+0.00021268i,0.00062897+0.00028937i,-4.6485e-05+0.00016506i
-0.00088097+0.0010763i,-0.00025889+0.001064i,0.0012929+0.00099164i,0.0009072+0.0015421i,0.00030038+0.00086265i,-0.00096233-0.00098845i,-0.0016761-0.0012379i,-0.00065728+6.7368e-05i,0.00022129+0.00029998i,0.00038391-0.0012699i,0.00055008-0.0013037i,-3.1673e-05-0.00031106i,-0.00035215-0.00094043i,-0.00062397-0.0015506i,-0.00043044-0.00057092i,-0.00015508-0.00029158i,-3.5899e-05-0.00060757i,0.00055219-0.00081327i,1.653e-05-0.00061003i,-0.00019312-0.00033465i,0.00033472-0.00012256i,0.00059293+0.00012406i,0.0011381-0.00024528i
0.00074781+0.002885i,0.0010658+0.0030907i,0.0016385+0.0018139i,0.00083348+5.0282e-05i,0.00062219-0.00061914i,0.00029968-0.00016611i,-0.00043348+0.00079451i,-0.00032939+0.0010731i,0.00075256+0.00053626i,0.00096274-0.00073924i,0.00091442-0.0015294i,0.0011932-0.0020336i,0.00056498-0.0017388i,0.00079628-0.00096004i,0.00099938-0.0004987i,0.00046438-0.0010541i,8.1339e-05-0.0011905i,-0.00027677-0.00020112i,-0.00029054-0.0003097i,-0.00048439-0.0004028i,-0.000844+3.5616e-05i,-0.00087305-0.00020963i,-0.00085233-9.8494e-05i
-0.00054549-0.0007816i,-0.00078439-0.0014512i,-0.0013431-0.0016872i,-0.00083618-0.00063176i,2.977e-06-3.8151e-05i,-0.00027015-0.00013139i,-0.00057512+0.00057913i,-0.00052363+0.0012905i,-0.00043054+0.0009349i,0.00024133+0.00037668i,0.00052091-0.00037118i,0.00017439-0.0010947i,0.00069425-0.00044033i,0.0010092+0.00030891i,0.0005583-0.00022263i,0.00018081-0.0011337i,0.00031589-0.00080846i,0.00078796-3.9669e-05i,0.00083952-0.00070982i,0.00027909-0.0008556i,0.00011074-0.00033692i,0.0002165-1.2024e-05i,0.00021232+9.2592e-06i
-0.0019469-0.00066901i,-0.0013394-0.0020853i,-0.0014391-0.0023268i,-0.0018111-0.0010151i,-0.0017602+0.0002742i,-0.0013104+0.00058949i,-0.00088066+0.00063891i,-0.00010503+0.00076832i,0.0009371+0.00022253i,0.0011563-3.5288e-05i,0.00061518-0.00096107i,0.000594-0.0015024i,7.4692e-05-0.00059074i,-0.00076446+0.00064993i,-0.0011691+0.0012181i,-0.001142+0.00065283i,-0.0011678+0.00031118i,-0.0013322+0.0003809i,-0.00018944-0.00025862i,0.00034411-0.00035606i,-0.00046852+0.0003339i,-0.00046784+0.00030334i,-0.00010231+0.0003069i
-0.0015082-0.00064685i,-0.00068044-5.0941e-05i,-1.1863e-05-0.0012273i,-7.1735e-05-0.0015889i,0.00041434-0.0016823i,3.475e-05-0.0019481i,-0.00026977-0.00093733i,-0.00042988+0.00098098i,-7.6142e-05+0.0012022i,0.0009051+6.9344e-05i,0.0011529-0.00061548i,0.00053088-0.00084395i,-0.00019724-0.00051076i,-0.00098541+0.00035279i,-0.0011787+0.00080825i,-0.00057889+0.00087788i,8.5837e-05+0.0002256i,0.00019898-0.00044787i,0.00016472-0.00020184i,0.00013379-0.00017312i,-0.0002343-0.00026081i,-0.00024331-0.00029253i,-0.00026978-0.00038972i
0.0020062-0.0020175i,0.0024062-0.0011329i,0.0016973-0.0012348i,0.00069398-0.0017196i,-3.9431e-05-0.0014494i,-0.0013547-0.00097336i,-0.0015832+9.9997e-05i,-0.00019597+0.00092139i,0.00053669+0.0004458i,0.00059275+0.00021607i,0.00097357-0.00055646i,0.0016465-0.0014853i,0.00090189-0.00083324i,0.00032771-0.00023617i,0.00057833+0.0002365i,0.00010622+0.00029056i,-2.4184e-05-0.00016346i,-3.6494e-05-0.00012873i,-0.00011509-0.00046409i,-0.00035283-0.00064958i,-0.00098444-0.00029983i,-0.00078179-1.4064e-06i,-0.00013389+0.00045168i
0.001288+0.00022146i,0.00037721-0.00088253i,-1.4241e-05-0.0015731i,-0.00030676-0.0016962i,-0.0011413-0.002115i,-0.0014439-0.0017919i,-0.0009132-1.7703e-05i,-0.00011346+0.0012785i,0.00072441+0.00088925i,0.00061514-0.00023466i,0.00066794-0.00059573i,0.00071826-3.8927e-05i,-1.4198e-05-0.00013811i,-0.00072118-0.0007256i,-0.00038242-0.00060629i,0.00032612+0.00017063i,0.0003681+0.00013782i,0.00015971-0.00034067i,-9.8868e-05-0.00050161i,-0.00063042-0.00060726i,-0.00037972+0.00015354i,-0.00013034+8.047e-05i,-0.00057352-1.9995e-05i
-0.0011815+0.0021273i,-0.0018549+0.0023274i,0.00011243+0.0024579i,0.0017242+0.0014084i,0.0016416+0.00028015i,0.00089524+0.00040158i,-0.00039011+0.00098343i,-0.00037938+0.0012275i,0.00088752+0.00054929i,0.001497-0.00011757i,0.0011693-0.00032324i,0.00044305-0.0015287i,9.7546e-06-0.0025619i,-0.00013208-0.001515i,0.00017699-0.00035933i,0.0006084-0.00033513i,-0.00012732-0.00054352i,-0.00047173-0.00021074i,7.6442e-05+0.00051489i,0.00067248-0.0001816i,3.1816e-05-0.0011217i,-0.00043901-0.0014459i,0.00075516-0.0012624i
0.00084989+0.0010691i,0.001261+0.0010044i,0.00026597+0.0013737i,0.00015316+0.0008201i,3.9684e-05-0.00073098i,-0.0013027-0.00093402i,-0.0012644+0.00054005i,-0.00013727+0.0012743i,0.00058961+0.00029693i,0.0010698-0.00045147i,0.0011167-0.00079539i,0.00066211-0.0017387i,0.0007401-0.0016647i,0.00023667-0.0001099i,-7.7882e-05+0.00065379i,0.00010376+0.0013407i,0.000537+0.00078434i,0.0007454-0.0001937i,0.00031415-0.00053973i,0.00022849+0.00022487i,-7.8672e-05+0.00084911i,-0.00073009+5.1814e-05i,-0.0009046-0.00029067i
