-0.00087406-0.00025407i,-0.0020792-0.00023802i,-0.0032252+0.00078926i,-0.00305+0.0014502i,-0.0027262+0.00087922i,-0.002171+0.00087516i,-0.0014934+0.0021528i,-0.00041693+0.0031401i,0.0012841+0.0023918i,0.0024233+0.00080225i,0.0024406+0.00030514i,0.0019287+0.00070405i,0.00088151+0.00064348i,-0.00042071+0.00023353i,-0.00073075+0.00011312i,-0.00030527+1.3683e-05i,-0.00051816-9.15e-05i,-0.00056949-0.00027137i,-9.5781e-05-0.00055134i,0.00028982-0.00019362i,5.541e-05-3.8869e-05i,-0.00082302+0.00020787i,-0.00096378+0.00046973i
0.001444+0.002177i,0.00046423+0.0017473i,0.00017386+0.0019143i,3.8839e-05+0.0015242i,0.00046802+0.00033103i,0.00065507-1.4216e-05i,0.00039051+0.00037867i,0.00045293+0.00053751i,0.00096454-0.00027102i,0.0015311-0.00099504i,0.0022131-0.0012723i,0.0021453-0.00069142i,0.00093929-1.5468e-05i,0.00059458-3.6735e-06i,0.00044555-8.99e-05i,5.9682e-05-0.0001302i,7.1334e-06-0.00019149i,-0.00058164+0.00016688i,-0.00026328+0.00032478i,0.00034832+0.00023607i,-0.00031285-0.00014882i,1.9672e-05-0.00051713i,0.00098473-0.00025855i
-0.0002577+0.00018144i,-0.00049256+0.0013774i,-5.6977e-05+0.0021867i,0.00066097+0.0012893i,0.0011342+0.00022378i,0.0011299+0.00015182i,1.9423e-05+0.00061114i,-0.00021394+0.0010281i,0.00072623+0.00048758i,0.0015151+0.00020081i,0.0014188-0.00064721i,0.00078503-0.0015708i,0.00049458-0.00075325i,0.00065605-5.0606e-05i,0.00086704-0.00023301i,0.00054027-0.00036655i,-0.00045386+0.0001124i,-0.0014197+0.00043497i,-0.00096205-0.00015067i,0.00016477-0.00049585i,0.0001395+0.0003156i,-0.00023376+0.00039889i,-0.00034847-0.00013246i
-0.0003648-0.00053509i,-0.00063006-0.00014101i,-0.0010383-8.0685e-05i,-0.0010543-0.00050565i,-0.0002933-0.00056323i,-0.00014233-5.1011e-05i,0.00021568+0.00046563i,0.00082972+0.00077157i,0.00082559+0.00070889i,0.00099311+0.00029458i,0.0016921-0.00040475i,0.0015707-0.00041322i,0.00072009+4.9946e-05i,0.00012439+0.00047147i,0.00011163+0.00029475i,0.00032276-1.7977e-05i,0.00025702+8.1487e-05i,0.0001398-0.00012936i,-0.00033809-0.00031176i,-8.9334e-05-0.00033558i,7.775e-05-0.00028785i,-0.0006256-0.00022322i,-0.00095159-0.00072225i
-0.00019535+0.0025969i,-0.0005796+0.0036795i,-0.00018461+0.0029445i,0.00035109+0.0017116i,-0.00027147+0.00039195i,-0.0007852-0.0013316i,-0.00066253-0.0009661i,-0.00015636+0.00062563i,0.0010177+0.00054105i,0.0024589-0.00021243i,0.0029679+9.2765e-05i,0.0023778+0.00056862i,0.0013091+0.0009101i,9.2369e-05+0.0004428i,-0.00034645-0.00018702i,-5.1916e-05+0.00026512i,-0.00035103+0.00028604i,-0.0009803-0.00053364i,-0.00037605-0.0014753i,0.00016786-0.0011043i,0.00073337+0.00020918i,0.0010656+0.00036029i,0.00065869-0.00053806i
-0.0022135-0.00031744i,-0.0028289+5.9572e-05i,-0.0024966+0.00054008i,-0.0012102+0.00055227i,-0.00032472+0.00062552i,0.00028497+0.0013303i,-0.00019244+0.0015377i,-0.00011461+0.0016248i,0.0009467+0.0011828i,0.0012947+0.00043808i,0.00092853-0.00018644i,0.0010369+4.4777e-05i,0.00145+0.00077558i,0.00091048+0.000409i,7.1126e-05-6.8312e-05i,-0.00040993-9.3615e-05i,-0.00040393+6.3045e-05i,-0.0011388-0.00014425i,-0.0013533-0.00031444i,-0.00020637-0.00010086i,0.00028749+0.00040684i,-0.00056193+0.00048228i,-0.00084925-7.604e-05i
0.00097774-0.00016553i,0.0012869-0.00098105i,0.0010224-0.00083966i,0.00038354-2.4578e-05i,-0.0005403+0.00018162i,-0.0010625-0.0004914i,-0.0009696-0.00040262i,-0.00018233+0.00020741i,0.0010755+0.00085726i,0.0017691+0.00042703i,0.0019334-0.00032252i,0.0017842-0.00019107i,0.0013289-0.0006703i,0.00046454-0.0010645i,-0.00039407-0.00021487i,0.00039039+0.00019369i,0.0010242+0.00015478i,7.4006e-05+0.00033719i,-0.00093471+0.00052443i,-0.00047821+0.00073752i,-0.00037986+0.00098304i,-0.00050408+0.00024961i,-0.00072486-0.00035537i
-0.00066814-6.4797e-06i,-0.00087178+0.0001098i,-0.00088781+0.00072685i,-0.00030385+0.00076692i,0.00091122+0.00061981i,0.00077814+0.00067363i,0.00036378+0.00013063i,0.00066198+0.0004207i,0.00069885+0.00080199i,0.0011499+4.0702e-05i,0.0013995-0.00020606i,0.00065008-0.00077623i,0.00054502-0.00087492i,0.00093876+2.1641e-05i,0.0007546+0.0002737i,0.00078871+1.451e-05i,0.00088487-0.00012659i,0.00062012+0.00015477i,0.0002628+1.3697e-06i,6.1552e-06-0.00077899i,-0.00017099-0.00067897i,-0.00022635+5.9689e-05i,-7.2029e-05+0.00045283i
-0.00049863+0.00014936i,-0.00015908+0.0010331i,0.00037041+0.0011506i,0.00081456+0.00063566i,0.0008181+0.00046816i,-5.298e-05+0.00024182i,-0.0010387+0.0001194i,-0.00076619+0.00053637i,0.00023703+0.0010917i,0.0011759+0.00086658i,0.0021056+5.0973e-05i,0.0017013-0.00028823i,0.00069447-0.00080986i,0.0001862-0.00050559i,0.00043754+0.00095536i,0.00024094+0.0011626i,-0.00026551+0.00021991i,-0.0004181-0.00025554i,-0.00045952+9.346e-05i,-0.00043628+0.00013287i,-0.00073876-0.00047724i,-0.00081633-0.00037296i,-0.00033552-0.00060047i
0.00036691+0.00049692i,0.00074055+0.00022144i,0.00052744+0.00012088i,0.00021979+0.00018777i,9.5504e-05+0.00047021i,0.00014871-0.00011963i,0.00017342+0.00059674i,-7.3418e-05+0.0010533i,-2.0825e-05+0.00035881i,0.0004083-0.00039091i,0.00040398-0.00018521i,0.00055328+0.00047383i,0.00066679+0.00046815i,0.00058419+0.0008262i,0.00037602+0.0010416i,-6.8575e-05+0.00072631i,-0.00038104+0.0003953i,5.109e-05-0.00046991i,-5.1007e-05-0.00074121i,-0.00056795-0.00026646i,0.00068295+0.00021913i,0.00083578+0.00016724i,3.5819e-05+0.00011034i
0.00039084-0.0013903i,0.00040628-0.0011815i,-0.00019735-0.0015053i,-0.00068826-0.0013001i,-0.00088237-0.00059411i,-0.0011406+6.7252e-05i,-0.00067479+2.4383e-05i,0.00036884+0.00045838i,0.00042884+0.00057462i,0.0006103-0.00039298i,0.0013772-0.00056928i,0.0012776-0.00023948i,0.00076247-0.00032586i,0.00084193-0.00069915i,0.00078643-0.00048135i,0.00024157-0.0004918i,-0.0003981-0.00091154i,-0.0011442-0.0006824i,-0.0011526+0.00054805i,-0.00059418+0.00059854i,-6.7719e-05-8.9416e-05i,-8.8285e-05-0.00055914i,-0.0005753-0.00053556i
0.00044373+0.00034629i,-0.00017879+0.00049683i,0.0012217-0.00064351i,0.0018838-0.0013184i,0.00010316-0.0011983i,-0.00046198-8.7496e-05i,0.00039985+0.00094619i,0.00024046+0.00091401i,0.00036702+0.0007575i,0.00052527-9.8989e-05i,0.00092915-0.00095802i,0.0011064-0.00029926i,0.00050169-3.7932e-05i,0.00017042-0.00011772i,0.00035815+0.00033512i,0.00036265+0.00055109i,-0.00072584+0.00036243i,-0.00098059+0.00040427i,0.00015032+0.00018087i,0.0005679+0.000215i,0.00028563-5.6628e-05i,-0.00063513-0.00063367i,-0.0011434-0.00079989i
-0.00051436-0.00035595i,-0.00066414-0.0014909i,-0.0012034-0.001601i,-0.00071203-0.00057246i,-0.00033107-6.6194e-05i,-0.00061122+0.00027547i,-0.00074218-0.00016288i,-0.00031285-0.00032199i,0.00063832-0.00010538i,0.0010393-0.00037942i,0.0009491-0.00086813i,0.0002595-0.0012374i,4.8616e-06-0.0006158i,-0.00040383-0.000243i,-0.00032744-0.00017031i,-4.359e-05+0.00026725i,0.00012356+0.00054785i,-7.7705e-05+0.00069895i,-0.00048152+0.00073599i,-0.00052497+0.0003464i,-0.00057571-0.00019205i,-0.00028702-0.00060325i,0.00034275-0.00049362i
-0.00014182-0.0017839i,-2.2404e-05-0.0019717i,-0.00085584-0.00094149i,-0.0017234-0.00071158i,-0.0012738-0.00092617i,-0.00054406-0.00026159i,-0.00033258+0.00075338i,-0.00020138+0.00098842i,0.00031764+2.1755e-05i,0.00080916+0.00010452i,0.0004747+0.00065984i,0.00032538+0.00051577i,0.00030399-0.00047549i,0.00048042-0.00090843i,0.00049674-0.00034167i,-1.3323e-05+0.00028653i,-0.00022182-0.00012351i,-0.00069222-0.0004701i,-0.00070426+0.00051007i,-6.5808e-05+0.0003022i,-1.1627e-05-0.00050761i,-0.00036721-0.00039641i,-0.0003512-0.00041227i
0.00027692+0.00020289i,0.00079444+0.0012403i,0.0011897+0.0019586i,0.00014207+0.0014981i,-0.00039763+0.00026821i,1.9112e-05-0.00059074i,-0.00056348-0.00010308i,-7.2604e-05+0.00092593i,0.0014078+0.00080793i,0.0022543+0.00034459i,0.0017471+0.00046057i,0.0012019+0.00022144i,0.0009938-0.00012739i,0.00016125-4.5128e-05i,-0.00040616+8.8267e-05i,-0.00028026-0.00022243i,-0.00049458-1.5023e-05i,-0.0009896+0.00025204i,-0.0011408+0.00044306i,-0.000834+1.2965e-05i,-0.00058124-0.00032949i,-0.00037138-0.00028055i,0.00018576-0.00049784i
-0.00042932-0.00063074i,-0.00045799-0.00087752i,-0.00059557-0.00075258i,-0.00064476-0.00071666i,-0.00021923-0.00070311i,-0.00025772-0.0005891i,-0.00043911-0.00045172i,-0.00028969+0.00016324i,-8.341e-05+0.00082575i,0.00087538+0.00082523i,0.0017826+0.00043554i,0.001352+0.00037372i,0.001418+0.00045404i,0.0013006+0.00041064i,0.00018538+0.00078312i,-0.00010403+0.00084945i,-9.8969e-05+8.2593e-05i,-0.00054513+1.1172e-05i,-0.0004562+4.872e-05i,0.000394-0.00025831i,0.00063085+9.0276e-05i,0.00046447+0.00010806i,0.00054486+5.3323e-05i
0.00069973-0.00030599i,-0.00014709-0.00025267i,0.00021694-0.00030402i,0.00032001+4.1456e-05i,-0.00048231+0.001032i,-0.00088146+0.00072022i,-0.00035229-0.00011114i,7.7411e-05+0.00033116i,0.00039227+0.0009646i,0.00081713+0.0010966i,0.00057747+0.00061196i,0.00016471+0.00011959i,-0.00018448-0.00021333i,-0.00024637-0.00055997i,-9.1222e-05-0.00057851i,0.00019758-0.00063329i,0.00038984-0.00028727i,-2.7924e-05+0.00046828i,1.6925e-06+0.00093633i,0.00019334+0.00099879i,-1.0766e-05+0.0004089i,-0.00036133-0.00010138i,-0.00096175+0.00018463i
-0.0015221-0.0019558i,-0.0018967-0.0017444i,-0.0030354-0.00088229i,-0.0020145-6.0469e-05i,-0.00062293+0.00036662i,-3.9478e-05+0.0005625i,-0.00023073+0.0006662i,-4.2717e-05+0.00051393i,0.00060861+8.8477e-05i,0.00075447+0.00045946i,0.00087228+0.00020134i,0.0019425-0.00037136i,0.0017527+0.00014328i,0.0007408+0.00073973i,-9.3465e-05+0.00056755i,-0.00051637+0.0003138i,-0.00021129+0.00034346i,-0.00046446+0.00071351i,-0.00076872+0.00052072i,-0.00013391+0.00018289i,0.00076631+0.00020437i,0.00060988+0.00023584i,0.00021665-0.00012114i
-0.00020278-0.00012035i,8.9819e-06-0.00055831i,-0.0006477-0.00025244i,-0.00025406-0.00011079i,0.00052461+0.00029239i,0.00024922+0.00078424i,2.1471e-05+0.0010843i,0.00025248+0.0010276i,0.00056831+0.0011051i,0.0012169+0.0011346i,0.001644+0.0008001i,0.0015667+0.00027396i,0.001597+0.00010452i,0.0016172-0.00020855i,0.00087582-0.00044098i,0.00038875+0.00043319i,7.9508e-05-6.7686e-05i,0.00014633-0.00010404i,-9.5799e-05-1.4481e-05i,-0.00077318-0.00099346i,-0.0010153-0.00095213i,-0.00065078-0.00048462i,-3.2427e-05-0.0004498i
0.00082386-0.00043801i,0.00039054+0.00015614i,0.00036134+0.0013285i,-0.00050986+0.0018887i,-0.00029912+0.00084381i,-0.00015381+0.00029999i,-0.00075996+0.00061646i,-0.00067717+0.00024412i,7.8105e-05-0.00081075i,0.0014056-0.00059096i,0.0013996-0.00011221i,0.00089676-0.0005481i,0.00057285-0.00055714i,-0.00018672-0.00038641i,-4.8426e-05-0.00036308i,0.00042212-0.00028011i,-3.2248e-05-0.00061773i,9.1654e-06-0.00086308i,0.00023173-0.00032873i,-0.00067334+0.00058177i,-0.00083951+0.00073726i,-0.00027983+0.00060519i,-0.00017109+0.00056833i
-0.00058078+0.0022836i,-0.0011084+0.0012016i,-0.0010528+0.00089969i,-2.7437e-05+0.0014948i,0.00035436+0.0014867i,-5.9632e-05+0.00091402i,-0.00084651+0.00049558i,-0.00067212+0.00036584i,0.00039132+0.00053649i,0.00091239+0.00052327i,0.0012537+1.7332e-05i,0.0018946-0.000334i,0.0018955-0.00090004i,0.001651-0.00085776i,0.0010165+0.00037447i,0.00051863+0.00024723i,0.00087995-9.1757e-08i,0.00066181+0.0010279i,-7.2151e-05+0.00062302i,-0.00025174-0.00034908i,0.00034527+0.00013964i,0.00029008-0.00056122i,6.1694e-05-0.0014475i
-4.1803e-05-0.0021513i,-1.7812e-05-0.0019666i,-0.00048917-0.0017776i,-0.00037022-0.0020416i,-0.00022097-0.0012831i,-0.00014291+0.00013062i,0.00012727+0.00095011i,-0.00035902+0.0014554i,7.4172e-05+0.0010402i,0.0016561+0.00055212i,0.0015415-0.0001331i,0.0013056-0.00057385i,0.0014361-0.00079194i,0.0011248-0.00028071i,0.00043127-0.00015935i,1.9551e-05-0.0004356i,-0.00043773-0.00051735i,-0.00083888-0.00071136i,1.9024e-05-0.00030303i,0.00055966+0.00038115i,0.00056628-3.3639e-05i,0.00028561-0.00078943i,0.00037928-0.0008971i
-0.00063871-9.7704e-05i,-0.000258+0.00028645i,0.00081484-0.0001971i,0.00044385+0.00075315i,-0.0004386+0.0011699i,-0.00054742+0.00076333i,-0.00064179+0.00064568i,-0.00053241+0.00076073i,0.00062467+0.00073193i,0.001243-0.00058583i,0.0013147-0.00051666i,0.0015594+0.00023575i,0.0012084+0.00013464i,0.00013603+0.00027889i,-0.00017464+0.0006378i,0.0001139+0.00064208i,-0.00050869+0.00039772i,-0.00094121+0.00025202i,-0.00076773+0.00029686i,-0.00035139+0.00068849i,-0.00017717+0.0010653i,0.00016151+0.00046217i,0.00037856-0.00063027i
-0.0012285-0.0001378i,-0.0016784-0.0010216i,-0.0017957-0.00017944i,-0.00024865+0.00018517i,0.00014931-4.4937e-05i,-0.0010288+0.0002462i,-0.0011869+0.00077141i,-1.5273e-05+0.0003855i,0.0016878+4.4806e-05i,0.0024897-1.0198e-05i,0.0021768+0.00023451i,0.0022317+0.00035583i,0.0019824-0.00099513i,0.0014308-0.0015014i,0.00057082-0.0015538i,0.00016117-0.00097632i,0.00019329-0.00011551i,0.00033489+0.00055571i,-0.00020296+0.0011223i,-0.00085677+0.00087808i,-0.00082463+0.00084867i,-0.00078981+0.00078696i,-0.0007069+0.00060122i
-0.00018165-0.0016068i,-0.00041625-0.0019477i,-0.0011595-0.0021051i,-0.0008987-0.0018687i,0.00020512-0.00045248i,6.5169e-05+0.00084245i,-0.00096873+0.00053552i,-0.00080361-0.00013228i,5.6219e-06-0.00037708i,0.00076683-0.00057648i,0.0012431-0.00018565i,0.0012984-0.00039782i,0.00093108-0.0010872i,0.00018144-0.001098i,-0.00029626-0.00057932i,-0.00050111-6.4721e-06i,-0.00045057+0.0001518i,-0.0004936+0.00010085i,-0.00010146-0.00032414i,0.00035077-0.00082958i,0.00034386-0.00090456i,0.00023339-0.00081491i,-0.00025843-0.0007697i
-0.00071772+0.00071512i,-0.00042345+0.0014761i,5.0483e-05+0.0014634i,-0.00031224+0.0013891i,-0.00010626+0.001614i,0.00037667+0.0014557i,0.0008062+0.00093062i,0.00041845+0.00072659i,-0.00030894+0.0009412i,-9.2479e-05+0.0012416i,0.00071031+0.00069394i,0.0010059-0.00010542i,0.00048216-0.00035967i,-9.5725e-05+0.00011298i,-0.00035482+0.00072314i,-0.00041618+0.0011533i,-0.00017675+0.00052805i,0.00048933-0.00028204i,0.00047608+0.00049123i,-4.8071e-05+0.0011676i,8.1317e-05+0.0006102i,0.00030688+0.00023478i,0.00021811+0.00046979i
-0.0017554+0.00057663i,-0.001369+0.000524i,0.00025222+0.00060138i,0.0012096+0.0014166i,0.00065708+0.0010212i,-0.00037424+0.0002089i,-0.00097784+0.00085679i,-0.00038408+0.0011436i,0.00029848+3.8612e-05i,0.0011546-0.00054145i,0.0015444-0.00042769i,0.0017286-5.4913e-07i,0.0015525+0.00044774i,0.00068495+0.00059032i,-0.00046259+0.00031968i,-0.00036271+8.2626e-05i,0.00032874-0.00088126i,0.00028934-0.0014938i,-0.00059824-0.00044538i,-0.00098568-0.00036298i,-0.000703-0.0013173i,9.3521e-05-0.0015897i,0.00021634-0.00086256i
0.00036932-0.00070199i,0.00035576-0.0011398i,-0.0002414-0.0013584i,-0.00089721-0.0019483i,-0.00074691-0.0019015i,-0.00020431-0.0012315i,0.00018724-0.00066869i,0.00018782+0.00025004i,0.0006128+0.00031415i,0.00093585-8.8864e-05i,0.00083542-0.00077106i,0.00075541-0.0013195i,0.0011357-0.0013777i,0.00044988-0.0014731i,-0.00019472-0.00086646i,9.9059e-05-0.00018502i,-3.9267e-05+0.00055363i,-0.00022155+0.00041107i,3.1356e-05-0.00052063i,0.00035556-0.00047995i,0.00034931-2.3382e-05i,-0.00019437+0.0006241i,-0.0006482+0.00093005i
-0.00076937-0.0004143i,-0.00010358-0.00040945i,-0.00063526+6.7514e-05i,-0.0014434+0.00022566i,-0.00043185+0.00024631i,-0.00047242+0.0004248i,-0.001157+0.00031054i,-0.00061195+0.00053785i,0.00059952+0.00053537i,0.001301-6.8864e-05i,0.001805-0.00045599i,0.0017639-0.00068573i,0.0013377-0.00097822i,0.00073209-0.0004815i,0.00016102-7.1554e-05i,0.0011079+0.00029193i,0.0019045+0.00075261i,0.000424+0.00029056i,-0.0002678+8.0775e-05i,0.00059521-2.2992e-05i,0.00012344+0.00027867i,-0.00037295+0.00035336i,-0.00046682+5.6899e-05i
0.00035123+0.00027424i,-0.00033666+0.00069363i,-5.7947e-05+0.00086869i,-0.00016263-0.00010586i,-0.00015111-0.00080935i,0.0007495-0.00030553i,3.817e-05+0.0001159i,-0.00023237+0.00056206i,0.0010913+0.00049609i,0.0016785-5.8101e-05i,0.001694-0.0005894i,0.0015636-0.00086094i,0.0014983-0.00091323i,0.0011136-0.0009832i,0.00033177-0.0003927i,-9.8082e-05-1.5531e-05i,-0.00059054-1.744e-05i,-0.00038728-0.00069222i,-5.4782e-05-0.00042182i,-4.4798e-05+0.00011425i,8.0326e-05-0.0002169i,0.0001525-0.00045622i,0.00012922-0.00032474i
-0.0016491-0.0007784i,-0.0013892-0.00058526i,-0.00066587+0.00026713i,-0.00042846-6.1093e-05i,-0.00077724-0.00044061i,-0.0010192+0.00044772i,-0.00065732+0.00048627i,-0.00016715+0.00072853i,0.00090501+0.00087715i,0.0017309+0.00044069i,0.0011234+0.00023287i,0.00067453+0.00026369i,0.00073762+0.00013474i,-0.00011507-2.6186e-05i,6.5408e-05+0.00029596i,0.00067368-4.2203e-05i,2.6577e-06-0.0011408i,-0.0011446-0.00071915i,-0.0010206+0.0004947i,3.3497e-05+0.0010275i,-8.4406e-05+0.00083469i,-0.00079253+0.00027241i,-0.00065343+0.00017366i
0.0003715-0.0020943i,-0.00046386-0.0021817i,-9.5436e-05-0.0012988i,0.00045075-0.00075047i,0.00014492-0.00054483i,-0.00065699+0.00063006i,-0.0010979+0.0011213i,-0.00048588+0.0015557i,0.00057+0.001226i,0.0015915-0.00039802i,0.0018139-0.0014871i,0.0013854-0.001228i,0.0017953-0.00064251i,0.002061-0.00064888i,0.0010631-0.00098145i,-0.00036917-0.0011047i,-0.00070719-0.00064722i,-0.00070991+0.0002659i,-0.0012336+0.00040378i,-2.5982e-05-0.00031818i,0.0010663-0.00066689i,0.00016664-3.2136e-05i,-0.0001341+0.00014483i
-0.00044044+0.0023775i,0.0003461+0.0020687i,-0.00020219+0.0015643i,-0.00078553+0.00066042i,-0.0005874+0.00075892i,-0.00053699+0.00031545i,-0.00033254-0.00015605i,-0.00032868+0.00070192i,0.00013067+0.00084242i,0.0013976+0.00045009i,0.0017554-7.5554e-05i,0.00088751-0.00080533i,0.00030383-0.0010606i,0.00020005-0.0012051i,7.27e-05-0.0013911i,-7.4302e-05-0.00084818i,-0.0007119-0.00024069i,-0.00062768+7.258e-05i,-0.00043417+0.00016891i,-4.4824e-05-0.00035566i,6.9787e-05-0.00028886i,-0.00026353-0.00051704i,-0.00054352-0.0005346i
-0.0013797+0.0015244i,-0.00069619+0.0014183i,0.00052659+0.001749i,0.0011478+0.0010153i,0.0012327-5.9221e-05i,-4.846e-05+0.00033993i,-0.00022516+0.00088224i,0.00012796+0.00042354i,0.0003616+0.00056169i,0.0012679+0.0009669i,0.0024808+0.00070427i,0.0023361+0.00012983i,0.0014425-0.00066209i,0.0010428-0.00074804i,-5.4691e-06-0.00089995i,-0.0001669-0.00064359i,0.00024657-0.00011578i,0.00040062-0.00039847i,0.00042285-0.00024046i,-0.00030425+0.00042904i,-0.00063933+0.00022085i,-0.00010705-0.00018325i,0.00014008-0.00048668i
0.0010462+0.000221i,-0.00010704+0.00080962i,0.00022295+0.0013146i,-0.00014701-0.00061394i,-0.00023428-0.002137i,0.00010679-0.0015661i,0.00024194-0.00043847i,0.00074912+0.00049648i,0.0017459-6.5966e-05i,0.0018652-0.0010393i,0.0016852-0.00095203i,0.0018081-0.00058752i,0.0010062-0.00040233i,0.00030418-0.00056127i,0.00015713-6.2353e-05i,-0.00031104+0.00076828i,-0.00046501+0.0010417i,-0.00073696+0.0013245i,-0.00077888+0.0007939i,-0.00018998+0.0001926i,-2.7483e-05-0.0002041i,0.00016578-0.00041764i,-0.00023913-9.9669e-05i
0.0012967-0.00039465i,0.001298-1.09e-05i,0.0019571-7.7094e-05i,0.0016862-0.00057027i,0.00059632-0.00061355i,-0.0002055-4.14e-05i,-0.0011749+0.00059172i,-0.0011091+0.0010001i,0.00042884+0.0010055i,0.0013882-0.00015447i,0.0014671-0.00097214i,0.00092336-0.00072161i,0.00094803-0.00057239i,0.00057442-0.00034889i,-0.00073075+0.00037935i,-0.00056506+0.00066402i,0.00034559+3.4068e-05i,7.1125e-05-0.00020356i,-0.00015099+0.00025996i,-0.0004464+9.7583e-05i,-0.0006004-0.00053952i,-0.00013583+5.6718e-05i,-0.000352+0.00051431i
2.0272e-05+0.0013042i,0.00040848+0.0015977i,-5.1693e-05+0.00099653i,-0.00049167+8.9658e-05i,-0.00084186-0.00013885i,-0.00066804+0.00041563i,-0.00079222+0.0011124i,-0.00072295+0.0012473i,0.00024677+0.0011038i,0.00067082+0.00098544i,0.00096228+5.3396e-06i,0.0016305-0.0011484i,0.0014598-0.0015423i,0.0010274-0.0013039i,0.00081328-0.0011255i,-0.00018971-0.00082876i,-0.00067467-0.0013009i,-5.6014e-05-0.0012703i,0.00051496-0.00012815i,0.00079114+0.00069078i,0.00051368+0.00067589i,6.8599e-05-0.00047812i,-1.5312e-05-0.0005427i
0.00026589-0.00075608i,-0.00067509-0.00079572i,-0.0018454+0.00031421i,-0.0012737+0.0011436i,-0.0003199+0.0009835i,-0.00091359+0.00083465i,-0.0013964+0.00093701i,5.3549e-05+0.00075231i,0.0016082-5.8808e-05i,0.0017026-0.00097417i,0.0018142-0.00052495i,0.002114+0.00032689i,0.0014526+2.2474e-05i,0.00050822-0.00059407i,0.00056559-0.00076798i,0.00088867-0.00084774i,0.00020553-0.0010459i,-0.0007607-0.00096765i,-0.00030981-0.00031858i,0.00039878+0.00057396i,0.00046816+0.00057202i,8.9514e-05-0.00038362i,-0.00028191-0.00062189i
0.0017311-0.00040061i,0.0025-0.00066913i,0.001301-0.00086002i,0.00040777+2.9719e-05i,0.00037946-8.8296e-06i,-0.00058047+3.342e-05i,-0.0010495+0.00021996i,-0.00013051+0.00033048i,0.00072015+0.00021856i,0.0011892-0.00064509i,0.0013333-0.0012155i,0.0011953-0.00031567i,0.0010404-0.000127i,0.00028427-0.00027701i,-0.00035823-3.2632e-05i,-0.00031291-0.00032102i,-0.00015853-0.00073418i,-6.7779e-05-0.0001215i,-2.901e-06+0.00011122i,-5.4395e-05-1.8117e-05i,-0.00013944+0.00019453i,-0.00011592-0.00083685i,-0.00066991-0.0015546i
0.00028864+7.1542e-05i,-0.00066643+0.00042858i,-0.00073394-0.00012975i,-0.00039161-0.00017259i,-0.00136+0.00044866i,-0.0015346+0.00058314i,-0.00081416+5.7038e-05i,0.00012176+7.9753e-05i,0.0011044+0.00016974i,0.002118+0.00055138i,0.0017682+0.00024658i,0.0012466-0.00070232i,0.00080076-0.0010636i,-0.0001195-0.00055829i,-0.0003545+0.00018272i,-5.4582e-05+0.00055753i,0.00023528+0.00057984i,0.00054678+0.00082258i,-0.00046824+0.00061224i,-0.0009071+0.00016153i,-0.00011538+0.00037267i,7.225e-05+0.00011273i,6.099e-05-0.00018879i
0.0015379-0.00062577i,0.00050132-0.0011519i,0.00036133-0.00073818i,0.00077807-0.00043602i,0.00090222-6.2102e-05i,0.00049445+0.00041339i,-0.00051607+0.00060319i,-0.00026992+0.00094977i,0.0014108+0.0011838i,0.0018621+0.00088348i,0.0018605+5.3824e-06i,0.0016613-0.00037024i,0.00088616-0.0008182i,0.00020184-0.0007547i,-0.0004869+1.4316e-05i,-0.00081191+0.00012868i,9.8167e-05-0.0004559i,0.00095304-0.00086241i,0.00054634-0.00028617i,0.00013123-0.00040488i,0.00044877-0.00081734i,0.00013224-0.00065064i,-0.0008974-0.0002704i
0.0006123+0.0019179i,0.00042827+0.0019671i,-0.00045588+0.0020435i,0.00012942+0.0014749i,0.00061188+0.00043546i,1.4931e-05-0.000277i,-0.00051537-0.00013962i,9.9855e-05+0.00056437i,0.00063475+0.00065638i,0.00090586+0.000422i,0.0012902-5.2036e-05i,0.0013933-0.00040387i,0.0016334-0.00019415i,0.0012379+0.00041321i,0.00023487+0.00023713i,0.00013637-0.00093719i,-0.00034449-0.0011713i,-0.0010775-0.00089901i,-0.0013099-0.00035337i,-0.00061076+0.00030026i,-0.00029367+0.00019395i,-0.00039725+1.9427e-06i,6.2581e-05-0.00012756i
0.0011556+0.0018736i,0.001413+0.0026281i,0.0012545+0.001714i,0.00094398+0.0011243i,0.00030792+0.00053945i,-0.00018576+0.00044138i,-0.00049744+0.0008433i,-0.00058869+0.0001537i,0.00063716+4.0262e-05i,0.0019689+0.0007187i,0.0018845+0.0004657i,0.0014539-0.00015321i,0.000898-0.0011651i,0.00079383-0.0017899i,0.00075435-0.0013753i,3.7375e-05-0.00092574i,-3.6084e-05-0.00065809i,0.00027424+0.00019917i,0.00034433+0.0001662i,0.00078326+4.7381e-06i,0.00081818+0.00064293i,-3.1759e-05-0.00023938i,0.00058582-0.00089644i
