-0.00026261+0.0016713i,-0.0005717+0.0008461i,-0.00042029+6.9511e-05i,0.00095847-0.00062921i,0.00078685+0.00016541i,-0.00086356+0.001187i,-0.0010115+0.00093552i,-7.7417e-05+0.00069362i,0.00025472+0.0012438i,0.0004008+0.00091668i,0.0002695-0.00030297i,0.00053186-0.0014216i,0.0010556-0.0011312i,0.00063596-0.00081858i,0.00042384-8.4834e-06i,-0.00029387+0.0004036i,-0.00092345+0.00069338i,-0.00073238+0.0010238i,-0.00039723-0.0001538i,4.194e-05-0.00059182i,5.7272e-05-0.00012694i,-0.00049202-9.9425e-05i,-0.0003539-0.00040569i
-0.0021895-0.0017703i,-0.00252-0.0023534i,-0.0026793-0.0010378i,-0.0021023+0.00043147i,-0.00074168+0.0012235i,8.5391e-05+0.0015677i,-0.00026697+0.0014981i,-0.00089613+0.0010743i,-0.00010815+0.00020649i,0.00071045-0.0003891i,0.00084715+7.279e-06i,0.0012566+2.1207e-05i,0.0015228-0.0001422i,0.0011906-8.73e-05i,0.0012139+0.00021322i,0.0013455+3.9443e-05i,0.00096048-0.00048496i,0.00099138-0.00054967i,0.001486-0.00036788i,0.00099808-0.00010649i,-5.1363e-05-0.00029477i,0.00020101-0.00062376i,0.00038464-0.00047413i
0.0019281-0.0007137i,0.0022503+0.00016841i,0.0017968-0.00063255i,0.0010864-0.0010286i,0.00060798-0.00058406i,-0.00062034-0.0011147i,-0.0011296+7.8803e-05i,-0.00035744+0.00065262i,0.00020397-4.2941e-05i,-5.6711e-05-0.00056334i,8.4076e-05-0.0014428i,0.00067256-0.0013409i,0.0012286-0.00026575i,0.0012903-2.9623e-05i,0.00073828+0.00022828i,0.00069816+0.00035008i,0.00043856-3.5401e-06i,0.00028889-0.00057493i,0.00065895-0.00085027i,0.00036575-4.9703e-05i,-0.00035834+0.00034232i,-7.0188e-05-0.00096586i,0.00073015-0.0018971i
0.00025969+0.00060373i,0.00084515+0.00089415i,0.0015921+0.0012878i,0.0017533+0.0010195i,0.00030069+0.00032869i,-0.00032369+0.00012264i,0.00022818+0.00023534i,0.00016686+0.00073449i,-3.8311e-05+0.00051178i,-1.0897e-06+8.8874e-05i,7.2096e-05-0.00018148i,0.000862-0.0010339i,0.001588-0.0012382i,0.0022233-7.2169e-05i,0.0018984-9.2015e-05i,0.00088166-0.00071086i,0.0010566-0.00020513i,0.00074244-0.00011621i,0.00027666-0.00018781i,0.00016298+0.00031014i,-0.00032057+0.00057764i,-0.00074477+5.5398e-05i,-0.0010337-0.00025455i
-0.00094793-0.00036783i,-0.0019892-0.00051045i,-0.00028493+0.00015782i,0.00074471+0.00021795i,0.00038651+2.0456e-05i,0.00019891-0.00038336i,0.00019918+0.00013135i,-9.801e-05+0.00084641i,-0.00027133+0.00032903i,0.00050494-0.00011956i,0.0014508+0.00011949i,0.001559-0.00021244i,0.0013656-0.0005887i,0.0014936-0.00038181i,0.0010267+0.00025929i,0.00043665+8.2702e-05i,0.0002912-0.00035496i,0.00062644-3.464e-05i,0.00042964+0.00018925i,0.00012658+0.00034239i,0.00059701+0.0010384i,0.00035361+0.00018499i,-0.00075067-0.0016986i
-0.00032465+0.0011741i,0.00011371+0.0017001i,0.00085731+0.0021662i,0.00093607+0.0012897i,0.00049584+0.00078922i,-0.00036545+0.0008512i,-0.0011533+0.00042778i,-0.0007646+0.00063299i,3.386e-05+0.00073924i,0.0014813-0.00037632i,0.0018882-0.0011511i,0.00063321-0.00068704i,0.0016064+0.00011644i,0.001498-0.00054648i,0.00049096-0.0014423i,0.00090407-0.00077481i,0.0013773-0.0008259i,0.00062298-0.0011066i,0.00046303-0.00069719i,0.0013093-0.00024622i,0.00068886-4.8072e-05i,0.00014024-2.0315e-05i,-0.00042328-0.0004103i
-0.0012357+0.00034106i,-0.00097154-0.00034978i,-0.00034365+0.00016622i,0.00035757+0.0018739i,0.00042913+0.0013752i,0.00038426+0.00027512i,0.00010067-0.00034865i,-0.00065601-0.00069119i,-0.00058483-0.00026233i,-0.00084814+0.00010278i,-0.0010146+0.00021223i,-0.00029628+0.00048277i,0.0009366+0.00053163i,0.0015767-3.2824e-05i,0.00090296-0.00025985i,0.00028341-0.00057097i,0.00093394-0.00029318i,0.00085641+0.00023418i,0.00065172+0.0003781i,0.00049246+0.00077345i,-2.4898e-05+0.0005673i,0.00018352-0.0001486i,0.00046995+0.00011139i
0.00053215+0.0016324i,0.0015552+9.0772e-05i,0.0013691-0.00079674i,0.00039327-0.0021294i,-0.00037118-0.0023589i,-0.00032653-0.0013106i,-0.00023016-4.4304e-06i,-0.0005625+0.00026846i,-0.00012024+0.00064292i,0.00077639+6.656e-05i,0.0013297-0.00056026i,0.0011381-0.00011388i,0.0015113-0.00035381i,0.001075-0.00032722i,-4.5904e-05-0.00020028i,0.000177+0.00052404i,0.0011404+0.0014364i,0.0011994+0.00066268i,0.00040038-9.4346e-05i,0.00046313-0.00034093i,-1.8904e-05+0.00013245i,-0.00023541+3.4834e-05i,0.00016109-0.00040126i
0.00032145-0.0013673i,0.00068063-0.00098435i,0.00037095-0.00048787i,-0.00032998+1.6892e-05i,-0.00096367+0.0010497i,-0.00067493+0.0012403i,-0.00080722+0.00058146i,-0.00038995+0.00067916i,0.00036295+0.0011082i,0.00010196+0.00081343i,0.00010929-1.3462e-05i,0.0004361-0.00054592i,0.00053993-0.0010343i,0.00020997-0.001036i,7.902e-05-6.1294e-05i,0.00031547+0.00027188i,0.00091872-0.00050554i,0.00087748-0.00020727i,0.00021008+3.4906e-05i,0.00036989-0.00022164i,0.0001988-8.6886e-05i,0.00033631+0.00045526i,0.00045687+0.000354i
-0.00095023+0.00065653i,-0.001001+0.0014773i,-0.000164+0.0017962i,0.00043925+0.00086727i,0.00025319+1.6474e-05i,7.1074e-06-0.00086309i,-9.5957e-05-0.00080784i,-0.00028905+0.00026473i,-0.00055526+0.00024118i,-9.3451e-05-0.00022761i,0.00043827-0.0007426i,0.0011387-0.00061117i,0.0017339-0.00011102i,0.0018819-5.0612e-05i,0.0016172+0.00018217i,0.0013702+0.00053156i,0.0013449+0.00047828i,0.0018488+0.00027201i,0.0017531-0.00027203i,0.00074697-0.00077688i,0.00071207-0.00079751i,0.00032739-7.283e-06i,-0.00056554+0.00035203i
-0.00017323-0.00013908i,-0.00020326-0.001183i,6.5094e-06-0.0013699i,0.0001069-0.00036175i,0.00042994+0.00076237i,0.0007038+0.00097661i,-6.1296e-05+0.001063i,4.2504e-05+0.0010495i,0.00066631+0.00043987i,0.001345-0.00016737i,0.0018114-0.0001748i,0.0015075-8.4868e-05i,0.0016073-0.00020914i,0.0015745+1.9281e-05i,0.0016479+0.00031626i,0.0013188+0.00020464i,0.00077819-5.0361e-05i,0.00059063-0.0002659i,0.00062361+0.00042469i,0.00011329+0.00072483i,0.00051538+0.00016746i,0.00063256+0.00032765i,0.00010807-0.00011177i
0.0043146+0.00094199i,0.0046773-0.00026241i,0.0051976+0.0016426i,0.0039403+0.0020634i,0.0019566+0.00083263i,-7.4333e-05-0.0006871i,-0.00068-0.0011723i,0.00020596-0.00066369i,0.00035976-0.00043539i,0.00068613-0.00013428i,0.0012196+2.034e-06i,0.00074169-0.00051981i,0.00065747-0.00047082i,0.00034918-0.00056866i,-9.6236e-05-0.00079523i,0.00063223-0.00063537i,0.00061873+0.00012811i,0.00010956+0.0005148i,0.00029047+0.00030814i,0.00051951+0.00016493i,0.00034986-0.00034719i,0.00023022-0.0003126i,0.0010326-0.00029354i
-0.0013217-7.7458e-05i,-0.001752-0.00032898i,-0.0012097-0.00070616i,-0.00018219-0.00098256i,-0.00017243-0.0013267i,2.2003e-05-0.00057343i,0.00062041+0.00086755i,0.00059695+0.0015i,0.00052607+0.0010671i,0.00077725+0.00018353i,0.00084329-0.00067476i,0.00062745-0.00031747i,0.00065995+0.00070393i,0.00099355+0.0005377i,0.0014336-0.00026243i,0.001442-0.00043709i,0.00065889-0.00039195i,-0.0002903-0.00078931i,-0.00054365-0.00058018i,-0.00053009+0.0002288i,-0.00058054+0.00035966i,-0.001237-0.00020029i,-0.001013-0.00075315i
-0.0011604-0.00068168i,-0.0016753-0.0014827i,-0.0030765-0.00071477i,-0.0025641+0.00047268i,-0.0015327+0.000628i,-0.0012943+0.00029362i,-0.0017397+0.00033295i,-0.0014578-7.7771e-05i,-0.00058092-0.00033638i,-0.00083116-0.0003752i,-0.00075067-0.0008018i,0.00072003-0.00035364i,0.0017319+0.00020478i,0.0013657-0.00011867i,0.0001218-0.00023849i,-0.00064637-0.00053425i,-1.7757e-05-0.00093191i,0.00066567-0.0008196i,0.00036049-0.00080208i,-0.00015639-0.0003511i,-0.00037128+7.122e-05i,0.00025211-7.6422e-05i,0.00044607+2.85e-05i
0.00031374-3.5296e-05i,0.0016352+0.00025318i,0.0013081+6.7741e-05i,0.00054939-3.4452e-05i,0.00070994+6.9892e-05i,0.00020357-0.00028882i,-1.7099e-05-0.00023295i,7.6964e-05+0.000215i,-0.00023015+0.00044156i,0.00026294+0.00030251i,0.00073743-7.0573e-05i,0.00063123-0.00013829i,-0.00012216-0.00035086i,8.714e-05-0.00040523i,0.00094539-0.00012371i,0.00061649-0.00030181i,0.0003401+0.00038117i,0.00034099+0.00042638i,0.00096783-0.00079224i,0.0013676-0.00051531i,0.00044909+0.00034103i,0.00017848-0.00031359i,0.00054823-0.00038082i
0.00031741+0.0012785i,-0.00060321+0.0025101i,0.00013542+0.0024071i,0.00059631+0.00064195i,4.775e-05-0.0002667i,-0.00037361-0.00019924i,-0.00087778-0.00027389i,-0.001145-0.00022233i,3.8691e-05+0.00011405i,0.001311+9.5016e-05i,0.0017206-0.000493i,0.0020399-0.00085317i,0.0018568-0.001005i,0.0014415-0.00090973i,0.0009306-0.00031884i,0.00033913-4.0869e-05i,0.00031244+0.00029503i,0.00069647+0.00041767i,0.00091598+0.00010881i,0.00078504+0.00053837i,0.0011731+0.00084631i,0.0012394+0.00036754i,0.0010292-0.00013464i
-0.0017117-0.0037305i,-0.0019036-0.0038455i,-0.00086659-0.0030538i,-0.00048811-0.0017257i,-0.0013771-0.00033454i,-0.00083479+0.00023885i,1.9793e-05+0.00022893i,2.1417e-09-0.00061218i,0.00062669-0.00022103i,0.00027584+0.00025885i,-5.9591e-05-0.00058833i,0.00076954-0.0013547i,0.0010494-0.00099447i,0.00068379+0.00024644i,0.0004042+0.00058471i,0.00060195-4.4291e-05i,0.00072619-0.0009108i,0.00018437-0.00080322i,-0.00023121-0.00029221i,-0.00037065-0.00017772i,-0.00020715+7.51e-05i,0.00017295+0.00067947i,0.00014476+0.00081512i
0.0016614-0.0024035i,0.0012594-0.0011156i,-6.0487e-05-0.00059737i,-1.4838e-05-0.00085537i,-0.00027542-0.0010032i,-0.00021819-0.00075311i,0.00010298+0.00014658i,0.00055+0.00096539i,0.00037507+0.00053607i,0.00097106-0.00036583i,0.0016385-0.0008518i,0.0013036-0.00062185i,0.0010405-0.0002603i,0.00081595-0.00025975i,8.1654e-05-0.00029552i,-0.00011939-0.00052192i,0.00061092-0.0006963i,0.00087567-0.00051396i,0.0012656-0.00064766i,0.0014065+0.0001842i,0.00086291+0.00096849i,0.00023622-9.4666e-05i,-4.6087e-05-0.001169i
0.00049897+0.00064202i,0.00020932+0.00077313i,-4.3591e-05+2.838e-05i,-0.00049391-0.00068964i,-0.00093242+0.0002752i,-0.0012957+0.00092857i,-0.0020576+0.0015162i,-0.0013967+0.0017819i,0.00018362+0.0016887i,0.0006131+0.0011112i,0.00048988-0.00028267i,0.0013224-0.0012422i,0.0017135-0.00088172i,0.0012169-2.3391e-05i,0.0011167+0.00019025i,0.0011672+0.00011247i,0.0003276+0.00020163i,-0.00034163-0.00075412i,0.00065229-0.00057732i,0.0010027+0.00061303i,0.00030469+0.00076851i,-0.00065599+0.00098947i,-0.00091813+0.00024439i
-0.00046864+0.001235i,7.7676e-05+0.0018444i,0.00011564+0.0016689i,0.00026094+0.00085085i,0.00050369+1.9112e-05i,0.00057065-0.00044353i,0.00059993-6.1903e-05i,-0.00019107+0.00019348i,-0.00062787+0.0002911i,0.000838+0.0002079i,0.0015463-0.00037839i,0.00091142-0.00052835i,0.00065885+6.3138e-06i,0.00034898+0.00079111i,0.00037556+0.00090354i,0.00075152+0.00063122i,0.00086492+0.00021656i,6.2289e-05-0.00042756i,-6.6891e-05-0.00019473i,0.00058669+0.00018567i,0.00010373+0.00071964i,-0.00067433+0.00083083i,-0.00059754+0.00073846i
-0.00071656+0.0016733i,-0.00074493+0.001564i,-0.00064787+0.0012345i,-0.00067952+0.0015128i,-0.00027367+0.0013048i,0.00027744+0.00076054i,-0.00054914+0.00036114i,-0.0015056+0.00022103i,-0.00095504+0.0002501i,0.00021308-0.00052503i,0.0013938-0.0014441i,0.0013838-0.00046127i,0.0012293+0.00044911i,0.001649+4.7584e-05i,0.0015017+0.00029626i,0.0009832+0.0008502i,0.0010842+0.00049559i,0.0011542+0.00030006i,0.00090725+0.00028139i,0.00095191-0.00029289i,0.00034373-2.663e-06i,-0.00066954+0.00035373i,-0.00013279+1.1006e-05i
0.00043272+0.00028496i,-0.00019536-0.00022951i,-0.0004807-0.0010659i,-0.00010647-0.0010568i,-0.00011761-0.0010058i,-0.00035025-0.00044966i,-0.00023753-0.00019247i,-0.00017303-0.00018697i,0.00086358+0.00027143i,0.00119-0.0010697i,0.00086637-0.0016307i,0.00097226-0.00073864i,0.00059715-0.00066199i,0.0003476-0.00078769i,-2.2737e-05-0.00043861i,-5.5503e-05-0.00016043i,0.00078396-0.000352i,0.0010762-0.0008353i,0.0011055-0.00071597i,0.00089409+1.2569e-05i,-0.00026254-0.00015132i,-0.00073058-0.00069344i,-0.00070634-0.00060846i
0.00096515-0.0024257i,0.0020216-0.0024356i,0.0022121-0.0017044i,0.00092045-0.00072377i,-0.000267-0.00012369i,-0.00095268+0.00013508i,-0.0007958+0.00040252i,-0.00061265+0.00023442i,-0.0006535+0.00018613i,-0.00095415-0.00055412i,-0.00040259-0.00017862i,0.00025448+0.00062118i,0.00058089-6.9065e-05i,0.00076935-0.00079736i,0.00048656-0.00058296i,0.000682-0.0001479i,0.0010755-0.00028354i,0.00079731+0.00015833i,0.00047711+0.0012238i,0.00083795+0.0013334i,0.00092665+0.001442i,-0.00020282+0.00088466i,-0.00027063+7.0834e-05i
0.0014047-0.00099058i,0.00086886-0.00077927i,0.00060125-0.0011482i,-0.00069465-0.0007224i,-0.0014329+0.00018895i,-0.00088922+6.7331e-05i,-0.00090856-0.00044037i,-0.00088145-0.00026826i,0.000556+4.3469e-05i,0.0018182-0.00022924i,0.0013881-0.00037853i,0.0012753-0.00022462i,0.0019062+0.00026167i,0.0018001+0.00062245i,0.00075348+0.00024811i,6.5104e-05-0.00024339i,-3.8862e-05-0.00014297i,8.6509e-05+0.00044611i,-0.00028089+0.00039161i,-0.00047496+0.00038304i,0.00014977-0.00013342i,-0.00036198-0.00057181i,4.5992e-05-0.00063552i
0.00037402-0.00065833i,-0.00046764-0.0020055i,-0.00014544-0.0017546i,0.00083019-0.00067277i,0.0019276+6.4492e-05i,0.00074093+0.0012404i,-0.00012235+0.00097862i,0.00027343+0.00096931i,0.00014667+0.0011649i,0.00044019-0.00035074i,0.0007725-0.00088201i,0.001035-0.00045401i,0.0018827-0.00022804i,0.0020268-1.845e-05i,0.001537+0.00052034i,0.00099583+0.00026045i,0.00067693-8.903e-05i,0.00055912+0.00037314i,0.00065363+0.00094441i,0.00068822+0.00087428i,0.00028721+0.00020141i,0.0006377-0.00015296i,0.00041808-0.00018865i
0.00089262-0.00023927i,0.0020788-0.00032885i,0.0025522-0.00040526i,0.0015334-0.00038873i,0.00085018-0.00015089i,0.0001578+0.00023427i,-0.00016773+0.00039993i,0.00056599-5.3288e-05i,0.0009668+0.00041875i,0.00056745+0.00092436i,0.00056948-0.00022036i,0.00046397-0.0009093i,0.00037026-0.00022205i,0.00041616+0.00053831i,0.00058435+0.00073847i,0.00061246+0.00034268i,0.00042357+0.00051423i,0.00020287+0.0007i,1.3116e-05+2.5875e-05i,0.00058025-0.00089608i,0.00076989-0.00079209i,0.00016187+0.00029128i,-0.00042536+0.00053344i
0.00040576-0.0013225i,0.0010847+0.00017169i,0.00044574+0.00082449i,-0.00050207+0.00043185i,-0.0014509+0.00028677i,-0.00095832+0.00019572i,-0.00050921+0.00046703i,-0.0010461+0.0013821i,-0.0011714+0.0012799i,-0.0002175-0.00015079i,0.00086297-0.0011335i,0.0011228-0.00077021i,0.001059+0.00014465i,0.0014057-2.4055e-05i,0.00073817+0.00017459i,0.00021199+0.00073142i,2.5539e-05-0.00023229i,-0.0008241-0.00087046i,-0.00010396-0.00074489i,0.001272+0.00015623i,0.0013034+0.00091738i,0.00090338+0.00023315i,0.00077026-0.00051371i
-0.00070928-0.0006481i,-0.00023833-0.0009898i,-0.0002455-0.0015468i,0.00011286-0.00039981i,-0.00028306+0.00039163i,-0.0013536-0.00021507i,-0.0017026-0.00023183i,-0.00057109+0.00025935i,0.00081099+6.8486e-05i,0.00092497-0.00037803i,8.4357e-05-0.00027922i,-0.00080118-0.00085078i,-0.0002885-0.00065107i,0.00065117+0.00041841i,0.00087825+0.00040779i,0.0013931+0.00055193i,0.0014503+0.00037466i,0.00050306-0.00012516i,-9.8935e-05+6.9835e-05i,-0.00017684-4.2214e-05i,6.6141e-05+4.1659e-05i,0.00032347+0.0002053i,0.00071528-0.00036703i
0.00019898-0.00099331i,0.00028623-0.00032341i,-9.5982e-05-0.00017993i,-0.00021951-6.524e-05i,-0.001191-9.0087e-05i,-0.0014583-0.00016021i,-0.001453+0.00015705i,-0.0017262+0.00059387i,-0.00083588+0.00034347i,0.00035267-0.00046764i,0.00061309-0.00096908i,0.0010208-0.00064537i,0.0011223+0.00017942i,0.00036314-8.487e-05i,-0.00023181-0.00038255i,-6.8706e-05-3.1114e-05i,8.5793e-05-0.0002517i,-0.00019758-0.00074913i,0.00036342-0.00084765i,0.0010757-0.00092933i,0.00063924-0.00065592i,-7.0317e-06-0.00049388i,-0.00025381-0.00083423i
0.00036095-3.3967e-05i,-0.00016285+0.00044012i,-0.00054317+0.00072272i,0.00077436+0.0003759i,0.0013419+0.00037201i,0.00046194+0.0006408i,-0.00030105+0.00012447i,-0.00027241+0.00070543i,0.00028794+0.0017564i,0.00070698+0.0013007i,0.00066507-0.00011289i,0.00076348-0.00028983i,0.0011308+0.00052733i,0.001408+0.00040373i,0.00081327+0.00018643i,0.00029608+0.00036696i,0.00024827+0.00062516i,-0.00035362+0.00055545i,-0.00038964+3.5579e-05i,0.00010063-0.00028425i,0.00044129+0.00010329i,2.621e-05+0.00015005i,-0.00021799-0.00045577i
-0.00013713-0.0029598i,-0.00041809-0.0033543i,-0.0015021-0.0039195i,-0.0020216-0.0020682i,-0.0024998+7.9588e-05i,-0.0014999-0.00021632i,0.00017326+2.6232e-06i,0.00039686+0.00031193i,0.00010537+0.00018168i,-0.00065275+4.2226e-05i,-0.00059211-0.00089812i,0.0003283-0.0011664i,0.0011146-0.0010229i,0.00080489+0.00025298i,0.00093633+0.00074438i,0.0014705+0.00028679i,0.0010445-0.00026759i,0.00038294-0.00085935i,0.0002137-0.00012268i,0.00094872-0.00024259i,0.00087818-0.00077555i,-0.00022081-0.00077851i,-0.0010893-0.00040886i
0.0010156-0.0017563i,0.0011575-0.0014595i,0.001435-0.00012795i,0.00046024+0.00090663i,0.00055028+0.0011196i,0.0007222+0.0011928i,-0.00021201+0.00089097i,-0.00045548+0.00062184i,0.00030533+0.00039903i,0.0013733-0.00029997i,0.0010787-0.00076747i,0.00029999-0.00037984i,0.00081725+0.00021354i,0.0010784+0.00047276i,0.00049596+0.00026756i,0.00049781+6.8761e-05i,0.00069634+0.00059829i,0.0005915+0.00066349i,0.00041697+0.00012357i,-0.00011905-0.0003949i,-6.5516e-05-0.00079463i,0.00047226-0.0011896i,-0.00012604-0.0009659i
-0.0015049+0.00017044i,-0.0016622+0.00019642i,-0.00020047+0.00048993i,0.00054803+0.0013367i,0.00041322+0.00048819i,0.00021459-3.2853e-05i,-0.00029766+0.0004905i,-0.00062577+0.0010942i,-0.0002884+0.001021i,0.00021432+0.00020522i,0.00057809+6.5058e-05i,0.00074274+0.00033097i,0.0011733-0.00031173i,0.0015627-0.00059132i,0.0012682-0.00051211i,0.00055266-0.00016643i,0.0001879-0.00019013i,-0.00042154-0.00016442i,-0.00053471-0.0002051i,0.00042899+7.2764e-05i,0.00056356+0.00054424i,0.00035715+0.00043693i,0.00026434+7.8734e-05i
-0.0010812+0.0022201i,-0.0023113+0.0025886i,-0.0020363+0.0019195i,-0.0012038+0.00080326i,-0.0010483+0.0005132i,-0.0008102-0.0001557i,-0.0010133+0.00018812i,-0.0014177+0.00071231i,-0.0011628+0.00056077i,-0.00010507+2.6025e-07i,0.00049602-0.0002167i,0.00077689-0.00017876i,0.0015761+3.6969e-05i,0.0012304-1.7968e-05i,4.5467e-05-9.5217e-05i,0.00018317+0.00012539i,0.00025232+4.4614e-05i,7.4761e-05-0.00017067i,0.0010219-0.00026939i,0.00040757-0.00014932i,-0.0010583-0.00041483i,-0.00076322-0.00085464i,5.819e-05-0.00072398i
-0.00022952-0.0011678i,0.00029671-0.0014007i,0.00033457-0.0023771i,0.00056886-0.0018166i,0.00025621-3.3252e-05i,0.00035614+0.0011994i,4.3185e-05+0.0013835i,-0.00032361+0.00062428i,2.8515e-05+4.0145e-05i,0.000314+0.00039994i,0.00076022+0.00019299i,0.0010317-0.00038577i,0.0012462-0.00082981i,0.0019167-0.0004788i,0.0014502+3.6949e-05i,0.00033426+0.00040126i,0.00021283+0.00031048i,0.00095237-0.0002514i,0.001119+4.3761e-05i,-5.7182e-05+0.00026172i,-0.00085314-0.00012847i,-0.00029813-0.00059344i,0.00033144-0.00053482i
-0.0038187-0.00099192i,-0.0034617+9.553e-05i,-0.0036433+0.00067688i,-0.0027174-0.00027785i,-0.0017119-0.00093412i,-0.00055669-0.0010879i,0.00030937-0.001407i,0.00021396-0.00060349i,-0.00038746+0.00041889i,-8.8481e-05+0.00034388i,0.0012677-0.00016603i,0.0020545+0.0001117i,0.0015208+0.00063246i,0.00066179+0.00042949i,0.000193-0.00029051i,-6.9107e-05-0.00021676i,8.3607e-05-0.00029197i,0.00062345-0.000633i,0.00092374-0.00036209i,0.00060095-0.00057671i,0.00031384-0.00054441i,-5.2486e-05-0.00036179i,-6.8114e-06+2.3439e-05i
-0.0015153-0.00034651i,-0.0026024-0.00067683i,-0.0027731+0.00122i,-0.001546+0.0021858i,0.00052257+0.0013691i,0.00035681+0.00020382i,-0.00063939+3.9048e-05i,-0.00048984+0.0010102i,0.00013358+0.0015342i,0.00161+0.0012742i,0.0024029+0.0006731i,0.0018322+0.00038036i,0.0019342-0.00015238i,0.0015631-0.00038391i,0.00073164-0.00082146i,0.00058901-0.0013286i,0.00019819-0.0010732i,-1.4036e-06-0.00050684i,0.00025047+5.371e-05i,-4.4776e-05-0.00021707i,-0.00025329-0.00041754i,3.7715e-05-0.000266i,-0.00041813-0.00012449i
0.0017744-0.00064799i,0.0019414-7.3352e-05i,0.0015139-0.00018463i,0.0011973+0.00010956i,0.00083946-0.00030167i,-0.00033065-0.00049265i,-0.00097915+0.00043398i,-0.00039032+0.00068864i,0.00046246+0.00067724i,0.00057479+0.00068278i,0.00028509-1.6133e-05i,0.00048039-0.0003782i,0.0013532+6.6466e-05i,0.0012222-0.00035183i,0.00070642-0.0011243i,-0.00010581-0.00079001i,-0.00062208-0.00096177i,6.9338e-05-0.00080092i,0.0006171+0.00056994i,0.00035431+0.00109i,-0.00032868+0.00064969i,-0.00064371+8.2608e-05i,0.00011787-0.00073173i
0.0010189+0.0019381i,0.00085889+0.0015027i,0.0020137+0.00092611i,0.0022418+2.6232e-05i,0.0014879-0.00081068i,0.00076524-0.00012886i,-0.0002727+0.00068501i,-0.00058651+0.00042544i,0.00042093+0.00035264i,0.00098439-0.00050493i,0.0014909-0.00076161i,0.0018334-0.00029789i,0.0022497-0.0004377i,0.0022541-0.00068601i,0.001078-0.00049699i,-0.0001014-0.00081939i,-0.00053423-0.0014557i,-0.00059657-0.0014619i,0.00010784-0.0010194i,0.00050078-0.00042067i,0.00067352+0.00043547i,0.0005728+0.00075449i,0.00050553+0.00030199i
-0.00054226-0.0010641i,-0.00080275-0.00062215i,-0.0010766-9.1289e-05i,-0.00027031+0.00048761i,-0.00026202+0.0009109i,-0.0012013+0.00035851i,-0.001248-5.3575e-05i,-0.00055389+0.00037855i,0.00033642+0.00044345i,0.00041197+0.00070091i,0.00056101+0.00011813i,0.00076597-0.00083512i,0.0010716-0.00055156i,0.0016055+0.00043029i,0.0010812+0.0014269i,0.00039653+0.00075235i,0.00023534+8.5952e-06i,7.4485e-05+0.00038287i,0.00063538+0.00056113i,0.00069184+6.912e-05i,0.00016682-0.0005315i,0.00044297-0.00033489i,0.00056431+8.1015e-06i
0.000327+0.001192i,0.00072384+0.0012394i,0.0019088+0.00088876i,0.0020028+8.9898e-05i,0.00020556-0.0011802i,-0.00098442-0.00035402i,-0.00086682+0.00029541i,-0.0012554+8.8435e-05i,-0.00071981+0.0007019i,0.00015795+0.00048784i,0.00078059-0.00047287i,0.001328-0.00047866i,0.0012561-0.00018016i,0.00085463+0.00029639i,0.00061726-5.0696e-05i,0.00049215-0.00095644i,0.00030671-0.00052851i,0.00027456+6.5189e-05i,-0.00046824+6.9449e-05i,-0.00087846+0.00048645i,8.5721e-05+0.00043803i,0.00055184+0.000182i,0.00021513+0.00032326i
0.0010392-0.00096538i,-0.00042099-0.0017429i,-0.00017335-0.0011627i,2.7954e-05+0.00073074i,-0.00073971+0.00092039i,-0.0016277+0.0010093i,-0.0016009+0.00079881i,-0.00081156+0.00041927i,-6.1596e-05-0.00027536i,0.00067881-0.001107i,0.00096208-0.0010104i,0.00093394-0.0010102i,0.0012451-0.0014596i,0.0017565-0.00099536i,0.0014792-0.00027445i,0.0009404+0.00037323i,0.00014387+0.0001404i,-5.4708e-05-0.00039082i,0.00076388+0.00030146i,0.0010353+0.0010369i,0.00058328+0.00067783i,-8.6255e-05+0.0001545i,-4.9244e-05+0.00036627i
0.00034995+0.00038381i,-0.00010644+0.00024648i,0.00035193-0.00037165i,8.5285e-05-0.00052846i,-0.00063459-0.0012932i,-0.0014074-0.0016577i,-0.0012613-0.00058765i,-0.00024056+0.00072991i,0.00079801+0.001195i,0.00087728+0.00045731i,6.0454e-05-0.00028939i,7.1049e-05-0.00013278i,0.00023793+0.00035509i,0.00042371+0.00018088i,0.00040262+0.00033404i,-0.00017425+0.00050773i,0.00039416+0.0002049i,0.0014758-0.00022568i,0.0010428-0.00054579i,0.00086475-0.00040789i,0.0011079+0.00030618i,0.00096415+0.00022065i,2.5571e-05-0.00059156i
-0.00027528+0.0011165i,0.00093142+0.0012212i,-0.00034589+0.00041367i,-0.001381+0.00012326i,-0.00021196+0.00055893i,0.00072122+0.00023849i,0.00078517-0.0003813i,0.00033611+0.00038271i,0.00029226+0.00039931i,0.0010605-0.0007863i,0.0015136-0.0016042i,0.0010786-0.00080251i,0.0012017+5.2618e-05i,0.0011266+0.00032276i,0.00036027+0.00018807i,-4.9373e-06-0.00031997i,2.6406e-05-2.4316e-05i,0.00039289+8.503e-05i,0.00072205-0.00049358i,0.00042054-0.0004392i,6.3676e-05-1.9851e-05i,0.0003188-0.00014762i,0.00064953-0.00034214i
