0.00090892-0.00079819i,-0.00018606-0.0014019i,-0.0012084-0.0019495i,-0.0018507-0.0010332i,-0.0015747-0.00059874i,-0.000774+0.00053963i,0.00059546+0.0016635i,0.0012385+0.0021584i,0.0010506+0.0013772i,0.00018301-0.00010538i,-0.00014925-0.0007144i,-0.00015442-0.0003436i,-0.00017916-3.2954e-06i,0.00070631+0.00093615i,0.00044852+0.0018585i,-0.00071446+0.0009435i,-0.0011751-0.00045239i,-0.00066619-0.0008677i,0.00012284-0.00094527i,0.00021745-0.0010347i,-0.00031341-0.00091623i,-0.0008136-0.00051702i,-0.00079872+1.1569e-05i
-0.0018122+0.00056338i,-0.0019379+0.00035791i,-0.002009-0.00022481i,-0.00088517-0.0011973i,-0.00044521-0.0012657i,-0.0012814-0.0008642i,-0.00064803-0.00061473i,1.8228e-05-0.00082208i,4.9682e-05-0.0017627i,0.00081281-0.0017053i,0.00091558-0.00025232i,-0.0003594+0.00053628i,-0.0011281+0.00047676i,-0.0010801+0.00053829i,-0.00068761+0.00041355i,-0.00013826+0.0002752i,0.00023758+0.00011576i,0.0010418+4.7556e-06i,0.00061145+0.00047428i,-0.0003176+0.00028491i,0.00060067+0.00079448i,0.0016164+0.00078705i,0.0012488-0.00051251i
-0.0011537-0.0032452i,-0.0024818-0.0026162i,-0.0023673-0.0019441i,-0.0019916-0.0015797i,-0.0013944-0.00076046i,-0.00042532-0.00044817i,0.001033+0.00010924i,0.0022772+7.9529e-05i,0.0018594-0.00025022i,0.00056035-0.0002827i,-0.00031071-0.00055315i,-0.00049926-0.00049139i,-2.3894e-05-0.00062686i,0.00025298+0.00037497i,0.00017016+0.0010421i,0.00046806+0.00082959i,0.00027753+0.0010535i,2.1093e-05+0.0015924i,-0.00023637+0.0012906i,-0.00021608+0.00027405i,0.00024019-0.00024966i,-5.0701e-05-0.00014797i,0.00022706+0.00011221i
-1.061e-05-0.0021981i,0.00033081-0.0014866i,-0.00025268+0.00020535i,-0.0011712+0.0016819i,-0.0012273+0.0012652i,-0.00086147-0.00026174i,-0.00042956-0.0015566i,6.7116e-05-0.0012185i,0.00012365-0.0012667i,0.00013641-0.0012402i,0.00024324-0.00028654i,0.00032299+0.00056371i,0.00054591+0.00071641i,0.00051276+0.00038636i,0.00058567-0.00011105i,0.0007428-0.00014239i,0.00064038-0.00029254i,-0.00020003+5.4932e-05i,-0.0011908+0.00063967i,-0.00059151+0.00014545i,0.00025412-0.00041396i,-6.3385e-05-0.00021761i,9.0368e-05+0.00026954i
0.00015234-0.0013262i,-0.00019672-0.0011812i,-0.00057515-0.00026728i,-0.00050658-0.00043808i,-0.00070467-0.0006926i,-0.00064801-0.00020372i,-0.00064459-0.00045594i,-5.7543e-05-0.00029187i,0.00012449+0.00051107i,0.00061818+0.00083857i,0.0013653+0.00050694i,0.0011032+0.00042719i,9.8854e-05-4.9109e-05i,-0.00044897-0.0005276i,-0.000231-0.00010996i,2.6152e-05+3.9265e-05i,-0.00022516-0.00023398i,-0.00017292-0.00036371i,0.00019788-0.00047066i,-0.0001992-1.0081e-05i,-0.00064603+0.00015838i,-0.00070007-0.00035981i,-0.00030712-2.76e-05i
0.00059824-0.00093787i,-0.00077288-0.0009312i,-0.0017125-0.00033413i,-0.0015603-7.6585e-05i,-0.00056732+0.00020082i,0.00016154+0.00028831i,-0.00013259+0.0003691i,-0.00072246+0.0004932i,-0.00051037+0.00055635i,0.00063503+0.0001814i,0.00064473-8.1534e-05i,0.00015342+0.00057406i,5.0083e-05+0.00057863i,-7.8324e-05-0.00022747i,-0.00048009-0.00041339i,-0.00037035-0.00062884i,0.00021451-0.0001953i,0.00026167+0.00057122i,5.0744e-05+0.00061228i,-0.0001164+0.00068775i,-6.1383e-05+0.00039988i,0.00040834-0.00038723i,0.00052639-0.0005218i
-0.00014406-0.00020182i,-0.00054371-0.0010819i,-0.00050255-0.0012873i,-0.00060499+0.00044059i,-0.001169+0.0015445i,-0.0012887+0.00073954i,-0.00041766-0.0003147i,0.00047909-0.00019747i,0.0004449+0.0011881i,2.6309e-05+0.0011409i,2.0992e-05+0.00024326i,-0.00029932+0.00018469i,-0.00023032+0.00044939i,0.00068294-0.00010808i,0.00066996-0.00083832i,0.00041991-0.00085084i,0.00055956-9.4975e-07i,0.00028102+0.00069608i,-0.00072622-0.000167i,-0.0010684-0.00092243i,-9.1012e-05-9.8078e-05i,0.00041333+0.00060987i,0.00058675+0.00017396i
0.00034958-0.0017303i,-0.0012652-0.0017087i,-0.0016997-0.00061022i,-0.00084621+0.00056119i,-0.00023917+0.00085857i,0.00068277+0.00060801i,0.0012736+0.00014325i,0.00049458+0.00025105i,-0.00034514-0.00011816i,-0.00022688+0.00020774i,-0.00012435+0.00053816i,5.3181e-05+8.5412e-05i,0.00010039-0.00010327i,0.00050757-0.00019515i,0.00073136-0.00010235i,0.00076349+0.00033447i,0.00090189+0.00029673i,0.00045019+0.00019999i,2.2e-05+9.5038e-05i,0.00020507-0.00034934i,4.3338e-07-0.0001181i,-0.00063858+0.00022346i,-0.00031358+0.00027085i
-0.00030339-0.00064615i,-0.00047583-0.0015639i,-0.0014964-0.0007861i,-0.0013634-0.00047202i,0.00022264-0.00011801i,0.0011175+0.00047975i,0.0010342+0.00041465i,0.0010073+0.00037409i,0.00064394+0.00075667i,0.00023949+0.00056483i,0.0010988+0.00021888i,0.0016282-0.00014267i,0.00070075-0.00031019i,-0.00026087+0.00079756i,0.00014739+0.00065666i,0.00044634+0.00048557i,0.00011211+0.001439i,1.813e-05+0.0017898i,-0.00032015+0.00087445i,-0.00044625-0.00064631i,9e-05-0.0018477i,0.00025227-0.0016151i,4.4252e-05-0.00031811i
-0.0035608-0.001458i,-0.004832-0.00087685i,-0.0044873+0.00042339i,-0.0033272+0.0011066i,-0.0013424+0.00066353i,-0.00038628+0.00011117i,-0.00056396+0.00037432i,-0.00044313+0.0003473i,-0.0002196+0.00019919i,6.373e-05+0.00038969i,0.00032636+0.00026273i,-5.2277e-05+0.00019958i,-0.00019307-0.00067436i,4.4405e-05-0.0011068i,-0.00031043-0.00040935i,2.906e-05-7.8989e-05i,0.00062739-8.6378e-05i,0.00079423+0.00011742i,0.0016576-9.729e-05i,0.0013361+5.6741e-05i,9.7656e-05+0.00040262i,-0.00012608+0.00034746i,-0.00064813+0.00013647i
0.002938-0.002845i,0.0021371-0.0027492i,0.0019297-0.002521i,0.0012154-0.0018435i,0.00010607-0.00031248i,-0.00096076+0.00095752i,-0.0011772+0.0016556i,-0.0009152+0.0010781i,-0.00065593+0.0008772i,-0.00022657+0.00059703i,0.00042436-0.00010914i,0.00047269+0.00011607i,-0.00069189+0.0004193i,-0.0015293+0.0002682i,-0.00097203+0.00028219i,-9.9044e-05+0.00014794i,0.00047712+5.0237e-05i,-0.00013561+0.00020106i,-0.00080402+1.8732e-05i,-0.00093479-0.00014064i,-0.0005179-0.0002755i,-0.00013793-0.00022565i,-0.00038475-0.00036292i
-0.0013495-0.0034346i,-0.0025416-0.0027326i,-0.0037339-0.001801i,-0.0033201-0.001038i,-0.0024945-0.00094571i,-0.0009474-0.00091872i,0.00073951-0.00048865i,0.0012066-0.00032198i,0.00077124-9.3381e-05i,-0.0001417+9.1887e-05i,0.00054465+1.0411e-05i,0.0017928+0.00020513i,0.0014149+0.00014471i,0.00069462-0.00014358i,0.0011582+0.00038012i,0.00098973+0.00061885i,0.00019196-0.00048047i,-0.0001815-0.0010993i,0.00055772-0.00072102i,0.00039786-0.00024134i,-0.00060791-0.0003432i,-0.00082799-0.00026431i,-0.00085575+0.00032335i
-0.00094037+0.00086727i,-0.002873+0.00068547i,-0.0035818+0.00086512i,-0.002842+0.0015863i,-0.00098977+0.0019982i,-0.00014014+0.0011201i,3.3852e-05+0.00012806i,4.3308e-05+0.00017771i,-0.00040166+0.00069724i,-0.00030401+0.0004142i,-6.9842e-05-0.00025246i,0.00010587+0.00018563i,0.00011794+0.00063836i,4.5144e-05+0.0012972i,0.00038852+0.0011565i,0.00019021-0.00059973i,-0.000175-0.0010928i,-0.00030583-0.00044506i,-0.00024165-0.00031654i,-9.9166e-05+6.2407e-05i,0.00014567+0.00042297i,0.00042461+4.1902e-05i,0.00074836-0.0003321i
-0.00089539-0.00016859i,-0.0017191-0.0010311i,-0.00087334-0.00167i,-0.00078062-0.0013865i,-0.0013138-0.00094418i,-0.00027592-0.0012816i,0.00028164-0.00046957i,-0.00012484-7.822e-05i,-0.00022714-0.00075163i,-0.00033817-0.00072123i,-0.00083717-0.00065394i,-5.2303e-05-0.00047623i,0.00044636-0.00050506i,0.00072343-0.00037432i,0.0013371-0.0002554i,0.00078507-0.0003635i,7.6379e-05-0.00061214i,0.00019694-7.1974e-05i,0.00035184+0.0007137i,0.00032239+0.00052711i,-0.00044928+0.00046155i,-0.0014246-0.00039017i,-0.00057765-4.1366e-05i
-6.3798e-05-0.0024941i,-0.00079337-0.0032238i,-0.0012794-0.0029177i,-0.0010868-0.0015801i,-0.00044779+0.00039663i,5.8756e-05+0.00082587i,0.00043549-0.00053429i,0.00059918-0.00096408i,-0.00017401-0.00067763i,-0.00055279+0.00021112i,-2.3196e-05+0.00074317i,0.00046912+0.0002456i,0.00065977+3.5655e-05i,0.00054498+0.0004445i,0.00082451+0.00082302i,0.00064163+0.00043584i,0.00035494+0.00036099i,0.00092277+0.00014127i,0.0012583-0.00044539i,0.00094335-0.00062406i,0.00074931-0.00033358i,0.00089056+0.00011975i,0.00042175+0.0003591i
-0.0020946-0.00085133i,-0.0025313-0.00069565i,-0.0018906-0.00016596i,-0.00052796+0.0004368i,-0.00032417+0.00057822i,-0.0011235-0.00016111i,-0.0011176-0.0006745i,-0.0014275-0.00035285i,-0.0015738-0.00077238i,-0.00023444-0.0009749i,0.0003571+0.00012046i,-0.00029297+0.0001976i,0.00026085-0.00047863i,0.0011075-0.00093269i,0.00037156-0.00099849i,-0.00076579-0.00029762i,-1.6865e-05+0.00016804i,0.00052112-1.3167e-05i,0.00065539+0.00011907i,0.00077888+0.00090464i,-1.1315e-05+0.0014353i,-0.00037914+0.00083857i,0.00013379-0.00060533i
-0.0017749-0.0015994i,-0.0033047-0.00011721i,-0.0036106-0.00030081i,-0.002222-0.0015719i,-0.0011209-0.00081353i,-0.00069324+0.00044436i,0.00087213+0.0004307i,0.00090692+2.5677e-05i,-0.00067679+0.00023131i,6.5381e-05-9.6003e-05i,0.00042592-0.00046525i,-0.00027405+0.0001044i,-0.0012207+0.00023743i,-0.0013714-0.00058099i,-1.9404e-05-0.0001585i,0.00032163-0.00012277i,-0.0007253-9.0582e-05i,-0.0010318+0.00069889i,-0.00047656+0.00021975i,9.2934e-05-0.00054722i,0.00028252-0.00034037i,0.00040056+0.00019668i,0.0008282+0.00045566i
0.00060372+0.001297i,0.0013249+0.0012053i,0.0027397+0.0011583i,0.0019495+0.000154i,0.00062771-0.00053459i,-0.00044477-0.00081874i,-0.00054886-0.00087884i,-0.00063742-0.00054832i,-0.00015973-0.00037669i,0.0010097-0.00050079i,0.00097337-0.0007704i,0.00021117-0.00078143i,-0.00018585-0.00039067i,-0.00091392-0.0003353i,-0.0010012-0.00035291i,1.3271e-05+0.00033124i,0.00031453+0.00027609i,-0.00052784-0.0002923i,-0.00057894+2.9399e-05i,0.00041584+0.00018681i,0.00074084+6.5861e-05i,0.00023436-0.00011116i,0.00022902-0.00067231i
0.0012511-0.0032807i,0.0015745-0.004035i,0.00074124-0.0028604i,0.00043392-9.0218e-05i,0.00032976+0.00084942i,0.00021292-0.00039581i,-0.00027795-0.00078108i,0.00016432-0.00049903i,0.00014703+0.0001321i,-0.00056829+0.0005358i,-0.00079156+0.00035741i,2.837e-05+2.0281e-05i,0.00064073-0.00060228i,0.00054224-0.00055278i,0.00025354-0.00069496i,0.00015889-0.0007213i,-0.00023508+0.00052902i,-0.00040881+0.00086045i,0.00017416+0.0001109i,0.00039414-6.9095e-05i,0.00030684-0.00095866i,0.00063794-0.0010675i,9.2427e-05+0.00017615i
-0.00091797-0.0025652i,-0.0015196-0.0034673i,-0.0029598-0.0027472i,-0.0039929-0.00087834i,-0.0019025+0.00012092i,-0.0002518+0.00018569i,-2.7238e-05-9.8084e-05i,5.9108e-05-0.0005343i,-2.2082e-05-0.00080608i,0.00034727-0.0008694i,0.00072365-0.0011891i,0.00049315-0.0012927i,0.00077202-0.00057542i,0.0012893+0.00015823i,0.00097008-0.00029101i,3.2434e-05-0.0007541i,-0.00083544-0.0005815i,-0.00043194-0.00041652i,2.6808e-05-0.00056768i,0.00015795-0.00054767i,0.00029415-0.00019049i,0.00010501-0.00012392i,7.3886e-05-5.4507e-05i
-0.0017776+0.00038434i,-0.0018962+0.0014008i,-0.0020668+0.0018067i,-0.0013361+0.00045975i,-0.00070689-0.00055769i,-0.00038406-0.00034053i,0.00049005-0.00022341i,0.00078451-0.00099696i,0.00030449-0.0017046i,0.00013918-0.0012898i,-0.0001582-0.00083103i,-0.00020185-0.001027i,0.00043474-0.00061948i,0.0010756+0.00038415i,0.00089834+0.00025259i,0.00027995-0.00015713i,0.00030625+0.00056459i,8.0453e-05+0.00073369i,9.4583e-05-5.1442e-05i,0.00018179-0.00018461i,-0.0001233+5.5651e-05i,-0.00045574+2.3978e-06i,-0.00072362-0.0004687i
-0.00075396-0.0012355i,0.00060334-0.0011233i,0.0019057-0.0010379i,0.0017813-0.0005094i,0.00055845+0.00036826i,0.00016989+0.00038967i,0.00052298-0.0004449i,0.00037291-0.0014455i,0.00052768-0.0015707i,0.00045303-0.0013232i,0.00011757-0.00074982i,6.8479e-05-0.00014231i,-0.00017025+0.00010653i,-0.00019902-2.5193e-05i,0.00032914-0.00022502i,-0.0003051-0.0004922i,-0.0013195-0.00035666i,-0.0011425-0.00040695i,-0.00059092-0.00016273i,-0.00033544+0.00088892i,-0.0009542+0.00065128i,-0.0014546+0.00030357i,-0.0013+0.00076089i
-0.0013821-0.0003916i,-0.0020331-0.00048893i,-0.0028294+0.0013663i,-0.0017487+0.0018486i,-0.00036199+0.0002476i,-4.2111e-05-0.0015528i,0.00037726-0.0016521i,0.0005556-0.00068014i,-0.00015375-0.00056622i,-9.7227e-05-0.00021319i,0.0011085+0.00050386i,0.0017852+0.00043626i,0.0017272+7.1064e-05i,0.0018134+7.2272e-05i,0.0016146-6.3194e-06i,0.0011372-0.00038095i,0.00051224-0.00033276i,0.00024239-0.00039158i,0.00059766+0.00014656i,-0.00018673+0.00079841i,-0.00014347+0.00052733i,0.0004886+0.00032523i,0.0002295+0.000809i
9.9243e-05-0.0028485i,-0.0012015-0.0033049i,-0.0014397-0.0024944i,-0.00052912-0.0014494i,8.1796e-05-0.00088264i,0.00052615-0.00025994i,0.0014049-0.00010825i,0.0017237-0.00096149i,0.0014575-0.00070446i,0.0011781+0.00011321i,0.00075578+0.00043812i,0.00015402+0.00047003i,0.00027096+0.00053212i,0.00046822+0.00092571i,0.00050445+0.00050076i,0.00049561+0.00027048i,2.7907e-05+0.00091215i,0.00015229+0.0011831i,-5.5998e-05+0.0010703i,0.00019069+0.00076498i,0.00061186-8.5993e-05i,0.00046579-0.00077212i,0.00031802-0.00085106i
-0.0018874+0.00023021i,-0.0027736-0.00065656i,-0.0025933-0.00047413i,-0.0011123-0.00034758i,6.9303e-05-0.00073115i,0.00063883-0.00062926i,0.00079192-0.00086901i,-0.00010557-0.00093708i,-0.00036092-3.1501e-05i,-0.00047059+0.0007259i,-0.00062065+0.00016162i,-0.00055364-0.00038722i,-1.3665e-06-0.00045083i,0.00032059-8.9295e-05i,-0.00010439+0.00010686i,5.6606e-05-0.00051473i,0.00058363-0.00010197i,0.00062777+0.00060698i,0.00035466+0.0003397i,7.0329e-05+0.00013189i,-0.00048428+6.2837e-05i,-0.00030882-0.00044257i,0.00046597-0.00056001i
0.002433-0.00064327i,0.0031282-0.0016299i,0.0029756-0.0011472i,0.0020476-0.00035842i,0.00069971-1.8743e-05i,-0.00067331+0.00014605i,-0.0011949+0.00033406i,-0.00068392+8.8856e-05i,0.00024867-6.7662e-06i,0.00030899+0.00071933i,0.00015929+0.0002291i,0.00040179-0.00097286i,1.2558e-05-0.00046379i,-0.00029131-0.00021185i,0.00025527-0.0007243i,0.00043554-0.00085874i,0.00027322-0.0007516i,0.00044537+9.6529e-05i,-3.2267e-06+0.00072506i,-0.00011795+0.0006516i,7.7703e-05+0.00031631i,0.00014944-0.00028298i,0.00029726-0.0009664i
0.0012642-0.00037562i,0.001202-0.00033815i,0.00047923-0.00024026i,-0.00040795+0.00010833i,-0.00031677-0.00013607i,-0.00028648-0.00047943i,-0.000193-0.00032033i,-0.00013721-0.00036832i,-7.919e-05-0.00025399i,0.0001478-0.00015641i,4.9151e-06+0.00013273i,-0.00031529-6.4586e-05i,5.3167e-05-0.00020542i,0.00054017+3.9861e-06i,-0.00024115-0.00017363i,-0.00030272-0.00025229i,0.00015979-0.00024424i,-0.00034064-0.00044879i,0.00012099-0.00021852i,0.00078582-5.5452e-05i,0.00022491-8.2001e-05i,-0.00019866-6.5275e-05i,5.4333e-05-0.0004266i
0.0011312-0.00081506i,-0.00037719-0.0011082i,-0.0010561-0.0011007i,-0.00083394+0.00016566i,-0.00079565+0.00072278i,-0.00034107+0.0013048i,0.00015374+0.0011071i,-0.00016391+6.3513e-05i,2.8848e-05+0.00011289i,-0.00015159+0.0008896i,-0.00052134+0.0012777i,-1.0675e-05+0.0017048i,0.00086366+0.0016136i,0.0012609+0.0014564i,0.000526+0.0010418i,-0.00039078+0.00095663i,-0.00083983+0.00059293i,-0.00055541-0.00027162i,-2.26e-05-0.00040683i,0.00024567+0.0005381i,-0.00012619+0.00089405i,-0.00028931+0.00057855i,-0.00027262+0.00055631i
-0.0014885-0.0019652i,-0.0044356-0.0024957i,-0.0057895-0.0026294i,-0.0040369-0.0020238i,-0.002737-0.00079658i,-0.0021062+0.00047035i,-0.00021278+0.00032761i,0.0012299-0.00014607i,0.0016325-0.00025855i,0.0008243-0.00031255i,0.00044113+0.00033566i,-1.3398e-05+0.00076794i,-0.00054686+0.00059271i,-0.00012289+0.0013521i,0.00057598+0.0026211i,0.000856+0.0017934i,0.00069889+0.00069032i,0.00066113+0.00073238i,0.00047269+0.0010019i,0.00025148+0.0012708i,0.00033383+0.0010729i,0.00037435+0.00093385i,0.00020886+0.00083701i
-0.0016304-0.00281i,-0.00070952-0.0029265i,-0.00019437-0.0014747i,-0.00049711-0.00050632i,-0.0010189-0.00063768i,-0.00091292-0.00047422i,-0.00018412-0.00018805i,0.00030308-0.00019842i,0.00050276-0.00033422i,0.00029479-0.00031785i,-0.00021932+9.4914e-05i,0.00043178+0.00070687i,0.00073028+0.00082039i,0.00066559+0.0005317i,0.0010704+0.00023415i,0.0010306+0.00035197i,0.0002926+0.00015027i,-0.0004559-3.4924e-05i,-0.0007572+5.5851e-05i,-0.00077778+9.1444e-05i,-0.00081874-0.00022943i,-0.0007879-0.00041099i,-0.00029556-0.0005099i
0.00013553-0.00095527i,-0.00013418-0.0017128i,7.0371e-05-0.0011807i,0.00051425-0.00058801i,0.00045425-0.00053867i,-0.0001773+0.00022762i,-0.00044371+0.00026037i,-5.399e-05-0.00023477i,-0.00032717-2.0099e-05i,-0.00054663+0.0001277i,2.4267e-05+0.00020289i,-0.00052568+0.00042197i,-0.0014185+0.00025312i,-0.00035613-2.1415e-05i,0.00052764+0.00013413i,0.00051845+0.00098963i,0.00045985+0.00029076i,2.6928e-06+1.3883e-05i,-0.00031767+0.00049765i,-0.0003706+0.00032103i,-0.00055171+0.00040478i,-0.00023247+0.00035938i,0.00022748+0.00036552i
0.00024805-0.0012267i,-0.00025314-0.00069769i,-0.0014549+0.0001026i,-0.0015702+0.00091176i,-0.0010239+0.00086735i,-0.00065441-4.4534e-05i,-0.00098779-0.0002662i,-0.00083375-0.0013168i,-0.00039843-0.0013645i,-0.00040817-0.00033554i,-0.00026377-0.000238i,0.00026678+0.00026397i,0.00043846+0.00087007i,0.00033348+0.00092695i,0.00059523+6.5205e-05i,0.00051952-0.00037998i,-0.00011316-0.00016191i,-0.00032813-7.0487e-05i,0.00016438-0.00022784i,0.00064173-0.00031977i,0.00052351+0.00031213i,0.00047304+0.0009279i,0.00076447+0.00031867i
-0.0016054-0.00070108i,-0.0024186-0.00044539i,-0.0013293-4.4949e-05i,-0.00011813+0.00045472i,7.712e-05+0.00032762i,-0.00030697+0.00045424i,-0.00048059+0.00019171i,-0.00038274-0.00014366i,-2.3469e-05+5.8461e-05i,0.0003977-0.0004712i,0.00085415-0.00084793i,0.00080659-0.00062536i,0.00025207-0.00033327i,-0.00012206-0.00073633i,3.2208e-05-0.00095952i,0.00048306-0.00044667i,0.0007684+5.5004e-05i,0.00049914+0.00038607i,0.00032305+0.00081528i,5.9198e-05+0.0015784i,0.00041251+0.00086958i,0.00029001+9.5556e-05i,0.00020282-0.00010428i
0.00021748-0.001333i,0.00030873-0.0023724i,-0.00030663-0.0038372i,-0.00095805-0.0029104i,-0.00079358-0.0011607i,-0.00029918-0.00023912i,0.00025797-0.00014603i,0.00059713-0.00018251i,0.00040811-0.0001018i,2.3142e-05+0.00056858i,0.0001837+0.00066572i,-0.00020983+0.00031969i,-1.9294e-05+7.524e-05i,0.00063016+0.00047827i,0.00071021+0.00093655i,0.00090019+0.00091547i,0.00088025+0.00094791i,0.00073916+0.00050366i,-2.8654e-05-0.00025055i,1.406e-05-0.0002904i,0.00040224+0.0001734i,0.0005474+0.00024413i,0.00039701-0.00066467i
-0.00046934-0.00054256i,-0.00019182-0.0010301i,-0.00047302-4.2318e-05i,-8.1291e-05+0.00038924i,-0.00021786-9.2963e-05i,-0.0013513+0.00051804i,-0.001007+0.0005317i,0.00031663-0.00016223i,0.00028359+6.6012e-05i,-0.00027944+0.00031157i,0.00027071-0.00026131i,0.00026544-0.00052759i,-0.00056601+3.8137e-05i,-9.7701e-05+0.00055015i,0.00015799+0.00026447i,-0.00022009+8.7586e-05i,-5.7373e-05-0.00021091i,0.00034833-0.00020003i,0.0003282-0.00046997i,0.00023618-0.00042779i,-7.1248e-05-0.00023995i,-0.00079432-0.0010353i,-0.00043575-0.0003609i
-0.00040024-0.001496i,-0.001324-0.0012796i,-0.0015858-8.4638e-05i,-0.0011023+0.00025786i,-0.0010128+0.00022203i,-0.0014992-7.9717e-05i,-0.0012696-0.00035255i,2.2261e-05-7.4254e-05i,0.00066822+1.7394e-05i,0.0010301-0.00019125i,0.0010144-0.00029884i,0.00075638+0.00020449i,0.00082713+0.00074622i,0.00019356+0.00078901i,3.5318e-05-6.9788e-06i,0.00059259-0.00012217i,0.00030182-0.00011183i,-0.00039242-0.0002206i,-0.00078793+0.00027435i,-0.00085924+0.00033204i,-0.00057612-9.5577e-05i,-0.00034564-0.00059116i,0.00031019+0.00031833i
-0.00023786-0.00010011i,-0.00053714-0.0011858i,-0.00083859-0.00094158i,-0.00075954-0.00014045i,0.000179+1.5839e-05i,0.00091485-0.00067678i,0.00015452-0.00019607i,-0.00026416+0.00069087i,2.9703e-05+0.00031635i,-0.00015605+0.00015497i,-8.8908e-05+0.00035327i,-8.9484e-05+0.00019439i,-0.00023875-0.00018633i,0.0001344-0.00057675i,-0.00039048-0.00029015i,-0.00042363+0.00015075i,9.9354e-06-0.0001199i,-0.00017881+0.00047645i,-0.00037557+0.0010612i,-0.00084174+0.00047185i,-0.00092037-0.00054357i,0.00033436-0.00066787i,0.00056358+9.7407e-05i
0.0018265-0.001347i,0.0018367-0.0018313i,0.00052814-0.0014788i,0.00049459+0.00028093i,0.0012218+0.0011835i,0.0011222+0.00027535i,0.00033776+0.00051268i,-0.00018642+0.00090091i,0.00031802+0.00015696i,9.8612e-05-0.00042124i,-0.00045006-0.00022768i,-0.00024373+0.00040921i,0.00044411+0.00018261i,0.00039528-0.00019624i,-0.00010591-6.1423e-05i,-0.0001269+0.00045967i,0.00039821+0.00087081i,2.6362e-05+0.0010332i,-7.7299e-05+0.00096927i,-0.00057725+0.00058301i,-0.0009269+0.00042431i,-0.00045719-0.00042976i,0.00017108-0.00077767i
-2.8039e-05+0.0010947i,0.00040068+0.0010973i,0.00055345+0.00053025i,0.00031559+0.0001007i,-0.00072421+6.5133e-05i,-0.00060758-0.00038445i,0.00077299-0.0012271i,0.00071728-0.0011207i,6.5352e-05-0.00031081i,-0.00035014-0.00023556i,-0.00056074-7.54e-05i,-0.00038399+0.00026089i,-0.00084607-0.00017172i,-0.0011094-0.00031109i,-0.00023853+0.00014917i,0.00028345+0.00086164i,0.00030613+0.00077747i,0.00044059+0.0008262i,0.00025886+0.0010876i,-0.00029649+0.001179i,-0.00065754+0.00057389i,-0.00013896+0.00025941i,0.00040141+0.00059765i
-0.00068911+0.00015862i,-0.0017086+0.00042548i,-0.0018854+0.0008802i,-0.0014707+0.00059994i,-0.00040122+0.00070088i,0.0005033+0.00092874i,0.00061095-0.00014109i,0.00026374-0.00099815i,-0.00013347-0.00092491i,-4.7621e-05-0.0006038i,0.0002618-0.00010263i,-0.00017156+4.218e-05i,-0.0006115-0.00023776i,-0.00080596-0.00045294i,-0.00085825-0.00029633i,-0.00047641-0.00050351i,-9.9894e-05-0.00053461i,-8.4649e-05-0.00011532i,0.00030069+0.00026281i,0.00057463+0.00061167i,-0.00044853-0.00015871i,-0.00092802-0.00040135i,-0.00046632-0.00044084i
0.00047006-0.0031581i,-0.0011835-0.0036231i,-0.0020406-0.0029064i,-0.0011059-0.00066572i,-0.00043973-0.00034857i,-0.00051526-0.00036566i,-0.00020532+0.00043748i,0.00018289-7.7006e-05i,9.4465e-05-0.00028119i,6.4402e-06+0.00045395i,-0.00022008+0.00054624i,-9.5096e-06+0.0007364i,-0.00028726+0.0004637i,-0.00055273+0.00021021i,1.6803e-05+0.0010389i,0.00065811+0.00085044i,0.00064428+0.00063422i,0.0001735+0.00094829i,7.4886e-06+0.00028644i,0.0005683-0.00053232i,0.00036906-0.00067617i,-0.0002342-0.00055389i,5.3452e-05-0.00051481i
0.00021004+0.00090501i,0.00042475+0.00027284i,-0.00060078-7.3148e-05i,-0.0011353-0.00087049i,-0.00089499-0.0013889i,-0.00097197-0.00079376i,-0.00024095-0.00054818i,-8.5266e-05-0.00047207i,4.5733e-05+0.00012712i,0.0005918+0.00014815i,0.00024921-0.00033616i,-0.00014785+0.00010433i,-0.00039585+0.00042668i,-5.0834e-05-1.6277e-05i,0.00053712-3.896e-05i,0.00061998+5.2886e-05i,0.00075671+3.5783e-05i,-0.00026049+3.6353e-05i,-0.0011097-0.00078752i,-0.0012031-0.00045971i,-0.00087412+0.00020323i,8.8693e-05-0.00049852i,0.00070654-0.00084929i
0.00037228-0.0017087i,-0.0008879-0.0022385i,-0.0017122-0.0022284i,-0.001864-0.0016704i,-0.0012939-0.00149i,-0.00035109-0.00045451i,5.1939e-05+0.00060901i,0.00011392+4.8879e-05i,0.0003821-0.00016311i,0.00014777+1.592e-05i,-0.00036185+0.00013938i,6.8658e-05+0.00053533i,0.00037568+0.0006278i,0.00021381+0.00086436i,-0.00031442+0.0013484i,0.00039673+0.00082343i,0.0011703+8.8627e-05i,0.00075472+0.00043566i,-7.7365e-05+0.00045255i,-2.7919e-05-0.0001407i,0.0003725-0.00089704i,0.00083663-0.00095871i,0.00029531-0.00026542i
