0.00090892-0.00079819i,-0.00018606-0.0014019i,-0.0012084-0.0019495i,-0.0018507-0.0010332i,-0.0015747-0.00059874i,-0.000774+0.00053963i,0.00059546+0.0016635i,0.0012385+0.0021584i,0.0010506+0.0013772i,0.00018301-0.00010538i,-0.00014925-0.0007144i,-0.00015442-0.0003436i,-0.00017916-3.2954e-06i,0.00070631+0.00093615i,0.00044852+0.0018585i,-0.00071446+0.0009435i,-0.0011751-0.00045239i,-0.00066619-0.0008677i,0.00012284-0.00094527i,0.00021745-0.0010347i,-0.00031341-0.00091623i,-0.0008136-0.00051702i,-0.00079872+1.1569e-05i
-0.016558-0.091938i,-0.00010473-0.18897i,0.053169-0.22216i,0.10067-0.1316i,0.098305-0.0075615i,0.065006+0.052637i,0.03881+0.063807i,0.028995+0.053667i,0.01695+0.029895i,0.0011944+0.016936i,-0.0037544+0.016373i,-0.0024578+0.013696i,-0.0035554+0.0086373i,-0.0048054+0.0048607i,-0.0032775+0.0038702i,0.0012383+0.0055735i,0.0052597+0.0061768i,0.0066687+0.0050424i,0.0059065+0.0026935i,0.0037506+0.00087153i,0.00027432+0.00085118i,-0.0022369-0.0018813i,-0.0038813-0.0068994i
0.075687-0.0066877i,0.15864+0.019961i,0.18221+0.074373i,0.094209+0.10472i,-0.014346+0.081428i,-0.060447+0.041874i,-0.067268+0.019528i,-0.056582+0.014897i,-0.030404+0.0094262i,-0.013807-0.0019941i,-0.012792-0.0064795i,-0.010857-0.0042863i,-0.0066243-0.0028731i,-0.0046582-0.001879i,-0.0046242-8.8779e-05i,-0.0081038+0.0041567i,-0.010534+0.008008i,-0.0071928+0.0070278i,-0.0024001+0.0017694i,-0.001184-0.0018227i,-0.0015514-0.0022796i,-0.00039909-0.002291i,0.0031236-0.0024802i
-0.0064965+0.070367i,-0.047597+0.14134i,-0.098061+0.15157i,-0.10083+0.063788i,-0.052457-0.028011i,-0.0054987-0.062438i,0.013841-0.07146i,0.0092195-0.06492i,0.0015359-0.036671i,0.0032235-0.015401i,0.0035882-0.01155i,-0.00031557-0.0068824i,-0.00072989+0.00016867i,0.0011191+0.0029728i,0.0026814+0.0016511i,0.0034358-0.0027273i,0.0025914-0.0079472i,0.0012906-0.010264i,-0.0015744-0.0085008i,-0.0029456-0.0046476i,-0.00096595-0.002065i,0.00028045+0.00056017i,9.1467e-05+0.0054108i
-0.073959-0.0099207i,-0.13886-0.044696i,-0.14025-0.082095i,-0.051749-0.070598i,0.033246-0.020881i,0.062206+0.013935i,0.068712+0.022143i,0.05859+0.012422i,0.029767+0.0026788i,0.010789+0.0051331i,0.009148+0.0078995i,0.0097048+0.0056941i,0.0084008+0.003026i,0.0070225+0.00065652i,0.0069916-0.001376i,0.010695-0.0035881i,0.013514-0.0048862i,0.010627-0.0026918i,0.0055629+0.0011224i,0.0030031+0.0032025i,0.0021664+0.0029791i,0.00034702+0.00099772i,-0.002798-0.0018755i
0.020876-0.062395i,0.065541-0.11457i,0.10074-0.10884i,0.070467-0.031192i,0.005921+0.037198i,-0.029977+0.057748i,-0.039467+0.057879i,-0.031496+0.046896i,-0.016986+0.024013i,-0.012089+0.0065007i,-0.011697+0.0014001i,-0.009562+0.00034748i,-0.0071903-0.0011045i,-0.0053833-0.0026248i,-0.003923-0.0020166i,-0.0045651+0.002602i,-0.0076279+0.0088048i,-0.0079427+0.011613i,-0.0044378+0.010687i,-0.0015242+0.0070908i,-0.00034375+0.001865i,0.00085395-0.0020757i,0.0021682-0.0049063i
0.051709+0.017501i,0.090661+0.05799i,0.082597+0.088416i,0.020661+0.057438i,-0.028101-0.0020853i,-0.041522-0.030788i,-0.040661-0.038076i,-0.031338-0.032343i,-0.014249-0.018961i,-0.0013607-0.013803i,-0.00047111-0.012774i,-0.0042186-0.0076461i,-0.0058643-0.002119i,-0.006265+0.001482i,-0.0066508+0.003152i,-0.0084541+0.0027346i,-0.010236+0.00075581i,-0.0075037-0.0021549i,-0.002883-0.0044529i,-0.00040405-0.0047686i,0.00029276-0.002834i,0.00013851-0.00051056i,-5.6447e-05+0.0010024i
-0.029505+0.045927i,-0.074296+0.079106i,-0.099062+0.070246i,-0.058109+0.022782i,0.0038364-0.0068828i,0.036796-0.013265i,0.052015-0.015917i,0.047762-0.017484i,0.029133-0.011681i,0.018213-0.0020676i,0.014667+0.00094469i,0.0098933-0.00086959i,0.0046197-0.0010431i,0.0013199+0.00042681i,0.0015808+0.00035419i,0.0056871-0.0026998i,0.01126-0.0065061i,0.013505-0.007702i,0.0091722-0.0070526i,0.0032756-0.0048523i,0.0014137-0.0018942i,0.00019141+0.00014988i,-0.0027817+0.0020633i
-0.037206-0.033077i,-0.066048-0.07693i,-0.06046-0.095842i,-0.027052-0.049535i,-0.0081086+0.011902i,-0.00061502+0.04471i,0.0078228+0.059512i,0.013104+0.051917i,0.0084278+0.029148i,-0.0022814+0.014439i,-0.0054751+0.010982i,-0.0018667+0.0084239i,0.001444+0.0055548i,0.0027301+0.0043036i,0.0032251+0.0029139i,0.0044196+0.0031684i,0.004946+0.0043209i,0.0015955+0.0054902i,-0.0029518+0.0055259i,-0.0032885+0.0053833i,-0.00035868+0.0045108i,0.00064003+0.0011333i,0.00017301-0.0021272i
0.025878-0.030077i,0.067687-0.049297i,0.08733-0.042432i,0.044975-0.023428i,-0.013022-0.015628i,-0.045146-0.011888i,-0.059115-0.0063759i,-0.051604+0.00095625i,-0.028772+0.0024602i,-0.012124-0.0045617i,-0.0058314-0.0080296i,-0.0021847-0.0048187i,0.00014097-0.0020198i,0.0017541-0.0018617i,0.00035944-0.0023177i,-0.004395-0.0013184i,-0.0096185+0.00043668i,-0.0122+0.00085532i,-0.0099224+0.0016827i,-0.0071565+0.0027889i,-0.0039062+0.0022261i,-0.00035783+0.001054i,0.0026088-0.00039993i
0.024054+0.026193i,0.035125+0.067085i,0.02506+0.086666i,0.011248+0.049135i,0.008563-0.0037818i,0.0047071-0.033918i,0.001832-0.046658i,0.00056904-0.039544i,0.0033126-0.020674i,0.0099308-0.0089104i,0.010054-0.0069376i,0.0036908-0.0078403i,-0.0033313-0.0089469i,-0.0069593-0.00756i,-0.0062193-0.0047089i,-0.0046763-0.0033317i,-0.0028994-0.0031794i,0.0017034-0.0030668i,0.0053274-0.0030363i,0.0045659-0.0042909i,0.0016445-0.0033712i,-0.00040644-0.0010299i,-0.0014954+0.000355i
-0.029877+0.02155i,-0.069427+0.029482i,-0.083829+0.020808i,-0.048796+0.010139i,-0.0071957+0.010158i,0.015846+0.011373i,0.028602+0.015647i,0.027218+0.016704i,0.015535+0.014249i,0.006623+0.014819i,0.0029699+0.013859i,0.0016671+0.0083229i,0.0010128+0.0026349i,-0.0014516-0.00061009i,-0.0012275-0.00091863i,0.0031878+0.00057781i,0.0088038+0.001939i,0.012059+0.0021236i,0.0098053-0.00040496i,0.0056091-0.0030196i,0.0022831-0.0029866i,0.00081369-0.0025683i,-0.00073457-0.0022997i
-0.011722-0.028517i,-0.011283-0.069017i,-0.00078036-0.088337i,-0.00045834-0.061088i,-0.011444-0.021284i,-0.01922+0.0060926i,-0.026443+0.021513i,-0.025041+0.022833i,-0.017763+0.012712i,-0.015145+0.0029013i,-0.012184-0.00052279i,-0.0043893-0.00032815i,0.0025351+0.0012639i,0.0043215+0.000845i,0.0029058-0.00046288i,0.0018767-8.8317e-05i,0.00093355-0.00021967i,-0.0021768-0.0019691i,-0.0057124-0.0029016i,-0.0066018-0.00075562i,-0.0044312+0.0017563i,-0.0016879+0.0017999i,0.00027616+0.00074866i
0.020862-0.01857i,0.050816-0.017042i,0.066185-0.0036307i,0.047197-0.00073899i,0.018196-0.012122i,-0.0033349-0.025263i,-0.01607-0.035951i,-0.018709-0.034543i,-0.012657-0.025044i,-0.0046108-0.017851i,-0.0011653-0.012462i,-0.00089124-0.0057371i,-0.00025379+0.00011753i,0.0014438+0.0032474i,0.0022667+0.0032592i,-0.00095212+0.00067111i,-0.0062454-0.0019507i,-0.0081966-0.0031561i,-0.0062915-0.0015588i,-0.0038602+0.0011192i,-0.0026536+0.0015614i,-0.0018004+0.0015891i,-0.00016229+0.0019401i
-0.00085346+0.029504i,-0.0079775+0.065195i,-0.019659+0.083126i,-0.014321+0.059125i,0.0041559+0.020863i,0.019205-0.0078171i,0.029624-0.02186i,0.027512-0.021761i,0.018463-0.011923i,0.015354-0.0012372i,0.014283+0.0028034i,0.008838+0.00041064i,0.0024474-0.0048542i,-0.00071077-0.0072208i,-6.1979e-06-0.0053627i,0.0010524-0.0019871i,0.0011007+0.0012477i,0.0025762+0.005145i,0.0045842+0.0069822i,0.0054357+0.004363i,0.0040228+0.0011703i,0.0016271-0.0015399i,0.00045709-0.003052i
-0.019402-2.6926e-05i,-0.044517-0.010595i,-0.055794-0.025038i,-0.040509-0.021271i,-0.015807-0.0032162i,0.0041066+0.014099i,0.01194+0.025391i,0.011878+0.024626i,0.0070748+0.016823i,-0.00040556+0.012081i,-0.0037025+0.0094159i,-0.0018783+0.0040639i,0.0019668-0.0012365i,0.0026425-0.0036655i,0.001109-0.0033427i,0.0025894-0.0011538i,0.0058912+0.0012191i,0.0070156+0.002182i,0.0056669+0.0010953i,0.0036759-0.00073885i,0.0030356-0.0014596i,0.0027391-0.0012917i,0.00087531-0.00077134i
-0.0020857-0.023385i,0.012852-0.048464i,0.03281-0.058444i,0.032906-0.041537i,0.014926-0.016897i,-0.0040509-0.0021489i,-0.018222+0.0025206i,-0.019362+0.0035494i,-0.011835+0.00050845i,-0.0074568-0.0045454i,-0.005318-0.0053258i,-0.0016523-7.8308e-05i,0.0020471+0.0064754i,0.0040628+0.0073004i,0.0036186+0.0038355i,0.0024638+0.0014774i,0.0023448-0.00090973i,0.0020227-0.0058896i,7.6283e-05-0.0090618i,-0.0023026-0.0064195i,-0.0022818-0.0015698i,-0.0010724+0.001518i,2.2878e-05+0.002376i
0.014353-0.0019704i,0.031434+0.015201i,0.037443+0.037797i,0.027605+0.039192i,0.014087+0.018555i,0.0064395-0.0021607i,0.0065911-0.014977i,0.0074827-0.017891i,0.0074678-0.013336i,0.0086886-0.0081696i,0.0087029-0.0051264i,0.0051187-0.0015219i,0.00029536+0.0023704i,-0.0010327+0.0036047i,-0.00049307+0.0031541i,-0.002826+0.0020122i,-0.006226+9.8409e-05i,-0.0071111-0.00010426i,-0.0068753+0.0015859i,-0.0054299+0.0029343i,-0.003146+0.0028646i,-0.0021741+0.0019922i,-0.0014221+0.0010502i
-0.0089624+0.018905i,-0.027899+0.036685i,-0.04579+0.041515i,-0.040758+0.028745i,-0.017802+0.013754i,0.0050006+0.0074488i,0.018316+0.0087973i,0.019219+0.0088737i,0.012451+0.0091949i,0.0070394+0.010071i,0.0046261+0.0088675i,0.0025614+0.0047162i,0.00024746-0.0017012i,-0.0018756-0.0053897i,-0.0020018-0.0049475i,-0.0011323-0.0036528i,-0.0021998+2.8695e-05i,-0.00465+0.0053859i,-0.0047211+0.007793i,-0.0023292+0.0069285i,-0.0004387+0.0043139i,0.00082702+0.0016473i,0.0013309-0.00067053i
-0.008591-0.0027887i,-0.016505-0.022126i,-0.015659-0.043633i,-0.0078099-0.042237i,-0.0030782-0.018938i,-0.0053613+0.0034033i,-0.011727+0.015403i,-0.014581+0.018216i,-0.011791+0.014415i,-0.0083915+0.0082744i,-0.0065085+0.0048995i,-0.0030516+0.0033001i,0.0018652+0.0017143i,0.0044592-0.00058005i,0.0044711-0.0025953i,0.0046639-0.0013867i,0.0058402+0.0015276i,0.0063579+0.0023005i,0.0054071-4.695e-05i,0.0043867-0.0022052i,0.0032348-0.0027719i,0.001445-0.0018118i,0.00053707+0.00028449i
0.0071242-0.017978i,0.025853-0.027504i,0.042735-0.021553i,0.036072-0.0054906i,0.012379+0.0024341i,-0.008157-0.00062281i,-0.018087-0.0066316i,-0.018482-0.0079741i,-0.01259-0.0063063i,-0.006329-0.0051492i,-0.0025708-0.0039857i,-0.00096842-0.00081224i,-0.0013299+0.0042328i,-0.0019019+0.0057568i,-0.0013971+0.0039917i,-0.001114+0.0021111i,-0.0009888-0.0002301i,0.0019048-0.0036665i,0.004676-0.0058748i,0.0025985-0.0049398i,-0.00088714-0.0029257i,-0.0023106-0.0013518i,-0.002504-0.00051841i
0.0034637+0.0089648i,0.0037461+0.030619i,-0.0019828+0.049617i,-0.008932+0.043754i,-0.008623+0.019409i,-0.0019986-0.00024506i,0.0049788-0.0089748i,0.0055924-0.01123i,0.0029063-0.007788i,0.0024225-0.0020773i,0.0025519+0.00041933i,0.0003085+0.0010571i,-0.0036674+0.00084297i,-0.0057516+0.00071154i,-0.0057111+0.00038412i,-0.0069145-0.0012589i,-0.0086371-0.0033278i,-0.0087853-0.0039798i,-0.0071658-0.002825i,-0.0058067-0.0012185i,-0.0040568-0.00012468i,-0.002016+0.00054571i,-0.00095557+1.7677e-05i
-0.0072437+0.0059579i,-0.02455+0.0056321i,-0.039358-0.0066314i,-0.033445-0.01707i,-0.014985-0.011978i,7.0262e-05+9.3666e-05i,0.0068323+0.0062928i,0.0052003+0.0046654i,0.00059386+0.00091889i,-0.0019527+3.4668e-05i,-0.002835+0.0011572i,-0.00219+0.00076776i,0.00017629-0.0019744i,0.0021944-0.0039763i,0.0031145-0.0044003i,0.0032582-0.0043037i,0.0011415-0.0023233i,-0.0035373+0.00081629i,-0.0066284+0.00341i,-0.0052021+0.0036746i,-0.0022445+0.0019556i,-8.2188e-05+0.00013188i,0.0010424-0.00038774i
-0.0066775-0.0060264i,-0.0037267-0.02065i,0.0083121-0.033022i,0.01724-0.028482i,0.01176-0.013952i,5.4607e-05-0.0044144i,-0.0079557-0.0022907i,-0.0092846-0.0041879i,-0.0058633-0.0065898i,-0.0039764-0.0061873i,-0.0050232-0.0041543i,-0.0051019-0.002828i,-0.0015259-0.00064641i,0.0029235+0.0010446i,0.0053196+0.0013752i,0.005976+0.0024216i,0.0057434+0.0028713i,0.0063409+0.0029815i,0.0065791+0.0033451i,0.0059885+0.0018991i,0.0053132-0.00061085i,0.0037057-0.001114i,0.00060049+0.00014596i
0.0084522-0.0049311i,0.022417+0.0014537i,0.031212+0.016333i,0.023411+0.023004i,0.0083476+0.012566i,-7.0992e-05-0.0021104i,-0.0013483-0.011688i,0.0005238-0.014381i,0.0034234-0.011125i,0.004518-0.0064282i,0.0034416-0.0038345i,0.0018156-0.0026695i,-0.00063642-0.00068688i,-0.0026115+0.0012034i,-0.0030317+0.0013885i,-0.0029828+0.0011891i,-0.00084638+0.00041059i,0.0039388-0.0017012i,0.0069629-0.0029864i,0.0055724-0.0020035i,0.0029022-0.0010562i,0.0011816-0.0014823i,-0.00027766-0.0024401i
-0.0017523+0.005786i,-0.01155+0.01548i,-0.023487+0.020685i,-0.02521+0.011018i,-0.013429-0.00097635i,0.0011168-0.0034817i,0.0114-0.0015878i,0.013835-0.00057068i,0.0096016-0.00046364i,0.0043161-0.0012636i,0.0024979-0.0016725i,0.0020788-0.0019668i,-0.00044934-0.0034937i,-0.0037081-0.0034827i,-0.0050466-0.0029719i,-0.004632-0.0044211i,-0.0031261-0.0061318i,-0.002027-0.0066076i,-0.0028425-0.0048026i,-0.0041216-0.0024091i,-0.0032351-0.0010213i,-0.0015875-0.00036367i,-0.0014982-0.0004558i
-0.0066654+0.0028996i,-0.012451-0.0033314i,-0.013881-0.016001i,-0.004796-0.021594i,0.0034982-0.011501i,0.0042957+0.00049474i,0.0033177+0.0069124i,0.0033092+0.0084073i,0.0032197+0.0043954i,0.0027003-0.00026507i,0.0010599-0.0017711i,-2.2642e-05-0.001559i,0.0009351-0.0015001i,0.0025967-0.0014274i,0.0036121-0.00079274i,0.0032356+0.00085461i,0.00097054+0.0018728i,-0.0029066+0.00049513i,-0.0059099-0.000362i,-0.0053301+0.00028583i,-0.0022366+0.00096435i,-4.7182e-06+0.00056224i,0.0012444+0.00061825i
0.0015258-0.00711i,0.0095095-0.015127i,0.022335-0.013388i,0.024422-0.0021823i,0.012953+0.0051904i,0.0015332+0.0049767i,-0.0036725+0.0032361i,-0.0032787+0.0020751i,0.0012234+0.0010081i,0.0048137-0.00061235i,0.0035634-0.0016454i,0.001568-0.0020632i,0.0015923-0.00092821i,0.0014084+0.0014942i,0.0013434+0.0034764i,0.0015946+0.0050074i,0.0011734+0.006886i,8.8406e-06+0.0074586i,0.00017838+0.0060502i,0.0018754+0.0042168i,0.0028291+0.0024015i,0.0025375+0.00025824i,0.002551-0.00060429i
0.0041114+0.0040758i,0.0065182+0.01456i,0.0043354+0.026657i,-0.002242+0.024742i,-0.0058868+0.01025i,-0.0045074-0.0010304i,-0.0016047-0.0039787i,0.0012383-0.0015695i,0.0034682+0.0028943i,0.0044838+0.0046451i,0.0046535+0.0026087i,0.0040519-0.00024722i,0.0020126-0.0022808i,-0.00072738-0.0034142i,-0.0025932-0.0031729i,-0.0032378-0.0029398i,-0.0015004-0.0027311i,0.0028318-0.00076845i,0.0052868+0.00071242i,0.0040486+0.00044227i,0.0016344-0.00012867i,-0.00011262-7.6986e-05i,-0.00058138-7.1945e-06i
-0.005461+0.0033543i,-0.015403+0.0054494i,-0.023761+0.0019977i,-0.019185-0.0075782i,-0.0071195-0.008844i,-0.00070216-0.0025226i,0.00071292+0.003396i,-0.00011022+0.0062853i,-0.00086872+0.0053865i,-0.00083082+0.0033818i,0.0002726+0.0020736i,0.0025053+0.0016359i,0.0030409-0.00032307i,0.0025521-0.0028174i,0.0019182-0.0034449i,0.0013514-0.003576i,0.00094212-0.0039921i,0.0010147-0.0038725i,0.0011178-0.0041524i,0.00034317-0.0038296i,-0.0013094-0.0018506i,-0.0015019-0.000754i,-0.00067668-0.00058594i
-0.0052743+2.2896e-05i,-0.0050722-0.0063082i,0.0029399-0.013128i,0.011156-0.010978i,0.0091332-0.0019352i,0.0014772+0.003582i,-0.005578+0.0039163i,-0.0085692+0.0017715i,-0.0059961-0.00052243i,-0.0019342-0.0014318i,0.00011613-0.00064891i,0.00082314+0.00078503i,0.0011017+0.0018319i,0.0014123+0.0025913i,0.00078897+0.0028766i,-5.8355e-05+0.0033872i,-0.0011834+0.0033769i,-0.0025512+0.0010776i,-0.0039285-0.0011688i,-0.0042336-0.0010217i,-0.0021447+0.00015703i,0.0002876+0.00030556i,0.0011301+0.00032793i
-0.0014919-0.0036306i,0.0059514-0.0031224i,0.013184+0.0049136i,0.010162+0.012906i,0.0014742+0.0094685i,-0.003828-6.0326e-05i,-0.0051204-0.0055631i,-0.0042185-0.0059066i,-0.0014747-0.0023002i,0.0022388+0.00084269i,0.0026291+0.0020428i,0.00084849+0.0025746i,0.00096338+0.0025303i,0.00057639+0.0015752i,-0.00038284+0.00071745i,-0.0015069+0.00096695i,-0.0024128+0.0015021i,-0.0032295+0.0032021i,-0.00369+0.0047455i,-0.0018623+0.0034821i,0.00077191+0.0012172i,0.00088226+0.00029784i,0.00015084+0.00018436i
0.00015959-1.801e-05i,-0.0040183+0.0052285i,-0.010729+0.010629i,-0.012462+0.0062976i,-0.005972-0.0029089i,0.00019201-0.0069582i,0.0023914-0.0073983i,0.0017397-0.0055761i,-6.624e-05-0.00064504i,-0.0010311+0.0029643i,-0.0010036+0.0031862i,-6.8672e-05+0.0027115i,0.00044466+0.001578i,0.00086871-0.00042962i,0.0015219-0.0024224i,0.0014646-0.0037549i,0.001324-0.0038361i,0.0010266-0.00023286i,0.0015951+0.003131i,0.0018337+0.0029114i,0.00082248+0.00090095i,8.903e-05-0.00054968i,-0.00038598-0.0013863i
-0.0074931+0.00052092i,-0.015735-0.00016338i,-0.016993-0.0041558i,-0.0071279-0.0071077i,0.0024726-0.00451i,0.0054435-0.0012757i,0.0044909-6.4907e-06i,0.0012391+0.00043082i,-0.0032163+0.00017202i,-0.004556-0.00055458i,-0.0032973-4.8257e-05i,-0.0012535+0.0010575i,0.0011729+0.00053552i,0.0022716-0.00030465i,0.0026503+0.00049095i,0.0026683+0.00066895i,0.0027371-7.0297e-05i,0.0033102-0.00092339i,0.0030507-0.0012917i,0.0014475-0.001524i,-0.00063281-0.0012543i,-0.0015578-0.0014529i,-0.00054124-0.0016361i
0.0013192-0.00038488i,0.0066693-0.0042375i,0.013071-0.0032477i,0.013026+0.0028089i,0.0070315+0.0058558i,0.0024255+0.0035892i,0.00019829+1.7921e-05i,-0.00043331-0.0027087i,0.00066502-0.0031549i,0.0014156-0.0018206i,0.0010477-0.00024115i,-0.00067266+0.0013804i,-0.0014582+0.0029172i,-0.0013516+0.0023994i,-0.001461+0.00087541i,-0.002266+0.00045672i,-0.0035583-0.00034437i,-0.0032591-0.0023269i,-0.0018906-0.0038592i,-0.001605-0.0027514i,-0.001565-0.0010337i,-0.00051751-0.00051341i,-0.00023324-0.00034286i
-0.00093343+0.00044594i,0.0010309+0.0017169i,0.00056698+0.0079008i,-0.003023+0.010127i,-0.003603+0.0041136i,-0.00076811-0.0012062i,0.0016135-0.0028539i,0.0019387-0.0027987i,0.0022502-0.00091345i,0.0022395+0.00068087i,0.00039387+0.00059782i,-0.0013966-0.001287i,-0.002425-0.0018848i,-0.003193-0.0012473i,-0.0025077-0.0012642i,-0.0011876-0.0022246i,-0.00030952-0.0029524i,-0.0013337-0.0017718i,-0.0032869+0.00087041i,-0.0028395+0.0024345i,-0.00079799+0.0014765i,0.00042815-0.00052684i,0.0007815-0.00086059i
-0.0043674-0.0017528i,-0.0077662+0.00054069i,-0.011819+0.00098245i,-0.0092299-0.00097307i,-0.0026306+0.00017144i,0.0019977+0.0036067i,0.0046114+0.0052224i,0.0043084+0.0038212i,0.0013644+0.001613i,-0.0010593+0.001041i,-0.00094677-0.00014826i,0.00035709-0.0018309i,0.001157-0.0019142i,0.0022167-0.0006765i,0.0030806+0.00041848i,0.002788+0.00011976i,0.0017474+0.00068566i,0.00046285+0.0020427i,-0.00043693+0.0023708i,-0.00041323+0.001898i,-0.00039592+0.0011714i,-0.0004823+0.0003389i,0.00037337-0.00044286i
-0.0065352-0.0024509i,-0.010369-0.0022248i,-0.007277-0.0035171i,-0.00022346-0.0018298i,0.0015444+0.0024619i,-0.00024437+0.0048993i,-0.0011448+0.0052138i,-0.0019256+0.0031461i,-0.0026193+0.00041187i,-0.0015598-0.0016534i,0.00038487-0.0016528i,0.0019106+6.7604e-05i,0.0032778+0.00092672i,0.0024054+0.0015067i,0.00029171+0.0022396i,-0.0009236+0.001834i,-0.0013567+0.0016662i,0.00016732+0.0014714i,0.0028741+0.00035696i,0.0020048-0.000547i,0.00027764-0.00092164i,-0.00011768-0.00040991i,-0.00047176-0.00038177i
0.0040407-0.0022124i,0.0071953-0.0046683i,0.0079404-0.0025981i,0.0026696+0.0025118i,-0.0029395+0.0040395i,-0.0049582+0.002118i,-0.0052007+0.0012695i,-0.003888+0.00082945i,-0.0012901+0.00058354i,0.00073405+0.00088406i,0.0012003+0.0011462i,-0.00060665+0.0010452i,-0.0028003+0.0011404i,-0.0032981+0.00082684i,-0.003179-0.00033789i,-0.0020588-0.0019562i,-0.00036567-0.0034416i,0.001008-0.0037699i,0.0021843-0.0035134i,0.0023357-0.0022032i,0.0016657-0.0006775i,0.00073286-0.00019236i,-0.00039845-0.00064749i
0.003185-0.0053613i,-0.00028272-0.0037143i,-0.0046651+0.00016515i,-0.0068292+0.0022456i,-0.0054161+0.00079983i,-0.0039312+0.00090875i,-0.002644+0.0016142i,-0.00086796+0.0010388i,0.00041221+0.00023704i,0.00029759-0.00077832i,-0.001274-0.0013726i,-0.0029982-0.0020811i,-0.0035489-0.0032006i,-0.0022905-0.0023784i,0.00012163-0.0002026i,0.0018814+1.756e-05i,0.0015563-0.00080324i,0.00033404-0.00093764i,-0.00096568-0.00089334i,-0.0020945-0.00016821i,-0.002041+0.0006667i,-0.0014468-0.00033983i,-0.00121-0.00099293i
-0.0032686-0.000304i,-0.0062319+0.00014944i,-0.0075175-0.003262i,-0.0057023-0.0039727i,-0.0041992-0.00094753i,-0.003757+0.0008494i,-0.0027509+0.00074868i,-0.0018306-0.00067103i,-0.0020561-0.0015545i,-0.0016413-0.0013362i,0.001388-0.0016876i,0.0037684-0.0023411i,0.0043642-0.0018571i,0.0042984-1.4871e-05i,0.0025454+0.001463i,-6.4732e-05+0.0016523i,-0.001876+0.00094668i,-0.0032175+0.00048329i,-0.0029626+0.00098898i,-0.0026915+0.001466i,-0.0026869+0.0011462i,-0.0017779+0.00094177i,-0.00053616+0.00090375i
-0.0042087-0.0012892i,-0.0060473-0.0022968i,-0.0035633-0.00093161i,-0.00059104+0.0024081i,-0.0013608+0.0034038i,-0.0020507+0.0019022i,-0.001314-0.00025391i,-0.0014075-0.0028834i,-0.0013765-0.0040544i,4.2531e-05-0.0031242i,0.0022114-0.0005878i,0.003186+0.0021949i,0.0030193+0.0025773i,0.0028137+0.0020977i,0.0012748+0.00065839i,-9.34e-05-0.0015946i,-3.9045e-06-0.0023681i,0.0010237-0.00073548i,0.002329+0.0012668i,0.0022973+0.0018808i,0.0015731+0.001346i,0.0015771+0.00035924i,0.0015758-0.00022551i
-0.0012388+0.0015752i,9.5577e-05+0.00073855i,-5.6348e-05+0.0011749i,-0.0024014+0.0015868i,-0.0039016-0.00026287i,-0.003798-0.0029354i,-0.0017314-0.0045274i,0.00064827-0.0042389i,0.001719-0.002392i,0.002282+7.4745e-05i,0.00087668+0.0018893i,-0.0014086+0.0017196i,-0.002486-0.000338i,-0.0018729-0.0024951i,-0.0005836-0.0027211i,0.0015737-0.0020986i,0.0033294-0.00076695i,0.0039681+0.0011652i,0.0041868+0.0010194i,0.0035372+2.4877e-05i,0.0021205+8.5304e-05i,0.00096003-0.00093763i,-0.00037212-0.0014703i
-0.00099778-0.0022794i,-0.0034697-0.0023316i,-0.0068786-0.0020069i,-0.0063161-0.0026708i,-0.0036156-0.0036417i,-0.0015241-0.0038937i,0.00094132-0.0034364i,0.0031901-0.0027127i,0.0036219-0.0016784i,0.0019218-0.00070485i,0.00048818-0.0011159i,0.00066335-0.0020348i,0.00060248-0.0025669i,0.00056037-0.0016665i,0.0010443+2.516e-05i,0.0014354+0.00083777i,0.00098659+0.00043046i,-0.00032908-0.00076734i,-0.0012413-0.0022577i,-0.0011416-0.0029368i,-0.0011339-0.0012977i,-0.0012679-0.00051004i,-0.00073789-0.00066549i
-0.0029241-0.0010003i,-0.0036314-0.0022915i,-0.0014401-0.002968i,0.00076336-0.0020454i,-0.00037396-0.0021403i,-0.0009607-0.0021716i,0.00030901-0.0010352i,0.0011527-0.00045557i,0.0013136-0.00022054i,0.001624+0.00035831i,0.0022774+0.00063396i,0.0034256-4.0382e-05i,0.0036007+0.00061349i,0.0023967+0.002268i,0.00081918+0.0015466i,-0.00035353-0.000546i,-0.0010616-0.0014795i,-0.0022651-0.0020919i,-0.0034361-0.0018198i,-0.0034643-0.00068929i,-0.0024493+0.00015774i,-0.0010345+0.00046609i,-0.00017691+0.00049614i
-0.0026078-0.0025518i,-0.0029731-0.0041146i,-0.00074799-0.0018754i,0.00060656+0.0011249i,-5.4651e-05+0.00048838i,-0.00067675-0.0013611i,-0.0011578-0.0010427i,-0.00054226+0.00049499i,0.00057462+0.0019712i,0.00075543+0.0022272i,0.00049185+0.002916i,-0.00051922+0.0050312i,-0.0010569+0.0051178i,-0.00091087+0.0032933i,0.00010425+0.0013127i,0.0007639-0.00085247i,0.00060493-0.00073035i,0.00066862+0.0016049i,0.00018462+0.0034291i,-8.9191e-06+0.00375i,0.00083161+0.0023817i,0.00084747+0.0016725i,0.00059081+0.001494i
