-0.0036235+0.00030553i,-0.0032767+0.0029046i,-0.0039781+0.0035961i,-0.0041529+0.0037631i,-0.0024766+0.003444i,-0.0014438+0.0021454i,-0.0014465+0.0010592i,-0.0012476+0.00034366i,-4.1727e-05+7.3654e-05i,0.00041753-0.00046318i,-0.00032989-0.00063208i,-0.00015499-0.00031684i,9.8973e-05+0.00063211i,-0.00039527+0.00054678i,-0.00091708-0.00057723i,-0.00067631-0.00051476i,8.6659e-05-0.00024382i,0.00013946+1.9123e-05i,-6.0769e-05+2.6276e-05i,0.00032794-0.00049401i,0.0010164-0.00056573i,0.00084026-0.00068112i,-0.00021909-0.00037442i
0.051092-0.036789i,0.070862-0.029986i,0.057767-0.0054278i,0.027636+0.001437i,-0.004906-0.013997i,-0.014559-0.010132i,-0.0031015+0.027861i,0.0041241+0.055882i,0.0016714+0.043354i,-0.0067817+0.019696i,-0.013123+0.0084747i,-0.012414+0.0066991i,-0.0063655+0.0071061i,0.0011433+0.0044912i,0.0018196+0.0012199i,-0.0048475+0.00033716i,-0.011462+0.0038777i,-0.0089092+0.0090333i,0.0064635+0.0070338i,0.020055+0.0014979i,0.020072-0.00065568i,0.014144+0.00019158i,0.0071299+0.00023826i
-0.069699+0.040707i,-0.088475+0.035727i,-0.079398+0.0068318i,-0.05668+0.007244i,-0.036241+0.033063i,-0.019406+0.0255i,-0.003998-0.024264i,0.0058581-0.054209i,0.0070395-0.038755i,0.0083028-0.015088i,0.0099463-0.0070355i,0.0075013-0.0071169i,0.0012415-0.0055986i,-0.005357-0.0012341i,-0.0062338+0.0021004i,0.0018014+0.0026431i,0.014325-0.0012271i,0.017597-0.0087657i,0.0024188-0.011267i,-0.015186-0.0065219i,-0.017221-0.0029905i,-0.0098716-0.0053443i,-0.0034852-0.0064898i
0.060562-0.033046i,0.087753-0.022465i,0.081881+0.0057419i,0.063864+0.010005i,0.054197-0.0044536i,0.030529+0.0052399i,-0.0011925+0.043383i,-0.011192+0.05936i,-0.0021931+0.037919i,-0.00018478+0.013804i,-0.008624+0.01041i,-0.010251+0.01443i,-0.0020709+0.011878i,0.0057014+0.0053801i,0.0061391+0.00051241i,-0.0024922-0.0026012i,-0.015591-0.0034165i,-0.018158+0.0017887i,-0.0017048+0.0072045i,0.015573+0.0073637i,0.015982+0.0055312i,0.0056116+0.005961i,-0.0012116+0.0054128i
-0.051492+0.043665i,-0.073021+0.022346i,-0.069278-0.016887i,-0.058293-0.023198i,-0.054217-0.0030363i,-0.029217+0.0014137i,0.0054679-0.019647i,0.014587-0.032085i,0.0033235-0.021653i,0.00029186-0.0092404i,0.0078937-0.0085141i,0.0095573-0.012355i,0.0021278-0.011657i,-0.0048792-0.007494i,-0.0068714-0.0038534i,-0.0016975-0.000167i,0.0090666+0.0029271i,0.013224-0.0016858i,-0.00045849-0.010795i,-0.016896-0.012291i,-0.016067-0.0077916i,-0.0050182-0.0063436i,0.0013211-0.0066429i
0.050534-0.040534i,0.068993-0.025653i,0.065864+0.011423i,0.058838+0.020369i,0.054912+0.0032097i,0.03022-0.0034302i,-0.0038744+0.0057324i,-0.013642+0.012091i,0.0006072+0.0088415i,0.0073536+0.0031964i,0.00039025+0.0055422i,-0.0021719+0.012218i,0.0024226+0.010834i,0.0049727+0.0050916i,0.0033092+0.0011371i,-0.0030672-0.0014918i,-0.013173-0.0028648i,-0.014413+0.00094169i,0.0016522+0.0077116i,0.018472+0.0081226i,0.016071+0.0042434i,0.0031746+0.0039471i,-0.0047488+0.0052107i
-0.035056+0.04531i,-0.055156+0.025974i,-0.06504-0.017606i,-0.071561-0.030063i,-0.065434-0.01171i,-0.032794-0.0018666i,0.0053152+0.0013551i,0.015123+0.0064674i,-0.001501+0.0054845i,-0.011794+0.0017721i,-0.0061691-0.0042444i,3.2477e-05-0.011333i,-0.0014604-0.010323i,-0.0065086-0.0050847i,-0.0078748+0.00050153i,-0.0020533+0.006888i,0.0068883+0.0087993i,0.0077961+0.0006305i,-0.00709-0.014422i,-0.02353-0.02121i,-0.020573-0.014819i,-0.0047176-0.0088182i,0.004797-0.0072267i
0.033348-0.049745i,0.043372-0.029784i,0.048649+0.02879i,0.057417+0.058259i,0.049228+0.041595i,0.014162+0.021436i,-0.014004+0.00067233i,-0.013436-0.012234i,0.0045923-0.0064587i,0.015679-0.00079149i,0.0086721+2.948e-05i,-0.0014518+0.0046675i,-6.1458e-05+0.0062146i,0.0049163+0.0040853i,0.0058394+0.0031519i,0.002354+0.00026941i,-0.0062388-0.0015505i,-0.012281+0.0044345i,-0.0056651+0.015976i,0.0061121+0.020466i,0.0047876+0.012941i,-0.0065689+0.0072382i,-0.010943+0.0082381i
-0.016866+0.03231i,-0.031118+0.011296i,-0.032261-0.043386i,-0.03552-0.067966i,-0.029479-0.046294i,-0.0012696-0.018013i,0.0099485+0.0041925i,-0.00030114+0.013683i,-0.011566+0.0043817i,-0.018495-0.0035227i,-0.015784-0.00077758i,-0.0075726-0.0015511i,-0.0064205-0.0051032i,-0.0079183-0.0047648i,-0.0061378-0.0023386i,-0.0013917+0.0022798i,0.0069595+0.0064228i,0.011178+0.0038851i,0.0021859-0.007355i,-0.011612-0.014106i,-0.01228-0.0069794i,0.001428-4.4363e-05i,0.01138-0.0019159i
0.0010391-0.04824i,0.00094988-0.015499i,0.0069573+0.039578i,0.018714+0.058829i,0.013744+0.037555i,-0.0080058+0.0093886i,-0.0080622-0.0040022i,0.0097575-0.0018301i,0.017302+0.0083517i,0.018017+0.011752i,0.013327+0.0081198i,0.0048885+0.009729i,0.0037774+0.011781i,0.0052466+0.0085735i,0.0038282+0.0057399i,0.0021386+0.0018611i,-0.00080491-0.0038272i,-0.0021362-0.00062702i,0.0037746+0.01558i,0.01195+0.025705i,0.01108+0.018059i,0.00032284+0.006869i,-0.0077108+0.004074i
-0.0041037+0.036785i,0.0043895+0.014868i,0.00076241-0.046967i,-0.023683-0.07088i,-0.026571-0.034587i,-0.0065301+0.0033906i,-0.010195+0.010478i,-0.02863-0.0013766i,-0.02885-0.013157i,-0.023092-0.015354i,-0.018455-0.011578i,-0.0096441-0.0095204i,-0.0031488-0.0088306i,-0.0025958-0.0066712i,-0.0040951-0.0031836i,-0.0026943+0.00058318i,0.0021658+0.0024273i,0.0058405-0.0044273i,0.0043226-0.019586i,-0.00073526-0.025826i,-0.0021743-0.017604i,0.0042899-0.0076337i,0.010153-0.0050912i
-0.017532-0.039802i,-0.024508-0.0096513i,-0.020073+0.054021i,0.0032331+0.082305i,0.014223+0.044875i,0.0062622+0.00031866i,0.018071-0.0037513i,0.03874+0.015334i,0.035174+0.024339i,0.023832+0.022511i,0.019001+0.017636i,0.012056+0.012303i,0.0056788+0.0090977i,0.0036923+0.0062069i,0.0031971+0.0025325i,0.0011504-0.0023973i,-0.005026-0.0066474i,-0.011349-0.0020214i,-0.009322+0.01247i,-0.00031885+0.020466i,0.0034361+0.013304i,-0.0032003+0.0041936i,-0.010618+0.0032035i
0.010757+0.036895i,0.033977+0.0074854i,0.036478-0.060077i,0.0048827-0.081626i,-0.017692-0.032228i,-0.0199+0.016853i,-0.033546+0.012679i,-0.043225-0.014153i,-0.031358-0.021792i,-0.020488-0.019884i,-0.021055-0.017915i,-0.017183-0.011428i,-0.0078256-0.0055187i,-0.0032765-0.0032879i,-0.003059-0.0016431i,-0.0043995+0.0019884i,-0.0036346+0.0071179i,0.0023271+0.0051901i,0.006635-0.010019i,0.0017705-0.023132i,-0.0040895-0.018995i,3.2228e-05-0.0068912i,0.008368-0.0013897i
-0.025261-0.026631i,-0.04442-0.0055344i,-0.048576+0.050764i,-0.015784+0.073416i,0.022636+0.031221i,0.038031-0.010486i,0.043796-0.00019575i,0.037703+0.026445i,0.023711+0.029667i,0.016795+0.021944i,0.016766+0.016865i,0.013496+0.012033i,0.0058178+0.0067357i,0.00033626+0.0031121i,-0.0022065+0.0015785i,-0.0031794-0.00019017i,-0.0025886-0.0016829i,-0.0043728+0.00052431i,-0.0083574+0.0097512i,-0.0085035+0.01793i,-0.003327+0.014758i,-0.00085955+0.005777i,-0.0046701+0.0011529i
0.024159+0.040346i,0.050639+0.010601i,0.052125-0.048405i,0.012886-0.068348i,-0.031659-0.033052i,-0.047485-0.0010075i,-0.042559-0.013733i,-0.024457-0.033457i,-0.009456-0.030895i,-0.0071553-0.02266i,-0.011208-0.018994i,-0.0099457-0.014058i,-0.0033529-0.0074655i,-6.6703e-05-0.0022252i,0.00043861+0.0017513i,0.0013281+0.0059784i,0.0037828+0.0093345i,0.0086039+0.0048427i,0.011663-0.0074462i,0.0080923-0.017112i,0.0010261-0.015336i,-0.00045666-0.0081869i,0.0052458-0.0041126i
-0.031223-0.029247i,-0.070041-0.0057212i,-0.075012+0.054294i,-0.022813+0.079711i,0.030919+0.048673i,0.045476+0.025257i,0.031831+0.040145i,0.0096265+0.051253i,-0.0012762+0.041311i,-0.00047398+0.027156i,0.0026806+0.020426i,0.0042868+0.015789i,0.0021296+0.0077002i,-0.00026434+0.0016461i,0.00024519-0.00028114i,0.0029064-0.0037368i,0.0030393-0.010459i,-0.0039049-0.010535i,-0.01359+0.00087238i,-0.016989+0.012459i,-0.010901+0.014127i,-0.0062357+0.0087185i,-0.008042+0.0032168i
0.04644+0.037702i,0.088363+0.017691i,0.093173-0.047125i,0.032647-0.086571i,-0.030934-0.059366i,-0.043613-0.040777i,-0.022742-0.055631i,-0.00041465-0.055828i,0.0075097-0.038301i,0.0049547-0.024143i,9.2989e-05-0.019263i,-0.0043645-0.014856i,-0.0042705-0.0065251i,-0.0027203-0.0011894i,-0.0044632+0.00041649i,-0.0066203+0.0023416i,-0.0069332+0.0068871i,-0.0013219+0.0082112i,0.0085378+0.0021697i,0.0123-0.0058092i,0.0074937-0.0099637i,0.002705-0.0076698i,0.0043601-0.0022865i
-0.0408-0.036525i,-0.089652-0.022044i,-0.10055+0.044466i,-0.041356+0.091077i,0.02579+0.075233i,0.035251+0.061925i,0.0082657+0.066891i,-0.012582+0.056789i,-0.014018+0.036953i,-0.0090819+0.021313i,-0.0055939+0.017817i,0.00035963+0.018404i,0.0043887+0.011497i,0.00326+0.004431i,0.0023596+0.00091821i,0.0030495-0.0025916i,0.0033322-0.0061859i,-7.5672e-05-0.0063544i,-0.0079835-0.0011052i,-0.012943+0.0063613i,-0.010614+0.012054i,-0.0058503+0.011768i,-0.0055293+0.0071858i
0.056788+0.029436i,0.10789+0.012276i,0.11773-0.052631i,0.053484-0.098837i,-0.014507-0.091869i,-0.024052-0.075456i,-0.0011476-0.061297i,0.015485-0.039582i,0.016822-0.023738i,0.01135-0.014453i,0.0077851-0.012418i,0.0026136-0.013669i,-0.0018213-0.008608i,-0.0024111-0.0021841i,-0.0047055+0.0031917i,-0.0079542+0.007891i,-0.0083878+0.009749i,-0.004016+0.0079952i,0.006329+0.0026597i,0.01449-0.0036534i,0.012917-0.009333i,0.007761-0.011113i,0.007391-0.0068094i
-0.056493-0.038221i,-0.1159-0.021745i,-0.12501+0.041987i,-0.062924+0.091578i,-0.010745+0.09419i,-0.011384+0.079725i,-0.025184+0.059153i,-0.028277+0.032514i,-0.022015+0.016984i,-0.012942+0.0087789i,-0.0099483+0.0052569i,-0.006076+0.0079639i,-0.00046461+0.0063889i,0.0022474+0.0024871i,0.0057565+0.00069969i,0.0099033-0.0015583i,0.011764-0.0046117i,0.006512-0.006587i,-0.005441-0.0070919i,-0.01414-0.0031046i,-0.014147+0.004642i,-0.010268+0.0086354i,-0.0081494+0.0054807i
0.051438+0.031924i,0.11591+0.022424i,0.12901-0.040467i,0.067204-0.086896i,0.02391-0.080084i,0.035693-0.060695i,0.043819-0.040908i,0.035253-0.014295i,0.025773-0.0029528i,0.01516-0.00093207i,0.010581+0.00069949i,0.0071554-0.0032885i,0.0011826-0.0041246i,-0.001948-0.0019898i,-0.0049495-0.0011685i,-0.0088501+0.00043146i,-0.011523+0.0033078i,-0.0092752+0.0066491i,-0.00094128+0.0078468i,0.0080113+0.0036065i,0.011029-0.0040663i,0.0086446-0.0079664i,0.006753-0.0043131i
-0.075158-0.049032i,-0.14516-0.032899i,-0.16063+0.036125i,-0.092995+0.089943i,-0.041892+0.07917i,-0.052993+0.053206i,-0.052318+0.034631i,-0.030133+0.0085617i,-0.020799-0.0036355i,-0.016813-0.0029146i,-0.015639-0.0023145i,-0.01296+0.0040512i,-0.0048987+0.0083279i,0.00030665+0.0066577i,0.0030946+0.0053559i,0.0066392+0.0045075i,0.0097597+0.0027304i,0.0086103+0.0012342i,0.00081787-0.001466i,-0.0092427-0.0025243i,-0.013268+0.003034i,-0.010292+0.0067906i,-0.006832+0.0027057i
0.055706+0.053247i,0.1347+0.050357i,0.16194-0.021024i,0.096116-0.085048i,0.041065-0.064902i,0.058013-0.02672i,0.056638-0.014671i,0.025163+0.00096851i,0.016554+0.010676i,0.016217+0.0090423i,0.014169+0.0079802i,0.012798+0.0019659i,0.006346-0.0053103i,0.0014201-0.0059827i,-0.0019096-0.0047641i,-0.0047167-0.0044135i,-0.0058481-0.0032112i,-0.0039178-0.0016959i,0.0026448+0.0010567i,0.0099716+0.0039552i,0.013847+0.0013332i,0.012351-0.0025674i,0.0081734-0.00095334i
-0.079838-0.050526i,-0.15323-0.045201i,-0.18414+0.02408i,-0.11731+0.088945i,-0.047095+0.062735i,-0.052118+0.007984i,-0.046939-0.003411i,-0.01505-0.0050773i,-0.0092646-0.010297i,-0.012941-0.010267i,-0.013421-0.0096161i,-0.012749-0.0026082i,-0.0048852+0.0048064i,-0.00024473+0.0046449i,0.00098829+0.0041057i,0.0055771+0.0046358i,0.0081152+0.0032749i,0.0065587+0.0003767i,0.00023859-0.0045179i,-0.0074295-0.0079538i,-0.011524-0.0044112i,-0.011424+0.00061289i,-0.0088827-0.00042289i
0.075606+0.060217i,0.16514+0.056454i,0.19873-0.016801i,0.11896-0.082099i,0.036402-0.048912i,0.034056+0.015039i,0.029798+0.02047i,0.0015807+0.0075378i,-6.2639e-05+0.0091748i,0.006696+0.011189i,0.008226+0.011871i,0.0093639+0.0061842i,0.0037882-0.0021105i,-0.0012159-0.0050407i,-0.0034514-0.006513i,-0.0070512-0.0080558i,-0.0090691-0.0086087i,-0.0081392-0.0067653i,-0.0029848-0.0014512i,0.0044917+0.0027776i,0.009496+0.000989i,0.0094275-0.00089179i,0.0057417+0.0029448i
-0.079152-0.049061i,-0.17142-0.060553i,-0.20778+0.0081644i,-0.12184+0.084502i,-0.025073+0.052185i,-0.013263-0.020544i,-0.013507-0.020962i,0.0082902-0.00079753i,0.0087534-0.0069618i,-0.00098935-0.01302i,-0.0052623-0.01446i,-0.0090498-0.0099073i,-0.0067814-0.0018097i,-0.0034689+0.00096581i,-0.0035997+0.0033808i,-0.003099+0.0080755i,-0.0016548+0.0112i,-0.00058743+0.0096204i,-0.0027028+0.0022651i,-0.0085583-0.0047419i,-0.012252-0.0049516i,-0.00952-0.0029229i,-0.0048211-0.0043861i
0.0874+0.062039i,0.1822+0.07101i,0.2264-0.0030085i,0.13911-0.089658i,0.01919-0.061592i,-0.012809+0.01522i,-0.01051+0.016573i,-0.023543-0.0022598i,-0.018443+0.0096693i,-0.003215+0.017088i,0.0028214+0.016965i,0.007428+0.013048i,0.0076739+0.0048854i,0.0045913+0.0019062i,0.0028879+0.00059147i,0.0020901-0.0027366i,0.0023294-0.0055279i,0.0022229-0.0064885i,0.0023212-0.0023685i,0.0038035+0.0048314i,0.0050837+0.0071656i,0.00387+0.0056358i,0.0018057+0.0048604i
-0.073926-0.058879i,-0.17956-0.081595i,-0.23969-0.015082i,-0.15537+0.08603i,-0.015675+0.074111i,0.029218-0.0015199i,0.016447-0.0028336i,0.019391+0.016407i,0.016895-0.0012376i,0.0055368-0.01474i,-0.0008705-0.016354i,-0.0074941-0.012613i,-0.0083815-0.004088i,-0.0052796-0.0010245i,-0.0053707+0.0003316i,-0.0054761+0.0048075i,-0.0046976+0.0081531i,-0.0035033+0.0078922i,-0.0035552+0.0027576i,-0.0048286-0.0051279i,-0.0049784-0.0079243i,-0.0032878-0.0065787i,-0.0007381-0.0070574i
0.081896+0.059383i,0.18355+0.09068i,0.25504+0.030829i,0.17779-0.086009i,0.017409-0.096179i,-0.047488-0.019239i,-0.026185-0.0049354i,-0.017164-0.01811i,-0.015037+0.00029618i,-0.0053388+0.013303i,-0.0011009+0.014695i,0.0039617+0.013227i,0.0067445+0.0064106i,0.0050196+0.0029453i,0.0042277+0.0015207i,0.0046229-0.0029775i,0.0049087-0.0074886i,0.0031112-0.0080471i,0.0011943-0.0018952i,0.00064613+0.0067154i,0.0012644+0.0095583i,0.00060208+0.0080694i,-0.0023739+0.007975i
-0.082278-0.070282i,-0.19168-0.10505i,-0.27514-0.047458i,-0.20732+0.085488i,-0.037868+0.12943i,0.045339+0.063128i,0.023238+0.033393i,0.0094362+0.037484i,0.014772+0.014116i,0.0092432-0.0059069i,0.0027744-0.010003i,-0.0025362-0.010435i,-0.0043761-0.006323i,-0.0035117-0.0038332i,-0.0044741-0.002307i,-0.0067985+0.0019955i,-0.0091459+0.0062339i,-0.0083365+0.0074964i,-0.0061027+0.0031386i,-0.0036264-0.0041187i,-0.0014097-0.007754i,0.00022315-0.0083375i,0.0025297-0.0081561i
0.073437+0.069894i,0.1878+0.1239i,0.28922+0.074781i,0.23916-0.076004i,0.068426-0.14929i,-0.029901-0.09282i,-0.012977-0.051199i,-0.00055243-0.046109i,-0.012854-0.020031i,-0.011865+0.0023382i,-0.0070239+0.008923i,-0.0015876+0.012165i,0.0027392+0.0098712i,0.0023281+0.00762i,0.003542+0.0066759i,0.0076132+0.0024267i,0.011248-0.0022755i,0.011801-0.0042151i,0.010197-0.0018462i,0.0071687+0.0045394i,0.0018179+0.008018i,-0.0027703+0.0077209i,-0.0047428+0.0077145i
-0.076102-0.082061i,-0.18775-0.14568i,-0.30095-0.11315i,-0.27912+0.048897i,-0.11737+0.15991i,-0.00068221+0.12039i,-0.0027127+0.065556i,-0.0088038+0.049861i,0.010951+0.023135i,0.012982-0.00013181i,0.0064904-0.0068842i,0.0012256-0.010174i,-0.0015656-0.010203i,0.00047054-0.0088557i,-0.00071197-0.0067911i,-0.0061344-0.0024946i,-0.010638+0.0014592i,-0.011094+0.0031544i,-0.0076967+0.00017103i,-0.0027573-0.0056509i,0.0029874-0.0075075i,0.0064837-0.0065918i,0.0066355-0.0068053i
0.057763+0.083954i,0.16953+0.16453i,0.29704+0.15018i,0.30408-0.012407i,0.15946-0.15016i,0.033985-0.13035i,0.021321-0.06797i,0.020797-0.044141i,-0.0041472-0.021232i,-0.012342-0.00090443i,-0.00908+0.0059477i,-0.0039544+0.010892i,0.0010544+0.011598i,0.00052728+0.0095263i,0.00018167+0.0070978i,0.0037481+0.0020891i,0.0076055-0.0027627i,0.0083027-0.0050899i,0.005682-0.0038539i,0.00027731+0.00053934i,-0.0050527+0.00322i,-0.0071065+0.0036241i,-0.0062969+0.0045497i
-0.063463-0.086755i,-0.16391-0.18094i,-0.29882-0.18971i,-0.33701-0.029436i,-0.21538+0.13235i,-0.083255+0.13024i,-0.051851+0.065422i,-0.038668+0.040887i,-0.0045405+0.024182i,0.0085867+0.0051075i,0.0058726-0.0024277i,0.003903-0.0081324i,0.0023192-0.011158i,0.0024999-0.0092836i,-0.0001019-0.0066403i,-0.0061354-0.0023487i,-0.011197+0.0028309i,-0.012851+0.0062462i,-0.009458+0.0035797i,-0.0033674-0.0037296i,0.0018798-0.0068875i,0.0056366-0.0053497i,0.006674-0.0044249i
0.045112+0.10001i,0.14388+0.20801i,0.28524+0.23848i,0.35321+0.092503i,0.26315-0.082678i,0.12891-0.1065i,0.075583-0.049895i,0.051261-0.027364i,0.013062-0.019847i,-0.0047212-0.0058312i,-0.0052733+0.0032548i,-0.0048168+0.010362i,-0.0027368+0.012296i,-0.0031358+0.0083012i,-0.0027087+0.0056603i,0.0039808+0.0051009i,0.01185+0.0046193i,0.01486+0.002439i,0.0089566+0.0027843i,-0.0013064+0.0059813i,-0.006823+0.0059826i,-0.0083169+0.0036604i,-0.0082075+0.0035579i
-0.044575-0.095013i,-0.13043-0.21853i,-0.26721-0.27827i,-0.35485-0.15387i,-0.29669+0.029797i,-0.16701+0.077076i,-0.094658+0.034279i,-0.05831+0.02011i,-0.016423+0.020196i,0.003874+0.0080194i,0.0042301-0.0020087i,0.0040662-0.0088255i,0.0041233-0.011277i,0.0043495-0.008806i,0.0036092-0.0061344i,-0.001651-0.0044478i,-0.0086059-0.003689i,-0.010783-0.0028313i,-0.0064695-0.0033145i,9.4256e-05-0.0049793i,0.0038632-0.0033203i,0.0055121-0.0010954i,0.0060318-0.0020618i
0.032611+0.10557i,0.10463+0.24443i,0.23125+0.33073i,0.33757+0.22971i,0.31187+0.042926i,0.18567-0.03011i,0.097164-0.0058032i,0.056441-0.0012801i,0.018241-0.012003i,-0.0015043-0.006458i,-0.0036562+0.0025142i,-0.0054067+0.0091767i,-0.0053413+0.010236i,-0.0054856+0.0070321i,-0.0037863+0.0049885i,0.0027206+0.0035622i,0.0086785+0.0017267i,0.010626-0.0005131i,0.006771+0.00032734i,-0.00072296+0.0027332i,-0.005132+0.0025029i,-0.005377+0.0014325i,-0.0041842+0.0025952i
-0.023976-0.1041i,-0.078266-0.25326i,-0.19059-0.369i,-0.3101-0.30089i,-0.31272-0.11448i,-0.19548-0.015089i,-0.097234-0.018649i,-0.054934-0.012284i,-0.021633+0.0080004i,-0.0020585+0.0065486i,0.00068454-0.0015992i,0.0018455-0.0055346i,0.0024243-0.0062966i,0.0017299-0.0032515i,-0.00080222-0.001282i,-0.0057026-0.0017006i,-0.010332-0.0017625i,-0.012847-0.00077662i,-0.0088106-0.00069969i,-0.00036817-0.0021438i,0.0050384-0.002006i,0.0057125-0.0014118i,0.0038116-0.0026632i
0.018714+0.10693i,0.053768+0.26027i,0.14122+0.40134i,0.25942+0.37052i,0.28841+0.19283i,0.18963+0.071661i,0.091067+0.049418i,0.049494+0.027856i,0.021653-0.00089798i,0.0041302-0.0053996i,-0.0012007+0.00070318i,-0.005455+0.0041146i,-0.0064847+0.0047806i,-0.004283+0.0026721i,-0.0021478+0.0010458i,0.001324+0.0022521i,0.0065343+0.0035314i,0.0088623+0.0035643i,0.0043229+0.0032649i,-0.0030612+0.0030978i,-0.0060528+0.0017405i,-0.0049186+0.00091345i,-0.003299+0.0020335i
-0.0067316-0.1073i,-0.021394-0.26641i,-0.082478-0.42657i,-0.19479-0.42451i,-0.2449-0.25925i,-0.16695-0.11823i,-0.07733-0.069669i,-0.045156-0.035106i,-0.024667-0.00059879i,-0.0064801+0.0047446i,-0.0013341-0.00082409i,0.0028915-0.0014016i,0.0046745-0.00061453i,0.0019871+0.0010625i,-0.00076798+0.0010479i,-0.0044126-0.00076995i,-0.0079496-0.0027976i,-0.0088175-0.0041793i,-0.0042301-0.0036804i,0.0027249-0.0029237i,0.0046089-0.0020328i,0.0039835-0.0017157i,0.0036524-0.0016832i
-0.005067+0.09405i,-0.018672+0.25488i,0.0070917+0.42931i,0.10177+0.45601i,0.16932+0.31357i,0.12429+0.15943i,0.052806+0.084431i,0.028242+0.043189i,0.018056+0.0097225i,0.0046266+0.00089246i,-0.0026778+0.0046205i,-0.0073542+0.0052151i,-0.0065799+0.0038942i,-0.0020904+0.0015018i,-0.00018867+0.00085688i,0.0012157+0.0029002i,0.0036333+0.0042763i,0.0050372+0.0033036i,0.0019581+0.0017822i,-0.0037811+0.001793i,-0.0057496+0.0011035i,-0.0043391+8.3866e-05i,-0.0034209+0.0011385i
0.007531-0.097427i,0.042929-0.25051i,0.052364-0.42468i,-0.019075-0.46661i,-0.094767-0.34077i,-0.078905-0.18124i,-0.030371-0.090009i,-0.01661-0.041994i,-0.014185-0.0093335i,-0.0062425-0.00020321i,-0.0010363-0.0025008i,0.0038892-0.0025125i,0.0049069-0.00081654i,-0.00065469+0.00086702i,-0.0041111+0.0017875i,-0.0052021+0.0015908i,-0.0068169+0.0011852i,-0.0075216+0.0020376i,-0.0043656+0.0026091i,0.0014663+0.0016936i,0.0037143+0.0011554i,0.003402-0.00017678i,0.0031933-0.0030223i
-0.028024+0.087735i,-0.084879+0.2396i,-0.12627+0.41004i,-0.078204+0.46189i,0.0076947+0.35493i,0.023622+0.1964i,-2.2123e-05+0.097557i,0.0034037+0.051142i,0.013973+0.01917i,0.0098747+0.0060665i,0.0033951+0.0051256i,-0.00019344+0.0037899i,0.0014628+0.0018331i,0.0053433+0.00060686i,0.0062099+0.0010483i,0.0053591+0.0018923i,0.0068067+0.0034335i,0.0093693+0.0040264i,0.0057862+0.0016246i,-0.0017661-0.0011083i,-0.0048143-0.0013019i,-0.0039717+8.4852e-05i,-0.003444+0.0015487i
0.033606-0.082504i,0.11364-0.21711i,0.1931-0.37623i,0.17044-0.43523i,0.073316-0.34165i,0.023391-0.18611i,0.020385-0.083818i,0.0050039-0.0406i,-0.010513-0.015644i,-0.0079353-0.0063065i,-0.0022511-0.0054514i,-0.00016452-0.0023203i,-0.0012368-0.00038623i,-0.0043868-0.00014269i,-0.0050935-0.00053168i,-0.0033849-0.0011469i,-0.0022581-0.0025553i,-0.0023352-0.0038311i,-0.00020133-0.0030029i,0.0035809-0.0010267i,0.0039371+0.00079619i,0.0025434+0.001151i,0.0014945-0.0010345i
-0.052997+0.077988i,-0.14347+0.19451i,-0.25218+0.33161i,-0.25652+0.3893i,-0.14968+0.3092i,-0.067906+0.16787i,-0.038516+0.075167i,-0.010099+0.038655i,0.0094713+0.017869i,0.0066147+0.0064462i,-0.00033631+0.0036052i,-0.0015242+0.00082819i,0.0015764-0.0016353i,0.0055446-0.0015582i,0.0058812-0.00053837i,0.0034027-0.00059905i,0.0024843-0.00059375i,0.0025224-0.0011194i,-0.00030947-0.0034632i,-0.0048395-0.0057035i,-0.0059931-0.0046851i,-0.0042166-0.001391i,-0.0033753+0.0014635i
0.0496-0.062959i,0.16044-0.16369i,0.29458-0.27454i,0.31878-0.31638i,0.20871-0.24878i,0.10274-0.12874i,0.054314-0.050743i,0.021184-0.025596i,-0.00055506-0.015088i,-0.0022233-0.0077703i,0.0010438-0.0045785i,-5.9723e-05-0.0007782i,-0.0032516+0.00048452i,-0.0060069-0.001992i,-0.0058737-0.0033436i,-0.0041418-0.0024644i,-0.0045056-0.0014533i,-0.0058627-0.0010674i,-0.0052757-7.8561e-05i,-0.0023589+0.002206i,-0.00011845+0.0031083i,0.00067513+0.00262i,0.0017504+0.00046489i
-0.061777+0.060184i,-0.18049+0.13505i,-0.33056+0.21189i,-0.36822+0.23735i,-0.25664+0.18764i,-0.12749+0.096707i,-0.058749+0.03407i,-0.022151+0.018044i,-0.00019847+0.014589i,0.0024954+0.0093754i,-0.0017469+0.0066522i,-0.0023131+0.0033323i,0.0012084+0.0018571i,0.0048454+0.0026931i,0.0041657+0.0027351i,0.0024679+0.0021594i,0.0028788+0.0018859i,0.0040405+0.0013218i,0.0026576+0.00025882i,-0.0020703-0.0025085i,-0.0032277-0.0036638i,-0.0015532-0.0028084i,-0.0014891-0.0013666i
0.060231-0.046263i,0.18451-0.10004i,0.34046-0.14005i,0.38749-0.14261i,0.28067-0.10636i,0.14124-0.051403i,0.060467-0.017684i,0.022118-0.015809i,0.0013147-0.017394i,-0.0019665-0.011728i,0.00030999-0.0063486i,-0.0014357-0.0017757i,-0.0051033-0.00062014i,-0.0084608-0.0026784i,-0.0085781-0.0026952i,-0.0055997-0.00033708i,-0.0039009+0.00046743i,-0.0037432+0.00082042i,-0.0028412+0.0031889i,-0.00085251+0.0062146i,-0.00014461+0.0061244i,-0.00024533+0.0040233i,0.00051786+0.0021288i
