-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
-0.0003358+8.8513e-05i,-6.0338e-05-0.0012944i,0.00026589-0.0014041i,-0.00029966-0.00020161i,-0.00012214+0.00025849i,0.00057262-0.00042166i,0.00020973-0.00097898i,-0.00024617-0.00099956i,-0.00029189+1.0885e-05i,0.00050215+0.00070362i,0.00052112+0.00050799i,-0.00018411-0.00023279i,-0.00023429-0.00037369i,-0.00026037+0.00017884i,-0.0010949-9.5071e-05i,-0.00087482-0.00043676i,0.00012696+0.00013441i,0.00025009+6.6473e-05i,8.34e-05-0.00036242i,-0.00014087-0.0010109i,0.00067113-0.0010788i,0.0013634-0.00067639i,0.00071337+3.5774e-05i
-4.2971e-05-0.0020268i,0.00039602-0.0024129i,-0.00066268-0.0015225i,-0.00071411+0.00031187i,8.7742e-05+0.0013434i,0.00086918+4.9435e-05i,0.0013322-0.0015276i,0.001447-0.0013419i,0.00035376-0.0006638i,-0.001241-0.00011391i,-0.0016485-2.3468e-05i,-0.001291+0.00020858i,2.7306e-05+0.00067656i,0.00011126+0.0010357i,-0.00060621+0.0011794i,-0.00046957+0.00068716i,-0.00019077+0.00036067i,0.00035834+0.00037866i,0.0008583-0.0003633i,0.00056074-0.00036968i,-0.00033486+0.00035756i,-0.00059701-0.00024984i,-0.00040167-0.00022045i
-0.001271-0.00022379i,-0.0016326+0.00020958i,-0.0020335+0.00073031i,-0.0013551+0.00035571i,0.00011449+0.00022532i,0.00036249-0.00064687i,0.00051632-0.0013069i,3.7616e-05-0.00086871i,-0.00014748-0.0002019i,0.00047805+0.00086257i,0.0010091+0.0012273i,0.00054541+0.00076817i,-0.0011004+0.00069569i,-0.0016589+6.5152e-05i,-0.00097015-0.00072717i,0.00036721-0.00028174i,0.00070686-3.2906e-06i,0.00017587+0.00014592i,0.00012475+0.00022537i,9.946e-05-0.00018597i,-0.00035273-0.00079441i,-0.00083003-0.00042794i,-0.00095476-9.9174e-06i
0.00061166-0.0029251i,5.0329e-05-0.0030202i,-0.0011933-0.0030679i,-0.0022589-0.0021339i,-0.0018586+0.00012294i,-0.00027618+0.0008972i,0.00099584-0.0001213i,0.0010084-0.0010836i,0.00066057-0.0012505i,0.00017507-0.00048159i,-0.00013505-5.2374e-05i,-0.00049033-8.4946e-05i,-0.00078361-0.00039786i,-0.00065663+0.00017274i,-0.00036136+0.0015416i,-0.00013126+0.0015221i,8.0557e-05+0.00098791i,-0.0001298+0.001181i,-0.0007694+0.00069115i,-0.00058112-7.7306e-05i,-0.00022243+0.00025554i,-0.00074365+0.00050305i,-0.00045953-0.00041481i
-0.0014017-0.00064326i,-0.0016642+0.00025424i,-0.0016359+0.0021289i,-0.00010547+0.0027013i,0.00089796+0.0016068i,0.00085204+0.00038237i,0.00076401-0.00093196i,0.00063718-0.001521i,0.0003402-0.0011507i,7.6512e-05-0.00080778i,-0.00017484-0.0012799i,0.00015856-0.0013902i,0.00020066-0.00084088i,0.00067239-0.0010328i,0.0010259-0.00086118i,0.00071382-2.5318e-05i,-3.355e-05+3.0019e-05i,-0.00097769+4.8874e-06i,-0.0013364+6.0139e-05i,-0.00094091-0.00029404i,-4.6723e-05-0.00038594i,0.00022721-0.0004017i,0.000319-0.00019919i
0.0014192-0.00043869i,0.0017537-0.00042017i,0.00042155-0.00044036i,-0.00079412-0.00018991i,0.00010877-0.00066912i,0.0010913-0.0010397i,0.002358-0.0013896i,0.002317-0.00118i,0.00053515-0.00045557i,0.00038767-0.00095659i,0.0010013-0.00091782i,0.00066131-0.00057973i,0.00034299-0.00030275i,-7.1356e-05+0.00030298i,-2.1917e-05+0.0010059i,0.00019112+0.00096467i,-1.1257e-06+0.00020192i,-0.00043848+8.4741e-06i,0.00030386+0.00025115i,0.00066441+4.3201e-05i,2.3224e-06+3.3055e-05i,-0.00022423+0.0002118i,-0.00060227+0.00041561i
-0.0015938-8.4288e-05i,-0.0015171-0.00032765i,-0.001402-0.00020752i,-0.0020863+3.7572e-05i,-0.0014818+0.00072675i,0.00064545+0.00026972i,0.0020535-0.0011157i,0.0011755-0.0008996i,3.8339e-05-0.00043993i,-0.00044004+0.00019247i,-0.00025624+0.00045681i,-0.00016091-8.7538e-05i,-0.0001925+0.00036075i,-0.00014255+0.00090077i,-0.00057739+0.00040535i,-0.00024614+0.00056211i,6.3253e-05+1.3238e-05i,0.00010404-0.00060687i,0.00010213-0.00090084i,-0.00034516-0.00092555i,-0.00020556-0.0004955i,-6.2329e-06-0.00038114i,-0.0007091-0.00029008i
-0.00070557-0.0014032i,-0.00087408-0.0012901i,-0.0015799-0.00026976i,-0.0012417+0.00072405i,-0.00072671+0.00085764i,-0.0005451+3.5446e-05i,-0.0004868-0.0012031i,-0.00023961-0.0009184i,-7.9182e-06+0.00011989i,0.00042453+6.2766e-05i,0.00039225+0.0001983i,-0.00072557+0.00097245i,-0.001351+0.00061666i,-0.001127-8.1921e-05i,-0.00097059-0.00024604i,-0.00089649-0.00041019i,-0.00095315-0.0003628i,-0.00099473+0.00029081i,-0.0005587+0.00096966i,-0.0004219+0.00063516i,-5.6126e-05+0.00010495i,7.5398e-05+7.5504e-05i,-0.00051908+0.00016058i
-0.00020958-0.0012491i,-0.00032809-0.00060478i,-0.0010012+0.0002567i,-0.00079583+0.0009776i,0.00049055+0.00076699i,0.0018692-0.00081481i,0.0019208-0.0015725i,0.0010697-0.0011006i,0.00025626-4.4952e-06i,4.0912e-06+0.00058353i,-0.00014087+0.0011209i,-0.00063614+0.0013303i,-0.00076976+0.00026978i,-0.00026887+1.3307e-05i,2.3379e-05+0.001208i,0.00011985+0.0018604i,-9.4819e-05+0.0013333i,-0.00047052+0.00061117i,-0.00026637+0.00059789i,-2.6088e-05+0.0007271i,0.00026211+0.00017401i,2.2505e-05+0.00020024i,-0.00070333+0.00048574i
0.00035038+0.0010844i,-7.1579e-05+0.00063147i,-0.00045719-0.0011625i,-0.00061048-0.0011402i,-0.00091914+0.0003412i,-0.00027658-0.00033299i,0.0011547-0.001446i,0.0014519-0.0014662i,0.0007399-0.00022437i,-9.7178e-05+0.00041726i,-9.6054e-05+5.8636e-05i,0.0004061-0.00046236i,0.0011199-0.00038087i,0.00062329-0.00010746i,-0.00017358+0.00024684i,0.0002773+0.00086914i,0.0005585+0.0004452i,-9.0463e-05-0.00013186i,-0.00044742+0.00047739i,-0.0001381+0.00087499i,0.00061539+0.00049944i,0.00013587+0.00032673i,-0.00065585-0.0001925i
-0.00082274-0.0022881i,-0.0011416-0.0020108i,-0.001521-0.0013093i,-0.0010576-0.00059028i,-2.7633e-05-0.00030704i,0.00075191-0.0009807i,0.0010112-0.0015521i,0.00054469-0.0013576i,0.00050409-0.0011107i,0.00076314-0.00049835i,0.00055568-0.00010617i,0.0010134-0.0005443i,0.0015362-0.00078703i,0.00085649+0.00038483i,1.907e-05+0.0014935i,0.00029841+0.0012415i,0.00073462+0.00050169i,0.00054301-0.00011243i,0.00061428-0.00051176i,0.00067933-0.00022669i,0.0001837+0.00022769i,-0.00029946+0.00042622i,-0.00037258+0.00018364i
-0.001295-5.9034e-05i,-0.0022619-0.00071211i,-0.0024774-0.00073255i,-0.0020202-0.00085779i,-0.00056664-0.00092011i,0.0011553-0.00082391i,0.0021094-0.0008232i,0.0017318-0.00073915i,0.00086238-4.2291e-05i,0.00098543+0.00027274i,0.0011177-0.00080415i,0.00095253-0.0011153i,0.00087251-0.00012735i,0.00015178+0.00038328i,-0.00028764+0.00021288i,-0.00039504-0.00040353i,-0.00020217-0.00049295i,0.00025119-0.00039356i,-7.8241e-05-0.00058226i,-0.00047376-0.00020713i,-0.00032095+0.00013447i,0.0003931+0.00049379i,0.00077888+0.0010337i
-0.00096779-0.0019108i,-0.001446-0.0023327i,-0.0017244-0.0013602i,-0.0012241-0.00022502i,-0.00091607+0.00019018i,-0.00076572-0.00081679i,-0.00019658-0.001617i,0.00023068-0.0015749i,-0.00065621-0.0011335i,-0.0010901-0.00027051i,-0.00087443+0.00099936i,-0.00070707+0.0016018i,-0.00089527+0.001173i,-0.0013402+0.00089019i,-0.0008762+0.00070383i,0.00067562+0.0010711i,0.0014117+0.0011304i,0.0011811-0.00037887i,0.00073203-0.00074116i,-0.00028388-0.00054683i,9.3647e-05-0.0008738i,0.00059527-0.00083915i,0.0002721-0.00081564i
-0.00041361-0.0013749i,-0.00085027-0.0032958i,-0.0018412-0.0023029i,-0.0019657-0.00048991i,-0.0001743-0.00014282i,0.0014844-0.00026784i,0.0020555-0.00096529i,0.0016974-0.0012403i,0.0010361-0.00082411i,-0.00016331-0.00011523i,-0.0019884+0.00027858i,-0.002176+0.00064659i,-0.0012987+0.00069003i,-0.00093744+0.00016927i,-0.00023809-0.00015932i,-0.00036712+0.0002755i,-0.00054702+0.0006401i,-0.00022246+0.00065237i,-0.0004092+0.00025229i,6.1715e-06-0.00036894i,0.00027945-0.00073308i,0.00010109-0.0014237i,-0.00038332-0.00062259i
-4.5039e-05+0.00071498i,-0.00084498+0.00062726i,-0.00092995+9.9287e-05i,2.2561e-05+0.00020792i,0.0011519+0.00023957i,0.0013583-0.00065678i,0.0014795-0.0016166i,0.0006111-0.0021772i,-0.0012272-0.0013921i,-0.001405-0.00013268i,-0.00012639+0.00020383i,0.00041102-0.00037626i,-0.0002622-0.00042504i,-0.00034222-0.00061945i,0.00049447-0.0014962i,0.00074112-0.00083467i,0.00050783+0.00019231i,8.6697e-05+0.00066803i,-0.00046954+0.00058362i,-0.00037971-5.2609e-06i,-0.00021586-0.00018024i,-0.00022477+0.00037675i,-4.8669e-06+0.00061859i
-0.00085573-0.0014898i,-0.0011963-0.0010199i,-0.00074259-0.0010854i,-0.00051943-0.0011519i,-0.00067675-0.00096083i,0.00040152-0.00068024i,0.001303-0.00090154i,0.00046739-0.0016948i,-0.000682-0.0014635i,-0.00080589-0.00072175i,-0.00026004-0.00018839i,0.00055276+0.00064882i,0.0015414+0.001035i,0.0014174+0.0011693i,0.00025011+0.00063617i,-0.00051068-0.00022724i,-0.00063523+0.0001954i,-0.0011165+0.00048618i,-0.00028263-0.00011176i,0.00082611-1.8477e-05i,0.00048603-0.00017625i,0.00051608-0.00034982i,0.00064569+0.000326i
0.00088052-0.00084628i,-0.00050267-0.00094784i,-0.0021722-0.00065837i,-0.0025651+9.9782e-05i,-0.0012203+0.00035735i,-0.00031757-0.00014923i,0.0004558-0.001331i,0.0009245-0.00099386i,0.00041587+1.5758e-05i,-0.00031888+0.00052495i,-0.00033543+0.00042826i,-0.00031287+0.00073449i,-0.00020401+0.0011477i,-0.0002577+0.00085516i,-0.0001951+0.00033357i,0.00019586-0.0001357i,0.00041454-0.00033261i,0.00083609+0.0004307i,0.00030563+0.00048332i,-0.00020852-0.00069502i,-0.00068325-0.0012473i,-0.00075809-0.00082362i,0.00019273-0.00064329i
-0.00097438-0.0028338i,-0.001154-0.0028096i,-0.0012686-0.0020589i,-0.0015806-0.00098766i,-0.00058126+0.00041844i,0.0017514+0.00071055i,0.0023074-0.00045348i,0.00079596-0.00091706i,0.00049762-0.00018488i,0.00053714+0.0003845i,-8.2453e-05+0.00090989i,-0.00070992+0.0014217i,-0.0010332+0.0015012i,-0.0014357+0.0014036i,-0.0022587+0.00091717i,-0.0017278+0.00092916i,-0.0006734+0.0010887i,-0.00067725+0.00055599i,-0.00046431-0.00033031i,-0.00064529-0.00096858i,-0.00085514-0.0013698i,-0.0012145-0.00075905i,-0.0015894+0.00045765i
-0.00072301-0.0023357i,-0.0014355-0.0025731i,-0.0019372-0.0020993i,-0.0024933-0.0013498i,-0.0024601-0.00039425i,-0.00060208-0.00025827i,0.00063327-0.0010502i,0.0011871-0.0010602i,0.0012446-6.1024e-05i,0.00048165+0.00019551i,-0.0010911+0.00034919i,-0.0020075+0.00037843i,-0.0013783+8.4256e-05i,-0.0013654+3.6885e-05i,-0.0017471+0.00073212i,-0.00087067+0.00054769i,2.2071e-05+6.7718e-05i,-3.7704e-05+0.00075537i,0.00029886+0.00020962i,0.00050439-0.00060195i,0.0006685-0.00011226i,0.00033787+0.0013203i,0.00035487+0.001575i
-2.7455e-05+0.0017016i,-0.00059018+0.001009i,-0.00030986+0.00067803i,-1.9126e-05+0.00024449i,0.00068682-0.00068369i,0.0014162-0.0014377i,0.001611-0.001746i,0.001141-0.0011797i,0.00076656+0.00010021i,0.00024324+0.00016554i,-0.00016073-0.0014251i,-0.00073863-0.0021992i,-0.00036499-0.0021427i,0.00085776-0.0025105i,0.00068591-0.0023533i,8.4782e-05-0.001478i,0.00069645-0.00044265i,0.00085848+0.00070366i,-0.00016622+0.0014095i,-0.0008435+0.00055787i,-0.00078222-0.0002697i,-0.00052075+0.00034824i,-0.00027406+0.00080493i
-0.0022483+0.00064256i,-0.0027644+0.0006734i,-0.002259+0.0011042i,-0.0011081+0.00090573i,6.2253e-05+0.00071999i,0.0011666-0.00063325i,0.001233-0.0022327i,0.00056158-0.0023559i,9.2515e-06-0.0018984i,-0.00034508-0.0010517i,5.3398e-05-0.00047652i,0.00046508-0.00016437i,0.00065781-6.0685e-07i,0.00093139-0.00013034i,0.00075589+0.00024266i,0.00038251+8.7643e-05i,4.6588e-06-0.00043692i,-0.00028794-0.0001802i,-0.0007889+7.3431e-05i,0.00018874+0.00047155i,0.00097043+0.00094271i,0.00041792+0.00093176i,0.00031867+0.00073073i
-0.00098264-0.00043515i,-0.001023+0.00019509i,-0.0011981+0.0015199i,-0.00045751+0.0011685i,0.00061861+0.00081763i,0.0011027+0.0001374i,0.0012466-0.0013453i,0.00087269-0.0018364i,8.979e-05-1.8303e-05i,0.00032949+0.00094651i,0.00062049+0.00067141i,0.00041833+0.0012416i,0.00059845+0.001456i,0.00050518+0.0012803i,0.00019296+0.00096458i,0.00010314+0.00092426i,3.7937e-05+0.00072416i,-0.00054715-0.00045558i,-0.00095618-0.000877i,-0.00085869-0.00053771i,-0.00024914-0.00024739i,0.00014742+5.7676e-05i,0.00052174+0.00046701i
0.00025587+0.00022348i,0.00075181-0.0013125i,5.2001e-05-0.0028712i,-0.0011731-0.0020461i,-0.0010838-0.0010149i,-0.0003253-0.0014107i,0.00044016-0.0015955i,0.00058737-0.0010875i,-0.000471-0.0001875i,-0.0010518+0.00032188i,-0.00053607+0.0008429i,-0.00073875+0.0011347i,-0.00075468+0.00081769i,-0.0006089+0.0004533i,-0.00015322+0.00079961i,0.00074789+0.0012657i,0.0004362+0.0010729i,0.00011779+0.00061534i,0.00058556+0.00028713i,3.0374e-05-5.1773e-05i,-0.00053112+0.00041974i,-0.00023212+0.00068977i,-7.9266e-05+0.0003797i
-0.00064104-0.0012305i,-0.00059452-0.001385i,-0.00074288-0.0011053i,-6.6763e-05-0.00010381i,3.2142e-05+0.0008186i,0.00056573+0.00028929i,0.0015962-0.00081152i,0.0013221-0.0013821i,0.0004266-0.00094869i,-0.00059884+0.00060099i,-0.0013621+0.00093018i,-0.0013346-0.0001279i,-0.000787-0.0011023i,-0.00026324-0.0006582i,-6.1804e-05+0.00018487i,5.8662e-05+0.00025851i,0.00036949+0.00041006i,0.00060669+0.00072861i,0.00097136+0.0004271i,-6.0078e-05-0.00017239i,-0.00062107-0.00047579i,-0.00019522+0.00013771i,-0.00011307+0.00081084i
0.00024636-0.0010997i,-0.00017522-0.0019407i,-0.0010468-0.00068285i,-0.00073119+0.00071115i,0.00021522+0.00065955i,0.00073987+0.00013849i,0.0016443-0.00058529i,0.0018999-0.0010902i,0.0012423-0.00048918i,6.3019e-06+0.00021505i,-0.00081363+4.4541e-05i,-0.00078549-0.00072639i,-0.00029358-0.00068393i,0.00015547-0.00030916i,0.00011043-0.0005435i,-0.00051748-0.0001333i,-0.00099255-4.8066e-05i,-0.00052454+4.9706e-05i,-0.00028258+0.00053925i,-0.00057174+0.00026694i,-0.00092911+0.00034897i,-0.00076899+0.00095629i,-0.00064366+0.00087672i
-0.000958-0.0011707i,-0.0012173-0.0017541i,-0.0016264-0.001004i,-0.0019234+7.4134e-05i,-0.0014736+8.1401e-05i,9.2707e-05-0.00096049i,0.0010756-0.0016878i,0.0010071-0.0017449i,0.0007648-0.0014188i,0.00033242-0.00083952i,4.2606e-05-0.0005188i,0.00076536-0.00069213i,0.0015118+2.6898e-05i,0.0013282+0.00051057i,0.00026439+0.00078137i,-0.00036509+0.0007398i,0.00010165-0.00039035i,0.00022388-0.0010876i,-0.00014796-0.00064931i,-0.00042805-0.00075982i,0.00011999-0.00035079i,0.00024173+0.00053659i,-0.00066986+0.00095117i
-0.0016148-0.00077376i,-0.0018872-0.0014577i,-0.00096944-0.0017559i,-0.00057547-0.0012066i,-0.000489-0.00047945i,0.00028125+4.4259e-05i,0.00066732+0.00018278i,0.00045821-0.00058212i,0.00024268-0.00094839i,0.00032556-2.1899e-05i,0.00062057+0.0003646i,0.00079112+0.00064873i,0.0011084+0.0014408i,-6.4004e-05+0.0016255i,-0.00094593+0.00057035i,-0.00030997-0.00019953i,0.00059245-4.2225e-05i,0.00062781+8.0027e-07i,-0.00024953+0.00041854i,-0.00027847+0.00054634i,-0.00022145+0.00059312i,0.00033093+0.0009439i,0.00037128+0.00081237i
-0.0013578-0.00090659i,-0.00048652-0.00091749i,-0.00066685-0.0001591i,-0.00062455+0.0007769i,0.0001393+0.00049629i,0.001063-0.0016942i,0.001331-0.0029487i,0.0002804-0.0017217i,-0.0010512-0.00047045i,-0.0013996-0.00047947i,-0.00092528-0.00050075i,-0.00089816-0.000369i,-0.0011323+0.00015863i,-0.0007773-8.2229e-05i,-0.00027537-0.00091764i,0.00041971-0.00073579i,0.00058489+0.00022823i,0.00013937+0.0013228i,-0.00042296+0.0011087i,-5.7626e-05+0.00053075i,5.1838e-06+0.0001438i,9.7632e-05-0.00090216i,0.00059068-0.00082408i
0.00031942-0.00024281i,8.615e-05-0.00085824i,-0.00084732-0.002587i,-0.0024195-0.0027952i,-0.0016514-0.00098277i,0.0008375+0.00053994i,0.0018528-9.2249e-05i,0.0010816-0.00033962i,-0.0002522-1.4575e-05i,-0.00055798-0.00031445i,-0.0012179-0.00042869i,-0.0020863-0.0010409i,-0.0030579-0.0013403i,-0.002676-0.00054009i,-0.00099762+0.00057606i,-0.00018278+0.0011703i,-0.00027764+0.0014961i,-0.00030835+0.0012746i,-0.0003775+0.00095377i,0.00025435+8.4169e-06i,0.00063954-0.00033218i,0.00018397+0.00054694i,0.00017123+0.0013298i
0.0016296-0.0010666i,0.0013314-0.0016162i,-0.00059792-0.0014663i,-0.0018049-0.00070811i,-0.0013409-0.00036379i,6.8541e-05-0.00022847i,0.0015229-0.00036581i,0.0015561+0.0001375i,0.00089431+0.00091195i,-0.00027651+0.0001017i,-0.0016352-0.0011652i,-0.0021678-0.0017934i,-0.0014056-0.00083874i,-0.00023775+0.00058051i,-0.00013023+0.0013672i,-0.00054951+0.0014561i,-0.00073696+0.0015755i,-0.00032364+0.0012848i,0.00042653+0.0001729i,0.0012263+2.0815e-05i,0.0011781+0.00031311i,9.0345e-05+0.0002773i,-0.00015573+0.00036204i
4.0804e-05-0.0033741i,-0.0014931-0.0039064i,-0.0029805-0.0022426i,-0.003125-0.00051256i,-0.0018493+0.0011166i,-0.0001416+0.00080353i,0.0010758-0.00080628i,0.0011162-0.0012189i,-0.00022982-0.00066778i,-0.00074233-0.00038027i,0.00021958-0.00042867i,0.0014938-0.00048902i,0.0022581+6.2668e-05i,0.0017601+0.00046666i,0.00051038+0.00054088i,1.7293e-05+0.00079515i,-0.00010457+0.00041272i,9.1662e-05-0.00023188i,0.00051437-7.5106e-06i,0.00022779-0.0001101i,0.00018082-0.00013339i,4.7393e-05-8.0678e-05i,-0.00051407-0.00034993i
-0.00094707+0.0008025i,-0.0013769+0.002011i,-0.0014569+0.0017888i,-0.0005221+0.0005805i,0.00065241-0.00018339i,0.0012482+1.4121e-05i,0.0016376-0.00034609i,0.0017067-0.0011961i,0.0013471-0.00083336i,0.0011677+0.00023697i,0.0012689+0.00079572i,0.0018172+0.0014688i,0.0018451+0.0018685i,0.00061737+0.0012443i,-0.00024116+0.000893i,-0.00047362+0.00040748i,-9.9916e-05-8.2291e-05i,0.00029609+0.00021931i,-0.00019353+0.0001123i,-0.0007553-0.00017277i,-0.00070089-3.0573e-05i,-0.00025874-0.00025301i,5.7566e-05-0.00055746i
-0.00097151+0.00040634i,-0.0018385-0.00057378i,-0.0016743-0.0010371i,-0.0012715-0.00075621i,-0.00022786-0.00072136i,0.0010823-0.0012445i,0.0016153-0.0019555i,0.0011385-0.0017624i,0.00054627-0.0015538i,0.00027938-0.001186i,-0.00017932-0.00029047i,-0.0010787+0.00053467i,-0.001732+0.0012063i,-0.0015065+0.00036158i,-0.0008185-0.00052976i,-0.0001362-0.00078664i,0.00095263-0.00040718i,0.0017318+0.00026094i,0.0011832+0.00013712i,0.00037608-0.00043087i,0.00016092-0.00036104i,-0.00030462-0.00029526i,-0.0007123-0.00030729i
-0.00027129-0.0013467i,0.00025732-0.0021936i,0.00035017-0.0014418i,-5.0591e-05-0.00048257i,-0.0001272+0.0010507i,0.00093926+0.00071391i,0.0019273-0.0013266i,0.0013862-0.0013543i,-0.00020641-0.0010661i,-0.00070463-0.0014909i,-0.00099176-0.0013921i,-0.0014769-0.00095665i,-0.0015149-0.00079563i,-0.0012541-0.0012844i,-0.00039497-0.00092089i,0.00049642-0.00047106i,0.00016344+0.00034041i,-2.7569e-05+0.00052937i,0.00052681+0.00026022i,0.00012089+2.5849e-05i,-0.00055158-0.00030536i,-0.00043322-0.00078592i,0.00015266-0.00064591i
0.0013989+4.0189e-05i,0.00068009+0.00096843i,-0.00016234+0.0015495i,-0.00022613+0.0015981i,0.00048054+0.00012624i,0.00082539-0.0011744i,0.00065243-0.00089931i,0.00013074-0.00029704i,-0.00033896-0.0005919i,-0.0007005-0.00092973i,-0.00077552-0.0013688i,-0.0010966-0.0022831i,-0.0007218-0.0030441i,0.00027588-0.0020624i,0.00091599-0.00057289i,0.00042019-6.6103e-05i,-0.00028027+0.00029724i,-0.001079+0.0005465i,-0.0013122+0.00085824i,-0.00096802+0.00087853i,-0.00077671+0.001169i,-0.00041294+0.0014277i,0.00042484+0.0014414i
0.00056772-0.00069315i,0.00014526-0.0009198i,-0.0012725+4.7512e-05i,-0.0021598+0.0010452i,-0.0013644+0.00044464i,0.00034897-0.00020499i,0.00065403-0.00013079i,0.00052851-2.5269e-05i,0.00024505+0.00093607i,-0.00032507+0.0011321i,6.0229e-05+0.00011927i,0.00075397-0.00098282i,0.0012635-0.00079991i,0.0010539-8.392e-05i,0.00040668+2.725e-05i,0.00080994+0.0007571i,0.00057815+0.0014325i,-0.00025144+6.4837e-05i,-0.00023195-0.0012639i,0.00044049-0.0007363i,0.00033963+0.00029189i,-0.00017969+0.00050553i,-0.00021785+0.00043085i
-4.5685e-05+0.00054577i,-0.00040679+0.00013773i,-0.001486+0.00016566i,-0.00082649-0.0006502i,0.0013246-0.0011474i,0.0024324-0.00042056i,0.0015553-0.00024196i,0.00058368-0.00093845i,0.00033752-1.6769e-05i,0.00018833+0.0016085i,0.00046484+0.0022733i,0.001414+0.0026306i,0.0018596+0.001982i,0.0010024+0.00057294i,-0.00010853+1.4236e-05i,-0.00068176+0.00066996i,-0.00069398+0.00076359i,-0.00019608+0.00025734i,0.00081484-0.00029467i,0.0013753-0.00012315i,0.00058807-2.9226e-05i,-0.00048199+0.00020003i,-0.00038136+6.6733e-05i
-0.0010998-0.0020183i,-0.001574-0.0013098i,-0.0020553-0.0008367i,-0.0021404+9.8636e-05i,-0.0015178+0.0015399i,5.9825e-05+0.0012929i,0.0012975-5.4213e-05i,0.0016968-0.00029761i,0.00093286+0.00074901i,-5.2196e-05+0.0017501i,0.00019311+0.0021612i,-0.00032071+0.0029463i,-0.00084396+0.0026437i,-0.00013508+0.0014784i,-5.0159e-05+0.00090729i,-0.00084259+0.0007373i,-0.001218+0.0011815i,-0.0010721+0.0013411i,-0.00085278+0.00079332i,-0.00076531+0.00076867i,-0.00049962+0.0001758i,-0.00033997-0.00043329i,-0.00021869-0.0005952i
0.00032149-0.00091541i,-0.00053746-0.001819i,-0.0011515-0.0016439i,-0.0013973-0.00087501i,-0.001156-0.00099199i,3.1866e-05-0.0007723i,0.0010681-0.0011817i,0.0014369-0.0017014i,0.0011274-0.00089349i,0.00081449-0.00076282i,0.00025064-0.00066187i,-0.00088022-0.00046176i,-0.0024554-0.00076955i,-0.003028-0.00099789i,-0.0017759-0.00057206i,-0.00062494-0.00014564i,-0.00048675-0.00019508i,-0.00096862+6.6924e-05i,-0.00079229+0.00031125i,-0.00013869+0.00069957i,0.00023048+0.00093226i,-1.5321e-07+0.00047071i,-0.00025101+0.00016488i
-0.00095773-0.00052203i,-0.0013697-0.00087966i,-0.0022778-0.00022407i,-0.0014644+0.0013479i,0.00049416+0.0014751i,0.0018844-0.00032965i,0.0024123-0.0019962i,0.0016809-0.0020038i,0.00075153-0.0016406i,0.00012161-0.0022279i,-0.00074117-0.002802i,-0.0011644-0.0034737i,-0.00082069-0.0032544i,-5.7025e-05-0.0020173i,0.0010079-0.00084811i,0.00097522-0.00041254i,-0.00020681-0.00070433i,-0.0010477-0.00087262i,-0.0011865-0.00051256i,-0.00091791-0.00053192i,-0.00067558+0.000108i,-0.00075805+0.0010788i,-0.00034142+0.0010864i
0.00092087+0.00087629i,0.0018134+0.00046278i,0.00064107+0.0010989i,-0.00010637+0.0014773i,0.00072762+0.0011255i,0.0017974-8.4105e-05i,0.0012379-0.0011639i,0.00076807-0.00085187i,0.00036412-0.00066791i,0.00025802-0.0017094i,0.00075008-0.002423i,0.0012792-0.0020272i,0.00082084-0.001541i,-0.0003245-0.00092939i,-0.00024243-0.0005668i,0.00059385-9.0498e-05i,0.00029312+0.00035162i,-0.00059337-0.00063473i,-0.0014692-0.001602i,-0.0011549-0.0010381i,-0.00071441-0.00021789i,-0.00055944+0.00040918i,-5.8739e-05+0.00067672i
-0.00018994-0.0022592i,-0.0014163-0.0024015i,-0.0027896-0.0025535i,-0.0029264-0.0015618i,-0.0011167-0.00089389i,0.0007782-0.00089084i,0.00070033-0.00088974i,0.00095439-0.0015082i,0.00014104-0.0014645i,-0.00096497-6.6398e-05i,-0.00069411+0.00091517i,0.00048483+0.0014761i,0.00094259+0.0016175i,0.0014453+0.0010019i,0.0015318+0.0012122i,0.0010969+0.0017692i,0.001779+0.00084969i,0.002338-0.00066253i,0.0018636-0.00098082i,0.001201-0.0010429i,0.00030597-0.00032858i,-0.00019623+0.00027507i,0.00039276+0.00013688i
0.00037188-0.00050172i,5.9179e-05-0.0012311i,-0.0016733-0.0016549i,-0.0025944-0.00050165i,-0.0016947+0.00018i,9.395e-05+0.00031978i,0.0015297-0.00026738i,0.00086936-0.00064643i,-0.00042097-0.00037537i,-4.166e-05+8.7072e-05i,8.7775e-05+0.0020669i,-0.0012182+0.0035498i,-0.0014082+0.0032607i,-0.00083363+0.0023619i,-0.00090098+0.0019014i,-0.00068568+0.002329i,-0.00012476+0.0019807i,0.00076998+0.00074863i,0.00069112+0.00053538i,-0.00044427-0.00022877i,-0.00019148-0.0010954i,0.00037117-0.00012236i,0.00047274+0.00055345i
