-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
0.0059154+0.1761i,0.10262+0.24377i,0.19899+0.14913i,0.1222-0.020915i,-0.033863-0.058172i,-0.017785+0.0072095i,0.06995+0.029608i,0.083667+0.041264i,0.083624+0.05317i,0.06869+0.027522i,0.02751+0.011952i,0.013037+0.020679i,0.023629+0.017939i,0.0246+0.0044904i,0.012801-0.0010185i,-0.00020969+0.0018001i,-0.0066407+0.0023174i,-0.0080218-0.0045307i,-0.0069526-0.0081857i,-0.0027964-0.0036599i,0.00063949-0.0026169i,-0.00041183-0.0056887i,-0.0026644-0.0036663i
0.012073+0.035485i,0.094793+0.058903i,0.20896+0.054556i,0.25531+0.025754i,0.19579+0.029744i,0.10748+0.034534i,0.05518-0.012142i,-0.0047111-0.056199i,-0.069457-0.043582i,-0.07804-0.005164i,-0.046177+0.006544i,-0.026106-0.0063292i,-0.022717-0.016014i,-0.017815-0.015496i,-0.013249-0.0092853i,-0.012221+0.00045972i,-0.010827+0.010066i,-0.0090533+0.019785i,-0.0079443+0.025483i,-0.0069718+0.021562i,-0.0059981+0.013019i,-0.0049209+0.0080493i,-0.0015321+0.008325i
0.047285-0.1837i,-0.0072027-0.32627i,-0.11395-0.41135i,-0.14735-0.3775i,-0.046166-0.2351i,0.059849-0.096779i,0.083732-0.021429i,0.086692+0.024085i,0.10613+0.040776i,0.10634+0.017486i,0.067387-0.0037313i,0.021093+0.0010164i,-0.0029069+0.016608i,-0.0053065+0.024163i,-0.0022155+0.014292i,-0.005079-0.0003811i,-0.0061895-0.0093621i,-0.0029026-0.015394i,-0.0018179-0.015455i,-0.00026603-0.0089909i,0.0049885-0.00462i,0.010332-0.0065429i,0.011344-0.0084957i
-0.051472-0.16455i,-0.27138-0.21789i,-0.54167-0.072207i,-0.57646+0.15821i,-0.37284+0.18123i,-0.19186+0.064288i,-0.11041-0.001756i,-0.071531-0.048613i,-0.074367-0.085895i,-0.070845-0.067035i,-0.030774-0.041516i,-0.0024214-0.039074i,0.00067588-0.034196i,-0.0015883-0.02225i,-0.00070947-0.0089101i,0.0038952+0.00051584i,0.00029018+0.00586i,-0.01151+0.013704i,-0.015661+0.017417i,-0.011491+0.0096536i,-0.0090309+0.0011398i,-0.010663-0.00055755i,-0.012219-0.00048519i
-0.0039198+0.12652i,0.035625+0.28468i,0.12922+0.38352i,0.18857+0.31955i,0.11013+0.1409i,-0.023593+0.021788i,-0.068851+0.030322i,-0.026923+0.065857i,0.019925+0.070937i,0.030521+0.057451i,0.021978+0.046328i,0.019442+0.041924i,0.017241+0.031396i,0.0072805+0.022814i,0.0020016+0.022441i,0.0034715+0.020666i,0.010302+0.017685i,0.02326+0.011408i,0.028773+0.0017172i,0.020436-0.0032512i,0.0083719-0.001297i,0.00017479+0.0033824i,-0.005504+0.0037106i
0.058771+0.10737i,0.2148+0.12783i,0.39059+0.036368i,0.38399-0.076062i,0.21307-0.062779i,0.073985+0.010947i,0.02686+0.030864i,0.00068352+0.0019778i,-0.034495-0.032742i,-0.0546-0.03711i,-0.044894-0.016318i,-0.017838-0.00032268i,0.006707+0.0023047i,0.016547-0.0088955i,0.005902-0.017349i,-0.0057733-0.012243i,-0.0086975-0.010871i,-0.0166-0.016667i,-0.023652-0.016584i,-0.019112-0.0092415i,-0.0099105-0.0033737i,-0.0052242-0.002324i,-0.005847-0.00044939i
-0.0028436+0.060806i,0.062337+0.023408i,0.17871-0.068605i,0.26086-0.15321i,0.27451-0.1568i,0.25592-0.10451i,0.20641-0.069264i,0.13562-0.014524i,0.098011+0.051677i,0.067998+0.051409i,0.0069972+0.019559i,-0.036036+0.015395i,-0.038334+0.018658i,-0.032885+0.011906i,-0.028872+0.0017903i,-0.023773-0.0082704i,-0.015792-0.0083318i,-0.0011663-5.3172e-05i,0.0099011+0.0025233i,0.011205+0.00093628i,0.010507-0.00095658i,0.010821-0.0033754i,0.010442-0.0026426i
0.02872-0.12321i,0.0041134-0.27526i,-0.12895-0.39896i,-0.26444-0.37394i,-0.25177-0.19995i,-0.12809-0.059939i,-0.049394-0.051574i,-0.038616-0.080613i,-0.03092-0.087918i,-0.010187-0.070337i,0.012567-0.046966i,0.01393-0.043041i,-0.0036556-0.032005i,-0.0032953-0.0087153i,0.0075588-0.0028376i,0.010291-0.0068785i,0.011698-0.013303i,0.0081997-0.026033i,-0.0013743-0.031303i,-0.0055514-0.02352i,-0.0024557-0.011433i,0.0024632-0.0025439i,0.0052687+0.0013819i
-0.11794-0.072985i,-0.36125-0.072336i,-0.64895+0.057159i,-0.6995+0.25215i,-0.44377+0.28057i,-0.15421+0.15152i,-0.020686+0.073501i,0.01952+0.063147i,0.032287+0.051975i,0.035751+0.020309i,0.031622-0.015252i,0.020971-0.025688i,0.013665-0.022266i,0.0050097-0.013649i,0.0019183+0.0033993i,0.00256+0.013789i,-0.0035051+0.019569i,-0.0076035+0.028504i,-0.00073419+0.029634i,0.0071583+0.017584i,0.0043955+0.008105i,-0.0012295+0.0079792i,-1.1375e-05+0.0062218i
0.048351+0.1197i,0.14562+0.34072i,0.2777+0.5418i,0.33127+0.54758i,0.18871+0.36304i,-0.035816+0.17403i,-0.11878+0.074145i,-0.092102-0.0059111i,-0.089491-0.059481i,-0.090762-0.033701i,-0.046588+0.011199i,-0.00049054+0.016831i,0.010663+0.0056925i,0.0073828+0.0011014i,0.0021478+0.0027776i,-0.0021033+0.010413i,0.0022021+0.017321i,0.013176+0.014763i,0.017001+0.0061588i,0.0097845+0.00026589i,0.0011953-0.00038338i,-0.0069749+0.00087495i,-0.014913+0.00070983i
0.013122-0.15002i,0.14636-0.23704i,0.36234-0.31593i,0.46519-0.34886i,0.38221-0.25306i,0.2562-0.052913i,0.17515+0.088301i,0.10954+0.13242i,0.067208+0.13419i,0.056445+0.096272i,0.030406+0.041606i,-0.0022687+0.026574i,-0.0006338+0.032943i,0.0052818+0.022836i,-0.0052728+0.0079507i,-0.013339-0.0037488i,-0.0173-0.013805i,-0.018583-0.012238i,-0.010373-0.00040918i,0.0023228+0.0088176i,0.0067113+0.0064633i,0.0030908-0.00086239i,-0.00062675-0.00088649i
0.01419-0.021811i,-0.038189-0.0087938i,-0.066884-0.064048i,-0.075238-0.19255i,-0.079797-0.25002i,-0.041139-0.21481i,0.02115-0.1793i,0.039611-0.1549i,0.0095097-0.12237i,-0.035213-0.078284i,-0.052644-0.030889i,-0.037768-0.012668i,-0.024806-0.017479i,-0.015326-0.018141i,-0.0039032-0.017544i,0.0024306-0.017702i,0.0045119-0.012763i,0.0026545-0.0071736i,-0.0014886-0.007693i,-0.0026374-0.010855i,0.00069963-0.0075425i,0.0035817-0.0037729i,0.00022431-0.0032323i
0.21351-0.052339i,0.20115-0.21686i,0.021595-0.32905i,-0.18066-0.27895i,-0.19865-0.15138i,-0.092845-0.064071i,-0.044673-0.017488i,-0.033598+0.035448i,0.016075+0.083665i,0.067064+0.07721i,0.067409+0.038066i,0.035568+0.013946i,0.0082871+0.013168i,-0.0038931+0.021631i,-0.0041955+0.025021i,0.0025966+0.019814i,0.0098143+0.0091019i,0.010587+0.00037309i,0.0028485+0.0033297i,-0.0053648+0.011127i,-0.0077132+0.0092434i,-0.0038669+0.005452i,0.0053865+0.0072543i
-0.12755+0.28737i,-0.30488+0.33622i,-0.49219+0.34335i,-0.49195+0.38081i,-0.31157+0.31861i,-0.15399+0.12196i,-0.084885-0.017907i,-0.040749-0.074258i,-0.022582-0.13122i,-0.043436-0.14722i,-0.042267-0.099802i,-0.0065366-0.05296i,0.019269-0.036996i,0.025625-0.03151i,0.021775-0.019736i,0.0093837-0.0027409i,-0.0059782+0.0088774i,-0.014982+0.0092856i,-0.014778-2.6434e-05i,-0.01037-0.0065823i,-0.0086296-0.0017585i,-0.0089951+0.0042827i,-0.007975+0.00079413i
0.067873+0.17051i,0.33295+0.27742i,0.57341+0.32207i,0.61356+0.29024i,0.47978+0.23867i,0.28209+0.18127i,0.11269+0.12705i,0.011936+0.10796i,-0.028434+0.12264i,-0.016869+0.12598i,-0.0032145+0.084046i,-0.022978+0.047972i,-0.038384+0.0421i,-0.040351+0.029509i,-0.044592+0.013207i,-0.040519+0.007625i,-0.021881+0.010484i,3.6863e-05+0.017275i,0.0080482+0.02074i,0.0066321+0.016064i,0.0084935+0.0056298i,0.0086672-0.0020715i,0.0036139-0.0034858i
-0.29482-0.33499i,-0.33893-0.4926i,-0.19703-0.58854i,-0.023763-0.58909i,0.037883-0.44646i,0.060824-0.21638i,0.10989-0.071017i,0.11829-0.053432i,0.082073-0.073235i,0.054632-0.08303i,0.030542-0.070766i,0.012793-0.042379i,0.014557-0.020268i,0.021685-0.0070207i,0.021516-0.0055555i,0.014701-0.014642i,0.0075592-0.025157i,0.0055217-0.034589i,0.010111-0.03842i,0.013075-0.031503i,0.0077232-0.01842i,0.00034115-0.01105i,-0.0069759-0.0089794i
0.042827-0.082396i,0.0058312+0.072794i,-0.093317+0.17639i,-0.20849+0.093789i,-0.22611-0.011301i,-0.10857+0.0015542i,0.026606+0.024829i,0.05567+0.0263i,0.019888+0.061641i,-0.003954+0.085344i,-0.0096346+0.062379i,-0.011048+0.018456i,-0.022343-0.011546i,-0.035366-0.013047i,-0.032853-0.0034821i,-0.020326+0.0057347i,-0.011985+0.017625i,-0.012919+0.025891i,-0.017678+0.023367i,-0.016095+0.013535i,-0.0065001+0.0077773i,0.0019834+0.011305i,0.0058199+0.018743i
0.12237-0.24123i,0.038617-0.33463i,-0.047764-0.21697i,-0.063428+0.01899i,-0.067847+0.10216i,-0.074763+0.030032i,-0.056321-0.038294i,-0.014791-0.073022i,0.014012-0.099147i,0.012626-0.093525i,0.012099-0.051688i,0.026062-0.013964i,0.039161+0.0022068i,0.0435+0.012286i,0.042282+0.021488i,0.036243+0.023707i,0.030755+0.015752i,0.028846+0.0022065i,0.024335-0.0081597i,0.012003-0.010907i,-0.0041663-0.0073301i,-0.011654-0.0039764i,-0.0069809-0.0054112i
0.047802+0.3949i,0.0060885+0.59365i,0.032823+0.59998i,0.12271+0.43485i,0.15132+0.28785i,0.0782+0.18478i,-0.02809+0.11543i,-0.082943+0.088261i,-0.08056+0.063416i,-0.072476+0.032202i,-0.060629+0.017786i,-0.039761+0.013828i,-0.024236+0.0018208i,-0.019544-0.023606i,-0.026909-0.039908i,-0.037118-0.033377i,-0.043251-0.019143i,-0.042738-0.0068129i,-0.033289+0.0017906i,-0.016825+0.0057146i,-0.0033071+0.0063609i,-0.0043915+0.0076205i,-0.008653+0.0096056i
0.28515-0.07275i,0.51354-0.35809i,0.50701-0.51537i,0.30872-0.37323i,0.18854-0.15579i,0.13957-0.052212i,0.085489-0.017057i,0.045675-0.017798i,0.014912-0.03594i,0.012212-0.031313i,0.021811-0.030097i,0.0040643-0.026691i,-0.011731+0.0056684i,-0.009434+0.032789i,-0.010012+0.029854i,-0.0090991+0.017062i,0.0043761+0.011431i,0.020741+0.0078716i,0.030553+0.0015475i,0.03163-0.0069203i,0.023489-0.012827i,0.016466-0.013543i,0.01154-0.015425i
-0.30521-0.03047i,-0.51314-0.096718i,-0.60559-0.16614i,-0.47861-0.21459i,-0.27396-0.22621i,-0.11487-0.15903i,-0.014756-0.057146i,0.021536+0.024195i,0.034049+0.08033i,0.045839+0.07223i,0.028605+0.022738i,0.0088821-0.010005i,0.0064462-0.02607i,0.0071355-0.024111i,0.0139-0.01315i,0.020086-0.016875i,0.016151-0.027177i,0.0064703-0.028767i,-0.0021001-0.020487i,-0.0048571-0.0059776i,-0.0012038+0.00745i,-0.00064778+0.011677i,-0.0071773+0.014611i
0.17515+0.07432i,0.32293+0.18752i,0.26268+0.18215i,0.00083451+0.11268i,-0.16707+0.09495i,-0.12671+0.072818i,-0.024964+0.039149i,0.050643+0.0048694i,0.058313-0.048619i,0.012711-0.053403i,0.0040281-0.013845i,0.018386-0.0016264i,0.0074664-0.0032967i,-0.0081855+0.0062897i,-0.012404+0.01971i,-0.014193+0.029702i,-0.01596+0.033397i,-0.012222+0.033295i,-0.0042535+0.031651i,0.0016767+0.024699i,-5.2444e-05+0.012958i,-0.0027587+0.008032i,0.0046998+0.0067579i
-0.17947-0.15399i,-0.31025-0.060358i,-0.22821+0.13179i,0.034974+0.24322i,0.21894+0.16845i,0.20767+0.030466i,0.11372-0.041154i,0.031862-0.026679i,-0.0031808+0.024458i,-0.015546+0.033124i,-0.04388+0.024103i,-0.046355+0.040261i,-0.0096497+0.036348i,0.0099949+0.010291i,0.0081711+0.0017504i,0.0067582+0.0055074i,0.0057801+0.0097166i,0.0054447+0.011942i,0.0049552+0.008758i,0.00056542+0.0061989i,-0.003907+0.0035142i,-0.0086397-0.0032697i,-0.014821-0.0080776i
0.10297+0.17821i,0.2535+0.2875i,0.44171+0.20423i,0.40167-0.046218i,0.14958-0.15239i,-0.030011-0.079159i,-0.082966-0.055178i,-0.096788-0.084281i,-0.074038-0.10099i,-0.035644-0.0898i,-0.0077511-0.051151i,-1.4727e-06-0.022123i,-0.013056-0.0085758i,-0.01848-0.010938i,-0.023433-0.032058i,-0.035366-0.039542i,-0.032146-0.029594i,-0.019209-0.025576i,-0.011224-0.024762i,-0.0047229-0.019683i,0.0016517-0.018823i,0.00087152-0.021719i,-0.0053834-0.019775i
0.14052-0.23322i,0.038568-0.55004i,-0.20361-0.64962i,-0.34935-0.43179i,-0.24494-0.17466i,-0.032096-0.039251i,0.08944+0.022163i,0.082346+0.059501i,0.045451+0.097776i,0.053402+0.078862i,0.047516+0.00090837i,0.011087-0.036804i,-0.0071181-0.02149i,-0.020654+0.0019151i,-0.029393+0.023094i,-0.016118+0.030014i,-0.0046488+0.020415i,-0.0083215+0.012708i,-0.0091531+0.011773i,-0.0040968+0.0087661i,-0.001731+0.010553i,-0.00088778+0.017498i,-0.0052877+0.019076i
-0.18519+0.24022i,-0.23545+0.31135i,-0.20684+0.29993i,-0.13138+0.22044i,-0.12571+0.11907i,-0.13787+0.029942i,-0.06655-0.028838i,0.020111-0.077058i,0.038481-0.10303i,0.011027-0.073698i,0.0075576-0.024374i,0.023962-0.012815i,0.017841-0.015817i,0.01146+0.0046597i,0.022842+0.018327i,0.027058+0.010558i,0.024542+0.0052608i,0.028706+0.0021289i,0.024011-0.0055116i,0.006338-0.01076i,-0.0012172-0.0084958i,0.0036056-0.00094933i,0.010864+0.0078794i
0.015063+0.11509i,0.17122+0.13672i,0.21612+0.047355i,0.17245+0.017445i,0.19593+0.13021i,0.22529+0.23537i,0.19643+0.25565i,0.15951+0.20892i,0.096+0.12603i,0.017694+0.066366i,-0.025978+0.035067i,-0.034605+0.023822i,-0.014718+0.018773i,-0.0027685-0.0028869i,-0.019619-0.010207i,-0.028867+0.0043117i,-0.023833+0.0071691i,-0.024886+0.0026375i,-0.026512+0.0088667i,-0.018856+0.018292i,-0.012404+0.015537i,-0.014768+0.0068111i,-0.013463+0.0013981i
-0.10482-0.36034i,-0.14738-0.30807i,-0.076616-0.12208i,0.029652-0.0081146i,0.094871-0.0093029i,0.12279-0.0094718i,0.12612-0.026012i,0.073149-0.097233i,-0.016647-0.13268i,-0.055367-0.08817i,-0.038242-0.034595i,-0.027079-0.013656i,-0.029038-0.0064274i,-0.018794-0.0020036i,-0.0058404-0.008285i,-0.007683-0.015905i,-0.014159-0.0045964i,-0.0010644+0.014092i,0.025317+0.0081914i,0.037205-0.014299i,0.03183-0.021108i,0.023575-0.014783i,0.016976-0.012861i
0.14944-0.16767i,-0.0044536-0.15293i,-0.14061-0.1086i,-0.19745-0.10724i,-0.19907-0.10464i,-0.12541-0.052406i,-0.067434-0.0034725i,-0.084591+0.05241i,-0.058244+0.11487i,0.01859+0.088357i,0.040022+0.0057577i,0.014192-0.029637i,0.0031712-0.019069i,0.0019177-0.012447i,-0.010194-0.015313i,-0.016414-0.005345i,-0.00067262+0.00021246i,0.0076933-0.018272i,-0.0086775-0.028562i,-0.018046-0.016477i,-0.009745-0.0044114i,-0.0031802-0.0027198i,-0.0083301-0.0079528i
0.37688+0.057962i,0.34983-0.069149i,0.13234-0.039941i,-0.053286+0.10142i,-0.091208+0.12471i,-0.052427+0.022046i,-0.0015884-0.039355i,0.032701-0.049896i,0.022991-0.061855i,-0.0055213-0.055193i,-0.013295-0.029716i,-0.0031987-0.013089i,-0.0030277-0.0040702i,-0.010987+0.015065i,-0.0053797+0.032472i,-0.00014791+0.026373i,-0.011554+0.009584i,-0.019868+0.0057931i,-0.0046853+0.0096973i,0.014306+0.0053238i,0.0098638+0.0030817i,-0.0075529+0.018451i,-0.017118+0.04001i
-0.29554+0.29849i,-0.24493+0.29807i,-0.050784+0.24323i,0.20864+0.18896i,0.35084+0.096896i,0.31579-0.01327i,0.25099-0.063589i,0.20579-0.034385i,0.13995+0.023599i,0.063314+0.038664i,0.003001+0.024675i,-0.009573+0.019322i,0.010333+0.0067021i,0.015509-0.012262i,0.0003303-0.016844i,-0.015863-0.0041399i,-0.015429+0.015868i,-0.00058008+0.02057i,0.0039161+0.003878i,-0.0046538-0.010737i,-0.0060764-0.013759i,-0.0021853-0.011412i,-0.0012396-0.0013988i
-0.033506+0.063554i,0.31391+0.089203i,0.52198-0.16584i,0.34019-0.43299i,0.04098-0.38027i,-0.12707-0.17054i,-0.21121-0.031895i,-0.21561+0.033367i,-0.13592+0.016946i,-0.078994-0.021313i,-0.057924-0.0058516i,-0.032789+0.015757i,-0.018724+0.0019154i,-0.019392-0.016898i,-0.020223-0.021034i,-0.010651-0.027813i,-0.0023831-0.040362i,0.0014921-0.036148i,0.01836-0.018565i,0.038409-0.0099838i,0.034792-0.01086i,0.010523-0.0089943i,-0.0062914-0.0050137i
0.047633-0.67578i,-0.23026-0.8611i,-0.58067-0.79759i,-0.73507-0.48181i,-0.51063-0.15913i,-0.094106-0.051302i,0.11735-0.12138i,0.052464-0.16287i,-0.022612-0.066602i,0.030591+0.014114i,0.074804-0.0041518i,0.0498-0.013i,0.034939+0.014208i,0.041458+0.02535i,0.050457+0.019062i,0.049744+0.010754i,0.024648+0.010236i,-0.00089959+0.012388i,-0.011455+0.0064137i,-0.01413+0.0035896i,-0.010494+0.011467i,0.00045434+0.011451i,0.011756-0.0084901i
0.24339+0.14171i,0.00755+0.29291i,-0.18609+0.39926i,-0.23585+0.32738i,-0.29615+0.16422i,-0.33754+0.10849i,-0.1864+0.15636i,0.054634+0.10794i,0.12007-0.028503i,0.030225-0.085201i,-0.017499-0.066141i,-0.020877-0.066121i,-0.041565-0.058436i,-0.032009-0.023837i,0.01331-0.014264i,0.0485-0.01606i,0.059078-0.0062982i,0.048672+0.0034265i,0.032542+0.014011i,0.024892+0.022351i,0.0262+0.025705i,0.031964+0.028461i,0.032669+0.027038i
0.34854+0.46673i,0.52384+0.33173i,0.51256+0.16832i,0.45052+0.13202i,0.50853+0.15343i,0.55605+0.13238i,0.44772+0.10278i,0.25945+0.13168i,0.14661+0.14175i,0.099825+0.044834i,0.021744-0.057164i,-0.031108-0.051771i,-0.0083373-0.02053i,-0.025377-0.039707i,-0.13028-0.047184i,-0.21315-0.0057535i,-0.18274+0.031224i,-0.0921+0.019169i,-0.04002-0.014572i,-0.034989-0.022749i,-0.041104-0.013093i,-0.05092-0.010058i,-0.064869-0.01305i
-0.47776-0.03316i,-0.33016-0.050821i,-0.042049-0.10007i,0.12009-0.1453i,0.16919-0.066947i,0.31915+0.13708i,0.53658+0.18117i,0.50847-0.040296i,0.20108-0.19464i,-0.0034866-0.12139i,-0.010854-0.048058i,-0.029081-0.041304i,-0.074453-0.0046233i,-0.084322+0.038007i,-0.082287+0.045453i,-0.07356+0.024216i,-0.055952-0.00027137i,-0.035678+0.0046374i,-0.00432+0.018482i,0.022221+0.0083518i,0.023018-0.008717i,0.0028447-0.011445i,-0.020831-0.0012327i
-0.061983-0.34639i,-0.12446-0.25601i,-0.10258-0.22464i,-0.13568-0.24136i,-0.15187-0.20761i,-0.053497-0.27582i,-0.036411-0.41053i,-0.12935-0.34537i,-0.10203-0.12795i,0.0019857-0.012048i,0.024264+0.0028424i,-0.00015616+0.016867i,-0.0012497+0.032263i,0.01759+0.038814i,0.045443+0.035724i,0.082031+0.0095455i,0.093616-0.029302i,0.060854-0.043262i,0.025086-0.028827i,0.0085884-0.012597i,-0.0043854+0.0062237i,-1.3762e-05+0.022602i,0.024126+0.013304i
-0.62256+7.1812i,1.0321+7.3595i,3.8411+6.0738i,4.6809+2.2987i,3.5026-1.1005i,1.1108-2.5882i,-0.90908-1.7802i,-1.4741-0.17075i,-0.64191+0.79702i,0.47772+0.38558i,0.60543-0.6196i,0.12584-1.2075i,-0.28482-1.7361i,-0.66921-2.4903i,-0.75764-2.7452i,-0.51768-1.8765i,-0.34238-0.68371i,-0.51233-0.019555i,-0.88236+0.32162i,-0.86791+0.60276i,-0.43538+0.67534i,-0.019712+0.42946i,0.13721-0.0038186i
-0.16157+0.45954i,-0.21993+0.48269i,-0.15663+0.40781i,0.10687+0.23762i,0.38501-0.099437i,0.51286-0.42981i,0.51397-0.50426i,0.4212-0.32103i,0.27336-0.13457i,0.092522-0.09095i,-0.058201-0.057881i,-0.067921+0.0077276i,0.011162+0.0074524i,0.038702-0.041693i,-0.0087428-0.073309i,-0.073938-0.060244i,-0.085182-0.013395i,-0.042442+0.013532i,-0.019649-0.0024448i,-0.036128-0.016699i,-0.049465-0.0014242i,-0.043195+0.023381i,-0.031082+0.042625i
-0.30569+0.34393i,0.03726+0.35265i,0.29986+0.1468i,0.19638-0.068766i,-0.14733-0.00058308i,-0.42489+0.31552i,-0.436+0.52564i,-0.27366+0.42849i,-0.15543+0.21017i,-0.096448+0.12531i,-0.02251+0.11863i,0.020643+0.082067i,0.010159+0.047267i,-0.0022476+0.029781i,-0.0018768+0.018418i,0.002712-7.0232e-05i,-0.0033345-0.021865i,-0.012016-0.02174i,-0.011199-0.014764i,-0.010788-0.015262i,-0.0032743-0.023493i,0.013051-0.042849i,0.014254-0.055689i
-0.27876-0.65053i,-0.469-0.64008i,-0.60333-0.40946i,-0.57483-0.098501i,-0.36885+0.059791i,-0.13231+0.030336i,-0.049522-0.036511i,-0.10205-0.035329i,-0.097355+0.051875i,0.016339+0.10876i,0.083535+0.078503i,0.068123+0.053752i,0.059949+0.042034i,0.056456+0.013262i,0.043084-0.010463i,0.021693-0.029152i,-0.0052863-0.029772i,-0.015642-0.010062i,-0.013964-0.0040452i,-0.023699-0.0081808i,-0.026666-0.005864i,-0.0059052-0.015111i,0.0088644-0.038656i
0.19936+0.059592i,0.016075+0.37613i,0.064039+0.65998i,0.25904+0.576i,0.13932+0.20627i,-0.32927-0.084474i,-0.67168-0.10321i,-0.60941+0.0026371i,-0.35437+0.044281i,-0.18027+0.050413i,-0.075018+0.083274i,0.018587+0.076828i,0.049964+0.02721i,0.039674-0.0050277i,0.042221-0.021319i,0.048001-0.033725i,0.039126-0.029773i,0.025518-0.0067811i,0.018432+0.016476i,0.015353+0.022759i,0.017282+0.015409i,0.026711+0.0056155i,0.037868+0.006481i
0.29071+0.48558i,0.4755+0.3954i,0.54827+0.19938i,0.49852+0.022012i,0.36486-0.083777i,0.18765-0.12455i,0.076868-0.11858i,0.079398-0.059968i,0.1106-0.015739i,0.076148-0.016124i,0.0039116-0.00063061i,-0.011202+0.043658i,0.032086+0.055166i,0.058264+0.017072i,0.049116-0.024969i,0.030298-0.046467i,0.0079597-0.050863i,-0.012301-0.042896i,-0.022534-0.027723i,-0.029495-0.016825i,-0.040005-0.020336i,-0.051096-0.02623i,-0.051272-0.020455i
-0.43385-0.041422i,-0.31738-0.18873i,-0.15749-0.27727i,-0.096523-0.24813i,-0.056986-0.21258i,-0.0036975-0.27056i,-0.041817-0.36934i,-0.12959-0.35883i,-0.154-0.23447i,-0.10438-0.1131i,-0.043652-0.045929i,-0.031729-0.020571i,-0.050599-0.010471i,-0.044635-0.0057662i,-0.011537-0.010915i,0.025932-0.022777i,0.036158-0.028984i,0.025011-0.013675i,0.032535+0.003956i,0.044669+0.00018166i,0.040583-0.0029211i,0.036204+0.0044324i,0.034+0.0011931i
-0.31747-0.20022i,-0.44949+0.016033i,-0.4664+0.17125i,-0.37897+0.18736i,-0.25927+0.1047i,-0.14174-0.039215i,-0.079057-0.12526i,-0.046585-0.087687i,0.026568-0.013123i,0.077633+0.019391i,0.072566+0.027416i,0.04358+0.019764i,-0.00062463+0.010416i,-0.019441+0.020559i,0.0093839+0.024868i,0.042113+0.018978i,0.052688+0.013794i,0.038609-0.00039606i,9.1795e-05-0.011008i,-0.031259-0.00024805i,-0.023784+0.01628i,0.013488+0.012952i,0.045596-0.0076648i
0.51671-0.0076153i,0.52236+0.012128i,0.39551+0.048634i,0.25076+0.1002i,0.13038+0.17843i,0.026991+0.2402i,-0.0043996+0.25272i,0.035613+0.19641i,0.042486+0.092848i,-0.0012712+0.028916i,-0.022677+0.021008i,-9.1387e-05+0.02162i,0.030739+0.016152i,0.045515+0.0094535i,0.044437+0.0094536i,0.032799+0.017643i,0.01867+0.019293i,0.0067854+0.013453i,0.0018355+0.016846i,0.0086439+0.027073i,0.012086+0.024534i,0.0050877+0.017741i,0.0027557+0.022415i
-0.11473+0.3059i,-0.17131+0.22437i,-0.10341+0.1559i,0.10049+0.082584i,0.24327-0.037008i,0.19684-0.074698i,0.097017-0.0055456i,0.070959+0.051412i,0.072889+0.041605i,0.034199+0.010237i,-0.012744+0.011557i,-0.0091384+0.023152i,0.016724+0.0060198i,0.021154-0.015032i,0.014832-0.016304i,0.0039552-0.010725i,-0.014929-0.0067935i,-0.028323+0.0011115i,-0.024972+0.0083122i,-0.01648+0.00068186i,-0.015911-0.015865i,-0.020762-0.0231i,-0.020053-0.019465i
-0.18835+0.078389i,0.038785+0.097534i,0.1937-0.020046i,0.070928-0.13906i,-0.14892-0.11074i,-0.23712-0.029608i,-0.23777-0.023468i,-0.23077-0.037549i,-0.19306-0.017508i,-0.10899+0.0047825i,-0.031882-0.013869i,-0.029596-0.045761i,-0.063295-0.039564i,-0.056497-0.017348i,-0.017992-0.013531i,0.018371-0.029053i,0.037099-0.043278i,0.042519-0.039045i,0.046018-0.032807i,0.038603-0.030623i,0.025337-0.021163i,0.016803-0.0088143i,0.0087965-0.0012261i
0.11223-0.49478i,-0.042295-0.53135i,-0.26324-0.35341i,-0.33357-0.097046i,-0.23068+0.010536i,-0.12016-0.041562i,-0.060084-0.070471i,0.0083107-0.042215i,0.083849-0.025767i,0.11748-0.019807i,0.10597-0.0032831i,0.079253+0.016885i,0.053875+0.024713i,0.034039+0.02734i,0.025457+0.031147i,0.018648+0.029857i,0.0093188+0.023946i,-0.0020962+0.015491i,-0.014054+0.015636i,-0.013017+0.028168i,-0.0028252+0.040967i,0.0025006+0.046724i,0.00038873+0.044529i
