-0.00041208+0.00047352i,-0.00022231+0.0021502i,-0.0013426+0.0029967i,-0.0016776+0.0027872i,-0.00048033+0.0027211i,-0.00015794+0.0024744i,-0.0012295+0.0016537i,-0.00060287+0.00076539i,0.00091731+0.00098531i,0.00076154+0.00027133i,0.0002259-0.00039218i,0.00023587-0.00033543i,0.00020582-8.3175e-05i,-0.00054756+0.00018198i,-0.00081529+0.00080625i,-0.0008102+0.0013675i,-0.0010132+0.00079924i,-0.00096975+0.00028438i,-0.00038783-8.9971e-05i,-0.00038492-0.00030411i,-6.8163e-05-0.00037992i,-0.00045572-0.00067624i,-0.0006687-0.00057212i
-0.0013475+0.0011159i,-0.001177+0.0022632i,-0.0016861+0.0021704i,-0.0013021+0.00263i,1.3095e-05+0.0025454i,0.0012554+0.0019568i,0.00085734+0.0010199i,0.00071338-2.7258e-05i,0.00074952+0.00010884i,0.00023292+4.6702e-05i,0.00027941-0.00055433i,0.00098366-0.00039437i,0.00040754-7.4073e-05i,1.1471e-05-0.00023471i,0.00042488-0.00051048i,0.00075539-0.00082055i,0.00098008-0.00069597i,0.00057974-0.00086701i,-0.00026105-0.00077032i,-0.00060877+1.1577e-05i,-0.0008229+0.00069968i,-0.0012421+0.00022113i,-0.00082557-0.00023858i
-0.0021769+0.00066548i,-0.001277+0.0008892i,-0.00094418-2.7964e-06i,-0.0010438+0.00052619i,-0.00051125+0.00086899i,0.00034373+0.00011376i,0.00078503-0.00042512i,0.00078859-0.00069749i,7.9568e-05-0.0005931i,-0.00020029-0.00013743i,-0.00037089-0.0003642i,0.0002067-0.00086782i,0.00075737-0.00085766i,0.00037737-0.00072296i,0.00042756-0.0003536i,0.00031869+0.00013655i,0.00016262+0.00064897i,0.00012483+0.00043583i,0.0002365+0.00057631i,0.00096482+0.0011882i,0.00085849+0.00065034i,0.00058338+0.0001553i,0.00024114+0.000346i
-0.0016781-0.0010982i,-0.0015195-0.00059629i,-0.001124+0.00041311i,-0.0014537+0.00049339i,-0.0017257+0.0010705i,-0.001284+0.0010451i,-0.0009975+0.00070034i,-0.0010798+8.2262e-05i,-0.00080843-9.4538e-05i,-0.00072532+0.00053694i,-0.00073587+0.00064709i,-0.00033435+0.00050816i,5.6128e-05+0.00012342i,-8.9937e-05+0.00067483i,-0.00097378+0.0010318i,-0.0010506-1.1583e-06i,-0.00043826-0.00041049i,-0.00036996-0.0002035i,-0.00037076+0.00030709i,0.00020037+0.00065175i,0.00021534+0.00039637i,0.00032638-0.00022332i,0.00041775-0.00058066i
-0.0012602+0.0021799i,-4.6675e-05+0.0016945i,0.00037175+0.001552i,0.0011665+0.0013381i,0.0013914+0.00014949i,0.00099786-0.00059036i,3.2587e-05-0.00057079i,-0.0002059-0.00024763i,0.00027551-0.00019603i,-0.00016671-1.8879e-05i,-0.00015703-0.00032269i,0.00042884-0.00073802i,0.00046476-0.00092389i,0.0011264-0.00058838i,0.0012213+0.00039418i,0.00015953+0.00090768i,-0.00033883+0.0010633i,-0.00021604+0.0010317i,-0.00017468+0.0010528i,0.00021946+0.0016167i,0.00064737+0.0013981i,0.00040906+0.0010594i,0.00026231+0.001201i
-0.003649-0.0026749i,-0.0035406+7.5523e-05i,-0.0033137+0.0015728i,-0.00283+0.0022596i,-0.0018758+0.0017134i,0.00049249+0.00056649i,0.0016948-0.00060262i,0.0011453-0.0016061i,-7.4917e-05-0.002i,-0.00021771-0.0013867i,-0.00036833-0.00017692i,3.6671e-06+0.00014551i,0.00048445+0.0004013i,0.00014481+0.00084046i,-0.00061316+0.00081245i,-0.00065302+0.00017402i,-0.00019511+8.1887e-05i,-0.00041475+5.9191e-05i,-0.00023041-0.00010946i,9.3983e-05+7.9166e-05i,-7.9575e-05-0.00015964i,-4.3849e-05-0.00029835i,-0.00029603+7.9836e-05i
0.00082538-0.0022076i,0.00028091-0.0030801i,0.00045498-0.0024645i,0.001562-0.0012866i,0.0023672-0.00030603i,0.0020056+0.00031424i,0.0023533-0.00027877i,0.001899-0.0002221i,0.00072254-8.9138e-05i,0.001288-0.00056118i,0.0011804-0.00063591i,0.0010511-0.00063728i,0.0012867-0.00049773i,0.0011161-0.00069911i,0.0010017-0.00010782i,0.00066019+0.0013882i,6.6709e-05+0.0013192i,-0.00030318+0.00031073i,-0.00022444-0.00024107i,-0.00031417-8.649e-05i,-0.00014208+0.00023175i,-3.4335e-05+0.00024383i,-0.00020846+0.00040118i
0.002431-0.0024567i,0.0011142-0.0010537i,0.00056763+0.00010103i,0.00061419+0.00040584i,-0.00011118+0.00076846i,0.00013834+0.00078023i,0.0011717+0.00044165i,0.0018634-0.00018991i,0.0011552-0.00067201i,-2.4876e-05-0.00060428i,-0.00036367+1.7531e-05i,0.0002409+0.00039968i,0.00021207+0.00021292i,0.00032708+0.00020192i,0.00020313+4.2646e-05i,1.078e-05-0.00029575i,-4.7385e-05+0.00028858i,-9.0033e-05+0.001009i,0.00021984+0.00080438i,0.00012632+0.0010759i,-0.00020776+0.0010076i,-0.00040924+0.00032851i,-4.4357e-05+0.00025803i
-0.00045569+0.0027422i,-0.00048406+0.0031338i,-0.001469+0.0022928i,-0.0013087+0.0018298i,-0.00034818+0.0013787i,0.0002865+0.00097968i,0.00085839+0.00021384i,0.0014761-0.00035465i,0.0010303-0.00030285i,0.00065711-0.00029483i,0.00033326-0.00013351i,-0.00020204+3.3922e-05i,-0.00033317-0.00026286i,-0.00018307-0.00019444i,-0.00039854-0.00026889i,-0.00027825-0.00024182i,0.00014704+0.00034282i,-0.00045239+0.00077504i,-0.001194+0.00035828i,-0.00050166-0.00056035i,-3.4401e-05-0.00098051i,-0.00054255-0.0010105i,-0.00032148-0.00062484i
-0.0031611-0.0018756i,-0.0028595-0.0013822i,-0.0023589-0.00065511i,-0.0015705+0.00033723i,-0.00090757+0.0009528i,-0.00029426+0.0011526i,6.8807e-05+0.00082164i,9.5284e-05-0.00042512i,-0.00015509-0.00093689i,-0.00033476-0.00028893i,-0.00023393-0.00011045i,-0.00012274-0.00024487i,0.00043509-0.00017011i,0.00050134-0.00052154i,-0.00065925-0.0001341i,-0.0016513+0.00020085i,-0.00097894+0.00031598i,-1.9652e-06+0.00068698i,-0.00040159+0.0010634i,-0.0013125+0.00099484i,-0.0011567+0.00012995i,-0.00022791-0.00064325i,0.00053176-0.00096228i
0.0024371-0.0016938i,0.002023-0.0027555i,0.00072134-0.0011808i,0.00050954-4.4639e-05i,0.0010624-0.00080673i,-6.248e-05-0.0016063i,-0.0011494-0.0012914i,-0.00088864-0.00024922i,-7.4501e-05+0.00059473i,0.00056277+0.00031415i,-0.00012096-0.00012557i,0.00019254-0.00022893i,0.00065498-0.00063869i,0.0006116-0.00033168i,0.00016827+0.00021659i,-0.00068505+0.00030079i,-0.00066555+0.00023559i,-0.00080485+0.00031782i,-0.00058841+0.00046289i,0.00032905+0.00095373i,5.4658e-05+0.00094448i,-0.00050243-5.8452e-05i,-0.00011404-0.00013175i
8.2265e-05-0.0011015i,-0.00040125+0.00065342i,-0.0016017+0.0012568i,-0.0014999+0.0011449i,-7.7766e-05+0.00055504i,0.00067184-0.00052855i,0.00016418-0.001759i,6.8224e-05-0.0025516i,0.00048621-0.0022943i,0.00082439-0.0014447i,0.00031626-0.0012613i,-0.00069929-0.00097975i,-0.0012093-0.00031857i,-0.00072347-5.9526e-06i,2.6303e-05-0.00062234i,0.00013167-0.00090602i,0.00010132-0.00064423i,0.00039372+0.00013679i,0.00069382+0.00065285i,0.00084111+0.00027858i,0.00012582-2.9823e-05i,-0.00057545+0.00011417i,-0.00093995+0.00078685i
-0.0017088-0.00079219i,-0.0017628+5.7553e-05i,-0.00097479+0.00046062i,-0.00012809+0.00033444i,0.0011269-0.00015106i,0.001616-0.0006857i,0.0014205-0.00093883i,0.0010691-0.0005461i,0.0003689-0.00020824i,0.00073053-0.00074524i,0.0013376-0.000635i,0.00029207-0.00057733i,-0.00034194-0.00083234i,0.00047003-0.000201i,0.00028781+0.00025868i,-0.00020771-9.416e-05i,0.00039394-0.00045923i,0.00078989-6.1429e-05i,0.00050803+0.00037636i,-0.00014009+0.00045957i,-0.00089396+0.0002564i,-0.0013029-8.8774e-05i,-0.0010603-0.00012327i
-0.00080439-0.0037732i,-0.0016808-0.0027119i,-0.00331-0.001368i,-0.0022537-0.00033795i,0.00037232+0.00072671i,0.002044+0.00097406i,0.0018119+0.00017049i,0.00069888-1.9236e-05i,0.0012719-0.00085472i,0.0020932-0.0017319i,0.0015794-0.0017202i,0.00053867-0.00055071i,0.0010651+0.00069587i,0.00086442+0.00062461i,-0.00025585+5.0411e-05i,-0.00018535+4.0706e-06i,-0.00078058+0.00043128i,-0.00027661+0.0001834i,0.001752-0.00025822i,0.0020108+0.00017398i,0.0011323+0.00044215i,8.6329e-05-0.00039611i,-0.00065816-0.00025415i
6.1656e-05+0.0015361i,-0.00121+0.0013373i,-0.0010983+0.0020858i,-0.00052557+0.0023515i,0.00061307+0.0020007i,0.0018947+0.0024468i,0.0014503+0.0017461i,-0.00022121+0.00053509i,-0.00068563+0.00039748i,7.1081e-05+0.00022951i,0.00026015+0.00012914i,0.00056156-0.00056721i,0.00081598-0.00080448i,-0.00036577-0.00051549i,-0.00093367-0.0001267i,-0.00021543+0.00011255i,-0.00013542-0.0002849i,-0.00056157-8.7395e-05i,-0.00024946+0.00027235i,-0.00026908+0.00026972i,-0.00064265-1.2181e-05i,-0.00035627+0.00027699i,0.00030588+0.0014147i
-0.00026146+0.001086i,-0.0001033+0.001524i,0.00068394+0.0019094i,0.0002578+0.0019499i,-0.00060517+0.0012532i,-0.00087712+0.00041617i,-0.00093172+0.00066025i,0.00011107+0.00036712i,0.00078482-0.00081719i,0.00038529-0.0011569i,-0.00028882-4.6677e-06i,-0.00055182+0.00040486i,-0.00023843-8.5341e-05i,-3.9473e-05+0.00052942i,-0.00049795+0.00091785i,-0.00067255+0.00019865i,-8.7229e-05+0.00011327i,0.00079211+0.0001028i,0.00072664-0.00029057i,8.3945e-05-0.00022671i,-8.2474e-05-0.00016194i,-0.00023528-0.0006579i,0.00014883-0.0011313i
-0.0033458-0.0044239i,-0.0046307-0.0023278i,-0.00487-0.0011751i,-0.0042395-0.00018134i,-0.0029362+0.00084833i,-0.0016663+0.0013139i,-0.00020579+0.0008284i,0.00015931-0.00098971i,-0.00028924-0.0022988i,-0.00052734-0.0012318i,-0.00092064+0.00033944i,-0.00089146+0.00010305i,-0.00033711-0.00068315i,0.0004079-0.0002437i,0.00059754+0.00015899i,-0.00011508-0.00019086i,-3.7667e-05+0.0001789i,0.00021585+0.0011794i,-0.00071972+0.00071533i,-0.00082672-0.00023715i,-0.00046956-0.00051114i,-0.00031084-0.0008868i,7.9663e-06-0.0013999i
0.0020963-0.0014952i,0.0016582-0.0015277i,0.0012603-0.0011532i,0.00039943-0.0006828i,0.00022534-0.0013372i,-0.0003274-0.0014954i,-0.00052205-8.451e-05i,-8.2894e-05+0.00047633i,0.00085037+5.9024e-06i,0.00078882-3.6175e-05i,0.00011534+0.00046311i,0.00031548+2.0712e-05i,0.00072974-0.00089274i,0.00059773-0.00076731i,0.00042402-0.00022485i,8.4234e-05-0.00037362i,-0.00026195-0.00017831i,-3.1246e-05+0.00027479i,0.00039424+0.00014862i,0.0010325+2.7031e-05i,0.0013683+0.00038993i,0.0013521+0.0004774i,0.0013253+0.00038957i
0.0012507+0.0014631i,0.0018572+0.0014312i,0.0016777+0.0017867i,0.0025571+0.00226i,0.003496+0.0011147i,0.0026885-0.0010984i,0.00040001-0.0015631i,-0.00045617-0.0014785i,0.00022634-0.001176i,0.00053347-0.00069952i,0.00042539-0.00065843i,0.0003722-0.00072954i,-0.00016729-0.00091686i,-0.00075448-0.001405i,-0.0011186-0.0016151i,-0.00011887-0.0011105i,0.00046697-0.00023303i,0.00011133+0.00042206i,2.1699e-05+0.00024317i,-0.00025462+0.00036686i,-0.0001943+0.00083374i,0.0001301+0.00039052i,9.5408e-05+0.00059105i
0.00065701+0.0014057i,-7.4198e-05+0.0029263i,-0.0010653+0.0022471i,0.00014188+0.0013856i,0.00178+0.00047302i,0.0024532+0.00019805i,0.0021427+0.00069374i,0.00188+0.00077856i,0.00097301+0.00082553i,0.0002924+0.00052096i,0.00013749+0.00013909i,0.00020601+0.00043377i,0.00016719+0.00019888i,0.00040514-0.00034867i,0.00050544+6.8129e-05i,0.00014454+0.00057177i,0.00029888+0.00029482i,0.00040229-0.00035026i,9.6966e-05-0.00058262i,-7.1122e-05+2.1667e-05i,-0.00019679+0.00020506i,-0.00046342-0.00020845i,-0.00097498-0.00057138i
-0.0016033-0.00037902i,-0.0015106+9.869e-05i,-0.0010644+0.00049752i,-0.0013366+0.00057885i,-0.00040117+0.00089475i,0.0010598+0.00062504i,0.0014501+5.3433e-05i,0.00091749+6.8115e-05i,0.00035151+0.00038155i,-0.00028358+3.269e-05i,-0.00012012-0.00017864i,0.00047714+0.00019507i,-0.0001707+0.00037185i,-0.00089383-8.0256e-05i,-0.00011441-0.00074623i,0.00066388-0.00039591i,-2.3451e-05-0.00015865i,-0.00039969-0.00034455i,0.00037359+3.4661e-05i,0.00094412-0.00021246i,0.00059407+0.00016803i,7.8113e-05+0.00050208i,-0.00020069+0.00011616i
0.0012577-0.00081398i,0.00092196-0.0019578i,0.0010477-0.0019207i,0.0015042-0.00074629i,0.0012898-0.00011662i,0.00080597+0.00064347i,0.00073124+0.0010767i,0.0004392+0.0012727i,0.00054819+0.0008867i,0.00086453-0.00011168i,0.00069459-0.001083i,0.00028776-0.00073055i,-1.4332e-05+0.00010095i,0.0003761+0.00056758i,0.00038169+0.0004575i,0.00043067+7.9227e-05i,0.00093051+0.00034561i,0.0007629+0.00065062i,-3.75e-05+0.00045994i,0.00036889+0.00023967i,0.0012543+0.00014346i,0.0012777+0.00024631i,0.0012167+0.00054397i
-0.0014217+0.0010934i,-0.0016888+0.0015262i,-0.0019527+0.0019994i,-0.00094409+0.0015183i,-0.00034438+0.00088332i,-0.00049727+0.00040664i,-0.00067576+0.0004624i,-0.00038017+0.0004334i,-0.00017135+6.9276e-05i,-0.00025798-0.00027155i,-0.00021705-0.00060164i,0.00015005-0.0003857i,5.4459e-05-0.00044077i,0.00037049-0.00011923i,0.0005782+2.9125e-05i,0.00010501-0.00043355i,0.00056851-0.00092651i,0.0012189-0.0010651i,0.00081854-0.00036195i,0.0010815+0.00034384i,0.0012375+0.00014298i,0.00036068+8.2626e-05i,-0.00027183+0.00031275i
-0.0026803+0.00069011i,-0.0023921+0.0016974i,-0.0024025+0.0024331i,-0.0012091+0.0023625i,0.00045025+0.0011644i,0.00084514-0.00056873i,-0.00013718-0.0016114i,-0.00086529-0.001704i,-0.00011318-0.00014463i,0.00071618+0.00035699i,0.00068281+0.00010222i,0.00066257-0.00027564i,0.00010945-0.00089559i,-0.00039953-0.00060353i,0.0004262-0.00011105i,0.00035628-0.00041886i,-0.00063367-0.0012667i,-0.00038033-0.0011482i,5.9088e-05-0.00032787i,-0.00010782-0.00024737i,-0.00019934-0.00031816i,0.00030924+0.00026076i,0.00056833+0.00062183i
-0.0014462-0.0026782i,-0.0026719-0.0013777i,-0.0026311-0.00068387i,-0.0012762+0.00026123i,-0.00021717+0.00077007i,-3.2973e-05-0.00026132i,0.00029401-0.001221i,0.00087255-0.0010882i,0.00074445-0.00068021i,0.00081582-0.0005854i,0.00057954-2.7799e-05i,-0.00025349+0.00063514i,-0.0011277+0.00047514i,-0.0011966-0.00060789i,-0.00017926-0.00040356i,-1.6007e-05+0.00069973i,-0.00026188+0.00068245i,2.0365e-05+0.00018497i,2.2567e-05+0.00013708i,-0.00026617+0.00073084i,-0.00025663+0.00042786i,2.909e-05-2.0234e-05i,-0.00043025-0.00019947i
0.00053696-0.00056658i,0.00041295+1.2153e-05i,0.00059017+0.001541i,0.00076847+0.0010411i,0.0010938-0.00093213i,0.00099708-0.002627i,0.00068624-0.0021521i,0.00054727-0.0012514i,0.0001917-4.8118e-05i,0.0003069+0.00078391i,0.00039362-0.00020456i,-0.0002646-0.001374i,-0.00099129-0.0016822i,-0.0011691-0.0011221i,-0.00034347-0.00058879i,-0.00010391+8.1837e-06i,-0.0010153+0.00016021i,-0.0014792+1.6349e-05i,-0.0011598-4.2669e-05i,-0.00085291-0.00021257i,-0.00032379-0.00043046i,0.00061179-2.333e-05i,0.00083021+0.00018778i
0.0013705+0.0010595i,0.00048872+0.00087266i,0.00082093-0.00035207i,0.001827-0.00037537i,0.0013733-2.44e-05i,0.0012342+0.0002345i,0.0020389+0.00010825i,0.0020423+8.9336e-05i,0.00091234-0.00041585i,-0.00053-0.00094483i,-0.00033382-0.00049708i,0.00058392-4.2701e-05i,-9.0262e-05-8.3752e-05i,-0.00043939-5.1319e-05i,0.00058975-0.00010881i,0.00076983-5.2808e-05i,0.00037788+0.00047584i,2.2044e-05+0.00046986i,0.00034668-0.00023773i,0.00092016-7.29e-05i,0.00091161-4.6083e-06i,0.00039777-0.00093993i,0.00034007-0.00090086i
-0.0020694-0.00066788i,-0.002942-0.00029593i,-0.0032244+0.00058162i,-0.0018691+0.00092486i,-0.00072876+0.0010426i,0.00022747+0.0015674i,0.0012555+0.0016031i,0.0007434+0.00049642i,0.0002647-0.00021055i,-0.00013251-7.4799e-05i,-0.0001702-0.00010429i,2.8058e-05-0.00071795i,-0.00057033-0.00057988i,-0.00018133-7.4853e-07i,0.00099301+0.00019363i,0.00070139+0.00062768i,0.00025084+0.00083309i,9.8125e-05+0.00095175i,-0.00022217+0.00027876i,-8.9648e-05-0.00018342i,0.00017977+0.00033521i,0.00048005+0.00096709i,0.00063965+0.00060213i
0.00086174-0.0010307i,0.0009023-0.0013439i,0.0017754-0.0012213i,0.0010843-0.0015943i,0.00030341-0.00042741i,0.00038118+0.0013389i,0.0006289+0.0017617i,0.00074809+0.00087643i,0.00038724-0.00035085i,-9.9407e-05-0.0010912i,0.00020568-0.0008292i,0.00060733-9.8906e-05i,-1.8664e-05+0.00030766i,-0.00039129+0.0006608i,0.00066764+0.00073737i,0.0010948+0.00043362i,0.00052064+0.00027814i,-0.0005013-0.0003365i,-0.00057618-0.00049163i,0.0002321+0.00017035i,0.00019746+0.00079858i,-0.00018007+0.00053771i,0.00064489-9.4557e-05i
-0.0015101+0.0004149i,-0.001539+0.0014063i,-0.0013008+0.0016669i,-0.0002491+0.0012441i,0.00038464+0.0011935i,0.00061765+0.00042185i,2.9604e-05-0.00039293i,-0.00040664-0.00045017i,-0.00041287+0.00030293i,-0.00079921+0.00029659i,-0.00036923-0.00014271i,2.1043e-05+0.00045765i,-0.00016451+0.0003112i,4.1097e-05-0.00040398i,9.6977e-05-0.00070409i,-0.00076959-0.00017809i,-0.0013423-0.0005344i,-0.00031828-0.0010303i,0.00068922-0.00064714i,0.00038261-0.00015857i,-0.00018208+0.00017736i,0.00015686-0.00032786i,0.00059413-0.00013403i
-0.0010821-0.0012664i,-0.00063104-0.00089036i,-0.00029936+0.00011172i,2.1537e-05+0.00023105i,0.00037217-0.0007557i,0.00033799-0.0017558i,-0.00034141-0.0013868i,-0.00046393-0.00070418i,-0.00012588-0.00089513i,-0.00063222-0.0012194i,-0.00051721-0.0009485i,-0.00011894-0.00074499i,-0.00036776-0.00033648i,-0.00017567+0.00023458i,0.00085268+8.5842e-05i,0.0013787-0.00068487i,0.00063278-0.00081982i,-2.5065e-05+6.1136e-05i,9.5566e-05+0.00022928i,0.00042143+0.00065161i,0.00068916+0.00073793i,0.00089139+0.0002318i,0.0011517+1.778e-05i
-0.00088136+0.00093486i,9.0012e-05+0.0011428i,0.00068771+0.00098924i,0.0013916+0.00015863i,0.0018039-0.00069341i,0.00070161-0.0010451i,0.00017282-0.0013386i,0.00073731-0.0012049i,0.0017472-0.0011811i,0.0016447-0.0012984i,0.00063881-0.00088817i,0.00048435-0.0010387i,0.0006301-0.0011684i,0.00027691-0.00098562i,0.00044612-0.00073832i,0.0009933-0.00046595i,0.0010452-0.00064718i,0.00061725-0.00040949i,0.00030295-0.00032159i,0.00046534-0.0003448i,0.00014044-3.3332e-05i,-0.00096475+0.00016784i,-0.00099171+0.00012905i
0.00043375-0.0011882i,-0.00069435-0.00054168i,-0.0016903+5.5873e-05i,-0.00094438+0.0011224i,7.1928e-05+0.0014888i,0.00084602+0.00066386i,0.001935+0.00025575i,0.0022199+0.00021369i,0.0013527-0.00018281i,0.00044267-0.00058804i,-0.00076384-0.00063099i,-0.0012996-5.7495e-05i,-0.000683-0.00022338i,-0.000305-0.00067967i,-0.00013696-0.00036087i,1.1193e-05-0.00016508i,0.00012577-0.00026811i,0.00069995-0.00014754i,0.00094196-0.00043631i,0.00075127-0.00066518i,0.00063262-0.00032515i,-9.562e-05-0.00028631i,-1.6942e-05-0.00058905i
-0.001898-0.0006329i,-0.0016694+0.00017587i,-0.0015187+0.0018549i,-0.00014703+0.0016547i,0.0020804+0.0016948i,0.0027272+0.0016537i,0.0023267+0.0010739i,0.0012867+0.00037839i,0.0007211-0.00046502i,0.00064954-0.00094665i,0.00052875-0.00057576i,0.00096085-0.00011463i,0.00099268+0.00063144i,3.3304e-05+0.0010025i,-0.00060121+0.00062566i,-1.9705e-05+0.00038132i,0.00033727+9.6677e-05i,0.00025335-1.0243e-05i,0.00032392+0.00042236i,0.00027177+0.0005545i,0.00016006-0.00027088i,-0.00051062-0.00079017i,-0.00021344-0.0011679i
-0.00070759-6.3221e-05i,-0.00027586-0.00076223i,0.00061972-0.0011132i,-0.00036557-0.0016301i,-0.0015932-0.00094728i,-0.0017118+0.00044623i,-0.00085644+0.0011073i,0.000488+0.00056626i,0.00098877-0.0005336i,-0.00023456-0.00092147i,-0.001706-0.00071941i,-0.0016652-0.00012927i,-0.0006217-3.011e-06i,0.0006037-0.00027265i,0.00098087-0.00015627i,-0.00020894+2.703e-05i,-0.0012007+0.00021616i,-0.00087116+0.00031118i,-0.00012414+0.00050439i,-1.5587e-05+0.00022499i,-0.000451-0.00043165i,-0.00062505-0.00015511i,-0.00069195+0.00079604i
-0.00091443-0.0016593i,-0.0017006-0.0019602i,-0.0014948-0.0017568i,-0.00067239-0.00093246i,-0.00095017-0.00070832i,-0.00091199-0.00050964i,-0.0002272+0.00014185i,-0.00034271+0.0001073i,-0.00034707-0.00031225i,-0.00041379-0.00049442i,-0.00035356-0.0010463i,-0.00046083-0.0011561i,-5.4466e-05-0.00065889i,0.00049422+4.9968e-06i,0.0004253+0.00037911i,-0.00041304+0.00032067i,-0.00054372+0.00018502i,-4.6616e-05-0.00030996i,1.6236e-05-0.00092865i,-0.00019137+0.00020363i,-0.00022138+0.0010813i,-0.00047559+0.00042703i,-0.00017149-0.00021254i
0.0019562-0.0011699i,-0.00032583+5.6524e-05i,6.7837e-05+0.0010196i,0.0012401+0.00059248i,0.00039999-0.000212i,-0.00080367+0.00030025i,-0.00097939+0.00044718i,-0.00055611-0.00020786i,5.3061e-05-0.00061968i,-0.00012224-9.966e-05i,-0.00066676+9.7262e-05i,-0.00047633-0.00019756i,-0.00016635+2.72e-05i,1.4668e-05+0.00032781i,0.00021489+0.00056874i,0.00016027+0.00046036i,0.0002595-0.00023771i,0.00082222-0.000749i,0.0011528-0.00027279i,0.00046313+0.00022876i,-0.00015502-0.00037599i,-3.5595e-05-0.00083067i,9.5076e-05-5.2883e-05i
0.00040611+0.0010254i,-0.00050034+0.00010005i,-0.00056232-0.0015934i,0.0001977-0.0014767i,0.00089665-0.00085295i,0.00056508-0.00068091i,-5.2584e-05-0.0010307i,0.00034018-0.001356i,0.00035939-0.0017355i,0.00013335-0.0015478i,-4.9395e-05-0.0012471i,0.00051414-0.00037248i,0.0008967+0.00019846i,0.00072231-0.00050027i,0.00064863-0.0005779i,7.0862e-05-8.2297e-05i,-0.0001501-0.00033123i,0.00010849-0.0003568i,0.00044082-0.00035565i,0.0004926-0.00058109i,0.00011906-0.00054649i,-0.00042022-0.00035711i,-0.00019516-0.00010168i
-0.0005362-0.0013052i,-0.0025615-0.0014351i,-0.002835-0.0021098i,-0.0020786-0.00092717i,-0.0018092+5.3905e-05i,-0.00023817+3.7446e-05i,0.0014834-0.00032793i,0.0019534-0.0011294i,0.0013579-0.0016706i,0.00045915-0.0017165i,-8.6491e-05-0.000898i,-0.00023187-0.00036095i,-0.00044258-0.00064743i,-0.00063138-0.00097733i,0.0002588-0.0010905i,0.00060664-0.00085627i,2.3329e-05-0.00075868i,0.00046026-0.00031444i,0.00065518+0.00038152i,2.7805e-05+0.00027585i,-0.0002013-0.00027525i,0.00020551+8.2734e-05i,0.0003253+0.00078616i
0.00094372+0.0005876i,0.00017597-0.00012728i,0.0015389+0.00011719i,0.0033164+0.00042373i,0.0030084-0.00034443i,0.0020688-0.0015169i,0.0013117-0.00061703i,0.00046108+0.00035336i,-3.8174e-07+0.00027118i,-0.00018768-0.00058527i,-0.00011946-0.0012793i,0.00033217-0.0011863i,6.4245e-06+0.00016169i,-0.00050023+0.0003175i,3.2422e-05-0.00046215i,0.000688-0.00053522i,0.00056983-0.00033246i,0.0004824+0.00039535i,0.00038375+0.00054699i,-8.4601e-05+0.00026122i,0.00040348+0.00047954i,0.00064874+0.00058352i,0.00011743+0.00083628i
0.0010897+0.001739i,0.0015251+0.0025365i,0.0010415+0.0029903i,0.00083458+0.0023465i,0.0010954+0.001981i,0.0012537+0.0013368i,0.0013255+0.0011271i,0.00070206+0.0010338i,-0.00013059+0.00029154i,0.00021964-0.00013455i,0.0010305-8.9754e-05i,0.0006999-0.0002751i,-3.4155e-05-0.00017632i,-0.00072298+0.0001191i,-0.00070333+0.00031711i,-0.00032229+0.00019657i,0.00040981+0.00019825i,0.00075775+0.00078209i,0.00022538+0.00046193i,0.00015037-0.00035034i,5.7168e-05+0.00020827i,0.00013053+0.00073539i,0.00066226+0.00027674i
-0.0015751-0.00010269i,-0.0019097-5.4031e-05i,-0.00093245+0.0001667i,-0.00050172+0.00068617i,-0.00079971+0.00096942i,-0.00072221+0.00040718i,0.00047193+8.9907e-05i,0.001046+0.00028234i,0.00084482-0.00053756i,0.00081497-0.0010099i,0.00017055-0.00040975i,-0.00073718+0.00053807i,-0.00063631+0.00098866i,-0.00061611+0.00041853i,-0.000391+0.00013901i,0.00037153+0.00012784i,0.00063501+0.00011137i,0.0004018-0.00021399i,0.00042343-0.00074021i,0.00040109-0.00069231i,0.00076919-0.0005157i,0.0010096-0.0004028i,0.00012696+1.7084e-05i
-0.000287-0.001682i,-0.0010674-0.0021628i,-0.00050409-0.0023126i,0.0008733-0.001257i,0.00065493+0.00037715i,-5.6722e-05+0.00031592i,7.5315e-05-5.6726e-05i,0.00020018-4.8697e-05i,0.00028525-0.00018463i,0.00046498-0.00053537i,0.00044082-1.2045e-06i,0.00041109+0.0004448i,0.00076574+0.00061688i,0.000895+0.00076123i,0.00031936+7.6252e-05i,6.2283e-05-0.00021994i,0.00018218-0.0002677i,0.00025983-0.00032844i,0.00024745-0.0001643i,0.00038043-0.00010223i,0.00024195+2.5153e-05i,-0.00016187+1.5999e-05i,8.8423e-05-0.00026468i
0.00118+0.0016119i,0.00073049+0.00099038i,0.00099211+0.00073335i,0.0013736+0.00047579i,0.00048635-0.00021463i,7.4306e-05-0.00075529i,0.00072957-0.00094398i,0.0004593-0.0013385i,-0.00028518-0.0011578i,6.6477e-05-0.00039277i,0.00038029-8.6217e-05i,-0.00035875-0.00012734i,-0.00060318-0.00012064i,-0.00026982-0.00037781i,-0.00019447-0.00038286i,-0.00011356-0.00045675i,-0.00056684-0.00068953i,-0.00031515+1.3119e-05i,-0.00016405-0.0001756i,-2.3614e-05-0.00044959i,7.114e-05+0.0003306i,-0.0007689+0.0014144i,-0.00084424+0.0014679i
