-0.00041208+0.00047352i,-0.00022231+0.0021502i,-0.0013426+0.0029967i,-0.0016776+0.0027872i,-0.00048033+0.0027211i,-0.00015794+0.0024744i,-0.0012295+0.0016537i,-0.00060287+0.00076539i,0.00091731+0.00098531i,0.00076154+0.00027133i,0.0002259-0.00039218i,0.00023587-0.00033543i,0.00020582-8.3175e-05i,-0.00054756+0.00018198i,-0.00081529+0.00080625i,-0.0008102+0.0013675i,-0.0010132+0.00079924i,-0.00096975+0.00028438i,-0.00038783-8.9971e-05i,-0.00038492-0.00030411i,-6.8163e-05-0.00037992i,-0.00045572-0.00067624i,-0.0006687-0.00057212i
0.00041109+0.0041035i,8.7323e-05+0.0036085i,0.00071148+0.0026298i,0.0013813+0.00096507i,0.00084655-0.00040211i,6.2644e-05-0.0008937i,-0.00045323-0.00025902i,-0.00037857+0.0002799i,4.4842e-05+0.0009913i,0.00011926+0.00076147i,-8.6191e-05-0.00012262i,2.6228e-05-0.00040904i,0.00085159-0.00017864i,0.0011019+7.4781e-08i,0.00097606-0.00028856i,0.001123+0.00025818i,0.0011962+0.00090572i,0.00067885+0.00081384i,0.00046526+0.00036955i,0.00031418-0.00014331i,0.00037979-0.00039218i,0.00027417+0.00011044i,-0.00024594+0.00034983i
-0.00034177+0.00059085i,6.2953e-05-0.00032446i,0.00036248-0.00020326i,0.00020299+0.00062076i,0.00033343+0.00060945i,0.001242+0.00023625i,0.0011891-0.00011054i,0.00074397+0.00014918i,0.00016035+0.00023342i,0.00042967-0.00013841i,0.00063233-0.00018865i,-0.00022911-7.4765e-05i,-0.00062866+0.00038532i,0.00014841+0.00092149i,0.00068234+0.00020549i,0.00049361-0.00055003i,-1.904e-05-0.00036348i,-0.0003351+0.000219i,-0.00047996+0.00033275i,-0.00039853+0.00055439i,0.00023709+0.0010165i,0.00087726+0.00029836i,0.0012003-0.00028962i
0.00087015+0.00076854i,0.00073628-0.00011943i,0.0011423+0.00028412i,0.001254+0.00087433i,0.0011309+0.0015342i,0.00031137+0.00089593i,-0.00022387+0.000355i,-0.000108+0.0012716i,0.00052777+0.0011772i,0.00072817-0.00048074i,0.00059457-0.0017586i,0.00048424-0.0014036i,0.00034035+9.2854e-05i,0.00019758+0.00099137i,-0.00051628+0.00064348i,-0.0004093-0.00020304i,-6.1598e-05-0.00064097i,-0.00010265-0.00019936i,0.00042347+0.00065404i,0.00086284+0.00082236i,0.00043757+0.00090742i,0.00026878+0.00057836i,0.00048206-0.00013668i
-0.0010311+0.00019031i,-0.0024871+0.00091248i,-0.0026951+0.0022547i,-0.0013579+0.0020503i,-0.00096147+0.00041335i,-0.00030999-0.00074496i,6.4508e-05-0.00049433i,-0.00025301+0.00029804i,-0.00026833+0.00021988i,-1.5617e-05-2.4255e-06i,-0.00023134-0.00021122i,-0.00067664-0.00043666i,-0.0015615-0.00078401i,-0.0010874-7.9175e-05i,0.00013378+0.00084934i,0.00054821+0.00082949i,5.9404e-05+0.00021574i,-0.00029237-0.00076588i,-8.0926e-05-0.0012104i,0.00018032-0.00076453i,0.00058412-4.4999e-05i,0.00040796-4.3416e-05i,0.00017643-0.00033128i
0.00024114-0.00065486i,0.00010175-0.0010039i,0.0003349+2.2016e-05i,0.0010223+0.00059098i,0.0010597+0.00043944i,4.8597e-05+0.00023914i,-0.00037801-0.00012593i,-0.000519-0.00083151i,0.00017732-0.00050636i,0.00037255+1.599e-05i,0.0011731+3.0227e-05i,0.0018536-4.0146e-05i,0.0003848-0.00092362i,0.00015045-0.0008642i,0.00063589-0.00037285i,0.00097225-0.00061311i,0.00092515-0.00039932i,-9.3654e-05+0.00014772i,-0.00037561+0.00078143i,-0.00037985+0.00093251i,-0.00051773+0.00075878i,8.9891e-05+0.00014973i,0.0006569-0.00046381i
0.0010009+0.00023513i,0.0016481-0.0003199i,0.0013637-0.00019031i,0.00076352+0.00043025i,-0.00037864+0.00057238i,-0.00024472+9.9837e-05i,0.00064401+0.00027101i,-7.5844e-05-0.00041016i,6.7205e-05-0.0014646i,0.00063365-4.4239e-05i,-0.00052077+0.00049066i,-0.0012351-0.00032791i,-0.00045239-0.0002733i,0.00027213+0.00015234i,7.0783e-05+0.00046458i,-0.00015825+2.3282e-05i,1.8845e-05+1.0177e-05i,-0.00059497+0.00065089i,-0.0013085+0.00091863i,-0.0009577+0.00036518i,0.00024764-0.00035671i,0.00029222-0.00013518i,-0.00064536+0.00037443i
-0.00055325+0.0017403i,-0.0012915+0.00062881i,-0.0018745+0.00013361i,-0.00052053+0.0007327i,0.001309+0.00094133i,0.001351+0.00044093i,1.3517e-05+0.00039097i,-0.00059487+0.00080751i,0.00017067+0.00071629i,0.00055197+0.00050891i,0.00026913+0.00019047i,0.00065721-0.00019492i,0.001011+6.025e-05i,0.0005413+0.00091615i,-0.00019532+0.00079217i,-5.771e-05-3.4966e-05i,0.00029308+4.6971e-05i,3.6998e-05+0.00032138i,-3.1331e-05+0.00022048i,0.000344-0.00010385i,0.00021336+0.00022749i,-0.00019723+0.00098099i,-2.1071e-05+0.00051787i
-0.00080169-0.0020352i,-0.00077711-0.0020323i,-0.00050643+7.6654e-05i,3.7627e-06+0.00052454i,0.00017296+5.1288e-05i,0.00015967-0.0012331i,0.00068838-0.0015478i,0.00036284-0.0010292i,0.00036879-0.00097399i,0.00071063-0.00063581i,6.2466e-05+0.00031393i,-1.1281e-05+0.0006258i,0.00017394+0.00071518i,-0.00017948+0.00082049i,-0.00031738+0.00089952i,-6.8418e-05+0.00083104i,5.1153e-05+0.00065629i,-4.8167e-06+0.00069827i,0.00023535+0.00044543i,-0.00014126+0.00041616i,-0.0012421+4.3454e-06i,-0.0014779-0.00024984i,-7.2234e-05-0.00018693i
0.001957-0.0011409i,0.00088177-0.00081219i,-0.00051814-5.2896e-05i,-0.00047234+7.4483e-05i,0.00025906+0.00031777i,0.00020336+0.00040787i,-0.00029769+0.00016625i,-0.00013001+0.00034596i,0.00056052+0.00024453i,0.00086069-0.00013011i,0.00062924-5.1402e-05i,-2.2809e-05-4.6415e-05i,-0.00011371-0.00039525i,0.0006788+0.0002208i,0.00057508+0.00051428i,0.00047308+0.00017726i,0.00077897+9.1157e-05i,-0.0002324-0.00038198i,-0.00043196-0.001125i,1.1425e-05-0.0014104i,0.00012033-0.00071096i,-0.00022772-0.00043651i,-0.00039439-0.0009305i
-0.0021603+0.0014391i,-0.0016301+0.0017936i,-0.00022039+0.0012451i,0.00097853+0.00020934i,0.00080096-0.00013838i,2.0992e-05-0.00012828i,-0.00012278+0.00024309i,0.0003551+0.001099i,0.00060342+0.0014106i,-0.00024139+0.00022639i,-0.00062361-0.0010428i,0.00021824-0.0011863i,0.00018676-0.00034579i,-0.00061633+0.00037587i,-0.00058171+0.00073594i,0.00064318+0.00073375i,0.0010801-0.00016863i,0.0011784-0.00052541i,0.00092561+2.0132e-05i,4.3494e-05-0.00018197i,7.5133e-05-0.00027298i,0.00032912+2.5827e-05i,0.00026199-0.0003088i
-0.002307-0.0019945i,-0.0027644-0.0017936i,-0.0030899-0.00097626i,-0.0028715-0.00074814i,-0.0013164+0.00020191i,0.00029755+0.0013036i,0.00034208+0.00055427i,3.8004e-05-0.0010464i,0.00029589-0.00096796i,0.00034028-0.00072405i,0.00014335-6.0388e-06i,-0.0001992+0.00061188i,-0.00021202+0.00011536i,-8.0242e-05-1.9431e-05i,0.00023047-0.00074931i,0.00097606-0.0013078i,0.0011904-0.00069633i,0.0010125-0.00039694i,0.0010452-0.00015899i,0.00071142-0.00047079i,-0.0002289-0.00019214i,-0.00049496+0.00045411i,-7.4115e-05+0.00031006i
0.0012923-0.0021327i,0.0007375-0.0016063i,-0.0001602-0.00077928i,-0.00062997+0.00079782i,-0.00082345+0.00069499i,-0.00037995-0.00064141i,-0.00044193-0.00021259i,-0.00025291+7.356e-05i,0.0004016-0.00027312i,0.00060685-0.00023605i,-0.00025746-0.0002198i,-0.00079025-0.00021862i,-0.00052413+0.00034231i,-0.00044755+0.00032632i,-8.2729e-05-0.00031027i,0.00064379-5.2734e-05i,0.00054203+0.00040245i,0.00014642+6.9711e-05i,0.0004107-0.00021349i,0.00028148-0.00032571i,-0.00037246+5.5037e-05i,-0.00038063+0.00036581i,0.00067568+7.1032e-05i
-0.0028047+0.001367i,-0.0021331+0.0022768i,-0.00060255+0.0024113i,0.00046607+0.0020246i,-5.1833e-05+0.0020932i,-0.00034741+0.0013454i,-0.00027256+0.00057277i,0.00020162+0.00023628i,0.00044451+0.00035108i,8.1782e-05+0.00017557i,-0.00026073-0.00066921i,0.00026897-0.00095299i,0.0013577-0.00083364i,0.0012366-0.00054101i,-8.658e-05+0.00023404i,-0.00086587+0.00060268i,-0.00084993+0.00032429i,-0.00078657-0.00015316i,-0.00089477+2.1719e-05i,-0.00076187+0.00045125i,-0.00012281+5.7176e-05i,0.00013632-7.0643e-05i,0.00022279+0.00042652i
-0.001316+0.00048455i,-0.000511-0.00067771i,0.00012212-0.0012068i,0.0011561-0.00067744i,0.00062726-0.00032332i,-0.00049479-0.00077776i,-0.00024141-6.9751e-05i,0.00065004+0.00096815i,0.00096656+0.0011912i,0.00072971+0.00046593i,8.0392e-05-0.000401i,-0.00064518-0.00085151i,-0.0003768-0.00087638i,-2.0341e-05-0.0004613i,0.0004658+3.2861e-05i,0.00084038-0.00032352i,0.00052685-0.00064294i,0.00053117+0.00013116i,0.00049514+0.00056082i,0.0011069+0.00034411i,0.0016746+0.00049317i,0.0010111+0.00051i,-7.9262e-05+0.00018969i
-2.8001e-05-0.00219i,-0.001716-0.00076665i,-0.0018134+8.1751e-05i,-0.0016521+0.00026693i,-0.0013885+0.0003425i,-4.2107e-05-1.8387e-06i,0.00063565+0.00015085i,0.00040075+0.00028413i,0.00037829-0.00031762i,0.00011298-0.00074749i,-0.00052842-0.000139i,-0.0001415+0.00085376i,0.00062274+0.00023731i,0.00027082+1.359e-05i,-0.00036125+5.8063e-05i,0.00032814-0.00031326i,0.00089061-0.00082259i,0.00028844-0.00064084i,-0.00063576+0.00027271i,-0.0012425+0.00013876i,-0.0010956-0.00030121i,-0.00047936-0.00030099i,1.6697e-05-0.00016327i
0.0013969+0.00089835i,0.0017387+0.00073501i,0.0011459+0.00090287i,0.00012815+0.00046833i,-1.9315e-06-0.00024002i,0.0011899-0.00044597i,0.0017073-0.00048634i,0.0011682+0.00028681i,0.0004014+0.00064648i,-0.00012892-7.86e-05i,0.00036419-0.00071124i,0.00050259-0.00020547i,-0.00022649+0.00018565i,-0.00017192+0.00083548i,-0.00026439+0.00088068i,0.0005193+0.00017535i,0.0011405-0.00021922i,0.00036674-0.00087064i,-0.00042646-0.00062458i,-0.00071858-9.3346e-05i,-0.00054545-0.00022443i,-0.00083314+7.9068e-05i,-0.00079028-1.3281e-05i
-0.0033784-0.0024255i,-0.0051304-0.00071273i,-0.0047008+0.00014638i,-0.0025271+0.00064681i,-0.0014903+0.0012295i,-0.00031832+0.00076798i,0.00097165-6.8909e-05i,0.00064157-0.0014327i,-0.00017257-0.0018225i,-0.00045722-0.00071434i,0.00030017-0.00038787i,0.00096085-0.0002765i,0.00049157-0.00011399i,-0.00029365-0.00016155i,0.0001564-0.00044325i,0.00047933-0.00033329i,8.718e-05-0.00021539i,3.8754e-05-0.00053673i,-0.000124-0.00037616i,-0.00041634+0.00019947i,-0.00020684+0.0003207i,0.00018004-0.00042851i,-0.00032024-0.00055507i
0.00013815-0.00017075i,0.0002394-0.00027567i,0.0008973+0.0005069i,0.0016871+0.00071787i,0.0019945+0.00010805i,0.0016214-0.00017996i,0.00046012-0.00029593i,-0.00033348-4.6726e-05i,0.00014613-0.00030946i,0.0012127-0.00031357i,0.00081562+0.00044844i,-0.00022421+0.00057283i,-6.3935e-05+2.7977e-05i,0.0003852+8.3497e-05i,0.00054484+0.00014377i,-8.0123e-06+0.00043376i,-7.2711e-05+0.00063097i,0.00022718+0.00047538i,0.00017531-0.0003121i,0.00043359-0.00036342i,0.00054393+6.3381e-05i,0.00031715+0.00011444i,-3.243e-05-3.5071e-05i
-0.0010444-0.0025501i,-0.00073996-0.0018669i,-0.001771+0.00034537i,-0.0023195+0.0015174i,-0.0012227+0.001017i,0.00013221+0.0010562i,0.00020436+0.0011889i,-0.00035027+0.00018539i,-9.1714e-05-0.00046004i,0.00023355-0.00038997i,0.00021907+0.0001205i,-0.00027537+0.00058558i,-0.00057575-0.00014741i,-0.00020578-0.00060762i,-0.00039151-0.00017113i,-0.00094277+0.00077793i,-0.0011362+0.0012684i,-0.001379+0.00076096i,-0.0012616+4.5061e-05i,-0.00090607-0.00012575i,-0.00081704+0.00027332i,-0.00062212+0.00012688i,-0.00014809-0.00069342i
-0.0021344-0.00065629i,-0.0023228+0.00015514i,-0.0022653+0.0008797i,-0.0022199+0.00084818i,-0.0017091+0.00068508i,-0.0013672+0.00078929i,0.0001286+0.00086288i,0.001384+0.00049563i,0.00072039+8.866e-05i,7.147e-05-0.00015179i,3.5759e-05+3.3586e-05i,-0.00019938+0.00050805i,-0.00038258+0.00014939i,-0.00017491-0.00069389i,-6.0527e-05-0.00042046i,-0.00059968-0.00013652i,-0.0004734+5.9229e-05i,-0.00027772+0.00049051i,-0.00013451+0.001226i,0.00023082+0.0011715i,0.00017876+0.00031658i,0.0005906-6.3041e-05i,0.0003213+0.00010403i
-0.00044343-0.0031469i,-0.00091444-0.0042786i,-0.0016389-0.0033016i,-0.001022-0.00044903i,-0.0003172+0.0008155i,-2.7905e-05+0.00039903i,0.00040862-0.00010771i,0.00065468-0.00023906i,0.00072672+0.00016821i,0.0015413+0.00092091i,0.0013004+0.0013403i,0.00056897+0.00084647i,0.00010572+0.00028041i,-0.00031066-0.00021863i,5.9565e-05-0.00040276i,0.00053278+0.00021856i,0.00059282-0.00010976i,-0.00093624-0.00050277i,-0.0013836-0.00044132i,-0.00038056-0.00018317i,0.00021074+0.00052046i,0.00043097+0.00055363i,-7.4524e-05+0.0008079i
0.0019946-0.0018715i,0.00091146-0.0022744i,0.00033803-0.0018646i,-0.00029237-0.00046906i,-0.00060194+0.00010107i,-0.00042668-0.00023736i,0.00033375+5.715e-05i,0.00082267+0.00041343i,0.00060684-3.8681e-05i,0.00021454-0.00013168i,-0.00041051+0.00032348i,-0.00039671-7.3845e-05i,-6.5443e-05-0.00019842i,-0.00068479+0.0005884i,-0.00058304+0.0003896i,0.00029125+0.00018711i,0.00065763+0.00046361i,0.00078996+0.00022166i,0.0005456-0.00039124i,0.00028159+0.00021784i,0.00013759+0.00079111i,6.605e-05+0.00036452i,0.00050823+0.00059148i
-0.00058499+0.00085052i,0.00027296+0.00057529i,0.0015066+0.0009494i,0.0019535+0.00061603i,0.0019683+0.00027837i,0.0013674-6.3885e-05i,0.00075355+0.0002067i,0.00087362+0.0013587i,0.0013215+0.0013588i,0.00079899+0.00019438i,0.00010553-0.00041526i,0.00028671-0.00068032i,0.00025515-0.0010501i,0.00050296-0.00083287i,0.00049539-0.00013367i,-0.00010256+0.00048355i,-0.00049557+0.00093014i,-0.0005195+0.00022661i,0.00010636-0.00046164i,0.00020305-0.00033113i,0.00028812-0.00011898i,0.0012103+0.0004677i,0.0013892+0.00015382i
0.0030488-0.0012975i,0.0026746-0.0028027i,0.0014095-0.0012818i,0.00034176-0.00089053i,0.00080687-0.00092548i,0.00061922-0.000367i,-0.00014819+6.5257e-05i,0.00028195-0.00025042i,0.00076147-0.00051848i,0.00082142-0.0007932i,0.00057176-0.0014289i,0.00035788-0.0011898i,9.4587e-05-0.00068798i,0.00032764-0.00043058i,0.00090736+0.00018389i,0.0008206+0.00027925i,0.00041125+0.00082605i,0.00025801+0.00095838i,0.00032429+0.00010232i,0.00014404-0.00022124i,-0.00014363-0.00029696i,-0.00022245+0.00012644i,-0.0001983+0.00029579i
0.0011805+0.00079966i,-0.00061302+0.00050079i,-0.0015605+0.00055043i,-0.00024606+0.00045371i,0.0010977-0.00085773i,0.0010754-0.0014889i,0.00078254-0.00088146i,0.00018028+0.00016853i,-0.00016582+0.0005878i,-0.00024858-0.0002459i,0.00035042-0.00098173i,0.0012403-0.00021099i,0.00070218+0.00039735i,0.00033518+0.00014779i,0.00071574-1.4634e-05i,0.0012355+6.6856e-06i,0.0014589+5.2915e-05i,0.0008505-0.00026908i,1.6698e-05-0.00018999i,-0.00053938-3.9648e-06i,-0.00034523+0.00023116i,-0.00027595-6.3386e-05i,-0.00043543+2.9645e-05i
-0.00098944+0.0014278i,-0.0014393+0.00098166i,-0.000619+0.00051844i,-0.00090661+0.00042536i,8.2979e-05+3.8041e-05i,0.0016668+0.00032379i,0.0012796+0.00015329i,0.00073469-0.00034062i,0.0011668+0.00062658i,0.00081038+0.0012266i,0.00045188+0.00042992i,0.0008607-0.00031432i,7.8152e-05-3.6572e-05i,-0.0010617+0.0005241i,-0.00089243+0.00027312i,5.5237e-05-0.00049779i,0.00010667-0.00038039i,-0.0004856+0.00042716i,-0.00091014+0.00033265i,-0.00091793+0.00033414i,-0.00036661+0.00060438i,-0.00056775-0.00011038i,-0.0009802-0.00018985i
-0.00082368-0.001013i,-0.0012596-0.00089451i,-0.0011842-0.00028845i,-0.00057538-0.00030361i,0.00076723-0.00080325i,0.0012738-0.00073228i,0.00034681-0.0003586i,0.00045252+0.00012536i,0.00056188+0.00035015i,0.00059173-0.00027533i,0.00087635-0.00093137i,0.00022821-0.00039763i,0.00012346-6.6755e-05i,0.00041085-0.000325i,3.5111e-06-0.00014646i,0.00051778+6.791e-05i,0.00083419-0.00017863i,0.00057332-9.7605e-05i,0.00020852+0.00031722i,-0.00019907+0.00034862i,-0.00046079+0.00050286i,3.8044e-06+0.00036341i,0.00035834+0.00014034i
0.0010868+0.0010299i,0.00085601+0.001368i,0.0011983+0.0012077i,0.001131+0.0007457i,0.0005397+0.00032842i,0.00057082+0.00059746i,0.00043273+0.00011728i,0.00048372-0.00051713i,0.00082947-0.00075192i,0.00030527-0.00050165i,-0.00055354-2.7266e-05i,-0.00064575+0.00035915i,7.0149e-05+0.00012286i,0.00060791-0.00067411i,0.00063253-0.00069322i,-0.00023913-0.0003317i,-0.00080031-0.00051146i,-0.0010263-0.0010575i,-0.00087005-0.0010754i,-0.00029038-0.00051351i,-0.00030641+3.643e-05i,-0.00062992+0.00044338i,-0.00093855+0.00024465i
0.0017069+0.0010875i,0.001476-0.00088101i,0.00086162-0.0024907i,0.00078842-0.0020246i,0.001051-0.00093797i,2.549e-06-0.000317i,-0.00079862-0.00036619i,-0.0001695-0.00033695i,0.00064321-8.1306e-05i,0.00087922+0.00026245i,0.00029294+0.00026139i,-5.1271e-05+0.00016275i,-0.00027611+0.0001521i,-0.00033427+0.00045329i,8.429e-05+0.00064256i,9.734e-05+0.00069601i,-0.00043788+0.00034122i,-0.00034959+0.00042167i,-0.00026769+0.00025253i,-0.00050675-0.00035115i,-4.7927e-05-0.00054758i,0.00057379+4.724e-05i,0.00068855+0.00040751i
0.00048054-0.0023373i,6.8724e-05-0.002284i,-0.00059847-0.0015952i,-0.0011975-0.0018134i,-0.001174-0.0019068i,8.0145e-05-0.00027969i,0.001072+0.00065856i,0.00094713-0.00022637i,0.00076439-0.00071026i,0.00018226-0.00037964i,9.215e-06-0.00028253i,0.00037003-0.00014767i,0.00058833+0.00013027i,0.00010461-0.00032445i,-0.00010498-0.00049595i,-5.4639e-05+0.00029324i,0.0005624+0.00064497i,0.001192+0.00032061i,0.00043154+0.00017409i,-0.00029544+0.0005103i,-0.00034926+0.00073219i,-0.00056904+0.00060993i,-4.6999e-05+0.0005492i
0.0015525+0.0020658i,0.001694+0.0018247i,0.0013216+0.0015874i,0.0015386+0.00078185i,0.0014559+0.00062344i,0.00069858+0.00083982i,-0.00054829+0.00083146i,-0.00078078+0.0012362i,0.00013021+0.0015034i,0.00094789+0.0011468i,0.0010347+0.00013764i,0.0010873-0.00098591i,0.00085194-0.00091615i,0.00043942-0.00034342i,0.00081372-0.00040226i,0.00053228-0.00047052i,0.00011834-0.00024956i,4.0443e-05-0.00059152i,-0.00053405-0.0008712i,-0.0001104-0.00061352i,0.0006156+0.00027652i,0.0010637+0.00092828i,0.00101+0.00082322i
0.00040924+0.0010745i,-2.2898e-05+0.0004645i,0.00044712+0.00061378i,0.0010988-0.00041618i,0.001465-0.00095392i,0.00060591-0.0009728i,0.0002406-0.00079582i,0.00031454+0.00011977i,0.0007073+0.00066124i,0.00057724-0.00011147i,-0.00028913-0.0011881i,-0.00065459-0.0011615i,-0.00078285-0.00066644i,-0.00026757-0.00066753i,2.5819e-06-0.00077913i,9.53e-07-0.00025228i,-2.3616e-05-0.0001897i,-0.0004894-0.00063109i,-0.0010129+2.9189e-05i,-0.00036281+0.00060233i,2.8922e-05+0.00081317i,-0.00014704+0.00044644i,3.7991e-06-9.3296e-05i
0.0014906+0.00025957i,0.0018123-0.0016836i,0.0016353-0.0013438i,0.0022223-0.00083355i,0.0023762-0.00063123i,0.00050014-0.00037445i,0.00010835-0.00011816i,0.00037215+0.00060282i,-5.3881e-06+0.0006587i,0.00025351-0.00051036i,0.00019078-0.0014676i,-0.00044981-0.0015191i,-0.0010466-0.00035104i,-0.0009292+0.00070355i,7.1426e-05+0.00071031i,0.00059936+0.00076102i,0.00067219+0.00073963i,0.00085113+0.00060438i,0.00086395+0.00021553i,0.0010984+7.1641e-06i,0.0010956-0.00055125i,0.00089209-0.00068112i,0.00073667-0.00033369i
-0.00052808+0.0010329i,0.0001517+0.00081765i,0.00091081+0.0016152i,0.0014334+0.0023984i,0.0012041+0.0017828i,0.00044943+0.00058371i,0.0004712-0.00018166i,0.0004281-6.3716e-05i,0.00018238+0.0002277i,0.0010546+0.00025173i,0.0014667-0.00047587i,0.0010168-0.0012829i,0.00072857-0.0013369i,0.00086987-0.0008074i,0.0010246-0.00013571i,0.00059748+0.00029013i,-0.00040704+0.00041451i,-0.00052263+0.00096944i,-0.00021772+0.0011845i,0.00016998+0.001001i,0.00059579+0.00072506i,1.3566e-06+0.00059116i,-0.00038503+0.00026207i
-0.00023023-0.0020872i,-0.0018599-0.0028781i,-0.0020217-0.0026227i,-0.00023052-0.0017045i,0.00019555-0.00068469i,-0.0002075+0.00028859i,0.00040887+0.0012358i,0.0014066+0.00086607i,0.0013674+2.7231e-05i,0.00054554-0.00012925i,0.000185+0.00020811i,-0.00011009+0.00030217i,-0.00022989+0.00047595i,-0.00036274+0.00042166i,-0.00087092-0.00073334i,-0.00041625-0.0013043i,0.00057429-0.0010483i,0.000941-0.00051644i,0.00051127-0.00060134i,0.00022177-0.00038545i,6.7062e-05-0.00066703i,0.0004258-0.00092623i,3.7555e-05-0.00045956i
2.9186e-06+0.0015365i,0.00059711+0.0023836i,0.0013039+0.0032644i,0.0010425+0.0027242i,0.00089518+0.0014578i,0.00065783+0.00064027i,4.6693e-05+0.00074848i,-0.00057131+0.0010977i,-9.465e-06+0.00070752i,0.0010248+0.00019919i,0.0015075-0.00015293i,0.0012553+0.00029127i,0.00069847+0.00088801i,0.00059751+0.00045787i,0.00029767-4.6873e-05i,-0.00027946+0.00014552i,-0.00023262+0.00050954i,-8.0784e-06+0.00055084i,9.7102e-05+0.00061569i,6.6011e-05+0.0011156i,0.00029551+0.0010945i,0.00049163+0.00055662i,0.0010579+0.00020121i
0.0014402+0.00054252i,0.0012799+0.001027i,1.8664e-05+0.00025415i,-0.00047916-0.00034852i,-0.00050455-3.4709e-05i,-0.00043331-0.00041689i,0.00042237+0.00039659i,0.0010502+0.00049392i,0.0010852-0.00038202i,0.0011053-0.00045832i,0.0007244-0.00042169i,0.00027019-4.4247e-05i,0.00025429+3.7216e-05i,7.3979e-05-0.0003856i,-0.00053652+0.0003867i,-0.00059267+0.0013671i,-0.00041921+0.00065975i,7.6472e-05-0.00063086i,0.00045582-6.1094e-05i,0.00059248+0.00064351i,0.00060153+0.00023677i,0.00052602+0.00018754i,0.00026238+0.00057135i
-0.0020314-0.0013147i,-0.0018668-0.0012159i,-0.0011861-0.0010847i,0.00011504-0.00015265i,0.00098029+0.00094137i,0.0014219+0.0012319i,0.0012562+0.00046103i,0.00016033-0.00049147i,-0.00055072-0.00047442i,-0.00017737-1.0552e-05i,0.00019922-0.0001137i,0.00042337-0.00010751i,0.00086225+0.00034174i,0.00092749+0.00054909i,-9.8796e-05+0.00017447i,-0.00018923-0.000228i,1.4393e-05+8.2766e-06i,0.00025722+0.00029533i,0.0010822+5.4824e-05i,0.00070639+0.0004977i,-0.00064183+0.0007796i,-0.00064101+0.00061277i,0.00063945+0.0003485i
-0.00090112+0.0010315i,-0.00039039+0.001993i,-0.00050216+0.0020276i,-0.00029902+0.0015764i,-0.00044709+0.0015732i,-0.00047119+0.0010274i,0.00050718+0.00067397i,0.00084314+0.00041995i,0.00018838-0.00073573i,-0.00013694-0.00083586i,-0.00026704-7.6146e-05i,-0.00070679-7.5601e-05i,-0.00093354-0.00052271i,-0.00040331-0.00065256i,0.00022836-0.00086094i,-0.00035021-0.00016026i,-0.00076446+0.0013967i,-0.00012054+0.0018081i,0.00078613+0.0010349i,0.0011469+0.00023571i,0.00097405-0.00037037i,0.00061501+1.0858e-05i,4.1839e-05+0.00046833i
-0.0014827+0.00049976i,-0.00094008+0.0007225i,-0.00029338+0.00058308i,-3.7475e-05+0.0011023i,0.00038128+0.0011711i,0.001269+9.7383e-05i,0.0010141-1.4931e-05i,0.00018952+0.00055174i,-0.00014911+0.0010107i,-0.00048559+0.0012727i,-0.0004338+0.00058242i,0.00018588+5.2784e-06i,0.00037547-5.8469e-05i,0.00033205-7.0323e-05i,0.00048292-0.00026831i,0.00033229-0.00026408i,-9.081e-05+0.00035126i,-0.00063207+0.00022127i,-0.00051898-0.00039127i,-0.00022601-1.7161e-05i,-0.00089873+0.00017225i,-0.00099471-0.00036443i,0.00034437-0.00065332i
-0.0018603-2.2978e-05i,-0.0011164-0.000214i,-0.001654+0.00098162i,-0.0013034+0.0016824i,-0.00026874+0.0017568i,3.6626e-05+0.00099483i,0.00014314+0.00021138i,0.00011034+0.00011004i,0.00029943-0.00041707i,0.00051677-7.0984e-05i,0.00029103+0.000381i,-0.00011143+0.00045805i,-0.0001668+0.00057295i,0.00076755+0.00017406i,0.0013346+4.4423e-05i,0.00083507-0.00026952i,5.5575e-05-0.00071906i,-5.8824e-06-0.00051837i,-0.00024101-0.00062272i,-0.00082327-0.00082765i,-0.00096402-0.00083798i,-0.0012725-0.00023488i,-0.00053533+0.0004162i
-0.00014584-0.00030281i,-2.8264e-05-0.00067525i,0.00010754-0.00015772i,0.00013149+0.0010125i,2.26e-06+0.0014127i,-0.00017635+0.0011087i,-5.3225e-05+0.00061416i,-0.00045557+0.00063061i,-0.00040655+0.00046533i,0.00059071+0.00044007i,0.00061198+0.0005478i,0.00045672-0.000123i,2.9974e-05-0.00085588i,-0.00088527-0.00064781i,-0.0012128-0.00044679i,-0.00084918-0.00035295i,-0.00012498-0.00023201i,0.00078861+6.9132e-05i,0.00084166+0.00088176i,3.1113e-05+0.0007788i,-0.00032596+0.00068109i,-0.0003957+0.00083772i,-0.00048119+0.00050787i
-3.9588e-05-0.00052429i,-0.00056342+0.00017713i,-0.0006405+0.00097834i,-0.0001033+0.00057636i,0.00080205-3.3553e-05i,0.0012586-3.6622e-05i,0.00068604-6.0239e-05i,0.00038939-0.0004796i,0.00058856-0.00034574i,0.00089796+1.9881e-05i,0.00026451-0.00021879i,0.00018181-0.00048245i,0.0008082-0.00030132i,0.0002216+0.0005741i,1.7089e-05+0.00087714i,0.00049292+0.0003967i,0.00026106+0.00013366i,-0.00022147-0.0001213i,0.00017092+5.2154e-05i,0.00041484+0.00010106i,0.00019036-0.00015656i,0.00014187+1.8042e-05i,-0.00020376+7.3107e-05i
