0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
7.7236e-05+0.00012835i,-7.4687e-06+0.00049489i,-0.00049151+0.00073887i,0.00062949+0.00073807i,0.0013237+0.00078949i,0.001584+0.00029335i,0.0014992-0.00048478i,0.00032783+9.1774e-06i,-0.00044519+0.00024517i,-0.00014135-0.00063419i,1.2241e-05-0.00059096i,-0.00060077-0.00014568i,-0.0011232+0.00047266i,-0.00058264+0.0011447i,-0.00010808+0.0016828i,-0.00026162+0.0013143i,-0.00019303-0.00017823i,0.00020925-0.00087435i,0.0003777-0.00039012i,-0.00045791-0.00049295i,-0.0012856-0.00021088i,-0.0011062+0.00014201i,-0.00080285-2.8608e-05i
-0.00084369-0.0006777i,-0.0012175-0.00056367i,-0.001244-0.0017393i,-0.0015197-0.0011721i,-0.00069672+0.00050249i,-0.00034573+0.0012408i,-0.00047759+0.0010355i,0.0001435+0.00083126i,0.00039742+0.00026081i,-0.00028068+0.0004302i,-0.00065554+0.00034664i,1.0792e-05-0.00026554i,-0.00076476+9.6782e-05i,-0.0016153-0.00057106i,-0.00029785-0.0014119i,0.00043529-0.00030853i,9.4925e-05+0.00080911i,-0.00058027+0.00036577i,-0.00087445-0.0002946i,-0.00014951-0.00029669i,0.00044309-0.0001902i,0.00020402-5.6339e-05i,-0.00029611-0.00022052i
-0.0015037-0.0011238i,-0.0010727-0.00051153i,3.3038e-05-0.00048139i,0.00020931-0.00017537i,0.00018997-0.00018831i,0.00057092-0.00069268i,0.00050248-0.00045362i,0.00011332+0.00029158i,0.00040235+0.00059988i,-1.4755e-05+0.00011551i,-0.00031798+0.0001679i,-0.00028241+0.00025528i,-0.00024535+0.00013464i,-0.00018709-0.00067304i,0.00027261-0.00064113i,0.00043592+0.00033951i,0.00026342+0.00011285i,0.0003361-4.0386e-05i,0.0007857-1.2151e-05i,0.00097302-5.7801e-05i,0.00095217-0.00011756i,0.00037214-0.00045669i,-0.00040621-0.00029635i
-0.00011342-0.0016136i,-0.00017609-0.0013209i,2.6822e-05-0.0006925i,0.00019625+4.1721e-05i,0.0001273+0.00062106i,-0.00012311-3.3054e-05i,-1.4616e-05-0.00026004i,0.00018049-0.00017373i,7.4995e-07-0.00070262i,-0.00026852-0.00063651i,0.00026573-0.00047597i,-8.8438e-05-0.00014748i,-0.0011111-9.7134e-05i,-0.0005627-7.2232e-05i,1.542e-05+0.00022147i,-9.1541e-05+4.5496e-05i,0.00011943+0.00044425i,0.0004402+0.00063281i,0.00043721+0.00047708i,0.00028637+2.4029e-05i,9.2148e-05-0.00019028i,0.00019619+0.00019333i,0.00056719+0.00055327i
0.00059081+0.00028617i,0.0007059+0.00013006i,0.00078741-0.0014815i,-7.7733e-05-0.0012678i,2.4944e-05+0.00048782i,-0.0002043+0.00093815i,-0.00033064+0.0006725i,-0.00031634+0.0012639i,-0.00049121+0.00063538i,-0.00033875-0.00053807i,-0.00048616+0.00029817i,-0.00044889+0.00069656i,-0.00025563+0.00026469i,-2.9011e-05+0.00015512i,0.00042203+2.4756e-05i,0.0010027-4.4096e-05i,0.00078704+0.00028547i,0.00012162+0.00046524i,1.003e-05-0.00019097i,-0.00025468-1.906e-05i,-0.00032262+5.78e-05i,0.00027673-0.00021605i,0.00056785+5.9428e-05i
-0.0010881+0.00094181i,0.00031274+0.0012346i,0.0012359+0.0015485i,0.00197+0.002023i,0.0016573+0.0014199i,0.0012943-0.00011985i,0.0014047-0.00074729i,0.00067904-0.0012151i,-0.00094948-0.0015375i,-0.0017688-0.0016176i,-0.001102-0.0011377i,-0.00036175-0.00038666i,-0.00078441-0.00022307i,-0.0013157-0.00022456i,-0.0010427-4.6907e-05i,3.7605e-05+0.00038861i,9.0547e-05+0.00070201i,-0.00082067+0.00072362i,-0.0006414+0.0010051i,-0.00024681+0.0008494i,-0.00037625-3.6904e-05i,-0.00054629-4.0246e-05i,-0.00089066-0.00016138i
-0.0012388-0.0020104i,-0.0016293-0.0023067i,-0.0018973-0.0021209i,-0.0017228-0.00070887i,-0.0020486+0.00037431i,-0.0018069+0.00028756i,-0.00061997+7.6076e-05i,-0.00049065+0.00014763i,-0.0010101+4.2244e-05i,-0.0015575-9.1274e-05i,-0.0011368-5.5131e-06i,-0.00055268-0.00013502i,0.00013368+0.00015996i,0.0010977+0.00068715i,0.00085537+0.00056757i,0.00050323-0.00013577i,2.8285e-05+0.00020407i,-0.00042361+0.0002263i,0.00060929-0.00012074i,0.00044531+0.00036323i,-0.00074196+0.00043822i,-0.00042998-0.00011951i,-0.00015767-0.00013994i
-0.0013913-0.00031794i,-0.0015713+0.00040179i,-0.0014436+0.0030044i,-0.00027779+0.0038337i,0.00072741+0.0017577i,0.00085441-8.9842e-05i,0.0004789+0.00071894i,0.00043373+0.00090604i,0.00010993+0.0001152i,-0.00035529-0.00012609i,-3.0916e-05+8.3989e-05i,0.00078839-0.0002451i,0.00027561-0.00066523i,-0.00056304-0.0010434i,-0.00088643-0.00082762i,-0.0010224-0.00055024i,-0.0003629-0.00067595i,0.0004483-0.00011063i,0.0011695+0.00070249i,0.0014292+0.00012166i,0.0013128-0.00074759i,0.00034085-0.00014784i,-0.00023671-0.00010266i
0.0030997-5.1058e-05i,0.0028675-0.00042147i,0.0019817-0.00086916i,0.00061633-0.00096724i,-0.00052788-0.00087178i,-0.00081522-0.0010645i,-0.00063591-0.00029242i,-0.0013898+0.00048532i,-0.0017523+0.00049846i,-0.00033639+0.00070675i,0.00026769+0.00076424i,-0.0006677+0.00049093i,-0.0013044-0.0001526i,-0.00074163-0.00039894i,-0.00061744+0.00032223i,-0.00056334+0.00019913i,-4.7083e-05-0.0002475i,7.3698e-05-0.00028258i,0.00040546+0.00018808i,0.00028874+0.00067475i,0.00042801-4.7991e-05i,0.00068941-0.00066387i,0.00013842-0.00046091i
-0.0013808+0.00070866i,-0.0015808+0.0004363i,-0.00081996-9.5402e-05i,-0.00038665-0.00019166i,-0.00041828+0.00015827i,-0.0006246+0.00039345i,-0.00052486+0.00069264i,-0.00079579+0.00081578i,-0.0011686+0.00061089i,-0.0014904+0.00055714i,-0.00087921+0.00028743i,-2.9553e-05+0.00022771i,-0.00080458+0.00025407i,-0.001135+0.00027068i,-0.00024614+0.00044775i,0.0003349+0.00075231i,-0.00040074+0.00084322i,-0.00067749+0.00028849i,-6.9467e-05+0.00030854i,0.00049271+0.00092511i,0.00076525+0.0012529i,9.7635e-05+0.00069224i,-0.00018909-5.9802e-05i
0.0022406-0.00080652i,0.00074457+0.00031297i,0.00032815+0.0015267i,0.0017151+0.0023256i,0.0015963+0.0018861i,0.00031405+0.0010172i,-0.00033852+0.00083172i,-8.8947e-06+0.00074295i,0.00038954+0.00023032i,0.00036592-0.00058173i,0.00040321-0.00046883i,-0.00040821-4.2571e-05i,-0.0013848-2.9821e-05i,-0.00063514+0.00071671i,0.00064447+0.00068197i,0.00060218+0.00033011i,-0.00011093+0.00054001i,-0.00013813+0.00026829i,0.00021508+0.00028067i,0.00019685+0.00022183i,-0.00017964-1.467e-05i,-0.00089182-0.00039274i,-0.0011121-0.00047479i
0.00063061+0.00068886i,0.0017712+0.00017935i,0.0029527-0.00021712i,0.0023068-0.00045159i,0.00051952-0.00093039i,-0.00011095-0.00034722i,-0.00025711-6.4097e-05i,-0.00082186-0.00046291i,-0.00040105-0.0009478i,-0.00020063-0.0012954i,-0.00057411-0.0010135i,-0.00022064-0.00029872i,-0.00060864+0.00066996i,-0.00068831+0.0014277i,-7.3816e-05+0.00099132i,-7.493e-05+0.00030415i,-0.00030894+0.00014402i,0.00010439+4.4234e-05i,0.000114+0.00021328i,-0.00010786+0.00056105i,0.00020069+0.00017303i,0.00073729-0.00030292i,0.00063676-0.00046595i
5.413e-05-0.00013434i,-0.00037038+9.3558e-05i,-0.00079175+5.3244e-05i,-0.0015398+3.687e-05i,-0.0016351-7.2452e-05i,-0.0015706+6.6725e-05i,-0.00084853+0.00051847i,-2.0439e-05+0.00078388i,-6.7613e-05+0.00064499i,0.00010163+0.00053736i,-3.2073e-05+0.00045758i,-0.00076121+0.00051553i,-0.00085825+0.00012112i,-2.9207e-05-0.00052332i,0.00058826-0.0001211i,0.000583+0.00051707i,0.00012867+0.00028257i,0.0001238+5.6986e-05i,0.00042215+0.00014345i,0.00066042+0.00021064i,0.00059343-0.00033699i,-0.00012393-0.0010931i,-0.00046415-0.00097274i
0.00084047+0.00048339i,0.00088791+0.0015673i,0.00142+0.0017799i,0.0018806+0.0016554i,0.0016571+0.001253i,0.00083468+0.00038101i,0.0001119+0.00017382i,-0.00013974+8.4054e-06i,0.0001809-0.00086942i,6.5588e-05-0.00066569i,-0.0001211+9.0182e-05i,-0.000158+9.4413e-05i,-0.0006007+0.00015713i,-0.00041384+0.00045225i,-0.00019122+0.0004806i,-0.00024244+0.00051655i,-0.00026698-0.00016144i,2.5905e-05-0.0006446i,0.00030846-0.0002189i,4.8797e-06-0.00014493i,-0.00061095-0.00017657i,-0.00041829-0.00017518i,-0.00020526+0.00015618i
-0.0027017+0.00042602i,-0.0030555+0.00016093i,-0.0018525+0.00083089i,-1.5475e-05+0.0014786i,0.00097757+0.0017597i,0.00070322+0.00090319i,0.00016215-0.00011821i,9.6411e-05-0.00041476i,5.5659e-06-0.0004163i,-0.00023033-0.00031986i,-0.00032387+8.6146e-05i,-0.00043049-0.00051935i,0.00018291-0.0011778i,0.00086918-0.0011881i,0.00082589-0.00030876i,0.00047862+0.00066998i,0.00034139+0.0013855i,6.0892e-05+0.0014045i,-0.00058755+0.0010788i,-0.00037058+0.00066061i,0.0002871+0.00025931i,-0.00016471+7.5925e-05i,-0.00093046-0.00011924i
0.00027311+0.00044893i,-0.0003379+0.00094894i,-0.00017265+0.00030445i,-0.00010185+0.00047811i,-0.00018616+0.00081403i,-0.00035151+0.00044971i,-0.00045257+0.00040031i,-0.00048945+0.00014796i,-0.00046606-0.00029058i,-6.1178e-05-0.00025983i,-0.00025662-0.00019024i,-0.00025771-0.00018508i,3.5144e-05+0.00026192i,0.00025117+0.00038644i,0.00060554+0.00064153i,0.00057058+0.00022651i,-0.00012959+6.921e-05i,-0.00058642+2.2274e-05i,-0.00096194+0.00042915i,-0.0011664+1.8183e-05i,1.4827e-05-0.00086653i,0.0010076-4.7503e-05i,0.00097005+0.0010283i
0.00030198-0.0014737i,0.00092309-0.00085353i,0.00051334-0.00018096i,0.00057029+0.0014599i,0.0011481+0.0019151i,0.00029339+0.0018425i,-0.00014648+0.0014131i,-0.00034639+0.00091196i,-0.0010946+4.3952e-05i,-0.0017908-0.0008303i,-0.0016276-0.00061351i,-0.0010194+1.5473e-05i,-2.53e-05+0.00022973i,0.00023764+0.00055283i,-0.00061317+0.00021299i,-0.0011623+0.00035127i,-0.0015612+0.00060147i,-0.000882-9.9522e-05i,0.00022993+0.00032086i,0.00084951+0.00012348i,0.0011011-0.0004263i,0.00050422-0.00059124i,2.7539e-05-0.00063233i
0.00012903+0.0009283i,0.00021048+0.00038943i,0.0010928-0.0007451i,0.0011344-0.00053604i,-0.00050908+0.00023914i,-0.0013454+0.00050761i,-0.00097431+0.00028909i,-0.00044075+0.00019797i,-0.00041925+0.0001292i,-0.00031843+0.000276i,0.00045013+0.00043925i,0.00053109+0.00040568i,-0.00047787+0.00067046i,-0.00032098+0.0003891i,-0.00040648-0.00018177i,-0.0011077-0.00057303i,-0.00093028-0.00036488i,-0.00029751+0.00013898i,0.00017778+0.00046208i,-2.3261e-05+0.00073406i,-0.00027257+0.00084108i,-0.00047397+0.00013382i,-0.00015206-0.00070497i
-0.00092186-0.00088315i,-0.0017059-0.00046431i,-0.0027947-0.00032671i,-0.001803+0.00061965i,-0.00034824+0.0010821i,0.00029542+0.0010837i,-0.00010072+0.0015764i,-0.0011242+0.0012771i,-0.0019494+0.0005325i,-0.0019603-0.00040748i,-0.0017398-0.00097515i,-0.0012074-0.00019045i,-0.0002066-0.00013949i,-0.00026255-0.00024292i,-0.00051811-0.00058198i,-3.2822e-05-0.00062752i,-0.00017409+2.9244e-05i,-0.0002224+0.00040848i,-7.7818e-06+0.00039012i,0.00023952+3.973e-06i,0.00013199+0.00017244i,-0.00029418-9.4885e-05i,-5.3206e-05-0.00027529i
0.0024896+0.0011018i,0.0023574+0.0016197i,0.0030724+0.0009648i,0.0029508+6.3261e-05i,0.0011874-0.00056981i,-0.00014099-0.00075089i,-0.00022761-0.00024148i,-0.00038634+0.00018276i,-0.00060762-0.00021361i,-0.00030234-0.0008481i,2.237e-05-0.0011095i,1.1428e-05-0.00099677i,0.00014965-8.2969e-06i,5.4933e-05-8.4554e-06i,0.00015316-0.0008209i,0.00022346-0.001128i,6.0069e-05-0.00035958i,9.7741e-06+0.00049134i,0.00030182+0.0010112i,-0.00024018+0.0011149i,-0.00033585+0.0001235i,0.00020012-0.00044583i,9.6135e-05-0.00022283i
-0.0010105-0.0014173i,-0.0011059-0.0017571i,-0.0011449-0.0011674i,-0.00077283-6.8347e-05i,-0.0013854+0.00051626i,-0.0018224+0.00037552i,-0.00042557+0.00076013i,-0.00014154+0.0011926i,-0.0005377+0.00078723i,-0.00029501+0.00055489i,0.00049338+0.00054965i,0.00055059+0.00058324i,-0.00017884+0.00044064i,0.00034138+0.0013171i,0.00027815+0.0015633i,-0.00013436+0.00030447i,-2.218e-06-3.1288e-05i,-0.00025437+0.00035376i,-0.00013284-6.4216e-05i,-6.8616e-05-0.00010249i,-0.00063616+0.00030146i,-0.00066451+0.00037655i,-0.00029578-0.00048981i
0.00070047-0.00036835i,0.001576+0.00085855i,0.0023721+0.0015946i,0.0023269+0.00164i,0.0017022+0.00086999i,0.00043261+0.00030469i,-0.0010126+0.00046292i,-0.0012634+0.00022749i,-0.001212-0.00035212i,-0.0015378-0.00076355i,-0.0017874-0.00056543i,-0.0014043-0.00043788i,-0.00075691-0.0009417i,-0.00016105-0.00076088i,7.1451e-05-0.00034402i,0.00013192-0.00026877i,-0.00023771+9.7124e-06i,-0.0011698+0.00068747i,-0.0019873+0.00042029i,-0.0013417-0.00042255i,-0.00033193-5.2467e-06i,3.1842e-06+0.00082154i,0.00091868+0.00053025i
0.00082539-0.0020663i,0.00067505-0.0016751i,-0.00070735-0.0020547i,-0.00076595-0.00081602i,-0.00085062+0.001701i,-0.00099692+0.0022878i,-0.0014623+0.00086675i,-0.0021939-0.0011011i,-0.0022285-0.0021588i,-0.00185-0.0013273i,-0.0011579-0.00038195i,-0.00059204+0.00044986i,6.0656e-07+0.0002449i,-0.00026219-0.00054726i,-0.00087627-0.00068045i,-0.00012702-0.00024144i,8.7928e-05+0.00079325i,-0.00052407+0.0006012i,-0.00065533+0.00012838i,-0.00091074+0.000569i,-0.00044728+0.00034602i,-0.00012748+0.00024026i,-0.00057619+0.00037301i
0.00075215-0.00051717i,0.00060256-0.0003508i,-0.00057685-0.00049522i,-0.0023107-0.00017616i,-0.0019967+0.00079174i,-0.00071237+0.00076363i,-0.00037804+0.00024849i,-0.00089246+0.00031759i,-0.0012464-4.677e-05i,-0.0008655-0.00018594i,-0.00044914-0.00022224i,-0.000257-0.00088821i,0.00020983-0.0015007i,0.0006821-0.00094058i,0.0006846+5.7349e-05i,0.00074802-0.00052212i,0.00026563-0.00068526i,-0.00027174+0.00083906i,-0.00063406+0.0013081i,-0.00041459+0.00015186i,-0.00048793+6.1294e-05i,-0.00060939+2.4716e-05i,0.00019994-0.0007229i
-0.00037983+0.00066479i,-0.00095489+0.00084121i,-0.0014577+0.0014196i,-0.00012664+0.0025238i,0.00083281+0.0020165i,-0.00038787+0.00033825i,-0.00081095+5.9958e-05i,-0.00028792+0.00071213i,-0.0004456+0.00020679i,-0.00041592-0.00095276i,-0.00048223-0.00094671i,-0.00014591-1.7895e-05i,-0.00041845+0.00021951i,-0.00062805+0.000242i,-6.9796e-05+0.00056308i,0.00011915+0.00029305i,0.00045866+0.00093954i,0.0001023+0.0014775i,-0.00045426+0.00088461i,-3.6323e-05+0.00022204i,0.00041489-0.00016406i,0.00012482-0.00040208i,-0.00062269-0.00020047i
0.0026463-0.00043657i,0.0019689-0.0015189i,0.0020579-0.0012546i,0.0016051-0.00094274i,3.7749e-06-0.00047567i,-0.00098925-0.00020276i,-0.00046217-0.00014038i,3.4311e-06-0.00028181i,-0.00086357-0.00097844i,-0.0014783-0.00090862i,-0.0012984+0.0003835i,-0.0010036+0.0010232i,-0.0004401+0.0011277i,-5.7723e-05+0.00062824i,-0.00062333+8.1194e-05i,-0.0011261+7.7051e-05i,-0.00080064+7.3713e-05i,9.5427e-06+0.00045065i,0.00039086-1.8302e-05i,-0.00033125+1.1039e-05i,-0.00083528+0.0003556i,-0.00027707-8.6446e-05i,-0.00034838+0.00014558i
-5.164e-05+0.0013669i,0.00017413+0.0013769i,0.00031472+0.00095388i,0.00029383+0.0016749i,0.00045631+0.002075i,0.00052742+0.0012996i,2.0374e-05+0.00051759i,-0.00015483+2.9883e-05i,-0.00070641-4.4021e-06i,-0.0010681+1.8459e-05i,-0.00059963+0.0001604i,-0.00035461+0.00017728i,-0.00040672-2.2969e-05i,-0.00075524-0.00035002i,-0.00080636-0.00068116i,-0.00041905+0.00029259i,-0.00075069+0.00097179i,-0.00086867-0.00026332i,-0.00084574-0.00074263i,-0.00092207+7.9578e-06i,-0.00061035-0.00013518i,-0.00035126-0.00076646i,-8.9283e-05-0.00059732i
-0.00095306+0.0010077i,-0.00082054+8.8961e-05i,0.00015656+0.00092092i,0.00047136+0.0014286i,0.00042954+0.00075671i,-0.0002421+0.00076075i,-0.00028504+0.00079213i,0.00047543-7.707e-05i,0.00042689-0.0009864i,-0.00058652-0.0013699i,-0.0011677-0.0015241i,-0.00097226-0.0011959i,-0.00098377-0.0012013i,-0.0011567-0.0010725i,-0.00090263-0.0005374i,-0.00059417+2.9096e-05i,-0.00054523+0.00016873i,-7.5745e-05+0.00046462i,0.00044015+0.00099688i,0.00020239+0.0009746i,-6.5205e-05+0.00028863i,-0.0007098-0.00023288i,-0.0010762+0.00036043i
0.0014214-0.000819i,0.0013657-0.0012526i,0.0021886-0.0012257i,0.0022962-0.00086365i,0.0015565-0.00061439i,0.00078906-0.00031286i,0.000362+1.1679e-05i,-6.7664e-05+8.4265e-05i,2.3304e-05-0.00065821i,-6.1969e-05-0.0005431i,-0.00026935-0.0001367i,0.00041048+0.00021092i,0.00081327+0.00055979i,0.00056863-0.00035324i,0.00058615-0.00043924i,0.00064934+0.00024511i,0.00010182-0.00019394i,0.00018106-0.00092758i,0.00076084-0.0015017i,0.000727-0.00069442i,0.0007543+0.00045504i,0.00032272+5.2281e-05i,-0.0012955-0.00078636i
0.0028298-0.0018133i,0.0012039-0.0014378i,0.00021306-0.0014198i,-8.8364e-05-0.00091233i,-0.00080269-0.00038776i,-0.0011644-0.00060816i,-0.00074131-0.00048858i,-0.00029153-0.00046484i,-0.00044731-0.0010186i,-0.00028041-0.0010761i,-2.5406e-05-9.1862e-05i,-0.00048128-8.4467e-05i,-0.00060757-0.00046032i,9.639e-05+0.00011218i,0.00056376+0.00045772i,0.00098879+0.00049988i,0.0012915+0.00016617i,0.0012231+0.00031695i,0.00078708+0.0001748i,0.00017274-0.00014952i,-8.2718e-05+1.8761e-05i,-0.00031711+0.0002403i,-0.00061322+0.00079377i
-0.00031753+0.00056836i,-0.00016363+0.0020116i,-0.000884+0.0022032i,-0.0001772+0.001659i,0.0009076+0.0013958i,0.00047205+0.00094581i,-0.00011328+0.0011704i,-0.00053161+0.00058277i,-0.00070572-0.00032983i,-0.00027841-0.00054798i,-0.00045312-0.001087i,-0.00055458-0.0010424i,-0.00070965-0.0005338i,-0.00084217-0.00028226i,-0.00063759-0.00021837i,-0.00073638-0.0007063i,-0.00055226-0.0011686i,0.00012467-0.00077836i,-0.00012119-0.00021258i,-0.00074667+0.00039138i,-0.00074425+0.00019539i,-0.00062372-7.1375e-05i,-0.00038747-0.00020334i
-0.0002441-0.0017286i,-0.00052231-0.00015972i,-0.00080516+0.00096874i,0.00013826+0.0014471i,0.00062699+0.001614i,0.00087945+0.00090973i,0.0008787+0.00010611i,0.00016346+4.1486e-05i,4.8074e-05-0.00062858i,-0.00012696-0.00096576i,-0.000541-0.00086916i,-0.0010478-0.00033636i,-0.0013702-0.00052737i,-0.00075962-0.0012207i,0.00029183-0.0012593i,0.00070476-0.00099699i,0.00025506-7.6175e-06i,-0.0005999+0.00050777i,-0.00059289+0.0007481i,-0.00045817+0.0011104i,-0.00010121+0.00044609i,0.00020087-0.00022943i,-8.6562e-05-0.0002067i
0.00047711+0.00090466i,-0.00013159+0.00058646i,-0.00044279+0.00050483i,-0.00073817+0.0015065i,-0.00092396+0.0010656i,-0.0006578-0.0003552i,-0.00052308+3.9616e-06i,-0.00087496-0.00022807i,-0.0010799-0.0003628i,-0.00065351-5.3172e-05i,-0.00083851+0.00020889i,-0.00099737+0.00048003i,-0.0011001-9.8586e-06i,-0.0006483-0.0003989i,9.3441e-05-0.00057835i,0.00070304-0.00087168i,0.00034759-0.00069898i,-0.0004023+0.00010456i,-0.00051482+0.0010042i,-0.00020636+0.00056776i,-0.00028128-0.00038139i,-0.00023869-0.00024649i,-0.00047609+0.00025416i
0.00043519+0.00068949i,0.0010151+0.00116i,0.0015208+0.0018481i,0.0013253+0.0011624i,0.0010405+0.00076584i,0.00095352+0.00039104i,5.8665e-05-2.538e-05i,-0.00024133-9.9897e-05i,-0.0008045+0.00033445i,-0.0015834+4.5449e-05i,-0.0011408-0.0010554i,-0.00024659-0.00088715i,-0.00010799+0.00053244i,0.00037511+0.0014676i,-0.00021451+0.0023762i,-0.001337+0.002052i,-0.00099186+0.00063527i,-0.00030782+0.0001486i,0.00025489-0.00078343i,0.00034505-0.0010568i,-0.00015211-0.00044441i,0.00047201-0.00059929i,0.0014207-0.00085945i
0.0011456+0.0022752i,0.0017705+0.0011099i,0.0020859+0.0013575i,0.0019003+0.0013548i,0.0012522+0.00044995i,0.00016999+0.00053814i,-8.46e-05+0.00028535i,0.00066632-0.00085251i,0.00064505-0.0017796i,2.3431e-05-0.0010711i,-0.00072952-0.00030647i,-0.0016786+0.00040334i,-0.0012164+6.8306e-05i,-0.00010304-0.0011874i,0.00074014-0.00055559i,0.0009931+0.00065353i,0.00056349+0.00060924i,0.00018885+0.00059958i,-0.00028273+0.00054119i,-0.00055673+0.00050338i,2.5356e-05+0.00086488i,0.00053137+0.00088531i,-3.7473e-05+0.00046905i
7.5497e-05+0.0010494i,-0.00051707+0.0016603i,-0.00024976+0.00030692i,-0.00052149+0.00018709i,-0.00087896+0.00042333i,-0.0010349+0.00087529i,-0.0011491+0.0012583i,-0.00047382+4.5446e-05i,0.00024243-0.00064891i,1.1231e-06-0.0010377i,-0.00022995-0.00072304i,-0.00047716+5.9155e-05i,-0.00082887+0.00013213i,-0.0013749+0.00051447i,-0.0020335+0.00079813i,-0.0014274+0.00023353i,0.00022973+0.00041075i,0.00072661+0.00057155i,0.00039186+0.00011975i,-0.0003263+0.00045325i,-0.0005315+0.00035597i,-0.00082042+0.00011708i,-0.0013607-0.00017206i
0.001429+0.0010254i,0.0010779+0.0010964i,0.0016496+0.0016692i,0.0026961+0.0019103i,0.002477+0.0019318i,0.0010476+0.0014885i,0.00019586+0.00064794i,0.00014902+0.00061106i,0.00021262+8.9239e-06i,-0.00011775-0.00037871i,-0.00081614-9.043e-05i,-0.00091835-0.00015634i,-0.00054923+6.087e-05i,-9.7142e-05+0.00024455i,-0.00027598-5.9998e-05i,-0.00017972-2.1463e-05i,-7.1798e-05+3.9199e-05i,1.3035e-05-0.00036092i,7.6457e-05+9.738e-05i,0.00023939-0.00054362i,0.00036803-0.0007106i,0.00026815-0.00026692i,0.00019814-0.0002807i
0.00095697+5.2106e-06i,0.0017739+5.9606e-05i,0.0015264+0.00079385i,0.001026+0.00015928i,0.0010283-0.00059153i,0.00061227-0.00019854i,-0.00050623+0.00022718i,-0.00085537+0.00052248i,-0.00026692+0.00064641i,0.0001103+0.0010206i,-0.00018953+0.0012655i,-0.00086041+0.00074737i,-0.00080993+0.0001401i,-0.00027762+0.00026992i,-6.7962e-05-0.00015113i,0.00031646-0.00031215i,0.00078891+0.00011432i,0.00058282+0.00015784i,0.00027607-8.307e-05i,0.00037613-0.00043109i,0.00074414-0.00020376i,1.9062e-05-0.00025072i,-0.00048639-0.00012858i
-0.0014536+9.6562e-05i,-0.001805+0.0013267i,-0.0016551+0.0023479i,-0.00039319+0.0025639i,0.00040118+0.0020522i,0.00025083+0.00050423i,-0.00034716+8.3669e-05i,-0.00047713-2.5549e-05i,-0.00034043-0.00047054i,-0.0002767-0.00060157i,-0.00019914-0.00040343i,-0.00062844-1.5557e-06i,-0.00063064+0.00039051i,-0.0001759+0.00050218i,0.00017147+0.00023974i,0.00010963+0.00025706i,0.00084914+0.00028437i,0.0010197+0.00037064i,0.0001295+0.00051537i,-0.00037128-7.9025e-05i,-0.00012842-0.00018027i,-0.00048913+0.00050253i,-0.00030003+0.00074532i
1.2201e-05+0.0027388i,-0.00079611+0.0036995i,0.00034995+0.003773i,0.0015768+0.0025327i,0.0011141+0.00050953i,0.00042854-0.00033125i,-0.00015287-0.00033246i,-0.0002992-0.00038316i,-0.00053057-5.2854e-05i,-0.00041403-0.00016903i,0.00050101-0.00077488i,0.00049519-0.00094944i,-0.0005566-0.0012196i,-0.0014567-0.00050032i,-0.0014114+0.00029052i,-0.001086+0.00047669i,-0.00090803+0.00056735i,-0.0010777+0.0011206i,-0.00065286+0.0014682i,7.3504e-05+0.0014253i,-0.0002318+0.0010806i,-0.00052507+0.00051255i,-0.00049545-0.0001746i
0.0027917-0.00045517i,0.0022232-0.00013181i,0.0016751-0.0003696i,0.00033337-0.00029888i,-0.00090192-0.00013439i,-0.00090867-0.00024513i,-0.00039434+0.00019144i,8.1794e-06+0.00048621i,0.00011517+0.00072136i,-6.7412e-06+0.00061906i,5.1608e-05-0.00022232i,0.00029333-0.00019636i,0.00014931-0.00028439i,-4.0717e-05-0.0006793i,-0.00028321-0.00063147i,-0.00053018-0.00012805i,-0.00056645-0.00014212i,-0.00045142-0.00057902i,-0.00076066-0.00027947i,-0.0010552-0.00015332i,-0.00067548-0.00043912i,-0.00026375-0.00039584i,-0.00058207-0.00072375i
0.0017188+0.0021243i,0.0016381+0.0015731i,0.0019344+0.0018935i,0.0018467+0.0017544i,0.0010871+0.00079657i,0.00012877+0.00035836i,2.5091e-05+0.00019763i,0.00025919+0.00067867i,0.00023915+0.00032077i,0.00010967-0.00061951i,-0.00074287-0.00064585i,-0.00090446-0.00018636i,-0.00028175+0.00045274i,-0.00018833+0.00080987i,-0.00021967+0.001006i,-0.00053904+0.00095566i,-0.00059291+0.00026789i,0.00012641-2.242e-06i,0.00043715+1.8966e-05i,0.00040519+0.00010104i,0.00063503+0.00068968i,0.00022842+0.00065843i,-0.00064176+0.00041641i
