0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
0.00023262+0.0012215i,3.2573e-05+0.0025246i,0.0010141+0.0023264i,0.0015321+0.0014219i,0.0011666+0.00083423i,0.0004715+4.4396e-05i,-2.6099e-05-0.00032404i,-0.00056871-0.00024305i,-0.00085365-0.00072085i,-0.00022722-0.00053247i,-0.00018362-4.471e-06i,-0.0011822+0.00054354i,-0.0020359+0.00044034i,-0.0014254+0.00016734i,-4.1433e-05+0.00031236i,0.00035255+0.00033431i,-0.00068128+0.00037393i,-0.00022587+0.00015779i,0.00092542+0.00020428i,0.0011574+0.00058252i,0.00050111+0.00033397i,-5.0852e-05+5.9911e-05i,0.00062962-7.5313e-05i
-0.00039519-0.0014306i,-0.00079556-0.0010161i,-0.0010845-0.00026947i,-0.00083939-5.2403e-05i,-7.1175e-05-7.2002e-05i,-0.0001771+0.0010787i,-0.00053856+0.0014557i,-0.00014959+0.00069425i,-0.00081108+0.00042606i,-0.0010621+0.00013519i,-0.00052892-0.00027908i,-0.00055378-0.00018151i,-0.00070491+0.00062646i,-0.00087694+0.0010474i,-0.0009727+0.00057699i,-0.0011369-0.00034121i,-0.0012798-0.00043091i,-0.0010668+1.8482e-05i,-0.00019564+0.00024269i,1.932e-05+0.0004138i,-0.00050345-0.00040207i,-3.196e-05-0.00068652i,2.1899e-05+7.0931e-05i
-0.00017354-6.2418e-05i,-0.00075345+0.00084922i,-0.00081143+0.0016782i,0.00016647+0.0021328i,-0.00027522+0.0014841i,-0.0008597+0.00013332i,-8.6564e-05-0.00094874i,0.00051986-0.00084837i,0.00053178-0.00059806i,-0.00060644-0.0003402i,-0.0013878-4.4966e-05i,-0.001237-0.00016334i,-0.00080709-0.00022447i,-0.0003792-5.2014e-05i,-2.9513e-06+0.00036962i,0.00031489+1.6287e-05i,-8.8357e-05-0.00072137i,-0.00021152-0.00058408i,-9.3805e-05+0.00034907i,-0.0005902+0.00096105i,-0.00077352+0.00094151i,-0.00065443+0.00072178i,-0.00044108+0.00066223i
-0.0014498+5.0626e-05i,-0.00096753+0.00019722i,-3.6648e-05+0.0016956i,8.1689e-05+0.0013908i,0.00024954+0.00047073i,4.7233e-05-0.00038355i,-0.00026778-0.0003726i,-0.00071355+0.00048968i,-0.00099779+0.00019948i,-0.00064987-0.00041365i,-0.00040549+0.00011032i,-0.00075336-1.7001e-05i,-0.001145-0.00054335i,-0.0006148-0.00013688i,0.00053071+0.00010178i,0.00073052-0.00065183i,0.0005291-0.0013192i,0.0002371-0.0012782i,-0.00021642-0.00065254i,0.00013016-0.00064841i,0.0004625-0.0008165i,0.0003968+6.3981e-05i,0.00028581-0.00012512i
0.0015408-0.0015492i,1.8968e-05-0.00069735i,0.00050037-0.0012719i,0.001827-0.0011129i,0.0009251-0.000675i,-0.00030917-0.00012833i,-0.00023966-0.00013105i,-0.00011827-0.0011109i,-0.00054463-0.0016799i,-0.0012304-0.0016711i,-0.0010338-0.001033i,-0.0010191-0.00033596i,-0.0011373+0.00058731i,-0.00011107+0.00096346i,0.00042111+0.00086931i,-0.00024739+0.00064111i,-0.0006918+0.00070131i,-0.00031452+0.00085199i,0.0001549+0.00075315i,0.00032406+0.00049585i,0.00028013+0.00012741i,-0.00010029+0.00054257i,-0.00072969+0.00046737i
0.0022089-4.7204e-05i,0.0017776+0.000972i,0.00043864+0.00080364i,0.00016488+0.00056912i,-1.2597e-05+0.00048627i,-0.00058711+0.00035457i,-0.00075427+0.00070638i,-0.00035089+0.0002847i,-8.2414e-05-0.00027251i,-0.00039951+0.00021159i,-0.00064634-2.7909e-05i,-0.00079466-0.0003208i,-0.0017698+0.00066528i,-0.00095266+0.00107i,0.00074113+0.0010457i,0.00070083+0.00065306i,6.4803e-05+0.0001017i,0.00036625+1.7205e-05i,0.001036+0.00020929i,0.0013467+0.0003103i,0.0010679+0.00010652i,0.00024782+0.00035983i,-0.00021146+0.00036506i
0.0024617-0.0011234i,0.0032723-0.0010114i,0.0030323-0.0014939i,0.0019008-0.0018593i,0.00088399-0.0018881i,-0.00013665-0.0010428i,-0.00024494+0.00076497i,-0.00030834+0.0010439i,-1.9489e-05-0.00026393i,-4.3046e-05-0.00073484i,-0.00017481-0.0004303i,-2.4941e-05-0.00014406i,3.5671e-05+0.00054553i,-5.0648e-06+0.0011157i,-0.00017797+0.00087319i,-0.0007531+0.00068013i,-0.0010189+0.00092348i,-0.00085284+0.00073685i,-0.00073151+0.00050462i,-0.00049475+0.001038i,-0.00031816+0.00098361i,7.6918e-05+0.00027219i,0.0004819+0.00021031i
0.00014442-0.0017591i,-0.0013366-0.0019067i,-0.002201-0.0018033i,-0.0016308-0.00060183i,-0.0008039+0.00041702i,-0.00083632+0.00098026i,-0.00092955+0.00054203i,-0.00077686+1.1287e-05i,-0.0012782-0.00012729i,-0.0020127+0.00035226i,-0.0013538+0.00060388i,-0.00011969+0.00030591i,-4.6747e-05+1.6993e-05i,-0.00020082-0.0006165i,0.00012394-0.0015757i,-1.3429e-05-0.0014148i,-0.00016246-0.00062007i,-0.00043778+0.00039584i,-0.001226+0.00011134i,-0.0016734-0.00070802i,-0.0012024-0.00017298i,-0.00042519+0.00040645i,-0.00047761+0.00056224i
0.00021426-0.0010864i,0.00048406-0.0003226i,0.00027178+0.00097379i,0.00078251+0.00055289i,0.0018098+0.00038757i,0.0016786+0.0013595i,0.00063189+0.0017233i,0.00015394+0.0012019i,-0.00039765+4.2194e-05i,-0.00058826-0.00054166i,-0.00010829+0.00015037i,2.1238e-05+0.00071621i,-0.00012873+0.00037802i,0.00025675-0.00023644i,0.00072085-0.00025129i,0.00022448-0.00040788i,0.00030697-0.00065589i,0.00046914-0.00084861i,0.00072515-0.0010908i,0.00066507-0.00051389i,8.8619e-05+0.00025828i,-0.00015065-0.00017473i,-0.00053683-0.0011875i
0.00071908+0.0010024i,0.0017114+0.00048752i,0.0017525-0.00094895i,0.0015242-0.0010732i,0.0011565-0.00083732i,0.0012958-0.0011687i,0.0010003-0.0013651i,0.0001461-0.0013917i,4.7009e-05-0.0018172i,7.095e-05-0.0022364i,-0.00035071-0.0018787i,-0.00071366-0.0012179i,-0.00099417-0.00047674i,-0.0002887-0.00032446i,0.00039308+0.00021337i,0.00024767+2.0264e-05i,-0.00015032-0.00030634i,0.00043276-0.00015959i,0.001192-0.00052347i,0.0009677-0.00023345i,0.00010631+0.00014142i,-0.000684+0.00025173i,-0.00079417+0.00065971i
-0.00081139+0.0011949i,-0.00064209+0.0011822i,-0.00064538+0.0018881i,-0.00086363+0.0013541i,-0.00068533+0.00064367i,-0.00075397+0.0012432i,-0.00087685+0.0013684i,-0.00056655+0.00084248i,-7.946e-05-3.9251e-05i,0.00030994-0.0001328i,0.00044814-4.3373e-05i,-0.00011802-0.00014987i,-0.00088663-0.0002764i,-0.00046123+1.0488e-05i,-0.00053114+7.7553e-05i,-0.00091528-0.00035831i,-7.6288e-05-3.7955e-05i,-0.00038762+0.0011734i,-0.0015727+0.0014562i,-0.00076849+0.00093131i,0.00051515+0.00041255i,0.00096945+3.0113e-05i,0.00071588+0.00040931i
0.0027045+0.0039034i,0.002395+0.0044662i,0.0036683+0.0040733i,0.0042169+0.0027024i,0.0027618+0.00029324i,0.00081111-0.0005529i,0.00023138+0.00023573i,-5.4652e-05+5.1419e-05i,-0.00017656-0.000461i,0.00029566-0.00097976i,0.00064466-0.00037032i,0.00025358+0.00068236i,-0.00091039+0.00039186i,-0.0011911-0.00055173i,-0.0005145-0.00034342i,0.00014564+2.3282e-05i,-0.00031796-0.00031005i,-0.0011765-0.00010465i,-0.0013725+0.0012906i,-0.00073616+0.0018289i,0.00035863+0.0010635i,0.00044626+0.00070801i,0.00037037+0.00043713i
0.0012127-0.001718i,0.0012041-0.0020397i,0.00093306-0.0030141i,0.00054353-0.0028005i,-7.9456e-05-0.001696i,-0.0010461-0.00085598i,-0.0014052-1.9051e-05i,-0.0013226+0.00058732i,-0.0010494-2.2481e-07i,-0.00087354-0.00012026i,-0.00087549+0.00056002i,-0.00066251-0.00011128i,-0.00011496-0.0012964i,0.00064832-0.0015445i,0.0011659-0.00075045i,0.00076461+3.4168e-05i,0.0003182+0.00034498i,-0.00022439-0.0005348i,-0.0010554-0.0012017i,-0.00036797-0.0010687i,0.00090084-0.0010553i,0.00073494-0.0009762i,0.00066094-0.00056248i
0.0020472-0.0019487i,0.00091927-0.00050761i,-5.6886e-05-0.00018401i,-0.00031171+0.00016548i,-0.00033287+0.00080391i,-0.00047105+0.00077023i,-0.00058955+0.00054376i,0.00015209+0.00041818i,0.00084139-0.00010062i,-1.4058e-05-0.00021835i,-0.00038817-0.00019276i,-0.00023393-9.3936e-05i,3.4524e-05+0.00096185i,0.0010465+0.0014564i,0.0016066+0.0010701i,0.001796+0.00086166i,0.0017347+0.00054076i,0.0015242+7.0301e-05i,0.0011733-0.00037559i,0.00041421-0.00019427i,0.00039713+0.00057634i,0.00058314+0.0008305i,0.00038116-5.5713e-05i
0.0016978-0.00012394i,0.0023366+0.00099723i,0.0025684+0.00040696i,0.0025734-0.00030823i,0.001995+2.297e-05i,0.00031582+0.0001374i,-0.00064434-0.00037952i,-0.00048719-0.00062393i,8.5605e-05-0.00072758i,-2.3206e-05-0.00050414i,-0.0001367+0.00030041i,-0.0005559+0.00052863i,-0.00077861-0.00027378i,4.9883e-05-0.00022699i,-0.00021732-2.1853e-05i,-0.00030922-0.00018353i,0.00037603+0.00059117i,0.00075962+0.0014189i,0.00061433+0.0016983i,0.00016745+0.0017286i,6.2092e-05+0.00017976i,-6.6725e-05-0.00082243i,-5.6187e-05-0.00066928i
-0.00048841-0.0017468i,-0.0010006-0.0019231i,-0.0014022-0.0023371i,-0.0012956-0.00078313i,-0.00061347+0.0014789i,8.1157e-05+0.0019641i,0.0003225+0.0011178i,-0.00031239+0.00050165i,-0.00085856-4.0648e-05i,-0.0011335+0.00011422i,-0.00084064+0.00081406i,-0.00027397+0.00060862i,-0.00065855-3.89e-05i,-0.00077449+0.00018667i,-0.00080007+0.00077419i,-0.0011769+0.00057007i,-0.001641+0.00042992i,-0.0017156+0.00093808i,-0.0011791+0.0011526i,-0.0014234+0.00063452i,-0.0018308-0.00049974i,-0.0016316-0.00062919i,-0.0011526+0.00010152i
-0.0011524-0.00077548i,-0.0026428-0.00041655i,-0.0024841+0.00050045i,-0.0011551+0.0016624i,-1.9181e-05+0.0017626i,0.00067017+0.00027784i,0.0003318-0.0007578i,-0.00040359-0.00093427i,-0.00096791-0.00040989i,-0.0013847+0.00074121i,-0.00086577+0.00094328i,0.00015827+0.00029227i,0.00062917-0.00054464i,6.6017e-05-0.00071658i,-0.00073589-0.00027638i,-2.3382e-05+0.00015718i,0.00051221-0.00023379i,-0.0002497-0.00085169i,-0.0010019-0.0011326i,-0.00088483-0.001472i,-3.7146e-05-0.00067459i,-0.00011434-4.0575e-06i,-0.00083331-0.0001008i
-0.00015999+0.0017426i,0.00069239+0.002839i,0.0013916+0.0035293i,0.0015015+0.002923i,0.0014349+0.001908i,0.00087344+0.001163i,0.00071887+0.00084076i,0.00090298+0.00070264i,0.00035647-9.6862e-05i,-0.00083214-0.0010341i,-0.0011901-0.00075609i,-0.0010238-0.00045404i,-0.00029565-0.0011231i,0.00089743-0.00090437i,0.0013873+5.2799e-05i,0.00060752+0.00062999i,0.00012967-0.00030636i,0.00019326-0.001268i,0.0006124-0.0015322i,0.001093-0.0010833i,0.00081193-0.00020243i,2.9424e-05+0.00020034i,-0.0009546-0.00025993i
-0.00064699-3.6094e-05i,0.0001685-0.00031013i,0.001175-0.00024557i,0.0010276-0.00031879i,0.00059774+0.0001192i,6.4383e-05-0.00037614i,-0.00075912-0.0012531i,-0.00075317-0.0010507i,-0.00054474-0.00032925i,-0.00058857+6.3497e-05i,-0.00037926-0.00024194i,-0.00031954-0.00075865i,-0.00085741-0.00050105i,-0.0010675+0.00066053i,-0.00039123+0.0010241i,0.00065906+0.00034946i,0.0015452+0.0001572i,0.0015648+0.0008128i,0.0011672+0.0007158i,0.0009401+0.00062983i,0.00068612+0.00071256i,3.5853e-05+0.0014994i,-0.00029274+0.0018935i
-0.0024081+0.0011176i,-0.0033215+0.0011077i,-0.0026003+0.0024609i,-0.00086748+0.0028173i,-0.00030571+0.0014761i,3.879e-05+0.00092412i,-0.00026927+0.0011055i,-9.7286e-05+0.00092554i,9.2025e-05+0.00045199i,0.00027617+4.4847e-05i,0.00018616-3.1488e-05i,-6.4403e-05-0.0003962i,9.6237e-05-0.00025409i,-0.00048063+0.00048055i,-0.0010824+6.6082e-05i,-0.00061867-0.00049322i,9.2478e-05-0.00074253i,-0.00017186-9.5511e-05i,-0.00042401+0.001293i,-0.00011088+0.0012631i,0.00026626+8.6404e-06i,0.00084911-0.00063618i,0.00059419+0.00015353i
0.0023413+0.00068679i,0.0026369+0.00085718i,0.0026709+0.00047657i,0.0024598-0.00038657i,0.0019759-0.000439i,0.0013616-0.0004517i,0.00076994-0.00055858i,-0.00017919-0.00080547i,-0.00049361-0.0005261i,-0.00082447-0.00012738i,-0.0014142-0.0007031i,-0.00074549-0.0013325i,-0.00082679-0.00079541i,-0.00088196-0.00029115i,-0.00051505+0.00010843i,-0.00089765-3.5556e-05i,-0.00085485-0.00063038i,-0.0010243-0.00087666i,-0.0015367-0.0010957i,-0.0012328-0.0014124i,-0.00091007-0.0017038i,-0.00079635-0.0017993i,-0.0001712-0.00078966i
-1.0022e-06-0.00051061i,7.3002e-05+0.00021084i,0.00036684+0.00094186i,0.00044978+0.0012152i,0.00018878+0.0013604i,-0.00046481+0.0011393i,-0.00071922+0.00074594i,7.3208e-05+0.00066844i,0.00020966+0.00028237i,-0.00032338-6.5977e-06i,3.5262e-05-0.00017551i,0.00019358-0.00052175i,0.00017462+0.00027917i,0.00054119+0.0014199i,0.00016045+0.00054961i,0.00051936-0.00055498i,0.00084638-0.00089477i,0.00028387-0.001182i,0.00052882-0.001396i,0.0013366-0.0014526i,0.00073916-0.0008668i,-0.00028157-0.00036434i,-0.00081384-7.6406e-05i
0.00077923-0.0021082i,-4.7946e-05-0.0010495i,-0.00041704-0.00036819i,-0.00029177-0.00017883i,0.00027365+0.00076742i,-0.00035516+0.00099368i,-0.00059723+0.00042635i,-0.0005975-4.9007e-05i,-0.001417-0.00027405i,-0.0016045-0.00072265i,-0.00096084-0.0010927i,-0.00087782-0.00035587i,-0.00084834+0.0006061i,0.00026915+0.00054211i,0.00065907-0.00018528i,0.00021517-0.00051083i,0.00063858-0.00033486i,0.0011888-0.00021439i,0.0014495-0.00044314i,0.0018727-0.00026998i,0.0014979-4.245e-05i,0.00045916-0.00037734i,0.00026859-0.00054215i
0.00080583-0.0014765i,0.0012404-0.0024078i,0.00087385-0.0016091i,0.00071056-0.00083889i,0.0009089-1.0101e-05i,-9.8447e-05+3.0812e-05i,-0.00066501-0.00045819i,-0.00046524+4.4662e-05i,-0.00026456-0.00016883i,-0.0007545-0.00098483i,-0.0010774-0.0010679i,-0.0011136-0.0004635i,-0.00090971+0.00051933i,-0.00026899+0.001131i,0.00029397+0.00056643i,0.00025191+0.00037937i,0.00016934+0.0010992i,-0.00028854+0.0013629i,-0.001006+0.0013611i,-0.0012093+0.0017272i,-0.00037237+0.0018646i,0.00034066+0.0013394i,0.00076445+0.00079902i
-0.0028632-0.0018225i,-0.002997-0.0012235i,-0.0034614-0.0001274i,-0.0036711+0.00055606i,-0.0024537+0.00086002i,-0.00041503+0.0010438i,-0.00031025+0.00068384i,-0.00091774-0.00019514i,-0.0014021-0.00012029i,-0.00098646+3.752e-05i,-0.00031789+0.00020858i,-0.00050985+0.00091031i,-0.00031996+0.0010346i,0.00010845+0.0008925i,0.00034086+0.00054707i,0.00018105+8.6351e-05i,-0.00053704-0.00041402i,-0.00178-8.7135e-05i,-0.0025419+0.0005454i,-0.0023581+4.5027e-05i,-0.0010844-0.00013259i,0.00021781-1.888e-05i,0.00068278-0.0003347i
-0.0013928-0.0002502i,-0.00067144+6.1541e-05i,-0.0001886+0.0011623i,0.00064278+0.0017784i,0.00055608+0.0015277i,0.00050178+0.00064705i,0.00057719+0.00010624i,-1.6682e-05+0.00042249i,-0.00077983-0.00020986i,-0.0010078-0.0010312i,-0.0010169-0.00058265i,-0.00099604-0.00068637i,-0.00073994-0.0013516i,-0.00027331-0.0013271i,4.2936e-05-0.0012483i,-0.00022267-0.0013483i,0.00017324-0.00092584i,0.0001929-0.00022069i,-0.00043521-0.0010722i,-0.0004712-0.0019748i,-0.00037585-0.0011532i,-0.00067641-0.00087961i,-0.00021685-0.000962i
0.0023314-0.00051204i,0.0019196+5.5381e-06i,0.0015219+0.0005687i,0.0013918+0.00099973i,0.0011729+0.00097557i,1.7921e-05+0.0012256i,-0.0007447+0.00058042i,-0.00030513-0.00045602i,0.00031594-0.00073331i,3.2661e-05-0.00016947i,6.866e-06+0.00029607i,0.00034957+0.00062932i,-0.00076789+0.00080016i,-0.0015168+0.0009058i,-0.00082108+0.00028646i,-0.00017441+0.00013419i,0.00077682+0.00054916i,0.0019612-3.2395e-06i,0.002298-0.00050863i,0.0015406-0.00022968i,0.00071567-0.00034834i,0.00026254-0.00088016i,0.00025014-0.00081393i
-0.0005606+0.00034292i,-0.0014582+0.00087119i,-0.0017044+0.00099952i,-0.0014237+0.0014383i,-0.0013609+0.00087044i,-0.0013882+3.3594e-05i,-0.001572+0.00042673i,-0.0017825+8.9799e-05i,-0.00068999-0.0002422i,0.00016293-0.00035135i,0.00052239-0.00040184i,0.00081565-1.8863e-05i,0.0010649+0.00040338i,0.00036808+0.00036714i,0.00065067+0.00029589i,0.00090643+0.00034613i,0.00032364+0.00040197i,0.00060339+0.00096066i,0.00049724+0.00099032i,0.00044512+0.0015187i,0.0012058+0.0013347i,0.0014421-0.00041223i,0.001572-0.00066983i
-0.00056561-0.0007484i,-0.00047362-0.0008624i,0.00042579+0.00034909i,0.0011856+0.0027176i,0.0013904+0.0025948i,0.00051694+0.0014012i,-0.00061012+0.00053352i,-0.0014364+6.7935e-06i,-0.0010773-0.00018344i,-0.00011611+2.4879e-05i,-0.00087862+0.0002335i,-0.0018248-0.0005742i,-0.0021505-0.00086303i,-0.0018621-0.0011124i,-0.00058106-0.00086272i,-0.00019021+0.00018574i,-0.00073864+0.00044778i,-0.0010675+0.00097119i,-0.0021643+0.0015588i,-0.0027591+0.0012425i,-0.0019021+0.00021372i,-0.0014816+0.00010259i,-0.0011814+3.1954e-05i
0.00034558+0.00034805i,0.0012471-0.00035211i,0.0016384-0.00095456i,0.0017249+1.8663e-05i,0.0012743+0.0012494i,0.00095869+0.00065961i,0.00047077-0.00031063i,-9.2734e-05+6.8943e-06i,-0.00030729-0.00023391i,-0.00093692-0.0011815i,-0.00047139-0.0011542i,0.00034598+9.5769e-05i,-0.00023315+0.00048268i,-0.00036445+0.00024138i,0.00094632+0.00016925i,0.0014052-0.00029535i,0.00076776-0.00062855i,-0.00051448-0.00046286i,-0.0019982-0.00068679i,-0.0019263-0.00026662i,-0.00033753+0.00060279i,0.00018914+0.00070435i,-0.00029436+0.00039122i
0.0011124-0.002723i,-0.0004662-0.0012557i,-0.0022443-0.00025103i,-0.002605-5.4186e-05i,-0.0021724+0.0010019i,-0.0019579+0.0017141i,-0.0015878+0.0015366i,-0.00062267+0.00086762i,-0.00073019+0.000323i,-0.0012121-0.00022697i,-0.00074165-0.00028131i,-0.00044932+0.00037773i,0.00028927+0.00070057i,0.0011339+0.00069959i,0.00097311+0.00049671i,0.00067761+0.00021375i,0.0010377-0.00048635i,0.0014577-0.0013664i,0.001219-0.0019224i,-0.0001631-0.0022635i,-0.00064981-0.0016622i,-0.00011841-0.00089007i,-7.335e-05-0.0010944i
-0.0010496+1.4882e-05i,-0.0013773+0.00018727i,-0.0015998+0.00131i,-0.00092834+0.0029989i,-0.00018564+0.0034962i,-0.00039303+0.0018405i,-0.00090664-0.00020286i,-0.00056947-0.00032573i,-0.00025063-0.00013115i,-0.00063534-0.00023178i,-0.00073812+0.00027561i,-0.00066787-7.086e-05i,-0.00080632-0.00087931i,-0.00097615-0.00050803i,-0.0011609-0.00021058i,-0.0011326-8.9235e-05i,-0.00041981+0.0004436i,0.0010605+0.0014648i,0.001827+0.0020483i,0.0022218+0.0019857i,0.0019917+0.0014957i,0.0013897+0.00029271i,0.00071729-0.00031109i
-0.00014445-0.00011034i,0.00070367-0.00061622i,0.00072493-0.00097553i,0.0013964-0.00013512i,0.0013159+0.00041807i,0.00040991-0.00090555i,-0.00035607-0.0018347i,-0.0004763-0.00032466i,-0.00021766+0.00043923i,0.00031392+0.00010225i,0.00095561-4.1093e-05i,0.0013724+0.0004071i,0.0013073+0.00048061i,0.00059383+0.00034502i,-9.9372e-05+4.0965e-05i,-0.00022152-0.00020409i,-0.00039906+0.00066096i,-0.00026378+0.0015226i,2.1553e-05+0.001931i,-7.8097e-05+0.0021087i,-0.00034549+0.0012524i,2.9175e-05+0.00026792i,0.00028102+0.0004361i
-0.0014471+0.0010101i,-0.00087118+0.00051612i,-0.0015395+0.0015199i,-0.0011749+0.0022234i,-0.0003605+0.0016847i,-0.00018266+0.00077442i,-0.000714+0.00060828i,-0.00096302+0.00017416i,-0.00080579-0.00022128i,5.4429e-05-0.00016905i,-0.00015274+0.00051515i,-0.00091657+0.00047838i,-0.00050097-0.00053103i,-0.000149-0.0012528i,-0.00047013-0.0012861i,-0.00047623-0.0011363i,-0.00069842-0.0013742i,-0.0016087-0.0015827i,-0.0025841-0.00081068i,-0.0026034+0.00062354i,-0.0020871+0.00077839i,-0.0015036+0.00098869i,-0.00053667+0.0010726i
-0.0020367+0.0020403i,-0.001632+0.0027761i,-0.00090287+0.005007i,0.00026775+0.0052829i,0.0018328+0.003886i,0.0027114+0.0022482i,0.0023208+0.00059305i,0.00092563+0.0005396i,-0.00057375+9.223e-05i,-0.00061518-0.0010585i,-1.7665e-06-0.00097534i,0.0002055-0.00056105i,-0.00027638+0.00013529i,-0.001092+0.00074003i,-0.0012263+0.0011648i,-0.00033435+0.00080729i,-8.8605e-05-7.5525e-05i,5.5083e-06-0.0014545i,0.00038541-0.0022145i,9.7067e-05-0.0023083i,-1.0291e-05-0.0018317i,-0.00017283-0.00048369i,0.00022473-0.0003581i
0.0017366-0.0012462i,0.0016405-0.00087053i,0.00082707-0.0012619i,0.00010362-0.0021228i,-0.00079925-0.0011237i,-0.001944+0.00049257i,-0.0022461+0.00074483i,-0.0014978+0.00025618i,-0.00077789-0.00073193i,-0.00079799-0.0015286i,-0.00080607-0.00046454i,-0.00023961-0.00040565i,0.00072193-0.00060907i,0.0012084+0.00094197i,0.0007702+0.0013453i,0.0013786+0.00076097i,0.0025337+0.00088382i,0.0023258+0.001199i,0.0023619+0.00082823i,0.0023479+0.00019603i,0.0010837-0.00061638i,-5.0409e-05-0.0014346i,-0.00015239-0.0012052i
0.00047502-0.0020149i,-0.0001877-0.0013177i,-0.0011736-0.00069097i,-0.0013257+1.1522e-05i,-0.00050459+0.0015025i,-0.00055866+0.0013181i,-0.00079739-1.7861e-05i,-0.00084068-0.00086167i,-0.0010889-0.0015764i,-0.0007313-0.0013356i,-0.00099375-0.00074733i,-0.0012594-0.00038252i,-0.0014186+0.00063553i,-0.0014197+0.0010678i,-0.0014846+0.00016498i,-0.0016152-0.00060657i,-0.0016025-0.00021557i,-0.0014341+0.0014059i,-0.00098047+0.002872i,2.4895e-05+0.0030382i,0.00085684+0.0022555i,0.00098958+0.00075196i,0.00034677-0.00043472i
-0.00077897+0.00033134i,0.00068672+0.00032667i,0.0016705+0.00021125i,0.0014666+0.00045188i,0.0012599+0.00015802i,0.0015997-0.00026577i,0.0010477+0.00021442i,0.00024415-0.00030842i,-0.00055427-0.0012118i,-0.0012554-0.00071233i,-0.0011148+2.274e-05i,-0.00054021-0.00045248i,-0.00024187-0.001022i,-0.00075477-0.00026029i,-0.00080292+0.0005771i,0.00012444+0.001134i,-0.00026335+0.0011428i,-0.0011873+7.1956e-05i,-0.0019539+0.00091559i,-0.0022132+0.0011615i,-0.00078992+0.00081908i,-0.0001726+0.0010754i,-0.00039967+0.00056733i
0.002344+0.00041034i,0.0029873+9.8211e-05i,0.0027708-0.00080186i,0.0013271-0.00070941i,-0.00052974-0.0006577i,-0.0010101+8.1171e-05i,-0.0003917+0.00061697i,-0.00045554+0.0006434i,-0.00083349-5.0758e-05i,-0.00066386-0.00098407i,-0.00011558-0.00015887i,-0.00011506+0.0002387i,0.00018617-0.00041456i,0.00085327-0.00071515i,0.00088079-0.00089842i,0.00019454-0.00086606i,-0.00024875-0.0011077i,-0.00020483-0.0015736i,-0.00038058-0.0024657i,-0.0012208-0.0023037i,-0.0018145-0.0010056i,-0.0024035-0.00064892i,-0.0026937-0.00083446i
-0.00054485-0.0015801i,-0.0012548-0.00098447i,-0.0014398-3.7043e-05i,-0.00081982+0.0015641i,-0.00037307+0.0023748i,-0.00065876+0.0025631i,-0.00096478+0.002382i,-0.00060218+0.0021664i,-0.00082624+0.0019999i,-0.0012436+0.0010942i,-0.00096993+0.00061698i,-0.00043759+0.00056556i,-0.00013644+0.00017387i,2.3606e-05+7.9516e-05i,0.0010828+0.00019966i,0.0015204+0.00056395i,0.00070087-0.00050192i,0.00060229-0.0017879i,0.00042183-0.0016519i,0.00026238-0.0019734i,0.00067382-0.0023283i,3.8507e-05-0.0013845i,0.00043133-0.00062898i
-0.00083255-0.0012968i,-0.0012714-0.0016291i,-0.0006758-0.00035084i,0.00016616+0.00074847i,-0.00019473+0.00053864i,-0.0017368+0.00035624i,-0.0026932+0.00032154i,-0.0013067-0.00066415i,-0.00037943-0.0012694i,-0.00061828-0.00072166i,-0.00048565-0.00046417i,-6.9718e-05-0.00020676i,-0.0001725+0.00010196i,-0.00069031+0.00085564i,2.4834e-05+0.0023739i,0.0010864+0.002568i,0.00096149+0.001203i,0.00054271+0.00092019i,0.0011513+0.0016804i,0.0015961+0.0017449i,0.0011437+0.0011044i,-9.0032e-06+9.4759e-05i,-0.00083105-0.00030682i
0.0040659-0.0015885i,0.0029402-0.0023562i,0.0016357-0.0036439i,0.00076196-0.0022574i,-0.00040541-0.00023014i,-0.00086485+1.0604e-05i,6.9328e-06-0.00033231i,0.00065865-9.7878e-05i,0.00043368-0.00033435i,0.00017251-0.00025022i,-0.00052634+0.00053075i,-0.0014538+0.00028778i,-0.0012233+3.5862e-05i,-4.343e-05+0.00043658i,0.0004281+6.076e-06i,-0.00024165-0.00023081i,-0.0012166-0.00033345i,-0.0018141+0.00023706i,-0.0021481+0.0016184i,-0.0021217+0.0026144i,-0.00083194+0.0028943i,0.0011247+0.0015548i,0.0016151+0.00043659i
