-0.00031426+0.00025655i,-0.0011564+0.00041515i,-0.0014736-0.00035327i,-0.0010863-2.1783e-05i,-0.00083035+0.0013169i,-0.00091882+0.0016014i,-0.0010438+0.0016076i,-0.00070051+0.0015678i,0.00012383+0.00088433i,0.00053081+0.00027643i,0.00063489+0.00029763i,0.00015722-0.00032738i,-0.00027584-0.00056886i,-0.00015578-0.00024462i,5.7405e-05-0.00069631i,4.1898e-06-0.00039459i,-3.4573e-05+0.00034535i,-1.4826e-05+0.00086671i,-0.00012909+0.00040384i,8.6207e-05+0.00019965i,5.3322e-06+0.00066797i,-0.00061817+0.00030103i,-0.0010083-0.00042037i
-0.0012021+0.00086991i,-0.0011687+0.0013059i,-0.0001369+0.00062306i,0.00086712+0.0003203i,0.0013908+1.4099e-05i,0.0007005-0.00075128i,0.00022665-0.00067704i,0.0007572-0.00033494i,0.00061569+0.00011073i,0.00025329+0.0003415i,9.4734e-05-0.00024609i,-3.9991e-05-0.00042145i,0.00011231-0.00017108i,0.00043758-8.3965e-05i,0.00020853+0.00036077i,-0.00014216-8.9694e-05i,0.00043789-0.00031647i,0.0009348-0.00035843i,0.00077667-0.00028287i,0.00021656+0.00013351i,-1.5534e-05-0.00010467i,-7.6883e-05-0.00067188i,-0.00061953-0.0004574i
0.0020865+0.00040208i,0.0019799-0.00087928i,0.0010607-0.0022595i,0.00097253-0.0022465i,-3.2771e-05-0.0018219i,-0.0021369-0.00065151i,-0.0024303+0.0008149i,-0.00094658+0.0014435i,-0.00021802+0.0015702i,-0.00049319+0.00079601i,-0.00011715-0.00021489i,-0.00047291-0.00034368i,-0.0005936-6.342e-05i,0.00027975-0.00020755i,0.00029987-0.00026933i,-0.00021634-0.00027391i,-0.00017739-0.00075914i,-0.00047656-0.0002583i,-0.00027804+0.00040056i,0.00054054+7.2566e-05i,0.0009168+1.6146e-05i,0.00056712+0.0001689i,0.0002305-0.00026276i
0.0010498-3.1794e-05i,0.0012968+0.00051609i,0.00055109+0.00024761i,0.0005509-0.0008778i,0.00022278-0.0010758i,-0.00037366-3.8265e-05i,-0.00033747+0.00098965i,-0.00016176+0.00072118i,0.00020569-0.00034462i,0.00057158-0.00030682i,0.00050047+0.00024714i,0.00018535+0.00020696i,0.00012255+0.00012444i,-0.00031529+4.9945e-05i,-0.00064055-0.00049736i,-0.00076777-0.00023421i,-0.00047318+0.00014533i,0.00047954-0.00013497i,0.00085555-0.00040229i,0.00040195-0.00043539i,0.00027186-4.8697e-06i,0.00059091+0.00042682i,0.0010438+0.00032578i
-7.0227e-05-0.0010173i,8.5286e-05-0.0011923i,-1.6734e-05+0.0001761i,0.00042858-0.00031186i,0.00013942-0.00091083i,-0.00050089-0.0011831i,-0.00056963-0.0013071i,-0.00050167-0.00047321i,-0.00051018-0.00035775i,-0.00095545-7.9137e-05i,-0.0004273+0.00098121i,0.00047961+0.0011613i,0.00069692+0.00039357i,0.00048881-9.0564e-05i,-1.6405e-05-0.00066577i,5.3269e-05-0.0012292i,0.00049423-0.0011697i,0.00047634-0.0002012i,0.00027101+0.00023857i,0.00046622-0.0004076i,0.00027815-0.00040675i,-6.0438e-05+0.00020859i,-0.00033455+0.00015166i
-8.0343e-05-0.00031072i,-0.00070814-0.00014438i,-0.00052136+0.00025452i,-0.00010703+0.00035956i,-0.00073111-6.4266e-05i,-0.0011435+0.00011121i,-0.00042456+0.00088982i,0.00047106+0.00099736i,3.2811e-05+1.9675e-05i,0.00048962-0.0001807i,0.0013745+5.7741e-05i,0.0011346-0.00010977i,0.00026082-0.00044265i,0.00043288-0.00057938i,0.00072539+5.6607e-05i,-5.972e-05+0.00046762i,7.9322e-05+0.00018818i,0.00061156-0.00013599i,0.0009119-0.00080096i,0.00056011-0.00098149i,0.00049223-0.00068448i,0.00041392-0.00046124i,6.2238e-05+6.1718e-05i
0.00047131+0.00065137i,0.001111+0.0011075i,0.0014841+0.00010889i,0.0011384-0.00060702i,-0.00033713-0.00066719i,-0.0010498+0.00011227i,-0.00020787+0.00057428i,0.00090577+0.00021069i,0.0012651+0.00074375i,0.00032776+0.0012908i,-0.00060733+0.0010217i,-0.00018525+0.00040056i,0.00024708+0.00033611i,-1.2701e-05+0.00059373i,0.00015154+0.00097398i,0.00061112+0.0013208i,-5.5171e-05+0.0011708i,-0.00088534+0.00079424i,-0.00078795+8.3445e-06i,-4.9734e-05-0.00040804i,-2.4205e-05-0.00044511i,-0.00047308-0.00094487i,-0.00073988-0.00051143i
-0.00079061-0.0015019i,-0.0011072-0.0019671i,-0.0010838-0.001726i,-0.0011657-0.0012272i,-0.0014026-0.00066099i,-0.0013894-2.2178e-05i,-0.00063019+0.00080924i,0.00016811+0.00061126i,-0.00010952-0.00048698i,-0.00022545-0.0011935i,0.00035712-0.00049992i,0.00017457-0.00015942i,-8.2124e-05-0.00041444i,-0.0002739-8.1259e-05i,-0.00055694+0.0005067i,-0.00082287+0.00054619i,-0.00087254+0.00026732i,-0.00053946+8.0088e-05i,0.00030867-2.386e-05i,0.00044374+0.00047854i,0.0001987-1.8583e-05i,0.00019778-0.00074352i,0.00037453-1.9135e-05i
0.00018526+0.0009149i,-1.4304e-05+0.001473i,9.5345e-05+0.0016169i,-0.00040396+0.00041498i,-0.0019464-0.00084489i,-0.0022315-0.00099235i,-0.0013919-0.00021641i,-0.00036648+0.00063671i,0.0002846+0.00030253i,0.00023675-0.00055693i,-1.7237e-05-0.00072546i,0.00024585-0.00023818i,0.00055889+0.00021429i,-0.00021063-0.0004158i,-0.00084873-0.00046856i,-0.00023475-0.00047849i,-0.00029283-0.00079663i,-0.00042672+2.2617e-05i,-0.0003794+0.0010618i,-0.00080913+0.001072i,-4.4675e-05+0.00047844i,0.00049085+0.00048714i,0.00015836-0.00021857i
-0.0012285-0.0011842i,-0.0010761-0.0010978i,-0.00033411-0.0010687i,0.00020199-0.00019976i,-6.9758e-05+0.00091073i,-0.00030223+0.00077417i,-0.00056675-0.00022189i,-0.00070587-0.00037979i,-0.00062633+3.5861e-05i,-0.00056943+0.00029869i,-0.00012914+0.0004283i,0.00064262+0.0004797i,0.00090839+0.00086072i,0.00096047+0.00087273i,0.00073901-0.00018513i,-0.00020262-0.00025373i,-0.00087228+0.00016008i,-0.00083608+8.7251e-06i,-0.0004451+3.8612e-05i,0.00016699+0.00023572i,0.00023019+0.00034636i,3.2208e-05+0.00058542i,8.4417e-05+0.00027844i
0.0012798+0.00092582i,0.0019063+0.0006485i,0.0016875+0.0008549i,0.0011069+0.00022516i,0.00024504-0.0007878i,-0.0016424-0.00084158i,-0.0018427-0.00062695i,-0.0004479-2.5956e-05i,-0.0001507+0.00036928i,-0.00030676-3.8948e-05i,-6.8772e-05-0.00010191i,-0.00052314-0.00012538i,-0.0011434-0.00027386i,-0.00080917-0.00029437i,3.2217e-05-0.00047483i,0.00049171+5.8801e-06i,0.00095808+0.00059142i,0.00066734+0.00085666i,-0.00017235+0.00090019i,-0.00016599+0.0012594i,0.00059202+0.00083163i,0.0011429+0.00038087i,0.0009849+0.00058728i
0.0015876-0.00075431i,0.0015198-0.0014275i,0.0019928-0.0020021i,0.0011194-0.0022496i,-0.0010418-0.0010945i,-0.0020604-0.00018749i,-0.0016906+0.00063605i,-0.00038339+0.0014645i,0.00040414+0.00097997i,0.00054786-0.00014216i,0.00079222-0.00032925i,0.00039644-0.00039194i,-0.00010008-0.0006776i,-0.00029006-0.00037947i,0.00016188+0.00039575i,0.00025575+0.0008276i,0.0001687+0.00065965i,0.00038825+0.00032175i,-8.1219e-05+0.0002333i,-0.0004796-0.00019258i,-0.00038094-0.00037278i,-7.2448e-05-0.00018772i,0.00013592+0.00024793i
4.0427e-05+0.0011846i,4.8304e-05+0.0015566i,-0.00035325+0.00092276i,0.00025423+0.00025137i,-0.00013747+0.00022406i,-0.0011561-0.00034306i,-0.0012139+0.0001222i,-0.0010806+0.0006655i,-0.00080836+0.00063644i,0.00028055+0.00027339i,0.0011477+7.585e-05i,0.00043085+0.0005886i,-0.00075383+0.00018098i,-0.00087914-0.00060678i,-0.00044896-0.00089418i,-0.00018828-0.0013035i,-2.5754e-05-0.00073643i,-0.00025527-0.00051204i,0.000142-4.8423e-05i,0.00036253+0.00015049i,6.7212e-05-0.00013958i,0.00062493-7.4168e-05i,0.0008784+0.00033688i
0.0011642+0.0019576i,0.001113-4.9383e-05i,0.0003512-0.0017807i,0.00051329-0.0015748i,0.00044462-0.00088844i,-0.00049482+6.5771e-05i,-0.00083454+0.00023043i,-0.00039818-0.00029563i,-0.00050465-1.6578e-05i,-0.00058036+0.00021101i,-0.00024505+0.00098895i,-0.00052312+0.0010111i,-0.0004815+4.3333e-05i,0.00013852-0.00061436i,0.00025343-0.00070683i,0.0002487-5.2348e-05i,2.7059e-05-5.88e-05i,7.3908e-05-0.00091457i,-8.8972e-05-0.0009085i,-0.00097553-0.00078295i,-0.00081178-0.00072966i,-0.00045784-0.0003628i,-3.1634e-06-0.00030613i
-0.0021691-0.0009614i,-0.0028047-0.00023766i,-0.0021933+0.00012249i,-0.0012008+0.00061261i,-0.00014271-0.00011721i,0.00091844-0.00085833i,0.00044283-0.00021479i,0.00044039+0.00014358i,0.0008196+0.00043156i,-4.279e-05+0.00086457i,-0.00052628+0.00020467i,-0.00010771-0.00073783i,0.00013896-0.00061361i,0.0002747-0.00023162i,-0.00013901-5.4026e-05i,-0.00048405+0.00016445i,0.00011775+0.00037452i,0.00097498+0.00062448i,0.00091224+0.00058021i,0.00066065-0.00038264i,0.00064512-0.00066428i,0.00082908+0.00013363i,0.00040025+0.00052472i
0.0021438+0.0010342i,0.0015768+0.00072591i,0.00060197+0.0006289i,0.00032683+0.00049148i,-8.7197e-05-0.00067579i,-0.00098574-0.0013859i,-0.0013428-0.00078574i,-0.00066245+0.00023392i,2.2641e-05+0.0010858i,-0.00016886+0.0003593i,2.1048e-05-0.00025773i,0.00045083-0.00025375i,0.00023466-0.0003151i,-9.3317e-05-0.00030418i,-0.00048291-0.00034314i,-0.0005353-0.00036609i,0.00047596-0.00049194i,0.0012739+0.00010379i,0.0010985+0.00069893i,0.00081058+0.0008352i,0.00031252+0.0004201i,-0.0003986-4.6689e-05i,-0.00072255-8.2995e-05i
-0.001055-0.00017378i,-0.0011812-0.00019878i,-0.00018979-0.00041422i,0.00055478+0.00018707i,0.00035878+0.00076188i,0.00018592+0.00057145i,-1.3916e-06+0.00044909i,-0.00056357+0.00038869i,-0.00082374+0.00056875i,7.4761e-05+0.00073302i,0.00040337+9.0027e-05i,0.00020857-0.00020211i,-0.00025471-0.00021084i,-0.00046814+0.00037477i,-0.00053177+0.0004914i,-0.0012368+0.00023392i,-0.0013773+0.00028426i,-0.00088888+0.00030164i,-0.0008427+0.00012799i,-0.00014608-0.00057982i,0.00039163-0.00067499i,0.00040252-0.00011038i,0.00089041+0.00017691i
-0.00075571-0.00041937i,-0.00075942-0.00030505i,-0.00058911-0.0012529i,-0.0009364-0.0014653i,-0.0012405-0.0002532i,-0.00059052+0.00014829i,0.00027728+8.5144e-05i,0.00041637-0.00023482i,0.00033767-0.00077852i,0.00036695-0.00048516i,-0.00036586-7.5758e-05i,6.3077e-05+2.7841e-05i,0.00054416-2.3136e-05i,0.00041479-0.00036483i,0.00031603-0.00083668i,-0.00042096-0.00087305i,-0.0007907-4.4817e-05i,-0.00067968+0.00037437i,-0.0003518+0.00011076i,-5.988e-05+9.7467e-05i,-6.2476e-06+0.00031954i,0.00062127+0.00029496i,0.00054532-1.7118e-06i
0.0004793-0.0021003i,0.00059894-0.0024959i,-8.0999e-05-0.0016755i,-0.00098454-0.00019428i,-0.00078551+0.00049374i,-0.00077782+6.3079e-05i,-0.00073053-0.00042154i,-0.00035932-0.00080932i,0.00011983-0.0014071i,0.0001191-0.001165i,0.00016029-0.00053761i,0.00030918-0.0004288i,-0.0002682-0.00039566i,-0.00021047-0.00018801i,0.00051578+0.00034943i,0.00046378+0.000363i,0.00016825+0.00029494i,0.00047261+0.00058485i,0.00061537+0.00059834i,3.0786e-05+0.00045977i,-0.00017434-0.0004174i,-7.2133e-05-0.00081493i,-0.00016754-0.00021507i
0.00036429-6.23e-06i,0.00018713+0.00093568i,-0.00050631+0.0012079i,-0.00082088+0.00073938i,-0.00076213-0.00015857i,-0.0011215-0.00020238i,-0.0012032+0.000838i,-0.00066723+0.00052681i,-9.3012e-05+0.00022033i,-0.00024261+0.00097736i,-0.00063243+0.0011313i,-0.00088395+0.0010634i,-0.00021351+0.0013242i,0.00069212+0.0012097i,-3.707e-05+0.00047171i,-0.00076382-0.00014681i,-0.00024846-0.00020035i,0.0006024-0.00042488i,0.0002276-0.00060809i,-0.00017801-0.00038762i,-0.00016595-0.0004395i,-0.00023011-0.00107i,0.00028309-0.0003015i
0.00038077+0.00026459i,-2.4874e-05-0.00061717i,-0.00033016-0.0010795i,9.651e-05-0.0010058i,-0.00072349+4.2802e-05i,-0.0017013+0.0012951i,-0.0012886+0.0014572i,-0.00013654+0.00047529i,0.00018925-0.0001645i,-1.1127e-05+0.00056035i,-0.000356+0.0012424i,-0.00034628+0.0011053i,-0.00038406+0.0011017i,-0.00021655+0.00077389i,4.8117e-05+0.00058595i,-0.00064529+0.00066946i,-0.00092802-4.9642e-05i,-0.00030068+0.0003303i,0.00013208+0.00072403i,0.00028918+0.00073442i,-0.00026612+0.00081601i,-0.00048145-0.0002667i,-0.00055215-0.0005503i
-0.0028814-0.0015569i,-0.0022591-0.00096767i,-0.0013996+0.00073416i,0.00018555+0.0011274i,0.00089386-3.9126e-05i,0.00022419-0.0010492i,0.00021055-0.0013819i,-1.0423e-05-0.00098327i,-0.00024547+0.00052339i,0.00044389+0.0017788i,0.00028693+0.0016047i,-0.00076179+0.00037867i,-0.00011409-0.00080153i,0.0013655-0.0010168i,0.0015857-0.000315i,0.0010075+0.00029975i,8.834e-05+0.00036779i,9.1986e-05-2.2871e-06i,5.5788e-05-0.00081508i,0.00026011-0.00078702i,0.00062507-0.000117i,0.00058694+0.00012432i,0.00054903-0.00026582i
-0.00055034-7.9244e-05i,0.00048565+0.0007842i,0.0005336+0.0017001i,0.00066336+0.0009762i,0.00054331-0.00056217i,-7.4001e-05-0.0011271i,-0.00057344-0.00091949i,-0.00029051-0.00092012i,-6.2091e-05-0.0006628i,-0.00035435+0.00014804i,1.7474e-05+0.00072581i,0.00029528+0.0005786i,0.00058278+0.00079322i,0.0012261+0.00054533i,0.0013869+0.00016227i,0.0012552+7.008e-05i,0.00030357+0.00031235i,-0.00074756+0.00031351i,-0.00069826-0.00023079i,-0.00014898-0.00016605i,0.0002646+0.00074299i,0.00027133+0.00087405i,-2.8968e-05+0.00045974i
-0.00099351-0.00071261i,-0.00047408+0.00060848i,0.00040103+0.00084164i,0.00032982+0.00021223i,-0.00015691-3.4401e-05i,-0.00051148+0.00034835i,-0.00079484-5.9874e-05i,-0.00090848-0.00082512i,-0.00034246-0.00064493i,0.00062312+0.00019881i,0.00069104+0.00078131i,0.0005419+0.00071078i,0.00033813+1.3991e-05i,0.00056167-0.00087819i,0.0011797-0.0012441i,0.00099876-0.00078973i,0.00048289-0.00019465i,0.0004873-0.00021299i,0.00018127-0.0013183i,-0.00058355-0.0018274i,-0.00011169-0.00075674i,0.00042493+0.00019167i,0.00052061+0.00062505i
0.00017343+0.00088637i,-0.00028712+0.0019729i,6.6985e-05+0.0015576i,-0.00014392+0.00068656i,-0.00089468+0.00015926i,-0.0013373+0.00014765i,-0.0015471+0.00053017i,-0.00090895+0.00068828i,3.6134e-05+1.3256e-05i,0.00070553-0.0002115i,0.00049988-0.00021772i,0.00031524-0.00049989i,0.00068028-0.00041728i,0.00040044+0.00043651i,-0.00014552+0.0007983i,-0.0004762+0.00065628i,-0.0005135+0.00046405i,-0.00033822-0.00040755i,-0.00081287-0.00055971i,-0.00056287-0.00019759i,0.0001352+9.7307e-06i,9.3613e-05+0.00032969i,-0.00038712+0.00064884i
-0.00050955-0.0020638i,-0.0017797-0.0025109i,-0.0015951-0.0012831i,-0.00011888+7.6197e-05i,0.0003737-0.00034759i,0.0003605-0.00038981i,0.0006866+0.00018482i,-8.8603e-05+0.00068875i,-0.00042557+0.00049138i,0.00060686-0.00033129i,0.0010858-6.3649e-05i,0.00038058+0.00025362i,-1.1272e-05-0.00062851i,0.00042726-0.00025799i,-0.00034056+5.1336e-05i,-0.00020392-0.00030085i,0.00037409-0.00019211i,-0.00020899-2.8648e-05i,-0.0002514+0.0002098i,1.2995e-05-8.0944e-05i,-0.00039819-0.00022497i,0.00035569-1.3729e-05i,0.00085904+7.8194e-05i
-0.0030219+0.00083112i,-0.0026472+0.0029356i,-0.0022463+0.0035912i,-0.00091316+0.0023695i,0.0001831+0.00026815i,0.00017028-0.00077149i,-0.0002154-0.00046133i,-0.00018171-0.00069362i,-0.00018915-0.00040756i,0.00011964+0.00044916i,0.00037264+0.00098786i,0.00061584+0.0010619i,0.00017203+0.00059081i,-0.00031054-0.00046538i,-3.6827e-05-0.0013841i,0.00017452-0.00085026i,0.00040832+0.00023672i,0.00022679+0.00020605i,-9.9581e-05-0.00012468i,0.00051425+0.00032958i,0.00078549+0.00074237i,0.00048901+0.00025427i,0.00068906-0.00045414i
0.0018847-0.00045645i,0.0030917-0.00095456i,0.0032498-5.8181e-05i,0.0015202+0.00038052i,0.00052406-0.0001133i,-1.6125e-08-0.00059392i,-0.00050771-0.00014804i,-3.1317e-05+0.0010092i,-0.00011902+0.0010398i,-0.00047715+0.0010171i,-0.0001111+0.0011666i,0.00058806+0.00054727i,0.0011438-2.2417e-05i,0.0014428-8.8984e-06i,0.0009135+0.00022177i,-0.00017226-0.0001607i,0.00029628+0.00043548i,0.0014314+0.00037276i,0.00065546-8.9835e-06i,-0.00035399-0.00012199i,-0.00039099-7.8032e-05i,0.00027765-0.00011742i,0.00042885-7.8934e-05i
-0.0026786+8.7179e-06i,-0.0023402+0.0011259i,-0.0016824+0.0020611i,-0.00078261+0.0014483i,-0.00023537+0.00049136i,-0.00014878+9.4258e-05i,-0.00024008+0.00013946i,-0.00055666+0.00068773i,-0.00099854+0.00093328i,-0.00068686+0.00039336i,0.00012367+0.00017854i,0.00095983+0.00021101i,0.0014607-9.5089e-05i,0.0010448-0.00054418i,8.6463e-05-0.00066693i,-7.9248e-05-0.00087271i,0.00049984-0.00098496i,0.0003083-0.00093166i,1.8098e-05-0.00051596i,0.00035675+1.8132e-05i,0.00027885-0.00018757i,0.00013629+7.4487e-06i,-0.00034911+0.00027722i
0.0010993+0.00010369i,0.0013237+0.00031778i,0.0011843+0.0001156i,0.00063379+0.00050943i,-0.00020271+6.514e-05i,-0.0011266-0.00098162i,-0.0011248-0.00083822i,-0.00043739-0.00022535i,7.9481e-05+0.00010833i,-0.00018551+0.00055912i,-0.00073332+0.00012086i,-0.00058365-0.00052692i,0.00022753-0.0006491i,0.0003516-0.0001371i,-0.00018087-0.00029288i,0.00025967-0.00051487i,0.00010712-0.00021048i,0.00031311-0.00028158i,0.0012547-0.00030442i,0.0006579-0.00044051i,0.00019614-0.00011592i,0.00049413-2.6713e-05i,0.00033497-0.00038552i
-0.00052848-4.6964e-05i,-0.00039319-0.001225i,0.00065452-0.00025033i,0.00050137+4.2926e-05i,-0.0004709-0.00029083i,-0.0014746-0.00016274i,-0.0015582-0.00012762i,-0.00064711-3.4778e-05i,-0.00019788-8.8549e-05i,-6.0637e-05+0.0001149i,0.00033446-0.00027619i,0.00046665-0.00080746i,0.00019476-0.0004308i,0.00055301-0.00015233i,0.00038891+0.00014478i,-0.0005149+0.00015085i,-0.000322-0.00033638i,0.00059542-0.00048745i,0.00040896-0.0004276i,3.4556e-05-0.00047928i,0.00017337-0.00079625i,4.9296e-05-0.00015692i,0.00030095+0.00050906i
0.0018811-0.0010368i,0.0018309-0.001007i,0.00054845-0.00097664i,-0.0001771-0.00050974i,-0.0011872+1.9601e-05i,-0.0017301-0.00026875i,-0.0016735+0.00012577i,-0.0014099+0.0011728i,-0.0013619+0.0010297i,-0.0012279+0.0002886i,-0.00041579+0.00020423i,-3.5298e-05+0.00041578i,-0.00064452+0.0010919i,-0.00024136+0.001313i,0.00054133+0.00072411i,0.00033247+0.00049436i,9.6905e-05+0.00046186i,0.00047677+0.00034293i,6.7959e-05+0.00062536i,-0.00083813+0.00077428i,-0.0010707+0.00011515i,-0.00047519-0.00033033i,0.00024395+0.00068523i
-3.5778e-05+0.00056306i,7.5933e-06-0.00018152i,-0.00027366-0.00059454i,-0.00014211-0.00074632i,-0.00014958-0.00092351i,-0.00039474-0.00020882i,-0.00054476+0.00028237i,-0.00056425+0.00028077i,-0.00011261+0.00019867i,0.0011176+0.00031007i,0.0017481+0.0004073i,0.0014844+0.00020657i,0.00020459-0.00034616i,0.00038-0.00045939i,0.00083344+0.00041873i,-0.00031593+0.00054977i,-0.00066973-1.6456e-05i,-0.00013197-0.00046724i,0.00027012-0.00010157i,-0.00023479+0.00070464i,-0.00028159+0.00086998i,-9.6073e-05+0.00067264i,-0.00067243+0.00023303i
-0.00098509+0.00097286i,-0.0019069+7.4304e-06i,-0.0017526-0.0011344i,-0.0012409-0.0019631i,-0.0012878-0.0017291i,-0.0015951-0.00061812i,-0.00091806+0.00016301i,-0.0010748-1.0219e-05i,-0.00032677-0.00062307i,0.00071071-0.00041064i,-0.00025262-8.9481e-05i,-0.00096129+3.0205e-06i,-0.00040206+3.2329e-05i,0.00015094-0.00038974i,0.00019956-0.0010188i,0.0005833-0.00093519i,0.00073125-0.00054365i,-0.00014597-0.00056596i,-0.00082658-0.0005377i,-0.0002047+0.00024215i,0.00068129+0.00081284i,0.00032614+0.00064194i,0.00029596+3.1485e-05i
0.00078555-0.00066852i,0.0017262-0.00076124i,0.0021196+0.00011379i,0.00040928+5.4357e-05i,-0.001486+0.0005715i,-0.00071521+0.0014232i,0.0010272+0.0010926i,0.00057837+0.00099641i,-0.00034896+0.0011044i,-0.00052343+0.0010269i,-0.00057218+0.00069221i,-0.00012697+0.00031751i,0.00055049+0.00042015i,0.00018408+0.00042183i,-0.000202+0.00043811i,4.8868e-05+0.00057414i,0.00070193+0.00065672i,0.001026+0.00025446i,0.00053168-0.00035271i,0.0002763-0.0001333i,-0.0003146+0.00022246i,-0.00072279-0.00014993i,6.9123e-05-0.00028932i
0.00076402-0.00038215i,0.00073207-0.0008566i,0.0010494-0.0010561i,0.0004209-0.00062046i,-0.00046863+3.0946e-05i,-0.0010247+0.00030198i,-0.00042108+0.00016059i,1.277e-05+0.00025118i,0.00028064-1.0587e-05i,0.00097233-0.00045269i,0.00087495-0.0007734i,-0.00061995-0.00074709i,-0.0011004+0.00011308i,-6.3971e-05+0.00029164i,0.00014711-0.00022334i,4.7307e-05-0.0001069i,0.00037113+0.00019649i,-0.00013505-2.6988e-05i,-0.00026974-0.00031966i,0.00041515-0.00025594i,0.00089236-0.00027255i,0.00016755-0.00041836i,-0.00067734+9.4409e-05i
-0.0019601+0.0010241i,-0.000678+0.00083925i,-7.682e-06+0.0002528i,-3.2322e-05-0.00012165i,-0.00042424-0.00047867i,-0.0010239-0.00035718i,-0.00076897-0.00051335i,-0.00054283-0.00055798i,-0.00068564+3.3704e-05i,-0.0006977+0.00048314i,-0.00043627+0.00035878i,0.00033809+0.00016736i,-9.3325e-05+1.4175e-05i,-0.00037222-0.00023291i,0.00061975-1.0717e-05i,0.0012351+0.00020232i,0.0015098+0.0005711i,0.0010742+0.00064781i,0.00050379-0.00012204i,9.1584e-05+9.8649e-05i,-0.00031658+0.00068998i,-0.00073897+0.00017931i,-0.00039241-0.00055414i
-0.0010628+0.00066233i,-0.0020454+0.0012385i,-0.0017477+0.0012114i,-0.0012673+0.0010148i,-0.0011977+0.00013776i,-0.0015374-0.001339i,-0.0014203-0.0012713i,-0.00046433-0.00027196i,-0.00070312+0.00048798i,-0.00064587+0.00087523i,0.00052898+0.00064909i,0.0012786+8.7292e-05i,0.0010115-0.00076683i,0.001076-0.0013107i,0.0010662-0.00025921i,0.00050781+0.00015507i,0.00015574-0.0001416i,-0.00042105+2.1499e-05i,-0.00043202-0.00015862i,-9.2228e-05-0.00046691i,-0.00017835-0.00038453i,-6.0551e-05+4.3295e-05i,3.8385e-05+0.00079545i
0.001122-0.001548i,0.0012951-0.00055136i,0.0021303-0.00024957i,0.0015486-0.00017147i,0.00045834-7.1726e-05i,-0.00045215+0.00023466i,-0.00095429+0.00053892i,-0.00026198+0.00067509i,-0.0001649+0.00077022i,-0.00062553+0.00034528i,0.00013444+9.9422e-05i,1.8942e-06+0.00025021i,-0.00032606-4.0543e-05i,0.00090985+9.5821e-05i,0.0010689-1.0231e-06i,0.0003971-0.00018695i,0.00056534+0.00036214i,0.00043677+0.00047887i,0.00039039-8.9957e-05i,0.00046767-0.00052397i,-0.00013419-0.00058554i,-0.00042862-0.00011953i,-0.00095319+0.00016732i
-0.00099906-0.0022815i,-0.00093216-0.0019782i,-0.0018404-0.0014325i,-0.0021182-0.00025162i,-0.0017251+0.00035992i,-0.0012489+0.00043865i,-0.00088281+0.00027503i,-0.00038716+0.00012539i,-0.00011666+0.00058145i,-5.4932e-05+0.00058842i,0.00027334+0.00052423i,0.00052409+0.00024689i,0.00070155-0.00029671i,0.0011552+5.8836e-05i,0.0013082+0.00079697i,0.0010677+0.000776i,0.00032576+0.00030599i,-0.00040048+0.00020537i,0.00036739-0.00037283i,0.00058045-0.00038242i,6.1804e-05+0.00033367i,-0.0001543+0.00023861i,-0.00023156-0.00019664i
-0.00061991-0.00072981i,-0.0015347-0.00038661i,-0.0017483+0.00020414i,-0.0007644-0.00031095i,-0.00045236-0.00051342i,-0.00086075-0.00026482i,-0.00061322+8.503e-05i,-0.00048605+0.00031927i,-0.00070368-0.00049144i,-0.0009377+2.7967e-05i,-0.00093609+0.0012063i,-0.00064526+0.0011833i,-0.0004086+0.0011603i,8.2852e-06+0.0013701i,-4.5024e-05+0.0010476i,4.7791e-06+6.3725e-05i,0.00044399+0.00024697i,0.0010209+9.7566e-05i,0.00087554-7.7876e-05i,0.0007038+0.00012718i,4.4864e-05+7.0363e-05i,-0.00083704+0.00021732i,-0.00084791+5.2599e-05i
-0.00047764+0.00044439i,0.00029286-2.0063e-05i,0.0018644+0.00014167i,0.0018248+0.00030243i,0.00018914+2.5434e-05i,-0.0010063+1.3376e-05i,-0.0017128-0.00017028i,-0.0010414-0.00053579i,-0.00019683+0.00026405i,-0.00049637+0.0008308i,-0.0005646+0.00011945i,-0.00049564-0.00036756i,-0.00063719-0.00035919i,-0.00069007+7.5273e-06i,-0.00071816+0.00042602i,-3.8483e-05+0.00015903i,0.0005192+8.773e-05i,0.00011982+0.00074692i,-0.0001621+0.00074355i,-0.00019389+0.00080721i,-0.00018479+0.00051056i,0.0003605-0.00024371i,0.00036297-0.00025407i
-0.00030216-0.00038924i,-0.00086415-0.00021733i,-0.00083966+0.00024392i,-0.00033485+0.00096734i,-0.00025559+0.00050653i,-0.00011998-0.0009429i,-0.00034886-0.00092438i,-0.00054858-0.0011156i,-0.00022597-0.0013883i,-0.00065866-0.00058555i,-0.00036717-9.5815e-05i,0.00046522+0.00046742i,0.00029909+0.00067585i,-0.00034327+0.00019868i,-0.00042578+0.00029222i,0.00053258+0.00025842i,0.00084388-0.00025058i,0.00031796-0.00026624i,-0.00013333-0.00031468i,-0.00021355+0.00031453i,3.6337e-05+0.0004414i,0.00062093-0.00045956i,0.00081329+1.6448e-05i
