-0.0016643+0.0011991i,-0.00093642+6.8894e-06i,-0.0010131-0.0012899i,-0.00079244-0.0010838i,-0.0011696-0.00019112i,-0.0013065+0.0013279i,-0.00071882+0.0018187i,0.00023744+0.0013958i,0.0014959+0.0003729i,0.0014078-0.00051668i,0.0011019-0.00061405i,0.00074162-0.00081633i,-9.88e-05-0.0011927i,0.00014733-0.00065098i,0.00064372+0.0001747i,0.00034057-0.00031185i,0.00022322-0.001287i,-8.424e-05-0.0010017i,-0.00045154-0.00050078i,-0.00082447-0.0001338i,-0.00042996+0.00060329i,4.561e-06+0.00088405i,-0.00014432+0.00059785i
-1.9987e-05+0.0010251i,0.00044178+0.00018378i,0.00095462+3.9246e-05i,0.0014635+0.00050854i,0.0017254+0.00056798i,0.0011264-0.00046043i,0.00020479-0.00071806i,0.00024706-0.00041559i,0.00044269-0.00067163i,0.00057109-0.0008316i,0.00045013-0.00042161i,0.00042404-8.9616e-05i,0.00077532-0.00032759i,0.00024322-0.00026566i,-0.00025068-3.4825e-05i,-0.00017173-0.00054891i,0.00030279-0.00044455i,0.00080228-0.00017115i,0.00040703-0.00020712i,0.00016042-4.0602e-05i,0.00058227+0.00044121i,0.00047865+0.00048815i,0.00031227+0.00028612i
-0.0021789-0.00068315i,-0.0017659-0.00060021i,-0.0023012-9.7689e-05i,-0.0019125+0.0011419i,-0.00047195+0.0011851i,0.00044185+0.00042646i,0.00048382+0.00058493i,0.00058018+0.00075441i,0.00040018+0.00046393i,0.00048698-1.5005e-05i,0.0010985+0.00044522i,0.00029945+0.00035067i,-0.00077248-0.00013115i,-0.00045331-0.00031773i,6.6506e-05-0.00022164i,-1.6945e-06+0.00040778i,-0.00012606+0.00019933i,-0.00023206-0.00092184i,0.00034488-0.00091945i,0.0011078+0.00028174i,0.00083568+0.00096938i,0.00029985+0.00046228i,-1.3897e-05-0.00014162i
0.00040888-0.0001444i,0.00059722-0.00042112i,0.00054714+0.00024655i,-3.25e-05+0.00067451i,-0.0001787+0.00029868i,0.00014342+0.00048596i,-0.00029165-0.00031343i,-0.00026959-0.0011262i,0.00059657-0.00097962i,0.00095569-0.00036274i,0.001257+0.00024913i,0.00051436-8.1647e-05i,-9.3152e-05+0.00014185i,0.00022623+0.00087558i,0.00022863+0.0010111i,0.00017937+0.0011867i,0.00052909+0.00041156i,0.00067264-2.1776e-05i,0.00051381+0.0004516i,-0.000178+0.00037726i,0.00010655+0.000214i,0.0011942-0.00033293i,0.00131-0.0011891i
-0.00096797+0.0002162i,-0.00075077+0.00025628i,-0.0010607-0.00011473i,-0.00049475-0.00035429i,0.0010001-0.00011959i,0.0012823-0.00013324i,0.00065448-0.00051897i,0.00049697+8.2667e-05i,0.00058517+0.00026127i,0.00066868+0.00059774i,0.00034829+0.00066446i,0.00021318-0.00057462i,0.00021993-0.0013225i,-0.00018018-0.00070893i,-0.00036268+7.3996e-05i,-0.00039515+0.00070454i,0.00022296+0.0011352i,0.00050331+0.00054028i,6.9471e-05-2.7e-06i,0.00048603+0.00010087i,0.0010932+6.6625e-05i,0.00088558+9.6239e-05i,0.00019784-0.00028283i
0.00025036+0.00030453i,-0.00087177-0.00038598i,-0.0011008-0.00036671i,-0.00096339-0.0001189i,8.0898e-05-0.00050896i,0.00060355-0.0010027i,0.00022191-0.0014188i,0.00012286-0.0014827i,2.33e-05-0.0011545i,-0.00018211-0.00040807i,0.00040737+0.00031793i,0.001107+0.00018744i,0.0010602-0.00048535i,0.0011334+0.00055194i,0.00079286+0.00088795i,0.00069809+0.00026665i,0.0010846+0.0008381i,0.00096521+0.00094123i,-0.00012473-4.3026e-05i,-0.00032449-0.00087961i,0.00041395-0.00093567i,0.00044093-0.00066892i,0.00038008-0.00049695i
-0.0011467-0.00019331i,-0.00063749-0.00015127i,6.3242e-05+0.0011746i,0.00023694+0.0011096i,6.5432e-05+0.00068834i,0.0008183+0.00095645i,0.0010907+0.00072528i,0.00098338+5.9692e-05i,0.00067138-0.00047815i,0.00016761-0.00035335i,-1.6366e-05-0.00023644i,-1.5296e-05-0.00078409i,-0.00023682-0.0012783i,-0.00046638-0.00063626i,-0.0002336+0.00049168i,0.00040795+7.2815e-07i,-8.9332e-05-0.00016651i,-0.00033682-0.00020736i,-0.00037371-0.00020207i,-0.00047967-0.00049779i,-0.00059028-0.00089426i,-0.00037064+0.00014241i,-0.00071898+0.00071849i
0.0020391-0.0004695i,0.0020346-0.0015379i,0.0014567-0.0022212i,0.00052606-0.0017233i,-0.0003972-0.0012929i,-0.00063829-0.0010146i,0.00040438-0.00071977i,0.00066665-0.0009317i,0.00015182-0.0012703i,0.00052681-0.00072761i,0.00055014+0.00034039i,0.0005886+0.00056338i,0.00051739+0.00014717i,0.00082599-0.00031209i,0.00039858-0.00032654i,-0.00017963-0.00024222i,2.3156e-05+5.817e-05i,-0.00016267+0.0010421i,-0.00043879+0.0010154i,-0.00026688+0.00052841i,-0.00055193+0.00039714i,-0.00077529+0.00044442i,-0.0010261+0.00080191i
-0.00061032+0.0007459i,-0.00086015+0.0010516i,-0.00095226+0.00089573i,3.1181e-05+0.00062312i,0.0014327+0.00031914i,0.0014113-0.00052563i,0.00066249-0.00072583i,0.00012741-0.00041666i,-0.00010372-0.00045989i,0.00062199-0.00056534i,0.00042079-0.00087275i,-9.046e-05-0.00073015i,-5.4361e-05-8.8223e-05i,-0.00026966+0.00044917i,-0.00031532+0.00076877i,0.00016074+0.00041742i,0.00083227+0.00042997i,0.0012249+0.00050401i,0.00087061+0.00029526i,0.0005481-0.00019345i,-2.8369e-05-0.00037713i,-0.00039421-0.0003476i,-0.00046637+1.283e-05i
-0.00064515+0.00031257i,9.9465e-05+0.0012191i,0.00043187+0.0014733i,0.000249+4.4443e-06i,0.00067897-0.00070532i,0.00049432-0.00052831i,7.1156e-05-0.00034491i,4.0486e-05-0.00050443i,0.00044566-0.00056727i,0.00018814-0.00019938i,-0.00019839-0.00050898i,0.00027572-0.0010975i,0.00049187-0.00045636i,0.00042508+0.00059756i,0.00062687+0.00043517i,0.00087181+0.00020138i,0.00047513+0.00028611i,0.0001184+0.00047913i,-0.00029174+5.6069e-05i,-0.00028181-0.00039007i,-0.0002308+3.9094e-05i,0.00014598-0.00049357i,0.00070991-0.00059134i
0.0016362-0.0003601i,0.00075166-0.00013515i,0.0013248-0.00014025i,0.001354+0.00016782i,0.00082728+0.00029046i,0.00033642-3.2884e-05i,0.00036772+4.4115e-05i,0.00099117-6.3643e-05i,0.0012187-0.00039654i,0.00071901-0.00054329i,0.00079377-0.00044161i,0.0010446-4.9956e-05i,0.00086323-0.00038367i,0.00083593-0.00073319i,0.00081014-0.00020555i,0.00046415+0.00033249i,-0.00045385-2.3441e-06i,-0.0013912-0.00019307i,-0.00094926-0.00019603i,-5.5437e-05-0.00015931i,0.00034306+0.00028881i,0.00067412+0.00058572i,0.0012053+0.00087207i
-0.00053494-0.0011521i,-0.00076841-0.0013454i,-0.0016003-0.00067709i,-0.00070413-4.6385e-06i,0.00077213+0.0010479i,0.00038522+0.0013236i,0.00026002+0.00013092i,0.00052046-0.00047337i,0.00079422-0.00020378i,0.00060286-0.00060889i,6.4968e-05-0.00053807i,7.0915e-05-0.00047165i,0.00026698-0.0003463i,0.00018646+0.00044913i,0.00029971+0.0010061i,6.2308e-05+0.00028901i,-0.0010625-0.00023265i,-0.0019231+0.0002268i,-0.0015309+1.2067e-05i,-0.00046841+0.00040372i,-0.00042992+0.00062687i,-0.00055497+0.00027723i,-0.00036816+0.00033074i
-0.00048349+0.00061997i,-0.0007259+0.0010065i,-0.00090759+0.00085864i,-0.00044678+0.00045623i,0.00035697+0.00052312i,0.0010104+0.001087i,0.00070047+0.00063707i,0.00055064+3.4182e-05i,0.00044175+0.00081023i,-5.2161e-05+0.00062843i,-0.00013781+1.6682e-05i,0.00070645-0.00024967i,0.0011556-0.00085648i,0.00045924-0.00057502i,0.00018006+0.0002421i,0.00037993+0.00083566i,0.00049868+0.0008609i,0.00082378+0.0002747i,0.00088753-0.00028999i,0.00065953-0.00023536i,0.00030102-0.00017463i,-3.8189e-05-0.00014954i,0.00023401-0.00017316i
0.00059974-0.002328i,0.00088743-0.002322i,0.0010135-0.002442i,0.00015981-0.0019818i,5.4223e-05-0.0013016i,0.00097329-0.00078881i,0.0014385-0.0005023i,0.0010036-0.00011798i,0.00063311-0.00044249i,0.00027181-0.00085707i,-0.00041827-0.0003414i,-0.00018144+0.00011786i,0.00032954+0.00040987i,0.00032481+0.00094855i,0.00045553+0.0012573i,0.00046257+0.00093594i,0.00067998+0.00023322i,0.0001089+0.00043603i,-0.00069452+0.0007522i,-0.00083206+0.00092802i,-0.00095015+0.00091125i,-0.00047407+0.00023681i,9.1412e-05-0.00048443i
0.0021494-0.0015565i,0.0026563-0.00097551i,0.0016552-0.0017009i,-0.00055054-0.0022879i,-0.00084415-0.0016616i,0.00067362-0.0010124i,0.00079819-0.00046304i,-0.00033042-0.00054286i,-0.00073577-0.00059989i,0.00025868+0.00023561i,0.00081337+0.00088402i,0.00041789+0.00090536i,-0.00015302+0.00035477i,-2.0073e-05-0.00027544i,0.00026479+8.0884e-05i,-3.9169e-05-0.00042262i,0.00065943-0.00063207i,0.00064428+0.00011968i,0.00035262+0.00031552i,0.00041848+0.00012231i,9.3373e-05+0.00011639i,0.00043315-0.00014528i,0.00058766-0.00095078i
-0.0001643-0.00021705i,-0.00072043-3.9868e-05i,-0.00056702+8.3173e-05i,9.5314e-07+0.00038941i,-0.00016343+0.00038303i,0.00014279+0.00030583i,5.3942e-05+5.4919e-06i,0.00060326-0.00052988i,0.001241-0.00050991i,0.00048522+0.00031645i,-0.00016649+0.00017523i,-0.00035063+0.00038397i,0.00039973+0.00089907i,0.0010434+0.00052466i,0.00051756+0.00040557i,0.0005378+0.0009145i,4.4998e-05+0.00032307i,-0.00094713-0.0010365i,-0.0005266-0.0013028i,0.00073-0.00068661i,0.00093891+0.00019744i,0.00079611+0.00046552i,0.00028143+0.00028552i
-0.00024249-0.0016045i,-0.00046159-0.0013324i,-0.00091777-0.00095861i,-0.00020447-0.00082933i,0.0002135-0.00038019i,-0.00060938-0.00040686i,-0.00027242-0.00062055i,0.00022015-0.00060912i,5.06e-05-0.0011962i,-0.00039641-0.00096565i,-0.00086753-0.00039195i,-0.00077107-3.4338e-05i,6.798e-05+0.00054427i,0.00030957+0.0006794i,-0.00023797+5.7606e-05i,-7.5135e-05-0.0002038i,0.00048342-8.0493e-07i,0.00028879-5.6222e-05i,-0.00032703-0.00015715i,-0.00018537-0.00027219i,0.00072542-0.00035082i,0.00063851-0.00036396i,-0.00012764-0.00061922i
0.0020513-0.0017977i,0.001702-0.0012306i,0.00024792-0.00012758i,-0.00073858+0.0011529i,-0.00041723+0.00092614i,-2.9112e-05-4.0091e-05i,-0.00066037-0.00026011i,-0.0010488-0.00046001i,-0.00051286-0.00037135i,-0.00022925-0.00028744i,-0.00051596+0.00031907i,-0.0003438+0.00051659i,0.00016881-0.00018202i,0.0004739-0.00020732i,0.00036107-1.699e-05i,5.1342e-05-0.00036526i,9.6442e-05-0.00044317i,0.00028467+6.6096e-05i,-0.00049834+0.00041522i,-0.00079183-9.3361e-05i,-0.00033312-2.9031e-05i,-0.00065064+0.00073812i,-0.00055282+0.0011789i
0.00038453+0.00072568i,0.00043022+0.0005378i,0.00092905+0.00049884i,0.0019173+0.00079894i,0.0017059+0.00073104i,0.00031985+0.00019889i,-8.6244e-05-0.00063866i,0.00063311-0.0009033i,0.0011621-0.00062296i,0.0012176-0.0007679i,0.00061526-0.00060228i,-0.00024891-1.9534e-05i,-0.00064723+0.00064406i,-9.1737e-05+0.00071213i,0.00054579+0.0005608i,0.0003627+0.00057851i,-2.8483e-05+0.00062743i,0.00017319+0.00088496i,0.00027984+0.00061316i,-0.00014096-0.00013249i,-0.00025159-0.00038599i,2.6114e-05-0.0005751i,5.7829e-05-0.00064877i
-0.00020238-0.0012257i,-0.00046312-0.00063675i,-0.0008412-0.00037062i,-0.0007284-0.00053939i,-0.00047075+0.00013464i,0.00016586+0.00037899i,0.00093398+0.0002364i,0.00072099-0.00028734i,0.00063023-0.00071141i,0.00067924-9.3266e-05i,0.00077664+0.00020734i,0.00031265-0.00027903i,5.0387e-05-0.00048122i,-9.3077e-06+0.00013447i,-0.00010184+0.00043111i,-1.3581e-05+0.00034104i,-0.00035918+0.00083995i,0.00016973+0.00053692i,0.00030599+0.00070689i,-0.00078539+0.00088485i,-0.00036045+0.00069566i,0.00016548+0.00083732i,-0.00024994+0.00043398i
0.0025734-0.00022696i,0.0024159-0.00045657i,0.0012477-0.00058945i,0.0014241-0.00054072i,0.0016901+7.8329e-05i,0.00085934+0.00017517i,0.00049269-0.0003889i,0.00048264-0.00102i,4.2223e-05-0.00037967i,-0.00012654+0.00040448i,0.00015542+0.00032872i,0.00041901-0.00027326i,0.00011176+0.00039523i,0.00029085+0.0012893i,0.00092496+0.0012673i,0.0010953+0.00086745i,0.0011119-3.8088e-05i,0.00078689-0.00067059i,0.00022887-7.6549e-05i,-0.00018023+0.00021764i,-0.00015286+8.4464e-05i,7.8362e-05+0.00063941i,4.729e-05+0.0007847i
-2.0822e-05-0.00024032i,0.00097983-0.00053847i,0.0019111+9.9715e-05i,0.0010323+0.00018866i,0.0011535+0.00010521i,0.0011475+0.00075712i,0.00081371+0.00083211i,0.0008082+0.00044282i,0.00098365+0.00017922i,0.00061937+0.00056794i,0.000411+3.5504e-05i,0.00094016-0.0014602i,0.00075392-0.0012757i,-0.00025481-0.00069096i,-0.00045833-0.00059297i,0.00037512-1.1148e-05i,0.00095533+0.00080328i,0.00013417+0.00036609i,0.00019897-0.00023671i,0.00036338-2.1053e-05i,0.00012113+0.00031087i,0.00051109+0.0004514i,0.00023395-0.00023683i
-0.00046604-0.0023248i,-0.00035438-0.0021235i,-0.00090184-0.0015385i,-0.001036+0.00029468i,-0.00051132+0.001735i,-0.0002802+0.0013371i,0.00046676+0.00047379i,0.00063139+6.4301e-05i,-4.4412e-05-7.7857e-05i,-0.00039663+2.9963e-05i,-0.00013942-0.00028334i,0.00028902-0.00029957i,7.4354e-05-0.00029648i,-5.8072e-05-0.0006687i,-0.00012655-1.0271e-05i,-0.00016267+0.00069308i,5.1594e-05+0.00017038i,-0.00027351-0.00050329i,-0.0009842-0.00034705i,-0.00051+0.00049845i,0.00046123+0.001348i,0.00048091+0.00067838i,-1.9185e-05-0.00039443i
0.0011149-0.0022127i,0.00094144-0.0015238i,8.4529e-05-0.0015907i,5.8421e-05-0.0010026i,-0.00049163-0.00063918i,-0.00065906-0.0007094i,0.00029112-0.00061209i,0.00065027-0.00080513i,0.00035302-0.0013193i,0.00050923-0.00042487i,0.00085161+0.0011354i,0.00089347+0.00081915i,0.00098131+0.00034224i,0.00091791+0.00011069i,0.00063822+0.00012268i,0.001024+0.00085916i,0.0013026+0.0010052i,0.00037234+0.00062685i,-0.00012876+0.00083508i,0.0007183+0.00091099i,0.00093714+0.0009453i,0.00049942+0.00052247i,0.00034049-0.0004139i
-0.00086941-8.576e-05i,-0.0010353-0.00047446i,-0.00092834+0.00042181i,-2.2583e-06+0.00083131i,0.00031644+0.00014238i,3.0986e-05-0.00044976i,0.0006228-0.00026788i,0.00069878-0.00042299i,0.00070804-0.00028064i,0.00074907+0.00056703i,0.00034357+0.00071877i,0.00024115+0.00037391i,0.00022574-7.4973e-05i,0.00068916-0.00094706i,0.00048651-0.00065451i,0.00023908+0.00047249i,0.00038078+0.0010094i,8.0074e-05+0.0011027i,-0.000841+0.00033875i,-0.00017383-0.00014483i,0.00064556-5.1504e-05i,0.00017992+0.00018034i,6.9689e-06+0.000505i
-7.5371e-05+0.000409i,-0.00012534-0.00053129i,0.00063575-0.00057219i,0.00035352-0.00045516i,0.00042723+4.0647e-05i,0.00096576+0.00077816i,0.00069376-0.00017226i,0.00050759-0.00099207i,0.00063937-0.0012365i,0.00091467-0.00070389i,0.00083453-0.00010499i,0.00014501-0.0005174i,0.00037139-0.0007588i,0.00017836-0.000382i,-6.3798e-05+4.9095e-05i,0.0010884+0.0005768i,0.0015375+0.00053009i,0.001129-0.0004108i,0.0008045-0.00066155i,0.00031411-0.0006639i,-4.5253e-05-0.00096368i,-5.11e-05-0.00015977i,0.0001725+0.00043555i
0.00024235-0.00097563i,0.00022659-0.00051242i,0.00029555-0.0009836i,0.00062282-0.0014697i,0.00011444-0.00094813i,-2.7972e-05-0.00037768i,0.00048988-0.00070446i,0.00099806-0.0015041i,0.00094983-0.0010356i,0.00014783+9.6061e-05i,0.00014126+0.00065148i,0.00079062+0.00033569i,0.00092319+0.00074247i,0.00046613+0.00087325i,-0.00019457+0.00037448i,-0.00010684+0.0006683i,0.00039323+0.00090987i,7.2292e-05+0.00068089i,-0.00033251+0.00051148i,-0.00048318+0.00040532i,-0.0010322+0.00073369i,-0.0014828+0.0010482i,-0.00092352+0.0003659i
-0.0010783+0.00088577i,-0.00057392+0.0008588i,0.00026785+0.00098858i,0.00051182+0.00043875i,0.0011356+5.893e-05i,0.0011508-0.00030726i,0.00035759-0.00073151i,0.00010945-0.00032952i,3.2228e-05+2.9666e-05i,0.00026796-0.00013628i,0.00092809+0.00016806i,0.0008102+0.00045855i,0.001026+0.00023564i,0.00040335-0.0001678i,-2.5252e-05-8.8735e-05i,0.00094692+0.00073593i,0.00031113+0.00088635i,-0.00032616+0.00080776i,-5.8698e-05+0.00071051i,0.00023817+0.00050966i,0.00025594+0.00049776i,-0.00021244+5.8571e-05i,-0.00043517-0.00031052i
0.0010146+0.00017402i,0.00053092+0.00092428i,0.0011534+0.00028684i,0.0023181-0.00033507i,0.0023119-0.0003749i,0.0014084-0.00079631i,0.0012828-0.0011399i,0.0013714-0.00063091i,0.0017037-0.00073859i,0.0015969-0.00064793i,0.00065156-0.0001502i,-0.00027307-5.6522e-05i,-0.00056826+0.00010608i,-1.3373e-05+0.00025599i,-0.00027963+0.00074651i,-0.00077958+0.00043598i,-0.00014551-0.00080523i,0.00064177-0.0012571i,0.0011973-0.0010729i,0.0013866-0.0010503i,0.00058599-0.0013701i,-0.00019656-0.00099685i,-3.986e-05-0.0004155i
-0.00054406-2.5418e-05i,-0.00073365-0.00065025i,0.00063576-2.2612e-05i,0.0023558-0.00022792i,0.0021189-0.00076027i,0.0005776-0.0011455i,0.00012281-0.0009319i,7.4706e-05-0.00053432i,-5.3771e-05+0.00015205i,-0.00017266+0.0005099i,-0.00032935+0.00018856i,-0.00035301+6.2674e-05i,-0.00083263-0.00024917i,-0.00077183-0.00091745i,-0.00027901-0.00038747i,-0.0003011+0.00071593i,-0.00080731+0.00088605i,-0.00083719+0.00078275i,0.0002559+0.00018313i,0.00041866-0.00037692i,0.0003632-0.00017122i,0.00018392-0.00019304i,-8.4234e-05-0.00085573i
0.001991-0.00099883i,0.0020954+3.1673e-05i,0.0013196-0.00011132i,0.0013045+0.00012927i,0.0013769+0.00084897i,0.00015223+0.00067982i,-0.00048775+7.9534e-05i,-0.00043343-9.4152e-05i,0.00062666-0.00016608i,0.00066074-0.0001259i,-0.0002441+0.00010268i,-0.0002591-0.00012422i,-0.00032693-0.00049094i,-0.00043028-0.00088246i,-0.0004869-0.00064935i,-0.000174+2.9076e-05i,0.00030277+0.00060458i,-0.00014217+0.00055243i,-0.00066682-0.00050854i,-0.00043108-0.00060044i,-0.00032381-0.00052266i,-0.00057442-0.0008757i,-0.00014352-0.00084953i
0.00185-3.4919e-05i,0.0014629-0.00077154i,0.0020697-0.0013234i,0.0021213-0.0012974i,0.0015703-0.0018831i,0.0013087-0.0013747i,0.0011915-0.00095679i,0.00096528-0.00073905i,0.00083891-0.00084463i,0.00055777-0.00089121i,0.00015706-0.00044284i,0.00070915-0.00050494i,0.0012404-0.00031324i,0.00044813-0.00032524i,0.00010771+8.3348e-06i,0.0012052+0.00012389i,0.0012267+0.00035467i,0.00086824+0.00063649i,0.0011+0.00010702i,0.00075857-5.3131e-06i,0.00033282+0.0011085i,-0.00040734+0.0014339i,-0.00012463+0.00017671i
0.0013614-0.00045075i,0.0007782-0.0010919i,0.00017494-0.0014874i,-0.00054084-0.0011642i,-0.00070828-0.0009038i,-6.9731e-05-0.00031168i,0.00079958-0.0001662i,0.00098504-4.065e-05i,0.00043953+0.00011339i,-0.00034168-0.0004789i,-0.00048476-0.0014103i,0.00023166-0.0010705i,0.00097705-0.00034606i,0.0013417+5.3626e-05i,0.00063229-3.7768e-05i,-0.00028102+7.3308e-05i,0.00069964+0.00048846i,0.0010488+0.00024661i,-0.00034293-7.4082e-05i,-0.00058101+8.1849e-05i,2.0513e-05+3.2354e-05i,0.00012359-0.00060554i,0.00032051-0.00062783i
0.0018836+0.00061814i,0.0018157+0.00089413i,0.0021732+0.0011698i,0.0026009+0.00028812i,0.0022067-0.00053636i,0.00098289-0.00020512i,0.00063703-0.00018065i,0.00068174-0.00037004i,0.0011257-0.00042797i,0.00040445-0.00053162i,-0.00061802-0.00079241i,-0.00013244+0.00035612i,0.00090978+0.0010103i,0.00021388+0.00066315i,-0.0010632+0.00097719i,-0.00042143+0.0011225i,0.00078724+0.0001731i,0.0010913-0.00039391i,0.00056243+3.0493e-05i,6.1607e-05+0.00016525i,0.00011676-1.2842e-05i,0.00045111+0.00016258i,9.6678e-05+0.00011692i
0.00053255-0.00010541i,0.00027003+1.0082e-05i,-7.4386e-05-0.00035253i,0.00089325-0.00046225i,0.0016229+0.00024619i,0.0016995-0.00013144i,0.00095973-0.00089747i,0.00034479-0.00064892i,0.00040255+0.00026819i,-3.8435e-05+0.00057189i,0.00020504-8.3748e-05i,0.00052069-0.00069692i,0.00092494-0.0010229i,0.0007661-0.00026838i,-0.00019956-0.00012953i,-0.00012665-0.00069327i,-0.00050296-0.00029074i,-0.0007565+0.00015605i,-0.00034705-0.00029413i,-2.8631e-05-0.00063178i,-4.5777e-05-0.00026409i,-0.00014438-0.0001569i,-0.00026243+0.00027588i
4.538e-05+0.0017538i,0.0004249+0.00067102i,0.00011417+0.00089592i,0.00024662+0.0016804i,0.00078487+0.0015369i,0.0012668+0.00056759i,0.0014489-0.00028848i,0.0004804-0.00010455i,-2.7263e-05+0.00014566i,0.00061664+8.3021e-05i,0.0006996-0.00033103i,-0.00039269-0.00056025i,-0.0008456+4.2558e-05i,-0.00024504+0.00084133i,0.00014011+0.0011129i,0.00024985+0.00031862i,0.00095962+0.00012207i,0.00094028+0.00019926i,0.00019893-0.00032003i,-0.00023929-0.00041524i,8.0459e-05-0.00042724i,0.0004627-0.00018026i,-5.9671e-05+5.2211e-05i
0.0010461-0.00058116i,0.00049334-0.00065633i,0.00024795-0.00089695i,-0.00093931+8.0177e-05i,-0.0017804-0.00072425i,-0.00067285-0.0012386i,0.0006622-0.0003007i,0.00026089+8.7984e-05i,-0.00017393-0.0005539i,-0.00011638-0.00026394i,0.00025024+0.00082811i,0.00012543+0.0012576i,-8.0184e-05+0.0010447i,0.00013539+0.00011541i,0.00030157+7.7442e-05i,9.5708e-05+0.0006888i,0.00065982+0.0010582i,0.00091936+0.00077468i,0.00014447-0.00013977i,-7.8788e-05-0.00023356i,-0.0001806+0.00070036i,-0.00027698+0.00095226i,-0.00075141+0.00045142i
0.0015426-0.0012083i,0.001142-0.0016134i,0.00014957-0.001802i,-5.7957e-05-0.0011598i,0.00022611-0.00071977i,0.0004133-5.3711e-05i,0.0004242+0.00046385i,-5.82e-05+0.00024713i,-0.00026875-0.00042749i,0.00045095-0.0001742i,0.00073466+0.00086501i,0.0007209+0.0010883i,0.00035271+0.00060806i,0.00060783+0.0005783i,0.00075987+0.0011689i,0.00030348+0.00029529i,5.2268e-05-0.00046111i,-0.00071475-0.0003325i,0.0001716-8.6896e-05i,0.0010395+0.00044758i,0.00068839+0.0010379i,0.00030776+0.0010184i,9.1111e-05-0.00019695i
-0.00010147+0.00029709i,0.00024+0.0011582i,5.5361e-05+0.0013375i,0.00041497+0.00098977i,0.00080914+0.0001075i,0.00051908-0.00033958i,0.0005761-0.00080975i,0.00049509-0.0010094i,0.00034168-0.0007618i,0.00093948-0.00072872i,0.0011584-0.00058798i,0.00033641+0.00010414i,-0.00039266+0.00041447i,-0.00042414+0.00043343i,-0.00017971+0.00051009i,5.932e-05-0.00022417i,4.6349e-05-0.00045009i,0.00035465-0.00040102i,-4.4905e-05-0.00054479i,-0.00085619-0.0005773i,-0.00022688-0.00016409i,0.00052136+0.00024462i,0.00043843+9.5097e-05i
-0.00067513+0.00046749i,-0.00041016+0.00055257i,-0.00023476+0.00049605i,0.00016166+0.00019208i,0.0013245+0.0011464i,0.0016101+0.0021191i,0.00083395+0.0018377i,0.00043234+0.0015038i,0.0003914+0.00042728i,0.0005618-0.00021161i,0.00034184+8.4552e-05i,0.00079092+7.1433e-05i,0.0011438+0.00040746i,0.00056861+0.00019887i,0.00066416-0.00035952i,0.0011062-0.00023824i,0.00082283-3.3244e-05i,0.00029632+8.9021e-05i,7.6144e-05-0.0001008i,3.8908e-05-0.00010294i,0.00060858+0.00021557i,0.00060363+0.000212i,0.00023755+0.00069975i
0.00053143+1.7569e-05i,0.0010826+0.00054665i,0.002307+9.9329e-05i,0.003125-0.0014354i,0.0022838-0.0018138i,0.00086464-0.001308i,-0.0002932-0.001101i,0.0006251-0.0011425i,0.0013831-0.0008362i,0.00025631-0.00043029i,-0.00050574-5.8948e-05i,0.00041483-0.00042832i,0.0011915-0.00086881i,0.00088695-0.00074896i,4.303e-05+5.6182e-05i,-0.0002761+0.0005197i,-7.9923e-05+0.00038155i,-0.00057201+4.0455e-05i,-0.00083701-0.00021958i,-0.00083944-0.00012111i,-0.00090369+8.9655e-05i,-0.00071052+0.00033275i,-0.0006535+0.00073137i
0.0023591+0.0012718i,0.0023815+0.00060906i,0.0021249-0.00038031i,0.0012411-0.00034873i,-5.1474e-06+0.00018747i,-0.0011225+0.00023638i,-0.00040982+0.0003409i,0.00034012+0.00017592i,0.00020907-7.7246e-05i,-0.00041499+0.0006124i,-0.0002823+0.0010921i,0.00021203+0.001629i,-0.00010405+0.0011667i,-0.00031969+0.00020603i,-0.00054508+8.1736e-05i,-0.00070097+0.0001413i,-0.00065071+0.00021781i,-0.0010878+0.00025139i,-0.0012073+0.00035951i,-0.00045515-3.3131e-05i,0.00060894-0.00041662i,0.00057153-0.00067727i,-0.00036143-0.0011944i
0.00070406+0.0015357i,-0.00024115+0.0010727i,0.00047682+0.00088736i,0.002829-0.00076802i,0.003717-0.0011266i,0.0021106-0.00026807i,0.00070857-7.0894e-05i,0.00037871-0.00044265i,0.00016981-0.0004062i,0.00068001-2.0748e-05i,0.00071846-0.0001131i,-0.00024108-0.00036853i,-0.00093099-0.00066789i,-0.0010429-6.2157e-05i,-0.00054388+0.00098825i,-0.00011003+0.00072795i,0.00037257+0.00064693i,0.00092507+0.0010962i,0.0002773+0.00054167i,-0.00054417-3.7218e-06i,-0.0003228+0.00057915i,0.00054626+0.00086969i,0.00076247+0.00038338i
0.00059803+0.0010232i,-0.00090717+0.0010058i,-0.0013696+0.00071267i,0.00010115+0.00069588i,0.0012532+0.00015629i,0.00080418-0.00033384i,-0.00027157-0.00049561i,4.7337e-05-0.0006469i,0.00087965-0.00026962i,0.0010384-0.00025815i,0.00060442-0.00060383i,6.7531e-05+5.3221e-05i,-0.00044247+0.00037512i,-0.00084477+0.0003039i,-0.0013475+0.00071333i,-0.0016038+0.00094474i,-0.00026672+0.00046975i,0.0009914+0.00037433i,0.0013896+0.00075982i,0.0011735+0.0010408i,0.00073922+0.00052157i,0.00060007-6.5536e-05i,0.00041599-3.952e-05i
