-0.0014933+0.00019571i,-0.0019726-0.00074921i,-0.0016924-0.0013366i,-0.00084511-0.00051388i,-0.00082098+0.00054259i,-0.0012925+0.00061991i,-0.00069697+0.00090291i,0.00023481+0.0011096i,0.00097974+0.00047754i,0.00059337+0.00044015i,8.6738e-05-0.00049724i,4.0118e-05-0.0012672i,1.7566e-05-0.00083811i,0.00071927-0.00059482i,0.0005484+3.1142e-05i,-0.00071275+0.00077213i,-0.0012713+0.00029117i,-0.0008486-0.0009899i,7.7231e-05-0.0012533i,0.0006852-0.00020394i,0.00075488+0.00066035i,0.00026123+0.0005992i,-0.00021555-3.7498e-06i
0.00025569+0.0026425i,0.00094173+0.001644i,0.0017474+0.0007087i,0.0020837+0.0005491i,0.0015507+0.00072257i,0.00025971+0.00052398i,-0.00076602+0.00063383i,-0.00045343+0.00078447i,0.00018652+0.0010144i,3.9656e-05+0.00033835i,-0.00033255-9.0313e-05i,-0.00021005-0.00042413i,-0.00038023-0.00073456i,-0.00036599-0.0001496i,-4.207e-05+0.00017473i,-0.0002563+0.00043156i,-0.000133+0.00047818i,0.00017741-0.00046454i,0.00026977-0.00085524i,0.00010371-0.00045384i,-0.00021015+0.00010006i,-0.00018549+0.00055024i,-0.00035588+0.00010111i
-0.00077518+0.00071263i,-0.0003656-0.0015783i,8.7555e-05-0.0028891i,0.00041511-0.0014834i,0.00041247-0.00017917i,0.00012724+0.00046528i,3.3849e-05+0.00077069i,0.00028403+0.0003882i,0.00039991-0.00029523i,8.7978e-05-4.5116e-05i,0.00056159+0.00040412i,0.0015617-0.00016945i,0.0015035-0.00022626i,0.00046482+0.00083075i,-0.00032628+0.00093171i,0.00039711+0.00036236i,0.0013268+2.0115e-06i,0.00066138-0.00047774i,0.00015226+3.9871e-06i,9.2926e-05+0.00066267i,-0.00035123+0.00050651i,-0.00028285+7.8416e-05i,0.000411-0.00040965i
-0.0011845-0.00043871i,-0.0010823-0.0010225i,-0.00054432-0.0011687i,0.00040599-0.00028728i,0.00057298-0.00012972i,0.00049823-0.00044284i,0.00049339-0.00017509i,0.00041407-0.00050316i,0.0005607-0.00025378i,0.0001174+0.00072903i,-0.00041743+0.00069357i,-0.00079265+0.00057645i,-0.00088313+0.00025614i,6.7041e-05+0.00027495i,-0.00012611+0.00051659i,-0.0004716-6.7984e-05i,3.9055e-05-0.0006998i,-5.7067e-05-0.00097856i,-0.00036583-0.00029186i,6.9745e-05-3.3524e-05i,0.00057466-0.00026602i,0.00019306+0.00010043i,-0.00052317+0.00066287i
0.0023047-0.0019792i,0.0024991-0.0022007i,0.0029258-0.0027621i,0.0016276-0.0024559i,-0.00042155-0.0013644i,-0.0010456-0.00034552i,-0.00037851+0.00049767i,7.5809e-05+0.0011838i,-0.00042787+0.001289i,-0.00082461+0.00068733i,-0.0009811+0.00024927i,-0.00098609+0.00013669i,-0.00069172+0.00049258i,-0.0005197+0.0010795i,-0.00076166+0.0013746i,-0.00048169+0.00071082i,0.00037442-0.00045028i,0.00062506-0.00031316i,0.00043347+0.00076829i,0.00064634+0.0010558i,0.0010004+0.00053698i,0.0010604+0.00030098i,0.00069891+0.00047441i
0.0036762-0.0025809i,0.0017209-0.0037839i,0.0008371-0.0037952i,0.0009437-0.0026019i,-5.2097e-05-0.0011419i,-0.0018795+0.00020264i,-0.0018485+0.00099174i,-0.00085797+0.0011343i,0.00012989+0.00033848i,0.00064472-0.0005119i,0.0003605-0.00061917i,0.00024913-0.0008471i,-0.00061406-0.00040832i,-0.001883+0.00019445i,-0.0017202+0.00057175i,-0.00031353+0.00050532i,0.00087487+3.7933e-05i,0.00013067+0.00016603i,-0.0004064+0.00013963i,-0.00038736-1.4405e-05i,-0.00055578-0.00012124i,-0.00042489-0.00033401i,-0.00026798-0.00054889i
0.0019122+0.00076533i,0.0016451+0.00045279i,0.0017007-0.0004456i,0.002539-0.0018622i,0.002296-0.0024383i,0.00076296-0.0022743i,-0.00033422-0.00091957i,-0.00033224+0.0004323i,-6.8791e-05+0.00043802i,0.00050472+0.00015723i,0.00043311-0.00072918i,-0.00020726-0.0011029i,-0.00052568-0.00015153i,-0.00091344+0.00037663i,-0.0016576-0.00020252i,-0.00086395-0.00071551i,0.00053218-0.00026962i,0.0004675+0.00065873i,-0.00020738+0.00059171i,-0.00013693+0.00074974i,-0.00038521+0.00020198i,-0.00073004-0.00062641i,-0.0010551-0.00053009i
0.010208+0.0047459i,0.011282+0.0027738i,0.010929-0.0010809i,0.006998-0.0032712i,0.0020917-0.0042532i,-0.0029043-0.0030562i,-0.0039649-0.00031253i,-0.001898+0.0018507i,-4.5666e-05+0.0017724i,0.00061255-0.00056926i,3.3664e-05-0.0017763i,-0.0014987-0.00078904i,-0.0027752+0.00038152i,-0.0031359+0.00092097i,-0.0032673+0.00043647i,-0.0018437+0.00028372i,-0.0001516+0.00067771i,-8.0933e-05+0.00074406i,6.0298e-05+0.0010151i,0.00037929+0.0011884i,0.00035321+0.00058308i,0.00044236-5.8559e-05i,0.00019392-0.00045682i
-0.0037018-0.0044458i,-0.0048173-0.0030511i,-0.0073969-0.00076041i,-0.0058962+0.0020192i,-0.0021846+0.0044269i,0.0023012+0.0037865i,0.003984+0.001178i,0.0030024-0.00029808i,0.0010683-0.00065776i,-5.0308e-05+0.00056803i,0.00079389+0.0018952i,0.0016419+0.0021734i,0.0026171+0.0015215i,0.0041873+0.00074534i,0.0043496+0.001135i,0.0028433+0.0011536i,0.00094266+0.00035104i,0.0004086-0.00015852i,0.0016411-0.00026826i,0.0011845+0.00010578i,-0.0005974+0.00015392i,-0.00082267-0.00010974i,-0.00014342+1.3275e-05i
-0.0025511-0.0028652i,-0.0033309-0.0019089i,-0.0041123-6.291e-05i,-0.0031659+0.00070321i,-0.0018291+0.00038663i,-0.00092809-0.00044825i,-0.00081105-0.00070907i,-0.00088707-0.00083422i,-0.0006594-0.00024558i,-0.00066096+0.0012285i,-0.00077231+0.0010319i,-0.00021109+0.00030313i,0.00091771-0.00010405i,0.0015614-0.00045913i,0.0016569-0.00032933i,0.0010443-5.4737e-06i,-4.9871e-05-0.00025936i,0.00037916-0.00046965i,0.0011018-4.6858e-05i,0.00072747-0.00046508i,0.00026515-0.00089054i,-1.3001e-05-4.5521e-05i,-0.00021477+3.1507e-05i
-0.0022552-0.0021954i,-0.0021243-0.0018856i,-0.0015195-0.0015138i,-0.0013342-0.00074845i,-0.0010444-0.00020717i,0.00063208+4.5904e-05i,0.00090143+0.0006833i,0.00014251+0.0012706i,-0.00048716+0.00014493i,-0.00032716-0.00076925i,6.0601e-05-9.6876e-05i,-9.8953e-05+0.00069988i,0.00061818+0.00035742i,0.0010308-1.0202e-05i,0.00074671+0.00028907i,0.00059377+0.00036083i,0.00049317+0.00060319i,1.2701e-05+0.00052523i,-0.00022042-0.00036305i,1.2321e-05-0.00035521i,6.0788e-05-0.00032948i,0.00036102-0.00081273i,0.00065397-0.00041391i
-0.00037292-0.0036137i,-0.00091751-0.0031483i,-0.0028862-0.0015329i,-0.0036136-6.5447e-05i,-0.001933+0.00050371i,2.8985e-05+0.00041528i,0.00058535-0.0004443i,0.00023247-0.00053448i,-0.00038271-0.00040005i,-0.00084959-0.00011938i,-0.00049704+0.00081986i,0.0003817+0.00081952i,0.00071114-0.00025023i,0.00075561-0.00073919i,0.0014509-0.00058737i,0.002001-0.00067411i,0.00071823-0.00061363i,-0.00055115-5.29e-05i,-0.00027615+4.4068e-05i,5.102e-05-0.00054356i,-0.0003613-0.00070286i,-0.00087598-3.1616e-07i,-0.00098723+0.00024984i
0.00085572-0.0026178i,0.00021099-0.0015758i,-0.00071965+0.00028346i,-0.0009391+0.00043186i,-0.0010774-0.00047594i,-0.0017624-0.0011121i,-0.0017603-0.0010553i,-0.00053522-0.00032069i,9.6237e-05-0.00036836i,-0.00024357-0.0011333i,-0.00019937-0.00058888i,-0.00010747+0.00022766i,-9.5169e-05+0.00090031i,0.00011941+0.001013i,0.00017958+0.0002904i,-0.00010276+0.00023527i,-0.00017599-0.00015625i,9.1183e-05-0.00051983i,-0.0002318-0.00044236i,-0.00072955-0.00043623i,-0.00037697-0.00016111i,0.00061593+0.00037269i,0.0010794+0.00019534i
0.0020577-0.00045052i,0.0014193-0.0015597i,0.00013336-0.003049i,-0.00093483-0.002535i,-0.0002049-0.00056262i,0.0010811+0.0008637i,0.00086279+0.00086812i,0.0010201+0.0005069i,0.0010781+0.00046093i,0.0012951+0.00043311i,0.00051968+0.00041688i,8.236e-05+2.0573e-05i,0.00046156+0.00017121i,-0.00011905+0.00034861i,-9.4074e-05-0.00011905i,0.00015897+0.00017622i,7.9283e-05-2.1016e-05i,-0.0001159-0.00026288i,0.00045199-1.2605e-05i,0.00092734+3.1777e-05i,0.00022769+8.0149e-05i,0.00022913-4.7333e-05i,0.00017709-0.0001963i
-0.0012954+3.1957e-05i,-0.0032387-0.00029607i,-0.0030154-0.00011814i,-0.0018442+0.0002443i,-0.00092939-0.00051069i,-0.00070998-0.0012218i,-0.0011111-9.8685e-05i,-0.0014484+0.0008347i,-0.0011985+0.00072483i,-0.0010467+0.00031584i,-0.00086497-0.0001831i,-0.00028352-0.0004037i,-0.00016226-0.00030131i,-0.00039394-0.00045205i,-0.00051208+0.00015042i,-7.9942e-05+0.00027934i,0.00035755-0.00011464i,-9.6137e-05-0.00049952i,-0.00042308-0.0011211i,-8.1085e-05-0.0010245i,6.6192e-05-0.00028654i,1.0164e-05+0.00022776i,0.00013329+0.00072688i
-0.00061501-0.0015279i,0.0014285-0.0010323i,0.0015004+3.007e-05i,0.00044963+0.001008i,0.00019174+0.0018394i,0.00053338+0.00081343i,0.00059707+0.00018761i,0.0005095+0.00054785i,0.00071611+0.00070005i,0.00058163+0.00059856i,0.00064441+0.0007276i,0.0006405+0.00055324i,-0.00019778-6.2973e-05i,-0.00012154-0.00013647i,0.00016853+0.0006523i,-0.00034579+0.0011394i,-0.0001254+0.00093436i,-0.00052539+0.00059962i,-0.0004558+0.00027199i,0.00011559-6.3119e-05i,0.0002233-0.00011745i,0.00019335+0.00034559i,0.00047635+0.00074669i
0.00013703-0.0020438i,-0.00043375-0.0039762i,-0.0011676-0.0043812i,-0.0020188-0.0022197i,-0.0014472-2.9369e-05i,0.00012106+0.0006664i,0.00032851+0.00049967i,9.4708e-05+8.2709e-05i,-1.2134e-05-7.3787e-06i,2.3454e-05+9.4851e-05i,0.00038823+0.00018346i,0.00014882+0.0007027i,5.6524e-05+0.0010102i,0.00062081+0.00044383i,0.00017462-0.00047225i,-0.00045616-0.00071009i,2.4827e-05-0.00024029i,0.00025078-0.00035644i,0.00031414-0.0010173i,0.00028393-0.00029664i,-0.00025594+0.00030004i,-0.00058061+0.00018626i,0.00021767+0.00043244i
0.00073146-0.00089478i,0.001173+0.00061414i,0.00078995+0.0010401i,0.00018448+0.0012255i,-0.00058842+0.0012692i,-0.00064762+0.00050938i,-0.00035971-0.00053515i,-0.00023152-0.00048501i,-0.00035082+0.00046829i,-0.00017287+0.00021028i,-0.00039606-0.0004828i,-0.00044017-0.0005125i,-0.00043869-0.00074074i,-0.0010825-0.0012353i,-0.001863-0.0011002i,-0.00093089-0.00067093i,0.00025454-3.6999e-06i,0.00034095+0.00065032i,0.00023465+0.0005841i,-0.00029346+0.00010378i,-0.00030686-0.00043831i,-0.00025734-0.00017597i,3.8826e-05-0.00042665i
0.0016073-0.00091784i,0.0013169-0.00062567i,0.0010841+0.00027143i,0.00077973+2.1461e-05i,-0.00011118-0.0014555i,-0.00067232-0.0017219i,-0.00096778+8.7909e-05i,-0.00090755+0.0011194i,-0.00023576+0.00061128i,0.00016501+0.00034247i,-0.00021018+0.00080582i,-0.00048733+0.0014531i,4.3675e-05+0.0010881i,0.00069596+0.00046948i,-9.9963e-05+0.00010124i,-0.00086028-0.00012726i,-0.00093644-0.00071824i,-0.00050678-0.0012646i,-0.00010083-0.00023256i,0.00020069+0.00044195i,0.00033521-4.0626e-05i,0.00029639+0.00013165i,0.00069452+0.00047812i
-0.00065848+2.2253e-05i,-0.00060521-0.00048516i,-0.001478-0.00028403i,-0.0014982+0.00026719i,0.00053334+2.7777e-05i,0.0019019-0.00053202i,0.0013289-0.00091705i,0.00034599-0.00064192i,0.00021555-0.00043988i,0.00071157-0.00052832i,0.00072165-0.00037335i,3.387e-06-0.0004855i,0.00017612-0.00095i,0.00031414-0.00072589i,-0.00048604-0.0002478i,-0.00065039-0.0004688i,-0.00015093-0.00021526i,-6.3742e-06+0.00046885i,1.3779e-05+0.00014493i,9.5936e-05-8.1519e-05i,-0.00036367+5.2229e-05i,-0.00067587+5.0179e-05i,-0.00056528+0.00063168i
6.7105e-05+0.0012777i,0.0006178-0.00022258i,-0.0008711-0.00027854i,-0.0011081+0.00093013i,0.00021137+0.00092687i,0.00055168+2.6472e-05i,-0.00054708-0.00026497i,-0.00087665-6.187e-05i,0.00034248+0.0001354i,0.00089997+8.6137e-05i,0.00016597-0.00028663i,-0.00048517+0.00021809i,-0.00045577+0.00062455i,-0.00015629-0.0003673i,-0.00020352-0.00023965i,-0.00032436+0.00097564i,-0.00022077+0.00074361i,-0.00030671-0.00028855i,-9.2636e-05-0.00098016i,0.00015866-0.0012085i,0.00086404-0.00038499i,0.0011447+0.00022483i,0.00099164+0.00061659i
0.00066947+0.0012662i,0.001781+0.0014886i,0.0017167+0.00040071i,0.0012696-0.00049886i,-5.7183e-05+0.0002444i,-0.00047514+0.00068433i,-0.00026864-0.00036108i,-4.0429e-05-0.00094531i,0.00031276-0.00083272i,-0.00020255-0.00020147i,-0.00030146+0.00093348i,0.00012133+0.0011361i,4.9396e-05+0.00074855i,0.00013155+0.00053788i,-0.00018911-0.00016702i,-0.00019625-0.0008092i,-0.00045538-0.00013322i,-0.0006721+0.00054976i,6.4113e-06+0.00088784i,-0.00027156+0.00040012i,-0.00055232-0.00041763i,-0.00060004-0.0003726i,-0.0010902-0.00036378i
-0.00084365-0.0011598i,-0.00042137-0.0018749i,-0.0020105-0.0014476i,-0.0023742-0.00019546i,-0.00012823+0.0010061i,0.00084878+0.00077522i,0.00024924-7.4934e-05i,0.00038956-0.0012215i,0.00074686-0.0010821i,0.00060136-0.00026468i,-5.2469e-05-0.00034344i,-9.3088e-05-0.00036628i,0.00029529+3.3781e-05i,-7.5869e-05+0.00037584i,-0.00054312+0.00042124i,-0.00078875+0.00027351i,-0.0010745+0.000171i,-0.00062214-0.00020552i,0.00016576-0.00020709i,0.00028139-0.00097823i,0.00023816-0.0019416i,-0.00028441-0.0013296i,-0.0006632-0.0004866i
-0.0010014-0.00046926i,-0.0015088+0.00068645i,-0.0007067+0.0021283i,8.8721e-06+0.0012715i,3.3776e-05-0.00048152i,-0.00042749-9.9643e-05i,-0.0010434+0.00023932i,-0.00076464-0.0001722i,-0.00034564-0.0002472i,-0.00046607+0.00033226i,-0.00034253+0.00048824i,0.00015719-0.00027248i,0.00037988-0.00058277i,0.00038344-0.00025372i,0.00052194+0.00018561i,0.00069998+0.00034647i,0.00041673+0.00052261i,0.00026144+0.00089384i,0.00053207+0.00050484i,0.00059125-0.00020499i,0.00029249-0.00049288i,0.00014688-0.00029576i,8.2954e-05+0.0007025i
0.0013324-0.0012117i,0.001375-0.0013901i,0.00059105-0.0019273i,0.00049954-0.0017546i,6.5497e-05+0.0002341i,-0.00025087+0.00095184i,-0.00069727-0.00017958i,-0.0011891-0.00056894i,-0.0011812-0.00020759i,-0.00022189+0.00043458i,0.00064749+0.00038564i,0.00051125-0.00024797i,0.00060454-0.00054635i,0.00045187-0.0005073i,0.00025403-0.00014194i,0.00045446+3.3352e-05i,2.1243e-05+0.00038227i,-0.00028596+0.00025621i,0.00044572-0.0004308i,0.00074196-0.00041163i,0.00059672+0.00010221i,2.2336e-05+0.00087131i,-0.00061486+0.0007322i
0.0012666-0.0027834i,-0.00057483-0.0030702i,-0.0021953-0.0028675i,-0.0023621-0.0014949i,-0.0021917-0.00047708i,-0.0016328-0.00011364i,-0.0012973-0.0003518i,-0.00075011-0.00029099i,0.0003272+6.6046e-05i,0.00058272+0.00017478i,-0.00020406-0.00046255i,-0.00074918-0.00081807i,-0.00055189+7.3356e-05i,-0.00067159+0.00082976i,-0.00049735+0.00058184i,4.2832e-05+0.00043651i,-0.00022539+0.00075801i,-0.00048818+8.2891e-06i,-0.00066465-0.0004408i,-0.00052284-0.00034i,1.9324e-06-0.00049066i,-0.00025125-0.00085653i,-0.00035346-0.00091445i
0.00052642-8.002e-05i,0.0020033+0.00010565i,0.0017062+0.00010206i,0.00078195-0.00048724i,0.00014012+0.00018721i,-0.00030711+0.00012345i,-0.001092-0.00027708i,-0.0012061-0.00039136i,-0.0010346-9.1804e-05i,-0.00081652+0.00051234i,-9.6417e-05+0.0004076i,6.2734e-05-1.5825e-05i,9.9531e-05-8.11e-05i,0.00042044-0.00028538i,0.00022694-0.00054834i,0.00021908-0.00070118i,-0.00036827-0.00060743i,-0.00075856-0.00054364i,6.3344e-05-9.7242e-06i,0.00055748+0.00048277i,0.0003389+0.0006124i,0.00011447+0.00043827i,-0.00023067-9.4578e-05i
-0.00022335-0.0013337i,-0.00034035-0.0020698i,-0.00013955-0.0024807i,6.8293e-05-0.00098937i,-0.0005184+0.00012716i,-0.00026119+0.00049076i,0.00047348+0.00083159i,-5.4478e-05+0.00097354i,-0.00016623+0.00077282i,0.0007246+0.00059645i,0.00030764+0.00028514i,-0.00033613-0.00022477i,0.00012132-8.7985e-05i,0.00019881-0.00015151i,-0.00017364-8.2257e-05i,0.00035446+6.0207e-07i,9.2332e-05-0.0002591i,-0.00014196-6.2359e-05i,-5.3396e-05+0.00031631i,-0.0002609+0.00037932i,5.5764e-05+0.00030221i,-6.2445e-05+4.8848e-05i,-0.00044146+0.0003213i
-3.4239e-05+0.00021714i,-0.00056456-0.0003939i,0.00072398-0.00033676i,0.00080296-0.00041729i,-0.00033293-0.0016225i,-0.0011845-0.001116i,-0.0012561+0.00086307i,-0.00052048+0.00094786i,0.00027885+0.00017654i,0.00039357+0.00018653i,0.00013184+0.00071012i,-0.00051566+0.0012569i,-0.00047675+0.0011842i,0.00025684+0.00079029i,-0.00012825+0.00070813i,-0.00070905+0.00077932i,-0.00022146+0.0004948i,-0.00010242+0.00028316i,-0.00036628-0.0006494i,-0.0002333-0.0012814i,-3.1204e-05-0.00042901i,0.00037161-0.0002097i,0.00029557-0.00047867i
0.0011696-0.0012185i,0.0019751-0.0012296i,0.00054978-0.001643i,-0.0001729-0.00079997i,0.00078418+0.0001208i,0.00089851+0.00050532i,0.00051313+0.00048365i,0.00094043-1.8156e-05i,0.00083287-2.4769e-05i,0.00041793+0.00081548i,0.00033067+0.00059989i,0.00015558+1.7836e-05i,0.00055711-0.00053808i,0.00063794-0.00056375i,0.00023455+0.00035i,0.00055771+0.00019519i,0.00041976-0.00043212i,0.0003885-0.00014542i,0.00085915-0.00053859i,8.3711e-05-0.00055613i,-0.00090834-0.0005055i,-0.0011719-0.00038767i,-0.00096967-8.7876e-05i
-0.00091338+0.0002489i,-0.0010585-0.00011837i,-0.0004879-0.00015235i,4.6225e-05+0.00069234i,-0.00029614+0.0012576i,-0.00061228+0.000358i,-0.00071237-0.00066281i,-0.00090609-0.00052796i,-0.00021693-0.00060561i,0.0005588-0.00018818i,0.0001793+0.00020488i,0.00030236-0.00027041i,0.00043805-6.7754e-05i,-0.00026505+0.00077036i,-0.00058412+0.00026007i,-0.00057194-0.00029526i,0.00029055+0.00021193i,0.00035732+0.00056262i,0.00015512+0.00031928i,0.00031402+0.00053051i,-0.00050336+0.00036956i,-0.00031772-0.00051298i,0.00018572-0.00058084i
-0.00096196-0.0012424i,-0.001331-0.000251i,-0.0015378-0.00052092i,-0.0025807+1.0117e-05i,-0.0023725+0.00091759i,-0.0019032+0.00090975i,-0.0012297-1.3121e-05i,-0.00046097+2.059e-05i,7.2451e-06-8.5228e-05i,-0.00036252-0.00039718i,-0.00039484+0.00044144i,0.00017484+0.0011697i,0.00086574+0.00088768i,0.00067777+0.00059944i,-0.00017335+0.0011833i,-0.00022772+0.0009754i,-0.00036378+0.00029676i,-0.00016403-7.1019e-05i,0.00064153+5.7682e-05i,0.0009121+0.00056086i,-8.3647e-05+0.00036629i,-0.0011977-0.00038407i,-0.0011653-0.00038235i
-0.00036067-0.0023004i,5.2767e-05-0.0023088i,0.00052721-0.0018744i,0.00031797-0.0013684i,0.00023199-0.00056832i,0.00048087-0.0001741i,0.00023522-0.00019035i,0.00018903+6.1615e-05i,-4.025e-05+0.00022832i,2.5366e-05+0.00010064i,0.00063722+0.0003539i,0.00054499+0.00047661i,0.00039754+0.00049699i,8.1053e-05+0.00027746i,-4.3163e-05-0.00013319i,0.00022577-0.00011953i,0.00018549+1.5001e-05i,-0.00022465+0.0002076i,-3.0615e-06+0.00018091i,-0.00053606-0.00012384i,-0.00083814-8.1999e-05i,-7.7344e-05+0.00018848i,3.9809e-05-0.00012797i
0.0007529-0.001616i,0.0015223-0.0014612i,0.001838-0.00072536i,0.00056206-0.00073892i,-0.00048525-0.00074076i,-0.00035887-0.00073114i,0.0001994-0.00044078i,0.00034327+0.00064681i,-0.00042849+0.00067463i,-0.00089534-0.00047429i,-0.00081434-0.0008517i,-0.00057085-0.00058614i,-0.00028085-0.00064872i,-0.00056477-0.0002483i,-0.00094127+0.00025232i,-0.00060657-0.00059829i,-1.9051e-05-0.0010266i,0.00021079+0.00028786i,-0.00015384+0.0011379i,-0.00016613+0.00027356i,0.00014423-0.0003349i,0.00048728-9.6112e-07i,0.0010843+0.00010838i
0.0035753-0.0013834i,0.0021595-0.0021781i,0.00035232-0.0032758i,-0.00054297-0.0022986i,-0.00062429-0.00094321i,-0.00051378+0.00016854i,-0.00029354+0.00061583i,-0.0001508+0.00014926i,-0.00024715-0.0005142i,-0.0005747-0.00055381i,-0.00047146-0.00076599i,-0.00038967-0.00055023i,-0.00078845+5.1e-05i,-0.00032847+0.00014725i,0.00097812+0.00056813i,0.0011315+0.00087472i,0.00099471+0.00048254i,0.00072686+0.00033757i,0.00089027+0.00030834i,0.00037455+9.7553e-05i,-0.00017111-0.00023492i,-0.00066258-0.00037799i,-0.0017547+0.00014708i
0.0035064+0.0019695i,0.0034932+0.00019264i,0.0037715-8.7501e-05i,0.0026658-0.0011375i,0.0010947-0.001818i,-0.00072362-0.0013912i,-0.0010153+4.7332e-05i,-7.445e-05+0.001417i,0.00069431+0.0014375i,0.00041411+0.00082343i,-7.156e-05-0.00022697i,-3.8395e-05-0.00083592i,-0.00069875-0.00047249i,-0.0013069+0.00044519i,-0.0013769+0.00041106i,-0.0008593-0.00038657i,0.00019969-9.3506e-05i,-0.00022045+0.00071631i,-0.0011686+0.0011263i,-0.0015246+0.0012436i,-0.00081559+0.00057304i,-0.00063252-0.00026692i,-0.00045951-0.00014948i
-0.00078033+0.0014951i,-0.0006984-8.8691e-06i,-0.00025952-0.00076861i,-7.5944e-05-2.2595e-05i,0.00052523+0.0011384i,0.00052013+0.0013536i,0.00036527+0.0010094i,0.00016311+0.00032534i,-0.00069785+0.00029381i,-0.00058345+0.00082549i,0.00017591+0.00046286i,2.8044e-05-0.00035947i,-0.00028166-0.00027369i,-0.00016004-0.00015351i,2.1302e-05-0.00052355i,0.00020918-4.2438e-05i,0.00040954+0.0002915i,-7.3133e-05-0.00048402i,-0.0004925-0.00047271i,-0.00074317+0.00040537i,-0.0010986+0.00064157i,-0.00040418+0.00042327i,-0.00014869+0.00025124i
0.0006951-0.0011616i,0.00064896-0.0015108i,0.00049789-0.0014497i,-0.00050399-0.0014277i,-0.0011699-0.00035935i,-0.00060564+0.0008944i,-2.3935e-05+0.00055629i,-5.3496e-05+0.00026526i,-0.00042756+0.0002727i,-0.0014307-0.00029905i,-0.0013717-4.0825e-05i,-0.00039962+0.00053105i,3.2717e-05+0.00032125i,0.00013102-0.00010511i,-0.00029264+0.00067588i,-0.00020281+0.00079974i,-0.00032233-6.8205e-05i,-0.00062923-0.00057553i,0.00026626-0.00038707i,0.00068862-0.00049211i,0.00069935-0.00080147i,0.0010119-0.0001474i,0.00028993+0.00046214i
-0.00056036+0.00042072i,-0.00034783-0.00020655i,-0.00098142-0.0013782i,-0.001094-0.0022272i,-0.00041388-0.0017958i,-0.00059677-0.00056157i,-0.0012853+4.6108e-05i,-0.00093376-0.00028505i,-0.00026414-0.0008059i,4.4988e-05-0.00053554i,-3.3022e-05+0.00035462i,8.6579e-05+0.00010498i,0.00044168-0.00035662i,-3.2191e-05-0.00071233i,-0.00048748-0.0013149i,-0.00026482-0.00040732i,-0.00034842+0.00036148i,-0.0002816+0.00069183i,6.6537e-05+0.00033431i,-0.00047467-0.00064088i,-0.00061109-0.00063202i,-3.1972e-06-0.00033272i,0.00043102+0.00044421i
0.0006734-0.002846i,-0.00064868-0.0016762i,-0.00034524-0.0012422i,-0.0010316-0.00075765i,-0.0016129+0.00060619i,-0.00050363+0.0021867i,0.00067361+0.0014832i,0.0011225+8.3282e-05i,0.00038541-0.00041622i,-0.00031871-9.3819e-05i,-0.00028556+9.5991e-05i,-0.00026844+0.0003622i,7.0737e-05+0.0011325i,0.00077839+0.0010359i,6.9114e-05+0.00061076i,-0.00073124+0.00072599i,-0.00062577+0.00074728i,-0.00038136-1.8611e-05i,0.00034535-0.00047569i,0.00050341-0.00033671i,0.00026167-0.00033926i,-0.00043251+0.00014526i,-0.00031863+0.00092373i
0.0026215+0.00067649i,0.0019337-0.0011942i,0.00038769-0.0028625i,0.00031145-0.0023902i,0.00072502-0.0017337i,0.00021628-0.0012888i,-0.00081558-0.00033577i,-0.0018633+0.00023403i,-0.0011196-2.0972e-06i,0.00023893-0.00025296i,0.00043597+0.00014632i,0.000313+2.5581e-06i,2.6029e-05-0.00077077i,-0.00063052-0.0011932i,-0.00099785-0.0010048i,-0.00045588-0.0002086i,0.00073165+0.00011116i,0.0010333-0.00026558i,0.00011609+7.4502e-05i,-0.00027583+0.00042814i,0.00037493+0.00065974i,0.00038005+0.0009257i,-0.00053202+0.0010276i
-0.00014192+0.00069101i,-0.00027641-0.00052352i,-0.00050524-0.001009i,-0.00089985-0.0011936i,-0.00044062-0.0010452i,0.00063027-0.00032403i,-0.00017253+8.0849e-05i,-0.00096955+0.00036095i,-0.00030279+0.00066987i,0.00012212-4.0319e-05i,-0.0003813-0.00089555i,-0.00025291-0.00090795i,9.0574e-05-0.0010536i,-0.00046719-0.00066875i,-0.00039886+0.00023884i,0.00056775+0.00076909i,0.00046045+0.0010408i,-7.7947e-06+0.00012507i,0.00012388-0.00060124i,0.00027051-9.2148e-05i,0.00040465+8.4441e-05i,7.1701e-05-0.00082157i,-0.0002839-0.0010029i
0.00099335+0.00053303i,0.0028139-0.0013572i,0.0028628-0.0024741i,0.00090456-0.0018019i,-0.00069577-0.0015196i,-0.00047047-0.001375i,3.8951e-05-6.7443e-05i,-0.00094211-8.9343e-05i,-0.0010336-4.5564e-05i,-0.00026098+0.00046868i,-0.00030986+0.00038979i,-0.00093768-0.00011319i,-0.0013347-3.0549e-05i,-0.0015888+0.00035324i,-0.00098239-0.00013128i,-8.3864e-05-0.00046407i,-3.553e-05-0.0007294i,-0.00045701-0.0011496i,-0.00090066-0.00070443i,-0.00077494+6.461e-05i,-0.0003047-3.3967e-05i,-0.00066808-0.00049851i,-0.00047189-0.00058318i
