-0.0005278+0.0011326i,6.9301e-05-6.9411e-06i,-0.0022562-0.00076194i,-0.0033681-0.00037935i,-0.0017031-0.00033026i,-0.00023576-0.00012989i,0.00079168+0.00074969i,0.001209+0.0010573i,0.00076205+0.00050948i,0.00059543+0.000622i,0.00077768+0.00067692i,0.001219-0.00017479i,0.00092317-0.00023865i,0.00012603-0.00023133i,0.00062612-0.00023243i,0.00091372+0.00032829i,0.00018936+0.00082097i,-6.5277e-05+0.00031293i,0.00051343-0.00012079i,0.00040894+0.000359i,0.00015214+0.00017301i,0.00049227+4.0145e-05i,0.00063132-4.2683e-06i
0.00054474-0.0020017i,0.00036887-0.0027522i,0.0001771-0.003186i,-0.00016978-0.0030502i,0.00030561-0.0015049i,0.00015807+0.00030393i,-0.00021452+0.00028788i,-0.00099318-0.00051902i,-0.0015943-0.00061833i,-0.0010235-0.00020925i,0.00049474-0.00019982i,0.0012786+4.2591e-06i,0.0013243+7.8143e-05i,0.0013946-0.00025644i,0.00077131-3.4889e-05i,9.8502e-05+0.00013253i,8.5966e-05+0.00011523i,0.00025934-0.00039543i,-0.00054178-0.00084591i,-0.00064278-0.00088556i,1.867e-05-0.00074736i,-0.00041523-0.00074433i,-0.00046626-0.0011131i
-0.00077148-6.5135e-05i,-0.00087404+0.00035202i,-0.00063756+0.0011792i,-0.00025323+0.0019286i,-0.00020137+0.0012904i,0.0006156-0.00029538i,0.0013251-0.0011416i,0.00036399-0.00091132i,-0.00060184-0.00056678i,-0.00098725-1.0974e-05i,-0.00080308+0.00061515i,0.00023198+0.0012681i,0.00076361+0.0012286i,0.00065124+0.00048809i,0.00041802+0.00068964i,0.00010807+0.0010909i,-0.00032224+0.00022362i,-0.00030339-9.591e-05i,-0.00043102+0.00056583i,-9.9575e-06+0.00018375i,0.00074323-4.214e-05i,-0.00031838+0.00033896i,-0.0010749+0.00069137i
0.0005346-0.00051307i,-0.00087421-0.0010919i,-0.00058453-0.0016983i,0.00017452-0.00075422i,0.0001605+0.00026546i,0.00058812+0.00068938i,0.00067054+0.00030553i,-0.00029843-0.00114i,-0.0010566-0.00056067i,-0.0007947+0.00048726i,0.00035336+0.00040302i,0.00081233+0.00038i,0.00056308+8.5236e-05i,3.9702e-05-0.0005144i,-0.00027636-0.00096991i,-0.00044551-0.001332i,-0.00018204-0.0009131i,-4.4333e-05-0.00038579i,-0.00029952-0.00011072i,-0.00031866-0.00028102i,-1.9362e-05-0.00023716i,-0.0002074+0.00029794i,-0.00053047+0.00027524i
-2.7825e-05+0.002418i,0.00019721+0.00122i,0.0010653+0.00065964i,0.0017159-0.00041743i,0.0013302-0.0014196i,0.00049828-0.0023049i,0.00017303-0.0022638i,-0.0002472-0.0014662i,2.4543e-05-0.00053457i,-0.00016948-0.00011658i,-0.00045944+0.00020212i,0.0004643+0.0009797i,0.00055779+0.0011361i,-9.882e-05+0.00030711i,0.00014095-0.00064762i,-0.00016038-0.0009498i,-0.00015567-0.00082056i,-5.8855e-05-0.00085721i,-0.00057717-0.00091171i,-0.0003056-0.0002743i,0.00037343-0.00035313i,0.00064046-0.0010836i,0.00087041-0.00040971i
-0.0015988-0.00024353i,-0.0014527+0.00054365i,-0.00064645+0.0018951i,-9.9161e-05+0.001831i,0.00080528+0.0014574i,0.000958+0.00074825i,0.00032513-0.00049896i,0.00015524-5.6036e-05i,-0.00010327+0.0011955i,1.0775e-05+0.0017924i,0.00040037+0.0014478i,0.00096292+0.00094225i,0.0010042+0.00055882i,0.0014162-0.00017107i,0.001376-0.00041708i,0.0007255-0.00032405i,0.00053517-0.00032993i,-0.00033151-0.00019146i,-0.00025052-0.00018972i,0.00028537-0.00030825i,0.00038949-0.00035404i,0.00089826-0.000557i,0.0013562-0.00075029i
5.2596e-05-0.00046738i,-0.00013812-0.00052434i,-0.0009839-0.00071025i,-0.00070152-0.00048376i,9.9917e-05-0.000262i,0.00022174-0.0010408i,-0.00016518-0.0015755i,-0.00059836-0.0011873i,-0.00055416-0.00015373i,-0.00049009+0.00082541i,-0.00088159+0.00060818i,-0.00033533+0.00037177i,0.00051631+0.00030326i,0.00066088-9.924e-05i,0.00071001+0.00050476i,0.00014526+0.00085631i,-0.00032622+9.0895e-05i,8.0493e-05-7.0576e-05i,0.00037857+0.00028594i,0.00034947+0.00021566i,0.00062557-0.00015092i,0.0001386-0.00019217i,-0.00015853-0.00027211i
-0.00073161-0.00094123i,-0.00063222+0.00013767i,-0.00014883+0.00099756i,0.00041324+0.00064857i,0.0011533-0.00046033i,0.0010347-0.0017704i,0.0006681-0.0021399i,0.00024559-0.0016138i,-0.00052984-0.00093286i,-1.9682e-05-0.00033429i,0.00042328+0.00045355i,-0.00016412+0.00064844i,-0.00038168+0.00035728i,-0.0005774+0.00029128i,-0.00077396+0.00049866i,-0.00049974-0.00016041i,-0.00046046-0.00024571i,-0.00098914+8.0888e-05i,-0.00038773+0.00055792i,-7.0281e-05+0.00075005i,-9.1486e-05-0.00017118i,-4.7894e-05-0.00043753i,-0.00014888-0.00021989i
0.00065182-0.0014593i,0.00058589-0.0011414i,0.00022994-0.0019076i,-0.0014168-0.0015502i,-0.0020171+0.00010681i,-0.0014172+0.0011603i,-0.0011563+0.00045661i,-0.0016223-0.00056409i,-0.001371-0.00032025i,-0.00025604-6.1094e-05i,0.00091704-0.00010872i,0.0010393+0.00018991i,0.00077984-0.00046428i,0.0012399-0.00048849i,0.00071563+0.00083994i,0.00022763+0.00070089i,0.00046711-0.00020718i,0.00061045-0.00041852i,0.00052516-0.00038414i,0.00043347-6.6798e-05i,0.00051769+0.00067044i,0.00023007+0.00022704i,-0.00030917-0.00035564i
-0.00024858+0.00098282i,0.00016307+0.0020111i,0.0013578+0.0023589i,0.0019479+0.0017666i,0.0017258+0.00093398i,0.0014712-2.2758e-05i,0.001169-0.00070976i,0.0003557-0.00047912i,0.00023789+0.00022287i,0.00064172+0.00077639i,0.00031677+0.00077809i,0.00057413+0.0007953i,0.00073159+0.0010905i,0.0003827+0.00049252i,0.00048557-3.2024e-05i,-0.0004146+0.0001716i,-0.00075622+0.00047855i,-0.0001797+1.8433e-05i,7.5958e-05+1.8736e-05i,-5.1156e-05+0.00074921i,0.00014186+0.00072786i,0.00061751+0.00030142i,0.00035887+0.00012524i
-0.0002499+0.0013241i,-0.0009584+0.0009809i,-0.00026973+0.0014103i,0.0010017+0.001677i,0.00051951+0.00067652i,0.00022775-0.00051006i,-6.7034e-06-0.0014049i,-0.00045795-0.0011112i,0.00029667+2.1519e-05i,0.00096803+2.167e-05i,0.00060683+0.00024587i,0.00056612+0.00054257i,0.001065+0.00034121i,0.00084251+0.00032991i,0.00066908-0.00017232i,0.00042818-0.0010049i,-0.00051528-0.0010373i,-0.00064289-0.000756i,-0.00054596-0.00046008i,0.00011179-0.00035717i,0.00065824-0.00048619i,0.00052701-0.00076258i,0.0009288-0.00044716i
-0.00050531+0.00021379i,0.000331-5.214e-06i,0.00098366+0.00053607i,0.0015386+0.00036986i,0.0019817-0.00035127i,0.0019892-0.0011631i,0.0015218-0.0012086i,5.8017e-05-0.00042371i,-0.00075477+0.0002111i,-0.00046707+0.00056293i,-3.418e-05+0.0010778i,0.00022718+0.00091838i,-6.9458e-05+1.5693e-05i,-0.00020341-0.00037957i,0.00018319-0.00022395i,0.00075105-0.00029484i,0.00041326+0.00050297i,-0.00029419+0.0011869i,-0.000258+7.8979e-05i,3.1357e-05-0.00041561i,0.00035375-0.00035088i,4.4778e-05-0.00030519i,-0.00016578-0.0003124i
0.0034005+0.00032542i,0.0036525+0.00047374i,0.004045+0.00031546i,0.0031913+1.7428e-05i,0.001524-0.00026944i,0.0003283-0.00091221i,0.00024173-0.0011079i,1.115e-05+1.3307e-05i,-0.00066406+0.001218i,-0.0008017+0.0010919i,-5.4671e-05-0.00011458i,0.00096397-0.00070159i,0.0014819-0.00047351i,0.00072988-0.00063502i,0.0001442-0.00044675i,0.00057453+9.3375e-05i,0.0008531-0.00012132i,0.00063322-0.00011184i,0.00031621-0.00020456i,0.0002873+8.8731e-06i,0.00031058+0.00032797i,-0.00017116+0.00037147i,-0.00060111-0.00010701i
0.0017308+0.00030278i,0.00061518+0.00012887i,-0.0005682-0.00091963i,-0.0010051-0.0021387i,-0.00087145-0.0020021i,-0.00032432-0.0012976i,-0.0001177-0.0012626i,-0.00081988-0.00075706i,-0.0014324+0.00025404i,-0.00095714+0.0009898i,0.00062152+0.00078139i,0.0010714+0.00080853i,0.0009953+0.0010918i,0.00066729+0.00054827i,0.00067511+0.0002832i,0.00063968-0.00017862i,-2.7983e-06-0.00013365i,-0.00054661+0.00046534i,-0.0009428+0.00050602i,-0.00036179+0.00064622i,0.00046825+0.00047663i,0.00022952-0.00044406i,0.00035053-0.00076633i
-0.0017236-0.002628i,-0.002281-0.002506i,-0.0029419-0.00092598i,-0.00098526+0.0010738i,0.0013363+0.0021596i,0.0013218+0.0017064i,0.00015695+0.00050676i,-4.9363e-05+0.00029134i,-0.00043634+0.00082268i,-0.0012685+0.00092565i,-1.7336e-05+0.0012859i,0.0013499+0.0015668i,0.0015922+0.00092012i,0.00097915-0.00020068i,0.00045975-0.00017494i,-0.00022793+0.0006917i,-0.00037661+0.00043257i,0.00026324-9.4989e-05i,0.00050707+6.5576e-05i,-8.5125e-06+1.5755e-05i,-8.4975e-06-0.0003011i,0.00073998+0.00023767i,0.00060261+0.00015812i
0.0003956+0.0011875i,0.00085759+0.00049284i,0.00076289-7.8134e-05i,0.0011449-0.00087633i,0.0020036-0.0013259i,0.002273-0.0018736i,0.0011328-0.0012712i,0.00032391-0.0005384i,0.00010668+0.00060644i,-0.00044132+0.00079473i,-0.00013724+0.00068542i,0.00013356+0.00050299i,0.00065131-0.00051169i,0.00068095-0.00042126i,0.0003628+0.00017994i,0.00020599+0.00039132i,-0.000197+0.00022195i,-0.00046608-0.00031745i,-0.00028689-0.00085363i,0.00031817-0.00056921i,0.00071319-0.00040094i,0.00012093+6.7057e-05i,-0.0001242+0.00066681i
2.6399e-05+0.0015618i,-0.0013808+0.0021188i,2.5751e-05+0.0023594i,0.0017538+0.00082602i,0.0014451-0.00038937i,0.00081068-0.0010315i,0.00043974-0.00092495i,-0.00011864+7.333e-05i,-0.00066709+0.00029437i,-0.0009567-0.00018452i,-0.00053441+0.00031977i,0.00054709+0.0010172i,0.00075273+0.00081987i,0.00062203+0.00063064i,0.00017255+0.00084145i,-0.00080338+0.001013i,-0.00011169+0.00089015i,0.00064511+0.00034151i,0.00042655-3.4054e-05i,0.0004778+0.00049409i,0.00013558+0.00023185i,-0.00032026-6.0698e-05i,-0.00067691+0.0001598i
-0.00033493-0.0010509i,-0.0015287-0.00083621i,-0.0030131-0.0016195i,-0.0023797-0.00094384i,-0.00151-0.00040728i,-0.00094404-0.00021377i,-0.00052934-0.00079994i,-0.00061077-0.0017455i,-0.00034654-0.0013497i,0.00012994-0.00030382i,0.0009028+0.00031874i,0.0016883+0.00067164i,0.0013746+0.00065216i,0.00059943+0.00066236i,-0.0001073+0.00078801i,-0.00059661-6.2895e-05i,-0.00025432-0.00036956i,-0.0004058-0.00027597i,-0.00064134-0.00016166i,-8.3635e-05+0.00032729i,0.0011613+0.00035089i,0.0011672+0.00024326i,0.00049055+0.0004309i
0.0022214+0.00017347i,0.0024122-9.5906e-05i,0.0036717-0.00046413i,0.0036166-0.0012005i,0.0027466-0.0016133i,0.0020779-0.0014891i,0.00068344-0.0014198i,-0.0012027-0.00071768i,-0.0011743-0.00029261i,-0.00050303+0.00032068i,0.00030755+0.00083902i,0.0012487+0.00088214i,0.0012806+0.00053072i,7.3548e-05+0.00029667i,-0.00083072+0.00031602i,-0.00025702+4.9068e-05i,0.00015385-0.0002351i,0.0002746-0.00022389i,0.00012446-0.00023231i,-0.00021176-2.6434e-05i,-0.00043354+4.4947e-05i,-0.00035539+3.1028e-05i,0.00015899+0.00012948i
-0.0014359-6.8899e-05i,-0.00080928+0.00023235i,-0.0013176+0.00091516i,-0.0015317+0.001951i,-0.0013016+0.00087589i,0.00018935-0.0009769i,0.00043398-0.0017804i,-0.00095903-0.0012477i,-0.0018546-1.8314e-05i,-0.0013385+0.00050164i,4.6281e-05+0.00020833i,-8.3515e-05+0.00013974i,-0.00039398+0.00044091i,0.00037194+0.00024771i,0.00095317+0.00032655i,0.00042249+7.0009e-05i,-0.00063799-0.00073607i,-0.0014646-0.001073i,-0.00088744-0.00088519i,-7.6092e-05+8.2134e-05i,-0.000353+0.0012789i,-0.00028438+0.0016176i,4.9891e-05+0.0013161i
-0.0022623-0.00078842i,-0.0032887-0.0019867i,-0.0029045-0.001933i,-0.00104-0.00060247i,0.00024631+9.8135e-05i,0.0005911+1.4452e-05i,-3.6749e-05-0.000374i,-0.00053354-0.00036334i,-0.00078365+0.0009724i,-0.00029419+0.0016058i,0.00052406+0.0015203i,0.00070998+0.00096522i,0.00090664+5.2234e-05i,0.00091979-0.00034783i,0.0004018+0.00019253i,0.00018459+0.00051524i,0.0002284+0.00066589i,0.00011167-0.00017636i,0.00016073-0.0010478i,-0.00022262-0.0015096i,-0.00046714-0.0011579i,-0.00060928-0.00026556i,-0.00079065-0.00020748i
-0.00046265+0.00069437i,-0.00039803+0.00027525i,-0.0015302+0.00052328i,-0.0015452+0.0012429i,-0.00032703+0.0014598i,0.00046517+0.0005461i,3.212e-05-0.00063471i,-0.00040401-0.0011952i,-0.00011806-0.0012143i,0.00031323-0.00051946i,0.00038347+0.00046201i,0.00065916+0.0013948i,0.0014511+0.0016539i,0.0011573+0.00017008i,0.00053872-0.00022526i,0.00034362-2.5716e-05i,0.00076948-0.00025287i,0.00092678-0.00039746i,0.00034198+9.2068e-06i,0.00030811-0.00031616i,0.00043314-0.00066323i,0.00035561-0.00054221i,-7.5442e-05-0.0010021i
0.00014286+0.00059125i,0.00042934+0.0002622i,-4.9576e-05-0.0011812i,0.00016413-0.00084556i,0.0016515+0.00024498i,0.0024314-0.0002506i,0.0014765-0.001397i,6.4327e-05-0.0010768i,-0.00046385+0.00066635i,-0.00047325+0.0014334i,-0.00011739+0.0011603i,2.5057e-05+0.0010974i,0.00012976+0.0011041i,0.0010309+0.0010585i,0.0010313+0.00018066i,0.00037547-0.00037748i,3.4292e-05+0.00010875i,-0.00065703+0.00045691i,-0.00067289+0.00030946i,-0.00015887+0.00026887i,0.00010236+0.00021874i,0.00021968-0.00015631i,-8.1745e-06-0.00051218i
0.001976+0.00072616i,0.0019964+0.00040097i,0.0024205+0.00074872i,0.0012068-0.0002738i,0.00023113-0.00082941i,0.00027869-0.0011235i,0.00031034-0.0013184i,-0.00061102-0.0010759i,-0.00069526-0.00064751i,3.9097e-05+2.9336e-05i,0.00065688+0.00021451i,0.00089003+0.00011353i,0.00091631-7.9978e-05i,0.0010674-0.00040099i,0.0002236-0.00051904i,-0.00012987-0.00026942i,0.00075785+0.00051754i,0.00086682+0.00069153i,-0.0001208+0.00060289i,-0.00077347+0.00044686i,-2.2942e-05+0.00038441i,0.00088018+0.00012623i,0.00098601-0.00029937i
0.0005254+0.00063161i,0.0013746+0.00056195i,0.001067-0.00064673i,0.00039321-0.00041457i,0.00011478+0.00022951i,0.00051397-0.00088333i,0.00077413-0.0023677i,5.9336e-05-0.0012167i,-0.00049817+0.00074636i,3.39e-05+0.00042838i,0.00058494-0.00043957i,0.0008812-1.3477e-05i,0.00067624+0.00094017i,0.00083332+0.00096467i,0.00089438+0.00086695i,0.00064348+0.00065663i,1.846e-05-0.00031552i,-0.0003299-0.00075681i,-0.00015809-0.00064323i,5.9727e-05-0.00034924i,3.108e-05+0.00024324i,-0.00068538-0.00042965i,-0.00091276-0.00064548i
0.001187+0.00027646i,0.0015673-0.00023717i,0.0019111+0.00010169i,0.0018829+0.00042464i,0.00088737+0.0003894i,0.00021655+0.00017218i,0.00044814-0.00062318i,-0.00033753-0.0010732i,-0.0014865+0.00014485i,-0.0010375+0.00084034i,0.0002501+0.0010231i,0.00068838+0.0013197i,0.00089336+0.00090497i,0.0015965+0.00036981i,0.0017606-4.3637e-06i,0.00091758-0.00030586i,0.00041571-0.00025333i,0.00062177+7.5253e-05i,0.00063119-0.000149i,0.00087199-0.00034086i,0.00074652+0.00012462i,-5.0359e-05+0.00040911i,-0.00041742+0.00044256i
0.001719+0.00049708i,0.0014453+0.00055014i,0.0021565+0.00038208i,0.0032556+0.00051718i,0.0029225+0.00063998i,0.0018542-0.00058406i,0.00086765-0.002371i,-0.00039641-0.0016872i,-0.0008694-0.00016264i,-0.00026907-2.8719e-05i,0.00047455+0.0003683i,0.0004873+0.0010671i,0.00089662+0.0010654i,0.0010639+0.00012836i,0.00096009-0.00049332i,0.00023602-0.0010047i,-0.00057653-0.00078225i,-0.00051424-0.00010921i,0.00029281+0.0002349i,0.00047932+0.00051295i,0.00031275+0.00013016i,8.2394e-05-8.0469e-05i,-0.00029621+0.00022073i
0.0018433-0.0011424i,0.0018198-0.0012613i,0.001429-0.0018856i,0.0008781-0.001653i,0.00060543-0.0011314i,0.0006877-0.00096728i,0.00035208-0.0014322i,0.00010162-0.00161i,0.00015314-0.00096948i,0.00031037-0.0008204i,0.0009239-0.00078871i,0.001835-0.001161i,0.0020633-0.0009595i,0.0013329-0.00025041i,0.00045064-6.6881e-05i,0.0006283-0.00025631i,-1.7657e-05-2.029e-05i,-0.00053216-2.4246e-05i,0.0009234-0.00037549i,0.0016467-0.00064811i,0.00046675-0.00078846i,-0.00070733+0.00013096i,-0.00070462+3.0291e-05i
-0.00071701-0.00096611i,-0.00096234-0.0015036i,-0.0006987-0.0018778i,-0.00024998-0.00078901i,-0.00029716+0.00034462i,-0.00044173+0.00015739i,-0.0004961-0.00056238i,-0.00080393-0.001086i,-0.00080564-0.00089642i,-0.0005244-0.00031341i,0.00066265+0.00034229i,0.00169+0.00059144i,0.0008156+0.00045574i,-0.00043757+0.00050781i,-0.00012455+0.00034334i,0.00041115+0.0001271i,-1.343e-05+0.00054543i,-0.00066597+0.00052564i,-0.0004099+0.00028429i,4.1074e-05-0.00044742i,0.00011126-0.0012778i,-0.00019183-0.0003238i,-0.00019852+3.6196e-05i
0.00058465-0.00034062i,0.00070435+0.00047084i,0.0013197+0.00048396i,0.0017697+0.0002433i,0.0011021-3.8699e-05i,0.00010637-0.00031254i,-0.00019524-0.00030724i,-0.0010285-0.00012369i,-0.0013964+0.00026972i,-0.00031808+0.0011457i,0.00033805+0.0014835i,0.00064092+0.00074999i,0.0010768+0.00011319i,0.0011145+0.00030793i,0.00082681+0.00062605i,0.00016861+0.00019681i,-7.1968e-05-0.00030874i,0.00056293-0.0010732i,0.0011979-0.00073627i,0.0011129-9.3367e-05i,0.00083948-0.00060403i,0.00073593+0.00030391i,0.00021283+0.00043425i
0.00084745+0.0011468i,-4.9336e-06+0.00079666i,-0.0002762+0.001599i,-9.8606e-05+0.00159i,0.00028193+0.00029228i,-0.00020136-0.00064407i,-0.00043159-0.00063098i,-0.00046198-0.00019637i,-0.0010017+0.00035588i,-0.0010571+0.00087849i,-0.00030011+0.0011982i,0.00078523+0.0014392i,0.0010232+0.0014057i,0.00070411+0.00022719i,0.00017839-0.000842i,-0.00071699-0.00086165i,-0.0010385-0.00078492i,0.00017154-0.00063409i,0.00079733-0.0003363i,0.00048038-0.00034207i,0.00053114+0.00031683i,0.00027317+0.00017189i,0.00032683-0.00065343i
-0.00021574-0.00053143i,-0.0002787-3.8729e-05i,-0.00051753-0.0001269i,0.0002538+0.00011676i,0.0011802+0.00022327i,0.0010145-0.00045818i,0.00037452-0.0011895i,8.0311e-05-0.0011077i,-0.00014274-0.00039727i,-0.00057621-8.6718e-05i,0.00011233+0.00040297i,0.0012292+0.00089629i,0.0013038+0.00013499i,0.0009435-0.00047201i,0.00097116-0.00035412i,0.0013263+5.4646e-05i,0.0011315+0.00036381i,0.00026527+0.00021435i,0.00025715+0.00051034i,0.00054262+0.0007789i,-0.00019533+0.00038197i,-0.00060266+9.6478e-05i,-0.00017762+0.00023493i
0.0014606-0.0012256i,0.0019814-0.00045683i,0.0027767-0.00046909i,0.0021586-0.00097485i,0.000886-0.0011771i,0.0012755-0.0015963i,0.0008048-0.0016704i,-0.00087899-0.00094694i,-0.0012321-0.0001838i,-0.0006123+7.5145e-05i,-3.813e-05-0.00013027i,0.00063138-0.00025707i,0.00077442+3.7327e-05i,0.00066707-0.00012111i,0.00030458-0.00072764i,3.7693e-05-0.001034i,0.00029424-0.00019057i,-0.00026623+0.00010399i,5.3151e-05+0.00018414i,0.00072931+0.00086604i,0.00029839+0.00064608i,-0.00021498+4.4028e-06i,-3.4841e-05-0.00079664i
-0.00015064+0.00081312i,-0.00025327+0.00089233i,-0.00068825+0.0014663i,-0.00021925+0.0013415i,0.00085538+0.00069007i,0.0011738+0.00047835i,0.00060653-0.0003863i,-0.0006269-0.0009259i,-0.0008228+0.00016465i,-7.0561e-05+0.0011731i,0.00027499+0.00070102i,0.0007354-0.00032632i,0.0012951-0.00011437i,0.0010567+0.00021469i,0.00076024+0.00022839i,0.00058347+6.1782e-05i,5.8952e-05-0.0003069i,0.00019827-6.8217e-05i,0.00025613+0.00052781i,0.00048788+0.0010182i,0.00066837+0.001273i,0.00037326+0.00017097i,-0.00015477-0.00060659i
-0.0020394-0.0018456i,-0.0027075-0.0011532i,-0.0017671-0.0010536i,-0.00052345-0.00066979i,0.00014171+0.00015822i,0.00071095-0.00020774i,0.00015991-0.00085889i,-0.00052256-0.00037128i,0.00012596-9.0195e-05i,0.00044691+0.00039373i,0.0009462+0.00088772i,0.0017527+0.00071605i,0.0011267+5.5594e-05i,0.00089406-0.0006507i,0.0012519-0.0003709i,0.00083148-8.4456e-05i,0.00064426-0.0010845i,0.00082228-0.001259i,0.00064965-0.00044424i,0.00033869-0.00022564i,0.00092055-0.00086536i,0.0011064-0.0015235i,0.0010282-0.0015904i
0.00088035+2.4624e-05i,0.00068857-0.0012051i,0.0011161-0.00032644i,0.0011564-3.245e-05i,0.00094349-0.00026643i,0.001074-0.000506i,0.00075301-0.00069603i,-3.6298e-06-0.00063976i,4.4454e-05-0.00060175i,-0.00039558+0.00042276i,-0.00038278+0.0015462i,0.00011316+0.00093578i,0.00013135+0.0001979i,-6.1298e-05+0.00011467i,0.0002857-8.4634e-06i,7.1369e-05+6.4444e-05i,-0.00081244+1.4442e-05i,-0.0013405-5.3448e-06i,-0.0009376+0.0004336i,-0.00030931+0.0011884i,8.1272e-05+0.00024202i,0.00044851-0.00047034i,0.00035602-0.00015242i
-0.0013742+0.00014142i,-0.0013526-2.209e-05i,-0.00158+0.00092346i,-0.0014771+0.0023523i,-0.00076031+0.0024103i,3.6468e-06+0.00030895i,3.8422e-05-0.0010189i,-0.0011711-0.00035575i,-0.002074+0.00026741i,-0.001613+0.00058158i,-0.0005576+0.0011177i,0.00036709+0.00064905i,0.00093992+0.00055182i,0.00079395+0.0011823i,0.00055396+0.00061937i,0.0006119+0.00030048i,0.00032123+0.00023306i,0.00023462+0.00044986i,8.3913e-05+0.00064507i,0.00024789+0.00030683i,0.00053095+0.00048697i,0.00067171+0.001104i,0.00056427+0.00058553i
0.00062276+0.00010973i,-2.3404e-06-0.00023019i,-0.00060623-0.000354i,0.00027142-0.00029028i,0.0010495+2.9369e-05i,0.0014408-0.00027i,0.001189-0.0010289i,-6.2611e-05-0.0014468i,-0.00095496-0.00081524i,0.00010619+0.00022222i,0.0015567+0.00030783i,0.0013073+0.00019847i,0.00091518+0.0002519i,0.00048868-0.00046024i,-1.5419e-05-0.0010142i,0.00033904-0.0011527i,0.00050512-0.0013237i,-0.00012192-0.00083575i,-0.0005305-0.00037613i,-0.00037481-0.00054565i,0.00024897-0.00023431i,-0.00063004-0.00033586i,-0.00074358-0.00058735i
-0.0012034+0.00083425i,-0.00020284+0.001679i,-9.5767e-06+0.00099726i,0.00026731+0.0011399i,0.0005381+0.0010497i,0.00064178-0.00037069i,0.00071363-0.0018737i,-0.00035507-0.0018578i,-0.0009801-0.00042691i,-0.0002773+0.00084547i,0.00015376+0.00073107i,0.00019372-0.00024658i,0.00066851-6.1453e-05i,0.001168+0.00040868i,0.00086541-0.00015465i,-0.00025107-0.00035272i,-0.00092886-0.00043785i,-0.00076846-0.00084076i,1.8882e-05+0.00040418i,-4.2278e-06+0.0014427i,-0.00062203+0.0010458i,-0.0007402+0.00049119i,-0.00064068+8.4259e-05i
0.00070641+4.4893e-06i,0.0011722-0.0011191i,0.0023385-0.0011877i,0.0017715-0.00098348i,0.00098901-0.00099298i,0.00068553-0.00037539i,-0.00014688-0.00068726i,-0.0014338-0.0014915i,-0.0014593-0.0015533i,2.7455e-05-0.00070869i,0.00057649+0.00081658i,0.0004759+0.00075988i,0.0013004-0.00024192i,0.0019443-0.00032731i,0.0016348-0.00034114i,0.00059362-0.0005893i,0.00031809-0.00016604i,0.00019096+2.3204e-05i,-0.00011927-0.00032139i,-0.00040279+4.0011e-05i,-0.00039229+0.00021849i,0.00048294+0.00015908i,0.00029614+0.0002125i
0.0016394+3.8022e-05i,0.0018359-0.00045663i,0.0013204-0.0015812i,0.0010706-0.0011791i,0.00091269-0.00032098i,0.00069054-0.00025509i,-0.00031639-0.00054015i,-0.0011058-0.00063337i,-0.00044072-5.9221e-05i,0.00016782+0.00076556i,0.00027397+0.0011049i,0.00036829+0.00032067i,0.00081617+8.0496e-05i,0.00037451+0.00033019i,0.00027116+0.00054644i,0.00044435+0.00055277i,-2.6672e-06+0.00023123i,-0.00049849-0.00063223i,-0.00028863-0.001087i,0.00017463-0.00064241i,-2.746e-05+0.00025095i,-0.00076807+0.00030451i,-0.00065989-0.00084965i
-0.00011203+0.00088614i,6.578e-05+0.0016118i,0.0003725+0.00053823i,0.0007007-0.00054028i,0.00089964-0.0010489i,0.00071343-0.0011479i,-4.2277e-05-0.0012454i,-0.00088449-0.00077812i,-0.0010133+0.00032059i,-0.00065211+0.00021929i,9.8992e-05-0.00020696i,0.0007919+0.00042272i,0.0015171-2.4867e-05i,0.0021848-0.0002665i,0.0019862+0.00080515i,0.0011143+0.00093441i,0.00095376-0.00026221i,0.00094555-0.00098298i,0.00058023-0.0002536i,-3.8414e-05+0.00026816i,-0.00063354+0.0001296i,-0.00074722+0.00018958i,-0.00087581-0.0001349i
3.2419e-05+0.00021042i,-0.00073102+0.0010244i,0.00036381+0.0011305i,0.000426+0.0010659i,-0.0003021+0.001067i,-0.00032469+0.00085987i,0.00080826-0.00024504i,0.0012892-0.00057467i,0.00028062+0.00021398i,-0.00030406+0.00077695i,-0.00029714+0.0011052i,1.7771e-05+0.0018605i,-1.5093e-05+0.0016687i,-5.0676e-05+5.2568e-05i,-0.00014474-0.00083261i,-0.00016058-0.00034623i,0.00015541-0.00050781i,0.0007661-0.00088336i,0.00043005-0.00087891i,-0.00013231-0.00079897i,-1.4396e-05-0.00019418i,-0.00026925+9.4576e-05i,-0.00054194-0.00035028i
0.0018815-0.0015289i,0.0019373-0.0014447i,0.0015361-0.0014925i,0.00071433-0.0012989i,0.00066235-0.0014251i,0.00093041-0.0011021i,-0.00014266-0.00079439i,-0.0009936-0.00063832i,-0.00057275-0.00010764i,0.00044747+0.00047i,0.0011052+0.00042843i,0.00099993+0.00062021i,0.00090964+0.00058891i,0.00075825-3.0045e-05i,0.00054865-0.00088222i,6.8789e-05-0.0007577i,-0.00071879-7.9013e-05i,-0.00045771-6.3086e-05i,0.00063723+3.5005e-05i,0.00074868-0.00024429i,0.00017513-0.00012866i,-0.00019607+0.00016374i,-8.7413e-05+9.7206e-05i
