0.00051642+9.1668e-05i,0.00041183-0.00074838i,-0.00036105-0.0018024i,-0.00090814-0.0028372i,-0.0014696-0.0019187i,-0.0023873+4.855e-05i,-0.0020799+0.00093909i,-0.0010371+0.0011351i,0.00010427+0.00049977i,0.0005226-0.00025153i,0.00024383-0.0004665i,0.00016783-0.00029657i,-6.0823e-05+2.6541e-05i,0.00037025+2.9293e-05i,0.00079161-0.00023607i,0.00046514-0.00023863i,-0.0001643-0.00022063i,-0.00070339-0.00022826i,-0.00014003+0.00022986i,6.6287e-05+0.00058805i,-0.00095558+0.00059998i,-0.00094269+6.3161e-06i,-0.00035048-0.00029254i
-0.029743-0.13206i,-0.0165-0.21653i,0.044454-0.2081i,0.0839-0.12757i,0.058041-0.064137i,0.023517-0.028594i,0.0028378-0.010328i,-0.0099429-0.0015596i,-0.012291+0.0051565i,-0.0077748+0.01251i,-0.0022451+0.015491i,0.0015551+0.0076179i,0.0033254-0.0033343i,0.0036751-0.0058237i,0.0043314-0.0022203i,0.0067179+0.00052167i,0.012324-0.00038763i,0.017761+0.00016259i,0.018425+0.0048454i,0.017883+0.0099294i,0.016896+0.011305i,0.012798+0.0085299i,0.0067033+0.0059952i
0.029452-0.096916i,0.0029918-0.18615i,-0.080138-0.24492i,-0.12801-0.22239i,-0.087031-0.1525i,-0.04667-0.094556i,-0.037943-0.049978i,-0.024243-0.016634i,-0.0093347-0.0060324i,-0.0078884-0.0067525i,-0.0072272-0.0040928i,0.0006763+0.0016923i,0.0080303+0.0059854i,0.011669+0.0075187i,0.012978+0.0058367i,0.01044+0.00027968i,0.0010115-0.0059866i,-0.010551-0.01102i,-0.016109-0.013118i,-0.018023-0.0097284i,-0.016992-0.0027263i,-0.012018+0.0017433i,-0.0075088+0.0023275i
0.19241+0.082785i,0.35258+0.16517i,0.4377+0.21311i,0.37296+0.17938i,0.22533+0.11744i,0.11733+0.056835i,0.061067+0.0064589i,0.024532-0.011324i,0.0057449-0.0051528i,0.001378+0.0021906i,-0.00044953+0.0049183i,-0.0038175+0.0054827i,-0.0062107+0.0052368i,-0.0088981+0.0055784i,-0.011286+0.0087287i,-0.0074418+0.013181i,0.0047954+0.016822i,0.017512+0.017454i,0.020473+0.013229i,0.017898+0.0079637i,0.013486+0.0042045i,0.0059222+0.0018527i,-0.00010659+3.2627e-05i
-0.073886+0.11773i,-0.13073+0.12341i,-0.16265+0.054449i,-0.14237-0.013503i,-0.09113-0.034725i,-0.042089-0.02564i,-0.017642-0.01124i,-0.011768+0.0045249i,-0.0048842+0.012956i,-0.00039138+0.0071783i,-0.0020928+0.0011825i,-0.005461-0.00041419i,-0.0088473-0.0020608i,-0.0086172-0.0020048i,-0.0068887-0.00055151i,-0.0082634-0.00039213i,-0.012901-0.0038745i,-0.01661-0.009441i,-0.015433-0.012835i,-0.013584-0.012139i,-0.011569-0.0092169i,-0.0081756-0.0069658i,-0.0052994-0.005804i
-0.14717+0.078752i,-0.20264+0.19899i,-0.16008+0.28192i,-0.066197+0.2424i,-0.011742+0.14272i,-0.00024684+0.079179i,0.015979+0.048688i,0.022355+0.013979i,0.0052362-0.0039068i,-0.0070685+0.0020201i,-0.0066116+0.0052069i,-0.0028079-0.00033941i,0.00029553-0.008176i,-0.00046734-0.012652i,-0.0065704-0.01141i,-0.011213-0.0045247i,-0.0079804+0.0093372i,-0.00085713+0.023621i,0.0050972+0.027607i,0.0093937+0.020818i,0.012177+0.014114i,0.011958+0.0076511i,0.009077+0.00083466i
-0.052579-0.24241i,-0.091925-0.41031i,-0.084074-0.44322i,-0.037594-0.33206i,-0.0054945-0.20575i,-0.0004669-0.12018i,-0.007509-0.06651i,-0.011451-0.037561i,-0.0070669-0.024185i,0.0019227-0.016945i,0.008422-0.011848i,0.0086547-0.0051848i,0.0079572+0.0017291i,0.0093944+0.0043674i,0.010918+0.0031469i,0.0097497-0.0045263i,0.0027649-0.020301i,-0.0049822-0.033388i,-0.0087071-0.033112i,-0.010754-0.023892i,-0.012407-0.016576i,-0.0097112-0.010515i,-0.003353-0.0039064i
0.12577-0.02709i,0.14427+0.00041827i,0.068652+0.084984i,0.0048814+0.16619i,0.016132+0.15661i,0.018933+0.08349i,0.0041489+0.033862i,0.0090864+0.013973i,0.014882-0.003107i,0.0084472-0.01284i,0.0021238-0.012107i,0.0010617-0.0060896i,0.0042127+0.00059989i,0.0059975+0.0023125i,0.003974-0.0011806i,0.0017139-0.0024258i,0.00050546+0.0055937i,-0.000683+0.017073i,0.0011887+0.020856i,0.0050487+0.014626i,0.0057918+0.0097448i,0.0038777+0.0099303i,0.0017909+0.0071197i
0.19503+0.072471i,0.32526+0.046466i,0.33416-0.069887i,0.18984-0.15103i,0.056985-0.1062i,0.037579-0.046701i,0.031338-0.034758i,0.0026204-0.011098i,-0.00061917+0.017754i,0.0070539+0.017208i,0.00089855+0.0052531i,-0.011189-0.0017693i,-0.01711-0.0021673i,-0.014156+0.0032672i,-0.0082842+0.0093557i,0.00017541+0.0079331i,0.010211-0.0048528i,0.016308-0.0189i,0.014349-0.019808i,0.0074838-0.012715i,0.0020037-0.011245i,-0.0024956-0.011379i,-0.0041228-0.0066556i
-0.17658+0.18899i,-0.27756+0.28101i,-0.28022+0.27265i,-0.20372+0.18975i,-0.1394+0.11677i,-0.092081+0.093201i,-0.040056+0.080713i,-0.0068204+0.055882i,0.0011016+0.032974i,0.00011545+0.017132i,-0.0015559+0.0073523i,-0.00056985+0.0011649i,0.00076465-0.0016786i,0.0010423-0.0042727i,-0.00076063-0.0083639i,-0.0056502-0.0052866i,-0.012506+0.010036i,-0.018681+0.026929i,-0.018219+0.031463i,-0.0091473+0.027145i,0.00020185+0.023318i,0.0034974+0.016945i,0.0032021+0.0068646i
-0.11189-0.034245i,-0.077379-0.0057563i,0.069052+0.0022702i,0.18201-0.071428i,0.15359-0.12738i,0.074503-0.082078i,0.040482-0.03171i,0.017272-0.030947i,-0.010202-0.023365i,-0.012391-0.00088824i,0.00103+0.007239i,0.0067461+0.0026393i,0.0041967-0.0029263i,-0.00036238-0.0050367i,-0.005086-0.0043368i,-0.004325-0.0036625i,0.0063591-0.0075087i,0.01753-0.016633i,0.015682-0.02082i,0.0054751-0.018826i,0.00088767-0.015849i,0.00065663-0.012827i,0.00028578-0.0083111i
-0.042273-0.26361i,-0.15387-0.36144i,-0.25661-0.2411i,-0.23477-0.0096907i,-0.1331+0.071532i,-0.089737+0.019953i,-0.08215+0.0044636i,-0.040588+0.014223i,-0.004841+0.001058i,0.0043698-0.0059924i,0.008199-0.00089754i,0.009798+0.0052068i,0.010136+0.0098702i,0.011536+0.0077406i,0.013722+0.0013958i,0.0081497-0.0025985i,-0.010167-0.0012383i,-0.027722+0.0020262i,-0.027162+0.0018421i,-0.016287+0.00022675i,-0.011934+0.0023646i,-0.0097024+0.0071352i,-0.0059013+0.0082546i
0.25526+0.047067i,0.35087+0.054707i,0.30998+0.030734i,0.21225+0.0086583i,0.15921+0.011633i,0.12389+0.0065792i,0.073542-0.0094049i,0.03364-0.011088i,0.016472-0.0043176i,0.0060204-0.0012292i,-0.0020223-0.00066058i,-0.0017308-0.0020436i,0.0011227-0.0037717i,-0.00080676+0.00072915i,-0.0034977+0.0071141i,-0.00083976+0.0078779i,0.012239+0.0055643i,0.02956+0.003407i,0.033177+0.0014201i,0.024405-0.0033137i,0.017844-0.008804i,0.012203-0.011856i,0.0057672-0.010144i
0.080324+0.12992i,0.11568+0.083048i,0.038159-0.052234i,-0.13304-0.10915i,-0.20987-0.054567i,-0.14237-0.021015i,-0.074588-0.025973i,-0.048799-0.0059944i,-0.021363+0.018506i,-0.0019499+0.018959i,-0.0013396+0.0097421i,-0.0094093+0.004192i,-0.016323+0.0076326i,-0.012463+0.013339i,-0.00054042+0.013991i,0.0043562+0.0093395i,-0.0070642+0.0036493i,-0.024025+0.00058155i,-0.026448+0.0027584i,-0.014951+0.0085548i,-0.0064331+0.010602i,-0.0040497+0.0080446i,-0.0015896+0.0033008i
-0.24893+0.19833i,-0.27259+0.33656i,-0.07539+0.34541i,0.15226+0.19175i,0.17734+0.059718i,0.10192+0.048902i,0.074087+0.043111i,0.052228-0.0017625i,0.010173-0.020625i,-0.0097316-0.01019i,-0.0065109-0.0047796i,-0.0010067-0.0064409i,-0.00032543-0.0076209i,-0.0046023-0.0095327i,-0.012121-0.012343i,-0.015259-0.010202i,-0.0039457-0.0002274i,0.015062+0.01094i,0.021261+0.013918i,0.014023+0.011018i,0.012618+0.0076874i,0.015555+0.0024114i,0.010752-0.0016272i
-0.077386-0.22848i,-0.097878-0.27213i,-0.10759-0.20611i,-0.1104-0.13952i,-0.092661-0.14083i,-0.06526-0.13598i,-0.039553-0.090215i,-0.022312-0.046858i,-0.017731-0.024422i,-0.017667-0.012911i,-0.014712-0.0065039i,-0.01016-0.0056525i,-0.0062838-0.008673i,-0.0036272-0.0091246i,-0.0016115-0.0057127i,-0.0027864-0.0042346i,-0.01268-0.012546i,-0.026731-0.024326i,-0.027879-0.025886i,-0.018539-0.020038i,-0.016629-0.01353i,-0.017955-0.00491i,-0.012452+0.00034603i
0.063916-0.1996i,-0.013088-0.24538i,-0.077506-0.10864i,-0.0076932+0.1107i,0.093671+0.19508i,0.08337+0.14257i,0.0344+0.098966i,0.031719+0.076786i,0.037874+0.037515i,0.026723+0.0021152i,0.013283-0.0079144i,0.011259+0.0010857i,0.019174+0.0068113i,0.021165-0.00017244i,0.013373-0.0099797i,0.0050586-0.012551i,0.0052696-0.0015455i,0.014826+0.015559i,0.021088+0.021964i,0.018517+0.016406i,0.014363+0.011888i,0.012748+0.0084789i,0.010421+0.0013178i
0.28506+0.19318i,0.39873+0.17379i,0.29642+0.0072089i,0.066235-0.14158i,-0.044615-0.14562i,-0.0091571-0.094993i,0.012396-0.064908i,-0.006354-0.03078i,-0.0047845-7.9561e-05i,0.006557+0.0055321i,0.0073496-0.00067865i,0.0030778-0.0061462i,-0.0031799-0.0037951i,-0.0047623+0.006931i,-0.0002094+0.015718i,0.0063462+0.015034i,0.0073814-0.0011917i,-0.00075025-0.024134i,-0.0066662-0.030991i,-0.0050114-0.021699i,-0.003375-0.015086i,-0.0044849-0.011836i,-0.0022614-0.0057333i
-0.14197+0.156i,-0.12625+0.18722i,-0.054974+0.17618i,-0.024411+0.17604i,-0.049897+0.1793i,-0.072667+0.15745i,-0.058474+0.11029i,-0.031605+0.058291i,-0.01841+0.031671i,-0.0046474+0.031892i,0.0079398+0.026803i,0.0014416+0.01643i,-0.011592+0.015271i,-0.014618+0.013359i,-0.0071541+0.0039431i,0.00050564-0.001323i,0.0040766+0.011036i,0.0069104+0.032155i,0.0056584+0.040882i,0.0009734+0.03418i,-0.00070929+0.024935i,0.0042539+0.015344i,0.0088376+0.0059455i
-0.25475+0.026605i,-0.29768+0.11894i,-0.15981+0.10259i,0.0094185-0.066142i,0.055148-0.17836i,0.048788-0.13764i,0.046403-0.077735i,0.024302-0.056805i,-0.00022444-0.040215i,-0.011116-0.02045i,-0.0069329-0.0071927i,0.0019966-0.010604i,0.00088384-0.020343i,-0.0049291-0.020563i,-0.012424-0.0092763i,-0.015152+0.0039312i,-0.0088164+0.00059137i,-0.002562-0.018712i,-0.0012646-0.031128i,0.00056268-0.029465i,0.0030968-0.025232i,0.00023263-0.019178i,-0.0037806-0.0088546i
0.09522-0.35073i,0.056422-0.43767i,-0.039131-0.27567i,-0.083233-0.013632i,-0.066158+0.08802i,-0.076106+0.043429i,-0.087943+0.015586i,-0.057821+0.021921i,-0.026688+0.015502i,-0.017148+0.0067977i,-0.015305+0.0072639i,-0.010412+0.009224i,-0.0016917+0.0064662i,0.0062109-0.00012278i,0.012865-0.0081164i,0.0097966-0.012492i,-0.0043304-0.0020541i,-0.014868+0.022272i,-0.013983+0.037444i,-0.0086893+0.03327i,-0.0055488+0.024862i,-0.00055025+0.020288i,0.0030296+0.016405i
0.15419+0.059475i,0.12888+0.024678i,0.080261-0.030629i,0.091268-0.058605i,0.12601-0.055654i,0.12877-0.044193i,0.098076-0.036336i,0.058855-0.02331i,0.039959-0.0077196i,0.030259-0.008451i,0.014271-0.0097534i,0.01133+0.00076076i,0.018974+0.0082659i,0.016322+0.010302i,0.0065568+0.010843i,0.0017191+0.0069635i,0.006379-0.0065183i,0.016597-0.030368i,0.020392-0.044467i,0.019494-0.035505i,0.018775-0.021495i,0.010821-0.012838i,0.00042628-0.0043111i
0.14031+0.27393i,0.27739+0.30648i,0.24018+0.20367i,0.033539+0.091537i,-0.10518+0.045432i,-0.10645+0.0053619i,-0.074349-0.029503i,-0.05401-0.031628i,-0.046226-0.01552i,-0.039989+0.00014947i,-0.030132+0.00018912i,-0.032482-0.0079607i,-0.039782-0.0058788i,-0.03186+0.0026549i,-0.013533+0.0062753i,0.00025214+0.0039888i,-0.0048316+0.0067295i,-0.021751+0.023667i,-0.029875+0.039383i,-0.027751+0.034515i,-0.024079+0.021212i,-0.0169+0.014353i,-0.0083163+0.0090466i
-0.33895-0.039941i,-0.38045-0.028216i,-0.22202-0.028428i,-0.016226-0.04696i,0.075309-0.033422i,0.082451+0.021406i,0.070274+0.047393i,0.044656+0.037153i,0.023145+0.027676i,0.021012+0.015856i,0.019909-2.8073e-05i,0.013517-0.0056071i,0.0096387-0.0070468i,0.00081546-0.010771i,-0.01059-0.0094824i,-0.01448-0.0017676i,-0.0027791+0.0010302i,0.020832-0.0087489i,0.034626-0.021167i,0.032756-0.02105i,0.025133-0.014719i,0.012618-0.014984i,-0.001857-0.017013i
-8.6494e-05-0.10462i,-0.048346-0.01829i,-0.061307+0.076434i,-0.033096+0.074143i,-0.024499+0.011467i,-0.037249-0.024367i,-0.0303-0.021595i,-0.0085398-0.021916i,0.0027159-0.039175i,-0.0010896-0.045082i,-0.00017632-0.032853i,0.0076679-0.028413i,0.011791-0.030215i,0.016037-0.026486i,0.017824-0.017721i,0.012362-0.0091977i,-0.0029712-0.0034604i,-0.027318+0.0088435i,-0.041271+0.023948i,-0.03735+0.026034i,-0.028853+0.01901i,-0.020072+0.013798i,-0.010554+0.008927i
0.20787-0.1742i,0.19007-0.30132i,0.09477-0.23837i,0.042749-0.048799i,0.053651+0.06622i,0.051288+0.080126i,0.030839+0.062146i,0.019707+0.045951i,0.01826+0.044015i,0.025879+0.045851i,0.02612+0.04006i,0.018743+0.037368i,0.015766+0.040237i,0.012559+0.0366i,0.0036265+0.023145i,-0.0014989+0.0099243i,0.011516+0.0013336i,0.035445-0.012662i,0.047018-0.02675i,0.039699-0.023426i,0.029272-0.010603i,0.02144-0.0078142i,0.011767-0.012205i
-0.010659+0.29161i,-3.6729e-05+0.32052i,-0.034875+0.21681i,-0.091098+0.090711i,-0.10219+0.0071698i,-0.063091-0.040519i,-0.017843-0.04989i,0.013934-0.037188i,0.022684-0.028107i,0.0068335-0.020581i,-0.0065873-0.011321i,-0.0068536-0.0096257i,-0.0065715-0.0098i,-0.0086883-0.0017441i,-0.003078+0.0081651i,0.0058731+0.0093072i,-0.0033877+0.0035352i,-0.031328+0.0043376i,-0.052408+0.01176i,-0.050097+0.010203i,-0.035213+0.0010991i,-0.019778-0.0019222i,-0.0051346+0.00035148i
-0.033388-0.028813i,0.092794-0.051456i,0.17234-0.13602i,0.11544-0.19093i,0.03061-0.12224i,-0.0038333-0.025545i,-0.020308+0.011182i,-0.040923+0.0206i,-0.056685+0.036233i,-0.046371+0.044408i,-0.025812+0.027304i,-0.024156+0.0051704i,-0.032131-0.0024537i,-0.03269-0.0043578i,-0.028015-0.0080961i,-0.022145-0.0060775i,-0.0075482+0.0072576i,0.021934+0.017487i,0.047355+0.011967i,0.048047+0.00069427i,0.035215-0.0033212i,0.027154-0.0038195i,0.020934-0.0070183i
-0.17625-0.11953i,-0.30484-0.054246i,-0.25016+0.047824i,-0.073129+0.072724i,0.01697+0.013316i,0.018616-0.031846i,0.0095031-0.02154i,0.014061+0.003458i,0.034602-0.0043411i,0.039607-0.032321i,0.031992-0.038901i,0.034571-0.029781i,0.040253-0.023107i,0.038825-0.016567i,0.02861-0.0074687i,0.01315-0.0015582i,-0.0075132-0.0046616i,-0.032958-0.0085146i,-0.047782-0.0041517i,-0.040641+4.1189e-05i,-0.027377-0.00061996i,-0.021191+0.0029757i,-0.01391+0.011064i
0.22136+0.05136i,0.25753+0.10144i,0.22419+0.15544i,0.175+0.14614i,0.12582+0.0909i,0.06036+0.055655i,0.017329+0.027064i,-0.0097429-0.012119i,-0.039063-0.021433i,-0.044124+0.0048977i,-0.028153+0.025546i,-0.015057+0.028811i,-0.013117+0.025475i,-0.01678+0.016701i,-0.019045+0.0041617i,-0.017812-0.00031984i,-0.0067778+0.0058815i,0.017536+0.0095387i,0.040996+0.0040213i,0.04351-3.499e-05i,0.032266+0.0041753i,0.023233+0.0066325i,0.014769+0.0022289i
-0.072371-0.018275i,-0.12179-0.15956i,-0.20807-0.19243i,-0.25384-0.075694i,-0.17592+0.012132i,-0.064893+0.0040374i,-0.019882-0.00064546i,-0.00063744+0.028226i,0.02646+0.043915i,0.036581+0.028612i,0.021447+0.014266i,0.0042446+0.018524i,0.00056012+0.026498i,0.0052206+0.028547i,0.0078284+0.023566i,0.0056874+0.0097626i,-0.0043484-0.010124i,-0.028751-0.025102i,-0.050808-0.020422i,-0.045215-0.0065207i,-0.026608-0.0040385i,-0.018727-0.007235i,-0.016583-0.0057423i
-0.072415+0.0628i,0.007301+0.11428i,0.096726+0.047544i,0.12044-0.056414i,0.065091-0.057956i,0.0071812+0.0036644i,0.00054399+0.025053i,0.0093599-0.0035003i,-0.011058-0.029544i,-0.036665-0.022912i,-0.039652-0.013695i,-0.036598-0.024175i,-0.038433-0.041332i,-0.035886-0.052754i,-0.025084-0.050947i,-0.012197-0.037122i,0.0014031-0.015102i,0.022354+0.010387i,0.041799+0.020606i,0.04155+0.015245i,0.028064+0.011096i,0.018573+0.010478i,0.014912+0.0054493i
0.10618-0.13172i,0.11974-0.11761i,0.08981-0.086023i,0.025108-0.064462i,-0.0074903-0.051459i,-0.004163-0.049808i,-0.021177-0.040666i,-0.035845-0.0044077i,-0.0073504+0.021575i,0.029346+0.011587i,0.040329-0.0048129i,0.035684-0.0094427i,0.029769-0.0025831i,0.025297+0.012301i,0.019466+0.020574i,0.011139+0.013345i,0.0039185-0.0040132i,-0.0068944-0.022831i,-0.020519-0.028002i,-0.025659-0.017576i,-0.021714-0.0080531i,-0.017246-0.0031626i,-0.012976+0.0012947i
0.0095307+0.17132i,-0.090669+0.258i,-0.0761+0.33414i,0.048638+0.30547i,0.091748+0.17781i,0.03811+0.071481i,0.014876+0.022657i,0.028677-0.018163i,0.019809-0.048136i,-0.0082192-0.040122i,-0.018214-0.012588i,-0.006102+0.0022697i,0.0055502-0.0024349i,0.0083471-0.012452i,0.0054413-0.015899i,-0.00020655-0.0086186i,-0.0039704+0.0085109i,0.0042168+0.023281i,0.020396+0.022334i,0.024461+0.013411i,0.015992+0.010655i,0.010747+0.010116i,0.012402+0.0059325i
-0.11162-0.0024644i,-0.044507-0.13046i,-0.036756-0.22924i,-0.10864-0.21682i,-0.11433-0.13369i,-0.034154-0.075955i,0.0018456-0.070643i,-0.029767-0.03955i,-0.036233+0.023602i,-0.0055206+0.049788i,0.0067589+0.036065i,-0.0065277+0.023953i,-0.020173+0.031293i,-0.022576+0.045047i,-0.015941+0.045972i,-0.007048+0.027017i,-0.0063504-0.0021959i,-0.020787-0.019786i,-0.037872-0.014105i,-0.038772+0.00025167i,-0.025692+0.0021021i,-0.015743-0.0072232i,-0.013736-0.011507i
-0.073457-0.19757i,-0.089515-0.20582i,-0.076032-0.16692i,-0.030058-0.088112i,-0.0046004-0.016111i,-0.026035+0.022863i,-0.016476+0.064419i,0.033962+0.069268i,0.042785+0.03075i,0.012655-0.0046387i,-0.0099272-0.026478i,-0.0097767-0.038422i,0.0058181-0.050924i,0.018383-0.06398i,0.025067-0.060353i,0.026014-0.040292i,0.021576-0.015307i,0.022012+0.0058848i,0.02763+0.013854i,0.022648+0.0071749i,0.010423+0.00019338i,0.004007+0.00093638i,0.0018675+0.0041516i
0.26574+0.023083i,0.28943+0.13074i,0.25547+0.18033i,0.19183+0.10232i,0.10927+0.012805i,0.06141-0.016532i,0.041165-0.035111i,0.0067378-0.041952i,-0.018635-0.019951i,-0.0092037+0.010676i,0.018455+0.020887i,0.031481+0.012737i,0.020444+0.014042i,0.0043185+0.025361i,-0.0067911+0.029404i,-0.0064503+0.020877i,0.0082011+0.0022852i,0.01757-0.01868i,0.0079603-0.027987i,-0.0061871-0.0227i,-0.0099945-0.015311i,-0.0095263-0.011793i,-0.0082231-0.0075197i
0.015616+0.30353i,0.0067469+0.29047i,-0.033422+0.23158i,-0.053419+0.19695i,-0.018133+0.12014i,-0.009779+0.029129i,-0.034497+0.0099942i,-0.02804+0.022211i,-0.0079261+0.0076243i,-0.010135-0.01266i,-0.013892-0.0072043i,-0.0025167+0.012328i,0.020015+0.025382i,0.041249+0.024796i,0.041714+0.01551i,0.021131+0.014796i,0.0012384+0.026303i,0.0022138+0.034703i,0.019122+0.022633i,0.028388-0.0022323i,0.024208-0.012838i,0.018485-0.0080194i,0.013334-0.0030842i
-0.2984-0.14841i,-0.30534-0.23347i,-0.21169-0.25308i,-0.1295-0.19441i,-0.073304-0.081171i,0.016226-0.016616i,0.070738-0.033446i,0.04217-0.046076i,0.0012688-0.019255i,-0.014268+0.0028722i,-0.027483+0.0053638i,-0.042599+0.0077658i,-0.062064+0.015826i,-0.079769+0.02799i,-0.073482+0.033016i,-0.047908+0.020531i,-0.028611+0.0037059i,-0.027812+0.0017288i,-0.032395+0.012665i,-0.024252+0.019588i,-0.0084173+0.012004i,0.00023771-0.0028786i,-9.5704e-06-0.01089i
-0.10825-0.20598i,-0.13193-0.17907i,-0.072781-0.14091i,0.01432-0.12594i,0.033066-0.09818i,-0.0029097-0.019972i,-0.022353+0.053045i,-0.010492+0.06416i,0.0088512+0.023195i,0.015325-0.032523i,0.0074017-0.064041i,-0.002205-0.063902i,0.0024129-0.053896i,0.017307-0.049601i,0.020161-0.040186i,0.0096893-0.021262i,0.00053139-0.0044304i,0.001506+0.0078269i,0.014947+0.01214i,0.026383+0.0050363i,0.026903+0.00035382i,0.022638+0.0031418i,0.013218+0.0013329i
0.57532+0.068572i,0.60233+0.14674i,0.38146+0.22952i,0.15182+0.23052i,0.043177+0.16259i,0.0048596+0.10737i,0.018406+0.082507i,0.039994+0.041323i,0.030484+0.009479i,0.025939+0.013372i,0.037886+0.019644i,0.038546+0.012934i,0.015943-0.0017547i,-0.017724-0.014131i,-0.036431-0.017003i,-0.025748-0.013687i,-0.0026471-0.013593i,0.0018055-0.018295i,-0.015356-0.010048i,-0.022705+0.011563i,-0.014835+0.020452i,-0.0085647+0.013844i,-0.0026865+0.0081695i
-0.23103+0.25498i,-0.21866+0.18978i,-0.08635+0.092531i,0.033363+0.053137i,0.055676+0.032049i,-0.0045205+0.0029408i,-0.078405-0.0057325i,-0.078268+0.0048107i,-0.027262+0.008715i,0.017562+0.019404i,0.043454+0.030557i,0.044288+0.030899i,0.044129+0.040417i,0.060109+0.046742i,0.065558+0.034574i,0.042486+0.018174i,0.0086739+0.013073i,-0.0061504+0.01388i,0.0043324+0.0069649i,0.01599-0.0013788i,0.017703+0.0025533i,0.016548+0.010085i,0.013781+0.0069021i
-0.22625+0.022618i,-0.15696-0.0090917i,-0.12449-0.16057i,-0.20747-0.23646i,-0.24019-0.15494i,-0.14817-0.062502i,-0.056731-0.030287i,-0.032996-0.0016884i,-0.033167+0.038014i,-0.029483+0.053221i,-0.023647+0.037709i,-0.030076+0.0077573i,-0.053592-0.01455i,-0.067062-0.019257i,-0.055706-0.016735i,-0.031567-0.011891i,-0.014166-0.0069146i,-0.020392-0.0017059i,-0.038451+0.0086404i,-0.041349+0.017289i,-0.0289+0.011374i,-0.018558-0.00038641i,-0.014105-0.003061i
-0.098367-0.58991i,-0.2858-0.55034i,-0.23091-0.21041i,0.03539+0.045396i,0.15291+0.050641i,0.059075-0.021319i,-0.028192-0.049775i,-0.029047-0.038589i,0.0025336-0.026261i,0.016844-0.026444i,0.011839-0.026743i,0.014396-0.025615i,0.025552-0.024353i,0.034133-0.015185i,0.034005-0.0044738i,0.01863-0.00048372i,0.0048558-0.00025987i,0.015242-0.0025653i,0.037971-0.0095196i,0.04067-0.017519i,0.0236-0.012711i,0.012776-0.00032094i,0.010015+0.00095183i
0.42864+0.61405i,0.48472+0.74946i,0.31522+0.57922i,0.089445+0.22745i,-0.020872-0.029116i,-0.017598-0.10027i,0.0096802-0.08106i,0.00055237-0.06393i,-0.029011-0.045356i,-0.036666-0.01105i,-0.017423+0.022653i,0.0053007+0.031911i,0.011226+0.010726i,0.00084879-0.017113i,-0.010533-0.026139i,-0.010689-0.018365i,-0.00025347-0.012674i,0.0015631-0.01907i,-0.018447-0.018381i,-0.032977-0.00023366i,-0.025632+0.010751i,-0.017111+0.0057134i,-0.013935+0.0019096i
0.14058-0.20603i,0.3468-0.45105i,0.31695-0.43879i,0.15486-0.10309i,0.12994+0.13941i,0.13619+0.071827i,0.065083-0.040628i,0.022688-0.021844i,0.029272+0.030631i,0.021841+0.056629i,-0.00057421+0.067074i,-0.011691+0.070578i,-0.0058303+0.082449i,0.011188+0.095557i,0.025474+0.082123i,0.021271+0.045983i,0.0038559+0.020116i,-0.0046305+0.016723i,0.0047395+0.017569i,0.015364+0.012036i,0.012594+0.007527i,0.0066925+0.0048569i,0.0087948+0.0003559i
-0.79673+0.044338i,-0.98069+0.13536i,-0.66119-0.024172i,-0.25801-0.30495i,-0.11075-0.35368i,-0.012972-0.15804i,0.086841-0.029432i,0.066662-0.031749i,-0.013477-0.033671i,-0.060188-0.020386i,-0.073216-0.0191i,-0.067456-0.031589i,-0.061065-0.053222i,-0.06367-0.062021i,-0.059647-0.044834i,-0.042756-0.018441i,-0.029552+0.0013768i,-0.029777+0.01402i,-0.034596+0.016082i,-0.031262+0.010218i,-0.018297+0.0028117i,-0.0081424-0.006631i,-0.0079005-0.012511i
0.59591-0.12154i,0.56387-0.035477i,0.27455+0.20346i,0.036187+0.39032i,-0.011996+0.39005i,0.0056285+0.23637i,0.025286+0.08938i,0.026538+0.027815i,0.0080832+0.0058266i,-0.014797-0.022795i,-0.03531-0.042488i,-0.035095-0.034635i,-0.015399-0.016247i,-0.0035788-0.0030791i,-0.0025043+0.0036324i,-0.003811+0.0049118i,-0.0052194+0.0060374i,0.003434+0.0085269i,0.022653+0.0066778i,0.03219-0.0026628i,0.025948-0.0071538i,0.023962-0.00047284i,0.026741+0.0044888i
-0.20018+0.048206i,-0.22617+0.024738i,-0.098727+0.074726i,0.13067+0.023244i,0.21731-0.12581i,0.1313-0.10889i,0.089309+0.0033114i,0.10635-0.0073735i,0.082685-0.075559i,0.043286-0.086222i,0.022212-0.055764i,0.017295-0.021668i,0.028371-0.0098046i,0.034543-0.017339i,0.024711-0.019743i,0.013707-0.0193i,0.0083254-0.027544i,-0.0033499-0.039318i,-0.024931-0.037326i,-0.035524-0.011555i,-0.024212+0.014063i,-0.009682+0.016306i,-0.0050458+0.0065925i
0.37573+0.30903i,0.72256+0.26298i,0.62316-0.036747i,0.11186-0.12072i,-0.19959+0.079133i,-0.13498+0.15482i,-0.052515+0.097169i,-0.044245+0.1037i,-0.014179+0.12025i,0.020281+0.082601i,0.022929+0.022617i,-0.0029786-0.0041845i,-0.022786+0.02185i,-0.019544+0.048876i,-0.0020537+0.04712i,0.016636+0.024126i,0.014305-0.0033599i,-0.0047517-0.016538i,-0.016453-0.012688i,-0.015335-0.0033001i,-0.0095744+0.0032315i,-0.0017848+0.007995i,0.005276+0.010627i
