0.00051642+9.1668e-05i,0.00041183-0.00074838i,-0.00036105-0.0018024i,-0.00090814-0.0028372i,-0.0014696-0.0019187i,-0.0023873+4.855e-05i,-0.0020799+0.00093909i,-0.0010371+0.0011351i,0.00010427+0.00049977i,0.0005226-0.00025153i,0.00024383-0.0004665i,0.00016783-0.00029657i,-6.0823e-05+2.6541e-05i,0.00037025+2.9293e-05i,0.00079161-0.00023607i,0.00046514-0.00023863i,-0.0001643-0.00022063i,-0.00070339-0.00022826i,-0.00014003+0.00022986i,6.6287e-05+0.00058805i,-0.00095558+0.00059998i,-0.00094269+6.3161e-06i,-0.00035048-0.00029254i
-0.00078382+0.00016061i,-0.00047401+0.00066963i,-0.00018864+0.00046654i,0.00014504-0.00010141i,-0.00052971+1.713e-05i,-0.0014332+0.00036529i,-0.00022152+0.00032647i,0.0015322+0.00029572i,0.0016432-0.00057258i,0.00044187-0.0015053i,-4.1192e-05-0.0012843i,0.0001864-0.00040435i,-0.00021227+0.00037657i,-0.00043933+0.00076853i,-0.00081345+0.00025288i,-0.00068743-8.5194e-05i,-0.00019498-8.1032e-05i,0.0002703+0.0001712i,0.00017628+0.0001143i,-6.2548e-05-5.9861e-06i,-0.00011289-0.00017615i,0.00018621-0.00076402i,-0.00043212-0.0005732i
0.001823+0.00011304i,0.0010699-0.00095402i,0.0021054-0.0019428i,0.0011631-0.0021995i,-0.00064219-0.0017694i,-0.00099468+0.00020516i,-0.00031919+0.0011421i,0.00047546+0.00015746i,0.0010838-0.00037499i,0.0014199-0.00032716i,0.0013309-0.00048595i,0.000697-1.2048e-05i,5.4241e-05+3.1979e-05i,-0.00013388-0.00036394i,0.00018106+9.3047e-05i,0.0002028+3.1839e-05i,6.5655e-05-0.00040382i,-0.00032031+0.00015935i,-0.00038294+0.0002846i,0.00015988-4.7821e-05i,0.00025094-3.0687e-05i,6.948e-05+0.00036002i,3.0263e-05+0.0006589i
0.0011096+8.3086e-05i,0.00071143-0.0013411i,0.0011329-0.0013527i,0.0017123-0.001414i,0.00071365-0.0019524i,-0.00074635-0.0012676i,-0.0014369+0.00024804i,-0.00087464+0.00044636i,-0.00028111+8.7114e-05i,-0.0002606-0.0003508i,-0.00075664-0.00010506i,-0.00075974+2.0989e-05i,-0.00012293-0.00061801i,8.378e-05-0.00043965i,-0.00019555+0.00042663i,-0.0005144+0.00022591i,-0.00090125+0.00028268i,-0.00062561+0.0010818i,0.00070229+0.00078305i,0.001615-0.00011356i,0.00084862+1.601e-05i,0.00037954+0.0002021i,0.00050014+0.00078269i
0.0022098+0.0010686i,0.0023763-0.00041372i,0.0020339-0.0015766i,0.0011848-0.0025819i,-1.9218e-05-0.0025728i,-0.00082579-0.00099281i,-0.001026-0.00040398i,-0.001027-0.0004476i,-0.00098243+0.00024268i,-0.00089891+0.00052446i,-0.00084244+0.00021389i,-0.00067148+0.00012523i,-0.00038037+0.00038047i,-8.4313e-05+0.00033218i,-4.1829e-05+0.00028083i,-0.00012769+0.00019326i,0.00028035+0.0001808i,0.0012379-6.4192e-05i,0.0011947-0.00021592i,0.00072482+0.0002924i,0.00018708+0.00062024i,-0.00018972+0.00061069i,-0.00035795+0.000153i
-0.0011869+0.00051589i,-0.0010571+0.00034795i,-0.00016326+0.0007688i,0.00055028+0.001092i,0.00082815+0.001292i,-0.00014472+0.00055028i,-0.00043137-0.00013664i,0.00022192+0.00039104i,0.00048377+0.00039907i,-0.00016806+0.00010286i,-0.00011341+1.2311e-06i,0.00082121-0.00028741i,0.00065758-0.00046022i,-0.0004927+0.00019241i,-0.0011769+0.00074773i,-0.0011376+0.00024608i,-0.00081245+2.5572e-05i,-0.00017887+0.00028979i,0.00075969-0.00028139i,0.0012009-0.0011215i,0.00073027-0.0009289i,6.3705e-05-0.00073314i,-0.00014375-0.00042532i
-0.00099635+0.00066516i,-0.00056591+0.0015307i,0.00025536+0.00022311i,0.00069-0.001284i,0.0004042-0.00083831i,0.00024505-0.0003599i,0.00055564-0.00046066i,0.00065464-0.00060486i,0.00033527-0.00013444i,0.00017736+0.0006112i,0.00017445+0.00032902i,-0.00047153-6.5466e-05i,-0.00045756-0.0004885i,0.00031245-0.0013847i,0.00059072-0.00096884i,-0.0001644+0.00074057i,-0.00088656+0.0016122i,-0.00039821+0.0017505i,-0.00023414+0.0014989i,-3.6764e-05+0.00082389i,0.0001608+0.00077391i,-0.0005111+0.0001353i,-0.00083236-0.00014115i
0.0015349-0.0011246i,0.0010912-0.00056223i,0.00074799+0.00022259i,0.0007917+0.00058237i,0.00048818+0.0003315i,0.00022587+0.0011179i,0.00076848+0.0012694i,0.00094881+0.0003951i,0.00099528+0.00061135i,0.0014875+0.0013888i,0.0010093+0.0012506i,-9.525e-06-7.7159e-05i,-0.00020732-0.00014436i,-4.0307e-05+0.00045618i,-7.1301e-05+0.00011555i,0.00036935-0.00031397i,0.00072245-0.00010489i,0.00052364-4.5277e-05i,-0.00057118+9.4139e-06i,-0.00095544+0.00013955i,-0.00029652+0.00022148i,-0.00034075-4.9421e-05i,-0.00030245-0.0007796i
-1.0102e-05-6.9771e-05i,0.00011591-0.00084591i,0.00065305-0.0012217i,0.0010659-0.0018576i,0.00068158-0.0019616i,0.0005399-0.0016854i,0.00025636-0.0012616i,-0.00035563-0.00065014i,-0.00041199+6.0639e-05i,-0.00063184+0.00049567i,-0.000467-4.2669e-05i,-0.00017388-0.0004917i,-0.00073446+0.00023775i,-0.00047183+0.00051857i,0.00017244+0.00037657i,9.1883e-06+0.0010274i,-0.00044573+0.00081333i,-0.00019591+0.00039918i,0.00014086+0.00038113i,8.0639e-05+0.00012267i,-0.00094104-0.00052055i,-0.0010563-0.0011094i,-0.00059273-0.0010541i
0.00046832+0.0028103i,0.0011687+0.0023107i,0.0013876+0.0017346i,0.0013283+0.0011601i,0.0011282+9.704e-06i,0.00051207-0.00089929i,-0.00038673-0.00071651i,-0.0010282-0.00023947i,-0.00088331+0.00055284i,-0.00042139+0.00061043i,0.00020848+0.00022891i,0.00065016+0.00018082i,0.00025192-0.00027406i,-0.00028006+0.00022159i,-0.00036027+0.0013486i,-0.00024571+0.0010814i,-0.00023456+0.00070782i,0.00016402+0.0013047i,0.00010613+0.0010266i,-0.00034428+0.00037737i,-0.00053534-0.00011552i,-0.001028-0.00065688i,-0.00093815-0.00062427i
-5.8409e-05-0.0024036i,0.00044989-0.0015827i,0.00036532+4.893e-05i,0.0002441+0.00042765i,-0.00010619-0.00011103i,-0.00023323-0.00035832i,0.00036788-0.00042222i,0.00076848-0.00027733i,0.00057163+0.00034673i,0.00078677+0.00024051i,0.00039082+0.00043104i,-0.0005639+0.00078036i,-0.00063289+0.00035325i,-7.6302e-05-0.00025917i,0.0010412-0.00073963i,0.0012261-0.00037233i,0.00047079-0.00084847i,0.00066681-0.0010697i,0.0006507+2.9661e-05i,0.00023946+0.0001091i,0.00030131-0.00029269i,0.00013623-1.6038e-05i,-0.00048989+0.00054208i
-0.00012946+0.0015341i,0.00029364+0.0014412i,0.0006569+0.0007i,0.00076956+0.00016013i,0.00059264+0.00035779i,0.00023662+0.00063713i,0.00020917+0.00015008i,0.0003952-0.00056265i,-0.00016616+0.00052158i,-0.00053669+0.00144i,0.00015635+0.0018988i,0.00047429+0.0015451i,-0.00041652+0.00058524i,-0.00074935-9.299e-05i,-0.00036336-0.00018195i,0.0001297+0.00051799i,-8.6186e-05+0.00061172i,-0.0005677+0.00016094i,-0.0001726+0.00011538i,0.00060018+0.00016853i,0.00094963-3.089e-05i,-8.5749e-05-0.00057376i,-0.00057559-0.00048656i
-0.00014615-0.0014829i,-0.00048403-0.00060991i,-0.00021606-0.00074028i,0.00014799-0.0008844i,-0.00012288-0.00037844i,-0.00035766-9.6382e-05i,-0.00025204+3.691e-06i,-0.00013014+5.7558e-05i,-0.00014286+0.00028332i,-0.00036064+0.00052716i,-0.00069252+0.00015949i,-0.0001349-0.00063391i,0.00054553-0.00041127i,0.00079565+9.1196e-05i,-0.00038321+0.00015735i,-0.0007617+0.00062118i,-0.00042431+0.00077029i,-0.00034863+0.00064276i,3.1662e-05+0.00093067i,0.00021075+0.00054036i,2.6588e-05-0.00017512i,-0.00031135-0.00056495i,-3.5522e-06-0.00094917i
-0.00010294+0.0017093i,0.00034714+0.0019254i,0.0017286+0.0011154i,0.0016084-0.0006516i,0.00041144-0.0017872i,-0.00068013-0.0011218i,-0.00039826-0.00066772i,0.00025571-0.00044016i,0.00033811-5.8415e-05i,0.00038651-1.4602e-05i,0.00014429+8.6969e-05i,-0.0012279+0.00063738i,-0.0014463+0.00063958i,-0.00039279+0.00022165i,1.6921e-05+0.00011872i,0.00064248+0.00016354i,0.00037155+0.00036017i,-0.00031346+0.00020414i,5.9756e-05-0.00013985i,0.00075687-0.00044659i,0.00053559-0.00012851i,0.00028322+0.00021501i,-0.00021357+0.00012247i
0.0012592-0.00027257i,0.00056872+0.0002843i,0.0009603-0.00043902i,0.00090212-0.00052739i,0.00031962-0.00032966i,6.2243e-05+0.00048385i,-0.00044019+0.00062821i,-0.00024837+0.00011946i,0.00055169-0.0001922i,0.0012101+0.00018687i,0.00043583+0.00049245i,-0.00045122-0.00011154i,-6.5754e-05-0.00029154i,0.0007492-0.0003746i,0.0011878-0.00031317i,0.00066884+0.00016177i,-5.9285e-06+0.00043696i,0.00022688+0.00018511i,0.00029464-0.00017024i,0.00023999+0.00012793i,0.0006242+0.00078265i,1.0388e-05+0.00035533i,-0.0010016-0.00043459i
-0.00013713-3.4443e-05i,1.2314e-05+0.00066205i,0.0011454-1.2956e-05i,0.0015226-0.00083054i,0.0012553-0.00052097i,0.00052493+0.00016328i,0.00018303-4.7486e-05i,0.00059216-0.00035139i,0.00093137+0.00033404i,0.00080587+0.00049512i,0.00079289+0.000155i,0.00040259+1.7444e-05i,0.00013668-0.0002023i,0.00066323+0.00024131i,0.00025681+0.00056515i,-0.00033379+0.0004527i,-0.00048208+0.00048302i,-0.00033426+0.00090522i,-0.00018502+0.00066219i,-9.5567e-05+0.00029596i,0.00034559+0.00038906i,0.0003417+0.00066383i,-5.0786e-05+0.00064562i
0.0017813-0.00024193i,4.5381e-05-0.0013503i,-7.034e-05-0.0018058i,0.00045962-0.00051361i,-0.00011646-0.00087911i,9.7082e-05-0.0018617i,4.4017e-05-0.00117i,-0.00045672-0.00043195i,-0.0001054-1.3111e-05i,0.00039211-1.334e-05i,0.00061929+0.00012538i,0.00048179+0.00041855i,0.00027991+0.00051568i,0.00061653+0.00092248i,0.00075819+0.00062129i,0.00030662+0.00042973i,-0.00030302+0.00055104i,0.0002315+0.00021756i,0.00021282+1.1732e-05i,-0.00057357+0.00013735i,-0.00037913+4.805e-06i,-0.000186-0.0007124i,-5.5242e-05-0.0011576i
0.001135-0.0021578i,0.0020359-0.002083i,0.0015873-0.0021281i,0.00086791-0.0024388i,6.7578e-05-0.0016908i,-0.00026417-0.0010736i,7.0697e-05-0.0005273i,4.0566e-05+0.00034522i,0.00039866+7.4334e-05i,0.00060327-0.00024716i,0.00037241+0.00018849i,0.00085002+0.00066763i,0.0013014+0.00082146i,0.0012698+0.00057791i,0.00025544+0.00055104i,-0.0010487+0.00067133i,-0.00082668+0.00090477i,-5.8471e-05+0.00038032i,-3.1371e-05-0.00056531i,2.4633e-05-0.00032875i,0.00029161+0.00028315i,0.00021231+0.00030946i,5.9256e-05+0.00049172i
-0.0017684+0.0019913i,-0.0014828+0.0019038i,-0.00039031+0.001734i,0.00045893+0.00076263i,0.00026669+0.00024692i,-8.7335e-05+0.00032926i,-0.00037715+5.0032e-05i,-0.00041999-2.8321e-05i,-7.0406e-05+0.00061961i,7.5503e-05+0.00053602i,-0.00015603+0.00081017i,-0.0005274+0.0012273i,-0.00066265+0.00063241i,-0.0010577-9.9801e-05i,-0.0011365-7.6701e-05i,-0.00095401+0.00027203i,-9.7433e-05+0.00019029i,0.00016829+0.00032842i,-0.00010502+0.00061243i,6.1444e-05+0.00011826i,0.00076461-0.00054727i,0.00091563-0.00033147i,0.00056003-0.00025114i
0.0022747-0.00073142i,0.0026019-0.0011478i,0.0025952-0.0010117i,0.001059-0.00086205i,-0.00078927-0.00066083i,-0.00096359+0.0002676i,-0.00023741+0.00027723i,0.00015825-0.00040454i,-0.00031037-0.00034234i,-0.0007728-0.00026627i,-0.00021416-0.001112i,0.00030704-0.00068543i,3.3052e-05+0.00032218i,-0.00042699+7.3413e-05i,-0.00020825-0.00023875i,0.00038871-0.00022567i,0.00027762-0.00038799i,0.00018678-0.0007097i,-0.00061992-0.00064442i,-0.00056966-0.00048077i,0.00072671-0.00044767i,0.00085675+0.0003931i,0.00030579+0.00078915i
-0.0012463-0.0018165i,-0.0020553-0.0015777i,-0.0024431-0.0015066i,-0.0010415-0.00028092i,-0.00061632+0.00078995i,-0.00078795+0.00067537i,-0.00013865+0.00025999i,5.5438e-05-0.00023382i,-3.7592e-05+1.1577e-05i,-0.00039702+5.9703e-05i,-0.00018952-0.00016469i,0.00017567+8.6126e-05i,-0.00028226-0.00021119i,-0.00044246+8.354e-05i,-0.00059441+6.4223e-05i,-0.0005924-0.00056093i,-0.0004214-0.00045731i,0.0001651-0.00046767i,0.00035714-0.00082852i,0.00019206-0.00068325i,0.0005737+0.00028386i,0.00067946+0.00057607i,0.00021229+0.00048823i
0.0011283+0.0014972i,0.00081166+0.0012147i,0.00064132+0.00077691i,0.0008942+0.00020295i,0.00080269+0.00012949i,0.00037379-1.3624e-05i,-5.0422e-05-0.00013704i,-2.418e-05-0.00023302i,0.00067554-0.00019986i,0.0015272-5.3811e-06i,0.0014246+9.0546e-05i,0.00024037+0.00044071i,-0.00018517+0.00017146i,0.00026808-0.00019092i,0.00018113+3.7693e-05i,-0.00011826-0.0001705i,2.462e-05-0.00052753i,-0.00017012-0.00091992i,-0.0005853-0.00099863i,-0.00014364-0.00063979i,0.0009483-0.00063042i,0.0010514-0.00093173i,0.00015653-0.00081511i
-0.00069328+0.00049441i,-1.3108e-05+0.0021615i,0.00014774+0.0021452i,0.00070691+0.00087837i,0.00072053+0.00046848i,0.00059052+0.00045319i,0.0009331+0.00025188i,0.00074372+0.00052111i,0.00086096+0.00047728i,0.0013747+1.4827e-05i,0.0009391-0.00026891i,0.00033748+0.00018487i,0.00024297+0.00041728i,-0.00011776-0.00037865i,-0.00015055-0.00072362i,5.5284e-05-0.00068883i,-0.00013175-0.00040958i,-0.00015095+0.00057333i,-7.4719e-05+0.00073968i,-0.00024825-2.2756e-05i,-0.00020061-0.00019694i,-0.00027221-0.00045589i,3.8727e-05-0.0011851i
0.00076154+0.0011214i,0.00077512+0.0011292i,0.0016533-4.7865e-05i,0.0020502-0.0010527i,0.0017745-0.0011318i,0.00084102-0.00053097i,-0.00022287+0.00033207i,-0.00061419+0.00073764i,-5.4545e-05+0.00086301i,0.00072808+0.00046916i,0.0010987+0.00016479i,0.00048868-0.00075541i,-0.00024329-0.00038398i,-0.00046708+0.00069289i,-0.00023653+0.00049756i,-0.00018152+0.00023333i,9.1109e-05+1.674e-05i,0.00012953-0.00015607i,-0.00010629-0.00058513i,0.00020074-0.0012151i,-0.00039222-0.0012609i,-0.00076602-0.00055454i,-0.00028628-0.00032675i
-0.00095067-1.4465e-05i,-0.00091035+0.00042248i,-0.00061595+0.00042385i,0.00027499+0.00023677i,0.0001073+0.00058369i,-0.00069989+0.0010873i,-0.00042983+0.00064968i,0.0001246+0.00058929i,0.00078068+0.001469i,0.0010761+0.00092816i,0.00081906-0.00015176i,0.00030804-0.00027253i,-0.00070373+0.0004549i,-0.00093787+0.00089581i,-0.00049745-0.00010727i,7.1425e-05-0.00039034i,0.00029722+0.0010737i,0.00048253+0.00065886i,0.00057925-0.00042013i,0.00072597-0.00030249i,0.0002947-0.00057505i,0.0004124-0.00051055i,0.00031499-0.00032213i
-0.0013598-0.00068255i,-0.00068058+0.0001667i,-0.00019218+0.0010044i,0.00021015+0.00055422i,0.00027266+0.00027173i,-0.00087213+0.00069005i,-0.00035972+0.00054838i,0.00074798+0.00020438i,0.00045961+1.0493e-05i,0.00026723+9.1057e-05i,-0.00019742+0.0002795i,-0.00059394+0.00017163i,0.00022205+0.00014979i,0.00070218-0.00029961i,0.0010843-0.00090476i,0.0010268-0.00087047i,0.00019731-0.00084595i,-0.00053388-0.00044786i,-9.297e-05-0.00010202i,0.00072553+8.5775e-05i,3.9459e-06+0.00016346i,-0.00057346-0.00019142i,-0.00048024-0.00016951i
0.0011258+7.2181e-07i,0.0011106+2.5144e-05i,0.00019258-0.00029837i,-0.00022723+0.00023095i,-0.00078496+0.0011004i,-0.0011334+0.0011657i,-0.0002867+0.0009563i,0.0010149+0.0011112i,0.00087358+0.0011221i,0.00063941+0.00044612i,0.00065347-4.3618e-05i,0.000123+0.00021243i,-0.00024699+0.0007192i,-0.00028479+0.00050322i,-0.00048711+0.00025342i,-0.00093173+0.00043268i,-0.00082261+0.001164i,-0.00062598+0.0010406i,0.00019158+0.00015703i,0.0002857-0.00052489i,-0.00066898-0.00061808i,-0.0014284-0.00074151i,-0.0012505-0.001209i
-0.0010356-0.0017302i,-0.0024198-0.0015271i,-0.0023595-0.00089331i,-0.0008928-0.00064333i,-0.00038324+0.00019661i,-0.00017999+0.00076601i,-0.00038532+0.00060835i,-2.5886e-05-0.00022156i,-9.5488e-05-0.00053562i,-0.00072972+0.00020931i,-0.00027433+0.00051556i,-0.00023222+0.00049038i,0.00028911-2.3264e-05i,0.000965-0.00098696i,0.00064367-0.00095764i,3.073e-05-0.00035525i,-0.00012688+0.0004791i,5.5453e-05+0.00025076i,0.00042615-0.00038921i,0.0001362-0.0004599i,-0.00051821-0.00012226i,-0.00063248+0.00018209i,-0.00032422-1.2334e-05i
0.0016218+0.0012798i,0.001819+0.0014805i,0.0019938+0.00011264i,0.0020245-0.0015501i,0.00081578-0.0018211i,-0.00042159-0.00076201i,-0.0010071+1.3561e-05i,-0.00029583-0.00050317i,0.0011238-0.00078836i,0.00088824-0.00058487i,-0.00012757-0.00024043i,-0.00076856-8.6364e-05i,-0.0011054+0.00038019i,-0.00094303+0.00022643i,-0.00070467+0.00031367i,-0.00032771+0.00081247i,-0.00027938+0.00011141i,-0.0002959+0.00014201i,0.00025789+0.00039494i,0.00052879+0.00021759i,0.00014201+0.00053628i,-0.00040729+0.00052952i,-0.00014907-0.00014947i
0.001975+0.00066111i,0.0019589-0.00034158i,0.0021213-0.00090597i,0.0018423-0.0011019i,0.00043968-0.0013441i,-0.00032662-0.00075514i,-0.00090864-0.00025547i,-0.0010451+0.00048316i,-0.00038267+0.00075474i,0.00026273+0.00028639i,0.00020524+0.00044762i,4.2189e-05+0.00080606i,8.0732e-05+0.00055823i,9.1681e-05+8.9547e-05i,-8.2303e-05-0.00023591i,-0.00065999-0.00021297i,-0.00022735+0.00036632i,0.00060754+0.0004896i,0.0001538-0.00012564i,-0.00037086-0.00085408i,-0.00046501-0.00040486i,2.9106e-05+8.8806e-05i,0.00078057+0.00028543i
0.00029912-5.7736e-05i,0.0018389-0.00077318i,0.0023776-0.00050806i,0.0015532+2.7467e-05i,0.00076216-0.00014819i,2.457e-05+0.00021395i,-0.00067147+0.0004963i,-0.0010194+0.00060862i,-0.00052389+0.00022746i,-4.2011e-05-6.6955e-05i,1.6958e-05+0.00038452i,7.8371e-05+0.00087614i,-1.3925e-05+0.00043371i,-0.00023997-0.00013866i,0.00010565-0.00052264i,0.00053773+0.00016398i,-7.2323e-05+0.00047165i,-0.00021358-0.00025142i,0.00074105+0.00049187i,0.0003919+0.0012513i,-0.00079867+0.00099078i,-0.00064924+0.00050886i,-0.00012483+0.00015868i
-0.00054053-0.0022639i,-0.0014157-0.0020463i,-0.0017244-0.0018303i,-0.0011025-0.001363i,-0.0003766-0.00085113i,0.00060407+5.8116e-05i,0.000327+0.0006278i,0.00021256-0.00038603i,0.00081513-0.00055266i,0.00025355+0.0006432i,-0.00044057+0.00055398i,-0.00014806+0.00023706i,0.0002211+0.00044494i,0.00054116+0.00013213i,0.00069966-0.00016101i,-0.00016829+0.00019528i,-0.00057859+0.00060682i,-0.00076466+3.2867e-05i,-0.00084752-0.00064171i,3.5253e-05+5.577e-06i,0.00063336-0.00027249i,0.00060419-0.001421i,0.00041487-0.0012157i
0.00076414+0.00060926i,0.0012471+0.0012735i,0.0020986+0.0012093i,0.0021292-0.00020899i,0.0005117-0.0014362i,-0.00049124-0.00076863i,-0.00057026+0.00022089i,-0.0003874+7.9233e-05i,5.1362e-05-0.00066362i,0.00082827-0.0015464i,0.00068038-0.0012111i,-0.00088901-0.00023502i,-0.00085279+0.00032133i,-3.5982e-06+0.00017293i,0.00052751+0.00034447i,0.00048917+0.00082157i,-0.00048335+0.00089858i,-0.00080122+0.00084852i,-0.00063483+9.2278e-05i,-0.00054085-0.0011144i,-0.00021181-0.0010687i,0.00022874-0.00089328i,0.00024591-0.00060734i
0.0016848+0.0020989i,0.0036887+0.0016696i,0.0028944+0.0010976i,0.0012758+3.9825e-05i,0.00073428-0.00098933i,-0.00018049-0.0010198i,-0.00072592-0.00065176i,-0.0006121-0.00022488i,0.00053982-0.00016244i,0.00088709-0.00040969i,-0.00039051+2.5977e-05i,-0.0007747+0.00035686i,-0.00035336+0.00075854i,0.00032486+0.00042065i,0.00039114-0.00015634i,0.00014707-0.00036361i,-0.00013032-0.00017619i,-0.00032531+0.00030499i,0.00016607+2.8902e-05i,6.2676e-05-0.00038365i,-0.00063732-0.00059123i,-0.00023123-0.00052091i,0.00013554+0.00030836i
-0.00036866-0.0013056i,-0.00023789-0.0012618i,-0.00018327-0.00050514i,0.00016653-0.00026518i,0.00026135+0.00036012i,0.00026529+0.00087355i,-4.0956e-05+0.00073189i,-0.00042448+0.00070804i,-0.00069583+0.0005069i,0.00010814+0.00073033i,0.000912+0.00046144i,0.00096562+5.022e-06i,3.9948e-06+0.00016446i,-0.00095755+0.00026357i,-0.00057435+4.0137e-05i,-0.00068719-1.4056e-05i,-0.00068312-0.0005521i,-0.0004465-0.00073679i,-0.00026256+0.00039803i,-0.00026346+0.0012919i,-0.00098972+0.00064146i,-0.00057451-0.00043998i,0.00047916-0.00042785i
-0.00058289+0.0016657i,-0.00012539+0.00096622i,0.0011697+0.0009502i,0.0014605-0.00018105i,0.00053901-0.0014472i,-0.00024137-0.0010266i,-0.00042908-0.00046115i,-0.00074866-0.00046199i,-8.6301e-05-0.00017949i,0.00094525+0.00019695i,0.00086645+0.00019561i,-0.00024049-7.4867e-06i,-0.0011315-6.235e-05i,-0.00085499+0.00061567i,-3.196e-05+0.00083146i,-0.00018798+0.00014186i,-0.00036144+0.00015549i,-0.00029917+0.0002463i,0.00051254+0.00013639i,0.0007602+0.00013739i,0.00029416+8.306e-05i,0.00014368-0.00034065i,-0.00029123-0.0001587i
0.0016839-0.0010534i,0.0016818-0.00088686i,0.0018515+1.173e-05i,0.0012609+0.00055339i,0.00087187+0.00064695i,0.00022528+0.001086i,-0.00054295+0.00093068i,-0.00031552+0.00038107i,1.081e-05+0.00035815i,0.00020372-1.5961e-05i,0.00024374-0.00027739i,3.6375e-05-0.00017792i,0.0004465+7.8007e-05i,0.00044549+0.00022452i,-0.0002733-0.00034856i,-0.00074745-0.00093949i,-0.00093604-0.0010442i,-0.00018105-0.00034722i,-0.00016045+7.4648e-06i,-0.00037749-0.00052744i,-0.00021638-0.00056586i,-0.00043558-0.00011577i,-0.00039472+8.451e-05i
-0.00098743+0.0024439i,-0.0003802+0.0016142i,0.00048444+0.0012896i,0.0013625+0.0012165i,0.0014076+0.0005284i,0.00047715-0.00041683i,0.00081742-0.00041119i,0.00086025-0.00022152i,0.00035876-0.00019363i,0.00098296+0.00062785i,0.001024+0.00048663i,-0.00015199-0.00057101i,-0.0013512-0.00065982i,-0.0010015-0.00075819i,-0.00059183-0.00032173i,-0.00072336+0.00072234i,-0.00051873+7.2789e-05i,0.0001727-0.00037961i,0.00052839+0.00051492i,0.00043502+0.00070137i,-0.00023399-2.2791e-05i,-0.00076397-0.00036359i,-0.00025017+4.9636e-05i
0.00080719-0.00068292i,0.001891-0.00041345i,0.0010914-0.00080012i,0.00051366-0.001602i,3.4989e-06-0.0013564i,-0.0011884-0.00043282i,-0.00062954+0.00067049i,0.0006317+0.00038833i,0.00031168-0.00050866i,-6.5529e-05-0.00027046i,0.00010293+0.00012904i,-2.8788e-05+0.0002474i,-0.00013617+0.0003649i,0.00013718-0.00043686i,0.00065573-0.0005348i,0.00051127-0.00019792i,1.7166e-05-0.00017229i,0.00050775+5.1438e-05i,0.00035416+0.00027873i,-0.00012944+0.00015129i,0.0001457+0.00047081i,0.00021131+0.00067074i,0.00047342-0.0001156i
0.0013186-0.00074724i,0.00036256-0.0011417i,-9.4319e-05-0.0018315i,-0.00048133-0.0014642i,-0.001736-0.0010505i,-0.0014627-0.00060807i,-1.9608e-05-2.9089e-05i,0.00028734-4.5941e-06i,-0.0001029-0.00015873i,0.00031815-0.00028537i,0.00068202+9.163e-05i,0.00076517+0.00026152i,0.00085433-0.00026056i,0.0010193+6.0249e-05i,0.00039207+0.00034831i,0.00025146-0.00053067i,0.00046092-0.00075333i,-0.0003357-0.00067354i,-0.00062967-0.0015015i,0.00031433-0.00095586i,0.00048211-2.3023e-05i,0.00022176+1.7454e-05i,0.0007235-7.3714e-05i
-0.00019135+3.7381e-05i,-0.00016935-0.0010822i,0.00090795-0.00080718i,0.0020689-0.0001139i,0.0022665+0.0004817i,0.0011697+0.00048338i,0.00045717+0.00010055i,0.0006811+0.00045991i,0.00064496+0.0010565i,0.00038622+0.00042024i,-0.00027058-0.00014423i,-0.0011487-0.00013543i,-0.00089078+0.00030881i,-0.0001047+0.00097304i,0.00017843+0.00070265i,2.3535e-05+0.00027317i,-6.0653e-05+0.00027149i,0.00029552-0.00017431i,0.0009007-0.00035074i,0.00069026-0.00042913i,0.00068083-0.00028455i,0.00067772-0.00018606i,0.00017777+0.00015643i
-0.00028322-1.1212e-05i,-0.00022795+5.7663e-05i,-0.0004573-5.1804e-05i,-0.00096331-0.00025831i,-0.00053546-0.00072394i,-6.5857e-05-0.00061323i,-0.00038209+2.7287e-05i,-0.00049758+0.00012009i,-0.00019345-0.00049528i,0.00019256-0.00019365i,8.4389e-05+0.00045396i,5.7167e-05+0.00012493i,0.00030573-0.00048186i,0.00067566-0.00038911i,-6.6899e-05-0.00032206i,-0.0010601-0.00044902i,-0.0011771-0.00048548i,-0.00087081-0.00048128i,-0.00042098-2.5184e-05i,-0.0001252-0.00026902i,0.00025891-0.0007863i,0.00033286-0.00018581i,-0.00045213+0.00041566i
0.00040645+0.0017783i,0.0013309+0.0015155i,0.0013602+0.0012882i,0.0010122+0.00026524i,0.00022936-0.00074484i,-0.00099257-0.00090459i,-0.0009391-0.00062792i,0.0004261-0.00043033i,0.00084345-0.00031965i,0.00051767+6.5552e-05i,0.00025062-1.8277e-05i,-0.00036046+0.00023137i,-0.0010464+0.00038898i,-0.0011405+0.00050728i,-0.00060523+0.00024516i,-2.1289e-07+9.9178e-05i,0.0001035+0.00045711i,-0.00050299+0.0010208i,-0.0010194+0.00084725i,-0.00013665+0.00056284i,0.00027581+0.0004471i,6.2138e-05-0.00044982i,0.00017129-0.00027207i
