-0.0021246+0.00077193i,-0.0010284+0.0010749i,-0.0012483+0.00084812i,-0.0014413+0.00068932i,-0.001171+0.0012284i,-0.00077206+0.00087703i,-0.00059299+0.00073895i,-0.0010361+0.0010732i,-0.00042315+0.00062895i,0.00059224-0.00013383i,0.0005663+0.00033861i,-0.00012538+0.0005288i,0.0001784-0.00072726i,0.00035543-0.0004826i,0.00015684+6.1727e-05i,0.00049397+0.00027473i,0.00039303+0.00037469i,0.0002454-0.00031019i,0.00040654-0.00078322i,0.0001178-0.00029874i,-0.00024433+0.00043719i,-0.00033894+0.00040787i,-0.00051898+1.9911e-07i
-0.66591+0.0039316i,-0.92609+0.14996i,-0.8564+0.1435i,-0.55165+0.04415i,-0.28248-0.049766i,-0.13269-0.10542i,-0.054191-0.095879i,-0.0085329-0.081929i,-0.0026605-0.089512i,-0.0096519-0.066608i,0.015417-0.028847i,0.044188-0.022674i,0.041942-0.036043i,0.027804-0.035957i,0.015689-0.022962i,-0.0032259-0.016823i,-0.02641-0.015459i,-0.033527-0.0017272i,-0.017784+0.011302i,0.0033336+0.0077084i,0.016462+0.00019917i,0.018088+0.0021213i,0.012045+0.020408i
0.69731-0.30745i,0.78864-0.26901i,0.65817-0.098199i,0.40845+0.049565i,0.19558+0.14684i,0.084034+0.21755i,0.060552+0.21697i,0.050921+0.16283i,0.036037+0.12506i,0.039782+0.095463i,0.031019+0.047421i,9.6673e-05+0.018959i,-0.0138+0.026149i,-0.014348+0.031429i,-0.012187+0.029947i,0.0011509+0.034842i,0.014518+0.035131i,0.014906+0.021572i,0.0064579+0.0083348i,0.0018697+0.011637i,0.005202+0.02145i,0.0099257+0.019293i,0.010144-0.0010398i
0.21738-0.067818i,0.16889-0.36845i,0.088562-0.45426i,0.093843-0.30135i,0.15256-0.18362i,0.15247-0.16123i,0.077407-0.11793i,0.021338-0.048896i,-0.0025072-0.023638i,-0.032279-0.010817i,-0.037127+0.016139i,-0.01263+0.017402i,0.0041607-0.00284i,0.0068694-0.014166i,0.0027128-0.019245i,0.0016794-0.026255i,0.010832-0.032621i,0.013697-0.031873i,0.0037621-0.023698i,-0.010161-0.015198i,-0.022633-0.0080671i,-0.026412-0.001288i,-0.022325+0.0017783i
-0.20635+0.48494i,-0.28917+0.56873i,-0.39907+0.51398i,-0.36841+0.41032i,-0.24016+0.29013i,-0.15697+0.17704i,-0.1029+0.10298i,-0.060673+0.041485i,-0.034185+0.0043317i,-0.0095147-0.011751i,-0.00079255-0.021313i,-0.0046312-0.015255i,-0.0053393-0.0061867i,-0.004675-0.0062847i,-0.0095686-0.0082861i,-0.020639-0.0025258i,-0.029142+0.011519i,-0.022367+0.02191i,-0.0048904+0.020134i,0.0071412+0.0085362i,0.0094544-0.0036994i,0.0095091-0.0059702i,0.014105+0.0053377i
-0.10337-0.34039i,0.23339-0.27755i,0.48533-0.15912i,0.37207-0.06165i,0.14301+0.027119i,0.055708+0.082058i,0.04339+0.063888i,0.026636+0.041449i,0.024695+0.045247i,0.038023+0.033863i,0.035651+0.0084907i,0.019345+0.0014127i,0.008941+0.0090336i,0.0021249+0.015517i,0.0021923+0.018704i,0.01304+0.019092i,0.023811+0.015485i,0.02451+0.0052763i,0.015909-0.0034806i,0.0084633-0.0043426i,0.0083943-0.0039405i,0.006596-0.0074277i,-0.005279-0.013485i
-0.34697-0.1812i,-0.61185-0.13067i,-0.60144-0.15414i,-0.39629-0.21523i,-0.20375-0.21222i,-0.093113-0.16926i,-0.043855-0.12016i,-0.022066-0.088715i,-0.018948-0.078425i,-0.027946-0.051319i,-0.01351-0.014774i,0.012837-0.01245i,0.01657-0.02657i,0.014353-0.023806i,0.016592-0.020773i,0.0079461-0.027713i,-0.010398-0.026586i,-0.020789-0.013196i,-0.016877-0.0031085i,-0.0064554-0.0010815i,0.0011118+0.00064167i,0.003412+0.0016871i,4.2557e-05+0.0034537i
0.47302+0.2722i,0.35329+0.36871i,0.12261+0.44606i,0.015359+0.36378i,-0.018788+0.18991i,-0.04788+0.098604i,-0.045575+0.063787i,-0.031863+0.040597i,-0.015573+0.0353i,-0.0044231+0.023508i,-0.017177+0.01576i,-0.028928+0.029311i,-0.023739+0.039929i,-0.015604+0.031649i,-0.01016+0.020475i,-0.0045227+0.022396i,0.0014444+0.024758i,0.004353+0.018059i,0.0058042+0.010122i,0.0061291+0.0099539i,0.0043291+0.017228i,0.0059517+0.021628i,0.014168+0.013937i
0.17967+0.13378i,0.45764-0.11034i,0.54074-0.32217i,0.38058-0.2919i,0.22094-0.14611i,0.15389-0.088784i,0.089936-0.080278i,0.027735-0.045888i,-0.0017982-0.01321i,-0.012825-0.0024814i,-0.016007-0.00038545i,-0.010218+0.0034079i,0.00236+0.0045288i,0.0087795-0.00079716i,0.0059227-0.00082403i,0.0086244+0.0017532i,0.020947-0.0045211i,0.026174-0.015907i,0.014474-0.018609i,-0.0027664-0.014737i,-0.017814-0.01556i,-0.028319-0.013923i,-0.030013-0.0084693i
-0.49083+0.15554i,-0.62746+0.26003i,-0.6328+0.18686i,-0.47711+0.064959i,-0.28565+0.030625i,-0.16254+0.061007i,-0.072561+0.080864i,-0.017035+0.040442i,-0.017764-0.0049599i,-0.020128-0.0092789i,-0.004982-0.015828i,-0.006345-0.03374i,-0.016527-0.037043i,-0.012754-0.025978i,-0.0066868-0.022397i,-0.018388-0.027588i,-0.036043-0.017858i,-0.035172+0.005796i,-0.018058+0.015706i,-0.0016959+0.007135i,0.0078285-0.0039719i,0.010108-0.0083562i,0.0090279-0.00011116i
0.037374-0.56229i,0.050976-0.4544i,0.12554-0.16897i,0.14828-0.022691i,0.096798-0.049164i,0.032923-0.065312i,0.007339-0.031774i,0.019485+0.0031563i,0.03986+0.023669i,0.053238+0.024905i,0.052231+0.02133i,0.044916+0.025462i,0.03442+0.023214i,0.010824+0.015673i,-0.0029643+0.020029i,0.0054805+0.02627i,0.010665+0.021907i,0.0058502+0.012429i,0.0054206+0.0057158i,0.011863+0.006051i,0.020669+0.009173i,0.026165+0.0061496i,0.021359-0.0029463i
0.20138-0.23231i,0.12019-0.48942i,0.096418-0.54753i,0.14683-0.378i,0.17537-0.18784i,0.16155-0.092929i,0.11244-0.059868i,0.056389-0.041369i,0.02416-0.02543i,0.0052386-0.011919i,-0.010084-0.0025967i,-0.011652-0.0019886i,-0.0025135-0.0055562i,0.0056687-0.0082897i,0.0056771-0.0092967i,0.0041928-0.0074227i,0.010526-0.0089658i,0.013981-0.014791i,0.0064432-0.014849i,-0.0027815-0.0064922i,-0.0084507+0.0030653i,-0.011382+0.0069258i,-0.01575+0.0035138i
0.040991+0.62593i,0.0046752+0.76178i,-0.10633+0.67458i,-0.12849+0.45765i,-0.076135+0.28937i,-0.050106+0.20108i,-0.034722+0.13587i,-0.024274+0.071554i,-0.029917+0.028804i,-0.034663+0.0050772i,-0.0416-0.013501i,-0.056665-0.01441i,-0.058165+0.0048876i,-0.035927+0.01196i,-0.02032-0.0040113i,-0.025104-0.015603i,-0.026527-0.0097118i,-0.013619+0.00037425i,-0.002867+0.0064268i,-0.0051893+0.0081611i,-0.013684+0.0093674i,-0.015536+0.013539i,-0.0021874+0.018015i
-0.14407+0.043416i,0.096795+0.065921i,0.28439+0.062137i,0.23946+0.055164i,0.10846-0.001836i,0.036083-0.095498i,-0.01539-0.12803i,-0.032156-0.078392i,-0.0057194-0.03821i,0.018278-0.026522i,0.040711-0.011595i,0.063768-0.0064044i,0.057774-0.013477i,0.030967-0.0088503i,0.019688+0.0068662i,0.024712+0.013837i,0.021041+0.010817i,0.0081714+0.0077467i,0.0010784+0.0019177i,-0.00065253-0.0092473i,-0.00040359-0.020846i,-0.0009733-0.02446i,-0.0039573-0.017113i
-0.093648-0.25073i,-0.17827-0.22555i,-0.18907-0.22841i,-0.15401-0.18575i,-0.095772-0.031555i,-0.020414+0.09726i,0.035425+0.11393i,0.048469+0.062841i,0.026328+0.023589i,0.00252+0.028205i,-0.0036438+0.04034i,-0.0032768+0.033821i,0.0011147+0.016919i,0.0090881+0.0015853i,0.01282-0.0037438i,0.010264-0.0028503i,0.0017824-0.00090725i,-0.0069299+0.0026519i,-0.0052597+0.0038952i,0.0075445+0.0022158i,0.020667+0.00085419i,0.022734-0.0039191i,0.0088765-0.010307i
0.27716-0.099493i,0.15008-0.025583i,0.00011691+0.13709i,-0.042279+0.15479i,-0.045673+0.054693i,-0.072434+0.020135i,-0.063732+0.040484i,-0.035821+0.050461i,-0.027798+0.046185i,-0.028395+0.031569i,-0.035151+0.011157i,-0.04671+0.0048898i,-0.044541+0.011581i,-0.030105+0.010059i,-0.021405+0.0029416i,-0.017404+0.00071439i,-0.0090462-0.0011637i,0.00043671-0.003897i,0.0031793+3.3657e-05i,-0.00059634+0.012589i,-0.0021554+0.024989i,0.003271+0.028417i,0.01302+0.019398i
0.039133+0.0035131i,0.055724-0.25827i,0.038425-0.32733i,0.055603-0.1647i,0.089487-0.087094i,0.064612-0.13814i,-0.0041415-0.15328i,-0.037691-0.10747i,-0.017025-0.068031i,0.012145-0.059396i,0.030766-0.059306i,0.042787-0.061457i,0.034787-0.057481i,0.01662-0.035527i,0.0086534-0.016054i,0.008674-0.0086893i,0.011987-0.0066416i,0.011246-0.0076149i,0.0026999-0.0095793i,-0.0075866-0.012942i,-0.018629-0.015597i,-0.026974-0.010151i,-0.022465+0.00128i
-0.27882+0.27739i,-0.24277+0.34844i,-0.21524+0.21701i,-0.2111+0.10586i,-0.1539+0.17341i,-0.017648+0.24714i,0.083665+0.19276i,0.078993+0.091872i,0.036405+0.04863i,0.017361+0.044114i,0.0036098+0.03951i,-0.0093161+0.0406i,-0.0073554+0.036628i,-0.0013939+0.022486i,-0.00321+0.0096202i,-0.012664+0.0028394i,-0.020969+0.0051899i,-0.018052+0.010307i,-0.0068602+0.006857i,0.0030584-0.002618i,0.0068162-0.011577i,0.0023465-0.016358i,-0.0085546-0.010209i
-0.16624-0.12811i,-0.13872+0.09928i,0.0088735+0.20465i,0.044052+0.060426i,-0.055114-0.10736i,-0.12519-0.13898i,-0.10581-0.077207i,-0.053242-0.013792i,-0.027516+0.011025i,-0.031784+0.018002i,-0.030042+0.027432i,-0.016701+0.033346i,-0.0055154+0.026629i,-0.0058367+0.011518i,-0.011707+0.0086699i,-0.0079522+0.014265i,-0.0021615+0.01024i,-0.0023897+0.0025013i,-0.0017987+0.0022663i,0.0036567+0.0080468i,0.014112+0.011033i,0.022902+0.0054042i,0.020208-0.0059506i
0.24017-0.30975i,0.096037-0.49344i,-0.0042011-0.42558i,0.055084-0.23095i,0.11383-0.15227i,0.063179-0.14403i,-0.012615-0.10413i,-0.020644-0.057994i,0.0086114-0.055717i,0.013801-0.065489i,0.0085125-0.057672i,0.010493-0.054005i,0.0093783-0.046242i,0.010563-0.027456i,0.014485-0.018323i,0.014583-0.018967i,0.016756-0.020127i,0.017546-0.019055i,0.011615-0.012874i,0.0034445-0.0021508i,-0.0024631+0.0098244i,-0.0017702+0.015606i,0.0024621+0.010544i
0.36639+0.25784i,0.4722+0.14036i,0.28935+0.032613i,0.076003+0.058455i,0.052585+0.14195i,0.11012+0.16293i,0.12116+0.11022i,0.074565+0.053873i,0.02673+0.04533i,0.020076+0.044838i,0.01793+0.023757i,0.0018406+0.014459i,-0.0094623+0.01948i,-0.010091+0.019462i,-0.0052077+0.010041i,-0.0040926-0.0020865i,-0.0061651-0.0072189i,-0.0051529-0.0051585i,-0.0054905-0.0027946i,-0.0095782-0.0026288i,-0.015357-0.0027392i,-0.017945+0.0013431i,-0.010236+0.010713i
-0.28793+0.20795i,-0.1198+0.31093i,0.071437+0.22139i,0.062006+0.059298i,-0.048677-0.020929i,-0.093121-0.044964i,-0.089349-0.049238i,-0.082475-0.035884i,-0.077178-0.018289i,-0.05812+0.00077793i,-0.022215+0.0101i,0.0031338+0.0080966i,0.0068213-0.00011471i,-0.00071192-0.0099444i,-0.0059503-0.0081565i,-0.0034944+0.0032717i,-0.0025972+0.014259i,-0.00326+0.016296i,-0.00037949+0.006594i,0.0032731-0.0053936i,0.0061254-0.012914i,0.0046263-0.015075i,-0.001011-0.012072i
-0.32165-0.31671i,-0.5091-0.22021i,-0.43343-0.083344i,-0.21042-0.040178i,-0.080012-0.027067i,-0.054571+0.02479i,-0.034053+0.056183i,-0.0039587+0.027237i,0.015086-0.016309i,0.0076576-0.035734i,-0.016544-0.029521i,-0.027927-0.01451i,-0.013475-0.0049712i,0.0098344-0.0054015i,0.015537-0.013745i,0.006814-0.014162i,0.0027949-0.0027691i,0.0052706+0.006357i,0.0093884+0.0083692i,0.011312+0.0080417i,0.0095687+0.0074457i,0.0064825+0.0029638i,-0.00080001-0.0049864i
0.36394-0.10063i,0.28955-0.19124i,0.11481-0.12193i,0.053177-0.018854i,0.097575-0.040413i,0.11551-0.089296i,0.091632-0.072716i,0.067049-0.0076577i,0.060096+0.047014i,0.053878+0.043958i,0.030401+0.014771i,0.0088998+0.0012534i,-0.0022135+0.0011041i,-0.012646+0.0078795i,-0.011292+0.014533i,0.00086324+0.0082134i,0.0064079-0.0078221i,5.0628e-05-0.013884i,-0.008589-0.0054925i,-0.012331+0.0025018i,-0.012774+0.0043327i,-0.0076443+0.0053706i,0.0043191+0.0079324i
0.05935+0.36638i,0.17904+0.31135i,0.20235+0.13573i,0.12636+0.051164i,0.061264+0.069699i,0.040594+0.042981i,0.0068437-0.012257i,-0.028066-0.027502i,-0.035956-0.018867i,-0.017433-0.0039325i,0.016734+0.003119i,0.035671-0.0093905i,0.023447-0.02327i,0.00060264-0.022816i,-0.01215-0.0095167i,-0.010083+0.0042498i,-0.0025418+0.0068971i,0.0044037-0.0011021i,0.007647-0.011093i,0.0069663-0.014641i,0.0079025-0.010941i,0.0092284-0.0037085i,0.0066933+0.0033944i
-0.31351-0.029411i,-0.29414+0.070147i,-0.18345+0.089998i,-0.1319+0.044999i,-0.15428+0.067896i,-0.14351+0.14189i,-0.061285+0.13771i,0.0033729+0.041035i,-0.00010218-0.034979i,-0.021745-0.036164i,-0.028489-0.0079894i,-0.023856+0.015896i,-0.0061583+0.028235i,0.016068+0.02204i,0.018054+0.004869i,0.00042972-0.0022413i,-0.013236+0.0069534i,-0.010075+0.016785i,0.0009401+0.016801i,0.0059409+0.011133i,0.0036286+0.0070676i,-0.0042795+0.0034636i,-0.013676-0.00033469i
0.15648-0.34001i,0.11734-0.35355i,0.068108-0.22435i,0.058737-0.13602i,0.059968-0.18337i,0.027506-0.23123i,-0.0040953-0.17225i,-0.0036414-0.068861i,0.0066269-0.0094815i,0.0072342-0.00072558i,-0.00064752-0.0099051i,-0.0091836-0.010015i,-0.011168+0.0022892i,-0.0064954+0.014724i,0.005091+0.014554i,0.014507+0.0021283i,0.008401-0.0081408i,-0.0075003-0.0068176i,-0.017013+0.00035662i,-0.014875+0.0028788i,-0.010621-0.0022516i,-0.0082837-0.0098764i,-0.0026486-0.013725i
0.19057+0.1545i,0.17272+0.06884i,0.087934-0.0064863i,0.056185+0.033254i,0.1024+0.10877i,0.13385+0.11769i,0.087591+0.075655i,0.017274+0.045904i,-0.0091519+0.039065i,0.004422+0.029786i,0.021987+0.0084486i,0.023043-0.013418i,0.013582-0.022604i,0.0045847-0.020991i,-0.0016193-0.011887i,0.0017376-0.0019682i,0.015785-0.0046993i,0.024781-0.016603i,0.020867-0.021732i,0.016379-0.015521i,0.018483-0.0068164i,0.021784-0.0025192i,0.018645+0.00019649i
-0.25479+0.13829i,-0.23923+0.15674i,-0.15869+0.11029i,-0.12438+0.050908i,-0.14122+0.060751i,-0.11991+0.10586i,-0.051459+0.108i,-0.0034297+0.069885i,0.0028528+0.037135i,-0.0074765+0.02673i,-0.013043+0.030921i,-0.0071576+0.031447i,0.00099192+0.016821i,0.0018623-0.0018619i,-0.0051744-0.011461i,-0.014967-0.0076412i,-0.016898+0.0038912i,-0.0085172+0.011934i,-0.00026946+0.013817i,-5.194e-05+0.013139i,-0.0030968+0.016304i,-0.0021848+0.022394i,-0.00049283+0.022494i
-0.024303-0.23152i,-0.0048974-0.19366i,0.016987-0.10186i,0.037799-0.081854i,0.036848-0.16131i,-0.011856-0.22767i,-0.056481-0.1874i,-0.048729-0.10238i,-0.016205-0.055702i,-0.0044716-0.040134i,-0.0078942-0.025661i,-0.0092677-0.012795i,-0.013623-0.0063313i,-0.017775-0.00042969i,-0.011162+0.00065481i,-0.0058124-0.0041839i,-0.013669-0.0011311i,-0.023115+0.0061235i,-0.022138+0.0048418i,-0.016505-0.00070246i,-0.016891-0.0034388i,-0.018926-0.0028368i,-0.012656-0.0021135i
0.28198+0.12107i,0.26417+0.15738i,0.15074+0.13429i,0.066194+0.12096i,0.060144+0.15151i,0.083768+0.15572i,0.07878+0.093498i,0.053916+0.016008i,0.033666-0.02319i,0.022975-0.026232i,0.01732-0.021602i,0.009037-0.017378i,0.001578-0.0055996i,0.0032419+0.0055173i,0.0087789+0.0099541i,0.013322+0.0093928i,0.019388+0.0030579i,0.023649-0.0050841i,0.02096-0.0094648i,0.014349-0.0089867i,0.010332-0.011478i,0.005931-0.018932i,-0.0030542-0.019003i
-0.14822+0.22067i,-0.16383+0.20475i,-0.10916+0.10355i,-0.085507+0.0089612i,-0.10982-0.016836i,-0.095853+0.0077425i,-0.035369+0.028656i,0.0026848+0.034769i,-0.00016467+0.039681i,-0.0084348+0.039545i,-0.0074407+0.032326i,-0.0010558+0.025515i,0.0043075+0.019095i,0.0025997+0.014587i,-0.0016528+0.014192i,-0.00051165+0.011969i,0.0041578+0.0055401i,0.0054235+0.0023965i,0.0015766+0.0065508i,6.7165e-05+0.0098811i,0.0040606+0.0094022i,0.0079977+0.0077259i,0.0081977+0.0043364i
-0.2036-0.30088i,-0.20305-0.37243i,-0.11652-0.27959i,-0.0034101-0.153i,0.067268-0.11904i,0.056212-0.13069i,-0.0078796-0.10873i,-0.05463-0.054517i,-0.053137-0.014213i,-0.030551-0.0057565i,-0.015877-0.0090204i,-0.0082127-0.0072492i,-0.0012336-0.0068275i,-0.0019215-0.012471i,-0.0093456-0.014863i,-0.016262-0.011114i,-0.021288-0.007512i,-0.022001-0.0057072i,-0.014729-0.0049651i,-0.0066436-0.0040556i,-0.0020116+0.0025948i,0.0018776+0.01233i,0.0071715+0.013667i
0.28286-0.14626i,0.30873-0.14988i,0.1822-0.099284i,0.047357-0.0079909i,0.0095874+0.08675i,0.035909+0.12163i,0.066865+0.077541i,0.066466+0.0092665i,0.048507-0.020863i,0.035549-0.01755i,0.022024-0.013059i,0.010619-0.012062i,0.010364-0.011149i,0.015938-0.013001i,0.017186-0.016742i,0.011667-0.014871i,0.0073677-0.0073154i,0.0082024-0.0018374i,0.0079919-0.00056857i,0.0052443-0.0020878i,-0.0016876-0.0042322i,-0.010295-0.00265i,-0.013414+0.0026601i
0.0587+0.36026i,0.0461+0.40632i,0.031757+0.26172i,0.0063264+0.063166i,-0.040192-0.063946i,-0.061288-0.082483i,-0.028552-0.025195i,0.02241+0.025399i,0.036263+0.033208i,0.017418+0.025549i,0.003665+0.021773i,-0.00020845+0.017737i,-0.0080127+0.014085i,-0.013403+0.01649i,-0.0043911+0.017102i,0.007809+0.0093575i,0.011569+0.0047654i,0.0086207+0.0073122i,0.0030938+0.0080148i,-0.0017975+0.0040794i,-0.0042962-0.0030691i,-0.0061876-0.011853i,-0.0068948-0.0159i
-0.34996+0.03527i,-0.38664+0.050756i,-0.23827+0.070891i,-0.052419+0.06891i,0.056032+0.055128i,0.068907+0.038637i,0.011864+0.022428i,-0.041599+0.015027i,-0.047273+0.0051271i,-0.030937-0.007266i,-0.021563-0.010935i,-0.020592-0.0067731i,-0.020647-0.0023657i,-0.021472-0.0017197i,-0.024275+0.0018942i,-0.019686+0.0062803i,-0.0084256+0.0019013i,-0.00063031-0.0063901i,0.0018379-0.0086036i,0.0046465-0.0028707i,0.012762+0.0017658i,0.020742-0.0015594i,0.019638-0.0073099i
0.090478-0.36595i,0.12406-0.40637i,0.070378-0.26452i,-0.017192-0.088496i,-0.069135+0.024865i,-0.060966+0.081076i,-0.0070376+0.063777i,0.022636+0.0050467i,0.015195-0.020016i,0.011287-0.011173i,0.013107-0.0072491i,0.01033-0.010846i,0.012668-0.010082i,0.018459-0.011469i,0.012235-0.015579i,-0.0014622-0.011312i,-0.0071695-0.004615i,-0.0058948-0.0017261i,-0.0036284+0.0014239i,-0.0026354+0.004987i,-0.0034012+0.011235i,-0.0020547+0.020002i,0.001919+0.023967i
0.35562+0.079391i,0.40075+0.071224i,0.28787+0.0018771i,0.16233-0.070231i,0.093102-0.12927i,0.034083-0.15439i,-0.011206-0.09528i,-0.011009-0.0087925i,0.0043076+0.029886i,0.0081066+0.031227i,0.012321+0.024901i,0.020578+0.015842i,0.019562+0.0080375i,0.014565+0.0076079i,0.017286+0.0047617i,0.015104-0.0023804i,0.0019585+0.0025501i,-0.0064651+0.012079i,-0.0059064+0.009585i,-0.0052968+0.00059226i,-0.011469-0.0047776i,-0.020206-0.0019225i,-0.019305+0.0037773i
-0.16946+0.31693i,-0.20253+0.34949i,-0.13338+0.25875i,-0.034156+0.18778i,0.047172+0.17428i,0.081891+0.13457i,0.041148+0.058226i,-0.016636+0.0096503i,-0.033199-0.00080463i,-0.025755-0.0022073i,-0.02111-0.0022714i,-0.018182+0.0017006i,-0.013257+0.0022814i,-0.0096348+0.00096529i,-0.0045518+0.004813i,0.0059876+0.0050835i,0.012204-0.0015786i,0.012624-0.0044818i,0.013423-0.0032591i,0.013702-0.003904i,0.014347-0.010648i,0.011894-0.021676i,0.004898-0.024195i
-0.32181-0.16652i,-0.38014-0.17443i,-0.30104-0.10605i,-0.22043-0.056193i,-0.20973-0.026796i,-0.17018+0.012355i,-0.064786+0.019613i,0.015573-0.0069013i,0.029282-0.026359i,0.012959-0.027319i,-0.0021995-0.022668i,-0.010897-0.020454i,-0.012473-0.016872i,-0.0089429-0.011616i,-0.0087679-0.0064559i,-0.0074213-0.00059299i,0.00095296-0.0024063i,0.0046314-0.0072174i,-0.00047977-0.0031285i,-0.0030276+0.0040398i,0.0026588+0.0094669i,0.012069+0.010217i,0.014709+0.0044608i
0.20454-0.25325i,0.21526-0.27936i,0.14274-0.20327i,0.11365-0.14472i,0.11737-0.16038i,0.067391-0.15478i,0.0051613-0.073356i,-0.012696+0.0049278i,-0.0010049+0.027416i,0.0095119+0.015622i,0.015653+0.0040244i,0.020169+0.002615i,0.018033+0.0071114i,0.010009+0.0098718i,-0.00030432+0.0036878i,-0.01374-0.0013593i,-0.020774+0.0019498i,-0.017615+0.0024911i,-0.01256-0.0026664i,-0.0098171-0.0038302i,-0.011639+0.0024869i,-0.013342+0.013115i,-0.0076535+0.017264i
0.25603+0.2004i,0.30187+0.20742i,0.2162+0.14838i,0.10534+0.15398i,0.084527+0.20385i,0.10246+0.16801i,0.063701+0.061926i,-0.004526-0.00666i,-0.03714-0.0092626i,-0.024372+0.011018i,-0.0049341+0.021061i,0.0012973+0.021801i,0.0026931+0.017869i,0.0035022+0.0092043i,0.0070763+0.002585i,0.0092793-0.0034885i,0.0039086-0.0056956i,0.0016475-0.0011992i,0.0070655+0.002412i,0.0091136+0.0018534i,0.0023596-0.0046473i,-0.0085512-0.0090392i,-0.013658-0.0035149i
-0.19613+0.18024i,-0.18966+0.18932i,-0.11914+0.097008i,-0.12583-0.011499i,-0.18087-0.04575i,-0.14953-0.018259i,-0.04133+0.0016091i,0.032856-0.010335i,0.031436-0.024076i,-3.0354e-05-0.015779i,-0.016273-0.0041497i,-0.01751-0.0019442i,-0.013313-0.0024908i,-0.0058334-0.0026827i,0.0032066+0.0014838i,0.016119+0.0063884i,0.026364+0.0050162i,0.021769+0.0023534i,0.008516+0.004201i,0.0014306+0.0061002i,0.0039612+0.0038495i,0.0085733-0.0032351i,0.0059076-0.0098307i
-0.19461-0.21113i,-0.23837-0.21514i,-0.14953-0.12455i,0.016011-0.081065i,0.10906-0.11312i,0.074448-0.10755i,0.00051045-0.032186i,-0.018609+0.036903i,0.0064394+0.040614i,0.017484+0.0013721i,0.0099313-0.023354i,0.0046812-0.023943i,0.002043-0.015767i,-0.002565-0.0042441i,-0.0097862+0.0024201i,-0.015586+0.007227i,-0.01002+0.010292i,0.0011002+0.0025446i,0.0033624-0.0087801i,0.00058224-0.010638i,0.0014011-0.0029719i,0.0077271+0.0029726i,0.012772-0.00028102i
0.19226-0.15288i,0.17526-0.18261i,0.060279-0.10921i,-0.018209+0.036963i,-0.014592+0.14324i,0.0080683+0.12627i,0.0031275+0.033113i,-0.025589-0.026296i,-0.030567-0.016644i,-0.00094997+0.0066477i,0.019822+0.0091504i,0.015761+0.0063528i,0.004609+0.0048019i,-0.0044694+0.0013509i,-0.011586-0.0049475i,-0.018985-0.012725i,-0.023739-0.01338i,-0.017788-0.0060025i,-0.0047621+0.00010512i,0.0027583+9.4994e-05i,0.00058136-0.0013626i,-0.004677+0.0022668i,-0.0042581+0.0078132i
0.15587+0.20825i,0.20413+0.19996i,0.15227+0.066699i,0.021247-0.070162i,-0.083797-0.11884i,-0.084454-0.089009i,-0.011974-0.041389i,0.039633-0.027338i,0.022796-0.027521i,-0.013074-0.0041158i,-0.017846+0.020863i,-0.0074094+0.021046i,-0.0022914+0.0081214i,0.0018536-0.0037972i,0.0082853-0.0085469i,0.014214-0.0087639i,0.010305-0.0086541i,-0.0023905-0.0015725i,-0.0078076+0.0077201i,-0.0065031+0.0082119i,-0.0076136+0.0032357i,-0.012014+0.0011433i,-0.015502+0.0036011i
-0.17132+0.13805i,-0.14985+0.19575i,-0.026089+0.17115i,0.099723+0.086213i,0.15874+0.022234i,0.12716+0.0071431i,0.042323+0.027827i,-0.0080647+0.048807i,-0.0067695+0.029911i,-0.0087779-0.0082508i,-0.021532-0.022658i,-0.017833-0.015636i,-0.0029793-0.0061879i,0.0073414+0.0024i,0.011262+0.010624i,0.013298+0.016781i,0.017038+0.015862i,0.018128+0.0057872i,0.011264-0.0038078i,0.0049297-0.0057884i,0.0043289-0.0049237i,0.0065249-0.0071819i,0.0061059-0.010919i
-0.12889-0.19961i,-0.19554-0.21099i,-0.20247-0.096623i,-0.16932+0.049971i,-0.13481+0.12349i,-0.087483+0.10027i,-0.044754+0.019625i,-0.034579-0.028876i,-0.020129-0.017192i,0.012559-0.0060633i,0.02346-0.013506i,0.0099303-0.013057i,-0.0032425-0.0038127i,-0.012036+0.0050643i,-0.0167+0.0094667i,-0.017569+0.0077842i,-0.013796+0.0054898i,-0.00258+0.0061179i,0.0072313+0.004345i,0.0085428+0.0022929i,0.0085589+0.0039952i,0.01225+0.0049139i,0.014377+0.0035654i
0.16565-0.1345i,0.16457-0.2092i,0.077296-0.23484i,-0.009436-0.23071i,-0.050485-0.21839i,-0.044214-0.15788i,0.010469-0.066149i,0.051801-0.021831i,0.035832-0.0087527i,0.011135+0.012893i,0.0094532+0.023725i,0.013288+0.018027i,0.011793+0.0063615i,0.0038656-0.0090666i,-0.0067859-0.020592i,-0.012823-0.023182i,-0.01565-0.019611i,-0.019162-0.01192i,-0.017669-0.0029609i,-0.010397+0.0015696i,-0.0061089+0.0029698i,-0.0068758+0.0062784i,-0.0067834+0.010704i
0.1126+0.18458i,0.18381+0.21148i,0.21895+0.16182i,0.23847+0.10789i,0.24306+0.074867i,0.17198+0.050314i,0.055706+0.049162i,-0.00093079+0.055569i,-0.0036156+0.03141i,-0.010655+0.0012757i,-0.019296-0.0039401i,-0.014725+0.00090124i,-0.0014746+0.0038255i,0.013762+0.002846i,0.023004-0.0013416i,0.024527-0.0036481i,0.02102-0.0060555i,0.011497-0.0096338i,0.0025374-0.0078353i,0.0010608-0.0038523i,-0.00050888-0.0057501i,-0.007994-0.0079764i,-0.013642-0.0064251i
