-0.0021246+0.00077193i,-0.0010284+0.0010749i,-0.0012483+0.00084812i,-0.0014413+0.00068932i,-0.001171+0.0012284i,-0.00077206+0.00087703i,-0.00059299+0.00073895i,-0.0010361+0.0010732i,-0.00042315+0.00062895i,0.00059224-0.00013383i,0.0005663+0.00033861i,-0.00012538+0.0005288i,0.0001784-0.00072726i,0.00035543-0.0004826i,0.00015684+6.1727e-05i,0.00049397+0.00027473i,0.00039303+0.00037469i,0.0002454-0.00031019i,0.00040654-0.00078322i,0.0001178-0.00029874i,-0.00024433+0.00043719i,-0.00033894+0.00040787i,-0.00051898+1.9911e-07i
0.00057095+0.003128i,0.0010237+0.0040986i,0.0018967+0.0043737i,0.0018953+0.0028193i,0.0010991+0.0011922i,-3.7403e-05+0.0010227i,4.8277e-05+0.00073971i,0.0010694+6.9348e-05i,0.0015138-0.00019975i,0.0015022-0.00050103i,0.00094646+0.00044585i,0.00045194+0.00041686i,0.00028234-0.00024393i,0.00064726-0.00019667i,0.00044314+0.0002415i,0.00084362+0.00099221i,0.0014557+0.00092123i,0.00026135-6.23e-05i,-3.8852e-05-1.9817e-05i,0.00012186+0.0005352i,0.00043689+0.00067782i,0.00069598+0.00023605i,0.0010436-0.00052858i
0.0018632+0.0006304i,0.00325-0.0007862i,0.0039864-0.0015342i,0.0033254-0.002089i,0.0015503-0.0023097i,0.00025362-0.0019939i,-0.00015619-0.0010504i,0.00061701-0.00057632i,0.00058883-0.0009885i,-0.00015665-0.001154i,-0.00048043-0.00088916i,-0.00017643-0.00058296i,-0.00035897+0.00020631i,-0.00085505+0.0012472i,-0.00044048+0.0005627i,0.0008035-0.00050476i,0.0014085+0.00013437i,0.00093003+0.00077603i,0.00036934+0.00052168i,2.1928e-06+0.00038394i,0.00025686+0.00035401i,0.00034649+0.00041301i,0.0003323+0.00041494i
0.0027267+0.0014312i,0.0032113+0.00088075i,0.0017927-0.00061066i,-0.0002735-0.00095439i,-0.0012783-0.00041002i,-0.0016555-0.0010889i,-0.0011241-0.0017126i,-0.00074072-0.0012898i,-0.0016849-0.00051874i,-0.002009-0.00027163i,-0.0017583-0.00077902i,-0.00077308-0.0010107i,0.00068489-0.00042229i,0.0011801+0.0001736i,0.0010367+0.00041957i,0.00061706-5.792e-05i,0.00048858-4.359e-05i,0.00017194+0.00040622i,-0.00041595+0.00033198i,-0.00029412+0.00050786i,-8.0098e-06+0.00017423i,-0.0005995-0.00055534i,-0.00083375-0.00087983i
-0.0015086-0.0023781i,-0.0007383-0.00111i,-0.0011017+0.00048957i,-0.0019168+0.0015426i,-0.0015214+0.0019146i,-0.0013375+0.0010277i,-0.0010516+0.00057554i,-0.0010874+0.0011567i,-0.0012475+0.00084576i,-0.00048048+0.0014372i,-0.00012256+0.0016085i,-2.9766e-05+0.00011985i,5.1352e-05-0.0001707i,-0.00012322+0.00066599i,0.00031045+0.00070214i,0.00039482-0.00043244i,0.00024389-0.00042361i,0.00022829+0.00086904i,0.00025673+0.00086736i,-0.0001684-0.00028845i,-0.00065574-0.00077845i,9.0657e-06-0.00074952i,0.00095388-0.0010667i
-0.0017062+0.0013882i,-0.00075247+0.00315i,-0.00015232+0.0026689i,0.00093289+0.0015771i,0.0010347+0.00033938i,-0.0006175-0.00074644i,-0.0013627-0.00077221i,-0.0010235+8.4554e-05i,-0.0010951+0.0007632i,-0.00096599+0.00089034i,-0.00046077+0.00088852i,0.00016497+0.0011067i,0.00084139+0.00098183i,0.0014839+0.00096713i,0.0016826+0.001095i,0.00079148+0.0012798i,-0.00037819+0.0013978i,-4.4191e-05+0.0012575i,0.00070008+0.00071138i,0.00053466+0.00030359i,-6.3378e-05+0.00015533i,-0.00020138+0.00041623i,0.00011465-9.6341e-05i
0.0020609+0.00084982i,0.0044748-0.00090367i,0.0048489-0.001647i,0.0039829-0.00087576i,0.0024649-0.00088029i,0.0019368-0.0010307i,0.0011747+0.00032641i,0.00089025+0.00098896i,0.0010585-0.00011076i,0.0008513-0.00059028i,0.0010873+0.0003464i,0.00068203+0.00068838i,0.00052492+0.00094766i,0.00060733+0.0012516i,0.00024239+0.0013141i,-0.00047091+0.0011849i,-0.00076868+0.00022883i,-0.00067806-0.00050478i,-0.00027893+0.00010545i,0.00036619+0.0010076i,0.00055765+0.00094587i,0.0003781+0.0004689i,0.00051991-0.00039877i
-0.0034004+0.0044546i,-0.0028807+0.0051695i,-0.0017759+0.0038239i,-0.00067985+0.0024631i,-0.00034056+0.00097594i,-4.7719e-05-0.00059036i,0.00024134-0.0018982i,0.0013158-0.0017185i,0.001626-0.0012539i,0.00068935-0.0011257i,0.00086979-0.0012134i,0.00052294-0.0002222i,-0.00023588+0.0002275i,1.2487e-05-0.0003258i,0.00040645-0.00055349i,7.037e-05-0.00078825i,-0.00031-0.00040315i,-0.00097057+0.00069504i,-0.00102+0.0014647i,-0.00081968+0.0015287i,8.8306e-05+0.0011463i,0.00030313+0.00064082i,0.00021859-0.0002066i
-0.0034825+0.00089487i,-0.0019175+0.0013922i,0.00059531+0.0012994i,0.0014965-8.2033e-05i,0.00080481-0.00031171i,-0.00040455+6.2101e-05i,-0.0010782-0.0012442i,-0.00070118-0.0019155i,-0.00034171-0.00097497i,-6.1475e-05-0.00079463i,0.0002735-0.00077857i,0.00021092-0.00048638i,-0.00014-0.00061136i,-0.00048855-0.00073865i,-0.00068597-0.00088815i,-0.00026011-0.0010188i,-0.00027052-0.0010499i,-0.0013323-0.00090814i,-0.0018024-0.00067215i,-0.0013955-0.0005258i,-0.0012495-0.00048907i,-0.0004646+8.3525e-05i,0.00035396+0.00016927i
-0.0007981+0.0014197i,-0.00089898+0.0016379i,0.0013044+0.00044642i,0.0016843-0.001112i,-0.00022339-0.00050866i,-0.0020816+0.00095095i,-0.0021191+0.0015664i,-0.0018602+0.0018676i,-0.0014785+0.001553i,-0.00014502+0.0006442i,0.00075413-0.00016188i,0.00057187-0.00040689i,-0.00010295-0.00036819i,-0.00067829-0.00099351i,-0.00060693-0.0013142i,0.00022136-0.0010002i,0.00074749-0.0006108i,-2.3347e-05-0.00064867i,-0.00027207-0.00023061i,-0.00041431+0.00053968i,-0.00071918+0.00087663i,-0.00098839+0.00074003i,-0.0010696+8.1953e-05i
0.0017182-0.001865i,0.0032571-0.0020424i,0.001575-0.00077146i,0.00020237+0.00073839i,0.00030151+0.00065018i,-0.00036664-1.7524e-05i,-0.00089957+0.0001099i,-0.00095617+0.001477i,-0.00010271+0.0016808i,0.0013242+0.00073053i,0.0012417+0.00053055i,0.00097693+0.00068826i,0.0012488+6.6389e-05i,0.00065081-0.00072042i,0.00026918-0.0010059i,0.00015264-0.00024263i,0.00049364+4.572e-05i,0.0010396-0.00091706i,0.00020689-0.0011757i,-0.00038543-0.00078305i,-0.00047302-0.00053078i,-0.00067187-0.00057538i,6.5515e-05-0.00036816i
0.0025426-0.00096973i,0.0015682+7.9061e-07i,0.0016709+0.00042057i,0.00077416+0.0002799i,-0.00054912+0.00089734i,-0.00046214+0.0023099i,0.00071149+0.0028729i,0.0022791+0.0020081i,0.0026151+0.00081918i,0.00087427+0.00046072i,-0.00073193+0.00022516i,0.00046625+0.00010388i,0.0017086+0.00037495i,0.0017656+0.00091788i,0.00098273+0.00099088i,0.00011411+0.00081912i,-0.00037663-6.3276e-05i,0.00082978-0.00068353i,0.0018904-0.00035717i,0.0012242+1.3876e-05i,5.4529e-05+0.00014793i,-0.0007544-0.00026601i,-0.00040949-0.00079187i
0.0014859-0.00086423i,0.0032217-0.0024091i,0.0031945-0.0031832i,0.00199-0.0025921i,0.00091967-0.0014789i,-0.00080642-0.0012159i,-0.0011651-0.00055286i,-0.00013047-0.00060681i,0.00056453-0.0010037i,0.00040171-0.00042476i,0.00024499-2.6115e-05i,0.00063306-1.4012e-06i,0.00036626-9.21e-05i,-0.00037586+0.00082675i,-0.0004092+0.0011216i,0.00024102+0.00038662i,0.0005025+0.00096161i,0.00029627+0.0011923i,0.00070902+0.00027143i,0.0010511-0.00033839i,0.00075299-0.00044507i,0.00073806-0.00040769i,0.00068216-0.00019435i
-0.0062851+0.0017827i,-0.0070219+0.0037764i,-0.0047665+0.0040284i,-0.0025345+0.0024319i,-0.0011143+0.0012683i,-0.00037154+0.00080539i,-9.6787e-05-0.00065646i,-0.00028537-0.0021069i,-0.00040091-0.0017774i,-4.1423e-05-0.0006915i,0.00041342-9.5433e-05i,0.00062566-0.00027456i,0.00030282-0.00031218i,-0.00025599+2.2221e-05i,0.00047269-0.00010375i,0.00051146-0.00036655i,-0.0003942-0.00029998i,-0.00013916+0.00035493i,0.0010054+0.0012449i,0.00059936+0.0013516i,-0.00027078+0.00090151i,-0.00017389+0.00061149i,0.00018933+0.00053451i
0.0040353-0.0015292i,0.0060772-0.0026498i,0.0053338-0.0025741i,0.0026489-0.0012115i,0.00053538-0.00051361i,-0.00069216-0.00059298i,-0.0015809-0.00021924i,-0.0018219+3.4982e-05i,-0.0017251-0.00023588i,-0.0014282-0.0001769i,-0.00069521-6.9161e-05i,-0.00030591+0.00061011i,-0.00026445+0.0016076i,-0.00033868+0.0012595i,-0.00019153-1.2192e-05i,-0.00070077-0.00073468i,-0.0013816-0.00062006i,-0.00062989+0.00040756i,0.00020735+0.0016087i,-0.0001388+0.0021708i,0.00030573+0.0011059i,0.00066672+0.00023342i,0.00037064+0.00028251i
0.0020901+0.00028269i,0.0025819-3.6256e-05i,0.0023152+0.00040505i,0.0016267+0.00020234i,0.002118-0.00010786i,0.0018126-0.00060048i,0.00083074-0.00076166i,9.2033e-06-0.00020425i,-0.00018509+0.00031177i,-3.1683e-05+0.00052335i,-0.00052687+0.00056522i,-0.00029676+0.00058829i,-0.00036754+0.00045515i,-0.0005139-0.00059364i,-0.00031114-0.00033802i,6.6245e-05-0.00014488i,0.00082319-0.00052536i,0.00029882+0.00062082i,-0.00085112+0.00050536i,-0.0008572-0.00026295i,-0.0008037-0.00032485i,-0.00068186+3.1008e-05i,-0.00059085+0.00059985i
0.0045362-0.00083612i,0.0059573-0.0027104i,0.0020679-0.0033663i,-0.0010711-0.0019926i,-0.00077243+0.00055068i,-0.00026369+0.0010281i,-0.00027304+0.00072825i,0.00041779+0.0010668i,0.00089845+0.00047734i,0.00061853-0.00097664i,0.00091377-0.00065624i,0.00056863+0.00031213i,-1.5196e-05+3.7517e-05i,-0.0002064-0.00014388i,-0.00021654-0.00021432i,0.00078312-0.00025021i,0.00098731-0.00071788i,-6.5405e-05-0.00040614i,-0.0016174-0.00014457i,-0.0018396-0.0010844i,-0.001211-0.00063568i,-0.00080314+0.00019669i,3.5904e-05+0.00017627i
-0.0013257+0.0046029i,-0.0011987+0.0057856i,0.0012703+0.0046315i,0.001096+0.0022444i,-0.00023232+0.0011613i,0.00020992+0.001647i,0.0011307+0.0010532i,0.0011893-0.00057965i,0.0009094-0.00077963i,0.00090604-6.0644e-06i,0.00059685+0.00069371i,0.0003236+0.00041264i,0.0002799-0.00091011i,0.00040751-0.00084286i,0.00059794+0.0005252i,0.00095467+0.00083239i,0.00065022-0.0004274i,-0.00057226-0.0011868i,-0.00010624-0.00098914i,5.7677e-05-0.0011544i,-0.0010531-0.000879i,-0.0010261-0.00047643i,-0.00080884+0.00023615i
0.004348+0.0037969i,0.0071176+0.0025719i,0.0072008-0.0010774i,0.003598-0.0033796i,-0.00057126-0.0014295i,-0.0012049+0.00047718i,-0.00064317+0.00022362i,-0.0010674-1.5618e-05i,-0.00083308+0.00041491i,-0.00034484+0.00065441i,-0.00035554-9.5754e-05i,-0.00053364-0.00068228i,-0.00070714-7.3398e-05i,-0.0014343+0.00059219i,-0.0016217+0.00088113i,-0.0010879+0.0010243i,-0.0006717-9.4283e-06i,0.00035391-0.00045442i,0.0005667-0.00049005i,0.00026733-0.00088189i,0.00064291-0.0011211i,0.001034-0.00038723i,0.00055221+0.00037978i
-0.0055324-0.0027266i,-0.0060066-0.0014194i,-0.0052782+0.00017789i,-0.003781+2.848e-05i,-0.0024909+8.7108e-06i,-0.001827+0.00095632i,-0.0010684+0.0010026i,-0.0010715+0.00019979i,-0.0017541-0.0010947i,-0.0011514-0.00092021i,4.0124e-05-0.00036368i,0.00038521-5.1519e-05i,0.00071817-0.00013244i,0.0010902+1.9207e-05i,0.0011663+0.00063991i,0.00048936+0.00079371i,-0.00011759+0.00069044i,0.0001928+0.00063683i,0.00026512-8.7132e-05i,0.00026964-0.0007032i,0.00060866-0.00072445i,0.0004717-0.00075734i,0.000332-0.0002146i
-0.00070129-0.003156i,0.00011996-0.0024668i,0.0014745-0.0012272i,0.0024412-0.00055421i,0.0015292-6.5376e-05i,-0.00057225+0.00096906i,-0.0018485+0.0021584i,-0.0013313+0.0022203i,-0.0004874+0.00078991i,-3.3594e-05+0.00046188i,-3.6169e-05+0.00012772i,0.00032651-0.0002469i,0.00063219+0.00087037i,-0.00042728+0.0007848i,-0.0015449-0.00017195i,-0.00097506+0.00014175i,-0.00014219+0.00081385i,0.00023249+0.0009347i,0.00051282+0.00047679i,0.00065826+1.2615e-06i,0.0015114-2.3368e-05i,0.0017155-0.000154i,0.0010425-9.9974e-05i
-0.0035263-0.0034574i,-0.0030444-0.0018456i,-0.00040684-6.1634e-05i,0.0018077+0.00089679i,0.0020713+0.00064676i,0.0023074-0.00040973i,0.001846-0.00074293i,0.00060362-0.00050811i,-0.00063262-0.00080368i,-0.00028633-0.00011687i,0.0010246+0.00039107i,0.0017356+0.00012541i,0.0022071-8.4748e-05i,0.0022435-0.00094206i,0.0016112-0.0017797i,0.0010621-0.00154i,0.00090857-0.0011151i,-0.0001803-0.00033239i,-0.0010679+0.00010102i,-0.0010848+0.00028828i,-0.0013392+0.00088211i,-0.00045415+0.0016257i,0.00031983+0.0020745i
0.0027003+0.005638i,0.0032263+0.0075103i,0.00082761+0.0045793i,-0.00074416+0.0012885i,-0.00092254+0.0011386i,-0.0010165+0.00070808i,-0.00070392-0.00059706i,0.00035222-0.0007039i,0.00075313-0.00045226i,-7.3624e-05-0.00014536i,5.5092e-05+0.00032715i,0.00077276+0.0010291i,0.00073903+0.0014635i,0.0007048+0.0015705i,0.0014517+0.0011959i,0.0024023-0.00011141i,0.0023423-0.00022763i,0.0014904+0.00032803i,0.00074871+0.00059924i,-0.0008327+0.00015098i,-0.0019141+0.00031207i,-0.0018359+0.00072466i,-0.00069071-0.00030238i
0.0020015-0.00095188i,0.0020602-0.0017205i,0.0026809-0.0023385i,0.0016917-0.001362i,2.6879e-05-0.00026166i,-0.00051858+0.00019574i,0.00032162+0.00011274i,0.0011412+0.0002015i,0.0017082+0.0005412i,0.0010214+0.0010406i,0.00011764+0.0016334i,5.6142e-05+0.0011876i,-0.00028736+0.0004444i,0.00033244+0.00076284i,0.0011378+0.00032876i,0.0013663-0.00021767i,0.00093373+0.00010564i,0.00024673+0.00077013i,-0.00027749+0.00060617i,-0.00076921-0.00094898i,-0.00067714-0.0015229i,-0.00019511-0.0010333i,8.733e-05-0.00031143i
-0.0025764+0.0022156i,-0.0022982+0.0018334i,-0.00050972+0.0015585i,-1.2362e-06+0.0005684i,-0.00061673-0.00021758i,-0.0017203-0.00083613i,-0.0020397-0.00076929i,-0.0012068-0.00085313i,-0.00041775-0.000897i,-0.00041041-0.00074133i,-0.0007949-0.00046012i,-0.00050272+4.3829e-05i,-0.0009445+0.00055834i,-0.0012521+0.00048929i,-0.00072486+0.0011036i,-4.248e-05+0.0020975i,-7.1663e-05+0.0016917i,-0.00071203+0.00045579i,-0.0009067-0.00013438i,-0.00038542-0.00037975i,-0.00035314-0.00066014i,-0.00043822-0.00020812i,-0.0005729-0.00019821i
0.0011462-0.0028686i,0.001996-0.0027782i,0.0033181-0.0025647i,0.0019468-0.0020621i,-0.00028966-0.0016611i,-0.0008509-0.0011324i,-0.0001768-0.00055016i,-8.2616e-05-0.00017242i,-0.0017242-0.00017912i,-0.0024677-0.0003697i,-0.0013797-0.0010561i,-0.00025754-0.0012085i,-0.0005195-0.00072116i,-0.0013012+4.685e-05i,-0.0018929+0.00051789i,-0.0020783+0.00093701i,-0.0022667+0.0010625i,-0.0011695+0.00017596i,0.00046355-0.0008334i,0.00098852-0.00081768i,0.00099064-0.00014963i,-9.4651e-05-0.00044232i,-0.00099557-0.0012514i
0.0021356+0.0019361i,0.0025735+0.0014968i,0.00083125+0.0017227i,-0.00073632+0.0011621i,-0.0011167+0.00054024i,-0.0012873+0.00046742i,-0.00087417+0.001086i,7.8469e-05+0.0018171i,0.00025361+0.00074151i,-0.00021991-7.7818e-05i,-0.00065559+0.00035593i,-0.00023037+0.00020284i,-0.00059671-2.3334e-05i,-0.00096503+0.00067098i,-0.0017261+0.0022555i,-0.0024594+0.0017606i,-0.0019353-0.00012168i,-0.00052422-0.00093053i,0.0006935-0.00028872i,0.00080919+2.9905e-05i,0.0011897-0.00015491i,0.00055798-0.00015048i,-0.00025726-0.00082757i
0.0046448-0.0007712i,0.007253-0.0014503i,0.0069015-0.0020321i,0.003887-0.001566i,0.0021849+0.00014379i,0.0017759+0.00035314i,0.00085195+0.00046537i,0.00097625+0.00052682i,0.0017229+0.00064441i,0.0015579+0.00063496i,0.0013399-8.0091e-05i,0.0014009-9.2029e-05i,0.002035-0.00035424i,0.0023254-0.00057977i,0.00062411-0.00083763i,-0.00074281-0.0021605i,-0.00042957-0.0019284i,-0.00016207-0.00064992i,-0.00024947+0.00020491i,-0.00014564+0.0010569i,0.0003132+0.0011869i,0.00079025+0.00094668i,0.001001+0.00063815i
-0.0028021+0.0011407i,-0.0020903+0.0023932i,-0.0014012+0.00031557i,-0.00076483-0.00099245i,-0.00019632-0.00047842i,-0.00026586-0.0014707i,-0.00059989-0.0016197i,-0.00042629-0.0013172i,0.00011434-0.0010213i,0.00029812-9.1069e-05i,0.00060495+0.00036329i,0.00066945+8.2952e-05i,0.0010174-0.00072643i,0.0016601-0.0012687i,0.0013516-0.0013969i,0.0010436-0.0016807i,0.00081779-0.0018542i,-0.00011131-0.0014723i,-0.00095376-0.00050748i,-0.0014541+0.0003197i,-0.0014181+0.00078423i,-0.00083026+0.00079952i,-0.00011718-4.9597e-05i
-0.0011626+0.0012336i,-0.00083674+0.0053239i,0.0010488+0.0052103i,0.0011056+0.0027748i,-0.0011141+0.0014186i,-0.0012724+0.00094828i,-0.00028262+0.00028985i,-0.00054392-0.00015579i,-0.00065685-0.00069748i,-0.00042573-0.00106i,-1.5385e-05-0.00039374i,0.00024169+4.9694e-05i,-0.00023146-0.00047099i,0.0004329-0.0015903i,0.0027289-0.0017016i,0.0036894-0.0012271i,0.0024896-0.00072209i,0.0014-0.00025337i,0.00080977-0.0010647i,-0.00060016-0.0010449i,-0.0014685+9.5256e-05i,-0.0014974+0.00050783i,-0.00047549+0.00014965i
0.00056946-0.0033951i,-0.0011658-0.0033654i,-0.00033393-0.0037789i,4.9993e-06-0.0029674i,-0.00062405+0.00038403i,-0.00049984+0.0032126i,-0.00066746+0.0025293i,-0.00022991+0.00069753i,0.00072739+3.2723e-05i,9.8894e-05+0.0014604i,-0.00019347+0.0022242i,3.4727e-05+0.0019822i,-0.00012644+0.0029987i,0.0012298+0.0031479i,0.0026956+0.0023366i,0.0024708+0.0023374i,0.0018829+0.0010744i,0.0013104-0.00019398i,0.00055626-0.00099892i,-0.00018391-0.0016731i,-0.0010438-0.0010325i,-0.0015672-0.00061809i,-0.0010984-0.00022313i
0.00083808+0.0027628i,-0.00042803+0.0025733i,-0.0014217+0.0014504i,-0.0011348+0.00030394i,-0.00094491-0.0016932i,-0.0014415-0.0031365i,-0.0016884-0.0027977i,-0.00045061-0.0019401i,0.00042292-0.0012834i,-0.00012087-0.00059519i,-0.00098458+0.0006504i,-3.0619e-05+0.0019254i,0.0013677+0.0014366i,0.0011023+0.0010971i,0.00060363+0.0012093i,0.0011398+0.0019697i,0.00073041+0.0026828i,-0.0008915+0.0024354i,-0.00036819+0.0013581i,0.0010625-0.00014017i,0.00075963-0.00036647i,0.00018219+0.00021469i,0.00061759+0.00026969i
0.0024475+0.00082902i,0.0038994-0.00011151i,0.004316+0.0020904i,0.0037902+0.0032058i,0.0021264+0.0018434i,0.00095777+0.00082774i,0.0010139+0.00055984i,0.001185+0.00046536i,0.00054254+4.229e-05i,-0.00023329+0.00022727i,-0.00037979+0.0003747i,-0.00025616+8.0143e-05i,-0.00057393+0.0010829i,-0.0008047+0.0022318i,-0.0010454+0.0022676i,-0.0021657+0.0015957i,-0.0024731+0.0011069i,-0.0020695+0.0014095i,-0.0010123+0.00099871i,-3.0972e-05-0.0001261i,-0.00010041-0.00033212i,-7.7508e-05-0.00048075i,0.00041519-0.00065999i
1.5734e-05+0.0014301i,0.0016116+0.0010435i,0.0029746+1.8924e-05i,0.0021133-0.00090534i,-0.0001521-0.00077178i,-0.00098664-0.00078157i,-0.0008596+1.9003e-05i,-0.00092613+0.00066721i,-0.001124+7.1815e-05i,-0.0012829-0.00010399i,-0.0007266-0.00081066i,6.5529e-05-0.0017838i,-0.00047704-0.0015514i,-0.0015402-0.00069758i,-0.0023906-0.00010419i,-0.0026615-0.00093414i,-0.0019152-0.0012853i,-0.001388-0.00073545i,-0.00033755+0.00011874i,0.00085777+0.0009978i,0.0015456+5.4027e-05i,0.0015531-0.0014658i,0.00062958-0.0010486i
-0.0045383+0.0002639i,-0.0020593+0.0031388i,-0.0005957+0.0023686i,-0.0008948+0.00058437i,-0.00031143+0.00073331i,0.0004838-0.00011261i,0.00038406-0.0008983i,0.00041685-0.0010917i,-8.389e-05-0.0005544i,-0.001089-0.00030532i,-0.0017254-0.00079444i,-0.0017532-0.0003542i,-0.0018718-0.00018087i,-0.0015774-1.4063e-05i,-0.0015524-0.00038707i,-0.0018905-0.0016907i,-0.0021092-0.0025711i,-0.001552-0.0024326i,-0.00050085-0.00083908i,0.00040875+0.00028573i,0.00026823+0.00026098i,-0.00033524-0.00052484i,1.0636e-05-0.0010921i
0.0015033+0.00073096i,0.0017411+0.0022474i,0.0039952+0.0019938i,0.002439+7.8393e-05i,-0.0014403-0.00045101i,-0.0033805+0.0010213i,-0.0022534+0.0029176i,-0.00015969+0.0028634i,0.00043535+0.001146i,0.00018107+0.00035164i,-0.00036025+0.00019508i,-0.00083406-0.00048049i,-0.0013009-0.0013603i,-0.0013697-0.0020162i,-0.00098444-0.0031798i,-0.00022907-0.0042283i,0.00062941-0.0039818i,0.000849-0.0027642i,9.9474e-05-0.00099673i,-0.00028941+0.00059851i,5.1952e-05+0.00088742i,8.901e-05+0.00081217i,-0.00052608+0.00020011i
0.0026669-0.0013509i,0.0024754-0.00011812i,0.002334+0.00077033i,0.0017231+0.00060311i,0.0010591+0.00015614i,0.00060164-0.0011323i,0.00013762-0.0022438i,-0.00036296-0.0020801i,0.00047644-0.0012105i,0.0023069-0.00051495i,0.0024226-0.00037853i,0.0021993-0.00061702i,0.0030581-0.0014289i,0.0026338-0.0018682i,0.0025496-0.0014261i,0.0035327-0.0013048i,0.0036985-0.0017539i,0.0019036-0.0020291i,-0.00046642-0.0014586i,-0.0013681-0.00033403i,-0.0012845+0.00043621i,-0.00071703+0.00049668i,-0.00074285+0.00089184i
0.0023037-0.00013893i,0.0033209-0.0016835i,0.0021006-0.001443i,0.00053617-0.00041284i,7.1012e-05+0.00030309i,0.00079904+0.00038938i,0.00092329-0.00020462i,0.0003377-0.00083077i,0.00064664-0.0019329i,0.0014085-0.0019121i,0.0017388-0.00049326i,0.0014686-0.00038277i,0.0007861-0.0017342i,0.0016852-0.001433i,0.0028547+0.00021173i,0.003494+0.0013865i,0.0032289+0.0014472i,0.0023366+0.0013302i,0.0019341+0.0011526i,0.00095531-0.00017814i,-2.4791e-05-0.0009858i,-0.00024815-0.00035765i,-0.00013531+0.00010211i
-0.0036604+0.008942i,-0.0020375+0.010915i,0.00020642+0.01019i,0.0014328+0.0049674i,0.00094363+0.00014898i,-0.00029616-0.0014681i,-0.0010803-0.00088299i,-0.0014223-7.4607e-05i,-0.0012122-0.00042798i,-0.0011542-0.0012912i,-0.00088864-0.001159i,-0.00016332-0.00086149i,0.00019675-0.00019441i,0.00024298+0.00094639i,0.00027832+0.0018569i,0.00068651+0.0031407i,0.001347+0.0041267i,0.0018562+0.0031714i,0.0018167+0.0015732i,0.000706-0.00012385i,-0.00029061-0.00021677i,-0.00012132-0.00021281i,0.00043708-0.0004055i
-0.0024803+0.0013687i,0.0013758+0.0020865i,0.0048456+0.0021225i,0.0043159+0.0024253i,0.0030258+0.002504i,0.0030105+0.0020498i,0.0022179+0.0017469i,0.0012895+0.0024331i,0.0007131+0.0025751i,-0.00012038+0.0021252i,-0.00054177+0.0017537i,-0.00018334+0.0015139i,0.00023472+0.0011503i,-0.00032912+0.00060713i,-0.0016583+0.00020616i,-0.0027756+0.00096442i,-0.0026654+0.0028892i,-0.0021215+0.0033023i,-0.0019114+0.00095899i,-0.0011792-0.00097366i,-0.00093793-0.0013243i,-0.00051278-0.0012658i,8.9038e-05-0.0012188i
-0.0039318+0.0012004i,-0.0023432+0.0026665i,-0.00077554+0.0044711i,-0.00040579+0.0029484i,-0.0017198-0.00034625i,-0.0038319-0.0013088i,-0.0036266-0.00017208i,-0.00067985-0.00016524i,0.00037405-7.8721e-05i,0.00066985+0.0012591i,0.0014125+0.0015369i,0.0010367+0.001484i,0.00039056+0.00090086i,-0.00064819-0.00099218i,-0.0015206-0.0018961i,-0.0027041-0.00096243i,-0.0041248+0.00014824i,-0.0040702+0.001062i,-0.0031275+0.0018359i,-0.0016333+0.0016711i,-3.4674e-05+0.0012541i,0.00031013+0.00036635i,8.1741e-05-0.00067026i
-0.0016768+0.0049955i,-0.00054679+0.0072325i,0.001517+0.01031i,0.0028951+0.0076591i,0.0038168+0.002391i,0.0020996-0.0031215i,-0.0015176-0.0041492i,-0.0021866-0.0026137i,-0.00056261-0.002081i,0.0013045-0.0016622i,0.0031001-0.0015772i,0.0025249-0.003124i,0.00053172-0.0050718i,0.00011078-0.0056511i,-0.00021105-0.0060356i,-0.0014943-0.0055068i,-0.0020759-0.0033446i,-0.0023288-0.0012499i,-0.0027706-0.00019306i,-0.0016891-9.211e-06i,0.00068952+0.00065449i,0.0024428+0.0012148i,0.0034406+0.00034727i
0.016864-0.020371i,0.010164-0.026179i,1.4767e-05-0.032344i,-0.0074901-0.021661i,-0.012782-0.0045049i,-0.0091563+0.01001i,-0.00011372+0.011215i,0.0042235+0.0041043i,0.0029331-0.0022668i,-0.0029113-0.0038095i,-0.0062268-0.00050328i,-0.005081+0.0030206i,-0.0030886+0.0073897i,-0.0011443+0.01238i,0.00072155+0.011836i,0.00062989+0.0042717i,-0.00050677-0.0030917i,-9.6998e-05-0.0035457i,0.0023351-0.0007019i,0.003313+5.1178e-05i,0.001438-0.00081213i,-0.0014907-0.0010914i,-0.0031669+0.00017152i
-0.00027222+0.0014411i,-0.00072879+0.00025727i,-0.0022877-0.0029679i,-0.0032624-0.003789i,-0.0034782-0.0043051i,-0.0031665-0.005748i,-0.0025698-0.0061018i,-0.002076-0.0029254i,-0.00125-0.0011214i,-0.001727-0.0013507i,-0.0028818-0.00083861i,-0.0025861+0.0005209i,-0.001753+0.0014798i,-0.00022078+0.0010912i,0.0020819+0.00054357i,0.0029536-9.8508e-05i,0.0022493-0.0016855i,0.0012598-0.0024092i,0.00078748-0.0010402i,7.4067e-05-8.912e-05i,-0.0010545+2.765e-06i,-0.001463+0.00061937i,-0.0016114+0.0015506i
