-0.0011944-1.6038e-05i,-0.00083352-0.00078031i,-0.00173-0.00088439i,-0.002188-0.0004804i,-0.0021493-0.00054033i,-0.0016206-0.00079918i,-0.0011528-8.2827e-05i,-0.00075482+0.0010287i,0.00043964+0.00041415i,0.00087218-0.00074115i,-6.6031e-08-0.00070968i,-0.0010384-0.00092823i,-0.00098331-0.00066624i,-0.00049284+0.00029883i,-4.6101e-05+0.00033097i,0.00033084-0.00034678i,0.00036561+5.9799e-05i,0.00036447-0.00063849i,0.00050724-0.0013355i,7.2245e-05-0.0012824i,-0.00032474-0.0018533i,-0.00047828-0.0018825i,-0.0009094-0.00099546i
-0.0016421+0.000213i,-0.0018269-0.00028342i,-0.0017568-0.00097488i,-0.0012025-0.0017887i,-0.00054681-0.0017292i,-0.00070481-0.0011139i,-0.00067247-0.00089883i,-0.00024349+0.00032976i,-0.001237+0.0013387i,-0.0012272+0.0011745i,-0.00079587+0.0011634i,-0.00056636+0.00033856i,-0.00038425+0.00034322i,-0.00083485+0.0006872i,-0.0010629+0.00059836i,-0.00031331-6.9125e-05i,0.000278-0.00051967i,0.00039989+0.00015654i,0.0010388-6.1816e-05i,0.00099583-0.00026151i,2.7872e-05-0.00015636i,-0.00062199-0.00019887i,-0.00042181-0.00033792i
0.0011838+0.001316i,0.0016077+0.0011653i,0.0012622+0.0013459i,0.0014702+0.00010365i,0.00059129-0.00095245i,-1.4335e-05-0.00089254i,0.000408-0.00017488i,0.00010473-2.5943e-05i,-0.00011639+0.00040265i,0.00061887+0.0010639i,0.00075333+0.0012379i,0.00041586+0.00060988i,0.0001008-0.00077852i,0.00016773-0.00072484i,0.00084886+0.00015352i,0.0011029+9.7221e-05i,0.00054661-0.00018873i,-0.00032827-0.00017677i,-0.00065729-1.5818e-06i,-0.00020561-0.00044691i,-0.00015484-0.00024876i,-0.00048346-0.00014277i,-0.00045034-0.00079608i
0.00071359-0.0018104i,0.00042681-0.0028673i,-0.0008642-0.0043102i,-0.0014989-0.0035048i,-0.0009027-0.0016056i,-0.0010747-0.00081875i,-0.00083088-0.0006853i,-0.00083443-0.00057735i,-0.00091545-0.00024502i,-0.00057626+0.00059224i,-0.00099918+0.00092234i,-0.00086575+0.00031091i,-0.00073754-0.00040294i,-0.00017262-0.00041248i,0.00065465+3.4885e-05i,1.1861e-05-0.00017876i,-0.00041238-0.00081433i,-4.0792e-05-0.001051i,-0.00021173-0.00098836i,-0.00041098-0.00077113i,-0.00064204-0.00014261i,-0.00088768+0.00022672i,-0.00088701+7.6756e-05i
-0.0013636-0.0012769i,-0.0020925-0.00033052i,-0.0014884-0.00021436i,-0.00072449-0.00058008i,-6.2908e-05-0.00083065i,-0.00031329+0.00021485i,-0.00060226+0.00031645i,-6.3081e-05+0.00029046i,-0.00014868+0.0011216i,-0.0005575+0.00094622i,-0.0002856+0.00083186i,-0.00024257+0.0011729i,-0.00030219+0.00052339i,0.00015426-0.00047043i,0.0010824-0.00091884i,0.0015093-0.00032334i,0.0010291+9.9686e-05i,0.00059843-0.00069562i,0.00026527-0.0012725i,0.00051766-0.0005207i,0.00060905-0.00029633i,0.0005715-0.00048754i,-0.00019156-0.0003115i
-0.0013338-0.0013727i,-0.0015702-0.0018143i,-0.001832-0.00076731i,-0.0014291+0.00036509i,-0.00025844+0.00068341i,0.00053014+0.00088079i,2.3279e-05+0.00083882i,-0.00021347+0.00048906i,-0.00016341+0.00055626i,-0.00055708+0.0007647i,-0.00041415+0.00085809i,0.0004125+0.00052759i,0.00052608+7.9445e-05i,0.00049062+5.4554e-05i,0.0010455+0.00042546i,0.00062122-9.5037e-05i,-0.00014931-0.00012432i,-0.00060266+0.00064876i,-0.00075985+0.00065033i,-0.00017981-0.00057932i,0.00032033-0.00083298i,9.3685e-05+4.7353e-05i,-0.00038118+0.00034355i
-0.0003672-0.00014269i,-0.00040847-0.00077929i,-0.00055982-0.0016189i,-0.00056039-0.00079083i,3.2177e-05+0.00014216i,-0.000389-0.0010304i,-0.00098807-0.0011424i,-0.0012645-0.00024868i,-0.00093955+6.9512e-05i,-0.00018217+0.00044901i,0.00020872+0.00077486i,0.00018235+0.0008131i,-0.00034943+0.00015744i,-8.3233e-05-9.3365e-06i,0.00037958+0.00061431i,0.00056952+0.00060869i,0.00059158+0.00074226i,-0.00015203+0.00051715i,-0.0011927-3.7455e-05i,-0.0011675-0.0002396i,-0.00039606-0.00035852i,-8.8543e-05-0.00024291i,0.00042951-7.3054e-05i
-0.0015525+0.00076117i,-0.00072328+0.0020281i,4.7317e-05+0.0023483i,0.00025398+0.0018002i,0.00052438+0.00063047i,0.00087021+0.00015586i,0.00039168+0.00025612i,-0.00031763-0.00045962i,2.8967e-05-0.00055689i,0.00019267+0.00052759i,-0.00017037+0.0012161i,-2.9599e-05+0.00021561i,0.00028208-0.00091021i,-0.00012315-0.00063856i,0.00012786-0.00031648i,0.0012821-0.00027044i,0.00067871+7.2083e-05i,-0.00036803-9.9113e-05i,-0.00091885-0.00097044i,-0.00093303-0.0012914i,0.00016174-0.00071813i,0.00079651-0.00063224i,0.00067608-0.0006867i
-0.00093787+0.00091266i,-0.0012829+0.0012177i,-0.00082422+0.0009549i,0.00017899+0.00087458i,0.0010921+0.00027139i,0.00030616-6.6674e-05i,-0.0010243-0.00019861i,-0.00072299+0.0011221i,-0.0004832+0.0014789i,-0.00062949+0.00029273i,9.3089e-05+0.00032801i,0.00042606+0.00021658i,0.00032143+7.0804e-05i,0.00056235+0.00042704i,0.00093496-9.2681e-05i,0.00090957-0.00047669i,0.00032284-0.00056022i,-0.00011373-0.00084487i,-0.00013698-0.0011048i,-0.00031213-0.00093905i,-0.00028065+0.00035569i,0.00038145+0.00087654i,0.00057751-0.00015555i
-0.00083609-0.0010552i,-0.001669-0.0004694i,-0.0027253-0.0011675i,-0.0021504-0.0011747i,-0.0010253-8.0231e-05i,-0.00094337-0.00014721i,-0.0010952+8.9693e-05i,-0.00077588+0.0011401i,-0.00039909+0.001062i,-0.00052114+0.00046421i,-0.00051387+0.00084225i,0.00013103+0.00085076i,0.00061019+0.00042756i,0.00057605+0.00070317i,0.00033318+0.0010929i,0.00035933+0.00050594i,0.001055-0.00020219i,0.0010856-0.00035494i,9.0885e-05-0.00059814i,-0.0006018-0.00088571i,-0.0013028-0.00070987i,-0.0012814-3.9014e-05i,-0.00060949+0.00027462i
-0.0010026+0.0020115i,-0.00077211+0.0019743i,-0.00068974+0.0023895i,-8.9712e-05+0.0022071i,-0.00022129+0.0011398i,-0.00040325-0.00043402i,6.5097e-05-0.0006942i,-0.00035106+0.0009432i,-0.0011686+0.0011091i,-0.00020443+0.00064941i,0.0012919+0.00053938i,0.00061523+0.00012035i,-0.0011671-0.00021573i,-0.0012986-4.4858e-05i,-0.00050037+4.673e-06i,-0.00048214-0.0001329i,-0.00021125-5.954e-05i,-0.00023235-5.0568e-05i,-5.843e-05+0.00025774i,0.00045681+0.00085103i,6.3887e-05+0.00088636i,-0.00020206+0.0011243i,-0.00025865-1.9526e-05i
0.0019976+1.7594e-05i,0.0017365+0.00084445i,0.0016437-0.00018384i,0.0016839-0.0019856i,0.0012893-0.0025574i,0.00023081-0.0023994i,-0.00016993-0.0011558i,-0.00030537+0.00049167i,-0.00080875+0.0014705i,-0.00063851+0.0015275i,-0.00014699+0.00045737i,0.0003478-4.831e-05i,0.00034456+9.407e-05i,-0.00012516-2.4253e-05i,-0.00020236-0.00071647i,0.00035092-0.001243i,0.00068713-0.0014249i,0.00049101-0.00079108i,-2.5612e-05-0.00043287i,4.3664e-05-0.00080988i,0.00051341-0.00069913i,0.00081388+7.146e-05i,0.00027971+0.00074559i
0.00025561+0.00091313i,0.00026311+0.0010599i,0.00010754+0.0021453i,0.00027775+0.0011377i,0.00064081-0.00073619i,0.00013874-0.0016072i,-0.00092941-0.0012763i,-0.0014037-0.00068635i,-0.0015894-0.00011032i,-0.0011235+0.0006833i,-0.00023233+0.0010775i,0.0003293+0.00023807i,0.0009307-0.00024153i,0.0010789+0.0002297i,0.0010156-0.00021411i,0.0012581-0.0010851i,0.00042135-0.0014344i,0.00017003-0.0014165i,0.00035217-0.00090884i,6.5358e-05-0.00019802i,-0.00037843+0.00027056i,-0.00022735+0.00047327i,0.00034283+0.0001675i
0.00060963+0.0021134i,0.0014267+0.0024695i,0.0019919+0.0019509i,0.0011583+0.00070025i,0.00062005-0.00065223i,0.00038102-0.00091819i,-5.9596e-05-0.00034778i,-0.00024527-0.00010303i,-0.00023249-0.00033726i,0.00010311+4.0923e-05i,0.00071931+0.00078313i,0.00034972+0.00024649i,6.3395e-05-0.0002052i,8.2273e-05-0.00028074i,0.00022123-0.00039046i,0.00026139-0.00028512i,-0.00050507-0.00045177i,-0.00032052-0.00049881i,-0.00010161-0.00026116i,0.00047946+0.00020585i,0.0013348+0.00063642i,0.0010032-0.0002672i,0.00042561-0.00060789i
0.0020007-4.2533e-05i,0.0018556+6.9318e-05i,0.0011484-0.00030621i,0.00083794-0.0013312i,-9.4536e-05-0.0020187i,-0.001249-0.001969i,-0.001156-0.0011144i,-0.00051038-0.00048563i,0.00010734-0.00081067i,0.00030229-0.00028642i,0.00027622+0.00083356i,8.1365e-06-0.00019726i,-5.7576e-05-0.0010867i,0.00051201-0.00086944i,0.0011528-0.0011228i,0.00054209-0.0015989i,-0.00056177-0.001373i,-0.00040694-0.00079435i,0.00064717-0.00013027i,0.00021252+0.00048747i,-0.00034938+0.00044202i,-0.00095401-9.8393e-05i,-0.0016191-0.00091919i
-0.00039964-0.00031784i,-0.00043716-0.00042744i,-0.0021362-0.00070585i,-0.0021688-0.00020723i,-0.0017206+5.2723e-05i,-0.0013709-0.00011107i,-0.0011056-2.2677e-05i,-0.0010962-3.4222e-05i,-0.00061493+0.00010211i,-0.00029495+0.00052576i,-0.00027767+0.00094814i,-3.1524e-05+0.0004808i,0.00013205-4.1437e-06i,-0.00029947-4.3495e-05i,-3.0063e-06+4.3366e-05i,0.00023412-0.00012303i,-0.00017281-8.5712e-05i,-0.00028007-6.155e-05i,-1.2342e-05-0.0002798i,0.00047916-0.00012026i,0.00060654-0.0001361i,0.00034853+0.0001225i,0.00059219+0.00025337i
-0.0015468+0.0017045i,-0.0012277+0.0013912i,-2.125e-07+0.0011102i,0.0009469+0.00019926i,0.0013119-0.00081504i,0.00084992-0.00094795i,0.0004592-0.0006779i,0.00011306-8.2312e-06i,0.00038208+0.00028532i,0.0007154+0.00077335i,0.00026613+0.00065869i,4.6222e-05-5.1019e-05i,0.00036058+5.4591e-05i,0.00072556-1.0592e-05i,0.00050877-0.00038171i,0.00025859-0.00060978i,-0.00013147-0.00052403i,-0.00045572-0.00044629i,-0.00060287-0.00063254i,0.00035219-0.001026i,0.00090119-0.0012278i,0.00083146-0.0005647i,0.00057035-0.00012281i
0.00029617+0.00030503i,-9.2907e-05-4.4258e-05i,-0.000178+0.00082934i,0.00022681+0.0012167i,0.0013536+0.00018913i,0.0010348-0.00078472i,-8.4875e-05+0.00030258i,-0.00030164+0.0010494i,-0.00027048+0.00071616i,-0.00090055+0.0001839i,-0.00055359+8.2051e-05i,0.0005933+0.0004278i,0.0010953+0.0009241i,0.0010631+0.00066798i,0.0011119+0.00015531i,0.0011063-0.00064409i,0.0008378-0.00079597i,0.00030837-9.5456e-06i,0.00019791-0.00042683i,0.00053374-0.0011321i,-4.1444e-05-0.00096744i,5.569e-05-0.00028574i,0.00046334+3.0588e-05i
-0.00041992+0.00072947i,0.00010612+0.00098878i,0.00024655-5.0386e-06i,0.00070151-0.00063773i,0.00070535-0.00086797i,-7.561e-05-0.0014799i,-0.00087357-0.0015716i,-0.0007892-6.4545e-05i,-0.00019659+0.0016087i,-0.00053522+0.0013077i,-0.0010672+0.00056502i,-0.00052992-0.00016872i,0.00053965-0.00049866i,0.00091941+0.00029412i,0.00070535+4.5524e-05i,0.00049961-0.00081353i,0.00042819-0.00073231i,6.0012e-05-7.6018e-05i,-0.00063662-7.9603e-05i,-0.00065246-0.00053469i,-0.00060659-0.00049928i,-0.00028002-0.00070418i,0.00084491-0.00035523i
-0.0010376+0.0014356i,-0.0013161+0.0016191i,-0.0012975-5.0466e-05i,-0.00083815-0.00095373i,-0.00078661-0.00060528i,-0.0007227-0.00026558i,-0.00022353-0.00028272i,-0.00038333-0.00014265i,-0.00090123-0.00022887i,-0.00066821+0.00025102i,-0.00021602+0.00064733i,-0.00024467-7.0393e-05i,-8.0897e-05-0.0010249i,0.00027402-7.5504e-05i,0.00044624+0.00079155i,0.00024342+0.00013982i,0.00022457-0.00052081i,0.00033323-0.00029551i,2.7467e-05+0.00035933i,-0.00086621+0.00021155i,-0.001564-0.00078437i,-0.00041087-0.00074409i,5.1351e-05-0.00021719i
-4.7511e-05-0.0018476i,-0.00084075-0.0019487i,-0.001093-0.0011739i,-0.00083345-0.0007192i,-0.00078514-0.00077878i,-0.0015991-0.00037144i,-0.0018983+0.00021867i,-0.0015021+0.00030864i,-0.0010558-0.00013901i,-0.00071706-0.00026789i,-0.0003495+0.00011315i,9.6228e-05+0.00052381i,0.00023851-3.5142e-05i,0.00023426-0.00074736i,0.00026826-0.00060755i,0.00020621-0.00041054i,-0.00011468-0.00042115i,-0.00032567-0.00084853i,0.00029527-0.00067381i,0.00035551+0.0001466i,-0.00023327-0.00026543i,-0.0004272-0.0007784i,-0.0010607-0.00071024i
0.0013623-0.00089809i,0.001532-0.00088697i,0.0018587-0.0010689i,0.00016935-0.0010231i,-0.00083253-0.00060482i,-0.00060144-0.00016933i,-0.00046314-0.00024915i,-0.00021741-0.00029619i,-0.00010349+0.00047481i,-0.00030634+0.00067i,-0.00058881-7.8807e-05i,-0.00056306-0.00078118i,-0.0012868-0.00030186i,-0.0011489+0.00043864i,0.00015705+0.00022883i,0.00059328-0.00064568i,0.00054988-0.00066108i,0.00010525-0.00040139i,-0.00027667-0.0002143i,0.00011093-0.00024708i,-9.2419e-05-0.00045349i,-0.00026133-6.8105e-05i,-0.00027729+0.00024147i
-0.0015445-0.0010923i,-0.0024546-0.0003455i,-0.002826-0.00040877i,-0.0022298-0.0012346i,-0.0013717-0.0010641i,-0.0016153-0.00083162i,-0.0021055-0.00084279i,-0.0014632+4.0281e-05i,-0.00092504+0.00060209i,-0.00090504+0.0010216i,-0.00058799+0.00067122i,-6.1136e-05-0.00046783i,-0.0002542-0.00071651i,-0.00038942-0.00017224i,-1.5304e-06+3.2316e-06i,0.0002995-0.00074617i,0.00058788-0.0011025i,6.5053e-05-0.00042956i,-0.00021567-7.3861e-05i,-9.4e-06+4.419e-05i,-0.00076542-0.00027545i,-0.0013527-0.00057837i,-0.0011312-0.0005384i
-0.0012404-0.0011328i,-0.0013283-0.0020587i,-0.0011196-0.0017626i,-0.0008889-0.0010083i,7.0228e-05-0.00097327i,0.0008908-0.0012952i,0.00048224-0.00079043i,-0.00039055+0.00032701i,-0.00072714+0.00055869i,-0.00042336+0.00044907i,-0.00018277+0.00046644i,-0.00069192+0.00036954i,-0.00061534+0.00074739i,0.00016226+0.00072461i,0.00072107-0.00013309i,0.00084188-0.00020224i,-0.00010813+0.0001258i,-0.0010258-0.00015479i,-0.0011329-0.0011244i,-0.00029591-0.0013186i,0.00052008-0.00046159i,0.00037018-0.00028274i,0.00036256-3.7269e-05i
-0.0016393+3.0517e-05i,-0.0021867+7.6767e-05i,-0.0024065-0.00045565i,-0.0021992+8.7076e-06i,-0.0020715-0.00056225i,-0.0019946-0.00082184i,-0.0019792-0.0002194i,-0.0014215+5.4533e-05i,-0.00089906+0.00051555i,-0.0013465+0.00063119i,-0.0012909+0.00086959i,-0.00055835+0.0011075i,-0.0011997+0.0013262i,-0.00068141+0.0010797i,0.00088276+6.3641e-06i,0.0015912-0.00070921i,0.0012762-0.00035997i,0.00020864-0.00060826i,0.00026768-0.00014787i,0.00099916+0.00077752i,0.0014627-0.00046203i,0.0004377-0.00099783i,-0.0006726-0.00098777i
0.0025078-0.0019091i,0.0015741-0.0023061i,0.0011067-0.0027637i,0.00022588-0.0021483i,-0.0004044-0.0015837i,-0.00040144-0.0013242i,-0.0003154-0.00049121i,-0.00043461+4.5798e-05i,-0.00060764+0.00042664i,-0.00088038+0.00075388i,-0.0010887+0.00096377i,-0.00075617+6.8973e-05i,-0.00084328-0.0012308i,-0.00055662-0.00069668i,0.00032506-0.00017549i,0.00043744-0.00086203i,8.1956e-05-0.0013359i,-0.00041134-0.0009042i,3.0986e-05-0.00064766i,0.0012307-0.0013554i,0.0010906-0.001606i,-4.1617e-05-0.0009536i,-0.001119-0.00013962i
0.001205-0.0004395i,0.0012947-0.0016172i,0.0012965-0.0017789i,0.0015674-0.0011904i,0.00034911+0.0001086i,-0.00087439+0.00031291i,-0.0015256-0.00025737i,-0.0019467-0.00038892i,-0.0018159+6.8777e-05i,-0.00094141+0.00051027i,-0.00018961+0.00043426i,0.00018841-0.00014869i,7.7059e-05-0.00061805i,-0.00048309-0.00028121i,-0.00016852-0.00019427i,0.00057233+0.00021757i,0.00010988+0.00049114i,4.2616e-05-0.00057265i,0.00047204-0.0013349i,0.00085639-0.00089533i,0.00042791-0.00032359i,-0.0005947+0.00031405i,-0.0012898+9.0475e-05i
0.00076333+0.0017478i,0.00067566+0.0014172i,0.0011912+0.00034453i,0.0013623-0.00084767i,0.00029067-0.0010875i,-0.0010195-4.9294e-05i,-0.0012516+0.00047433i,-0.00076342+0.00019648i,-0.0008922+0.00025409i,-0.0018128+0.00042928i,-0.001235+0.00073344i,-4.1125e-05+0.00033453i,-0.00033465-0.000308i,-0.00019765-0.00032394i,0.00063292-0.0007367i,0.00081324-0.0012141i,0.00016126-0.00032649i,-8.154e-05-0.00042307i,0.00031493-0.0010687i,0.0001288-0.00091053i,-0.00033075-0.00070149i,0.00019647-0.000315i,0.00042365-4.728e-05i
-0.0042225-0.00064618i,-0.0040482-0.00047462i,-0.0022819+7.5171e-05i,-0.0010354+0.00079808i,-0.00020119+0.00076055i,-0.00023652+0.00021784i,-0.001265-0.00011622i,-0.0016745+9.1576e-06i,-0.0008749+0.00094166i,-2.2999e-05+0.0015122i,0.00028433+0.0013501i,0.00042352+0.00025571i,0.00099983+0.00041936i,0.0015462+0.0013684i,0.001011+0.0013757i,0.00028278-0.0001572i,-0.00016806-0.0014086i,0.0001222-0.001604i,0.00026279-0.001209i,0.00040311-0.00042898i,0.00055725-0.00011923i,0.00017817-0.00010919i,0.0001105-0.00019701i
-0.00090745-0.00091201i,-0.0011154-0.00073418i,-0.00074313+0.00051891i,0.00034516+0.00020017i,0.00076513-0.00085513i,-0.00040587-0.0012629i,-0.0018802-0.0013287i,-0.0018822-0.00085437i,-0.00050363-7.4476e-05i,0.00067437+0.00049266i,0.0010309+0.00047865i,0.00084187+0.00038327i,0.00021758+0.00042518i,-0.00019582+0.0002198i,0.00057745-0.0001303i,0.00066668-0.00078043i,0.0001801-0.00091498i,-0.00010544-0.00054191i,-0.00027814-0.0004689i,-0.00032538-0.00093351i,-9.889e-05-0.00088623i,-0.00019517-0.00072905i,0.00043387-0.00071504i
0.0028352+0.00017416i,0.0023702+0.00081263i,0.0021121-0.00027948i,0.00053971-0.0010383i,8.6013e-06-0.0010969i,-0.00054455-0.0018174i,-0.00069941-0.0019528i,-0.00030189-0.0010603i,-0.00044216-0.00019351i,-3.1866e-05+0.00035509i,0.00025003+7.2935e-06i,-0.00087047-0.00031197i,-0.0017074-0.00026168i,-0.0010803-0.00032043i,0.00013383+0.0001825i,0.00083964+0.00062865i,0.00045895+0.0001298i,-1.8388e-05-0.0001899i,-0.00015651-0.00010388i,0.00047999+0.00013126i,0.00094882+0.00026863i,0.00067545-6.1968e-05i,0.00078267-9.0122e-05i
0.00057165+0.00081014i,0.0031802+0.0017545i,0.0015745+0.0017303i,0.0005991-3.2259e-05i,0.00036169-0.00081004i,7.6884e-05-7.6218e-05i,-0.00041071+0.00035526i,-0.00098046-0.00013975i,-0.00065945-0.00024991i,-0.00051356-0.00034648i,1.0637e-05-6.5245e-05i,-0.0001096-0.00091719i,-0.00079761-0.0018492i,-0.0010917-0.0015089i,-0.00068203-0.0017582i,-0.00026711-0.0010129i,-0.00057769-0.00039704i,-0.00057135-0.00035156i,-0.0004416+0.00042735i,-2.1527e-05+0.0011584i,0.00016176+0.00053031i,-0.00053508+1.5164e-05i,-0.00126+7.2779e-05i
0.0012646+0.002591i,0.0021581+0.0020577i,0.001091+0.0020998i,0.0006387+0.0009933i,0.0012361-0.0004826i,0.0013237-0.00020873i,-6.1327e-06+0.00037759i,-0.0015231+0.00091069i,-0.0012575+0.00082701i,-0.001245+0.00058291i,-0.0010004-6.9143e-05i,3.9761e-05-0.00050396i,-0.00012989-0.00067154i,0.00015863-0.00034552i,0.00050451-9.0827e-06i,-0.0004033-9.6835e-05i,-0.00044126-0.00024907i,0.00024364+0.00038641i,-0.00054552+0.00076376i,-0.00073449+0.00011803i,-0.00053927-0.00037339i,0.00011567-0.00055897i,0.00045736-0.00085673i
-0.001797-0.00073105i,-0.0008622-0.00018506i,-0.0013182+0.00046377i,-0.0013887+0.00036786i,-0.0011524-0.0005597i,-0.00091023-0.0010738i,-0.00062169-0.00058115i,-0.00061623-9.8303e-05i,-0.0008383-0.00030172i,-0.00073807-0.00052148i,6.8192e-05-0.00034281i,0.00082446-3.1383e-05i,0.00068973+0.00051854i,-0.00023472+0.00058017i,-0.000535-0.00016231i,0.00024983-0.00036336i,0.0010877-0.00034862i,0.0010682-0.00016013i,0.0006898+0.00049027i,0.00021026+0.00033492i,-0.00071274-0.00024054i,-0.00047794-0.00056738i,0.00075308-0.0010609i
-0.0031358+0.00052053i,-0.0035239+0.00065216i,-0.0035261+0.00079386i,-0.0018976+0.00094438i,0.00014263+0.00022043i,0.00032008-0.0007143i,-0.00035644-0.00043788i,-0.00058094+0.00022328i,-0.00090659+0.00062554i,-0.00088041+0.0008664i,0.0001179+0.0012764i,0.00031177+0.0010109i,0.00015206+0.00069116i,0.00038775+0.00083037i,0.0005921+0.00063904i,0.00060632-9.518e-05i,0.00038855-0.00055866i,-1.7939e-05-0.00022865i,0.00028542-0.00017438i,0.00046303-0.00054589i,0.0002738-0.0001624i,0.00044637+0.00011152i,0.00014202+0.00018959i
0.00094017+0.00020864i,0.0017455-0.00011629i,0.0015974-0.0005895i,0.00052711-0.00088345i,-0.00061626-0.0022753i,-0.0012964-0.0022153i,-0.00072636-0.00054466i,-0.00055878+0.00040693i,-0.0012179+0.00069573i,-0.0017675+0.00071621i,-0.001189+7.3547e-05i,9.2691e-05-1.4734e-05i,0.00039417+0.00036936i,-0.00031518+0.00064412i,-0.0002906+1.2447e-05i,5.4944e-06-0.001314i,-0.00057184-0.0012458i,-5.8072e-05-0.00053585i,0.00065846-0.00056998i,-7.7691e-05-0.00059491i,-0.00046701-0.00056463i,-0.00026845-0.00032381i,-0.0003834+0.00025407i
-6.6207e-05-0.0025936i,-6.4223e-07-0.0026127i,-0.00054495-0.00311i,-0.00038584-0.0027735i,-0.00034757-0.0017646i,-0.00089665-0.0017738i,-0.00071553-0.0017i,0.00022394-0.00033784i,-0.00018817-0.00029129i,-0.00083515-0.00061346i,-0.00058125+0.00029276i,-0.00065391+0.0003864i,-0.00088865+0.00010451i,-0.00040808+0.0002253i,-0.00045422-0.00019328i,-0.00030677-0.00075738i,0.00040875-0.0012808i,9.8016e-05-0.00093602i,-0.00041559-0.00055081i,-0.00023704-0.0010944i,2.8635e-05-0.0008175i,-0.00015414-0.00043137i,-0.00018884-0.00073417i
0.00038203+0.00047196i,0.00017365+0.00018091i,0.00012447+0.00050619i,0.00018527+0.00081124i,9.148e-05+8.9045e-05i,0.00021224-0.00016338i,9.6604e-05+0.00023338i,1.9941e-06+0.00011052i,-0.00010524+0.00024179i,-0.00027982+0.0002204i,-5.3981e-05-0.00012536i,0.00087188-0.00050062i,0.00068654-0.0011154i,-2.2997e-05-0.0010971i,0.00053945-0.0013876i,0.0013016-0.0018461i,0.0013953-0.00074202i,0.00063558+0.00012469i,8.6053e-05-0.00014917i,5.6597e-05-0.0010279i,-8.3187e-05-0.001667i,7.7371e-05-0.0010588i,0.0004587-0.00055252i
0.001666-0.001121i,0.0021316-0.0013177i,0.0018096-0.0012859i,0.0014363-0.00015407i,0.0013259+0.00061637i,0.00075957+0.00064662i,0.00031079+0.00023906i,-0.00032319+0.00021773i,-0.00090649+0.0005268i,-0.0011199-5.9991e-05i,-0.00094311+8.6664e-05i,-8.84e-05-0.0005544i,9.2966e-05-0.0018174i,-0.00049736-0.0010851i,-0.0012487+7.0965e-05i,-0.0012855-0.00013982i,-0.00094227-0.00048688i,-0.00085595-0.00040974i,-0.00011959-0.00023981i,0.00021404+0.00020379i,-0.00023003-0.00035647i,-0.00068401-0.00069112i,-0.00056796-0.00028637i
0.00022196+0.0008572i,0.0011476+0.00066943i,0.0013756+0.00013312i,0.00096979-0.0003784i,0.00077258-0.00077157i,2.5241e-05-0.0010151i,-0.00093655-0.0005921i,-0.0011668-6.2647e-05i,-0.0012689+0.00035527i,-0.0013142+0.00079284i,-0.00080372+0.00074263i,-0.00040175+0.00043185i,-6.1074e-05+0.00028286i,0.00010199-8.5337e-05i,-2.9344e-05-0.00091093i,-0.00016193-0.0012927i,-0.00023206-0.00052353i,-0.00049373-0.0002748i,0.00013008-0.00057859i,0.00031859-0.0002159i,-0.00013406+3.2364e-05i,-0.00063079+0.00011101i,-0.0010755+0.00029246i
-0.00053299-0.0004954i,-0.0013201-0.00073444i,-0.0016272-0.00074891i,-0.0012151-0.00068151i,-0.00071314-0.0010411i,-0.00013555-0.0011926i,-0.00035356-0.00021743i,-0.00078944+0.0012042i,-0.00083189+0.0011667i,-0.0010389+0.00069141i,-0.00081316+0.0003615i,-0.00095766+8.9732e-05i,-0.0012828-2.1896e-05i,-0.00076186+0.00012459i,-3.7454e-05-0.00031765i,0.00021377-0.0005479i,-3.4768e-05-0.00052191i,-0.0001376-0.00075032i,0.00029738-0.00096375i,0.00042517-0.0004652i,-0.00034269+0.00079595i,-0.00063581+0.00088667i,-0.00032674+0.00067677i
0.0017509-0.0011069i,0.0022545-0.0015459i,0.0016974-0.0016486i,0.00022048-0.0011144i,-0.0005848+0.0003055i,-0.00047388+0.00020844i,-0.00052592-0.00041471i,-0.00035001-0.00026813i,-0.00090397-0.00037762i,-0.0016973+4.7238e-05i,-0.001274+0.00044173i,-0.00090794+0.0003115i,-0.00064487+8.9313e-06i,0.00027144-0.00031803i,0.00067152-0.00017692i,9.4269e-05-0.00080728i,-0.00015917-0.0013058i,5.4962e-05-0.00066851i,0.00034995-0.0001435i,0.00070937-0.00020777i,-1.3631e-05-0.00023779i,-0.00071685-0.00012723i,-0.00022638+0.00073083i
0.00020481-0.00094565i,0.00049383-0.00020859i,-0.00049319-0.00020997i,-0.0012452+1.7666e-05i,-0.00090437+0.00075778i,-0.00047753+0.00032231i,-0.00083687-0.0006344i,-0.0016011-0.00036034i,-0.0014846+0.00032663i,-0.00048493+0.00047073i,-9.4567e-05+0.00023341i,-0.00013258-0.00015078i,-0.00010166+0.00016675i,-0.00049733+0.00021482i,-0.0004828-0.00045459i,0.00010191-0.00041169i,0.00040734-0.0002846i,-0.0001762-5.0119e-05i,-0.00054313-0.00032723i,-0.00043992-0.00095073i,0.00020662-0.00092522i,0.00042629-0.00053614i,5.6004e-05-0.00071077i
