-0.0027094-0.00057608i,-0.003571+0.0012878i,-0.0044126+0.0029995i,-0.0030103+0.0033599i,-0.00072254+0.0033449i,0.00022526+0.0023638i,-9.0091e-05+0.0013985i,-0.00016842+0.0013131i,0.00062377+0.0005359i,0.0011039-0.00018034i,0.0014928-0.00043646i,0.0013672-0.00068281i,0.00078984+1.2553e-05i,0.00090165+0.00046409i,0.00033875+0.00044211i,-0.00027473+0.00055797i,-0.00053856+0.00010211i,-0.00011541-0.00061426i,0.00036168-0.00057928i,0.00017452-3.9097e-06i,6.0956e-05+0.0004511i,3.9626e-05-6.561e-05i,-1.2366e-05-0.00052752i
0.31072+0.09432i,0.41919+0.049204i,0.28203-0.094331i,0.024502-0.18065i,-0.056717-0.13791i,0.037312-0.091148i,0.088739-0.097816i,0.052352-0.086914i,0.015707-0.040668i,0.0015099-0.0044006i,-0.012897+0.010886i,-0.016666+0.024509i,-0.00031789+0.03408i,0.013519+0.027878i,0.017933+0.016545i,0.022781+0.016297i,0.025511+0.022857i,0.016976+0.023521i,0.0027825+0.017552i,-0.0046107+0.011966i,-0.0050616+0.0066305i,-0.0040026+0.00082333i,-0.0049904-0.0050668i
-0.18667+0.24683i,-0.18784+0.375i,-0.0040344+0.34477i,0.18465+0.18934i,0.18324+0.088174i,0.095313+0.096469i,0.062394+0.10823i,0.05878+0.072323i,0.034419+0.024572i,0.0051233-0.0087894i,-0.0065446-0.032509i,-0.013137-0.047895i,-0.022171-0.045797i,-0.02044-0.029441i,-0.014706-0.011588i,-0.018006-0.000544i,-0.024955+0.0023406i,-0.022251+0.0012279i,-0.0099802+0.00033475i,-0.0018189-0.00062855i,0.00017399-0.00030245i,0.0028657+0.0011594i,0.0081+0.0020016i
-0.19555-0.23805i,-0.33893-0.29111i,-0.40858-0.14584i,-0.35672+0.058346i,-0.25931+0.10744i,-0.20718+0.045848i,-0.17726+0.015045i,-0.12409+0.018195i,-0.057275+0.017503i,-0.0050627+0.011091i,0.024435+0.0072877i,0.037702+0.0019844i,0.033316-0.010711i,0.015836-0.016773i,0.0017616-0.016444i,-0.00078166-0.022075i,0.0076046-0.026822i,0.017522-0.020523i,0.018109-0.0080841i,0.013542+0.0012387i,0.0083958+0.0032864i,0.00010731+0.0039289i,-0.0084668+0.0085736i
0.28987-0.10464i,0.40879-0.21968i,0.33642-0.32843i,0.16456-0.35741i,0.09181-0.28531i,0.11917-0.18783i,0.1246-0.13028i,0.079484-0.090116i,0.029384-0.04044i,0.0040619+0.005287i,-0.0084814+0.031396i,-0.019382+0.044782i,-0.019851+0.047907i,-0.01148+0.03657i,-0.0011662+0.024446i,0.0089447+0.022288i,0.010895+0.024113i,0.004206+0.017842i,-0.0035269+0.004592i,-0.0073536-0.0018135i,-0.0056226-0.00059681i,-0.0026401-0.0017645i,-0.0026594-0.0072511i
0.015497+0.31278i,0.085472+0.48507i,0.19949+0.48617i,0.25347+0.35594i,0.18217+0.2466i,0.07449+0.18913i,0.026623+0.14624i,0.02359+0.095091i,0.015716+0.038187i,-0.0073466-0.0018443i,-0.024712-0.023315i,-0.031674-0.033255i,-0.03047-0.027281i,-0.017388-0.013983i,-0.0066406-0.0054011i,-0.010636-0.0018799i,-0.020447-0.0056597i,-0.022078-0.012541i,-0.013315-0.013092i,-0.0050327-0.0098399i,-0.00043034-0.0069138i,0.0052355-0.0027207i,0.012999-0.00015439i
-0.2748-0.088642i,-0.45531-0.10973i,-0.51661-0.050437i,-0.44319+0.017652i,-0.32738+0.0070189i,-0.22895-0.02747i,-0.15661-0.035325i,-0.098128-0.024204i,-0.042777-0.010468i,0.0038305-0.0087401i,0.035652-0.011937i,0.052134-0.013498i,0.048836-0.012368i,0.0313-0.0060082i,0.016022-0.0049097i,0.01192-0.011107i,0.016438-0.011543i,0.017455-0.0027695i,0.0094011+0.0053338i,0.0012485+0.0052343i,-0.0024321+0.0027739i,-0.0052808+0.0028763i,-0.0093032+0.0056318i
0.17657-0.23612i,0.28566-0.39392i,0.2975-0.46035i,0.23546-0.40386i,0.1964-0.28209i,0.17315-0.17285i,0.14091-0.10101i,0.099918-0.061114i,0.049696-0.031464i,0.016347+0.0029276i,0.0048414+0.030278i,0.0019356+0.042111i,0.0046311+0.035091i,0.0044157+0.018436i,0.0019479+0.0082604i,0.0024851+0.011189i,0.0024664+0.020485i,-0.00033446+0.022435i,-0.0026272+0.014825i,-0.0028864+0.0070936i,-0.0031151+0.0018972i,-0.0033296-0.0044321i,-0.0038594-0.011662i
0.15138+0.23892i,0.24104+0.3933i,0.26769+0.44629i,0.22094+0.38995i,0.1293+0.2883i,0.044417+0.19027i,-0.0054983+0.12844i,-0.017191+0.091443i,-0.0087299+0.048167i,-0.015648+0.0093979i,-0.033973-0.011466i,-0.042364-0.023385i,-0.034976-0.027423i,-0.018929-0.024727i,-0.011057-0.018037i,-0.013328-0.011576i,-0.013543-0.012433i,-0.005628-0.015472i,0.0036042-0.011418i,0.0063381-0.0054666i,0.0063847-0.0016141i,0.007978+0.0020702i,0.012673+0.0047683i
-0.25479+0.058531i,-0.43147+0.070092i,-0.49258+0.034742i,-0.4169-0.02291i,-0.28281-0.048059i,-0.16413-0.045583i,-0.096777-0.048088i,-0.066913-0.042351i,-0.037389-0.019503i,-0.00018517-0.0094683i,0.026235-0.018685i,0.033703-0.025338i,0.022092-0.020357i,0.0061588-0.0087834i,0.0020703-0.00024667i,0.006822-0.001534i,0.013908-0.0055042i,0.014225-0.0073772i,0.0057867-0.0069369i,0.00082766-0.0035918i,-0.00033242+0.00019042i,-0.0047131+0.0046124i,-0.010823+0.010083i
0.033138-0.235i,0.10532-0.38086i,0.1864-0.39257i,0.22573-0.28387i,0.19949-0.17325i,0.13977-0.093133i,0.10294-0.039804i,0.078616-0.020519i,0.042898-0.011564i,0.018361+0.0089295i,0.014596+0.031424i,0.01288+0.040956i,0.0075512+0.034523i,0.0019207+0.020506i,-0.00043065+0.011212i,-0.00048926+0.0085163i,-0.006477+0.0084199i,-0.014166+0.0087823i,-0.013136+0.0057165i,-0.006719+0.0021985i,-0.0028782+0.00038073i,-0.0017054-0.0041672i,-0.0014996-0.011914i
0.19671+0.1117i,0.29283+0.23415i,0.25448+0.31561i,0.123+0.30849i,0.024684+0.23897i,-0.01753+0.14429i,-0.041511+0.083678i,-0.036646+0.060885i,-0.015518+0.036463i,-0.015517+0.013975i,-0.029513+0.0039398i,-0.035995-0.0015547i,-0.027587-0.0010247i,-0.011614+0.0015433i,-0.0020319-0.0024525i,-0.0050847-0.0055869i,-0.010115-0.0051688i,-0.0077897-0.0027839i,-0.0034988+0.00054944i,-0.0018554+0.00095429i,0.00052683+0.00016937i,0.0052251+0.00094048i,0.011108+0.0022984i
-0.14396+0.13417i,-0.26965+0.15513i,-0.32373+0.070165i,-0.27098-0.047244i,-0.16891-0.088221i,-0.076147-0.063279i,-0.023607-0.054953i,-0.015912-0.052683i,-0.016783-0.029217i,-0.0031318-0.016713i,0.012199-0.024152i,0.019373-0.029515i,0.015775-0.02253i,0.0080471-0.010326i,0.0048448-0.0021081i,0.0072151+0.0021764i,0.012845+0.0058687i,0.016197+0.0079043i,0.013025+0.006094i,0.0058913+0.0025811i,-0.00033208+0.0024707i,-0.005743+0.0046789i,-0.010375+0.0073458i
-0.055967-0.17166i,-0.022104-0.28346i,0.084572-0.28277i,0.1659-0.17551i,0.14546-0.070631i,0.08583-0.012178i,0.065602+0.018677i,0.064173+0.016409i,0.040454-0.0017235i,0.017022+0.001241i,0.015077+0.016662i,0.020111+0.023195i,0.021218+0.013807i,0.015402+0.00071857i,0.0064016-0.0024089i,0.0029574-0.00075803i,0.0024158-0.0017956i,0.0015471-0.0063358i,0.0015134-0.0077794i,0.00094134-0.0022864i,0.00079778-0.00018866i,0.00073355-0.0058283i,-0.00095661-0.012379i
0.16119+0.0016951i,0.23223+0.062059i,0.1669+0.14624i,0.026894+0.17844i,-0.0426+0.12689i,-0.056669+0.057301i,-0.069583+0.033157i,-0.058254+0.038928i,-0.024691+0.031476i,-0.011734+0.014025i,-0.020485+0.0065054i,-0.026895+0.0048163i,-0.022121+0.0031427i,-0.01268-0.00034893i,-0.0060537-0.0045922i,-0.0028347-0.0079075i,-0.0030446-0.012672i,-0.0041769-0.014744i,-0.0030842-0.010831i,-0.0010138-0.00571i,0.0013077-0.0020812i,0.0050352+0.00087582i,0.009958+0.0038233i
-0.048914+0.13327i,-0.12463+0.16246i,-0.1633+0.062955i,-0.12717-0.073499i,-0.060805-0.099795i,-0.0025272-0.062947i,0.020039-0.052587i,0.0023882-0.046367i,-0.014016-0.022554i,-0.0082519-0.0097188i,0.00089728-0.017994i,0.0012247-0.02658i,-0.0054268-0.021962i,-0.010128-0.0098066i,-0.0077452-0.00059482i,-0.0046375+0.003531i,-0.0061882+0.006754i,-0.0089532+0.01048i,-0.0082557+0.010415i,-0.0050235+0.0053201i,-0.0037846+0.0014122i,-0.0061254+0.0031918i,-0.0098213+0.0078538i
-0.087149-0.073387i,-0.080492-0.13453i,0.015716-0.1189i,0.10749-0.032825i,0.10014+0.020341i,0.043691+0.040301i,0.025386+0.051354i,0.030972+0.029691i,0.020702-0.00068128i,0.0083914-0.0050095i,0.011467+0.005039i,0.017762+0.010363i,0.014989+0.0080809i,0.0067359+0.0040068i,-0.00071054+0.0020788i,-0.0045639+0.0016075i,-0.0043099+0.0034201i,-0.0026404+0.0062977i,-0.0012021+0.0058781i,0.0005609+0.0028458i,0.00079339+0.00056698i,-0.00030933-0.0030939i,-0.0016498-0.0087132i
0.10424-0.054582i,0.15162-0.034992i,0.095205+0.032707i,-0.02163+0.0712i,-0.074419+0.048086i,-0.073319+0.0042013i,-0.071095-0.010645i,-0.046018+0.0046245i,-0.0076874+0.010403i,0.0060321+0.0037912i,-0.0011426+0.0045194i,-0.0086574+0.010824i,-0.0066584+0.014375i,-0.00051288+0.012459i,0.0039001+0.0064197i,0.0082466+0.0029844i,0.014163+0.0029497i,0.019063+0.0010745i,0.01613-0.001961i,0.006773-0.0023219i,0.0014829-0.0011016i,0.0036232+0.00061154i,0.0088806+0.0010749i
0.019792+0.090923i,0.0020316+0.11475i,-0.023722+0.039664i,-0.013361-0.063484i,0.025664-0.085119i,0.058386-0.05963i,0.064193-0.050787i,0.036253-0.040814i,0.0098095-0.013653i,0.0043848+0.0019652i,0.0025525-0.0036153i,-0.0017418-0.012799i,-0.0034869-0.012117i,-0.001744-0.0047529i,0.0012072+0.00079625i,0.0034179+0.0013548i,0.0035157-0.0017548i,5.4338e-05-0.0049599i,-0.0035171-0.0035441i,-0.0029659-0.00017752i,-0.0022129+0.00020303i,-0.0034378+0.00084049i,-0.0064665+0.0043203i
-0.078231-0.010559i,-0.092217-0.031673i,-0.0228-0.018649i,0.054938+0.03444i,0.052326+0.069728i,0.020741+0.079747i,0.017231+0.076749i,0.02301+0.047829i,0.011355+0.01303i,-0.00078052+0.0018261i,0.0056642+0.0023894i,0.015748-6.2367e-05i,0.015466-0.0059915i,0.0080258-0.010722i,-0.00018081-0.010702i,-0.0057139-0.010905i,-0.010615-0.014522i,-0.013569-0.01602i,-0.011614-0.011757i,-0.0054917-0.0056464i,-0.00083334-0.0023086i,-0.0014163-0.0032824i,-0.0035961-0.0065169i
0.033008-0.062449i,0.051582-0.072629i,0.008935-0.030753i,-0.064437+0.0087641i,-0.082054-8.1067e-05i,-0.073629-0.024132i,-0.072188-0.023754i,-0.051225-0.0051217i,-0.017171+0.0035112i,0.00043758+0.0017254i,0.001159+0.0044081i,-0.0020612+0.0087838i,-0.0032436+0.0077737i,-0.00076987+0.0025301i,0.0015628-0.0012894i,0.0013418+0.0011072i,0.00058797+0.0072137i,-0.00029105+0.012649i,0.00026871+0.012331i,0.00081981+0.005924i,0.00014941+0.0008163i,0.0026124+0.00012086i,0.0078915+0.00062343i
0.052266+0.042051i,0.058678+0.058153i,0.048152+0.010175i,0.046-0.059064i,0.049205-0.068201i,0.059645-0.047575i,0.05919-0.039309i,0.032192-0.026332i,0.007635-0.0047392i,-0.00038528+0.0088408i,-0.0045093+0.0083014i,-0.010148+0.0024772i,-0.012177+0.0021537i,-0.0087471+0.0070001i,-0.0050094+0.0099996i,-0.003479+0.011327i,-0.0029779+0.013818i,-0.0019812+0.016013i,-0.00035796+0.013238i,0.00039202+0.0068269i,0.00060908+0.0020917i,0.00041296+0.0024584i,-0.0012133+0.0055157i
-0.04747+0.033079i,-0.063471+0.041075i,-0.030607+0.05587i,0.015697+0.07833i,0.024163+0.080961i,0.0073616+0.078943i,0.00064369+0.075775i,0.0025193+0.045937i,-0.0037603+0.012431i,-0.0098158+0.00038738i,-0.0044029-0.0017926i,0.005884-0.0045069i,0.0070887-0.006466i,0.0014748-0.0067943i,-0.00043519-0.0068976i,0.0021982-0.0087773i,0.0078806-0.012463i,0.012032-0.0162i,0.0099884-0.014993i,0.0051593-0.0091823i,0.0031221-0.0043455i,0.0014127-0.0032234i,-0.0027482-0.0050252i
-0.0036821-0.051203i,-0.004271-0.0726i,-0.028484-0.055958i,-0.065423-0.027437i,-0.076345-0.018652i,-0.073277-0.02527i,-0.066947-0.028486i,-0.040804-0.017966i,-0.010785-0.013822i,0.0013376-0.01487i,0.0029677-0.0076523i,0.0038091+0.0023303i,0.0050009+0.0061712i,0.0060038+0.0039015i,0.0061814+0.0013716i,0.0060165-0.0005766i,0.0064042-0.0030841i,0.0054111-0.0047354i,0.0035743-0.0054563i,0.0013354-0.0045209i,-5.7107e-05-0.0032645i,0.00063722-0.0034744i,0.0024528-0.0030784i
0.053595+0.0108i,0.083137+0.015758i,0.083582-0.0091197i,0.068565-0.041635i,0.060364-0.045195i,0.06333-0.038918i,0.062606-0.034782i,0.044263-0.022975i,0.025125-0.0050331i,0.014563+0.0051719i,0.0037394+0.0045079i,-0.0061276+0.00050017i,-0.00828-0.00063639i,-0.0064896+0.0025003i,-0.0066873+0.0044953i,-0.0094207+0.0039737i,-0.013695+0.0029154i,-0.017824+0.001545i,-0.017815+0.0026457i,-0.011723+0.0037871i,-0.0054824+0.0027016i,-0.0035366+0.0031804i,-0.0029686+0.0051698i
-0.022955+0.029304i,-0.041758+0.04877i,-0.032229+0.062723i,-0.0052506+0.068519i,0.0037006+0.065221i,0.0040929+0.067572i,0.0063567+0.066551i,0.0039683+0.047602i,-0.0030903+0.024668i,-0.0070809+0.011146i,-0.0040248-0.00039145i,-0.00035218-0.0095823i,-0.00034606-0.011596i,-0.0015351-0.010427i,-0.0014915-0.0070677i,-0.0011812-0.0030014i,-0.0014067-7.3039e-05i,-0.0011213+0.0019726i,-0.00064265+0.0027389i,-0.0015729+0.0028714i,-0.0017235+0.0023788i,-0.0018579+0.0010658i,-0.0031217-0.00065839i
-0.022908-0.032365i,-0.035437-0.058406i,-0.0485-0.061492i,-0.057984-0.041724i,-0.052973-0.023855i,-0.054555-0.021992i,-0.057125-0.022102i,-0.041011-0.015022i,-0.019487-0.0095513i,-0.0053922-0.0068476i,0.0031609-0.0017406i,0.0072304+0.0044529i,0.0070488+0.006904i,0.0061324+0.0049606i,0.0061978+0.0032947i,0.0079863+0.0055762i,0.010689+0.01054i,0.012486+0.014109i,0.013378+0.011858i,0.010605+0.0067204i,0.0053566+0.0032754i,0.0043306+0.0010454i,0.005696-0.002092i
0.036493-0.0059711i,0.067018-0.0052275i,0.075899-0.010674i,0.062489-0.020999i,0.042493-0.026177i,0.039016-0.028725i,0.041072-0.029347i,0.027815-0.020439i,0.013736-0.0069907i,0.0088739+0.0038959i,0.0053006+0.010875i,0.00085082+0.011401i,0.00011224+0.0074489i,0.00086417+0.003221i,-0.00065051-0.00062151i,-0.0025347-0.0031813i,-0.0018428-0.0062304i,0.001664-0.0082978i,0.0046853-0.0066874i,0.0037248-0.0034765i,0.0022556-0.0012579i,0.00091187+0.00097778i,-0.0007205+0.0023283i
-0.0030454+0.034196i,-0.013753+0.06137i,-0.018195+0.070087i,-0.01085+0.05902i,0.00084325+0.04494i,0.0047009+0.044903i,0.001731+0.047456i,3.1564e-05+0.031801i,-0.0036868+0.011882i,-0.006827+0.0023037i,-0.0062935-0.0038672i,-0.0034946-0.0091887i,-0.00098342-0.010246i,0.00022607-0.0079503i,0.00079749-0.0062333i,-8.0435e-05-0.0072663i,-0.0013037-0.010419i,-0.0025842-0.014128i,-0.0039629-0.015629i,-0.0039863-0.013208i,-0.0015881-0.0085964i,-0.00039365-0.0058013i,-0.0018686-0.0034926i
-0.021328-0.021315i,-0.035637-0.044769i,-0.03961-0.053415i,-0.034022-0.039357i,-0.031591-0.020443i,-0.038456-0.013697i,-0.038303-0.015526i,-0.023011-0.014691i,-0.0070312-0.012021i,-0.00020146-0.0084285i,0.003821-0.0046876i,0.0061019-0.001413i,0.0044588+0.0016936i,0.0018557+0.0041412i,0.00097955+0.0048051i,0.0002148+0.0053623i,-0.0024492+0.0062787i,-0.0073138+0.0058812i,-0.0091652+0.004407i,-0.0058034+0.002768i,-0.0019655+0.00095963i,0.00014751-0.00058021i,0.0016765-0.00079175i
0.028064-0.016393i,0.054695-0.01706i,0.065167-0.01433i,0.04861-0.011072i,0.030426-0.01266i,0.030094-0.021017i,0.033841-0.022921i,0.029261-0.014564i,0.018964-0.004097i,0.0090741+0.0025871i,0.0029908+0.0078304i,-0.002805+0.010041i,-0.0066343+0.0082944i,-0.005341+0.0051619i,-0.0027545+0.0033631i,-0.0012906+0.0035996i,-0.001782+0.0047583i,-0.003351+0.0072761i,-0.0041478+0.010786i,-0.0034722+0.010631i,-0.0030864+0.0058965i,-0.0039598+0.0032419i,-0.0040199+0.0034269i
0.0070237+0.025752i,-7.1382e-05+0.046227i,-0.011821+0.052966i,-0.01148+0.041118i,-0.00066482+0.028532i,0.0095266+0.032129i,0.01282+0.037443i,0.0081376+0.029701i,0.0029027+0.016384i,-0.00017914+0.0053975i,-0.0031209-0.002603i,-0.0047999-0.0079224i,-0.0042645-0.0082834i,-0.0011478-0.0048045i,0.0017861-0.0024857i,0.0031334-0.0026104i,0.0058985-0.0011801i,0.0089229+0.0024148i,0.0090092+0.0033025i,0.0054602+0.00057876i,0.0013543-0.0012263i,0.00013054-0.0011927i,8.851e-05-0.0017214i
-0.022848-0.0023143i,-0.036982-0.018912i,-0.035474-0.033129i,-0.022034-0.027464i,-0.015553-0.0097424i,-0.024263-0.0037817i,-0.031627-0.0057803i,-0.023474-0.0032865i,-0.010618+0.00030919i,-0.00098106+0.0014522i,0.0068634+0.00021188i,0.012693-0.00096004i,0.013011-0.0010535i,0.0085916-0.0012377i,0.0036474-0.0014497i,0.0010608-0.0012692i,0.0020883-0.0017758i,0.0060835-0.0038859i,0.009277-0.005378i,0.0077915-0.0052067i,0.0044809-0.0030122i,0.0029025-5.4044e-05i,0.0018248+0.00082898i
0.017392-0.012689i,0.039547-0.017188i,0.049383-0.0099335i,0.033799-0.00089008i,0.013176-0.0044995i,0.010422-0.012739i,0.0141-0.014266i,0.0097526-0.010318i,0.0030378-0.0039851i,-0.00021859+0.0023725i,0.00065762+0.0073461i,0.0025945+0.0088438i,0.0026054+0.0046756i,0.00054514-0.00020367i,-0.001461-0.00085065i,-0.0028432-6.9105e-05i,-0.0031682-0.0019753i,-0.0031568-0.0064239i,-0.0041939-0.0088088i,-0.0048916-0.0061841i,-0.0027971-0.0027559i,-0.00035589-0.0010687i,-0.00023677+0.0006506i
0.0062474+0.019596i,0.0043994+0.040519i,-0.0066337+0.046101i,-0.011353+0.02935i,-0.0023989+0.015662i,0.0046153+0.018269i,0.0028266+0.021329i,-0.00025389+0.013167i,-0.0033091+0.0023963i,-0.0065028-0.0020994i,-0.0099438-0.0038365i,-0.012198-0.0057576i,-0.011119-0.0066434i,-0.0079245-0.0064643i,-0.0056149-0.0043289i,-0.0052-0.0018049i,-0.0061697+0.0003577i,-0.0080841+0.0016862i,-0.010093+0.0011772i,-0.0084956+0.00049657i,-0.0036061-0.00076131i,0.00037937-0.0017816i,0.0015465-0.0014878i
-0.01206-0.0016825i,-0.022763-0.013442i,-0.02283-0.024858i,-0.011957-0.019828i,-0.0085808-0.0058109i,-0.01606+0.0015195i,-0.018578+0.00013605i,-0.011725-0.0040825i,-0.0034585-0.0046949i,0.0021607-0.0034308i,0.0066523-0.0030989i,0.0081122-0.0036241i,0.0069105-0.0019041i,0.0049886+0.0013541i,0.0047649+0.00086357i,0.0051117+9.6605e-06i,0.003356+0.0013932i,0.00023731+0.0043336i,-0.00038986+0.007168i,0.0015558+0.0058388i,0.0014918+0.0015751i,-0.00047878-8.304e-05i,-0.0012777+0.0008492i
0.0104-0.011756i,0.026751-0.019225i,0.036991-0.013934i,0.025392-0.0045725i,0.00901-0.004434i,0.006981-0.011142i,0.010601-0.013621i,0.010548-0.0081275i,0.0079804-0.00052153i,0.0054176+0.004433i,0.0044759+0.0070137i,0.0030062+0.0084975i,-0.00017876+0.0089254i,-0.0014567+0.0077572i,0.00010513+0.0060161i,0.0019491+0.0044725i,0.0026312+0.0028983i,0.0052109+0.0031505i,0.0076847+0.0050867i,0.0064594+0.0048245i,0.0030854+0.0025425i,0.00025162+0.0016231i,-0.00082924+0.00062095i
0.010292+0.010747i,0.0087226+0.021901i,-0.00074267+0.024638i,-0.0063561+0.013153i,-0.0010229+0.003209i,0.0046792+0.0073582i,0.0059739+0.014404i,0.0042747+0.013392i,0.0011245+0.0068373i,-0.002564+0.0020274i,-0.006531+0.00095592i,-0.0090687-0.00050119i,-0.0080222-0.0027258i,-0.0058777-0.0029977i,-0.0053258-0.0024809i,-0.0043483-0.0020716i,-0.00093593-0.0022968i,0.0021972-0.0031993i,0.0032809-0.0044344i,0.0010831-0.0039423i,-0.00057847-0.0015453i,0.0006346+0.00035483i,0.00077268+0.00051017i
-0.0074078-0.0026191i,-0.017919-0.0086569i,-0.017065-0.017672i,-0.0061082-0.016648i,-0.0021619-0.0043476i,-0.0080392+0.0027886i,-0.012417+0.001854i,-0.008975-0.00025395i,-0.0030241-0.0019799i,0.0012191-0.0027214i,0.0049388-0.0049922i,0.0094662-0.0072184i,0.013531-0.0060721i,0.012989-0.0042128i,0.0093368-0.0041645i,0.0057585-0.0035522i,0.0021941-0.0043326i,-0.0001758-0.0078149i,-0.0011525-0.010515i,-0.0014089-0.0081145i,-0.00067342-0.0023247i,-0.00017945+0.00065274i,-0.00073214+0.00011152i
0.0095018-0.0081728i,0.022291-0.013655i,0.027601-0.010012i,0.016911-0.00095935i,0.0046674-0.00084132i,0.00020187-0.0049169i,0.00037759-0.0049284i,0.0010976-0.0024939i,0.00093925+3.0495e-06i,0.0010296+0.0027375i,0.0028025+0.0042668i,0.0037256+0.0053803i,0.0018124+0.0054516i,-0.00020265+0.0040842i,-0.0011995+0.0045424i,-0.0020071+0.0048141i,-0.0029223+0.0025696i,-0.0055668+0.00079733i,-0.0075641+0.0015102i,-0.0053716+0.002127i,-0.0018892+0.001068i,0.00013497-0.0008421i,0.0008708-0.0015919i
0.0085202+0.011121i,0.010864+0.020136i,0.0062086+0.022966i,0.001657+0.013093i,0.0036269+0.0037506i,0.0062413+0.003867i,0.0044588+0.0060361i,0.00074232+0.0045646i,-0.0021478+0.0016458i,-0.0045844+0.00168i,-0.0062263+0.0035685i,-0.0089603+0.0036933i,-0.01208+0.0016189i,-0.012481-0.00098461i,-0.011341-0.0028288i,-0.0080433-0.0031575i,-0.0045468-0.00083853i,-0.0036506+0.0036141i,-0.0027176+0.0060835i,-0.0010014+0.0047236i,-0.00020561+0.0023155i,-0.00060582+0.001006i,-0.00054224+0.00089383i
-0.0058302-0.00063918i,-0.01359-0.0039376i,-0.013858-0.0090252i,-0.0050653-0.0068125i,-1.7916e-05+0.0017136i,-0.0031472+0.0058747i,-0.0046336+0.0038647i,-0.0015323+8.2774e-05i,0.0005178-0.0025621i,0.00011346-0.0032349i,0.00015815-0.002858i,0.0021789-0.00457i,0.0048456-0.0047487i,0.0062555-0.0029685i,0.0062953-0.002656i,0.0062122-0.0023922i,0.006252-0.0006644i,0.0067912+0.0021027i,0.0078716+0.0037987i,0.006228+0.002577i,0.0027001+0.00070437i,8.6085e-05+0.00090427i,-0.0010695+0.001184i
-0.00048867-0.0078177i,0.006683-0.0091353i,0.012848-0.0040457i,0.0099427+0.0030496i,0.0043227+0.0038906i,0.0036209-0.00067303i,0.0053671-0.0041156i,0.0072097-0.0033103i,0.0072985-0.0014206i,0.0054069-0.00094431i,0.0046353-0.00021831i,0.0049985+0.0016337i,0.0043971+0.0043321i,0.0035627+0.007129i,0.0045988+0.0073223i,0.0039346+0.0050373i,0.0026404+0.002279i,0.0044816+9.146e-06i,0.0058442-0.0015827i,0.0041369-0.002014i,0.0022235-0.001248i,0.0016283-0.00096421i,0.0017758-0.00066529i
0.0056848+0.0038719i,0.0094577+0.0087876i,0.0034747+0.011883i,-0.0040254+0.0087164i,-0.0020187+0.0058365i,0.0036399+0.0061155i,0.0057744+0.0064613i,0.0042111+0.006277i,0.0029324+0.0060724i,0.0031814+0.0058101i,0.0021093+0.006113i,-0.0004767+0.0053089i,-0.0011053+0.0022613i,-0.0015974-0.00091385i,-0.0024253-0.0038125i,-0.0012423-0.0049282i,6.5556e-05-0.0051762i,0.00042919-0.0063491i,-0.00048542-0.0076195i,-0.001601-0.0064161i,-0.0016245-0.0033496i,-0.001111-0.0014757i,-0.00047679-0.00072945i
-0.0011068+0.0031844i,-0.0054776+0.00013532i,-0.0051903-0.0055825i,-0.00059057-0.0070816i,-0.00087141-0.0033925i,-0.004234+0.0016125i,-0.005024+0.0034599i,-0.0045518+0.0029169i,-0.0045868+0.0023677i,-0.0037978+0.001652i,-0.0022382+1.8849e-06i,-0.0001905-0.0029481i,0.0038245-0.0067767i,0.0061544-0.0088098i,0.0051331-0.007037i,0.0028737-0.0033261i,9.85e-05-0.0013453i,-0.0032984-0.0019707i,-0.0053389-0.0029595i,-0.0048809-0.0025436i,-0.0028914-0.0016961i,-0.0023422-0.0019908i,-0.0027276-0.0021015i
0.0016064-0.0073154i,0.0038743-0.010631i,0.0040325-0.0091296i,0.00094847-0.00121i,-0.0028531+0.0021758i,-0.0034643-1.265e-07i,-0.0010571-0.00017501i,0.00050663-0.0006285i,-0.00041109-0.0027442i,-0.0010502-0.0041343i,-0.00064331-0.0045112i,0.0007251-0.0024741i,0.0011213+0.0018254i,2.4895e-05+0.0049569i,-0.0015741+0.0056507i,-0.0037142+0.0048567i,-0.0051938+0.0039823i,-0.005637+0.004634i,-0.0051275+0.0055332i,-0.0037179+0.0041855i,-0.002834+0.0021101i,-0.0017628+0.00085061i,-9.8529e-05+0.00085627i
0.0020795+0.0068728i,0.0050489+0.015427i,0.0046739+0.018104i,0.0013771+0.0096218i,0.00055815+0.0013571i,0.0022085+0.00080444i,0.0027387+0.0028376i,0.0016379+0.0025419i,0.0020537+0.00095925i,0.0043829+0.0022494i,0.0061859+0.0045723i,0.0040767+0.0047539i,-0.0025488+0.003786i,-0.0074355+0.0018596i,-0.0058985-0.00050212i,-0.0017343-0.0016116i,0.0010996-0.00068764i,0.0022576+0.0018196i,0.0024913+0.0046503i,0.0017506+0.0047359i,0.00029503+0.0036742i,-0.00032281+0.0035729i,-8.5474e-06+0.0026085i
