-0.0027094-0.00057608i,-0.003571+0.0012878i,-0.0044126+0.0029995i,-0.0030103+0.0033599i,-0.00072254+0.0033449i,0.00022526+0.0023638i,-9.0091e-05+0.0013985i,-0.00016842+0.0013131i,0.00062377+0.0005359i,0.0011039-0.00018034i,0.0014928-0.00043646i,0.0013672-0.00068281i,0.00078984+1.2553e-05i,0.00090165+0.00046409i,0.00033875+0.00044211i,-0.00027473+0.00055797i,-0.00053856+0.00010211i,-0.00011541-0.00061426i,0.00036168-0.00057928i,0.00017452-3.9097e-06i,6.0956e-05+0.0004511i,3.9626e-05-6.561e-05i,-1.2366e-05-0.00052752i
0.00063943+0.0023057i,0.00079537+0.0024734i,0.0014914+0.0013432i,0.00067648+0.0013173i,-0.00022871+0.0013413i,-0.00075523+0.00072112i,-0.001579+0.00073766i,-0.0013941+0.00059838i,-0.00053924-4.8455e-05i,0.0001138-0.00050631i,0.00059902-0.00049148i,0.00065438-0.00036133i,0.00041038-6.7758e-05i,-0.00042109-2.301e-05i,-0.0006806-2.6959e-05i,-0.00011781+0.00031431i,0.0005091+7.6855e-05i,0.00035939-0.00070978i,-0.00020174-0.00078986i,-0.00026274-0.00041055i,-9.667e-05-0.00023792i,-0.00039193-0.00027596i,-0.00098298-0.00093792i
4.324e-05+6.5351e-05i,0.00010656+0.00057778i,-4.0855e-05+0.0012045i,-8.9423e-05+0.0023569i,-0.0004426+0.0017619i,-0.00035885+0.00051057i,-0.00050918+3.7779e-05i,-0.0010079-0.0001691i,-0.0002351+2.9432e-05i,0.00054386+0.00044795i,0.00049437+0.0015007i,0.00025683+0.0014185i,-9.0312e-06-3.473e-05i,0.00023672-0.00056735i,-5.6488e-06+0.00014699i,-0.00013222+0.00032151i,-0.00022115+0.00052296i,-0.00075091+0.00030861i,-0.00029587+0.00058669i,0.00013754+0.00094112i,-0.00046534+0.00061222i,-0.00087764+0.00022457i,-0.00068828-0.000216i
0.0013496-0.00053058i,0.0014429+0.00090524i,0.00059817+0.00085026i,0.0011171-0.00030026i,0.0014898-0.00035612i,0.00039867-8.165e-05i,-0.00031906+0.00043435i,-8.9029e-05+0.0011183i,-0.00011354+0.00097693i,0.00072284+0.00051215i,0.00084463+0.00060307i,0.000552+0.00073298i,0.00098681+0.00043043i,0.00068803+0.00054065i,0.00047849+0.00065983i,0.00018765+1.7929e-05i,9.5409e-06-0.0006784i,0.00035586-0.00063408i,-0.00024465-0.0003763i,-0.0003566-8.8901e-05i,0.00041803+0.00061364i,0.00027814+0.00011425i,-0.00064216-0.00024071i
0.00054062+0.0009958i,0.0010244+0.0023831i,-0.00028318+0.0033713i,-0.00095562+0.0025339i,-0.00081614+0.001732i,-0.00083934+0.00019639i,-0.00078725-0.00033627i,-0.00024417-7.862e-06i,0.00065885-8.2427e-05i,0.0011018-0.00020038i,0.0015307+0.00046077i,0.0013342+0.00081458i,0.00072646+0.00015168i,2.0059e-05-0.0006584i,-0.00021915-0.00019465i,0.00036183+0.00037221i,0.00036556+0.00065322i,-0.00047204+0.00053715i,-0.0011446-2.479e-05i,-0.00083114+3.2086e-05i,-2.9147e-05+0.00029341i,0.00051385-0.00025984i,0.0003571-0.00052618i
-0.0015629-0.0011689i,-0.0016682-2.0271e-05i,-0.0017177+0.00054675i,-0.0016348-0.00043372i,-0.0024007-0.00058301i,-0.0017241+0.00047823i,-0.0010681+0.00037823i,-0.00023254-0.00035694i,0.00010775+0.00015168i,-0.00096484+0.00086277i,-0.00057307+0.00073238i,-0.00037413+0.00099864i,-0.000707+0.00056462i,4.5259e-05-0.00063792i,0.000664-0.00068065i,0.00064057-0.00027569i,0.00068308-0.00046689i,0.00043259-0.00085029i,6.3218e-06-0.00056566i,-0.00027916-0.00014142i,-0.00026934-0.00046133i,0.00026802-0.0010647i,0.00036855-0.00088065i
-0.00094727-3.9862e-05i,-0.00074937+0.0011135i,-0.00028157+0.0012208i,0.00011106+0.0011123i,0.00071669+0.0012194i,0.00057542+0.00075827i,0.00013282+0.00011063i,0.00015726+1.4085e-05i,-0.00031684+0.00012397i,-0.00079297+0.00025357i,-0.00012619+5.6143e-05i,5.0049e-05-0.00064879i,-1.3582e-05-0.00038287i,0.00094122+0.00025178i,0.0007009-0.00010596i,0.00024551-0.00017317i,0.00028646-0.00023103i,6.1158e-05-0.00073148i,-0.00012109-0.00094794i,-0.00026724-0.00083526i,-4.7037e-05-0.00051591i,-5.2823e-05+0.00027892i,-0.00013082-6.962e-05i
0.00033424+0.0012424i,0.00084212+0.0018059i,0.001245+0.0015644i,0.001338+0.0008063i,0.00042298+0.00091339i,-0.00066276+0.0014767i,-0.00095008+0.00075727i,-0.00056134+0.00072741i,-0.00028785+0.0009285i,-0.00062958+0.00057342i,-0.00038483+0.00022514i,-1.0952e-05-0.0003433i,-0.00031475-0.00010613i,-0.00048452-6.5551e-05i,-6.2462e-05-0.00061022i,-6.6513e-05-0.00027037i,-0.00024853+0.00048989i,-0.00013353+0.00021738i,0.00041717+7.458e-05i,0.0011026-0.00011555i,0.00055743-0.00059445i,-0.00026369+0.00011593i,-1.9394e-05+0.00026371i
0.0011757+0.001219i,0.0012649+0.0031069i,0.0010462+0.0020779i,0.00069459+0.00013809i,-0.00046728-0.00043296i,-0.00081662-0.0006264i,-0.00026724+0.00025101i,-0.00071214+0.001504i,-0.00089717+0.0015392i,-0.00022384+0.00096364i,0.00048066+0.0005693i,0.00038427+0.00040011i,-0.00045792+5.6496e-05i,-0.00081872-0.00047086i,-0.00056674-0.00070497i,-0.00021922+0.00011622i,-0.00015666-7.227e-05i,-9.366e-05-0.00033606i,-0.00064745-0.00026825i,-0.000645+0.00043429i,-0.00019535+0.00068969i,1.1011e-05-0.00011589i,-0.00012637-0.00027922i
0.00039688+0.0003384i,0.00060884+0.0013103i,0.00086601+0.0018099i,0.00099174+0.0014429i,0.00039567+0.00080551i,-0.00073192+0.00055841i,-0.0013613+0.00075426i,-0.0011097+0.0016167i,-0.00083215+0.0016005i,-0.00016142+0.00075699i,0.00014776+5.7553e-05i,-0.00015909-0.00056519i,-0.00058577-0.0010806i,-0.00060873-0.00050346i,-0.00045784-0.00039637i,-0.00093242-0.00016644i,-0.00079315+0.00040415i,0.00033633+0.00070418i,0.00033333+0.00077889i,-0.00030719+0.00066645i,-0.00018679+0.00092157i,0.00044672+0.00029777i,0.00013773+0.00050025i
-0.0024288+0.0019497i,-0.0022274+0.0022391i,-0.00076671+0.0022025i,-0.00011832+0.0020721i,-0.00027788+0.00045155i,6.2565e-05-0.00081259i,-0.00010915-0.0010908i,-0.00036993-0.00080495i,-0.00079206-0.00014331i,-0.00070652-0.00017605i,0.00066189+0.00040548i,0.0012678+0.001328i,0.00053675+5.8928e-05i,0.00028675-0.0010866i,-5.8737e-05-0.0010128i,-0.00048209-0.00073498i,-7.3557e-06+0.00031175i,0.00028789+0.0010556i,0.00023182+0.00021986i,0.00052417-0.00091017i,0.00050741-0.00049152i,0.00023682+0.00014105i,0.0007653+0.0002697i
0.0010265+0.0011389i,0.00063347+0.0010257i,0.00010275-0.00061134i,-0.00010044-0.0006948i,-0.00033461-0.00042109i,-0.00078452-0.00070825i,-0.00081404-0.00021792i,-0.00067514-0.00023351i,-0.00093377-0.00060853i,-0.00061134-1.8503e-05i,-0.00069113+0.00036118i,-0.00035409-0.00034453i,-3.0011e-05-0.00066144i,9.218e-06-8.2231e-05i,3.4573e-05+0.0007569i,0.00058757+0.0012642i,0.00032043+0.00093286i,-0.0010434-0.00013069i,-0.0014262+3.7312e-05i,-0.00071728+0.00012004i,1.0271e-05-0.00010936i,0.00014312+7.9043e-05i,0.00044021+1.0541e-05i
0.0019589-0.0010758i,0.001975+0.00020876i,0.00045822+0.0015335i,-0.00060702+0.0016541i,-0.00076766+0.0016554i,-0.00085145+0.0017404i,-0.00062824+0.0014645i,6.4431e-05+0.0014385i,0.00081071+0.00091638i,0.00036348+0.00046517i,-0.00048348+0.00075513i,-7.2894e-05+0.0010067i,0.001023+0.00063846i,0.0016236+0.00068195i,0.0010879+0.00070791i,0.00072467+9.03e-05i,0.00080166-0.00057742i,0.00070353-0.00039776i,0.00031297-0.00032416i,9.7997e-05+0.00029983i,0.00019639+0.00067646i,-9.069e-05-0.00049976i,-0.00013017-0.0012625i
-0.00012984+0.0011668i,0.00039604+0.0016507i,0.001597+0.0018985i,0.0017251+0.0012266i,0.00082677+1.1793e-05i,-0.00016089-0.00053679i,-0.00087067-0.00045487i,-0.0011636+0.00010884i,-0.0013225+0.00015968i,-0.00076845-5.2185e-05i,0.0006245-2.5042e-05i,0.0010027+0.00011816i,0.00044588+0.00060751i,0.00065926-0.00026339i,0.00047729-0.0021677i,-0.00044728-0.0017878i,-0.00055363-0.00059771i,-4.7803e-05-0.00061291i,0.00044122-0.00047218i,0.00010131+7.0927e-05i,-0.00037439+8.0718e-06i,0.00013657-0.00028622i,8.8432e-05+0.00029681i
-6.549e-05+0.0008773i,0.00031547+0.0016435i,0.00083833+0.0028004i,0.00078043+0.0018418i,0.00026003+0.0012446i,0.00043605+0.00077036i,0.00012471+4.227e-05i,0.00017974-0.00030894i,0.00053132-0.00015475i,0.00071804-5.5956e-05i,0.00077001-0.00039656i,0.00046497-0.00057684i,-0.00025933-0.00040697i,-0.00053185-0.00050228i,0.0001187-0.00060086i,0.00020814+0.00013168i,0.00022691+0.00020035i,0.00014244-0.00047354i,-0.000348-0.00070223i,-0.00038459-0.00046409i,-0.00032713-0.00034377i,-5.4078e-05+0.00020452i,-0.00023804+1.9394e-05i
0.00028689+0.0025025i,-0.00015712+0.0025984i,0.00057315+0.0020949i,0.00040641+0.0014676i,1.3393e-05+0.00041565i,-0.001021-0.00022133i,-0.0015976+8.7061e-05i,-0.0010894+0.00058979i,-0.00075094+0.00032707i,-0.00012384+0.00055798i,0.00030786+0.00055204i,-2.897e-05-0.00030106i,-0.00052619-0.00037689i,-0.00064878-0.00046688i,-0.0013795-0.0012112i,-0.0015489-0.0010412i,-0.00045974-0.00020737i,0.00030698-5.8315e-05i,0.00041491-9.0253e-06i,0.00051331-0.00075655i,0.00016533-0.0010303i,-2.5803e-05+0.00030042i,0.0008085+0.00065473i
0.0014619+0.0013813i,0.0013989+0.0014458i,0.001361+0.0012217i,0.00056542+0.001197i,-0.0002868+0.0010708i,-0.00059539+0.00071538i,-0.00061805-0.00031342i,-0.00014589-0.00043321i,0.00020256-5.3044e-05i,0.00029419+0.00032613i,0.00026075+9.508e-05i,0.00060193-6.3764e-05i,0.00067119-0.0002436i,0.00048387-0.00063523i,-0.00017933-0.00038194i,-0.00060022+4.9439e-06i,-0.00049492+0.00016305i,0.00010864-0.000282i,0.00018136-0.0007271i,-0.00026474-0.00027762i,-0.00028112+0.00037262i,0.00022273+0.00023076i,0.00075944+2.4652e-05i
0.00056097+0.00029638i,0.00078186+0.00012734i,0.00038219-0.00073568i,0.00028124-0.001791i,6.9129e-05-0.0011918i,-0.00054086+0.00015483i,-0.0004355+0.0013981i,-0.00012042+0.0018959i,-0.00031794+0.0010853i,-0.00067566+0.00027484i,-0.00026812-0.00020206i,0.00013469-0.00064931i,0.00039242-0.00054887i,0.00050468-0.0006663i,0.00062585-0.00043238i,0.00031596+0.00016029i,-0.0001724-0.00070494i,-8.6791e-05-0.001506i,-0.00044559-0.00022396i,-0.0013811+0.00077703i,-0.0013693+0.00029816i,-0.0012744-0.00011179i,-0.0007673-0.00056121i
0.0018257+0.0014759i,0.0012624+0.0020714i,0.00076049+0.0021418i,0.0001682+0.00098035i,-0.00082582+0.00062901i,-0.00068996+0.00092927i,-7.312e-05+0.0011863i,0.00060684+0.0012603i,0.00055609+0.00051869i,0.00023103+0.00042169i,0.00032699+0.00043733i,0.00043096+0.00015652i,0.00018673+0.00079248i,-0.00093259+0.00095682i,-0.00069956+0.00051869i,-0.00015511+0.00069303i,-0.0008268+0.00054331i,-0.00058424+0.00018522i,-0.00049978-1.7804e-05i,-0.00088144-0.00040221i,-0.00080221-0.0013425i,-0.00070215-0.0013072i,-0.00073869-0.00055624i
5.1014e-05+0.00086975i,-0.0001782+0.00071395i,0.00033931-0.0007271i,0.00091633-0.00057574i,0.00012222+0.00054139i,-0.00070554+0.0008316i,-0.00059965+0.00055393i,-0.00013909-8.3625e-05i,0.00040232-0.00016651i,4.3968e-05-1.2493e-05i,-0.00030412+8.8481e-05i,-0.00039759+6.7362e-06i,-0.00019941-0.000449i,0.00011644-7.2559e-05i,0.00021323+0.00024195i,0.00025058-0.00036615i,-0.00052179+0.0001278i,-0.0015067+0.00035725i,-0.0015305-0.000265i,-0.00081199-0.00032288i,-0.00056029+0.00042452i,-0.00050541+0.00028683i,6.9858e-05-0.00024206i
-0.00097303+0.00027753i,-0.00027328+0.002014i,-0.00048956+0.0019854i,-0.00045981+0.001618i,-0.0001595+0.00099504i,-0.00045358+0.00096892i,-0.00072638+0.00048707i,-0.00069562-0.00039324i,-0.00033955-0.00084585i,6.7821e-05-0.00056347i,-6.756e-05+0.0010784i,-0.00023467+0.0010297i,0.00039255-0.00037635i,0.0010004+1.3901e-05i,0.0010188+5.9757e-05i,0.0005579-0.00067076i,0.00041524-0.00029149i,0.00024588-0.00051755i,0.00024696-0.00082883i,0.00072778-0.00048542i,0.00079997-0.00048667i,0.00056812-0.0010128i,-9.0478e-05-0.001447i
0.00025906+0.00056532i,0.00022576+0.0019691i,-1.1528e-05+0.0022345i,-0.0010465+0.0013426i,-0.0015526+0.00013689i,-0.0016044-0.00056097i,-0.0022239-0.00041454i,-0.0014907-0.00071417i,-6.785e-05-0.00017103i,-0.00018828+0.00018545i,0.00017673-0.00017634i,0.00080346-5.2518e-05i,-0.00023661+0.00027514i,-0.0010728+0.00027262i,-0.00044331-0.00038056i,0.00047279-0.00061101i,0.00037228-0.00025794i,-0.00019487-0.00021388i,-8.6747e-05-0.00061045i,0.00061652-0.0011305i,0.0011673-0.0011968i,0.0011431-0.00014342i,0.00052905+0.00022141i
0.00083236+0.00056945i,0.0010595+0.00024816i,-0.00017635+0.00054929i,-0.00084438+0.00031402i,-7.4731e-05-0.00016986i,-0.00033962+0.00023146i,-0.00039007+0.00080038i,-5.9068e-05+0.0013796i,-1.2003e-05+0.0012048i,-1.2981e-05+0.00085326i,0.00045994+0.00049358i,0.0012146+0.00054971i,0.0014585+0.00079834i,0.00089517+0.00038888i,0.00016386-0.00018504i,0.00014812-6.0773e-05i,0.0010554-1.1262e-06i,0.0015443-0.00033075i,0.00098259-0.00019204i,0.00097526+0.00035681i,0.001381+0.00038852i,0.00084585+0.00038132i,-0.00038077+0.00080703i
0.0018184-0.00015829i,0.00097889+0.00046457i,0.00071191+0.00025239i,0.0010626+0.00089354i,0.0010254+0.0011453i,-0.00013743+0.0011359i,-0.0010941+0.0013619i,-0.00082592+0.00059879i,-0.00019805-9.2522e-05i,-4.7173e-05-0.0002563i,-5.0797e-05+0.00026197i,-3.3561e-05+0.00032451i,-0.00045857+3.2037e-05i,-0.00039113-0.00052059i,0.00011713-0.0011435i,-0.00037051-0.00048424i,-0.00040648+0.00021312i,0.00065775-0.00038052i,0.00046907-0.00019551i,-6.6672e-06+0.00025385i,0.00016632-0.00023426i,-0.00021331+5.0396e-05i,-2.1673e-05-0.00048988i
0.00092872+0.0020865i,0.0013356+0.0029816i,0.00051862+0.0025338i,-0.00047707+0.00073663i,-0.00014369-0.00015811i,-0.00069332-0.0010318i,-0.0010571-0.00072486i,-0.00038065+0.00019004i,-6.2017e-05+0.0001441i,6.0007e-05-0.00037453i,0.00063687-0.00097388i,0.00085-0.0006612i,-0.00059116+0.00040478i,-0.0010745+0.00067553i,-0.00034532+0.00046212i,-0.00014285+0.00044087i,-0.00043031+7.9621e-05i,-0.00027287-0.00010209i,-0.00010304-2.1778e-05i,0.00028432+0.00019082i,0.00038457-0.00011303i,0.00044667-0.0005217i,0.0006572+9.3201e-05i
-0.0010809+0.0018618i,-0.0017461+0.0030908i,-0.0011967+0.0029096i,-0.0012761+0.0020722i,-0.0012893+0.0012116i,-0.00096574+0.0004751i,-0.0012703-0.00060636i,-0.00082816-0.00024062i,-0.0003021+0.00040061i,-0.00072149-1.0887e-05i,-1.9508e-05+0.00042588i,0.00069318+0.00086563i,0.0001973+0.00086144i,0.00033698+0.00093023i,0.00012379+0.00075577i,-0.00051486+0.00018614i,-0.000558-0.00023635i,-0.00074962-0.00088114i,-0.00042205-0.0005989i,0.0001317+0.00037442i,0.00092623+0.0010147i,0.0010546+0.00069974i,0.00050832+5.582e-05i
-0.00094816+0.00039731i,-0.00031561+0.00066953i,0.0013266+0.0020249i,0.0010015+0.0021582i,0.00058675+0.0010398i,0.00059556+0.00036156i,0.00039491+0.00016996i,0.0004986+9.0902e-05i,0.00052968+0.00034249i,0.00038728+0.00071758i,0.00025254+0.00098711i,0.00046054+0.00059322i,0.0007757+0.00084674i,-0.00014328+0.0013608i,-0.00043116+2.6872e-05i,0.00043734-0.00090018i,0.00026081-0.00039355i,-0.00054591+2.5559e-05i,-0.00044041-0.00019337i,-6.1258e-05-0.00027527i,0.00043163-0.00029274i,0.00063891-0.00036791i,0.00046346-0.00067058i
-0.00043757+1.1075e-06i,-0.00019893+0.0015067i,0.00061637+0.0032924i,0.0001368+0.0025201i,0.00061174+0.0015323i,0.00077803+0.00071886i,0.0003153+0.000511i,-9.4848e-05+0.00096363i,-0.00061586+0.00033697i,-0.00064028-0.00023902i,-0.00072697+0.00015989i,-0.0005952+0.00053336i,-0.00045936+0.00036022i,-0.00036104+0.00056758i,-0.00015123+0.00045101i,-0.00032392-0.00015297i,-0.00031059-0.00014995i,-0.00020231-0.00044153i,-3.0873e-05-0.00087248i,0.00010504-0.00083369i,-1.2358e-05-0.00078223i,-0.00010955-0.00094802i,-2.2636e-05-0.00090901i
0.00043559+0.00016745i,0.0016697-0.00036017i,0.0018433+0.00096721i,-3.7387e-05+0.0019978i,-0.0006919+0.0014955i,9.8176e-05+0.0011759i,-6.3095e-05+0.00089844i,1.8402e-05+0.00068941i,-9.2397e-05+0.00068824i,-0.00033496+0.0008601i,4.108e-05+0.0008767i,-1.0352e-05+0.0002895i,0.00039699-0.00028774i,0.00055906-0.00048921i,-0.00025451-0.00090978i,-0.00041435-0.00030381i,0.0002856+0.00011814i,0.00076623-0.00018574i,0.00053971+0.00012624i,-2.4357e-05-0.00026409i,-0.00027709-0.00054211i,0.00040123-0.00034256i,0.0007599-3.4638e-05i
-0.0010645+0.0011424i,0.00021567+0.0026902i,0.00059405+0.0023421i,-0.00038857+0.0013926i,-0.00038734+0.00099652i,-0.00029089+0.00072272i,-0.0011365+0.00031498i,-0.0014823+0.00016931i,-0.0011932+0.0013446i,-0.00016098+0.001794i,0.00035388+0.0015301i,0.00013501+0.0018231i,0.00021945+0.0012844i,0.00011446+0.00050666i,-0.00040895-7.288e-05i,-0.00083637-0.00045093i,-0.00071511-0.00035683i,-0.00041628+3.9647e-05i,0.00031663+0.00074544i,0.00047026+0.00078543i,-0.00041214+0.0003464i,-0.00039009+0.00043295i,0.00025324+0.00040779i
5.5655e-05+0.0015524i,0.00088377+0.0017679i,0.00034277+0.001524i,-0.00035779+0.00032486i,-0.00011728-0.0005507i,-0.00074578-0.00032533i,-0.0016097-0.0010259i,-0.0011719-0.0010855i,-5.1653e-05-5.7625e-05i,0.00062851+5.3384e-05i,0.00035373-8.2995e-05i,-0.00032231-0.00061328i,0.0002021-0.00066736i,0.00058892+0.00010046i,0.00042988+5.8879e-05i,0.00057663-0.00018164i,0.00076901-0.00058725i,0.00050635-0.00088183i,0.00012068-9.3451e-05i,0.00015479+0.00044079i,-0.00015549+7.4631e-05i,0.00020009-0.00014597i,0.00053291+0.0012886i
-0.0014732-0.00076097i,-0.0008662+0.00076475i,0.00082372+0.002508i,0.0017958+0.0019538i,0.001579+0.0010185i,0.0010919-1.539e-05i,0.00022118-0.0010663i,-0.00086766-0.00052834i,-0.00064035+0.00041616i,-0.00013623+0.0011473i,-0.00058155+0.0015079i,9.6873e-05+0.0010119i,0.00092189-8.8748e-05i,0.0004412-0.00059123i,0.00027569-0.0010957i,0.001174-0.00085869i,0.0013326+0.0002642i,0.00011187+3.6618e-06i,-0.00011788-0.00032722i,0.00031894-0.0001632i,-0.00024235-0.00037719i,-0.00056633-0.00025819i,-0.00065694-0.00017625i
0.00050238+0.0010705i,-8.1154e-05+0.0018382i,-0.0012876+0.001841i,-0.0013673+0.0011799i,-0.00025117+0.001024i,-3.3167e-05+0.0013656i,-0.00085721+0.00082106i,-0.00024017-0.00045513i,0.00045091-0.00072722i,-0.00011619-1.94e-05i,-0.00021487+0.0013303i,0.00026121+0.0013823i,0.00074233+0.00068025i,0.00028527+0.00029978i,2.7708e-06+0.00032164i,-0.0001471-3.0891e-05i,0.00011166-0.00043511i,0.00066721-0.00081822i,0.00016013-0.0012788i,-7.1094e-05-0.0008829i,0.00028693-0.00050174i,0.00023859-3.3758e-05i,-0.00011504+0.00015584i
2.2195e-05+0.00077311i,0.00041246+0.0016221i,0.00079761+0.001677i,0.0014028+0.0012176i,0.0013627+0.0013376i,-3.1139e-05+0.00084402i,-0.00073822+0.00033042i,6.5164e-05+0.00021495i,0.00019206-0.00026181i,-0.00029088-0.0008585i,-0.00027744-0.00055198i,-7.956e-05-0.00053399i,0.00080349-0.0010348i,0.0013364-0.0012461i,0.00036765-0.00078156i,-0.00041888+0.00011883i,-5.3887e-05+0.00059066i,0.00016528+0.0005189i,-0.00020137+0.00059397i,-0.00031426+0.00060058i,0.00036669+0.00056935i,0.00078187+0.00034312i,0.00073995-0.00077374i
-0.0020082+0.0027784i,-0.0013688+0.0031065i,-0.00012065+0.0021769i,0.00047229+0.0019607i,0.00014126+0.0014468i,2.1104e-05+0.00092904i,-0.00024121+0.00049801i,-0.00038883+8.3515e-05i,-0.00056978+0.00035094i,-0.00044008+0.0010942i,-0.00022731+0.0011016i,0.0003803+0.00046966i,0.00072804-7.347e-05i,0.00082801-0.00030858i,0.00040809-0.00031451i,-0.00018047-0.00019337i,0.00011549-0.00017927i,0.00049287+5.858e-05i,0.00076226+0.00028975i,0.00060798+0.00017411i,0.00035827+0.00052066i,0.00075918+0.00045495i,0.0012448+5.951e-05i
0.00025347+0.0021141i,0.00044077+0.0017009i,0.00091265+0.0014848i,-8.8642e-05+0.0010038i,-0.0013147-0.00036747i,-0.0015957-0.001217i,-0.0020168-0.00057924i,-0.0020854+7.9955e-05i,-0.0013029+0.00074406i,-0.00063728+0.0011094i,0.00023013+0.0011892i,7.6308e-05+0.0011038i,-0.00064429+0.00027462i,-0.001013-0.00054322i,-0.0013306-0.00061817i,-0.00079053-0.0002093i,0.00039956+2.3744e-06i,0.00036501-0.00085834i,0.00039306-0.0012268i,0.0009928-0.00097807i,0.00050154-0.0010567i,0.0002806-0.00093106i,0.00087653-0.00037519i
0.00099857+0.0020041i,0.00079073+0.0012105i,0.00088815-3.735e-05i,0.000458-0.00082764i,-0.00082933-0.0010409i,-0.0013969-0.00022763i,-0.00039713+0.00022733i,0.00062945+0.00051633i,0.00013585+0.00050882i,-0.00042942+0.00015436i,-0.0003267+0.00040722i,-0.00010196+0.00034331i,0.00016045+3.7879e-05i,-0.00034466-0.0001471i,-0.00057868-0.00043189i,0.00023839-0.00082217i,0.00077443-0.0012416i,0.00061157-0.0011352i,0.00012192-0.00052787i,-0.00058177-0.00035966i,-0.00066653-0.00059242i,-0.00058456+5.0116e-05i,-0.00047526+0.00094868i
0.00086202+0.0030976i,0.0017871+0.0026917i,0.0024474+0.0021225i,0.0018998+0.0015724i,0.0008893+0.00048607i,0.00053067-0.00049609i,-0.0001252+0.00013155i,-0.00060319+0.00076504i,3.803e-05-4.0328e-05i,0.00029036-4.592e-05i,0.00012651+0.00023342i,0.0002598+0.00018473i,0.00021117+0.00013396i,-0.00071599+0.0010568i,-0.00090001+0.0014832i,-0.00070555+0.00070786i,-0.00062434+0.0001905i,0.00058486+0.00080715i,0.00047874+0.00068488i,-0.00031263-3.3634e-05i,-0.00013559-0.00043809i,0.0009144-0.00046684i,0.0012823-0.00043914i
0.0010728+0.00045232i,0.0016382+0.00092454i,0.0019011+0.0009474i,0.00088696+0.0009794i,-0.00019202+0.0010858i,-0.00013697+0.001205i,-4.6351e-05+0.00061933i,-0.00033508+0.00012402i,-0.00097929+0.00026028i,-0.00041605-0.00022973i,0.00082413-0.00065832i,0.0014168-0.00042882i,0.0010078-0.00011514i,0.00011494+0.00076961i,-8.719e-05+0.0010905i,0.00019586+0.00034207i,-0.0003247-2.1747e-05i,-0.00042848-0.00045099i,-0.00012342-0.00042514i,-0.00011934-0.00048573i,7.934e-05-0.00082893i,-0.00028931-0.00069545i,-0.0005539-0.00034786i
0.00040296+0.0024586i,0.00058338+0.002743i,0.00036937+0.0013835i,0.00043318+3.055e-05i,-0.00050672-0.00099722i,-0.0019257-0.0016803i,-0.002219-0.0013949i,-0.0016667-0.00062611i,-0.0010042-0.0003035i,-0.00060365-0.0001874i,-0.00024991+0.00011567i,-0.00068086+3.431e-05i,-0.0013306-0.0010052i,-0.00076367-0.00087707i,8.4405e-05+6.7429e-05i,4.9518e-05+0.00038007i,9.1769e-06+0.00023883i,0.00014929-7.9849e-05i,-0.0002084-0.00044883i,-0.0003232-0.00012677i,-9.2372e-05+0.00029288i,9.2224e-05+3.659e-05i,0.00031775+0.00032796i
0.00090183-0.00059786i,0.00085175+0.00071433i,0.0002045+0.00097793i,-0.00040074+0.001368i,-0.0007564+0.0016629i,-7.595e-05+0.0014439i,0.00049826+0.0015451i,-1.7156e-05+0.0010949i,0.00011325+0.00092978i,-0.00026889+0.0011905i,-0.00028838+0.00097307i,-2.4254e-05+0.00085363i,7.25e-05+0.00073926i,0.00051979+0.00031869i,5.9356e-05-0.00016538i,-0.00063142-7.8894e-05i,-0.00033606-0.00010671i,0.00026181-0.00019143i,0.00032927-4.4029e-05i,-0.00018953+0.00030392i,-0.00042629+0.00091299i,-0.00042217+0.0011758i,-0.00062329+0.00060275i
0.0027904-0.00044986i,0.0020454-0.00064849i,0.00073465-0.00011606i,0.00016946-0.00085583i,1.7756e-05-0.00072792i,-0.00078674+0.00090345i,-0.0002907+0.0021571i,-5.5316e-05+0.0019405i,-0.00037352+0.0011279i,-0.00074772+0.00078172i,-0.001383+0.0003817i,-0.0007046-0.00014732i,0.00056468-0.00019022i,0.00082842+0.0011457i,0.00017461+0.0013899i,-0.00015695+0.00080063i,-2.1655e-05-0.00022022i,1.1058e-05-0.00029062i,-0.00015864+0.0006373i,-7.3367e-05-7.5306e-05i,-0.00010497-0.0010807i,-0.00048838-0.00091801i,-0.00090036-0.00021652i
-0.0014423-0.00012102i,-0.0011556+0.00034432i,-0.00099964+0.00063303i,-0.00014774+0.00048205i,0.00022485+0.00076977i,3.543e-05+0.00072804i,-0.0004847-8.3108e-05i,-0.00076636-0.00028894i,-0.00055989+0.00010658i,5.1761e-05+0.00040016i,0.00013341+0.00091369i,-0.00065949+0.00073418i,-0.00054135+9.0855e-05i,0.00034068+6.0459e-05i,0.00038216+0.00011636i,0.0001828+2.8314e-05i,0.00032767-0.00024038i,0.00012145-7.1877e-05i,0.00032518-0.00033251i,0.00072356-0.00096069i,0.00047075-0.00080727i,0.00061474-0.00033738i,0.00085931-0.00010794i
