-0.0022109+8.8647e-05i,-0.0020511-0.0010635i,-0.0015124-0.0010121i,-0.0014937-5.2184e-05i,-0.0010501-6.3907e-05i,-0.00016508-0.00011159i,7.7922e-06+0.00053177i,0.00045289+0.0010363i,0.0012475+0.00026874i,0.00046792-0.00064221i,0.00024224-0.001041i,0.00039984-0.0012897i,3.3576e-05-0.0011481i,5.4398e-05-0.00084652i,-9.3484e-06-0.00072025i,-0.00046742-0.0006303i,-0.0005337-0.00039118i,7.9679e-05-0.00021914i,0.00079394-5.9147e-05i,0.00034698-0.00026825i,-0.00054256-0.00010716i,-0.0013755+0.00052433i,-0.00085778+0.00036237i
-0.00041574-0.0011631i,-0.0021331+0.00045463i,-0.0027402+0.00085283i,-0.0021319+0.00071226i,-0.00089985+0.0012013i,-0.00033159+0.0017628i,0.00011074+0.0011717i,0.00096498+0.00055016i,0.00096304+0.00040526i,0.00044664+0.00033836i,0.00043647+0.00070853i,0.00030011+0.00093501i,0.00019485+0.00066511i,0.00056854+0.00051523i,0.00056+0.00034607i,0.00055321+3.4801e-05i,0.00064317-0.00010588i,0.00059688-0.00027447i,0.0002977-0.0010043i,-0.00047853-0.00078232i,-0.00067585-0.00057548i,-0.00070173-0.00040159i,-0.00073222+0.00053125i
0.00086815-0.00022931i,-0.00029338-0.00039748i,2.0842e-05-0.0015049i,0.0006219-0.0014495i,0.00052921-0.00094779i,0.0011182-0.00070815i,0.00097209+0.00036057i,0.00052738+0.00078864i,0.00075239+0.00019125i,0.00050009+0.0002991i,0.00025021-1.2991e-05i,-0.00014527-0.00058348i,0.00025924-0.00047754i,0.00020733-2.9765e-05i,-0.00018053-0.00069786i,-7.1542e-05-0.0013449i,-0.00033636-0.00061359i,-0.00023663+0.00025506i,2.5319e-05-8.8084e-06i,3.0274e-05+6.469e-06i,0.00020257+0.00010389i,0.00045146-0.00010732i,0.00072298+0.00029599i
0.0034337-0.0011017i,0.0025057-0.0011786i,0.0014196-0.00041685i,0.0011198-0.00038618i,0.00075448-0.00090977i,-0.00038473-0.00034938i,-0.00081318-0.00040742i,-0.00045145-0.0006747i,-0.00057262+0.00025507i,-0.00074777+0.00028282i,-0.00015921-0.00065128i,8.8548e-05+8.3507e-06i,-0.00086129+0.00077333i,-0.0018512+0.00031227i,-0.001785+5.2934e-05i,-0.0016117-3.9876e-06i,-0.0010494-0.00033272i,-0.00017398+0.00011818i,0.0012205+0.00025007i,0.0012559+0.00031244i,0.00060071+0.00057775i,0.00010129+0.0006714i,-0.00043429+0.00056535i
-0.0014893+0.00081416i,-0.0011132+0.0030998i,0.00018508+0.0033127i,0.00052042+0.0019002i,0.00078029+0.00074475i,0.0010767+0.00020319i,0.00087506+0.00011478i,0.0006727-0.00057564i,0.00029854-0.00063453i,-4.8384e-05+0.00026206i,-4.0408e-05+0.00083983i,0.00046437+0.00085829i,0.00050476+0.00073188i,0.00036139+1.6251e-05i,0.00014502-0.00032753i,0.00057034-0.00022256i,0.00041923-0.00062215i,0.00017648-0.0010351i,0.00085784-0.00074617i,0.00062985+0.0002354i,-0.00039594-0.00017009i,-0.00028743-0.0012496i,-0.00018425-0.0010293i
0.0010412-0.002097i,-0.00065515-0.0017444i,-0.001502-0.0016475i,-0.00079526-0.0017615i,-0.00029309-0.0015457i,-0.00093556-0.00094329i,-0.00079645+0.00039018i,-0.00053724+0.0010989i,-0.00068931+0.00053731i,-6.4759e-05-0.0004738i,-0.00021172-0.00056072i,-0.00069236-0.00034248i,-0.00019948+5.8578e-05i,-0.00063026+0.00050366i,-0.00072288+0.00046855i,5.3397e-05-0.00020117i,0.00040357-0.00040147i,0.00016447+0.00073125i,-0.0007333+0.0010566i,-0.00039802-0.00011098i,0.00014512-0.00094044i,0.00032665-0.0010867i,0.00017759-0.00038139i
-0.0015023+0.001001i,-0.0011275+0.00062132i,9.5289e-05+0.00096406i,0.0014177+0.00067521i,0.0017199-0.00023927i,0.001364-0.0002974i,0.00079675-7.7463e-05i,0.00016526+0.00040331i,-9.3231e-05+0.0013139i,-5.8791e-05+0.00034958i,0.00091897-0.00094533i,0.0011819-0.0005284i,0.00077407-0.00048166i,0.00095736-0.0015813i,0.00089985-0.0014896i,0.00074007-0.00096826i,0.0011193+2.5328e-05i,0.00057513+0.00021965i,-0.00050639-0.00054442i,-0.0006928-0.00049139i,-0.00046118-0.0010478i,-0.00029191-0.0011179i,-6.0837e-05-5.6558e-05i
0.001416-0.00087084i,0.0019205-0.00093539i,0.00093889-0.00105i,-0.00053687-0.00045504i,-0.00031519-0.00050044i,-2.7498e-05-0.00034512i,-0.00060203-0.0003016i,-0.00031377-6.5631e-05i,0.00011657-0.00011284i,-0.00013397+0.00017827i,-0.00027125+0.00049691i,-0.00069353+9.5847e-05i,-0.00079709-0.00030453i,-0.0006751-0.00040206i,-6.8566e-05-0.00016932i,0.00022236-0.0003514i,2.6398e-05-0.00033339i,7.1586e-06+0.0001774i,0.00022802+0.0007415i,-8.0615e-05+0.0005688i,-0.00093518-0.00067287i,-0.00061747-0.0001893i,-0.00025168+0.00068489i
3.6058e-05-0.00032845i,-0.00098988+0.00056803i,-0.001173+0.00057963i,-0.00081692+0.00083665i,-0.00036166+0.00050649i,-6.6035e-05+0.00040826i,0.00038744+0.0003588i,0.00074606+0.00017597i,0.00073281-0.00053393i,0.00027218-0.001163i,-0.00068814-0.00051598i,-0.0004722+0.0007308i,0.00099488+0.0012872i,0.00077021+0.00082318i,-0.00013269+3.3794e-06i,-0.00090322-0.0005154i,-0.00088946-0.0011827i,8.4211e-05-0.0010101i,0.00040674-0.00025417i,0.00031501-4.3325e-05i,0.00028414-0.00037537i,-8.6334e-06-0.00043855i,8.8801e-05+0.00010577i
-0.00073797+0.00060685i,-0.0014018+0.0013954i,0.00034173+0.0010382i,0.0010546+9.1428e-05i,0.00027731-0.00041179i,0.00019243-0.00024058i,0.00071712+0.00060963i,0.00041669+0.00079983i,0.00014747-0.00011304i,-0.00038398-9.837e-06i,-0.00045993+0.00071139i,-9.8441e-05+0.00074434i,-0.00038239+0.00015715i,-0.00032242-0.00029995i,-0.00015436-0.00024097i,-0.00033272+0.00028475i,-0.00065431+8.7718e-06i,-0.00042816-0.0006115i,0.00018453-0.00014382i,0.00033901-4.0535e-05i,0.00025944-0.00056332i,0.00020073-0.00084599i,-0.00023804-0.00051044i
0.00092359-0.0013158i,-0.00037891-0.00060132i,-0.0011894+0.00025475i,-0.0012009+0.00031523i,-0.0011505+0.0001967i,-0.0001281+0.00060976i,0.0011274+0.00054982i,0.00053492-0.00023467i,-0.00052867-0.00034241i,1.0737e-05+0.0001441i,0.00041401-0.00031336i,0.00039578-0.00090166i,0.00045191-0.00038604i,0.00055447+0.00033048i,5.4348e-05-0.00035818i,0.00016384-0.00012132i,0.00088251+0.00053023i,0.00067638+0.00055965i,0.00031074+0.00073126i,0.00013397+0.00070552i,0.00073842-0.00010306i,0.00062727-0.00035803i,-0.00051908-0.00037201i
-0.0017353+0.0013252i,-0.0022051+0.00011535i,-0.00055997-0.00063946i,0.00067554-0.00093096i,0.00046817-0.00066398i,-2.6751e-05-0.00059863i,-0.00014318-0.00010638i,-0.00026049+0.00075317i,-0.00028147+0.00028491i,-0.00014757-0.00053451i,-0.00019857-0.00039218i,-0.00034575+0.00012707i,-0.00039172-0.00011515i,-0.00045701-0.00033384i,-0.00024466+8.7277e-05i,-0.00020903+3.8101e-05i,-0.0003155-0.0003087i,0.00011434-0.00072907i,0.00028678+0.00029778i,2.9646e-05+0.0010621i,0.00033707+0.00022133i,0.00065206-0.00040393i,0.00035435-0.00097978i
0.0016672-0.00074299i,0.0015448-0.00065606i,0.00046235-0.00062729i,-6.2168e-05-0.00063401i,5.9859e-05-0.00090249i,0.00010074-0.0011892i,-0.00048814-0.0010643i,-0.00061461-0.0006074i,0.00012999-0.00033174i,0.00012106-1.5568e-05i,-0.00038418-0.00035638i,-0.00016588-0.0015108i,0.00046443-0.0010039i,0.00032416+0.00034439i,-8.0555e-05+0.0006985i,4.9057e-05+0.00060298i,-0.00049217+0.00028616i,-0.00098919-5.3146e-05i,-3.8333e-05-0.00042605i,0.00053453-0.00035256i,-1.8517e-06-0.00042716i,-0.00048752+0.00010044i,-0.00037237+0.00016331i
-5.3758e-05-0.0027434i,-0.00078452-0.0020696i,-0.0015022-0.0007973i,-0.00054708+0.00016395i,0.00061991+0.00013328i,0.00044401+0.00013046i,-0.0003603+0.00045074i,-0.00059486+0.00023571i,-4.5058e-05-0.00036926i,0.00014128-3.2476e-06i,0.00027974+8.231e-05i,0.00043321-0.00041039i,0.00049985+8.083e-05i,0.00029327+0.00025225i,0.00032762-0.00025782i,0.00050569-0.00034475i,0.0007-0.00029895i,0.00097776+0.0003784i,0.00056427+0.00081882i,0.00014135+9.2623e-05i,0.00030498+3.8488e-05i,8.9699e-05+7.9796e-05i,1.4742e-05+7.4946e-05i
-5.2462e-05+0.0010938i,0.00011333+0.0014597i,0.00059908+0.0012282i,0.0010819+0.00092643i,0.0012953-8.1213e-05i,0.0012549-0.0012197i,0.00068956-0.0011286i,-4.5418e-05-0.00054921i,-0.00023157+0.00014037i,0.00052237+0.00046583i,0.0011105+0.00017568i,0.00055241-0.00035227i,-0.00029417-0.00069708i,-0.00049299-0.00093479i,0.00030508-0.0012717i,0.00035054-0.0011724i,0.00030428-0.00078717i,0.00043611-4.1009e-05i,-0.00031818+0.00031846i,-0.0011318-0.00046587i,-0.0003909-0.00083518i,0.00059917-0.00054492i,0.00046097-0.00070757i
-0.00026928-0.00027242i,-0.0016537+0.00046605i,-0.0025848+0.00058661i,-0.0018917+0.0010154i,-0.00071296+0.0011392i,0.00033859+0.0001525i,0.00087624-0.00032596i,9.9673e-05+4.3126e-06i,-0.00052422-5.8356e-05i,2.0915e-05-1.7672e-05i,0.00012667+0.00088826i,-0.00014686+0.00059776i,0.00047887-0.00053023i,0.00091883+2.5089e-05i,0.0007563+0.00068189i,0.00071014+0.00046894i,0.001028+0.00046033i,0.00098874+0.00048728i,0.00049588+6.7085e-05i,0.00046304-0.00057681i,0.00055105-0.00081868i,0.0010032+0.00013273i,0.00066368+0.00049394i
-0.002842+0.0001416i,-0.0030929+0.00092328i,-0.0023616+0.0021829i,-0.00068674+0.0024943i,0.0013033+0.0016215i,0.0015071+0.00028942i,0.0008646-0.00032379i,0.00010123-0.00016986i,-0.00022265+0.00080795i,2.9847e-05+0.00097461i,0.00048922+0.00057854i,0.00057189+0.00066217i,0.00049051+9.3549e-05i,0.00088939+0.00017756i,0.0010328+0.00042383i,0.00097714-0.00094369i,0.0007753-0.0019801i,0.00065425-0.0011718i,0.00032966+0.00034112i,0.00031938+0.00096558i,0.00074721+0.0012358i,-0.00021034+0.0001941i,-0.00014356-0.00065647i
0.00056077-0.0014195i,-8.8999e-05-0.0009552i,-0.00076972-0.00062724i,-0.00042562-0.00020578i,-0.00077027-0.0010053i,-0.00022652-0.0018605i,0.0007785-0.00079797i,0.00033406-7.5621e-05i,-0.00092132-8.4721e-05i,-0.0010918-0.00020019i,-0.00048989+0.00015563i,-0.00022769+0.00010944i,-9.2147e-06-0.0005303i,-9.6788e-05-0.00078277i,-5.5047e-05-0.00058775i,0.00015489-0.0010319i,0.0002259-0.00080034i,-0.00034305-9.4613e-05i,-0.00068001-0.00038777i,-4.7647e-05-0.00010216i,0.00050336+0.00059748i,0.00031268+0.00044342i,0.00031696+0.0001007i
-0.0011409+0.00074982i,-0.001438+0.00043258i,-0.0012237+0.00085416i,-0.00098921+0.00068319i,0.00033096-0.00014947i,0.0013624-0.00032687i,0.00018566-0.00047885i,-0.00029935-0.00089444i,0.00015337-0.0010703i,0.00054319-0.0011824i,0.00065226-0.00020837i,0.00038054+0.00031887i,3.5778e-05-0.0003304i,-0.00019302-0.00021693i,-0.00030707-1.7884e-05i,9.2471e-05+0.0002771i,0.00026443+0.00046713i,0.00027108+6.9433e-05i,-0.00049044-0.00052729i,-0.00096992-0.00016294i,-0.00053739+0.00055257i,-0.00027219+0.00067671i,0.0002223+0.00061255i
-0.00066603-0.00094493i,-0.00090462-0.00048709i,-0.0010728+0.00010386i,-0.00019262+0.0010819i,0.00027289+0.0014258i,-0.00028658+0.00058469i,-0.00021634+0.00016807i,0.00042595+0.00019726i,0.00054925-0.00056299i,1.4372e-05-0.0009951i,-6.2683e-06-0.0011524i,0.0003698-0.00058406i,0.00056391+0.00027744i,0.00028927+0.00020544i,0.00038931+0.00016365i,0.00020744-0.00047439i,-9.1903e-05-0.00093613i,-4.2072e-05-0.00087795i,-0.0002361+5.8344e-06i,-0.00054167+0.00032932i,-0.00043156-0.00025352i,-0.00045484-0.00026882i,-0.00086186+0.00028727i
-0.00080293-0.0014098i,-0.0010419-0.0023259i,-0.00069816-0.0017507i,-4.8479e-05-0.0010134i,0.0011664-0.00066913i,0.0020198-0.00047968i,0.0010193-0.00069826i,-0.00016919-0.00021895i,-0.00051542+0.0001629i,-0.00035102+5.0837e-06i,0.00034854+0.00056471i,0.0010537+0.00084861i,0.00058699+0.00054523i,4.2664e-05+0.00020411i,0.00068969+0.00028514i,0.00097429+5.3547e-05i,0.00044018-0.00023551i,0.00016337-0.0002332i,-4.8697e-05-0.00062437i,0.00023837-0.0010087i,0.00033668-0.00077555i,3.5875e-05-0.00027151i,-0.00069497-0.00051242i
-0.0010043-0.00054131i,-0.0015788+0.00068419i,-0.00062743+0.0010744i,0.00053391+0.0007872i,0.00063254+7.0969e-05i,0.00035229-0.0012805i,-0.00042971-0.0019178i,-0.00059115-0.00082811i,0.00020993+0.00044809i,0.00082052+0.00029225i,0.0006749+0.0004325i,8.1974e-05+0.00081905i,-0.00046913-0.00022937i,2.7915e-05-0.001255i,0.00044199-0.0012761i,3.7806e-05-0.0005184i,0.00025956-0.00052401i,0.00017977-0.00043604i,-6.6229e-05-0.00049252i,-1.6144e-05-0.0011497i,0.0001459-0.00083031i,0.00024873-0.00039838i,-0.00018355-0.00028102i
0.0002039-0.00016746i,-0.0011698+0.00020015i,-0.0013348+0.00041398i,-0.00053243+0.00048899i,0.00031784+0.00045489i,0.00070187+0.00050925i,0.00041673+0.00050996i,3.5987e-05+0.00060121i,4.3928e-06+0.00062571i,0.00076485+0.00021942i,0.00097226-5.2685e-05i,0.00010341+1.5749e-05i,4.7469e-05+0.00038025i,0.00047589+0.00061312i,0.0002403-0.00039888i,-0.00015615-0.00087354i,-0.00038794+0.00012294i,-0.00040011-0.00021091i,0.00019717-0.00089732i,0.00094097-0.00011505i,0.0010922+0.00061773i,0.0003889+0.00037028i,-0.00030895-0.00010867i
-0.00033562+0.0010662i,-0.0002184+0.0012046i,0.00022194+0.00082466i,0.00097688-7.2053e-05i,0.001449-0.00097217i,0.00099363-0.001111i,-0.00015384-0.00089063i,-0.00084819-0.000916i,-0.00071276-0.0006604i,-0.00042007-0.00063559i,-0.00021432-0.0004987i,-0.00017727-6.8784e-05i,2.3052e-05+0.00020012i,0.00042149-0.0004905i,0.00047397-0.0012151i,0.0010241-0.0016642i,0.00070212-0.0017977i,0.00045951-0.0011984i,0.00068984-0.00024787i,0.00061574+0.00018708i,-0.00014533+0.00016287i,-0.0010394-0.00041263i,-0.0005244-0.00078528i
-0.00094038-0.00082101i,-0.00069486-0.00082671i,-0.00026633+0.00080929i,0.00024947+0.0013563i,0.00048204+4.9117e-05i,0.00058122-0.0010157i,0.00015971-0.00069448i,-0.00018177+0.00015806i,4.9536e-05+0.00048461i,0.00040216-0.00036299i,0.00015956-0.001062i,8.9209e-05-0.00049953i,-2.151e-05-0.00012733i,-0.00042672+3.6357e-05i,-0.00024784-0.00023609i,-6.8972e-05-0.0017277i,0.0011085-0.0019353i,0.0013465-0.00052324i,0.00032025-0.00021759i,-0.00035891-0.00055608i,9.6255e-05-0.0003781i,0.00044271-2.4429e-05i,0.00015059-0.00014193i
0.0018349+0.00016292i,0.0022909+0.00068832i,0.0022163-0.00021356i,0.0019626-0.0016891i,0.0015872-0.0011949i,0.0006312-0.00041113i,0.00011056+0.00018881i,-0.00027075+8.4457e-05i,-0.0001305-0.00077433i,-0.0002516-0.00079722i,-0.00066876-0.00052719i,-0.0010754-0.00057075i,-0.00091988-0.00092546i,-0.00042733-0.001024i,-0.00045039-0.00084693i,0.00021035-0.0012097i,0.00073584-0.0013925i,0.0001698-0.000471i,-0.00085356+0.000249i,-0.0010846+0.0004347i,-0.00034377-9.7194e-05i,0.00011598-0.00069908i,0.00023002-0.00051136i
0.0014319+0.00053351i,0.00091761+0.00026563i,0.00058508-4.0235e-05i,0.0011538-0.0006565i,0.0013555-0.0011874i,0.00047682-0.0013567i,-2.953e-05-0.00084282i,0.00026841+0.00051185i,0.0010833+0.0011554i,0.0014438+0.0008471i,0.00062258+0.00091654i,-0.00021201+0.001029i,-0.00051983+0.0007384i,-0.0004326+5.7317e-05i,-0.00032106-0.00029531i,0.00020999-0.00051091i,0.00087219-0.00085993i,0.00032866-0.00073811i,0.00018832-0.00026481i,0.00013217+0.00032681i,-0.00045045+0.0004443i,-7.663e-05+0.00036548i,0.00045577-0.00054398i
6.6421e-05+0.0012384i,0.0011039+0.0011824i,0.0011182+0.0011209i,0.001121+0.00069708i,0.0018112+0.00029783i,0.0016283-0.00088683i,0.00055059-0.0013326i,0.00010672-0.00021607i,0.0004817+0.00089297i,0.00048924+0.00095387i,-7.7237e-05+0.00057605i,-0.00038791+0.00078094i,-0.00033705+0.00089379i,-0.00053751+0.0002295i,-0.00058975-4.3587e-06i,9.0696e-05-0.00016233i,0.00010161-0.00029064i,-0.00024731-0.0001158i,-0.00043782-0.00039267i,-0.00051295-0.00079364i,-6.5212e-05-0.00069531i,0.0001762-1.0286e-05i,3.8706e-05+0.00047076i
-0.00024752-0.0014663i,-0.0014368-0.00060058i,-0.0023751+0.00026793i,-0.002006+0.00042515i,-0.00066733-0.00011018i,0.00027141-0.0002922i,0.00055471-0.00043001i,-0.00014604-0.00094499i,-8.2999e-05-0.00099406i,0.00030476-0.00028905i,-0.00015717+4.1031e-05i,-0.00011061+0.00038824i,0.00066939+0.00059825i,0.00053952+0.00065714i,-0.0002164+3.0105e-05i,1.3526e-05-0.00060858i,5.1467e-05-0.00099382i,0.00033181-0.0014504i,0.001004-0.00038314i,0.00089211+0.00082256i,0.00089658+0.0006474i,0.00055413+0.00060357i,-0.00033164+0.00042394i
-0.00057277+9.1207e-05i,-0.0013512+0.00016992i,-0.0016963+0.00080058i,-0.00039904+0.00092945i,0.0010298+1.6387e-05i,0.00071657-0.0013375i,-4.0217e-05-0.00053164i,-0.0003304+0.00038314i,-0.00030783-0.00029449i,0.00012121-4.3577e-05i,0.00047184-6.6684e-05i,0.00059927-0.001086i,0.00068091-0.0015272i,6.4305e-05-0.001157i,-0.00040294-0.00057282i,-0.00025415+0.00028239i,-0.00080596+0.0007367i,-0.00094225+0.00050029i,-0.00019237+0.00052092i,-2.9397e-05+0.00074657i,9.0638e-05+0.00049763i,8.0782e-05+0.00037454i,-0.00017147+0.00090375i
0.0032612-0.00073594i,0.0017344-0.0012775i,0.00095049-0.0017516i,0.0012068-0.002133i,0.00035002-0.0017252i,-0.0002764-0.0011177i,5.2277e-05-0.00074609i,-0.00029745-0.0013255i,-0.00067455-0.0011072i,-0.00079463-0.00013004i,-0.00050628+0.0003585i,-0.00032789+0.00044195i,7.1168e-05+0.00035688i,0.0004931+0.0010225i,0.00042598+0.0011023i,0.00049758+0.00053156i,0.00021046-0.0002749i,0.00037179-0.00030792i,0.00041476+0.0009171i,0.00022418+0.00084513i,0.00035454-0.00057482i,-7.9501e-05-0.00096977i,-0.00050199-0.00096335i
-0.00013154-0.00089186i,-0.00098515-0.0011147i,-0.0014366-0.0011139i,-0.00075598+1.8676e-05i,-0.000298+0.00085111i,0.00047097+9.7467e-05i,0.0016321-0.00031719i,0.0015952+0.00056619i,0.00057011+0.00071491i,7.0354e-05+0.00046644i,0.00036374+0.00061739i,0.00071557+0.00018065i,0.0010637-0.00040704i,0.0014869-0.00042894i,0.0014556-0.0003495i,0.00068822-0.00028453i,-0.00035604-7.9948e-05i,-0.00029674+0.00021826i,-0.00021544+0.00039235i,0.00014532-0.00030407i,0.00077609-0.00028234i,0.00028756-0.00022092i,2.4103e-05-0.0012066i
0.0011898-0.0001631i,-8.2078e-05+0.00016194i,-1.5995e-05-0.00016314i,0.0012758+2.449e-05i,0.0016167-0.00023533i,0.001122-0.00080066i,0.00029134-0.0012334i,-0.00039382-0.00088785i,-0.00033111-0.0002325i,7.2475e-05+0.00065913i,0.00012948+0.0015307i,0.00044988+0.0008024i,0.00041472+0.00042982i,3.078e-05+0.0010189i,1.0534e-06+0.00046362i,-0.00030495+0.00020594i,-0.0002783+0.00022693i,7.1548e-05-0.00057941i,9.876e-05-0.0008184i,8.2252e-05-0.00047357i,-1.1148e-05+0.0003482i,-0.00019453+0.0011132i,-3.3702e-05+0.00035093i
-0.00018907+0.00021236i,-0.00071607-0.0013445i,-0.0004215-0.0013134i,-0.0004397-0.00069114i,-7.9519e-05+0.00049373i,8.999e-05+0.0005189i,0.00015169-0.0001303i,4.5971e-05+0.00023391i,3.502e-05+0.00078256i,-0.00036092+3.4249e-05i,4.9947e-05-0.00047341i,-0.00017851-4.7994e-05i,-0.00078238+0.00060048i,-0.00036372+0.00037248i,0.00048039-0.0006336i,0.0008222-0.00059827i,0.00083159-0.00016343i,0.001019+0.00017849i,0.00085933-0.00019367i,-4.6953e-05-0.00014833i,-0.00047577+0.00081606i,4.9922e-05+0.001053i,-5.614e-05+5.3165e-05i
0.0011-0.0011583i,0.0011214-0.00048234i,0.00019987+9.161e-05i,-0.00114+2.6683e-05i,-0.0011158-0.00014961i,0.00018139+5.2971e-05i,0.0004182+3.4425e-05i,0.00063011+0.0001113i,0.00077691-0.00026795i,0.0006665-0.00046806i,0.00021145+4.0914e-05i,0.00017199+0.00013631i,0.00019758+0.00065327i,-6.7302e-05+0.001203i,-0.00010498+0.0011937i,0.0004251+0.00057559i,0.0002094-0.0003056i,-0.00031496-0.00015777i,0.00017489-0.00026289i,0.00089059+1.1793e-05i,0.00053261-7.6186e-05i,5.041e-05-0.00037513i,-2.5474e-05-4.6374e-05i
9.0069e-05-0.00091862i,0.00016191-0.0016036i,0.0015629-0.0014192i,0.0020452-0.0015276i,0.0017466-0.0016015i,0.0017836-0.0010979i,0.00091893-0.00028851i,8.3382e-05+0.00029828i,-0.00036041-0.0001165i,-0.00024834-0.00028466i,-3.9573e-05-0.00015848i,1.8484e-07-3.0849e-05i,-0.00052941+8.5106e-05i,-0.0015239-0.00059658i,-0.0014112-0.001109i,-0.00079408-0.00043032i,-0.0011263+0.00012897i,-0.0013512+0.00038756i,0.00016952+0.00047964i,0.0012245+0.00025186i,0.00076801+4.7671e-05i,0.00087226-0.0005409i,0.0010425-0.00063717i
-0.00083135-0.00044161i,-0.00027223-0.00073336i,0.00052978-0.00091449i,0.00030356-0.0005688i,-0.00047717-0.00040125i,-0.00059574-0.00094448i,-0.00019315-0.00089258i,-0.00036616-0.00061261i,-0.0002263-0.00044132i,5.6441e-05+0.00033861i,0.00010188+0.00033942i,1.65e-05-3.7116e-05i,0.0004395-0.00015156i,0.00037522-0.00069299i,-0.00011392-0.00069598i,-0.00048457-0.00061849i,-0.00020377-0.00067147i,0.00049138-1.1735e-05i,0.00077296+0.00044664i,0.00018687+0.00020461i,-0.00043005-3.2875e-05i,0.00044446+1.9583e-05i,0.0009424+3.3187e-05i
0.0011914+0.00096247i,0.00062264+0.00012858i,0.00070586+0.0016144i,0.001053+0.0024287i,0.0019648+0.0015666i,0.0012341-0.00013674i,-0.00044173-0.00028556i,-0.00062105+0.00045862i,-8.6659e-05-0.00019978i,0.00036651-0.00063785i,0.00082125-0.00074014i,0.00059529-0.0010754i,-0.00021431-0.0016406i,-0.00048103-0.001359i,-0.00064539-0.0011296i,-0.00021754-0.0010263i,0.00013064-0.00033571i,-0.00051523+0.00039074i,-0.00072458+0.0003911i,7.3627e-05+8.4374e-05i,0.0011034+0.00026655i,0.0009244-0.00030752i,0.00029236-0.00090269i
-0.0023592-0.00021396i,-0.0030523-0.00046066i,-0.0026917-0.00023719i,-0.0014841-6.4512e-05i,0.00011873+0.00017412i,0.0018443+0.00030946i,0.0018601+0.00015753i,0.00038895-0.00035649i,-0.00044153-0.00050087i,0.00020837-0.00014024i,0.00080652-0.00014586i,0.00065525-0.00062836i,0.00041624-0.00075021i,0.00020681-0.00029086i,-0.00012213-0.00040346i,-0.00042257-0.0007678i,-0.0010197+0.00038532i,-0.00099547+0.00038146i,0.00024332-0.0010235i,0.00068063-0.0013322i,0.00051355-0.00069823i,-7.0475e-05-0.00020097i,-0.00068034+0.00016903i
0.00014594-0.0020093i,0.00024658-0.0019423i,-0.00035765-0.0014347i,-0.00037462-0.00039958i,0.00043551-0.00026963i,0.0020022-0.00079472i,0.0021257-0.0014422i,0.00066241-0.0016699i,-0.00045059-0.0014073i,0.00018906-0.0013384i,0.0005243-0.00076861i,0.0002811-0.00052267i,0.00014074+0.0003137i,0.00019104+0.00061815i,0.00062579+0.00018063i,0.0010823-0.00015176i,0.00079882-6.0745e-05i,0.00018806+0.00029541i,0.00051975-0.00012031i,0.00088478-0.00037221i,0.00062178+0.00030527i,0.00013284+0.00036254i,-0.00022386-2.611e-05i
-0.00050381+0.00065614i,0.00041853+0.00056039i,0.00092799+0.00092521i,0.00058341+0.00076194i,0.00032766-5.0055e-06i,0.00037637-0.00063695i,9.9228e-05-0.00023189i,4.4965e-05+4.1731e-05i,0.00055882+0.00064029i,0.00054183+0.00099573i,-7.5082e-05+0.00063929i,-8.5492e-05+0.00014236i,-0.000347-0.00027542i,-0.00044528-0.00030263i,-0.0001002-2.0387e-05i,-0.00091555-0.00012365i,-0.00099407-9.8501e-05i,-0.00049344+0.00095043i,-0.00052771+0.0012278i,-0.00038796+0.00062275i,-0.00048445-2.463e-05i,-0.00018942-0.00077052i,0.00033759+0.00017026i
0.0012291-0.00017744i,0.00069787-9.9428e-05i,0.00092801-0.00012037i,0.0011005+0.0001326i,0.0013809+0.0002125i,0.0015605-1.7923e-05i,0.0009899+0.0003351i,0.00043481+0.00038083i,0.00039335+0.0003239i,0.00048046-0.00014261i,0.00022395-0.00034458i,-0.00050492-0.00014268i,-0.00091273+0.00014312i,-0.00084443+0.00033453i,-0.00065575-0.00034888i,-0.00015301-0.001004i,-0.00060403-0.00030333i,-0.00099559+0.0001723i,-0.0007803+0.00013323i,-0.00035201+0.00029341i,-0.00033551+0.00034545i,-0.00030903+0.00014919i,0.00038997+0.00048896i
0.0005928+0.00060429i,0.00030262+0.0008675i,-0.0010448+0.00067743i,-0.0017848+0.00039359i,-0.0010127-0.00062042i,-0.00051511-0.00055062i,0.00015755+7.275e-05i,7.2563e-05+0.00027671i,-0.00018858+0.00025172i,0.00022126-1.7916e-05i,-0.00018498-0.00063098i,-0.00062501-0.00039442i,-0.00047467+0.0006496i,-0.00065157+0.0010507i,-0.00037871+0.00092774i,0.00034546+0.00039891i,0.00033858+0.00030288i,0.00012624+0.00039498i,0.00025332-0.00032429i,0.00052924-0.00051425i,0.00020669+0.00011291i,0.00013237-0.00030139i,0.00045691-0.00082815i
