-0.003207+0.00018381i,-0.0024292-0.00056363i,-0.0037987-6.3141e-05i,-0.0029138+0.00083675i,-0.001157+0.00096386i,-0.00040387+0.00030813i,-0.00013424+0.00023446i,-0.00010493+0.00038759i,4.9826e-05+0.00047816i,0.00024416+0.00010898i,0.00013208+0.00029065i,-0.00033911+0.00057025i,0.00020929+0.00067241i,0.00053123+0.0010316i,-0.00026609+0.00093908i,-0.0009086+0.0015602i,-0.00022466+0.0016382i,0.0008142+0.0004782i,0.0011478-0.00028988i,0.0012038+0.000346i,0.00055291+0.00027081i,-7.0662e-05-0.00061616i,-0.00027711+8.6447e-05i
-0.0009782+0.0040857i,-0.00064035+0.0044828i,0.00020072+0.0037092i,0.00063422+0.0021607i,0.00062623+0.00093504i,0.0016378-0.00057823i,0.0015293-0.0015722i,0.00056021-0.00040808i,0.0002237+0.00050939i,-0.00028455+0.00079057i,1.8255e-05+0.0004586i,0.00069396+6.1609e-05i,0.00085826+0.00030556i,0.00032054-3.6389e-05i,-6.9108e-06-0.00012408i,-3.3655e-05+0.00010863i,0.00037681+0.00013965i,0.00036482+0.00037774i,8.065e-05+0.00039354i,1.2083e-05-0.00026568i,1.487e-05-0.00031952i,-0.00016512+0.00049015i,-0.00028337+0.00027909i
-0.0027926-0.00094581i,-0.0033995-0.0010442i,-0.0031932-0.00098823i,-0.0010505-0.00018777i,7.2522e-05+0.0003888i,0.00044981+0.00026495i,0.00012386-0.00074034i,-0.00077724-0.00082099i,-0.0015326-0.00028166i,-0.0010463-0.00028184i,-0.00020616+0.00058968i,0.00025585+0.0016676i,0.00010752+0.0010702i,0.0002249+0.00012637i,0.00046509+0.00018109i,0.00012405+0.0004463i,-0.00049222+5.6312e-05i,-0.00056879-1.1655e-05i,-3.1446e-05+0.00014311i,0.00038296-0.00035868i,0.00026562-0.00043515i,-0.00047018+0.00024179i,-0.00060278+0.00028637i
0.0010538-0.00032973i,0.0014892-0.00126i,0.0021597-0.0015191i,0.0010348-0.0015878i,0.00067522-0.0016053i,0.00034181-0.0017783i,-0.00021791-0.0010682i,-0.00045039-0.00065774i,-0.00094417-0.00028079i,-0.0013288-0.00042256i,-0.00056481-0.00072266i,0.00023843-5.8486e-05i,-0.00016869+0.0006694i,-0.00048478+0.00051162i,0.0001122-2.7593e-05i,0.00069482+0.00019521i,0.00058948+0.00041436i,0.00020174+0.00021399i,-0.0003782-0.00021776i,0.00014712-0.00055786i,0.0011138-0.00051708i,0.00068253+0.00010989i,0.00033752+0.00048772i
0.00026692+0.0025089i,0.0011471+0.0022756i,0.00064517+0.0020382i,-0.00065003+0.0023358i,-2.9996e-05+0.00081531i,0.00016425-0.0012126i,0.00013933-0.0013167i,-6.4525e-05-0.00097674i,-0.0006252-0.0009124i,-0.00057727-0.00054314i,-0.00026256-0.00021311i,-0.00020529+0.00063508i,-1.4648e-05+0.0010977i,-9.7901e-06+0.00095418i,-0.0010235+0.00033982i,-0.0014827+0.00030629i,-0.00084778+0.00036387i,0.00017621+0.00074181i,0.0012244+0.00089019i,0.0010833+0.00018101i,0.00014316+0.00022189i,-0.00015417+0.00068759i,-0.00018757+0.00036471i
0.00048456-0.00059322i,-0.00042886+0.00017361i,-0.0011396-0.00075324i,-0.00085274-0.0010785i,-0.0013303-0.0012343i,-1.3226e-05-0.0015178i,0.00025274-0.0012531i,-0.0011532-0.0013436i,-0.0012715-0.00094098i,-0.00030527-0.00060551i,3.6442e-05+0.00014467i,-2.8605e-05+0.00077946i,9.8034e-05+0.0001354i,-0.00084272+2.6724e-05i,-0.0015766+0.00062563i,-0.0012312+0.0011027i,-0.00076984+0.0014276i,-6.651e-05+0.0011072i,0.00035924-0.00048998i,0.00024896-0.001153i,0.00040622-0.00043662i,0.00065977+0.0003814i,0.00023787+5.1883e-05i
1.2746e-05+0.00044448i,-0.00099718+0.00050171i,-0.0014913-0.00074906i,-0.00072679-0.0022731i,-0.00053953-0.0020769i,-0.00068004-0.0015332i,-0.00047014-0.0017362i,5.5262e-05-0.0013737i,6.7774e-05-0.0010484i,4.6562e-05-0.00083936i,-0.00026912-0.00021984i,-0.00015216+0.00034696i,0.00015592+8.8501e-05i,-9.6437e-05-0.00026562i,-2.444e-05-0.00020086i,0.00027739+0.00023474i,-3.203e-06+0.00032986i,-0.00016963+0.00011432i,0.00033396+0.00034283i,0.00062185+0.00036272i,0.00067466+0.00015522i,0.00076558+0.00022247i,0.00018097+0.00031286i
0.00035674-0.00091526i,0.00011438-0.00092209i,0.00032888-0.0008902i,7.7589e-05-8.6409e-05i,0.00021182+5.6676e-05i,0.00017455-0.00034871i,-0.00093868-0.00071627i,-0.0016468-0.00012269i,-0.0015586+0.00042252i,-0.0015994+0.00037454i,-0.0014097-0.00022975i,-0.0010889-0.00070941i,-0.0008543-0.00061689i,-0.00042903-0.00067808i,-0.00018568+0.0001244i,-0.00072274+0.00088109i,-0.00095922+0.00074798i,-0.00050231+0.00085042i,4.7705e-05+2.7989e-05i,0.00014383-0.00067912i,-0.00047523-0.00060918i,-0.0010868-0.00077805i,-0.00036109-0.00026818i
0.00092906-0.0013449i,0.0015454-0.0015872i,0.00072747-0.00088012i,0.00022288-0.0014265i,-5.1792e-05-0.0017754i,-0.00015468-0.0014997i,-0.00024328-0.00099265i,-0.00014434-0.00015852i,0.0002427+0.00026089i,-0.0003169+0.00098315i,-0.00063351+0.0013244i,-0.00041386+7.55e-05i,-5.7772e-05-0.00047154i,0.00033533+0.00048578i,0.00013898+0.0013341i,-0.00023143+0.00071851i,0.00039567-0.00031873i,0.00075574+0.0004046i,0.0010546+0.0013821i,0.00092681+0.001434i,0.00050212+0.0011147i,0.00018418+0.0011401i,-0.00016488+0.0013355i
-0.00092438-0.00029208i,-0.0010867-3.3738e-05i,-0.00038542-0.00073164i,-0.00024418-0.00034956i,-2.1455e-05+0.00041603i,0.00070712+0.00058974i,0.00059396-5.6844e-06i,9.3266e-05-3.603e-05i,-0.00054663+0.00030123i,-0.0014981+0.00027915i,-0.0012863+0.00011312i,-0.0006041+8.0487e-05i,-0.00062801+0.00020119i,-7.7059e-05-3.3501e-05i,0.00084216+3.6576e-05i,0.00057079+7.6495e-05i,-1.7182e-05+0.00062228i,-7.2961e-06+0.0010057i,0.00034236+0.00018766i,0.0002037-0.00041657i,0.00051705-0.00035468i,0.00084561+0.0002207i,4.1411e-05+0.00064526i
0.0013562+0.00030109i,0.00088449-0.00033075i,0.00038103-0.0013464i,0.00042784-0.0012095i,0.00020101-0.00019175i,-0.00065185-0.00085448i,-0.00035763-0.0016863i,-0.00026752-0.0010442i,-0.00046754-0.00015063i,-0.00049251-3.8956e-05i,-0.00072623+0.00015417i,-0.00029815+1.6852e-06i,-4.4378e-05-0.00023041i,-0.00080747-0.00021063i,-0.0016667-0.00038515i,-0.00059125-0.00010172i,0.0012013+6.8293e-05i,0.0017456-0.0010853i,0.0013316-0.001108i,0.00093995-0.00073841i,0.00090459-0.00077131i,0.00062879-8.8974e-05i,-0.0001609+0.00019269i
-0.00039012-0.0023541i,-0.0002262-0.0023417i,-0.00046137-0.0014372i,-0.00040751-4.1397e-05i,-0.00041099+0.00045417i,0.00019065+0.00038838i,0.0003372-2.9286e-05i,-3.6674e-05-0.00098068i,-0.0002169-0.00096388i,-0.00048079-0.00012996i,-0.0013546+0.00065677i,-0.00092981+0.00082886i,0.00017246+0.00034962i,0.00031251-7.9379e-05i,0.00017198-0.00054122i,0.00022101-0.0007307i,-0.00011343-0.00021695i,-0.00049067+0.00048649i,-0.00021203+0.00017857i,-0.00028042+3.1367e-05i,0.0002128+0.00032255i,0.00036581-0.00024425i,-0.00033949-0.00063735i
-0.0029191+0.00047781i,-0.00215+0.00046764i,-0.00155+0.00078227i,-0.001131+0.0002932i,2.5022e-05-0.0001954i,0.00025364-0.00079225i,3.1309e-06-0.0010148i,-0.00055441+4.6707e-05i,-0.00049008+0.00078892i,-3.6361e-05+0.00062025i,0.00039237+0.0004106i,0.00078452+0.00050178i,0.00085536+0.00070402i,0.00073913+0.00089676i,0.00076532+0.00096987i,0.00085177+0.00023722i,0.0003906+9.4422e-05i,0.00022999+0.00050519i,0.00027153+0.001146i,7.7555e-05+0.00072246i,0.00030089-0.00017541i,0.00015859+9.8172e-05i,0.00038696+0.00024944i
-8.1692e-05+0.0011221i,-0.00047017+0.00064255i,-0.0013972+0.00034537i,-0.0015958+0.0009126i,-0.00035138+0.0010241i,0.00078478-0.0003345i,0.00059117-0.00071387i,5.4971e-05+0.00020652i,-5.9734e-05+0.00037474i,6.9372e-05+0.00013302i,3.4704e-06+0.00027282i,-0.00018443-0.00040181i,-0.00060274-0.0011369i,-0.00032036-0.00026744i,0.00024014+0.00019214i,0.00025956-0.00046858i,0.00014118-0.00045529i,-0.00016529-0.00058783i,-0.00027397-0.00032879i,-0.00027142+1.4225e-05i,0.00039264-0.0002247i,0.00035591+0.00015242i,-0.00017833-0.00011681i
6.5453e-05-2.5044e-05i,0.00065796+2.2322e-05i,0.0015594-0.00019585i,0.0010798-0.0003897i,0.00059772-0.00064643i,0.00074607-0.0013785i,0.00059199-0.0013816i,0.00031412-0.0007648i,-0.00030246-0.00020837i,-0.00080733+0.00043426i,-0.00061613+0.00044918i,-0.00013709+0.00056941i,-0.00015249+0.0009372i,-0.00070085+0.001019i,-0.00029005+0.00082441i,0.00069032+0.00080664i,0.00023205+0.00078733i,0.00020807+0.00086392i,0.00059967+0.0012584i,0.00064149+0.00085815i,0.0012311+0.00029521i,0.0012628+0.00010421i,0.0010903-0.00020593i
0.0016871+0.00042051i,0.0013373+0.00029371i,0.00059907+0.00033951i,-0.00031011+0.00069693i,-0.00071801+0.00025707i,-0.00073751-0.00048008i,-0.00094329-0.0010826i,-0.00065463-0.00090891i,3.0667e-06-0.00074155i,-6.3022e-05-0.00044905i,-0.00064275+0.00014443i,-0.00088651+0.00046106i,-0.0010453-8.619e-05i,-0.00086858-0.00069681i,-0.00081503-0.00027532i,-0.00078337+0.00024498i,-0.00044291+0.00084943i,-0.00042137+0.0011137i,-6.4397e-05+0.00079604i,0.00036966+0.0010373i,6.6301e-05+0.0012348i,0.0001537+0.00043009i,0.00071948+0.00046809i
0.00074859-0.0014059i,0.00051678-0.00097223i,0.00080641-5.9768e-05i,0.00073775-0.0011097i,0.00075028-0.0014685i,0.00029656-0.0012403i,-0.00071685-0.00083231i,-0.00048318-0.00013992i,-0.00037532+0.00011295i,-0.00053589+0.00017619i,-0.00057831+0.00063582i,-0.001042+0.0003329i,-0.0012977-0.00040898i,-0.00075987-0.00032693i,0.0002134+3.9734e-05i,-8.5922e-05+0.00095445i,-0.00051332+0.0017951i,0.00033415+0.0011635i,0.00072484+0.00027963i,0.0007983-0.00024999i,0.00064689-0.00059648i,-0.00041895-0.00054591i,-0.00067119-0.00053132i
-0.0011192+0.00013078i,-0.0024229+0.00024886i,-0.0025893+0.0010265i,-0.0012727+0.00054078i,0.00048526+0.00023125i,0.001123+0.00065435i,0.00055063+0.00026018i,-0.00062589-0.00020453i,-0.001101+1.8443e-05i,-0.00084655-0.00020745i,-0.00085794+0.00032911i,-0.00097755+0.0014027i,-0.00084581+0.0011075i,4.0209e-05+0.00025878i,0.00053349+0.00017745i,0.00055654+0.00010806i,-1.5538e-05-0.00033914i,-0.00047121+0.00018217i,-0.00069532+0.00049272i,-0.0005106+0.00020983i,0.00012097+0.00078492i,-0.00075842+0.00078347i,-0.00085485+0.00041721i
0.00031894-0.0010292i,0.00043919-0.0013081i,0.00057601-0.00070438i,0.00096651+9.944e-05i,0.00099357+0.00039487i,0.00088828-6.8914e-05i,0.00077047-0.00011769i,0.00010592-0.00012906i,0.00016092-0.00036146i,-0.00010067-0.00051315i,-0.00084418-0.00023078i,-0.00062453+0.00037065i,-0.00010276+0.00058445i,-0.00054365+0.000107i,-0.00095915+0.00021188i,-0.00074152+0.00083073i,-0.00051563+0.00033903i,-0.00041515-0.00023957i,3.0299e-05-0.00023031i,0.00056391-0.00012669i,6.3441e-05+0.0006244i,-0.00061327+0.00035294i,-0.00041403-0.00013375i
-0.00064492-0.00028766i,-0.00080006-0.00094103i,-0.00052045-0.00038696i,-0.0004458-0.00069729i,-0.00067799-0.0014247i,-0.00051354-0.0021234i,-0.0003881-0.002586i,-0.00092046-0.0019046i,-0.0013425-0.00033678i,-0.0012872+2.5001e-05i,-0.00069407-0.00035052i,-0.00029792+0.00082673i,-0.00048881+0.00070523i,-0.00084059-2.3465e-05i,-0.00042971-1.0456e-05i,0.00047668-0.00024277i,0.0010391-0.00013098i,0.00082885+0.00014617i,0.00045305+0.00028502i,0.00020439+0.00053673i,-0.00050614+0.00056778i,-0.001178+0.00050658i,-0.0011613+0.00071607i
-0.00046536+0.00091735i,2.2432e-05+0.0010715i,0.00031074+0.0016033i,0.00055423+0.0018834i,0.00082537+0.00081371i,0.0006072-0.0007086i,0.00025508-0.0013574i,-9.6144e-05-0.0014254i,-0.00034041-0.00064509i,-0.00017963+0.00031301i,0.00052235+0.0010603i,0.00069362+0.0011426i,3.703e-05+0.0005724i,-0.00057149+0.00028591i,-0.00040267-5.3968e-05i,0.00021344-0.00020413i,0.00042747-0.00045628i,0.00075147-0.00045367i,0.000658+0.00023397i,0.00027247+0.0008966i,-0.0005146+0.0014888i,-0.00094782+0.0019683i,-0.00047618+0.0014927i
-0.0012057-0.00098798i,-0.0018438+3.162e-05i,-0.0034782+0.00033812i,-0.0028171+0.00058174i,-0.00075232+4.832e-06i,0.00025448-0.0011218i,0.0003195-0.0015683i,0.00047889-0.0011636i,0.00024-0.00061415i,-0.0004337-0.00026685i,-0.00014272+0.00038117i,0.00012406+0.00051782i,0.00019643+0.00012673i,7.4965e-05+0.00044104i,-0.00053754+0.00093311i,-0.00083223+0.00021361i,-0.00065358-9.2526e-05i,0.00011544+0.00010337i,-9.6257e-05+0.00015014i,-0.00065699+8.234e-05i,-0.00025409-0.00031486i,-0.00010279-0.0002589i,0.00010449-0.00049525i
0.00060663-0.0016806i,0.00060177-0.0025928i,0.00060382-0.0033371i,0.00010572-0.0019412i,-6.9609e-05-0.00085277i,0.00011533-0.00061396i,0.00053671-0.00059937i,-5.8151e-05-0.00072309i,-0.00087742-0.00075972i,-0.00040379-0.00051128i,-8.0485e-05+2.5023e-05i,-0.00013892+0.00029511i,-0.00078243+0.00060652i,-0.00097107+0.00056114i,4.6037e-05+6.1804e-05i,0.00033386+0.00011957i,-0.00017874+0.00040296i,-9.6332e-05+0.00054202i,6.7436e-05-1.094e-05i,0.00018726-0.00028911i,0.0001104+0.00011375i,6.2295e-05+0.0011568i,-0.00080263+0.0015967i
-0.00025245+0.0010626i,0.0005415+0.00031202i,0.0013329+0.00047165i,0.0022199-2.7433e-05i,0.0016469-0.0001518i,0.0010237-0.00055765i,0.00054601-0.00070266i,-4.0598e-05-0.00032614i,-0.00060709+0.00050478i,-0.0014051+0.00074078i,-0.00081567+0.0005132i,-0.00014236+0.00030516i,0.00038665+0.00014954i,0.00065751-0.0005206i,-8.8321e-05-0.00044013i,-0.00037023+0.00027483i,4.5066e-06+0.0003853i,5.8344e-05+0.00080533i,2.5843e-05+0.0012339i,-6.4299e-05+0.00074336i,-0.00012656+0.00017875i,-0.00020968+0.00017408i,-0.00021303-5.2987e-05i
0.00014628+0.00080694i,-0.0001908+0.00018629i,-0.00035109+8.2499e-05i,-0.00041087+0.00025118i,0.00019001+0.00032656i,0.00021456-0.00019852i,-0.00010031-0.0018552i,0.00010155-0.0019058i,-0.00032366-0.0001239i,-0.00061563+0.00053579i,-5.4216e-06+0.0003597i,0.00057+0.00035886i,1.1335e-05+0.0003007i,8.5334e-05-9.7995e-05i,0.00023453+0.00018943i,-0.00062359+0.00057649i,-0.00099867+0.00020915i,-0.00060572-0.00037248i,-0.00055098-0.00046378i,-0.00061642+0.00018283i,0.00050939+0.00032629i,0.0011308+0.00076684i,0.0001029+0.00029313i
0.0004702+9.5636e-05i,0.00080076-0.00056036i,0.0019087-0.0013626i,0.0020207-0.0014771i,0.0012763-0.0011236i,6.2048e-05-0.00065303i,0.00020199-0.00046532i,0.00070293-0.00070886i,-2.4622e-05-0.00078273i,-0.00033583-0.00034487i,-0.00030178-0.00034806i,-0.00086583-0.00097855i,-0.00044206-0.00072768i,0.0001034-0.00053446i,-0.00068108-0.00024182i,-0.00068125+0.00038628i,-0.00018759+0.00010096i,-7.8951e-05-0.00028671i,0.00036193-0.00075088i,0.00055039-0.0005693i,0.00029517+0.00017441i,2.4899e-05+0.00057118i,0.00071215+0.0004737i
-0.0011195+0.0024591i,-0.0012938+0.00247i,-0.0023321+0.0024685i,-0.0017889+0.001798i,-0.00077975+0.00073325i,-0.00062281-0.00085074i,-0.0010409-0.0014219i,-0.0012108-0.00092511i,-0.00019802-0.0003731i,0.00060078+0.00016051i,0.00079559+0.00040593i,0.00090033+0.00055851i,0.00077528+0.00075902i,0.00039818+0.0012633i,0.00022703+0.00091761i,0.00061032+0.00033832i,0.00020087+0.00073301i,-5.7728e-05+0.00084052i,0.00057136-0.00015221i,0.0016932-0.00083589i,0.0020289-0.00076365i,0.0014805-0.00054993i,0.00078894-0.00024359i
0.00044448+0.001458i,0.0005604+0.0005246i,0.00064787-0.00054206i,0.0004423+0.00027774i,0.00055906+0.00065656i,0.00098532-0.00012181i,0.0010211-0.00068738i,0.00011887-0.00073422i,-0.00051823-0.00069879i,-0.00029125-0.00091207i,-0.00010559+0.00032753i,-0.0002944+0.0016524i,-0.00047972+0.00098793i,-0.00016335-0.00035461i,0.0001824-0.00095641i,-0.00054835-0.00084933i,-0.001774-0.0002361i,-0.0016829+0.00053181i,-0.0011751+0.0006383i,-0.00042477+0.00017414i,0.00018896+0.00011854i,0.0003609+0.00078368i,0.00043724+0.00067387i
0.00051756+0.00034724i,0.00079779-0.00035883i,8.547e-05-0.00015025i,-0.0004279-0.00037551i,-0.00052179-0.0012282i,-0.00024897-0.0018087i,9.0866e-05-0.0014895i,-1.5899e-05-0.0007077i,0.00022513-0.00067517i,0.00046023-0.00067976i,-0.00028254-8.0973e-05i,-0.00036885+9.8031e-05i,1.6955e-05+0.00021405i,-0.00029149+0.00036122i,-0.00083708+0.00028063i,-0.00044586+0.00042961i,0.00033043+0.00064878i,0.00082934+0.00060353i,0.0006312-0.00013263i,4.7704e-05-0.00034612i,-0.00071547-0.00021412i,-0.00087201-0.00033755i,-7.8873e-05-0.00012349i
0.0021996+0.00089019i,0.0022164-6.0105e-05i,0.0029289-0.00073094i,0.0025379-0.00086713i,0.0010102-0.0011629i,0.00038829-0.0010477i,0.00041889-0.0010062i,0.00030912-0.0018435i,-0.00059893-0.0012384i,-0.0017359-9.3927e-05i,-0.0018981-9.748e-05i,-0.0013632-0.00061471i,-0.00049302+0.00020896i,-0.00027692+0.00054136i,-0.0007088-0.00030691i,-0.0007883-0.00065872i,-0.00026569+5.1375e-05i,-0.00029996+0.00018449i,-0.0002725-0.00021446i,0.00014754-0.00017712i,-0.00031701-0.00024469i,-0.00011347-0.00020279i,-0.00011106-0.00046799i
9.1838e-05-0.0016416i,0.0012603-0.0014258i,0.00012836-0.0013611i,-0.0011433-0.00072438i,-0.00087412-0.00063072i,-0.00041685-0.0011258i,0.00026003-0.0013528i,0.00036396-0.0010472i,6.9432e-05-0.00042856i,-0.00046842+0.00023782i,-0.0013419+0.00027673i,-0.0013582+0.00070355i,-0.0011529+0.0013236i,-0.0013534+0.00071347i,-0.0014112+0.00015007i,-0.00060095+0.00059199i,0.00059223+0.00049017i,0.001078-0.00050437i,0.00065797-0.00031886i,0.00084511+0.00070437i,0.00037732+0.0004393i,-0.0010495-3.3153e-05i,-0.0011934-0.00024742i
0.0019835+0.00079444i,0.001957+0.0021722i,0.0025148+0.0013926i,0.0021895+5.7657e-05i,0.00087233-0.00023682i,0.00050737-0.0010892i,0.00018562-0.001188i,-0.00032482-0.00062721i,0.00014036-0.00035001i,0.00013395+0.00011235i,-0.00077668+7.9502e-06i,-0.00091336+0.00025201i,1.6247e-05+0.00098744i,0.00045773+0.00078614i,0.00028209+7.6359e-06i,0.00075835-0.00032301i,0.00048663-0.00027248i,-0.00038965-0.00012185i,-0.00035677+0.00041124i,-0.00022415+0.00063229i,0.00054589-0.00064916i,0.00043469-0.0010745i,-1.5104e-05-0.00018059i
-0.0018024-0.00032905i,-0.0020868-0.0015358i,-0.0017249-0.0020152i,-0.00063853-0.00085544i,0.0011671-0.00055415i,0.0019978-0.00055505i,0.0012824-0.0012859i,0.00051847-0.0014555i,0.00014702+6.4879e-06i,-9.1971e-06+0.0008454i,-7.7707e-05+0.00047747i,0.00031042+0.00097784i,0.00052557+0.00102i,0.001103+0.00078773i,0.00073736+0.0013914i,-5.8992e-05+0.0011258i,0.00052924+0.0010355i,0.00065969+0.0013257i,0.00025558+0.00064935i,6.0521e-05-0.00031345i,8.1319e-06-0.00025598i,-0.00023723+0.00069316i,-0.00067298+0.00096203i
-0.000304+0.00042546i,-0.00099506+0.00012077i,-0.0010473-0.00032344i,-0.00093793+0.00049554i,-0.00070474+0.0011968i,-0.00037364+0.00084627i,0.00045117-0.00027495i,0.00047468-0.00043358i,-0.00010223-8.2083e-05i,-0.00024095-0.00018292i,-0.0004282-0.00024241i,-0.001075-0.00017419i,-0.00098408-0.00055977i,-0.00054967-0.00028733i,-5.2951e-05+0.00032528i,-0.00042544+0.0003471i,-0.00073921-0.00058752i,-0.000628-0.0004512i,-0.00027113+0.00030112i,-5.4176e-05-0.00021203i,0.00014442-0.00081575i,0.00015636-0.00062796i,-0.00047181-0.0001398i
-0.0011015-3.8748e-05i,-0.00071491+6.9954e-05i,-0.00027203-0.00068434i,0.00048478-0.00038829i,0.00033242+0.00038473i,-4.6318e-05+0.00030939i,-0.00043127-0.00012434i,-0.00092631-0.00078347i,-0.0012037-0.00068886i,-0.0011851+0.0004364i,-0.0013643+0.001115i,-0.00096192+0.00099054i,-0.00086429+0.00053777i,-0.0012294+3.4896e-05i,-0.0013307+0.00021073i,-0.00071699+0.00089099i,-0.00029953+0.00050109i,-0.00012639-0.00010332i,-0.00010987+0.00024245i,-6.2905e-05+0.00042385i,0.00037389+0.00050937i,0.00038118+0.00036395i,0.00028393+0.00044618i
-0.000982-0.00029871i,-0.00076514-0.00014111i,-0.00044558+0.00089645i,-0.00028553+0.0012662i,-0.00016633+0.00036432i,-6.7014e-05-0.00062758i,-0.00031813-0.001064i,-0.00093632-0.00057754i,-0.00046501-0.00043789i,-0.00012861+0.00040225i,-0.00041682+0.0011192i,-5.0478e-05+0.00062059i,-0.00012711+0.0008278i,-0.00063515+0.00094474i,-0.00049322+0.00044565i,0.00060377-0.00010191i,0.0006189-0.00063418i,-0.00032518-0.00056795i,-0.00034068+3.4341e-05i,0.00014159-1.9481e-05i,4.3513e-05-0.00035624i,-0.00034811-0.00010652i,5.2954e-05+0.00032923i
-0.0013998+0.00080191i,-0.0019776+0.0013793i,-0.00096594+0.0013338i,0.00018043+0.00024272i,-0.00010373-9.3984e-05i,-0.00022493-0.00014022i,-0.00012947-0.00049307i,-0.00064685-0.00046288i,-0.0011208+0.00011067i,-0.0010111+5.3121e-06i,-0.0001415+0.00013039i,0.00050468+0.00035643i,0.00017537+0.00014466i,-0.00014692+0.00027946i,-7.646e-05+0.00033388i,0.00011707+0.00020804i,0.0002534-0.00016359i,-0.00020155-4.1612e-05i,-0.00086012+0.00014741i,-0.00043881+0.00019209i,-0.00032007-0.0005139i,-0.00091784-0.0010631i,-0.00091833-0.00066514i
-0.0025939+0.00024578i,-0.0030174+0.00022743i,-0.0030501+0.0015097i,-0.0016761+0.0013158i,-0.00082004+0.00011218i,-0.00012437-0.00025784i,2.4902e-06-0.00052914i,-0.00012534-4.1893e-05i,-0.00020437+0.00083958i,-0.00011421+0.00085762i,-0.00076613+0.00087699i,-0.000625+0.0010032i,0.00060016+0.00095118i,0.0012294+0.0012024i,0.00079266+0.0010784i,-1.7873e-05+2.9484e-05i,5.0575e-05-0.00064125i,0.00047062-9.5636e-05i,0.00043159-0.00017413i,0.00067297-0.00031038i,0.0004187-0.00032863i,0.00049626+0.00010242i,0.0011105+0.00015875i
0.00078323+0.0010469i,0.00076599+0.00016907i,0.0011611-0.00059717i,0.00049765-0.00025667i,0.0010726+0.00046197i,0.00065543+0.00025181i,-0.00051428-0.00077933i,-0.00041443-0.00096013i,-0.00020692-0.00014332i,-0.00068562-0.00018412i,-0.0010495-0.00026229i,-0.00059829-0.00047925i,-0.00082186-0.0010686i,-0.0012504-0.0010616i,-0.00055177-0.00085444i,2.1091e-05-5.9601e-05i,5.5515e-05+0.00043643i,0.0006034+8.7153e-05i,0.00037562-0.00025807i,-2.1274e-05-0.00050861i,0.00021298-0.00062103i,1.0485e-05-0.00074934i,3.3514e-05-0.00028971i
0.0014383-0.0018913i,0.0029568-0.0020516i,0.0027923-0.0019409i,0.0017646-0.00108i,0.00089349-0.00036661i,-5.9495e-05-0.0001553i,-0.00044151-0.00080759i,-0.00082286-0.0011079i,-0.00015327-0.0010072i,0.00041571-0.00061722i,-0.00063847-0.00035226i,-0.00064635-0.00050785i,0.00014367-0.00029085i,-0.00033545+0.00067168i,-0.00054908+0.00098788i,-0.00040219+0.00045932i,-0.00019757+0.00038692i,0.00014529+0.00064209i,-0.00033094+0.00053866i,-0.00075743+0.00048685i,-0.00065696+0.00061199i,-1.0865e-05+0.00031261i,0.00011623+0.00045473i
0.0012796+0.00066332i,0.0020027+0.0013999i,0.0026199-0.00023428i,0.0029157-0.0010844i,0.0015018-0.0012644i,-0.00031141-0.0016636i,-0.00063425-0.0010101i,-0.00083007-0.00038858i,-0.001273-6.9372e-05i,-0.0012627+0.00017238i,-0.0012915+3.0161e-06i,-0.0013974-2.3947e-05i,-0.0017255-0.0007661i,-0.0010134-0.001117i,-8.7637e-05-0.00039896i,5.2013e-05+9.4132e-05i,0.00031568+0.00041744i,0.00081268+0.00092095i,0.00028996+0.0010532i,-0.00051003+0.00042143i,-0.00021337+0.00015172i,2.2048e-05+0.00059193i,0.0004085+0.0005034i
0.0013076-0.00026743i,0.00025714-0.0014263i,0.0013438-0.001801i,0.0016528-0.0008508i,0.00045826-0.00048337i,0.00076911-0.00086968i,0.0011295-0.00087788i,0.00082835-0.0010255i,0.00066311-0.00079785i,0.00025785-0.00037653i,-5.0366e-05-0.00012832i,-0.00027963+0.00027283i,-0.00043655+0.00046424i,-0.00059505+0.00049734i,-0.00055576+0.00058303i,0.00011574+0.00092554i,9.444e-05+0.00071961i,-0.0002049+0.00025865i,0.00024555+0.00056454i,0.00071216+0.00081078i,0.00068145+0.0007444i,0.00068049+0.00038687i,0.00038733-8.1426e-05i
0.00034601-0.0026753i,0.001261-0.0025556i,0.0013593-0.0021686i,0.00065988-0.00086253i,-0.00017095+6.4963e-05i,-0.00048538+6.4946e-05i,1.794e-05+0.00030071i,0.00015392-0.00048629i,4.1781e-05-0.0012117i,-0.00041583-0.00088686i,-0.0012204-0.00063665i,-0.00082772-0.00039583i,0.00017044+3.8571e-05i,-0.00059622+1.5059e-05i,-0.00074388+0.00027019i,-0.00032499+0.00080434i,-0.00031086+0.001265i,7.3789e-06+0.00049034i,0.00034977+0.0001475i,0.00049195+0.00046858i,0.00016964-0.00019773i,-0.00032283-0.00017516i,-0.00070304-0.00038122i
