-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
-0.0025215-0.0011017i,-0.0015571-0.0011227i,-0.0012082+0.00077488i,-0.00017467+0.0019842i,0.0002178+0.0021147i,-0.00050334+0.00091918i,-0.0011217-7.0714e-05i,-0.00040745-0.00034263i,0.00025155+0.00016496i,0.00069301+0.00070937i,0.00076592+0.00042334i,0.00059321+0.00026249i,0.00051762+0.00063073i,-0.00026574+0.00048855i,-0.0006756+0.00015318i,0.00023532-0.00018539i,0.00048547-0.0001763i,0.00033951+0.00037591i,0.00023536+0.00046299i,9.8906e-06-0.00031038i,0.00046639-0.00062197i,0.00043278+0.00043986i,-9.3152e-05+0.00073361i
-0.001803+0.0015177i,-0.0025029+0.0014926i,-0.0018547+0.00024631i,-0.0010079-0.00010907i,-0.00041442-0.00050184i,-0.00058802-0.00071281i,-0.00064336-0.0007531i,0.00029992+0.00017732i,0.0012045+0.0010907i,0.0019797+0.00053198i,0.0018844-0.0005599i,0.0013241-0.00083009i,0.00066174-0.00065905i,6.2186e-05-0.00019771i,0.00082703+0.00049665i,0.0015294+0.00046676i,0.00032672+0.00028673i,-0.0006932+0.00010925i,-0.00061025-0.00045995i,-0.00057373-8.5401e-05i,-0.00067908+0.0008549i,-0.00070336+0.00062491i,-0.00025524-2.2828e-05i
5.0417e-05-0.0011608i,-0.00036699-0.0015605i,-0.00077132-0.0016909i,-0.00083849-0.0012108i,-0.0021511+6.249e-05i,-0.0024974+0.0012153i,-0.00094062+0.0016587i,-0.00013674+0.0016397i,0.00012563+0.00096633i,0.00053992+0.00068606i,0.00033196+2.8251e-05i,-0.00043491-0.001045i,-0.0016603-0.0016437i,-0.0012219-0.00092669i,-8.5965e-05-0.00053689i,9.0948e-06-0.0010307i,-0.00038858-0.0009838i,-0.00052662-0.00055746i,-0.00048141+1.7369e-06i,4.7538e-05-2.7217e-05i,0.0011578-0.00056306i,0.00095227-0.0002228i,0.00024642+0.0003255i
-0.0019405-0.0012117i,-0.0021792-0.0013053i,-0.0018412-0.0014163i,-0.0013992-0.00071726i,-0.0016356-0.00027482i,-0.0011988-0.00047192i,-0.0005157-0.00032766i,-0.00044585-0.00011148i,0.00036504-0.00034703i,0.0013907+0.00026323i,0.001003-0.00011006i,0.00037059-0.00076004i,0.0003159-0.00031563i,0.00020244-0.00020412i,-0.00058972-0.00019993i,-0.00083766-0.0002852i,-0.0001575-0.00052435i,6.4881e-05-0.00059613i,-0.0004408+0.00025871i,-0.00044493+0.00051956i,0.00024396+0.00032161i,1.4482e-05+8.9546e-05i,-0.00028005-6.644e-06i
8.2136e-05+0.00028349i,-0.00085737+0.00035638i,-0.00041593-0.00039255i,9.8889e-05-0.0014242i,-0.000731-0.0013353i,-0.0017311-0.00044085i,-0.0012129-7.6668e-06i,-0.00031847+0.00016229i,-7.3322e-05+2.832e-05i,0.00066262-0.00035699i,0.00098147+6.5549e-05i,0.00016855+0.00086312i,-0.00083268+0.0011347i,-0.00096578+0.00036291i,-5.57e-05-0.00044459i,0.00077842-0.00038654i,0.00066455-7.1195e-05i,0.00027451-7.1629e-05i,6.655e-05+0.0005459i,0.00027871+0.00071193i,0.00096245+0.00020852i,0.0012417-2.2396e-05i,0.00017736+0.00015682i
0.00014193-0.00059024i,0.00055929-0.0021181i,0.00019998-0.002659i,-0.00076267-0.0012439i,-0.0013518+0.00027287i,-0.00078454+0.00033811i,-0.00026815-1.1217e-05i,-0.00012345-2.9961e-05i,-8.3638e-05+0.00024504i,4.7606e-05+0.00040423i,0.00048862-0.00018763i,0.00102-8.9318e-05i,0.0011294+0.00034557i,0.0015008+0.00038378i,0.0015761-0.00056864i,0.00030111-0.0001589i,-0.00051794+0.00059988i,-0.00012788+0.00054797i,8.8882e-05+0.00032419i,0.00044717-0.00026596i,0.00010499-0.0004078i,-0.001243-0.0001625i,-0.0016528-0.00036816i
-0.00084552+0.00043514i,-0.00069849+2.7962e-05i,-0.00068215+0.00054229i,-0.00040346+0.00031813i,-0.00040386-9.9844e-05i,-0.00068288+0.00010924i,-0.0010919-0.00012055i,3.0296e-05+0.00014954i,0.00089065+0.00058287i,0.0011743+0.00036635i,0.0015052-0.00014889i,0.0010444-0.00071868i,0.0009123-0.00065317i,0.00041386+0.00017679i,-8.5222e-05+0.00042336i,0.00035895+0.0001376i,0.00095477-6.1154e-06i,0.0011912+0.00035619i,0.00074+0.00052497i,0.00019824+0.00016915i,-0.00027268+1.8736e-05i,0.00017892+4.7534e-05i,0.00014192-6.2644e-05i
0.00013994-0.002101i,0.00066002-0.0021063i,0.00078875-0.0024086i,0.00017684-0.0016167i,-0.00070394-0.00050576i,-0.00063877-7.0518e-05i,0.00016755+0.00042912i,-2.6436e-05+3.5755e-06i,0.0001097-0.00051217i,0.00038749+0.00030182i,-0.00025756+0.00067873i,-0.0003633+0.00027156i,0.00054992+0.00062287i,0.00093118+0.00060199i,0.00025034-0.00031349i,0.00020357-0.00072886i,0.00052819-0.0012249i,0.00017222-0.0021685i,-0.00032377-0.0020253i,-0.00032785-0.0010602i,-0.00021669-0.00024059i,-0.0004536-0.00032124i,-0.00052625-0.00013038i
-0.0019566+0.0013061i,-0.001512+0.001712i,-0.0014772+0.000725i,-0.00066981-0.00034671i,3.1512e-06-0.00060824i,-8.7126e-05+5.8484e-06i,0.00019973+0.00015085i,0.00035223-4.0365e-06i,0.0003925+0.00029443i,0.00071011+0.00067422i,0.00047718+0.0009293i,2.8545e-05+0.0012184i,0.00024339+0.0011936i,0.00056551+0.00077996i,-0.00041478-0.0001091i,-0.00042208-0.00046196i,0.0002942+8.2032e-06i,8.6009e-05+0.0011492i,-0.00020959+0.0017041i,0.00047902+0.00089132i,0.0009737+0.00053889i,-0.00015442+0.000216i,-0.00082619-0.00013143i
0.0018999+0.0020005i,0.00028285+0.0017002i,-0.0002022+0.00081626i,0.00066225+0.00012176i,0.00087405-0.0012472i,-0.0004052-0.0015121i,-0.0012367-0.0003301i,-0.00052823+0.0010839i,0.00040142+0.0013713i,0.00063206+0.00089978i,0.00029386+0.00053524i,-0.00053361-4.3608e-05i,-0.00081279+0.00041456i,-0.00066466+0.00071838i,-0.001147+2.6659e-05i,-0.0014987-0.0010876i,-0.0011178-0.0011041i,-0.0011008-0.00047953i,-0.00083309-0.00020072i,-0.00053474+0.00026614i,-0.00099699+0.00051598i,-0.00085794-0.00018662i,-0.00020936-0.00073687i
-9.2587e-07+8.3441e-05i,0.00025693+0.00025106i,5.1235e-05-0.0010323i,-0.00013035-0.00078322i,-0.001322+0.00021119i,-0.0012442+2.5636e-05i,-0.00034717+0.0001001i,0.000233+8.9426e-05i,0.00016433+3.616e-05i,0.00027628-1.7066e-05i,4.2964e-05-0.00035177i,-0.00019819-0.00044633i,0.00019789+0.00052673i,0.00034444+0.0013321i,-2.6601e-05+0.00051994i,-0.00045562+9.5554e-05i,-0.000356+0.00057284i,-0.00024413+0.00058785i,-0.00016194+0.00058878i,-2.4323e-05+0.00056136i,0.00016828-8.8487e-05i,9.4353e-05-0.0004653i,-6.9014e-05+5.9125e-05i
0.0018339-0.0012064i,0.00082687-0.0013524i,-0.00050209-0.0023753i,-0.00099342-0.0027008i,-0.00099931-0.0023555i,-0.00092543-0.0014111i,-0.00050264-0.00065138i,-0.0002187-0.00029386i,0.00042472-6.212e-05i,0.0011677-0.00025819i,0.0013814-0.00026508i,0.00087392+1.2356e-05i,0.00054501-2.8138e-05i,0.00034787-0.00021016i,0.00096639+4.6717e-05i,0.0015379-0.00014317i,0.00083565+6.2134e-05i,0.00011157+0.00045384i,-4.5304e-05+0.00018964i,-0.00083329+0.00021388i,-0.0010062+0.00091571i,-0.00064258+0.0011776i,-0.00080921+0.00010133i
-0.0024038+0.0012459i,-0.0018362+0.00094388i,-0.0015247+0.0014575i,-0.00071335+0.0024399i,2.4765e-05+0.0018936i,-0.00027907+0.00056913i,-0.00079228+0.00045167i,-0.0008401+4.4187e-05i,-0.00058124-0.00023118i,0.00053814-0.00014173i,0.0011799-0.0005773i,0.00042121-0.00097861i,-0.00026968-0.00089341i,2.001e-05-0.00051125i,0.00038743+0.00028228i,0.00028973+0.00067282i,-5.0851e-05+1.7808e-05i,-0.0002683-0.00027396i,-0.00044875-6.2237e-05i,0.00028923+0.00023034i,0.0011025+0.00076721i,0.00066271+0.00087481i,-6.4889e-05+3.2956e-05i
-0.00066196-0.0017388i,0.00045018-0.0015502i,-0.00015468-0.0010404i,-0.0013559-0.0010728i,-0.002439-0.00071786i,-0.0018372+0.00090329i,2.7694e-05+0.0011552i,0.00066587+1.4951e-05i,-0.00011894-0.00054844i,-0.00065913-0.0003585i,-0.00022376-0.0004041i,0.00051845-0.00037491i,0.0014538+0.00019756i,0.0013397+0.00068131i,0.00087408+0.00032841i,0.0014441-0.00011216i,0.0015504+0.00025712i,0.0011537+0.00082311i,0.00090992+0.0010222i,0.00038615+0.00084088i,0.00019773+0.00045695i,0.00079574+1.9236e-05i,0.00062072+0.00010994i
-0.00096154-0.0021802i,-0.00087262-0.0019993i,-0.00091856-0.0018022i,-0.0010717-0.00049426i,-0.0014185+0.00034386i,-0.00089887-0.00016144i,-0.00050564-0.00097008i,0.00022985-0.00098794i,0.0011433-0.00027599i,0.00068105+0.00020684i,0.00045912+0.00066084i,0.00079258+0.0004755i,0.00081649+7.9835e-05i,-0.00037537+0.00042122i,-0.00077419+0.00071848i,0.000499-9.3557e-05i,0.0010586-0.00043388i,0.00083425-0.00069039i,0.00072245-0.00061343i,-2.4795e-05+0.00022158i,-0.00048689+0.00016862i,-0.00015051-8.1083e-05i,0.00049974-4.8214e-05i
-0.0017888-0.0019887i,-0.0013147-0.0022049i,-0.0019606-0.0013602i,-0.0020612-0.00048636i,-0.0019-0.00084113i,-0.0011875-0.00099479i,0.00022934-1.8979e-05i,0.00061831+0.0007733i,0.00073691+0.00060792i,0.0014332+0.00066762i,0.0014741+0.00082653i,0.0007408+0.00078196i,0.00044716+0.00043066i,0.00060756-0.00019909i,0.0011627-9.7121e-05i,0.00094428-2.5046e-05i,-0.00020871-0.0001419i,-0.0012461-0.00047923i,-0.0018278-0.00096808i,-0.0012948-0.00061306i,-3.7373e-05-0.0002573i,6.2318e-05-0.00069829i,-0.00078616-0.0007615i
-0.00011694+0.0004349i,-0.00094127+7.3369e-05i,-0.0015304+0.00014381i,-0.00094631-2.4873e-05i,-0.00059205-0.00058681i,-0.00076267-0.00073745i,-0.00028558-0.00039753i,6.4459e-05+0.00025923i,0.00043822+0.0013686i,0.00071021+0.00076837i,0.00022984-0.00022773i,-9.818e-05-0.00015783i,8.7305e-05-0.00041309i,-0.00043203-0.00051854i,-0.00036168-0.0003578i,0.00086785-0.00018382i,0.0012097+0.00012299i,0.0012908+0.00047456i,0.0016921+0.0009298i,0.00089983+0.00084299i,-0.00053625+0.000224i,-0.00054989-0.00052948i,9.1525e-05-0.00051883i
0.0037699-0.0010424i,0.0030074-0.0010512i,0.0022312-0.0014635i,0.0010634-0.0016852i,-0.00045865-0.00083566i,-0.0017427-0.00040157i,-0.0017575-0.00041568i,-0.00087172+0.00033175i,-0.00016708+0.0012353i,0.00023197+0.00086496i,0.00027407-0.0002438i,-0.00054886-0.00033336i,-0.00096309+0.00083435i,-0.00056405+0.0012358i,6.3399e-05+0.00081143i,0.00010993+0.0005257i,7.9819e-05+1.9467e-05i,-0.00014422+0.00019126i,-0.00064423+0.00076397i,-0.00039034+0.00089049i,-2.0398e-06+0.00087022i,-0.00030369+0.00036306i,-8.8751e-05+0.00044825i
-0.00087925-0.00096538i,-0.00069438-0.0012079i,-0.00068517-0.001434i,-0.0013741-0.0012366i,-0.0016292-0.00087623i,-0.0017169+6.5085e-05i,-0.00094186+0.00040793i,-0.00017736+0.00021321i,0.00047394+0.00068584i,0.0012226+0.00098354i,0.00089584+0.00060183i,0.0002211+1.5076e-05i,-0.00024043-0.00031312i,-0.0002676-0.00040011i,-6.7408e-06+1.3914e-05i,0.00024569+0.00053952i,0.00029419+0.0011652i,0.0004786+0.001764i,0.00047423+0.0013423i,0.00017231+0.00041732i,0.00051334+0.00067099i,0.00094304+0.0011819i,0.00088351+0.001181i
5.3597e-05+0.00039141i,3.502e-06+8.8948e-05i,-3.7424e-05-0.0014319i,-3.8562e-05-0.0014973i,-0.00039529-0.00094i,3.4344e-05-0.0015015i,0.00022912-0.0014762i,0.00030915-0.0003548i,0.00077577+0.00055907i,0.00076661+0.00059373i,0.00020077-0.00014342i,-0.00067943+5.0749e-05i,-0.0012982+0.00025186i,-0.0011849-0.00071837i,-0.00089226-0.00087268i,-0.00041814-0.00037431i,0.00022134+4.0244e-05i,0.0011403-0.00039325i,0.001782-0.0010288i,0.0011524-0.0007529i,0.00039028-5.2069e-05i,0.00043136+0.00036763i,0.00074583-0.00013481i
-0.00099096-0.00090246i,-0.00061093-0.00090466i,-0.00085358-0.00010673i,-0.0014021+0.00073238i,-0.0013184+0.00065895i,-0.0007874+0.00026297i,-0.00057723+0.00040559i,-0.00058263+0.00076457i,0.00026277+0.00047233i,0.0010243+0.00020275i,0.0011833+0.00029741i,0.00095902+0.0007294i,0.00052459+0.00054358i,0.00034341-0.00050286i,0.00033728-0.00047539i,0.00081757-0.00019815i,0.00071516-0.00034002i,-0.0001226-8.0742e-05i,-0.0005829+0.00047366i,-0.00032818+0.00034i,-0.00037781-0.0007557i,-0.00047383-0.0010252i,-0.00062789-0.00083646i
-0.00020769+0.00010051i,0.00025576-6.4851e-05i,-8.983e-05+9.7783e-05i,-0.00076818+3.7981e-05i,-0.0019461-0.00070466i,-0.0023905-0.00083808i,-0.0016502-0.00060583i,-0.00053218+0.000324i,-0.00015872+0.0014019i,-0.00012112+0.0012394i,0.00044318+0.00064533i,0.0005464+0.0003089i,0.000478-0.00023562i,0.00070096-0.00038949i,0.00041982+9.8675e-05i,-0.00031276-0.00010435i,0.00030458-0.00028409i,0.00090233+7.8091e-05i,0.00096029-0.00015656i,0.0005728+0.00018634i,-0.00020803+0.0001053i,-0.0003629-0.00022518i,-0.00044445+0.00015566i
0.0028695-0.00067355i,0.0016585-0.0012563i,0.0011318-0.0022908i,-7.6914e-05-0.0023181i,-0.0010438-0.0017486i,-0.0011308-0.00084616i,-0.0003904-0.00055807i,0.00019066-0.00018068i,0.00020295+0.00044069i,0.00052307+0.00042497i,0.00064232-0.00037281i,0.0007541-0.00083949i,0.00088894-0.00017874i,0.0010254+0.00053941i,0.0010336+0.0011194i,0.00049466+0.00118i,-0.00015562+0.00067247i,-0.0010163-0.00014038i,-0.0013176-0.00067242i,-0.00026718-0.00046649i,0.00084348+7.9749e-05i,0.00067437+0.00041563i,0.0004904+0.00054687i
-0.0020741-0.00058178i,-0.0018762-0.00027352i,-0.002059-5.1777e-05i,-0.0022511+0.00019328i,-0.0025699+0.00012135i,-0.0024342+0.00054728i,-0.0017041+0.00044716i,-0.00042426+0.00039892i,0.00028229+0.0007648i,0.00040943+0.0009252i,0.00033165+0.00038202i,-0.00027116-0.000444i,-0.00015438-0.00084085i,0.00020497-0.00098081i,-7.71e-06-0.00090568i,0.00060378-0.0010006i,0.0021351-0.00083103i,0.00138+0.00015448i,-0.00044552+0.0015282i,-0.00068169+0.0013817i,-0.00043534-0.00012867i,-2.6585e-05-0.00092867i,4.7787e-05-0.000356i
0.00033402+0.00058337i,0.00039699+0.0013726i,-3.4794e-05+0.00034958i,2.0892e-05-0.00076335i,-1.0939e-05-0.00053423i,8.5069e-05-0.00040081i,-0.00067853+0.00014236i,-0.00096787+0.00020766i,-0.00026934+0.00043189i,-0.00029824-1.4121e-05i,-0.00022389-0.00073865i,-0.00044908-0.0003142i,-0.00071669-0.00034442i,-0.00081151-0.00066974i,-0.00068327-0.00031736i,-9.1995e-05+9.385e-05i,0.00014445-0.00094733i,0.0001488-0.0018528i,0.00046475-0.0014967i,0.00059751-0.0010942i,0.00070867+7.2676e-05i,0.00080438+0.00064419i,0.00052158-0.000147i
-0.0012555+0.0022008i,-5.0807e-05+0.0025196i,-0.00023563+0.0033102i,-0.0003555+0.0023444i,-0.00055196+0.00027381i,-0.001664-0.0007927i,-0.0012564-0.00068737i,-0.00014537+0.00040852i,0.00059486+0.0015844i,0.0013394+0.0011111i,0.0017405+0.00016671i,0.00049246-0.0005i,-0.00081518-0.0011737i,-0.00022348-0.0010692i,0.0010601+1.9576e-05i,0.0011417+1.5611e-05i,3.6657e-05-0.00024697i,-0.0012384-1.7743e-05i,-0.0012083-0.00060023i,-5.4667e-05-0.0005746i,-1.8696e-05-0.00043816i,3.3189e-05-0.00071744i,-2.8636e-05-0.00058331i
0.00038047+0.00089503i,0.00031616+0.0001022i,0.0014123-0.0005194i,0.00081952-0.00059629i,7.7009e-05-0.00048336i,0.00043654-2.0515e-05i,-0.00026735+5.304e-05i,-0.00038008-0.00015622i,0.00064946+0.00050181i,0.00072194+0.00066245i,4.3799e-05-0.00021444i,-0.00038733-0.00069819i,0.00042926-0.00061493i,0.00091654-0.00016761i,-0.00036501+8.5542e-05i,-0.00094572-0.00067152i,-0.00011123-0.00054405i,0.00093841-3.7757e-05i,0.0013318+0.00030606i,0.0013222+0.00088233i,0.00062721+0.00014427i,-9.6713e-06-0.0002669i,-0.00030734+0.00017611i
8.6419e-05+0.0012657i,-2.1611e-05+0.0023168i,0.0017666+0.00097447i,0.0022942-0.00075011i,0.00075725-0.0014671i,-0.00085644-0.0019015i,-0.00078648-0.0011961i,0.00093937+0.00013236i,0.0018888+0.0011493i,0.00086943+0.00086305i,0.0004056+0.00013171i,0.00058632+0.00012751i,0.00042079-0.00027413i,0.00070184-0.00014871i,0.00054865+0.00088474i,-0.00050875+0.00087645i,-0.0010295+0.00041459i,-0.00094949-5.6466e-05i,-0.0006728-0.00025797i,0.00049297+0.00036726i,0.00085752+0.00030474i,-4.9589e-05+0.0002134i,-0.00044624+0.00084408i
-1.7273e-05-0.0013049i,0.000482-0.00034382i,3.7994e-05+0.00080319i,-0.00049791+8.6559e-05i,-0.0003354-0.00049151i,-0.00047197+0.00019581i,-0.00098531+0.0011254i,-0.00053545+0.00049539i,-5.5648e-05+4.3336e-05i,-0.00012768+0.00059413i,-0.00031012+0.00054646i,-0.00070061-0.00028636i,-0.00062942-0.00095409i,0.00017387-0.0014423i,0.00093386-0.0010425i,0.0010781-0.0005342i,0.00091236-2.7559e-05i,0.00085189+0.001007i,0.00059783+0.00084955i,0.00041467-0.00046634i,-0.00021392-0.00059783i,-0.00054619-0.00062475i,-0.00012103-0.0004904i
0.0030492+0.0012498i,0.0035737+0.00091918i,0.0031501-0.0010659i,0.0015962-0.0024946i,0.00051363-0.0024132i,-0.00033607-0.0018008i,-0.00043666-0.00083452i,0.00024033+6.3514e-05i,0.0008575+0.00020769i,0.00081045+0.00010132i,0.00021455-0.00017106i,-0.00015123-0.00017215i,0.00057438+0.00032412i,0.00065639+0.0010454i,-0.001036+0.00078091i,-0.00095005+0.0002856i,0.0004742-0.00012955i,0.001295-0.0012123i,0.0011513-0.00082921i,0.00063317+0.00082146i,0.0006536+0.00072017i,0.00051031+0.0004569i,-0.0001071+0.00026622i
0.0007021-3.5528e-05i,-0.00014353+0.00029692i,-0.0011608+9.1456e-05i,-0.0013461-0.00016024i,-0.0021371+9.717e-05i,-0.0022579+0.00031414i,-0.0010006+0.00036032i,0.00018932+0.0005565i,0.00077622+0.00051041i,0.00047948+0.0007387i,0.00015168+0.00075097i,0.00089156+0.0002397i,0.001059+0.00011324i,0.00093528+0.00060022i,0.0012098+0.00038084i,0.0015979-7.8728e-05i,0.0012567+0.00057367i,-3.8938e-05+0.00083924i,-0.00068567+0.00044642i,-5.3854e-05+0.00023471i,0.00027484-1.58e-06i,0.00045846+7.5628e-05i,0.0004136+0.00031834i
-0.00011139-0.00020409i,0.00088016-0.00078764i,0.0010629-0.00027539i,0.0005247-0.00030256i,-0.00067539-0.00049727i,-0.00060055+0.00029011i,0.00074819+0.00099877i,0.0004125+0.0012774i,-0.00036134+0.00073854i,-0.0001532+0.00015638i,0.0001071+0.00042654i,-0.00042784+0.00052119i,-0.00086548+0.00031875i,-0.00028201+0.00042051i,-0.00055697-3.6377e-05i,-0.00038434-0.00087483i,0.00040843-0.00054804i,0.00064633+9.4049e-05i,0.00027662+8.546e-05i,-0.00055985-0.00012437i,-0.00057672-0.00031972i,-0.00061419-0.00012369i,-0.00031118+8.2859e-05i
-0.0013572+0.00045087i,-0.002272+0.00039833i,-0.0017558+0.00032681i,-0.0014721-0.00014047i,-0.00094172-0.00040898i,-0.0012508-0.00042336i,-0.0011151-0.00090851i,1.2615e-05-0.0007497i,0.00089851+0.00022758i,0.00095909+0.00051305i,0.00076323-0.00014704i,0.0011407-0.00075329i,0.0017543-0.000756i,0.0008904-0.0003885i,0.00012452+0.00094712i,0.00016837+0.0014108i,-0.00029117+0.00062717i,-0.0008435+0.00012356i,-0.00045097+6.9858e-05i,0.00084562+0.00034323i,0.00067643+0.00066728i,-0.00015563+0.00095911i,-0.0011261+0.00079619i
0.0011908+0.00085459i,0.00095851+0.0011776i,-0.00013699+0.0016439i,-0.0005358+0.0011702i,-0.00026095+0.00025499i,-0.00062193-0.00021897i,-0.00036037+0.00021034i,-0.0008468+7.6425e-05i,-0.00080941-0.00055084i,0.00016833-0.00062538i,0.00057482-0.0010291i,0.00080235-0.0012402i,0.00083469-0.0011996i,0.00069353-0.0016345i,0.00071255-0.0021057i,0.00068324-0.001723i,0.0013301-0.00056165i,0.0012399+0.00081547i,0.00017553+0.0012021i,-9.2779e-05+0.00030133i,-5.7332e-05-0.00021852i,-0.00032386-0.00019502i,-0.00012961-0.00032242i
0.00065119+0.0020391i,0.0006287+0.0011567i,0.0011848+0.0010424i,0.0007099+0.00074462i,-0.00024708-0.0010702i,-0.00024584-0.0017941i,0.00035932-0.00055596i,0.0006825-0.00021185i,0.00055029+0.00048885i,0.00053631+0.0013596i,0.00041138+0.00072821i,-0.00041113-1.995e-05i,-0.00072505-0.00010611i,-0.0010158-0.00044923i,-0.0020502-0.0010065i,-0.0018377-0.00097975i,-0.00029831-0.00069611i,0.00066833-0.0006322i,0.00047254-0.00017385i,0.00086277+0.0010045i,0.00095425+0.0015957i,5.1384e-05+0.00095879i,0.00015939+0.00024362i
8.47e-05-0.0010662i,-0.00049895-0.0013488i,-0.00087032-0.0017571i,-0.00034466-0.0018185i,-0.00042956-0.0010966i,-0.0013763-0.00036173i,-0.0020391+5.4695e-05i,-0.0015087+0.00061123i,-9.0002e-05+0.0004136i,0.00057677-0.00029624i,0.00060733-0.00079295i,6.2456e-05-0.00080293i,-0.00081907-0.00049016i,-0.0008466-0.00074742i,0.00029781-0.00074745i,0.0010999-8.7604e-05i,0.00094137+0.0012487i,-3.7912e-05+0.001512i,-0.0010417+0.00054043i,-0.00094989-0.00070078i,-0.0001793-0.0010783i,-0.00019086-7.7782e-05i,-0.00082359+9.4405e-05i
-3.459e-05-0.0017632i,-0.00017678-0.0007413i,-0.0014374-0.00037778i,-0.0022345-0.00013211i,-0.0019008+0.00073154i,-0.001311+0.00055047i,-0.00074431+6.4553e-05i,-0.00065176+0.00028177i,-0.001116+0.00054363i,-0.00091651+0.0007409i,-3.4606e-05+0.00065392i,0.0010906+0.00064474i,0.0012958+0.00082479i,0.00065209+0.00028646i,0.00028579-0.00015394i,0.00031445-0.00035894i,0.0005566-0.00063357i,0.000567-0.00030885i,7.5189e-05-0.00034978i,-0.00030037-0.00071377i,-0.00061469-0.00057377i,-0.00047494-0.00026183i,-0.00034044-0.00073098i
0.001502+0.00087504i,0.0016933+0.00039307i,0.0022298-0.00044872i,0.0016655-0.00037237i,-0.00014627-0.00052582i,-0.0015552-0.00090055i,-0.00058877-0.00078661i,0.00045647-0.00046048i,0.00039591+0.00061765i,0.00093819+0.00089229i,0.00090872+0.00027217i,0.00039435+0.00016486i,0.00083503-6.4347e-05i,0.00099777-8.4484e-05i,0.00034227+0.0010947i,-0.00015517+0.0012404i,-0.00090822+0.00054788i,-0.00094103+0.00044949i,0.00023942+0.00080963i,0.0009625+0.00039468i,0.00114+0.00016158i,0.0014362+0.00023424i,0.001307+0.00063508i
-0.0018852+0.0012501i,-0.0019023+0.0014061i,-0.0014272+0.0012311i,-0.0004866-6.9164e-05i,8.8677e-05-0.0010003i,0.00038357-0.00085367i,0.00036704-0.00017332i,-0.00013927+0.00063922i,0.00022486+0.00065929i,0.0010735+0.00093425i,0.0015293+0.00051191i,0.0015412-0.00090299i,0.0016442-0.0018984i,0.0014471-0.002059i,0.00097599-0.0018889i,0.00034581-0.0010017i,0.00034925+0.00013823i,0.00034822+0.00067214i,-1.4756e-05+0.0010949i,-0.0005438+0.0012918i,-0.00026122+0.00099893i,0.00043165+0.00033428i,0.00069505-0.00019422i
-0.00042005-0.0010479i,-9.8384e-05-0.00078811i,-0.00056777-0.00090416i,-0.0019388-0.00014033i,-0.0018921+0.0011651i,-0.00050819+0.00088492i,-0.00018392+0.00013794i,-0.0008024+0.00019407i,-0.00068141+0.00037584i,0.00010044+0.00044952i,0.00071765-0.00033334i,0.00065049-0.0012269i,-0.00052076-0.00054337i,-0.00090245-0.00039818i,-0.0013835-0.00068188i,-0.0023976-0.0014205i,-0.001497-0.0025727i,-0.00056821-0.0025347i,-0.00036157-0.0014954i,0.00017496-0.00063611i,-0.00013901-5.3858e-05i,-0.00089745+9.7008e-07i,-0.00056554-0.00034927i
-0.00029558-0.00011612i,-0.00074455-0.00093843i,-0.0012151-0.001648i,-0.00090508-0.0015854i,-0.0015026-0.00091584i,-0.0018599-0.00058688i,-0.0016913-0.0010708i,-0.0011822-0.0012687i,0.0002879-0.00066607i,0.0017005-3.8041e-05i,0.0016911-0.00059263i,0.00075801-0.0012461i,-0.00011512-0.00057795i,1.7741e-05+0.00011109i,0.00083853+0.00063037i,0.00075697+0.00070249i,-0.00033509+0.00078493i,-0.0010786+0.00077257i,-1.3096e-05-0.00020319i,0.00067321-0.0004691i,0.00045099+1.2082e-05i,0.00017621-0.00012508i,9.6429e-05-0.00046892i
0.00056528+0.0011499i,0.00041408+0.0014652i,-0.00047147+0.0013009i,-0.0011391+0.00030669i,-0.0012969-0.00033788i,-0.00049627-0.00045675i,0.00047648+0.00021434i,0.0011838+0.00089719i,0.0011423+0.0009557i,0.00072533+0.0012137i,0.00037445+0.00072946i,0.00049896+4.1735e-05i,0.00089851+0.00022117i,0.00021227+0.0002098i,-0.00028154-0.00030558i,-3.9384e-05-0.00045816i,0.00038528-0.00040416i,0.00014546-6.5835e-05i,-0.00062388+0.00063733i,-0.000413+0.0019984i,3.1095e-05+0.0018697i,9.5961e-05+0.00055216i,-0.0004184-0.00050868i
