-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
0.00021772-0.00011287i,0.00092134-0.00058588i,0.0013012-0.00091177i,0.00037128-0.0014306i,-7.4707e-05-0.0014341i,-0.00056731-0.0010854i,-0.0012981+2.1276e-05i,-0.00041425+0.0005864i,0.00070852+0.00015629i,0.0009847+0.00046683i,0.0007611+0.00076064i,0.00037994+0.00079918i,-1.0764e-05+0.00079003i,0.00019371+0.00037776i,-8.0528e-05+8.7437e-05i,6.9383e-05+9.3803e-05i,-0.00013352+0.00041106i,-7.3075e-05+0.00082706i,0.00010211+0.00062721i,5.7063e-05-0.0001693i,0.00070337-0.00028451i,0.00058659+4.2369e-05i,-0.00033824-0.00012706i
-0.0007808+0.0011551i,-0.0012174+0.00019041i,-0.00078307+0.00034691i,0.00014795+0.0010253i,-0.00040084+2.0653e-05i,-0.0012097-0.00024226i,-0.0013296+0.00069447i,-0.00058497+0.0011149i,0.00036159+0.001271i,0.00081793+0.00075685i,0.00066564+8.7731e-05i,0.00070424-0.00013342i,0.00074219+0.00039362i,0.00030215+0.00012832i,0.00044336-0.00022091i,0.00070119-0.00070246i,-0.00014758-0.0003859i,-0.0006497+0.00014569i,-2.1536e-05-0.00074947i,-0.00015063-0.00023043i,-0.0006437+0.00069773i,-8.1783e-05+0.00031787i,0.00018554+0.00087603i
-0.0022743-0.001447i,-0.0018335-0.0014392i,-0.0015528-0.00025776i,-0.0013489+0.00079563i,-0.00064589+0.001233i,0.00062794+0.0011807i,0.0011324+0.00055272i,0.00055948+0.00053574i,-0.00025251+0.000769i,-0.00015234+0.00052889i,0.00043466+5.1157e-06i,0.00040086-0.00027744i,0.00044518-0.00058429i,0.00091573-0.00079937i,0.00074856-0.00028078i,0.00011109+0.00043383i,-0.00017849+0.00035697i,4.1811e-05-0.00040312i,0.00013696-0.00090032i,0.00083933-0.00033922i,0.0011375+0.00049907i,9.9977e-05+0.00076098i,-0.00023221+0.00082035i
0.0010444-0.0010878i,0.0012775-0.00091098i,0.0012171-0.00078413i,0.00033422-0.0020441i,-0.0011041-0.0019072i,-0.0022324-0.00052243i,-0.0013997-0.00032766i,-0.00035726-0.00029482i,-0.00030183+0.00069549i,0.00034122+0.00086162i,0.0007021+0.0010956i,0.00020767+0.0013845i,0.00055224+0.00094496i,0.00095775+0.00047367i,0.00033872+0.00012397i,0.00031223+0.00029323i,0.00092393+0.00024975i,0.00078347-0.00014439i,0.00020382-0.00011651i,-0.00011147+0.00042512i,-7.5824e-05+0.00051514i,0.00045903+0.00038137i,0.00061063+0.00016853i
-0.0022226-0.00060995i,-0.0022639-2.28e-05i,-0.0017548+0.00056591i,-0.0014018-8.7618e-05i,-0.00092316-0.00035602i,0.00020896+0.00012173i,0.0013566+0.00022784i,0.00082193+0.00047786i,0.00041626+0.0005671i,0.0012974+0.00081166i,0.0015699+0.00078051i,0.0011867+0.00025614i,0.0010716-0.00059162i,0.0010794-0.0010374i,0.00083505-0.0011391i,0.00081066-0.0011166i,0.00086269-0.00073422i,0.00052663-0.00073557i,0.00031818-0.00027522i,0.00080458+0.00042278i,0.00058299+0.00030818i,-0.00012499-0.00013761i,-0.00024987+0.00026395i
-2.0338e-05-2.4932e-05i,0.00014255+0.00016518i,-0.0012587+0.00071772i,-0.0017044+0.0011427i,-0.0011213+0.00095981i,-0.00043822+0.00044026i,0.00029971+7.2363e-05i,0.00050089-5.025e-06i,0.0002329+0.00024893i,0.00073066+0.00018346i,0.00033193-0.00014478i,-0.00043575-0.00021643i,-9.9532e-06-0.00018354i,0.00053421-0.00055894i,0.00077165-0.00033086i,0.0004286-7.3905e-05i,0.00047803-0.00039464i,0.0007878-0.00010055i,0.00050686+0.00027756i,-0.00026685+0.00011078i,-0.00053832-0.00051335i,-6.2967e-05-0.00079392i,5.328e-05-0.00054509i
-0.00028382-0.00068326i,-7.4477e-05-0.00010257i,0.00017293-0.00040895i,0.00022117+0.00032715i,-0.00013274+0.00030138i,-3.8254e-05-0.00024958i,-0.00020682-0.00038302i,-0.00017878-0.00014573i,0.00041497+0.00031488i,0.0010801+0.00058829i,0.00083013+6.194e-05i,0.00061436-0.00025568i,0.00079285+3.2508e-05i,0.00057625-0.00040519i,0.00031563-0.00046298i,-0.00056451+0.0004399i,-0.00026861+0.00064153i,0.0009929-0.00013478i,0.00091393-0.00018491i,0.00075698+0.00069354i,0.00093055+0.00043382i,-0.00028721+6.0881e-07i,-0.00029044-0.00039118i
0.00023866+0.0026191i,0.00069791+0.0016185i,0.001941+0.0014627i,0.0017293+0.00070097i,8.7778e-05-0.00098024i,-0.0011907-0.0015335i,-0.0010639-0.00093906i,-0.00058903-4.4906e-05i,4.8236e-05+0.00012642i,0.00089232+6.1295e-05i,0.00071094+0.00034522i,-2.9177e-05+0.00056527i,-0.00063433+0.00038578i,-0.00081706+0.00030378i,0.00011527+0.00089387i,7.7725e-05+0.00056538i,-0.00078004-0.00019402i,-0.00086968-0.00043202i,-0.00040056-0.00073001i,-0.00015453-0.00093885i,-0.00021475-0.00051282i,0.00010816+0.00022902i,0.00026988+0.00099125i
0.00068821+0.00050602i,0.00097147-0.00049799i,0.00070507-0.001241i,5.4779e-05-0.0011754i,-6.0854e-05-0.00089936i,0.00011292-0.001235i,-0.00033156-0.00098949i,0.00017432-0.00023813i,0.00094378+0.00016353i,0.0010345+0.00056625i,0.00085242+0.00070031i,0.00018827+0.00056991i,0.0001937+5.2829e-05i,0.00052757-0.00032181i,0.00069538+0.00033844i,0.0013957+0.00069511i,0.0013874+0.00060254i,0.00038334+0.00067657i,1.3545e-05+0.0010983i,4.7537e-05+0.00099771i,-0.00029302+0.00071435i,-0.00061204+0.0011267i,-0.0003822+0.00062093i
0.0017994-0.0031813i,0.0011008-0.0034455i,-0.00089475-0.0034933i,-0.0022971-0.0027435i,-0.0026781-0.0017977i,-0.0019299-0.00037437i,-0.00056274+0.00016466i,0.00026309-0.00041896i,0.00072963-0.00054121i,0.000968-0.00055973i,0.00094967-0.00074282i,0.00091892-0.00061367i,0.00027988-6.6912e-05i,0.00012403+0.0001782i,0.00039271-5.5049e-05i,0.00087735+0.00025331i,0.0013815+0.00032423i,0.0010851+0.00041798i,0.00075876+0.00051522i,0.00061088+0.00043614i,0.00044623+0.00015709i,-2.0374e-05+0.00036444i,-0.00023114+0.00057846i
0.001548+0.00077234i,0.0024555+2.8669e-05i,0.0025173-0.0007335i,0.00084776-0.0013112i,-0.00059553-0.0014665i,-0.0012708-0.0014247i,-0.0010889-0.001138i,-0.00046959-0.00027651i,0.00012255+0.00043778i,0.00018521+0.00025949i,-0.00027332-0.00040338i,-0.00047286-0.00077361i,-0.00082571-0.00085858i,-0.00079116-4.5233e-05i,-0.00022974+0.00019496i,-0.00031264-0.0002006i,-0.00055821-0.00031697i,0.00028212+8.2702e-05i,0.0002991+0.00031459i,0.00077267-0.00015509i,0.0010316-0.00026419i,0.00034262-0.00023967i,-0.00027019-0.00014434i
-0.0016993+0.0014136i,-0.00095601+0.0012356i,-0.00041347+0.0030341i,-5.8805e-05+0.0035925i,-0.00010053+0.0022334i,-0.00027266+0.00065524i,0.00023658+1.4165e-05i,0.0010535+0.00097246i,0.00066013+0.0012732i,0.0005909+0.00050178i,0.00096243+0.00028943i,0.00047986-0.00013066i,0.0004065-0.00037337i,0.00036155-0.00026736i,-0.00026286+0.00045631i,-0.00053035+0.00050598i,-0.00044196-0.00049506i,0.00040303-0.00068315i,0.00044039+0.00012655i,-0.00042885+0.0004917i,-0.00026774+0.00024555i,-0.00033429+0.00053466i,-0.0009211+0.0003654i
-0.00080274-0.00067535i,-0.00082784-0.00063184i,-0.0017967-0.00048845i,-0.0015138-0.00041606i,-0.0010608-0.00053914i,-0.00086386-0.0003308i,-0.00076336-0.00017106i,-0.00080494-0.00041052i,-0.00046202-0.00062566i,-3.3817e-05-0.00050913i,-0.00022211+0.00018333i,-7.4969e-05-0.00013588i,-0.00013437-0.00062542i,-0.00077331-0.00061065i,-0.000683-0.0002656i,1.0578e-05-3.2312e-05i,0.00046948+0.00025566i,0.00093502-8.9396e-05i,0.00054242-0.00032772i,-0.00080365+0.0004017i,-0.0007573+0.0005868i,0.00023243-0.00035054i,0.00021003-0.00020633i
9.2518e-06-0.00033485i,5.5548e-05-0.00073744i,-0.0012639-0.00098379i,-0.0018627-0.0014423i,-0.0020594-0.0010423i,-0.0016022-0.00049455i,-0.00056966-0.00048007i,-0.0001711-0.00035076i,0.00022567-7.6744e-05i,0.0004861-8.8146e-05i,0.00074801-0.00014154i,0.00037894-0.00028752i,0.00043226-0.00036023i,0.00045421-0.00026871i,0.00055887-0.00038432i,4.453e-05-0.0006288i,-0.00064148-0.00022148i,-0.00038957-0.00012608i,-0.00068216-0.0004405i,-0.0011255-0.00065402i,-0.00037873-0.00019831i,6.5422e-05+2.2303e-05i,-0.00013907-0.0003328i
0.0011608+0.00038819i,0.0014653+0.00029765i,0.0015192-1.3901e-05i,0.001806+0.00027396i,0.00017184-0.00032534i,-0.0011978-0.0015892i,-0.00070519-0.0014798i,0.00025273-0.00046485i,0.00043404+6.4008e-05i,0.00078206+0.00034604i,0.0011064+0.00041428i,0.00064563+0.00014585i,-0.0003761+5.2802e-05i,-0.00048999-0.00026158i,-0.00056936+6.2213e-06i,-0.00051015+0.0005703i,8.7764e-05+0.00011163i,0.00036407+0.00043814i,0.00076788+0.00066049i,0.00058695+0.00040881i,0.00047472+0.00025863i,0.00065223+7.5344e-05i,0.00016356+0.00059244i
-0.0020337+0.0001889i,-0.00075003-0.0010882i,-0.00064159-0.0020483i,-0.0010782-0.0010972i,-0.00035177-7.1274e-05i,0.00027928+1.8988e-05i,0.00034937+0.00050453i,0.00030889+0.00074644i,0.00036162+0.00076176i,0.00040026+0.00043402i,0.00053572+0.00022119i,0.00057013+0.00082806i,0.00042282+0.00056925i,0.00032302+0.00016843i,0.00011075+0.00024789i,-0.00033506+0.0002062i,-0.00044318-6.1394e-05i,-0.00023858-0.00012713i,-0.00022975-0.00010499i,0.00022888-0.00053888i,0.00052448-0.00067953i,0.00069988-0.00021875i,0.00051481-1.4371e-05i
-0.0013822-0.00020078i,-0.001024+0.0014894i,-0.0011831+0.002461i,-0.00089826+0.0013192i,-0.0011587-5.3456e-05i,-0.0014199+0.00025305i,-0.0004938-0.00012713i,0.00060554-0.00097805i,0.0010914-0.0006316i,0.00064579+0.00039949i,0.00069903-9.2146e-05i,0.00070474-0.00081508i,0.00031071-0.00036075i,0.0011442-0.00059341i,0.0011505-0.00064476i,0.00054029+0.00015736i,5.4848e-05+0.00042209i,-0.00010752+0.00024282i,-7.192e-05+0.0003688i,-0.00035006+0.00037764i,0.00023653+0.00052325i,0.00062161+0.00046548i,0.00022032-0.00029778i
0.0020036+0.00053797i,0.0025114+0.00049066i,0.0021576-0.00084882i,0.00081015-0.0019625i,0.00015873-0.0023699i,0.00020834-0.0016957i,-0.00027818-0.00068495i,-0.00090236-0.00063678i,-0.00063595-0.00017535i,4.3803e-05+0.00055065i,0.00022265+0.00011936i,-0.00020193-0.00020014i,-0.00046194+1.3533e-05i,-0.00031886+8.2258e-05i,-0.00077915+9.2404e-05i,-0.0010511+0.00050064i,-0.00080985+0.00051407i,0.00026256-0.00018488i,0.001466-0.0001603i,0.0015917+0.00080312i,0.0007118+0.0010095i,-0.00020968+6.1578e-05i,-0.00040151-0.00024314i
-0.00069185+0.00042572i,-0.0016658+0.00025719i,-0.00083981+0.00079875i,-0.00085762+0.00034631i,-0.0013799-0.0005649i,-0.0013711-0.00031094i,-0.00091267-5.993e-05i,-0.00045845-0.00012212i,6.5008e-06+0.00063035i,0.00024699+0.00070193i,-0.00041551-0.00040163i,-0.00045845-0.0005276i,0.00046102+0.00015082i,0.00053378-0.0003053i,-7.371e-05-0.00046497i,6.5992e-05+0.00029924i,0.00026007-0.00016264i,-0.00029721-0.00070887i,-0.00099909+0.00024042i,-0.0010016+0.00031076i,-0.00045363-0.00036534i,-0.00027765+0.00021843i,0.00040328+0.00091667i
-0.000468+0.00033354i,-0.00062849-0.00011362i,-0.0003996+0.00012094i,-5.2159e-05+0.0001977i,-6.1552e-05-0.00036309i,-0.00037004-0.00055806i,-0.00053297-0.00056082i,-0.0005595-0.00021435i,-0.00021473+0.00051765i,0.00017458+0.00033475i,8.3121e-05-0.00062224i,-0.00069014-0.00099124i,-0.0003906-0.00074186i,-0.00037923-0.00069583i,-0.0010824-0.00049612i,-0.00075873-8.87e-05i,3.8028e-05+0.00025425i,0.00053432+0.00037464i,0.00026159+0.00076258i,-0.00033101+0.00069531i,-0.0002392+0.00028248i,0.00010971-0.00020671i,0.00042094-0.00010866i
0.0007208-0.0018854i,0.0017765-0.0016943i,0.0010952-0.00213i,-0.00094893-0.0027908i,-0.001712-0.0025369i,-0.0016324-0.0016651i,-0.00072058-0.0011478i,0.00029493-0.00071598i,0.0010494-0.00014984i,0.00087374+2.9021e-05i,-8.7873e-06+0.00031995i,0.00032903+0.00078328i,0.00067113+0.0010397i,0.00013928+0.0006985i,-1.9204e-05+4.3817e-05i,0.00047404-0.00051563i,0.00067488-0.0010407i,6.083e-05-0.00089386i,-0.00065271-0.00050564i,-0.00024545-8.5013e-05i,0.0004667-0.00015125i,-0.00013563-0.00044952i,-0.00020132-0.00065316i
-0.00087246-0.00024577i,-0.0010949-0.0011197i,-0.0022756-0.0011241i,-0.0014184-0.0002675i,-7.3736e-05+0.00037857i,-5.9243e-05+0.00037878i,-8.9963e-05+0.00057076i,-0.00017502+0.00084675i,-0.00014008+0.00039715i,0.0003962+0.0005861i,0.00055958+0.0011645i,0.00058344+0.0008894i,0.00075115+7.7731e-05i,0.00074178-0.00024144i,-0.0002851-0.00028835i,-0.00092486-0.00042436i,-0.00071715-0.00035126i,-0.000173-0.00058441i,0.00073419-0.00034847i,0.00046981+0.00029226i,-0.00055942+0.00036194i,-0.00088841+0.0001966i,-0.00058219+9.6726e-05i
-0.00059743+0.0017965i,-0.00062171+0.0022693i,-0.00049469+0.00223i,-0.00067521+0.0020413i,-0.00030158+0.0012i,0.00050868-0.00018299i,0.00026684-0.0010959i,0.00056964-0.00046313i,0.0010258+0.0010944i,0.0012229+0.00094799i,0.0014415-0.00027623i,0.00047082-0.00051308i,-0.00025526-0.00058844i,0.00018453-0.00051223i,0.00037233-0.00058903i,-0.00069933-0.0004414i,-0.0010137+0.00034851i,5.5048e-05+0.00038173i,0.00027008+0.00047481i,0.00021687+0.00043659i,0.00020611-2.4385e-05i,-0.00041341-4.7784e-05i,0.00022568+0.00025658i
-0.0013014+0.00021459i,-0.00064411-0.0001587i,-0.0010103-0.00078548i,-0.0013612-0.0013142i,-0.00083047-0.00086775i,-0.00071862-0.00031368i,-0.00017411-0.00051506i,0.00045932-0.00057124i,0.00020308-0.00038805i,0.00030379-2.3473e-05i,-0.00017137+0.00014494i,-0.00084864-0.00050077i,-0.00026783-0.0010289i,0.00043232-0.00078061i,0.00029928-0.00080707i,0.0001301-0.00079401i,-3.9956e-05-0.00076079i,0.00018282-0.00067684i,0.00042992-0.0001047i,-0.00019428+8.0733e-05i,-0.00067962+0.0004261i,-0.00080101+0.00052604i,-0.00061514+0.00028262i
0.00054143-0.00021313i,0.0010894-0.00078796i,0.0012824-0.0002536i,0.0004875-0.00083195i,-2.2787e-05-0.0011178i,-0.00019302-0.00069339i,6.9018e-05-0.00039104i,0.00013334-6.9277e-05i,-0.00012524+0.00030553i,0.0002202+0.00020611i,0.00057556-7.0688e-05i,0.00046183-4.0975e-05i,6.5594e-05+0.00028947i,-5.9208e-05-0.00013721i,-0.00011644-0.00069138i,-0.00039963-0.0007674i,-4.5668e-05-0.00024188i,0.00048223+0.00014442i,0.00014319+0.00038865i,-0.00034933+0.00075905i,-0.00038821+0.00015574i,-0.00034903-0.00018874i,-0.0002983+0.00022781i
0.00031544-0.00047682i,0.00035089-0.00077566i,-8.8581e-05-0.00080441i,-8.581e-05-0.00090885i,9.9179e-05-0.00083538i,2.3292e-05-0.00076371i,-0.00033799-0.0004583i,0.00010279+0.00015237i,0.00093472+7.9578e-05i,0.0013378-0.00046271i,0.0018246-0.0006999i,0.0016464-0.000665i,0.00019478-0.00062611i,-0.00039407-0.00069652i,0.00051267-0.00083101i,0.001333-0.00044422i,0.00046737-0.00016528i,-0.00059748+0.00024603i,-0.00089242+0.00037538i,-0.00077128-0.00050897i,-0.00036232-0.00034228i,-0.00029317+0.00010833i,-0.00050717+0.00030346i
-0.00096893-0.00061458i,-0.001534-0.0015366i,-0.00057029-0.0014759i,-0.00055217-0.0012834i,-0.00063122-0.0012938i,-0.00072396+0.00018379i,-0.00056725+0.00070498i,-0.00046998+0.00061998i,-0.00085479+0.0007965i,-0.00061122+0.00071374i,0.0002511+0.0003588i,0.00057757-6.749e-05i,2.8249e-05-9.8292e-06i,0.00012919+0.00022698i,0.00014065+0.00067234i,-0.0003072+0.00059101i,0.00016758+0.00020403i,0.00059752+0.00019351i,0.00016773+0.00045807i,-0.0001305+0.00029807i,-0.00018273-0.00024005i,0.00028703-0.0001307i,0.0006934+0.00014405i
-0.00032772+0.00060263i,0.00015211+0.0013488i,0.0014804+0.0011793i,0.00083108-8.7098e-05i,-0.0012076-0.0009048i,-0.0011961-0.00076326i,-0.00011062-0.0002743i,0.00017284-0.00025296i,0.00046586-0.0008425i,8.0439e-05-0.001059i,-0.00034141-0.00069911i,-0.00056211-0.00038454i,-0.00039215-0.000265i,0.000711+5.5341e-05i,0.00053823+0.00053211i,-0.00032252+0.00063122i,-0.00029894+8.5995e-05i,0.00053137+0.00015526i,0.00039145+0.00025923i,-9.5368e-05-0.00033904i,-9.3659e-07-0.00025831i,-0.00036771+0.00054718i,-0.0011302+0.001126i
-0.00069208+0.0025492i,0.00033715+0.0021169i,0.00077118+0.0013199i,0.0012192+0.00065891i,0.001515+0.0011351i,0.0010005+0.00051231i,0.00015669-0.00047691i,-0.00020417+0.00018983i,0.0004455+0.00095287i,0.0013262+0.00050915i,0.001125+9.9074e-05i,-0.00024851+0.00030501i,-0.00026773+0.00071702i,0.0005701+0.00071738i,0.00056804+0.00061146i,0.00024342-0.00030436i,0.00053658-0.00063836i,0.00095886-0.00041386i,0.00069864-0.00063761i,-0.00022953-0.00045075i,-0.00059659-0.00013184i,0.00030743+1.2161e-05i,0.00080765+0.00084566i
-0.0023959+0.00016218i,-0.0022697-0.00021267i,-0.0013429-0.00052606i,-0.0010761-0.00072024i,-0.0017223-0.0008469i,-0.0016993+0.00071077i,-0.00039839+0.0017163i,0.00090152+0.0013716i,0.00082169+0.0010446i,0.00062021+0.00086188i,0.00088907+0.00081095i,0.00093089+0.00056189i,0.00091933+0.00011162i,0.00032616-0.00042181i,-0.00026231-0.00060199i,0.0004004-0.0003038i,0.001087-0.00012147i,9.7752e-05+0.00022243i,8.1037e-05+0.00055639i,0.00084986+0.00042571i,0.00063841+4.1726e-05i,5.0891e-05-0.00031958i,-0.00062821-1.0255e-05i
0.00057119+0.00025889i,0.0014724+0.00097724i,0.0011463+0.0002017i,0.00060273-0.00035562i,-0.00059156-0.00031208i,-0.0015842-0.00011848i,-0.00084909+0.0003276i,0.00014753+0.00039885i,0.00041438+0.00070036i,0.00045312+0.00073539i,0.00065028+0.00029711i,0.0011448+3.0124e-05i,0.0014186+0.00026561i,0.00081459+0.0010851i,0.00036621+0.00069626i,0.00032172-0.00026983i,-0.00026339-0.00048382i,-0.00048815-0.00046874i,-0.00014967-0.00033368i,0.00021084+0.00020362i,0.0001422+0.00037023i,0.00025052-0.00036342i,0.00084141-0.00045354i
-2.7738e-06+0.00046929i,0.0005859-0.0020177i,0.00051576-0.0015144i,-0.00068334-0.0013434i,-0.0010881-0.0022212i,-0.00089515-0.0024165i,-0.0008472-0.0016521i,-0.0003714+0.00015909i,0.00071769+0.00085543i,0.0015962+0.00066259i,0.00059843-0.00038379i,-0.00046557-0.00095388i,-0.0010347-0.00032506i,-0.0011851-2.2359e-05i,-0.00038337+0.00033975i,9.2353e-05+0.00035968i,-0.00012217-0.00046492i,-0.00011163-0.00062746i,0.00014975-0.00016475i,0.00079502+0.0002002i,0.00061729+0.00012854i,0.00043383-0.00031462i,0.0004122+4.4704e-06i
-0.0010295+0.0011499i,-0.0009429+0.00094927i,-0.00081755+0.0015682i,-0.00042516+0.00094331i,0.00019921-0.00021674i,-0.00026818-0.00057312i,-0.00052619+2.9301e-06i,3.2764e-06+0.00066276i,0.00019507+0.00063293i,0.00020744-4.3671e-05i,0.00010872-0.00076588i,-0.00016924-0.0012253i,-0.00060842-0.0012158i,-0.0010678-0.0011138i,-0.00060183-0.00086833i,0.00040398-0.00043056i,7.5809e-05+0.00018597i,0.00022732+0.0005315i,0.00074034+0.00021516i,0.0010832-0.00049062i,0.00097648-0.00042382i,0.00040791+9.5972e-05i,-0.00058375+0.00045148i
0.0019145+0.0010056i,0.0019432+0.0014694i,0.0022328+0.00053978i,0.0012363-0.0013726i,-6.1954e-05-0.0012007i,-0.00074322-0.0015092i,-0.00043883-0.0014964i,6.9239e-05-0.00034955i,0.00036617+0.00035039i,-0.00015198+0.00025i,-0.00046133-0.00072193i,-0.00029854-0.0012622i,-0.00045287-0.00088214i,3.9567e-06+0.00013725i,0.00079689+0.00044733i,0.00087494+0.0001978i,0.0009077+0.00046039i,0.0015816+0.00070041i,0.00085591-0.00012869i,-0.00016334-0.00095763i,6.3908e-05-0.0007276i,0.00010556-0.00054588i,-9.2198e-06-0.0013094i
-0.00043868-0.0035786i,-8.8304e-05-0.0024034i,-0.001975-0.0020344i,-0.0022355-0.0014823i,-0.0014671-0.00096013i,-0.0012926-0.00040005i,-0.0012193+0.0004015i,-0.00054549+0.00040803i,0.00035111+1.2505e-05i,0.00030665-6.8023e-05i,0.00068492+9.5749e-05i,0.0010659+0.00075782i,0.00024805+0.00062354i,-0.00017741+4.0438e-05i,-0.00065267-0.00044551i,-0.0009874-0.0010056i,-0.00067511-0.001299i,-0.0010021-0.00044668i,-0.00078387+0.00040176i,-9.739e-05+0.00025791i,0.0005956-5.7291e-06i,7.3583e-05-0.00041003i,-0.00017207+0.00014303i
-0.0010297+0.0039839i,-0.00046789+0.00397i,-0.0001238+0.0031934i,0.00024831+0.0029896i,2.8082e-05+0.0018217i,-0.00029448-0.00023154i,-0.00069253-0.00073428i,-0.00061492-0.00032772i,0.00033728-0.00041286i,0.00045885-0.00043138i,0.0004696+3.1468e-05i,0.00048991+0.00034645i,-7.5449e-05-0.00022346i,-0.00029202-0.00031239i,-0.00039404+0.00041297i,0.00022369+0.00033541i,-1.8368e-05+0.00025939i,-0.00069121+0.00011685i,-0.0004541-0.0001184i,0.00035131+0.00061188i,0.0007485+0.0004474i,0.00086145+0.00010152i,0.00060962-9.5107e-05i
-0.0011962+0.00021301i,-0.00042454-0.00074337i,-0.00045088-0.00096002i,-0.001347-0.0012467i,-0.0013158-0.0011163i,-0.00053069-0.00047613i,-0.00014012-0.00050055i,-0.00067086+0.0002693i,-6.0524e-05+0.001082i,0.0012539+0.0012818i,0.0014403+0.00057741i,0.0010941-0.00033853i,0.00020883+7.4504e-05i,-0.00090995+0.00021214i,-0.00070617+0.00023697i,-0.00016163+0.00050705i,0.0003966+0.00028079i,0.0005758-0.00014834i,-0.00018423-8.5136e-05i,-0.00084976+0.00048825i,-0.00074339+0.00075926i,-1.3072e-05+0.00055042i,4.1485e-05-8.2657e-05i
-0.0011761-0.00054851i,-0.0015508-0.0007179i,-0.0017781+0.00030581i,-0.0011022+0.00041408i,-0.00087519-0.00088374i,-0.00087666-0.0012012i,0.00048785-0.00017643i,0.0012251+0.00076113i,0.00067058+0.00057888i,0.00073071+0.00038815i,0.00035952+0.00059165i,-0.00022713+0.00014132i,0.00033531-0.00056911i,0.00030883-0.00065601i,8.276e-05-7.0426e-05i,2.6959e-05-0.00014047i,-7.4399e-05-0.00013962i,-0.00054053+4.8987e-05i,-0.00069727-0.00014818i,0.00020704-0.00030821i,0.00043957-0.00077747i,-6.4639e-05-0.00061299i,0.00017501+0.00023596i
-0.0013575+0.00099278i,0.00059918+0.0011031i,0.001386+0.0017063i,-2.2068e-05+0.0014555i,-0.00019437+0.00063076i,0.00043391+9.4074e-05i,-3.7207e-06-0.0009206i,-0.00068429-0.00086497i,-0.00021345+8.2761e-05i,3.5361e-05+0.00024164i,-3.7264e-05-0.00020794i,0.00038114-0.00041871i,0.00045573-0.00014991i,7.2047e-05-3.0096e-06i,0.000154-0.0003508i,0.0003278-0.00067i,-1.2569e-05-0.00036718i,0.00026558+0.00037552i,0.00049898+0.00075891i,0.00063728+0.00066805i,1.4664e-05+0.00030735i,-0.0006793-0.00033211i,-0.00036742-0.00034065i
-0.00010143+0.00036864i,0.0007297-0.00016638i,0.000576-0.00018234i,-0.00032528-0.00046283i,-9.006e-05-0.00066681i,-5.2516e-05-0.00071282i,0.00045944-0.00052165i,0.00080588-0.00052395i,6.032e-05+1.5976e-05i,0.00086455+0.00087896i,0.0017404+7.3166e-05i,0.0011367-0.0010542i,0.00050308-0.0010555i,-5.281e-05-0.00044767i,7.7609e-05-5.2721e-05i,0.00035628-0.00010991i,5.6236e-05-0.00021062i,-0.00016057+0.00023195i,-0.00048468+0.00057504i,-0.00013082-7.5731e-05i,0.00014063-7.176e-05i,0.00014423+0.00010934i,0.0001877-8.3031e-05i
-0.0010905+0.00059641i,-0.00089043+0.00036627i,-0.00031035+0.0014104i,-0.00023214+0.00080702i,0.00010609-0.0010313i,-0.00013748-0.0012899i,-0.0012094-0.00041463i,-0.0006369-0.00010324i,0.00025072+0.00016012i,4.3753e-05+0.00055587i,-0.00025155+0.00032794i,-0.00058679-1.9582e-05i,-0.0004661-0.00043831i,1.2594e-05-4.3835e-05i,0.00023412+0.00059644i,0.00032576+0.00070436i,0.00038078+0.0012167i,0.00026106+0.0010148i,0.00022528-0.00019588i,0.00045671-0.00062039i,0.00072699-0.0008391i,0.00047647-0.00099495i,0.00011544-0.00054654i
0.0014409-0.00047441i,0.0008279-0.00081758i,0.00088062-0.0004852i,-0.00050149-0.00067144i,-0.0015918-0.0003601i,-0.00073349+0.000172i,-6.8817e-05+0.00061698i,0.00014865+0.00036088i,-7.1272e-05-0.00014731i,0.00043305+1.3502e-05i,0.00079711+0.00021338i,1.3953e-05+0.00025882i,0.00048226-0.00027648i,0.00076672-0.00094148i,0.00066662-0.00079364i,0.00084457-0.00021489i,0.00038366-0.00018873i,-1.2857e-05-0.00018025i,0.00013688-4.9472e-06i,0.00059316+3.7927e-06i,0.00082028+0.00055695i,-1.7413e-05+0.0002708i,-0.00081773-0.00029905i
