0.0013049-0.00018932i,0.00091667-0.00036507i,0.0001514-0.00068462i,-0.00056757-0.00063328i,-0.0018966-0.00061841i,-0.0024508-0.00048022i,-0.001783+0.0002249i,-0.0007759+0.00058788i,-0.00037773+0.00030237i,-0.00041532-0.00036201i,-0.0003114-0.00084077i,-0.000566-0.00026048i,-0.0004115+0.00073351i,0.00049875+0.00075892i,0.0006776+0.00065425i,0.000197+0.00086798i,-6.9958e-05+0.00068785i,2.2858e-05+9.0343e-05i,-2.6622e-05-0.0009912i,0.00021735-0.0013475i,0.00050422-0.0011064i,0.00085658-0.0010081i,0.0006201-0.00052702i
-0.0019008+0.00069577i,-0.001938+0.0026536i,0.00090466+0.0018733i,0.0032266-0.00073195i,0.0021951-0.0012546i,7.0233e-05+0.00070934i,2.8309e-06+0.0026924i,0.0011483+0.0040592i,0.0028862+0.0041453i,0.0032169+0.0028025i,0.0018128+0.0020887i,0.00093571+0.0014876i,0.0013166+0.00058774i,0.0022146+0.00049992i,0.0029563-0.00022248i,0.0023065-0.00085773i,0.0011497-0.00045192i,0.00062114+0.00060409i,6.1169e-05+0.0010301i,0.00044273+0.00035174i,0.0016472-0.00034765i,0.0016943-0.00046575i,-6.4867e-06-0.0002394i
0.00075778-0.0024383i,0.00065208-0.0020156i,0.00043809+0.00024221i,0.0014394+0.0013716i,0.0017028-0.00021832i,-0.0010252-0.00054494i,-0.0045962+0.0022019i,-0.006505+0.0054702i,-0.0059492+0.0067555i,-0.0031922+0.0054999i,-0.0012524+0.0022158i,-0.00097307-0.00064914i,-0.00049221-0.0021062i,-0.00031308-0.0024231i,-0.00059915-0.0019727i,-0.00018131-0.0012839i,0.00022902-0.0012758i,0.00055308-0.0010305i,0.00077796-3.5547e-06i,0.00042685+0.0011711i,-0.00029474+0.001729i,-4.6665e-05+0.00060934i,0.00072661-0.00025578i
0.0021328+0.0026268i,0.0033007+0.0042821i,0.0052615+0.0037171i,0.0037799+0.001114i,0.00089735-0.0027043i,-0.0015386-0.0043055i,-0.0044667-0.0033108i,-0.0070844-0.0027981i,-0.0067817-0.0015002i,-0.0031845+0.00029432i,0.0010895+0.00046255i,0.0030271-0.00014243i,0.0029922-0.0015401i,0.0024451-0.002552i,0.0012661-0.0028322i,0.00045405-0.0023564i,0.00076244-0.0013503i,0.00063055-0.00071834i,-0.00015019-0.00077911i,0.00011324-0.0016775i,0.00022941-0.0024893i,-0.00027077-0.002445i,-0.0012154-0.0010418i
-0.0022043-0.00083631i,-0.0020232-0.00024494i,-0.00053103-0.0013163i,0.0015409-0.0020195i,0.0019738-0.0013818i,0.0011696-0.00043279i,0.0011448-0.00082483i,0.0010847-0.0028252i,0.00014297-0.0044236i,-0.0011914-0.0030249i,-0.0010716+0.00068329i,-0.00074824+0.0025365i,-0.00083465+0.0027347i,-0.00012847+0.0024581i,1.3098e-06+0.0012475i,-0.00047409+7.247e-05i,-0.00038114-0.0011813i,0.00076778-0.0018842i,0.0013156-0.00070191i,0.00094892+0.00088594i,0.00017796+0.00085065i,4.006e-05-0.0001606i,0.0003837-0.0012831i
0.0031802-0.0013818i,0.0040341-0.0012382i,0.0037391-0.0021241i,0.0032433-0.0024087i,0.0024022-0.0015701i,0.00071112-0.00057215i,0.00072818+0.0014346i,0.002487+0.0030212i,0.0037905+0.0026501i,0.0033067+0.0016558i,0.0017566+0.00092447i,0.00059316+0.00016287i,-0.0011279-0.000555i,-0.0033505-7.901e-05i,-0.0037035+0.00060518i,-0.0029205+0.00080168i,-0.0017196+0.00059952i,-0.00078294-7.9035e-05i,-0.00031344-0.00073586i,-0.00018397-0.0017646i,0.00098309-0.0021953i,0.0011556-0.0013007i,4.1514e-05-0.00031015i
0.0010082+0.001582i,0.00064568+0.0032593i,0.00092436+0.0023424i,-4.1288e-05+0.00070983i,-0.0020977+0.00069314i,-0.0034228+0.0029551i,-0.0040578+0.0047929i,-0.0047544+0.0064678i,-0.0045198+0.0067257i,-0.002639+0.0035915i,-0.0010387+0.00029248i,-0.00053076-7.1186e-05i,0.00033188+0.00041023i,0.0011421+0.0004513i,0.0016833+0.0011127i,0.0017401+0.00090376i,0.0016157+0.00025154i,0.0013779+7.9607e-05i,0.0011803+3.7876e-05i,0.0013571+0.0007656i,0.0011709+0.0012273i,-0.00049254+0.001218i,-0.0012151+0.00021153i
-0.0013701-0.0013216i,0.00084019+0.0018225i,0.0034541+0.0048989i,0.0047093+0.0038952i,0.0033967+0.00059097i,0.0013169-0.0018905i,-0.0018244-0.0020259i,-0.0056052-0.0011674i,-0.0067412-0.00026315i,-0.0041663+0.0007231i,8.5894e-05+0.00076605i,0.0027555+4.9908e-05i,0.0028985-0.0006158i,0.0014451-1.7185e-05i,0.00012824+0.00075629i,-0.00074414+0.00082652i,-0.0012977+0.00053231i,-0.0014586+0.0011345i,-0.0020183+0.0010788i,-0.0020755+0.00011328i,-0.0015965-0.00059691i,-0.0011687-0.00085342i,-0.00075189+0.00018021i
0.0015614-0.0004346i,0.0034402+5.481e-06i,0.0034737+0.00019259i,0.0016548+0.00028271i,0.00047884-0.00035412i,5.7566e-05-0.0020207i,-0.00071986-0.0023182i,-0.00084879-0.0027862i,-0.0015928-0.0030834i,-0.0020676-0.0015245i,-0.00097069+0.00086695i,0.00087669+0.0024349i,0.0026114+0.002166i,0.0036577+0.0017719i,0.0035281+0.00079331i,0.002308-0.00079211i,0.0012984-0.0011492i,0.001384-0.0012272i,0.0020913-0.0015966i,0.0022845-0.0014672i,0.0018265-0.00074423i,0.0010477+1.3925e-05i,0.00042899-0.00017106i
-0.0010259+0.0019681i,0.00068877+0.003465i,0.0019811+0.0029566i,0.0024417+0.0012429i,0.0023542-0.00053593i,0.0019412+0.00031763i,0.0013927+0.0019201i,0.0021655+0.002528i,0.0026664+0.002489i,0.0021502+0.0017645i,0.0007466+0.00095541i,-0.0012783-8.7019e-05i,-0.0020117-0.00050411i,-0.0017112-1.3583e-05i,-0.0016825-0.00011173i,-0.0014256-0.00033361i,-0.00044724-0.00043391i,0.00083765-0.00029796i,0.00020512+0.00063702i,-0.00046909+0.00022036i,4.8993e-05-0.00064609i,-0.0002066-0.0010196i,-0.00023595-0.00059109i
-0.0005945-0.003565i,-0.00098673-0.0030044i,0.00025588-0.0020058i,0.00026012-0.0012127i,-0.0010866+0.00017538i,-0.0010231+0.0028845i,-0.0022865+0.0041059i,-0.0031912+0.0047682i,-0.0016364+0.0061653i,-0.00025945+0.0047137i,0.00031363+0.0013783i,0.0018651-0.0009794i,0.0029499-0.0027305i,0.0019196-0.0038517i,0.00048076-0.0035312i,0.00018158-0.002763i,0.00024072-0.0028771i,0.00043168-0.0027259i,0.0011215-0.0030757i,0.0020946-0.0026412i,0.0025085-0.0011142i,0.0019243-0.00046074i,0.0010767-0.00037889i
0.004487-0.00077978i,0.0063182-0.0012608i,0.005943-0.00067774i,0.0036551-5.6452e-05i,0.0015662-0.00058334i,-0.0011623-0.00099205i,-0.0033773-0.00033858i,-0.0060894+0.00057961i,-0.0071259+0.0010777i,-0.0052296+0.0016618i,-0.002424+0.0020259i,-0.00039935+0.0023147i,-8.9596e-05+0.0026563i,-0.00060078+0.0024985i,-0.0008215+0.0020696i,3.1362e-05+0.0027854i,0.00079249+0.0024184i,0.00050567+0.0017478i,0.00023481+0.0016186i,-0.00049091+0.0012048i,-0.001689+0.00081478i,-0.0019157+0.00014309i,-0.00099275-8.6146e-05i
-0.0019713+0.0049017i,-0.0011044+0.0071319i,0.0010778+0.0064099i,0.0031284+0.0037414i,0.0023813+0.0018838i,0.00073601+0.0002418i,-0.00052831-0.0020976i,-0.0016546-0.0043016i,-0.0016288-0.0044522i,-0.0016187-0.0024231i,-0.001642-0.00032016i,-0.0003192+0.00023654i,0.00016533-0.00037173i,-0.0011597+0.00019081i,-0.0020122+0.00069765i,-0.001924-0.00061534i,-0.0012668-0.0024037i,-0.0014122-0.0024693i,-0.0014829-0.0018134i,0.0003998-0.0018733i,0.0011023-0.0021616i,0.00047894-0.0018658i,3.5987e-06-0.00097977i
-0.0068955-0.0089975i,-0.00060732-0.0093611i,-0.0062392-0.0016382i,-0.006344+0.0072999i,-0.0036005+0.011035i,0.0024869+0.010289i,0.0055803+0.0030624i,0.0032806-0.0018188i,0.00068408-0.0015425i,-0.00016263+0.00070036i,0.0011726+0.0027154i,0.0029324+0.0027204i,0.0034464+0.00131i,0.0020223+0.00014257i,-0.00019215-0.00031995i,-0.00038287-0.00082803i,0.0016789-0.00039461i,0.0030985+0.0019541i,0.0030616+0.00381i,0.0022888+0.0034064i,0.001648+0.0027544i,0.0012617+0.0020391i,0.00096153+0.00071361i
0.0050216+0.0018865i,0.0064396+0.0029259i,0.0074226+0.0017434i,0.0050034+0.0010443i,0.0010168+0.0016384i,-0.0020969+0.0026877i,-0.0028823+0.0041604i,-0.0014282+0.0056682i,0.00016646+0.0068271i,0.00079814+0.0060618i,0.00036294+0.0027105i,-0.00029704-0.00085108i,-0.00059487-0.0022327i,-0.00043964-0.0015321i,2.1572e-05-0.0004476i,-0.00016053-0.00021979i,-0.00055628-0.00029648i,-0.001368-0.00064251i,-0.0015421-0.0020955i,-0.00072866-0.0025547i,-0.00052223-0.0016461i,2.6457e-05-0.00077694i,0.0012452+0.00012613i
-0.0024195+0.003433i,-0.0023462+0.0041926i,6.0474e-05+0.003311i,0.0025527+0.00034646i,0.0030831-0.0019558i,0.0011821-0.0023116i,-0.0019175-0.0014659i,-0.0047324-0.00021246i,-0.0063408+0.0018861i,-0.0052046+0.0034128i,-0.0015588+0.0029566i,0.0011465+0.0020359i,0.0026571+0.0016311i,0.0036973+0.0015752i,0.002961+0.0012051i,0.0019342+0.0011253i,0.0015965+0.0012318i,0.001344+0.00084462i,0.0019867+0.00054534i,0.0023101+0.00066594i,0.001244+0.0013477i,0.00040447+0.0016843i,-0.00019268+0.0010151i
0.0011838-0.0019984i,0.0003522-0.00092762i,0.0015468-0.0012539i,0.0015327-0.0018077i,0.001255-0.0018322i,-0.00029334-0.002224i,-0.002228-0.0021068i,-0.0034419-0.0026492i,-0.0041574-0.0035229i,-0.0041569-0.0032418i,-0.0034498-0.0011556i,-0.0026+0.00092189i,-0.0020509+0.0015445i,-0.0017407+0.0011361i,-0.0021457+0.00034038i,-0.0023768-0.00010776i,-0.0020058-0.00051088i,-0.0012735-0.0013721i,-0.0012869-0.0022872i,-0.00042326-0.0034712i,0.00031621-0.0030807i,-0.00015191-0.0021715i,-0.00059053-0.0015917i
0.0018858+0.0040574i,0.0040115+0.0041055i,0.0050774+0.0030282i,0.0050319+0.0018131i,0.003608+0.00088465i,0.0014797-0.0010284i,0.00052082-0.0014695i,0.0016371-0.00071195i,0.0032736-0.0012155i,0.0025014-0.0020769i,0.00019738-0.0019779i,-0.00084324-0.0019914i,-0.00093414-0.0025309i,-0.00064656-0.0022609i,-0.00016557-0.0012003i,0.00021891-5.8226e-05i,0.00093129+0.00051285i,0.0018919+5.6749e-05i,0.002582-7.5854e-06i,0.0029012+0.00055376i,0.0027977+0.00063017i,0.0014457-0.00033421i,0.00072723-0.0015252i
-0.0034031-0.0010428i,-0.0024483-0.0015175i,6.8848e-05-0.0031527i,0.0018835-0.0051903i,0.0027262-0.0053814i,0.0024647-0.0043296i,0.00078965-0.0021115i,0.00080252+0.001359i,0.0026049+0.0035206i,0.00329+0.0028932i,0.0026741+0.0012996i,0.001857-0.00024068i,0.00023336-0.0018312i,-0.001238-0.0028036i,-0.0019083-0.0019559i,-0.0022102-0.0012804i,-0.0014115-0.0014602i,-0.0010551-0.00083729i,-0.0016724-0.00042809i,-0.0022828-0.00076224i,-0.0024467-0.00074113i,-0.0014986-0.00013096i,-0.00042827+0.00038495i
0.0028843-0.0046735i,0.0023673-0.0043528i,0.0020394-0.0030404i,0.00075765-0.0017557i,-0.0012723-0.00013632i,-0.0028765+0.0017896i,-0.0034171+0.002779i,-0.0050526+0.0036668i,-0.0065831+0.0048888i,-0.0051262+0.005501i,-0.0019451+0.0039824i,0.00083219+0.0014097i,0.0026543+0.00017993i,0.0032408-0.00015334i,0.0020408+5.7753e-06i,0.0014508+0.00066129i,0.0014575+0.00043389i,0.0017578-0.0004786i,0.0019846-0.0010368i,0.0020679-0.0011446i,0.0021801-0.0010233i,0.00115-0.00015783i,6.5083e-05+0.00031405i
0.00050997+0.0025855i,0.0010707+0.0043601i,0.0013249+0.0051074i,0.00086408+0.0026457i,0.0010217-0.00042807i,0.00094515-0.0010066i,-0.00085219-0.0015644i,-0.0040007-0.0023789i,-0.0064773-0.0027244i,-0.0068693-0.0018924i,-0.0044924+0.00039709i,-0.0016318+0.0017619i,-0.00068703+0.0026215i,-0.00067957+0.0034028i,-0.00029282+0.002922i,-0.0004309+0.0021386i,-0.0011814+0.0013013i,-0.0011044+0.0006871i,-0.00085589+0.00035287i,-0.0014619+4.2988e-06i,-0.0018168+8.8836e-06i,-0.0017723+0.00026615i,-0.0018578+0.00031198i
-0.0032337-0.00013565i,-0.001998+0.00093166i,0.001003+0.0028291i,0.0028195+0.003369i,0.0016748+0.0015873i,1.6005e-05+0.00035075i,6.9662e-05-0.00062492i,0.0010649-0.0021441i,0.0014771-0.0031106i,0.00083424-0.0029921i,-0.00033291-0.0015303i,-0.00060612-0.0011211i,-0.00074778-0.00098778i,-0.0014193-0.00028307i,-0.00083937-0.00055439i,0.00048749-0.00065835i,0.00090035-0.00051343i,0.00092682-0.00087279i,0.0015469-0.0012375i,0.0025493-0.00090465i,0.0031354-0.00034705i,0.0024851-0.00041855i,0.0012711-0.00048261i
0.0022762-0.0029563i,0.0022013-0.001298i,0.0030012+0.00085721i,0.0044883+0.0010479i,0.0041434-0.00029457i,0.0015319-0.0013474i,-8.2697e-05+0.00016669i,0.00073434+0.0024353i,0.0024518+0.0035176i,0.0036813+0.0033315i,0.0031608+0.0013787i,0.001473-0.00019831i,0.0011076-0.00049342i,0.0014624-0.0012948i,0.0011194-0.0019072i,2.5803e-05-0.0015753i,-3.5081e-06-0.00064919i,0.00063004+0.00037438i,0.00062989+0.0013725i,0.00043107+0.0018904i,-0.0003578+0.0019227i,-0.00077688+0.0012229i,-0.00046956+0.00075508i
0.00074567+0.0024122i,0.0034256+0.0037752i,0.0054057+0.0019745i,0.0050878-0.0011484i,0.0031647-0.002437i,0.0006432-0.0025587i,-0.0022211-0.0013593i,-0.0043342+0.0019781i,-0.0042701+0.0050158i,-0.0020801+0.0048107i,0.00014166+0.00255i,0.00067907+0.00072537i,0.0017398-0.00060306i,0.002517-0.0022i,0.0018921-0.0024203i,0.0011893-0.00097428i,0.00047979-0.00072061i,0.00041823-0.00138i,-3.8612e-05-0.0023781i,9.257e-05-0.0033147i,0.00087488-0.0024665i,0.00070829-0.0011506i,0.00076119-0.00065172i
-0.001047-0.00059954i,-0.0026505+3.6659e-05i,-0.0020479+0.00062209i,-0.00062488+0.00085361i,-0.00033592-0.00052723i,-0.0012458-0.0014682i,-0.0027291-0.00068023i,-0.004518-8.2601e-06i,-0.0059414-0.001553i,-0.005441-0.0022412i,-0.0037129+0.0001693i,-0.0012665+0.0022339i,8.9978e-05+0.0028287i,0.00029841+0.0024345i,0.00051334+0.0013702i,0.00054434+0.00055238i,0.00040982-0.00010994i,0.00083557-0.00019037i,0.0012658+0.00069072i,0.00078743+0.0014356i,-9.4594e-05+0.0012512i,-0.00051877+9.5568e-05i,-0.00071203-8.9895e-05i
0.0019252-0.0007729i,0.0029395-0.00070921i,0.0031249+8.6349e-06i,0.0026143+0.00050892i,0.00084948-7.1346e-05i,-0.0016603-0.000274i,-0.001444-0.00073067i,-0.00079683-0.0021909i,-0.00048396-0.0035717i,1.399e-05-0.0033657i,-0.0003026-0.0022178i,-0.0014785-0.0017131i,-0.002577-0.001423i,-0.0030049-0.00029125i,-0.0027825+0.00044707i,-0.0017861+0.00012331i,-0.00019865+0.00020566i,8.5422e-05+0.0001328i,-0.00014323-0.0001655i,0.00043822-0.00092875i,0.00065013-0.0018354i,0.00027192-0.0019238i,4.538e-05-0.0013607i
-0.0010284+0.0018288i,5.4716e-06+0.0030144i,0.00090059+0.0027209i,0.0010485+0.0016129i,0.0015952+0.0013453i,0.00067154+0.0019697i,-0.00060467+0.0018624i,0.00039254+0.0024183i,0.0015168+0.0033415i,0.0011552+0.002421i,0.00071826+0.00097465i,0.00054779+0.00069508i,0.0004272+0.00091149i,-0.00032129+0.0001266i,-0.0013916-0.001118i,-0.001177-0.0016353i,-0.00083064-0.0012641i,0.0005045-0.00082242i,0.0013502-7.2908e-05i,0.00075966+0.00083488i,0.00010453+0.0012756i,0.00042877+0.0011273i,0.00072704+0.00068615i
-0.0011399-0.0021892i,0.00037485-0.0013964i,0.0028136-0.0014445i,0.0045202-0.001403i,0.0036555-0.0017995i,0.0012696-0.001975i,-0.00021897-0.00022639i,-0.0011695+0.0027631i,-0.0012375+0.0047201i,-0.0009126+0.0042498i,-4.6179e-05+0.0029912i,0.00085543+0.0018684i,0.001135+0.00078023i,0.00068056+0.00058076i,0.00055503+0.00045269i,0.00092875+0.00046127i,0.0007917+0.00078281i,2.6514e-05+0.00072092i,3.8016e-05+0.00030906i,0.00014998-0.00032368i,-5.9134e-05-0.0008837i,-0.00077193-0.00043391i,-0.0012149+0.00013467i
0.0025836-0.0002529i,0.0020675-0.00037777i,0.00057479+0.00022365i,0.0008219-0.00072881i,0.001134-0.0025639i,-8.5511e-05-0.0023695i,-0.0016334-0.0015059i,-0.0035045-0.00084532i,-0.0050896+0.00034349i,-0.0048515+0.0007761i,-0.0028244+0.00095637i,-0.00066064+0.0013457i,0.0010311+0.0024256i,0.0018085+0.0021834i,0.00037923+0.00061538i,-0.00082654-0.00064052i,-0.00035783-0.0016789i,0.00081314-0.0021281i,0.0019241-0.0015308i,0.0021743-0.00075326i,0.0013377-0.00041364i,0.00092085+3.0544e-05i,0.00051935+0.00026356i
-0.00025643+0.0019905i,-0.00073763+0.0041915i,0.00013424+0.0038946i,0.00045311+0.0012331i,-0.00032145-0.0015806i,-0.00085281-0.0027083i,-0.0013855-0.0024449i,-0.0016378-0.0028431i,-0.00059629-0.003338i,4.9483e-05-0.0033617i,-0.00018228-0.00244i,-0.00074689-0.0011696i,-0.0013407+0.00012527i,-0.0014041+0.001238i,-0.00089038+0.0013608i,-0.00012199+0.00097087i,0.00063085+0.00079006i,0.00092595+0.0013789i,0.00073159+0.0011905i,0.00073222-2.0495e-06i,-2.0234e-05-0.00098707i,-0.00062406-0.0012115i,-0.00026742-0.0010596i
0.00060384-0.00081171i,0.0018386+0.00072423i,0.002392+0.0018157i,0.0019833+0.0013663i,0.0013018+0.00080666i,0.00062342+0.00053189i,0.00048237+0.00040513i,0.0012157+0.0011957i,0.0018155+0.0023725i,0.0015552+0.003072i,0.00098953+0.0023595i,0.0015959+0.00020843i,0.0018308-0.0017315i,0.00033067-0.0027696i,-0.00077163-0.0031856i,-0.0007277-0.0026708i,-0.00054931-0.0017367i,-0.00021823-0.0013692i,-0.00011198-0.00085824i,-6.0199e-05+0.0003157i,0.00069559+0.00018414i,0.0016963-0.00032892i,0.0017324-8.9212e-07i
0.0022392+7.2002e-05i,0.0030283-0.00024616i,0.0040421-0.00066608i,0.0034753-0.0017515i,0.00072026-0.0026359i,-0.001394-0.0020951i,-0.0019077+0.00020497i,-0.0016352+0.0027839i,-0.0011326+0.0039463i,-0.0010063+0.0042599i,-0.0013438+0.0027083i,-0.00064762+0.001028i,-8.4707e-05+0.00022793i,3.9967e-05-0.00067529i,0.0007071-0.00060888i,0.00067562-0.00026849i,0.00096507+0.00027522i,0.0010698+0.00087418i,0.00055744+0.00063599i,-0.00035847+0.00054271i,-0.00092107+0.000649i,-0.00072089+0.00045191i,0.00012328+0.00040651i
-0.0013689+0.00079912i,-0.0018673+0.0016279i,-0.001611+0.0011118i,-0.00083868+0.00050236i,-0.0009789-0.00037044i,-0.0018138-0.00033224i,-0.0032953+2.2367e-05i,-0.0049941+0.00038902i,-0.0058105+0.00040617i,-0.004477-7.9403e-05i,-0.0019866-5.7941e-05i,0.00015057+0.001111i,0.00079313+0.0013414i,0.00048701-0.00023903i,-0.00092999+1.0889e-05i,-0.0019839+0.00044224i,-0.0011183-0.00038898i,-0.00028542-0.0010536i,-0.00044693-0.00083458i,-6.8829e-05-0.00082937i,0.00063681-0.0013745i,0.00064995-0.00095754i,4.9133e-05-2.4032e-05i
0.00082461-0.00025411i,0.0013826+0.00078532i,0.0014907+0.0020336i,0.0018224+0.0025877i,0.0010726+0.0012146i,-0.00030688+0.00032195i,-0.00077755-4.152e-05i,-0.0010638-0.0019876i,-0.0015795-0.0041082i,-0.0013066-0.0036783i,-0.00039857-0.0015594i,0.00012208+0.00046398i,0.00037941+0.0013458i,4.3697e-05+0.0013547i,-0.00019568+0.00070701i,0.00067464+0.00057572i,0.0018165+0.0002802i,0.0022886-0.0005788i,0.0022571-0.00060435i,0.0013691-7.8266e-05i,2.9342e-05+9.5466e-05i,-0.00034361-4.2069e-05i,0.00045229-0.00023248i
0.0015667+0.0010261i,0.0019658+0.0011501i,0.0031254-0.00044491i,0.0030969-0.0019939i,0.0019245-0.00073816i,0.0012244+0.00057428i,0.00065725-0.00023386i,0.0012371-0.00023753i,0.0030716+0.001244i,0.0027296+0.0015151i,0.001667+0.001205i,0.00066769+0.0011009i,-0.00040973+0.00090551i,-0.00060184+0.00044591i,-0.00048702+0.00063039i,-0.00062035+0.0010332i,-0.00088574+0.00011897i,-0.0012462-0.00043634i,-0.0012594+0.00044828i,-0.0002136+0.0001036i,0.0010204-0.0011462i,0.0011417-0.001546i,0.00056268-0.0013737i
0.00092525-0.00054786i,0.00082722-0.0011943i,0.0012308-0.0011237i,0.002248-0.0009125i,0.0023016-0.0010372i,0.0015192-0.00097675i,4.3211e-05-0.00032337i,-0.00047418+0.0019328i,-0.00057987+0.0035148i,-0.0015462+0.0034904i,-0.001724+0.0024984i,-0.0001464+0.0018195i,0.0018466+0.0013663i,0.0025057+0.00095302i,0.0023057+0.0012996i,0.0021406+0.00083605i,0.0025269+0.00021356i,0.0026028+0.00022596i,0.0018474+0.00042876i,0.00067924+0.00037406i,4.6122e-05-0.00025197i,0.00012635-0.00035332i,0.0003457+0.00099037i
-0.0017087+0.003194i,-0.00098586+0.0031021i,-4.188e-05+0.003761i,0.0011357+0.0016927i,0.00079658-0.0024468i,-0.0016578-0.0040913i,-0.0042019-0.0018735i,-0.0053481+0.00042573i,-0.0042512+0.00088874i,-0.002932-4.6895e-06i,-0.0019167-0.0012427i,-0.00053571-0.0015712i,0.00046158-0.00088497i,0.00014558-0.00030925i,-0.0010594+6.4723e-05i,-0.0017082+0.00034616i,-0.0015236+0.00023931i,-0.00080795-0.00019899i,-0.00058262-0.00056263i,-3.9399e-05-0.00086759i,0.00033845-0.00076253i,0.00024655-0.00083396i,0.00023637-0.00091611i
-0.001644-0.00016348i,0.00022312+0.00020021i,0.0018456+0.00065041i,0.0032866+0.00059538i,0.0027684+0.0011557i,0.00031444+0.00083807i,-0.0011827-0.00049361i,-0.0021552-0.0019972i,-0.0022923-0.0024603i,-0.00078215-0.0017032i,0.00086368-0.00095002i,0.00072444-0.0002808i,-0.00030224-0.0005522i,-0.00047326-0.0012704i,0.00034242-0.0011443i,0.0017685-0.0011044i,0.0021421-0.0012444i,0.0020661-0.00047206i,0.0018032-5.2369e-05i,0.0015077-0.00089131i,0.0012113-0.00085491i,0.00065582-0.00043669i,0.00029356-0.000266i
0.00081552-0.0011624i,0.0016066-0.0010587i,0.0021847-0.00068741i,0.0027854-0.00030035i,0.0032327-0.000433i,0.0026054-0.00098595i,0.0010701-0.00071899i,-9.7836e-06+7.0329e-05i,0.00033446+0.00099079i,0.00095454+0.001972i,0.0011634+0.0019685i,0.0009066+0.0012415i,0.00034529-0.00043696i,-0.00087942-0.0012457i,-0.0015008-0.00041395i,-0.00055269+0.00026502i,0.00011269+0.0003358i,0.00010562+2.4704e-05i,-0.0001405+0.00027865i,-0.00065691+0.00029025i,-0.00011001-0.00043227i,0.00038505-0.00043298i,-0.00011705-0.00034517i
0.0022747+0.0003378i,0.0022269+0.0021207i,0.003258+0.0017104i,0.0027281+0.00054848i,0.0020983-0.00074967i,0.00032896-0.0005562i,-0.001446+0.00043044i,-0.0016806+0.0020422i,-0.0014502+0.0040701i,-0.0014322+0.0042326i,-0.0012219+0.0029248i,-0.00039534+0.0018378i,-0.00022864+0.0010783i,-1.6795e-05+0.0004662i,0.00061087-0.00018081i,0.0010649-0.00030596i,0.0011642+0.00038439i,0.0013856+0.00045469i,0.0010013+2.6897e-05i,0.00077422-0.00080879i,0.00075169-0.0011571i,0.0010709-0.00077053i,0.0011611-2.3899e-05i
-0.0019393-0.00012638i,-0.0014728+0.0020965i,-0.0010134+0.00331i,4.6762e-05+0.0017244i,0.00043994-0.00022736i,-0.0011732-0.00052206i,-0.0030624-0.00060993i,-0.0041832-0.00019302i,-0.0049333+0.00049243i,-0.003979+0.00084863i,-0.0025546+0.00049454i,-0.00087946+8.7957e-05i,0.0010107+0.0003198i,0.00059877+0.00114i,-0.00068086+0.0014832i,-0.0005682+0.0008617i,-0.00026792+0.00073879i,-9.8027e-05+0.00077969i,0.00043024+0.00035649i,0.00072825+0.00041544i,-2.2075e-05-0.00010377i,-0.0005607+0.00021384i,-0.00013483+0.0011259i
0.0027689+0.00074594i,0.002383+0.0007036i,0.0032017+0.0010532i,0.0038984-9.1068e-05i,0.0022226-0.0017926i,-0.00069143-0.0028372i,-0.0024254-0.0018982i,-0.0036706-0.00083785i,-0.0028613-0.00065299i,-0.00081662-0.00045759i,0.00052501-0.00031222i,0.001161+0.00063162i,0.00060596+0.0012487i,0.00046794+0.00092985i,0.00015618+0.00031194i,-0.00021712+0.00071317i,-0.00017436+0.001034i,-0.00022391+0.00042752i,1.2354e-05-0.00070065i,0.00040696-0.00084542i,0.0005908+1.5288e-05i,0.000707+0.00047763i,0.00043942+0.00068387i
-0.0003897+0.00063155i,-0.0011183-5.1373e-05i,-0.0002427-0.00095651i,0.0011437-0.0020913i,0.0021488-0.0033122i,0.00054483-0.0035909i,-0.0011944-0.002572i,-0.00059238-0.0011895i,0.00057675-0.00053539i,0.00061016-7.0583e-05i,0.00033478+0.0010687i,0.00034131+0.0005962i,6.9363e-05-0.0012348i,0.00055074-0.0014836i,0.00085666-0.0003278i,-0.00011589+0.00012794i,-4.6683e-05-4.0328e-05i,4.1316e-05-6.5009e-05i,0.00018746-0.00014576i,0.0011831-0.0003546i,0.00125-0.00059148i,0.00041604-0.00060519i,8.5739e-05-0.0010638i
0.00049569+0.0003843i,0.0017431+0.0015815i,0.0032306+0.0024254i,0.0035638+0.00035986i,0.0034421-0.0020071i,0.0015238-0.0020002i,-0.00046287-0.00050544i,-0.00031206+0.0015413i,-0.00027594+0.00286i,-0.001216+0.0030381i,-0.00091168+0.0021618i,0.00019676+0.00066794i,0.0015145-0.00031009i,0.0021896-0.00017289i,0.0013814+0.00041094i,0.0004546-6.7837e-05i,0.0005868-0.00071245i,0.00059603-0.00090655i,0.00076458-0.0014483i,0.00074683-0.0020336i,0.00094774-0.0015567i,0.00094634-0.001331i,7.9139e-05-0.0011825i
