-0.0022426+0.00069413i,-0.0024212+0.0014149i,-0.0014833+0.0013721i,-0.00076503+0.00031328i,-0.0016477+0.00059039i,-0.0023805+0.0010702i,-0.0016522+0.00054188i,0.00020412+0.00070511i,0.00051327+0.0011885i,-6.1445e-05+0.0002629i,7.3654e-05-0.00078344i,-0.00028865-0.00055352i,6.3588e-05-0.00031i,0.00091276-0.00023977i,0.0010698-2.3456e-05i,0.00076802+3.7073e-05i,3.4932e-05-0.00082962i,-0.00010086-0.0008991i,3.6276e-05-0.00016107i,-0.00052679-0.00015825i,-0.0006314-0.00071202i,-7.8774e-05-0.00042411i,0.00067886-0.00032624i
0.0010832+0.00073113i,0.0011711-0.00037213i,0.0010943-0.00084705i,0.00071361-0.00058849i,-0.00031828+0.00012944i,-0.0015043+0.00032147i,-0.0017578-0.00047848i,-0.00096253-0.00083856i,0.00043503-0.00016438i,0.00048311+0.00022907i,-0.00041795-0.00032275i,-0.00046155-0.00054749i,0.00018951-0.00036898i,0.00025415-0.00062522i,0.00046363-0.00077144i,0.0013704-0.00045594i,0.0011856-0.00032317i,0.00049187-0.00021179i,-7.4922e-05+0.00038457i,9.8722e-06+0.00022609i,0.00035417+0.00014181i,0.00023134+0.00071204i,0.00012809+0.00019999i
0.00061899-0.00032514i,-0.0012013-0.00024747i,-0.00065931-0.0013143i,-5.653e-05-0.0025251i,-0.0010019-0.0019087i,-0.0020456-0.0008089i,-0.00093212-0.00045741i,0.00062408-0.00078456i,0.0003496-0.001305i,-0.00047161-0.0014751i,-0.0011007-0.00084428i,-0.0012204-3.2335e-05i,-0.00055719+0.00078558i,-0.00030876+0.00051381i,0.00042699-0.00058786i,0.0007091-0.0013268i,0.00050788-0.0012958i,-0.00055148-0.00050525i,-0.00061595+5.3682e-05i,0.00012204+0.0002263i,0.00049533+0.00035196i,0.00025593-8.0607e-05i,0.00030784-0.00085554i
0.0014563-0.00059129i,0.0018054-0.001236i,0.0016077-0.0017493i,0.00037594-0.0010479i,9.0906e-05+3.8544e-05i,-0.00043689+0.00037177i,-0.00089843-0.0003601i,-0.0006289-0.00065681i,1.0778e-05+8.0334e-05i,0.0005869-0.00022244i,0.00034439-0.00077894i,0.00021719-0.00032368i,0.00049689-8.9862e-05i,0.0010107-0.00070041i,0.00075613-0.0010956i,0.00018325-0.0010129i,0.00010683-0.00065106i,0.00016784-0.00057894i,-0.00033026-0.00065831i,-0.00030224-0.00039029i,-0.00029876+0.00038135i,-0.00074399+0.00049875i,-0.00085574-0.00015253i
-0.001942-0.0011984i,-0.0024045-0.0006142i,-0.0028207+0.00010305i,-0.0026042+0.0005806i,-0.0019902+0.00087049i,-0.0005873+0.00091951i,0.0005545+5.8911e-05i,-5.0844e-05-0.00072999i,-0.00099536-0.00069992i,-0.00099095-0.00031146i,-0.00046409-0.00033919i,0.00054753-0.0002089i,0.0013762-0.00013129i,0.0011857-0.0007548i,0.00041027-0.0012291i,-0.00036677-0.0011139i,-0.00038778-0.00078074i,0.00018199-0.00070668i,-0.00052432-0.00013737i,-0.00068272+0.00025907i,-0.0003994+0.00019677i,-0.00048367-0.00032354i,-0.00036022-0.00080463i
-0.0015582-0.00010464i,0.00035207+0.00052442i,0.0013467+0.001489i,0.00095658+0.00080147i,0.00063801-0.0001815i,-8.2177e-05-0.00099483i,-0.0010152-0.0011086i,-0.00096835-0.00037906i,-0.00027122+0.00058409i,0.00025404+0.0006497i,-0.00023852+0.00021946i,-0.0006056+0.00022605i,-0.00032403-6.303e-05i,-0.0007466-0.00089397i,-0.0010322-0.00073235i,-0.00066326-0.00032122i,-0.00028563-0.00037837i,-0.00033626-0.00014685i,-0.00072915+4.0079e-06i,-0.00077643+9.8032e-05i,-0.00027824+0.00012821i,-0.00017008+0.00040468i,0.00040602+0.00097841i
-0.0013088+0.0012433i,-0.0015404+0.0017604i,-0.00073582+0.0021796i,0.00013866+0.0023349i,4.5245e-05+0.0020493i,-0.0010152+0.0016639i,-0.0013688+9.1253e-05i,-0.0015525-0.0017358i,-0.0018148-0.0011951i,-0.0011027-0.00028856i,-0.00026863-0.00025271i,0.00011806-0.00028229i,0.00056714-0.00057074i,0.0007559-4.4529e-05i,0.00063275+0.00034298i,0.00087321-0.00024659i,0.0013622-0.000598i,0.00071586-0.00059672i,-0.00044216-0.00048093i,-0.00066187+0.00026231i,-3.5696e-05+0.00015625i,0.00085236-0.00035723i,0.00014393-0.00016905i
-0.0026403-0.0017322i,-0.001751-0.0013969i,-0.0021281-0.0004388i,-0.0021396+0.00065411i,-0.0015857+0.0011555i,-0.0013262+0.0001534i,-0.00089808-0.0006041i,-0.00051656-0.0010399i,-0.00052393-0.00044302i,-0.00041242-0.00019649i,0.00047098-0.0011442i,0.0013523-0.00099726i,0.0016222-0.0004315i,0.0006044-0.00050714i,-0.00059282-0.00097569i,-0.00018282-0.0016745i,0.00026706-0.0014675i,0.00031194-0.00044881i,0.00020435-0.00033676i,-0.00030731-0.00082857i,-4.5552e-05-0.00087895i,0.00020982-0.00074701i,0.00092296-0.00086203i
0.00083353-0.00061106i,1.9877e-07-9.3538e-05i,-0.0001982-0.00071096i,-0.0011414-0.00095877i,-0.002052-0.00052709i,-0.0023366-0.00039681i,-0.0017761-0.00031682i,-0.0011402-0.00065985i,-0.00046978-0.00069079i,-0.00039843-0.00054149i,-0.00049628-0.00026059i,-0.00037922+7.1335e-05i,0.00033559+0.0003588i,0.00080628+0.00026591i,0.00055129-0.00088683i,0.00094216-0.0017738i,0.00063514-0.001601i,-0.00026661-0.0010643i,-0.00034539-0.00024244i,-0.0010578+0.00064671i,-0.001167+0.0005118i,-0.00026102-0.00010833i,-0.00015114+2.1186e-05i
-8.9978e-05-0.0027564i,-0.00095361-0.0032337i,-0.0022332-0.0023455i,-0.0022669-0.0015033i,-0.001676-0.00041612i,-0.00094313-0.00012646i,-0.0001803-0.0016839i,-5.3395e-05-0.0023586i,-0.00022594-0.0012712i,-0.00041026+4.1086e-05i,-0.00030858+0.00012089i,5.2917e-05-7.9752e-05i,0.0012982+0.00034533i,0.0014298+6.0352e-05i,0.00062535-0.0005315i,-0.0002519-0.0013343i,0.00017877-0.0015364i,0.00046294-0.00046435i,-0.00038048+0.00018923i,-0.00048295+0.00054599i,-0.00017265+4.9792e-07i,8.7299e-05-0.00021201i,0.00086459+0.00032364i
0.0023635+0.001462i,0.0022433+0.00035017i,0.00077358-0.00060312i,-0.00058274-0.0012771i,-0.0008341-0.0010419i,-0.0007594-0.00024913i,-0.00055688+0.00021538i,-0.00051241-0.00048405i,-0.00075595-0.00067716i,-0.00029945-0.00013997i,-0.00024405+7.4446e-05i,-0.00051797-0.00021532i,8.7086e-06-0.00035908i,0.00061333-0.00012753i,0.00083672-1.0551e-05i,0.0005378-0.00085678i,0.00019284-0.0012976i,-0.0001385-0.0010061i,-0.00063093-0.00039284i,-0.00066009+0.00016825i,-0.00038086-0.00074882i,0.00011047-0.00085307i,0.00013391-0.00025424i
-0.000168-0.0025629i,-0.0007218-0.0015518i,-0.0011629-0.001653i,-0.0014529-0.0014781i,-0.0015999+0.00025942i,-0.0016031+0.0014053i,-0.00075091+0.0003256i,-0.00023478-0.00066115i,-0.00065753-0.0010896i,-0.00078527-0.00095363i,-0.00034899-0.00019085i,0.00016251+8.8119e-05i,-0.00022534+0.00036355i,-0.00051027+0.00012493i,-4.6625e-05-0.00078163i,0.0012785-0.0013105i,0.001665-0.00091806i,0.001071-0.0008872i,0.00061-0.00083322i,-0.00010655-0.00018669i,-0.00037298-4.7022e-05i,-0.00032592-0.00045854i,-4.9962e-05-0.00014507i
0.0010568-0.0003465i,0.00083817-0.00069583i,0.00021818-0.0015434i,-0.0011406-0.0017082i,-0.0014175-0.0011792i,-0.0015126-0.00014164i,-0.0012467-9.1844e-05i,-0.00040221-0.00022141i,0.00023753-0.0005862i,0.00031876-0.00080574i,-0.0001534+0.00012295i,-0.00097186+0.00032996i,-0.00054873-0.00040493i,-2.0213e-05-0.0011285i,6.8854e-06-0.0012026i,-7.6836e-05-0.00056836i,0.00025825-0.00057405i,0.00010513-0.00078209i,-0.00022987+0.00059592i,-0.00026595+0.0014504i,-0.00039093+0.0016327i,-0.0003812+0.00094803i,-0.00037687+0.00015998i
-0.0026013-0.00094269i,-0.0028241-0.0013196i,-0.0023322-0.0013631i,-0.0016729-0.0010463i,-0.001076-0.0004252i,-0.00032054-0.00078547i,0.00075288-0.0006963i,0.00053765-0.00039236i,0.00027641-0.00042078i,0.00072949-0.00035813i,0.00048494-0.00024816i,6.8862e-05-0.00049877i,6.8385e-05-0.00045114i,0.00037596-0.00076463i,0.00052648-0.0015185i,0.0003453-0.0014459i,8.4053e-05-0.00072555i,0.00075953-0.00057905i,0.00059774-0.00040425i,-0.00027612+0.00016321i,-0.00047922+0.00024954i,-0.00024103-3.375e-05i,0.00020541+0.00064533i
0.0035449-0.0011631i,0.0025055-0.0010747i,0.0013404-0.0011772i,2.4056e-05-0.00089258i,-0.001542-0.00026359i,-0.0019588+0.00020573i,-0.0012512-0.00013363i,-0.00041494-0.00046626i,-0.00065944-0.0008521i,-0.0012203-0.00029213i,-0.001153+0.00077599i,-0.00085107+0.00035304i,-0.00076095+0.00046145i,-0.00055611+0.00062097i,0.00016374-3.103e-05i,0.0013072-0.0010515i,0.0015483-0.0015698i,0.00052836-0.0018179i,-0.00028492-0.00088482i,-8.1965e-05+0.00080447i,-7.3414e-05+0.0011127i,0.00015295+0.00031793i,0.0003248+0.00037874i
-0.00031912-0.00029i,-0.00035992-0.001255i,0.00063221-0.0020906i,0.00038694-0.0024545i,-0.00031903-0.0019811i,0.00015136-0.00093233i,-0.00044869-0.00057402i,-0.00099101-0.00054306i,-0.00034169-0.00032406i,0.00018856-0.00027141i,8.7245e-05-0.00022853i,-0.00039955-0.00028068i,-0.00053978-0.0010259i,-0.00026313-0.0013884i,0.00022327-0.00093173i,0.0010076-0.0005009i,0.00093086-0.00096462i,0.00039036-0.0011783i,-1.3666e-05-0.00015822i,-0.00057486+0.00052095i,-0.00052492+0.00019687i,0.00012827-1.2106e-05i,0.00058679+0.00023781i
0.00036807-0.00042897i,0.0014059-0.00048327i,0.001182-4.5789e-05i,0.00056661-0.00021256i,-0.00014075-0.00081755i,-0.0006349-0.0020143i,-0.00032653-0.0020481i,0.00010096-0.0012302i,-0.00028626+1.9279e-05i,-0.00082146+0.00063848i,-0.0012799+1.5132e-05i,-0.0012229-0.00075706i,-0.00087497-0.0008076i,-7.9878e-05-0.00038021i,-0.00040382+5.21e-05i,-0.0013262-4.5406e-05i,-0.00094247-0.00056787i,-0.00050261-0.0015196i,0.00014837-0.0010702i,0.00066275+0.00030801i,8.5409e-05+0.00090708i,-0.0006171+0.00024809i,0.0001553-0.00071041i
-0.0017476+0.00092409i,-0.0027057+0.0018151i,-0.0022254+0.001228i,-0.0012803+0.00083921i,-0.0009069+0.00074332i,-0.00073171+0.00028596i,1.3492e-05-0.00027983i,-9.188e-05-0.00044882i,-0.0007224-0.00075367i,-0.00015848-0.00056364i,-3.446e-05+0.00022432i,-0.00082925+0.00071815i,-0.00057798-0.00019053i,0.00066004-0.00074221i,0.0010397-0.00067814i,0.00032051-0.00075412i,0.00020613-0.00081685i,0.0007919-0.00025463i,0.00029441+0.00026542i,6.3931e-05+0.00042762i,-8.0699e-05+0.00056551i,-0.00012165+4.0022e-05i,1.1406e-06-2.8656e-05i
-0.0024294-0.0025613i,-0.0022086-0.0016804i,-0.0024404-1.6054e-05i,-0.0018859+0.0015289i,-0.0010651+0.0013594i,0.00022584+0.00063108i,0.00087749-0.00051736i,0.00049359-0.00080828i,-0.0004735-0.00057214i,-0.00061147-7.4761e-05i,-0.00013574+0.00040852i,8.1458e-05+0.00022493i,0.0006121-2.3703e-05i,0.0011716-0.00059338i,0.00062555-0.00053276i,-6.1681e-05-0.0010477i,-0.00010116-0.0018467i,-0.00014379-0.00097273i,-0.00042998+5.6922e-05i,0.0002891+0.00020574i,0.00029362-0.00066862i,-0.00044595-0.0011775i,7.2958e-05-0.00065895i
-0.00016123+0.0012967i,0.000422+0.0014168i,0.00021761+0.00045693i,-0.00010663-0.0002432i,-0.0012325-0.00048419i,-0.0015261-0.00023969i,-0.00091206-1.6233e-05i,-0.0011249-0.00048938i,-0.0016842-0.00077025i,-0.0013159-0.00092996i,-0.00042854-0.0017532i,0.00024325-0.0012067i,0.00050333-0.00013129i,0.00033476-0.00014768i,0.00022859-0.00079069i,-2.7801e-05-0.0013198i,-0.00023425-0.00098645i,-0.00026543-0.00051859i,-9.4334e-05-0.00038006i,2.4807e-05+0.00055255i,-0.00017614+0.0010589i,-0.00017213+0.00010959i,0.00067188-9.7938e-05i
-0.0014716+0.00088831i,-0.00060128-0.00050743i,0.00058687+2.5142e-05i,0.0017979-0.00012628i,0.0017106-0.00079213i,0.00032785-0.0010783i,-0.00011251-0.0010519i,4.7713e-05-0.00050532i,-3.4497e-05+0.00091785i,0.00030241+0.00119i,0.00056734-7.7827e-05i,-4.7937e-05-0.00071434i,0.00015406-0.00049713i,0.0011153-0.00031105i,0.0010958-0.00057402i,0.00083328-0.00082276i,0.0009399-0.00024863i,0.0004393+0.00063931i,-0.0001775+0.00049677i,-0.00040754-0.00038179i,-0.0003292-0.00060895i,5.8042e-05-0.00029141i,-0.00058826-0.00029665i
0.00031375+0.0016582i,0.00039351+0.001684i,0.00055378+0.0014892i,0.00059526+0.00071233i,-9.6471e-05+2.6603e-05i,-0.00038915-1.6468e-06i,-0.00056556+3.4924e-05i,-4.9453e-05-5.317e-05i,0.00089149-0.00026838i,0.0012708-0.00056499i,0.00049057-0.00042009i,-0.00083313-0.00042075i,-0.00097078-0.00066759i,-0.00041791-0.00063855i,0.00017494-0.00061358i,0.00061345-0.0014108i,-0.00021677-0.0015681i,-0.00074817-0.0009896i,-0.00056854-0.00096062i,-0.00018329-0.00015667i,0.00016931+0.00073097i,0.0005931+0.00066959i,0.00014262+0.00032212i
-9.8141e-05+0.00146i,0.00015913+0.00039966i,0.00026186-0.0001927i,0.00062094-0.00057509i,0.00077188-0.00093062i,0.0003448-0.00073219i,-0.00035689-0.00059171i,-0.0011179-0.00031804i,-0.0011992-0.00049702i,-0.00075408-0.00088734i,-0.0010596-0.00044307i,-0.00092898-0.00068262i,-0.00060674-0.00051508i,-0.00045317-0.00010989i,0.0001111-0.00023941i,-0.0002432+3.531e-05i,-0.00069294+0.00049823i,-0.00023886+0.00020075i,0.0006092-4.1035e-05i,8.386e-05+2.9519e-05i,-0.00015889-0.00022398i,0.00074853+0.00077471i,0.0014474+0.0011494i
-0.0013704+0.0010889i,0.00028474+0.0012776i,-0.00016039+0.001094i,-0.00016269+0.00047382i,0.0001081-0.0006465i,0.00018462-0.0011165i,-8.5223e-05-0.00051527i,-0.00059571-0.00016757i,-0.0006673-0.00032525i,-0.00039953-0.00024537i,-0.00056991+0.00026783i,-0.00053922+0.00013875i,0.00028496-0.0002086i,-0.00017846-4.9353e-05i,-0.00048548-0.00072017i,-7.206e-05-0.00090533i,-0.00017612-0.00026116i,0.00037316+0.00061219i,0.00053756+0.00096674i,0.00039349+0.00031747i,0.00075306+0.00025676i,0.00042789+0.00083036i,-0.00064243+0.0010757i
-0.0017505-0.0016992i,-0.0017807-0.00032766i,-0.0012054+0.00067518i,-0.00054589+0.001249i,-0.00020011+0.0016717i,0.00031227+0.0003933i,0.00085531-0.0010419i,0.00072584-0.0014865i,0.00028885-0.0010914i,0.00017616-0.00049765i,-0.00041049-0.00053516i,-0.00067959-0.0010473i,-0.00028229-0.00063421i,7.5352e-05-0.00023688i,0.00066771-1.225e-05i,0.00083572+0.00036654i,-0.00041983+5.3535e-05i,-0.00085479-0.00049919i,0.00026911-0.00051324i,0.00072867-3.3683e-07i,0.00021019+0.00018505i,-0.00077321+3.3673e-05i,-0.00083929+6.9949e-05i
0.00034123-5.5172e-05i,-0.0002987+0.00010123i,-0.00081358-0.0011944i,-0.00092217-0.0012663i,-0.0018224-0.00053272i,-0.0013919-0.00021739i,-9.3332e-05-0.00069833i,-0.0002281-0.0012699i,-0.0011237-0.00083902i,-0.0014488-0.00025001i,-0.0010249-0.00046264i,-0.00045396-0.0004867i,-0.00012052-0.000502i,0.0001686-0.0009866i,0.00089826-0.00055351i,0.0010934+0.00014344i,0.00079919+0.00034205i,0.00077193+0.00081501i,0.00040739+0.0015097i,0.0002171+0.0014573i,-0.00020374+0.0011111i,6.4159e-05+0.00044501i,0.0002872+0.00038833i
0.00064425+0.0013047i,0.00022142+0.002335i,-0.00054888+0.00073675i,0.00015098-0.00078457i,0.00087291-0.00082831i,0.00017257-0.00052391i,-0.0005021-0.00063788i,-0.00030673-0.00095073i,1.9132e-05-0.00050914i,-1.2491e-05+0.00015028i,-0.00020588+0.00053863i,-0.00029923+2.4161e-05i,0.00020709-0.00015797i,0.00065555+0.00026699i,0.00057922-0.00062476i,0.00040669-0.0011216i,0.00025664-0.00031797i,0.00035843+0.00032181i,0.00059064-5.3507e-05i,0.00076898-0.00056358i,0.00055451+0.00010434i,-0.0001399+0.00041101i,-0.00044784-0.00020991i
-0.00059953-0.00039816i,0.00037768-0.00016147i,0.0006519+0.00039028i,0.00037012+0.00013412i,-0.0004846-0.00077999i,-0.00092882-0.00054786i,-0.00012082+2.6018e-05i,0.00072858+0.00039514i,0.00063282+0.00053747i,-8.4253e-05+0.00044162i,-0.00099085-9.6964e-05i,-0.0011346-0.00054864i,-0.00069138-0.00095663i,-0.00072032-0.00078045i,-0.0013928-0.00014541i,-0.00096564-0.00037673i,-7.4252e-05-0.00076529i,-0.00036574-0.00049227i,-0.00098199-9.008e-06i,-0.00080964+0.00030305i,-0.00057447+0.00074206i,-0.00058152+0.00028116i,0.00028529-5.7491e-05i
0.00041761-0.00024554i,0.00029008-0.00080791i,-0.00084532-0.0017221i,-0.0017445-0.0015137i,-0.0015823-0.0010873i,-0.00084751-0.00023931i,0.00011064+0.00036969i,0.0004699+0.0002869i,0.00023938-0.00023213i,0.00027004-0.0010851i,0.00030664-0.00086652i,0.00012653-0.00021521i,0.00063556-0.00077898i,0.0010393-0.0010938i,0.00079206-0.00081914i,0.00066646-0.001668i,0.00064949-0.0018918i,0.0010435-0.00083959i,0.0011852+0.00027479i,0.00056909+0.00049777i,-0.00025194+0.00034031i,-0.00035221+0.00027773i,-0.00016363-0.00022386i
-0.00040412-0.00069185i,-0.00052327-0.00051378i,-0.00017441-0.00049476i,6.1714e-08-2.3203e-05i,-0.00068059+0.00041231i,-0.00061105+0.00011839i,-0.0005144-0.00054953i,-0.00034535-0.00062566i,0.00022452-0.00042198i,0.00024374-0.00019246i,-0.00040677+0.0004728i,-0.00056095+0.0007582i,1.4633e-05+3.3569e-05i,0.0004521+0.00021891i,0.00027875+0.00042254i,3.5331e-06-0.00045293i,0.0005236-0.0010522i,0.00050208-0.0006287i,-0.00027352-0.00043791i,-0.00039502-0.00037832i,0.0001898-3.8764e-05i,0.00052511+2.8744e-05i,-0.00054272-0.00029163i
-0.0023053+0.0006625i,-0.0017561+0.0018186i,-0.0022231+0.0021409i,-0.0015824+0.00046094i,-0.00064933-0.00074573i,0.00019047-0.0011517i,0.00024288-0.0015235i,-0.00071829-0.0011326i,-0.0011901+9.1967e-05i,-0.00080466+0.00059338i,-0.00013463+0.00037946i,0.0005268+0.00060823i,0.00075058+0.00043135i,0.00051864-0.00013636i,0.00017984-0.00052361i,-0.0004886-0.00077712i,-0.00086651-0.00070176i,-0.00065123-0.0009608i,-5.9779e-05-0.0014079i,-4.6778e-06-0.00080974i,-0.00033933+5.1865e-05i,-0.00057517+0.00050728i,-0.00069925+0.00060213i
-0.0003123-0.00031318i,-0.00025319-0.0013233i,-0.00095414-0.0011288i,-0.0014439-0.00032275i,-0.0011181-3.8939e-05i,-0.00011794+0.00011264i,-2.9794e-05+0.00040753i,-0.00070016+0.0002228i,-0.00062823+0.00014274i,0.00044387+0.00031677i,0.00024803-0.00023955i,-8.044e-05-0.0012859i,0.00031223-0.0013854i,0.00028417-0.000852i,0.0003757-0.00068804i,2.9286e-05-0.00089693i,-0.00025273-0.00026549i,7.657e-05+0.00062158i,-0.00012431+0.00053519i,-8.7886e-05+0.00017001i,0.00092349+9.4336e-05i,0.00076546+0.00027504i,0.00018786+0.0005805i
-0.0012448+0.00011917i,-0.00040488+0.00043895i,-0.00042326+0.00042288i,-0.0013002+0.00021303i,-0.00068212-0.00026109i,8.107e-05-0.00018467i,-6.8938e-05-9.7991e-05i,-0.00014623-0.00059277i,-0.00014579-0.00063789i,-0.00059065-0.00031441i,-0.00049414-0.00012828i,-7.8912e-05+0.00018882i,-0.00022112+0.00052194i,0.00041143+0.00038055i,0.00028552-0.00028529i,-0.00052418-0.00092656i,-0.00017554-0.0013734i,0.00012667-0.00054698i,-9.7327e-05+0.00017476i,-0.0003537+0.00011231i,-0.00043072+8.8738e-05i,0.00047025-0.00050153i,0.0009515-0.00091929i
-0.00035574+0.0006732i,-0.00031624+0.00072787i,-0.00011272+0.001485i,-0.00059982+0.0010343i,-0.0011415+0.00050975i,-0.0014102-1.629e-05i,-0.00052856-0.00036772i,0.00016429-7.9515e-05i,-0.00041726+0.00023727i,-0.00012803+0.00059126i,0.00076602+0.00080382i,0.00082848+5.4018e-05i,0.0002833-0.00094985i,0.00035334-0.00069337i,0.00070946-0.00051906i,0.00060734-0.00069254i,0.00012053-0.00098821i,-0.00034689-0.00098088i,-0.00010011-0.00021459i,-2.8526e-05+0.00034026i,-0.00014656+9.7727e-05i,0.00059532-0.0002583i,0.0002375+4.5902e-05i
0.0013685+2.8312e-05i,0.0016439-0.00088863i,0.0017847-0.0016414i,0.0013731-0.0027326i,0.00027811-0.0026503i,-0.0009612-0.0020347i,-0.00098777-0.00089255i,-0.00055119-0.00019206i,-0.00024746-0.00054428i,-0.00013475-0.00079468i,-0.00053627-0.00071569i,-0.00076322-0.00047838i,-0.00040315-9.4118e-06i,0.0002492+9.462e-06i,0.00090356-0.00013668i,0.00054053-0.0005078i,-0.00011883-0.0010949i,-0.00040226-0.0014507i,-0.00069563-0.0015188i,-0.00062392-0.00049882i,-0.00090527-0.00018633i,-0.0010088-0.00066358i,-0.00050835-0.00078872i
0.002205-0.00029239i,0.0017563-0.00092945i,0.00044805-0.0019861i,-0.00076173-0.0021874i,-0.00080746-0.0017741i,-0.0013253-0.0014166i,-0.0011329-0.0011099i,-0.00028106-0.00048613i,0.0004562+6.6411e-06i,0.00036407+0.00066687i,-0.00037901+0.00048633i,-0.00079676-0.00013323i,-0.00032547-0.0001065i,-0.00022604-0.0005986i,-9.3556e-05-0.0013193i,-0.00017807-0.0019417i,-0.0003809-0.0016896i,-0.00056733-0.00051979i,-0.00071697+0.00049005i,-0.00017092-0.00018291i,0.00043869-0.00076315i,0.0001852-0.00062048i,0.00019366-0.00053041i
-0.0010832+0.00072162i,-0.0016675+0.001915i,-0.0015699+0.0016175i,-0.00062568+0.00075264i,4.8742e-05-0.00024343i,0.00027181-0.00048286i,-0.0001504-0.00058689i,-0.00053892-0.00025963i,-0.0009789-0.0010029i,-0.0007554-0.00053582i,-0.00037571+0.00032917i,0.00041881-0.0002959i,0.0010791-0.0009137i,0.0011204-0.0011237i,0.00056849-0.00091996i,2.0725e-05-0.0005327i,-6.9962e-05-0.00052117i,-0.00016761-0.00081752i,-0.00018648-0.00117i,-0.00086899-0.00094639i,-0.00073402-0.00041936i,-0.00024507-0.00021367i,-0.00055414-0.00057477i
0.0001051-0.00017312i,0.00081339-0.00034692i,0.00010567-0.0014496i,-0.00099204-0.0018872i,-0.0020005-0.00079411i,-0.0022509-0.00011413i,-0.0011386+0.00035421i,0.00032776+0.00049961i,0.00062455+0.00012154i,8.1724e-05+0.00043055i,-0.00015357+0.001163i,-0.00020585+0.0010621i,5.0797e-05+0.00038661i,0.00062889+0.00016541i,0.00054257-7.4093e-05i,1.1367e-05-0.0011572i,-0.00063045-0.0017015i,-0.00056543-0.00082965i,-0.00042541+0.00058761i,-0.00047641+0.00058263i,-0.00067648-0.00016421i,-0.00012291-0.00018396i,0.00053222+0.00037565i
0.0011348-0.00010615i,0.0010459+0.0012387i,0.00048805+0.00052477i,0.00061211+0.00010037i,0.0011156+0.00014775i,0.0004611-0.00047257i,-0.00029919-0.00095568i,-0.00022053-0.00085681i,-4.6692e-06-0.00039865i,0.00062649+5.4865e-06i,0.0013103+0.00033557i,0.00053332+0.00060174i,0.00011048+0.00016665i,0.0005642-4.3057e-05i,0.00042628-0.0002352i,-0.00031657-0.00070645i,-0.00072656-0.00081784i,-0.00046312-0.000391i,-0.00025919-0.00045069i,-0.00065048+8.7853e-05i,-0.00080317+0.00020913i,-0.00071052-0.0002424i,-0.00035741-0.00019846i
0.00062597+0.00093768i,0.0011083+0.00075829i,0.0018276-0.00035393i,0.0013321-0.0021804i,0.0012431-0.0023553i,0.00063882-0.0015908i,0.00014373-0.0011455i,-0.00018603-0.00061448i,-8.7211e-05-0.00037207i,0.00053474-0.00012883i,-7.3285e-05+0.00014385i,-0.00088836+2.2163e-05i,-0.00022033-0.00011677i,0.00025495-1.9186e-05i,0.0001666-0.00058812i,0.00046026-0.0010713i,0.00043648-0.00092866i,4.6357e-06-0.00011706i,-0.00052522+0.00020912i,-0.00071832-0.00012501i,-0.0002458-0.00036141i,0.00033827+0.00022482i,0.00049753-0.00018045i
-9.9064e-05-0.00054712i,0.00023764-0.0007868i,0.0013334-0.00081936i,0.00080128-0.0014203i,-0.00098234-0.00087752i,-0.0020309-0.00074921i,-0.0015607-0.0012095i,-0.00090484-0.0006461i,-0.00059879+0.00013128i,-0.00080188+0.00033297i,-0.0010286-0.00018537i,-0.00024541-0.00078439i,0.00085705-0.00038076i,0.00087026-0.00048207i,0.00053949-0.00049097i,0.00049748-0.0007863i,0.00021964-0.00058624i,-0.00025128-0.00040242i,-0.00038855-0.00027219i,0.00049355+0.00049206i,0.00090296+0.00094018i,0.00042363+0.00058334i,0.00075683-2.7799e-05i
0.0012077+0.0013038i,0.0015633+0.00049942i,0.0017223-0.0009503i,0.00083948-0.0019943i,-0.00047083-0.0016884i,-0.00085071-0.00055745i,-0.00030912+9.8629e-05i,-0.00068801+0.00020186i,-0.0014263-8.6955e-05i,-0.00076045-0.00066174i,-3.8498e-05-0.00056537i,0.00021614+9.0308e-05i,0.00015265+0.00036091i,0.00057804+0.00011337i,0.001195-3.027e-05i,0.00048846-0.00036017i,-0.00056073-0.00019619i,-0.00051916-0.00020196i,0.00033827-0.00058402i,0.00080823-0.00041246i,0.00018532-0.00055101i,2.9175e-05-0.00095871i,0.00066583-0.00012199i
0.00086971+0.00053545i,0.001018-0.00023561i,0.00017765-0.0003528i,-0.00099959-0.00047585i,-0.0011517-5.1018e-05i,-0.0006424-4.3386e-05i,-0.00020242-0.0003567i,-0.00081812-0.00056375i,-0.00055336-8.9587e-05i,0.00014269-0.00014561i,4.7611e-05-2.4316e-05i,-0.00057797+0.001029i,-0.00084375+0.00094394i,8.6831e-05-0.00013985i,0.0011965-0.00044167i,0.0012188-0.00062895i,0.00060044-0.00096554i,0.00018546-0.00079393i,0.00043847-0.00039655i,0.0009021-0.00031115i,0.00096683-0.00016515i,0.00090831-9.0115e-05i,0.00082964+0.00041571i
