-0.0022426+0.00069413i,-0.0024212+0.0014149i,-0.0014833+0.0013721i,-0.00076503+0.00031328i,-0.0016477+0.00059039i,-0.0023805+0.0010702i,-0.0016522+0.00054188i,0.00020412+0.00070511i,0.00051327+0.0011885i,-6.1445e-05+0.0002629i,7.3654e-05-0.00078344i,-0.00028865-0.00055352i,6.3588e-05-0.00031i,0.00091276-0.00023977i,0.0010698-2.3456e-05i,0.00076802+3.7073e-05i,3.4932e-05-0.00082962i,-0.00010086-0.0008991i,3.6276e-05-0.00016107i,-0.00052679-0.00015825i,-0.0006314-0.00071202i,-7.8774e-05-0.00042411i,0.00067886-0.00032624i
0.1177-0.11814i,0.14924-0.10005i,0.12066-0.051163i,0.046283-0.017326i,-0.0056026-0.0012712i,0.0050721+0.0099814i,0.018207+0.010671i,0.0089457+0.013104i,0.0089937+0.016183i,0.013803+0.0084502i,0.0098301+0.00096061i,0.0077354-0.0025531i,0.0090651-0.0047601i,0.0084753-0.0022552i,0.0084372+0.0038522i,0.009781+0.0075658i,0.011542+0.0067512i,0.011743+0.0064353i,0.010675+0.0049738i,0.011818+0.0014622i,0.013239-0.002639i,0.0099463-0.0069905i,0.0039133-0.0084423i
0.092446+0.16088i,0.098028+0.20467i,0.11154+0.18432i,0.12617+0.11524i,0.090776+0.043293i,0.021702+0.0092415i,-0.0032122+0.0076644i,0.0020567+0.0054977i,-0.0019918+0.005467i,-0.0065876+0.013337i,-0.005167+0.017932i,-0.0042605+0.020803i,-0.0032663+0.020684i,-0.003202+0.014505i,-0.0062411+0.0078921i,-0.009652+0.0031357i,-0.010289+7.6145e-05i,-0.0071621-0.0022941i,-0.003343-0.0035484i,-0.002101-0.0026498i,-0.0042866+0.00093788i,-0.0057307+0.0065107i,-0.003217+0.0084734i
-0.20262+0.038253i,-0.2715+0.0071362i,-0.27251-0.014875i,-0.19912-0.011538i,-0.095931-0.0041275i,-0.024111-0.0022962i,0.0013119-0.0037622i,0.010773-0.011307i,0.0099514-0.01866i,0.0017278-0.01661i,-0.0017711-0.01239i,-0.0044754-0.011942i,-0.0081823-0.0089138i,-0.0070983-0.0030103i,-0.0033814+0.00052539i,-0.00086864+0.0017571i,-0.00076463+0.0030931i,-0.0025144+0.0039452i,-0.0034658+0.004579i,-0.0040997+0.0057293i,-0.0013342+0.0054152i,0.0028918+0.0025761i,0.0036624+0.00050738i
0.027961-0.2132i,0.068724-0.24083i,0.057884-0.19059i,-0.00071621-0.095228i,-0.017728-0.025688i,0.01443-0.016688i,0.028527-0.026099i,0.01798-0.020551i,0.014731-0.017587i,0.013512-0.022681i,0.0091418-0.022599i,0.0072004-0.019494i,0.0063561-0.015545i,0.0068744-0.010356i,0.0095672-0.0080224i,0.012243-0.0080554i,0.01439-0.0075581i,0.012659-0.0057665i,0.0068739-0.0033207i,0.0035616-0.0038725i,0.00095838-0.006567i,-0.0025086-0.0089853i,-0.0041512-0.0082969i
0.21972+0.0858i,0.25761+0.10364i,0.26519+0.061468i,0.22892-0.01829i,0.11953-0.047335i,0.013819-0.013843i,-0.019719+0.013136i,-0.019345+0.015586i,-0.017874+0.022461i,-0.0069508+0.03i,0.0044666+0.027402i,0.0082303+0.022831i,0.0090954+0.018674i,0.0071528+0.012349i,0.0018415+0.0074558i,-0.0023018+0.0050012i,-0.0035218+0.0023524i,-0.0025602-0.0025749i,-0.0022112-0.0078703i,-0.0041715-0.0065353i,-0.0047539+0.0016936i,-0.00098863+0.0086639i,0.0032461+0.008948i
-0.16748+0.20023i,-0.21346+0.23184i,-0.21185+0.20834i,-0.1518+0.15152i,-0.063461+0.077076i,-0.015703+0.027696i,-0.011792+0.015589i,-0.012442+0.01316i,-0.0083183+0.011761i,-0.0070318+0.010303i,-0.010162+0.0049755i,-0.014029+0.00011494i,-0.012996-0.00050528i,-0.0077869+0.0030168i,-0.0028168+0.0071407i,0.00084801+0.0082576i,0.0015175+0.0080893i,-0.00027069+0.0091813i,0.00044483+0.0078375i,0.0037492+0.00071671i,0.004624-0.0062802i,0.0020766-0.0079248i,-0.0002149-0.0062633i
-0.13291-0.22841i,-0.14418-0.24038i,-0.10779-0.15154i,-0.060436-0.033976i,-0.021494+0.013001i,0.0035542-0.016693i,0.0081371-0.03504i,0.0086007-0.021691i,0.0091614-0.023127i,-4.2589e-05-0.033867i,-0.0071676-0.029682i,-0.0069682-0.021628i,-0.0060586-0.016533i,-0.00558-0.011718i,-0.0053526-0.0082965i,-0.0049568-0.0068279i,-0.0031592-0.0057803i,0.0010873-0.0019099i,0.0050478+0.0042444i,0.0046655+0.0071203i,0.0008337+0.0048414i,-0.0042631+0.0024938i,-0.0074302+0.0027808i
0.26426-0.069045i,0.28679-0.12057i,0.2112-0.16964i,0.10356-0.17696i,0.023191-0.10445i,-0.0072651-0.005669i,0.0013425+0.029907i,0.010755+0.017432i,0.010832+0.011115i,0.013931+0.010792i,0.018114+0.008165i,0.0206+0.0081243i,0.018528+0.0084793i,0.01162+0.0065402i,0.0065676+0.0044777i,0.0040532+0.0029045i,0.0010501+0.0017037i,-0.005283-0.0012035i,-0.012422-0.0028668i,-0.012299+0.0025962i,-0.0040415+0.0094672i,0.0065105+0.0094765i,0.011805+0.0049184i
-0.033702+0.29036i,-0.024014+0.33986i,-0.016954+0.2825i,-0.012597+0.17277i,0.0038738+0.077986i,0.025778+0.026899i,0.030333+0.0099277i,0.017329+0.0031461i,0.0045332+0.0049323i,-0.0014854+0.014328i,-0.0058264+0.016059i,-0.009921+0.010193i,-0.0081947+0.0057922i,-0.00048208+0.0029352i,0.0072592+0.0017481i,0.010549+0.002135i,0.010826+0.0024992i,0.011068+0.0020904i,0.0077573-0.0032281i,-0.00060691-0.010813i,-0.0077681-0.013106i,-0.0087602-0.0097709i,-0.0064515-0.0061062i
-0.25373-0.12324i,-0.25194-0.10278i,-0.12715-0.034648i,-0.00079029+0.016003i,0.027259+0.0026488i,-0.0076305-0.033472i,-0.028165-0.034759i,-0.020828-0.018213i,-0.020205-0.015094i,-0.026811-0.011631i,-0.021091-0.003356i,-0.011213-0.0011264i,-0.0073695-0.0023327i,-0.0049244-0.0011639i,-0.004294-5.2207e-05i,-0.0038201+0.0009304i,0.00070002+0.00060986i,0.0080889-0.001835i,0.016394-0.0046202i,0.018219-0.0066417i,0.011798-0.004603i,0.0042806-8.5983e-05i,-0.00038182+0.0026641i
0.17865-0.21988i,0.13381-0.25866i,0.022385-0.21275i,-0.04955-0.12863i,-0.043523-0.041229i,-0.010835+0.022707i,0.0060623+0.033726i,0.0052475+0.020438i,0.0097102+0.015003i,0.021877+0.0060734i,0.027942-0.0033172i,0.02742-0.0015204i,0.021336+0.0036258i,0.01086+0.0056555i,0.0031557+0.0056522i,-0.00048973+0.0050272i,-0.0052524+0.0041435i,-0.012952+0.0065125i,-0.015138+0.011729i,-0.0058274+0.014009i,0.0049152+0.0083834i,0.0084777-0.0013689i,0.0070963-0.0067092i
0.14498+0.27112i,0.16699+0.27648i,0.098192+0.20637i,0.023974+0.13512i,0.021064+0.070452i,0.041497+0.0023593i,0.031312-0.02876i,0.014516-0.021711i,0.014327-0.012485i,0.018502-0.0099535i,0.010073-0.0092237i,-0.0045019-0.0089464i,-0.01134-0.0074966i,-0.0084936-0.0075074i,-0.0020686-0.0070445i,0.0020626-0.0041404i,0.0028699-0.0029253i,0.00041163-0.0024981i,-0.0062257-0.0001341i,-0.014808+0.0029663i,-0.018126+0.0060057i,-0.013664+0.0082457i,-0.0087668+0.0086326i
-0.28364+0.040607i,-0.22985+0.05132i,-0.053732-0.0026978i,0.050648-0.06746i,0.010097-0.074017i,-0.047279-0.034129i,-0.043935-0.0062276i,-0.025067-0.0053005i,-0.02975-0.0074215i,-0.038996-0.00072208i,-0.030888+0.00093737i,-0.016913-0.0059685i,-0.0078225-0.0089083i,-0.0024497-0.0055206i,0.00064252-0.0014763i,0.0028799+0.00035458i,0.0060007-0.0012092i,0.0091955-0.0096538i,0.0088786-0.021045i,0.0059927-0.02277i,0.0033623-0.014314i,0.0020033-0.0049298i,0.0022222+0.0012574i
0.03629-0.28825i,-0.040108-0.28107i,-0.091158-0.15626i,-0.073578-0.053649i,-0.02082-0.0039793i,0.019768+0.034407i,0.032486+0.051161i,0.028174+0.040996i,0.022911+0.025369i,0.016772+0.010476i,0.010302+0.0035531i,0.011302+0.0079002i,0.014397+0.014512i,0.014274+0.015639i,0.010683+0.0099734i,0.0044932+0.0041577i,0.00079817+0.006407i,0.0018554+0.014257i,0.008596+0.017142i,0.014082+0.0098078i,0.010803-0.00090041i,0.0042172-0.0066753i,7.5866e-05-0.0081981i
0.26624+0.15987i,0.28591+0.15325i,0.17721+0.15464i,0.094278+0.15275i,0.082092+0.070581i,0.051378-0.034099i,0.0067583-0.052255i,-0.0013568-0.020101i,0.012141-0.010523i,0.01612-0.013174i,0.0057365-0.0043549i,-0.0091536+0.007045i,-0.017507+0.0083439i,-0.019672+0.0058406i,-0.015568+0.0058037i,-0.0066214+0.0053827i,-0.0016315+0.0055198i,-0.0016727+0.0063834i,-0.0023212+0.0084773i,-0.0015081+0.012186i,0.00081001+0.01234i,0.0031619+0.0081948i,0.0027618+0.0053486i
-0.21543+0.17541i,-0.16202+0.15782i,-0.061243+0.0058387i,-0.04494-0.089032i,-0.079924-0.036751i,-0.069659+0.025911i,-0.037174+0.01923i,-0.024313-0.0023102i,-0.027908+0.0028549i,-0.024838+0.017506i,-0.010023+0.013522i,-5.4817e-07-0.0032716i,0.00082343-0.01405i,-0.0010734-0.015925i,-0.0033973-0.0092855i,-0.002215-0.0011189i,-0.0010588-0.0022716i,-0.0081657-0.0097363i,-0.018127-0.014756i,-0.020676-0.014026i,-0.0153-0.0090213i,-0.0079354-0.0038147i,-0.0025309-0.00050947i
-0.13602-0.26576i,-0.21478-0.23051i,-0.19593-0.10593i,-0.11823-0.030749i,-0.041861-0.0065426i,0.029648+0.015207i,0.065487+0.01031i,0.048169-0.0071372i,0.026643-0.0097303i,0.017995-0.0085328i,0.017957-0.0097445i,0.027108-0.011743i,0.033213-0.0096885i,0.032813-0.0036628i,0.02687-0.0027009i,0.014926-0.0039092i,0.0089659-0.0015221i,0.013226+0.0013425i,0.015956-0.0011174i,0.011004-0.0058854i,0.0034962-0.0032816i,-0.0001301+0.0018289i,-0.0015407+0.0018064i
0.31916-0.013022i,0.34853-0.033832i,0.27195+0.01473i,0.20275+0.032467i,0.12814-0.039914i,0.010302-0.080841i,-0.047005-0.036357i,-0.024321-0.0051663i,-0.007442-0.018293i,-0.008955-0.02878i,-0.013663-0.018207i,-0.021473+0.0040467i,-0.023227+0.020277i,-0.016419+0.022747i,-0.0041272+0.01713i,0.0070674+0.0075937i,0.010172+0.001154i,0.0077657+0.00074068i,0.0084995+0.002487i,0.011527+0.0037149i,0.012624+0.0004672i,0.010605-0.0041081i,0.0064213-0.0032165i
-0.066658+0.26835i,-0.011069+0.2333i,0.011566+0.067151i,-0.019953-0.0036998i,-0.033141+0.054356i,-0.0090895+0.084066i,-0.0043853+0.058807i,-0.016744+0.043168i,-0.015029+0.046932i,-0.0033014+0.04514i,0.00043889+0.027547i,-0.0097248+0.0073276i,-0.022481-0.0038131i,-0.026805-0.0056586i,-0.022545-0.0029086i,-0.015587-0.00042087i,-0.011485+0.002473i,-0.012885+0.0083652i,-0.014767+0.01381i,-0.012372+0.012033i,-0.010416+0.0064296i,-0.0094861+0.0041999i,-0.0061845+0.0019144i
-0.2824-0.13523i,-0.36236-0.046011i,-0.30065+0.064788i,-0.18002+0.092786i,-0.056692+0.054113i,0.041358-0.0028237i,0.065101-0.041632i,0.042005-0.035843i,0.029891-0.016642i,0.025014-0.010442i,0.022296-0.0086556i,0.028616-0.012731i,0.033239-0.020413i,0.025662-0.023462i,0.0088001-0.01846i,-0.0052016-0.0059662i,-0.0064153+0.00071733i,-0.00087516-0.004707i,-9.3734e-05-0.012158i,-0.0011283-0.013138i,0.0013736-0.0091888i,0.0018651-0.0059794i,-0.0013472-0.002832i
0.25156-0.19958i,0.24956-0.2552i,0.18459-0.18857i,0.1162-0.13584i,0.01848-0.13416i,-0.069444-0.081087i,-0.064744-0.015735i,-0.026917-0.014735i,-0.025495-0.035524i,-0.034815-0.037316i,-0.032763-0.020266i,-0.020854+0.0058699i,-0.0047853+0.023929i,0.0094924+0.02736i,0.018965+0.020216i,0.019526+0.0081661i,0.012757+0.0018218i,0.003474+0.00091168i,-0.0015239-0.0023477i,-0.0020735-0.0071652i,-0.0034837-0.009155i,-0.0040823-0.0072952i,-0.00065633-0.0020803i
0.11548+0.24332i,0.19511+0.17064i,0.16206-0.0055386i,0.081243-0.055069i,0.055145+0.020754i,0.058126+0.054382i,0.035079+0.036576i,0.011097+0.029552i,0.0092137+0.033267i,0.016378+0.028833i,0.012282+0.01301i,-0.0050122+0.003457i,-0.017736+0.0072444i,-0.018347+0.012915i,-0.0099453+0.014617i,0.0027388+0.011958i,0.013416+0.0090565i,0.021284+0.010047i,0.022579+0.011804i,0.014234+0.013869i,0.005695+0.018908i,0.0055509+0.02134i,0.0075996+0.015373i
-0.30702+0.062343i,-0.35515+0.2158i,-0.2433+0.30354i,-0.10062+0.24676i,-0.018106+0.10871i,0.0019023-0.0025086i,-0.0042279-0.031386i,0.0045942-0.012054i,0.021559-0.0075021i,0.024306-0.010791i,0.024173-0.0097612i,0.021947-0.01912i,0.012174-0.02947i,0.0038687-0.02859i,-0.0038059-0.019368i,-0.0085895-0.0079825i,-0.0084973-0.0068181i,-0.012109-0.013191i,-0.013891-0.012938i,-0.007484-0.0091948i,-0.00022255-0.0098582i,0.00062924-0.01112i,-0.0034998-0.0093065i
0.07812-0.28444i,0.026235-0.34057i,-0.020654-0.23815i,-0.046484-0.13131i,-0.085974-0.067118i,-0.094746+0.017581i,-0.046282+0.062069i,-0.016232+0.032309i,-0.031125+0.0060958i,-0.046624+0.0087573i,-0.04042+0.021606i,-0.015985+0.029354i,0.0056817+0.020483i,0.010912+0.0055673i,0.0096043-0.006799i,0.0045382-0.011367i,-0.0055165-0.0025246i,-0.012951+0.011043i,-0.014634+0.0157i,-0.011845+0.0089621i,-0.0087069-0.0010429i,-0.0076951-0.006468i,-0.0050761-0.0060415i
0.24227+0.10149i,0.30288-0.024481i,0.20196-0.17927i,0.099331-0.16946i,0.11135-0.067928i,0.13959-0.04296i,0.096994-0.054248i,0.042873-0.0298i,0.030897+0.00089278i,0.034888+0.0048692i,0.021973-0.004796i,0.00068179-0.0034923i,-0.008731+0.0088741i,-0.0081253+0.017625i,-0.0042955+0.019822i,0.0023439+0.01485i,0.012272+0.0033954i,0.023683-0.010625i,0.026838-0.02018i,0.019489-0.016196i,0.015026-0.0048945i,0.015698+6.6994e-05i,0.011795+0.00060736i
-0.20345+0.25031i,-0.17213+0.41202i,-0.032358+0.42555i,0.053749+0.27818i,0.034678+0.10085i,-0.013836-0.00075247i,-0.02804-0.02579i,-0.0098221-0.028937i,0.0068564-0.035853i,0.017652-0.037986i,0.023703-0.043326i,0.010829-0.046863i,-0.0067306-0.033112i,-0.008987-0.011519i,-0.0026633+0.0047289i,0.0023434+0.012301i,-0.0027875+0.010868i,-0.016013+0.0055667i,-0.021489+0.0016177i,-0.018657-0.002906i,-0.018399-0.0058563i,-0.019791-0.0015245i,-0.015205+0.0049156i
-0.11881-0.2569i,-0.18467-0.2541i,-0.16944-0.12346i,-0.12507-0.029188i,-0.11112+0.020024i,-0.076903+0.075717i,-0.022404+0.082318i,-0.01436+0.050415i,-0.032007+0.03985i,-0.036654+0.045862i,-0.024263+0.051311i,-0.0010662+0.043512i,0.011814+0.021931i,0.0099895+0.0023074i,0.0046421-0.010985i,0.00041728-0.010976i,0.0039103+0.0053003i,0.013491+0.02532i,0.015808+0.034529i,0.0089222+0.029931i,0.0031557+0.021929i,0.0031837+0.014617i,0.0043676+0.005909i
0.27115-0.095536i,0.25376-0.25412i,0.092921-0.35246i,0.0042967-0.28733i,0.033122-0.19748i,0.032794-0.16813i,-0.011557-0.10929i,-0.0087489-0.029729i,0.022373-0.0013096i,0.024918-0.00799i,0.007692-0.007539i,-0.0015832+0.0037587i,0.0019155+0.0093358i,0.005007+0.0074968i,0.0039062+0.0051759i,0.0012882-0.0027848i,-0.001108-0.020702i,-0.0030264-0.041317i,-0.0057826-0.046372i,-0.0014289-0.030442i,0.010196-0.014986i,0.014388-0.011667i,0.0099239-0.0097989i
-0.038968+0.34237i,0.0486+0.45626i,0.15373+0.4041i,0.15123+0.26176i,0.074856+0.15095i,0.011665+0.094947i,-0.0010891+0.056086i,0.012419+0.0092406i,0.0082617-0.033757i,-0.0044391-0.051543i,-0.0094497-0.053401i,-0.014859-0.043971i,-0.012824-0.025503i,-0.001486-0.012862i,0.0078452-0.0040861i,0.010851+0.0056416i,0.00037498+0.01463i,-0.014887+0.023696i,-0.017668+0.022509i,-0.013795+0.0086874i,-0.012891-0.00046107i,-0.010189+0.0018444i,-0.0057347+0.0048196i
-0.24757-0.15269i,-0.27843-0.097353i,-0.18917+0.02915i,-0.093533+0.093633i,-0.03141+0.11541i,0.052326+0.12159i,0.09371+0.072495i,0.04618+0.029225i,0.0010253+0.041367i,0.00039153+0.062029i,0.013137+0.059509i,0.018056+0.036748i,0.007022+0.017306i,-0.0077799+0.013832i,-0.013129+0.011348i,-0.0061079+0.01178i,0.016875+0.01749i,0.045471+0.01808i,0.055806+0.012175i,0.043205+0.0039949i,0.025937-0.0018657i,0.014594-0.00662i,0.0058436-0.0084866i
0.20687-0.24053i,0.12604-0.37236i,-0.056379-0.40666i,-0.13133-0.33073i,-0.11094-0.25385i,-0.11661-0.19793i,-0.11252-0.10807i,-0.057898-0.032705i,-0.0085737-0.0088189i,0.0072584-0.0052701i,0.0064687-0.0011993i,0.0029691+0.0042326i,0.00039416+0.0071127i,-0.001822+0.010448i,-0.0022988+0.015263i,-0.0070131+0.0090459i,-0.022502-0.010223i,-0.041617-0.029631i,-0.049908-0.03343i,-0.038939-0.021876i,-0.022216-0.010166i,-0.012935-0.0018098i,-0.0069117+0.0033586i
0.11176+0.3405i,0.19566+0.39231i,0.2547+0.30437i,0.23136+0.18294i,0.14857+0.10234i,0.070001+0.066497i,0.034153+0.040672i,0.019819-0.00076219i,-0.0036944-0.037385i,-0.022851-0.048485i,-0.027428-0.041914i,-0.019755-0.0266i,-0.0012467-0.020199i,0.013249-0.02982i,0.016319-0.038193i,0.012963-0.031869i,0.0042372-0.0092007i,-0.0053646+0.01965i,-0.013118+0.032604i,-0.018726+0.028645i,-0.017711+0.022702i,-0.0090871+0.017706i,-0.00066582+0.012097i
-0.30003-0.016153i,-0.27144+0.045064i,-0.12702+0.12282i,-0.014491+0.13046i,0.060525+0.086253i,0.11821+0.021082i,0.10285-0.02597i,0.052806-0.011079i,0.039132+0.021259i,0.041582+0.031026i,0.042334+0.027683i,0.036126+0.015818i,0.021372+0.013279i,0.011706+0.02138i,0.0076272+0.022281i,0.011499+0.014939i,0.030685+0.00035879i,0.052644-0.020956i,0.05778-0.032686i,0.046092-0.027496i,0.030635-0.018966i,0.015266-0.017686i,0.0014624-0.015621i
0.087784-0.3533i,-0.020517-0.42903i,-0.1953-0.38179i,-0.27044-0.25293i,-0.2651-0.12026i,-0.23146-0.019575i,-0.15632+0.035152i,-0.071972+0.036256i,-0.025261+0.017801i,-0.011097+0.0063168i,-0.013161+0.00039942i,-0.019843-0.00093198i,-0.023376+0.0042864i,-0.016091+0.017424i,-0.0019766+0.029974i,-0.00071597+0.033183i,-0.019236+0.030271i,-0.041611+0.028385i,-0.042414+0.025537i,-0.021387+0.015824i,-0.0044321+0.006466i,0.001744+0.0065082i,0.005945+0.006715i
0.27163+0.27414i,0.30865+0.30186i,0.28649+0.21793i,0.2356+0.12009i,0.18172+0.067004i,0.12917+0.056621i,0.086491+0.037159i,0.027441-0.0044762i,-0.036187-0.018014i,-0.055626-0.0083629i,-0.043206-0.0076902i,-0.026264-0.011161i,-0.016905-0.022981i,-0.026419-0.041701i,-0.037667-0.047611i,-0.033245-0.035626i,-0.016083-0.0092996i,0.0045457+0.018832i,0.014983+0.029602i,0.010691+0.023789i,0.0030393+0.014825i,0.0015816+0.0064493i,0.0026524+0.00083777i
-0.30255+0.17094i,-0.22446+0.1775i,-0.042898+0.1556i,0.066051+0.081954i,0.088165-0.024058i,0.071092-0.11099i,0.024365-0.11009i,0.013741-0.042366i,0.043716-0.0049517i,0.059032-1.0152e-05i,0.057166+0.0045554i,0.048639+0.0084418i,0.042654+0.017666i,0.043748+0.022266i,0.035772+0.014799i,0.024349+0.00091718i,0.021341-0.026524i,0.017085-0.063621i,0.0044248-0.079845i,-0.007262-0.062115i,-0.010172-0.035426i,-0.012259-0.016674i,-0.014045-0.0021823i
-0.08312-0.42457i,-0.16342-0.43171i,-0.26372-0.32023i,-0.28514-0.1557i,-0.23363-0.0076598i,-0.15504+0.079217i,-0.067404+0.089913i,-0.0037666+0.052416i,0.024766+0.01539i,0.018349-0.0049241i,-0.0054515-0.0052371i,-0.015467+0.0061305i,-0.0053027+0.016266i,0.015297+0.023861i,0.03468+0.02325i,0.037165+0.019173i,0.01871+0.026166i,-0.0046812+0.039116i,-0.014823+0.038526i,-0.014525+0.022878i,-0.010082+0.012017i,0.0011525+0.0094153i,0.007185+0.0044647i
0.40313+0.14894i,0.36369+0.16242i,0.27492+0.12712i,0.22592+0.06073i,0.19309+0.0030245i,0.14704-0.019815i,0.094481-0.029779i,0.030008-0.031795i,-0.030674-0.013112i,-0.050507+0.0031907i,-0.040191+0.00076953i,-0.030575-0.011409i,-0.039266-0.023237i,-0.060125-0.021278i,-0.065305-0.0056566i,-0.046327+0.0086861i,-0.014107+0.019438i,0.017572+0.028645i,0.034816+0.031089i,0.033453+0.024168i,0.02099+0.011102i,0.0089454-0.0024032i,0.0035521-0.0088569i
-0.22458+0.29689i,-0.099885+0.25776i,0.041196+0.16197i,0.056799+0.069518i,-0.0090713-0.011137i,-0.068137-0.047015i,-0.07923-0.023764i,-0.042267+0.0019859i,-0.0026222-0.0017211i,0.018303-0.0026307i,0.033284+0.0005036i,0.039461-0.001905i,0.041421-0.0033705i,0.04199-0.005809i,0.034318-0.0081603i,0.021002-0.011924i,0.00141-0.02675i,-0.025036-0.044462i,-0.040742-0.041147i,-0.030161-0.022471i,-0.0098244-0.010131i,-0.0034663-0.0022748i,-0.002556+0.0058397i
-0.1944-0.36877i,-0.2708-0.32705i,-0.30841-0.23216i,-0.27389-0.10152i,-0.16948+0.048276i,-0.050971+0.1103i,0.0087482+0.081407i,0.019053+0.040902i,0.017693+0.01594i,0.0088455+0.0068536i,-0.00091996+0.014324i,-0.0011175+0.023591i,0.0053402+0.021784i,0.013291+0.0067198i,0.015468-0.011789i,0.0069616-0.016774i,-0.0014883-0.0020722i,0.00025822+0.017201i,0.0049614+0.020339i,0.0023964+0.013132i,-0.0020852+0.010004i,0.0001081+0.0092068i,0.0023964+0.0065198i
0.33501+0.036938i,0.26739+0.045038i,0.19884+0.062359i,0.19049+0.013351i,0.16181-0.088378i,0.095591-0.11992i,0.04787-0.092903i,0.011683-0.057471i,-0.013662-0.018633i,-0.015462-0.0043661i,-0.014741-0.015983i,-0.025866-0.022396i,-0.041407-0.0060545i,-0.046424+0.023424i,-0.036887+0.038392i,-0.018006+0.035438i,0.0071749+0.025684i,0.03183+0.0087624i,0.041274-0.010143i,0.026115-0.018573i,0.0052287-0.013512i,-0.0036285-0.0083192i,-0.0071877-0.0099493i
-0.1095+0.24461i,0.01716+0.17974i,0.11082+0.102i,0.094839+0.063305i,0.036271+0.046583i,-0.0082858+0.036527i,-0.012996+0.041317i,0.0098879+0.025935i,0.02161-0.0042606i,0.023567-0.016856i,0.023995-0.018953i,0.024831-0.018242i,0.036497-0.021208i,0.045631-0.029314i,0.042785-0.027499i,0.033609-0.020617i,0.010398-0.019819i,-0.021035-0.015916i,-0.032426-0.0032158i,-0.017934+0.0019767i,-0.0033114-0.0042893i,0.001547-0.003377i,0.005149+0.0024159i
-0.12984-0.24667i,-0.15316-0.20637i,-0.20315-0.16516i,-0.20584-0.078447i,-0.11178+0.021256i,0.0033578+0.034398i,0.032217+0.0058623i,0.016674+0.0098021i,0.01189+0.018489i,0.0018923+0.023137i,-0.0040831+0.032634i,-0.0010223+0.031629i,-0.0054725+0.020446i,-0.013469+0.0099648i,-0.017187+0.0063503i,-0.017009+0.012043i,-0.010026+0.022291i,0.0013191+0.026709i,0.004592+0.01968i,0.00056369+0.013458i,0.0012557+0.012423i,0.0053439+0.0080709i,0.0066252+0.0042739i
0.21477+0.083358i,0.10193+0.1485i,0.067186+0.16226i,0.077941+0.066829i,0.023227-0.036675i,-0.051888-0.046383i,-0.064034-0.021574i,-0.052298-0.0072377i,-0.041208+0.0084665i,-0.024263+0.0088254i,-0.017043-0.001039i,-0.018174+0.0021713i,-0.020618+0.018388i,-0.019206+0.032669i,-0.011215+0.032658i,0.00018314+0.021622i,0.012682+0.0053248i,0.020352-0.012669i,0.014456-0.02097i,0.0031526-0.013537i,-0.00054666-0.0036349i,-0.003652-0.0015854i,-0.010565-0.0018863i
-0.20546+0.16188i,-0.1025+0.048786i,0.016372+0.0075419i,0.075755+0.025112i,0.072243+0.024643i,0.048732+0.02654i,0.040827+0.03155i,0.039629+0.0054432i,0.026129-0.029904i,0.014167-0.040536i,0.015405-0.033934i,0.0241-0.031725i,0.030411-0.041868i,0.026436-0.052423i,0.012985-0.051336i,-0.0028064-0.042877i,-0.020077-0.0323i,-0.03008-0.015522i,-0.020074-0.001367i,-0.005684-0.0028448i,-0.0016035-0.0091884i,0.0018493-0.0056736i,0.0067081+0.0011031i
0.010201-0.40537i,0.020489-0.35027i,-0.080094-0.2755i,-0.15681-0.15761i,-0.10104-0.055202i,-0.020843-0.055547i,-0.0026796-0.064803i,0.0076458-0.032819i,0.019284-0.010495i,0.0094351+0.0049066i,-0.00020002+0.015434i,-0.0083189+0.012514i,-0.016529+0.016827i,-0.010098+0.027734i,0.0064138+0.031509i,0.018633+0.029945i,0.023053+0.028448i,0.021158+0.023549i,0.011691+0.013447i,0.0025489+0.0068339i,-0.0024609+0.0057055i,-0.003795+0.0037311i,-0.0014606-0.0016894i
0.35737+0.2542i,0.22932+0.2869i,0.15602+0.24142i,0.13019+0.13673i,0.0605+0.077322i,0.0025749+0.09507i,-0.0055973+0.088764i,-0.016163+0.050691i,-0.029044+0.033735i,-0.023065+0.022288i,-0.018065+0.0069824i,-0.01652+0.0095773i,-0.0045593+0.022418i,0.0098603+0.023895i,0.016826+0.013269i,0.01859+0.00016937i,0.019095-0.011571i,0.016662-0.016514i,0.01232-0.012466i,0.0096221-0.0068472i,0.0065548-0.0039568i,-0.0002827-0.0012216i,-0.0047796+0.0034499i
-0.44521+0.32449i,-0.28818+0.25434i,-0.070565+0.15977i,0.057833+0.064283i,0.098731-0.019218i,0.096055-0.045531i,0.074046-0.029053i,0.041419-0.017157i,0.015919-0.013447i,0.010143-0.0085936i,0.018205-0.0046142i,0.02821-0.013382i,0.020726-0.033117i,-0.0020791-0.039057i,-0.022451-0.020422i,-0.034479+0.0052638i,-0.038674+0.021944i,-0.03302+0.022993i,-0.021745+0.010298i,-0.014167-0.002635i,-0.0063451-0.0059288i,0.0040321-0.0040059i,0.01029-0.0026039i
