0.0013184-0.00055339i,0.00015241-0.0012702i,-0.0011279-0.0029358i,-0.0021023-0.0020767i,-0.0018297-0.00019323i,-0.001219+0.0010132i,-0.00029664+0.0015362i,0.0010265+0.0006664i,0.0016256-0.00026926i,0.0015928-0.00059317i,0.001075-0.00087026i,0.00042776-0.0010111i,-0.000301-0.00087097i,-0.00037258-0.00024716i,0.00010059-0.00022011i,0.00017979-0.00036773i,-1.8045e-05-0.00019732i,0.00060683-5.5044e-06i,0.00030071-9.8893e-05i,-0.00010404-0.00066687i,-8.5276e-05-0.00046381i,-0.00046955+0.00045673i,-0.00078661+0.0012662i
0.00022406+0.0023587i,-0.00029433+0.0010714i,-0.00065039-0.00061366i,9.8551e-05-0.0014612i,0.0014988-0.0014532i,0.0016102-0.0017194i,0.00060337-0.0015207i,0.00039096-0.00066451i,0.00051961+3.3264e-05i,0.00061613-0.00037624i,0.0008406-0.00073518i,0.00063162+0.00012856i,0.00011286+0.00091402i,-0.00017916+0.00087915i,5.1864e-05+0.00013207i,0.00021776-0.00033189i,0.00012474-0.00026276i,0.00046139-0.00032504i,6.5522e-05-4.2699e-06i,-0.00076537+0.00062344i,-0.00037443-0.00017278i,0.00056881-0.00043204i,0.0007213-0.00040335i
-0.0045778-0.00044061i,-0.0052155-0.0010927i,-0.0046787-0.00040711i,-0.0028515-3.3062e-05i,-0.00060638-0.00012295i,0.00080041-0.00060065i,0.00082455-0.000616i,0.00013997+7.604e-05i,-0.00031216+0.0012514i,-0.00023696+0.0011056i,-0.00053203+0.00065586i,-0.00075618+0.00050649i,-0.00029102-0.00066673i,-1.1393e-05-0.001243i,0.00027817-0.0012637i,0.00063571-0.00050398i,0.00032826+0.00077531i,-0.00042511+0.00093787i,-0.00084231+0.00049538i,-0.00079852-0.00010467i,9.5244e-05-0.00057224i,0.00091491-0.00021561i,0.001035+0.00044323i
-0.00022028-0.0022663i,-0.00033134-0.0027202i,-0.0010763-0.0017723i,-0.00070052-0.0008185i,0.00067087-0.00012821i,0.001219-0.00030591i,0.0006054-0.00064343i,0.00036536-0.00012297i,0.00029368+6.8605e-05i,0.00020296+0.00019184i,0.00011236+0.00037553i,-4.5483e-05-2.1328e-05i,-0.00014297-0.0010416i,-0.000127-0.00061879i,0.00023359+0.00023879i,0.00089592-0.00021148i,0.00088614-0.00056998i,0.00082978-0.00083972i,0.00095662-0.0010639i,0.00084276-0.00015042i,0.0008128+0.0003534i,0.00079238+0.00035927i,0.00041069-0.00019086i
0.0010954+0.0013145i,-0.00069383-0.0007382i,-0.001876-0.0016873i,-0.001031-0.00052077i,0.00093543-5.5715e-05i,0.0014739-0.001102i,0.0008766-0.0013835i,0.00037308-0.00067978i,0.00031603-0.00026652i,0.00019842-0.0002867i,-8.5221e-05-0.00097737i,-0.00059862-0.0010512i,-0.001295-0.00023574i,-0.0004056+3.4366e-05i,0.00059547+0.00039602i,0.00059892+0.00053906i,0.00097858+4.0055e-05i,0.00099014-1.3263e-05i,-0.00014689+0.00050638i,-0.00074385+9.5126e-05i,-0.00044367-0.00022051i,-5.1379e-05+9.6649e-06i,-0.00036459-8.6628e-05i
-0.0026557+0.00095344i,-0.0034381+0.0013682i,-0.0045018+0.0014185i,-0.0031333+0.0014644i,0.00077962+0.00095008i,0.0029479-0.00057201i,0.0019497-0.001603i,-3.5717e-05-0.0013008i,-0.00079479-0.0002818i,-0.00046936+0.00027016i,-0.00072465+0.00016948i,-0.00079061-0.00024249i,-0.00051589-0.00066758i,-0.00084281-0.00095129i,-0.00090807-0.0008552i,-0.00049085-0.00087162i,-0.00031379-0.00086743i,7.959e-05-0.00052481i,0.00023244+0.00023437i,1.1655e-05+0.0008841i,0.00060541+0.00096893i,0.00067054+0.0004464i,0.00090656-0.00010159i
-0.0041279-0.002215i,-0.0045656-0.0039686i,-0.0040595-0.0024711i,-0.0024016-0.00027167i,8.5238e-05+0.00029916i,0.0028061-0.0012522i,0.002166-0.002121i,-6.7326e-05-0.001329i,-0.00066735-0.00028028i,-0.00047511-0.00048965i,-0.00026923-0.0011555i,-0.00022218-0.00044119i,-0.00040825+0.00019413i,-0.00040446-0.00068653i,-7.4879e-05-0.00067828i,-0.00039257-0.00030719i,-0.00031745-0.00094998i,0.00015063-0.00054186i,-9.7966e-06+0.00030123i,8.1764e-05+0.00056747i,0.00024533+0.00085209i,0.00013969+0.00083609i,0.00017974+0.00051598i
0.00090129-0.00088125i,-0.00058696-0.001933i,-0.0022419-0.0014232i,-0.0011897+0.00065708i,0.0003027+0.00071925i,0.0015324-0.00095815i,0.001674-0.0015771i,0.00085555-0.0010842i,-0.00011705+9.6967e-05i,-0.00056613+0.0002757i,-0.00060773-0.00014624i,-0.00072377-0.00050656i,-0.00028237-0.0006595i,0.00017139-0.00066507i,-0.00032218-0.00026978i,-0.00051374+0.00040825i,0.0002414-0.00015506i,0.0007118-0.00074884i,0.00035666-0.00023734i,0.00012411-0.00027437i,-0.00013118-0.00029351i,-0.00010582+0.00015911i,-5.8102e-05+0.00017538i
0.00061083+0.00069775i,-0.0012483+0.00016674i,-0.0027427-0.00026195i,-0.0019174+0.00019086i,0.00077425+0.00062598i,0.0021934-0.00067994i,0.0013689-0.0016608i,0.00021072-0.00078626i,9.7593e-05-8.476e-05i,0.00071115-0.00032413i,0.00062373-0.00057595i,0.00036508-0.00084502i,0.00052115-0.00096797i,0.00031568-0.00066317i,-0.00019216-0.00031525i,-0.00085427+0.00015736i,-0.00085355+0.00050558i,-0.0005341+0.00051676i,-0.00030156+0.00084595i,6.8888e-05+0.00048779i,0.00073616-0.00033422i,0.00064038-0.00076421i,0.00015902-0.00051311i
-0.00056014+0.00022935i,-0.0019495+0.00059048i,-0.0027296-0.00014705i,-0.0017601+0.00040581i,-0.00020113+0.001911i,0.0013525+0.0019176i,0.00095854+0.00035906i,-0.00012424-0.00017162i,-7.8526e-05-0.00023558i,0.00048056-0.00093121i,0.00031149-0.00075465i,-0.00041888+7.6719e-05i,-0.00027651-0.00022912i,-0.00028237-0.00035001i,-0.00027757-0.00060061i,-0.00033371-0.00076027i,-0.00029282-7.5684e-06i,0.00021523+0.00061419i,0.00075208+9.9963e-05i,0.00092673+3.0762e-05i,0.00032066+0.00025189i,0.00014848+0.00010156i,0.00019745+0.00010354i
-0.0008525-0.0048308i,-0.0015406-0.0050296i,-0.002501-0.0047047i,-0.0016636-0.0026074i,0.00032645-0.00047993i,0.0015809+0.00012205i,0.0013797+0.00029992i,0.00055048-0.00020574i,-0.00032844-0.00039547i,-0.00084473+0.0002183i,-0.0010314+0.00043521i,-0.0010504+0.00039203i,-0.00079624+6.0419e-05i,-0.00023475-0.00035396i,0.00033762-0.0010148i,0.00045835-0.0011809i,0.00071258-0.00053028i,0.00091654+0.00018017i,0.00078949+0.00038717i,0.00084954+0.0006655i,0.0005047+0.00055768i,-0.00010599-5.9682e-05i,-0.00017987-0.00016458i
0.00032811-0.00067137i,-0.0014552-0.0024963i,-0.0032016-0.0025846i,-0.0032662-1.2312e-05i,-0.00038837+0.0012982i,0.0019537+0.00072091i,0.0018743-0.0011293i,0.0011653-0.0015372i,0.00055366-0.00092451i,0.00045971-0.00042434i,7.6384e-05-0.00027315i,0.00010834-0.00089143i,0.00064994-0.0012536i,0.00039942-0.00054135i,0.00052527+0.00032423i,0.0011364+0.00015548i,0.0011867-0.0004745i,0.00041358-0.00026125i,1.0866e-05-2.18e-05i,0.00024624-0.00059102i,0.0001263-0.00022058i,-0.00048984+0.00071616i,-0.00091505+4.5899e-05i
0.0001013+0.00064504i,-3.0021e-05+0.00016446i,-0.00026648+0.0002112i,0.0005549+0.00058491i,0.0020115+0.0006734i,0.0016669-0.00019949i,0.00099792-0.0015402i,0.00052088-0.0012658i,9.2768e-05-0.00050324i,-0.00048667-0.00035527i,-0.00040095-0.00054486i,0.00041353-0.00084342i,0.00051947-0.00047864i,0.00036661-0.00085923i,-3.7159e-05-0.00024991i,-5.223e-05-0.00013271i,0.00046524-0.0010217i,-0.00011706-0.00060133i,-0.00074539+3.5009e-06i,-0.00049275+0.00058325i,-0.00027639+0.0005811i,-7.9714e-06-0.00025121i,0.00054023-0.00019929i
-0.0027707+0.00043925i,-0.0049644-0.0003182i,-0.0057272+0.00025232i,-0.0045657+0.0013363i,-0.0023157+0.0014323i,3.5901e-05+0.00057994i,0.00065815+0.00016373i,0.00035781+5.1673e-05i,0.00082318+0.00011145i,0.00074159+0.00026073i,0.00015174-0.00039109i,-0.00054908-0.0009707i,-0.0013284-0.00074081i,-0.0015186-0.00035206i,-0.00094947-0.00074773i,0.00011669-0.0011948i,0.00056472-0.0010603i,0.00062969-0.0001134i,0.00055668+0.00032829i,0.00027363+0.00065899i,-0.00027629+0.00085308i,-0.00070134+0.00047049i,-0.0011782+0.00053659i
0.0026443-0.00059563i,0.0013075-0.0027453i,7.464e-05-0.0036581i,-0.00049759-0.0034954i,0.00063723-0.0020513i,0.001848-0.0015552i,0.0015255-0.0016811i,0.00019344-2.0178e-05i,0.00012798+0.00087059i,0.00084069+0.00042581i,-0.00017597-0.00024287i,-0.0010306-0.00079346i,-0.00070851-0.00044486i,-0.00073533+0.00037774i,-0.00022443+0.00053091i,0.00034175+0.00051163i,7.7695e-05+2.7109e-05i,-0.00011269-0.00038384i,-2.7331e-05+0.00026918i,-0.00058762-9.1705e-05i,-0.0010167+7.1238e-05i,-0.00050748+0.00025151i,-9.0408e-05-0.00022994i
-0.0010128-0.0026569i,-0.0030893-0.0033198i,-0.0046651-0.0027976i,-0.0036797-2.0892e-05i,-0.00053789+0.001256i,0.0024023+0.0003955i,0.0027628-0.00026028i,0.0014745+0.0001166i,0.00096643+0.00086955i,0.00032569+0.00060633i,-0.00054959-3.054e-05i,-0.00050516-0.00029648i,-0.00042064-0.00058008i,-0.00060762-0.00063008i,6.9086e-05-0.00078743i,0.001205-0.00074345i,0.00096969-0.00033879i,3.0148e-05-2.2751e-05i,-0.00031409+0.00035135i,-0.00020705+0.00012802i,0.00051392-0.00038299i,0.00019071-0.00037728i,-0.00064804-1.4401e-05i
-0.0011887+0.0013725i,-0.0018468+0.002495i,-0.0032555+0.002044i,-0.0023575+0.0011776i,0.00021429+0.0013243i,0.0015206+0.0016495i,0.0018354+0.00093777i,0.0018926-0.00023089i,0.0010854-0.00025279i,0.00032999-0.00029515i,-0.00075954-0.0010287i,-0.001751-0.001161i,-0.0009752-0.0006996i,-0.0001227-2.2694e-05i,0.00028184-0.00040712i,0.00016961-0.00094202i,0.00053488-0.00081849i,0.00083952-8.5351e-05i,0.00094266+0.00062457i,0.0012797+0.00091093i,0.00063459+0.0013915i,-0.0007431+0.00073381i,-0.00052506+6.5046e-05i
-0.0020591-0.0020001i,-0.0019494-0.0032551i,-0.0024487-0.0029396i,-0.0025305-0.0020382i,-0.00039791-0.0010932i,0.0010814-0.00075958i,0.0007595-0.0011344i,0.001066-0.0010285i,0.0013233+9.4117e-05i,6.0806e-05+1.2194e-05i,-0.00071437-0.00025509i,-0.00084434-0.00032038i,-0.00037899-0.00044495i,-0.00069216+0.00047406i,-0.00083954+0.00016064i,-0.00039295-0.00067273i,-0.00026821-0.00059998i,-0.00014177-0.00015258i,-0.00054265+7.155e-05i,-0.00065749-0.00037197i,0.00018459-0.00046449i,0.0010187-0.00053332i,0.00071048-0.00022847i
-5.1913e-05-0.00055707i,-0.0015289+0.00033854i,-0.0019704+0.00052359i,-0.0012988+0.0006897i,-0.00032679+0.001642i,0.00093973+0.0013544i,0.0011105+0.00052839i,0.00011278-7.0186e-05i,-0.00028455-0.00012397i,0.00020224+0.00058463i,0.00017606+0.00036787i,0.00028717-0.00085175i,0.00024206-0.0011175i,-0.00029033-6.041e-05i,0.00021962+0.00062435i,0.00080078+0.00041984i,0.00059182-0.00019756i,0.00041525-0.00034583i,0.00052488+0.00025683i,0.00018191+0.001016i,-0.00013739+0.0008865i,2.4976e-05-9.8813e-05i,-0.000328-0.00041573i
-0.00025258+0.00029344i,-0.0010435-0.0016605i,-0.002265-0.0019631i,-0.0017024-0.00027867i,0.00041436-0.0001308i,0.0016175-0.0008009i,0.0022277-0.00017352i,0.0015365+0.00030323i,0.00044163+0.00054559i,0.00012032+0.00053162i,0.0003238-0.00049483i,0.00015034-0.00099927i,3.1281e-05-0.00057437i,0.00025893+0.00020326i,0.00042316+0.00076924i,0.0003697+0.00040148i,0.00079397+3.993e-05i,0.00067946+0.0001726i,-0.00025111-9.5612e-06i,-7.2694e-06-0.00018455i,-0.00012994+0.00023993i,-0.0005546+0.00040006i,0.00038215+0.00046711i
-0.0017819+0.0010675i,-0.0025734+0.00034135i,-0.0031763+2.696e-05i,-0.0018558-0.0001161i,0.00074184-0.00010447i,0.0015556+0.00017712i,0.00016237+0.00050624i,-0.00026671+0.00039806i,0.0002037+0.00010349i,7.0336e-05-9.02e-05i,0.00015553-0.00019181i,0.00054154-0.00058151i,-2.9536e-05-0.00037156i,-0.00065822-0.00019163i,-0.00065668+0.00037091i,-0.00022142+0.00016239i,-4.5232e-05-0.00094977i,0.00010017-0.00098996i,0.0002986-0.00068163i,-6.3015e-05-0.00037212i,-0.00019085-3.9729e-05i,0.00012921-0.00022568i,3.848e-05+0.00026382i
-0.00095167-0.0019137i,-0.0012131-0.0012313i,-0.0018379-1.9295e-06i,-0.0011996+0.00069212i,0.0011413+0.0020802i,0.0019719+0.00099816i,0.0010311-0.0013114i,0.00036787-0.0014248i,0.0002464-0.00090268i,8.071e-05-0.00081966i,0.00037663-0.00041988i,0.00085817-0.00022969i,0.00095137-0.00025227i,0.00065904+0.00051258i,0.00021362+0.0010114i,-5.8638e-05+0.00051186i,8.1964e-05+0.00023066i,0.00049425-0.00024726i,-1.7433e-05-0.00021511i,-0.00032216-0.00017744i,-4.2726e-06-0.00066278i,-7.8739e-05-0.00058059i,-0.00042044+1.8006e-05i
-0.0013685-0.0024784i,-0.002395-0.0013967i,-0.002481-0.0016859i,-0.0015797-0.00010011i,-0.00047892+0.0011095i,0.00072066+0.0001735i,0.0008958-0.0003386i,0.0002426+9.856e-05i,5.3185e-05+0.00010754i,0.00044717+0.00016i,6.4217e-05+0.00035185i,-0.0004994+0.00038718i,5.8146e-05+0.00035957i,0.00027232+0.00031005i,0.00021813-0.00011367i,0.00061263-0.00038342i,0.0006624+0.00043259i,-0.00018166+0.0010244i,-0.00072731+0.00051591i,-0.00039293+5.3154e-05i,-0.00019132+0.00058028i,0.00030193+0.001023i,0.00053217+0.00045659i
0.00079667+0.00017006i,-0.0002936-0.0012377i,-0.00051761-0.0014464i,0.00066516-0.00087717i,0.0021379-0.0007775i,0.0029254-0.0017968i,0.0017557-0.0017889i,0.00046777-0.0011657i,0.00025286-0.00077236i,0.00042693-0.00086036i,0.00045806-0.00070104i,-5.9629e-05-0.00018219i,-0.000359-0.00036512i,-0.00076508-0.00070456i,-0.0013517-0.00051373i,-0.0013104-0.00022012i,-0.0005157+7.5364e-07i,-0.00025898-9.0026e-06i,-0.00074341-0.00053487i,-0.00029535-0.0008806i,-0.00015013-0.00043839i,-0.00050888-0.00016951i,-3.9394e-05-0.00055026i
-0.0023189+0.00063518i,-0.0026652-0.00084544i,-0.0036085-9.9498e-05i,-0.0031942+0.00072624i,-0.00028374+0.0015789i,0.0016739+0.0011748i,0.0006475+5.9713e-05i,-0.00015072-0.0003816i,-0.000615-0.00029382i,-0.00033292-0.00033076i,-0.00016211-3.1312e-05i,-0.0005171+4.8977e-05i,-5.0537e-05-0.00057112i,0.00056959-0.00093988i,5.7116e-05-0.0010577i,-0.00014618-0.00085161i,0.00040695-0.00027435i,0.00089166-0.00011309i,0.00050368-0.00042792i,-0.00044918-0.0005514i,-0.00077876-0.00019985i,-0.0002719-0.00026001i,3.622e-05-0.00048979i
-0.00073504-0.0015436i,-0.00064687-0.001074i,-0.0027171-0.00083027i,-0.0028855-0.0011519i,0.00023108-0.0011633i,0.0035846-0.00067727i,0.0033815-0.00030464i,0.0017923+0.00039153i,0.00055896+0.00054826i,-0.0008347+0.00020435i,-0.001204-0.00044731i,-0.00057852-0.00016649i,-1.0405e-05-2.3224e-05i,0.00027439-0.00090107i,0.00080266-0.0012331i,0.00061791-0.00083257i,0.00053505-0.00083276i,0.00083971-0.0007649i,0.00075042-0.00044605i,-6.9443e-05-0.00033964i,-0.00021198+0.00015585i,0.00022634+0.00048394i,1.5659e-05+0.00037738i
-0.00028792-0.0014577i,-0.0012318-0.0029658i,-0.0031257-0.0031203i,-0.0028823-0.001021i,1.8835e-05+0.00057586i,0.0028582+0.00053691i,0.0031717-0.00034862i,0.0015777-0.00087729i,0.00071453-0.00078297i,0.00089571-0.00068444i,0.00078303-0.00040214i,-0.00034321-9.2023e-05i,-0.00040931-0.00046976i,0.00063427-0.00044111i,0.00048539-0.00014246i,0.00028067+0.00013214i,0.00079241+0.00034603i,0.0005092+0.00029774i,6.0096e-05+0.00051456i,-0.00046418+0.00017586i,-0.00058114-0.00096642i,0.00040756-0.00086131i,0.00056248-9.744e-05i
0.00037079+0.00076694i,-0.0010243-0.00019405i,-0.00097628-0.00073105i,0.0005494-0.00022697i,0.0024321+0.00015054i,0.0038575-0.00034728i,0.0026394-0.00092605i,0.00041594-0.00095797i,-0.00054032-5.5805e-05i,7.4637e-06+0.00065646i,0.00031343-1.5784e-05i,-0.00023772-4.2776e-05i,-0.00051287+0.00020264i,-0.00011482-0.00015651i,0.00046843-5.1e-06i,3.2529e-05+0.00053364i,-0.0004893+0.00081843i,-0.00021366+0.0005916i,-0.00031739+0.00021329i,-0.0010725+0.00083367i,-0.0011165+0.00072792i,0.00036292+0.00022703i,0.0010984+0.00037723i
-0.0025263-0.0015676i,-0.0036023-0.0029884i,-0.0040173-0.003387i,-0.0029808-0.0011234i,-0.00096064-2.0147e-05i,0.00040671-0.00065163i,0.0011002-0.00092778i,0.0012212-0.00032602i,0.00056863+0.00043745i,-0.00022758+0.00048295i,-0.00073563+0.00030701i,-0.00023541+3.401e-05i,9.0699e-05-0.00026228i,-0.00012236-0.00046488i,0.00044049-0.00059633i,0.00060642-6.6477e-05i,-0.00018938+0.00059625i,-0.00086919+0.0011314i,0.00010665+0.00014702i,0.0010388-0.0012228i,5.6039e-05-0.001356i,-0.00090518-0.00041764i,-0.0009434+0.00044374i
0.00034138-0.0001646i,-3.592e-05-0.00031241i,0.0001363-0.0010647i,0.0010974-0.00029079i,0.0021799+0.00031504i,0.0017531-0.00031276i,0.0010318-0.0012284i,0.00042539-0.00039691i,-0.0001037+4.9952e-05i,-0.00014899-0.00056211i,0.00033544-0.00064607i,0.00076357-0.00046833i,0.00083762-0.00039311i,0.00059693-0.0008638i,-0.0002114-0.00041685i,-3.2936e-05+0.00013302i,0.0010912-0.00022992i,0.00084821-0.00022598i,-1.9825e-05-0.00057155i,-0.00065835-0.00023349i,-0.00095656+0.0011805i,-0.00034274+0.0013964i,7.6453e-05+6.0228e-05i
3.209e-05-0.0027349i,-0.00067741-0.0029654i,-0.0032264-0.002325i,-0.0038596-0.00079728i,-0.0014624+0.00054018i,0.00091971+0.00030683i,0.0019966-0.00062606i,0.0021609-0.00142i,0.0010393-0.0015249i,0.00036681-0.0014035i,0.0003112-0.00053553i,-0.00023026-0.00048256i,-0.00029054-0.00048365i,-0.00022272-0.0003051i,-6.4982e-05+1.09e-05i,0.00031238+0.00049885i,0.0003269+6.7131e-05i,0.00026758-0.0010626i,0.00036598-0.0012905i,9.2054e-05-0.00038501i,5.2626e-05-3.596e-05i,-9.073e-05+0.00023536i,-0.00026156+0.00097563i
-0.00016819+0.00038178i,-0.0012648+0.00017983i,-0.0030966-0.00067442i,-0.001937+7.0044e-05i,0.0015001+0.0010268i,0.0024182+0.0007857i,0.0014256+0.00026803i,0.00069792+0.00020918i,0.0006203+0.00022384i,0.00049885-0.00022429i,-9.2942e-06-0.00068108i,-0.00051531-0.00076878i,-0.00091086-0.00047806i,-0.00043729-0.00046108i,0.00058622+2.9794e-05i,0.00077163+0.00083004i,0.0004385+0.0011169i,6.4426e-05+0.0013166i,0.00010578+0.0010163i,-0.0008902+0.00061603i,-0.0013777+0.00015439i,-0.00025691-0.00018098i,0.00015678+9.2821e-05i
0.0001846+2.8478e-05i,-0.0011012-0.0011499i,-0.0023856-0.0024342i,-0.0024453-0.0016757i,-0.00092025-0.00082924i,0.00067628-0.0012409i,0.001061-0.0014113i,0.00071348-0.00096486i,0.00034528-0.00060023i,-0.00022936-0.00074734i,-0.00095996-0.00088098i,-0.0010352-0.00023323i,-0.00012022+0.00030927i,0.0011954-1.7402e-05i,0.0010408-0.00013504i,0.00029844+0.00024943i,-9.8993e-05+0.00055343i,-0.00011007-3.3589e-05i,0.00015011-0.00054075i,1.3263e-05+0.00033598i,8.5876e-05+0.00077266i,0.00016762+6.5958e-05i,-0.00015403+0.00027628i
-0.0011413-0.0024955i,-0.0011941-0.002813i,-0.0023166-0.0012283i,-0.0014955+0.0013286i,0.0003645+0.0018317i,0.0016983+0.00084917i,0.0017138-0.00029198i,0.00047509-0.001018i,-0.00021796-0.0001305i,-7.0815e-05+0.00013732i,0.00060445+0.00038638i,0.00032019+8.2543e-05i,-0.00015036-0.00068138i,-0.00036361-0.00058567i,-0.00061949-3.3158e-05i,-0.00065458-8.9162e-05i,-0.0002903-0.00073872i,0.00032279-0.00043196i,0.00057737-0.00016092i,0.00010909-7.6791e-05i,-0.00042658+0.00016209i,-0.00047472+0.00019952i,0.00028732+0.00018144i
-4.8729e-05+0.00022288i,-0.001492-0.001091i,-0.0028346-0.0020344i,-0.002143-0.0007128i,0.00013435+0.0006401i,0.0010539+0.00014471i,0.0010846-0.00088544i,0.00079234-0.00078807i,0.00027757-0.00016891i,-2.8306e-05-0.00014348i,-0.00049311-0.00095922i,4.1209e-05-0.0016098i,0.00049299-0.0020105i,6.9774e-05-0.0017413i,-1.5351e-05-0.0008882i,0.00016022-0.00064504i,-0.00043833-0.00057768i,-0.00089977-0.00052623i,-0.0004979-0.00039442i,-0.00046369-0.00048936i,-2.4823e-05-0.00083683i,0.00064134-0.00075448i,0.00021421-0.0003633i
-0.0004721-0.0013613i,-0.00097627-0.001816i,-0.0007724-0.0023294i,-0.00061464-0.001065i,7.7301e-07+0.00050831i,9.7115e-05+0.00094618i,0.000288+0.00032165i,0.00012831-1.867e-05i,-0.00047138-1.5044e-05i,-0.00010152-0.00046043i,-0.0002043-0.00059169i,-0.00042819-0.00085992i,-0.00053654-0.00038852i,-0.00013224+0.00031931i,-9.1331e-05+0.00033239i,-0.00015013+0.00069977i,0.00026137+0.00080134i,0.00047905+0.00037797i,0.00032513+8.6931e-05i,6.6959e-05-0.00019991i,-7.5992e-05-0.00022423i,-0.0004414-0.00026544i,-0.00040604-0.00011775i
-0.001652+0.00064148i,-0.0021887-0.00035318i,-0.0032708-0.00076246i,-0.0023249+9.4535e-06i,0.00058184+0.00031783i,0.0022126-0.00062085i,0.0021478-0.00078992i,0.0016583-5.4313e-05i,0.0012976+0.00044793i,0.00093139-0.00034171i,-0.00020637-0.0012663i,-0.00093511-0.0012618i,-0.00056156-0.0015269i,-1.6288e-05-0.0015277i,-0.00019884-0.0012322i,0.00023648-0.00046296i,0.00072609+0.00045546i,0.00034918+0.00012615i,0.00031126-0.00035568i,-0.00041417+6.2962e-05i,-0.00063287+0.00070809i,-0.00049758+0.00070447i,8.7761e-06+0.00032898i
5.0362e-05-0.0015434i,-0.0018873-0.0021014i,-0.0031805-0.0022719i,-0.0029818-0.0004828i,-0.0011283+0.0018472i,0.00056371+0.0018561i,0.00074298+0.00059259i,-0.00054956-0.00066898i,-0.0011706-0.0010768i,-0.00088975-0.00081511i,-0.000293-0.00052397i,-0.00024434-0.00023472i,-0.00011323-0.00088462i,0.00038739-0.0015424i,0.00098843-0.00084618i,0.0013624+0.00013177i,0.00074055+2.0142e-05i,5.163e-05+8.2236e-05i,0.00026061+0.00087852i,0.00035053+0.00059747i,0.00050145+6.2472e-05i,0.00028165+0.00089462i,-0.00030157+0.00057604i
-0.0011422-0.00097825i,-0.0019528-0.0022783i,-0.0023839-0.0016726i,-0.001094-6.5216e-05i,0.0013457+0.0003488i,0.0028526-0.00022055i,0.0025796-0.00057884i,0.00048569-8.1702e-05i,-0.0005364-0.0006833i,0.00039814-0.00098136i,0.00042142-0.00064469i,0.00028761-0.0010259i,0.00029467-0.00080869i,4.3343e-05-0.00074741i,7.2683e-05-0.00065389i,0.00027247-0.00033202i,0.00036024-0.00026054i,0.00035142+5.008e-05i,0.00066499-4.1705e-05i,0.00099912-0.00039456i,0.0008294-6.922e-05i,0.00021473+2.6056e-05i,-5.5874e-05-0.00033818i
0.00058405-0.0023108i,-0.001047-0.0026481i,-0.0030028-0.0021579i,-0.0022251-0.00068589i,0.00053594+0.00096289i,0.0015987+0.00080508i,0.0016124-0.0003829i,0.00098435-0.00019133i,0.00039996+0.00011604i,0.00062421-0.00046295i,0.00023701-0.00046732i,-0.00059008-0.00027791i,-0.00041459-0.0003348i,-8.7164e-05-0.00044956i,-0.00057394-0.00012338i,5.4451e-05-0.00037597i,0.00084822-9.9245e-05i,0.00041996+0.00023404i,0.00057147+0.00045817i,0.0006161+0.00021881i,-3.3158e-05-0.00036308i,-0.00023844-0.00030769i,-5.7625e-06-0.0004448i
0.00083768-0.00023129i,0.00051367-0.0011761i,-0.00016189-0.0012901i,-0.00081425-0.00065696i,0.00056917+0.00055846i,0.0025988+0.00074523i,0.0017507-0.00022525i,-1.2466e-05-0.00082075i,-0.00094491-0.00069923i,-0.00091554-0.00062185i,-0.00068177-0.0010811i,-0.00074946-0.0012666i,-0.0006032-0.0010691i,-0.00083911-0.00093456i,-0.00058213-0.00060414i,0.00031512-0.0002197i,0.00025423-0.00027255i,4.3044e-05+6.1301e-06i,-0.00013577+0.00024013i,-0.00037431-0.00016023i,-0.00036059-3.4583e-05i,-0.00011406+0.00030962i,0.00066043+3.6641e-05i
-0.0019263+0.0014648i,-0.0018931+0.00034431i,-0.0028361-0.00036344i,-0.0025275+0.00080235i,-0.00047577+0.0020138i,0.0012052+0.001269i,0.0012864+9.8979e-05i,0.00056613+0.00045418i,0.00016865+0.00039666i,2.45e-05-0.00053412i,0.00030404-0.00072399i,0.00026215-0.00067305i,0.00029472-0.00020283i,-5.7928e-05+0.0002222i,-0.00077179-0.00020586i,0.00012412-0.0004905i,0.00093931-0.00031547i,0.00073237-0.00070552i,0.00055376-0.001247i,0.00073493-0.00067362i,0.00034818+6.7427e-05i,-9.9519e-05+0.00020669i,-0.00028102-4.376e-05i
-0.0017571-0.0010089i,-0.001916-0.0015805i,-0.0015757-0.0014633i,-0.0014785-0.0013752i,-0.00070293-0.00099616i,0.0014384-0.0015354i,0.0021067-0.0020521i,0.00051476-0.0016714i,-0.00034093-0.00067219i,-0.00015185-0.0002479i,-0.00034515-0.0004585i,-0.00063113-0.00055254i,-0.00057942-0.00090985i,-0.00054827-0.00035613i,-0.00033632-0.00055862i,-6.3276e-05-0.0012545i,6.3042e-05-0.00015656i,0.00017618+0.00058656i,-0.00034773-0.00026183i,-0.00080661-0.00075737i,-0.00052237-0.00018922i,-0.00039108+0.00037832i,-0.00054382+0.00069317i
