4.1105e-05+0.0027645i,0.00050231+0.0017848i,-0.00058547-8.5775e-05i,-0.0017061-0.0017347i,-0.0023158-0.0010515i,-0.0031462+0.00081772i,-0.0019401+0.002159i,0.00012557+0.0030573i,0.0011959+0.0022405i,0.0013099+0.00028149i,0.0007556+0.00015444i,2.7392e-06+0.00061086i,-0.00045667+0.00039243i,0.0001093+0.00030066i,9.9877e-05+0.0003328i,-0.00013735-4.3616e-05i,7.2737e-05-0.00032627i,9.3947e-05+0.00050372i,4.6209e-05+0.00056297i,0.00034878+5.831e-05i,9.4239e-05+0.00038952i,-0.00058344+0.00046767i,-0.00034584-0.00012287i
-0.0014698+0.0016683i,0.00015763+0.0025759i,5.733e-05+0.0029914i,-0.0010254+0.0024898i,-0.0017858+0.0014899i,-0.0011814+0.00060487i,0.00038665+0.0011234i,0.0013184+0.0015326i,0.0017928+0.0010945i,0.001381+0.00056117i,0.00076303-0.00016833i,0.00057746-0.00046026i,9.8407e-05-0.00027842i,-6.8148e-05-2.0305e-05i,-0.00010541+6.3687e-05i,-0.00012905-0.00022846i,-0.00010845-0.00036299i,-0.00047582+6.3281e-05i,-0.00043434+0.00044943i,-9.3421e-05+0.00015837i,-0.00048895+0.00016762i,-0.00024526+0.00014761i,0.00030368-0.0004911i
0.00088859+0.0019349i,0.00070106+0.0010268i,0.0017501-0.00033165i,0.00087974-0.0018236i,-0.0014456-0.0028153i,-0.0027467-0.0017685i,-0.0013218-0.00094403i,0.00073127-0.00013939i,0.0021867+0.00020187i,0.0023098-0.00020298i,0.0010294-0.00012087i,-0.00014934+0.00026265i,-0.00033315+0.00048509i,0.00028712+0.00028079i,0.00068545+9.1339e-05i,0.00031881+0.00016233i,0.00047577+0.00028367i,0.00037415+0.0005021i,-0.00025277+0.0005669i,-0.00023934-3.5386e-05i,-0.00033375-9.0266e-05i,-0.00086836+0.00016888i,-0.00043616-0.00027085i
-0.0001433-0.0011455i,0.0011174-0.00025779i,0.0013381+0.00016876i,0.00026984-0.00065476i,-0.0013696-0.00045423i,-0.0013652+0.00091857i,-4.6302e-05+0.0016276i,0.0002391+0.0013215i,0.00046653+0.0012796i,0.00051398+0.00081691i,-0.00010223+8.6607e-05i,-0.00017665-0.00017346i,0.00030563+0.0008225i,-2.5984e-05+0.0014996i,0.00023521+0.0010321i,0.0004828+0.0005973i,0.00035231+0.00044263i,-0.00012976+0.00092673i,-0.00061251+0.0010925i,0.00025906+0.0012638i,0.00067039+0.0010079i,0.00029277-7.1521e-05i,0.0001563-0.00059069i
-2.8429e-05+0.0023376i,0.00031627+0.0025163i,0.0014301+0.0029419i,0.0018271+0.001905i,0.00064567+0.00041718i,-0.00092724-1.2618e-05i,-0.00049691-0.00026075i,0.00034525+0.0003987i,0.001139+0.0011955i,0.0014852+0.0012466i,0.00079434+0.00021149i,0.00032181-0.00066247i,0.00050084-0.0005084i,0.00072727-2.7717e-05i,0.0011486-0.00022203i,0.00098008-0.001197i,0.00034564-0.0011405i,-0.00023372-0.00018601i,-0.0012653+0.00045199i,-0.0010911-0.00014025i,-0.00062913-0.0010144i,-0.00040595-0.00095353i,0.00070908-0.00089958i
0.00070909+0.0013316i,0.0014107+0.00079403i,0.0024404+0.00068625i,0.0015974-0.00016908i,-0.00042733-0.001164i,-0.00093313-0.00055893i,-0.00012417+0.00088998i,0.0010598+0.0010537i,0.0018649+0.00033031i,0.0017702-0.00021344i,0.0012487-0.00020681i,0.00069906-2.1329e-05i,0.00028018-0.00016175i,-0.00046229+0.00013919i,-0.00014939+0.00058922i,-0.00023394+0.00068049i,-0.00092722+0.0005343i,-0.00063964-0.00045307i,-0.00021454-0.00089188i,-3.2279e-05-0.00023194i,-0.00020854+0.00071304i,-0.00082534+0.00087459i,-0.00046296-6.2046e-05i
-6.969e-05+0.00184i,-0.00014309+0.0016466i,0.00083758+0.001477i,0.00068569+0.00019635i,-0.0014794-0.0013771i,-0.0023346-0.00224i,-0.00084228-0.0012744i,0.0009527-0.00018669i,0.0019779+1.3329e-05i,0.0019501-9.7166e-05i,0.00096879-0.0004553i,6.7689e-05-0.00028935i,-0.00089128+0.00037983i,-0.00080493+0.00047338i,0.00010534+0.00069174i,0.00058941+0.00099453i,0.00011713+0.0011434i,-0.0005114+0.0012148i,0.00046997+0.00020137i,0.00068626-0.00086804i,7.6738e-05-0.0011058i,-0.00021788-0.00097331i,-5.3829e-05+2.5521e-05i
-0.00025387-0.0004306i,0.00067051-0.00069514i,0.0013686-0.00016864i,0.00019989-0.00030784i,-0.001466+0.00057428i,-0.0016314+0.0024911i,0.00012008+0.0018555i,0.0013822+0.00066424i,0.0015863+0.00022644i,0.0017299-0.00034631i,0.0010745-0.00065072i,0.00047223-0.00045966i,0.00017727+0.00017995i,-0.0004936+0.00026666i,-0.00049253+4.5391e-05i,-0.00021211+0.0002411i,-0.00044461+0.00045945i,-0.00059864+4.4049e-06i,-0.00035668-0.00048475i,-0.00011815-0.0004119i,-0.00012321-0.00056728i,-2.3887e-05-0.00052292i,-0.00043886-0.00038164i
0.0002668+0.0015178i,0.0014355+0.0012745i,0.003008+0.0012834i,0.0026188+9.2112e-06i,0.0017336-0.00069471i,0.00081315-0.00089197i,0.0005428-0.00056553i,0.0012284+0.00050132i,0.0021143+0.0011464i,0.0022312+0.00044075i,0.0013342-0.00029839i,0.00044965-8.8694e-05i,-0.00017269-0.00037698i,-6.4569e-05-0.00075291i,-9.409e-05-0.0002918i,-0.00018421-0.00014727i,0.00041373-0.00038736i,-3.8226e-06-0.00082097i,-1.5929e-05-0.00054047i,0.00013419+0.00045698i,-6.2445e-05+0.00063853i,-0.0003649+0.00063208i,-0.0002972+0.00099746i
0.00033358+0.00079992i,0.00043479+0.00091152i,-0.00089816+0.0022162i,-0.0018493+0.0009179i,-0.0015194-0.00015492i,-0.0010492+0.00062919i,-0.00029814+0.0006729i,0.00041528+0.00088245i,0.00077991+0.0014653i,0.00048412+0.00094993i,-0.000453+0.00059514i,-0.00053482+0.00018318i,-8.5049e-05+0.00023681i,-0.00019578+0.0001439i,2.3418e-05-0.00031553i,0.00014446+0.00020907i,-5.9998e-05+0.00041043i,-0.00024484-0.00017341i,-0.00019126-0.00042695i,-0.00037472+0.00013356i,-0.0010206+0.00062013i,-0.00065678+0.0005759i,1.8638e-05+0.00039883i
-0.00057857+0.0022963i,0.00037549+0.0029006i,0.0017801+0.0026835i,0.0024858+0.00090041i,0.0014493-0.0006839i,0.00047749-0.0009647i,0.0016972-0.00021057i,0.0022798+0.00057118i,0.0016796+0.0010423i,0.0015973+0.0011593i,0.0012501+0.00057228i,0.00085212+0.00018671i,0.0006921-0.00040705i,0.00058531-0.00058428i,0.00022443+7.6798e-05i,6.9497e-05+0.00012736i,-0.00025096-3.0737e-05i,-0.00065022+7.5291e-05i,-0.00023067-0.00076761i,0.00010335-0.0015728i,-0.00055538-0.00093364i,-0.0010326+0.00031321i,-0.00058334+0.00015395i
-0.00017553-0.00042317i,0.0015218+0.00095648i,0.0017617+0.0013974i,0.00015017+0.0010182i,-0.0014851+0.0014074i,-0.0014064+0.0018563i,-0.00013713+0.001157i,0.00095339+0.0005003i,0.0012659+0.00042986i,0.00067214+7.7247e-05i,-8.4559e-05-0.00050922i,-0.00055283-0.00054006i,-0.00054345+6.3565e-05i,-0.00044069+0.00035834i,-0.00051293+0.00049594i,0.00037176+0.0004385i,0.00049767+0.00015525i,-0.00029955-0.00018121i,-1.0332e-05-8.4641e-05i,0.00069341+0.00023754i,0.00093735+0.00073826i,0.00051851+0.0010574i,7.1499e-05+0.00099591i
0.0018367-0.00010995i,0.0013477+0.0013922i,0.0010841+0.0011121i,-5.307e-05+3.3521e-05i,-0.001233+0.00026634i,-0.0009901+0.0016629i,0.00053626+0.0019834i,0.0013765+0.0018845i,0.0015474+0.0010715i,0.0008539+7.2261e-05i,0.00024867-0.00012045i,0.00093579+0.00027679i,0.0007802+0.00080018i,0.00048648+0.00086565i,0.0005386+0.00071509i,0.00032056+0.00036422i,-5.2864e-05-0.00014451i,0.00014534-5.6675e-05i,0.00047077-0.00023229i,0.000258-0.00017129i,-0.00035019+0.00070197i,-4.5155e-05+0.0004112i,0.0010375+0.00014258i
-0.00088647-4.5219e-05i,-0.00037668-0.00037321i,0.0013484+0.0012713i,0.0022858+0.0022143i,0.00090255+0.00084244i,-0.00016965-0.00087102i,0.00091953-0.00077123i,0.0014591+0.00026637i,0.0016104+0.001593i,0.0021516+0.0020904i,0.0016496+0.0010595i,0.00085489-0.00027382i,0.00069897-0.00060728i,0.00025685-0.00034648i,-0.00015207-0.00012418i,-7.1783e-05+0.00067739i,-0.00087904+0.0010663i,-0.0014544+7.2619e-05i,-0.00096847-0.00021351i,-0.00034962+0.00059078i,-0.00049057+0.00077798i,-0.00043321+0.00048883i,-0.00024131-0.00018342i
-0.000392+0.0015174i,0.0010146+0.0024955i,0.0019187+0.0019219i,0.00084718+0.00035866i,-0.0010095-0.00024252i,-0.0014818+0.00071241i,-0.0003633+0.0017319i,0.0010073+0.0019674i,0.0013081+0.00083413i,0.0013385-0.00026373i,0.0014656+3.5889e-05i,0.0012694+0.0010648i,0.00043099+0.0014273i,-0.00023025+0.0016362i,5.7898e-05+0.0017773i,0.00063242+0.0010171i,0.00036573+0.00062006i,-0.00062931+0.00015513i,-0.00079933+6.059e-05i,-0.00037682+0.00017454i,-0.00028073-0.00038724i,0.00011629-0.00019357i,0.00052737+2.5816e-05i
-0.00047461+0.0012485i,0.0010853+0.0017471i,0.0027377+0.0013503i,0.0018595+0.00031592i,-0.0010063-2.7471e-05i,-0.002083-8.5339e-05i,-0.00018313-0.00077296i,0.0018804-0.00080009i,0.0023237-0.00061002i,0.001767-0.001088i,1.8332e-05-0.00070344i,-0.00074444+0.00015191i,-0.0003236+0.0007805i,0.00046769+0.00035039i,0.00018423-0.00040118i,-0.00046903-0.00086062i,-8.5962e-05-0.00093891i,0.00047139-0.00046602i,0.00048174-0.00040256i,-3.3323e-05-0.00031165i,-0.00049125+0.00045182i,0.00013342+0.00051749i,0.00060025-0.00038738i
0.00049185+0.00056419i,0.0016051+0.00029848i,0.0018097-0.0010908i,-0.00021186-0.0022803i,-0.0031782-0.0016165i,-0.003297+0.00028882i,-0.0016362+0.00093821i,-0.00018366+0.00078221i,0.0011949+0.0015679i,0.0019635+0.0011927i,0.0020644-6.1397e-05i,0.0015849+7.8916e-05i,0.00066461+0.0011041i,0.00040672+0.0012531i,0.00029434+0.00041454i,9.6301e-05-0.00068126i,0.0003678-0.00052336i,0.00016039-9.5184e-05i,-0.0001711+3.0216e-05i,-0.00020304+0.00030177i,-8.4425e-05+0.00032099i,-2.404e-06+0.00017279i,-7.8008e-05+0.00017754i
0.0012545+0.00019194i,0.0018225+0.0015185i,0.00038314+0.0016848i,-0.00071185+0.0011399i,-0.0017285+0.0013735i,-0.0011647+0.0019521i,0.0008059+0.0019962i,0.0016211+0.0010855i,0.0017593+0.00051031i,0.00092142+0.00071227i,0.00032768+0.00026182i,0.00052962-0.00095706i,0.00064072-0.0011713i,0.00022795-0.00057898i,-6.9052e-05-0.00027716i,0.00037335+0.00026485i,0.00026253+5.3121e-06i,-0.00051974-0.00055508i,-0.00052012+0.00059966i,-4.8507e-05+0.0014823i,0.00041218+0.0010119i,0.00017947+0.00030154i,-0.00035205+0.00018709i
-1.397e-05-0.00010231i,0.0005016+0.0012982i,0.0010264+0.0018949i,0.00065232+0.00047024i,-0.0013073+6.7987e-05i,-0.0017916+0.0006445i,4.3611e-05+0.00096074i,0.0008074+0.0013673i,0.0003265+0.0012794i,0.0010013+0.0005762i,0.000893+0.00061741i,0.00020486+0.00069524i,0.0006561+0.00027286i,0.00089808+0.00019303i,-9.1176e-05+0.000306i,-3.5893e-05-0.00049367i,0.00047411-0.001021i,-2.334e-05-0.00029302i,-0.00028514+0.00017387i,-0.00025658+0.00057387i,-0.00022563+0.0016255i,-0.00030141+0.0015927i,-0.00080574+0.00045002i
-0.00091183-0.00020883i,8.3192e-05+0.00027876i,0.00057109-5.4524e-05i,7.5285e-06-0.00023541i,-0.0007445+0.00047405i,-0.00056222+0.0010075i,-0.00024432+0.0012143i,0.00013672+0.0014173i,0.0011992+0.0017323i,0.0021236+0.0012528i,0.0019587-0.00047102i,0.0008821-0.0009832i,0.00023766-0.00021594i,0.00030431+0.00015141i,0.00029645+0.00046595i,0.00057601+0.0004787i,5.5231e-05+0.00054952i,-0.0010738+0.00019419i,-0.0017366-0.00034233i,-0.0011106-0.00064443i,-4.9273e-05-0.00042796i,-7.9273e-05+1.5733e-05i,-0.00070596-0.00036861i
0.00077079+0.0012524i,0.00061962+0.001888i,0.0009326+0.0016757i,2.4341e-05+0.00037413i,-0.0025198-0.0006448i,-0.0032019-0.0011196i,-0.00077287-0.0002146i,0.0011595+0.0010322i,0.0014509+0.0013988i,0.0010361+0.00039486i,0.00086222-0.00075256i,0.00071733-0.00077404i,0.00024447-0.0005545i,0.00032514-0.00037116i,0.00052901-5.9387e-06i,0.00016098+0.00037098i,0.00020839-0.00079195i,4.6995e-05-0.0014044i,-0.00036168-0.00018371i,-0.00053612+0.00071552i,-0.00072739+0.00020742i,-0.00042592+0.00022263i,0.00019744+0.00094824i
7.3461e-05+0.00089143i,0.0012036+0.0014484i,0.0009122+0.0017977i,2.5523e-05+0.0011419i,-0.00070709+0.00043994i,-0.0011516+0.00063743i,-0.00025541+0.0012397i,0.0010929+0.0014402i,0.0024156+0.0012858i,0.0020902+0.00083699i,0.0013177+0.00032511i,0.00084206-0.00030013i,0.00080266-0.00052441i,0.00076448+0.00017534i,0.00099012+0.00070037i,0.0017523+0.00048032i,0.0011239+0.00088646i,0.00042042+0.0011922i,0.00017132+0.0004995i,-0.00013784-0.00022226i,5.7528e-06-0.00061601i,4.0639e-06-0.00080712i,0.00018818-0.00072151i
-0.00029078+0.0022774i,0.00059027+0.0019156i,0.0019067+0.00072219i,0.0020801-0.00056967i,-0.00016342-0.00064913i,-0.0013581-0.00031042i,-0.0010978+0.00029861i,0.00024253+0.00033285i,0.0015786+0.00052348i,0.0017932+0.00039715i,0.0012858-0.00025331i,0.0002611-8.7049e-05i,-0.00022197-3.4839e-05i,-0.00024245+0.0003486i,0.00025235+0.0010304i,-0.00040582+0.00087721i,-0.00079734+0.00092466i,-0.00025215+0.00061934i,0.00053504+0.00039618i,0.00073416+0.0005653i,0.00028804+0.00023243i,0.00015144+0.00047796i,0.00025815+0.00081719i
-0.0012357+0.0017542i,-0.0010649+0.0028352i,-0.00014072+0.0032128i,-0.00055847+0.0020969i,-0.0012528+0.00058525i,-0.0011039-4.61e-06i,-0.00067467-0.00026291i,-0.0002994+0.00019245i,0.00043774+0.0014531i,0.0017326+0.00072001i,0.0015615-0.00020813i,0.00077028-0.00089718i,0.00023817-0.0010417i,-9.1184e-05-0.00025102i,6.3583e-05+0.00044117i,0.00015485+0.00060452i,-0.0002717+0.00021727i,-0.0012517+0.0002016i,-0.0010789+0.00033384i,-0.00051866-0.00011616i,-0.00087553-0.00086213i,-0.0008287-0.00055995i,-0.00050021-0.0002385i
0.0012471-0.00062096i,0.0017431+0.00022227i,0.0021344-7.4277e-05i,0.00023656-0.00064677i,-0.0024296-0.00076396i,-0.0027372-0.00037772i,-0.00051478+0.0004193i,0.0011035+0.0013508i,0.0010643+0.0014889i,0.0012825+0.00099199i,0.00050143+0.00078707i,-0.00083293+0.00013511i,-0.0001296-0.00040926i,0.00046448-0.00030762i,4.9839e-05-9.0175e-05i,-9.9026e-05+0.00092891i,-9.838e-05+0.00091573i,-3.9856e-05-0.00026679i,-0.00016105-0.00037129i,-0.00051838+0.00046809i,-2.218e-05+0.00091614i,0.00041727+0.00059758i,-0.0002493+0.00054918i
0.001246+0.00036635i,0.0018855+0.0017887i,0.0012321+0.0023459i,0.00024818+0.0016536i,-0.0014012+0.00051774i,-0.002142+0.00090997i,-0.00020965+0.0017707i,0.00055938+0.0015596i,0.00091154+0.0014182i,0.00092064+0.00097136i,6.8928e-05+0.00012478i,-7.4359e-05-0.00010281i,4.1501e-05-0.00052704i,0.00010543-0.00079785i,-7.8225e-05-3.2439e-05i,-6.7748e-05+0.00057362i,0.00041551+0.00012034i,0.00011805-0.00052251i,0.00018395-0.00061139i,0.00046359-0.00045227i,0.00036903-2.6013e-05i,0.00016543+0.00020422i,-0.00025665-0.0004552i
0.00033268+0.00093845i,0.00093789+0.0017451i,0.0025689+0.00093763i,0.0020821-0.00051837i,-0.00075399-0.00042116i,-0.0019606+0.0010003i,-0.0007674+0.0020195i,0.0008+0.0016366i,0.0019245+0.0013166i,0.0014961+0.0015039i,0.00021444+0.0011354i,-0.0001888+0.00062801i,-0.00024035+0.00042979i,-0.00024096-7.0511e-05i,1.2934e-05-0.00045071i,0.0002288-0.00016438i,0.00033395-0.0004095i,0.00065079-0.00021874i,0.00058988+0.00063122i,-0.00019496+0.0006968i,-0.00033489+0.00028204i,0.00012623-0.00012019i,0.00088066-4.269e-05i
0.0011325+0.00010616i,0.00076779+0.00071037i,0.00049119+0.00059182i,-0.00053875-0.00088662i,-0.0018608-0.0018027i,-0.0021608-0.00019141i,-0.00070172+0.0015505i,0.00073401+0.0013323i,0.001588+0.0011831i,0.0015062+0.00044573i,8.6581e-05-0.00067832i,-0.00084006-0.00037155i,-1.828e-05+0.00049898i,0.00054898+0.00020036i,0.00035116-4.5917e-05i,0.00024038+0.00027194i,0.000178+0.00040243i,0.00023314+0.00064182i,0.00033435+8.4458e-05i,-0.00015326-0.00061714i,-0.00044691-0.00016822i,7.4782e-05+0.00024637i,0.00053796+0.00057712i
0.001346+0.001216i,0.00098679+0.001687i,0.001741+0.0019161i,0.0012816+0.00051053i,-0.00051053-0.00032061i,-0.0024726-5.6676e-05i,-0.0017385+0.00065211i,0.00013851+0.0013207i,0.0021665+0.0014269i,0.0027237+0.00037348i,0.0010202-0.00055538i,-0.00045377+3.3607e-05i,-0.0010185+0.00046607i,-0.00086439-0.00045446i,2.0118e-05-0.0013622i,0.00055298-0.00044017i,4.7924e-05+0.00029586i,-0.00035743+0.00026157i,-0.00039818+0.00050527i,-0.00073858-0.00013824i,-7.1389e-05-0.00051221i,0.00077368-0.00012919i,0.00060514-0.00054843i
-0.0001803+0.0022278i,0.001052+0.0028328i,0.0026749+0.0025105i,0.0017883+0.001196i,-0.00028111-1.735e-05i,-0.0012368-0.00052168i,-0.00050409+8.5184e-05i,0.0010644+0.00036364i,0.0022063+0.0002391i,0.00186+1.7941e-05i,0.00069486-0.0002607i,0.00031559-0.00039925i,0.00028643-0.00033805i,-0.00021884+0.0001849i,-4.1268e-05+0.00061584i,-0.00013192+0.00045255i,-0.00080813+0.00049017i,-0.00068797+0.00037445i,-0.00063806+0.00019362i,-0.0011134-0.00010392i,-0.00090117-0.00012267i,-0.00029109+6.5875e-06i,-9.5572e-05+7.5976e-05i
0.00021353-0.00048653i,-5.6219e-05+0.00064798i,-0.00017398+0.0011285i,-0.00087349+0.00068283i,-0.0015783+0.00020721i,-0.0016475+0.00037107i,-0.00057354+0.001422i,0.00039223+0.001454i,0.00071915+0.00068232i,0.00054938+0.00024685i,0.00027965+0.00048998i,0.00013853+0.0004629i,0.00011314+0.00014754i,0.00061611-0.00040232i,0.00073412-0.00036592i,0.0002562+6.7228e-05i,0.00085288-0.00022428i,0.0010519-0.00028167i,0.000458+0.00037358i,0.00039018+0.000952i,-0.00020618+0.00053513i,-0.0003131-8.3076e-05i,-0.00036409+0.00016714i
0.0017057+0.0005358i,0.0017874+0.0016296i,0.0013592+0.00038716i,-0.00032757-0.0012549i,-0.0014616-0.0013986i,-0.0010437-9.6901e-05i,0.0002386+0.00073881i,0.0012802+0.00057036i,0.0022577+0.00052887i,0.0021629+0.00049707i,0.00076612+0.00042079i,6.4016e-05-0.00037704i,0.0010598-0.00088475i,0.0014598-0.00049171i,0.00073817+0.00023798i,7.8327e-05+0.0003791i,-0.00051772-2.6472e-06i,-0.0008702+0.00027486i,-0.00067855+8.7681e-05i,-0.00048827-0.00027629i,-0.00029492+0.00021432i,-0.0001354+0.00075498i,-0.00014023-7.1726e-05i
0.00064442+0.00074897i,0.00086726+0.0011439i,0.0020405+0.0012849i,0.0016723+0.00098328i,-8.5273e-05-0.00021794i,-0.00078928-0.00022958i,-0.00038352+0.00088352i,0.00090291+0.00099026i,0.001752+0.00030408i,0.0014746+8.7864e-05i,0.001304+3.2107e-05i,0.00091176+0.00043631i,-0.00044536+0.00079522i,-0.0012363+0.00040828i,-0.00086038+0.0002946i,-0.00101+0.00050581i,-0.0011174+0.00028976i,-0.00016589-0.00062797i,0.00054785-0.0010112i,0.0001774-2.5508e-05i,-0.00036241+0.00020979i,-0.00014507+0.00035242i,0.00033777+0.00068436i
0.00072886+0.00023246i,0.00097538+0.0020324i,0.0019201+0.0025905i,0.0012699+0.00048179i,-0.00050826-0.00099606i,-0.0013753-0.0011456i,-0.00065813-0.00047688i,0.00046166+0.00026067i,0.0011786+0.00088539i,0.0016541+0.0010022i,0.00085853+0.00057517i,-0.00033565+5.7683e-05i,-0.00015152+9.5112e-05i,0.00035683+0.00030353i,0.00043463-0.00070208i,0.00039958-0.00049926i,-0.00026855+0.00042608i,-0.00049274+0.00030112i,0.00018123+0.00010387i,0.00027417+0.00057091i,5.6992e-05+0.00074967i,-0.00032418+0.00053641i,-0.00073535+0.00053816i
-0.00070244+0.0020415i,5.567e-05+0.0027957i,0.0011148+0.0037771i,0.0015791+0.0024314i,0.00036988+8.2735e-05i,-0.0012257-0.00047012i,-0.00093168+0.00016711i,0.00013244+0.0010182i,0.0011209+0.0010151i,0.0019001+0.00014471i,0.001442-0.00044512i,4.5522e-05-0.00011349i,-0.00060246+0.00035064i,-0.00040988+0.00080974i,-0.0001283+0.0014361i,-9.2072e-05+0.00069895i,0.00035568-0.00091095i,0.00034653-0.00060065i,-0.0002151+0.00030249i,-1.8953e-05+0.00031977i,-0.00044221-2.9508e-05i,-0.0010776-0.00047914i,-0.00045121-0.00080957i
0.001761+0.0006172i,0.001023+0.0014964i,0.0012688+0.0010166i,0.00019268-0.00046024i,-0.0010739-0.0015187i,-0.0019809-0.00082733i,-0.0009331+0.00018404i,0.0014657+0.0013469i,0.0025813+0.0016225i,0.0018506+0.00049037i,0.00049807-0.00083844i,0.0003642-0.0011454i,0.00065746-0.00030447i,3.4722e-05-0.00052489i,9.2875e-05-0.00062019i,0.0010571+0.00040541i,0.00041229+0.00060571i,-0.00029041+0.00019001i,-0.00014617+0.00032541i,-6.6623e-05+0.00019076i,0.00014855+7.2874e-05i,8.8181e-05-1.6383e-05i,0.00067295-0.00028172i
0.0011503+0.00099869i,0.0019342+0.00073772i,0.0018285+8.3721e-05i,0.00058361-0.00097739i,-0.0011313-0.0013476i,-0.0022643-0.0011078i,-0.001397-0.00031546i,0.00016128+0.00053989i,0.001461+0.00081849i,0.0013813+0.00064081i,0.00081721-0.00012276i,0.0007282-0.00025424i,-6.8162e-05+0.00034444i,-0.00051696+0.00072465i,-0.00044022+0.00067013i,0.00016484+0.00017559i,0.00075743+0.00010457i,0.00070027+0.00039153i,0.00091326+0.00064843i,0.001134+0.00034706i,0.0006473+5.1473e-07i,0.00015623+0.00047785i,4.1543e-05+0.0008082i
0.00077185+0.0026334i,0.0015637+0.0019655i,0.0022259+0.00082433i,0.0006612-0.00039545i,-0.001873-0.0010652i,-0.0027214-0.00061069i,-0.0013512+0.00078384i,0.00036137+0.0014713i,0.00050879+0.0014955i,0.00085741+0.0011092i,0.0011908+0.00019883i,0.0004033+0.00021093i,-0.00033722+0.00026308i,-0.00056322+0.00035127i,0.00030434+0.0011393i,0.00029736+0.001356i,-0.00035021+0.00053809i,-0.00059192-0.0001609i,-0.00061327+0.0003381i,-0.00046954+0.00015295i,0.00026397-0.0008001i,0.0007975-0.00068521i,0.00084044+0.0003735i
0.00058878+0.00047894i,-7.2062e-05+0.001622i,0.00024089+0.0015199i,0.00011801-0.00018742i,-0.00082926-0.0010038i,-0.0012286+0.00011772i,-0.0005678+0.0005377i,0.00019626+0.00066634i,0.0004799+0.0013142i,0.00089385+0.00092866i,0.00062135-3.6776e-05i,0.00019008+2.0099e-05i,0.00046655+0.00090571i,7.0311e-05+0.00061416i,-0.00038525+0.0001797i,-7.2787e-05+0.00059078i,0.00011529+0.00063436i,-0.00078834-0.00025619i,-0.00016524-0.00025108i,0.00022161+0.00070037i,-0.0005522+0.00098697i,-0.00045988+0.00060366i,-0.0001945+0.00041949i
0.00063842-0.00013546i,0.0016536-0.00021462i,0.0014013-8.8654e-06i,-0.00020135+0.00023393i,-0.0020555-0.00028446i,-0.0015146-0.00029243i,7.3867e-05-0.000476i,0.00073901+0.00036045i,0.0014084+0.00094653i,0.0013804+0.0003291i,0.00098059+3.7225e-05i,0.0013636+0.00037867i,0.0014209+7.8762e-05i,0.00059468-0.00052116i,-0.00031506-0.00048319i,-0.00040935-0.00059491i,-0.00019624-0.00026979i,-5.6381e-05+0.00022942i,-0.00031554+0.00032327i,-0.00086207-5.6672e-05i,-0.00096253-0.00036964i,-0.0004881-0.00058095i,0.00032544-0.00041147i
-0.0013507+0.0006215i,0.0001203+0.00016097i,0.0019122+0.00053798i,0.0018487+0.00057919i,0.00085071-9.3617e-05i,0.0010652-1.4694e-05i,0.001184+0.00057043i,0.00093261+0.00066865i,0.0014987+0.0019654i,0.0018715+0.0020462i,0.000955-0.00027259i,0.00020337-0.00093165i,0.00054179-7.8038e-05i,0.00052586+0.00021983i,0.00055534+0.00051418i,0.00070887+0.0010365i,0.00070342+0.00097856i,0.00056499+0.00071138i,0.00028546+0.00040269i,0.00072567+8.0365e-05i,0.00018883+0.00024351i,-0.00046649+0.00045347i,-0.00051967+0.0004012i
0.0024954+0.001423i,0.0017773+0.0023107i,0.0021741+0.0017462i,0.00050035+0.0004157i,-0.0019978-0.0006116i,-0.0023684-6.8196e-05i,-0.00039237+0.001059i,0.0015418+0.00078073i,0.0019158+0.0003655i,0.0016822+0.00016888i,0.00018981-3.5905e-05i,-0.00073296-0.00038996i,0.00020934-0.00012701i,0.00076671+0.0012026i,0.00036482+0.0010306i,-0.00014897+0.00019846i,-0.00033165+1.2804e-05i,-0.00067088+0.00027772i,-0.00052654+0.00080417i,-0.0003988+0.00066506i,-0.0010537+0.00025409i,-0.00071639+0.00022732i,-0.00073351+0.00046987i
-0.00088352-0.00073629i,-0.00054855-8.3761e-06i,-4.8276e-05+0.00065734i,-0.00085233-0.00080034i,-0.0019572-0.0015176i,-0.0014074+1.295e-06i,0.00010902+0.0014547i,0.0010928+0.0014002i,0.002013+0.00064232i,0.0014708-4.6484e-05i,0.00034514-0.00010659i,0.00025837+0.00054685i,0.00058203+0.0004319i,0.00032768+0.0002128i,-0.00074562-0.00017461i,-0.00093682-0.00077088i,-0.00050666-0.0007506i,-0.0008365-3.8978e-05i,-0.0010337+0.0008286i,-0.00031801+0.00088931i,-0.0005302+0.0009127i,-0.00058395+0.0010504i,0.00016065+0.0003636i
-0.00061186+0.0003475i,0.0003302+0.00038069i,0.0011348+0.00062801i,0.00065408+7.9224e-05i,-0.00046273+7.1929e-05i,-0.0012806-2.4585e-05i,-0.00069211+0.00039989i,4.9262e-05+0.0013374i,0.00065911+0.0013777i,0.0010543+0.00088964i,0.00094488+0.00069322i,0.00045126+0.00077059i,-0.00037992+0.00025175i,-0.00024164-0.00021916i,-0.00016921-0.00018011i,-0.00034531+0.00016289i,-0.00013074+0.0003443i,-0.00017276-0.00069869i,6.7481e-05-0.00062699i,-3.3313e-05-3.8843e-05i,6.9985e-05-0.0005769i,-1.036e-06-0.0005274i,4.7017e-05-0.00053059i
