-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
-8.4448e-05-0.00020006i,-0.00061373-7.8652e-06i,0.00028435-0.00063048i,-0.0010172-0.0013197i,-0.0028848-0.0015182i,-0.001335-0.0012888i,0.00042113-0.00078545i,-0.00020722-0.00089334i,-0.0018183-0.00076829i,-0.0025169-4.1654e-05i,-0.0018403+0.00026392i,-0.00060148+0.00060837i,-0.00011434+0.00020671i,-0.00054127-0.00048877i,-0.00047342-0.00015615i,0.00033451+0.00045397i,-1.2436e-05+0.00046311i,-0.00037957+0.00055974i,-0.00035704+0.00065298i,-0.00043864+7.2084e-05i,0.00033971-3.6008e-05i,0.00056426-6.4423e-05i,-0.00036478-0.00016254i
0.00069527-0.0016077i,0.00065776-0.0011223i,-0.0002957-0.0013859i,-0.0024706-0.0017409i,-0.003376-0.00039768i,-0.0020324+0.00077011i,-0.00019116+0.0011833i,0.00011143+0.00032101i,-0.00020177-0.00032024i,9.9045e-05+0.00063414i,0.00044752+0.00066266i,0.00015757+0.00016345i,0.00023346+7.0741e-05i,0.00070654+0.0003693i,0.00089437+0.00030941i,0.00029387-0.00032372i,-0.0001128+2.862e-05i,-0.00047266-0.00017544i,-0.00071494-0.0010879i,-0.00032776-0.00039581i,0.00032009+7.5086e-05i,0.00061676-0.00033118i,0.00018844-0.00044856i
0.00083181-0.00074032i,-2.7913e-05-0.00058731i,-0.001422-0.0009269i,-0.0029055-0.0012068i,-0.0035694-0.00090726i,-0.0023335+0.0004352i,-3.0281e-05+0.0012378i,0.00029627+0.0007626i,-0.00050343+5.7983e-05i,-0.00081535+0.00042145i,2.8975e-05+0.0010902i,0.00078012+0.00092157i,0.00069641+0.00035696i,0.0006979+0.00015795i,0.00072892+0.00031242i,0.00043984+0.00015403i,0.0002388-0.00037349i,7.5063e-05-0.00048776i,-0.00022367-0.00033224i,-0.00010141-0.00065421i,-0.00047215-0.00049052i,-0.00051919-1.362e-06i,-0.00033841+0.00018985i
-0.00033474-0.00080858i,-0.00039937-0.0010807i,-0.00069634-0.0011812i,-0.0019516-0.00084381i,-0.0032386+0.00047673i,-0.0021777+0.0018276i,-0.00038582+0.0015347i,0.0001152-0.00032342i,-0.00026484-0.00098981i,-0.00063317+8.2082e-05i,9.9385e-05+0.0004947i,0.0011456+6.5048e-05i,0.0012544-7.7385e-05i,0.00032583+0.00022722i,-0.00070968+0.0012983i,-0.00084996+0.0013167i,-7.7511e-05+0.00038813i,-0.000235-0.00061215i,6.8002e-05-0.0009788i,0.00064824-0.00016192i,0.0005557-0.00021617i,0.00036742-0.00083691i,0.0002147-0.0013666i
0.0024503+0.0020472i,0.0020425+0.00077775i,0.0023662-0.00047331i,0.0014199-0.001345i,-0.00025154-0.0019244i,0.00025862-0.0013981i,0.0013461-0.0014345i,0.0012995-0.0015724i,0.00045082-0.00083774i,-0.00014973+5.7717e-05i,-0.00033784+8.0548e-05i,-0.00046959-0.00023539i,8.6777e-05+0.00011704i,0.00039395+0.00051951i,8.5188e-05+0.00070482i,6.761e-05+0.00064498i,0.00047799+0.00046812i,0.00080429+9.4966e-05i,0.00015355-0.00012722i,-0.00060502-0.00029221i,-0.00031715+0.00056163i,4.7563e-05+0.00088329i,0.00022628-0.00030448i
0.0012344+0.00018008i,0.00093592-0.00017347i,-0.00035719-0.0015812i,-0.0015364-0.0017788i,-0.0019662-0.0011447i,-0.0013965-0.00070106i,-6.4003e-06-0.00076766i,-0.00020621-0.0014587i,-0.00071911-0.0013666i,-0.00026834-0.00070178i,0.00029303+0.00010729i,0.00036241+0.00053793i,0.00060106+9.6837e-05i,0.00075252-0.00064744i,0.00040085-0.00064319i,0.00011521-0.00027633i,-4.1323e-05-0.00020092i,-0.00034761+0.00022507i,-0.00028879+0.00014067i,-0.00080415+4.28e-05i,-0.0012701+0.00012454i,-0.00027971+0.00024219i,0.00040628+0.00043952i
-0.00016243+0.0019527i,0.001061+0.0011545i,0.0017334+0.00043884i,0.00095951-0.00038256i,-0.00011616-0.00045481i,-0.00082922-0.0004063i,-0.00081667-0.00049168i,-0.0008293-0.0008343i,-0.00078169-0.00066473i,-0.00040912-0.00010018i,5.5464e-05-0.00026517i,0.00045137-0.00039685i,0.00029935+0.00032066i,0.0001144+0.00075795i,0.00053751+0.00037332i,0.00017142+0.00011184i,-0.00068133-0.0009251i,-0.00061649-0.0013461i,-0.00070676-0.000794i,-0.00038656-0.00037663i,0.00026976-0.00047412i,8.416e-05-0.00038236i,-0.0003125-0.00021496i
0.00077478-0.0016947i,0.00058432-0.00080277i,-0.00040569-0.0013758i,-0.0013239-0.0021258i,-0.0023681-0.00080523i,-0.002686+0.00095765i,-0.0013339+0.0011101i,-0.00029453-0.00025024i,-0.0011389+8.7361e-06i,-0.00083185+0.00084534i,0.00066012+0.00076021i,0.0014833+0.00056366i,0.0010433-0.00015849i,0.00039032-0.00036273i,0.00012325+0.0002813i,-0.00022077+0.00028471i,-0.00014741+0.00017085i,0.00047528+8.3004e-05i,0.00081017+6.5798e-05i,0.0001068+0.00047794i,-0.0011533+0.00041436i,-0.001183-0.0002792i,-0.00056959+2.5693e-05i
0.00096872+0.00072303i,0.0016605-0.00035649i,0.0014939-0.0016587i,-0.00068596-0.0015866i,-0.0017349+0.00011528i,-0.0013192+0.0016018i,0.00052657+0.0014518i,0.001349+0.0003407i,0.00051531-2.4475e-05i,0.00030093+0.00050661i,0.00053435+0.00041694i,0.00070121-5.4927e-05i,0.00014446-0.00021958i,0.00038434-0.00070952i,0.00024568-0.00072075i,-0.00013459-8.1635e-05i,0.00033134-0.00055465i,0.0002003-0.00084034i,-0.00042452-0.00017582i,-0.00027697+7.7871e-05i,-0.0001288+0.00025823i,0.00046115+0.00069647i,0.00051953+0.00088699i
-0.0019854-0.00011571i,-0.0017422+0.00013863i,-0.0020699+0.00038226i,-0.0030316+0.0002849i,-0.002815+0.00061156i,-0.00097796+0.00067235i,0.00077039-0.00055478i,0.0013892-0.001635i,0.00044087-0.0012348i,0.00015645-0.00063812i,0.00059725-0.00016935i,0.00026006+0.00022348i,0.00068133+0.00033438i,0.0014914+0.00080327i,0.0007588+0.00069319i,-0.00011879-0.00052175i,-0.00011614-0.00076808i,-0.0001205-0.00014206i,-0.00035617+1.5091e-05i,-0.00084197-7.6448e-06i,-0.00070849-9.9328e-06i,-0.00016173-0.00010236i,-0.00026777+3.7235e-05i
-0.00050747+0.0014345i,0.00022735+0.0021832i,0.00054819+0.00014399i,-8.9849e-05-0.0015191i,-0.0012126-0.00065373i,-0.001132+0.00049069i,-0.00011097+1.744e-05i,0.00032248-0.0018326i,0.00040066-0.001888i,0.00024273+0.00014373i,0.00076892+0.0011959i,0.00080199+0.00067928i,0.00040467+0.00042065i,0.00015219+0.00087654i,8.9738e-06+0.00011991i,-0.00030707-0.0002658i,-0.00051948+0.00016912i,-0.00014721+0.00064623i,0.00031761+0.00085632i,0.00074297+0.00070719i,0.00030407+0.00080256i,-7.4276e-05+0.00067627i,0.00025426+0.00028456i
0.0027694-0.00048854i,0.0030092-0.00039903i,0.0015824-0.00053683i,0.00018695-0.0020085i,-0.0003457-0.0032512i,-0.00019821-0.0022785i,0.0004023-0.00085709i,0.00022407-0.0011071i,-0.00074991-0.00097998i,-0.00047956-0.00038698i,7.6234e-05-0.00027086i,0.00045694-0.00018258i,0.001181-8.0177e-05i,0.0010558-9.593e-06i,0.00062704-0.00011622i,0.00071266+9.8084e-06i,0.00093638-5.3638e-05i,0.00022842+5.3318e-05i,-0.00084497+3.6361e-05i,-0.00069737-0.0010436i,-0.00092202-0.001345i,-0.00056857-0.00098189i,0.00050641-0.00031509i
-0.00027787+0.00059412i,0.00096904+0.0005977i,0.00073575-0.00038238i,-0.00048151-0.00060538i,-0.0017216-0.0011623i,-0.00096628-0.00075374i,0.00046289-4.4457e-05i,0.00063501-0.00095411i,0.00064664-0.0010251i,0.0013727+0.00011161i,0.00052592+0.00031794i,-0.00082744+0.00018774i,-0.0001285+1.5637e-05i,0.00040633-0.00058544i,0.00042317+0.00016506i,4.4782e-05+0.00059802i,1.2048e-05-0.00047614i,-1.5286e-05-0.00074339i,0.00034407-0.00021249i,0.00061004+0.0002021i,6.0823e-05-0.00019184i,2.4108e-05-7.7637e-05i,-7.5052e-05+0.0007349i
-0.00021843-0.00022421i,-0.00073418+0.00064767i,-0.0023433+0.00044934i,-0.0029566-0.00057023i,-0.0024628-0.00014754i,-0.0012506+0.0012231i,4.1399e-05+0.0013846i,0.0004278-6.3522e-05i,-0.00019567-0.00040588i,-0.00086057+0.00091686i,-0.00083504+0.00057289i,0.00055991-3.0338e-05i,0.0012656+0.00081889i,0.0010575+0.0012402i,0.00022699+0.00074873i,-0.00049377+0.00052442i,0.00014467+0.00098419i,0.00026252+0.0014825i,-0.00029508+0.0011949i,4.4778e-05+0.00074973i,0.00027615+0.00053575i,-0.00026064+0.00016005i,-0.00039971+3.8554e-05i
0.0010732+0.002144i,0.00048903+0.0015829i,0.00099883+0.0007274i,0.00053424+0.00047748i,-0.0011447+0.00043564i,-0.0014815+0.00052886i,1.6704e-06+0.00027748i,0.0012873-0.00034555i,0.00075386-0.00072564i,7.7999e-05-0.00042143i,-2.6162e-06-3.9983e-05i,6.0151e-06-0.00010466i,0.00049126-0.00011324i,0.00069108-0.00050941i,0.00049846-0.00013686i,0.000236+0.00013539i,0.00014021-0.00039062i,-7.3659e-05-0.00079963i,-1.0259e-05-0.00029326i,-0.00066142+0.00033665i,-0.00068482+0.00076802i,-0.00013563+0.0010071i,0.00012606+0.0011859i
0.00034726+0.0011464i,0.00093041+0.00087677i,0.0013049-0.0011465i,-4.3754e-05-0.0020937i,-0.0012735-0.001028i,-0.0012245-0.00060851i,6.1207e-05-0.00075822i,0.0006422-0.0012476i,-0.000133-0.0015428i,-0.0010474-0.00065834i,-0.0014064-5.2588e-05i,-0.0010494-6.5251e-05i,-0.00028492+0.00012929i,0.00043263+0.00047417i,0.00060136+0.00089166i,0.00079191+0.00078508i,0.0010747-6.4581e-05i,0.00070283-0.00030856i,-2.0808e-05-0.000357i,-0.00042013-0.00045089i,-0.00017836-0.00028358i,0.00032481+0.00029687i,0.00014333+0.00081852i
-0.0011884+0.0020038i,0.00085139+0.0022619i,0.0019958+0.0023121i,0.0018051+0.0010195i,0.0012233-0.00050374i,0.00055818-0.00090059i,0.00077424-0.0010851i,0.00073849-0.0011105i,-0.00024416-0.00085078i,-0.00024548-0.00050278i,0.00034862-3.5353e-05i,0.00016235+0.00036843i,9.0875e-06+0.00034386i,0.00065844+0.00084677i,-8.806e-05+0.0008966i,-0.00045374-6.4529e-05i,0.00056325-0.00050721i,0.00063369-0.0004909i,-0.0007055+0.00052478i,-0.00085203+0.00058512i,2.6192e-05-0.00011669i,-0.000655-0.00022864i,-0.001224+8.1633e-05i
0.00048794-0.0012817i,0.00040626-0.00078625i,-0.0011033-0.00058762i,-0.002867-0.0010989i,-0.003876-0.0011888i,-0.0028161-0.00010056i,-0.0010779+0.00035857i,-0.0007945-0.00026214i,-0.0011914-0.0010028i,-0.0010676-0.0003209i,-0.00051477+0.00050888i,0.00024949+0.00060614i,0.00078952+0.00066224i,0.00093413+0.00033382i,-0.00010932-0.00015052i,-0.00031263-0.00063491i,0.00046919-0.00030528i,0.00023717-0.00018284i,-0.00024172+2.7393e-05i,-0.00016316+0.00047876i,0.00040425-0.0003933i,0.0009692-0.00048063i,0.0006163+0.00028193i
-0.0016002+0.00051115i,-0.00115+0.00089989i,-0.0015849+0.00057137i,-0.0025094-0.00045878i,-0.0027569-0.00033292i,-0.0018362+0.00050558i,-0.00019861+0.00098397i,0.00015201-6.4876e-07i,-0.00094852-0.0009816i,-0.0012097-0.00038826i,-0.00034083+0.00040945i,0.00031566+0.00044844i,0.00011178-0.00061246i,5.262e-05-0.0010505i,0.00044747-0.00075817i,0.00051199+0.00018394i,0.00028517+0.00047527i,0.00010822+0.00014445i,-0.0001057+0.00037436i,-0.00018977-1.2724e-05i,-0.00070861-0.00026238i,-0.0010627-0.00044351i,-0.00060479-0.0011522i
9.3205e-05+0.0019434i,0.0006359+0.0025241i,0.00023297+0.0023235i,-0.00085819+0.00030214i,-0.0018176-0.00041594i,-0.00070106+0.00079728i,0.0012767+0.0010836i,0.0013201-0.00012667i,0.00032439-0.00035998i,-0.00046509-0.00063237i,0.00054623-0.00090713i,0.0015031-0.00041942i,0.0011554+0.00039222i,-3.8256e-05+0.00067833i,-0.00038741+0.00044411i,0.00019672+0.00059064i,0.0010183+0.0012358i,0.0012561+0.001454i,0.00020573+0.00086911i,-4.4607e-05+0.00030537i,0.00016102+0.00023527i,0.00034506-1.7873e-05i,0.00012453+8.0947e-05i
0.0013132+0.0020069i,0.0005422+0.00015659i,-0.0005597-0.00060966i,-0.001063-5.6988e-05i,-0.0016607-0.00071943i,-0.00095329-1.2216e-05i,0.0010844+0.0007869i,0.0017515-0.00093053i,0.00044343-0.0023125i,-0.00031765-0.0017528i,-0.00020804-0.00070403i,-0.00017911+5.9493e-05i,-0.00020624-0.00023099i,-0.00042786+0.00011577i,-0.00037248+0.00089564i,-0.00064848+0.00055788i,-0.00042809+0.00014251i,-0.00018838-0.00015698i,0.00037743-0.00017398i,0.00049969+6.4229e-05i,0.00024703+0.00014033i,0.00032461+0.00010309i,-0.00029652+0.0003886i
-0.0014437+0.00058944i,-0.0022591+0.0021456i,-0.0025314+0.0018715i,-0.0019888-0.00034628i,-0.0014721-0.0010293i,-0.00085528-5.71e-05i,0.00072343-0.00041254i,0.0014034-0.0014422i,0.00051928-0.001806i,-0.00010977-0.0013394i,0.00021163-0.0010789i,0.00029645-0.00097049i,4.9359e-07-0.00044746i,0.00037467+8.1519e-06i,0.00064981-0.00027603i,0.00051458-0.00056813i,-0.0005757-0.0006971i,-0.0012486-0.0011703i,-0.0003533-0.0012378i,0.00066485-0.00025206i,0.00013659-8.0794e-05i,-0.00067543-0.00011162i,-0.00035405+0.00037381i
0.0033932+0.00023104i,0.0022777+0.00012255i,0.0010453-0.001241i,-3.0418e-05-0.0032044i,-0.0017373-0.0033713i,-0.0020496-0.0017839i,-0.0016541-0.00067525i,-0.0016243-0.00089628i,-0.0015076-0.00072955i,-0.0012767-0.00015705i,-0.00049441-0.00055209i,0.00017357-0.0011097i,8.2212e-05-0.0007259i,5.9978e-05-0.00025602i,0.00018655-0.00030729i,0.00024694-0.00071086i,0.00029658-0.00073684i,0.00013407-0.00024508i,2.033e-05+0.00016934i,-6.7957e-05+8.6523e-05i,9.9253e-06+1.7197e-05i,-0.00055665+0.00026406i,-0.00017305+0.0002639i
-0.0013606-0.0025143i,-0.00047175-0.0029595i,-0.00094457-0.0019951i,-0.0016248-0.0014905i,-0.0022796-0.0013356i,-0.0015752+2.0063e-05i,0.00028597+0.00086011i,0.00046667+0.0013607i,-0.00069514+0.00055466i,-0.00049134-0.0004145i,0.00031917-0.00010991i,0.00081751+0.00013833i,0.00067369+0.00024472i,7.0555e-05+0.00080968i,-0.00053331+0.00036101i,-0.00072806-6.471e-05i,-0.00047581+0.00022725i,-0.0007035+0.00032718i,-0.00058234+0.00036166i,-0.00028428+8.1373e-06i,-0.00033093-0.00061249i,-0.00069743-0.0010811i,-0.00082304-0.00034083i
0.0004475+0.0024143i,0.001289+0.00098656i,0.0020878+0.00037278i,0.00098816-0.00042589i,-0.0002174-0.0011403i,-0.00023856-1.0795e-05i,0.0011385+0.00050215i,0.0015955-0.00025972i,0.00084983-0.00016711i,0.00043222+0.00083628i,0.00047831+0.00086531i,0.00096091+8.6161e-05i,0.0012594-4.0158e-05i,0.00097428-0.00013055i,0.00064838-0.00015985i,0.00040897-1.7397e-06i,0.00021022+0.00055673i,0.00039027+0.0011954i,0.0007174+0.00092929i,0.0012585+0.0008337i,0.0010295+0.001021i,0.00027273+0.0006301i,0.00074596+5.1522e-05i
0.0003145+0.0009015i,0.0019015+0.0010436i,0.0019231-0.00094998i,-0.00032764-0.0018885i,-0.0021384-0.0010128i,-0.0021141-0.00055109i,-0.00038643-0.00086927i,0.00042611-0.00098963i,0.00051808-0.00072875i,0.00041319-0.00018571i,-0.00011267+0.00050371i,0.00018268+0.0013957i,0.00068688+0.0015479i,0.00014513+0.001018i,-7.9388e-05+0.00059629i,3.3711e-05+0.00049831i,0.000579+0.00063835i,0.00027148+0.00030744i,-0.00018572+0.00026569i,-0.00020606+0.00067983i,-0.00082552+0.00020983i,-0.00077245-0.00014046i,-0.00036065+6.8581e-05i
0.0021504+0.0024646i,0.0019674+0.0015514i,0.0010647+0.00038078i,2.7065e-05-0.00098675i,-0.00024024-0.0014406i,7.2829e-05-0.00070105i,0.0011854-0.00049412i,0.00096737-0.0011872i,1.0076e-05-0.0012401i,0.00016398-0.00079083i,0.00057825-0.00045497i,0.0005262-0.00028472i,-8.4136e-05-0.00044325i,-0.0008535-0.0007388i,-0.00061301-0.00094454i,8.0096e-05-0.00073643i,-0.00042597-0.00082826i,-0.00055422-0.00098874i,-0.00040898-0.00042853i,-0.00079154-0.00012343i,-0.00028904-0.000839i,0.00066656-0.0012175i,0.0002828-0.00049953i
0.003325-0.00026992i,0.0020551+0.00029499i,0.0015536+0.0001255i,0.00017695-0.0011027i,-0.0011043-0.0016038i,-0.00092281-0.0012331i,-0.00057862-0.0012688i,-0.00065045-0.0011156i,-0.00050965-0.00049113i,-0.00030303+0.0010112i,-0.00049338+0.0014676i,-0.00041981+0.0004614i,-3.1382e-05+7.9668e-05i,-1.7101e-06+0.00026229i,0.00027837+0.00040996i,0.00059585+0.00060068i,0.00025137+0.00016146i,-0.00045126-0.00080803i,0.00021378-0.0011838i,0.0010309-0.00087672i,0.00070273-0.00063353i,0.00064322-0.0008963i,0.00032493-0.00069707i
-0.0010268-0.00054997i,-0.00026537+0.0019311i,-0.00036881+0.002612i,-0.0012636+0.00081439i,-0.0018432-0.00058241i,-0.0011281+0.00027513i,6.2237e-05+0.0008096i,-5.4062e-05-0.00018401i,-0.00086789-0.00058787i,-0.00048329+0.00048498i,-0.00039293+0.00077623i,-0.00077782-0.0001823i,-3.8526e-05-0.00053561i,0.000481+0.00020467i,-0.00016446+0.00022429i,-0.00017421+7.974e-05i,0.00088348-3.4446e-05i,0.00095707-0.00040069i,-0.00033115-0.00066671i,-0.00080704-0.00037894i,-0.00064242+0.0004565i,-0.00017824+0.00018935i,0.0001634-0.00029072i
-0.0009936-0.0031818i,-0.00045481-0.0015343i,-0.0006776-0.0015317i,-0.0022959-0.0018042i,-0.0037937-0.00062009i,-0.0029361+0.00093826i,-0.00035145+0.0015137i,3.3832e-05+0.00081346i,-1.1503e-05-7.6394e-05i,-0.0005592-0.00021919i,-0.0010323+5.0156e-05i,-0.00029692+0.00040857i,-0.0006954+0.00054682i,-0.0007622-0.00012161i,0.00013595-0.00015992i,0.00056286-0.00028001i,0.00029692-0.00029656i,0.00013432-0.00013024i,-5.4515e-05-0.00027946i,-0.00045957+7.9425e-05i,-0.00045163-0.00012942i,-0.0006018-0.00061111i,-0.00079237-3.4763e-05i
-0.00145+0.0021378i,-0.00059851+0.00031342i,0.00032371-0.0012934i,-0.00095225-0.0017964i,-0.0026419-0.00070118i,-0.0018782+0.00023555i,0.00067389+0.00050534i,0.0013252-0.00066012i,0.00087103-0.00057235i,-7.8074e-05+0.00018408i,-0.00034357+7.906e-05i,0.00010425-6.8897e-05i,0.00021441-0.00044685i,-0.00023655-0.00016681i,0.0001235-0.00041469i,0.00087748-0.00061588i,0.00030102-0.00048238i,-6.4311e-05-0.00012348i,0.00031136+0.00059538i,0.00021422+0.00089963i,-0.00038171+0.00060715i,-0.00082155-0.00050561i,-0.00074616-0.00076057i
0.0008997+0.0043274i,-0.00018482+0.0021798i,-9.4413e-05+0.00015204i,0.00032409+0.00010481i,-0.0006646+0.00053666i,-0.0011777+0.00047052i,0.00049522+3.4485e-05i,0.0011868-0.0013315i,5.407e-05-0.0017776i,0.00021001-0.00055353i,0.00074502+0.00041162i,0.00064045+0.00033696i,0.00062194+0.00021408i,0.00038816+3.3896e-05i,-0.00014975+8.62e-05i,0.00010583+0.00037919i,0.00069492+0.00049348i,0.00030582+0.00034144i,0.00033326+0.00019277i,0.00051542+0.0005543i,-0.00077319+0.00073733i,-0.0015175+0.00014592i,-0.0007265+0.00032211i
0.0043021+0.00034964i,0.0016097-0.0004659i,-4.7251e-05-0.0015879i,-0.00090837-0.0021098i,-0.002078-0.0015935i,-0.0025544+0.00013479i,-0.00083094+0.00061038i,0.00057186-0.00041246i,-0.0001116-0.00075244i,-0.00088097-0.00032635i,-0.00072845+0.00017807i,-0.00054112-0.00017342i,-0.00012966-0.00055212i,0.00022761+0.00060518i,0.00020406+0.00091604i,0.00033609+6.8556e-05i,0.00048364+0.00016654i,0.00021598+0.00066842i,0.00026477+0.00022003i,0.00069034-0.00085409i,0.00095906-0.00047912i,0.0008531-4.8401e-05i,0.00026531-0.0011603i
0.0021956-0.0028328i,0.0013251-0.0011738i,0.00072952-0.0014261i,-0.00042086-0.0030245i,-0.0021408-0.0037901i,-0.0018242-0.0016567i,-0.00077372-0.00020425i,-0.00053014-0.00086286i,-0.00052834-0.00011424i,-0.00052715+0.001057i,-0.00050196+0.0009114i,5.1918e-05+0.00011104i,0.00032449-4.1453e-05i,0.00027683+0.00082985i,0.00079501+0.00049032i,0.00053087-0.00034421i,0.00028796+6.5768e-05i,-0.00014031+0.00055298i,-0.00044193+0.00022681i,-1.5527e-05+8.9153e-05i,0.00029273+3.6833e-05i,-2.2019e-05-0.00071583i,-0.00033859-0.00073102i
-0.00034939-0.0023648i,0.0010899-0.00092612i,0.0010912-0.00023953i,-0.00051422-0.0015113i,-0.0023645-0.0020735i,-0.0022472+1.9133e-05i,-0.0012192+0.0018938i,-0.00082868+0.0019833i,-0.0010894+0.00077338i,-0.0010202-3.5976e-05i,-1.5761e-05+0.00053143i,0.00069397+0.0014301i,0.0006456+0.00080965i,0.00022439-0.00047506i,-0.00016929-6.4742e-05i,9.3054e-05+9.9368e-05i,0.0005688-0.00094637i,0.0002771-0.0011182i,-0.00018142-0.00066254i,-0.00017455-0.0003392i,-0.00056865+6.5017e-05i,-0.00071827-8.5589e-05i,-0.00080408-0.0004248i
-0.0016647-0.00012796i,-0.00021089-0.0019273i,0.00064574-0.0026447i,-0.00016646-0.0029027i,-0.0014606-0.00294i,-0.00085438-0.0010807i,0.00018422+0.00072394i,0.00055316+0.00050658i,0.00078115-0.00031397i,0.00080843-0.00098024i,0.00052605-0.00020816i,0.00049261+0.00069608i,0.00092479+0.00044659i,0.00081757-0.00028486i,0.00013158-0.00035997i,0.00032033+0.000127i,0.00072556+9.5383e-05i,0.00044699-5.6538e-05i,0.00052424+0.00033055i,-0.00014645+0.00040979i,-0.00078992+6.8699e-05i,-0.0013709-0.00049181i,-0.0014636-0.00059108i
-0.0028511+0.0046388i,-0.0010649+0.0035017i,0.00071497+0.0028i,0.00015027+0.00090877i,-0.00089038-0.00021516i,-0.00069061+0.00017616i,0.0015984+0.00077617i,0.0023708-0.00062894i,0.0010804-0.0015732i,0.00062475-0.00036233i,0.00054549+2.9896e-05i,0.00081373-0.00046903i,0.00051628-0.00021944i,0.00014042+0.00061436i,0.00042462+0.00053385i,0.00063808-0.00013888i,0.00067957+0.00013499i,0.00079059+0.00048942i,0.00059675+0.00080335i,-0.00036891+0.0010571i,-0.00065132+0.0010752i,-0.00021367+0.00088598i,-0.00048119+0.00063543i
0.0043452+0.0029588i,0.0022384+0.00097044i,0.00082951-0.0013625i,-0.0016458-0.0028998i,-0.0019757-0.0033062i,-0.0010444-0.0014632i,-0.00037554-0.00031673i,-0.00022113-0.001754i,-0.0013039-0.0017588i,-0.0014668-0.00073047i,-0.00033942-0.00037621i,0.00033664-0.00065898i,0.00048026-0.00044794i,0.00016021+0.00031343i,-0.00027493+0.00012243i,-0.00015189+0.00030719i,0.00020258+0.00040336i,0.00025651+0.00033002i,0.00023981+0.00031055i,-0.00033444+0.00012965i,-0.00069735-0.0008659i,3.8341e-05-0.00059064i,0.0003746-0.00050796i
0.0031558+0.00029069i,0.00099332+0.00082012i,-8.169e-05-0.00075422i,-0.00046266-0.0016192i,-0.0012527-0.00087649i,-0.0012717-0.00039925i,-0.001208-0.00098881i,-0.0013676-0.0017382i,-0.00082166-0.0013836i,-0.00048902-0.0001907i,-0.00021698+0.00068657i,5.0801e-05+0.00063851i,-0.00018745+0.00081738i,-0.0011101+0.00088418i,-0.00045521+0.00014051i,0.00049478+0.00055524i,0.00026487+0.00074995i,0.00031303+0.00018308i,-0.00010274+0.00019764i,-0.001009+0.0003623i,-0.0013222+0.00015314i,-0.00063355-0.00041395i,-1.0976e-05-0.00012727i
-0.00031345-0.0034751i,0.00029614-0.00042298i,-0.000552+0.0014662i,-0.0016384+0.0009259i,-0.0014757+0.00025771i,-0.00077425+0.00055006i,0.0002553+0.00037012i,0.00040443-0.00057394i,-0.00074012-0.00079976i,-0.0013804-8.8059e-05i,-0.00046425+0.00031584i,0.00058397+0.00034782i,-8.3089e-05+0.00021177i,2.655e-05-4.4272e-05i,7.5162e-05-9.1332e-05i,-0.00057204+0.00026041i,-0.00062184+0.00079397i,-0.00060448-8.3043e-05i,-0.0011175-0.0010497i,-0.00095886-0.00055365i,0.000156-0.00054531i,0.00077743-0.00028965i,0.00033299+0.00015103i
-0.0047614-0.0018381i,-0.0010948+0.00020681i,-0.00065079+0.0021945i,-0.001014+0.0013138i,-0.00079965+0.0005001i,-0.00059606+0.0016669i,0.00015769+0.0020907i,0.00034671+0.00088713i,7.581e-05+4.2025e-06i,0.0008629+0.0007904i,0.0018922+0.0014421i,0.0013886+0.00043572i,0.00084229-0.0005506i,0.00061131-0.0005158i,-0.00019324-0.00036668i,-0.00069976-0.00071952i,-0.00043505-0.0008554i,0.00028139-0.0008215i,-2.5183e-05-0.00035085i,-0.00089232+4.8857e-05i,-0.00099539+0.00021005i,-0.00040483-0.00024559i,0.00025907-0.00026319i
-0.0037832+0.00030019i,-0.0031157-0.00075016i,-0.0026909-0.00088956i,-0.002759-0.0010692i,-0.0038827-0.00054524i,-0.003494-0.000419i,1.5695e-05-0.0005522i,0.00095705-0.00048176i,-0.00068673-0.00056458i,-0.00089226+0.00047777i,4.9581e-06+0.0010475i,0.00016672+0.00043691i,0.00041229+0.00044466i,-6.7783e-05+0.00025679i,-0.00041521-0.00015607i,5.8036e-05-9.3721e-05i,0.00058883+0.00012708i,0.00071801-1.1762e-05i,0.000645-0.00010614i,0.00011277-0.00036478i,-0.00060272-0.00035388i,-0.00085569-0.00024484i,-0.00090607-0.00026205i
