-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
0.00036844+0.0064388i,-0.00018915+0.0022655i,0.00061444-0.0001297i,0.00051361-0.0015448i,-0.00026006-0.0023606i,-0.00084951-0.001134i,9.1858e-05-0.00056581i,0.0010006-0.0015501i,-0.00015294-0.0012588i,-0.0011101-0.00030932i,-0.00016584-0.0010502i,0.001169-0.00097713i,0.0013715-0.00042508i,0.00062154-0.00036688i,-0.00038004+0.00031627i,-0.00012371+0.0001589i,0.00049593-0.0012493i,0.00046911-0.0011474i,4.3078e-05+3.8117e-05i,0.00036909+0.00027766i,0.00042764+0.00038732i,-0.00015352+0.00040854i,-0.00025167+0.00034757i
0.0059637+0.0024021i,0.0032092+0.0022992i,0.0013047+0.00047674i,-9.4971e-05-0.0010776i,-0.00089965-0.0027676i,-0.00050525-0.0024543i,0.00086029-0.0017768i,0.00090808-0.00236i,-0.00035764-0.002573i,-0.00077892-0.001328i,-0.00018228-6.8094e-05i,0.00042012-3.9767e-05i,0.00042285-0.00022111i,0.00015207+2.8697e-05i,0.00059304+0.00028228i,0.00046884+0.00045625i,-0.000328-6.7704e-05i,-0.00020243-0.0010365i,0.00046056-0.000787i,0.00048054-0.00028072i,4.691e-06-5.9756e-05i,-6.2225e-05+0.00035478i,-0.00013844-0.00016496i
0.0037413-0.0028816i,0.0043073-0.00042339i,0.0035101-0.00012144i,0.00094134+0.00013714i,-0.0013701+0.00022515i,-0.0021422-0.00056092i,-0.0011202-0.00096347i,-0.00058952-0.0013699i,-0.00079279-0.00080988i,-0.00027886+0.00029804i,0.00063561+0.00076059i,0.00058477+0.0013341i,-0.00041092+0.0012879i,-0.00058244+0.00029786i,0.00016634-0.00070574i,0.00040186-0.00019824i,0.0003691+0.00062901i,0.00080882+0.00054112i,0.00028795+0.0001314i,-0.00032709+6.3564e-05i,0.0001762-6.2554e-05i,0.00076503-6.0911e-05i,0.00040712-0.00015673i
-0.0033201-0.003352i,-0.00099486-0.00071504i,0.00030846-3.2637e-06i,0.00040266-0.00053327i,-0.0012387-0.00069795i,-0.0015491-9.6153e-05i,0.00013213+0.00086406i,0.00014638+0.00019765i,-0.00087471-0.00089322i,-0.00065615+0.00015078i,0.00052509+0.0012257i,0.00070227+0.0015397i,0.0002771+0.0014985i,0.00023496+0.00085265i,-0.00028641+0.0001697i,-4.8598e-05-0.00054657i,0.00078511-0.00051882i,0.0010127-0.00040142i,0.00030797+0.00010282i,-0.00035568+0.00032744i,-0.00035398-0.00030463i,0.00025539-3.7573e-05i,0.00031692+0.00040451i
-0.0079282+0.00079139i,-0.0037902+0.00016165i,-0.0014484+0.00057356i,-0.00093048+0.00012068i,-0.0011794-0.00037401i,-0.00074527+0.00034367i,0.0010338+1.8357e-05i,0.0013422-0.0011054i,0.00075897-0.00038434i,0.001093+0.00060404i,0.00094873+0.0011155i,0.00011588+0.0014853i,-0.00046611+0.00071022i,-0.00056242+3.4785e-05i,-0.00024899-0.0002997i,-6.7317e-05-0.00061729i,0.00016703+8.481e-05i,0.0003321-2.7891e-05i,0.00012488-7.1537e-05i,-0.00013456+0.00052496i,-0.00046933+0.00073074i,-0.00083033+0.0005527i,-0.0014286-1.6251e-05i
-0.0025854+0.0057788i,-0.00067385+0.0021207i,0.0014247-0.00072858i,0.00090541-0.0018198i,-0.00035642-0.0015604i,-0.0001785-0.00036429i,0.0012409+0.00042808i,0.0017301-0.00075627i,0.00081645-0.0010789i,0.00040179-0.00034938i,0.00060438-0.00058413i,0.00030529-0.00082414i,-1.6696e-05-0.00060428i,0.00050583-0.00019988i,0.00060142+2.2257e-05i,0.00031571+0.00024022i,0.00033086+6.0843e-05i,0.00043287-0.0002218i,0.00041189+9.7662e-06i,0.00079601+8.4794e-05i,0.0014799+0.00049032i,0.0011541+0.00059573i,0.00058746-9.1713e-05i
0.0064473+0.0040414i,0.00077553+0.0023168i,-0.0011451-0.00090424i,-0.0012481-0.0029971i,-0.0023002-0.0025645i,-0.0022775-0.00071841i,-0.00026474-0.00029995i,0.0013564-0.0012732i,0.00048413-0.0019309i,-0.0011457-0.0014081i,-0.00096147-0.00083625i,-0.0003774+0.00029454i,-0.00056363+0.00070192i,-0.0003669+0.00057058i,0.00018805+0.0010001i,4.3876e-05+0.0008009i,-0.00048141+9.2152e-05i,-0.00090385+3.6427e-05i,-0.001002+0.0002627i,8.8921e-05+0.00011139i,0.00019341+0.00047236i,-0.00057468+0.0005385i,-0.00057548+9.6888e-05i
0.0077774+0.0010567i,0.0051075+0.0012495i,0.0023147-0.00080884i,-0.00014271-0.0025909i,-0.0020381-0.0026597i,-0.00261-0.0011603i,-0.0014452-0.0012023i,-0.00013942-0.0018649i,7.0901e-05-0.0010985i,-3.863e-05-0.00047517i,-0.00013455+0.00016944i,0.00024467+0.00015201i,0.0011159-0.00061398i,0.0008515-0.00072334i,6.5669e-05-0.00060541i,0.00051219+0.00068898i,0.00098225+0.0013312i,0.00050507+0.00038938i,0.00053272-0.00022765i,0.00068433-0.00018179i,-0.00054885-0.00029831i,-0.0011397-0.00082083i,-0.00088205-0.0007661i
0.0010056-0.0080934i,0.00090516-0.0047619i,-5.1915e-05-0.0031096i,-0.0010276-0.0022247i,-0.002225-0.0010747i,-0.0010332-0.00015819i,0.00087397-0.0001507i,0.00069568-0.00068475i,-0.00041414-0.00081103i,-0.00099911+0.0002013i,-0.0013191+0.00022227i,-0.00065401-0.00026296i,0.00032336-8.4126e-05i,0.00029661+3.7463e-05i,0.00024739-9.2314e-05i,0.00010793+2.2268e-06i,-6.499e-05+0.00022364i,0.00027931+5.7714e-05i,0.00040919-0.00014009i,-0.00067538-0.00010198i,-0.0017223-0.00020136i,-0.00080929-0.00062685i,-0.00037199-0.00056265i
-0.0066419-0.0038624i,-0.0019134-0.0029052i,-0.00070451-0.0014178i,-0.00075619-0.00050394i,-0.00053199+6.14e-05i,-0.00024467+0.00073222i,4.6991e-05+0.0013854i,0.000289+0.0010684i,-0.00021852+0.0001937i,-0.00060344-4.7243e-05i,-0.00028006+0.0001386i,0.00029229+0.00027496i,-5.7167e-05+0.00013831i,-0.00036911-0.00031389i,-0.00022568-0.00029111i,-0.00011293+0.00040556i,-0.00049351+0.00057714i,-0.00038179-0.00022444i,8.7214e-05-0.00055828i,0.00050033-3.0906e-05i,0.00020119-6.6227e-05i,-0.00055373-0.00035801i,-0.00034616+0.00058563i
-0.0077714+0.0045299i,-0.002632+0.00080649i,0.00020518+8.5368e-05i,-4.5711e-05-0.0013459i,-0.0011543-0.0018476i,-0.0012092-0.00056075i,1.1777e-05+0.00086574i,-9.1646e-05+0.00085594i,-0.00046854+6.6603e-07i,0.00018822-6.527e-05i,0.00051326+0.00024147i,0.00012913+0.00020003i,2.1376e-05-0.00010588i,-1.7917e-05+0.00024186i,-3.0406e-05+0.00017014i,0.00081648+0.0001331i,0.00090752-0.00036492i,0.00060756-0.0010604i,0.00044107-0.00065984i,0.00011847+0.00032614i,-0.00058157+0.00075639i,-0.00059274+0.00036215i,-0.00014837+0.00016467i
0.0012704+0.0094869i,0.00042556+0.0037993i,0.00163+0.00021268i,0.0018868-0.0018219i,0.0010691-0.0023934i,0.00080924-0.0016173i,0.001525-0.00065155i,0.0013152-0.0011049i,0.00066042-0.0011687i,0.0006054-0.00058514i,0.00090817-1.6291e-05i,0.00054929+0.00037401i,0.00038981+0.00031921i,0.0011105+0.00074646i,0.00068251+0.001412i,0.00034029+0.0012572i,0.00069274+0.00081192i,0.00045577+0.00076831i,0.00035892+0.0014291i,0.00054163+0.00081436i,0.00051204-0.00018461i,9.8893e-05-0.00020984i,-0.00022851-0.00026041i
0.0079796+0.0042372i,0.0029769+0.003268i,-0.00096891+0.00097608i,-0.0028077-0.0014382i,-0.0026537-0.0025098i,-0.0015596-0.00046796i,-0.00054815+0.00017665i,7.2733e-05-0.0015024i,-0.00031069-0.0017679i,-0.00044095-0.001156i,0.00043944-0.00052601i,0.00096614-7.2649e-05i,0.0011266+0.00018585i,0.0011202+0.00069004i,0.00060767+8.2018e-05i,0.00027602-7.6608e-05i,-7.2613e-05+0.00031414i,9.3802e-05+0.0009396i,0.00040433+0.0017832i,0.00088875+0.001804i,0.00051703+0.00077607i,-0.0005708-2.2859e-05i,-0.0010839-4.8106e-06i
0.0097416-0.006044i,0.0066236-0.0027589i,0.003474-0.0018524i,0.001108-0.0013035i,-0.0014867-0.00030664i,-0.0025829+0.00045511i,-0.0013221+0.00046557i,-0.00024707+5.4658e-05i,0.00021131-0.00036851i,0.00097677-0.0003932i,0.0013796+0.00031441i,0.0004253+0.00020629i,1.943e-05-0.00066861i,0.00026419-0.00059461i,-0.00038727-0.00035709i,-0.00028948-0.00048702i,-0.00018037-0.00076658i,-7.3121e-05+0.00031853i,-0.00013151+0.00098496i,-0.00067662+7.6508e-05i,-0.00064814-0.00074335i,-0.00016459-0.00057777i,0.00033046-0.00036582i
-0.0053327-0.010841i,-0.0031573-0.0052766i,-0.0027525-0.00078237i,-0.0023825+0.00064615i,-0.0022682+0.00075216i,-0.0020937+0.00077378i,-0.00095715+0.00058813i,2.5777e-05-0.00085582i,-0.0003217-0.00086248i,-0.00044402+0.00015439i,0.00029652+0.0011412i,0.00084466+0.00099473i,0.00071359+0.00029853i,6.6576e-05-2.3802e-05i,0.00028538-0.00071928i,0.00055178-0.00042613i,0.00030765+0.00040818i,0.00012597+0.00021755i,-0.00075245-0.00011152i,-0.001007-7.2796e-05i,-0.00060988-0.00041777i,-0.00089109-0.00043124i,-0.0014935-8.4859e-06i
-0.010442+0.0027295i,-0.0035282+0.0013405i,0.00052355+0.0010333i,0.0015204+0.00048846i,0.0014738-0.00036619i,0.00082185-7.4241e-05i,0.00059488+0.00048202i,0.00083111-0.00040872i,7.574e-05-0.00052274i,-0.00051553+0.00088602i,0.00029311+0.0011463i,-1.1802e-05+0.00040659i,-0.0016173+0.00016629i,-0.0021462+0.00030174i,-0.0012465+0.00057605i,-0.00013223+0.00038072i,0.00028203+0.00034333i,0.00092803+0.00043039i,0.001082-4.2436e-06i,0.00045202-0.00041891i,-0.00051247-0.00020865i,-0.00068945-0.00039399i,-0.00012344-0.00050296i
-0.0054603+0.0089155i,-0.0035779+0.0040962i,-0.00036516+0.0012796i,0.00066187-0.00059814i,-0.0010267-0.0022378i,-0.0015472-0.0011087i,0.00039509+0.00034618i,0.0017687-7.8113e-05i,0.00068539+7.8096e-05i,-0.00030019+0.00013749i,-3.3439e-05-0.0002609i,0.000551-0.0003578i,0.00042084+0.00015071i,-0.00043726+0.00042275i,-0.00078198+0.00027797i,-0.00097984+0.00031992i,-0.00025723+0.00022697i,0.00021964+0.0004226i,-0.00037689+4.0011e-05i,-0.0010888-0.00050436i,-0.0013106-0.00075044i,-0.00044653-0.00059391i,-0.0007065+0.00025898i
0.0083364+0.0090381i,0.0035808+0.0045152i,0.0019615-6.0765e-05i,0.00017548-0.0020895i,-0.0017989-0.002064i,-0.001451-9.6545e-05i,0.00054425+0.00055448i,0.0014065-0.001303i,0.00093443-0.001972i,0.0011034-0.00030707i,0.00083022+0.0010492i,0.00037294+0.00068868i,-0.00011097+0.00020799i,0.00034064+0.00024385i,0.0005248+0.00082698i,-0.00023731+0.0010177i,-0.00092335+0.0010078i,-0.00074765+0.00096348i,4.2157e-05+0.00042599i,0.00036455+1.5404e-05i,6.342e-05+0.00037874i,-0.00059145+0.00048581i,-0.00093532-0.00059668i
0.012561-0.0022291i,0.0057916+0.00041074i,0.00035296-0.00069454i,-0.002766-0.0021042i,-0.0035051-0.0017971i,-0.0028464-4.6347e-05i,-0.0007673+0.0002699i,0.00075941-0.0013069i,0.00034167-0.0021559i,6.6585e-05-0.00075422i,0.00027925+0.00067168i,0.0005808+0.00047915i,0.00096736-0.00033618i,4.6823e-05-0.0001807i,0.00023919+0.0003662i,0.00083522+0.0003192i,0.00047594+0.00035802i,2.2098e-05+0.00042343i,-8.2284e-05+0.00051794i,0.00063604+0.00066627i,0.00039609+0.0005236i,-0.00054321-0.0004252i,-3.6443e-07-0.00090993i
0.0033067-0.011366i,0.0033704-0.004241i,0.0013559-0.00059155i,-0.0001518+0.00084131i,-0.0014904+0.0014428i,-0.00071297+0.0011948i,0.0008607-0.0001195i,0.00045254-0.0016636i,-0.00047773-0.0015859i,-0.00049434-0.00068653i,-0.00042656+0.00059297i,-0.00032965+0.0007496i,0.00014715-0.00040573i,0.00046314-0.00063948i,0.00071548+8.8318e-05i,0.00081493+0.00072069i,0.00050385+6.5496e-05i,2.2576e-05-0.00026196i,-0.0003843-0.00032191i,-0.00052956-0.0004268i,-0.00027463-7.4299e-05i,-5.0807e-05+0.00022629i,-0.00025834+0.00025378i
-0.011737-0.0093092i,-0.0050123-0.0052551i,-0.00070161-0.0011526i,0.00068264+0.00025004i,0.00091126+0.00020194i,0.00031953+0.00054024i,0.00079746+0.00085448i,0.0011585+4.0213e-05i,0.00020793-0.0008164i,-5.7266e-05-0.0011316i,0.0003538-0.00062155i,0.00018731-0.0007267i,-0.0002124-0.0011443i,0.00036316-0.00054917i,0.00035527+0.00043509i,0.0002857+0.00064278i,0.0006508-1.9358e-05i,0.00051305-0.00028476i,0.00037586-0.00050488i,-0.00012778-0.00062516i,-0.00083444-0.00032671i,-0.00065672-0.0001179i,0.00052742-0.00034905i
-0.013347+0.0063492i,-0.0058868+0.0029018i,-0.0011761+0.0020457i,-0.00078312+0.0005924i,-0.00090415-0.0013043i,-0.0011601-0.00087265i,-0.00082201-0.00066043i,0.00033182-0.0014869i,0.0007119-0.0016476i,-7.0157e-05-0.00031647i,-0.00020105+0.00029121i,-0.00010521-0.00017186i,-0.00051347-0.00013637i,-0.00044727-0.00026105i,5.3898e-05-0.00078011i,0.00016688-0.0010929i,2.7103e-05-0.00015546i,-7.0962e-05+0.00024292i,-0.00022734-0.00077314i,-0.00033792-0.00025778i,-0.00079175+0.00044926i,-0.0012229+0.00026058i,-0.0013881+0.00033739i
0.0021131+0.01626i,-0.00048137+0.0082532i,0.00012472+0.0018287i,-0.0004066-0.0016456i,-0.00236-0.0033397i,-0.0021853-0.0019126i,-0.00099943+0.00024255i,-0.00036351-0.00022579i,0.00045057-0.00093789i,0.00042627-0.0010005i,-6.6158e-05-0.0004532i,-0.00019638+0.0003089i,-0.0001316+0.00025442i,0.00040797+0.00015043i,0.00046486+0.00081415i,0.0004576+0.00082991i,0.0010286+0.00020701i,0.00028618+7.564e-05i,-0.0007869+0.00033718i,-0.0011148+0.00052176i,-0.0013728+0.00022478i,-0.0013817-1.1847e-05i,-0.0011592-0.00025522i
0.013632+0.0073634i,0.0061242+0.0062118i,0.0012162+0.0029175i,-0.00093504+0.00047842i,-0.0021929-0.00032642i,-0.0020194-0.0005385i,-0.00032254-0.00074465i,0.00092894-0.0012652i,0.00037165-0.0013897i,-0.00036624+5.7882e-06i,-0.00031103+0.0012849i,-0.00026256+0.0014524i,-0.00015058+0.0010986i,0.0001998+0.00034047i,1.4691e-06-7.9836e-05i,-0.00013468+8.1298e-05i,8.8329e-05+8.5985e-05i,0.00016399+3.5888e-05i,0.00028575+0.00042154i,0.00043659+0.00054776i,0.00060591-8.549e-05i,0.00033942-0.00066413i,-0.00033388-0.0010216i
0.013663-0.012837i,0.007308-0.0068731i,0.001356-0.0041727i,-0.0025498-0.0030966i,-0.0038151-0.0017885i,-0.0028796+0.0005371i,-0.00064038+0.0012501i,0.00064177-0.00053403i,0.00026891-0.0013468i,0.0003805-5.3776e-05i,0.00055905+0.00073256i,0.0007781+0.00027403i,0.00056335-0.00035573i,0.00030271-0.00079741i,4.6066e-05-0.0006566i,-9.9703e-05-0.00044277i,0.00098326-0.00055471i,0.0016165-0.00094304i,0.0012736-0.00056865i,0.000906-0.00047158i,0.00066355-0.00083868i,0.00062349-0.00012892i,-5.7931e-05+0.00017668i
-0.0029847-0.015744i,-0.00010828-0.0084538i,0.00053665-0.0033154i,-0.00055143-0.0011517i,-0.0013526-0.00079743i,-0.00089623-0.00029712i,0.00084575+0.00026971i,0.00085936-0.00018815i,-7.0893e-05-0.00067323i,0.00048424-0.00049626i,0.00082677-0.00039252i,0.00044391-0.00043264i,0.00055561-9.9852e-05i,0.00022803+0.00051894i,0.00024814-0.00037235i,0.00044974-0.001127i,-0.00015078-0.00099724i,-5.1476e-05-0.0010439i,0.00022805-0.00094556i,0.00051312-0.00050234i,0.00028083-0.00045125i,-0.001154-0.0004928i,-0.0011056-0.00034378i
-0.019813-0.0021533i,-0.01102-0.0010746i,-0.0036277+8.6294e-06i,-0.00072184+0.00037842i,0.0002455+0.00012053i,0.001457+0.00011645i,0.0018852-0.00025137i,0.00096478-0.0009967i,-0.0010883-0.0006097i,-0.0014033-1.2047e-05i,-1.9096e-05+7.2762e-05i,-0.00041457-0.00038115i,-0.0011409-0.0012165i,-0.00050122-0.00075721i,-0.00048288-0.00023341i,0.00012974-4.4742e-05i,0.00090847+0.00046553i,0.00059647+0.00019794i,-0.00035926-0.00071681i,-0.00086505-0.00088708i,-0.00023284-0.00048899i,4.8785e-06-0.00035925i,-0.00045082-0.00017061i
-0.010035+0.016998i,-0.0051541+0.0089146i,-0.0005344+0.0039143i,0.0010696+0.00099536i,0.00092111-0.0010825i,0.00096992-0.00063059i,0.0011755-7.8599e-07i,0.00053792-8.3386e-05i,-0.00047285-0.00047432i,-0.00068934-5.8128e-05i,0.00028589+0.00019079i,0.0013242-0.00015679i,0.00059401+0.00011808i,-0.00042387-0.00017082i,-0.00043288-0.00032524i,-4.3207e-05+3.8448e-05i,0.00019746+0.00042355i,-0.00047327+0.00070899i,-0.0013349+0.00030342i,-0.00097974-1.2693e-05i,-0.00048839-5.9956e-05i,-0.00012223+0.00025098i,0.00016301+0.00021921i
0.009239+0.018139i,0.004655+0.010012i,0.0019358+0.0018506i,-0.00041072-0.0026534i,-0.0023452-0.0034337i,-0.0030517-0.0016236i,-0.0015336+0.00036254i,0.00028107-0.00047066i,0.00033293-0.0013662i,0.00032442-0.00077323i,0.00019001-9.1428e-05i,-0.00022104+0.00066216i,6.3979e-05+0.0012692i,0.00014459+0.00064976i,0.00052816-6.9439e-05i,0.00019689-0.00035579i,-0.0003461-0.00041211i,-0.00029217-0.00023982i,0.00037192-0.00025888i,0.00084251+0.00017485i,0.00039628-0.0003152i,6.7197e-05-0.0011021i,9.7011e-05-0.00090864i
0.020054-0.0021819i,0.011336+0.00055617i,0.004117+0.00099622i,-0.00077556-0.00028219i,-0.0036067-0.00093778i,-0.0031078+0.0003125i,-0.00096739+0.0010894i,8.5165e-05-4.1899e-05i,-0.00018933-0.00059148i,0.00021528-0.0003059i,0.00057259-0.00036633i,0.00038628+0.00020836i,0.00079404+0.00061689i,0.0012059+0.0004863i,0.0014429+0.00049001i,0.0011083+0.0005394i,0.00053698+0.00043691i,0.00011342+0.00050012i,-0.0004168+0.00036237i,1.8292e-05+0.00037713i,0.00050166+0.00026559i,-0.00016159+0.00011342i,-0.00012425+5.488e-05i
0.0071753-0.017797i,0.0048485-0.0089939i,0.00058114-0.0029873i,-0.0018707-0.0010581i,-0.0018872+0.00033602i,-0.00073888+0.001732i,0.00049904+0.00091456i,0.00030571-0.00070271i,-0.00033729-0.0013424i,-0.00031356-0.00061137i,-0.0003317-0.00021374i,-0.00046919-0.00029168i,0.00053049-0.00020821i,0.00081749-0.00043579i,0.00030287-0.00017146i,-2.3588e-05-0.0001105i,-0.0002983-0.00040214i,0.00046327-0.00015547i,0.00089882+0.00026929i,0.00097459+0.00031578i,0.0013232-0.00013892i,0.00067273-0.00069897i,-0.00022844-0.00021961i
-0.016184-0.014789i,-0.0076674-0.0093997i,-0.0028244-0.0035989i,-0.0021594-6.8385e-05i,-0.0013338+0.0011493i,-1.4934e-06+0.001214i,0.0017222+0.00056973i,0.0017947-0.00032943i,5.8991e-05-0.001123i,-0.00054057-0.00060094i,-0.00020757+0.0001789i,-0.00043391-0.00032309i,-0.00065033-0.00075017i,-0.00051797-0.00057336i,-0.00080169-0.00057724i,-0.0011876-0.00058088i,-0.00069667-0.00049314i,0.00015516+4.1499e-05i,-0.00028588+0.00010666i,-0.00069825-2.2599e-05i,-0.00081457-0.000322i,-0.00094692-0.00046904i,-0.00039941-0.00013251i
-0.021257+0.0092751i,-0.012067+0.0046078i,-0.004186+0.0019051i,-0.00041565+0.00034521i,0.00058555-0.0013916i,0.0011747-0.0015648i,0.0019812-0.00077623i,0.0019598-0.00098537i,0.00026919-0.001092i,-0.00029976-0.00031554i,0.00013775+0.00029698i,0.00012469-8.505e-05i,-0.00010601-0.00036803i,-0.00025955-0.00055583i,-0.00046959-0.00029993i,-0.00046775+0.00048273i,-7.4384e-05+0.00094661i,-0.00042085+0.00079923i,-0.00071336+0.00027281i,-0.00040468-0.00060703i,0.00045775-0.00052642i,0.0010048-0.00021198i,0.00086127-0.00049799i
0.00045324+0.023337i,-0.0010189+0.013961i,0.0001191+0.0046053i,0.00067944-0.00099757i,-0.0011755-0.0033715i,-0.0023828-0.0029408i,-0.00090302-0.0017395i,0.00071291-0.0013599i,0.00064722-0.00083923i,-0.00017507-0.00030953i,-0.00030245+1.5913e-05i,-0.00017661+0.00082215i,-2.6125e-05+0.0018025i,0.00060114+0.0022388i,0.0002202+0.0016568i,-0.00030779+0.00043705i,-0.00072674-0.00011922i,-0.0010084-0.00011776i,-0.00065973+0.00045469i,-0.00041423+0.00082668i,-4.7856e-05+0.0011508i,0.0001787+0.0010552i,-0.00036695-0.00020811i
0.021076+0.01014i,0.012097+0.0066256i,0.0049052+0.0013285i,0.0008213-0.0030232i,-0.0019569-0.0037889i,-0.0031943-0.0016366i,-0.0018543-0.00021867i,-0.00015473-0.00051533i,0.00025015-0.0014181i,1.7528e-05-0.0011958i,-0.0004825-6.5e-05i,-0.00064439+0.00069862i,-0.00016754+0.00054765i,0.00047359-0.00021844i,0.00050741-0.00067872i,0.00043506-8.9316e-05i,4.01e-05+0.00018042i,-0.00030191+0.00072517i,-0.00048844+0.0011952i,-0.00041685+0.00053224i,0.00048868+5.077e-06i,0.00057212+0.00036947i,-9.1977e-05+0.00021454i
0.018017-0.013947i,0.011183-0.0064793i,0.0052731-0.0022209i,0.00048406-0.0017809i,-0.0029268-0.0013686i,-0.0020372+0.00041929i,0.00066736+0.0010788i,0.0011559-0.00084199i,-0.00026459-0.0016959i,-0.00093029-0.00054863i,0.00041091-0.00022311i,0.0016229-0.00051659i,0.0014093-0.00022465i,0.00050938-0.00012082i,0.00020876-0.00032384i,-6.6611e-05+2.3551e-05i,-0.00044081-0.00029i,-0.00024095-0.00051357i,-0.00026888-0.00023644i,-0.00066911-2.0034e-05i,0.0003447-0.00026814i,0.0010578-0.00013941i,0.00031546+0.00020877i
-0.0062079-0.020691i,-0.0024133-0.010945i,-0.0011549-0.0032265i,-0.0026803+0.00076249i,-0.0030916+0.0025295i,-0.0016494+0.002986i,-8.9991e-05+0.002534i,0.00034467+0.00056141i,-0.00012902-0.00087949i,-0.00021176-0.00065456i,0.00085797-0.00024227i,0.0014599+0.00046323i,0.00070454+0.00087016i,-6.2866e-05+0.00027248i,-0.00029469-0.00026157i,-0.00017888+0.00058123i,-0.00059928+0.0012804i,-0.00086623+0.00053374i,-0.00072414+0.00051035i,-0.00019347+0.00067354i,0.00021913+0.00027477i,0.00034905-6.3021e-06i,0.00032993-0.00070538i
-0.023271-0.0037716i,-0.013619-0.0019074i,-0.0048465+5.9109e-05i,-0.0016268+0.00085467i,-0.00091187+0.00033874i,0.00020892+8.7208e-05i,0.0010647-0.00020845i,0.0010073-0.00080197i,0.00036027-0.00022419i,0.00025535-2.072e-05i,0.00021007-9.7697e-05i,-0.00018843+0.00035438i,-0.00071276+0.00018428i,-0.00079148-0.00048352i,-0.00035818-0.0009739i,-0.00047521-0.00086215i,-0.00018938-0.00011888i,0.00012993-0.00018575i,0.00017182-0.00053464i,-0.00014905+7.7594e-05i,-0.00049517+0.00043948i,-0.00049252+0.0004267i,-0.00091355+0.00029307i
-0.01337+0.019372i,-0.0074896+0.010677i,-0.0023672+0.0040032i,0.00024042+0.00040902i,0.00033061-0.0020067i,-0.00022418-0.0025611i,0.00054233-0.001729i,0.0012991-0.0012314i,0.00052813-0.00082146i,-0.00027266+0.00021356i,-0.00063119+0.0012465i,-0.00067835+0.0012841i,-0.00038292+0.0010233i,-0.00030057+0.0013216i,-0.00033596+0.0014912i,2.795e-05+0.00073274i,0.00054077+0.00010121i,-3.2061e-05-9.9394e-05i,-0.00068295-0.00011923i,-0.00076637+0.00010106i,-0.00022253+0.00017393i,0.00055842+0.00010352i,-0.00011497+3.501e-05i
0.010685+0.024038i,0.0056293+0.014746i,0.0020191+0.0065877i,0.00019939+0.0018246i,-0.0012478-0.0010944i,-0.0013403-0.0011789i,-0.00022865-0.00063011i,0.00029297-0.0013279i,-0.00050245-0.0015687i,-0.0015362-0.0010895i,-0.00071689-0.00036706i,0.00020108+0.00052659i,-0.00063939+0.00080301i,-0.0005586-0.00032438i,0.00011884-0.00055718i,0.0010777+0.00014234i,0.0015877+8.2417e-05i,0.00086056+0.00024011i,0.00034325+0.00071505i,6.9571e-05+0.00025789i,-0.0001034+0.00034743i,-0.00044179+0.00013885i,-0.00038619-0.00044029i
0.026657-0.0036905i,0.015628-0.0022667i,0.0059252-0.002958i,-0.00027448-0.0046453i,-0.0037827-0.003936i,-0.0039227-0.0012145i,-0.0017149+0.00018696i,0.0002349-0.00088396i,-0.00061897-0.0022004i,-0.00087329-0.0016569i,2.6979e-05+0.00030588i,0.00026321+0.0013827i,0.00075104+0.00089051i,0.00092341+0.00019702i,0.0010112-0.00038267i,0.0011756-0.00014581i,0.00065987+0.00022583i,0.00068895-0.00023866i,0.00082192-0.00052973i,0.00059182-0.00084128i,0.00074695-0.0011208i,-9.4808e-05-0.0011791i,-0.0010347-0.0010795i
0.0090352-0.02242i,0.0065043-0.01249i,0.0035038-0.0061551i,-1.7551e-05-0.0039851i,-0.0024021-0.0020026i,-0.0019686+0.00042247i,-4.5393e-05+0.0013381i,0.00056884+0.00062078i,-3.2126e-05-0.00018471i,-0.0002635-0.00052865i,0.00015167-0.00061486i,0.00021932-0.00031966i,0.00045176+4.5966e-05i,0.00038061+0.00050072i,0.00044649+0.00077485i,0.00073533+0.00073879i,0.00078015-4.3929e-06i,0.00052582-0.00011887i,0.00019088+0.000565i,0.00029195+0.00013297i,0.00022583-0.00023572i,-0.00012009-2.6683e-06i,-0.00039931-3.2436e-05i
-0.020497-0.017678i,-0.01285-0.01067i,-0.0062632-0.0040053i,-0.0042693+3.0896e-05i,-0.0030481+0.0023835i,-0.00095784+0.0032796i,0.00038037+0.0023027i,-3.8634e-05+0.00021427i,-0.00095314-0.00078745i,-0.00075208-0.00043246i,-0.00034054+0.00024718i,-0.00010562+0.00018125i,-9.7883e-05-0.00039136i,-0.00050484-0.00031044i,-0.00081318+0.00041916i,-0.00018461+0.00086335i,3.279e-05+0.000406i,6.8718e-05-0.00051498i,2.4353e-05-0.00047311i,-0.00042304+0.00022264i,-0.00049506+0.00053823i,-0.00045871+8.9617e-05i,0.00017436-0.00063321i
