-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
-0.0031686+0.00084582i,-0.0037537+0.00035795i,-0.0035927+0.00074214i,-0.0026093+0.0013702i,-0.00054214+0.0024212i,0.0011009+0.0013067i,0.00063478-0.00049565i,-0.00019854-0.00013936i,-0.00031158-0.00020372i,-0.0012169-0.00034223i,-0.0026609+0.00079027i,-0.0026747+0.0022253i,-0.0015555+0.0027857i,-9.714e-05+0.0024481i,0.00097678+0.0032091i,0.00080699+0.0033351i,0.00075927+0.0017613i,0.00037285+0.00067826i,-0.0003755+0.00037935i,-0.00013741+0.00051394i,0.00040268-2.5376e-05i,0.0003916+0.00034321i,-0.00014611+0.0015456i
0.00052452+0.0011103i,0.0022705-8.7838e-05i,0.0032878-0.0011844i,0.0027538-0.00080985i,0.00141-0.00035735i,0.00060736-0.00073503i,0.00074192-0.00090098i,0.00096204-0.0015722i,0.00021651-0.0029997i,-0.0010866-0.0025558i,-0.0011673-0.00063297i,-0.00019985+0.0011732i,0.00042405+0.0023339i,7.4477e-05+0.0027023i,-0.00079786+0.0029021i,-0.0013018+0.0023332i,-0.00091394+0.0011693i,-0.00028045+0.00093238i,7.7029e-05+0.0016755i,-0.00021162+0.0018561i,-0.00044361+0.0013254i,-0.00026341+0.00050069i,-0.00066507+2.2297e-05i
0.00064872-0.00016788i,0.0019893+0.00017138i,0.0016926+0.0019241i,0.00051584+0.0015458i,-0.0011064+0.0014327i,-0.0012921+0.0020881i,-9.1482e-06+0.0004492i,0.00061507-0.0011793i,-0.00012066-0.00075544i,-0.00073967+3.8672e-05i,-0.00044023-0.00023909i,-0.00044815-0.00059305i,-0.00094728-0.00018117i,-0.0018609+0.00063879i,-0.0023133+0.00023662i,-0.0022783-0.00052856i,-0.0015396-0.00073337i,-0.0002502-0.00024505i,0.00053515+0.00061567i,-9.9392e-05+0.00026367i,-0.00062918-3.0241e-05i,0.00067875-7.6111e-05i,0.0011618-0.00069793i
0.0006171+0.0010837i,-0.00075716+0.0020695i,-0.00038651+0.0020206i,-0.0004667-4.0026e-05i,8.2785e-05-0.00031052i,0.00090779-0.00037269i,0.00057095-0.00092667i,0.00068662-0.0011806i,0.0005654-0.00057631i,-7.0655e-05-0.00048178i,-0.00066729-0.0017752i,-0.0016865-0.0041758i,-0.0026338-0.0053901i,-0.0027683-0.0042942i,-0.0010688-0.0032516i,0.00015007-0.0033158i,-0.00056484-0.0022745i,-0.0008488-0.0010283i,9.0929e-05-0.00065924i,-0.00018085-0.00032622i,-0.00041698-0.00084128i,0.00016656-0.0015736i,0.0004917-0.0013108i
-0.0021243-0.0022079i,-0.0023949-0.0025285i,-0.0031931-0.0015126i,-0.0028587+8.6041e-05i,-0.0018996+0.00053801i,-0.00095052+0.0011383i,-0.00068813+0.0015162i,-0.00068051+0.00086753i,-0.00047644+0.00035534i,-0.0017563+0.00030206i,-0.0035609-0.00076602i,-0.0043979-0.0017087i,-0.00367-0.0019849i,-0.0013783-0.0024611i,0.00092431-0.002254i,0.0021003-0.00083613i,0.0013123+9.4438e-05i,0.00069648-0.0002382i,0.00040602-0.000378i,-0.000327-0.00019611i,-0.00013611-0.00043825i,0.00013559-0.00089818i,0.00039796-0.00070969i
0.0024761-0.0011843i,0.0029709-0.0024692i,0.0030556-0.0036055i,0.0021835-0.002444i,0.0016608-0.001645i,0.00093167-0.0012574i,3.2361e-05-0.00067917i,-0.00077836-0.0012605i,-0.0016179-0.0023126i,-0.0024687-0.00083404i,-0.0036214+0.0015354i,-0.0039001+0.0022741i,-0.0023554+0.0024221i,-0.00038631+0.0022082i,0.00086347+0.0032513i,0.0018982+0.0044538i,0.0020289+0.0030873i,0.00092357+0.00050566i,0.0010034-0.0013966i,0.0013531-0.001227i,0.00040397-0.00038834i,0.00016948-0.00016155i,-0.00012668+0.00027527i
-0.0010692+0.00078181i,-0.00045049+0.0013611i,0.00057077+0.00065253i,-0.00061413-0.00035983i,-0.0018656-0.00095195i,-0.0015282-0.0010914i,-0.00053721-0.0016082i,0.00013434-0.002318i,-0.00085722-0.0027161i,-0.0016257-0.0023428i,-0.0010644-3.2572e-05i,-0.00040469+0.0025224i,0.00051519+0.0032849i,0.00045749+0.0033897i,-8.0518e-05+0.0037201i,0.00033867+0.0035641i,0.0010241+0.0019739i,0.0014287+0.00070271i,0.0011706+0.00056829i,0.00038287+8.3937e-05i,0.00046494-0.00018237i,0.0002587+0.00010393i,-0.00075291+0.00022609i
-0.00011975-0.0001598i,-0.00055127+0.00061127i,-0.00067405+0.00042527i,-0.00068584+0.0014387i,-0.00090648+0.0016367i,-0.00098543+0.00092498i,-0.00017581+0.00015781i,0.00070763-0.001138i,0.00049178-0.0018i,-5.2519e-05-0.0017312i,0.00020737-0.0013604i,0.00018906-0.0012049i,-0.00040697-0.00099375i,-0.0014455+0.00089427i,-0.0027539+0.0015935i,-0.0023402-0.00034924i,-0.001374-0.00075758i,-0.00094815+4.181e-05i,-0.00054787+0.00025306i,-0.00054639-0.00026488i,-0.00075746-0.00087556i,-0.00019539-0.00047307i,0.00055901+0.00010461i
-0.00098016+0.00089031i,-0.0011398-0.00015221i,-0.0015091-0.0004062i,-0.00031378+0.00011807i,0.0014242+0.00026265i,0.0019263-0.0003035i,0.0019118-0.00048777i,0.0013465-9.8479e-05i,0.00011087+3.2323e-05i,-0.00042464-4.8328e-05i,9.6849e-05-0.0011119i,-0.00045965-0.004121i,-0.0017522-0.0049561i,-0.0024872-0.0035785i,-0.0026601-0.0035368i,-0.0032051-0.003638i,-0.0032683-0.0024662i,-0.0016644-0.001297i,-7.6022e-05-0.0008478i,-0.00043763-0.00060863i,-0.0011209-0.00087003i,-0.00072845-0.0010687i,-0.00025188-0.00025255i
0.00069136-0.001408i,0.00059578-0.00089729i,0.0014735-0.00063064i,0.00079461-0.00054598i,-0.00012176-0.00064497i,0.00040606-0.00082627i,0.00021737-0.00094266i,-0.00043601-0.0014131i,-0.0013357-0.0013004i,-0.0026193-0.00085277i,-0.0037659-0.0018983i,-0.004852-0.0021161i,-0.004663-0.002037i,-0.0026591-0.0031097i,-0.00094157-0.0030957i,-0.00077681-0.0012449i,-0.0004396-0.00041342i,0.00014991-0.00025784i,-0.00020306-0.00016611i,-6.9087e-05+2.6587e-05i,-5.8419e-05+0.00010159i,-0.00037547+1.4944e-05i,-0.00054135+0.00012677i
0.0020119-0.00046215i,0.0025357+0.0003336i,0.0018778-3.9456e-06i,0.00027841-0.00028824i,-0.0014382-4.6087e-05i,-0.0023455+0.00065292i,-0.0013051+0.00058838i,-0.00083815-0.00092923i,-0.0017081-0.0021522i,-0.0028471-0.0015761i,-0.003615-0.00071315i,-0.0036933+0.0009442i,-0.0024632+0.0022465i,-0.00025082+0.002397i,0.0024574+0.0020296i,0.0038868+0.0023436i,0.0030123+0.0025131i,0.00098457+0.0016875i,-9.379e-05+0.00048872i,0.00030373+0.00015577i,0.00048517+9.0537e-05i,0.00016026+4.9486e-05i,-2.9145e-05-0.00034589i
0.00010953+0.002505i,0.0001004+0.0028574i,0.00029017+0.002948i,0.00090476+0.0017399i,-4.0863e-05+0.00018268i,-0.00053955-0.00022826i,0.00092196-0.00046545i,0.0017764-0.00097614i,0.0011063-0.0011308i,-0.00057488-0.00040501i,-0.0014247+0.0013377i,-0.00070021+0.0029334i,0.001126+0.0037942i,0.0020003+0.0039209i,0.002003+0.0044751i,0.0032087+0.0043123i,0.0024922+0.0022233i,0.0011879+0.00037642i,0.0015502+0.00015623i,0.0010655+0.00020402i,-0.00020417+0.00014626i,-0.00058012+0.00063403i,0.00010283+0.00070375i
0.0011444-0.0013123i,0.0017803-0.0017154i,0.0030403-0.00080608i,0.00334-0.00042069i,0.003266-0.00058588i,0.003126-0.00069451i,0.0018155+8.7882e-05i,0.00032267+0.00052792i,-0.00060125-3.2319e-05i,-0.00026078-0.00049665i,0.00099124-0.00020622i,0.0010363+0.00063483i,-0.00023632+0.00096379i,-0.00094262+0.0011868i,-0.0012906+0.0017859i,-0.0012112+0.0011649i,-0.00079011+0.00010396i,-0.00028773+0.00041418i,0.00014896+0.00068601i,-6.682e-05-0.00027363i,-0.00077828-0.00042423i,-0.00041349-0.00015222i,0.00058872-0.00049427i
0.0015046-0.0012956i,0.0021585-0.0014233i,0.0012408-0.0022001i,-0.00014126-0.0024027i,-0.00060114-0.001593i,-0.0012722-0.00077659i,-0.00087027-0.0010712i,6.1357e-05-0.0022554i,0.00022277-0.0015688i,0.00034238-0.00019747i,-0.00047677-0.00063575i,-0.0017238-0.0025302i,-0.0027562-0.0033218i,-0.0032867-0.0027389i,-0.0032437-0.0024757i,-0.0036018-0.0030173i,-0.0030888-0.0021413i,-0.0016853-0.0010068i,-0.0006106-0.00096793i,-0.00039377-0.0011103i,-0.00047719-0.001361i,-0.00014383-0.0013864i,0.00030861-0.0016596i
-0.001751+0.0005736i,-0.0023817+0.0013884i,-0.0030589+0.0013933i,-0.0026578+0.0012011i,-0.0019485+0.0017951i,-0.00050149+0.0019397i,-0.0002119+0.0002778i,-0.00089445-0.00090435i,-0.0022171-0.00042506i,-0.0022069-6.2455e-05i,-0.0023722-0.001054i,-0.0038625-0.0024025i,-0.0047401-0.0026772i,-0.0038473-0.0033979i,-0.0020878-0.0044661i,-0.0015806-0.0034848i,-0.0019693-0.0012722i,-0.0012281-0.00043284i,6.9428e-05+0.00014861i,0.00053642+0.00039499i,0.0005795+0.00010517i,0.00038449-9.0124e-06i,0.00034994+0.00063872i
-0.0010137+0.001941i,-0.00072392+0.001156i,-0.00052358+0.00086578i,-0.00078993+0.00109i,-0.00074156+0.00089473i,-0.0004849+0.00048362i,-0.00026726-0.00085536i,-0.00017227-0.0016407i,-0.00063517-0.0023124i,-0.0026525-0.002365i,-0.0047304-0.0015101i,-0.0045019-0.00026109i,-0.0024138+0.0010164i,0.00055495+0.00097493i,0.0025822+0.00027618i,0.003487-0.00066691i,0.0035122-0.0010937i,0.0027739-0.00046942i,0.0015962+0.00039017i,0.00080117+0.0002807i,0.00038598+0.00042324i,-0.0007901+0.00076351i,-0.0012636+0.00018597i
-0.00025568+0.00069583i,8.0486e-05+0.0001981i,-0.00055183+0.00032407i,-0.00034011+0.00036697i,-0.00014566-5.32e-05i,-0.0009942-0.00021874i,-0.0010579-0.001383i,0.0002371-0.0014873i,5.3601e-05-0.0017608i,-0.0017218-0.001984i,-0.0025016-0.00020138i,-0.0017577+0.0018711i,-0.00051679+0.0037906i,0.0012694+0.0043163i,0.0032065+0.0044116i,0.0043509+0.0035613i,0.0040879+0.0010865i,0.0031086+0.00030513i,0.0025337+0.00077309i,0.0020863+0.00069845i,0.00095912+0.00081981i,-0.00044817+0.00099066i,-0.00069679+0.0012651i
-0.0014191-0.0013834i,-0.00094337-0.00025012i,-0.0013507+0.00064425i,-0.00079177+0.00082947i,-0.00062791+0.00058957i,-0.0001644-0.00080891i,0.00084312-0.0015872i,0.00065662-0.00060617i,-5.4002e-05-7.4402e-06i,-0.00059819+0.00071953i,-1.7829e-05+0.0018925i,0.0014217+0.0013064i,0.00094212+0.0013715i,-0.00067386+0.0029689i,-0.0003611+0.0041832i,0.001253+0.0036593i,0.001869+0.0028033i,0.00091877+0.0020345i,-0.00010525+0.00069208i,-0.00031468+0.00019814i,-3.7763e-05-0.00027417i,-6.1539e-06-0.00072578i,0.00041878-0.00041684i
-0.0020148-0.001391i,-0.0031143-0.0012813i,-0.0039328-0.00033712i,-0.002876+0.0012218i,-0.0010193+0.0019729i,0.00010599+0.0026679i,0.00017284+0.0021739i,9.6851e-05+0.00077073i,0.00013293+0.00061867i,0.00046457+0.00099999i,0.0011244-0.00023743i,0.00018321-0.0025703i,-0.0026763-0.003954i,-0.0047729-0.0028924i,-0.0050112-0.0010745i,-0.0046428+9.2073e-05i,-0.0038218+0.0006984i,-0.0026082+0.0010432i,-0.0010911+0.00011613i,-9.9719e-05-0.0012591i,0.00010652-0.0014572i,0.0006648-0.00088234i,0.00085717-0.00013536i
9.6043e-05-0.00052695i,-0.00031945-0.00078706i,-0.00021906-0.0016158i,-0.00020593-0.001262i,-0.00015647-0.0012412i,0.0010696-0.0013899i,0.0011046-0.0014905i,-0.00012335-0.0019432i,-0.00039132-0.002047i,-0.0017007-0.0014236i,-0.0032713-0.0017788i,-0.0038043-0.0031689i,-0.0043334-0.003393i,-0.004912-0.0036875i,-0.0051766-0.0044648i,-0.0049373-0.0032518i,-0.0033544-0.00036871i,-0.0019532+0.00076287i,-0.0015302+0.00062759i,-0.00086278+0.00077274i,-4.8599e-05+0.00053392i,0.00012756-0.00026935i,-0.00022559-0.00055101i
0.0017415-0.001204i,0.0026104-0.0021515i,0.0014679-0.0019973i,-0.00068235-0.00049462i,-0.0014897+0.00056339i,-0.00064423+0.00013577i,8.3482e-05-0.0013737i,7.9574e-05-0.0020972i,-0.0008481-0.0020953i,-0.002588-0.0017887i,-0.0042278-0.00083698i,-0.0051477+0.00031193i,-0.0034235+0.0012158i,0.00022945+0.00013518i,0.0008094-0.0015622i,-0.00054609-0.0024038i,-2.3543e-05-0.0023342i,0.00095179-0.0014913i,0.0013899-0.00092189i,0.0016513-0.00058909i,0.0008887-0.00023401i,-0.00030782+0.00020057i,-0.00063173+0.00029237i
0.003977-0.0017678i,0.0045661-0.0015216i,0.0043066-0.0035988i,0.0033489-0.0041925i,0.0010308-0.0033379i,-0.0011269-0.0010062i,-0.0010741+0.00015537i,-0.00027623-0.0024034i,-0.00069333-0.0039996i,-0.0020378-0.0023757i,-0.0026636-0.00045118i,-0.0020262+0.0022297i,-0.00037826+0.0034818i,0.0013949+0.0028154i,0.0036134+0.001535i,0.0043044+0.00023097i,0.0031362-0.00051798i,0.0024087-0.0003196i,0.0017687-0.00026461i,0.00093183-0.00099967i,0.00085266-0.00050759i,0.00093371+7.8543e-05i,0.0009063+0.00017432i
-0.0033662+0.0029398i,-0.0037665+0.00382i,-0.0035371+0.0045379i,-0.0017403+0.0033037i,-0.00013055+0.00273i,0.00079836+0.0016164i,0.00062446-0.00019139i,8.0368e-05-0.00044868i,-0.0004206-3.4086e-05i,-0.00086769-2.8141e-05i,-0.00031525+0.00021637i,0.00049243+0.00069627i,0.00060448+0.00098409i,0.00073657+0.0020253i,0.0023593+0.0036159i,0.0051788+0.0025654i,0.005881+0.001232i,0.0035396+0.0013452i,0.0014693+0.0011579i,-0.00010289+0.00026227i,-0.00082965-0.00050098i,-0.00048922-0.00087565i,-0.00023192-0.00089952i
-0.00037848+0.00011651i,0.00073463-0.0012116i,0.00099925-0.00040424i,0.0010852+0.00059294i,0.0010874+0.00057319i,0.00073885+0.0008387i,0.00011382+0.0012963i,0.00011366+0.00086771i,-0.00046712+0.00044756i,-0.00085962+0.00031636i,5.5606e-05-0.0012536i,0.00010783-0.0034693i,-0.0021275-0.003836i,-0.0042852-0.0024351i,-0.0039916-0.00030144i,-0.0021343+0.0016869i,-0.0009521+0.0025348i,-0.00025329+0.0027134i,0.00067169+0.0022557i,0.0009606+0.00090113i,0.00050681-0.00045594i,0.00015867-0.0016108i,0.00053654-0.0019808i
-0.00068468+0.0020592i,-0.0012715+0.00076787i,-0.0023297+0.00039804i,-0.0018607+3.1538e-05i,-0.00048604+0.00043535i,-0.0010667-0.00012113i,-0.0014561-0.0022194i,-0.00087542-0.0026713i,-0.0007331-0.0023402i,-0.0010284-0.0017042i,-0.0020318-0.0015226i,-0.0032959-0.002438i,-0.004044-0.0029891i,-0.0050168-0.0028733i,-0.0055086-0.0026418i,-0.004974-0.00094207i,-0.0038074+0.0013962i,-0.0023979+0.0019604i,-0.00092334+0.0010951i,-0.0008102+0.00075554i,-0.0014444+0.00039041i,-0.00046675+0.00011942i,1.2619e-05+0.00022333i
-0.0025884-0.0037695i,-0.0032799-0.0028229i,-0.0037902-0.0022336i,-0.0032102-0.0010546i,-0.0023842+0.0016704i,-0.00097595+0.0029377i,0.00047587+0.0010335i,-6.0721e-05-0.001665i,-0.0011629-0.0021156i,-0.0022793-0.0010623i,-0.0038233-0.00020163i,-0.0043849+0.0011908i,-0.0031956+0.0016606i,-0.00076334+0.00044896i,-0.00097931-1.6516e-05i,-0.0031928-5.9069e-05i,-0.0033538-0.0005358i,-0.002124-0.00091314i,-0.00038563-0.00057742i,0.00097503-0.00026088i,0.00087504+0.00013163i,0.00034212+0.0013478i,0.00044787+0.0026791i
-0.00014411+0.0021084i,-5.9242e-05+0.0023808i,0.0015577+0.0021886i,0.0017183+0.00048502i,0.00090292-0.0010669i,-0.00020586-0.0018884i,0.00039929-0.0020333i,0.0014647-0.0017666i,0.00027706-0.0015478i,-0.00098833-0.00080536i,-0.0020536+0.0012469i,-0.0022275+0.0030887i,-0.00014486+0.004119i,0.0024687+0.0040248i,0.0039169+0.002292i,0.0035281+0.00026012i,0.0013655-0.00096062i,9.5524e-05-0.0011934i,-0.00055449-0.00032954i,-0.00095251-0.00039833i,-0.00083971-0.00050393i,-0.00076863+0.00065304i,-0.00033962+0.0013457i
0.0021704+0.0017077i,0.0016841+0.0019343i,0.0019101+0.0023189i,0.0014727+0.0017764i,0.0005286+0.00017341i,-7.2257e-05-8.6787e-05i,0.00015344+8.0468e-05i,0.00023057-0.00051679i,0.00027971-0.0003172i,0.000169-0.0002766i,3.6626e-05+2.3359e-05i,0.00010239+0.0008187i,-0.00051211+0.0010235i,-0.00015465+0.0011325i,0.0024055+0.0011644i,0.0048125-0.00027539i,0.004326-0.0023102i,0.0027638-0.0025597i,0.0012939-0.0013716i,0.00030818-0.00088292i,-2.6087e-05-0.00098195i,-7.5068e-05-0.0008094i,0.00021637-0.00084417i
0.0052894+0.00070686i,0.0053758-0.00025046i,0.0054556-0.0013419i,0.0041852-0.002308i,0.0020981-0.0026602i,0.00056662-0.0015517i,2.5317e-05-0.00011033i,-0.00017152+0.00065132i,0.00011453+0.00018264i,0.00042675-0.0016767i,0.00047148-0.0043872i,-0.00031755-0.0054743i,-0.0021289-0.0033815i,-0.0039787-0.0015797i,-0.0033222-7.5533e-05i,-0.0010109+0.0011415i,0.00093566+0.00053378i,0.0021318+0.00061022i,0.0021837+0.0011414i,0.0016116+0.00034499i,0.00087576-0.00050443i,0.00034858-0.0013454i,-7.0755e-05-0.0018584i
-0.0046452-0.0023281i,-0.0051912-0.0019659i,-0.0061037+0.00031917i,-0.0046545+0.0019777i,-0.00214+0.0027178i,-0.0016447+0.0020475i,-0.0018966-0.00019555i,-0.0016606-0.0019201i,-0.0017936-0.0020432i,-0.0017767-0.0016238i,-0.0024115-0.0027818i,-0.0037225-0.0038836i,-0.0047268-0.0033383i,-0.0048872-0.0024019i,-0.0046762-0.00064762i,-0.0034439+0.00083223i,-0.00078829+0.00098309i,0.0020779+0.0011195i,0.0031634+0.00086476i,0.0023578+0.00071493i,0.0013907+0.00043754i,0.00039464+0.00049901i,8.6503e-05+0.0010179i
-0.0028249+0.00022414i,-0.0022233+0.00047637i,-0.0016941+0.0015665i,-7.1174e-05+0.0018829i,0.00087189+0.0014196i,0.00094041+0.00045646i,0.0018646-0.00019566i,0.0026298-0.0011123i,0.00044982-0.0012622i,-0.0023902-0.00070074i,-0.0031065+4.1496e-05i,-0.0030047+0.00077847i,-0.0018452+0.0011262i,-0.00025474+0.00099345i,-0.0010542+0.00096032i,-0.0040463+0.0027063i,-0.004808+0.0041037i,-0.0026863+0.0037351i,-0.0013026+0.0019772i,2.7903e-05+0.00098203i,0.0012933+0.0015702i,0.0015637+0.0019879i,0.0012625+0.0014684i
0.0028166-0.0013011i,0.0021832-0.0012761i,0.0020471-0.00050772i,0.0013124-0.00079773i,7.8336e-06-0.00072292i,-2.309e-05-0.0011335i,0.0020683-0.0014774i,0.0027597-0.0006597i,0.0011332-0.00074006i,-0.0010139-0.0002362i,-0.0022248+0.001887i,-0.0015509+0.003846i,-0.00029509+0.0033465i,0.0017785+0.001307i,0.0033006-9.6028e-05i,0.0026179-0.00033168i,0.00067768+0.001698i,-0.0012174+0.00284i,-0.0012302+0.0019359i,-0.00075104+0.00074858i,-0.0015196+0.00085343i,-0.0015926+0.0015804i,-0.00097734+0.0021138i
0.0013648-0.00036623i,0.0012575-0.00036267i,0.00072964-0.00041508i,-0.00075146-3.6079e-05i,-0.0010186-0.00037936i,-0.0010953+9.3609e-05i,-0.0012887+0.00052326i,-0.00079058+3.1174e-05i,-0.00053054-0.00030798i,-0.0003231+0.00022032i,5.4753e-05+0.0013013i,-0.00027931+0.0017572i,-0.00090615+0.0015695i,1.2859e-05+0.0012646i,0.0021852+7.5376e-06i,0.0031094-0.0023182i,0.00075598-0.0032782i,-0.0015186-0.0023425i,-0.00097087-0.00049833i,-0.00020816+0.00033623i,-0.0013808-0.00090965i,-0.0020071-0.0008865i,-0.00093551+0.00049847i
0.0022883+0.00054248i,0.0014867+0.00049254i,0.0023403-0.00067284i,0.002527-0.0019184i,0.0010173-0.0010723i,3.6443e-05+0.00068958i,0.0003923+0.000898i,0.00040918-2.265e-05i,-0.0003002-0.0010447i,-0.001368-0.0017874i,-0.0017827-0.0025015i,-0.0011391-0.0041339i,-0.0018588-0.0051141i,-0.0038444-0.004366i,-0.0031024-0.0021068i,-0.0002674-0.0010229i,0.0011894-0.0018642i,0.0011762-0.0023382i,0.00066871-0.0019102i,0.0010007-0.0010438i,0.00057859-0.00080833i,-0.00027617-0.0013131i,0.00014141-0.0014611i
-0.0020966+0.0029834i,-0.0023929+0.0029164i,-0.0027101+0.0038851i,-0.0019917+0.0037452i,-0.00031529+0.0022073i,0.00054038+0.00012146i,-0.00033873-0.0011516i,-0.0016617-0.0021319i,-0.0024125-0.002371i,-0.002653-0.0024896i,-0.0020918-0.0029514i,-0.0027496-0.0030062i,-0.0044614-0.0023903i,-0.0044293-0.0013204i,-0.0039693+0.00038454i,-0.002825+0.0010698i,-0.00096522-0.00042908i,-0.00010027-0.0020054i,0.00027631-0.0019707i,0.00096397-0.001576i,0.0016937-0.0011706i,0.0016671-0.00029591i,0.001198+0.00013434i
0.00039962-0.0023154i,0.00037258-0.0029585i,0.00038212-0.0023191i,0.0004098-0.0010442i,9.6098e-05-0.00041357i,-0.00076113-8.1299e-05i,-0.00015151-0.00029871i,5.3616e-05-0.001518i,-0.0013543-0.0019334i,-0.0024312-0.00063011i,-0.0031884-3.4694e-05i,-0.0034966-0.00018854i,-0.0025054+0.00052667i,-0.0014258+0.0013926i,-0.0021122+0.001683i,-0.0024816+0.0028832i,-0.00090876+0.0037905i,0.0013161+0.0026122i,0.0011629+0.0011371i,0.0002172+0.00030352i,0.00082466+0.00020232i,0.0013527-0.00023782i,0.00089402-0.00074699i
0.0020301+0.00065234i,0.0013455+0.00011545i,0.0017347-0.00010531i,-7.5795e-05-0.0012952i,-0.001115-0.0020106i,-0.00065661-0.0010117i,0.00014765-0.0008036i,0.0011772-0.0012555i,0.0019204-0.0013043i,0.0019602-8.6023e-05i,0.0006101+0.0020764i,-0.0013641+0.0036338i,-0.00066513+0.0040935i,0.0016586+0.0024876i,0.0025186+2.4357e-05i,0.0023418-0.00063542i,0.0025652+0.00085006i,0.0026617+0.001912i,0.00176+0.0011594i,0.00067265+0.00067972i,-0.00042777+0.00075548i,-0.0011679+0.00065625i,-0.0004942+0.00059185i
-0.0007042-0.0015544i,-0.0010537-0.0017571i,-0.0014757-0.00070706i,-0.0012788-4.1234e-05i,-0.0010716+0.0014569i,-5.6171e-05+0.0021415i,0.00060205+0.00089227i,0.00014484-0.0010355i,0.00017914-0.0019206i,0.00055743-0.0013297i,6.8388e-05-0.00011657i,4.7376e-05+0.0014199i,0.00062593+0.0017587i,0.00058944+0.0011521i,0.00096401+0.00053694i,0.00097926-0.00017965i,-0.00015951-0.00054547i,6.1082e-05+0.0010365i,0.00054769+0.0026736i,6.0853e-05+0.0010994i,-0.00041674-0.00046815i,-0.00010609-0.00026971i,0.00074829-0.00034142i
0.0014766-0.0016771i,0.002443-0.0019586i,0.0020953-0.0026663i,0.0016825-0.0015111i,0.0015579+0.0006141i,8.8295e-05+0.0012335i,-0.00061141+0.00063075i,-0.00073542+5.4316e-05i,-0.002121-0.00068726i,-0.0029237-0.0014662i,-0.0031254-0.0023074i,-0.0033928-0.0027541i,-0.0039335-0.0023999i,-0.0042449-0.0018554i,-0.0021196-0.00096826i,0.00074276-0.00049641i,0.00038896-0.0006734i,-0.0010334+0.00014988i,-0.00024738+0.00069625i,0.00046838-0.00030242i,-0.00053007-0.0012039i,-0.0013183-0.0016242i,-0.00037562-0.0013841i
-2.5644e-05+0.00075899i,-0.00051042-0.00059154i,-0.00054236-0.0018176i,-0.0017392-0.001727i,-0.0030469-0.0013021i,-0.0027683-0.0016234i,-0.0013159-0.0023078i,-0.0010605-0.0020576i,-0.0028839-0.0014638i,-0.0038327-0.0011772i,-0.0027294-0.0018107i,-0.0016848-0.0023223i,-0.0031169-0.0017939i,-0.0045492-0.0005571i,-0.0043659+0.00072427i,-0.0040073+0.00050235i,-0.0037838-0.00029976i,-0.0038257+0.00036388i,-0.0034352+0.00099411i,-0.0024097+0.00053943i,-0.0011151-0.00013679i,-0.00029835-8.2335e-05i,0.00025421+0.0010053i
-0.0016359-0.0018093i,-0.0016206-0.0020144i,-0.0019862-0.00018162i,-0.0012315+0.00059844i,-0.0011114-7.1663e-06i,-3.184e-05-0.00054042i,0.001428-0.00015311i,0.00080196-0.00044672i,-0.0014889-0.00080608i,-0.0030627-1.3895e-05i,-0.0029297+0.00024716i,-0.0028989-0.00045809i,-0.0022228-0.00096548i,-0.00016139+0.00063868i,2.25e-05+0.0023562i,-0.00034335+0.0023811i,0.00028163+0.00165i,0.0001503-7.0047e-05i,-0.00063845-0.0018345i,-0.00010761-0.0016791i,0.0011195-0.00066134i,1.7603e-05+0.00029003i,-0.0016418+0.00026341i
-0.00076448+0.0020473i,-0.0016073+0.0028238i,-0.0023749+0.0036687i,-0.0012864+0.003206i,0.0011707+0.0023996i,0.0026026+0.00063213i,0.0021186-0.0015403i,0.001683-0.0025031i,0.0013694-0.0018704i,0.00074468-0.00067446i,-0.00039439+0.0007468i,-0.0020998+0.0027557i,-0.0019261+0.0040831i,0.00083493+0.0029423i,0.0022547+0.00069361i,0.0025519-0.00038732i,0.0028398-0.0011365i,0.0027195-0.0016908i,0.0010632-0.001755i,-0.0007497-0.0011065i,-9.6249e-05+0.00020695i,0.00044719+0.00099443i,-1.2361e-05+0.00061588i
-0.00238+0.0039868i,-0.0030836+0.0037938i,-0.0025162+0.0029926i,-0.00054656+0.0018015i,0.0021721+0.00065286i,0.0036202+0.00026705i,0.0027697-0.00011705i,0.0016365-0.0014662i,0.0020554-0.0021328i,0.0016256-0.0018695i,0.00016389-0.0014378i,-0.00097553-0.0005792i,-0.0011392-0.00076158i,-0.00027876-0.0015375i,0.00062776-0.0011278i,0.001558-0.00024816i,0.0027957+0.00026623i,0.0053017+0.00018015i,0.0059282-0.00074037i,0.0034686-0.0014858i,0.0011462-0.00092735i,0.00067927-0.00067263i,0.00059508-0.0011027i
