-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
-0.00091838-0.0017234i,-0.0011834-0.0013018i,-0.0010129+0.00048334i,-0.00056021+0.0015822i,-5.3724e-05+0.0013839i,0.0008383+0.00087887i,0.00088016-0.00030387i,8.9267e-05-0.0017048i,-0.0010181-0.0015834i,-0.0018463-0.0003735i,-0.0017975+0.00078447i,-0.0016268+0.00081065i,-0.001509-9.7155e-06i,-0.001282-0.00020452i,-0.0010228+0.00030422i,-0.00094616-0.00014106i,-0.0010324-0.00090391i,-0.00094739-0.0005748i,-0.00037343-0.00023186i,3.9748e-05-1.9898e-05i,-0.00060884+0.00011596i,-0.00074264+3.0193e-05i,-1.0162e-05-0.00024116i
0.0025659+0.001358i,0.0032872+0.0018622i,0.0034924+0.0013944i,0.0027886+0.0011806i,0.0012375+0.00021379i,-0.00066376-0.00073117i,-0.00078746-0.00052267i,4.4936e-05-0.00044275i,-0.00012751-0.0010648i,-0.0010746-0.0011593i,-0.0020556-0.00052087i,-0.0023613-0.00022328i,-0.001831-0.00058521i,-0.0006517-0.00031285i,0.00034118+0.00030068i,0.00062502+0.0006464i,0.00015253+0.00067567i,-0.00011628+0.0012583i,-8.2076e-05+0.0015257i,-0.00022584+0.00073408i,-0.00026754+0.00013464i,-0.00011588+0.00016993i,4.2897e-05+0.00023212i
-0.0019726+0.00040469i,-0.0016411+9.2425e-05i,-0.0019145-0.00041991i,-0.0025582-0.00045006i,-0.0026547-4.9107e-05i,-0.0023904+0.00043358i,-0.00069651-0.00027145i,0.00013146-0.0011497i,-0.00093076-0.0011908i,-0.001091-0.0002973i,-0.00057421-0.00026549i,-0.00042956-0.00070515i,-0.00047495-1.5281e-05i,-0.00030936+0.0010384i,0.00013109+0.0013918i,0.00075829+0.00039741i,0.0011423-0.00014632i,0.00058908+0.00032152i,0.00018798+0.00060278i,6.7284e-05-0.00012923i,0.00010521-0.0011172i,0.00010148-0.0011357i,2.5057e-05-0.00071178i
-0.00017951+0.0013902i,0.00038405+0.0017314i,0.0016591+0.001319i,0.0027744+0.00046655i,0.0024391+0.00022007i,0.0014406-0.00011656i,0.00083726-0.00011401i,0.00017265-0.00051385i,-0.0005606-0.00056829i,-0.0011606+6.7246e-05i,-0.0019103+0.00044971i,-0.0023013+0.00066703i,-0.001644+0.0011337i,-0.0008073+0.00096772i,-7.3942e-05+0.00056108i,8.0665e-05+0.00025485i,0.0003115-4.8553e-05i,0.0014153+0.0002366i,0.0017538-0.00037855i,0.0014485-0.0009341i,0.00077091-0.0002792i,0.0003347+0.00017648i,0.00014892+0.00052866i
0.0014761+0.0011594i,0.0005971+0.0015062i,0.000145+0.001352i,-0.00020225-0.00023898i,-0.00090512-0.0011595i,-0.0015727-0.0014869i,-0.0012007-0.0020264i,-0.00012312-0.0014451i,-0.00061249-0.00074819i,-0.001265-0.00040941i,-0.00084859+0.0001194i,-0.00081351+0.00034061i,-0.001097+0.00063105i,-0.0011569+0.00078852i,-0.0010607+0.00055678i,-0.00023133+0.00072421i,0.0003837+0.00071366i,0.00013724+0.00015459i,2.4477e-05+9.1534e-06i,-0.000558-0.00024827i,-0.00052385-2.635e-05i,0.00010022+0.00045854i,-0.00022365+0.00021794i
0.0016829+0.00024317i,0.0021382-0.00029826i,0.0024049-0.00042288i,0.0020911+0.00031299i,0.00048801+0.00074394i,-0.00065157+0.0011111i,-0.00084199+0.00091159i,-0.00091895-0.00035727i,-0.0012354-0.0011339i,-0.0017175-0.0010352i,-0.0015101-0.0001683i,-0.0018519+0.00010233i,-0.0023842-0.00035419i,-0.0013323+8.0666e-06i,-0.00055123-0.00012704i,-0.00063448-0.0010389i,-0.00033284-0.00051863i,5.6292e-05+0.00041527i,0.00021432+0.00077527i,0.00031005+0.00020237i,-5.8074e-05+0.00046862i,0.00082183+0.00064054i,0.0013926-3.0031e-05i
-7.8753e-05-0.0031483i,-6.3701e-05-0.0043568i,0.00059626-0.0042557i,9.071e-05-0.00348i,-0.00069413-0.0020182i,-0.00051627-0.0010094i,-0.00054935-0.001659i,-0.00065463-0.0021637i,-0.0010636-0.0014083i,-0.0014647-0.00015038i,-0.0012084+0.00074381i,-0.00054077+0.00081808i,-0.00012163+0.00083233i,-0.00042027+0.00056772i,-0.00048714+0.00040527i,-0.0002073+0.00048443i,0.00032747+0.00067828i,0.00059379+0.00061808i,0.0007754+0.00072433i,0.00025057+0.0008375i,7.3095e-05+0.0010986i,7.6718e-05+0.00094917i,-0.00025087+0.00014468i
0.00072843+0.00085323i,0.0019987+0.0012167i,0.0021511+0.00087802i,0.0015122+8.3619e-05i,0.0011121-0.00021967i,0.00061435-0.0006548i,0.00033164-0.0015173i,4.135e-05-0.0019588i,-0.00053963-0.0019101i,-0.0013613-0.00090663i,-0.0021405+0.00016428i,-0.0024059-7.9705e-05i,-0.0013561-0.00056752i,9.9692e-05+0.00023595i,0.00075326+0.00070286i,0.00090761+0.0012393i,0.00075639+0.001433i,0.00068218+0.0014071i,0.0003585+0.0011845i,0.00070574+0.00034859i,0.00072705+0.00027762i,9.7528e-06+0.00055078i,0.00022284-3.9032e-05i
-6.2211e-05+0.0021438i,0.00015266+0.0020181i,0.0010531+0.00075391i,0.0009644-8.2838e-05i,-0.00043565-0.0001301i,-0.00043828+3.8761e-05i,0.00088519-0.00041081i,0.0015362-0.001022i,6.295e-05-0.001015i,-0.0014863-0.00052929i,-0.0014089+0.00043823i,-0.0018387+0.00018473i,-0.0019246-0.00063362i,-0.00045183+0.00039877i,0.00040903+0.0012185i,0.00070357+0.00048328i,0.00089917-0.00017233i,0.0008744-0.0004664i,0.00016148-0.00073251i,-0.00038831-0.00067129i,-0.00048097-0.00080235i,-0.00013114-0.001351i,-8.5158e-05-0.0014241i
0.002485-0.00017646i,0.0010138-7.6757e-05i,0.0018935-0.00058246i,0.0015148-0.00093497i,0.00027766-0.00079317i,-0.0004931-0.0004625i,-0.00069673-0.00035035i,-0.00016096-0.00097629i,0.00042918-0.0012852i,8.1694e-06-0.0010594i,-0.0011807-0.0012076i,-0.0014917-0.0010169i,-0.0017765-0.00020801i,-0.0022056+0.00039476i,-0.0014806+0.00011678i,-0.00099644-0.00070164i,-0.00069769-0.000886i,-0.00029843-0.00028995i,0.00019595-1.2544e-05i,0.000234-0.00013316i,0.00021044-3.1155e-05i,5.7582e-05+0.0004237i,-0.0008678+4.6061e-05i
0.0017839-0.00049956i,0.0016378-0.00087911i,0.0019021-0.0013232i,0.0019523-0.00093896i,0.0015407-0.00017493i,0.0013778+0.00023485i,0.00039606+0.00079764i,-0.00029142+0.00042809i,5.9627e-05-0.00076383i,-0.00065269-0.00076805i,-0.0010418-0.00032652i,-0.0016509-0.00028186i,-0.0015213-0.00018248i,-0.00035875-9.9235e-05i,0.00031462-0.0010711i,0.00038422-0.0014828i,-0.00071387-0.00054594i,-0.0013744+0.00057074i,-0.0010194+0.00022717i,-0.00040576-0.00085592i,0.00019616-0.00091405i,0.00037542-0.00013416i,0.00010311-0.00012856i
0.00026733-2.992e-05i,0.0005359-0.00014152i,-0.00031409-0.00031943i,-0.00090306-0.00098234i,-0.0011043-0.0007895i,-0.0011677-0.00012244i,-0.00029656-0.00036537i,4.8317e-05-0.0010814i,-0.00010598-0.0019405i,-0.0008086-0.0021113i,-0.0014813-0.0015634i,-0.0011308-0.0010108i,-0.0011735-0.000503i,-0.0011651+0.00028932i,-0.00025102+0.00025818i,-0.00012445+2.4646e-05i,-0.0011056+0.0010725i,1.5912e-05+0.0013363i,0.0013215+0.0013422i,0.0007274+0.0013771i,0.00036002+0.0003749i,0.00092159-0.00057198i,0.00098492-0.00076884i
3.9007e-05-0.00077751i,-0.00064736-0.00026197i,-0.00090245+0.00029949i,0.00016738+0.00044059i,0.0014014+0.00034026i,0.0011868+0.00025059i,0.00023001-9.5465e-05i,-0.00028255-0.00086325i,-0.0005485-0.00064907i,-0.0014017+0.00036909i,-0.0026011+0.00029554i,-0.0028146-0.00029358i,-0.0023616-0.00095155i,-0.0014137-0.00053871i,-0.00025053+0.00082506i,-0.00015983+0.0014016i,-0.00056439+0.00091024i,9.1978e-05+0.00051171i,0.00025342+0.00085791i,-0.00057132+0.00090843i,-9.7025e-05+0.00027652i,0.00018069+0.00029532i,-0.00013541+0.00070194i
-0.00096506-0.0020348i,-0.0013263-0.0027413i,-0.0016151-0.0033169i,-0.0012138-0.0024983i,-0.0011386-0.0010707i,-0.0010795-0.00023643i,-1.0564e-05-0.00013032i,6.598e-05-0.00041097i,-0.00058179-0.00090267i,-0.0010606-0.00046988i,-0.0014807-4.6639e-05i,-0.0018339+0.00051952i,-0.0017851+0.0009563i,-0.0010434+0.0012383i,0.00016284+0.001492i,0.0011087+0.0012581i,0.0016179+0.00037551i,0.0012564-7.6888e-05i,-0.00057311+6.2266e-05i,-0.00091372+0.00010764i,-0.00011236+0.00016387i,-4.6416e-05-0.00011772i,-9.5312e-05-7.8566e-05i
0.00026553-0.00068405i,0.0014338-0.00033305i,0.0013421-0.00077165i,0.00082674-0.00037884i,0.00025464+0.00031643i,-5.9033e-05-0.00012258i,0.00063893-0.00035125i,0.00035-0.00084679i,-0.00089944-0.0010475i,-0.001312-0.00066076i,-0.0017124-0.00062119i,-0.0024619-0.00060507i,-0.0020995-0.0003334i,-0.0013256+0.00052068i,-0.00066049+0.0011828i,0.00038852+0.00047531i,0.00070734+2.5544e-05i,7.4774e-06+0.00034194i,2.9804e-05-0.0006537i,0.001002-0.0013162i,0.00031248-0.00049416i,-0.00034116-0.00033557i,-0.00061158-0.00050931i
0.0011839-0.00046894i,0.00038041+0.00085416i,0.00018674+0.0017754i,-0.00012798+0.0010679i,-0.00022917+0.00058211i,-6.2243e-05+0.00060366i,0.00049902+0.00047609i,0.00058647+1.6518e-05i,5.9116e-05-0.00015669i,-0.00085744-7.0832e-05i,-0.0011681-0.00024403i,-0.001572+9.9045e-05i,-0.0019009+3.8326e-05i,-0.0011659-0.00054133i,-0.00056631-0.00012677i,-0.00071305+0.00019263i,-0.00068168+0.00012647i,-0.00022405+0.00016374i,-0.00040229-0.00043016i,-0.00030083-0.00042689i,0.00010735-0.00044082i,-4.2026e-05-0.00044135i,-0.00063822-6.0536e-05i
0.0020324+0.00052184i,0.0028227+0.0011897i,0.0029505-5.1843e-05i,0.0022509-0.0015141i,0.0013403-0.0020248i,0.00030266-0.0015201i,-0.00012294-0.0013749i,-0.0002108-0.0011998i,-0.00074661-0.00082643i,-0.001251-0.00080232i,-0.0013516-0.00070669i,-0.0010678-0.0010221i,-0.00074976-0.0010081i,-0.0007512-0.00082271i,-0.00082808-0.00070083i,-0.0013398-0.00058508i,-0.00098781-0.00058049i,-8.4901e-05-0.00037183i,-0.00074746-0.00027289i,-0.0011064+0.00011695i,-0.0005199+0.00024907i,0.00021209-0.00031716i,5.5071e-05-0.00027133i
0.00044815+0.0015941i,0.00085632+0.00083325i,4.5746e-05+0.00061681i,0.00020818+0.0013602i,0.0006525+0.00098988i,0.00079052+3.93e-05i,0.00016684+3.5021e-06i,-0.00054437+5.0967e-05i,-0.00060659-0.00079179i,-0.0010198-0.0012869i,-0.0019984-0.0008704i,-0.0031403-0.00039043i,-0.0031791-0.00062718i,-0.0019074-0.00047395i,-0.0010643+0.0001244i,-0.0003533+0.00038212i,0.00042694+0.0011988i,0.00086982+0.0015683i,0.00097641+0.00068488i,0.00045808+0.00021343i,-5.6655e-05-0.00022333i,-0.0001943-0.00063871i,0.00015721-0.00047794i
-0.00042449+0.00055569i,-0.00077945+5.7272e-05i,-0.00066267-0.0006006i,-0.00072032-0.00013588i,-0.00092211+0.00028618i,-0.0011334+0.00029602i,-0.0015965-0.00035043i,-0.0017619-0.00045364i,-0.0013449-0.00026275i,-0.0010441-0.00026379i,-0.0010141+0.00049687i,-0.0019815+0.0011955i,-0.0022207+0.0012254i,-0.00098269+0.00080469i,-5.8984e-05+0.00043666i,0.00057116+6.9881e-05i,0.00022168+0.00010254i,-0.00020494-4.4667e-05i,0.00022749-0.00014668i,0.00031572+0.00082365i,-6.0603e-05+0.00053837i,-0.00038784-0.00044736i,2.2082e-05+0.00026584i
7.3501e-05-0.0022028i,0.00068059-0.0017712i,0.00043556-0.0033323i,0.00018602-0.0027944i,0.00046699-0.0019086i,0.0010747-0.00092263i,0.0011049-0.00072998i,0.00064358-0.0010812i,-0.00039295-0.0015039i,-0.0012748-0.00094919i,-0.0012331+0.00037165i,-0.0010905+0.0011053i,-0.001194+0.0010965i,-0.00064533+0.00093341i,0.00087463+0.001143i,0.0016264+0.00095626i,0.0010294+0.00088217i,0.00024123+0.00017109i,-4.0947e-05-0.00022684i,0.00021152-0.00029589i,0.00013611-0.00022304i,-9.5591e-05-0.00013781i,2.8438e-05-0.00026128i
-0.0003809-0.0035401i,-0.0017215-0.0031613i,-0.0019876-0.0016752i,-0.002035-0.00080678i,-0.0030297-0.00026327i,-0.0033049+2.6226e-05i,-0.0018942-0.0003321i,-0.00065968-0.00028645i,-0.0013932-0.00047067i,-0.0016893-0.0010662i,-0.00080428-0.0015359i,-9.376e-05-0.0011725i,-9.7391e-05-0.00017257i,-0.00045537+0.0008239i,-0.00020971+0.0013295i,-0.00020818+0.00081574i,-0.00042962+0.00037556i,-0.00011192-7.9914e-05i,0.00032357-0.00092932i,-0.00058084-0.0015515i,-0.00038741-0.00069989i,0.00035696+4.6699e-05i,2.3968e-05-2.4796e-05i
3.4013e-06+0.0010818i,0.00027568+0.0010361i,4.0719e-06+0.0014083i,0.00014927+0.00046946i,0.001346-0.00095968i,0.0020405-0.0011437i,0.0014485-0.00092779i,0.00079505-0.0010706i,-0.00069514-0.00080646i,-0.0015527-0.0013875i,-0.0011097-0.0022471i,-0.001179-0.0018164i,-0.0015969-0.0016446i,-0.0013226-0.0014923i,-0.00096956-0.00092526i,-0.00033122-0.00088822i,4.9009e-06-0.0017205i,0.00083764-0.0017864i,0.00080685-0.0010199i,-0.00015525-0.00051806i,-0.00038892-0.00037532i,3.6463e-05-0.00044703i,0.00029178-0.00087047i
6.5827e-05+0.00066939i,4.7891e-05+0.00094935i,0.00093289+0.0017792i,0.00050989+0.0017604i,-9.2314e-05+0.00048412i,-0.00062393-0.00019554i,-0.00046787-0.0008689i,4.21e-05-0.0015276i,-0.0001046-0.0015979i,-0.0020077-0.0011223i,-0.0039593-0.00085577i,-0.0042468-0.00060112i,-0.0034211-0.00031662i,-0.0025473+0.00027496i,-0.001771+0.00022244i,-0.00040923-0.00036154i,0.00024939-0.0004444i,5.5596e-05-0.00040667i,-5.2152e-05-0.00042786i,0.00029704-0.00043919i,-6.0052e-05+4.3456e-05i,-0.00073031-0.00018904i,-0.00068656-0.00068157i
0.0014298+0.001407i,0.0011927+0.0018018i,0.0013962+0.0016242i,0.00089178-0.00079286i,-0.00034741-0.0016947i,-0.00037666-0.0012484i,-0.00057313-0.0013253i,-0.00084965-0.0011386i,-0.0011452-0.00035544i,-0.0019254+0.00068186i,-0.0022075+0.0010257i,-0.0015471+0.00047111i,-0.0016981+9.2792e-05i,-0.001471+0.00023199i,-0.00028205+0.00070891i,0.00048951+0.00065949i,0.00052181+0.00058682i,6.6125e-06+0.00051965i,-0.00031964-0.00029019i,0.00036503-0.0005622i,0.00061639-0.0003784i,0.00024821-0.00032605i,0.00031148+0.00050158i
-0.0026246-0.0021433i,-0.0029054-0.0010551i,-0.0026258-8.1962e-05i,-0.0011105+0.00068871i,0.00078036+0.0017811i,0.0017952+0.0021788i,0.0014826+0.00063263i,0.0010357-0.0010525i,0.00080462-0.00049221i,1.4066e-05+0.00070037i,-0.00040399+0.0018856i,0.00022334+0.0019033i,0.00010288+0.0014011i,-3.7708e-05+0.0013501i,0.0009587+0.0015008i,0.0014931+0.00095359i,0.001014+0.00076332i,0.00048835+0.0015265i,-0.00024597+0.0014878i,-0.00070304+0.00018166i,-0.00018045-0.00067564i,-4.4675e-05-0.00017715i,-0.00018599+0.00033217i
0.0023496-0.0013547i,0.0023879-0.0014987i,0.0010871-0.0023141i,-5.684e-05-0.001928i,-0.0010513-0.00044137i,-0.00080373+0.00011187i,0.00018979+0.00027156i,-0.00013174+0.00038279i,-0.00079003-0.0002701i,-0.00092629-0.0001578i,-0.00048415+0.00011753i,-4.1696e-06-0.00035199i,-0.00056802-0.00040245i,8.2584e-05-0.00028959i,0.0014239-0.00012641i,0.0011496+0.00052506i,0.00014135+0.0009099i,-8.5574e-05+0.00088137i,0.00075762-0.00052988i,0.0011645-0.0011411i,0.00072095-0.00039081i,-0.00041718-0.00010878i,-0.0008718+0.00032441i
0.00017589+0.0013567i,0.0020134+0.0014269i,0.0017873+0.0019336i,0.0010056+0.0012406i,0.001745-0.00029918i,0.0015088-0.0010601i,0.00023555-0.0010747i,-0.00040929-0.0010639i,-0.0011394-0.0014914i,-0.0019317-0.0022923i,-0.0029708-0.0029365i,-0.0029625-0.0028059i,-0.0020545-0.0017015i,-0.0013436-0.00071972i,-0.00078079-6.853e-05i,-0.001182+0.00041293i,-0.00064259+0.00019924i,-7.0131e-05-0.00060541i,-0.00020829-0.00027612i,-0.00027693+0.00015723i,-0.00026309+0.00033128i,-9.5893e-05+0.00063139i,-0.00034683+0.00055024i
-0.0011785-0.0025335i,-0.0020708-0.0032502i,-0.0027649-0.0027022i,-0.0021727-0.00073622i,-0.0015359+0.00078901i,-0.0018556+0.0012229i,-0.0015546-5.0241e-06i,-0.00035265-0.0023036i,-0.00023845-0.0030705i,-0.0014922-0.0015043i,-0.0030381-0.00020336i,-0.0038558-0.00033918i,-0.0031475-0.00049286i,-0.0022638-0.00082601i,-0.0017926-0.0011366i,-0.0017451+0.00055734i,-0.0011442+0.0014937i,-5.0298e-05+0.00065246i,0.00049917-0.0001683i,0.00037764-0.0011736i,-1.8743e-05-0.0015369i,0.00020763-0.00066188i,0.00021706-0.00019479i
-0.0029534+0.00041626i,-0.0026649+0.00020341i,-0.0030352+8.9616e-05i,-0.0018122+0.00071489i,0.00027555+0.00098212i,0.00155+0.00019202i,0.0013713-0.00066438i,0.00063577-0.0013151i,-0.00059679-0.00089497i,-0.00199+8.3389e-05i,-0.0027081+0.00039023i,-0.0026506+0.00112i,-0.0022194+0.0013585i,-0.0016645+0.0010124i,-0.00044619+0.0012756i,-0.00017358+0.0012013i,-0.00043686+0.00093962i,-0.00079165+0.00016581i,-0.00078551-0.00035358i,2.2608e-05+3.8818e-05i,-0.00018344-5.0482e-05i,-0.00034041-7.6734e-07i,0.00015006+0.00080316i
-0.0013272+0.00061968i,-0.001156+0.00088523i,-0.00065695+0.0014974i,0.0011836+0.0014454i,0.0019105+0.00099338i,0.0011596+0.0003383i,0.0008314-0.00024242i,0.0003249+7.0746e-05i,-0.00073868+0.0011109i,-0.0011081+0.0018281i,-0.00045145+0.002165i,0.00067902+0.001846i,0.0010408+0.0016748i,0.00038191+0.00094255i,0.00064579+0.00012886i,0.0013265+0.00042397i,0.00084146+0.00074821i,0.00011428+0.00036074i,9.437e-05-0.00020699i,0.00059692-0.00080456i,0.00035174-0.0011206i,-0.0002215-0.0006006i,0.00029976-0.00080333i
0.0018177-0.00047226i,0.0015742+0.00071148i,0.0017314+0.00045406i,-0.00077349-0.00074711i,-0.0032984-0.00073111i,-0.0027333-0.00040632i,-0.00038602-0.00080356i,0.00070866-0.0019447i,0.00043885-0.0021515i,-0.00022156-0.001311i,-0.00029954-0.00081738i,-0.00018503-0.0007317i,-0.00053471-0.00065051i,0.00029879-0.00035918i,0.0015674-0.00062748i,0.00086679-0.00094028i,-0.00039673-0.00082067i,-7.3225e-05-0.00011233i,-0.00044334+0.0005384i,-0.0010342+0.00030823i,-0.00038443+0.00015269i,0.00073732+0.00082074i,0.00064853+0.00064818i
0.0027831-1.9957e-05i,0.0018029-0.00074628i,0.0012733-0.00085426i,0.00085636-0.0016135i,0.00033165-0.002196i,-0.00037374-0.00090431i,-0.00067695-0.00051682i,4.1606e-05-0.0012731i,-7.262e-05-0.0015592i,-0.00074487-0.0018673i,-0.0012313-0.0022982i,-0.0022949-0.002127i,-0.0025399-0.0015827i,-0.0010811-0.0017649i,-0.00011665-0.001133i,-0.00018824+0.00022045i,0.00082026+0.0011236i,0.0010428+0.0010759i,0.00081472-8.2254e-05i,0.0009436-0.00011454i,0.00019863+0.00015481i,-0.00027528-0.00072507i,0.0005711-0.00096389i
0.00053334-0.00026672i,0.00057118-0.00066692i,0.00051178-0.0014224i,0.0005564-0.0010387i,0.00060665+0.00019106i,0.00075796+0.00038951i,0.001199-0.00075252i,0.00069837-0.0017797i,-0.00064878-0.0019174i,-0.0022165-0.0018896i,-0.003224-0.0012579i,-0.0035998-0.00049636i,-0.0035763-0.00015601i,-0.0033066+5.2375e-05i,-0.0027939+0.0010702i,-0.0017952+0.0022211i,-0.00109+0.0022557i,-0.00049192+0.001089i,0.00044888+0.00045937i,0.001173+5.0569e-05i,0.0010581-0.00069176i,0.00021993-0.0005897i,-0.00087814+6.7452e-05i
-0.0010529+0.0038351i,-0.00062052+0.003988i,0.00039348+0.0047369i,0.00090448+0.0036436i,0.0010818+0.0014634i,0.00031358-0.0002075i,-0.0007875-0.00083525i,-0.0010717-0.0016114i,-0.0010423-0.0019678i,-0.0020034-3.0502e-05i,-0.0032413+0.0021909i,-0.0029224+0.0021976i,-0.0023175+0.00074612i,-0.0019518+0.000928i,-0.0011512+0.0017656i,-0.0007094+0.0013928i,-0.00063011-0.00019468i,-0.00078886-0.00055109i,-0.0007169+0.00026383i,5.3141e-05+0.0007316i,0.00035331+0.00072376i,-0.00061574+0.00011287i,-0.00097822-0.00033087i
-0.00095409-0.00089862i,-0.0015324-0.00087122i,-0.001465+0.00047472i,-0.0016103+0.0004659i,-0.0012476+0.00067994i,0.00023637+0.00020759i,0.00071134-0.0010884i,-0.00025327-0.0014786i,-0.00051691-0.00095786i,-0.00039643+0.0010113i,-0.00055778+0.0028091i,-0.00053637+0.0031365i,-0.0005274+0.002897i,-0.00081278+0.0023115i,-0.0011516+0.0013671i,-8.1025e-05+0.00018497i,0.00058616-0.00061118i,1.7691e-05-0.0010596i,-0.00012001-0.00094985i,-0.00062464-0.00065349i,-0.00087525-0.00068228i,-0.00055536-0.0011099i,0.00023565-0.00018978i
-0.0015758-0.00011213i,-0.0024379+0.00048207i,-0.0030523+0.00092264i,-0.002728+0.00085582i,-0.0022429+0.0010495i,-0.00094977+0.0010628i,-0.00052362+0.0004885i,-0.0012787-0.001225i,-0.00097654-0.0020654i,-0.00029774-0.0012336i,-0.00039111-0.00057732i,0.00074924-0.00028617i,0.0012047-0.00095874i,0.00057838-0.0013197i,0.00098286-0.001157i,0.0011431-0.0020028i,0.0012898-0.0018905i,0.0014894-0.00047754i,0.00043614+0.0003789i,-0.00078953+7.9103e-05i,-0.00071517-0.00032357i,-0.00048112-0.0010049i,0.00053108-0.001302i
-0.0023461-0.0037259i,-0.0022841-0.0046431i,-0.0033521-0.0051088i,-0.0020488-0.0026356i,-0.00066209+0.0012649i,0.00017031+0.0026198i,0.0012951+0.00084467i,0.0012254-0.00086974i,-0.0005526-0.0012035i,-0.0020541-0.00090745i,-0.0019038-0.0015101i,-0.0023638-0.0023795i,-0.0024015-0.0024066i,-0.0017166-0.0024444i,-1.0551e-06-0.0015884i,0.0012977-0.00028024i,0.00088513+0.00072662i,0.0011+0.0012326i,0.0018343+0.00037163i,0.0019816-0.00088972i,0.00086149-0.00079577i,-0.00010767-0.00089294i,0.00047361-0.00089136i
-0.0010796+0.0017707i,-0.00056024+0.0024431i,-0.00088648+0.0029183i,0.00022695+0.0018346i,0.00017581+0.00028103i,0.00011023-0.00098336i,0.00075353-0.0011403i,0.00061019-0.0012405i,-0.0002925-0.0020447i,-0.001853-0.0020543i,-0.002712-0.0021896i,-0.0040734-0.0030066i,-0.0034182-0.0025202i,3.2941e-05-0.00081801i,0.0015956+0.00069577i,0.0002827+0.0014173i,-0.0007936+0.0012723i,-0.0006495+0.00038325i,-0.00012906-0.00071367i,0.00097117-0.0008527i,0.0011842-0.0006206i,0.0007043-0.00081995i,0.00078305-0.0006655i
0.00093061+0.0042395i,0.00029043+0.003044i,0.00088019+0.0031933i,0.00084662+0.001776i,0.00011385+0.0006228i,-0.00086211+0.00060665i,-0.0017269+0.00012757i,-0.0014633-0.00079417i,-0.00095591-0.00079491i,-0.0011997-0.00013483i,-0.0019704+0.001507i,-0.002658+0.0028836i,-0.0022351+0.0026272i,-0.00094134+0.0026176i,-4.699e-05+0.0031539i,-0.0006877+0.0027726i,-0.00082227+0.0014538i,-0.00067222+0.00038235i,-0.00097898-0.00023011i,-0.00066589+0.00023336i,-5.6808e-05+0.0012844i,0.00078373+0.00097808i,0.00033833+1.6061e-06i
0.00051956-0.0013478i,0.00062259-0.0010521i,0.0011861-0.00084371i,0.00048982-0.00018913i,-9.4539e-05+0.00079678i,0.00037648+0.00073165i,0.0009408-0.00095561i,0.00079094-0.0026689i,-0.00036574-0.0022794i,-0.0010867-0.00042574i,-0.00043095+0.0020603i,-0.00020353+0.003054i,-0.00093793+0.0025161i,-0.0016121+0.0027723i,-0.0017884+0.0021033i,-0.00084299+0.00024562i,-0.00014652-0.00082153i,-0.00043345-0.00079569i,-0.0012743-2.2014e-05i,-0.0018544+0.0001885i,-0.0020286+0.00064506i,-0.0018342+0.00040836i,-0.00061064-7.5012e-05i
0.0022777+0.00099772i,0.0015955+0.00073729i,0.00070419+0.00025141i,0.0010739+2.1146e-05i,0.0010364+0.00032386i,-0.00026404+0.0005396i,-0.00072435-6.2112e-05i,0.00049671-0.00047132i,0.00172-0.00037746i,0.0012442-0.00062138i,0.00062719-0.00038857i,0.00091849+1.5616e-05i,0.00046377-0.00033305i,-0.00035824-0.00047759i,-0.00047033-0.00098756i,-2.7169e-05-0.001687i,0.00051048-0.001433i,0.00096817-0.0001541i,0.00030265+0.0012962i,-0.00088907+0.0014427i,-0.0015084+0.0010044i,-0.0010637+0.0012036i,-0.00036361+0.0006264i
0.00025557-0.0024046i,0.00031178-0.0030928i,0.00052128-0.0033545i,-0.00033239-0.002312i,-0.0010932-0.0013335i,-0.00051468-0.0010919i,0.00036463-0.00040594i,0.0010416-0.0007346i,0.00054814-0.0013339i,-0.00073724-0.00037845i,-0.0019269-0.00044642i,-0.0030303-0.0016065i,-0.0034162-0.0023483i,-0.0026784-0.0025307i,-0.00054121-0.00228i,0.00031361-0.0015123i,0.00048045-0.00052796i,0.00083656-0.00038613i,0.0011426-0.00091847i,0.001496-0.001131i,0.0006732-0.0014555i,-0.00043607-0.0019381i,-0.00065254-0.0014894i
-0.0018811-0.0015823i,-0.0025853-0.0010231i,-0.0036659-0.00026658i,-0.0040326+0.0010824i,-0.0035153+0.0012993i,-0.0020816+0.001007i,-0.00080236-3.0282e-05i,-0.00097021-0.00092564i,-0.0016412-0.00062413i,-0.0027448-0.00067001i,-0.003812-0.0002424i,-0.0042691-0.00070112i,-0.0035159-0.0013749i,-0.0012293-0.0010256i,0.00062218+0.00017182i,0.0012307+0.00088653i,0.0012451+0.00077473i,0.0015199+0.00027336i,0.0015896-0.00052625i,0.0012718-0.0014808i,0.00093826-0.0014333i,1.0203e-05-0.00047591i,-0.00034027-1.4619e-05i
