-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
-0.00055468+0.00038819i,0.00057277+0.0011002i,0.00020159+0.00052726i,-0.00073082-0.0013405i,-0.00051065-0.0016433i,0.00020726-0.00080722i,-0.00024702-0.00097638i,-0.0014733-0.0010312i,-0.0019376-0.00056657i,-0.00087914-2.1798e-05i,-0.00058337-0.00044113i,-0.0011048-0.00066654i,-0.00088333-8.4382e-06i,-0.00066939+0.00048278i,-0.00076987+0.00048503i,-0.0010227-0.00047833i,-0.00096294-0.00042534i,-0.001155-0.00021711i,-0.0010029-0.00010248i,-0.00062022+0.0001055i,-0.00038744+2.3149e-05i,-0.00052205-0.00043297i,-0.00040763-0.0003397i
-0.00082875-0.00010917i,-0.00076787-0.00050271i,-0.00018223-0.0011591i,-0.00032932-0.00097834i,-0.00061495-0.00020294i,-0.0010851+0.00031791i,-0.0016099+0.00026611i,-0.00077274-0.00039021i,-5.7665e-05-0.00023703i,-0.00069697+0.00043242i,-0.001048+0.00011635i,-0.00061358+0.00026233i,-0.0011014+0.0014307i,-0.0017955+0.001578i,-0.0015407+0.00085384i,-0.00041397-0.00010714i,0.00017742-0.00011491i,-0.00011884-0.00013812i,6.375e-05-0.00060942i,7.0077e-05-0.00063876i,0.00016281-0.00016911i,-5.637e-05-0.000131i,-0.00036453-1.6442e-05i
0.00012021-0.00086865i,0.00013125-0.00081678i,-0.00020525-0.0011113i,8.4567e-05-0.0007959i,0.00056694-0.00048568i,-0.00012562-0.0005773i,-0.00090417-0.0013325i,-0.0009443-0.0013189i,-0.00072032-0.00034058i,-0.0004302+0.00027182i,0.00033449+0.00058162i,0.00061444+0.00067892i,6.1979e-05+0.00080172i,-0.00033585+0.0010678i,-0.00069293+0.00056325i,-0.00049952-0.00022714i,-6.3366e-05-0.00048794i,-0.00019406-9.0116e-05i,6.4387e-05+5.8596e-05i,0.00013929-3.2435e-05i,0.00040873+0.00028914i,0.00076138+0.00037685i,0.00019713-5.6577e-05i
0.0019843+0.0019728i,0.0012682+0.00085077i,0.0020568-0.00016208i,0.0019558-0.00098668i,0.00089318-0.0023756i,-0.00016191-0.0029279i,-0.00080974-0.001507i,-0.00051647-0.0014158i,-0.00022561-0.0015144i,-0.0010077-0.00054065i,-0.0012867-0.00027463i,-0.00050576-0.00070965i,-3.0361e-05-0.00065733i,0.00062022-0.00016573i,0.00083467+0.00022035i,0.00068089+0.00042894i,0.00075502-0.00067326i,-0.00095025-0.0010639i,-0.0020061-0.00029673i,-0.001001-0.00011671i,-0.00011657-0.00042528i,0.00077019-5.3266e-05i,0.0011467+6.5816e-05i
0.0011198+0.00024914i,0.0015118-0.00026829i,0.00084913-0.00084581i,0.00031606-0.0015402i,0.00048073-0.0021961i,0.0001612-0.001526i,5.7843e-05-0.00050878i,-0.00044582-0.00047793i,-0.00059688-0.00020686i,0.00022473+0.0001863i,4.448e-05-8.9685e-05i,-0.00068443-0.00013795i,-0.0010161-0.00014511i,-0.0003518-0.00031901i,0.00015337-0.00046884i,0.00034961-0.00036938i,0.00013539-0.00025985i,-0.00081086+0.00040879i,-0.00083534-3.5874e-05i,-0.00022639-0.00052763i,0.00057234-8.254e-06i,0.00057531-0.00070024i,6.216e-05-0.0011854i
-0.0026137+0.00010479i,-0.0022286+5.0874e-05i,-0.0017411+0.0005828i,-0.0012463+0.0007949i,-0.0012582+0.00081397i,-0.00058758+0.00037676i,0.00015216-9.8079e-05i,-0.0003413-0.0003188i,-0.00084119-0.00020605i,-0.00073391+0.00046355i,-0.00031924-0.00035403i,-0.00048888-0.0010674i,-0.0010508-0.00049105i,-0.0013664+4.1053e-05i,-0.0010809+7.3558e-05i,-0.00039589+0.00020051i,-0.00022775+2.1313e-06i,-0.00042684-0.00024634i,-4.5053e-05-0.00015124i,0.00018023+0.00045741i,-0.00011094+0.00020808i,-9.1125e-05-0.00065511i,-0.00019367-0.001035i
0.00049731-0.000985i,0.00025331-0.0016773i,0.00034198-0.0022845i,-0.00027854-0.0019361i,-0.0012071-0.0018091i,-0.0014753-0.00084435i,-0.0012762-0.0006966i,-0.0014318-0.0011467i,-0.001699-0.00036584i,-0.0016568+0.000481i,-0.001453+0.00020654i,-0.00097764-0.00028726i,-0.00047057+0.00064511i,-7.1447e-05+0.0010629i,-0.00015343+0.00033187i,0.00062703-9.9766e-05i,0.00091485-5.1076e-05i,-4.9725e-05-0.00021392i,-0.00020772-0.00018182i,5.3923e-06+0.00023977i,0.00011112+0.00020315i,0.00038161+0.00034481i,0.00034611+0.00091323i
-0.00094694-0.00062979i,-0.0011168-0.0009408i,-0.00064895-0.0021279i,-0.0010321-0.0022566i,-0.00077456-0.0014441i,-0.00060336-0.0012648i,-0.00096336-0.00099029i,-0.0012971-0.00062328i,-0.0011453+3.6139e-05i,0.00014686+0.0007671i,0.00025123+0.00037164i,-0.00089583+0.00030974i,-0.00038524+0.00094244i,0.00013557+0.0011954i,0.00047747+0.00078135i,0.00063886+0.0004802i,0.00072608+0.00031676i,0.00053769+0.00011709i,0.00074195+0.0004881i,0.00076567+0.00060012i,0.00038829-0.00027111i,-3.9312e-05-0.00040629i,0.00028911-0.00016687i
0.0014754-0.00035757i,0.00094627-0.00012722i,-0.0010219-0.00031084i,-0.0014689-0.0010544i,-0.00038392-0.0012262i,0.00026157-0.0011946i,-0.00015786-0.00082507i,-0.00068036-0.0001086i,-0.00085975+0.00031704i,-0.00087583+0.00055149i,-0.0008329+0.00097828i,-0.00049214+0.00093193i,-7.4598e-05+0.00067855i,-0.00033824+0.00040315i,-0.00081307-0.00040289i,-0.00081151-0.00035067i,4.6517e-06-0.00037233i,-0.00024421-0.00040578i,-0.0012997+0.0001141i,-0.0011002+0.00067557i,-0.00066977+0.00052124i,-0.0003231+4.7741e-05i,0.00025714-6.3164e-05i
0.0019186-0.00080255i,0.0014546-0.00047462i,0.0017533-0.0011174i,0.00072671-0.0013745i,-0.00097623-0.00077427i,-0.0010607-0.00066313i,-0.00057529-0.00070141i,-0.00081948-0.00047451i,-0.00094425-0.00029854i,-9.9118e-05+0.00033169i,-5.7088e-05+0.0003952i,-0.00087678+0.00022521i,-0.00059222+0.00096862i,0.00020343+0.00067273i,0.00014598-0.00018149i,-0.00054114-0.00056367i,-0.00060771-0.00060186i,-0.00010736-0.00076504i,0.00031274-0.0010191i,-0.0009248-0.0010503i,-0.0015312-0.00055313i,-0.00053708-0.00035262i,-0.00013405-0.0009983i
0.00076414-0.00068209i,0.0024143-0.00048105i,0.0028203-0.00020291i,0.0019504-0.0016648i,0.00037768-0.0024536i,-0.00050456-0.0013909i,-0.00077427-0.00061177i,-0.00079059-0.00088893i,-0.0004711-0.00079485i,0.00015856-0.00013071i,-0.00022706-0.0002596i,-0.00099535-0.00035048i,-0.00073456-0.00035544i,0.00015169+0.00019013i,-6.5285e-05+0.0011561i,0.00026269+0.00051049i,0.00059693+0.00015948i,-0.00042125+0.00051006i,-0.00066518+0.00057343i,-0.00095274+0.00082463i,-0.0007174+0.0011334i,0.00021671+0.00094846i,0.00049673+0.0010509i
0.00028677+1.323e-05i,-0.00012001+0.00022992i,-0.0011393+0.00018518i,-0.0010509-0.00056428i,-0.00028352-0.00066781i,-0.00029707-0.0012952i,-0.00063615-0.0016479i,-0.00033685-0.0012671i,-0.00035472-0.00095855i,-0.00036359-0.00049836i,-0.00015212-0.000198i,0.00019575+0.00023154i,4.584e-05+0.00034651i,-0.00067951+0.00014331i,-0.00097657-0.00022913i,-0.0008507-0.00025499i,0.00018258+1.6697e-05i,0.00051219-5.7178e-06i,0.00049767+0.0001929i,0.000205-8.4813e-05i,-0.00026879-0.00045895i,5.461e-05-0.00078781i,0.00017626-0.00071184i
0.00071839-0.0011635i,0.00088914-0.0024238i,0.00037857-0.00089322i,0.00031192-0.00053153i,0.00039241-0.0010142i,-0.00048922-0.00072542i,-0.00068836-0.00043622i,-0.00040058-0.00087053i,-0.0014489-0.001085i,-0.0019343-0.00018377i,-0.0010754+0.00071856i,-0.00075633+0.0012274i,-0.00089151+0.00078574i,-0.0006469+0.00034903i,-0.00075867+0.0002819i,-0.00080186+0.00019516i,-0.00045566+3.6969e-05i,-9.4823e-05-0.00051248i,-5.2662e-05-0.0003516i,-0.00017004+0.00067644i,0.00016612+0.00065348i,0.00084352+0.00045622i,0.00090677+0.00081881i
-0.00091442-0.00054765i,-0.00084607-9.0047e-05i,-0.0011734-4.2127e-05i,-0.00086794-0.0001773i,-0.00068222-0.00033117i,-0.001284-0.0005985i,-0.0017875-0.001043i,-0.0012124-0.0011119i,-0.00098134-6.1766e-05i,-0.0016232+0.00059328i,-0.0014357+0.0012018i,-0.0004851+0.0012459i,0.00058819+0.00081443i,0.0008962+0.0008327i,0.00018379+0.0001683i,0.00011804-0.00015697i,0.00077432-8.5132e-05i,0.00055689-7.2909e-05i,0.00019723-0.00055913i,0.00010721-0.00032599i,-0.00013149+0.00014578i,0.0003406-0.00017418i,0.0010681-3.082e-05i
-0.0018984-0.00134i,-0.0019122-0.00085133i,-0.0012672-0.00055402i,-0.00063291-0.00050326i,-0.00066166-0.0007762i,-0.00063114-0.00069329i,-0.00026064-0.00025995i,-0.00042122+7.5372e-05i,-0.0010102+0.0008229i,-0.00071359+0.0009291i,-0.00042197+0.00072809i,-0.00039835+0.00017505i,-0.00018297+0.00035077i,0.00029773+0.0011295i,0.0003335+0.0011545i,-6.602e-05+0.00019802i,0.00022028+0.00020436i,7.1551e-05+0.00052885i,-0.0008344+0.00024038i,-0.00099618-0.00018462i,-0.00022457+0.00024345i,0.00019362+0.00094419i,0.00064076+0.0003792i
0.00040131+0.0001623i,0.00057053-0.00018256i,0.00011317-0.00022196i,0.00057005+0.00020033i,0.00081698+0.00033731i,0.00013934-9.0571e-05i,-0.00069955-0.00044081i,-0.0013245-0.00060083i,-0.0014629-0.00054296i,-0.00054161+0.00041589i,0.00010106+1.9334e-05i,-0.00083489-0.00045465i,-0.00080646-0.00044452i,0.00076676-0.00060679i,0.0011116-0.00056445i,0.00040903-0.0006688i,-0.00041949-0.00070358i,-0.00060259-0.00053212i,-0.00083425-0.00097446i,-0.00099578-0.001491i,-0.0002322-0.0013862i,0.00051085-0.00075297i,0.00070031-0.00019432i
0.00067176+0.00023623i,0.00056702-0.0003375i,0.00013439-0.0010248i,0.00039272-0.001289i,-0.00052667-0.0014856i,-0.0012626-0.001105i,-0.00050169-0.00075077i,0.0002331-0.0008993i,0.00079378-0.00078305i,0.00029513+7.4567e-05i,7.4719e-05+5.5692e-05i,0.00054027-0.00023413i,0.00076436+0.00046996i,0.00023678+0.00071404i,-0.00015194+0.00017907i,-0.00053281-0.0002143i,-0.0013637-0.00069645i,-0.0014722-0.0011215i,-0.0005542-0.0010442i,-0.0002498-0.00013239i,-0.00031185+0.00011932i,-5.9489e-05-0.0008298i,-0.00019779-0.0012038i
0.0011476-0.0003595i,0.0017338-0.00079538i,0.0011058-0.001197i,3.1219e-05-0.0013246i,-0.00076841-0.0012374i,-0.0010975-0.0011331i,-0.0012275-0.0011833i,-0.0012972-0.0010173i,-0.00055808-0.00049725i,-8.9467e-05-0.00093693i,-0.00035134-0.00098173i,-0.00024602+4.1818e-05i,-0.00042578+0.00082728i,0.00020814+0.0011693i,0.0011616+0.00047181i,0.00081713-0.00020263i,0.00053472-0.0003924i,9.9523e-05-0.0011529i,-0.00088797-0.0012777i,-0.00053312-0.00063605i,0.00038194-0.00042152i,-6.9707e-05-9.0193e-05i,-0.00014814+0.00044523i
0.00066926-0.00068884i,0.0012487-0.0005415i,0.00065614-0.0005885i,-0.0003977-0.00090238i,1.8263e-05-0.00097878i,-0.00021563-0.00081158i,-0.00070391-0.001211i,-0.0012209-0.0018515i,-0.001254-0.00086681i,-0.00098734+0.00018756i,-0.0010228+0.00035653i,-0.0012334+0.00028076i,-0.001058+0.00016914i,-0.00038791+0.0002122i,-0.0004954+0.00075727i,-0.00089831+0.00065539i,-0.00066994-0.00054581i,-0.0005816-0.0002359i,-0.00048816+0.00082181i,0.00027048+0.00061621i,0.00041862-0.00010986i,0.00058438+0.00057649i,0.00059882+0.00074872i
-0.00016733-0.00030766i,-3.6285e-05+0.00033305i,0.00024171+1.3249e-05i,-4.0594e-05-0.00019313i,0.0004786-0.00074369i,0.00023458-0.001289i,-0.00029943-0.00055657i,-0.00032549-0.000538i,-0.00058799+0.00014736i,-0.0010217+0.00062513i,-0.00056325+0.00049257i,2.4687e-05+0.0010871i,-0.00022558+0.00089943i,0.00048937+0.00028425i,0.00089192+0.00031862i,0.00018233+0.00070168i,-0.0004786-0.00030302i,-7.2998e-05-0.00027344i,0.00068025+0.001009i,0.00067927+0.00089518i,0.00048503+0.00015888i,0.00065209-0.00043354i,0.001735-0.00035975i
-6.2043e-05-0.0004966i,-0.00067285-0.00058965i,-0.00027624-0.00076389i,0.00010673-0.00022486i,-6.7898e-05-1.6917e-05i,0.00032549-0.00059187i,-0.00021802-0.00035413i,-0.0013995+0.00025355i,-0.0016134+0.00062622i,-0.001293+0.0011162i,-0.00072437+0.0016773i,-0.00016654+0.00077336i,0.00010759+0.00020171i,-0.0005288+0.00010659i,-0.00071378-0.00053745i,-0.00015681-0.0011275i,0.00059484-0.0011499i,-0.00023513-0.0002847i,-0.00062092+0.00017699i,0.00058742+0.00032619i,0.0011199+0.00019655i,0.00029733+0.00032665i,-6.9889e-05+0.00073177i
0.0018439-0.00075747i,0.002178-0.0010516i,0.0016957-0.0013212i,0.00067563-0.0018451i,0.00032419-0.0018401i,-9.425e-05-0.0011871i,-0.00051032-0.0012521i,-0.001028-0.00039903i,-0.00086272+0.00041694i,8.7709e-05+0.00091441i,-0.00033108+0.001167i,-0.0011725+0.00061544i,-0.00073382-4.6772e-05i,-0.00041924+0.00030445i,0.00011856+0.00072854i,0.00082212+0.00018988i,0.00047945-0.00020195i,-2.3272e-05-0.0004214i,-0.00072873-0.00099995i,-0.00088424-0.0014907i,-3.1587e-06-0.0014066i,0.00037196-0.00091498i,0.00028396-0.00037357i
0.00024193-0.0016863i,-0.0003338-0.0018717i,-0.00074609-0.0023791i,-0.0010216-0.0022691i,-0.0011383-0.001633i,-0.00041333-0.0015758i,-0.00015417-0.0010826i,-0.00046702-0.00071965i,-0.00048214-0.00073065i,-0.00030742-0.00038931i,0.00012688-0.00010283i,0.00010828+0.00025395i,-0.00032378+9.5698e-05i,0.00020299-6.4143e-05i,0.0007203+0.00029645i,0.00081918-0.00010294i,0.0013488-0.00064301i,0.00070577-6.6461e-05i,-0.00058682+0.00052129i,-0.00020487-2.2084e-05i,0.0003822-0.00058478i,0.00035633-0.00041187i,0.00022956-0.00041764i
0.0014351+0.00015832i,0.0019222-0.00043481i,0.0022793-0.00036712i,0.0015667-0.00099923i,0.00021408-0.00202i,-0.00025635-0.0018464i,-0.00054152-0.00065479i,-0.00092941-0.00038254i,-0.0010048-0.00082351i,-0.00044411-0.00074544i,0.0004391+3.3669e-05i,9.9838e-05+0.00062004i,-0.00096915-0.00029153i,-0.00055445-0.00044183i,-5.3538e-05+0.00073956i,-0.00022637+0.00061213i,-0.00014776-0.000404i,-0.00045172-0.00080452i,-0.00057772-0.00031675i,-0.00026545+5.8232e-05i,-0.00026111-0.00055288i,-0.00031162-0.0010542i,0.0002169-0.00078389i
0.00044014-0.0027427i,-0.00049881-0.0032039i,-0.00047858-0.0032251i,-5.3577e-05-0.0019826i,-4.4534e-05-0.000286i,0.00013303+0.00059362i,-0.0002511-0.00018791i,-0.00052435-0.00076415i,-0.0014167-0.00058318i,-0.0018221-0.00067756i,-0.00094185-0.00054033i,0.00013347+8.2642e-05i,0.00066583+0.00038546i,0.0010681-8.0046e-05i,0.0011907-0.00032892i,0.00081972-0.00033254i,0.00012438-0.00013907i,5.5163e-05+3.2537e-05i,0.00039859-0.00030612i,0.0008004-6.1141e-05i,0.00071098+0.00028722i,-0.00021883-0.00022837i,-0.0009661-0.00032668i
0.0019837+6.8275e-10i,0.002872-0.00040827i,0.0033045-0.001417i,0.0026222-0.0021098i,0.0016626-0.0023229i,0.00057075-0.0015048i,-0.0009454-0.00025105i,-0.0016575-0.00052068i,-0.0012364-0.00085276i,-0.001143-3.3957e-05i,-0.0011366+0.0004799i,-0.00067208+0.00040056i,1.1423e-05-6.2703e-05i,0.00061193-0.00042492i,0.00078512+0.00041736i,0.00072102+0.00079372i,0.00056091+0.00054646i,0.00023581+0.00013486i,0.00011028-0.00050006i,0.00019785-0.00021756i,0.0005406+0.00037852i,0.00079895+0.00027774i,0.00032248+0.00060211i
0.0020815-0.0021236i,0.00095847-0.0016906i,-0.00039564-0.0034162i,-0.00043385-0.0042733i,-0.00072485-0.002382i,-0.00099064-5.7404e-05i,-0.00059608+0.00079438i,-0.00068953-0.00034201i,-0.00059324-0.000799i,-0.00065484+0.00014839i,-0.00070662+0.0010781i,-0.0010613+0.0014309i,-0.00092143+0.0007185i,-0.00050403-0.00021042i,-6.9288e-05-0.00066328i,0.00052669-0.0002775i,-0.00023497+0.00011453i,-0.0011883-0.00020244i,-0.0013396-0.00039253i,-0.00093284-0.00052487i,-0.00020797-0.00065804i,-0.00037864-0.00064048i,-0.00040111-0.00027465i
0.0014945-3.2976e-05i,0.0027527-0.00070162i,0.0034396-0.0014313i,0.0025623-0.0017224i,0.00099848-0.00076063i,-9.4487e-05-0.00032162i,-0.00097569-0.00024607i,-0.0010006+0.00029985i,-0.00054242+8.2044e-05i,-0.00017337-0.00023418i,0.0004317+9.6755e-05i,0.00042476+0.00023545i,-0.00019465+0.00022255i,-0.00047595+0.00025474i,-0.00039965+0.00060536i,-0.00026662+0.0011465i,-3.0836e-05+0.00035874i,-9.8664e-05-0.00019208i,-0.00028408-0.00028054i,0.00012732-0.0010516i,0.00023497-0.00083164i,0.00026131-0.00018562i,0.0011218-9.6689e-05i
0.00084615-0.00059766i,0.001686-0.00066831i,0.0010116-0.0017678i,-0.00026412-0.0020216i,-0.00083376-0.0010319i,-0.0011902-0.00049784i,-0.00054478-0.00061538i,0.00024123-0.00032323i,0.00076201-0.00056122i,0.0012499-0.0010325i,0.0008065-0.00086859i,0.0006562-5.2149e-05i,6.6658e-06+0.00072852i,-0.00096985+0.00037283i,-0.00088029-3.7056e-05i,-0.00049296-0.00010673i,0.00010772-0.00027072i,0.0010405-0.00028948i,0.00078404-0.00017634i,-0.00015821+6.487e-05i,-0.00020979-0.00022972i,0.0001922-0.0007188i,0.00058942-0.00060235i
0.0031667-0.0012885i,0.002143-0.0017442i,0.0021357-0.0030981i,0.0014756-0.0030165i,0.00014442-0.0028362i,-0.00019839-0.0024337i,-4.8787e-05-0.0010276i,7.2181e-05-0.00036728i,0.00035238-5.5349e-05i,0.00014803-1.7545e-05i,-0.00038698-0.00052381i,0.00020879-0.00018821i,0.00076951+0.0010551i,6.1219e-05+0.0014339i,-0.00040733+0.0011486i,-0.00028302+0.00060259i,-0.00094174+0.00041748i,-0.001418+0.00023911i,-0.00088637+1.4669e-06i,-0.00010269-7.4381e-05i,0.00042427-0.00052232i,0.00077522-0.00024646i,0.00065598+0.00040529i
0.00059259-6.4765e-05i,0.0008553+1.4137e-05i,0.00029789-0.00028796i,0.0005658-0.0004671i,0.0009426-0.0004808i,0.0003083-1.3834e-05i,-0.00055798+3.9287e-05i,-0.00063618-0.00056616i,-0.00072709-0.00092338i,-0.00013428-0.00050954i,-0.00021513+0.00023743i,-0.00095633-0.00011493i,-0.0010324-0.00076935i,-0.00055375+2.021e-06i,-0.00030226+0.00084599i,-6.0075e-05+0.00059078i,0.0004132-4.2974e-05i,0.00031255-3.3268e-05i,-0.00026348+0.00084349i,-0.00035856+0.00031502i,0.00015462-0.00087306i,0.00046221-0.00038757i,0.00024598+0.00039584i
0.00062432+0.00010161i,0.00050521-0.00051899i,0.00053749-0.0018354i,0.00080802-0.0027893i,3.2691e-05-0.0025576i,-6.4795e-05-0.0011867i,0.00057069-0.00026404i,0.00027296-0.00084727i,-0.00046482-0.0015384i,-0.00080591-0.0011474i,-0.00058518-0.00024634i,-0.00027679-0.00021572i,0.00068571-0.00010611i,0.0011321+0.00055495i,0.00048833+0.00047256i,-0.00025588-0.00045614i,-0.00042485-0.00081888i,-0.00075927-0.00083263i,-0.00024707-0.00070616i,0.00013396-0.0010024i,-0.00047189-0.0016492i,-0.00042041-0.001544i,2.9459e-06-0.00026524i
-4.7585e-05-0.00018773i,0.00090137-0.0004561i,0.00086344-0.00074105i,0.00048241-0.00090023i,1.2396e-05-0.00076584i,-0.00051132-0.00037757i,-0.00041511-0.00030525i,-0.00074397+3.7686e-05i,-0.0011226+0.00065301i,-0.00034612+0.0013102i,0.00040342+0.0013799i,0.00011586+0.00037733i,0.00010809-0.00024712i,-0.00020263-0.00059142i,-0.00058112-0.001162i,0.00044173-0.0010106i,0.00056123-0.00068929i,-0.00044756-0.00016433i,-0.00038521+0.00036367i,-0.00029736+0.00074126i,-0.00057836+0.00115i,-0.00019839+0.0011214i,0.00010089+0.0009251i
0.0021077-0.0014418i,0.0019645-0.0014251i,0.0013687-0.0022283i,0.00046214-0.002334i,-0.00037022-0.0020564i,-0.0008578-0.0011734i,-0.00027689+0.00013865i,-0.00025465+0.00043079i,-0.0012356+0.00054185i,-0.0014493+0.00050538i,-0.00086675+0.00071227i,-0.00055419+0.0015875i,-0.00059142+0.0015706i,-6.5551e-05+0.00056847i,0.00049766+0.00035642i,1.2929e-05+0.0004546i,-0.0011245+0.00021136i,-0.0011456-0.00013545i,-0.00056687+0.00027689i,-0.00014514+0.00068971i,8.1666e-05-0.00019278i,0.00017617-0.00089447i,-0.0001776-0.00082707i
0.00087692+7.6772e-05i,0.00094554+9.4057e-05i,0.0014782-0.00030106i,0.0013453-0.0010937i,0.00046955-0.0015403i,0.00073016-0.00088343i,0.00079938-0.00029237i,0.00070863-0.00019468i,6.4121e-05-4.3384e-05i,-3.7439e-05+0.00047563i,4.3877e-05+0.00047458i,-0.00023781+0.00046327i,-0.0007273+0.00042484i,-0.0010258-4.5808e-05i,-0.0011464-0.00016682i,-0.00059704+0.00017604i,-0.00012364+0.0006064i,-0.00010648+0.00099043i,0.00034135+0.001045i,0.00035439+0.0010782i,0.00023556+0.00039815i,9.1112e-05+0.00016609i,9.2405e-06+7.5349e-05i
0.00047457-0.00097585i,0.00087914-0.0010218i,0.001213-0.0013856i,0.00067486-0.0023088i,0.00029834-0.0025603i,-0.00077618-0.00181i,-0.0009823-0.00079427i,-0.00071379-0.00063375i,-0.00081044-0.00011572i,-9.078e-05+9.3836e-05i,0.00089632-1.0341e-05i,0.00096346+0.00045674i,7.3451e-05+0.00027849i,-0.00050248+0.00030333i,-0.00031103+0.00084283i,-0.00012966+0.00081214i,1.23e-05+0.00068592i,-0.00025325+0.00051693i,6.2e-05+0.00028581i,0.00060404+0.00016167i,0.00047993+0.0001311i,0.00078665-0.00022014i,0.0011959-0.00043224i
0.00035453-0.00012128i,0.00058487-0.00061015i,0.001558-0.001347i,0.0015893-0.0014902i,0.00069035-0.0019756i,6.7294e-05-0.0024083i,-0.00032445-0.001883i,-0.0013175-0.0011703i,-0.0019267-0.00090033i,-0.00076634-0.0013715i,-0.0006504-0.0015444i,-0.00097349-0.00060925i,-0.00038682-0.00014192i,-0.00040339-9.2309e-05i,-0.00015164-0.00014098i,-0.00025525-0.00032583i,-0.00071249-4.6296e-05i,-9.8579e-05-0.00061848i,0.0002983-0.0014427i,-0.00034762-0.00081714i,-0.00031123+0.00018726i,0.00031609+0.0007018i,-6.9194e-05+0.00098747i
0.00038818+0.0022468i,0.0006016+0.0022773i,0.00052934+0.0021443i,0.0003092+0.00048801i,0.0012768-0.0010371i,0.0011227-0.0012697i,-0.00010343-0.001601i,-0.00061579-0.0012436i,-0.0012045+0.00032572i,-0.0017537+0.00065567i,-0.001216-0.00012817i,-0.00072648-0.0006588i,-0.00089569-0.00058495i,-0.00076849+0.00021805i,-0.00026593+0.00027997i,1.6233e-05-0.00025894i,0.00038717-0.00071527i,0.00014689-0.00051809i,-0.00017286-5.7656e-05i,-0.00038823-0.00042324i,-0.00010502-0.00080023i,0.00017337+8.4797e-05i,3.7719e-05+0.0007731i
-0.00098297-0.0019276i,-0.0014418-0.0022579i,-0.0012531-0.0030168i,-0.001314-0.0023868i,-0.00086712-0.0009365i,-0.00026528-0.00035147i,-5.9027e-05-0.00058019i,-0.00061903-0.00060521i,-0.0015002+5.5687e-06i,-0.0013729+0.00080125i,-0.00085218+0.001745i,-0.00048403+0.0020436i,-0.00046091+0.0010731i,-0.00070676-0.00035249i,-0.00060472-0.001125i,-0.00064434-0.0012171i,-0.00063063-0.0018197i,-0.00039-0.001743i,-0.0010309-0.00084646i,-0.0010424+0.00014252i,-0.00033975+0.00038141i,9.3562e-05-0.00010823i,0.00083706+0.00018583i
0.00087924-0.001669i,0.0009725-7.4596e-05i,0.00062538+0.00048534i,-7.2734e-05-0.00062752i,-0.00058288-0.0011748i,-0.00075318-0.00034591i,-0.00056069+0.00034924i,-0.00067666+0.00019467i,-0.00090905+0.00076028i,-0.0014582+0.0012987i,-0.0011837+0.0015146i,-0.0010571+0.0022548i,-0.00098233+0.0015272i,-0.00065157+0.00024679i,-0.00024779+0.00045539i,7.3447e-05+0.00058634i,-0.00066513-0.00013246i,-0.00069828-0.0010674i,-0.00064371-0.0010681i,-0.0009003+1.6466e-05i,-0.00069012+1.5032e-05i,-0.0002245-0.00058809i,0.00018918-0.00026281i
-0.00048626-0.002043i,-0.00067376-0.00067319i,-0.00052102-0.00072783i,-0.00012189-0.00085831i,0.00043698-0.00037956i,0.00016307-1.1606e-05i,8.1596e-05-0.00057793i,0.00040296-0.0011314i,-0.00025846-5.8175e-05i,-0.0003663+0.00068935i,0.0003563+0.0003699i,0.0008439+9.5343e-05i,0.00063739+0.00035273i,-0.00042+0.00048446i,-0.0005281+7.4304e-05i,0.00016472+4.294e-05i,0.00049218+0.00064644i,0.00043059+0.00053422i,-2.1672e-05+0.00036872i,-0.00048441-1.9076e-05i,-0.00027225-0.0005807i,0.00034598-0.0004868i,0.00064667-0.0003097i
0.00029238+0.00056742i,0.00071681+0.00075266i,0.0007928+0.00089445i,0.00045983-0.0004588i,-0.000158-0.0013904i,-0.0011297-0.0015521i,-0.0011809-0.0011492i,-0.00068979-0.0007062i,-0.00049867-0.00052489i,-0.00075112-0.00090879i,-0.00055931-0.00090428i,-6.7456e-05-0.00027347i,0.00028818-0.00022814i,6.832e-05-0.00013165i,-0.00043455+0.00017029i,-0.00031965+0.00022518i,9.5772e-05+0.00021432i,-7.7924e-06-0.00028879i,-0.00034878-0.00018438i,1.7605e-06+0.00038108i,0.00031647+0.00022334i,0.00054443+0.00045061i,0.00060206+0.00019477i
