-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
-0.0012983+0.0010915i,-0.0004943+0.0012053i,0.00073313+0.0012233i,0.001009+0.00046233i,0.00083367-0.00071661i,0.00030991-0.00097042i,-0.00063819-0.0001244i,-0.0011752+0.00038341i,-0.00059057+0.00033236i,-0.00025462+0.00016251i,0.00030851-0.00023258i,0.00065735-0.00015189i,0.00019942+0.00068561i,-0.00027345+0.00059803i,-0.00050309+0.00049586i,-0.00036156+0.00022953i,0.00052011-0.00013624i,0.00088512-5.0983e-05i,0.0003767+0.0006831i,-0.0005497+0.001097i,-0.00080549+0.00044074i,-0.00052612+0.00090734i,-0.00024854+0.00098356i
0.0014353-0.00081473i,0.0017704-0.0018748i,0.0015089-0.0034989i,0.00082779-0.0037169i,0.00037666-0.0019356i,-0.00030503-0.00036383i,-0.0013608-0.00059046i,-0.0018672-0.00097183i,-0.0016971-0.00093606i,-0.00099487-0.00077804i,-0.00034404-0.00023232i,-0.00044995+0.0006024i,-0.00050499+0.0014214i,5.8653e-05+0.0015689i,-2.7352e-05+0.0010403i,-0.00057623-0.00013871i,-0.00086092-0.00065659i,-0.00075236+0.0003259i,-0.00030094+0.001288i,-6.0496e-05+0.00038037i,-5.93e-06-0.0006915i,0.00056734-0.00020026i,0.0011781-0.00020044i
0.00020793-0.0012844i,-0.00034812-0.0013006i,-0.0003281-0.0014174i,-0.00074104-0.0016904i,-0.00073902-0.0016675i,-0.00050007-0.00084097i,-0.00020902-0.00024062i,0.00029334-0.00028535i,0.00038247-0.00011821i,-0.00012988+0.00057423i,-0.00079855+0.00054713i,-0.00057325+0.00067331i,-0.00072053+0.0012363i,-0.00031341+0.00084343i,7.5265e-05+1.9559e-05i,0.00015055-0.00056555i,0.00036917-7.2504e-05i,-9.0312e-06+0.00035931i,-4.3379e-05+0.00012443i,0.00023476-0.0010012i,0.00055777-0.0011717i,0.00033864-0.00039057i,0.00014953+0.00012113i
-0.0012423+0.00034542i,-0.00077627-3.5322e-05i,-0.00092447+0.00012866i,-0.00033199+0.00011594i,0.00071707+0.00061107i,0.00067798+0.00086863i,0.00012008-1.3993e-06i,-0.00012375-0.00031124i,-0.00070364+0.00035278i,-0.00051334+0.001089i,2.3975e-05+0.00052266i,0.00035068-0.00029698i,-0.00025796-0.00051884i,-5.3198e-05-0.00063263i,0.00044953-0.00044008i,0.00027404+0.00013089i,-0.00023979+0.00015943i,-0.00097943+0.00014104i,-0.0012551-0.00066702i,-0.00066116-0.001303i,-0.00060445+0.00020588i,-0.00036463+0.00084263i,0.0004275+0.0002651i
-0.00072179-0.0002222i,0.00011119+0.00014387i,0.0004834+0.00094366i,0.00083044+0.0011381i,0.0013124+0.00022305i,0.00038836-0.00055312i,-0.0011062-0.00065944i,-0.0008605-0.00063784i,-0.0005179-0.00063544i,-0.00040939-2.7526e-05i,-0.00045691+0.00058707i,-0.001044+0.0004831i,-0.00075488+0.00032697i,-4.5225e-05+0.0013643i,-8.2911e-05+0.0014937i,0.00013763+0.00082155i,-6.049e-05-0.00025075i,-0.0012133-0.00097245i,-0.0015965-0.00040537i,-0.0008025+0.00021254i,-0.00028203+0.00026049i,9.9354e-05+5.8031e-05i,-8.5165e-05+8.88e-05i
-1.8629e-05+0.00029058i,-0.00069967-0.00061868i,0.00031143-0.00099458i,0.001217-0.0018133i,0.0001598-0.0020169i,-0.00099161-0.0010153i,-0.0012223-0.00067573i,-0.00085269-0.00017246i,-0.00033058+0.00061895i,0.0005677-0.00018166i,0.0010136-0.0012936i,0.00024299-0.00064985i,-0.00071267+0.00042127i,-0.0015584+0.00016047i,-0.00081555-0.00032217i,-5.7887e-05+2.0355e-06i,-0.00061107+0.00016761i,-0.00067218+0.00035471i,-0.0010965+0.00047311i,-0.0012544-2.837e-05i,-0.00090222-2.4903e-05i,-0.00089999-8.288e-05i,-0.00087668-0.00096148i
-0.0009162-0.0015758i,-0.00054867-0.00070374i,-0.0013287-7.4341e-05i,-0.0017642-2.302e-05i,-0.0011774-0.00055784i,-0.0006304-0.00064873i,-0.00083603-0.00070493i,-0.0010191-0.0014025i,-0.0010752-0.0013034i,-0.00076868-0.00041214i,1.3189e-05-0.00022414i,4.9007e-05-0.00061653i,0.00035774-0.00057358i,0.00083675-0.0001871i,-0.00010898-0.00043063i,-0.00062811-0.00085465i,-0.00054116-0.00071519i,-0.00079609-0.00060323i,-0.0011568-0.00090278i,-0.00062358-0.00036085i,-0.00017235+0.00044448i,-0.00020582+0.00019536i,9.8597e-05-0.00034565i
0.002628+8.0469e-05i,0.002223+0.00022011i,0.0021204+1.4703e-05i,0.0017957-0.0010911i,0.00092904-0.001728i,-0.00084246-0.0014589i,-0.0015741-0.0010025i,-0.00042994-2.6381e-05i,1.9388e-06+0.00010701i,-0.00012083+4.3343e-05i,-0.00034247+0.0002119i,-0.00088782+0.00043102i,-0.0012441+0.0011702i,-0.0012995+0.001446i,-0.00068859+0.00014412i,-0.00064375-0.00082212i,-0.0011666-0.00087718i,-0.0014579-0.00056776i,-0.001105-1.6704e-05i,0.00011431-7.9993e-05i,0.00059125-9.7949e-05i,-6.269e-06+0.00041055i,-0.00020419+0.00094866i
0.00037517+0.0013715i,0.000956+0.00042546i,0.0016615-0.00026494i,0.0017853-0.00082603i,0.0011405-0.0014634i,-0.00047194-0.0015018i,-0.00078914-0.0010001i,-0.00072362-0.0003661i,-0.0019556-0.00017004i,-0.001636-0.00016939i,-0.00040976+0.0004428i,0.00018176+0.001127i,-0.00029523+0.00079889i,-0.00075206+0.00014073i,-0.00042206-7.9371e-05i,0.00019182+0.00013381i,-7.593e-05+0.00045928i,-0.00046578+0.00050567i,0.00019525+9.2036e-05i,0.00088887+0.000139i,0.00042391+0.00044291i,-4.8246e-05+4.1966e-05i,0.0001093-3.9074e-05i
-6.2476e-05+0.00040092i,0.00099794-0.00069303i,0.0016751-3.3945e-05i,0.00089879+0.00075902i,0.00016855+0.00018386i,-9.4968e-05-0.00062877i,-0.00044863-0.00090775i,-0.0012521-0.00058198i,-0.00070697+0.00010387i,0.00088505+0.00072759i,0.00083077+0.00067873i,-0.00011526+0.00054071i,-0.0007172+0.00039508i,-0.0012526+0.0010729i,-0.00087808+0.00089774i,-0.00061299-0.00012154i,-0.00034646-0.00017087i,0.00012306-4.093e-05i,0.00012318-0.00048024i,-0.00073064-0.00096343i,-0.00058141-0.00069124i,0.00061961-0.00046187i,0.0012011+0.00045817i
-0.0010445-0.0013762i,-0.0016678-0.00073975i,-0.0020938-0.00079849i,-0.0025286-0.0014266i,-0.0021655-0.0010026i,-0.0018735-0.00060285i,-0.00089411-0.00097145i,-0.00035543-0.0011043i,-0.0012715-0.00071258i,-0.00076281-6.6237e-05i,0.00033554+0.00098528i,0.00067027+0.0014329i,0.00085945+0.0009189i,0.0004924+0.00051827i,0.00012799-0.00037992i,-0.00010051-0.0013002i,-3.5862e-05-0.0011967i,-3.2609e-05-0.00051804i,-0.00036845-0.00024288i,0.00020679+0.00010052i,0.0002921+0.00045839i,-0.00018214+0.00049678i,-5.1157e-05+0.00053099i
-0.00064595+0.00061012i,0.00015848+0.00094236i,-0.00022902+0.0016671i,0.00048205+0.0010158i,0.0010841-0.00058525i,5.1639e-05-0.0013111i,-0.001332-0.00097822i,-0.0018066-0.00035234i,-0.00148+5.633e-05i,-0.0008053+0.00034166i,4.3011e-06-0.00017011i,0.00068648-0.00090139i,0.00020242-0.0005413i,7.5607e-05-0.0003767i,0.00032736-0.00014181i,-0.00031282+0.00049828i,-0.00077488+0.00084451i,-0.00064419+0.00098351i,-0.00042531+0.0010074i,-0.00054724+0.00067058i,-0.00021986+0.00010362i,2.8771e-05-0.00025893i,0.00036078-9.8973e-06i
7.4282e-05+0.001144i,-0.00023338+0.00089631i,0.0007849+0.00042796i,0.0014358-0.0010749i,0.00078816-0.0013145i,8.9255e-05-0.00050806i,-0.00060491-0.00087642i,-0.0010674-0.0016068i,-0.00082766-0.00086309i,-0.00093899-7.771e-05i,-0.00066588-0.0003771i,0.00016542-0.00021845i,0.00044125+0.00011543i,1.4187e-05+0.00026775i,-0.00042543-0.00051785i,-0.00024528-0.00070179i,-0.0002816+0.00012151i,-0.00062458+0.00017467i,-0.00083467-0.00035321i,-0.00047865-0.0012842i,-9.0869e-05-0.00073496i,-0.00090647+0.00022907i,-0.00082876-0.00030742i
0.001459+0.00028121i,0.0019196+0.00072852i,0.0013173+0.00076824i,0.00048309-0.0010027i,0.00013039-0.0020176i,-0.0004396-0.0014718i,-0.00064566-0.00077897i,-0.0010166-0.00060766i,-0.00098414-0.00016389i,-0.00042742+1.8931e-05i,-0.00014742-0.00024023i,0.00030455-4.2781e-05i,0.00076097+0.00024016i,0.00037342+0.00021938i,-3.3919e-05+0.00034864i,-0.00056289+0.00040343i,-0.00049381+0.00041585i,0.00014373+4.8167e-07i,-3.5013e-05-0.00029085i,-0.00064485-0.00017073i,-0.00027064-0.00051415i,0.0007198-0.00069856i,0.0008221-0.00070357i
0.00078048+0.00021044i,0.00078805-0.00077595i,0.0024791-0.0011987i,0.0021367-0.0012667i,0.00024339-0.001613i,-0.00055476-0.0013481i,-0.0008652-0.00018876i,-0.00087714+7.1573e-05i,-0.00083972-0.00087455i,-0.00053678-0.00065427i,-0.00043631+0.00018282i,-0.00028872+0.00014731i,-0.00027228+0.0002024i,-0.00022553+0.0009472i,0.00020458+0.00043772i,-9.1324e-05-0.00045207i,-0.00017252-0.00046678i,0.00042617-0.000274i,0.00026527+5.2992e-05i,-3.5877e-05+1.508e-05i,0.00015106-0.00069983i,-0.00054255-0.0011418i,-0.00077254-0.00069018i
0.0010611-0.00070813i,0.00054887-0.0010382i,-0.00026441-0.00039319i,-0.00044876-0.00027216i,-0.00016409-0.0012646i,-0.00025177-0.0011565i,-0.00065773-0.00047044i,-0.00051462-0.00047567i,0.0004358-0.00027736i,0.00020651+0.00029504i,-0.00049814+0.00054253i,-0.00071278+0.00012825i,-0.00081778-0.00050707i,-0.00032198+2.7553e-05i,-0.00054776+0.00028104i,-0.00040002-0.00047554i,-0.00015952-0.00057459i,-0.0001187+9.2999e-05i,-0.0002013+0.0011418i,-0.00073676+0.00030714i,-0.00066471-0.00056899i,-4.8111e-05+0.00032898i,0.00023431+0.00063796i
-0.00080495-0.00030518i,-4.1035e-05+0.00056212i,0.00076475+0.0010937i,0.0012762+0.0015127i,0.0018525+0.0012888i,0.001625+3.5046e-05i,0.00013934-0.00048578i,-0.00056967-0.00036054i,-0.00080202-0.00016842i,-0.0013393-0.00034454i,-0.0008544-0.00096944i,7.6141e-05-0.00099468i,0.00027688+0.00014809i,-0.00023144+0.0004896i,-0.00041864-0.0005065i,-0.00066424-0.00065253i,-0.00095836-0.00042413i,-0.00094984-0.001121i,-0.00060845-0.00065808i,-0.00010552-0.00023042i,-3.0085e-05-0.00033828i,6.7418e-05-0.00011989i,0.0004644-0.00011387i
-0.00050445+0.00033736i,-0.00077054+0.0013464i,-0.0012962+0.0019322i,-0.0007751+0.0011i,-8.2655e-05+0.00034094i,0.00066594+0.00069672i,0.00052133+0.00021059i,0.00026752-0.00073062i,-0.00013888-6.6508e-05i,0.00039583+0.0010137i,0.0016965+0.0013897i,0.0013146+0.00073074i,0.00067667-8.2185e-05i,0.00010635-9.305e-05i,-2.1228e-05+0.00029517i,-0.00020365+0.00017865i,-0.00090624-0.0002441i,-0.0013667-0.0011592i,-0.00088724-0.0015119i,0.00033681-0.00085149i,0.00072826-9.7582e-05i,0.00055085+0.00018258i,0.00088133+0.00031256i
0.00042-0.00012235i,0.00068485-0.00082351i,0.0021968-0.0016694i,0.0022047-0.0018114i,0.0009868-0.001438i,-0.00019022-0.0016999i,-0.0016869-0.0016392i,-0.002125-0.00061926i,-0.0010985+0.00037565i,0.00022533+0.0004153i,0.00072289+0.00027167i,0.00033694+0.00070254i,0.00046719+0.00039175i,0.00018325-0.00027481i,0.00028501-8.9941e-06i,0.0003827+8.3493e-05i,0.00031609+0.00021468i,0.00037393+0.00021619i,4.481e-05+0.00011178i,0.00029876-0.00020814i,0.000555-0.00093367i,0.0010657-0.0010021i,0.00086837-0.00018639i
-0.00047976+0.00036465i,-0.00025708+0.00060178i,0.00026594+0.0013191i,0.0012781+0.00012857i,0.00086989-0.00054604i,-0.00047252+0.00059723i,-0.00085714+0.00048039i,-0.00095947-0.00077265i,-0.0010188-0.0010678i,-0.00059069-0.00062892i,5.7365e-05+3.716e-05i,0.0002648+0.00032528i,0.00071379+0.00059536i,0.00064065+0.0004976i,0.00032755+0.00020983i,-0.00043157-8.5607e-05i,-0.00099238-0.0006227i,-0.00021863-0.00034342i,0.00042762+0.00011672i,-0.00017363+0.00042294i,-0.0001271+0.00041257i,0.0002382+0.00012362i,0.00032031+2.8933e-05i
0.00039758-0.00044637i,-0.00030235-0.00035717i,-0.0002369-6.2035e-05i,-0.00053342-0.00082751i,-0.00015613-0.0012796i,-0.00037643-0.0004761i,-0.00082785-0.00059501i,-0.00091995-0.00099902i,-0.0012618-0.00048139i,-0.00092541+0.00029841i,-0.00023301+0.00084969i,8.4894e-05+0.00089547i,-0.00011598+0.00047501i,-0.00046443+0.00060485i,-0.00072384+0.00060048i,-0.00086211+0.00019763i,-0.00063941+0.00050169i,-0.0011132+0.00074329i,-0.0008297+0.00052842i,-0.00019323+0.00076871i,-7.8701e-05+0.00047745i,4.1157e-05+0.00012553i,-0.00011268-0.00024655i
0.0008529+0.00084758i,-0.00016436+0.00033153i,-0.00068188+0.00012453i,0.00022221-0.00043484i,0.001087-0.0014259i,0.00062754-0.0016054i,0.0005717-0.00085443i,0.00016716-0.00051797i,-0.00014323-0.00030963i,0.00010237+0.00019576i,-0.00084145+0.00062038i,-0.001185+0.00058978i,-0.00035925+0.00047576i,-8.6877e-05+0.00012809i,-0.00087041+0.00015726i,-0.00090757+0.00022629i,-0.00047368+0.00022066i,-0.0006022+0.00035157i,-0.00095367+0.00045877i,-0.00047683+0.00022647i,-0.00018703+0.00024122i,-2.9675e-05-0.00043259i,0.0001458-0.00086438i
-0.0002229+0.0015751i,-0.00065101+0.0020934i,0.0002341+0.00069129i,0.00064529-0.00040505i,0.00083105-0.0004925i,0.00057997-0.0011595i,-0.00026145-0.0011436i,-0.00060723-0.0007966i,-0.00044207-0.00013768i,0.00020798-0.00017321i,0.00038039-0.0005236i,-0.001474+0.00027373i,-0.0017018+0.0010775i,-0.00044215+0.00066491i,0.0003907+0.00062287i,0.00057469+0.00090006i,0.00076177+0.00027602i,0.0007168+8.0091e-05i,0.00087602-0.00043624i,0.00078565-0.00070746i,0.00067046-0.00050599i,0.00079675+0.00048039i,0.00051069+0.0011389i
0.00014429+0.00039618i,0.0015196+0.00062453i,0.0018967+0.00058814i,0.0013393-0.00043235i,0.00078291-0.0011328i,0.00010677-0.0017869i,-0.0010696-0.0013701i,-0.0017537-0.00053757i,-0.00097027-0.00080255i,-2.2456e-05-0.00074283i,0.00042425-0.0004509i,0.00024904-9.0998e-05i,-0.00032868-9.5084e-06i,-0.00068938+0.00027694i,-0.0009345+0.00068284i,-0.00073672-0.00016004i,-3.5154e-06-0.00055701i,0.00045016+0.00032422i,0.00039388+0.001102i,0.00012235+0.0012568i,-0.00052913+0.00092061i,-0.00072993-0.00022437i,0.00055905-0.0002095i
-0.00090868+0.00081187i,-0.00092078+0.00040043i,-0.0010482-0.00031896i,-0.0011058-0.00079391i,-0.00048296-0.0009702i,-0.00067524-0.00088054i,-0.0012828+2.1161e-05i,-0.0013007+0.00075322i,-0.0012164+0.00017821i,-0.00028173-0.00045984i,9.5792e-05-0.00029194i,-0.00027725-0.00047982i,-0.00050517-0.00040799i,-0.00027459+1.6826e-05i,0.00040574-0.00037394i,0.00080504-0.00058128i,0.00010451+0.00013255i,-0.00060908+0.00050977i,-0.00055724+0.00013604i,-0.00044898+0.00017418i,-0.00027277+0.00041698i,-0.00011927+0.00012501i,-8.4829e-05-0.00037908i
-0.0016262+0.00034688i,-0.0010771+8.8392e-05i,-0.00090214+0.00063635i,-0.00037695+0.0011176i,0.00021324+0.00095283i,-0.00014545+0.00070822i,-0.00078681+0.0005524i,-0.00072468-0.00063985i,-0.00025438-0.00096652i,0.00010442-0.00027778i,0.00029003+0.00041429i,0.00010803+0.00034026i,-7.1765e-05+0.00015754i,-0.00063496-0.00031721i,-0.00077361-0.0004213i,-5.828e-05-0.00048988i,0.00010978-0.00046511i,-0.00068118-0.00017621i,-0.00043499-0.00034483i,0.00036333-0.00052815i,0.00039364+1.6151e-05i,-0.00058167+0.00038738i,-0.00097536+0.00039044i
-0.0024296+0.0010529i,-0.0013622+5.6068e-05i,-0.00069055+0.0003591i,-0.0003485+0.00074465i,0.00014538+0.00040875i,0.00031647-0.00033992i,-0.00026354-0.00059588i,-0.00093554-0.00054688i,-0.0011376-0.00031249i,-0.00034215+0.00035374i,0.00046553+0.0006264i,0.00095532-0.00020547i,0.00090667-3.1145e-05i,-0.00019637+0.00024501i,-0.00079705-0.00057355i,-0.00035728-0.0011744i,-0.00031728-0.00041438i,-0.00078817-0.00015511i,-0.00080072-0.0004499i,0.00017702-0.00043251i,0.00014567-0.00035412i,-0.00040915-4.2194e-05i,4.5846e-05+8.4212e-05i
0.0013436+0.00079074i,0.00071812+0.00042214i,-0.00024965-0.00015405i,0.00033318-0.00080314i,0.0010079-0.001129i,0.00038897-0.0014746i,-0.00019419-0.0011201i,-0.00074042-0.00046791i,-0.00098899-0.00050624i,3.2475e-05-0.0002733i,0.00044995+0.00021867i,-0.00057+0.00041669i,-0.0010748+0.00051663i,-0.00072016+0.00065551i,-3.8519e-05+0.00077894i,4.5954e-05+0.0002463i,-0.00033061+0.00022983i,-0.001219-0.00028833i,-0.00082236-0.0019567i,0.00023773-0.0022848i,0.00026921-0.001468i,0.00031021-0.00057707i,0.00019954+0.00011575i
0.0017291-0.0001597i,0.0010328-0.00081818i,0.0013128-0.0008842i,0.00031402-0.00092306i,-0.0010789-0.0014557i,-0.0014102-0.0011616i,-0.0011793-0.00077i,-0.0011622+0.00020425i,-0.0011969+0.00047438i,-0.00094189-0.00010904i,-0.00084442+0.00014365i,-0.0010385+0.0011467i,-0.00056074+0.001629i,-0.00039677+0.0012796i,-0.00047649+0.00049183i,-0.00072187+0.0007556i,-0.00054817+0.0014543i,-8.064e-05+0.00152i,-0.00011358+0.00073007i,-0.00020486-9.3807e-05i,-0.00024245-0.00034426i,-0.00055309-0.0002008i,-0.0002696-0.00020917i
0.001116+0.00043785i,0.00090106+0.00051281i,0.00072221-0.00089964i,0.00022542-0.0023425i,3.8353e-06-0.0016771i,-0.00014607-0.00013542i,-0.00095808+0.00038322i,-0.0011009+0.00063137i,-0.0010766-6.4735e-05i,-0.0012087-0.00054082i,-0.00081793-8.0048e-05i,-0.00068634+0.00010846i,-0.00098508-8.7684e-05i,-0.0013845-0.0002965i,-0.0010437+0.00029397i,-0.0005294+0.00083301i,-0.00026504-0.00013354i,5.0374e-05-0.0010414i,0.0007372-0.00064567i,0.0010567+0.00014377i,0.00018922-0.00010812i,-0.00028544-0.00095811i,-1.3273e-05-0.00071188i
0.0016279-0.00044244i,0.0010206-0.00074615i,0.00013266-0.0019673i,-9.5262e-05-0.0029469i,-0.00047683-0.003085i,-0.0011588-0.0022239i,-0.0012145-0.00096307i,-0.00085229-0.00075152i,-0.00050923-0.00091024i,-0.00015851-0.00054427i,0.00051594-0.00010957i,0.00035975+0.00018061i,-0.00022285+0.00065097i,-0.00041559+0.00052124i,-6.9941e-05+0.00039142i,0.00063197+0.0010017i,0.00066162+0.00066813i,0.00028099-0.00028841i,-3.1031e-05-0.00074024i,-0.00022103-0.00067867i,-1.3283e-05-0.0001685i,8.2939e-05-6.4997e-05i,-0.00018945-0.0007155i
0.00028168-0.00034206i,-7.5928e-05-6.3268e-05i,0.00025822+0.0003431i,-1.6593e-05-0.00076188i,0.00045737-0.0016614i,0.00059198-0.00066118i,-0.00020543-0.00026002i,-0.00050666-0.0012042i,-8.6923e-05-0.00082157i,-0.00031981+0.00037837i,-0.00077171-9.9966e-06i,-0.00058681-8.8373e-05i,0.00010222+0.00011179i,0.00039219+0.00021281i,0.00021036+1.6833e-06i,0.00058535-0.00051788i,0.00031513-0.0010919i,-1.0431e-05-0.00091634i,-0.00010308-0.00079187i,-0.00019625-0.0011183i,-0.00017209-0.00086428i,0.00012489-0.00068182i,-4.726e-05-0.00045654i
-0.00051204-0.00099765i,0.00017585-0.0020568i,-0.00011809-0.00099511i,-0.00077083-0.00020925i,-0.0014598-0.00031952i,-0.0014099+0.00047342i,-0.00087919+6.1892e-05i,-0.00091831-0.00041868i,-0.0010955+0.00029189i,-0.00090575+0.00038646i,-0.00059681+0.00017591i,-0.00030505+0.00060782i,-0.0004656+0.00045331i,-0.00066941-0.00020799i,-0.00068211+0.00022785i,-0.00098549+0.00085496i,-0.0015238+0.00049839i,-0.0015137+0.00017315i,-0.0010797+0.00041555i,-0.00020152+0.00069367i,-0.00014919+0.00089712i,-0.00041376+0.00050335i,2.1199e-05+1.8419e-05i
-0.0016172-0.00066236i,-0.0017261-0.00022892i,-0.0013654-0.00040242i,-0.000728+0.00036641i,0.00042264+0.00024143i,0.0018904-0.00029921i,0.0014668+0.00019799i,0.00039485+0.0003818i,-0.00010372+0.00078124i,-0.00032892+0.0011174i,-0.00013472+0.0011989i,-0.00011362+0.00089659i,-0.00016299+0.0013582i,1.6768e-05+0.0018528i,-0.00055033+0.00084852i,-0.00048457+0.00033623i,-2.3413e-05+0.00069153i,4.0236e-05-9.3167e-05i,-0.0002548-0.00091144i,-0.0004068+6.8234e-05i,-0.00011423+0.00036623i,-0.00017884-0.00028201i,-8.6978e-05-0.00080134i
-0.00034956+0.00014103i,-0.00010709+0.00023029i,-0.00025415-0.00027397i,-0.00028869-0.0010488i,-0.00014001-0.0014248i,-8.7888e-06-0.00081025i,-0.00034007+0.00014575i,-0.00077381-2.331e-05i,-0.00069412-0.00021606i,0.00013488-0.0002854i,0.00030821-0.00016637i,-0.00059665+0.00019653i,-0.0018004+0.00013906i,-0.0015031+1.015e-05i,-0.00015991-0.00019867i,0.00050295-0.0001836i,0.0003287+0.00017011i,-2.3136e-05+0.00013409i,-0.00038258+0.00048409i,-0.0005848+0.00062824i,0.00042268+0.00024597i,0.00073778-3.3528e-05i,0.00040065-8.6285e-05i
0.0015667+0.00054746i,0.0016871+6.6793e-05i,0.0024223-0.00083936i,0.0027886-0.0010978i,0.0010454-0.00086672i,-0.00091628-0.0011291i,-0.0012245-0.0012568i,-0.00092019-0.00084785i,-0.00054959-0.00036965i,-0.00016375-6.3926e-06i,-0.00061249+0.00029448i,-0.0010244+0.00013807i,-0.0007604-0.00010461i,-0.00076791-9.9403e-05i,-0.0004102-8.48e-05i,0.00025257-0.0001346i,0.00035668-0.00054408i,0.0003129-0.00034967i,0.00022758-1.7933e-05i,0.00013062-0.00070914i,-0.00012569-0.00041855i,0.00024392+0.00055436i,0.0010915+0.00057476i
-0.00028405-0.00076968i,0.00019065-0.0008178i,0.00047001-0.0018611i,-3.6125e-05-0.0028961i,-0.00060233-0.0023902i,-0.00012461-0.0015216i,0.00025237-0.0012011i,-0.00015646-0.0010239i,-0.00046641-0.00099358i,-6.5989e-05+8.2282e-05i,0.00050634+0.001183i,-0.00011014+0.0014396i,-0.00052634+0.001174i,-3.963e-05+4.0622e-05i,0.00047852-0.00060283i,0.00047042-0.00086188i,-0.00018783-0.00021257i,-0.00076641+0.0005544i,-0.00098509+0.00033571i,-0.0013201+0.00026743i,-0.0011644+0.00068753i,-0.0012137+0.00083731i,-0.0011827+0.00066126i
-0.00012173-0.0024762i,0.00055634-0.0024486i,-0.00040224-0.0017402i,-0.00017583-0.0012351i,0.00037541-0.00049267i,-7.1383e-05-0.00067921i,-0.00066941-0.00062987i,-0.0016097-0.00025625i,-0.0016767-0.00084969i,-0.0011959-0.00099903i,-0.0013138-4.7474e-05i,-0.001473-2.129e-05i,-0.0012289-0.00081597i,-0.00065323-0.0010733i,-0.00022746-0.00011602i,-5.4339e-05+0.00065347i,-9.5911e-05+0.00018907i,-0.00015901-0.00038804i,-8.5654e-05-0.00065211i,-0.00070856-0.00065091i,-0.0013307+0.00036049i,-0.00104+0.00099288i,-0.00084471+0.00095919i
-0.0023546+3.0014e-05i,-0.0014606-0.00017483i,-0.0013985-5.9429e-05i,-0.0012087+0.0004334i,-0.0003313+0.00059455i,0.00064546+5.2837e-05i,0.00043302-0.00052689i,-0.00023116-0.00024163i,-0.0010917+0.00023525i,-0.0009814+0.00081083i,-0.00081042+0.0010616i,-0.00096554+4.3943e-05i,-0.00057047-0.0011059i,-0.00086697-0.00078823i,-0.0010314+1.5711e-05i,-0.0006301-7.1869e-06i,-0.00046107+0.00027062i,-0.00047807+7.9796e-05i,-0.00058866+0.00035233i,-0.00092241+0.00027529i,-0.00057075-5.4186e-05i,-9.8624e-05+0.00097088i,-0.00041825+0.0012217i
0.00074743+0.00018293i,0.0008972+0.0012945i,0.0010678+0.0011559i,0.0021529-0.0006449i,0.0021058-0.0013717i,0.00065646-0.00081031i,0.00055774-0.00027749i,0.00073021-0.00018408i,6.0215e-05+0.00010339i,-0.00057805-8.1592e-05i,-0.001018+0.00018757i,-0.00082853+0.00092736i,-0.00088515+0.00064114i,-0.00073456-0.000362i,-0.00061727-0.00071063i,-0.0010546-0.0004908i,-0.00078684-0.00042193i,-0.00046461-0.00048301i,-0.00059646-0.00016394i,-0.00068947+0.0002527i,-0.00067428-0.00011849i,-9.3617e-05-0.00023852i,0.00045954-0.00013298i
0.0010971+0.00022972i,0.0018079-0.0011222i,0.0018662-0.0022072i,0.0013476-0.0021214i,0.0011971-0.0021828i,0.00045119-0.0016083i,-4.5911e-05-0.0008984i,-0.00013017-0.0013691i,-0.0002255-0.001375i,-0.00025023-0.00068399i,6.1021e-05+0.00018713i,-0.00012555+0.0004415i,-0.00077852+0.00065429i,-0.00088079+0.00088022i,-0.0010295+2.9974e-05i,-0.00086809-0.0004212i,-0.00068459+5.5857e-05i,-0.0010254+0.00051889i,-0.00098723-0.00015641i,-0.00046381-0.00061088i,-0.00045726-0.00066136i,-0.00040519-0.00045098i,-2.1317e-07+0.00051613i
9.9226e-05+0.0013749i,6.1317e-05+0.00095461i,0.00074099+0.0004378i,0.0011777-0.00058642i,0.00080099-0.001727i,-0.00014286-0.0019847i,-0.0013361-0.0019852i,-0.0014841-0.001107i,-0.00072522+0.00020281i,-0.00028806+0.00019361i,-0.00048147-0.00012786i,-0.00068807-0.00032819i,-0.00076121+0.00015776i,-0.00061594+0.0010329i,0.00023862+0.00052053i,0.00020862-0.00010404i,-0.00042462-0.00048489i,-0.00020762-0.00058516i,0.00020489-0.00045223i,4.7303e-05-0.00079096i,-0.00016102-0.00078737i,0.00010525-0.00025475i,-0.00018002-0.00035708i
