-0.0012235-5.2613e-05i,-0.0012908-0.00060289i,-0.0016748-0.0015201i,-0.0013632-0.0009905i,-0.0011613+0.00011752i,-0.0014198+0.0010205i,-0.0012502+0.0017052i,-0.00076659+0.0014014i,-0.00029576+0.00056158i,0.00033759+5.8095e-06i,0.0014164-0.00029456i,0.0015767-0.00057047i,0.00055857-0.00012091i,-0.00034255+0.00027794i,-0.00069261+5.2858e-05i,-0.0013569+0.00037231i,-0.001733+0.00059161i,-0.0015366+0.00012944i,-0.000566+3.1502e-05i,-0.00011989-0.00018053i,-5.3868e-05-0.00092238i,0.00016345-0.001643i,-9.2497e-05-0.0011576i
-0.00043532+0.00082789i,0.00072493+0.00011663i,0.00069624+0.00012453i,0.00068902-0.00055803i,0.00070072-0.001628i,0.00015781-0.0015835i,-0.00066122-0.00084668i,-0.00077251-0.00028627i,-0.0013302-0.00035798i,-0.00085813-0.00046463i,-1.4319e-05-0.00043869i,0.00010152-0.00027432i,0.00019786+0.00019064i,5.3717e-05+0.0001223i,-0.00020205-7.6631e-06i,-4.803e-05+0.00012289i,0.00017535+0.00024659i,0.00069024+0.00012747i,0.00084158-6.4647e-05i,0.00024592-0.00010713i,-0.0003889-0.00012551i,-0.00097645-0.00046778i,-0.00048422-0.00052684i
0.0011654+0.00013457i,0.00070296-3.8105e-05i,0.0013015-0.0010026i,0.0013261-0.00085507i,0.00088221-7.7739e-05i,0.00051571+7.2674e-05i,0.00037343+0.00015141i,0.00035102+0.00046576i,0.00015985+0.00069971i,0.0001254+0.00039867i,0.00015474+0.00059724i,-0.0001395+0.00075917i,-0.0002225+0.0006491i,-0.00024235+0.00026023i,-0.00036076-0.00026637i,-1.0793e-06-0.00023157i,0.0001246+0.00019226i,-0.00031438+0.00027344i,-0.0010781+0.00028668i,-0.0008239+0.00073906i,4.6086e-05+0.0012081i,0.00015354+0.0011386i,-0.00053581+0.00030284i
-0.00070065+0.00094387i,-0.00021499+0.00044899i,-0.00015199-0.00042592i,-1.6052e-05-0.0013159i,-9.0587e-05-0.0009554i,-0.00016503-0.00044646i,-0.00019415-0.00025187i,-7.2307e-06-0.00056197i,0.00057858-0.0010109i,-6.1351e-05-0.00086045i,-0.00074284-0.00079439i,-4.1676e-05+4.2084e-05i,0.00052292+0.00027465i,0.00023418-0.0003585i,0.00018475-0.00016814i,0.00024643-0.0002498i,6.4277e-05-0.0006496i,-0.00067853-0.00036564i,-0.00069405+7.1581e-05i,0.00026147+7.4653e-05i,0.00010561+0.00053414i,4.2808e-05+0.00094488i,0.00016616+0.00034631i
0.0021001-0.0018998i,0.0021518-0.0017763i,0.0028326-0.0020112i,0.0023939-0.002552i,0.0016641-0.0021998i,0.0010269-0.00076163i,-0.00081178-0.00018187i,-0.00077988-0.00022776i,5.5099e-05-7.6783e-05i,-4.1137e-05+1.1712e-05i,1.9277e-06-0.00037669i,0.00030687+0.00013464i,0.00058221+0.00094103i,0.0004367+0.00097013i,8.6802e-05+0.00045768i,0.00026359+6.8778e-05i,0.00098014+0.00040602i,0.00037787+0.00071557i,0.00034612+0.00046842i,0.00073843-0.00028522i,0.00057211-0.00025239i,0.0012313+0.000259i,0.0015611+4.2339e-05i
-0.0020502-0.00029348i,-0.0013276-0.00050372i,-0.00061214-0.00049026i,-0.0011466-0.00072809i,-0.00066431-0.00079003i,0.00038262-0.00061976i,0.0002545-0.0002063i,0.00027439-0.00050382i,6.9677e-05-0.00073265i,0.00027856-0.00087553i,0.0008935-0.00096218i,0.001092-0.00095735i,0.00060302-0.00057787i,-1.7086e-05-0.00021863i,-0.00028277+4.3637e-06i,-0.00085338+0.00017981i,-0.00073371+0.000251i,-0.00071125+0.00013046i,-0.0016661-0.00032148i,-0.00090548-9.4701e-05i,0.00080878+0.00031933i,0.0015667+0.00040109i,0.0006727+1.7716e-07i
0.0011833+0.0002441i,0.0011959+0.0011138i,0.00084246+0.0018469i,0.00070865+0.0019347i,0.00015673+0.0018724i,2.8992e-05+0.0010061i,-4.3269e-05-0.0002871i,-0.00066053-0.00041822i,-0.00014124-0.00051849i,0.00036924-0.00074681i,-0.00056237-0.00032265i,-0.00092089-1.9322e-05i,-0.00067106+0.0001462i,-0.00022277-0.0002125i,0.00024297-0.00093574i,0.00072469-0.00059775i,0.00043416+5.9316e-05i,0.00011939+0.00010547i,-0.00044534+0.00020459i,-0.00067326-0.00029375i,-0.00047587-0.00046499i,-0.00087483+0.0002396i,-0.0011229+0.00039723i
0.00046461-3.0368e-05i,0.00025543-0.001205i,3.7491e-05-0.00069161i,0.00065871-0.00029201i,0.00073881+0.00047254i,0.00029921+0.00046527i,0.00036206-0.0001545i,0.00076795+8.9394e-05i,0.00059269+0.00011223i,0.00047396+0.00011514i,0.00051596+0.00037503i,2.9483e-05+0.0011612i,-0.00033888+0.002029i,-9.4057e-05+0.0012418i,-0.00036345+0.00020725i,-0.0012322+2.6777e-05i,-8.7142e-05-7.3136e-05i,0.0010068+4.3251e-05i,0.0002802-0.00020701i,0.0002875-0.00034948i,0.0002425-0.00044928i,-0.00032021-0.00059022i,-0.00049002-0.00041625i
0.0011301+0.0014477i,0.00074405+0.0019297i,0.0018733+0.0014606i,0.0026172+0.00065264i,0.0023389-0.00032989i,0.0016601-7.9035e-05i,0.00029533+0.00040523i,-0.00028452+0.00032106i,1.1136e-05+0.00044147i,0.0004883-0.0001904i,0.00081121-0.00069079i,0.00013279-0.00034979i,-0.00045442-0.00020371i,-0.00029409+0.00013307i,-0.00066859+0.00072698i,-0.0010653+0.000192i,-0.00094227-0.00081802i,-0.00069307-0.00064361i,-0.00061531+0.00048468i,-0.00050316+0.00058059i,0.00016252+0.00027326i,0.00078354+0.00057215i,0.00013398+0.00037096i
0.00056202+0.0010319i,-0.00082452+0.0013332i,-0.00042757+0.00091656i,0.00094463+0.0006506i,0.0016391+4.4761e-05i,0.0013143-0.00087909i,0.0010321-0.0011149i,0.00088353-0.0015649i,0.00082144-0.001425i,0.000363-0.0003021i,0.00066671-0.00021109i,0.00045941+0.00020014i,-0.00013055+0.000729i,0.00024843+0.00032996i,0.0001388-0.00036557i,0.0002087-0.00083774i,-0.00022119-0.00032345i,-0.00056481+0.0001768i,-0.00061526+0.00048585i,-0.0005913+0.00073285i,-0.0001681-8.4327e-05i,-0.00010928-0.00052031i,-0.00042501-0.00019602i
-0.00052136+0.00031048i,-0.00032042+0.00039314i,0.00035055+0.00027331i,0.0011239+0.00025966i,0.0013061+0.0010175i,0.00087107+0.00096265i,0.00033848+0.00039534i,-0.00055586-0.00035177i,-0.00051161-0.00092747i,0.00017816-0.0004288i,-0.00032219+0.00031967i,-0.00079696-0.0004067i,0.00017723-0.0012289i,0.0010662-0.00074008i,0.00026439+8.2223e-05i,-0.0008688+6.3265e-05i,-0.00058131-0.00057557i,9.1833e-05-0.00089997i,0.00041955-0.00082479i,0.00016686-0.00075534i,-0.00047431-0.00052208i,-0.00039082-0.00051152i,-0.00010788-0.00035003i
0.00016247-0.00021337i,0.0002787-8.1733e-07i,0.0008437-0.0002726i,0.00065163-0.00051896i,0.00032589-0.00096735i,3.4539e-05-0.00019814i,-0.00040447+0.00088247i,-0.00046527+0.00062722i,-0.00032041-6.3662e-05i,-8.5406e-05-0.00043785i,0.00044604-8.574e-05i,0.00055358-0.00017639i,-0.00030247-0.00014833i,-0.00030968+0.00041562i,-0.00010996+0.000476i,-0.00050335+0.00053721i,7.6405e-06+0.00017028i,0.0003351-0.0002246i,-0.00049615-0.00026241i,-0.00083469-0.00012601i,7.6254e-05+0.00059992i,0.00059024+0.0011949i,-5.5584e-05+0.00078423i
0.00050529-0.00065162i,0.00043166-0.00117i,0.0011335-0.0017601i,0.00043148-0.00037487i,-0.00089597+0.00098087i,-0.00075151+0.0011042i,-0.00091648+0.00056935i,-0.0011252-0.00011006i,-0.00076098-0.00082861i,-0.00064912-0.00083706i,0.00017299+0.00026342i,0.00028844+0.0010311i,-0.00029038+0.00079134i,-0.00035937+1.6167e-06i,0.00022973-0.00029151i,0.00046953-0.00067621i,0.00013003-0.00093562i,9.8991e-06-1.7073e-05i,-0.00020584+0.00036186i,-0.00070406+0.00015054i,-0.0005847+0.00029144i,-0.00086975+0.00048603i,-0.0018009+0.00066298i
-0.00029-0.003171i,-0.00083247-0.0021011i,0.00012632-0.0013768i,0.0011295-0.001522i,0.0011056-0.0015391i,0.00078025-0.00068948i,7.1483e-05-9.1886e-05i,-0.00044575-0.00027004i,-0.00034588-0.00044295i,4.3729e-05-0.00043962i,0.00045326-0.00019676i,0.00041322-0.00030272i,0.00013977+0.00033271i,-0.00029735+0.00068942i,-0.00060686+0.00054517i,-0.00067536+0.0009464i,-0.0012225+0.0011302i,-0.00085038+0.0011931i,4.4188e-05+0.00098492i,0.00050186+0.0013598i,0.00050145+0.0012305i,-3.9276e-05+0.00026618i,0.00013475-0.00034143i
-0.00063193+0.0014643i,-0.0002674+0.00034484i,0.0003441+0.00044172i,0.00092655+0.0001601i,0.0011874-9.5744e-05i,0.001245+0.00058102i,0.00058439+0.00090372i,0.00034529+0.00013642i,3.2844e-05-0.00036269i,0.00013775-0.00088163i,0.0013053-0.0012642i,0.00069752-0.00069424i,-0.00043675-0.00012304i,-0.00046941+0.00041388i,-0.00030002+0.00068803i,-0.00039536+0.00047669i,8.9137e-05-3.8224e-05i,0.00026976-7.5152e-05i,-0.00012568+0.00058943i,9.106e-05+0.0010662i,0.0002938+0.00089984i,0.00015972+0.00039264i,4.2398e-05+0.00022134i
0.0011652+0.00059487i,0.0018238+0.00065197i,0.0022278+0.00068253i,0.0019807+0.00041925i,0.0015631+0.0010559i,0.00018864+0.00046906i,-0.00026633-0.00079016i,0.0004269-0.001028i,0.0012541-0.00076262i,0.00089708-0.00043745i,-0.00016236-4.1521e-05i,-0.00015927+0.00056041i,-0.00076084+0.00017578i,-0.0010672+7.8536e-06i,-0.00069082+0.00074263i,-0.00086267+0.00015312i,-0.001426-0.00069721i,-0.001223-0.00036251i,-0.00024943+5.1889e-05i,-9.1978e-05+0.00060177i,-0.0003456+0.0009128i,-0.00051875+0.00062527i,-0.00033439+0.0005918i
-0.0025204-9.4874e-06i,-0.0021462+0.00051557i,-0.0020002+0.0015568i,-0.00059019+0.001982i,0.0010022+0.0016689i,0.0019031+0.00072503i,0.00083454-0.00060701i,7.9408e-05-0.00055924i,0.00049989-0.00021388i,0.0010363-0.00064712i,0.00065357-0.00035782i,-0.00022729-0.00074782i,-0.00020898-0.00084088i,-0.00053677-2.9499e-05i,-0.00022091+0.00067775i,-0.00032571+0.00021527i,-0.0013266-0.00020265i,-0.0014371-0.00013807i,-0.00070585-0.00023979i,-0.0007641-0.00063479i,-0.0011205-0.00090143i,-0.0013234-0.0005439i,-0.0014435-0.00047147i
-0.00084911+0.0021341i,3.4521e-05+0.0019892i,0.00069358+0.0021175i,0.0013588+0.00094924i,0.001852-5.2876e-05i,0.0006662-0.00070617i,-0.00028098-0.00030987i,-0.00077418-0.00031748i,-0.0004824-0.00027459i,0.00078534+0.00045236i,0.00079888-0.00029141i,0.00023316-0.0012491i,-0.00063972-0.0014007i,-0.001354-0.001246i,-0.0011998+0.00023156i,-0.00063724+0.0010075i,-0.00076509+0.00069326i,-0.00067289+0.00013195i,0.00031792-0.000155i,3.6354e-07+0.00060392i,-0.00042002+0.00079938i,-5.7295e-05+0.00014974i,0.00022789-0.00019716i
-0.00010957-0.00037329i,6.317e-05-0.0002827i,-0.00027002-0.00025266i,7.5335e-05+0.00032337i,0.00017512+0.00088594i,0.00041542+0.00038986i,0.0003963-0.00017679i,-5.5056e-05-0.00061189i,-0.00049812-0.00054491i,7.2373e-05-0.00031187i,0.00042149+5.8526e-05i,0.00020678+0.00088228i,-0.00025829+0.00073858i,-0.00064012-0.00013403i,-0.00050458-0.00013574i,-0.0006076+0.00062865i,-0.00079757+0.00040684i,-0.00046403-0.00030057i,-0.00014944-0.00050602i,-7.0435e-05-0.00050345i,-0.00022947-3.1538e-05i,-5.59e-05+0.00050784i,9.6445e-05+0.00042253i
-0.0016991-0.00059501i,-0.00090503-0.00015513i,-0.00040814+0.0010212i,-2.0477e-05+0.0017893i,0.00051049+0.0014229i,0.0015829+0.00016235i,0.001703-0.00040255i,0.00036928-6.1732e-05i,-3.7264e-05+0.00049486i,0.00010266+0.00090468i,0.00048891+3.8853e-05i,0.0010802-0.00087187i,0.0011652-0.00022401i,0.00068294+0.000681i,-6.8348e-05+0.00051524i,-0.00052597+0.00033816i,-0.00013796-0.00031659i,0.00045845-0.00049538i,0.0003501+0.0001723i,-0.0003991+0.00097176i,-0.00070417+0.0013524i,-0.00064651+0.0010703i,-0.0008284+0.00063689i
-0.00062481+0.0016483i,-0.00020325+0.0017487i,0.00029891+0.0013082i,0.001225+0.00048343i,0.0012354-0.00022952i,0.00021341-0.00027983i,-0.00080527+0.00023697i,-0.0005026+0.00032461i,0.00030087-0.0001266i,0.00081978+0.00018998i,0.0012168+0.00029308i,0.0010657-0.0002122i,0.00019592-0.00018861i,-0.00035912+0.00010472i,-4.497e-06+0.00078146i,-0.00029823+0.001396i,-0.0010297+0.001653i,-0.0013589+0.0012446i,-0.00093858+0.00087863i,0.00012372+0.00076387i,9.0459e-05+9.8496e-05i,-0.00022696-0.00062469i,-0.00010063-0.00017082i
0.00079835-0.00014642i,0.00030783-0.00095979i,0.00034706-0.00073358i,0.000593-3.2058e-05i,0.00095465-4.7745e-05i,0.0003583+0.00059991i,1.9414e-05+0.00071313i,0.00070768-0.00072712i,0.00073662-0.00067909i,0.00088337+1.7309e-05i,0.0013422-0.00075043i,0.0013198-0.00072321i,0.00047774-0.00019704i,-0.00024658-0.00024852i,2.4331e-06-0.00015541i,0.00014223+0.00040109i,0.00023924+0.0003381i,0.00049575-0.00041281i,0.00052466-0.00071887i,6.6322e-05-0.00034274i,-0.00036791+0.00030322i,-3.57e-05-0.00026494i,-0.00018569-0.00076044i
0.0010402-0.0011558i,0.001146-0.0013541i,0.00088637-0.0017366i,0.00069882-0.0027959i,0.00082279-0.0025293i,0.00025195-0.0010962i,0.00028841-0.00056173i,0.00019102-0.00019182i,-9.6727e-05-0.00024544i,0.00029346-0.00015517i,0.0006639-0.00036497i,0.00082492-0.00068072i,0.00039299-0.00014334i,0.00050178+0.00057706i,0.0010814+0.0013016i,0.00024319+0.00040743i,-0.0005015-0.00042706i,0.00025696-0.00023205i,0.001146+0.00024832i,0.0009563+6.3337e-05i,0.00027244-5.8141e-05i,-0.0004847-4.549e-05i,-0.0006786-0.00050588i
0.0013758-0.0017576i,0.0016056-0.0023115i,0.0026737-0.0011472i,0.0022349+0.00013146i,0.0010911-0.00015631i,0.00076787-0.00019459i,-0.00054436+0.00025696i,-0.0012494-7.8162e-05i,-0.00049777-0.00099199i,-0.00039083-0.00078514i,-0.00023516-0.00042973i,0.00081164-0.00033816i,0.00013456-0.00026407i,-0.00026517-5.3176e-05i,0.00074271+0.00044512i,0.00017064-0.0002117i,-0.00052627-0.00059743i,-0.00039922-0.00013319i,-0.00061989+0.00057956i,-4.0147e-05+0.0011481i,0.00016366+0.0013356i,-0.00065786+0.0010652i,-0.00080681+0.00090507i
0.000774-0.00061108i,0.00086201-0.0014272i,0.000769-0.0023708i,0.00067663-0.0018472i,0.00013615+6.3206e-05i,-0.00025237+0.00038738i,-0.00014383-1.8271e-06i,0.00023919-0.00047647i,-0.0002815-0.00097431i,-0.0005147-0.00083519i,0.00016474-0.00011512i,0.00056609+0.00063989i,0.00086718+0.00067928i,0.00049927+5.8704e-05i,-9.367e-05+7.6728e-05i,8.5039e-05+0.00019887i,0.00034148-0.00017514i,0.00064872-0.00018493i,0.00037682+7.9289e-05i,-0.00045542-6.8965e-05i,-0.00052972-0.00015262i,-7.8732e-06+0.00016534i,0.00040137-0.00025669i
-2.2762e-05-0.0002575i,-0.00076338-0.00068045i,-0.00056317-0.00054776i,0.00021827-0.00051714i,0.00067885-0.00081156i,0.00010804-0.00037434i,-0.00083955-2.9993e-05i,-0.00090275-0.00078053i,-0.00039056-0.0020965i,0.00023029-0.0017891i,-0.00015327+0.00014002i,-0.00057326+0.00081416i,9.6675e-05+0.00028505i,0.00039083+0.00013388i,-0.00037369-2.854e-05i,-0.00063984-0.00036041i,-0.00040689-0.00017838i,-0.00013707-0.00028868i,-8.9548e-05-0.00047714i,-0.00066969-0.0003109i,-0.00066594-8.9373e-05i,-0.00019642+0.00020655i,-0.00020789+0.00069012i
0.0015826-0.0013623i,0.0013106-0.00080934i,0.0014717-0.0015021i,0.0013953-0.0019871i,0.00041921-0.0018297i,-0.00054845-0.0012615i,-0.0001107-0.00030594i,-3.5409e-05+0.00044789i,-0.00088839+0.0004631i,-0.0013918+0.00034998i,-0.00067978+0.00064265i,0.00022091+0.00038057i,0.0010008+0.00014254i,0.00099884+0.00020532i,0.00035707-1.3742e-05i,0.00041149+8.7979e-05i,0.00015034+0.00052741i,-0.00038588+0.00050308i,-0.00063411-0.00025422i,-0.0013195-0.00084773i,-0.0011002-0.00075978i,9.2609e-05-0.0008617i,0.00028296-0.00033653i
-7.9357e-06+0.00016961i,0.00014978+0.0014223i,0.0002501+0.0013252i,9.927e-06+0.001032i,0.00053433+0.00062413i,0.0015401-0.00028887i,0.00056021-0.0008646i,-0.001158-0.00080243i,-0.00043575-0.00043736i,0.0010996-2.6992e-05i,0.0014284+0.00037906i,0.0004477+0.00073344i,0.00054489+0.00069888i,0.0010089-5.6587e-05i,0.00015789+0.00068319i,-0.00026774+0.0012325i,-0.00040788-4.0846e-05i,-0.00047192-0.00064925i,-0.00066039-0.00075551i,-0.00018597-0.00026797i,9.3976e-05-7.817e-05i,0.00012447-0.00025833i,0.00013592-0.00070116i
0.00060761+1.5801e-05i,0.00092982-0.00098127i,0.001341-0.00076548i,0.0019622-0.00025729i,0.0018055-0.00031864i,0.00022404-0.0010573i,0.00010112-0.00094162i,0.00023749+4.1694e-05i,-0.00062562+4.8299e-05i,-0.00041497-0.00041304i,-0.00039842+0.00020472i,-0.00035295+0.00032991i,-0.00024457-0.0002752i,-0.00064098-0.0003641i,-0.00041687-0.00041633i,0.00042499+0.00032134i,0.00035269+0.00060227i,-0.0005231+4.7011e-05i,-0.00089596+0.00013762i,-0.00051166+0.00028802i,-0.00046397+0.00046771i,-0.0007531+0.00033245i,-0.00056922-9.0748e-05i
0.00023695+0.0012226i,-0.0002161+0.00080488i,0.00035279+0.00054233i,0.0014673+0.00010747i,0.0011827-0.00074109i,0.00033157-0.00073754i,-7.3774e-05-3.729e-05i,-0.00041974-0.00037333i,-0.00059283-5.4362e-05i,-0.00048743-0.00021424i,0.00056865+0.00014787i,0.00059127+0.00087866i,6.3514e-05+0.00013041i,0.00019064+4.2334e-05i,-8.3235e-05+0.0001422i,-0.00054187-3.6616e-05i,-0.00033313+0.00059862i,0.00038678+0.00045745i,0.00072662+8.1565e-05i,0.00016161+0.00012651i,-4.3017e-05-0.00028007i,0.0004597+0.00010165i,-2.4201e-05+0.00053205i
0.0013114-0.00061696i,0.00046876-0.0011877i,0.0011144-0.00080675i,0.0015057-0.00041658i,0.00080699-0.00028266i,7.2462e-05-0.00058425i,0.00021638-0.00078943i,0.00024375-0.00019314i,-4.4651e-05+0.00011689i,0.00034302-0.00046736i,0.0009487-0.00023975i,0.00069397+0.00062364i,0.00015972+0.00073279i,0.00018924+0.00033655i,1.2235e-05-0.00013151i,7.3171e-05-0.00016638i,0.00021593+8.3283e-05i,-0.00028439+9.0343e-05i,-0.00072849-4.8551e-05i,-0.00082699-4.6728e-05i,-0.00088752+0.0003371i,-0.0006688+0.00086904i,-0.00039885+0.00075135i
0.00041309+0.0011753i,0.00032515+0.0014085i,0.00096759+0.0016353i,0.0014506+0.0012832i,0.0017275+8.493e-05i,0.00065416-0.00011514i,-0.00025424+0.000375i,0.00032071+3.9725e-05i,0.00083148-0.00084143i,-0.00017738-0.00091018i,-0.00086208-0.00018704i,-0.00052717+0.0011302i,-0.00018882+0.0012524i,-6.4948e-05+0.00055633i,-0.00049248-0.00016466i,-0.00054394-0.00044665i,0.00016456-0.00066507i,3.5328e-05-0.00055627i,-0.00040656-0.00010338i,-0.00045205-0.00019509i,-0.00055995+0.00018896i,-0.00025445+0.00056307i,0.00031866+0.00074227i
-0.0013329+8.9296e-05i,-0.00098601-0.00031569i,0.00016441+0.00085731i,0.0011886+0.00027347i,0.001939-0.00057527i,0.0010427-2.531e-05i,-0.0006364+0.00017339i,-0.0010622+8.4665e-05i,-0.00092344+0.00015352i,-0.00049062-0.00021677i,0.00015906-0.00042687i,0.00021449-0.00040741i,-0.00010114-0.00056559i,-6.0712e-06+0.00012378i,0.00033178+0.00059346i,0.00024588+3.1908e-05i,9.7933e-05-0.00013158i,0.00036062+0.00058934i,-2.9714e-05+0.00025606i,-0.00049583+0.00061408i,-0.00051432+0.00077353i,-0.00043401-0.00036639i,0.00040474-0.0010631i
-0.001464+0.0017426i,-0.0010553+0.001533i,-1.9417e-06+0.0018892i,0.00046407+0.0021435i,0.00052241+0.0015418i,0.00087273+0.0012752i,0.00046243+0.00064684i,-0.00031197+0.00016507i,-0.00051091-1.8327e-05i,-8.8756e-05+0.00010669i,-5.7976e-05-0.00024413i,-0.00063624-0.00041299i,-0.00013344-4.4299e-05i,0.00011513-0.00066119i,-0.00042009-0.0011647i,-0.00056582-0.0006966i,0.00026529-0.0008438i,0.00093077-0.0007493i,-7.4064e-06-0.00018802i,-0.0005274+0.00015706i,0.00032504+0.00052959i,0.0006715-4.8118e-06i,-0.00025055-0.00056433i
-0.0012084+0.00038739i,-0.0010217+0.00079383i,-0.00075713+0.0009218i,0.00024734+0.00039287i,0.0010095+5.0786e-06i,0.00075363-4.9753e-05i,0.00017123-4.7332e-05i,-0.00025189-0.00045767i,-0.00011035-0.00045948i,-5.8935e-06+0.00042676i,3.3463e-05+0.00087796i,0.00097194+0.00078122i,0.0010979+0.00026333i,0.00022886-9.5555e-05i,-0.00072515+0.00025213i,-0.0010782+0.00028133i,-0.00081352-0.00015478i,0.00013525+8.1735e-05i,0.00036472+0.00036596i,-0.00043881+0.00023339i,-3.6976e-07+0.0002841i,0.00075396+0.00048572i,0.00048355+0.0009718i
-0.002942+0.00019838i,-0.0021766+9.4092e-05i,-0.001848+0.00089027i,-0.00072705+0.0012167i,0.00064192+0.0013204i,0.00033706+0.0012735i,-0.0001343+0.00055238i,-0.00021428+0.00012335i,-0.00063569+4.2354e-05i,-0.00092005+0.00015912i,9.7826e-05+3.3124e-05i,0.00072516-0.00043529i,0.00030132-0.00056573i,0.00053381-0.00063393i,0.00096842-0.00014213i,-0.00023991-0.00014065i,-0.0010597-0.00014461i,-0.00041308+0.00031283i,0.00033468+0.00066554i,0.00022217+0.00095656i,-0.00013782+0.00098592i,-0.00025718+0.00024248i,0.00011417-0.00028391i
-0.00018598+0.0019623i,-0.00019735+0.0021191i,0.001205+0.0020494i,0.0019583+0.0014975i,0.002018+0.00047512i,0.0014014-0.00014037i,0.00070345+2.9679e-06i,0.00021803+4.3725e-05i,3.4588e-05-0.00024143i,6.4407e-05-0.00017387i,0.00040565-0.0003741i,0.0010809-0.00067155i,0.00061353-0.00031048i,-0.00060579-9.156e-05i,-0.0011476+0.000393i,-0.0014246+0.00091367i,-0.0013842+0.00036953i,-0.00095579+0.00036493i,-0.00071096+0.0006905i,-0.00084751+0.00090491i,-0.00044312+0.001205i,0.00063453+0.0011338i,0.00033739+0.00078591i
0.00069233+0.0010736i,-0.00022546+0.0011998i,0.00046184+0.00066361i,0.0022387-0.0010565i,0.0029515-0.0021991i,0.0020456-0.0016867i,0.00038639-0.00070746i,-0.00066935-0.00036766i,-0.00035781-3.0569e-05i,-9.2263e-05+0.00062586i,4.6841e-05+0.00049626i,0.00029245+0.00055821i,-0.00012099+0.00093764i,-0.00012191+0.0013962i,3.6116e-05+0.0013305i,-9.0383e-05+0.00039665i,-0.00026403+0.00057628i,-2.0297e-05+0.0011622i,-5.2936e-05+0.0011159i,-8.7462e-05+0.0010595i,-0.00022742-0.00011677i,-0.00020806-0.00081184i,0.00014455-0.00036132i
0.0025969+0.0014791i,0.0018874+0.0016457i,0.0026864+0.0006429i,0.0026762-0.00018815i,0.00094921-0.0011375i,0.00013088-0.0012234i,0.0001236-0.0010722i,0.00042418-0.00074212i,0.000776+0.00011785i,0.00022772+0.00024019i,-0.00024283+0.00015292i,-0.00045121+8.2697e-05i,-0.00032487-0.00022188i,-0.00033807-0.00020852i,-0.00048379-0.00012862i,0.00038414+2.5954e-05i,0.00087376+0.00024146i,0.00028429+0.00039402i,0.00040634+0.00087208i,0.0015089+0.00042272i,0.001201-0.00046633i,0.00053844-0.00021508i,0.00021874+0.00021774i
0.0031716+0.000522i,0.0026484-0.0004497i,0.0023881-0.0011604i,0.0020224-0.00055043i,0.0010693+7.4487e-05i,-0.00017564-2.9529e-05i,-0.00026784-0.00025497i,-4.8094e-06-0.00020482i,-0.0001388-4.3262e-05i,-0.00052566+6.5014e-05i,-0.00076029-2.7895e-05i,-0.00036244-5.6761e-05i,0.00059658-3.2422e-05i,0.0002914+0.00057889i,-0.00032127+0.00079445i,-0.0004194+0.00050988i,-0.001189+0.00068763i,-0.0012522+2.5664e-05i,9.4679e-05-0.0007039i,0.00050452-0.00056063i,0.00023016-0.00013547i,0.0002111+0.00016653i,9.1093e-05-9.089e-05i
-0.0016536+0.00016066i,-0.00097089+0.00074621i,-0.0014731+0.0010197i,-0.00028832+0.0012139i,0.00095709+0.00034692i,0.00060158+8.1408e-05i,0.00034745+0.00021875i,-0.00011115-0.00011952i,-0.00072607+2.9656e-05i,-0.0011755+0.0007308i,-0.00017664+0.00083155i,0.0010733+0.00048495i,0.00084307+0.00023868i,-0.00022726+0.00013487i,-0.0009643-0.00012403i,-0.0010953-0.0002007i,-0.00077067+0.00050824i,-0.0002968+0.0011697i,-0.00051319+0.0015616i,-0.00079661+0.0011786i,-0.00040057+4.0829e-05i,0.00023878-0.00012971i,0.00080296+0.00037958i
-0.0013445-0.0012367i,-0.0015043-0.0018687i,-0.0014779-0.0017185i,0.0003195-0.001105i,0.0013332-0.0010702i,0.00030361+0.00014197i,-0.00032998+0.00075822i,-0.00034653+3.8691e-05i,-0.00019068-0.0008001i,-4.2324e-06-0.00017532i,0.00031273+0.0012729i,0.00035853+0.0011336i,5.7448e-05+0.00055097i,-0.00034976+0.00053297i,-0.00039627+0.00041376i,-0.00032481+0.00032127i,0.00014085-0.00058067i,0.00029337-0.00076247i,-0.00069263+9.1869e-05i,-0.00077404+1.2032e-05i,0.00022745-0.00013494i,0.00015092+0.00040047i,-0.00039255+0.00068662i
0.0027713-0.00078816i,0.0024704-0.00025518i,0.0018546-0.0010371i,0.001352-0.001477i,0.00021179-0.00056096i,-0.00046383-0.00032818i,-0.00066425-0.00053687i,-0.00059217-0.0001537i,-0.0003276-0.0001733i,-0.00097785+0.00013189i,-0.0011582-1.7629e-05i,-0.00074631-0.00061442i,-4.1659e-05+8.6983e-05i,0.00035187+0.00093742i,-7.7196e-05+0.00023106i,0.00061761+4.0188e-05i,0.0010203+0.00015924i,-0.00013814-0.00021409i,-0.0010306-0.00047269i,-0.00052843-0.00030342i,0.00014981+5.7028e-05i,-0.00011371-0.00024135i,-0.0010032-0.00044641i
