-0.003493+0.00029932i,-0.0018104+0.0014205i,-0.0015097+0.0038076i,-0.0012269+0.004122i,-0.0011626+0.0033541i,-0.001263+0.0020911i,-0.00034241+0.00066147i,0.00075198+0.00039572i,0.00045935+0.00078141i,-7.1353e-05+0.00051363i,-9.6839e-07-4.0784e-05i,4.017e-05-5.6235e-05i,4.0386e-05-9.8786e-05i,-4.2418e-05+6.295e-05i,-0.00022205-0.00032128i,0.0002847-0.00051726i,0.00076213-0.00034962i,0.00031905-0.00065164i,0.00025621-0.00085687i,0.00073313-7.8042e-05i,0.00072801+0.00021373i,0.0011128-0.0010552i,0.0010601-0.0014245i
0.0001607-0.00080323i,0.0002518-0.0010369i,0.00069676-0.0010971i,0.0019033-0.00087976i,0.0025175-0.0011184i,0.0019065-0.00099206i,0.00096628+0.00010554i,0.00054776+0.00073687i,0.00048726+0.00041506i,0.00011584-0.00017877i,-0.00037767-0.00081811i,-0.00061305-0.00046105i,-0.00048222+0.00042139i,6.6097e-05-0.00033644i,0.0001635-0.00088382i,-0.00016388-0.00071051i,4.1838e-05-0.00061382i,0.00058171-0.00016762i,0.00043244-0.00012211i,0.00015652+0.00013039i,0.00024488-3.4697e-05i,0.0004156-0.00058388i,6.1155e-05-0.00076976i
-0.0013197+0.00042035i,-0.0012427+0.00046135i,0.00010023+0.00019452i,0.00088875-0.00042622i,0.00049257-0.00096435i,0.00051331-0.0012897i,0.0010894-0.00042021i,0.00086156+5.3913e-05i,0.00084298+9.7781e-05i,0.001205-0.00046428i,0.00028324-0.0011361i,-0.0005338-0.0014384i,-5.2702e-05-0.00089671i,0.00041247-0.00017947i,7.274e-05+0.00031285i,-0.00012248+0.00016013i,-0.0001708-7.815e-05i,-0.00024851+3.5517e-05i,0.00031289+9.7823e-05i,0.00045636+7.4668e-06i,4.5692e-05-0.00014634i,0.00047297+0.00018302i,0.00024991+0.00031307i
-0.0021605-0.00047313i,-0.0021398-0.00058534i,-0.0016426+0.00022066i,-0.00016655+0.0014385i,0.0010925+0.0013977i,0.00048076+0.00012466i,-7.1498e-05-0.00046673i,0.00023658-0.00035611i,-0.00055282-0.00064031i,-0.0016538-0.00066359i,-0.0021641+0.00036913i,-0.0021005+0.00095944i,-0.00089804-2.1128e-05i,-0.00031449-0.00095061i,-0.00039407-0.00020131i,-0.00028066+0.00045092i,-0.00026163-0.00030301i,0.00024788-0.00093937i,0.00041194-0.00080457i,0.00060172-0.00041365i,0.00096077-0.00047309i,0.00039792-0.00054574i,-5.2085e-05-0.00021688i
-0.00043346+0.003231i,0.00098637+0.0042429i,0.0022158+0.0040199i,0.0025689+0.0027723i,0.0026767+0.00047719i,0.0033826-0.0013094i,0.0020162-0.0010541i,0.00022134-0.00071507i,0.00032995-0.0001126i,-0.00019678+0.00065417i,-0.00040092+0.00064866i,-0.00041168+0.00055925i,-0.00083933+0.000489i,-0.00094786+2.0449e-05i,-9.0949e-05-0.00034831i,0.00015264+6.6917e-05i,-0.00044646+0.00061341i,-0.0003099+0.0010017i,-0.00010795+0.0010359i,-0.000475+0.00088954i,-0.00029973+0.00084022i,-0.00022342-7.1097e-05i,-0.00042446-0.00086735i
0.00043692-0.00015487i,0.00080198+0.00016892i,0.00026457-0.00010527i,-6.5968e-05-0.00060143i,0.00032087-0.00087938i,0.00077347-0.00036362i,0.00078203-2.491e-05i,0.00027748-0.00027429i,2.0015e-07-0.00097887i,0.00025033-0.00050692i,0.00032697+0.00034722i,0.00033348+0.0005446i,-5.0958e-05+0.0007502i,-0.00051728+0.00024329i,-0.000416-0.00057863i,-0.00031778-0.00011665i,-0.00017048+0.00052516i,1.5717e-05+0.00027847i,-0.00032181+0.00079732i,-0.00060549+0.00090433i,-0.00077439-0.00012458i,-0.00017411-0.00072315i,0.00038713+0.00021982i
6.467e-05+0.0022562i,-0.00020078+0.0012499i,0.00024141+0.00086363i,0.0018684+0.0010151i,0.0027016+0.00052368i,0.0012132+0.00077817i,0.00011186+0.00044004i,0.0010179-0.0005468i,0.0013494-0.00029461i,0.00098305+0.00022302i,0.00056338+0.00050219i,0.00020712+0.001026i,-0.00052744+0.00058523i,-0.0012205-0.00036679i,-0.0013014-0.00080552i,-0.00078789-9.5812e-05i,-0.00014778+0.0010199i,0.00036277+0.00094367i,9.3985e-05+4.8705e-05i,-0.00042452-0.00012421i,-0.00021059+0.00015008i,0.00028555+0.0010114i,0.00086033+0.00077343i
0.00034653+0.0035201i,0.0016869+0.0044707i,0.0026635+0.0041442i,0.0032843+0.0020224i,0.0024381-0.00057863i,0.0013979-0.0018727i,0.00066667-0.0013847i,0.00040233-0.00039342i,0.00070958-7.2522e-06i,0.00043594+0.00027042i,-0.00025996+0.00084855i,0.00021191+0.00097996i,0.0002651+0.00027303i,-0.00031774-0.00053076i,-0.00030013-0.00039792i,-0.00030371-0.00027551i,-0.00059182-0.00042934i,-0.00056845+7.0046e-05i,-0.0001301+0.00091372i,0.00052771+0.0011709i,0.00047685+0.0011573i,-7.9624e-05+0.0011601i,-0.00062046+0.0011011i
0.0011806-0.00012966i,0.0017302-0.0019563i,0.0016879-0.0022661i,0.00097464-0.0014788i,0.00049905-0.0012978i,0.00053309-0.0014641i,-0.00016717-0.00049097i,-0.00037413+0.0003189i,3.0253e-05-0.00034635i,-0.00059931-0.00084107i,-0.00070784-0.00051296i,5.8881e-05-0.00020193i,0.00023237+6.2856e-05i,-0.00017989+0.00055896i,-0.00072122+0.00013437i,-0.0005081-0.00093884i,-0.00046105-0.0010294i,-0.00069599-0.00081807i,-4.5068e-05-0.0010228i,0.0002585-0.0011711i,0.00040603-0.0014616i,0.00025757-0.0011149i,-0.0002235+0.00040598i
-0.00023182-0.00044488i,-0.00062597+0.00069822i,-0.00016854+0.0020993i,0.00087882+0.0023413i,0.0007236+0.00046668i,0.0007807-0.00061671i,0.0013792-0.00013087i,0.00105-0.00055586i,-0.00034014-0.00091994i,-0.0010621-0.00099886i,-0.0011234-0.00098181i,-0.00087924-0.00079143i,6.0233e-05-0.00060244i,0.0010997-0.00080893i,0.0013749-0.00065231i,0.00027436-1.0091e-06i,-0.00070091+0.0003222i,-0.00040605+0.00080572i,-0.00018472+0.00098028i,-0.00055602+0.00093333i,0.00034658+0.00078299i,0.00051524+0.0010031i,0.00011935+0.001573i
6.2033e-05+0.0015019i,0.0002349+0.0012203i,0.0011231+0.0017686i,0.0016011+0.00068217i,0.0020658-0.0017779i,0.0018634-0.0022841i,0.0013691-0.0014587i,0.00064236-0.0010177i,-0.00033652-0.00093919i,-0.00073212-0.00095908i,-0.00041084-0.00059498i,-0.00097203-0.00031424i,-0.0012172-0.00010459i,-0.00097857-0.00023029i,-0.00052568-0.00024997i,0.00022947+0.0001429i,0.00032679+0.00016608i,0.00011721-0.00045591i,0.00061853-0.00077762i,0.0011253-0.0001161i,0.00045117+0.00023265i,-3.8288e-05+0.00072366i,0.00019614+0.00064673i
-2.0556e-05-0.0011654i,-0.00031231-0.0006033i,0.00064498-0.00053931i,0.00085932-0.0012806i,-0.00039259-0.0024091i,-9.2435e-05-0.0025175i,0.00050665-0.0015447i,-0.00014604-0.00090134i,-0.0010493-0.0011738i,-0.0019251-0.00041871i,-0.0020282+0.00032579i,-0.001152-0.00044165i,-0.00092181-0.00048329i,-0.00073436+2.9379e-05i,0.00022079-0.00013587i,0.00042167-0.00033039i,-0.00017762+6.1099e-05i,-0.00023917+0.00048329i,-0.00025142+0.00069558i,-0.0006034+0.00067992i,-0.00086057-7.7715e-05i,-5.0213e-05-0.0001409i,0.00052327+0.00056164i
-0.0003903+0.0016904i,-0.0011283+0.002237i,-0.0011848+0.0024696i,0.00037912+0.0014717i,-9.3376e-05+0.00071865i,-0.00025841+0.00018081i,0.00092025+0.00082046i,0.0011264+0.00059201i,0.00047637-0.00036226i,0.00030231-0.00042446i,0.0011932-1.0919e-05i,0.00086063+0.00079245i,0.00031877+0.0010662i,0.00013969+0.00037694i,0.00011292-0.00074665i,-0.0003065-0.0004671i,-0.0010776-9.156e-05i,-0.00038869-0.00011049i,0.00035486-0.00020914i,3.8059e-05-0.00018249i,-0.00063233-2.7054e-05i,-0.00035791-3.7509e-05i,0.00039779-1.5656e-05i
0.0011983+0.00063545i,0.0019288+0.0015136i,0.0034126+0.002068i,0.0041664+0.001067i,0.002853-0.0013135i,0.0014916-0.0012569i,0.00074169+0.00023749i,0.00059117+0.00037298i,0.00097776-0.00011276i,0.0010894-0.00023257i,0.00038397+0.00064854i,-0.00046989+0.00057891i,-0.00068604+0.00023939i,-0.00036227+0.00041232i,-0.00015489+0.0003549i,-0.00024383-8.568e-05i,-0.00035393-0.00034085i,-0.00051265+3.4131e-05i,-0.00078243+7.498e-05i,-0.00051429+0.00019591i,-0.00040907+0.00077896i,-0.00030665+0.00073284i,-9.6758e-05+0.00046879i
0.00058393+0.0011494i,0.0015126-0.00058397i,0.0023961-0.0018783i,0.0026537-0.0018326i,0.0018963-0.0016025i,0.00017316-0.0019851i,-0.00042607-0.0013132i,7.4e-05-0.00060889i,0.00013338-0.00031666i,-0.00062233+0.00026982i,-0.00077059+0.00011636i,-0.00064239-0.00024731i,-0.0010469-0.00072824i,-0.00071757-0.0013526i,-2.0734e-05-0.00076022i,-3.2172e-05-0.0005905i,1.9719e-05-0.00032222i,0.00043183+0.00041517i,0.00064426+0.00051703i,0.00099922+0.0004901i,0.00085699+0.00033423i,0.00070732+0.00011315i,0.0007755+0.00041938i
0.00015639-0.00079477i,-0.0014799-0.00017249i,-0.0014939+0.00012903i,-0.0011731-0.00060052i,-0.00098654-0.0010363i,-0.00081151-0.00048623i,-0.00057183+0.00014507i,-0.00044399+0.00056624i,-0.0004249-3.8266e-05i,0.00022195-0.00076053i,0.00015409-0.00045684i,-0.00039291-0.00027715i,-0.00040114+0.00025163i,-4.1224e-05+0.00081034i,0.00022033+0.00060337i,1.1064e-05+0.00031074i,8.68e-05+0.0005265i,6.9073e-05+0.0011826i,3.6047e-05+0.0010941i,0.00044444+0.00049706i,0.00052318+0.00070433i,0.00030403+0.00060543i,0.00015282+0.00033897i
0.00095521+0.00020341i,0.0017719+0.0012635i,0.0021852+0.0023072i,0.0020608+0.0021928i,0.0012171+0.00064023i,0.0010732-0.00064067i,0.00082073-0.0003536i,-0.00012633-0.00014755i,-0.00014623-4.3211e-06i,0.00022202+0.0008494i,-0.00061876+0.0010289i,-0.001285+0.00057812i,-0.00092627+0.00019768i,-0.00034994+0.00022318i,0.00018754-0.00043325i,0.00060048-0.00079624i,0.00025161-0.00040126i,0.00010845-0.00041119i,0.00066749-9.9121e-05i,9.987e-05+0.00010195i,0.00018788-0.00016451i,0.00028691-0.00042536i,-0.00033219-0.00059943i
-0.0016196+0.00064891i,-0.00060974-9.1729e-05i,-0.0013299+0.00076252i,-0.0005884+0.0017025i,0.001282+0.00038858i,0.0017292-0.0012612i,0.0014065-0.00062729i,0.00084678+0.00052613i,-0.00031552+0.0012079i,-0.0015615+0.00059333i,-0.0017237-0.00040619i,-0.00045777-0.00015711i,6.2218e-05-0.00059435i,-0.00072296-0.00087981i,-0.0014569+0.00012531i,-0.0011522+0.00050238i,-0.00042372+0.0010443i,-0.00051725+0.00040801i,0.00018864-0.00055417i,0.00039977-0.00074067i,0.00025474-5.0546e-05i,0.00060014+0.000326i,0.00027946-0.00056755i
0.0031777+0.0012532i,0.0019534+0.00066708i,0.0031322-0.00044044i,0.0042524-0.0022132i,0.0027849-0.0026875i,0.00093393-0.0016714i,0.00060887-0.0003968i,0.0010058+6.8588e-05i,0.00094969-0.00033353i,0.00032173-0.00061795i,0.00038852-6.6118e-05i,-5.3211e-05+0.00026008i,-0.00092645+0.00040943i,-0.0010043+0.00045325i,-0.00011735+0.00010938i,0.00060415-0.00052901i,0.00010612+1.0411e-05i,-0.00031842+0.00076412i,3.1218e-05+0.00025463i,-0.00025564-4.8987e-05i,-0.00029993-0.0003206i,-2.9247e-05-0.00032343i,-2.2303e-05+0.0003821i
0.0012629+0.001777i,0.0023296+0.0010474i,0.0033014+0.00033155i,0.0022263+5.519e-05i,0.0012647-0.00071143i,0.0013368-0.00056128i,0.00066072-0.00030374i,0.00057107-0.00053767i,0.0011209-0.00039607i,0.00065127-0.0005604i,-0.00042074-0.00073993i,-8.8982e-05-5.1602e-05i,0.00069494+0.0008573i,0.00059018+0.0013017i,-0.0003306+0.00087352i,-0.0012651+2.6885e-05i,-0.001084-0.00013803i,-0.00014522+0.00055842i,-0.00011868+0.00074328i,-0.0006128+0.00025645i,-0.00021963+0.00026788i,8.9923e-05-0.0002984i,-0.00011877-0.0010296i
-0.0016236+0.00069375i,-0.0023596+0.0020916i,-0.0031196+0.0028868i,-0.0022747+0.0020298i,4.0306e-05+0.0014174i,0.0010096+0.00057337i,-0.00034835-0.00065637i,-0.00041873-0.00092231i,-0.00030463-0.0011616i,-0.00087784-0.0007412i,-0.00042288+0.0003677i,0.00021885+0.00026853i,0.0002396+0.00054724i,0.00025287+0.001423i,-0.00018589+0.0015692i,-0.00051401+0.0010945i,-4.8338e-05+0.00065612i,0.00051114+0.00070436i,0.00077362+0.00059393i,0.00042395+3.1976e-05i,9.1483e-05+0.00051573i,0.00010503+0.00026902i,0.00022875-0.00076076i
-0.0018466+0.0039893i,-0.00084874+0.0043298i,0.00072469+0.0041938i,0.0027464+0.0034365i,0.0033652+0.0018467i,0.002465-0.00024251i,0.00054228-0.0015986i,-0.00079864-0.0014476i,-0.00057579-5.7148e-05i,-0.0005981+0.00022482i,-0.00099441+0.00046641i,-0.00037294+0.00038718i,0.00067615-0.00014131i,0.001455+0.00020477i,0.001036+0.0010718i,-0.00030478+0.00086014i,-0.00091874+2.194e-05i,-0.00054775+0.00037772i,0.00040477+0.00025828i,0.00057066+3.2665e-05i,0.00057534-0.00027531i,0.00083256+2.3199e-05i,0.0004934+0.00027212i
0.00070872-0.003501i,-0.0014884-0.0032748i,-0.0034457-0.0044497i,-0.0024679-0.0034394i,-0.0016337-0.0010632i,0.00042897+0.0018615i,0.0030783+0.0033814i,0.0045975+0.0025353i,0.0057563+0.00046981i,0.0047754-0.0020167i,0.0030123-0.0030172i,0.0016824-0.0029024i,-1.6647e-05-0.0021271i,-0.0012722-0.0010923i,-0.0015293-0.00082018i,-0.00068118+5.7705e-05i,-0.00010572+0.00018069i,0.00035376+0.00028389i,0.00073928+0.00034672i,0.00049501-9.1385e-05i,-5.9443e-05-0.00033041i,-0.00012697-0.00049159i,-0.00033175-7.0019e-05i
-0.0027375+0.00027756i,-0.0021752+0.00014162i,-0.0022978+0.00095525i,-0.0017491+0.0010366i,-0.00060388+0.00026671i,0.0004433+7.5625e-05i,0.00085621+0.00017553i,0.00098349+0.00035426i,0.0011183+0.00063022i,0.00032194+0.000349i,-0.00082037-0.00028837i,-0.0011118-0.00044942i,-0.00042144+0.00012221i,-0.00056491+6.9859e-05i,-0.0014851-0.00017734i,-0.0015307-0.00048123i,-0.00024056-0.00043213i,0.00060681-5.3822e-05i,-1.5615e-05-0.00046717i,-0.00034678-0.0007809i,-0.00015878-0.00049651i,-3.9477e-05-0.00045792i,0.000287+0.00010605i
0.0017937+0.0019379i,0.0020765+0.0027754i,0.0032983+0.0029689i,0.0037019+0.0015681i,0.0033536-0.00038847i,0.0019633-0.0014935i,0.0011007-0.00087109i,0.0010448+0.00085169i,0.000372+0.0011329i,2.9051e-05-0.0001039i,-0.00013711-0.00055166i,-0.00014873-0.00072231i,-0.00017282-0.001134i,-0.00025497-0.00091019i,0.00026694-0.00084133i,0.00047925-0.00054267i,-0.00014099+0.00026581i,-0.00066199+0.0004756i,-0.00064966+0.00042974i,-0.0012801+0.00074078i,-0.0012898+0.00034975i,-4.7227e-06-0.00028752i,0.00019243-0.00043766i
0.0018117-0.00016151i,0.0018236-0.0014669i,0.001902-0.0020616i,0.0020164-0.0026016i,0.0017749-0.0023765i,0.00072839-0.0014021i,0.00076517-0.00030243i,0.00099656+0.00028708i,0.00054003+9.8e-05i,4.6338e-05-0.00019704i,-0.00048714-6.9798e-05i,-0.00071449+0.0004389i,-0.00084159-0.00020217i,-0.00079706-0.00029549i,-0.00012918+0.00063696i,-0.000214+0.00066622i,-0.00068729+5.392e-05i,-0.00057689-0.00040649i,-0.00067156-2.4528e-05i,-0.00037765+2.273e-05i,0.0007078+4.8623e-05i,0.001182+0.00051327i,0.00095064+0.00055178i
-0.0023032+0.00074104i,-0.002392+0.0017374i,-0.0011892+0.0032636i,0.00033457+0.0025897i,0.0010949+0.0011696i,0.0020262+0.0010008i,0.0016711+0.00040935i,0.00078796-0.00033732i,0.00039186+0.00040271i,0.00023211+0.000518i,0.00025544-0.00015279i,0.00043055-6.1475e-06i,0.00060921+0.00040184i,0.0003005+0.00063572i,-3.9092e-06+0.00087044i,9.4294e-06+0.00058511i,2.7821e-05+0.00049188i,3.1876e-05+0.00050622i,-0.00031203+0.0010148i,2.6818e-05+0.001246i,4.7969e-05+9.6749e-06i,-0.00038523-0.00079632i,0.00021892-0.00073174i
-0.0019199+0.00093452i,-0.00066426+0.0017101i,0.00046229+0.0028258i,0.00035811+0.0023995i,0.00045642+0.0018523i,0.00095435+0.0014339i,0.00090381+0.00086712i,0.00067099+0.0007889i,0.00022151+5.6747e-05i,-0.00014251-0.00048724i,-0.00026477-0.00012538i,-0.00034952+0.0010025i,-0.00033401+0.0013277i,6.059e-05+0.00018381i,5.2303e-05-0.00080793i,-0.00019257+9.4099e-06i,-0.00029761+0.0012155i,-0.00037041+0.001114i,-0.00083111+0.00039589i,-0.00061992-0.00052104i,0.00052265-0.001504i,0.0013227-0.00087277i,0.00057883+0.00084559i
-0.00022847-0.0033456i,-0.00038445-0.0033124i,-0.00075996-0.003845i,-0.0010866-0.001982i,-0.0014095-0.0010677i,-0.00077851-8.4196e-05i,0.00040383+0.0011321i,0.0011519+0.0010451i,0.0012693+0.0005354i,-0.00029454-0.00045033i,-0.00096648-0.00039981i,-0.00077093-0.00011867i,-0.0006984+0.00040173i,-0.00033934+0.0005798i,-6.1046e-05+0.00023048i,5.9863e-05+0.00038783i,-0.0001351+0.00044933i,-0.0011928+0.00040915i,-0.0014136+0.00041466i,-0.0011037+0.00094165i,-0.00084051+0.0013198i,-0.00073479+0.0012992i,-0.00087757+0.00029918i
-0.0014202+0.0013199i,-0.0011514+0.002376i,-0.00043205+0.0033683i,0.00088836+0.0017311i,0.0014144-0.00016369i,0.0015168-0.00053699i,0.0014326-0.00025774i,0.00074843-6.1387e-05i,0.00030651-0.00040574i,-0.00035723-0.0004704i,-0.00093383-0.0002773i,-0.00077147+0.00031685i,-0.0003701+0.00063761i,-0.00016774+2.5149e-06i,-0.00020501-0.00037872i,-6.1225e-05+6.29e-06i,0.00052635+0.00069947i,0.00080974+0.001219i,0.00038501+0.0013162i,0.00027216+0.0017732i,-0.00022783+0.0013809i,-0.00020516+0.00057825i,-0.00011099-1.8313e-05i
-0.00077346+0.0002634i,-2.5765e-05+0.0010243i,0.0016278+0.0021117i,0.0022814+0.0017464i,0.00076335+0.00062124i,-0.00052999-0.00035326i,-0.00035655-0.00047235i,-0.00022115+0.00014142i,-0.00081531+0.00045296i,-0.0012529-0.00086063i,-0.00056665-0.0011495i,5.9626e-05+0.00049591i,-0.00075314+0.00072819i,-0.0011329-0.00027546i,-0.00032096-0.00032203i,0.00024164+1.9034e-05i,0.00014757-0.00028263i,0.00011989-0.00068473i,0.00045958+0.00013676i,0.00068292+0.00084153i,0.0003039+0.00023604i,-0.00016013-0.00036082i,0.00037711+0.00029814i
-0.0010169+0.0014703i,-0.00097974+0.0014357i,-0.00044837+0.0019082i,9.821e-05+0.00084439i,0.00067053-0.0011839i,0.00088138-0.0017784i,0.00076979-0.00092549i,0.00050876+9.0328e-05i,0.00022949+0.00037913i,-0.00011237+0.0003488i,-5.4114e-05+0.00015344i,0.00035724-6.1426e-05i,0.00014957-8.3277e-05i,7.7752e-05-0.00013064i,0.00052595-0.00085826i,0.00018978-0.00082485i,-1.9625e-06-0.00011966i,3.4029e-05-1.5821e-05i,2.0806e-05+0.00028188i,0.00065817+0.00068325i,0.00042097+0.00032891i,-0.00083319-0.00042497i,-0.0013804-0.00091823i
0.0011537+0.0027592i,0.0007121+0.0016121i,0.0027414+0.00025469i,0.0042554+0.00019091i,0.0031595-3.1064e-05i,0.00098279-0.00020368i,-0.00070155-0.00049665i,-5.6806e-05-0.0011621i,0.00070091-0.00096546i,0.00045928-0.00055055i,8.1342e-05-0.00036494i,-0.00039395-0.00071042i,0.00021066-0.00069137i,0.00014389+0.00070394i,-0.0015139+0.00058234i,-0.0020405-0.00032014i,-0.00081+0.00031105i,0.00032116+0.0005993i,0.00012813+2.3076e-06i,7.9993e-05-0.00018784i,0.00058133+0.00019459i,0.00094685+0.00035512i,0.00052121+0.00032251i
0.0024751+0.0011128i,0.0021522+0.00067657i,0.003317+0.00089076i,0.0030902-0.00061819i,0.0019058-0.0026758i,0.00079091-0.0017051i,-5.3056e-05+0.00047131i,-7.4314e-05+0.0009082i,0.00035842-0.00030682i,0.0002095-0.0012091i,0.00010605-0.00094769i,-6.6655e-07-3.4783e-05i,1.6568e-05+0.00020015i,-0.00047489-0.00018046i,-0.001575-0.00044308i,-0.0010038-0.00031399i,5.828e-05-1.2881e-05i,-0.00014323-3.4903e-06i,-0.00062577-2.8709e-06i,-0.00098187+0.00018481i,-0.0010613-0.00051954i,-0.00063055-0.0011382i,-0.00026315+1.0147e-05i
0.00045029-0.00070973i,-0.0012262+0.00042483i,-0.0023421-9.3533e-05i,-0.0015092-0.00072068i,-0.00026248-0.00033196i,-6.5041e-05+0.00045292i,0.00059343+0.00034872i,0.0007305-0.00022701i,-0.00045226-0.00037658i,-0.00017323-0.00012048i,0.00016934+0.00062079i,-0.0012027+0.0010011i,-0.0010055+0.00048262i,0.0001133+0.00056598i,-0.00045055+0.0013299i,-0.00036344+0.0010327i,9.3469e-05+0.00025356i,-0.00010546+0.00064961i,-0.00069034+0.00066418i,-0.00071526-0.00048295i,0.00058939-0.00080088i,0.00067613+0.00032322i,0.00013368+0.00090821i
-0.0018403-0.00019619i,-0.0007237+0.00055221i,-0.00045441+0.0023112i,0.00035329+0.0011866i,0.0018998-0.00046566i,0.0018625-0.00035208i,0.00082341+0.00021176i,0.00092205-0.00049459i,0.0011299-0.0013034i,0.00036759-0.0015069i,-0.00019221-0.00083532i,-2.8209e-05-0.00033593i,0.00043087+0.00019655i,0.00029162+0.00037278i,0.00060369-0.00050648i,0.00078403-0.00066512i,-0.00013452+0.00023814i,-0.00041226+0.00085226i,-0.00023577+0.00070677i,-0.00017839+0.00032592i,-0.00053137+0.00087848i,-0.00066215+0.00068703i,-0.00014428+6.3077e-05i
0.0010214+0.00033826i,0.00030281+4.2996e-05i,0.00067034-1.4687e-05i,0.0016436-0.00064487i,0.00091196-0.0019137i,-0.00011464-0.0022045i,-0.00041876-0.00064991i,-0.00064017+0.0012628i,-0.00064848+0.0013359i,-0.0015574+0.00081834i,-0.001752+0.00045401i,-0.0010284+0.00029238i,-0.00064895-0.00030006i,-5.4647e-05-0.00044278i,0.00016087-0.00043659i,0.00047666-0.00033097i,0.00073095-7.974e-05i,0.00030026-2.7958e-06i,0.00017036+5.0589e-05i,0.00061964-0.00041044i,3.7344e-05-0.00038908i,-0.0010858-0.00034676i,-0.0008901-0.00062969i
-0.00060015-0.00086378i,-0.00026331-0.001124i,-0.0015169-0.0015264i,-0.0012345-0.0014786i,-3.6137e-05-0.0016588i,0.00035586-0.0011806i,0.000478-0.00074556i,0.00046387+0.00013497i,-0.00035976+0.0010522i,-0.00081064+0.0012683i,-0.00078305+0.00059236i,-0.00054977-0.00020589i,-5.3522e-05-0.00024995i,-0.00020474-7.1349e-05i,-0.00075382-0.00049446i,-0.00041574-0.0011189i,-0.00012585-0.00051381i,-0.00027358+0.00026152i,-0.00044637+1.0711e-05i,-0.00049047+0.00012561i,-8.8001e-05+0.0011644i,1.7249e-05+0.00090981i,-0.00047011-0.00037712i
0.0015843+0.0019686i,0.0023106+0.0024847i,0.0034752+0.0038381i,0.0035561+0.0035577i,0.0030883+0.0015026i,0.0023303-0.00015497i,0.00099297-0.00082195i,-5.238e-05-0.00045087i,-0.00069441+0.00014799i,-0.00076384+0.00020925i,-0.00050292+4.1228e-05i,0.0002096+0.00027228i,0.00019229+0.00013575i,-0.00067663-0.00019232i,-0.00045892+0.00026703i,0.00020737+0.00050715i,-9.8412e-06+0.00017225i,-0.00013065+0.00046529i,0.00045239+0.00074861i,0.00081861+0.00035497i,0.00014071+4.2917e-05i,2.9321e-05+0.00051627i,0.0010009+0.0011116i
-0.0017601+0.00018697i,-0.001028+0.00088057i,-0.00089792+0.0016395i,-0.00054081+0.0013557i,-0.00027734+0.000229i,0.00049941-9.8759e-05i,0.00086118+0.00013407i,0.00082336+0.00011441i,0.00071905+0.00032759i,0.00038584+0.00060868i,-0.00021138+0.00096083i,-0.00011667+0.00055391i,-0.00032541+0.00011726i,-0.00089221+0.00069139i,-0.00085334-5.8538e-05i,-0.0005934-0.00079645i,-0.00019738+0.00042961i,0.00012857+0.0011787i,0.0006191+0.00097795i,0.0009772+0.00066962i,0.00033664+0.00025952i,-0.00046302+6.9551e-05i,-0.00096747+0.00023767i
-0.0021326+0.00095565i,-0.0017318+0.0030019i,-0.00050028+0.0023115i,0.0019077+0.0013388i,0.0031145+0.00063198i,0.0018666-0.00028477i,0.00064129+1.8525e-06i,0.000554+0.00016364i,0.00057606-1.5151e-05i,2.6514e-05+0.00030166i,-0.000757+0.00086675i,-0.00012518+0.00095682i,0.00018961+0.0011155i,-0.00051319+0.00063747i,-0.00057536+1.7928e-05i,-0.0010634+1.5532e-05i,-0.00117-0.00013039i,-0.00063359-4.8027e-05i,-0.00029583-7.5717e-05i,-0.00026789+0.00011029i,-0.00039348+0.00028037i,-0.00048603+3.9062e-06i,-0.00012235-0.00066577i
0.0014615+0.002331i,0.0012067+0.0027298i,0.0015622+0.0023512i,0.0012029+0.001196i,0.00020668+0.00047135i,4.5456e-05-4.1393e-05i,6.1647e-05+0.00044322i,0.00053279-6.2987e-05i,0.00024149-0.0012469i,-0.00035265-0.0021345i,0.00012962-0.0016752i,0.00031541+0.00047702i,-0.00063834+0.0008634i,-0.0012051-2.3106e-05i,-0.00087+0.00029134i,-2.3919e-05+0.00086691i,0.00017406+0.00044188i,-0.00011114+0.00015336i,-8.3079e-05+0.0004065i,0.00023485-0.00033313i,0.00072138-0.00050375i,-0.00016178-0.00062837i,0.00034263-0.00045593i
0.00099103-0.00097859i,0.0010511-0.00016508i,0.00066153-0.00057562i,0.00026444-0.0013491i,0.00057888-0.0013648i,0.00075262-0.001013i,0.00088254-0.001024i,0.00039485-0.00086365i,-0.00017564-0.0012359i,-0.00079991-0.0015425i,-0.0010056-0.0011054i,-0.0007689+0.00028912i,-0.00036171+0.0013887i,4.8172e-05+0.00039667i,0.00063434-0.00025141i,0.00034528-7.0549e-05i,-0.00048657-0.00025745i,-0.00086234+0.00049431i,-0.0011119+0.0011882i,8.4144e-05+0.00067775i,0.0004011+0.00012322i,-0.0005923+0.00028179i,-0.00057768+0.00019839i
