-0.003493+0.00029932i,-0.0018104+0.0014205i,-0.0015097+0.0038076i,-0.0012269+0.004122i,-0.0011626+0.0033541i,-0.001263+0.0020911i,-0.00034241+0.00066147i,0.00075198+0.00039572i,0.00045935+0.00078141i,-7.1353e-05+0.00051363i,-9.6839e-07-4.0784e-05i,4.017e-05-5.6235e-05i,4.0386e-05-9.8786e-05i,-4.2418e-05+6.295e-05i,-0.00022205-0.00032128i,0.0002847-0.00051726i,0.00076213-0.00034962i,0.00031905-0.00065164i,0.00025621-0.00085687i,0.00073313-7.8042e-05i,0.00072801+0.00021373i,0.0011128-0.0010552i,0.0010601-0.0014245i
0.0014-0.0013428i,0.00087735-0.00047602i,0.0018281+0.00060831i,0.0027124+0.00014571i,0.0020901-0.00068374i,0.00064738-0.0012548i,2.4861e-05-0.0012908i,-0.00034118-0.00029389i,-6.3541e-05-0.00023842i,0.00040168-0.00048451i,-0.00053969+9.0372e-05i,-0.0010278+0.000308i,-0.00010707+0.00025699i,0.00038816+0.00022896i,0.000153-3.3436e-05i,-0.00051047+0.00058144i,-0.00072081+0.0012264i,4.3952e-05+0.0009772i,0.00059436+0.00069866i,0.00026589+0.00052582i,-0.00055841+0.00044997i,-0.00058756+0.00010259i,-0.00012647+5.0506e-06i
0.00093119-0.00018379i,-9.8598e-05-4.7726e-05i,0.00032845-0.00029708i,0.00048756-0.00083973i,-1.2673e-05-0.0010683i,-0.00033041-0.00055444i,-0.00043343-0.00069536i,0.00018478-0.00068428i,-0.0001589-0.00042301i,-0.00090785-0.00037707i,-0.00099977-0.0010114i,-0.00092319-0.0010313i,-0.0013566+5.7101e-05i,-0.0013935+0.00015691i,-0.00026692-0.00021464i,-0.00040606-0.00030571i,-0.00070354-0.0002274i,0.00028101+3.1305e-05i,0.00090002+2.9812e-05i,0.00084104+0.00031277i,-9.7607e-05+0.00035644i,-0.00062784-6.9136e-05i,0.00010651-0.00039549i
0.0020103+0.0012391i,0.0016446+0.0010195i,0.0029133+0.00040958i,0.0036386-0.00025599i,0.0031065-0.00034483i,0.002034-0.00017256i,0.0010335+0.00061033i,0.00042179+6.7753e-05i,0.00072895-0.00097215i,0.00078765-0.00076281i,-0.00030724-0.00040883i,-0.00048871-0.00063101i,-0.00048148-0.00022233i,-0.0010013-0.00052945i,-0.00071665-0.0008606i,0.00027973-4.7329e-05i,0.00015636+0.00037204i,-0.00033801+0.00017624i,-0.00015328+0.00018907i,-3.6135e-05+0.00057531i,0.00037942+0.00064883i,0.00044458+0.00066347i,-5.3988e-06+0.00070703i
-0.00019049-0.00057117i,0.0001991-0.00023615i,0.00026406-0.0004848i,0.00038739+0.00015311i,-0.00014238+0.0011293i,-0.00038223+0.00067086i,-3.4379e-05-0.00023909i,0.00054758-6.755e-05i,0.00090229+0.00020355i,0.00013903+0.00018782i,-5.6221e-05+0.0006457i,0.00021984+0.00083051i,-3.6689e-05-8.2111e-05i,0.00015899-0.00035301i,0.00031325+0.00010125i,0.00015517+0.0001237i,-0.00019631+0.00094903i,-0.00047155+0.0016192i,0.00069471+0.00075615i,0.001641+0.00038592i,0.00088322+0.00043855i,-0.00012267+0.00079351i,-0.00029898+0.00094421i
0.0022453+0.00021894i,0.0026599+0.00092404i,0.0030181+0.0017556i,0.0040548+0.00015739i,0.0031605-0.0015969i,0.00058755-0.0015917i,0.00014372-0.00096182i,0.00079822-0.00050314i,0.0012184-0.0003559i,0.00073742+0.00013908i,0.000276+2.9058e-05i,0.0009855-0.00070493i,0.00087133-0.0010124i,0.00040108-0.00064945i,-0.00014767-0.0004343i,-0.00036497+0.0002185i,-0.00059996+0.00046299i,-0.00097715+0.0004689i,-0.0010904+0.0007018i,-0.00028609-0.00011965i,0.00014752-2.6971e-06i,0.00015669+0.00047617i,0.00032864+0.00055905i
0.0006046+0.0014413i,0.0010667+0.00053524i,0.0016925+0.00070853i,0.001404+0.00099212i,0.0013936-0.0005282i,0.00082626-0.00048425i,0.00018694+0.00024469i,-8.8141e-05+2.5961e-05i,-5.9296e-05-0.0002063i,0.00039159-0.00026619i,-0.00017003+0.00021178i,-0.00040899+0.00067942i,-0.00036699+0.00017489i,-0.00017688-0.00042793i,0.00020077-0.00011948i,3.5719e-05-0.00010059i,-0.00016427-0.00043192i,-0.00040583+0.00017632i,0.00014962+0.0010065i,0.0007716+0.00087563i,0.00045911+7.1536e-05i,-2.0528e-05-0.00013089i,-0.00036216+0.00067935i
0.0014541+0.00074256i,0.0015045+0.00052886i,0.0010538-0.0012096i,0.00066266-0.0015039i,0.0010133-0.0010957i,0.0012532-0.00094681i,0.0012062-0.00028592i,0.0012118+0.00045406i,2.074e-05+0.00054104i,-0.00096886+0.00046515i,-0.00031669+0.00012641i,9.0401e-05-0.00061474i,-0.00040124-0.0011613i,-0.0010137-0.00062184i,-0.0010028-0.00034308i,-0.00087781-0.00034663i,-1.8746e-05-0.00057049i,0.00039525-0.00058643i,0.00077343+0.00038467i,0.0011656+0.00070675i,0.00012942+0.00015452i,-0.00040447-4.888e-05i,-3.6164e-05+9.9071e-05i
-0.00018387+0.0014073i,-0.00045468+0.0013483i,-0.0002266+0.0012396i,0.00099512+0.00065599i,0.0010051+0.00024415i,0.00056628+8.6606e-06i,0.00043441-6.5914e-05i,0.00059589+1.9118e-05i,0.00030895+2.3298e-05i,-0.00018558+0.00011922i,0.00012881+0.00040031i,8.5521e-05+0.00050657i,0.00011317+0.00085027i,-6.2552e-05+0.0011961i,-0.00031513+0.0010665i,-0.0001988+0.0007713i,-0.00023897+0.00059548i,-5.3564e-05+0.00013653i,0.0005124+0.00039311i,0.00012793+0.00036112i,-0.000367-1.5981e-05i,0.00042804+0.00016962i,0.00083163+0.00077369i
-0.0010969-0.002377i,-0.0017603-0.00098022i,-0.0019425+7.0252e-06i,-0.0018369-0.00062249i,-0.0016401-0.00082056i,-0.00082337+0.00020415i,-0.00018624+0.00070052i,0.00040117+0.00086842i,0.00029295+0.00016757i,-0.00074652-0.00079401i,-0.00093013-0.00036255i,-0.00044235+0.00041009i,-0.00052069+0.0005282i,-0.0010977+0.00036317i,-0.0012581+0.00051826i,-0.00030048-6.0695e-05i,0.0003507-0.00042907i,-0.0003747+0.00061105i,-0.00042473+0.00029179i,0.00022641-2.2615e-05i,-0.00028324+0.00071135i,-0.00083039+0.00012193i,-0.00028066-0.00044781i
-0.00016125-0.0011116i,-0.00058859+0.00031403i,-0.0010287-0.00021484i,-9.3992e-05-0.001394i,0.00095684-0.00066714i,0.00096273-0.0001183i,0.0011504+4.4858e-06i,0.0015042+0.00029938i,0.00085174-0.00026903i,-0.00022441-0.00068902i,-0.000797-0.00047894i,-0.00072155+0.00013555i,-0.00048701+0.00018319i,-2.9913e-05-0.00050077i,0.00039187-0.00105i,0.00053653-0.00099603i,-5.5522e-05+0.00030636i,-0.00038058+0.00088427i,0.0002254+9.8845e-05i,0.00037389+6.1162e-05i,0.00067961+0.00028549i,0.00080521+0.000281i,0.00032143+5.3415e-06i
-0.00095008-0.0011046i,-0.00059505+0.0001325i,0.000502+0.00053639i,0.0013911+0.00047119i,0.0011787-5.8705e-05i,0.0010939-0.00033069i,0.0016549-2.9628e-05i,0.0012238-0.00016299i,0.00063837-0.00012081i,0.00013611-1.6728e-05i,-0.00076538-0.0005031i,-0.00097234-9.5446e-05i,-0.00038762+6.5026e-05i,-0.00035922-0.00013445i,-0.00082911-0.00056826i,-0.00049164-0.00089088i,-0.00062091-0.00071581i,-0.0010564-0.00087191i,-0.00069695-0.00092673i,7.4649e-06-0.0006837i,-0.0003179-0.00019276i,-0.00088852-2.5026e-05i,-0.00054383+0.00037231i
-8.859e-05-0.00061168i,-8.6517e-05-0.00023037i,-0.00040945+0.001191i,-0.00011172+0.0011877i,0.00045581-4.7464e-06i,0.00034744-1.6389e-05i,0.00046717+0.00010067i,0.00061716+6.1771e-05i,0.00029967+0.00015805i,-0.00025959-0.00066175i,-0.00026664-0.0004951i,6.2727e-05+0.00019423i,0.00031241+0.00043789i,0.0003907+0.00027798i,0.00042118+0.00013639i,0.00023939+0.00027638i,-0.00045539+0.00055242i,-0.00013818+8.9531e-06i,0.00028363-0.00032818i,0.00020735-0.00022396i,-0.00010682-0.00037705i,-0.00050531+0.00012039i,-0.00060348+0.0010806i
0.0002733+0.00045698i,-0.00039759-9.0051e-05i,-0.00015038-0.00027878i,0.00029386-0.00023482i,0.0002192-5.1408e-06i,-2.6393e-05+0.00018317i,-0.00021708+0.00020828i,-0.00010243-5.7138e-05i,4.9686e-05-0.00072769i,0.00010655-8.2951e-05i,0.00046002+0.000417i,0.0013161+0.00034906i,0.0011447+0.00099925i,-0.00065939+0.0013688i,-0.0014667+0.00012584i,-0.00051958-0.00093905i,-2.2161e-05-3.0823e-05i,5.0799e-06+0.001286i,0.00070813+0.0012506i,0.0005768+0.0011336i,-0.00014395+0.00039438i,-0.00023012-0.00063508i,0.00042605-0.00050386i
0.00028993+0.00031847i,-0.00017566+0.0016927i,-0.00067085+0.0021064i,0.00079719+0.0012363i,0.0016744+0.00059115i,0.001391-0.0001442i,0.0010354-0.0008628i,0.00043242-0.00086646i,0.00025649-0.00061794i,0.00024184-0.00057321i,-0.00020353-0.00033628i,-0.00044727+0.00023689i,-0.00022598-2.7919e-05i,0.00010101-0.00047881i,0.0007081+1.6655e-05i,0.00074833+0.00061088i,0.00030918+0.00071714i,-0.00041562+0.00072042i,-0.00024095+0.00051721i,0.00069592+0.00079994i,0.00091206+0.00073059i,0.00079101+0.00048237i,0.00085023+0.00054653i
0.0018213+0.00012503i,0.0021494+0.00057099i,0.0025224+0.00042076i,0.0018244-0.00030705i,0.0011248-0.0011498i,0.00082282-0.00083375i,0.0011442+0.00068636i,0.00085992+0.0013961i,-7.9504e-05+0.00080697i,-0.000168-0.00062631i,0.00016181-0.00088868i,-8.8653e-07-0.00046525i,-0.00010048-0.00043882i,0.00062062-0.00049895i,0.00073303-0.00032425i,8.5473e-05-0.00043056i,0.00019068+0.00044179i,0.00079012+0.00043204i,0.00056886-0.00068132i,-0.00038278-0.0013192i,-0.0007208-0.00038104i,-0.00046324+0.00075459i,1.422e-05+0.00042006i
-0.00085766+0.00029612i,0.00031525-3.0595e-06i,0.0022036+0.0012844i,0.0022728+0.0013602i,0.0017724-0.00022458i,0.00162-0.00094565i,0.0019088-0.00065596i,0.0019022-0.00074935i,0.0011112-0.0007312i,0.00026857-0.00027762i,-0.00066839+0.00027595i,-0.00063991+0.00028643i,-0.00042991-5.6511e-05i,-0.00021017-0.00034642i,-0.00014139-0.00044666i,-0.0002105+7.5261e-05i,-0.00048482+0.00099526i,-0.00074341+0.00045463i,0.0002162-7.8407e-05i,0.0013454+0.00037793i,0.0010109+0.00073743i,0.0003081+0.00079257i,-8.6006e-05-0.00019247i
-0.0018858-8.6707e-05i,-0.0010593-0.00088625i,0.00028679-4.6046e-05i,0.00090953+0.00021624i,0.00098257-0.00037074i,0.00080026-0.00049952i,0.00076483-0.00079638i,0.00023474-0.001203i,-3.8402e-05-0.00069572i,-0.00020056+0.00058832i,-0.00023592+0.00084177i,0.00069567+0.00042616i,0.0010797+6.5826e-05i,0.00030776-0.00022188i,-0.00015181-3.6446e-05i,-0.00017828+3.6108e-05i,-0.0005546-0.00013596i,-0.00068957-4.9361e-05i,3.2048e-06+0.0003796i,0.00052719+0.0010823i,0.00038958+0.0011599i,5.7854e-05+0.0010781i,-3.7613e-06+0.0014115i
0.00025874+0.0027057i,0.00076598+0.002482i,0.0023025+0.0028697i,0.0028572+0.0012656i,0.0024498-0.0012234i,0.0010857-0.0016025i,0.00013149-0.00045105i,0.0011109+0.00012347i,0.00059481+0.00024775i,1.3702e-06+0.00047363i,0.00036599+0.00029631i,-0.00014451+0.00025747i,9.7243e-07-0.00037325i,0.0013131-0.0011411i,0.00095491-2.8871e-05i,-0.00019361+0.00011042i,7.6229e-06-0.00038716i,9.1785e-05-0.00018702i,8.5144e-05+0.0001845i,0.0005192+0.00087929i,0.00037506+0.001068i,-0.00012509+9.8167e-05i,0.00010474-0.00013437i
-0.00058576-0.0012276i,-0.0012174+2.6202e-05i,-0.00031194+0.00095151i,0.0001333+0.00035538i,-0.00082695-0.00010794i,-0.00057152+0.00073074i,0.00024978+0.0013394i,6.5375e-05+0.00074984i,-0.00078665-0.00056839i,-0.0010024-0.0012583i,-0.00067544-0.00013176i,-0.00013662+0.00091981i,0.00079094+0.00037707i,0.00098186+0.00019398i,4.4817e-05+0.00068515i,-5.6835e-05+0.00085603i,-1.2067e-05+0.00018732i,-0.00013589-8.5459e-07i,0.00018493+0.00083889i,0.00011596+0.00025723i,0.00023436-0.00022565i,0.00053282-2.0249e-05i,0.00047247+6.3944e-05i
-0.00080726+0.0025904i,0.00074378+0.0010262i,0.00212+0.0004447i,0.0021917+0.00087588i,0.0021025-0.00051501i,0.0021086-0.0014906i,0.0013429-0.00047898i,0.00076171-0.00026578i,0.0007119-0.00046659i,0.00057125-0.00022349i,-6.9993e-05-0.00036482i,-9.045e-05+3.563e-05i,-8.5207e-05-5.7937e-05i,2.0165e-05-0.00093306i,0.00044482-0.00066366i,5.6967e-05-9.0164e-05i,-0.00041619+0.00048827i,0.0001496+0.00080536i,0.00083818+0.00014887i,0.00067881-0.0008276i,0.00028475-0.00089627i,0.0004997-0.00048042i,0.00075851+7.8565e-05i
0.0013256+0.00024436i,0.00073008-4.9075e-06i,0.00040753-0.0016421i,-0.00018486-0.0027146i,-0.00066336-0.0026594i,-0.00085132-0.0017898i,-0.00064902-0.00060064i,-7.3544e-05-0.00020841i,-0.00050399-0.0002942i,-0.00067924-0.00052616i,-0.00096765+0.00025979i,-0.0009065+0.00043294i,-0.00037246-0.00045918i,0.00014218-0.00074367i,0.00053709-0.0003072i,0.00093029+0.00013471i,0.00060456-0.00019814i,-0.00030881-0.00015414i,-0.00083292+0.0006875i,-0.00085131+0.00031147i,-0.00078534-0.00077059i,-0.00031538-0.00084991i,-0.00022914-0.00053671i
0.0027449+0.0026693i,0.0031472+0.0020104i,0.0039323+0.0015972i,0.0031192+0.0013052i,0.0021268-0.00047096i,0.00078253-0.0012461i,-0.00055923-0.00022233i,-0.00063741+0.00042914i,-0.00023316+0.00019294i,0.0001576-0.00011832i,0.00037386+0.0001171i,3.7617e-05+0.00015231i,-0.00034075-0.00081465i,-7.8456e-05-0.0010799i,0.00015679-0.00033022i,0.00042065+0.00033739i,-1.3595e-05+0.00043595i,-0.00089127+0.00066431i,-0.00083143+0.0010543i,-0.00023243+0.001125i,0.00025752+0.00021174i,0.00075709-4.5618e-05i,0.0011732+0.0003579i
-0.0020529+0.00073544i,-0.0012349+0.0011546i,-0.00080316+0.0017222i,0.00049095+0.0014941i,0.002054+4.175e-05i,0.0027351-0.001449i,0.0024955-0.0013742i,0.0016096-0.00046881i,0.00024316-0.00018102i,-0.00062312-0.00027992i,-0.00034307+9.8365e-05i,0.00022418+0.00031719i,-5.0667e-05+5.269e-05i,2.2881e-05+1.4559e-05i,0.00033366+9.5931e-05i,-0.00048367-0.00017996i,-0.00094249-0.00037978i,-0.00057272+0.00011i,-0.00052236+0.00010458i,-0.0004882-0.00040061i,0.00021087-0.00071103i,0.00048045-0.00041483i,-0.00020136-2.3799e-05i
0.00081904+0.00092079i,0.0018115+0.00057976i,0.0029883+0.0010536i,0.0020149+0.00055241i,0.00070198-0.00060253i,0.0001558-0.0010838i,5.7941e-05-0.0010272i,7.8532e-05-0.00064591i,-0.00023111-0.00030334i,-0.00045782-0.00014558i,-0.00046013+0.00038569i,0.00036072+0.00081832i,0.00078399+0.00046563i,0.00029958+8.6857e-05i,0.00016904-6.5339e-05i,0.00037258+0.00035408i,0.00026184+0.0011476i,-0.00023091+0.0010174i,-0.00026889+0.00035394i,0.00038401-0.00067819i,0.00038821-0.0010288i,0.00044947-0.00051182i,0.0016291+2.0881e-05i
-0.0021761+0.00011296i,-0.0020998+0.0020246i,-0.0017471+0.0031445i,-0.0005329+0.002271i,-0.00012676+0.00050702i,0.00018654-0.0006538i,0.00054885-0.00086241i,0.00051233-0.00021743i,5.5734e-05+0.00033462i,-0.00081272+0.00026464i,-0.00041529-0.00033811i,0.00053596-0.00058604i,0.00072358-9.6792e-05i,-2.4902e-05+0.00033094i,-0.00052568+0.00051374i,-0.0007026+0.00084181i,-0.0010583+0.00065751i,-3.4934e-05+0.00047427i,0.00084117+0.00075997i,-7.4069e-05+0.00048769i,-0.00098614-0.00013241i,-0.00063157-0.00017198i,-5.6187e-05-0.00028398i
-2.9013e-05-0.0006138i,0.00056472-4.9899e-05i,0.00049633+0.00064825i,0.00041447+0.00086005i,0.00014465+0.00049755i,0.00014493+0.00012884i,0.00018087+0.00026419i,0.00038516-0.00024594i,-0.00047417-0.0011346i,-0.001108-0.00080398i,-0.00078314+0.00029506i,-0.0010423+0.0007076i,-0.00037352+0.00061794i,-0.0002448+0.00046934i,-0.00067918+8.9977e-05i,-0.00043871+0.00031958i,0.00014308+0.00029314i,0.00013297+0.00024299i,1.4778e-05+0.00053742i,0.00018452+0.00064093i,-0.00045669+0.00015106i,-0.00028333-0.00045239i,-0.00015991-0.00075155i
0.0016913-5.8429e-05i,0.0019797+2.5515e-05i,0.0017833-0.00065447i,0.0018307-0.001806i,0.0014215-0.0017914i,0.00056211-0.0018755i,0.00037741-0.0012792i,6.5356e-05+0.00010041i,-0.00058904+0.00038676i,-0.00035664+0.0011073i,-0.00028271+0.0012579i,-3.5528e-05-0.00071826i,0.00059012-0.0017677i,0.00047987-0.00093618i,9.3882e-05-0.00039899i,0.00019199+0.00019391i,0.00024514+0.00035047i,0.00061949+0.00051233i,0.000641-0.00062347i,-1.3403e-05-0.0010526i,0.00031324+0.00029037i,0.00022065+0.00046515i,-0.0010056-0.00018679i
0.00044034-0.00063562i,-0.00054219-0.00064997i,-0.00064636-0.0013439i,-0.00024081-0.0013345i,-0.00050564-0.0012296i,-0.00071648-0.0011206i,-0.00033378-0.00076933i,0.00042263-0.00077339i,0.00025866-0.001197i,0.00032428-0.0010789i,0.00074654-0.00059673i,-1.4937e-05+0.00013856i,5.6654e-05+0.00060307i,0.00015005-0.00042953i,-0.00091518-0.00075248i,-0.0013162-0.00020364i,-0.00015339-0.0001522i,3.402e-05+0.00029662i,-0.00039666+0.00037438i,-0.00020082+2.109e-05i,0.00039084+0.0004097i,0.00054807+0.0012048i,-0.00013947+0.00043787i
-0.00073472+0.002145i,0.00046759+0.0023661i,0.0013629+0.0014476i,0.0020763-0.00051543i,0.0018441-0.0018375i,0.001219-0.0017679i,0.00090274-0.0015746i,0.00031516-0.00080392i,-0.00045116+6.7839e-05i,-0.00019803+7.7481e-05i,0.00079994+0.00031214i,0.00078514+0.0009732i,-0.00032005+0.00010377i,-0.00092645-0.00092158i,-0.00039048-0.00094638i,0.00045604-0.0010769i,0.00031283+6.2331e-05i,-0.00043065+0.00058287i,-0.00098686+0.00041612i,-0.0013093+0.00048268i,-0.00091078+0.00056312i,-0.00026199+0.00023357i,-0.00061825+3.3823e-05i
-0.00016654-0.00085547i,-0.0011436+0.00016206i,-0.0010907+1.9206e-05i,9.9066e-05-0.0011911i,0.00028875-0.00080866i,0.00080312-0.00018045i,0.0011098+0.00029931i,0.00013127+0.00016892i,-0.001125-0.00076615i,-0.0010881-0.0013093i,-0.0004791-0.00040933i,-9.6129e-05+0.0002868i,-0.00095546+0.00023672i,-0.0017141+0.00017639i,-0.00087627-4.4385e-05i,-0.00085805-0.0001576i,-0.0010456+9.6973e-05i,-0.0001806+0.00051977i,0.00041269+0.00093975i,0.00069911+0.0010375i,-0.00011832+1.5221e-05i,-0.00079905-0.0003149i,0.0001195+0.00010951i
-0.00065195-0.00080669i,8.6942e-05+0.0003481i,0.00024574+0.0010755i,0.00087496+0.0008244i,0.00093617+9.1303e-05i,0.00076446-0.00048559i,0.0010295-0.00039046i,0.00064166-0.00059704i,-0.00023948-0.00071854i,-0.00026959-0.00010605i,7.7729e-05+0.00054182i,-0.00018933+0.00044427i,4.0175e-05+0.00035685i,-1.4362e-05+0.00054562i,-0.00060111+0.00035699i,-0.00030896+0.00029465i,0.00067528-1.5621e-05i,0.00025877+0.00013996i,-0.0001291+0.00077566i,0.00054824+6.0594e-05i,0.00091755-0.00080224i,0.00062089-0.00013281i,3.3747e-05+0.00043727i
0.0013221+3.6295e-05i,0.001351+0.00056619i,0.0029225+0.0010434i,0.003316+0.00038857i,0.0021565-0.0011456i,0.00096744-0.0022139i,7.7921e-05-0.0022755i,0.00019467-0.0015384i,0.00128-0.00071708i,0.00061495-0.00027061i,-0.00099977-0.00075043i,-0.00080397-0.00098808i,0.00012431-0.00018815i,0.00034715-0.00016403i,0.00047275+0.00022259i,0.00016266+3.9202e-05i,-0.0010088-0.00047866i,-0.00079979-0.0006873i,0.00025022-0.00086852i,0.00053734-0.00053438i,0.00064924-0.00016531i,0.00079052-0.00036484i,0.00015366+0.00011757i
0.00015626+0.0018112i,0.00090149+0.0021965i,0.0016915+0.001946i,0.0023054+0.0011344i,0.0020835+2.1638e-05i,0.0017252-0.00089156i,0.0015967+0.00017397i,0.0020728+0.00090231i,0.0011595+0.00056339i,-0.00028847+0.00029399i,-0.00049592+0.00025392i,0.00024928-5.1563e-05i,0.00044709+0.00022385i,-0.00030133+0.000159i,-0.00088654-0.00025434i,-0.0012897-0.00019335i,-0.00091389+0.00014444i,0.0002047+0.0010627i,0.00090738+0.000807i,0.0004707-0.00014791i,-3.4921e-05-0.0002866i,-0.00028919+3.9972e-05i,-0.00066277+0.00081321i
0.0018414-3.807e-06i,0.0015757-2.9842e-05i,0.0016468+7.6626e-05i,0.00094518-0.00016803i,0.0005136-0.0012607i,0.00073389-0.0015936i,0.0014411-0.00077687i,0.0016492+0.00012245i,0.00054697+0.00013144i,-6.2249e-05-0.00021676i,-0.00056754+0.00045385i,-0.0015023+0.00044589i,-0.0015052-0.000412i,-0.0010323-0.0003094i,-0.00078791+0.00017808i,-0.00045535+0.0003198i,-0.00031724+0.0008089i,-0.00058704+0.0013417i,-0.00042363+0.00046719i,-0.0001634+0.00037128i,-8.4966e-05+0.00096846i,-0.00034329+0.00078881i,-0.00086844+0.00010974i
0.0010238-0.0015128i,-0.0005916-0.0017028i,-0.0016648-0.0017787i,-0.001126-0.0018939i,-0.0010952-0.0012194i,-0.00077688-0.00035023i,-0.00023548+0.00075493i,0.00052406+0.0012278i,0.0010082-0.00022136i,0.00027299-0.00095675i,-0.0010172-2.3771e-05i,-0.0013029+0.00092619i,-0.0010314+0.0010962i,-0.00079056+9.7631e-05i,-0.00054136-0.00039427i,-0.00085994-0.00020762i,-0.00070206-3.9126e-05i,-0.0005904+0.0004807i,-0.00018307+0.00055318i,0.00082516+0.00042451i,0.00046784+6.743e-05i,-0.00047948-0.00086608i,-0.00063674-0.00061917i
0.0015427-0.0011932i,0.00084813-0.00089433i,0.00098301-0.00072877i,0.0013046-0.00089087i,0.00079616-0.0012073i,0.00032424-0.001004i,0.0002183-0.00057721i,-0.00024464-0.00050313i,-0.00046428-0.0010353i,-0.00045443-0.00096372i,-0.00095659-0.00030833i,-0.0011353-0.00013453i,-0.00046044+0.00041839i,-0.00017584+0.00067148i,0.00010867+0.00053251i,-5.2088e-05+0.00092721i,-0.00030365+0.00053203i,4.471e-06+0.00043048i,2.4884e-05+7.0461e-05i,-8.7115e-05-0.00042942i,-0.00043804-0.00050562i,-0.00036933-0.0002591i,-0.00019019-0.00039528i
0.00016945+0.0012876i,0.00059102+0.00059814i,0.0012569-0.00016891i,0.0017546-0.0015689i,0.0014454-0.0024804i,0.00049928-0.0016669i,-0.00049571-0.00031685i,-0.0009403+0.00059763i,-0.00033571-1.6006e-05i,8.6474e-05-0.0010416i,-5.603e-05-0.00096162i,-0.00041212-0.00035819i,-0.0011385-7.5776e-05i,-0.0011483-0.00036792i,-0.00041051-0.00078914i,-0.00037689-0.00055174i,-0.00029781-0.0001473i,-0.00043162-2.5573e-05i,-0.00050649-5.1634e-05i,-0.00019076-0.00060293i,0.00029441-4.1965e-06i,0.00045618+0.0008375i,-0.00033516-0.00024725i
-0.0023168-0.0012646i,-0.002377+0.00034686i,-0.0024947+0.0020424i,-0.00076124+0.0024294i,0.0011865+0.001184i,0.001382-0.0001323i,0.00096085-0.00087515i,0.001267-0.0011476i,0.00057559-0.00074738i,-0.00033388-0.00056587i,6.9046e-05-0.00064327i,0.00042856-0.00039323i,-0.00019433+0.0006103i,-0.00083095+0.00077495i,-0.00060322+0.00060669i,-0.00025962+0.000155i,-0.00041223-0.00013453i,-0.00058462-3.9607e-05i,-0.00075655+0.00084715i,-0.0012509+0.00089758i,-0.00065746+8.6781e-06i,0.00013674-4.3077e-05i,0.00022788+0.00023516i
0.0016068+0.00054212i,0.0028623+0.0012935i,0.0030142+0.0012684i,0.0034924-0.0002873i,0.0026534-0.00057334i,0.00027006-0.00036703i,3.995e-06-0.00021176i,8.8808e-05+0.00056572i,-0.00074283+0.00091521i,-0.0009856+0.00068667i,-0.000538+0.00076206i,0.00024085+0.00089297i,0.00061408+0.00013316i,0.0013091-0.00089084i,0.0012461-0.00082641i,3.9914e-05-3.41e-05i,-0.00078058+0.00021192i,-0.00029126+0.0004551i,0.00018062+0.0006202i,0.00017849+0.00032881i,0.00039615-0.00064464i,0.00042937-0.00075149i,0.00029335-0.00014291i
-0.00064515+2.9201e-05i,0.00047147+0.00021757i,0.0012578+0.00057459i,0.00072332-0.00022746i,0.00011974-0.00072061i,-0.00012208-0.0012432i,0.00022636-0.0005585i,0.00036968+0.00028466i,-7.4174e-06-0.00045505i,-6.2866e-06-0.00050916i,-0.00047707+0.00018495i,-0.00053384+0.00010084i,-0.00016807-0.00043969i,-5.9523e-05-0.00020236i,-0.00017305+0.00068759i,-0.0001657+0.00034828i,-0.00047065-0.00029948i,-3.5356e-05+3.1464e-05i,0.00021959+0.00077433i,-4.0015e-05+0.00013064i,0.00014309-0.00030268i,0.00021011+0.00084603i,6.6464e-05+0.00084993i
0.0019736+0.0012503i,0.0026759+0.0017336i,0.004321+0.0024923i,0.0044637+0.00126i,0.0028555-0.00096704i,0.0011574-0.0016517i,0.0001499-0.0010661i,0.00013067-0.0012165i,0.00033006-0.0017019i,7.6909e-05-0.0011517i,-4.0857e-05-0.0004751i,0.0002299-0.00036717i,0.0005925-0.00047312i,0.00035956-0.00098863i,-0.00038279-0.0011645i,-0.00063373-0.00055405i,0.00038476+0.00027037i,0.0011286+0.00035509i,0.00021588+0.00044094i,-0.00034707+0.00064949i,-0.00049968+0.00086013i,-0.00023704+3.4002e-05i,0.00025012-0.00090294i
0.0011415-0.0013002i,0.00026175-0.0015459i,-0.00080291-0.0014504i,-0.0010797-0.0010799i,-0.00073483-0.00093354i,-7.6464e-05-1.7391e-05i,0.00040867+0.00073426i,4.2427e-05+0.00070114i,-0.00029555-0.00024356i,-0.00012585-0.00023109i,-0.00022538+0.00064328i,-0.000214+0.00065873i,-0.00075418+0.00029216i,-0.00059515+0.00049455i,0.00012168+0.0014759i,0.0005619+0.0014781i,0.00017525+0.0010171i,3.9739e-05+0.00080255i,0.00033354+0.00011495i,0.00054027-0.00011445i,0.00032541+0.00041119i,-3.1664e-05+0.00050953i,0.00010107+0.00049057i
