-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
-0.12062+0.10594i,-0.3381+0.18912i,-0.47327+0.33316i,-0.34826+0.45695i,-0.098529+0.35538i,0.044162+0.068218i,-0.0099891-0.099952i,-0.12848-0.00047258i,-0.15608+0.13688i,-0.1542+0.1365i,-0.16354+0.1005i,-0.12314+0.069128i,-0.071363+0.027078i,-0.040843+0.016382i,-0.021907+0.020033i,-0.023545+0.020852i,-0.021866+0.033747i,-0.0040176+0.041455i,0.0096391+0.016802i,0.0013472-0.022471i,-0.015361-0.02465i,-0.0073236+0.00013755i,0.014103+0.0086784i
-0.026835-0.13965i,0.049785-0.35461i,0.15825-0.48183i,0.24997-0.39673i,0.28185-0.24024i,0.18837-0.11619i,0.12653-0.0044072i,0.23304+0.02947i,0.30985-0.0052869i,0.26234-0.008395i,0.17733+0.005232i,0.08181+0.030025i,0.035832+0.066599i,0.050269+0.068579i,0.052396+0.048365i,0.039439+0.033743i,0.029795+7.1819e-05i,-0.0029569-0.04559i,-0.057365-0.052556i,-0.076754-0.0010689i,-0.038298+0.056862i,-0.00090657+0.069764i,0.0041926+0.056537i
0.10672-0.014123i,0.25986+0.049393i,0.31752+0.038158i,0.1917-0.089737i,0.059491-0.17133i,0.039039-0.13735i,0.039917-0.10855i,0.010689-0.16631i,-0.0016871-0.26152i,-0.011301-0.29883i,-0.032704-0.23725i,-0.029387-0.13628i,-0.015777-0.067771i,-0.026924-0.027526i,-0.036842+0.010179i,-0.032019+0.023631i,-0.037563+0.010092i,-0.03833+0.016306i,-0.0026789+0.050631i,0.054148+0.056976i,0.086063+0.011599i,0.077853-0.034469i,0.05791-0.045276i
0.004321+0.11653i,-0.048009+0.2573i,-0.070692+0.26789i,-0.11153+0.10485i,-0.21068+0.0077939i,-0.18491+0.027671i,-0.064821+0.00096256i,-0.078182-0.01736i,-0.16779+0.040818i,-0.19189+0.087288i,-0.15028+0.098829i,-0.079443+0.070922i,-0.039644+0.01794i,-0.021942+0.0068957i,0.020055+0.024415i,0.064226+0.033428i,0.082638+0.04765i,0.082828+0.063096i,0.073417+0.050397i,0.04099+0.0071504i,-0.011481-0.028561i,-0.040186-0.035305i,-0.033957-0.032825i
-0.13725-0.071948i,-0.37364-0.20503i,-0.5639-0.12582i,-0.42468+0.21197i,-0.072897+0.36537i,0.07145+0.19452i,-0.033842+0.071844i,-0.075879+0.10299i,-0.019949+0.10707i,-0.007134+0.077084i,-0.0094249+0.052338i,-0.0030013+0.016166i,0.0015576-0.00043729i,0.027894-0.01131i,0.044173-0.05199i,0.02131-0.084421i,-0.0044734-0.081988i,-0.011178-0.073862i,-0.017444-0.067325i,-0.030639-0.03813i,-0.033951+0.014408i,-0.027577+0.054247i,-0.019771+0.058323i
0.080062-0.040188i,0.27463-0.075218i,0.44287-0.11328i,0.42753-0.21975i,0.23936-0.34538i,0.010051-0.2939i,-0.062052-0.12479i,0.013578-0.05695i,0.062587-0.07485i,0.07362-0.076353i,0.078523-0.066707i,0.071654-0.04248i,0.06067-0.01914i,0.016239-0.0064559i,-0.041078+0.021344i,-0.046215+0.035386i,-0.016531+0.0046457i,-0.0063795-0.035562i,-0.013213-0.047982i,-0.0087004-0.038052i,0.0052037-0.031803i,0.013488-0.028729i,0.011333-0.015748i
0.10382+0.07338i,0.28996+0.17958i,0.43478+0.090764i,0.29458-0.11659i,0.0095606-0.070697i,-0.052141+0.13348i,0.047816+0.16985i,0.053119+0.093362i,0.014273+0.053431i,0.020179+0.023653i,0.034718-0.027583i,0.02982-0.083087i,0.0032273-0.10296i,-0.0093738-0.065725i,0.013321-0.0084093i,0.027423+0.034862i,0.009639+0.069108i,-0.010674+0.093492i,-0.017384+0.092459i,-0.017786+0.063785i,-0.019837+0.024441i,-0.026009-0.0063724i,-0.031034-0.019636i
-0.1695-0.014185i,-0.52417-0.021i,-0.8558+0.06432i,-0.81032+0.2407i,-0.42901+0.31469i,-0.073557+0.18988i,0.060084+0.031515i,0.055117-0.01535i,0.036462-0.0052327i,0.00053966-0.032337i,-0.06291-0.0513i,-0.084833-0.02981i,-0.056907-0.023222i,-0.03156-0.046837i,-0.021349-0.07881i,-0.018476-0.097969i,-0.013027-0.086398i,0.0087603-0.048314i,0.0351-0.010525i,0.04008+0.01268i,0.028222+0.029986i,0.020949+0.041975i,0.023638+0.041902i
0.04285-0.053076i,0.12505-0.11767i,0.2908-0.040806i,0.47751+0.06483i,0.46101-0.036144i,0.19414-0.1518i,-0.022255-0.086084i,-0.041237-0.020558i,-0.044697-0.030008i,-0.072307+0.0096193i,-0.055714+0.074633i,-0.029068+0.10201i,-0.014464+0.098115i,-0.017502+0.086126i,-0.032421+0.09062i,-0.021559+0.095024i,0.0095145+0.063611i,0.020033-0.0021809i,0.00029301-0.060137i,-0.021079-0.072254i,-0.021525-0.054486i,-0.0099235-0.03614i,0.001331-0.02229i
0.12308+0.014743i,0.35787-0.048036i,0.41597-0.28512i,0.076474-0.45614i,-0.26083-0.2391i,-0.21269+0.092773i,-0.042874+0.13845i,-0.0081843+0.044331i,0.0075323+0.016276i,0.064034+0.0023463i,0.099179-0.023595i,0.10404-0.03243i,0.092798-0.02558i,0.080521-0.0061895i,0.077124+0.010002i,0.056591-0.00079016i,0.0013578-0.014262i,-0.051489+0.0095256i,-0.057325+0.053366i,-0.022288+0.069532i,0.010247+0.046008i,0.015332+0.0052252i,-0.00034099-0.026512i
-0.14501+0.077141i,-0.36142+0.28889i,-0.45978+0.52646i,-0.22857+0.5744i,0.12501+0.37176i,0.27759+0.08337i,0.24397-0.066358i,0.16047-0.065647i,0.096355-0.045736i,0.041866-0.050366i,-0.019039-0.051732i,-0.055301-0.042682i,-0.050183-0.041798i,-0.032815-0.060239i,-0.026789-0.071896i,-0.021451-0.046313i,0.00080695+0.0020187i,0.038567+0.031945i,0.063217+0.028018i,0.051121+0.013705i,0.020057+0.0047946i,-0.007579+0.0053564i,-0.022589+0.018918i
0.0062061-0.077655i,-0.033143-0.15465i,-0.00059807-0.099141i,0.11204+0.036087i,0.12077+0.041825i,-0.0245-0.0080622i,-0.11544-0.013334i,-0.090744-0.055504i,-0.071643-0.092863i,-0.072779-0.06771i,-0.05758-0.029488i,-0.037347-0.011453i,-0.032921-0.00025935i,-0.036134+0.02182i,-0.034712+0.040253i,-0.031673+0.03712i,-0.022971+0.012551i,-0.008167-0.027151i,-0.0055165-0.061514i,-0.016599-0.065657i,-0.020636-0.036404i,-0.0082485+0.0036655i,0.012038+0.026077i
0.14112-0.043739i,0.36693-0.29585i,0.43783-0.70294i,0.19093-0.93313i,-0.055779-0.7412i,-0.027302-0.38649i,0.041493-0.19317i,0.0013308-0.1031i,-0.024121-0.034688i,0.0037941-0.00040079i,0.040819+0.017969i,0.059762+0.025134i,0.055712+0.024129i,0.046307+0.02847i,0.049525+0.030395i,0.067063+0.012299i,0.068836-0.018319i,0.030419-0.027496i,-0.0063896-0.006414i,-0.0034924+0.01244i,0.017796+0.0093113i,0.031256-0.0061291i,0.031206-0.019065i
-0.1223+0.15139i,-0.2724+0.47831i,-0.40732+0.83669i,-0.3887+0.97011i,-0.21608+0.78263i,-0.078782+0.4045i,-0.060949+0.1536i,-0.031041+0.10833i,0.018863+0.069484i,-0.0067198+0.014633i,-0.038256+0.00056032i,-0.036914-0.020597i,-0.038026-0.043568i,-0.026269-0.040605i,-0.010986-0.028973i,-0.018945-0.011134i,-0.033014+0.016455i,-0.026249+0.039832i,-0.008953+0.041856i,-0.0095688+0.026132i,-0.02247+0.0092975i,-0.033075-0.0076679i,-0.044846-0.018933i
-0.062369-0.085994i,-0.13806-0.10354i,-0.041924-0.045423i,0.20581-0.051714i,0.21992-0.14965i,-0.028822-0.093814i,-0.10756+0.049435i,-0.021622+0.037097i,-0.016136-0.012839i,-0.037818+0.0078484i,-0.031129+0.017573i,-0.022645+0.013106i,-0.011503+0.0077985i,-0.0069572-0.010595i,-0.0027154-0.02894i,0.0050674-0.04437i,0.0082789-0.049608i,0.011336-0.033381i,0.020457-0.0069853i,0.02773+0.0039411i,0.021308+0.00065832i,0.011858+0.0074755i,0.015368+0.020172i
0.16156-0.096136i,0.30892-0.37861i,0.31688-0.65686i,0.17515-0.62556i,0.12745-0.33467i,0.2359-0.074339i,0.27718+0.010587i,0.18148-0.010874i,0.078871-0.026919i,0.031688-0.030801i,0.004296-0.027733i,-0.0067967-0.0058381i,0.0034858+0.010657i,-0.0010477+0.018536i,-0.018927+0.038615i,-0.018377+0.064259i,0.0020436+0.068806i,0.021301+0.034463i,0.02387-0.015512i,0.017852-0.036409i,0.014356-0.029403i,0.013093-0.017178i,0.012085-0.0084323i
-0.040346+0.18875i,-0.024621+0.39175i,-0.12104+0.42633i,-0.38863+0.25364i,-0.54387+0.086331i,-0.41369-0.075034i,-0.24649-0.1981i,-0.1489-0.13824i,-0.038305-0.046723i,0.023209-0.044712i,0.031949-0.043191i,0.036777-0.034051i,0.024385-0.023827i,0.019951+0.0097603i,0.03242+0.027671i,0.025189+0.0085788i,-0.0024253-0.013045i,-0.029956-0.013025i,-0.050086+0.0014487i,-0.060627+0.019533i,-0.059217+0.034193i,-0.050415+0.028602i,-0.045713+0.0060478i
-0.1448-0.047768i,-0.26101+0.089799i,-0.0958+0.35933i,0.34155+0.51485i,0.52662+0.45647i,0.3152+0.38239i,0.13756+0.33194i,0.10983+0.18978i,0.056139+0.066057i,-0.008289+0.047803i,-0.041525+0.041708i,-0.060264+0.022661i,-0.049847+0.00036581i,-0.027545-0.036094i,-0.01448-0.061055i,0.0017046-0.054734i,0.015843-0.032466i,0.022596-0.0065524i,0.034647+0.014436i,0.051174+0.01934i,0.061966+0.0056173i,0.056366-0.0082188i,0.039242-0.0018501i
0.10738-0.18988i,0.052245-0.50808i,-0.17427-0.72565i,-0.37405-0.60496i,-0.29612-0.33516i,-0.077162-0.14843i,0.023194-0.049265i,0.027386-0.0052607i,0.03035-0.0071096i,0.036569-0.033049i,0.025744-0.044086i,0.0088037-0.030186i,-0.005737-0.012486i,-0.032505+0.010692i,-0.056964+0.043081i,-0.059146+0.058207i,-0.043834+0.044381i,-0.020791+0.019519i,-0.0029652-0.002201i,0.0013647-0.01556i,-0.0022975-0.017115i,-0.0045823-0.007144i,0.00037129+0.0043146i
0.10865+0.20411i,0.3396+0.3219i,0.47958+0.24963i,0.34728+0.0059463i,0.14015-0.18051i,0.070362-0.24398i,0.067069-0.24811i,0.043608-0.18977i,0.026453-0.12828i,0.0063845-0.094437i,-0.00036917-0.042589i,0.021697-0.00036133i,0.032764+0.0082748i,0.03859+0.017872i,0.065472+0.025218i,0.085737+0.0081662i,0.066824-0.013192i,0.021047-0.013597i,-0.017979+0.0044091i,-0.036499+0.019306i,-0.041181+0.019988i,-0.03767+0.011269i,-0.032659-0.0035279i
-0.20588+0.055583i,-0.33469+0.31115i,-0.24836+0.64697i,0.02024+0.80499i,0.13135+0.70638i,0.023938+0.49733i,-0.068335+0.31077i,-0.073106+0.1649i,-0.066997+0.062727i,-0.079235+0.012181i,-0.092508-0.012238i,-0.087975-0.026558i,-0.057459-0.034742i,-0.030476-0.056363i,-0.038101-0.078679i,-0.058527-0.063262i,-0.051121-0.023786i,-0.0099481-0.0022692i,0.036214-0.0075205i,0.060075-0.020258i,0.062852-0.02537i,0.052327-0.025372i,0.032338-0.019394i
0.034243-0.27953i,-0.065261-0.6452i,-0.20683-0.99586i,-0.23818-1.096i,-0.11478-0.90957i,0.031782-0.58362i,0.084728-0.30301i,0.049701-0.12925i,0.024276-0.014579i,0.053428+0.022204i,0.069142+0.001442i,0.05121-0.014771i,0.014043-0.011908i,-0.021147+0.024057i,-0.023079+0.067412i,-0.0031094+0.069598i,0.012462+0.039964i,0.0089545+0.010812i,-0.012567-0.00064887i,-0.032671+0.001874i,-0.041206+0.0087812i,-0.034425+0.020624i,-0.010769+0.026941i
0.1924+0.14583i,0.37641+0.21733i,0.3608+0.28105i,0.076766+0.35127i,-0.19899+0.33253i,-0.29401+0.20974i,-0.25986+0.14004i,-0.1155+0.13336i,0.012044+0.066719i,0.018845-0.0030153i,-0.0012867-0.013535i,-0.00063072-0.0057488i,0.015429+0.00091205i,0.047002-0.0049825i,0.071046-0.013171i,0.073001-0.0085861i,0.049745-0.0014222i,0.020915+0.0072067i,0.0088213+0.013625i,0.0049596+0.013688i,0.0016186+0.011167i,0.00088095+0.0029658i,-0.0015219-0.008029i
-0.18668+0.15455i,-0.2718+0.40806i,-0.21154+0.61533i,-0.034037+0.61636i,0.12301+0.49837i,0.20048+0.34066i,0.19134+0.13982i,0.098442-0.02014i,0.011642-0.060716i,-0.012191-0.028793i,-0.012323-0.0046342i,-0.017598-0.0056884i,-0.024708-0.014941i,-0.040613-0.039263i,-0.070678-0.07401i,-0.090414-0.081746i,-0.076737-0.05637i,-0.039372-0.027683i,-0.0048549-0.01454i,0.012869-0.0083855i,0.020301-0.0041631i,0.015446-0.011159i,-0.0051623-0.016521i
-0.050612-0.24919i,-0.11959-0.47165i,-0.02125-0.61112i,0.26054-0.66092i,0.36593-0.61888i,0.22859-0.37948i,0.15456-0.11148i,0.12185-0.027174i,0.034948-0.0043211i,0.0098217+0.033341i,0.035943+0.030267i,0.042113+0.0086043i,0.021857+0.00012688i,-0.0095021+0.038827i,-0.0056003+0.11322i,0.034538+0.14045i,0.056652+0.10198i,0.040291+0.051992i,0.012295+0.028336i,-0.0016025+0.019292i,-0.0058849+0.011852i,-0.0065165+0.017742i,0.0046842+0.026451i
0.2278+0.035172i,0.32787-0.033449i,0.070207-0.10756i,-0.46452-0.03499i,-0.69608+0.050809i,-0.54934-0.059397i,-0.41372-0.15404i,-0.27801-0.063511i,-0.093239+0.0015221i,-0.014126-0.037335i,-0.02552-0.062752i,-0.030243-0.053427i,-0.0087111-0.036383i,0.026621-0.040983i,0.042845-0.069815i,0.023034-0.081311i,-0.0044795-0.061277i,-0.01262-0.030505i,-0.0011817-0.0095058i,0.0098842-0.0067017i,0.010011-0.012713i,0.0093488-0.017475i,0.010078-0.017201i
-0.10008+0.21376i,-0.031187+0.44373i,0.21213+0.53662i,0.44099+0.43792i,0.45727+0.40483i,0.3905+0.46269i,0.35566+0.34904i,0.25002+0.11743i,0.11377+0.0067943i,0.046605+0.0075316i,0.018122+0.019281i,0.0028061+0.021484i,-0.0016171+0.0083878i,-0.0082716-0.01673i,-0.019117-0.039743i,-0.02613-0.047647i,-0.023493-0.036433i,-0.021756-0.022026i,-0.033089-0.014903i,-0.045637-0.0044622i,-0.044172+0.0073054i,-0.03505+0.0060395i,-0.028751-0.0028364i
-0.17044-0.19795i,-0.3843-0.28i,-0.42098-0.2139i,-0.15403-0.13185i,0.07502-0.19838i,0.044418-0.25884i,-0.044083-0.14795i,-0.040149-0.024917i,-0.020421-0.012085i,-0.028482-0.020711i,-0.024351+0.0015929i,-0.0018462+0.022457i,0.007268+0.027496i,-0.0061055+0.056977i,-0.015177+0.11345i,-0.0069745+0.1393i,0.0027427+0.11337i,0.011997+0.070068i,0.028427+0.041646i,0.045275+0.027186i,0.046697+0.02261i,0.036067+0.029799i,0.027585+0.032781i
0.23966-0.071228i,0.31983-0.27316i,0.047471-0.45729i,-0.42891-0.38433i,-0.52656-0.1663i,-0.26148-0.084254i,-0.08747-0.12467i,-0.046435-0.092946i,-0.0025468-0.015714i,0.024506-0.006126i,0.012146-0.038067i,-0.0033879-0.060498i,-0.00087719-0.067761i,0.01282-0.087876i,0.017027-0.12519i,0.0058489-0.13742i,-0.0032741-0.10587i,-0.006375-0.05957i,-0.0085278-0.032503i,-0.01201-0.029012i,-0.012718-0.035928i,-0.0082644-0.045844i,-0.0066844-0.04314i
-0.016055+0.27592i,0.1843+0.59259i,0.59457+0.80469i,0.91957+0.70733i,0.80077+0.44375i,0.41788+0.26625i,0.16749+0.18423i,0.070503+0.08301i,0.0024928-0.0020352i,-0.026129+0.0075842i,0.0043613+0.041697i,0.030179+0.038189i,0.020909+0.028417i,0.0029404+0.040427i,-0.0013819+0.065552i,0.010051+0.07557i,0.019858+0.059417i,0.020658+0.03247i,0.0099456+0.012791i,-0.0090076+0.0091325i,-0.018979+0.0089431i,-0.019298+0.0048396i,-0.017941+0.0039014i
-0.23633-0.15928i,-0.51796-0.26649i,-0.69467-0.34608i,-0.58969-0.41085i,-0.3432-0.44136i,-0.18131-0.38734i,-0.10789-0.26049i,-0.056644-0.1387i,-0.018842-0.074951i,-0.010792-0.065704i,-0.029459-0.047895i,-0.036252-0.0035877i,-0.027459+0.025264i,-0.021153+0.036957i,-0.017448+0.042406i,-0.014914+0.036172i,-0.011635+0.017033i,-0.0036064-0.001299i,0.014805-0.0037828i,0.037288+0.0021305i,0.042181+0.011035i,0.030869+0.022042i,0.021741+0.021906i
0.23321-0.14098i,0.3447-0.37189i,0.21214-0.57679i,-0.17242-0.52305i,-0.43892-0.2311i,-0.3723+0.042102i,-0.18114+0.14598i,-0.057371+0.136i,-0.017165+0.095135i,-0.0079935+0.054948i,-0.00081045+0.0072781i,-0.00077184-0.031195i,0.012938-0.04714i,0.040928-0.075912i,0.052239-0.1172i,0.040209-0.1318i,0.016722-0.10429i,-0.011779-0.059111i,-0.039854-0.030338i,-0.054125-0.022377i,-0.043354-0.02793i,-0.020571-0.038941i,-0.0031844-0.036853i
0.017524+0.27677i,0.14053+0.61612i,0.35481+0.93203i,0.53837+0.99974i,0.54154+0.78376i,0.3845+0.45862i,0.209+0.1962i,0.094556+0.039935i,0.036794-0.015752i,0.012598+0.0059946i,0.016225+0.043356i,0.028073+0.050718i,0.014603+0.040079i,-0.022819+0.055674i,-0.045728+0.097643i,-0.037119+0.11959i,-0.017416+0.10281i,0.002505+0.075461i,0.022283+0.059842i,0.029362+0.050485i,0.019382+0.046166i,0.0082331+0.046861i,0.0032054+0.040301i
-0.23968-0.12009i,-0.49543-0.26803i,-0.65475-0.43306i,-0.55739-0.53676i,-0.31473-0.50568i,-0.10466-0.35808i,0.025744-0.21192i,0.054196-0.098145i,0.037976-0.012289i,0.03117-0.0014431i,-0.00010821-0.027227i,-0.035961-0.025942i,-0.038126-0.012945i,-0.024832-0.012426i,-0.013659-0.021212i,-0.00714-0.026469i,-0.0048401-0.022907i,-0.00032534-0.021297i,0.0066762-0.026615i,0.01088-0.026734i,0.010204-0.014443i,0.0047548-0.0028534i,0.00056846-0.002256i
0.19537-0.13595i,0.36058-0.24922i,0.39352-0.25596i,0.23364-0.091129i,0.063672+0.091006i,-0.0087935+0.14294i,-0.06142+0.10916i,-0.073059+0.064777i,-0.028421+0.01575i,-4.7476e-05-0.023832i,0.0028926-0.038879i,0.0023097-0.042469i,0.0046166-0.035416i,0.018101-0.0242i,0.032847-0.026086i,0.031425-0.034965i,0.017069-0.03334i,-0.0023221-0.022289i,-0.020896-0.013303i,-0.026798-0.011311i,-0.015761-0.019675i,-0.0047303-0.032479i,-0.007403-0.029648i
0.039004+0.23223i,0.10899+0.47651i,0.21+0.63701i,0.29399+0.56401i,0.26817+0.32303i,0.13624+0.095293i,0.04352-0.015159i,0.035198-0.04887i,0.030286-0.060299i,0.0046252-0.042127i,0.00053201-0.0011626i,0.013811+0.021977i,0.0072505+0.015502i,-0.020914+0.018949i,-0.038708+0.051272i,-0.026619+0.077707i,-0.0011366+0.071023i,0.023097+0.049248i,0.042073+0.034747i,0.04383+0.026678i,0.02407+0.022487i,0.0033341+0.027486i,0.00040057+0.029919i
-0.20467-0.10643i,-0.38585-0.27826i,-0.45368-0.52383i,-0.32665-0.67955i,-0.10989-0.59106i,0.058969-0.35335i,0.10732-0.15163i,0.058636-0.046349i,-0.0015967-0.018499i,-0.037469-0.021843i,-0.053736-0.01831i,-0.047636-0.0093827i,-0.02496-0.0077692i,0.0044532-0.026837i,0.021028-0.061118i,0.016682-0.07774i,0.0021105-0.065674i,-0.018702-0.048747i,-0.041353-0.036759i,-0.049093-0.021673i,-0.033977-0.0084163i,-0.0141-0.0077808i,-0.0063148-0.0091031i
0.13861-0.10634i,0.23601-0.13631i,0.19603-0.013387i,-0.032789+0.19381i,-0.271+0.29i,-0.33394+0.28116i,-0.23527+0.20894i,-0.098019+0.096307i,-0.017726+0.029423i,0.017372+0.014486i,0.035679+0.00097218i,0.034857-0.013773i,0.022382-0.013982i,0.010515+0.00012947i,0.0081505+0.013453i,0.0083048+0.0098008i,0.0022181-0.0018294i,-0.0017935+0.00087108i,0.0075438+0.011879i,0.019444+0.012195i,0.020863+0.0037776i,0.016474-0.0010075i,0.013669-0.0041316i
0.041755+0.16589i,0.069248+0.31667i,0.10148+0.38903i,0.18772+0.29047i,0.27229+0.049745i,0.24343-0.18304i,0.13342-0.22621i,0.044433-0.12217i,0.0050598-0.036201i,-0.0052054+0.005462i,0.0010203+0.02388i,0.004565+0.019783i,-0.0010976+0.0089147i,-0.014829+0.008393i,-0.030206+0.026303i,-0.028952+0.04739i,-0.01267+0.049959i,0.01048+0.035588i,0.03125+0.015402i,0.032233-0.00034265i,0.015532-0.0037786i,0.002965+0.0022575i,0.00074961+0.0081223i
-0.14807-0.051572i,-0.23446-0.15865i,-0.22992-0.30573i,-0.1682-0.31245i,-0.11774-0.065666i,-0.055754+0.20466i,0.0089768+0.2366i,0.0097304+0.12921i,-0.012275+0.067862i,-0.010172+0.030346i,-0.018585-0.01476i,-0.027538-0.029526i,-0.013709-0.021787i,0.012658-0.023666i,0.028097-0.042909i,0.024251-0.054747i,0.010321-0.047186i,-0.015689-0.039025i,-0.049963-0.030786i,-0.066504-0.012191i,-0.051856+0.0060016i,-0.028248+0.0046577i,-0.019466-0.0070332i
0.10078-0.088372i,0.1709-0.08171i,0.16595+0.027358i,0.03964+0.108i,-0.12308+0.025227i,-0.22375-0.077882i,-0.20221-0.054336i,-0.087571+0.0055595i,-0.0028069+0.011705i,0.022629+0.0056583i,0.037395+0.011226i,0.038862+0.009173i,0.01904+0.0021741i,-0.0018548+0.0078315i,-0.0065197+0.028184i,-0.0015446+0.040467i,0.0035857+0.039042i,0.01609+0.039575i,0.043123+0.038724i,0.066493+0.022494i,0.059308-0.0028939i,0.030208-0.011735i,0.011279-0.0036286i
0.038473+0.098913i,0.044608+0.15512i,0.05429+0.14873i,0.16449+0.1198i,0.36138+0.12251i,0.47503+0.078596i,0.38646-0.018352i,0.20384-0.063261i,0.094558-0.050066i,0.045839-0.039251i,0.00082745-0.025588i,-0.021718-0.0059575i,-0.019618-0.0011981i,-0.018645-0.0042897i,-0.019414-0.0058997i,-0.012116-0.0073217i,0.0001624-0.0098727i,0.0051349-0.015512i,-0.0064687-0.020967i,-0.022961-0.017392i,-0.025106-0.0084607i,-0.01335-0.0037943i,-0.0055062-0.0013772i
-0.1078-0.011307i,-0.174-0.081138i,-0.19237-0.19623i,-0.22734-0.2638i,-0.31635-0.19347i,-0.34064-0.04262i,-0.23045+0.044748i,-0.093191+0.034903i,-0.031547-0.0034597i,-0.020393-0.020853i,-0.013248-0.023157i,4.5334e-05-0.018622i,0.013858-0.0091691i,0.025301-0.0056052i,0.031146-0.016133i,0.028708-0.030574i,0.017226-0.032847i,0.00016097-0.0252i,-0.017969-0.011834i,-0.029724+0.0074942i,-0.026126+0.023153i,-0.013036+0.025021i,-0.001161+0.015265i
0.055736-0.070863i,0.094188-0.038388i,0.10287+0.10462i,0.10579+0.20108i,0.15149+0.076882i,0.15479-0.12044i,0.064985-0.16775i,0.0011925-0.10041i,0.0037359-0.056283i,-0.0024752-0.042335i,-0.012302-0.0076965i,-0.0052535+0.017146i,-0.0055331+0.01149i,-0.013813+0.011352i,-0.018487+0.027763i,-0.024171+0.040109i,-0.029106+0.040072i,-0.016489+0.04i,0.024834+0.036257i,0.06813+0.015236i,0.074716-0.010668i,0.050584-0.017589i,0.026342-0.0081525i
0.045801+0.071068i,0.065225+0.099902i,0.061305+0.068182i,0.052225+0.029823i,0.014115+0.070082i,-0.020045+0.13316i,0.0068208+0.13048i,0.023981+0.071677i,-0.0084735+0.034721i,-0.02685+0.034301i,-0.021694+0.013322i,-0.020051-0.016279i,-0.01434-0.022448i,-0.0060557-0.019921i,-0.0026932-0.01916i,0.004835-0.017668i,0.015935-0.017085i,0.011255-0.024947i,-0.022107-0.035176i,-0.061785-0.031043i,-0.070185-0.014882i,-0.046075-0.0054442i,-0.021852-0.0082627i
-0.08405+0.004846i,-0.11548-0.034824i,-0.084361-0.12309i,-0.046387-0.19934i,-0.062915-0.19506i,-0.10381-0.11506i,-0.11779-0.024978i,-0.089775+0.021545i,-0.057905+0.025063i,-0.041069+0.024594i,-0.012529+0.025192i,0.011883+0.012237i,0.014532+0.0046504i,0.014981+0.0066667i,0.01595+0.0070041i,0.014819+0.0072468i,0.010705+0.0096061i,0.0081101+0.016238i,0.016931+0.027195i,0.026979+0.035104i,0.023088+0.030977i,0.0087859+0.019838i,-0.0018848+0.012132i
0.033208-0.05869i,0.046875-0.054668i,0.025425+0.039118i,-0.02882+0.14134i,-0.041686+0.1675i,0.027626+0.13053i,0.099253+0.048485i,0.08509-0.012173i,0.047178-0.0036976i,0.047435+0.0025683i,0.032623-0.010287i,0.00047931-0.0033733i,-0.013723+0.0028573i,-0.022005+0.0018579i,-0.025127+0.0080164i,-0.020409+0.011642i,-0.017071+0.008971i,-0.0098161+0.0078022i,0.0079567+0.0044365i,0.027024-0.0055363i,0.031982-0.015179i,0.023629-0.012798i,0.01325-0.0035514i
0.045703+0.044422i,0.055008+0.049869i,0.024725-0.00019312i,0.020065-0.060636i,0.056328-0.082861i,0.056902-0.077865i,0.017038-0.032213i,0.0046167+0.010578i,0.012293+0.0076829i,0.0075217-0.0067714i,-0.00098179-0.015792i,-0.0052554-0.019089i,-0.00059515-0.010977i,0.0064271-0.0041732i,0.0082362-0.0063497i,0.011794-0.011125i,0.017204-0.013952i,0.0098098-0.022329i,-0.023624-0.032572i,-0.064009-0.026307i,-0.070402-0.0090198i,-0.04388-0.0024091i,-0.019076-0.0056368i
-0.073111+0.030086i,-0.10626+0.038926i,-0.095688+0.043467i,-0.080322+0.084507i,-0.078574+0.15649i,-0.061949+0.15683i,-0.054889+0.058973i,-0.046042+0.0015297i,-0.000536-0.0016725i,0.022994-0.022477i,0.008948-0.021937i,0.010945-0.00020143i,0.016602+0.0024587i,0.012258+0.0022847i,0.011312+0.006086i,0.0071681+0.0052148i,-0.003349+0.003651i,-0.0045894+0.013776i,0.021698+0.03554i,0.058431+0.045614i,0.065773+0.036094i,0.044014+0.022729i,0.020752+0.012971i
0.0046847-0.070645i,0.019775-0.071927i,0.05178-0.0054854i,0.093465+0.0051086i,0.099167-0.11117i,0.072366-0.16619i,0.080586-0.073532i,0.10176-0.011829i,0.068603-0.028973i,0.022062-0.029142i,0.0041283-0.014979i,-0.005552-0.012646i,-0.013001-0.014271i,-0.018162-0.015703i,-0.021966-0.01325i,-0.018883-0.0062107i,-0.010101+0.0012608i,-0.0029824+0.0015166i,-0.0065544-0.010568i,-0.015001-0.029077i,-0.017073-0.037103i,-0.016155-0.026173i,-0.013907-0.007943i
