-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
0.00071011+0.00086629i,0.00038428+0.0004296i,0.00022859+0.00048037i,-0.00099624+0.00090751i,-0.0024188+0.00026456i,-0.0028758-0.00089484i,-0.0018264-0.00055002i,-0.00061519+0.00032392i,0.00020857+0.00061859i,0.0010509-0.00030288i,0.0015526-0.00092032i,0.0017596-2.4149e-05i,0.0020676+0.0011822i,0.0014835+0.0011703i,0.00044788+8.6949e-05i,0.00054697-0.00045649i,0.0010562-0.00040637i,0.00149-0.0003308i,0.0014066-0.00067213i,0.00045978-0.00080132i,-0.00051794-0.00048428i,-0.00072272-0.00031285i,-0.00027878-0.00051683i
0.001143+0.0004358i,0.00092598+0.00036017i,0.0014962+0.00035352i,0.0020605-0.00019526i,0.0018284-0.0012959i,0.00058922-0.0011953i,-0.00065241+0.00043753i,-0.00081434+0.0020477i,0.00070538+0.0022594i,0.0021508+0.001637i,0.001732+0.00089222i,0.0010182+0.00039487i,0.0011562+0.0015473i,0.00083277+0.0020698i,-0.00012304+0.0004359i,-3.9474e-05+1.6321e-05i,0.00036676+0.00062398i,-6.3655e-05+0.00072777i,-0.00039476+0.00036958i,-0.00016129+0.00035764i,-0.00025315+0.00041114i,-0.00036401+0.00017883i,-0.00043206+0.00015324i
0.0011388-0.00029549i,0.001976+0.0010234i,0.00019876+0.00055139i,-0.0017054-0.001058i,-0.0023518-0.00091991i,-0.0018994-0.00035234i,-0.0013394-0.00011943i,-0.00062487+0.00059122i,0.00053974+0.0014441i,0.00088872+0.002085i,0.00053734+0.0013025i,0.00017692+0.00023224i,-0.00026404-0.000157i,-0.00011697-0.00042955i,0.0003608+0.00013232i,0.00019513+0.00066929i,-0.00044939+5.2268e-05i,-0.0011927-0.00057383i,-0.00064396-0.00064109i,-0.0001787-0.00044678i,-0.00077062+0.00031503i,-0.00084917+0.00028818i,-0.00044078-0.000861i
0.0010733+0.00096654i,0.0008467-8.409e-06i,0.0026511+0.001145i,0.0028043+0.0016006i,0.0020305+0.00087288i,0.00026572-0.00041796i,-0.00099056-0.00061367i,-0.00051825+0.0007268i,0.00042853+0.0011909i,0.001295+0.001119i,0.001555+0.00063541i,0.0010318+7.9544e-06i,0.00066733-0.00087515i,0.00032304-0.0012251i,-0.00062883-0.001227i,-0.0010269-0.0014957i,-0.0008638-0.0008736i,-0.00041056+0.00044716i,3.5476e-05+0.0008633i,0.00018124-0.00077765i,9.2494e-05-0.0013842i,-0.00027875-0.00053474i,-0.00010026-0.00031083i
-0.0032282+0.001683i,-0.0039581+0.0011425i,-0.0037782+0.0011235i,-0.0027776+0.00037819i,-0.0021314-4.0969e-06i,-0.0007199-0.00013396i,0.00024589-0.00081783i,0.00012078-0.00012907i,0.00025568+0.0011717i,0.00075344+0.0019046i,0.0014278+0.0011909i,0.0019136+0.00062868i,0.0023137+0.00039848i,0.002194+0.00011364i,0.0011645+0.00011079i,-0.00018068-0.00020064i,-0.00024013-0.00068534i,0.00024489-0.00058536i,-0.00021867+0.00035418i,-0.00071371+5.881e-05i,-0.00088623-0.00031126i,-0.00093404+0.00044483i,-0.00045238+0.0008145i
-0.0024706+0.00088782i,-0.0018145+0.0022874i,-0.0020237+0.0034495i,-0.0022239+0.003551i,-0.0013897+0.0020408i,-0.0011004+0.00098434i,-0.00095795+0.0020296i,-0.0006959+0.0027686i,-0.00029001+0.0017062i,0.00082118-5.8318e-05i,0.0018189-0.00018434i,0.0019279-2.756e-05i,0.001792-0.00032688i,0.0016051-0.00030978i,0.001057-0.00057853i,0.00035239-0.00098013i,0.00026822-0.0010298i,0.00022273-0.001464i,-0.00011952-0.0017583i,-0.00087627-0.0007493i,-0.00029163-0.00025934i,0.00094462-0.00011448i,0.00074679+0.00029713i
0.0020207-0.00018363i,0.0013525-0.00049726i,0.00068069-0.00064821i,-0.00066323-0.0010226i,-0.0018164-0.0011656i,-0.0019983+0.00010832i,-0.0013374+0.0021736i,-0.00065908+0.0023819i,-0.00052596+0.0014493i,-0.00061166+0.00064663i,-0.00047678+7.241e-05i,0.00024935-0.00018111i,0.0011077+0.00059856i,0.00073109+0.00095376i,-0.00013173-0.00021262i,-0.00079604-0.00091166i,-8.8575e-05-0.00060677i,0.00073743-0.00052713i,0.0001345+0.00015154i,-0.00056786+0.00013558i,-0.00057358-0.00059532i,-5.1922e-05-0.00052637i,0.00049969-0.00064383i
-0.00041374-0.0016407i,0.00090063-0.0028343i,0.00050424-0.0029372i,0.00017027-0.0013501i,0.00011384+0.00014607i,-0.00048803+0.00079275i,-0.0011131+0.00077019i,-0.0012898+0.0017083i,-0.00054697+0.0029073i,0.00083112+0.0023964i,0.0007022+0.0009031i,0.00013303+0.00016852i,0.00035352+0.00037983i,0.00053338+0.00069046i,4.7958e-05+0.00088011i,-0.00039015+0.0011032i,0.00013508+0.00095475i,0.00023189+0.00035808i,-0.00026409+0.00016794i,-0.00066477+0.00059992i,-0.00099424+0.00059575i,-0.00077507-0.00012311i,-0.00055322+0.00016672i
0.0015082+0.00059357i,0.0021254+0.00060034i,0.0023177-0.00096421i,0.00032511-0.0018167i,-0.001958-0.0018153i,-0.0032234-0.0019362i,-0.0028674-0.0012805i,-0.0016084+0.00027437i,-0.00016349+0.0013698i,0.00012714+0.00097509i,0.00086118+0.00094272i,0.00093955+0.001056i,0.0001723-7.7819e-05i,0.00011212-0.0011486i,-0.00034787-0.00076241i,-0.0011772+7.3584e-05i,-0.0011621+0.00056577i,-0.00075769+0.00087686i,-0.00091897+0.0008741i,-0.00043553+0.00016464i,-6.1792e-05-0.0005459i,0.00042358-0.00054944i,0.00090859+0.00014705i
0.0035691+0.0011049i,0.0028834+0.0020267i,0.0017661+0.003048i,-0.00038355+0.0025738i,-0.0011615+0.00040635i,-0.0014229-0.00077i,-0.00098686+0.00021237i,0.00011855+0.0010374i,0.0012947+0.0015008i,0.0022392+0.001376i,0.0027348+0.00044054i,0.0031328-0.00033257i,0.0025561-0.00036059i,0.0012435-0.0005235i,9.9008e-05-0.00054519i,-0.00019737+0.00057464i,-0.000241+0.0013052i,-0.0012273+0.00076196i,-0.0010026+0.00012003i,-0.00081083-0.00043081i,-0.0010386-0.00014388i,-0.00037953+0.00021983i,-0.00016395+0.00059159i
0.00092019+0.00030322i,0.0018864-0.00044812i,0.0018595-0.0012028i,0.0015007-0.0015784i,0.00094239-0.0019163i,0.00048869-0.0015856i,0.00031447+0.00047895i,0.00047305+0.0019117i,0.00088111+0.0020114i,0.0013268+0.00099919i,0.0015235-0.00041842i,0.0020818-0.00083356i,0.0020458-0.00035012i,0.00098981-0.00046069i,-6.4156e-05-0.00033819i,-0.00029927+0.00037826i,-0.00018441-0.00018271i,-0.00030242-0.00052395i,-0.00028564-3.0539e-05i,-3.4627e-05+0.00037624i,0.00030658+0.00051724i,0.00027168+0.00012209i,0.00013533+0.00010269i
0.0029021+0.0008465i,0.0029018+0.00094986i,0.0016087-0.00023145i,-0.00067511-0.0016346i,-0.0015021-0.0013742i,-0.00058173-0.00075504i,0.00038764-0.00013373i,0.00023234+0.00090746i,0.00041428+0.0012809i,0.00078359+0.00058069i,0.00046423-0.00043238i,0.00070919-2.8618e-05i,0.0010421+0.001663i,6.9294e-05+0.0011631i,-0.00090938-0.00067372i,-0.00061831-0.00027572i,-0.00020845+0.0006171i,-0.00037721+5.41e-05i,-0.00097746-0.00057785i,-0.0011573-0.00065044i,-0.00045148+3.1637e-05i,8.6553e-05+0.00096014i,5.9175e-05+0.00093715i
0.0015937-0.00012692i,0.0022905-0.000392i,0.0031524+0.0002884i,0.002515+0.00037543i,0.0012191+0.00052195i,-0.00053211+0.0014825i,-0.0013364+0.0026216i,-0.0011363+0.0023698i,0.0005522+0.0017321i,0.0014959+0.0016153i,0.0009277+0.0014708i,0.00063746+0.00073416i,-0.00036067+0.00033957i,-0.00038979+5.993e-05i,-0.00042377-0.00097212i,-0.001458-0.00079124i,-0.00096521-5.6909e-05i,-2.4187e-05+0.00013387i,0.00013054+0.00012246i,3.6112e-05+0.00016377i,-0.00066551-4.278e-05i,-0.00084117+0.00014133i,-0.00073007+0.00048224i
0.0013304+0.00070426i,0.0028731+0.00060513i,0.003664-0.00058536i,0.0018675-0.00075957i,-0.00015311+0.00031167i,-0.0018874+0.00098711i,-0.0032412+0.0010952i,-0.00298+0.0019023i,-0.0012058+0.0019717i,0.00030685+0.0011458i,0.0005862+0.00036229i,0.0011789+0.0006086i,0.0014197+0.0015285i,0.0010748+0.00065731i,0.00047387+0.0001539i,-4.7679e-05+0.00074631i,-0.00026294+0.00061836i,0.00015905+0.00021709i,3.656e-05+3.8736e-05i,-0.00093953-0.00019995i,-0.00092186-0.00040278i,0.00014518-0.00083521i,0.00049251-0.00040913i
0.0013886+0.00093402i,0.0014311+0.0011979i,0.0011667+0.0009199i,0.00078355+0.0004951i,-9.49e-05-0.0010229i,-0.00097905-0.0029555i,-0.0013592-0.002643i,-0.00047212-0.00099469i,0.00026184+0.00021532i,0.00093161-1.8104e-05i,0.0014739+0.00025951i,0.0014062+0.00043544i,0.0015223-0.00059006i,0.0017547-0.0011106i,0.0017229-0.00062318i,0.0014079+0.00020801i,0.00059972+0.00040217i,7.4452e-05-0.00048953i,0.00045655-0.0010696i,0.00056078-0.00048678i,0.00024425-0.00029687i,0.00031108+1.8888e-05i,0.00085619+2.739e-06i
0.002075-0.0013703i,0.00034144-0.0013588i,-0.00093448-0.0013866i,-0.0018474-0.0012105i,-0.0018082-0.0012073i,-0.00072122-0.00089566i,-5.8364e-05-0.00024i,-0.00037568+0.00059119i,3.0382e-05+0.0010872i,0.0014129+0.00079443i,0.0020025+0.0002085i,0.0010401+0.00013195i,0.0013224+0.00029513i,0.0012295+0.00041246i,-0.0004157-0.00046266i,-0.00097492-0.0011985i,-0.00077594-0.00056368i,-0.00053404+0.00020643i,-0.0011774+0.0007606i,-0.0020333+0.00044711i,-0.0010692-0.00017201i,-0.00019264+0.00020053i,-9.7924e-05+0.00093415i
0.0022659+0.00020059i,0.0020059+0.0009543i,0.0017246-0.0004681i,0.00095507-0.0021524i,0.00097097-0.0023807i,0.0014713-0.0015838i,0.0020267-0.00017165i,0.0018779+0.0013361i,0.0009064+0.0016181i,0.00077657+0.0012422i,0.0013049+0.00026945i,0.001202-0.00012033i,0.00077538+0.00010538i,0.00072678-0.00044444i,0.00023141-0.0010444i,6.3044e-05-0.0014057i,0.00079058-0.00068859i,0.00068662-1.3311e-05i,-0.00051661-0.00040817i,-0.00077327+0.00017474i,3.4285e-05+0.00068454i,0.00076964+0.00037426i,0.0010288+0.00024717i
0.0020858+0.0011905i,0.0022664+0.0011863i,0.0024569+0.0012412i,0.002195+0.00058906i,0.0020443-0.00013444i,0.0010573+0.00088334i,-0.00045401+0.0021491i,-0.00046227+0.0024385i,0.00063529+0.0012524i,0.0013912-4.5102e-05i,0.0016023+2.3879e-05i,0.0012267+0.00064459i,0.00069761+0.00086392i,-0.00014194+0.00034059i,-0.0011293+0.00040444i,-0.0010397+0.0011442i,-0.00051369+0.001367i,-4.2348e-05+0.0009377i,0.00060379+0.00067676i,0.00023188+0.00029654i,-0.000184+2.5746e-05i,0.00060236+0.00074891i,0.0012648+0.00055164i
0.0027162-3.2991e-05i,0.0035232-0.00051826i,0.0030026-0.0013614i,0.0017183-0.0011387i,-0.00024908+0.00031746i,-0.0024509+0.0014397i,-0.0030451+0.001321i,-0.0023878+0.0013157i,-0.0014246+0.001177i,-0.00033897+0.00050019i,9.0145e-05-0.00019953i,0.00051719+7.0335e-05i,0.001108+0.00029336i,0.0012249+0.00028564i,0.00070315+0.00024169i,-0.00036933-2.1457e-05i,-0.00053219+0.00093051i,-0.00010925+0.0013824i,7.0902e-06+0.00096122i,8.6906e-05+0.00036483i,-0.00014695-6.4028e-05i,-6.9206e-05+8.4895e-05i,4.7329e-05+0.00023299i
-0.0012857-0.00037656i,-0.0017393-0.00086751i,-0.0023616-0.00096128i,-0.0020398+0.00032742i,-0.0022744+0.00081399i,-0.0031079+0.00059882i,-0.0033036-0.00028072i,-0.0024048-0.00046877i,-0.0011298+0.0010863i,-0.0014466+0.0018996i,-0.0013355+0.00098709i,0.00086974+0.00079674i,0.0018771+0.0010583i,0.0013771+0.00054559i,0.0010349+0.00059336i,0.00047878+0.00059791i,-5.647e-05+0.00044824i,0.00012415+0.00021606i,-0.00058831-0.00052105i,-0.0011325-0.00096607i,-0.00031383-0.00074415i,-0.00014063-0.00031552i,-0.00020137-0.00036104i
-0.00023107+0.00047159i,0.00018789+0.0007317i,-0.00045387+0.00096701i,-0.0014589+0.00054362i,-0.0021309-0.0011106i,-0.0028827-0.0025689i,-0.0026805-0.002706i,-0.0015764-0.0013162i,-0.00074176+0.0011041i,0.00056753+0.0018055i,0.0012335+0.0011392i,0.0018571+0.00062909i,0.0027135+0.0013458i,0.0021277+0.00083963i,0.0011175+1.5494e-05i,0.00059093+0.00010384i,-0.00015007+0.0002685i,-0.00066775-0.00017284i,-0.00058022-5.3491e-05i,-0.00064399-8.8774e-05i,-0.00018408-0.00054961i,0.00029834-0.00079836i,-2.8085e-05-0.00089383i
-7.5402e-05-0.0018473i,7.2673e-05-0.0021927i,0.00038857-0.0012597i,0.00040326-0.001394i,0.00090876-0.0027407i,0.0017115-0.0027061i,0.0016559-0.00047449i,0.0011848+0.0016818i,0.0016054+0.0020814i,0.0025671+0.0016568i,0.0026231+0.0010412i,0.0020437+0.00063219i,0.001372+0.00033795i,0.0013142-0.0003474i,0.00053338-0.00086346i,5.6105e-05-0.0012077i,0.00045028-0.0016667i,9.3915e-05-0.0010728i,-0.00081095-1.5174e-05i,-0.00051793-5.3163e-05i,-2.504e-05+6.6828e-05i,-0.00010731-0.00018087i,-0.00038471-0.00028282i
-0.0010356-0.0014546i,-0.00041077-0.0018619i,0.00048637-0.0020831i,0.0018164-0.0020258i,0.0026945-0.0016565i,0.0018688-0.00013068i,0.00081282+0.0015929i,0.00011615+0.0023164i,-0.00040058+0.0020354i,0.00092853+0.00094826i,0.002471+0.00014456i,0.0021394+0.00027914i,0.0013374+0.00071604i,0.00047263+0.00087266i,-0.00036325+0.00029399i,-0.00020713-0.00062109i,0.00094337-0.0013145i,0.0012557-0.0012083i,0.00067083-0.00024041i,3.7482e-05-0.00015905i,8.7597e-06-0.00041777i,8.364e-05+0.00057283i,-8.9641e-07+0.00036534i
0.0029859-0.00079405i,0.0025637-0.00012196i,0.0026223-0.00098299i,0.0015198-0.00042411i,-0.00027236+0.0013989i,-0.0018822+0.0035989i,-0.002413+0.00354i,-0.002581+0.002411i,-0.002377+0.0022028i,-0.00080631+0.0013836i,0.00045023+0.00040305i,0.00070264-0.00012004i,0.00021513-0.00056061i,8.0955e-05-0.00056281i,0.00055475-0.00045316i,0.00029822+0.00014747i,-0.00026947+0.00029639i,0.00076892-5.384e-05i,0.0017638-0.00024541i,0.00090741-0.00062755i,0.00010468-0.00069246i,0.00049122-0.0003526i,0.00038971-5.816e-05i
-0.0019616+0.00048262i,-0.0014621-0.0003597i,-0.0015869-0.00024586i,-0.0014616+0.0011063i,-0.0024097+0.0025616i,-0.0045322+0.0023942i,-0.0051001+0.0018086i,-0.0038546+0.0020731i,-0.0022056+0.0019865i,-0.00090946+0.001357i,-0.00051678+0.00059314i,-3.4484e-05+0.00060078i,0.00074241+0.0017504i,0.0010209+0.002681i,0.0010919+0.0014675i,0.0021764+0.00082331i,0.0021239+0.0011001i,0.0010938+0.00052916i,0.0002432+0.000614i,-0.00012423+0.00012023i,8.8832e-05-0.00091037i,-0.00037469-0.00083535i,-0.00053943+0.00016481i
-0.0003125+0.00067727i,-0.00034028+1.5584e-05i,-0.00029623+7.6054e-05i,-0.0019766+0.0012562i,-0.0036253+0.00094072i,-0.0042067-0.0010598i,-0.0037518-0.0020694i,-0.0022301-0.0010196i,-0.00097812+0.00089924i,6.881e-07+0.0021721i,0.00054964+0.002243i,0.00056687+0.0013768i,0.00135+0.0013717i,0.0014287+0.00070665i,0.00086503-0.00042082i,0.00048848+8.8932e-05i,-0.00014483+0.0015815i,-0.00073565+0.0022336i,-0.00080422+0.0017002i,-0.00036708+0.001281i,-6.8515e-05+0.00092663i,8.635e-05-0.00013756i,0.00051813-0.001245i
0.0018899-0.00015351i,0.0016254-0.00033956i,0.0025206-0.0015763i,0.0021056-0.0033918i,0.00096427-0.0041216i,0.0004628-0.0046521i,0.00048228-0.0032863i,0.00081307-0.00033854i,0.0012236+0.0008233i,0.0020655+0.00085396i,0.0027562+0.0012956i,0.0020105+0.0011977i,0.0012567+0.0003931i,0.0013205-0.00032462i,-2.8563e-05-0.0007369i,-0.0023192-0.00036992i,-0.0022934+0.00069288i,-0.00093488+0.00083548i,-0.00052635+0.00011679i,-5.8201e-05+0.00041023i,0.00065725+0.00062178i,0.001025+0.00046459i,0.0012654+0.00016605i
0.00033433+0.00041119i,-4.0237e-05-0.00076735i,-0.0004197-0.00059374i,-0.00055808-0.00015234i,0.00039248-0.00173i,0.0019991-0.0019387i,0.0023891-0.00047511i,0.0021467+0.00064364i,0.0013632+0.0022458i,0.0017513+0.002183i,0.0026869+0.00070265i,0.0021806+0.00017895i,0.00079561+0.00026072i,0.00022124+4.4631e-05i,-0.00054231-0.00012112i,-0.0018168+0.00031771i,-0.0024918+0.00010189i,-0.0025074-0.0010473i,-0.0021169-0.00082853i,-0.0012864-0.00048928i,-0.00062363-0.00033396i,-0.00090765+0.0001341i,-0.0012285-0.00014945i
0.0011515+0.0025359i,0.00033925+0.0013004i,0.0010598+0.00068967i,0.0021339+0.0011395i,0.0022641+0.0019558i,0.0026764+0.0022567i,0.0019028+0.0032291i,0.00043981+0.0038554i,0.00053332+0.0029405i,0.0017402+0.0013191i,0.0022603-0.00056553i,0.0015475-0.00085449i,0.0009743-0.00065521i,0.00050059-0.0012567i,-0.0004605-0.0020796i,-0.00089007-0.0018299i,-0.00067574-0.00052223i,-0.00020152-0.00037944i,9.4942e-05-0.00069581i,-0.00052611-4.7869e-05i,-0.00079728+0.00040499i,-0.00065664+0.00075513i,-0.00035284+0.00071465i
0.0026418-0.0018323i,0.0020809-0.0016679i,0.001886-0.0013768i,0.0009868-0.00033881i,-0.00054566+0.0015372i,-0.0025084+0.0038719i,-0.0036935+0.0047934i,-0.0024411+0.0035697i,-0.00084769+0.001801i,-0.00077204+0.00071584i,-0.00042942+0.00046718i,-0.00023593-0.00049703i,0.00030313-0.0016867i,0.00057837-0.0011528i,-8.8592e-06-0.00058349i,0.0008682-0.00086404i,0.0018471-0.0012598i,0.0010228-0.0010986i,-0.00017774-0.0010969i,-0.00016159-0.0012827i,-0.00056236-0.0012304i,-0.0009733-0.00071228i,-6.7152e-05-0.00030905i
0.00084707+0.0010966i,0.0015112+0.00068695i,0.0025967+0.00018579i,0.002184+0.00054186i,-0.00060726+0.00064848i,-0.004467-2.5743e-05i,-0.0054176+0.00014774i,-0.0037419+0.0011406i,-0.0021981+0.0019009i,-0.00083494+0.0018884i,-0.00029669+0.0019935i,0.00077562+0.0019716i,0.0019309+0.0014311i,0.0018197+0.00085814i,0.0011247+0.0012055i,0.00096958+0.0011591i,0.0015411-0.00019223i,0.0015539-0.0012002i,0.0010747-0.0006861i,0.00067164-0.00033992i,0.00027277-0.0010025i,0.00045339-0.00080116i,0.00075351-0.00034019i
0.0011732-0.00034516i,0.00079907-0.0018597i,0.00093105-0.0033124i,-0.00068388-0.0029931i,-0.0034283-0.0031728i,-0.0038436-0.0041329i,-0.0020653-0.00404i,-0.00065088-0.0023149i,0.00054807-0.00043092i,0.001466+0.00069802i,0.001217+0.0017919i,0.0011824+0.0024311i,0.0015352+0.002223i,0.0012216+0.0015668i,0.00090547+0.0013824i,0.00035887+0.00068583i,1.5917e-06-0.00046169i,0.00066048-0.00072008i,0.00030424-0.00012081i,0.00062707+0.00019639i,0.0018897+0.00020427i,0.001365+4.3953e-05i,0.00015154-0.00027514i
0.0012563+0.00029309i,0.0013258+0.00065163i,0.00090446+0.0012841i,-0.00030069+0.00029269i,-0.00016973-0.0028029i,0.00033107-0.0039358i,-0.00026384-0.0023664i,0.00066089-2.1078e-05i,0.0019493+0.00162i,0.0026299+0.0013247i,0.0030915+0.0004025i,0.0028965+0.00097614i,0.0020487+0.0021069i,0.00074891+0.0014472i,-0.00026006-4.8229e-05i,-0.00027138+2.0696e-05i,-0.00015561+7.3971e-05i,8.1497e-05-0.00023719i,0.00060977-0.0005554i,0.00020466-0.00054355i,-0.00011473+0.00014892i,0.00061989+0.00065359i,0.0006564+0.00069818i
0.0038059+0.0012357i,0.0042754+0.00073327i,0.0059004-0.00088819i,0.0056124-0.0026285i,0.0046503-0.0026541i,0.0047-0.0014264i,0.0042756+0.00049275i,0.0021013+0.0022235i,0.0013671+0.002763i,0.0020274+0.0017342i,0.0013148-0.00014581i,0.00041762-0.0013431i,0.00018323-0.0014507i,-0.00051307-0.0019415i,-0.0017628-0.0027148i,-0.0017087-0.0016902i,-0.00077188+0.00016673i,6.1967e-05+0.00078934i,-0.0001298+0.0011902i,-0.0011894+0.001422i,-0.0016264+0.0013142i,-0.00066251+0.0011458i,0.00017862+0.00091271i
-0.0012961-0.004225i,-0.0015171-0.0039324i,-0.0027998-0.0037851i,-0.0030189-0.00099436i,-0.0025759+0.0018698i,-0.0018261+0.0030336i,-0.0014146+0.0031605i,-0.0009513+0.0025907i,-0.0010122+0.0024202i,-0.001106+0.0018725i,-0.00057804+0.00031391i,-0.00058118-0.0010984i,-0.00094993-0.001612i,-0.0010452-0.0013645i,-0.0014741-0.0012182i,-0.0011203-0.00063759i,-0.0002767+0.00030307i,-0.0004716+0.00099737i,-0.00098041+0.001089i,-0.0010851+2.2238e-05i,-0.001166-0.00071065i,-0.0013207-0.00043894i,-0.0010027+9.1262e-06i
0.0051834+0.0017034i,0.0053909+0.0013873i,0.0057232+0.00091599i,0.0041467+0.00017903i,0.00084638+0.001186i,-0.0026976+0.0030775i,-0.0035564+0.0033539i,-0.0015381+0.0020496i,-0.00029251+0.0010264i,0.00059543+0.001419i,0.00088366+0.0018629i,0.00056865+0.00098412i,0.00096954+0.00033391i,0.001606+0.00060837i,0.0011671+0.0014171i,1.8435e-05+0.0014757i,-0.00071166+0.00025776i,-0.0011078+4.5194e-05i,-0.00026903+0.00010518i,0.0005393-8.4891e-05i,-4.7886e-06-1.6027e-05i,-0.00059686+6.0007e-05i,0.00021994-0.00094054i
0.002216-0.00020717i,0.0014435+0.00016007i,0.00059205+0.00038423i,-0.001347-0.00054709i,-0.0033681-0.0018265i,-0.0050177-0.0024376i,-0.0053821-0.0018001i,-0.0044409-0.0011143i,-0.0023582-0.00014767i,-4.8652e-05+0.00088612i,0.0012097+0.0017394i,0.0027012+0.00279i,0.003845+0.0029175i,0.0034482+0.0022131i,0.0026964+0.0018737i,0.001596+0.0012485i,0.00093186+2.5215e-05i,0.00053085-0.00027357i,-0.00013165+9.2674e-05i,-3.5207e-05+0.00031199i,-0.00019441-4.5483e-05i,-0.00054107-0.0004319i,-0.00037664-0.00039036i
0.00049756+0.0014278i,-0.00056462+0.00098022i,0.00059211+0.0016224i,0.0023489+0.0011703i,0.00077067-0.0023604i,-0.002318-0.0056349i,-0.0027414-0.0046988i,-0.0022517-0.0017005i,-0.00052034+0.0001408i,0.0016409+0.00068531i,0.0031872+0.0012459i,0.0043806+0.0023186i,0.0034604+0.0028419i,0.0020811+0.0017612i,0.0013082-0.00031023i,0.00087463-0.0014145i,0.0010831-0.0010959i,0.00074157-0.00068032i,-0.00078862+0.00013573i,-0.0010316+0.001007i,0.0003845+0.00048493i,0.0011408-0.00076935i,0.0011495-0.00032178i
0.0022683+0.0012429i,0.0026202-8.8604e-06i,0.0037046-0.00034847i,0.0030323-0.0018707i,0.0024656-0.0041427i,0.0027349-0.0046346i,0.0014262-0.0033085i,0.00058688-0.0011111i,0.0012904+0.00094634i,0.0016088+0.0015892i,0.0021456+0.0013961i,0.0020742+0.0010741i,0.0016577+0.00085047i,0.00085003+2.0054e-05i,-0.001418-0.00086159i,-0.0032719-0.00085117i,-0.0020274-0.0015i,-0.00042792-0.0018601i,-0.0010198-0.00081801i,-0.0011697+0.00012712i,-0.00011999+0.00021903i,0.00031221+0.00021921i,-0.00024193+0.00037996i
-0.00016667-0.00080507i,-0.00061396-0.00061147i,-0.00028848+8.6863e-05i,0.0012019+0.00099995i,0.0021554+0.0019135i,0.0028009+0.0022414i,0.0027519+0.0017716i,0.0011043+0.0019614i,0.00015733+0.0028641i,0.00022697+0.002806i,-0.00088598+0.0013197i,-0.0019752+0.00023851i,-0.0018675-3.7932e-05i,-0.0011182-0.00045217i,-0.0012764-4.4229e-05i,-0.0018256+0.00058173i,-0.00078396+0.00068673i,0.00046512+0.00040932i,0.001147+0.000364i,0.00039522-0.00016645i,-0.00073578-0.00048725i,-0.00098195-0.00033018i,-0.00058103+0.00025256i
0.00013544-0.0013518i,0.0008684-0.0018727i,0.00066107-0.0016099i,0.00078427-0.00076853i,0.00026832+0.00060425i,-0.00033724+0.0025635i,7.761e-05+0.0034939i,-0.00026155+0.0026575i,-0.0014171+0.0019216i,-0.0013215+0.0012522i,-0.0015048+0.00053325i,-0.0018873-0.00032075i,-0.00096534-0.0013941i,-2.0815e-05-0.0014441i,-8.4047e-05-0.00023888i,0.00035478+0.00062118i,0.0014411+0.00028463i,0.0015587-0.00027242i,0.0011391-0.00045493i,0.00017597-0.00087274i,-0.00037338-0.0013627i,5.0878e-05-0.001389i,-8.646e-06-0.0014272i
0.0026491+0.00040285i,0.0026916+0.0013053i,0.0022733+0.00043222i,0.00013181-0.0006746i,-0.0029088-0.00021026i,-0.0045982+0.0020937i,-0.0040852+0.0038953i,-0.0024112+0.0028236i,-0.00046928+0.00081758i,0.00054796+6.0013e-05i,0.00071973-0.00055326i,0.0010012-0.0002501i,0.00089963+0.00060176i,0.00099656+0.0011422i,0.0015666+0.00083956i,0.0017477+0.0013041i,0.0011947+0.0019232i,0.0006198+0.001243i,5.703e-05+0.00027012i,-9.2345e-05-3.7357e-05i,0.00034774-0.00037599i,0.00065939-0.00057739i,0.00059125-0.00034222i
0.0012131-0.002444i,0.0011037-0.0029219i,0.00067525-0.0038607i,-0.00011994-0.0045188i,-0.0011118-0.0045776i,-0.0031279-0.0033127i,-0.0041919-0.0012262i,-0.002919+0.00038696i,-0.0015828-7.1373e-05i,3.3751e-05-0.00092146i,0.0031542+0.00031287i,0.0044568+0.0018491i,0.003409+0.0022547i,0.0021318+0.0017i,0.00065848-6.3712e-05i,-0.00034933-0.00099622i,-0.00036347-0.00059678i,-0.00023853-0.00016983i,-0.00066722+0.00028112i,-8.8423e-05+0.00016122i,0.00073644+0.00047293i,0.00038244+0.00065739i,0.00014371+0.00022646i
