-0.0023526-0.00034587i,-0.0023543-2.8613e-05i,-0.0023316+0.00091185i,-0.0016678+0.00024174i,-0.0012784+0.00028846i,-0.0019696+0.0019826i,-0.0011883+0.0024676i,0.00053239+0.0022262i,0.00073099+0.0008054i,0.00074537-0.0010951i,0.00093811-0.0015233i,-7.7388e-06-0.00094553i,-0.00060719-0.00049054i,-0.00018624-0.00028741i,0.00019934-3.2738e-05i,0.000287-0.00039035i,-3.2552e-05-0.00057297i,-0.00026766-0.00020329i,-0.00061023-0.00051946i,-0.0011929-0.00076259i,-0.00054788-0.00074507i,0.00022498-0.00062048i,-0.00027105-0.00037561i
-0.0027748+0.0009013i,-0.0011851+0.0022141i,0.00060643+0.0028363i,0.00094022+0.0014006i,0.00061255-0.00011776i,0.00028705+0.00010767i,0.00079851+0.00074463i,0.00080585+0.00016986i,6.1516e-05-0.00059555i,2.5184e-05-0.00035334i,-0.00039956-0.00014251i,-0.0004298+8.7061e-05i,0.0006401+0.00063159i,0.00097012+0.00015583i,0.00092658-0.00028235i,1.8828e-05+6.4209e-05i,-0.00041709+0.00019222i,6.9765e-05-0.00049183i,0.00047294-0.00081549i,0.00061255-0.0010143i,0.00018112-0.00061324i,-1.9108e-05-0.00022286i,0.00049472+0.00034511i
0.0022296+0.0017677i,0.0023891+0.0012079i,0.003585+0.00015962i,0.0027505-0.00081618i,0.00030153-0.0011068i,0.00017054+0.00030987i,0.00041048+0.0011343i,0.00030324+0.00042897i,0.00047466+0.00034351i,0.00075465+0.0006845i,0.00052584+0.00032659i,2.4379e-05+9.1756e-05i,-0.00039371-0.0004308i,-0.0010206-0.0004633i,-0.00095559-0.00015294i,-0.00060528+2.5454e-05i,-0.0005013+5.6113e-05i,-5.9446e-05+9.4699e-05i,0.00053742+0.0002019i,0.00067615+0.00032944i,0.00090409+0.00021161i,0.00047479+0.00074046i,-0.00020734+0.00045732i
0.00029755+0.00080911i,0.00054984+0.00084195i,0.0013015+0.00011636i,0.00092704-0.00062709i,0.00063922-8.3351e-05i,0.000425+0.00028041i,0.00044499+0.00051444i,0.00094239+8.0669e-05i,0.0009741-0.0013452i,0.0011738-0.001377i,0.0011974-0.00070881i,0.0006936-0.0005214i,6.181e-05-0.00012448i,-0.00071188+5.8388e-05i,-0.00069715-0.00014272i,-0.00029295-0.00010912i,0.00051446+0.00039661i,0.00057378-0.00025774i,2.6872e-05-0.00094777i,-0.00051345-0.0010746i,-0.00027555-0.00068851i,-0.00020051+0.00021867i,-0.0010646+0.00032514i
-0.0024891-0.0011901i,-0.0020261-0.0017627i,-0.00066774-0.00033662i,0.00063875+0.00079027i,0.00073642+0.00065748i,0.0013112-0.00021882i,0.001827-0.00056089i,0.0016318-0.00024872i,0.0010928+0.0001157i,0.00039089+0.00076506i,-0.00017285+0.0010282i,-0.00048819+0.00019659i,-0.0010797-0.00036746i,-0.00082311-0.00025162i,-0.00035285-0.00054395i,3.7294e-06-0.00056434i,-0.00037667-3.7887e-05i,-0.0011306-4.0754e-05i,-0.00055719+0.00012242i,0.00026373+0.00025206i,0.001078+0.00012474i,0.00086763+9.1173e-05i,-5.5328e-05-0.00040686i
0.00026537+0.00067495i,0.00092248+0.0020319i,0.0010175+0.0021046i,0.0014935+0.0013348i,0.0016806+0.00077916i,0.0010418+0.00065503i,0.00075497+0.00037714i,0.0011495-0.00079389i,0.00097429-0.00069644i,0.0005705-0.00062231i,0.0011317-0.0011557i,0.00094044-0.00093188i,-0.00041404-0.00061241i,-0.00035052-0.00089427i,0.00048502-0.00084841i,0.00048649-0.0003752i,0.00012011+4.7026e-05i,-0.00044319-6.5047e-05i,-0.0008616-0.00047901i,-0.00080422-0.00064648i,0.00024832-5.0616e-05i,0.00077915+0.00051045i,0.00041744+0.00010346i
-0.00083846+0.0016603i,0.00026633+0.0012458i,0.00061062-0.00070636i,0.00020154-0.0014864i,-0.00038465-0.00086021i,-0.00029385+2.8271e-05i,0.00032146+2.2281e-06i,0.00085775-0.00059733i,0.0010486-0.00044431i,0.00058987-0.00030424i,0.00072874-0.00048642i,0.00064876-0.00073382i,-0.00045392-0.001637i,-0.00089853-0.0015339i,-0.00029411-0.00028702i,3.1227e-05+0.0002267i,-0.00027419+0.00019612i,-0.0002762+8.0332e-05i,0.00017439+6.7263e-05i,0.00062343-0.00026905i,0.00098253-0.00045997i,0.00055716-0.00048946i,-0.00023499-0.00027971i
0.0013311-0.0019978i,0.001816-0.0015895i,0.0006824-0.0012208i,-0.00016165-0.00068748i,-0.00019042+0.00013735i,7.6829e-05+0.00089165i,0.00031598+0.00035501i,0.00022514-0.00013452i,0.000223-9.4333e-05i,0.00027094+0.00048716i,0.00054501+0.00090399i,0.00033139+0.00045753i,0.00029834-0.0001672i,0.00070274+0.00029436i,0.00023135+0.0005222i,0.00030234-0.00043902i,0.00031289-0.00052069i,-0.00010659-0.00060378i,3.2892e-05+0.00013957i,0.00064318+0.00059998i,0.0013561+0.00054563i,0.00074592+0.00045468i,0.00026265+4.256e-05i
0.0014425+0.00034642i,0.0010787+0.00036583i,0.0004937-0.00021438i,-0.00024751-0.00065342i,0.00013013-0.00014496i,0.00045245+0.00071403i,0.00080811+0.0010557i,0.00069018+0.00070808i,0.00042519+0.0003748i,0.00014743+0.00029585i,9.9643e-06-0.00038194i,9.118e-06-0.00075168i,0.00064128-0.00022771i,0.000362+0.00034811i,0.00014416+0.00070404i,0.00038048+0.00065852i,0.00042572-0.00010348i,0.00030945-0.0007587i,4.388e-05-0.00066491i,-0.00019549-0.00033386i,-0.00040087-3.5692e-05i,0.00028984-0.00019373i,0.00088536-0.00052334i
-0.0026516+0.00098718i,-0.0011711+0.00037151i,0.0010663+0.001599i,0.0022495+0.0022174i,0.0020876+0.0014993i,0.0018042+0.00051899i,0.0011761+0.00089108i,8.9918e-05+0.0017265i,2.5304e-05+0.0018517i,0.0013168+0.00082532i,0.0024996+4.9069e-05i,0.001573-0.00039124i,0.00024106-0.0011177i,-1.6624e-05-0.00095076i,-8.2469e-05-0.00058037i,-0.00020802-0.0001919i,0.00013263-0.00040305i,0.00032005-0.00057471i,-0.00040296-0.00014093i,-0.000554+0.00029383i,-0.00027595+0.00016747i,-0.00021534-0.00040924i,-0.00018399-0.00043789i
0.00018225+0.00033171i,0.00099643+0.00090395i,0.0011576+0.00030153i,-0.00027622-0.0013373i,-0.00086669-0.0017771i,-0.0005771-0.00016993i,0.00047905+0.0010612i,0.00080829+0.0010194i,0.00096233+0.00026263i,0.001472-0.00018506i,0.0011356+0.0001881i,0.00051303+0.00013409i,0.00018349+0.00032666i,0.00039292+0.00028155i,0.00016961+8.9324e-05i,-0.00026704+0.0003463i,4.8288e-05+0.00030232i,0.00044042-1.092e-05i,0.00043252+0.00052612i,-0.00050433+0.00084538i,-0.0005704+0.00026732i,0.00029212+0.00014833i,-4.6702e-05-9.1922e-05i
0.00015021+0.00013108i,0.00010271+0.00053627i,-0.00033377-3.9065e-05i,-1.8092e-05-0.00035545i,0.00069795+0.00040946i,0.00065218+0.0015135i,-0.00011839+0.0014492i,0.0001814+0.00098206i,0.00024188+0.0010289i,-0.00035629+0.00052809i,-0.00014128-0.00034729i,0.00021479-0.00076431i,0.00037525-0.00084865i,0.00051075-0.00022963i,0.00010045+0.00062217i,-0.00081928+0.00067078i,-0.0002584+0.00056583i,0.00084735+0.00034678i,0.00072987+0.00044356i,0.00055148+0.0010446i,0.00025508+0.0014654i,7.8732e-06+0.0011431i,0.00051789+0.00055729i
-0.00063093-0.00036965i,-0.00092207+0.00097225i,-0.00067161+0.00087417i,2.5511e-05+0.00059762i,0.00044917+0.00086384i,0.00025703+0.0011269i,3.9082e-05+0.0007735i,0.00025398+5.9322e-05i,-0.00032345+0.00072186i,-0.0006049+0.00068816i,0.00013864+1.9244e-06i,0.00061618-0.00022312i,0.00041366-0.00078955i,0.0002344-0.00038446i,-7.7025e-05+0.00039452i,-0.00013493-9.6968e-05i,-6.7166e-05-0.0002607i,-1.7144e-05+0.00026032i,-6.7491e-05+0.00068745i,3.4694e-05+0.00086954i,-0.00013951+0.00077932i,-0.00041241+0.00012804i,-1.9051e-07-0.00017434i
0.00024753+0.0024454i,-0.00014722+0.0019373i,0.00082054-0.0003459i,0.0018509-0.0014301i,0.0012741-0.0013076i,0.00042871+0.00019742i,0.00016808+0.0011959i,1.0975e-05+0.00073653i,0.0002682+0.00025799i,0.00075666-0.00015192i,0.00075892-8.9804e-05i,4.9472e-05+0.00033562i,-0.00067846+0.0003155i,-0.00090407+0.00061714i,-0.0010575+0.001155i,-0.00075007+0.001234i,-0.00020475+0.00066509i,-1.005e-05+0.00039441i,-0.00020858+0.0004995i,-0.0001337+0.00017177i,0.00034413-9.1121e-05i,-0.00016301+0.00044442i,-0.00083388+0.00049204i
0.00080463+0.00095586i,0.0010403+0.0010259i,0.00069801+0.00026905i,0.00050717-0.00038839i,-0.00032648-0.00014543i,-0.00032288+0.00038284i,0.0006378+0.00043947i,0.00051991+0.00043766i,-0.00012936+0.00046454i,-0.00069498+7.3642e-05i,-0.00055456-0.0002869i,0.00028502+0.00021355i,0.00026329+0.00065712i,-0.00017887+0.00088337i,4.944e-05+0.00074053i,-0.00048829+0.00019592i,-0.00072836-0.00066597i,-0.00021819-0.00039462i,2.8561e-06-0.00013674i,0.00031887-0.00038417i,0.00057565+0.00038806i,0.00035441+0.0011969i,0.00014511+0.00011026i
0.0013544+0.001027i,0.0018119+0.0011131i,0.0022738+0.0010672i,0.0010684-0.00071984i,0.00080701-0.0014249i,0.00082367-0.00030918i,0.0006255+0.00028054i,0.001347+0.00074599i,0.0012194+0.00041915i,0.00062249+0.00031724i,0.00089419+0.00040866i,0.00061904-6.6478e-05i,-2.3979e-06-5.1415e-06i,0.00036089+0.00025174i,0.00086757+0.0004181i,0.0010778+0.00067909i,0.00016172+0.00046207i,-0.00053795+0.00013204i,-0.00016897+0.00027221i,0.00035949+0.00063731i,0.00046997+0.0003546i,0.00044995-8.5771e-05i,0.0004564-0.00018253i
-0.00019869-0.0001761i,-0.00091162+0.00014724i,-0.0017895+0.00055296i,-0.00035046+0.0010554i,0.0009101+0.0018336i,0.0011558+0.0012454i,0.0011332+0.00060857i,0.00074559+0.0010628i,0.00025822+0.0010299i,-4.5146e-05+0.00087335i,9.3868e-05+0.00058204i,-5.9544e-05+0.00017849i,-0.00033586-8.2862e-05i,-0.0001673-0.00097208i,0.00038741-0.0013266i,0.00097853-0.00062202i,0.00094996-0.00027445i,0.00012183-0.00058891i,-0.0007853-0.00077093i,-0.0010277-0.00029033i,-0.0010238+0.00044385i,-0.00021358+0.00023484i,0.00083227-0.000698i
-0.00078735-0.0019746i,-0.0011844-0.0019208i,-0.0021073-0.0011306i,-0.0020402-0.00032717i,-0.0017195-9.4979e-05i,-0.0010431+0.0012253i,0.00028899+0.0012272i,0.0004704-0.00016922i,8.8282e-05-0.00056006i,-0.00025183-0.00082913i,-0.00041322-0.00047883i,-0.00023947+0.00024347i,-0.00024426+0.00030883i,-0.00059605+0.00047586i,-4.2158e-05+0.00068875i,0.00047483+0.00053268i,0.00038613+0.00013518i,-0.00025752+0.00026105i,-0.00098779+0.00052027i,-0.0011757+0.0003632i,-0.00052263+0.00038824i,1.834e-05+0.00077237i,-0.0001912+0.0010215i
9.0319e-05+0.0019186i,0.00082405+0.0032419i,0.001449+0.0034382i,0.0020354+0.0019568i,0.0017536+0.00021817i,0.00090459-0.00025423i,0.00045595+0.00013467i,-9.1614e-05-0.00026879i,-4.112e-05-0.0010737i,0.00082009-0.00076448i,0.0021103-0.00042942i,0.0020634-0.00015925i,0.0006662-0.00022143i,3.308e-06+0.00018938i,0.00031614+0.00011634i,0.00072339-0.00014061i,0.00070396-1.3691e-05i,0.000343+0.00027308i,-0.00023582-1.1922e-05i,-0.00097917-0.00058845i,-0.001158-0.00057363i,4.331e-05-0.00012075i,0.00072692-0.00010422i
-0.00040686+0.000243i,0.00069149-0.0005079i,0.001461-0.00057722i,0.0017446+3.1549e-05i,0.0012431+0.00044518i,0.00047825+0.00080678i,0.00058974+0.0018687i,0.00034511+0.0018412i,0.00015893+0.00053495i,0.00081598-0.00018177i,0.00075446+8.679e-05i,3.1566e-05+0.00026405i,0.000328-0.00010013i,0.0007752-0.00016045i,0.00068613+0.00024969i,-0.00026496+0.0010215i,-0.00020181+0.00065989i,0.0010957-2.4399e-05i,0.00097592+0.00020627i,0.00049921+0.00043275i,0.00035187+0.00067168i,0.0001604+0.00057377i,-0.000529+0.00036353i
-0.00084941+0.00045884i,-0.0020687-0.00034545i,-0.0013074-0.00029721i,2.6198e-05-0.00031015i,0.00061381-0.00019318i,0.00062929+0.00023925i,0.00024545+0.00063947i,0.00018211+0.00053551i,0.00090226+0.00024185i,0.00083804+0.00019955i,-0.00017493+0.00018187i,-2.6793e-05+0.00020005i,-0.00015144+0.00016481i,-0.00021042+0.00024646i,-0.00011806-0.00067693i,0.00016914-0.0014785i,0.0011646-0.000678i,0.0014266-5.6413e-05i,6.8862e-05+0.00029474i,-0.00049687+0.00030856i,0.00020567+0.00011501i,-5.4105e-05-0.0001145i,-0.00047411-0.00067421i
-0.00014087-0.00063202i,-0.00012617+0.00085094i,-6.1092e-05+3.592e-05i,-3.1036e-05-0.00041041i,-0.00061556+0.00039473i,-0.00077959+0.0012641i,-0.00018569+0.0012265i,-3.8988e-05+0.00013762i,8.4235e-05-0.00065227i,0.00053925-0.00057791i,0.00075828-1.0419e-05i,0.00058654-0.00020456i,0.00026986-0.00097968i,-0.00071989-0.00071343i,-0.0011081+0.00022935i,-0.00038862+0.00014019i,-0.0001608-0.00046826i,-0.00027054-0.00095629i,-7.7438e-05-0.00095451i,-0.000514+0.00034595i,-6.3208e-05+0.0010877i,0.0012737+0.0013332i,0.00058338+0.0012707i
0.0013585+0.00022233i,0.00073036+0.00020132i,0.00024498-4.8382e-05i,0.0011176-0.00072338i,0.0010366-0.000864i,0.00042305+0.00023652i,0.00015757-0.00046101i,0.00020867-0.00058102i,0.00068056+0.00011086i,0.00088439+0.00028348i,0.0001981-1.749e-05i,-4.8365e-05-0.0012532i,0.00021085-0.0015281i,0.00067126-0.0011032i,0.00042971-0.00027463i,0.00051616+0.00063362i,0.00090963+0.00078189i,-5.3433e-05+0.00045624i,-0.00049141+0.00054528i,8.8849e-05+0.00055224i,0.00030973+0.00023889i,-0.00040797+0.00022469i,-0.00083688+0.00056784i
0.00022797+0.0020574i,0.00047446+0.0016952i,0.0022869+0.0018707i,0.002436+0.00083707i,0.0017546-0.00012434i,0.00087702+0.00014701i,-0.00029155+0.00038251i,0.00017614+0.0001592i,0.0011165-6.645e-05i,0.00048103+0.00032263i,-0.00015878+0.0010123i,-0.00034124+0.00073655i,-0.00062919+0.00054401i,-0.00072346+0.00022114i,-1.5615e-05-0.00031493i,0.00033153+5.3338e-05i,0.00069639+0.00041718i,0.00039565+0.00019453i,-0.00028848-0.00053718i,-0.00026624-0.00096026i,-4.4275e-05-0.00033004i,7.3308e-05-5.3422e-05i,-0.00016881+0.00022686i
0.00053429-0.0014611i,0.00047331-0.0015747i,-0.00050389-0.002312i,-0.0010595-0.0014521i,-0.001221+0.00025894i,-1.0779e-05+0.00071059i,0.00095742+5.2544e-05i,0.00091496-0.00032322i,0.00026989-0.00025341i,-0.00028597+0.00014305i,0.00012876+0.00070111i,0.00097111+0.00078996i,0.0010142+0.000549i,0.00062145+0.00052961i,0.00016449+0.00082561i,-0.00025474+0.00080103i,-3.7953e-05-6.4374e-05i,-0.0003842-0.00015634i,-0.00095059+0.00018127i,-0.0010719+0.00021195i,-0.00085345+0.00038257i,-0.00054672+0.00016223i,-0.00066898-0.00050499i
-0.0014828+0.0010441i,-0.0025237+0.00050477i,-0.0018415+0.00046916i,8.841e-05+0.001021i,0.0014412+0.00075057i,0.0015334+0.00071201i,0.0013323+0.0012251i,0.001053+0.0013404i,0.0010432+0.001167i,0.00033716+0.0010166i,9.791e-05+0.00053544i,0.00019228-3.5373e-05i,0.00013588-0.00078364i,0.00047453-0.00074129i,0.00011456-0.00034969i,0.00031997+5.8109e-05i,0.00038251+0.00060254i,0.00013206+0.00054383i,0.00012806-0.00034088i,0.00036662-0.00066026i,0.00017864-0.00027665i,-0.00036872+1.1852e-05i,-0.00046324+0.00032308i
-0.00068386-0.00089785i,-0.00091208-0.0014086i,-0.0010505+0.00026932i,-8.4387e-05+0.0013527i,0.00033645+0.0011415i,-0.00021202+0.00054491i,0.00046912+0.00014905i,0.00095367+0.00015382i,0.00064789+0.00030631i,0.00063092+0.00030021i,0.0010143+0.00051684i,0.00063716+0.00064148i,9.5766e-05+0.00049153i,0.00025677+7.5277e-06i,0.0009088-0.00013015i,6.7073e-05+3.4284e-05i,-0.00094959-0.00018626i,-0.00074706+0.00016117i,-0.00073814-3.8884e-05i,-0.00014516-0.00077293i,-1.1926e-05-0.00064281i,0.00012195-4.7921e-05i,-0.00014496-0.0002669i
-0.0012231+0.0025202i,-0.0008281+0.0042173i,-0.00017597+0.0026358i,0.0012364+0.0017475i,0.0017455+0.0019312i,0.00075923+0.0014057i,-0.00018183+0.0012561i,0.00043554+0.00088567i,0.0013373+3.0583e-05i,0.0009192-0.00046566i,0.000443-0.00014519i,0.00025393+0.00037829i,-8.733e-06+2.8613e-05i,0.00037373-0.001258i,0.00040514-0.0008675i,0.0003237+0.00076547i,0.00055442+0.00058071i,0.00022853-0.00077485i,-8.3945e-05-0.0010698i,0.00021503+1.7395e-05i,0.00034156+0.00017505i,0.00018006-0.0007507i,0.00026957-0.0012109i
0.0022119-0.00038425i,0.0020461-0.00076194i,0.0012682-0.00075958i,0.00055166+6.9172e-06i,-1.1653e-05+0.0009032i,0.00094838+0.0011047i,0.0011008+0.0005773i,0.00016435+0.00032675i,0.00050604+0.00028383i,0.0010258-0.00012461i,0.00082296-0.00083916i,-0.00017037-0.0005665i,-0.00067687+0.00036645i,-0.00026966+0.0010938i,6.2141e-05+0.0014103i,-0.0003894+0.0013114i,-0.00047311+0.00039936i,0.00035907-0.00040378i,-0.00027318-0.00043987i,-0.0011353-0.00035215i,-0.00081159+1.4595e-05i,-0.00048369-0.0001092i,-0.00026643-0.00075572i
0.00042907-0.0008411i,0.00046081-0.0007815i,0.00082962-0.00083457i,3.1812e-05-0.00091739i,-0.001794-0.00084807i,-0.00182-0.00052931i,-0.00078525-0.00075339i,-0.00051291-0.0012739i,-0.00074291-0.0010138i,-0.00064533-1.5998e-05i,-0.0005306-0.00019231i,-0.00040788-0.00062171i,-0.00048447-0.00042147i,-0.00090617-0.00017302i,-0.00077042-0.00013006i,6.5094e-05-0.00060239i,0.00033233-0.0011326i,-0.00040183-0.00085493i,-0.00021663-0.00044873i,0.0001157-0.00025427i,-0.00041125-9.4514e-05i,-0.00058191+0.00087945i,-0.0003312+0.00072745i
-0.00046821+8.4896e-05i,0.00054442+0.00073915i,0.0013122-0.00049165i,0.00037569-0.0012237i,-0.0001152+2.8118e-06i,0.00050603+0.00088962i,0.00086301+0.0014616i,0.00067248+0.0013756i,0.00060337+0.00078333i,0.00057576+0.00032657i,0.00045497-0.00016318i,0.00065692-0.00057855i,0.0007836-0.00026593i,0.00021748+1.8611e-05i,-0.00047736+0.00034663i,-0.00023653+0.00055896i,-0.0011899+0.00089369i,-0.0016483+0.00071947i,-0.00057998+0.00041857i,-0.00024808+0.00047965i,-0.00035844+0.00052784i,-7.2116e-05-0.00013766i,0.00024388+0.00018924i
-0.0010096-7.2714e-05i,-0.00038893-2.1104e-05i,-0.00019438+0.00041948i,-0.00073889+0.0013759i,-0.00063964+0.0019142i,0.00015325+0.0017771i,0.00015272+0.00038365i,-0.00013444-0.00041985i,0.0004181-0.00049092i,0.00035003-0.00073276i,-0.00050099-0.00015975i,-0.00059605+0.00049359i,0.00014888-5.0579e-05i,0.00040482+0.00010831i,-6.7678e-05+0.00061861i,-0.00048267+0.00043511i,-0.00048086+0.00044951i,-3.9554e-05+0.00080006i,-0.00014799+0.00051317i,-0.000635-0.00020915i,-0.00053999-0.00054646i,-0.00026437-0.00043108i,-0.00044347-0.00070157i
-0.0019827+0.0014729i,-0.00077741+0.0020811i,0.0016912+0.0014622i,0.0020606+0.00035019i,0.0019558-0.00031018i,0.001571-0.0008139i,0.0015544+0.00014256i,0.0016337+0.00076363i,0.00096009-0.00012094i,0.00097907-0.00044427i,0.0013887-0.00021833i,0.0011493-3.0182e-05i,0.00062951-9.9557e-05i,0.00026947-0.00010691i,0.00010961+0.00025232i,5.5801e-05+0.00087466i,0.00026901+0.0011338i,-8.6387e-05+0.00048259i,-0.00062732+0.00062702i,-0.00084555+0.00054419i,-0.00099859-0.00023524i,-0.0010022-0.00038172i,-0.00020777-0.00018859i
-0.00067237+0.0012911i,-0.00062606+0.0020798i,-3.012e-05+0.0016183i,0.00015684+0.0013985i,0.00018016+0.00051606i,3.5482e-05+0.00028953i,-0.00015688+0.00056518i,-0.00018107-4.0175e-05i,-0.00016638-0.00018463i,0.00011441+0.0003457i,0.0010478+0.00021317i,0.00086426+0.00015054i,-0.00038938+0.00052779i,-0.00079863-8.3434e-05i,0.00042172-0.0003718i,0.00048031-0.00030822i,-0.00065648-0.0002367i,-0.00092108-0.000206i,-0.00069522-0.00032753i,-0.00045755-0.00035347i,-0.00065484+6.6637e-05i,-0.00089993+1.1132e-05i,-0.00043735+0.00016513i
0.00024959+0.001023i,0.00034261+0.0010141i,0.00055051+0.001837i,0.0017725+0.0020955i,0.0018352+0.001001i,0.0011484+0.00036824i,0.00104+8.5008e-05i,0.00044324+8.2654e-06i,-0.00076475+0.00030289i,-0.0011132+0.0002778i,-0.00040088-0.00029676i,0.00019607-0.00076082i,-9.97e-05-0.00044252i,4.2667e-05-0.00010921i,0.00066869-0.00014269i,0.00030436-0.00026532i,0.00029086-0.00030097i,0.0005541+8.4162e-05i,6.1704e-05+0.00056765i,-0.0003824+0.00082117i,-0.00031818+0.00039873i,-0.00046289-0.0001646i,-0.00067549-0.00031298i
-0.0036995-0.00033857i,-0.0021888-0.00077658i,-0.0014512+0.00056591i,-0.0003093+0.0016921i,0.00073958+0.0019439i,0.00057571+0.0016235i,0.000295+0.0012762i,0.00050178+0.0010447i,0.00089088+0.00074413i,0.00089811+8.9651e-05i,0.0012437-0.00040064i,0.00096026-0.0005615i,-0.00018491-0.00011042i,-0.00078285-7.3136e-05i,-0.00026008+0.0001241i,0.00011993+0.00074039i,3.2277e-05+0.00060428i,-0.00044527+0.00071865i,-0.00091992+0.00042217i,-0.00057101+0.00027325i,-0.00035879+0.0010174i,-0.00047854+0.0011028i,-6.3203e-05+0.00039381i
-0.0011719+0.0023222i,0.00028279+0.0029808i,0.0008326+0.0026329i,0.0012832+0.0014566i,0.0012502+0.00052202i,0.00096475+0.00030141i,0.0014324+0.00096361i,0.0010692+0.0013205i,0.00033822+0.0008262i,0.00092204-0.00027753i,0.0015179-0.0010674i,0.00073481-0.001142i,-0.0001436-0.00062114i,-0.0004129-0.00014414i,0.00020719-0.00044637i,0.00064445-0.00084911i,0.00035862-0.00073814i,0.00031554+0.00028546i,0.0007097+0.00078358i,0.00093927+0.00017355i,0.00097048-0.00039477i,0.00050092-0.00055449i,0.00049928+5.7015e-05i
0.0011654+0.0011556i,0.00089325+0.0012002i,0.0010836-0.00025449i,0.0010227-0.00055383i,0.00016395+0.00052206i,0.00051183+0.0011719i,0.0012181+0.0011431i,0.00062681+0.00093274i,0.00034086+0.00063569i,0.00078465-2.9925e-05i,0.00028608+7.1298e-06i,7.23e-06+0.00026439i,0.00028802-0.00032473i,0.0007246-0.00072185i,0.0007504+0.00031081i,0.0003501+0.00028189i,0.00042054-0.0001829i,1.5567e-05-0.00036244i,-0.00048947-0.00030139i,-0.00077386+0.00031141i,-0.00083548+0.00077775i,-0.00019521-0.00011712i,0.00026381-0.00058933i
-0.0010674+0.00088645i,-0.0018471+0.00031035i,-0.00044873+0.00077319i,0.0011201+0.00033527i,0.0013428-0.00046162i,0.00047294-8.2021e-05i,-0.00010423+0.00068202i,-0.00010006+0.00025728i,0.00069697-1.462e-05i,0.0010771+0.00068974i,0.00029468+0.00085465i,-6.1707e-06-0.00014228i,0.00012599-0.00013723i,0.00026433+0.00017852i,0.00023381+0.00010586i,0.00034897+0.00019517i,0.00013443+0.00031247i,6.3932e-05+0.00024043i,0.00038406+0.00021945i,0.0010019+0.00025399i,0.00028348-1.5597e-05i,-0.0012119-0.00023954i,-0.0007806-0.00016131i
0.00061689+0.0030477i,-1.9566e-05+0.0031275i,0.0018116+0.001833i,0.0032766-0.00022776i,0.0023972-0.00092462i,0.00036583+0.00056034i,-0.00025907+0.0010296i,9.6925e-05+0.0001721i,0.00059345+0.00021394i,0.00095731+0.00014569i,0.00076365-0.00030147i,-4.7636e-05-0.00021208i,-0.0012159+0.00017222i,-0.00049578+0.00068038i,0.00048177+0.00076765i,0.00056677+5.257e-05i,0.00084895+0.00015353i,0.0003267+0.00017938i,-1.4184e-05-8.7201e-06i,0.00020859+0.00012758i,0.00053702-3.8108e-05i,0.00062553-0.00013158i,0.00034327-0.0003813i
0.00094563+0.0014529i,0.00012262+0.00054366i,-0.00082849-0.00080427i,-0.0012858-0.00076746i,-0.0010135+0.00039029i,-0.00015772+0.0014709i,0.00079152+0.0010792i,0.0012388+1.8957e-05i,0.00064172+0.00041722i,0.00013884+0.00026064i,-0.00075716-0.00057747i,-0.0015226-0.00071263i,-0.00070918+0.00019433i,4.0239e-05+0.00092056i,-0.0004255+0.00039775i,6.7889e-05-0.00014464i,0.00072619-0.00041879i,0.00092777-0.0002195i,0.00061841+0.00016253i,0.00046268+2.2262e-05i,0.001058+0.00023456i,0.00056647-0.00018745i,-0.00010398-0.00084431i
-0.00078289-0.0012642i,0.00029175-0.0005885i,0.0012162+0.0020782i,0.00034864+0.0018299i,0.00042545-1.8095e-06i,0.00056307+0.00011813i,0.00020497+0.0003094i,4.1228e-05-6.1879e-05i,-0.00011738-0.000225i,-2.7895e-05+6.9619e-05i,0.0003878+0.0008244i,0.00082069+0.00090291i,0.00083992+0.00070755i,0.00030577+0.00025721i,-0.00014476-0.00037988i,-5.7625e-05-0.00011162i,-0.00038362+0.00061928i,-0.0010128+0.00022509i,-0.0013151+1.1839e-05i,-0.00082731+0.00018251i,0.00032184+6.521e-05i,0.0007453+0.0003322i,0.00017574+0.00015653i
-0.00040688+0.00069631i,-0.00063107+0.00077413i,-0.00023421+0.00072335i,0.00077493+0.00089652i,0.0013899+0.0011007i,0.0009953+0.0011951i,0.00081599+0.0010456i,0.0010256+0.00060111i,0.00088138+0.00071987i,0.00094229+0.0010809i,0.00062378+0.00080984i,0.00013293-0.00043357i,2.8319e-05-0.00049124i,-0.00038293-0.00032209i,5.827e-05-0.00051441i,0.00066163-0.00038936i,0.00026671-0.00041086i,-0.00044365-0.00057369i,-0.00049496-0.00050224i,-4.7881e-05+0.00029289i,-0.00034896+0.00055981i,-0.00082994+0.00033925i,-0.00046513-0.00040957i
-0.0028666+0.00080337i,-0.0015816+0.00038716i,-0.00046249+0.00078184i,0.00018245+0.00089526i,0.0010254+0.0003396i,0.0015137+8.4606e-05i,0.00054171+0.00040505i,-0.00070425+0.00019032i,-0.00010156+0.00062528i,0.0006539+0.00079369i,7.5535e-05+0.00036238i,-0.00062123+0.00069173i,-0.0010781+0.00074487i,-0.00069436+0.0012257i,0.00010412+0.0012508i,0.00031067+0.00023535i,-1.6585e-05-0.00033187i,-0.00061042-0.00027087i,-0.00057948-0.00047727i,-0.00017131-0.00033145i,5.8625e-06+0.00046921i,0.00023089+0.00049775i,0.00025152-0.00015756i
