-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
0.0061723-0.0035544i,0.0076862-0.0079697i,0.0094863-0.010519i,0.0099483-0.0099579i,0.010166-0.0049987i,0.01089+0.0007044i,0.01078+0.0043548i,0.0089614+0.0043172i,0.0057673+0.00083977i,0.0035618-0.0017047i,0.00292-0.00032002i,0.0028634+0.0016684i,0.0024274+0.0023978i,0.00096684+0.0023783i,-0.00080136+0.0022778i,-0.0017618+0.0013451i,-0.0017395-8.2812e-05i,-0.00097797+0.00034954i,-0.00058627+0.0012983i,-0.00097262+0.0014989i,-0.00057656+0.0010265i,2.3852e-05+0.0005516i,0.00066708+0.00014178i
0.0034286-0.0024918i,0.0073329-0.0017037i,0.0090901+0.0018283i,0.0080528+0.0072821i,0.0045532+0.010839i,0.00098928+0.011127i,-0.0011624+0.010415i,-0.0014693+0.0097021i,-0.00076066+0.0080554i,-0.00034583+0.0054933i,-0.0011771+0.0036981i,-0.002905+0.0029543i,-0.002381+0.0015642i,-0.0010783+0.00064708i,-0.00034455-0.00010852i,1.2538e-05-0.00092291i,8.5833e-05-0.0016334i,3.9122e-05-0.0017194i,0.00012599-0.0011135i,0.00029321-0.0011927i,0.00032251-0.0014567i,0.00047875-0.00068828i,0.00053287-3.4508e-05i
-0.0046827-0.0011236i,-0.0057063+0.0026861i,-0.0079083+0.0087843i,-0.0098268+0.010052i,-0.0099917+0.0048594i,-0.010835-0.0028379i,-0.010916-0.0069112i,-0.0089519-0.0052414i,-0.0065069-0.0012776i,-0.0035902+0.00083045i,-0.0016193+0.00023237i,-5.3772e-05-0.001312i,0.00086636-0.0019207i,0.0015464-0.0015315i,0.0021512-0.00020191i,0.0019247+0.001535i,0.001628+0.0016943i,0.0013452+0.00060223i,0.00087413-0.00017392i,0.00052756-0.000577i,-0.00010198-0.0014488i,-1.1057e-05-0.00076835i,-0.00037431+0.00055511i
-0.0035746-0.00051954i,-0.0080353-0.00070688i,-0.014158-0.0006705i,-0.013247-0.0023966i,-0.0064965-0.0070055i,-0.00078637-0.01206i,0.00045504-0.014525i,-0.00047015-0.013008i,-0.00010801-0.0087734i,0.00096817-0.0051025i,0.0020475-0.0027657i,0.003448-0.0020499i,0.0035432-0.0030058i,0.0021967-0.0020254i,0.0011034+0.00018352i,5.3715e-05+0.0002435i,-2.3952e-05-0.00018068i,0.00079404+0.00050031i,0.0010274+0.0009747i,0.00013514+0.00024393i,0.00018436-0.00060066i,0.0013932-0.00057619i,0.0013772-0.0003432i
-0.0047991-0.0060678i,-0.0011645-0.0096508i,-0.00017739-0.010601i,0.0040934-0.0077277i,0.0099398-0.0014085i,0.012515+0.0035449i,0.010042+0.0037141i,0.0067478+0.0019578i,0.0056408+0.0011968i,0.0047383+0.0028834i,0.0028027+0.0047893i,0.0027849+0.0048195i,0.0024987+0.0035087i,0.00087065+0.0022168i,0.00079827+0.00092166i,0.0011286-5.7378e-05i,0.00032789-0.00046981i,-0.0004292-0.0003843i,-0.00052201+0.00078589i,-0.00071428+0.00056411i,-0.0015808-0.00062604i,-0.0010675-0.00057079i,0.00062486-0.00034377i
0.033275+0.010285i,0.031307+0.0032534i,0.035807-0.014488i,0.022041-0.021746i,0.00072257-0.015192i,-0.013946-0.00039632i,-0.013032+0.012674i,-0.0041036+0.014133i,0.0038057+0.0077245i,0.0038524-0.0012592i,-0.0032425-0.0055947i,-0.0084126-0.0036245i,-0.0088838-0.00040891i,-0.0055823-0.0015505i,-0.0027096-0.0037782i,-0.0012507-0.0026386i,0.00055418+0.00031274i,0.00091576+0.00098423i,-0.0006532+0.00035707i,-0.0015642-0.00079427i,-0.0013221-0.001389i,-0.0017672-0.00023322i,-0.0021671+0.00041141i
0.0057624+0.0084167i,0.003394+0.010291i,0.0022781+0.010786i,-0.0012122+0.0094814i,-0.0070576+0.0044549i,-0.01212+0.00012876i,-0.013019+0.00026234i,-0.0096779+0.002572i,-0.005613+0.0024917i,-0.0023769-0.0013526i,-0.00092829-0.0043945i,-0.0013516-0.0036146i,-0.0021115-0.002573i,-0.0016544-0.0020377i,-0.0006329-0.0019028i,-0.00095904-0.0016819i,-0.00070214-0.00059117i,0.00074417+0.00045784i,0.0016014+0.00097768i,0.0013275+0.00047201i,0.0013238-0.00047183i,0.00074635-0.00050442i,-0.00017251-0.00016561i
-0.00011619-0.0011284i,-0.0057913-0.0036015i,-0.010432-0.0034116i,-0.0122-0.0046731i,-0.0069544-0.010095i,0.0020729-0.015471i,0.0070614-0.017234i,0.0063807-0.013821i,0.0039491-0.0077095i,0.0027833-0.0040261i,0.0025809-0.0012664i,0.0028292+0.00037732i,0.0027163-0.00036269i,0.0018218-0.0013369i,0.00095014-0.0022333i,-0.00019659-0.0031196i,-0.00075035-0.0025869i,-0.00094411-0.00091305i,-0.0011921+0.0003656i,-0.001106+0.0009055i,-0.0011322+0.0011325i,-0.00060812+0.0007255i,-9.1578e-05+0.00026722i
0.00050477-0.0006342i,0.0024603-0.0051993i,0.0040925-0.010619i,0.0032842-0.013853i,0.0042495-0.0103i,0.007122-0.0030757i,0.0092155-0.0017193i,0.008729-0.0036126i,0.0061679-0.002422i,0.0029788-0.00038973i,0.00090317+0.00030675i,0.00077811+1.5743e-05i,0.0021122-6.5031e-05i,0.0034631-7.1696e-05i,0.0042305-0.0012988i,0.004702-0.0026179i,0.0042119-0.0025243i,0.0026609-0.0018282i,0.00072399-0.0015151i,-0.00095773-0.00056523i,-0.0019343+2.706e-05i,-0.00094996+0.00053448i,4.6393e-05+0.00071818i
0.0056383+0.0029498i,0.0095379+0.0012768i,0.013926-0.003006i,0.014136-0.0037944i,0.0084163+0.0017733i,0.00075106+0.0077581i,-0.0027183+0.008899i,-0.002433+0.0059885i,-0.0021487+0.0030581i,-0.002203+0.0017114i,-0.002454+0.00015965i,-0.0033244-0.00075809i,-0.0034433+0.00012224i,-0.0016429+0.0018441i,-0.0005666+0.0025403i,-0.00075171+0.0037106i,-0.00043522+0.0033779i,-0.00021716+0.00055766i,0.00056655-0.00088539i,0.0020008-0.0014381i,0.0017385-0.0021074i,0.0010065-0.0018618i,0.0013786-0.0014478i
0.001689+0.0039483i,0.0024194+0.0060862i,0.0034921+0.0084395i,0.0030334+0.0091264i,-0.0028415+0.0043636i,-0.012337-0.0019908i,-0.018473-0.0018587i,-0.015767+0.0016262i,-0.0076408+0.0013141i,-0.0014797-0.00056335i,0.0012194-0.00020562i,0.0012527+0.00050092i,-0.00058428-0.00075776i,-0.0021187-0.0013211i,-0.0038175-0.00052183i,-0.0047695-4.5537e-05i,-0.0035779-0.00011945i,-0.0014275+7.2287e-05i,-0.00012881+0.00062548i,0.00050364+0.0009537i,0.00042867+0.0011152i,0.00035629+0.0012992i,0.00067523+0.0010828i
-0.0068698-0.0039834i,-0.010676-0.0038137i,-0.013114+0.0017309i,-0.011694+0.0051291i,-0.00478-1.9473e-05i,0.0013688-0.0066438i,0.001335-0.0077193i,-0.00068537-0.0037767i,5.2709e-05+0.0009382i,0.002574+0.0025533i,0.002395+0.0019051i,0.00202+0.0006414i,0.0024443-0.00076031i,0.0014056-0.0023054i,0.0010736-0.0030013i,0.00083919-0.0031105i,-0.00018455-0.0023457i,-0.00074115-0.00049884i,-0.0011749+0.00028426i,-0.0018578+0.0004689i,-0.0018514+0.00044102i,-0.00047324+0.00011816i,9.7624e-05-3.6517e-05i
0.0029169-0.0063993i,0.0016256-0.0069486i,-0.0044522-0.0080708i,-0.0077192-0.0071366i,-0.0013629-0.0022216i,0.0096063+0.0024471i,0.016257+0.0016828i,0.013579-0.00084941i,0.0057678-0.00066569i,-0.00018972+0.001065i,-0.0024644+0.0021256i,-0.0015556+0.0027367i,0.0013029+0.0030125i,0.0034647+0.0030528i,0.0051835+0.0023968i,0.0060774+0.0018091i,0.0038224+0.0010384i,0.00090568-0.00029239i,-0.0003635-0.001694i,-0.00038464-0.0026294i,-0.00091177-0.0024663i,-0.00089036-0.001747i,-0.00064569-0.0010795i
0.0048636+0.0024057i,0.0084667+0.00011942i,0.01086-0.0041743i,0.010795-0.0067023i,0.0054388-0.0030728i,-0.00091675+0.0034895i,-0.000626+0.0064223i,0.0026599+0.0032574i,0.0028993-0.0011844i,0.0017797-0.0030505i,0.0017677-0.0034251i,0.0016074-0.0034855i,0.00044872-0.0024705i,-0.00070533+0.0011999i,-0.00097256+0.0039336i,-0.0012086+0.0036899i,-0.00035825+0.0027246i,0.0010855+0.0019809i,0.001839+0.0012974i,0.0024469+0.00030786i,0.0024813-0.00072843i,0.0016138-0.00058582i,0.00085648-0.00030816i
-0.0035475+0.00079157i,-0.0017966+0.0033428i,0.0033436+0.003955i,0.0085182+0.002634i,0.0038141-0.0010462i,-0.0073404-0.0059176i,-0.014053-0.0069074i,-0.010608-0.0042824i,-0.0031828-0.0015401i,0.00081648-0.00073133i,0.0020048-0.0001993i,0.0016339-0.00019389i,0.00055168-0.0021511i,-0.0011999-0.0034506i,-0.0034123-0.0036463i,-0.0042488-0.0030904i,-0.0025823-0.0019041i,-0.0010308-0.00084289i,-0.00059363+7.4346e-05i,0.00034006+0.0013518i,0.0010848+0.0018219i,0.00040983+0.00082552i,0.0003529-0.00041103i
0.0011076-0.0025729i,-0.0013446-0.0033255i,-0.0027073+0.0015265i,-0.002847+0.0072372i,0.00070608+0.0028382i,0.0022871-0.0066322i,-0.0024187-0.011098i,-0.0066212-0.0069812i,-0.0052558+0.00052117i,-0.0018022+0.0040688i,-0.00098455+0.0037078i,-0.00066516+0.0028289i,0.00052264+0.0016562i,0.001972-0.00096341i,0.0022864-0.0034546i,0.0013608-0.0032393i,0.00038463-0.0013468i,-0.00063579-0.00080821i,-0.00067287-0.0014145i,-0.001084-0.0010877i,-0.0020614-0.00013876i,-0.0015025+0.00047797i,-0.00073554+0.00051912i
0.0016435-0.00037622i,0.00064288-0.0015319i,-0.0051694+0.0001365i,-0.0086765+0.0022083i,-0.0036637+0.0042894i,0.0052742+0.0064669i,0.0083925+0.0063799i,0.0034866+0.003789i,-0.0019473+0.001883i,-0.0026704+0.0006908i,-0.0016873-0.00017169i,-0.0011535+0.00019201i,-0.0002569+0.0016975i,0.00084349+0.0032629i,0.0022744+0.003651i,0.0024298+0.0033313i,0.0015212+0.0029747i,0.0004953+0.0020993i,-9.886e-05+0.00051048i,0.00032689-0.00071688i,0.00053721-0.00078652i,-6.8083e-07-0.00071543i,-0.00033966-0.0010482i
0.0018971+0.00098736i,0.0035326+2.8836e-05i,0.00194-0.0055668i,-0.0012727-0.010443i,-0.0048478-0.0053726i,-0.0047851+0.0051056i,0.00051435+0.012084i,0.0055782+0.009996i,0.0060702+0.0022972i,0.0047708-0.0024398i,0.004163-0.0034218i,0.0017059-0.0026051i,-0.00085875-0.00057461i,-0.0011057+0.0020768i,-0.001061+0.0035255i,-0.0007072+0.0025649i,-0.00028253+0.0010043i,-0.00045184+0.000593i,0.00025443+0.00061479i,0.0013807+0.00015596i,0.0011003-0.0001029i,0.0004012+0.00027522i,-0.00039946+7.6055e-05i
0.0037524+0.0064217i,0.0016652+0.003415i,0.0047193-0.003271i,0.0076366-0.010018i,0.0036659-0.013322i,-0.004208-0.012035i,-0.0068124-0.0073353i,-0.0019151-0.0025849i,0.0042119-0.00068751i,0.0060186+0.0004075i,0.0047023+0.0011802i,0.0033594-0.00041063i,0.0023025-0.0024833i,0.00090669-0.0039834i,0.0001082-0.0041658i,0.00049731-0.0024532i,0.0016852-0.00075274i,0.0016695-2.1825e-05i,7.2711e-05+0.00012305i,-0.00085237+0.00010086i,-0.00066238-9.6828e-05i,-0.0001227-0.00014904i,-0.00059993+0.00015349i
-0.0017302-0.0065791i,0.00044691-0.0082273i,0.0038687-0.0019672i,0.0085531+0.005901i,0.011422+0.0025682i,0.0090777-0.0098238i,0.0024485-0.016974i,-0.0031578-0.013705i,-0.0044563-0.0056363i,-0.00404+0.00071788i,-0.0039525+0.0034149i,-0.0014459+0.0031924i,0.0028059+0.0016189i,0.0048787-0.00014643i,0.0053199-0.0011825i,0.0048184-0.00017823i,0.0036033+0.0011569i,0.0020534+0.00089648i,0.00065092-0.00050268i,0.00077662-0.000825i,0.00052048-0.00053717i,0.00045788-0.00028872i,0.0017497+0.00021242i
0.0041052-0.0085669i,0.0053538-0.0046848i,0.0011865+0.0039626i,-0.0049253+0.010688i,-0.003063+0.012313i,0.0027314+0.0087268i,0.0037448+0.0015946i,-0.00087554-0.0028612i,-0.0065588-0.0033078i,-0.0079915-0.0027558i,-0.00697-0.0016401i,-0.0059039-2.1454e-05i,-0.0032973+0.00068464i,-0.0010316+0.00089026i,-0.0013054+0.0012338i,-0.0020191+0.00024944i,-0.0024128-0.0010742i,-0.0018761-0.0010348i,-0.00018703-6.6376e-05i,0.00078224+0.00012603i,0.00026476-0.00081976i,-4.4864e-05-0.0010994i,-2.7947e-05-0.00043632i
0.0077053+0.0068045i,0.0043021+0.0080655i,-0.0055808+0.0035917i,-0.0153-0.00072809i,-0.019143+0.0026241i,-0.015787+0.010577i,-0.008857+0.014586i,-0.0035057+0.010756i,0.00045867+0.0037701i,0.00459-0.00065182i,0.0058099-0.0015899i,0.0020618-0.0017146i,-0.0025016-0.0013348i,-0.0045967-0.00020666i,-0.0040696+0.00018451i,-0.0028832-0.00081743i,-0.0023857-0.00095541i,-0.0016947-0.0012147i,-0.0010689-0.0014425i,-0.00099279-0.00046649i,-0.0011458+0.0003247i,-0.001444+0.00056998i,-0.0013995-4.0606e-05i
-0.0060725+0.0029305i,-0.0090705-0.0022195i,-0.0068963-0.012354i,-0.0024567-0.019339i,-0.0026947-0.018816i,-0.0070575-0.010871i,-0.007903+0.00042449i,-0.0030208+0.0077438i,0.0028573+0.0091488i,0.0052007+0.0086627i,0.0051668+0.0062143i,0.0048431+0.0028458i,0.0043247+0.00086522i,0.0039376+0.00020321i,0.0043068-0.00033766i,0.0051213-0.00080032i,0.0039906-0.00055272i,0.0014557-0.00034537i,-0.00054567-0.00059451i,-0.00093181-0.00046613i,4.4605e-05+0.00027771i,-5.6221e-05+0.00083589i,-0.00048687+0.00080807i
-0.0014998-0.011743i,0.00021103-0.016257i,0.0088633-0.012118i,0.018055-0.0054746i,0.020682-0.0062823i,0.016737-0.010919i,0.01063-0.011555i,0.0057859-0.006418i,0.002066-0.00083149i,-0.0019938+0.001317i,-0.0036386+0.0018091i,-0.00062885+0.0028524i,0.0032268+0.0028389i,0.004182+0.0031992i,0.0030357+0.0045357i,0.0016306+0.0054177i,0.00085897+0.0052039i,0.0014355+0.0036443i,0.0012197+0.0017493i,0.00013178+0.00031531i,0.00013619-0.0005174i,0.00082724-0.00015895i,0.0001711+0.0009452i
0.010004+0.00069194i,0.01648+0.0040144i,0.016528+0.01412i,0.012404+0.02203i,0.012394+0.02075i,0.015637+0.01152i,0.014973-0.00026694i,0.0098388-0.0086889i,0.0043339-0.011695i,0.00068905-0.011568i,-0.0012902-0.0091759i,-0.001843-0.0045824i,-0.0013742-0.00080525i,-0.00070495+0.00072433i,-0.00032761-0.00031332i,-0.0006455-0.0011265i,-0.0011162-0.00062467i,-0.00081627-0.00048325i,0.00060936-0.00044667i,0.001215+0.00010891i,0.00052677+0.00056963i,-0.00058288+0.0010004i,-0.00059227+0.0010765i
0.01033+0.012279i,0.0079209+0.015815i,-0.0041068+0.011819i,-0.018236+0.0061569i,-0.022973+0.0057102i,-0.018221+0.0064177i,-0.010537+0.002822i,-0.004858-0.0027747i,-0.00074177-0.0048149i,0.0026942-0.003886i,0.0036072-0.0040118i,0.0010132-0.0056779i,-0.0021236-0.0065641i,-0.0023767-0.0072025i,-0.00055048-0.0086113i,0.0013939-0.0086508i,0.0013431-0.0069346i,0.00046518-0.0041162i,0.00087154-0.001259i,0.00090793-0.00023265i,0.0010806-4.2956e-05i,0.0010295-0.00063672i,0.00020824-0.00033548i
-0.0095064+0.0043256i,-0.019373-0.0015633i,-0.020935-0.013318i,-0.016302-0.022373i,-0.015397-0.023135i,-0.018268-0.017088i,-0.018965-0.0080153i,-0.015415+0.0010627i,-0.01036+0.008806i,-0.0053167+0.012318i,0.0002694+0.0097883i,0.0033693+0.0045054i,0.0020881+0.00091746i,0.0015531+8.2892e-05i,0.003921+0.00111i,0.0055426+0.001624i,0.0036283+0.0015443i,0.00067415+0.00048973i,-0.00074178-0.0018277i,-0.0014444-0.0025102i,-0.0020539-0.0022579i,-0.0017649-0.0020664i,-0.00033779-0.0014533i
-0.0064506-0.016542i,-0.0040428-0.025563i,0.0050343-0.026212i,0.015518-0.020321i,0.018295-0.016856i,0.012516-0.014094i,0.0033716-0.007524i,-0.0036042-9.4466e-05i,-0.007879+0.0038354i,-0.0095798+0.0040428i,-0.0073167+0.0043787i,-0.0030402+0.0063354i,-0.00064062+0.0071251i,-0.00074274+0.0067626i,-0.0014238+0.0064138i,-0.0017331+0.0062643i,-0.0018531+0.0058324i,-0.0011754+0.0034111i,-0.000102+0.00059447i,0.00051242-0.0010088i,0.00033699-0.00052597i,0.00040177+0.00035788i,0.00081936+0.0004368i
0.01443-0.0044596i,0.028144-0.0026517i,0.031178+0.0077492i,0.026002+0.017996i,0.022208+0.020549i,0.019376+0.017319i,0.015926+0.012427i,0.013283+0.0070404i,0.011827-0.00021814i,0.0084717-0.0067508i,0.0028694-0.0080736i,-0.0016135-0.0041264i,-0.0034546+0.0004297i,-0.0047089+0.0017965i,-0.0065475+0.00036468i,-0.0068457-0.0011057i,-0.0050662-0.00094627i,-0.0020664-0.00047327i,0.00053294+0.00059891i,0.0018049+0.0017668i,0.0027326+0.0020539i,0.0027239+0.001652i,0.0011917+0.00098953i
0.007727+0.0090979i,0.0054663+0.022377i,-0.0067161+0.029418i,-0.015515+0.028747i,-0.015773+0.025178i,-0.010405+0.01931i,-0.00078996+0.011817i,0.0086158+0.0054404i,0.013265+0.0027376i,0.01393+0.0028037i,0.011227+0.0014044i,0.007446-0.0020493i,0.0055391-0.0037756i,0.0055298-0.0036857i,0.0059252-0.0036005i,0.0057422-0.0027945i,0.0050591-0.0011898i,0.0032006-8.7685e-05i,0.0010529+5.5286e-05i,-0.00070218+0.00072316i,-0.0012338+0.0016498i,-0.0012782+0.0014533i,-0.0018691+0.00068404i
-0.016675+0.0039585i,-0.032493+0.0034275i,-0.041523-0.0040624i,-0.038767-0.0089985i,-0.029398-0.0095413i,-0.018398-0.0086035i,-0.0097484-0.0077272i,-0.0061762-0.0060961i,-0.0071837-0.00042136i,-0.007726+0.005973i,-0.0033755+0.007275i,0.0024461+0.0041947i,0.0068846+0.00083399i,0.008291-0.00019559i,0.0065667+0.00064887i,0.0052728+0.001518i,0.0032693+0.00086043i,0.0011149+0.00017445i,0.00077064+5.7724e-05i,0.0010798+2.4547e-05i,0.0011623-6.9815e-05i,0.0012367+1.4916e-05i,0.00088334-0.00028178i
-0.011092-0.015836i,-0.0082348-0.035486i,0.0020191-0.044475i,0.010785-0.040665i,0.011446-0.032984i,0.008088-0.027115i,0.0035479-0.020547i,-0.0036396-0.014907i,-0.011021-0.012157i,-0.013991-0.0096672i,-0.011853-0.0040384i,-0.0079817+0.0020075i,-0.0056852+0.0043941i,-0.00449+0.0046021i,-0.0034302+0.0037828i,-0.0031571+0.0029982i,-0.0023661+0.0013296i,-0.00095865-0.0004436i,0.00063117-0.0013479i,0.0019891-0.0023726i,0.0014714-0.0033995i,-0.00012825-0.0031108i,5.6153e-05-0.0016157i
0.021515-0.014399i,0.038997-0.014365i,0.044828-0.0051251i,0.038404+0.0034315i,0.029078+0.0058057i,0.019457+0.0047092i,0.0085244+0.0028718i,0.0011975+0.00093273i,0.0015992-0.0026499i,0.0051728-0.0060577i,0.0036549-0.0068284i,-0.0014851-0.0057013i,-0.0053662-0.0042088i,-0.006532-0.0030246i,-0.0048412-0.0032524i,-0.0019045-0.0044316i,-0.00024287-0.0042685i,-8.9005e-05-0.0029054i,0.00037519-0.0016296i,0.0017191-0.00049619i,0.0018492+0.00018805i,0.00041541+0.0012583i,-0.00044849+0.0022855i
0.016717+0.020784i,0.017062+0.038407i,0.0097223+0.047393i,0.002249+0.042834i,-0.0011532+0.032256i,-0.0034856+0.022611i,-0.004437+0.016614i,-0.00055873+0.015466i,0.0054563+0.016356i,0.0091666+0.014508i,0.0099041+0.0078954i,0.0079971+0.00088834i,0.0052619-0.0024407i,0.003015-0.0031999i,0.0016214-0.002686i,0.00070205-0.0017235i,0.00033939+0.00016948i,0.00067758+0.0020906i,0.00099653+0.0016415i,0.00060181+0.00084122i,0.0010242+0.00092775i,0.0010415+0.00051986i,-0.00063048+3.762e-06i
-0.023999+0.019243i,-0.041533+0.020154i,-0.050032+0.011918i,-0.043972+0.0041545i,-0.032923-0.00016057i,-0.023439-0.0044824i,-0.014793-0.0054601i,-0.0083068-0.0012207i,-0.0059041+0.00542i,-0.0060486+0.0089423i,-0.0031198+0.0087832i,0.0019905+0.0069624i,0.0054894+0.0060392i,0.0062415+0.0051447i,0.0045378+0.0030224i,0.0025118+0.0028591i,0.0008088+0.0030048i,-0.00078013+0.0017494i,-0.0015681+0.00025267i,-0.0018414-0.00069073i,-0.0018476-0.0012958i,-0.001127-0.0012777i,-0.00089035-0.0016464i
-0.012907-0.029102i,-0.019327-0.047876i,-0.016392-0.054144i,-0.010362-0.044967i,-0.0056796-0.032141i,-0.00076025-0.020739i,0.0021386-0.011461i,0.0019409-0.0090381i,0.00043847-0.011671i,-0.0027557-0.012319i,-0.005743-0.0084906i,-0.0056128-0.002866i,-0.0036293+0.0012767i,-0.0012472+0.0021933i,-6.2969e-05+0.0012373i,-0.00080933-0.00013675i,-0.001864-0.0016093i,-0.0019763-0.0023506i,-0.001192-0.0014505i,-0.00016778+4.9311e-05i,0.00037561+0.00045524i,0.0012015+0.00040094i,0.0016284+0.00029518i
0.033246-0.018615i,0.05287-0.02864i,0.059105-0.029059i,0.047877-0.021293i,0.032362-0.013025i,0.021218-0.0038989i,0.014926+0.0028007i,0.012231+0.0014412i,0.01196-0.0042781i,0.010139-0.0076048i,0.0048498-0.0080351i,0.00018403-0.0068635i,-0.0029007-0.0042809i,-0.0036458-0.0022129i,-0.0013969-0.00046011i,0.00091566+0.00034906i,0.0025503-0.00085762i,0.0031456-0.0014817i,0.0023137-0.00056495i,0.0022183-0.00027892i,0.001786-0.00042073i,0.00083927-0.00019596i,0.00062105+0.00080382i
0.0094254+0.024278i,0.022957+0.048438i,0.023178+0.059184i,0.016773+0.04871i,0.011732+0.03397i,0.0043121+0.021397i,-0.0023998+0.010052i,-0.0039852+0.005328i,-0.0018599+0.0070772i,0.0015889+0.0097104i,0.0047428+0.0078054i,0.0058145+0.0035361i,0.0049578-0.0001764i,0.003469-0.0020758i,0.0024367-0.00047027i,0.0025752+0.00087637i,0.0023988+0.00069951i,0.0014922+0.001417i,-3.1264e-05+0.0015084i,-0.0012056+0.00051126i,-0.0015505+0.00030573i,-0.001832-0.00017177i,-0.0025302-0.00037387i
-0.022057+0.017057i,-0.046487+0.029004i,-0.056261+0.032117i,-0.044149+0.024867i,-0.028243+0.013599i,-0.016099+0.0016089i,-0.0080538-0.0055311i,-0.006861-0.0051423i,-0.0099154-0.00088666i,-0.010557+0.0032747i,-0.0066657+0.0054191i,-0.0022081+0.006389i,0.0002698+0.0053319i,0.0011952+0.0020676i,9.8082e-05-0.00041576i,-0.0016311-0.0012276i,-0.0032809-0.00077448i,-0.0038941+0.00056902i,-0.0022468+0.00052835i,-0.00095613-0.00011088i,-0.00035428-0.00056838i,0.00050141-0.00056021i,0.00033506-0.0016665i
-0.024996-0.023247i,-0.038776-0.049845i,-0.038743-0.062214i,-0.027971-0.048901i,-0.015276-0.032097i,-0.004495-0.023764i,0.001837-0.017543i,0.0027815-0.012674i,0.00088003-0.0090472i,-0.00066989-0.0063966i,-0.0026853-0.0034822i,-0.0033713-0.00086215i,-0.0015983+0.0010628i,0.0017328+0.001967i,0.0038699-1.7702e-05i,0.0027912-0.0026519i,0.0015728-0.0031748i,0.0011281-0.0023693i,0.00084974-0.0024511i,0.00066913-0.0024131i,0.00033609-0.002033i,0.0013819-0.001419i,0.002695+0.00072805i
0.027023-0.038485i,0.052368-0.049698i,0.057068-0.04481i,0.039375-0.028455i,0.023145-0.011969i,0.013658-1.4499e-05i,0.0038958+0.0049368i,-0.00026701+0.0049112i,0.0030858+0.0037856i,0.0053846+0.0022054i,0.0043599+7.3389e-05i,0.0035215-0.002549i,0.0025259-0.0036039i,0.00079808-0.0012313i,0.00070337+0.0014434i,0.0013703+0.0017074i,0.001561+0.0004865i,0.00082499-0.00056101i,-6.1914e-05-0.00014692i,-0.00037339+0.00111i,-0.00028588+0.0016612i,-0.00056055+0.0021655i,-0.0003221+0.003738i
0.038961+0.031197i,0.057273+0.053838i,0.055201+0.059603i,0.037228+0.044193i,0.017385+0.026285i,0.0037855+0.015931i,-0.0038003+0.011494i,-0.0060251+0.0090636i,-0.0029242+0.0072063i,0.0011068+0.0052071i,0.0029946+0.0031984i,0.0037444+0.0017064i,0.0018806-1.8574e-05i,-0.0026145-0.00078266i,-0.0042964+0.00085145i,-0.0029007+0.0039157i,-0.0007212+0.0055946i,0.00045882+0.0055007i,-0.00069579+0.0029794i,-0.0012381+0.00096576i,-0.00065355+0.00077103i,-0.0015826-0.00057526i,-0.002963-0.001152i
-0.033595+0.039985i,-0.057895+0.056029i,-0.063107+0.051608i,-0.044837+0.029484i,-0.025678+0.0081267i,-0.016634-0.0035152i,-0.010055-0.005451i,-0.0047838-0.0043847i,-0.0021213-0.0031509i,6.6875e-05-0.0022481i,0.0012369-0.0017582i,0.0011794-0.00087912i,0.00059853-0.00052723i,0.00050706-0.0019135i,0.00066594-0.0028838i,-0.00035157-0.0026453i,-0.00044149-0.0019451i,-0.00054695-0.0010487i,-0.0015974-0.0014292i,-0.0015658-0.0021229i,-0.00027896-0.0020464i,3.3787e-05-0.0023351i,-0.00022308-0.0025376i
-0.032686-0.037295i,-0.055494-0.062062i,-0.055672-0.064138i,-0.034846-0.041882i,-0.011562-0.0221i,0.0023692-0.011245i,0.0079195-0.0013495i,0.0099057+0.0034207i,0.0072935+0.00093161i,0.0019027-0.00046878i,-0.0012857+0.00014478i,-0.0025137-0.00055352i,-0.0022282+0.0007338i,0.00077458+0.0026851i,0.0033016+0.0018378i,0.0030625-0.0010378i,0.0012917-0.0029838i,-0.00033703-0.0024522i,-0.00072449-0.0014359i,0.00056594-0.00071942i,0.00072419+0.000514i,0.0010894+0.0019184i,0.0036018+0.0011502i
0.032191-0.042244i,0.057595-0.068054i,0.061681-0.06763i,0.042333-0.039613i,0.025374-0.010424i,0.018084+0.0010174i,0.012112-0.00046206i,0.0071057-0.0025577i,0.0033615-0.0022076i,0.00062422-0.00086682i,2.5676e-06+0.00060333i,0.0016225+0.0014964i,0.0028793+0.0024103i,0.0031735+0.0040374i,0.0035546+0.0040622i,0.003864+0.0019526i,0.0043806+0.00016916i,0.0047949-3.889e-05i,0.0037+0.00050474i,0.0017891+0.00055254i,0.0013303+0.00033163i,0.00074377+0.00073934i,-0.00011969+0.0028323i
